anttex	anttex	1.0		1a76452180f510fa54680f565133d616127fa38b
io.github.copper-leaf	ballast-debugger-iossimulatorarm64	2.1.0	metadata	18178fecea1b26a74716684ddc569051773a2a3d
io.github.copper-leaf	ballast-debugger-iossimulatorarm64	2.2.0		N/A
io.github.copper-leaf	ballast-debugger-iossimulatorarm64	2.2.0	metadata	cd09e6abad47270e3128ff5d6800da3854491c3c
io.github.copper-leaf	ballast-debugger-iossimulatorarm64	2.3.0		N/A
io.github.copper-leaf	ballast-debugger-iossimulatorarm64	2.3.0	metadata	e95eb6cdf805c91ab79bd547921d4d451d4e9f2c
io.github.copper-leaf	ballast-debugger-iossimulatorarm64	3.0.0		N/A
io.github.copper-leaf	ballast-debugger-iossimulatorarm64	3.0.0	metadata	2c9e0155a93a7a3b31048bbc5c5d9119a857c948
io.github.copper-leaf	ballast-debugger-iossimulatorarm64	3.0.1		N/A
io.github.copper-leaf	ballast-debugger-iossimulatorarm64	3.0.1	metadata	2b8452d4218eb7ea6a0fd3d83586e065a4944a31
io.github.copper-leaf	ballast-debugger-iossimulatorarm64	3.0.2		N/A
io.github.copper-leaf	ballast-debugger-iossimulatorarm64	3.0.2	metadata	035eefef16aeb2354b63d52d6e403df2d98c560a
io.github.fcuringa	freelocationprovider-mapbox	0.0.2		N/A
io.github.fcuringa	freelocationprovider-mapbox	0.1.0		N/A
io.github.fcuringa	freelocationprovider-mapbox	0.2.0		N/A
io.github.fcuringa	freelocationprovider-mapbox	0.2.0-beta0		N/A
io.github.fcuringa	freelocationprovider-mapbox	0.3.0		N/A
io.github.jayyuz.dynamic	host-multi-loader-ext	1.0-a30a15c9		c1b0472684410b630a0b7e9c90bed89652cb7be2
io.github.jayyuz.dynamic	host-multi-loader-ext	1.1-a30a15c9		c1b0472684410b630a0b7e9c90bed89652cb7be2
io.github.jayyuz.dynamic	host-multi-loader-ext	1.2-a30a15c9		c1b0472684410b630a0b7e9c90bed89652cb7be2
io.github.jayyuz.dynamic	host-multi-loader-ext	1.3-a30a15c9		c1b0472684410b630a0b7e9c90bed89652cb7be2
io.github.schott12521	cupertino-native	2.0.10		30977678f0542493eae7983219dc8f36ad7f19d5
io.github.schott12521	cupertino-native	2.0.6		30977678f0542493eae7983219dc8f36ad7f19d5
io.github.schott12521	cupertino-native	2.0.7		30977678f0542493eae7983219dc8f36ad7f19d5
io.github.schott12521	cupertino-native	2.0.8		30977678f0542493eae7983219dc8f36ad7f19d5
io.github.schott12521	cupertino-native	2.1.0		30977678f0542493eae7983219dc8f36ad7f19d5
io.github.sevenupup	base_util	0.1.1		N/A
io.github.tubaget	OSSRH-79388	1.0.3		749226230d78f72a59b3f86db5f50d813b973e05
io.github.tubaget	OSSRH-79388	1.0.4		4156bf56575d87acf36892fa5ec8e8e80b6b9ee7
io.github.tubaget	OSSRH-79388	1.0.5		66630e765ce7ca3ff28a8f26fa360991365c91a3
io.github.tubaget	OSSRH-79388	1.0.6		3ce471fa19457944bcdc2b143ff9eb2f43bf72cc
io.mosip.registrationprocessor	registration-processor-cmd-validator-stage	1.2.0		a9c0f46ead32fd592ef0ededf6d41f3ad564343d
io.mosip.registrationprocessor	registration-processor-cmd-validator-stage	1.2.0-prerel		b9ebf30d9de69164c7785cb0d36a77490ca7e9a3
io.mosip.registrationprocessor	registration-processor-cmd-validator-stage	1.2.0-rc1		cc8ddc734d128756e2781d49af4562ac2614de6c
io.mosip.registrationprocessor	registration-processor-cmd-validator-stage	1.2.0.1		40a6c9e4ee837a0f785f1d824961a5049d183acf
io.mosip.registrationprocessor	registration-processor-cmd-validator-stage	1.2.0.1-B1		a4170b6deb8c968a2d53b1e04a9a8abb3e62420c
io.mosip.registrationprocessor	registration-processor-cmd-validator-stage	1.2.0.1-B3		0c3d7621d07b9f5c9c36426efb32612b43f02deb
io.mosip.registrationprocessor	registration-processor-cmd-validator-stage	1.2.0.2		831d598fcafa41a14137d68dbce96f32a3d563b6
io.mosip.registrationprocessor	registration-processor-cmd-validator-stage	1.2.1.0		9fe3704fba865c3b9a5d2cbc2dbaafb4aa6dc3b7
io.mosip.registrationprocessor	registration-processor-cmd-validator-stage	1.3.0-beta.1		e5f0dc10e61dfd260b97bdd93a61ed911cb4235d
io.scalecube	aeron-cluster-poc-server	0.0.1		35709de228ae005c86cc3e776fbf8d54165e0d1f
it.tidalwave.thesefoolishthings	it-tidalwave-android-awt	1.0.10		07c76fbe10d4e6cb86695948d7e51663ecf0c31b
it.tidalwave.thesefoolishthings	it-tidalwave-android-awt	1.0.11		6aebbbfdd058276ec6e068ac4698278f51ac8379
it.tidalwave.thesefoolishthings	it-tidalwave-android-awt	1.0.2		6f850aaee59ce2072e0393cac1b1b9eb298ff180
it.tidalwave.thesefoolishthings	it-tidalwave-android-awt	1.0.3		9d7c8c32a4ae2f58a052aa41cc8da66acef355a2
it.tidalwave.thesefoolishthings	it-tidalwave-android-awt	1.0.4		baa9d0a573a6c48c0b5ed2364dd79de3d3b42007
it.tidalwave.thesefoolishthings	it-tidalwave-android-awt	1.0.6		174442060fe241328f958d3a7d5fa468b0ef81a9
it.tidalwave.thesefoolishthings	it-tidalwave-android-awt	1.0.7		d9ef62225e961a2656e4bc82d3854ad872d7f0ce
it.tidalwave.thesefoolishthings	it-tidalwave-android-awt	1.0.8		b6ada82c39d72186a642121ef70d2d8ddf7a9825
me.sujanpoudel.mputils	platform-identifier-watchosarm32	0.1.0		N/A
me.sujanpoudel.mputils	platform-identifier-watchosarm32	0.1.0	metadata	80d6b094f9ce683c99f45e2eab63e05f4f90b037
me.sujanpoudel.mputils	platform-identifier-watchosarm32	0.1.1		N/A
me.sujanpoudel.mputils	platform-identifier-watchosarm32	0.1.1	metadata	090a952fa7ec576297df84c3971e84ccea067def
net.coding.xcom	cat	0.0.1		N/A
net.coding.xcom	cat	1.0		N/A
net.coding.xcom	cat	1.1		N/A
net.coding.xcom	cat	1.2		N/A
net.exoego	aws-sdk-scalajs-facade-opsworkscm_sjs0.6_2.13	0.24.0-v2-473-0		4b2c3703ee42c4691aec9765df8fa06ac1279dbd
net.exoego	aws-sdk-scalajs-facade-opsworkscm_sjs0.6_2.13	0.24.1-v2-473-0		458529c9680d448093955172d8170fc2ec856559
net.exoego	aws-sdk-scalajs-facade-opsworkscm_sjs0.6_2.13	0.24.2-v2-437-0		59c3a6a94ea649f6da56b5c094d92554c62b89d7
net.exoego	aws-sdk-scalajs-facade-opsworkscm_sjs0.6_2.13	0.25.0-v2-518-0		bc3ef7a13cb71a1dae931852d739fd94d2d75f7b
net.exoego	aws-sdk-scalajs-facade-opsworkscm_sjs0.6_2.13	0.26.0-v2.524.0		8f4bd55921bcc1994286aae3444d5d3010d1c4ae
net.exoego	aws-sdk-scalajs-facade-opsworkscm_sjs0.6_2.13	0.26.1-v2-524.0		0fbcd7691f425d585ef1f8193660f7de587c5d03
net.exoego	aws-sdk-scalajs-facade-opsworkscm_sjs0.6_2.13	0.26.1-v2.524.0		b5f16adfa1aa587062d3dc1379e616e63126a6ea
net.exoego	aws-sdk-scalajs-facade-opsworkscm_sjs0.6_2.13	0.27.0-v2.571.0		6310b406ea35a794ae3196161a7c08b4a421f31c
net.exoego	aws-sdk-scalajs-facade-opsworkscm_sjs0.6_2.13	0.28.0-v2.596.0		fc490da81670ef3c35507cd20481046ad1a0b267
net.exoego	aws-sdk-scalajs-facade-opsworkscm_sjs0.6_2.13	0.29.0-v2.624.0		c9aefaaf3afd3ea105b1bea36368e3bd3e067e74
net.exoego	aws-sdk-scalajs-facade-opsworkscm_sjs0.6_2.13	0.30.0-v2.715.0		59abbd654ab990d4aedd03cf567385be400a19ad
net.jonathangiles.tools	dependencyChecker-parent	1.0.0		N/A
net.jonathangiles.tools	dependencyChecker-parent	1.0.1		N/A
net.jonathangiles.tools	dependencyChecker-parent	1.0.2		N/A
net.jonathangiles.tools	dependencyChecker-parent	1.0.3		N/A
net.jonathangiles.tools	dependencyChecker-parent	1.0.4		N/A
net.jonathangiles.tools	dependencyChecker-parent	1.0.5		N/A
net.jonathangiles.tools	dependencyChecker-parent	1.0.6		N/A
net.lamberto	guice-commons-configuration	1.0.0		7a288b4dbb629d03f3982b875c49da2175068c0c
net.lamberto	guice-commons-configuration	1.0.1		64ff768925a5a63ecb9a7d16501228b7916d80f0
net.pwall.json	json-ktor-client	0.1		19b540ac5a7d10c096deff4f46de86d0788a9e68
net.pwall.json	json-ktor-client	0.2		4e41389b3e4db6e017f22fde400f6d450d94734c
net.pwall.json	json-ktor-client	0.3		c65f275e599dec6516d04ed50d30f17bd941309a
net.pwall.json	json-ktor-client	0.3.1		836d41c543f8de27217bd8b9bb9191a924cf2dd8
net.pwall.json	json-ktor-client	0.4		7f9acaaf3cc90cf6f5f5d9f57a88d802ccc49541
net.pwall.json	json-ktor-client	0.5		80bdf8a0daaee9c0ac17e48ce084cc6161814930
net.pwall.json	json-ktor-client	0.5.1		b41f569ec12893af6fb378a830fde59f9e496468
net.pwall.json	json-ktor-client	0.6		d909486d858cae794c0bbc54464939e8dfbaf323
net.pwall.json	json-ktor-client	0.7		c4710f37c96e7f454bfdc17273c286dcd357fe7c
net.pwall.json	json-ktor-client	0.8		71ee16de5ccdb60f301503c55ce3a3e1f6c21931
org.apache.camel	camel-json-validator-starter	2.20.0		2b80a1e510e11fb2b7778f685a81e9ea2f48102b
org.apache.camel	camel-json-validator-starter	2.20.1		36a5c9f975bb1a2e044aa44f6d620db003b2b012
org.apache.camel	camel-json-validator-starter	2.20.2		1c32a0305cd491b4c09a1a8bf39953785662a806
org.apache.camel	camel-json-validator-starter	2.20.3		bb0fa4f500bdf7eb5ee881f415f52e83bb1bf3ad
org.apache.camel	camel-json-validator-starter	2.20.4		18a46dca7b7e40dfa862fbf77724c1cfbad42e98
org.apache.camel	camel-json-validator-starter	2.21.0		4686879e1acc0b5f4b02609748e586bbd7217009
org.apache.camel	camel-json-validator-starter	2.21.1		f22c4ce82214777ecae57321031b4956687dee51
org.apache.camel	camel-json-validator-starter	2.21.2		0a3530aa9dc27102482f17746c6f4e5c4d963fa9
org.apache.camel	camel-json-validator-starter	2.21.3		3e64248efb84ef22b12946596b5396e9c6083cfa
org.apache.camel	camel-json-validator-starter	2.21.4		f0ce2972dc57b3674ea0a6da4d7140fe56f6ef60
org.apache.camel	camel-json-validator-starter	2.21.5		c06c7b0e57ad65ad0b1b0ea6950f4375c127382a
org.apache.camel	camel-json-validator-starter	2.22.0		5a9c239d6a38b846d110a413119f4269d7a125e6
org.apache.camel	camel-json-validator-starter	2.22.1		6c2822990d53c64cf1ab7dae6b404c09cbec5383
org.apache.camel	camel-json-validator-starter	2.22.2		ac34c3597a1a1f48e4632e7529432a78f90520f7
org.apache.camel	camel-json-validator-starter	2.22.3		53a85709eef8034e4082a68eaa3ebae28c7dd230
org.apache.camel	camel-json-validator-starter	2.22.4		b1fab988f5bda88c11cc692e63504e26fea63af9
org.apache.camel	camel-json-validator-starter	2.22.5		33e2b3ca4611567d7989b0a8f31c279164a9b186
org.apache.camel	camel-json-validator-starter	2.23.0		55ca0b92390beacb7c494ddb8f69cb96fb07a37b
org.apache.camel	camel-json-validator-starter	2.23.1		dc5d57ba18d28c0dad6ca5aa60f95a1ff8520d10
org.apache.camel	camel-json-validator-starter	2.23.2		74159b2efcd796aee964fb54153a40cf478b336d
org.apache.camel	camel-json-validator-starter	2.23.3		fd22099e7755de26dce6059b4c79635119e575ae
org.apache.camel	camel-json-validator-starter	2.23.4		2fe9979ebf678d426fffba63f598a82d683e2ae8
org.apache.camel	camel-json-validator-starter	2.24.0		85e7b830a29146ddcb149996e8df2c22e072763e
org.apache.camel	camel-json-validator-starter	2.24.1		06dfebfa75eb87c258087799207efb6e2526ff42
org.apache.camel	camel-json-validator-starter	2.24.2		bd38a11072c9d1e5368bc0d0ef0b4a0597b19347
org.apache.camel	camel-json-validator-starter	2.24.3		4f0915c618594766e5150709a4c5bf1a7df9d4c9
org.apache.camel	camel-json-validator-starter	2.25.0		a5846c941ba4e0c2fd8cf580a0871afee3237a05
org.apache.camel	camel-json-validator-starter	2.25.1		3bdd64def48174bce8a3111c6718dd112f0de087
org.apache.camel	camel-json-validator-starter	2.25.2		08031946d3b1f7ad5cbed2410402a84b2763b107
org.apache.camel	camel-json-validator-starter	2.25.3		624c1c65e7497900e82526a9f62f848fc738855a
org.apache.camel	camel-json-validator-starter	2.25.4		60fe15612da105a74f4c8da476f9bcae1149f441
org.apache.camel	camel-json-validator-starter	3.0.0-M1		a95c3ddc1a0442b9c5272b25f795fa6ce6a8f13d
org.apache.camel	camel-json-validator-starter	3.0.0-M2		8f062a82e240c9a9182f3c442d91468b9fce44a3
org.apache.camel	camel-json-validator-starter	3.0.0-M3		410376a7eabc89f739d1d76b5cc7f9c01e02b69b
org.apache.camel	camel-json-validator-starter	3.0.0-M4		ddd38c39e607fc2e80175824a2fba0168bba0d10
org.apache.camel	camel-json-validator-starter	3.0.0-RC1		af68f2507cbe24132c66d551d8aab6b16d08dc3a
org.apache.camel	camel-json-validator-starter	3.0.0-RC2		5f63eb71d402090fb2b4983f8e35d426269f6ee0
org.apache.camel	camel-json-validator-starter	3.0.0-RC3		05da9c8252f2edd7d25458637707164c5749d467
org.apache.edgent.java7	edgent-api-topology	1.2.0		45bed17dcbf4a6ba39c2fc6a1ea3e517dd681dae
org.apache.geronimo.samples.daytrader.modules	daytrader-entities	3.0-M1		b1f08379c32de94c57cdb73bea394db9cbf416ef
org.apache.s2graph	s2core_2.11	0.1.0		51cf720a4a77d711bd72c31b0a91a036fae0b69d
org.apache.s2graph	s2core_2.11	0.2.0		57b85942ba3f60931b175d5f8592d18881fca8a5
org.apache.tapestry	tapestry-examples	4.1		N/A
org.apache.tapestry	tapestry-examples	4.1.1		N/A
org.apache.tapestry	tapestry-examples	4.1.2		N/A
org.apache.tapestry	tapestry-examples	4.1.3		N/A
org.apache.tapestry	tapestry-examples	4.1.5		N/A
org.apache.tapestry	tapestry-examples	4.1.6		N/A
org.dmfs	gver-maven	0.37.0		2bf68390fa5c34f3daf869ddc5189c559e1a2f1b
org.dmfs	gver-maven	0.38.0		cf0b6eeed12e226971f67a05a80d726393966e74
org.http4k	http4k-connect-amazon-cognito	3.1.1.0		3a6535be3134e9b82acf45ee9f3f0b683523fcb8
org.http4k	http4k-connect-amazon-cognito	3.10.0.0		fc24917dc4263a0223f154a2a65c0d6cc2b0c4f1
org.http4k	http4k-connect-amazon-cognito	3.10.0.1		4ba60fc297264139122919b3e8bb23915a369968
org.http4k	http4k-connect-amazon-cognito	3.11.0.1		fba7404f74f930798a7b95a3f8f53410eb35f5ec
org.http4k	http4k-connect-amazon-cognito	3.11.1.0		12ab5b727beddc90bc188bb243d00d6347339b90
org.http4k	http4k-connect-amazon-cognito	3.11.2.0		0eb7b5cd8db7919b1bbdecf858ab4e10c663611d
org.http4k	http4k-connect-amazon-cognito	3.12.0.0		56b579e82391923a7e853411f7d251f39539249d
org.http4k	http4k-connect-amazon-cognito	3.12.1.0		02b1e834f44f6325da49c9895cce2d0ee8c9aea6
org.http4k	http4k-connect-amazon-cognito	3.12.1.1		fed209b17638ed93e3dfaaa9fc05f1db0f3815b9
org.http4k	http4k-connect-amazon-cognito	3.12.2.0		c69835731c7da9dc095a4dc4fa62c18290e07ff5
org.http4k	http4k-connect-amazon-cognito	3.13.0.0		16caa24c61accae9e79765d4eae1b596cc2d615c
org.http4k	http4k-connect-amazon-cognito	3.13.1.0		36d99cde339e62d30127fa539e72e0cdef3d9493
org.http4k	http4k-connect-amazon-cognito	3.14.0.0		240fa4b320475d706ccac4ccfd93007de9db486f
org.http4k	http4k-connect-amazon-cognito	3.15.0.0		532a92a70c3a1aa501db385362cdc4619b7154f4
org.http4k	http4k-connect-amazon-cognito	3.15.1.0		c70ad0a8bbde19e87845c5ab6912f319e1e3a38e
org.http4k	http4k-connect-amazon-cognito	3.15.2.0		dbacccc40da51316031691557d0e0904de7842de
org.http4k	http4k-connect-amazon-cognito	3.15.2.1		f804b39f00502f51a19df73d4196b0753dfd1acc
org.http4k	http4k-connect-amazon-cognito	3.16.0.0		82f5a71c4af9c632233154364af32f0d3922f16e
org.http4k	http4k-connect-amazon-cognito	3.16.1.0		cd5cbb766759c1c97e0d42610522de00e5db44ed
org.http4k	http4k-connect-amazon-cognito	3.16.3.0		50a4c7c3113face5af04d1019109d7a39b7d778f
org.http4k	http4k-connect-amazon-cognito	3.16.4.0		421dd97f14607ae587d7fd54afe9fc2f86529f7b
org.http4k	http4k-connect-amazon-cognito	3.16.5.0		14ca40e2f8c3dbadfbbbbd5c8b8e203736da6740
org.http4k	http4k-connect-amazon-cognito	3.17.0.0		acf8f402d88a9628da185c6aec539bcf66287635
org.http4k	http4k-connect-amazon-cognito	3.17.1.0		8ae3327b5a8cdff75ccf68f625e7c7e996f6c90c
org.http4k	http4k-connect-amazon-cognito	3.17.2.0		ec4babf306aead524425247eecc2477b886ca379
org.http4k	http4k-connect-amazon-cognito	3.17.3.0		64563f615125d1623543fdb00e8415d547a0f355
org.http4k	http4k-connect-amazon-cognito	3.17.3.1		b3599e05b2d78fd53dc2557b60a742cf7638516c
org.http4k	http4k-connect-amazon-cognito	3.18.0.0		c73ecca6851c883ec234c8febd39aa3db51efe63
org.http4k	http4k-connect-amazon-cognito	3.18.1.0		766db0f5abbaa620e72d618792a1168c94b29995
org.http4k	http4k-connect-amazon-cognito	3.18.1.1		04d1177ee2392117b9b2d8f652f5766e5eba9b89
org.http4k	http4k-connect-amazon-cognito	3.18.1.2		37ec9074ae8753f0ecb8f642b9431c9fb4d68179
org.http4k	http4k-connect-amazon-cognito	3.18.1.3		5d4c2bc66edc634aad04f75b2da76fe5871e57a1
org.http4k	http4k-connect-amazon-cognito	3.19.0.0		769667a7199c220c66c68813a30c7e0aeb45d623
org.http4k	http4k-connect-amazon-cognito	3.19.1.0		098cbc1b044b1bba00a052688fa3764e46118206
org.http4k	http4k-connect-amazon-cognito	3.19.2.0		1ca7b6c7b98c8520471f4f1ac02d9bf1968a9c2b
org.http4k	http4k-connect-amazon-cognito	3.2.0.0		ab4a9084d78463b0d6f63fe32517a10f1bfd39f1
org.http4k	http4k-connect-amazon-cognito	3.2.0.1		92fa82f03d406be38b7f25cb86b36b9d971512fc
org.http4k	http4k-connect-amazon-cognito	3.20.0.0		428a67adb24e4a47a4c9cdfb7a4ffd2f763b310d
org.http4k	http4k-connect-amazon-cognito	3.21.0.0		c5f3c6dba0f9843bbbda37f99de2bdbe87755d01
org.http4k	http4k-connect-amazon-cognito	3.21.1.0		799ad42596b8e7a5aaa3f716519451556f101258
org.http4k	http4k-connect-amazon-cognito	3.21.2.0		95c198660de76046e96d85edbb688ad3f72f520a
org.http4k	http4k-connect-amazon-cognito	3.21.2.1		df4e6adda590626c0abe7e504d312d380d568a2a
org.http4k	http4k-connect-amazon-cognito	3.21.3.0		45b2034367db26b19a6db2b8ce21214a7652429f
org.http4k	http4k-connect-amazon-cognito	3.21.3.1		c5a15c2607814905f17241afefa87d38d82052ee
org.http4k	http4k-connect-amazon-cognito	3.22.0.0		6c422a99a93521cffc2f9397b9342a5cd3fb1429
org.http4k	http4k-connect-amazon-cognito	3.22.1.0		51e828a232d9b3d1db6aa44458430fd25dd361e2
org.http4k	http4k-connect-amazon-cognito	3.22.2.0		6938d4a4cccb56f8c2c57320f4238cf833292d6f
org.http4k	http4k-connect-amazon-cognito	3.23.0.0		ce1363e830e113f05cb50e68b21f3634030fe006
org.http4k	http4k-connect-amazon-cognito	3.23.1.0		b054e5909c9f08e3aefa4a9ec05a9ca9356b34cd
org.http4k	http4k-connect-amazon-cognito	3.23.2.0		6c19fe9e08b1f97213683b7ecc04ad1102b72a76
org.http4k	http4k-connect-amazon-cognito	3.24.0.0		ca813a0b4cc2cff167e2e522bcad15f58d9c9b9b
org.http4k	http4k-connect-amazon-cognito	3.25.0.0		3a2a77fffd0467aa3874a56d9521af9c11a7d57b
org.http4k	http4k-connect-amazon-cognito	3.25.1.0		057e37a301b1327a11f02626fadb7d26c8228e30
org.http4k	http4k-connect-amazon-cognito	3.25.2.0		23f20b9fcfd105751affe4b1ef13852e17d5fdbf
org.http4k	http4k-connect-amazon-cognito	3.25.3.0		9e2b520a70035af108c25f6db97aa6deaad22a59
org.http4k	http4k-connect-amazon-cognito	3.25.4.0		cd3269e78ab89c5983c129a3050cc471409e435c
org.http4k	http4k-connect-amazon-cognito	3.25.5.0		133a4ba05c86fa7645414fa38173901235d39aa2
org.http4k	http4k-connect-amazon-cognito	3.26.0.0		df8d895106b010e68fcb300b6caeb9199c7c08ed
org.http4k	http4k-connect-amazon-cognito	3.26.1.0		96660e09941a1469f4fb8ffa8c6932447dd991e7
org.http4k	http4k-connect-amazon-cognito	3.26.2.0		4af9f63f3356cff9c3b263d02337ffe2b49a8414
org.http4k	http4k-connect-amazon-cognito	3.26.3.0		231a588eacdddc18051583d71bd2cbed45d1b9f7
org.http4k	http4k-connect-amazon-cognito	3.26.4.0		2ce1a7e6545533ec6fc4dae45f990ac57caf12b5
org.http4k	http4k-connect-amazon-cognito	3.27.0.0		d9fa1399f8c585bea3b98738b42616b974db223d
org.http4k	http4k-connect-amazon-cognito	3.27.0.1		749c91217809f49a8b31da12f5185a68fcf11e28
org.http4k	http4k-connect-amazon-cognito	3.27.0.2		93638b66d535bfe2217235780d50015b52aa8f1e
org.http4k	http4k-connect-amazon-cognito	3.27.1.0		e040da9e79eea40f5d7f0c1034b5321a2fbf22c6
org.http4k	http4k-connect-amazon-cognito	3.28.0.0		f970e9ff3ea0cec186889943d24cf53382aa9036
org.http4k	http4k-connect-amazon-cognito	3.29.0.0		7ee2f3da1456284803367b47c206351190478166
org.http4k	http4k-connect-amazon-cognito	3.29.1.0		813cc2ebe4a15b21daf66d731dd1a289cfc2971a
org.http4k	http4k-connect-amazon-cognito	3.3.0.0		9363e037ec9f3ec0c3c6ea30a71c047be8148992
org.http4k	http4k-connect-amazon-cognito	3.3.1.0		c3a0d99f0a5db3a59c891f1db13899a0c073c1e9
org.http4k	http4k-connect-amazon-cognito	3.3.2.0		dcd528fb4a16fafed9724e342a084c13617abb44
org.http4k	http4k-connect-amazon-cognito	3.3.3.0		2b4294fb048a0e2cef327906e2496ab424703a5f
org.http4k	http4k-connect-amazon-cognito	3.30.0.0		e2af82f520d8cade12923a89fa78a92cefb0bd24
org.http4k	http4k-connect-amazon-cognito	3.31.0.0		78776f650ec3cb21d5394e8b890fb183ac1262d5
org.http4k	http4k-connect-amazon-cognito	3.31.1.0		11df95ceb83177f97bb81b4bf70c8ebc7beea741
org.http4k	http4k-connect-amazon-cognito	3.32.0.0		c3c53c3482646ddb029a5cad92529284b7c193c2
org.http4k	http4k-connect-amazon-cognito	3.33.0.0		0eb94da8dcbe8f6748c388a364a8b829b64bcf0e
org.http4k	http4k-connect-amazon-cognito	3.33.1.0		e178972521298e969e049b88e52f9070f286ee91
org.http4k	http4k-connect-amazon-cognito	3.33.2.0		81975a6dd83ccbb65a9ebc417495968148b82028
org.http4k	http4k-connect-amazon-cognito	3.33.3.0		4c8cbceb55c132613ed9eb031b186bcca9530c89
org.http4k	http4k-connect-amazon-cognito	3.33.4.0		c066ab14ee63887e39ae47afc9392b2ec70e9b2c
org.http4k	http4k-connect-amazon-cognito	3.34.0.0		8b215c8f56e1a3c6ca858ea1674f4f0fd95a0850
org.http4k	http4k-connect-amazon-cognito	3.34.0.1		537a29f4035fc40bd449aa25972122207c5ca427
org.http4k	http4k-connect-amazon-cognito	3.35.0.0		9c446445c07af6e4e8eeae1d2f97da23442308bf
org.http4k	http4k-connect-amazon-cognito	3.36.0.0		df75b8d1cbbb528bc09fd3378b2d8b43f37a5493
org.http4k	http4k-connect-amazon-cognito	3.37.0.0		f793b7a2b050d98a0cb721684710cea2cf008d7a
org.http4k	http4k-connect-amazon-cognito	3.37.0.1		1ca1bf467d4dbd6297cb11e7b82928eea706c997
org.http4k	http4k-connect-amazon-cognito	3.37.1.0		de6ef079b0fea5ef206468c036aed45cb9961e50
org.http4k	http4k-connect-amazon-cognito	3.38.0.0		4c8df90e19779d8c696a245da49fc05d08ca47d4
org.http4k	http4k-connect-amazon-cognito	3.38.0.1		6df8c0ea5a04761126b89c49a8abd6fd68db84ba
org.http4k	http4k-connect-amazon-cognito	3.38.1.0		e16329aacd384cdf00aab64395136059b79d1f80
org.http4k	http4k-connect-amazon-cognito	3.39.0.0		e18d476d690fa151dac3b6d1c4a69ca246e0a07d
org.http4k	http4k-connect-amazon-cognito	3.39.0.1		17b7df0809b3e9bc17925206bd6b16debe8f0477
org.http4k	http4k-connect-amazon-cognito	3.39.1.0		67f6ed6bdb5393b98d703333bcfca24a142cc984
org.http4k	http4k-connect-amazon-cognito	3.39.2.0		41b6044801b2cfc6ed050a764ccb7ab1f8a5fb8f
org.http4k	http4k-connect-amazon-cognito	3.4.0.0		c94c973d077e2feb6a22f07ee9925c64dc90239f
org.http4k	http4k-connect-amazon-cognito	3.4.1.0		8274ee6ea961ed13b16100e97c18874c49fe6e5e
org.http4k	http4k-connect-amazon-cognito	3.4.2.0		55dec15cf08b638b09444dcf229e0602f1214ab4
org.http4k	http4k-connect-amazon-cognito	3.40.0.0		d7381cf7a987337dc82953faecee7fc6c87bf6a6
org.http4k	http4k-connect-amazon-cognito	3.40.1.0		b6353870744b81024d719fcd662e5ec983fe6487
org.http4k	http4k-connect-amazon-cognito	3.40.1.1		da15e5c7c80308c056a646ca7f2a0f17e71d431a
org.http4k	http4k-connect-amazon-cognito	3.40.1.2		cc8a8c3672ccaec3a014c6b2405e1f4b8da029cc
org.http4k	http4k-connect-amazon-cognito	3.40.2.0		1c35ea2caccaba7ef6ab702f87cb1c075b917563
org.http4k	http4k-connect-amazon-cognito	3.40.3.0		a2eb42ae87480aa2617a99bff492dfa2c9316147
org.http4k	http4k-connect-amazon-cognito	3.40.4.0		cb04b3cf05a4dd52ccacd0b065ad568dd0bbca31
org.http4k	http4k-connect-amazon-cognito	3.40.5.0		30c52f1931104449a2851545c5ddbb1388773153
org.http4k	http4k-connect-amazon-cognito	3.41.0.0		ced2322849272548297228d61ab5b3f3d3b3523d
org.http4k	http4k-connect-amazon-cognito	3.42.0.0		a6aa2c351d17863754a4c965e531d1b3b2d46cd7
org.http4k	http4k-connect-amazon-cognito	3.42.1.0		6374d5dd7407155e450e7137dd8b412e6e0e3060
org.http4k	http4k-connect-amazon-cognito	3.43.0.0		c7f8e5cabcecf24f98ee87c52856577dff9e3347
org.http4k	http4k-connect-amazon-cognito	3.43.1.0		f5c42311b5f9e4849898672a0227cadc51ed5d7c
org.http4k	http4k-connect-amazon-cognito	3.5.0.0		c65a096c3cd6aa764d8cbde5eabb09e0485e0041
org.http4k	http4k-connect-amazon-cognito	3.5.1.0		84bdcb45122538f7667f36a75e049142ecc668ab
org.http4k	http4k-connect-amazon-cognito	3.6.0.0		978a1b679b8abb9910647faebfc95c7b21778c3c
org.http4k	http4k-connect-amazon-cognito	3.6.1.0		d44b738301dee499a4a668015ef9c41c395dd7c4
org.http4k	http4k-connect-amazon-cognito	3.6.2.0		fd633beb93192d2dea61e908d3a87fcfc5153879
org.http4k	http4k-connect-amazon-cognito	3.6.3.0		49d029bc2abe5a94bb102c38a30cb1b246c60cfc
org.http4k	http4k-connect-amazon-cognito	3.6.3.1		6c00d9aa14e3fc721f88b31eb01f20f2eda4b0e1
org.http4k	http4k-connect-amazon-cognito	3.6.3.2		70e7a7911bd39a9927084639682e1c741c922bdd
org.http4k	http4k-connect-amazon-cognito	3.6.4.0		157fb4b05b147bcf8a7be910212a901451d31d1f
org.http4k	http4k-connect-amazon-cognito	3.7.0.0		27199a9c45f57d981b66904ae5d8bf4cd1c85962
