ch.dvbern.oss.datatypes	datatypes	3.0.2		9db01e01a20745abf1b646bbdd62d72b3f0bba40
com.amazonaws	aws-java-sdk-acm	1.12.675		e423bae9ae4ba65c2122f9bbd63d7e3cf1143b52
com.amazonaws	aws-java-sdk-acm	1.12.676		a7e836d4d9f2aa3d737ceeda43d72bccbec5235c
com.amazonaws	aws-java-sdk-acm	1.12.677		00a9dba04c9ed78b939ad25174ee4d88fca76a71
com.amazonaws	aws-java-sdk-acm	1.12.678		2c54b6c73edbe76be17196e069ff0c23d1117a08
com.amazonaws	aws-java-sdk-acm	1.12.679		f64feffc739136a4476200f77336653ddbb49aa9
com.amazonaws	aws-java-sdk-acm	1.12.68		1b238af67ca14fd1452841de9b2d6f5cd9631660
com.amazonaws	aws-java-sdk-acm	1.12.680		8a50fd11f042296547694634c0d431041dfede76
com.amazonaws	aws-java-sdk-acm	1.12.681		d39743d82849e91fd6b9297f0cae95ac2de8fe7e
com.amazonaws	aws-java-sdk-acm	1.12.682		8e3dc1b4aaa3ff615918b2dcb0f2d5e9ef5e5a5c
com.amazonaws	aws-java-sdk-acm	1.12.683		7d8e3f183d3987c480214156944a07eae4b11027
com.amazonaws	aws-java-sdk-acm	1.12.684		69cdc99064ea39342291c6c8a18c2c97c0fa9251
com.amazonaws	aws-java-sdk-acm	1.12.685		08d288c1a67a717ffdd45961a7a7cca2807f2546
com.amazonaws	aws-java-sdk-acm	1.12.686		5a25b777ded8edc60a7dcca252199eb773244415
com.amazonaws	aws-java-sdk-acm	1.12.687		725921542c9efb171003e25b7a07b07bce15c85e
com.amazonaws	aws-java-sdk-acm	1.12.688		db2212ddeed7997167c74df936c332360b23c96d
com.amazonaws	aws-java-sdk-acm	1.12.689		b8a1fd7a9ae9548dece3ec1775f40da731569c72
com.amazonaws	aws-java-sdk-acm	1.12.69		1d6a0854b5929c341b8a2a56d10ff3d437bf44d4
com.amazonaws	aws-java-sdk-acm	1.12.690		4cdbab12fb0d7e3e875ab1d09323d4db7f2f332b
com.amazonaws	aws-java-sdk-acm	1.12.691		0ff818d73e295351cf6ab2a702120e6a0aad0b9e
com.amazonaws	aws-java-sdk-acm	1.12.692		9d12433a46a88dd8b61089301e16b41e2293519a
com.amazonaws	aws-java-sdk-acm	1.12.693		8f3497b3cd308259a69cc7eee99ed21a8c21afce
com.amazonaws	aws-java-sdk-acm	1.12.694		c13ad6f473184d554350b3f17f2d6405b22d3659
com.amazonaws	aws-java-sdk-acm	1.12.695		0976ef279e0af63ce0fc5a81084bf916fd05994d
com.amazonaws	aws-java-sdk-acm	1.12.696		c8f8bcf2f9d953da58b20e6653a1d43660f8da27
com.amazonaws	aws-java-sdk-acm	1.12.697		65f55a4e9697d4343596b93cddea26ef399e8b8c
com.amazonaws	aws-java-sdk-acm	1.12.698		30309160e93d3498ebbba8d9fe098c6d25535694
com.amazonaws	aws-java-sdk-acm	1.12.699		5a115f33a92ac77a3b76fcc4ac819f020ec30651
com.amazonaws	aws-java-sdk-acm	1.12.7		d0ce7d72f8aa15acb42a58ed0ab78bd7bbad4d9a
com.amazonaws	aws-java-sdk-acm	1.12.70		bb9d343e4463fbdcb52900a3903fe331533f126d
com.amazonaws	aws-java-sdk-acm	1.12.700		6924526aa2ac70ea22385591c9bb41162047ea25
com.amazonaws	aws-java-sdk-acm	1.12.701		398d96f30770f21736d2312e2e5161d87f133271
com.amazonaws	aws-java-sdk-acm	1.12.702		f11659a9dfaab45d5157f9add0f3005a07f9f94e
com.amazonaws	aws-java-sdk-acm	1.12.703		3b49bb616da37a8f2291aa9f48e8c965e20fe6f4
com.amazonaws	aws-java-sdk-acm	1.12.704		09fdb9220955074dde1258db422dac1afb095efe
com.amazonaws	aws-java-sdk-acm	1.12.705		3e0af2de628fcbff7c85528b6d9e2444440c1ae7
com.amazonaws	aws-java-sdk-acm	1.12.706		2369988700f69e2ecb98ee9554257ab087564ea3
com.amazonaws	aws-java-sdk-acm	1.12.707		37d18894f77a4b39ccf4ea189955d1bbbcaed6dc
com.amazonaws	aws-java-sdk-acm	1.12.708		0731a83d97d47bd992e3bb118d0f621e28160108
com.amazonaws	aws-java-sdk-acm	1.12.709		c7eabc6499602f16ea3c43f5f6e56b860b66f39f
com.amazonaws	aws-java-sdk-acm	1.12.71		2f83f13b1a56d83fe80dd6dea6fc72f2c5ea60a0
com.amazonaws	aws-java-sdk-acm	1.12.710		f7552f9700c6f9b015ed4ce9a0b013fcbfec3286
com.amazonaws	aws-java-sdk-acm	1.12.711		9dcb3365a8bdfffa3cf8bd2fddcd2400e0c51a7b
com.amazonaws	aws-java-sdk-acm	1.12.712		f95553897c17b1a7d7dc377c583957535b351f63
com.amazonaws	aws-java-sdk-acm	1.12.713		5e54fe7b13b78b849b278a3c89ce4c727d801e16
com.amazonaws	aws-java-sdk-acm	1.12.714		25e7ac459ffa4336a2532a26d1e1100bf9caeb60
com.amazonaws	aws-java-sdk-acm	1.12.715		6b9222b85f403c9e4c8d7cf15ae757dd672e0808
com.amazonaws	aws-java-sdk-acm	1.12.716		2c5c365ba5433a880fac0961f16c05a1f77abc52
com.amazonaws	aws-java-sdk-acm	1.12.717		51f4a154c3865de9edf246571a2ac5eec1adf9e2
com.amazonaws	aws-java-sdk-acm	1.12.718		3a32f64f9a51289dcec0c2ed002a85d699c534f6
com.amazonaws	aws-java-sdk-acm	1.12.719		2044773d02ee779e8ae17ad4037393f350015dfe
com.amazonaws	aws-java-sdk-acm	1.12.72		bc63becf69b9320f728ff7129044d04e6731df95
com.amazonaws	aws-java-sdk-acm	1.12.720		bb4ea41a10ac372bcaea29f8c6ab6216e3c90497
com.amazonaws	aws-java-sdk-acm	1.12.721		0b8189048baf22b2b1836acb90180a8732f08514
com.amazonaws	aws-java-sdk-acm	1.12.722		1043d77ded840100048d1280b64994d2e4d72156
com.amazonaws	aws-java-sdk-acm	1.12.723		666b36c4e93ddbef5888c65d1507658f8f6709f4
com.amazonaws	aws-java-sdk-acm	1.12.724		4cdee404d482a410e3052532c7507a3eda7c5423
com.amazonaws	aws-java-sdk-acm	1.12.725		4bce02922621cc2d6e0092ad43b6204b7bcae0b9
com.amazonaws	aws-java-sdk-acm	1.12.726		67648e20d7baa44a51209158fe6aa723e8e38136
com.amazonaws	aws-java-sdk-acm	1.12.727		415faa9cd96456d1145796b872c5f365ca5bdc08
com.amazonaws	aws-java-sdk-acm	1.12.728		fd240c4f0bfef46c6f83c744a84d6b4b7ebd779c
com.amazonaws	aws-java-sdk-acm	1.12.729		40c79f8df76a36a859ebab80a587009ee44abece
com.amazonaws	aws-java-sdk-acm	1.12.73		24d6f70c76f5b5028954b1effe56d629665da163
com.amazonaws	aws-java-sdk-acm	1.12.730		96e3a82bde6d9e448b6ec11f39669284135b9ffb
com.amazonaws	aws-java-sdk-acm	1.12.731		92168fbdf55ca2faf65c4b1fb003032a21b47afe
com.amazonaws	aws-java-sdk-acm	1.12.732		cc14bf953c69a2c08c64d5ab8bb43fbcba72559f
com.amazonaws	aws-java-sdk-acm	1.12.733		a88b0209d2c3baacdf0c1b46cee81a298eb4bc9c
com.amazonaws	aws-java-sdk-acm	1.12.734		3c87e85fd01a68168a42c70a1538151744669418
com.amazonaws	aws-java-sdk-acm	1.12.735		d987eb20db7f1f0c24725c854e2dde5963b60b5d
com.amazonaws	aws-java-sdk-acm	1.12.736		860789e212a8d301c5ee125e14a88dbeadd03b75
com.amazonaws	aws-java-sdk-acm	1.12.737		de7914a81d241b672b6a4dde67a9a0a6567a2551
com.amazonaws	aws-java-sdk-acm	1.12.738		3f94d73ab6c0c9f11d00fbd1e67e428c15cef3f3
com.amazonaws	aws-java-sdk-acm	1.12.739		5b6b53d0f1c8562426da1f24e6e92ead2ea1116f
com.amazonaws	aws-java-sdk-acm	1.12.74		8f2d16bfa6fea434e5874854316cb8067a9c4bb6
com.amazonaws	aws-java-sdk-acm	1.12.740		31c3dddb69fa30ce375c80b28a74f0f372ff29fe
com.amazonaws	aws-java-sdk-acm	1.12.741		678a8d19caca077d0984ceae0aca3bfd495a49d8
com.amazonaws	aws-java-sdk-acm	1.12.742		3ea8ee44cb7bc1c6b381c8198063433b9ad50e25
com.amazonaws	aws-java-sdk-acm	1.12.743		48a51adfe3fe837d544c10029609157a8c2a9abb
com.amazonaws	aws-java-sdk-acm	1.12.744		86ddc0a9e0e5a017e5e431e2585cad82ca488bfe
com.amazonaws	aws-java-sdk-acm	1.12.745		bf65170eb97116d0d9e897a0cd0deff9064ccc52
com.amazonaws	aws-java-sdk-acm	1.12.746		a0a356e98669e7b4858cb8dd6a3f9bbdb5a2f978
com.amazonaws	aws-java-sdk-acm	1.12.747		d0263ad2e584caf71479bf6fb370cf2a62b634a7
com.amazonaws	aws-java-sdk-acm	1.12.748		4afc8ec85ecf4240daa0271216546451446d9412
com.amazonaws	aws-java-sdk-acm	1.12.749		5141cd7f743496670b3bcbdaf1efdeff418ef560
com.amazonaws	aws-java-sdk-acm	1.12.75		8f7837d4366d340e9a8fd7803f7056b0c625a415
com.amazonaws	aws-java-sdk-acm	1.12.750		0056b56d457c9f3a4c6cb93b6f76dcf2fbfd4144
com.amazonaws	aws-java-sdk-acm	1.12.751		e0399f3aa276bf90111e11f442bd7cd9db739d20
com.amazonaws	aws-java-sdk-acm	1.12.752		4b3fed52de78c54e7602fa8e6a5bb9a8addb6350
com.amazonaws	aws-java-sdk-acm	1.12.753		2b660f77fa7178a1f83f2a2dea1b2df582331d06
com.amazonaws	aws-java-sdk-acm	1.12.754		49cbadf1c749f6a91b935592a5ebc432bbd0e2dc
com.amazonaws	aws-java-sdk-acm	1.12.755		17b7b421f27fc663347670f66c5670213dc81806
com.amazonaws	aws-java-sdk-acm	1.12.756		a05c17f4b3b491a810dfee424844a85cbdffda3f
com.amazonaws	aws-java-sdk-acm	1.12.757		0acbe4bb605b2b9f9696f10dd9952c62bfcaf8fa
com.amazonaws	aws-java-sdk-acm	1.12.758		cd3689ca7930552aa34b75b04dc33c7d538378e8
com.amazonaws	aws-java-sdk-acm	1.12.759		cceac1aa618f99d9d506274b557bfb8c81322b9b
com.amazonaws	aws-java-sdk-acm	1.12.76		daf5b6ef60a5d32dd6c7f3c86a14202620b6eded
com.amazonaws	aws-java-sdk-acm	1.12.760		80c287506b54a954a1bb2656cf9a07767a84b1c5
com.amazonaws	aws-java-sdk-acm	1.12.761		0946d3031e6531d261575454a4e5b336d57adf0a
com.amazonaws	aws-java-sdk-acm	1.12.762		b640800b72ada671b711d4b299145e04b8f453b5
com.amazonaws	aws-java-sdk-acm	1.12.763		c95c87a202d20df1af26393f673be92cdb6df585
com.amazonaws	aws-java-sdk-acm	1.12.764		ceae6242ab820f11b738029194b20e0effe5b60c
com.amazonaws	aws-java-sdk-acm	1.12.765		d09f3f22435b55e4b97b927c95e82d982a665503
com.amazonaws	aws-java-sdk-acm	1.12.766		a9a8a88e0994c5cfe78eeb98a8a7d318b55ec927
com.amazonaws	aws-java-sdk-acm	1.12.767		fd63ce04281aeab9b64296ad05894ee6aa183412
com.amazonaws	aws-java-sdk-acm	1.12.768		10bdacde4608658dc5be4b2dd446ad57eec5481f
com.amazonaws	aws-java-sdk-acm	1.12.769		1205b711b554f3b035d8766179d14346b1d86278
com.amazonaws	aws-java-sdk-acm	1.12.77		17f03b99a18ef4491311a1a7b3e7eb06a01b2a7c
com.amazonaws	aws-java-sdk-acm	1.12.770		d9394b39a223ddff825bab1321d2f7d1fe3cadd6
com.amazonaws	aws-java-sdk-acm	1.12.771		f2c8aa5777b7b0c05b963ceb939b4fbb58503c31
com.amazonaws	aws-java-sdk-acm	1.12.772		bd7d900b840fe68f47911f4e8e0c875f6d99058a
com.amazonaws	aws-java-sdk-acm	1.12.773		9bbb18175cec8617f217e8cd8202dff0787d8160
com.amazonaws	aws-java-sdk-acm	1.12.774		e8edff5bb3bc0fc59e6c3c0288652c2660bfbd35
com.amazonaws	aws-java-sdk-acm	1.12.775		0f34b0e2d991e3d831f7ea8bb47d8caa02a35d55
com.amazonaws	aws-java-sdk-acm	1.12.776		9e7c1eec0d6e8d18610e8d1ba827071b1228b023
com.amazonaws	aws-java-sdk-acm	1.12.777		e6c3eb7a5088e5bde5573be38b20f995b94b7798
com.amazonaws	aws-java-sdk-acm	1.12.778		abfd4a2aa3cc1ad7cd89feda579da9608c1aca55
com.amazonaws	aws-java-sdk-acm	1.12.779		428c4c7d11c8827044805a89be9962374f2f2583
com.amazonaws	aws-java-sdk-acm	1.12.78		67e91fb7f632b0cec06f849f8c4d4ea02d7c9c59
com.amazonaws	aws-java-sdk-acm	1.12.780		20a4896d2164248e116dd6c48443e4f548e67056
com.amazonaws	aws-java-sdk-acm	1.12.781		49b927eb94eeb269b045ab4f060685c69f445319
com.amazonaws	aws-java-sdk-acm	1.12.782		383a606d1eb1f4923437df8f085b5a114f156d1e
com.amazonaws	aws-java-sdk-acm	1.12.783		677c445a3b3d9c44ee0f746e1da9f1980b64a6ac
com.amazonaws	aws-java-sdk-acm	1.12.79		9010c9bc6761f52df8d67e79ade13b985a72f237
com.amazonaws	aws-java-sdk-acm	1.12.8		87765e99270647c52240c0b5ea14329bc9c036a7
com.amazonaws	aws-java-sdk-acm	1.12.80		c067d3f2eee91d59a441439eab8c0f16106c7741
com.amazonaws	aws-java-sdk-acm	1.12.81		4bfdd7dceb1dc0fb743d6956a50a87c778ad2f94
com.amazonaws	aws-java-sdk-acm	1.12.82		97dc228be405122b14ba53c712349679ec5b6936
com.amazonaws	aws-java-sdk-acm	1.12.83		ad6b219e15adac46bef07b064b6d48be3bd1c531
com.amazonaws	aws-java-sdk-acm	1.12.84		4add30ed21a0ba1c279a5634aa9c0aba8badbf8d
com.amazonaws	aws-java-sdk-acm	1.12.85		7a0c4d44a4373351ca49f1e27126509c93adb058
com.amazonaws	aws-java-sdk-acm	1.12.86		b4b4eae1875427dbd574ec99542bea9000863267
com.amazonaws	aws-java-sdk-acm	1.12.87		ca88aabccacaeee3bdea2d090cd6c32713995763
com.amazonaws	aws-java-sdk-acm	1.12.88		a88bb842c4fffa2c16d885ea25818077b58daf05
com.amazonaws	aws-java-sdk-acm	1.12.89		188fa0814dc3ecbeacd7fc863651bb36897acb05
com.amazonaws	aws-java-sdk-acm	1.12.9		be681b2abc0a26b14fc5cb5a4f694bd39b4a5a5f
com.amazonaws	aws-java-sdk-acm	1.12.90		585cac6cca5753d4683ac0461ae78b7e1b0679b6
com.amazonaws	aws-java-sdk-acm	1.12.91		b19e0cca879527527b959c7d4898b25e4c44d076
com.amazonaws	aws-java-sdk-acm	1.12.92		d4ee67652e8d1c6e6038f545db4dd878263b698a
com.amazonaws	aws-java-sdk-acm	1.12.93		af80012ecfe9234d6bbc054b7cf7a2272c59572b
com.amazonaws	aws-java-sdk-acm	1.12.94		b57ff8f4734cb1c3780eac99ff4a2aec94ca9613
com.amazonaws	aws-java-sdk-acm	1.12.95		1df829f599362b10d13a2e2d7ee63ad1717d43dd
com.amazonaws	aws-java-sdk-acm	1.12.96		37d99bca7b2271ff4177c8ff66be42a7eee78b7b
com.amazonaws	aws-java-sdk-acm	1.12.97		541cb408cf3d461a589797089979861d5e888c39
com.amazonaws	aws-java-sdk-acm	1.12.98		347d6078ee77af24916baf9ab77c3839a5bccaf1
com.amazonaws	aws-java-sdk-acm	1.12.99		0a7731df69cea76b0698470f93b55e2ac520d8f2
com.codbex.aion	codbex-aion-releng-parent	0.5.6		N/A
com.codbex.aion	codbex-aion-releng-parent	0.5.7		N/A
com.codeminders.socketio	socketio-sample-chat-jetty	1.0.10		df595c4b07eeb5212917bfbe39e70fa6519cc4bd
com.codeminders.socketio	socketio-sample-chat-jetty	1.0.10	standalone	f84c5aebc74bc7227428821a89ae6f40afc6077d
com.codeminders.socketio	socketio-sample-chat-jetty	1.0.3		94356cd1ab2ddde224ba3c330b9b383439776da3
com.codeminders.socketio	socketio-sample-chat-jetty	1.0.3	standalone	c7416b55522e5cbde64484f413a3f88c4728a1de
com.codeminders.socketio	socketio-sample-chat-jetty	1.0.4		266325a84b5bda78ea59afad9ad4468ff94a4fe7
com.codeminders.socketio	socketio-sample-chat-jetty	1.0.4	standalone	af0371040c1885a559e6b68176762c1440b639e5
com.codeminders.socketio	socketio-sample-chat-jetty	1.0.5		dcc0be34fed320a62c96a65cbb9a23281052b23c
com.codeminders.socketio	socketio-sample-chat-jetty	1.0.5	standalone	4a82dc8a69d29292cb89d38bdcc863f129abdd85
com.codeminders.socketio	socketio-sample-chat-jetty	1.0.6		415081d470a5a9d55ccdb4eade37babed76257d9
com.codeminders.socketio	socketio-sample-chat-jetty	1.0.6	standalone	d735df5ba45ec13f4619a49e4a8c9b95660f292a
com.codeminders.socketio	socketio-sample-chat-jetty	1.0.7		243192a038329bc47cf93356e070b42d486d5c14
com.codeminders.socketio	socketio-sample-chat-jetty	1.0.7	standalone	fada35ebd54a2b7cd988a28d72e589ee13bee492
com.codeminders.socketio	socketio-sample-chat-jetty	1.0.8		b7147e34563da4539442d5d55e302c7954c54a23
com.codeminders.socketio	socketio-sample-chat-jetty	1.0.8	standalone	749b46ce9da56eb1171e47b91e19c76c7db1250c
com.codeminders.socketio	socketio-sample-chat-jetty	1.0.9		8cdf6ab0ff949224bba6167402ee013f0a05a48c
com.codeminders.socketio	socketio-sample-chat-jetty	1.0.9	standalone	f638ad5bf5ff5ab234c838b3e4d350d8ea72c8b4
com.dimafeng	testcontainers-scala-neo4j_2.13	0.35.0		800bfb750b6959f822a2bb22790ad7f457767d9a
com.dimafeng	testcontainers-scala-neo4j_2.13	0.35.1		d3abef8d417e977c69d279bde35c4e265cdd13b3
com.dimafeng	testcontainers-scala-neo4j_2.13	0.35.2		154ff3994a32c246c3bea38c2885fbfcbd6654b7
com.dimafeng	testcontainers-scala-neo4j_2.13	0.36.0		00c0459c6c288d0f9e34097536b5132109128fc1
com.dimafeng	testcontainers-scala-neo4j_2.13	0.36.1		e1d00298db5deffaf24e4ae89c78968b5c085a1c
com.dimafeng	testcontainers-scala-neo4j_2.13	0.37.0		3d44f0acfa650b989df66ccadd8cee3daafe4729
com.dimafeng	testcontainers-scala-neo4j_2.13	0.38.0		5a91201dbb24581cfaaecd16d35e17e10e89c874
com.dimafeng	testcontainers-scala-neo4j_2.13	0.38.1		69917ad22ca8d7a7381c0b02385cbf5a8eb58189
com.dimafeng	testcontainers-scala-neo4j_2.13	0.38.3		c6c242dbdaaf9ad60bd48b4704eb58b886865707
com.dimafeng	testcontainers-scala-neo4j_2.13	0.38.4		ce6865e71f1d562e56847b063cf81a9f9ef34ec8
com.dimafeng	testcontainers-scala-neo4j_2.13	0.38.5		1d99bd581ae0bd5ce8e5941e2e66f253a1a37461
com.dimafeng	testcontainers-scala-neo4j_2.13	0.38.6		61a7ebd6c913ffe1aeaf30983adc26530252ec58
com.dimafeng	testcontainers-scala-neo4j_2.13	0.38.7		b7a3923bbc0dce048d687047d1df810ba9085379
com.dimafeng	testcontainers-scala-neo4j_2.13	0.38.8		a0e1cc4ee9e521430aee3741ebc84fb8a6082ba3
com.dimafeng	testcontainers-scala-neo4j_2.13	0.38.9		213b9ab933dd0236b48daab7e45e609c0cb8ee7f
com.dimafeng	testcontainers-scala-neo4j_2.13	0.39.0		5c7c779263cc12d79477ad2d70c27de982d372b5
com.dimafeng	testcontainers-scala-neo4j_2.13	0.39.1		b29770117564e83029881ae8ea3b6a4677a13562
com.dimafeng	testcontainers-scala-neo4j_2.13	0.39.10		8c37a8a1821fe3e1bf2ebc9afc2b90a65010d73d
com.dimafeng	testcontainers-scala-neo4j_2.13	0.39.11		1cf9c3c6999eb9419da954de19132fa7e194ad52
com.dimafeng	testcontainers-scala-neo4j_2.13	0.39.12		60b768d6f13fe2f993f5719de47dbed78ccad54b
com.dimafeng	testcontainers-scala-neo4j_2.13	0.39.2		3d236ba97236853d7fca813da4ccb52594171ed1
com.dimafeng	testcontainers-scala-neo4j_2.13	0.39.3		cdd09b1b6f7b81b649ab498078dc1f66bf5d111e
com.dimafeng	testcontainers-scala-neo4j_2.13	0.39.4		85350addd22f8aa0454556a0bab2fa22393bf964
com.dimafeng	testcontainers-scala-neo4j_2.13	0.39.5		63c148aa3ddbebd56c2a558f5f65db3a1a73c2a9
com.dimafeng	testcontainers-scala-neo4j_2.13	0.39.6		2b669204849e2f5c548c1ff93dd95f2e89ddea00
com.dimafeng	testcontainers-scala-neo4j_2.13	0.39.7		9ad4ef0318e722f1410a4bad11d7940f73517ead
com.dimafeng	testcontainers-scala-neo4j_2.13	0.39.8		70d09eba5d2651750b4028b36450d1e11231e663
com.dimafeng	testcontainers-scala-neo4j_2.13	0.39.9		92cf35ecd41a6ad7f87bfd3d5111fac00a2e182c
com.dimafeng	testcontainers-scala-neo4j_2.13	0.40.0		e85145c22176dc4e08956343a9ccdd8bbb6d59b1
com.dimafeng	testcontainers-scala-neo4j_2.13	0.40.1		16670635d1c81ca90ac03006003a7efa7a6f39b8
com.dimafeng	testcontainers-scala-neo4j_2.13	0.40.10		fe00d65b5f34b87458219632f83c17983fdcfd82
com.dimafeng	testcontainers-scala-neo4j_2.13	0.40.11		d8f3b903ba326d8e3fdb48271d63e98532043ae6
com.dimafeng	testcontainers-scala-neo4j_2.13	0.40.12		caa34fed7b83eb19f1127dfa0f6e81d6bed788c3
com.dimafeng	testcontainers-scala-neo4j_2.13	0.40.13		3965722a4af24a42a422dd8e33f596be91906258
com.dimafeng	testcontainers-scala-neo4j_2.13	0.40.14		8d7aff91deeeee7101ddb93a33e7a0d2d1ee02a0
com.dimafeng	testcontainers-scala-neo4j_2.13	0.40.15		6c9b9fb66314c99745694a1cb2e2e2210d0ef209
com.dimafeng	testcontainers-scala-neo4j_2.13	0.40.16		ac177ce7fcf891c034ad773a4582cd1355cb22af
com.dimafeng	testcontainers-scala-neo4j_2.13	0.40.17		2df6af5e258c6f95b0eed5404b550088733f73b4
com.dimafeng	testcontainers-scala-neo4j_2.13	0.40.2		1bd4c74e9538f40ad2a57c8535c8aabec85d4794
com.dimafeng	testcontainers-scala-neo4j_2.13	0.40.3		944c82db5a64da31ccfed86c491a9e3b127080ce
com.dimafeng	testcontainers-scala-neo4j_2.13	0.40.4		a634eb00b6eedbb193a107ed69d39e0ba39635fb
com.dimafeng	testcontainers-scala-neo4j_2.13	0.40.5		7d56dc9d90e50fd539451dbe7c397a16a740c1cd
com.dimafeng	testcontainers-scala-neo4j_2.13	0.40.6		d72a1fe8216be8848f46527bb0af2c0774676aa0
com.dimafeng	testcontainers-scala-neo4j_2.13	0.40.7		335cb9d34129fd49ecf74d76e0d9e94c2fe920b7
com.dimafeng	testcontainers-scala-neo4j_2.13	0.40.8		a5f6508e186643ed5b2c8ae781782d30ac8d7915
com.dimafeng	testcontainers-scala-neo4j_2.13	0.40.9		fdf224a9064cf1f73e2c6ceecc4aef99b0b25510
com.dimafeng	testcontainers-scala-neo4j_2.13	0.41.0		2e9aa7d15dac546ec488b059c21dae4b922a19a4
com.dimafeng	testcontainers-scala-neo4j_2.13	0.41.1		aa8ff307092fdde0e257dbf49210ca6044c03dcb
com.dimafeng	testcontainers-scala-neo4j_2.13	0.41.2		aba4bf1de430799cd5241da32fe9c0daf244d421
com.dimafeng	testcontainers-scala-neo4j_2.13	0.41.3		6d6d7ea79e5056540fb03d8ad3ad1dae343c31fc
com.dimafeng	testcontainers-scala-neo4j_2.13	0.41.4		78bf1075502ac2acb22f90a34cb4fda4d70f8f84
com.dimafeng	testcontainers-scala-neo4j_2.13	0.41.5		418df0a804f35e1abdfacdb255e6fa4d4d6bf8dc
com.dimafeng	testcontainers-scala-neo4j_2.13	0.41.8		625ef89ebdc4856e2bb262565b088a4081b02d34
com.dimafeng	testcontainers-scala-neo4j_2.13	0.43.0		b37b7bcc173e7e263edfd4a746377e77f75cc61d
com.englishtown	vertx-mod-metrics	1.0.0		ff9a91b80352f1664b70c44a2db3ef085553d7d3
com.englishtown	vertx-mod-metrics	1.1.0		9f9740db2f1ebabd6596cb8d645f98ccbfe5fadc
com.facebook.portal	calling-client	1.3.0		N/A
com.facebook.portal	calling-client	1.4.0		N/A
com.flowtick	graphs-examples_sjs1_2.12	0.4.0		1eb62f2b42bb5c6aab0434dac65c9a1193953b0c
com.flowtick	graphs-examples_sjs1_2.12	0.5.0		a58b82e6c2a7233280f6cc6059c08c5cbfc96b6c
com.flowtick	graphs-examples_sjs1_2.12	0.6.0		1f74a1fa960dbe5fda0fee45d8771f2f649a165d
com.flowtick	graphs-examples_sjs1_2.12	0.7.0		905148a5faac876475831cacfc4c02b6c9719144
com.flowtick	graphs-examples_sjs1_2.12	0.8.0		f391fdc8105337e458e62ecd05ea67f63c6d584a
com.flowtick	graphs-examples_sjs1_2.12	0.9.0		4e54f574e6b9130320eebb39c47e0c73e3cd36fc
com.garethahealy.jon-plugins	poolcounter-mbeans	1.2.0		e2257cb5aeb817d5b56c1194e6986f0a7c806951
com.getansa	kmp-core-impl-iossimulatorarm64	0.0.5		N/A
com.getansa	kmp-core-impl-iossimulatorarm64	0.0.5	metadata	3c91cea43af54d8f141b405f934ed9191525ae8a
com.getansa	kmp-core-impl-iossimulatorarm64	0.0.6		N/A
com.getansa	kmp-core-impl-iossimulatorarm64	0.0.6	metadata	a627a4663838daaf27504820244ad2020d1a3607
com.getansa	kmp-core-impl-iossimulatorarm64	0.0.7		N/A
com.getansa	kmp-core-impl-iossimulatorarm64	0.0.7	metadata	bbaca963c45a201e4af2cf95ca07b96d7f53f336
com.getansa	kmp-core-impl-iossimulatorarm64	0.12.0		N/A
com.getansa	kmp-core-impl-iossimulatorarm64	0.12.0	metadata	5f5c68abb63e1a96538c93b597caf5559d2e4496
com.getansa	kmp-core-impl-iossimulatorarm64	0.13.0		N/A
com.getansa	kmp-core-impl-iossimulatorarm64	0.13.0	metadata	4dad9acfe87c3f767d3cae78c03a0e7d60296bb9
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.0		N/A
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.0	metadata	28745112c6b789333a7d4c2fa9a3a6eebe7e13b1
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.1		N/A
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.1	metadata	522ff7cb5fa37f6241a236713548ed922e740c79
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.10		N/A
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.10	metadata	144fc60767982e195694bfa6622e9c6abe43b44e
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.11		N/A
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.11	metadata	5f4e5d3190e51ddf9c21c0b08486e852ad066802
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.12		N/A
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.12	metadata	23af112220116a9f3a77a3dbd62dbf255402607d
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.13		N/A
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.13	metadata	7be65b0e0fc39d65a0e79602d48d2ad192e3c762
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.17		N/A
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.17	metadata	5ed3dd930a3d8f2eb4caa1b809109c44c162c34d
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.18		N/A
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.18	metadata	bb647682c15e47a151c91ada1a2311fc89860ef1
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.2		N/A
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.2	metadata	2bf2d215aa8672249175a98d1eebee3d5994f798
com.getansa	kmp-core-impl-iossimulatorarm64	0.24.3		N/A
