black.door	jose-2.13.0-json-play-2.12.8_2.12	0.3.0-M1		3cf282554a222853331fbbff10ef67f380df2e02
io.github.jan-tennert.supabase	supabase-kt-jvm	1.4.3		ce8e49de19151cc63420ec2779c43eef798ac496
io.github.jan-tennert.supabase	supabase-kt-jvm	1.4.4		be20f4fc72453b63e9cef239156181b4ceaeba08
io.github.jan-tennert.supabase	supabase-kt-jvm	1.4.5		590080980f9aa83bf62692c3905acf3299eb48db
io.github.jan-tennert.supabase	supabase-kt-jvm	1.4.6		8069e55da01c0f81c54924e0925f7725a39753df
io.github.jan-tennert.supabase	supabase-kt-jvm	1.4.6-dev-1		4ba23abf1317a637422856b22cf52ece607c16bc
io.github.jan-tennert.supabase	supabase-kt-jvm	1.4.7		f6b0e0fd5658cedcd8690e6689a26dffefd403f0
io.github.jan-tennert.supabase	supabase-kt-jvm	1.4.7-dev-1		e31fd54ad746d51689cfc693e3cb119dba605c12
io.github.jan-tennert.supabase	supabase-kt-jvm	1.5.0-alpha-1		1deb2ed48442520a24d39a4a3385703ee9ef2439
io.github.jan-tennert.supabase	supabase-kt-jvm	1.5.0-dev-1		a772aa1f760330b46fa907c96ef8b1747d030b7f
io.github.jan-tennert.supabase	supabase-kt-jvm	2.0.0		274d06dba6e9666059d2d98a5a5d50cfaa508f7d
io.github.jan-tennert.supabase	supabase-kt-jvm	2.0.0-alpha-1		a700323d4f87ef2acef7d2a6f3886a76617b0450
io.github.jan-tennert.supabase	supabase-kt-jvm	2.0.0-alpha-2		baf9f450057631e18fb33ece28bca7e25d50bcb4
io.github.jan-tennert.supabase	supabase-kt-jvm	2.0.0-beta-1		833be1c13874414c4a113a526b5774bc46e71844
io.github.jan-tennert.supabase	supabase-kt-jvm	2.0.0-beta-2		e1c15977be7dfe3caee036c6a282173c02b30863
io.github.jan-tennert.supabase	supabase-kt-jvm	2.0.0-rc-1		f97e528d320780ea29c25ac3f75a48d52e0f1edd
io.github.jan-tennert.supabase	supabase-kt-jvm	2.0.1		7aa1fe04b192e7cf6851ed66a2fc15e1c77fa609
io.github.jan-tennert.supabase	supabase-kt-jvm	2.0.2		e18a0f4205d56ccc2908bcccb850969c80b6edef
io.github.jan-tennert.supabase	supabase-kt-jvm	2.0.2-dev		78293896cf223cfd077600fc9ee4b61db6799ec5
io.github.jan-tennert.supabase	supabase-kt-jvm	2.0.2-wasm0		b2ef0269853ff825dfce2e8b382e8b1a86d2e3a4
io.github.jan-tennert.supabase	supabase-kt-jvm	2.0.3		1da1b884de49ef563206258c6be126fa99208470
io.github.jan-tennert.supabase	supabase-kt-jvm	2.0.3-dev		760b3d613755ba369be70c3088cb2aba1a813648
io.github.jan-tennert.supabase	supabase-kt-jvm	2.0.3-wasm0		f7bc03efdb7c4fc99b09f20e8e5d0ac9d7df0593
io.github.jan-tennert.supabase	supabase-kt-jvm	2.0.4		076fd8de7fb3c9af4e6082c08453c86414bbec4c
io.github.jan-tennert.supabase	supabase-kt-jvm	2.0.4-wasm0		dceb8c958619a1335eedcea7f680b446c5bcf14b
io.github.jan-tennert.supabase	supabase-kt-jvm	2.1.0		4858242eea08863f82b6aa15a0dd8cff6fb506b2
io.github.jan-tennert.supabase	supabase-kt-jvm	2.1.0-alpha-1		0a6cd5c75687d994a6c52f28e8b53631e9d8d1b1
io.github.jan-tennert.supabase	supabase-kt-jvm	2.1.0-alpha-2		9dc2cd485b2b36d1bda6678bd06b5c0672fd1297
io.github.jan-tennert.supabase	supabase-kt-jvm	2.1.0-dev-1		c9839c5af38221a2900510620a5a13ea65b03b97
io.github.jan-tennert.supabase	supabase-kt-jvm	2.1.0-rc-1		245c05fc74cd62eab7ccf219155d11c55f9569ff
io.github.jan-tennert.supabase	supabase-kt-jvm	2.1.1		070159f19c7ff1f380ac506439464566820d8373
io.github.jan-tennert.supabase	supabase-kt-jvm	2.1.1-wasm0		275b1517fcd460604fae0dbb964128f7aec0c090
io.github.jan-tennert.supabase	supabase-kt-jvm	2.1.2		94dc56344352fdec772c28c10e37056b97130189
io.github.jan-tennert.supabase	supabase-kt-jvm	2.1.3		5ab1d160859e720923ce92712959ee793fbd28f2
io.github.jan-tennert.supabase	supabase-kt-jvm	2.1.4		0f1591085b1faed07c7fbb66a10a89958e02eb66
io.github.jan-tennert.supabase	supabase-kt-jvm	2.1.4-dev		ebd47327ef384b4be90bd46a365d70a35c331bd3
io.github.jan-tennert.supabase	supabase-kt-jvm	2.1.5		4d9bf4c7e916f5f9165af7fdb46abf94045894e0
io.github.jan-tennert.supabase	supabase-kt-jvm	2.1.6		9343f0ee313ea4eedd52e3cb82079ab9529b6728
io.github.jan-tennert.supabase	supabase-kt-jvm	2.1.6-dev		127ff6f43df7dda1ab25131df8757f188d48df45
io.github.jan-tennert.supabase	supabase-kt-jvm	2.2.0		86b5a5ae3a3a2ad49739506122a519fb5e22ae94
io.github.jan-tennert.supabase	supabase-kt-jvm	2.2.0-alpha-1		78fd7bc88e1748f182bdf13c8f91ea70329f07bd
io.github.jan-tennert.supabase	supabase-kt-jvm	2.2.0-alpha-2		19401ef8d44aa79715387afa3e38ca9a70c49dd0
io.github.jan-tennert.supabase	supabase-kt-jvm	2.2.0-coil3-dev1		525b98290db80b5287c5c31db6cfa9b9e3ffa699
io.github.jan-tennert.supabase	supabase-kt-jvm	2.2.0-rc-1		89f3ddd305b86bff08484edb57e5f2c8b3fe484f
io.github.jan-tennert.supabase	supabase-kt-jvm	2.2.1		835948ad2d8bdb947d9c88c74562dbde28579972
io.github.jan-tennert.supabase	supabase-kt-jvm	2.2.2		c8795227cd8b4338c61e36361c252eb0863555fb
io.github.jan-tennert.supabase	supabase-kt-jvm	2.2.2-wasm0		264a78ff126bfdf56bd287afa94986d7fcdf026c
io.github.jan-tennert.supabase	supabase-kt-jvm	2.2.3		40af4622022885ab015b8142df9f3db3d3253003
io.github.jan-tennert.supabase	supabase-kt-jvm	2.2.3-wasm0		52af7f5d0caa3849984ebf3f396858d168924a75
io.github.jan-tennert.supabase	supabase-kt-jvm	2.3.0		5fc063e63c82a975b20ffc6f73efd61dff3272c5
io.github.jan-tennert.supabase	supabase-kt-jvm	2.3.0-beta-1		7390fd9883b48d50d71ea6ef7288d2b7122fef36
io.github.jan-tennert.supabase	supabase-kt-jvm	2.3.0-beta-2		e2a46280a65af2e42b9f8671ec7a411abe160b2c
io.github.jan-tennert.supabase	supabase-kt-jvm	2.3.0-coil3d1		66556d08ed9cf15e33649ac5d9a98a6f597177df
io.github.jan-tennert.supabase	supabase-kt-jvm	2.3.0-rc-1		efe6e5397deb8b4c7685bb380aa0cec79f2f34e4
io.github.jan-tennert.supabase	supabase-kt-jvm	2.3.0-wasm0		789b16bc06b837cc1e091a93ad58100357375329
io.github.jan-tennert.supabase	supabase-kt-jvm	2.3.1		f0fba59fab5b09b7f9ccec3192c68a97a8f5f1a8
io.github.jan-tennert.supabase	supabase-kt-jvm	2.4.0		8fd81cc15da9412b92556a138150f0eef356f5f3
io.github.jan-tennert.supabase	supabase-kt-jvm	2.4.0-beta-1		bb0912753928b79477983cae2a447c57f19035a1
io.github.jan-tennert.supabase	supabase-kt-jvm	2.4.0-dev-1		92857bb5fe46ec1a2a5431cf8df82468b8436c29
io.github.jan-tennert.supabase	supabase-kt-jvm	2.4.0-rc-1		c11062eb7c0fda2af6bd632b536febdcd3651d74
io.github.jan-tennert.supabase	supabase-kt-jvm	2.4.1		ff1e7cd9d0ae89496ddc74ccbe835c9624f2725c
io.github.jan-tennert.supabase	supabase-kt-jvm	2.4.1-dev		d156533b05a5f0a8e626aeec38e457372508825c
io.github.jan-tennert.supabase	supabase-kt-jvm	2.4.1-wasm0		acd40986b7f6d4286c8292826ea363131ab7aab4
io.github.jan-tennert.supabase	supabase-kt-jvm	2.4.2		9bdc62f399d6152b8a856b6a034febe3ddb8dc63
io.github.jan-tennert.supabase	supabase-kt-jvm	2.4.3		c1c5193588bf07b1a82b720a34832002831c6e9d
io.github.jan-tennert.supabase	supabase-kt-jvm	2.5.0		fd02ba1c9c74e8bf745a329a3bc3785e2d75bc4c
io.github.jan-tennert.supabase	supabase-kt-jvm	2.5.0-beta-1		6ef3171372c17c6a53c1d94742bfa185d2e15193
io.github.jan-tennert.supabase	supabase-kt-jvm	2.5.0-beta-2		f9cee8bec18892dca12843f5f2162a77d7b113c5
io.github.jan-tennert.supabase	supabase-kt-jvm	2.5.0-beta-2-coil3		21b4b8584b1457d10a25276b5fa7e407fba90458
io.github.jan-tennert.supabase	supabase-kt-jvm	2.5.0-rc-1		1bceafba1c219e368d263523cf82f10caaa6c1aa
io.github.jan-tennert.supabase	supabase-kt-jvm	2.5.1		08317ea299bbc73025bb07272d570c89c1bff4f8
io.github.jan-tennert.supabase	supabase-kt-jvm	2.5.2		88a88371e189c5974d2a2cdd0d3f72369c0fef99
io.github.jan-tennert.supabase	supabase-kt-jvm	2.5.3		097f51a4ffc1e2657e8f8c250878886e6b979f1a
io.github.jan-tennert.supabase	supabase-kt-jvm	2.5.3-coil3		b663afce5495e27a983c04f836cbf88819de7e2e
io.github.jan-tennert.supabase	supabase-kt-jvm	2.5.3-wasm0		80472f99beabd3e352b26a7e43b2bd98e26aff59
io.github.jan-tennert.supabase	supabase-kt-jvm	2.5.4		a3fce5972da5088522667b0fc567d69c08dfdeee
io.github.jan-tennert.supabase	supabase-kt-jvm	2.5.4-wasm0		d7245707506b6cfc123bca624b20b9977e180232
io.github.jan-tennert.supabase	supabase-kt-jvm	2.6.0		332e6c4c9a9292c2ec6ac93236408432adc3b19b
io.github.jan-tennert.supabase	supabase-kt-jvm	2.6.0-beta-1		c04a3fda0eb367104f0c31ae46983f3d0c203b95
io.github.jan-tennert.supabase	supabase-kt-jvm	2.6.0-coil3		708275d74a71367aef58e96db8e6e5c7cf04be55
io.github.jan-tennert.supabase	supabase-kt-jvm	2.6.0-rc-1		a9ce491be6ab706828f1a1e988372934a77df007
io.github.jan-tennert.supabase	supabase-kt-jvm	2.6.0-wasm0		64eef84348ff79bdf05bb9744df4e878e6dd2bde
io.github.jan-tennert.supabase	supabase-kt-jvm	2.6.1		c1dc0d598553c476b615e2cb651a7358e354ce3d
io.github.jan-tennert.supabase	supabase-kt-jvm	2.6.1-dev		c797458bed4a71deda7eccebb0b698107e44793c
io.github.jan-tennert.supabase	supabase-kt-jvm	2.7.0-beta-1		5add97278fd67e6e5717e8e4cbdaaea3060e7af7
io.github.jan-tennert.supabase	supabase-kt-jvm	3.0.0		da11e4b730bd77797ee44c52c5042e8e471a42a5
io.github.jan-tennert.supabase	supabase-kt-jvm	3.0.0-beta-1		99cebca57e428de835279037be9466bf115489fa
io.github.jan-tennert.supabase	supabase-kt-jvm	3.0.0-dev-1		7ef3b1dd0f4b2afcf57e8127b6304674160c7a94
io.github.jan-tennert.supabase	supabase-kt-jvm	3.0.0-rc-1		45ff79129a7c671cd44aa6db56a4f691ebefc8f5
io.github.jan-tennert.supabase	supabase-kt-jvm	3.0.0-rc-2		a8d4f6a524de4008726669f6c97cb2eb80c50990
io.github.jan-tennert.supabase	supabase-kt-jvm	3.0.1		ab1c4a606891fe8d671b1f11e4b8039f4da96c6b
io.github.jan-tennert.supabase	supabase-kt-jvm	3.0.2		6cf45392a56ad0db217b21a3e779c2a2ed86f4a4
io.github.jan-tennert.supabase	supabase-kt-jvm	3.0.3		a8567aeb36cd1141c9cd051ba9a4857aca1cf7e5
io.github.jan-tennert.supabase	supabase-kt-jvm	3.1.0		e367ba9f8638c140a29b8615027c6ed237d0c3bf
io.github.jan-tennert.supabase	supabase-kt-jvm	3.1.0-beta-1		35e1ee0e6ce84c3fecebb01ccd1d0ee8a46f8466
io.github.jan-tennert.supabase	supabase-kt-jvm	3.1.0-beta-2		6ea6eff11d11b03ba390bd62bb35771f6bf169dc
io.github.jan-tennert.supabase	supabase-kt-jvm	3.1.1		3cac06682fc8f3093401e79dbd1057888175e562
io.github.jan-tennert.supabase	supabase-kt-jvm	3.1.2		8bca8f3d5cf886737f5e6407cfb3b47c7a857be3
io.github.jan-tennert.supabase	supabase-kt-jvm	3.1.3		6b147a4cc37c7ebe0a00cd0267bdc17c505c6e3b
io.github.jan-tennert.supabase	supabase-kt-jvm	3.1.4		df21560c6cf01c43deb2e1cb81710c4f2f11928e
io.github.jan-tennert.supabase	supabase-kt-jvm	3.2.0-beta-1		106f342bc86073fc8edb221fa13f0e02d557e465
io.github.jan-tennert.supabase	supabase-kt-jvm	3.2.0-beta-2		f07546cfeeaecd857a36285e5bf3bd14e99f972e
io.github.pityka	flatjoin-upickle_2.13	0.0.15		44524526f9bc94c11a7a103bb6a1cb003fe0f650
io.github.pityka	flatjoin-upickle_2.13	0.0.17		04e215f00d3c7b5f37cb95a415845d54dc291c29
io.github.rzo1.org.apache.cxf	cxf-spring-boot-starter-jaxrs	4.1.0-tomee-M1		7ff225a95c3a70c9f4ebf40c3cbcb2bd205d5b52
io.github.rzo1.org.apache.cxf	cxf-spring-boot-starter-jaxrs	4.1.0-tomee-M2		2e0c0eb4625b97476be963fc3621179c96a45302
io.github.valdemargr	gql-client-codegen_2.13	0.1-28b5c64		ea9d4d67fb0ee3ff89f44f556ac9980c5bb48821
io.github.valdemargr	gql-client-codegen_2.13	0.1-305cbf3		7ee5bff5d826b48b4037c535ee87879f1d9436fe
io.github.valdemargr	gql-client-codegen_2.13	0.1-5287e33		76b81d3ef12269bf7fd388a291b09a513f7e754c
io.github.valdemargr	gql-client-codegen_2.13	0.1-5acc59b		518dfbd2515e8f0d117994ba6ba1cef8e8d3f35e
io.github.valdemargr	gql-client-codegen_2.13	0.2		39baf996c5eb2ff2365434131a4ac43309185707
io.github.valdemargr	gql-client-codegen_2.13	0.2-2c9a292		772092d8336a71896490dee71445d8106e152644
io.github.valdemargr	gql-client-codegen_2.13	0.2.2-43-13a9d4a		f344eff13f5a29c571a0573a7a56bfe6d141e9b3
io.github.valdemargr	gql-client-codegen_2.13	0.2.2-44-ecb9700		ff18a1b646d02345975b6fd42a93f83f8d8c9743
io.github.valdemargr	gql-client-codegen_2.13	0.2.2-45-81919cb		a8304e72d3ff9aac2fca187f09a35006ff43eca6
io.github.valdemargr	gql-client-codegen_2.13	0.2.2-56-19c34b3		12ca2b884657cccca44c5df0c9034dacce1030c8
io.github.valdemargr	gql-client-codegen_2.13	0.2.2-8-77f8928		dc992ce49eb88eb50d5e2e1cbf07bf37a2fb7a90
io.github.valdemargr	gql-client-codegen_2.13	0.2.2-9-1c3e7d6		85c4ab0430e1d8545be68b2987313d74c58eedc6
io.github.valdemargr	gql-client-codegen_2.13	0.2.3		4dcd9ac47e2f6597d14957e2b76cce585da16ab3
io.github.valdemargr	gql-client-codegen_2.13	0.2.3-1-8629306		09d0b9618442360a6acf5f5969997dbaabcc77ba
io.github.valdemargr	gql-client-codegen_2.13	0.2.3-10-670bbbc		e68582ce182623005a1ddd09ab315227b64553fd
io.github.valdemargr	gql-client-codegen_2.13	0.2.3-2-831747f		3828480bfb43e084d871a82165328ec771516e30
io.github.valdemargr	gql-client-codegen_2.13	0.2.3-3-20d80ef		69ff4355c1aa3ec0e7bff01d94e8eabea2485445
io.github.valdemargr	gql-client-codegen_2.13	0.2.3-4-45ece96		e40661495a816732093dd6340371169f1a23fe9d
io.github.valdemargr	gql-client-codegen_2.13	0.2.3-5-628cc82		955933d8d5fee5667fa9785191e5824a479a86f6
io.github.valdemargr	gql-client-codegen_2.13	0.2.3-6-5ee2f1f		3e38d34ac7d0756e92258eb4f3d425f895249efd
io.github.valdemargr	gql-client-codegen_2.13	0.2.4		e6c74b743822fd5d489d7a363347fddcf5fc1ee3
io.github.valdemargr	gql-client-codegen_2.13	0.2.4-12-18b1448		106715bda2edaa2caf712610b1143feb3ac26dd0
io.github.valdemargr	gql-client-codegen_2.13	0.2.4-25-e0eb497		57cd7de1a13bb382d92b9fff2619d36e28f59782
io.github.valdemargr	gql-client-codegen_2.13	0.2.4-26-80ba617		4cff40a871ddc609c2137633629da2a789776054
io.github.valdemargr	gql-client-codegen_2.13	0.2.4-27-d83a72e		69b9a60792240267eb5005b9468c6aae63b25aed
io.github.valdemargr	gql-client-codegen_2.13	0.2.4-33-05d24c2		fe46f14e736d10a7265181b4ab9269962a5604af
io.github.valdemargr	gql-client-codegen_2.13	0.2.4-34-80c3e92		67c2e70a91950607ac5725549d8106214dae4a63
io.github.valdemargr	gql-client-codegen_2.13	0.2.4-36-6ceddd7		2e366e8241857412adf07010a223cbcf8e3cafc1
io.github.valdemargr	gql-client-codegen_2.13	0.2.4-37-8bc5d34		5450d713c140e288ef120e9a46357340b4824ceb
io.github.valdemargr	gql-client-codegen_2.13	0.2.4-45-0bf8750		0af17b65cff5cf36cc310336f1ccc6e1e4ed6d30
io.github.valdemargr	gql-client-codegen_2.13	0.2.4-46-7221321		7d6741dd3c01dd6698e513b295f1ae8529ed16ea
io.github.valdemargr	gql-client-codegen_2.13	0.2.4-47-41ba594		14aad604cfe1cdd6eda183e9bb5d1c2bbb9f70d5
io.github.valdemargr	gql-client-codegen_2.13	0.2.4-49-069667b		73cb63c1c7b4988e6ed5c3ed9f9249eb18e47434
io.github.valdemargr	gql-client-codegen_2.13	0.2.5		946612e3e5b6412e3a1b765abe5541b96290af43
io.github.valdemargr	gql-client-codegen_2.13	0.2.5-1-e1ab197		81d08d94e713c613359ebb02a750dab02a16b8e9
io.github.valdemargr	gql-client-codegen_2.13	0.2.5-15-e71b7d3		6ae74b5f1e43b78987e54297f5cba51dd4a4f270
io.github.valdemargr	gql-client-codegen_2.13	0.2.5-16-7e5e551		232bc36940816e95d9beba0b2af952dbfe9ad7fa
io.github.valdemargr	gql-client-codegen_2.13	0.2.5-18-0c536e8		d543bfac0fcba7c34e0c85d35fd937130795c799
io.github.valdemargr	gql-client-codegen_2.13	0.2.5-2-321762c		ba42eb04b5484d8bed641efe21ec982c3e552703
io.github.valdemargr	gql-client-codegen_2.13	0.2.5-3-a44e70c		e77ed8314a3a83b44383cfea17cffd5309a6ea2d
io.github.valdemargr	gql-client-codegen_2.13	0.2.5-4-b8e4ebb		f51a4730f1eca291d2b357483e5772a4743cbcf9
io.github.valdemargr	gql-client-codegen_2.13	0.2.5-7-0f84964		4392dceecaf5a00a6a1b8ea2afd88a95450bb80f
io.github.valdemargr	gql-client-codegen_2.13	0.2.5-8-7ad8f5c		97512efdbce4268e57502718df519cde0daee818
io.github.valdemargr	gql-client-codegen_2.13	0.2.5-9-6f7c238		1e688479c2d273c104c4f191b88eb25b96a3a536
io.github.valdemargr	gql-client-codegen_2.13	0.2.6		b142dbaba8abbfd67ec0964e1d4d395dd240d079
io.github.valdemargr	gql-client-codegen_2.13	0.2.6-1-ada2ca0		c9d9f25343493c78e298a2690492ba02350b4721
io.github.valdemargr	gql-client-codegen_2.13	0.2.6-4-b84fc11		b3b2b8ef2f1321d7035ee3effc2a4c63385a8738
io.github.valdemargr	gql-client-codegen_2.13	0.2.7		aa268e0472b7290b70d5265078dac01baec5190f
io.github.valdemargr	gql-client-codegen_2.13	0.2.7-14-b009443		d57d051fcaf0f2840b9e4f831296b5e9da456c2a
io.github.valdemargr	gql-client-codegen_2.13	0.2.7-15-460774a		08417615e3373a5c5f4fb635c9c8a8ff3b6b1686
io.github.valdemargr	gql-client-codegen_2.13	0.2.7-3-91146b5		a95b5253b987ad6dc24d4d51f0be971cc97f31a0
io.github.valdemargr	gql-client-codegen_2.13	0.2.7-6-7c787a4		af2fbca271a832735fffe56352f59e50baa217ab
io.github.valdemargr	gql-client-codegen_2.13	0.2.8		453d69ab29b374280639b4690072f012c778e575
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-1-94e510b		ad4c117376513dc1549f8d86d293d0a0fbbacaf7
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-10-6b65513		a8e62ccda16e326535d73290c02ee2ee84d9d48e
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-101-7b409af		bc65625892056025f9530917938446a2e02ba7ed
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-103-f410f05		40c50c106f5e9e909f0aa5cfb0ae794a4dd0dbbe
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-105-14b2198		2c8fa0d69911ae10c1fe83c60b79989e64bbb87d
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-107-71162e0		cd6e1ae728bfb909956b0122df970cb81ea410d7
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-109-2272482		12baee021f8850c4f34ff80879d7fb82b5cfb858
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-110-b88b609		7aa36a1a42167a0e2441b392c346b07cda7d5f15
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-111-6c475b3		c6b8f56afb48ec696c0628cc1b0120478af360b3
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-112-0ed6a95		66042a77c641aa05835144ab90be3cba8445d9c3
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-114-edaa3db		e18d4df4387147e51557d537fc70f356a621c4a9
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-115-9f9c793		210193362c4218593798c27d70e6c97dc796f435
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-117-76cc022		eb0565e8f1f5c840e72c231311094187525a79cf
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-119-20a8771		cb5205611265a7b728520af33cc9a2025bc72b75
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-123-4a04c70		24b932f2f4346fb9d68270a8b8008ffd29d42d0d
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-125-945ad4b		4e3c8087eb19925826bf425f3d73140f01ca61ec
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-126-5df7042		0b7664f413aeee68710ffff64d8086d2e9165db1
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-133-8f68be5		8b340a6502d20f4c3afd852e17686c8678b1096f
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-134-84f8d32		c1459dc7f2a1fc4a70290300b7a865c97d5de101
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-135-c2646b0		5e084c510dfcc0798e51e833a1557d5047e4902c
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-136-aa092c7		586e4fbd136a6e27186cf20f52db9bad7e3d4ac4
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-137-dc0ea4b		1791a98472ce85e47ea48dee62717c4eb596b54f
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-138-1c1e635		9d736f626c5088600b8b5b9134a73f985e014581
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-139-ae74d1c		8f8ab4c7b17c0fcd1545f68884a8f89d7efa6e98
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-14-f0f6ba2		4fc67c99c51f131ba507afdc2ef2cf56e876ec8b
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-141-d0f2268		639e28c2b774c971db98d9458e3bf0d5488e0f0b
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-142-8498316		98abaaf153ccdec123221b07a9d914d7e6968563
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-16-20209c6		5d561ad9f18beee60c62d63d6da6cb2d33d8e5b7
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-18-90c0b50		47132f8cf6353b15e4faf4ec25fcb4bbf79ded84
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-23-b552e1c		7040b13f10c827ff64fe674eca2eab88d3b1c622
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-25-8ed6397		a759b6565b4885a762f7467f91fc737687a18aff
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-27-6592357		11d67cb3006a19679945412d746d05e69ab0b9ec
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-29-ddcd4b5		0f13ea5701a5510732ee9a9694e139b4972058e5
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-31-ab12fb0		7ec2dcd789658bf0872aaa61a7f59af72004d3e9
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-34-18c3339		148a777acfa64d32fa2102212b3d3becf200b363
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-36-fda1e11		d6186228a16015fda88d5ccb38d8d4d179c31191
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-38-d953e76		96fa4fe1b08195e3eff5acbb0880049a1f6ecff2
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-39-02e7730		771bbbde4d35e6a91d933e33d29caf0c2fcde27f
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-41-dabff89		6b86f168951b1f8a53e30bd17ce3ed05f3555a6a
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-45-7b635a0		51e5e2213aa0cd9e8c61cc520ef00471d56d69c3
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-48-13ebce3		9078ced3bf61f12c7b1dd842490dfa6e49dc3b12
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-5-2442862		22b09e0890b776552f23acf286519eee7f7a3254
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-51-c99eab6		5e2c86d8427a72b697c74e23acfd9e15485fb338
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-53-954db74		c2799c89b43d022d3228936f6dfc17ae7fd720f4
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-57-ad50319		8bb2f53af0e32f81d8831491aedfb10588686cfd
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-62-089e814		74443c89e9e8f943396a21a5c26f5fbd12ba4904
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-65-674e0c4		8c880f34c649d36e71ce5ca53a3351c86159657f
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-67-08d9c03		45e3df4952e26a7335084e075cb2b56e5d7e8211
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-69-bfdb621		07c2db255291ca3452f7cd5c2736f20a88475361
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-78-4bea14b		8d64d87684a3cefe77d6883917a81c593534af9f
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-79-3a4b8b0		42465d79913d2e8e0ced420f308ac66faccd8d52
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-8-afa1bbe		57eccf2f94a845cb9b14351817493e39ef8ec74a
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-80-1f54fbe		c28b5717b63bf751ff696d0091f9e76fb7e33a99
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-81-0a629bc		e49a999e03977a064c5c3ee807a180a188f48c71
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-83-2c132fd		92fa1235ae170fa32bea8bccac50f8bf908d74b8
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-84-af6cc3f		563f16ecfde4a7034bfaf933c1e9d02b77474c5e
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-85-2e88a8f		a1b3fe4961256a6c058b5a0d9f53b31709681265
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-86-abc95e9		31604516ccb10847b3848989b20698ec916deb2d
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-87-7dee47a		bb63ab16cb0786b945dc467a35f94097fe02d5f9
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-89-753610d		538dd46b57fed48765c39b68cc76f8902dee79c7
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-9-234bc2a		f9e96b8184df4e935f161c87fd581df02a3b421d
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-91-f7d2c4e		8fd92fd479b5f03b0346b476774a68d2ba587f90
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-93-84a5415		a28187816294ad764542601bed3080d8bc4716f4
io.github.valdemargr	gql-client-codegen_2.13	0.2.8-95-51bb203		b1e5805327223cfa68b126fb92f94ee3a7559953
