avalon-cornerstone	avalon-cornerstone	4.0		8831a37d4981f41c71a6682365deb39d4b3ff51c
com.yahoo.vespa	vespa-feed-client	8.252.17		39a772f6d129991eda43b15cd5b63672fe6dd806
com.yahoo.vespa	vespa-feed-client	8.253.3		68e959d297f61f4cc4e24cc5af14f71953561dc8
com.yahoo.vespa	vespa-feed-client	8.255.38		a495a73c4d73ea5ba94842f8c92162ea81ea1489
com.yahoo.vespa	vespa-feed-client	8.256.22		f5ceb691176195823e03a54dc16f4c201a93295d
com.yahoo.vespa	vespa-feed-client	8.258.16		36d43ec739a4bcb3b0606a0a8f8c158884c4e137
com.yahoo.vespa	vespa-feed-client	8.259.15		b4b1525640fabb8ff509c5968e346312bebaffad
com.yahoo.vespa	vespa-feed-client	8.26.15		196a92aa5087a06a59722ea06e86ff6c51eaddfd
com.yahoo.vespa	vespa-feed-client	8.260.15		5f378feed26e1a3b2b46b6d573a9174883c5feb3
com.yahoo.vespa	vespa-feed-client	8.261.39		3174cf2d22201bb739a5f99935659708b1a5f0be
com.yahoo.vespa	vespa-feed-client	8.262.17		6aeea155756728c6ea70bc42154668e46701cec2
com.yahoo.vespa	vespa-feed-client	8.263.7		3184fc30d0e995510694621c0b396c355ed9a06a
com.yahoo.vespa	vespa-feed-client	8.265.12		533050953a73722dbf5d7d76477f95a54e82a755
com.yahoo.vespa	vespa-feed-client	8.266.20		0ba4d2adb8568b919b713f8d60e279ed1f037be6
com.yahoo.vespa	vespa-feed-client	8.267.29		21d36c29392924f01071144687d6c7156412013f
com.yahoo.vespa	vespa-feed-client	8.268.18		841bea2ab97f9806f7eb692644b15ad97b35f618
com.yahoo.vespa	vespa-feed-client	8.269.23		0536ef5dc6b026082bf6d1a3f5b83807ba7bceeb
com.yahoo.vespa	vespa-feed-client	8.27.12		e67c7dfbea33c30e7fabf7cef25dfd4699665633
com.yahoo.vespa	vespa-feed-client	8.270.8		54e8c840f048b60965b394e5c5aaf9dc6d636e80
com.yahoo.vespa	vespa-feed-client	8.271.34		799a445ec09ce4a425e879d809da31230d6ac2b0
com.yahoo.vespa	vespa-feed-client	8.273.20		b466fb3ce242d99c2f8bdbd830650e6cfc55d31c
com.yahoo.vespa	vespa-feed-client	8.275.39		89ad603139de614ecaa6b4567ec81b173686f11a
com.yahoo.vespa	vespa-feed-client	8.276.19		a687f41f450cec6760bf334942c05ea538d21b50
com.yahoo.vespa	vespa-feed-client	8.277.17		764368cc0dbf10294edc7535956948f16d817ef3
com.yahoo.vespa	vespa-feed-client	8.279.6		cb6df77d11ec2df1f9396300855e913276f272d3
com.yahoo.vespa	vespa-feed-client	8.28.12		841d24a4d4b6ac329ee8e482a6383970779966cb
com.yahoo.vespa	vespa-feed-client	8.281.22		f2dc222b51ac0aca2ad2fb4fdf037e514f1ee0fb
com.yahoo.vespa	vespa-feed-client	8.282.24		d7e79bfe2e50916cdab050628d8c9d1a7b2cdcb4
com.yahoo.vespa	vespa-feed-client	8.283.46		140920248123b2247b87e94e9a4bd26b2d1314d6
com.yahoo.vespa	vespa-feed-client	8.284.4		482f97246885558fe0a2827ab037e9a50aaf0fbe
com.yahoo.vespa	vespa-feed-client	8.287.20		04d3a436a79f697a68b5ea498b6896ee911661b8
com.yahoo.vespa	vespa-feed-client	8.288.15		4d8f4368a84bd8a5fcb94d470736ba742577caec
com.yahoo.vespa	vespa-feed-client	8.289.21		3499128a0a5c2b86a4c631d868b73b663487dca8
com.yahoo.vespa	vespa-feed-client	8.29.16		3a907317dd1dc6b005fcc13ad7f7b953827826a1
com.yahoo.vespa	vespa-feed-client	8.290.51		ec07500b441fdff8ca2934a610568a7044b4840b
com.yahoo.vespa	vespa-feed-client	8.291.13		44467f387ce174eef022dedea121700ea1ab479e
com.yahoo.vespa	vespa-feed-client	8.292.16		953e89fa8f9b5eb083a05f0f8a7b494561e85f55
com.yahoo.vespa	vespa-feed-client	8.293.15		ccd61008f8c7dea5334dc2fc3c59ece1fdc4d50f
com.yahoo.vespa	vespa-feed-client	8.294.50		830319ed668d95ac08d63b8770f137e6f9724a52
com.yahoo.vespa	vespa-feed-client	8.295.13		53a3833b5e9ad9f392b71df4482ade2caa994f4c
com.yahoo.vespa	vespa-feed-client	8.296.15		e1edc191816da90267bb9410c67a2e3909512cbe
com.yahoo.vespa	vespa-feed-client	8.299.14		6027f06d116e7b5734c4c652d337a91634453630
com.yahoo.vespa	vespa-feed-client	8.30.50		488ea4ac49e8eee5187df85cba2d89038378dad9
com.yahoo.vespa	vespa-feed-client	8.300.15		8c7d8b717654c85711b9013b5d6f520c8bf0e01f
com.yahoo.vespa	vespa-feed-client	8.301.19		0f567ab9622eb1fcff2b399ed4915ca39e19c77c
com.yahoo.vespa	vespa-feed-client	8.302.40		2c465bf4249d12c038712b539918e251b88c60d2
com.yahoo.vespa	vespa-feed-client	8.303.17		262f92a8b7050b8892d00958acb3e8d4f4b1bc81
com.yahoo.vespa	vespa-feed-client	8.304.20		309e519831ab371b59498cdb738b333d31a8e8f2
com.yahoo.vespa	vespa-feed-client	8.305.17		115de8b99333d4d3294f20cf8bb387fd39e56efa
com.yahoo.vespa	vespa-feed-client	8.306.50		1f41cfb89e74d808e412d867c4996b38ae806eba
com.yahoo.vespa	vespa-feed-client	8.307.19		32ce7ac82e31dc82d2900fec3adf695cd7770a18
com.yahoo.vespa	vespa-feed-client	8.308.26		d3c33a63d00b6301af168925b276a63b11848624
com.yahoo.vespa	vespa-feed-client	8.309.34		aac7968f0cf40dd5714c66b4e131cccfb894621f
com.yahoo.vespa	vespa-feed-client	8.31.22		48fdf00dbace4f43dd7bdcdcb8b26b01a65bbc2b
com.yahoo.vespa	vespa-feed-client	8.310.1		c45585386aad2a6ff686aaf816f0ff40a51e181c
com.yahoo.vespa	vespa-feed-client	8.311.28		237b274292a075fa484fc6a9dfcb12c52a51b4bb
com.yahoo.vespa	vespa-feed-client	8.313.3		e8b9a845a43f5ad3044d6ff307d459608028d60d
com.yahoo.vespa	vespa-feed-client	8.314.57		ce2b659686abb6196a84d37eb5f408b1c755c096
com.yahoo.vespa	vespa-feed-client	8.315.19		95b3f3b91b614b7a1516033f8aadb03a85ef3f87
com.yahoo.vespa	vespa-feed-client	8.316.57		4204a91a278dbbfb66f7aed7d201f94b6189e1d6
com.yahoo.vespa	vespa-feed-client	8.317.19		5527c75cb11a0b2abe5932f93a21839da26606dc
com.yahoo.vespa	vespa-feed-client	8.318.18		ba5952140f9d0c4c9631361cf6805618cf1a39ca
com.yahoo.vespa	vespa-feed-client	8.319.9		8a552266d9ef538d6b4e9b61147ad88a118b3b06
com.yahoo.vespa	vespa-feed-client	8.320.68		2aed7f2ae472c294802c528fc4e3c5b5d91ac3e3
com.yahoo.vespa	vespa-feed-client	8.321.19		8f547b51e9dadc897e48ba14106fde06a7cb1aca
com.yahoo.vespa	vespa-feed-client	8.323.45		f05f9b5d47d3aa8cb200160486d27c0957ee9a49
com.yahoo.vespa	vespa-feed-client	8.324.16		53d8d6272bfdb8c2cb1add517d86e5f0963879bb
com.yahoo.vespa	vespa-feed-client	8.325.46		ac161a4a92b2fd9f1b9b1de49fa7e9a3c6e7e528
com.yahoo.vespa	vespa-feed-client	8.326.37		2a7cad0904a8970b003028e58fb02b002a41fafd
com.yahoo.vespa	vespa-feed-client	8.327.49		d47c03450872d381fc95e811438b27a63cc4d51a
com.yahoo.vespa	vespa-feed-client	8.328.24		e9422ab1bc2bda06a331cd2d840a0a24ca1eb2f4
com.yahoo.vespa	vespa-feed-client	8.329.17		58aaf857ab369eda3d4d5bdff6c433f36992ed91
com.yahoo.vespa	vespa-feed-client	8.330.52		dccd3c77c653e3f7126c2d83ebddc702a885ac14
com.yahoo.vespa	vespa-feed-client	8.331.34		986c1def374e2aedeef177b6b947b4d24eb238f2
com.yahoo.vespa	vespa-feed-client	8.332.5		8916488b1459438fd60352e591fce92141f920af
com.yahoo.vespa	vespa-feed-client	8.334.22		e7ef9ad300e7c315d5656ae3f767b3e03f198e66
com.yahoo.vespa	vespa-feed-client	8.337.85		8081f89696b20ea4dd712aa620a82048bb32887f
com.yahoo.vespa	vespa-feed-client	8.338.38		b1c0d8e7b71de83c14ba53838f9a09b72560d87d
com.yahoo.vespa	vespa-feed-client	8.339.15		7a9fe6aca6b05effd8a5a6dd91db1f8ecb28b935
com.yahoo.vespa	vespa-feed-client	8.34.38		82aaaaa543cb6fcc497b9b95b70ad6b3b7a24047
com.yahoo.vespa	vespa-feed-client	8.340.17		00db5cc90cd28bd49176df1504be2b5e37367d59
com.yahoo.vespa	vespa-feed-client	8.341.29		861244fca295f525c8d5500caac20760d99e9dca
com.yahoo.vespa	vespa-feed-client	8.342.20		4e0c1a59fc67f8b0db04f162c2547d65eaae37d7
com.yahoo.vespa	vespa-feed-client	8.343.11		73a64caaacf750088cdc200a839256ef06296aa6
com.yahoo.vespa	vespa-feed-client	8.344.63		dd11cc651c8e4e8f966010935b7849ee44975cc1
com.yahoo.vespa	vespa-feed-client	8.345.20		8b49752d57a3919766c4ddac0db2683243a361dc
com.yahoo.vespa	vespa-feed-client	8.346.21		d556b11e375e4753c5bd3b1ecd998a46bf0ea1a2
com.yahoo.vespa	vespa-feed-client	8.348.21		83ce99909b2c32a85d9e69a2ba188a9ddb13e439
com.yahoo.vespa	vespa-feed-client	8.349.46		f31fe1e1ca485681e35fd7115a35f2f5da93da59
com.yahoo.vespa	vespa-feed-client	8.35.5		05810aeb86e1ce1dcdd4633f9cdf7196dba3ca3d
com.yahoo.vespa	vespa-feed-client	8.350.38		822a5d988fc211e5ddbce879a9597f5084886caf
com.yahoo.vespa	vespa-feed-client	8.351.13		6926316faf12841bf08aafcfa73de3b70f84ca9d
com.yahoo.vespa	vespa-feed-client	8.353.26		af3bbb6ab3478ebce867fbdb01b8d48776fe01be
com.yahoo.vespa	vespa-feed-client	8.354.46		f46f0bf02d457f82426462793e6095b0176054ed
com.yahoo.vespa	vespa-feed-client	8.355.18		efe190af760fbf3be5103f61a834471998431a70
com.yahoo.vespa	vespa-feed-client	8.356.16		239caac5ebb428f3871df4907587140a508c5ee7
com.yahoo.vespa	vespa-feed-client	8.357.16		d0a4ac874ca8e1b995ebf689ba3e8f0ea6ca1f87
com.yahoo.vespa	vespa-feed-client	8.358.34		a2b1f12294159d73e431cebcb970e5eb4df4ed14
com.yahoo.vespa	vespa-feed-client	8.360.19		1d2d4ecb5d73ee5290f5646ca7278e8ea52cb380
com.yahoo.vespa	vespa-feed-client	8.362.16		888d0d267aea830868d2a9883da6855f6d1ba094
com.yahoo.vespa	vespa-feed-client	8.363.17		6b1fdd7cef2a8b8f2db224f5238b4aaea79332da
com.yahoo.vespa	vespa-feed-client	8.364.5		9079aff05abab72248fe951cc8da7d833afa3add
com.yahoo.vespa	vespa-feed-client	8.365.21		c47865779fa68ec3c35ce7e6c885446e0295a0e5
com.yahoo.vespa	vespa-feed-client	8.367.14		54dd1dad939abd51d0f7d19bfdee62f33473cfe5
com.yahoo.vespa	vespa-feed-client	8.368.19		f99f7bccf44f6798c4db652173cf89575d459af9
com.yahoo.vespa	vespa-feed-client	8.369.8		e497c3d06baed48d2b67ab2c28c41569eccb4e76
com.yahoo.vespa	vespa-feed-client	8.37.26		2362a38f3ae4704951e9a7f3245355dce19b4cd1
com.yahoo.vespa	vespa-feed-client	8.371.16		a932f3433f26978c6b053bdd437c598b6f3e2da9
com.yahoo.vespa	vespa-feed-client	8.374.4		6e388e67082d380d598d5ba715273ac707350057
com.yahoo.vespa	vespa-feed-client	8.375.14		e550f6433ab5f112219b9d92a7ab75834757dc4b
com.yahoo.vespa	vespa-feed-client	8.376.5		52b6b48e6511a05dc72b25282366977bcae0a8e0
com.yahoo.vespa	vespa-feed-client	8.379.9		e66bdb84775ba6fe27a5df1233226a287d4544e7
com.yahoo.vespa	vespa-feed-client	8.380.6		b24e0cfcc23e1250b7925bcfc077498cec2fade4
com.yahoo.vespa	vespa-feed-client	8.381.44		dcfeb217e0839618aba15fadf2186daad5db5d03
com.yahoo.vespa	vespa-feed-client	8.383.18		d10ae23d116d7efced4c728e6567395b49618adc
com.yahoo.vespa	vespa-feed-client	8.384.11		608fb943248da045d0ab1dae75306ebcf01a4f0e
com.yahoo.vespa	vespa-feed-client	8.385.27		b0cdd60e728047478a4b1ea8425c7d5d21ff031c
com.yahoo.vespa	vespa-feed-client	8.386.11		bc215a45177d6e9a636cad21519ee4ee01ee7898
com.yahoo.vespa	vespa-feed-client	8.387.10		a353b3d588e0e31af260a46b5733b73660a21fe0
com.yahoo.vespa	vespa-feed-client	8.388.11		21f200566d8610da2a6b106b28f723d46630b260
com.yahoo.vespa	vespa-feed-client	8.39.19		00c6a34129b1faf65f93448f7f0d0d76b8cd8bfd
com.yahoo.vespa	vespa-feed-client	8.390.12		9ffbd6e7ae9cc9f0e80e756a093351cc2287dca7
com.yahoo.vespa	vespa-feed-client	8.391.23		ff2f14823465d1fb46dbe0663a0a19dbd4421868
com.yahoo.vespa	vespa-feed-client	8.392.14		daf794ff2937dbc5d3d4f36ee9afd6de622161a4
com.yahoo.vespa	vespa-feed-client	8.393.3		1725bd0196532d62e9a7d59fd592f545cadb3e8d
com.yahoo.vespa	vespa-feed-client	8.395.28		8201859e87877326fafeffcb2099973566d0e593
com.yahoo.vespa	vespa-feed-client	8.396.18		9cdf0ce1cd100fe3a0637b6657402480477f794a
com.yahoo.vespa	vespa-feed-client	8.397.20		6ed725119dae826a421009285e191288ecb737a2
com.yahoo.vespa	vespa-feed-client	8.398.4		824134acd84af49574fe0e044fcb6ee7bf9ccdaf
com.yahoo.vespa	vespa-feed-client	8.399.59		c5659e7dd2ceb5a1df6b9f51582261c1e2a5b040
com.yahoo.vespa	vespa-feed-client	8.4.15		b51aed974cd049dbf84d5e681c41e44061c2afdb
com.yahoo.vespa	vespa-feed-client	8.40.27		3aa0cd5e8cd727b1f6be86eb0cf65ac759f5c2b4
com.yahoo.vespa	vespa-feed-client	8.400.15		eefd59ea14cb588d799b0888e8916b1f9c81f92a
com.yahoo.vespa	vespa-feed-client	8.401.18		a0dc7f97d438b7171ea2bf1dfa008057f7e415d4
com.yahoo.vespa	vespa-feed-client	8.402.27		b6f8dc8bac35544beb37072affdc41aa87ba87d7
com.yahoo.vespa	vespa-feed-client	8.403.12		79a1b5c7c973a9062a74df4de8e31d0ce1e64859
com.yahoo.vespa	vespa-feed-client	8.404.14		c995638ba549757c55cbd88f8280cb6a68c55b51
com.yahoo.vespa	vespa-feed-client	8.405.15		165de1ad8ac7095b98874178aa2c4ec0d36a37b0
com.yahoo.vespa	vespa-feed-client	8.406.26		35bdf227b20b6ab5ec5f708ed2506bb6a6f0d7fe
com.yahoo.vespa	vespa-feed-client	8.407.13		74f7b3b7f561c350886b2d967b6f5d6ab142fb76
com.yahoo.vespa	vespa-feed-client	8.408.12		bb168c25e30ad70d72320dcbb715b89da5523456
com.yahoo.vespa	vespa-feed-client	8.409.18		681024c2d1a1f7d86b31b80ac82c00091a96ee0d
com.yahoo.vespa	vespa-feed-client	8.41.3		fde3a30512cbc0e103ec305cabb44c286fc2ebf7
com.yahoo.vespa	vespa-feed-client	8.410.10		6148c7496985cc875ebf6a7339904cadb70b313b
com.yahoo.vespa	vespa-feed-client	8.411.13		9ca494342881bc7f02dedd411d1627a44d92d4ba
com.yahoo.vespa	vespa-feed-client	8.412.20		2212b6fd1b46489c6b2ad6e80da61d75e5be1b89
com.yahoo.vespa	vespa-feed-client	8.413.11		0ffa7e6f925c49507dc59d287cd7d851e4974d5c
com.yahoo.vespa	vespa-feed-client	8.414.19		76bdae508e7fd5c7fdddeabc0c81c49c123062eb
com.yahoo.vespa	vespa-feed-client	8.415.5		76ec795bafc12ea05747beb57dab3f2a7c0f2028
com.yahoo.vespa	vespa-feed-client	8.416.42		631fd65c00c2ea14f446453fb3ebebd661ddb9c7
com.yahoo.vespa	vespa-feed-client	8.417.13		8ffc0cea3b3b8bcb48a37bc7d757b247729034b8
com.yahoo.vespa	vespa-feed-client	8.419.3		99114e7034d0e2cfec08112a3516a46dc9f98ec7
com.yahoo.vespa	vespa-feed-client	8.42.21		d14d05691f0cde625233096b4c4da04d1edb0781
com.yahoo.vespa	vespa-feed-client	8.420.10		29a83520313d1f4cee27af36036bdd609ed8a20d
com.yahoo.vespa	vespa-feed-client	8.421.14		7ce3220c1cc50a68d2fb9e1dc0bd67685058346e
com.yahoo.vespa	vespa-feed-client	8.422.12		5d20f450dccb0ac196214beb74819649c23629c0
com.yahoo.vespa	vespa-feed-client	8.423.30		d6fbe9126cbe6aa0e3fb17dd342875f50a2e373f
com.yahoo.vespa	vespa-feed-client	8.424.11		34a4636421f8d42c7fb95cc2d9e57ffeeef13a41
com.yahoo.vespa	vespa-feed-client	8.425.13		53f3671b20d04194a2a0e9d7b20ae97628e81fb3
com.yahoo.vespa	vespa-feed-client	8.426.8		316d312620c4a6c3f8ec5200acbadd1924ca454a
com.yahoo.vespa	vespa-feed-client	8.427.34		b23d52fc983ce3851f3282da7cca9990600e1e79
com.yahoo.vespa	vespa-feed-client	8.428.5		6edc67c69ece4b68a2cf5dcdf67b26d473ceeb67
com.yahoo.vespa	vespa-feed-client	8.429.19		152a100c44a677024926b85cac924094a8ecf17f
com.yahoo.vespa	vespa-feed-client	8.43.64		2053430b9aaa7909c5da0d243db310d30050b369
com.yahoo.vespa	vespa-feed-client	8.430.10		06591a7e8ee5e780c8b8827a4268f150dd91acdf
com.yahoo.vespa	vespa-feed-client	8.431.32		adce04c76ed4f38e1e6a13213305b571f17201b8
com.yahoo.vespa	vespa-feed-client	8.432.4		b47eee4d65d869f65e81f477365b23bd473b56e6
com.yahoo.vespa	vespa-feed-client	8.434.33		ba8306022114acf9e6ee5b0a41555692961ed44c
com.yahoo.vespa	vespa-feed-client	8.435.13		ea184824a5d3c73ac49a2331badd0bb714cf6e5b
com.yahoo.vespa	vespa-feed-client	8.436.18		3136d77d7d5ea0ce91ca28e1c3a8d0997119bcbc
com.yahoo.vespa	vespa-feed-client	8.437.12		40cf25211cf37748631250ba0416787f387254ca
com.yahoo.vespa	vespa-feed-client	8.439.22		956f64f872e465fef3af8ab32c1c796f73273c6b
com.yahoo.vespa	vespa-feed-client	8.44.22		c0dde0c1e4b5435f3e6d18f994395f701c5ad20c
com.yahoo.vespa	vespa-feed-client	8.440.13		a33f9a59e70d136dffce58c4992d7a7bb1b44ba7
com.yahoo.vespa	vespa-feed-client	8.441.21		c4496f5c139ee5c37d3093da691de17a88d71346
com.yahoo.vespa	vespa-feed-client	8.442.54		f2e94cb901e56eccc9c9fbc63f13d7ed1718318e
com.yahoo.vespa	vespa-feed-client	8.443.12		d4ce2e7259a65966c72fb2044be1eb5bf5f4b76f
com.yahoo.vespa	vespa-feed-client	8.444.18		cc8538e46d85d45e20d3e3b9428ba38d89b3e186
com.yahoo.vespa	vespa-feed-client	8.445.15		f5a4088f33f1e157bc3aff75b9509039080ae525
com.yahoo.vespa	vespa-feed-client	8.447.14		1a04398c316749d8c06ed5c5aeb4e4d6ec717948
com.yahoo.vespa	vespa-feed-client	8.448.13		16d4cf0d6e0e38797f03d231f346023ea04d8084
com.yahoo.vespa	vespa-feed-client	8.449.13		a3937799b4830572cc19e7fab8c280619e36198a
com.yahoo.vespa	vespa-feed-client	8.45.22		4a15e6bd01fe958811a525c6fa301073b1c8d342
com.yahoo.vespa	vespa-feed-client	8.450.33		a0c795fd96704b4aa2895ee60c53a568aa9e19d1
com.yahoo.vespa	vespa-feed-client	8.451.39		97c32c128cc44bce77c2eb8b0fa0bc0880664c91
com.yahoo.vespa	vespa-feed-client	8.452.13		fe527d12ce5fa22fe3ab855a7736143a3187bd4a
com.yahoo.vespa	vespa-feed-client	8.453.24		d717886a2fc344edce8d7a2e3af35e8d226834ee
com.yahoo.vespa	vespa-feed-client	8.454.11		32efbbddc969c8dbbe3b866b5b97f127fe78edd9
com.yahoo.vespa	vespa-feed-client	8.455.17		7f27679374eb81ff195d1df5b12fd81934fb7cce
com.yahoo.vespa	vespa-feed-client	8.456.14		3986ccf04a95d4604aeecefded97d4134b3b6d09
com.yahoo.vespa	vespa-feed-client	8.457.32		07f3cdeee689ec6498159218e374e84428675ea3
com.yahoo.vespa	vespa-feed-client	8.458.13		dd3e7c504477b8ba3ba02c20477600db03e44f8c
com.yahoo.vespa	vespa-feed-client	8.459.67		4739433a775cb7451a8c66598819232459c75013
com.yahoo.vespa	vespa-feed-client	8.46.19		820a05d67ce8029ff7a740905bc8d3eb5d3e7a45
com.yahoo.vespa	vespa-feed-client	8.460.16		d97ce489d445d6bca6607a4406843f405a792a55
com.yahoo.vespa	vespa-feed-client	8.461.16		3053886406d41a7c7b7ecf5cb369273a8b97b392
com.yahoo.vespa	vespa-feed-client	8.463.9		e164a7e168d3b8d5056a477a364c4fdda48fdb66
com.yahoo.vespa	vespa-feed-client	8.464.10		669150ad7558050649cd23e8d32a4afe27e49e72
com.yahoo.vespa	vespa-feed-client	8.465.15		268f5925240bf899abe4a2d52d637d86b486db05
com.yahoo.vespa	vespa-feed-client	8.466.24		a99120c2038570b170fea25d04194d0accb4eee3
com.yahoo.vespa	vespa-feed-client	8.467.13		cb94c039e47649b41028666aa935b818094ba052
com.yahoo.vespa	vespa-feed-client	8.468.7		b8124ff62e8d9c98ceac1b1b4135447b3a8a6924
com.yahoo.vespa	vespa-feed-client	8.469.13		616bab98522fc4b0217b803d51190702e17f9e86
com.yahoo.vespa	vespa-feed-client	8.47.18		e1a7a3452e597ef508a1599bf60aabaa64af0f26
com.yahoo.vespa	vespa-feed-client	8.470.28		21443d77d79b72ac6b6b951229e6f16bc0230305
com.yahoo.vespa	vespa-feed-client	8.471.25		3fb2b0f94b031b9c83fae7fafa38b15113e1dc75
com.yahoo.vespa	vespa-feed-client	8.472.109		d5a34dadcb58edb86b7ceef4e395075608808db4
com.yahoo.vespa	vespa-feed-client	8.475.11		fc5248738b05787aac58dd5e16f291dbf9053e5f
com.yahoo.vespa	vespa-feed-client	8.476.30		a4e8e9aa987a5ec0eb1694c2c39ed48102c4194a
com.yahoo.vespa	vespa-feed-client	8.477.20		671ae26574c790aa02797952be27087986031c72
com.yahoo.vespa	vespa-feed-client	8.478.26		e9bd9c7ac12e6f13d07b9cffc63c6a4a4465e846
com.yahoo.vespa	vespa-feed-client	8.48.22		416e2fac672f151549f20fa4e4dcd99b72b034f8
com.yahoo.vespa	vespa-feed-client	8.480.37		f348fa671d33cbb509966e369ca12a059e97506e
com.yahoo.vespa	vespa-feed-client	8.482.31		32b6702f0bb9280f9b88d3a7b73856861c77fea4
com.yahoo.vespa	vespa-feed-client	8.484.1		1ea3b8ad4dd2833e08ee0517c3af25c6310d754d
com.yahoo.vespa	vespa-feed-client	8.485.42		01d20cb88ae2d49ba7300b21fcb93e435302fdc6
com.yahoo.vespa	vespa-feed-client	8.488.1		d59652604d0ed96169ff3d0ec7ec570962b72eea
com.yahoo.vespa	vespa-feed-client	8.489.59		008a742c71a2413a354a2c5f32e355461e844bb8
com.yahoo.vespa	vespa-feed-client	8.490.20		30b194adb9cf03a5fe3c6f757ca3d355efdc63b8
com.yahoo.vespa	vespa-feed-client	8.491.19		bb596051964b60bc0bee94b80546717e7edc8b43
com.yahoo.vespa	vespa-feed-client	8.492.15		23cf9dd1e4fa8d4a03320248fb2c0adf5d2a4b2b
com.yahoo.vespa	vespa-feed-client	8.494.23		b36bb09b0af1f2676e2e07c730f5755f853487c8
com.yahoo.vespa	vespa-feed-client	8.496.19		75efefb4d7934f2fbaa4cf6d16f8810d651ca756
com.yahoo.vespa	vespa-feed-client	8.497.38		721f3c1e930335565723a0d91dbe97d91515eeff
com.yahoo.vespa	vespa-feed-client	8.498.26		3847d69f6796cbda659085327f4188c3ca8827df
com.yahoo.vespa	vespa-feed-client	8.499.20		60fd8d9230c5482511d02fc701fbf4a0f3a7fa2b
com.yahoo.vespa	vespa-feed-client	8.500.20		57fc0891862fe18b7cb8876e2fad0427bdd004a4
com.yahoo.vespa	vespa-feed-client	8.501.49		1e3825db69abf23cc6fbd014dabbb41dd48e23bc
com.yahoo.vespa	vespa-feed-client	8.502.19		82a71d42e54459bd965b796350c2a44b797e6bc6
com.yahoo.vespa	vespa-feed-client	8.503.27		da0ec4755453774f0466a62d8bb0aa97cc2edefd
com.yahoo.vespa	vespa-feed-client	8.504.27		87eebf0295cf73643e11a80a0bcb22b9f0942ed5
com.yahoo.vespa	vespa-feed-client	8.506.13		ac90c5d319f523e17b24e5ab068e93ad02a731ec
com.yahoo.vespa	vespa-feed-client	8.507.34		23a5fee0d00bae5410cdd176d0bb5519625c389a
com.yahoo.vespa	vespa-feed-client	8.508.17		bd44016d0fc3b58c25d43ac9745b71ecc3a36e50
com.yahoo.vespa	vespa-feed-client	8.509.33		f9b9e3f94b2f302d32ce637064570d449d359495
com.yahoo.vespa	vespa-feed-client	8.51.18		9dc1b262232c029298feffa963095e6d9c22b111
com.yahoo.vespa	vespa-feed-client	8.510.84		8c84218ae4a4add8e7e4daee4f305003d10c67f3
com.yahoo.vespa	vespa-feed-client	8.511.14		1e90fca2bf24286029503fcb7babebd3018feb57
com.yahoo.vespa	vespa-feed-client	8.512.63		ea05766c6bbb4b46764c71c82bf2efaa58c93151
com.yahoo.vespa	vespa-feed-client	8.513.17		a693d418f7bd0555affc6d948939c247135863ae
com.yahoo.vespa	vespa-feed-client	8.514.24		a15c76d2aab94f8579db09b248495bf83ebe1388
com.yahoo.vespa	vespa-feed-client	8.52.15		650c8d4ff3971672f85ae48917fb309015b11b72
com.yahoo.vespa	vespa-feed-client	8.53.21		81bf2567302232f64af7b2dca5119129c28bca3c
com.yahoo.vespa	vespa-feed-client	8.54.61		c2055d299cc661a3ee14401e72d9d63af98f01b7
com.yahoo.vespa	vespa-feed-client	8.56.20		c389ddf2be95d388d7b163c49d3909093c6df36e
com.yahoo.vespa	vespa-feed-client	8.57.18		cadaaa6b0d042134ca3f0afed6142de20d046215
com.yahoo.vespa	vespa-feed-client	8.61.17		5f30b2a78f009f1b11d3fcb7388cffae95b0d898
com.yahoo.vespa	vespa-feed-client	8.62.51		a518d6972a3f4a9caabd6b23c4b3932ef0c9e5fc
com.yahoo.vespa	vespa-feed-client	8.63.8		200b5e059b17954a4edb1fa6c80bdf7360e77e69
com.yahoo.vespa	vespa-feed-client	8.64.13		c4becf4e7c27e8ce7812e6ed8d91e27c9d967e1f
com.yahoo.vespa	vespa-feed-client	8.65.41		b85d9326cbd67fb6747008b484486f97b760d04d
com.yahoo.vespa	vespa-feed-client	8.66.20		1af1d9a40b4f8cd03ff585d07338511e031a0d65
com.yahoo.vespa	vespa-feed-client	8.67.17		b4702c7907e5f2d77ea19d56cfb7287cc27ce850
com.yahoo.vespa	vespa-feed-client	8.68.18		4d34f2bcf96b642de654dff19b686d323642d034
com.yahoo.vespa	vespa-feed-client	8.7.17		d415b7e8ac27224b00d9cfe6bdd34efae1c0bd08
com.yahoo.vespa	vespa-feed-client	8.70.31		1b93f941aa0ca2aac62aff8572906e57fc1d5854
com.yahoo.vespa	vespa-feed-client	8.71.9		e32924784984372fea96ecff0521cec73c1ae313
com.yahoo.vespa	vespa-feed-client	8.73.7		5224d43ae0c0e18632dbfb17c81fdee09271fe0b
com.yahoo.vespa	vespa-feed-client	8.74.15		51caac728824c7f757364a6ef2f8b74aae0519ca
com.yahoo.vespa	vespa-feed-client	8.75.16		c9422de76ae183d363d8578b0543486eb23f9c86
com.yahoo.vespa	vespa-feed-client	8.76.18		c5d9a89f3219434fd077e218113d057e6b7c44ac
com.yahoo.vespa	vespa-feed-client	8.77.26		64b3d71d504d67c43a3c886470ec367cdcb63c55
