avalon-cornerstone	avalon-cornerstone	4.0		8831a37d4981f41c71a6682365deb39d4b3ff51c
com.yahoo.vespa	vespa-feed-client	7.419.22		7cb44c0efbf20ae951e361356f401de7a492b576
com.yahoo.vespa	vespa-feed-client	7.420.21		9296c5462298657fe40e701c8317265282bbf4e4
com.yahoo.vespa	vespa-feed-client	7.421.25		c3147642be6b234eb9a5ef567d5fd89855928838
com.yahoo.vespa	vespa-feed-client	7.422.63		eb33cb3a6d361b281bec91697500a5cd08229bb8
com.yahoo.vespa	vespa-feed-client	7.423.37		d4ce021454151607062ecc463e61d1339c14b2b4
com.yahoo.vespa	vespa-feed-client	7.424.27		8c0108c59c8a2951e4462560c0780fe2488a433c
com.yahoo.vespa	vespa-feed-client	7.425.42		2ccad68a34f92c645d1065fa3e94cd782f83187c
com.yahoo.vespa	vespa-feed-client	7.426.23		b4f483a1769fcb761e6e26a359b7c7d5150a5f5e
com.yahoo.vespa	vespa-feed-client	7.433.11		0925b2785bae0cc83f443f08c9f782ae95c5d276
com.yahoo.vespa	vespa-feed-client	7.434.10		98bc7bf87729141771d58d6d6e10a69664966884
com.yahoo.vespa	vespa-feed-client	7.435.15		20c6d42c5ecebc5104438c11e6aeb2de10383b5b
com.yahoo.vespa	vespa-feed-client	7.436.31		b3714da50483334139d43f34c892ae7b1856a9d4
com.yahoo.vespa	vespa-feed-client	7.437.7		1b34ad1bbaa31d81cb1b745cdfe017de41e7d4d8
com.yahoo.vespa	vespa-feed-client	7.438.16		75a75e0532428277ea7f89ddf4b76f5866e7ddeb
com.yahoo.vespa	vespa-feed-client	7.439.3		0bb684930a9bb4f0bec27ff590dd6b750769c103
com.yahoo.vespa	vespa-feed-client	7.440.12		612cd9e4b1074b543001b4bbffd7c26db0b5d814
com.yahoo.vespa	vespa-feed-client	7.441.3		5275a3100359ae5df67e10b275d39fa5d33d3602
com.yahoo.vespa	vespa-feed-client	7.442.7		d6100cf2a78e4bc30c1755c4d5e248cc64ab4e76
com.yahoo.vespa	vespa-feed-client	7.444.18		afd977aae97b3a3c8e5ba49c3c2bff15e5f37d88
com.yahoo.vespa	vespa-feed-client	7.446.9		7c21950ea62386d4ea602c9b606c75d4c841cd38
com.yahoo.vespa	vespa-feed-client	7.447.10		b9e7e8e71868f167ac8ce0ade279614c168d1340
com.yahoo.vespa	vespa-feed-client	7.448.16		8e312dde833d8d7d0ee91d0ab17602927fc7f215
com.yahoo.vespa	vespa-feed-client	7.449.21		fde9753c39c5ab24d17268932216e0a3bb3b88db
com.yahoo.vespa	vespa-feed-client	7.450.12		9c4a1cc517f74bdbd2285f62dddd8619abb81e9e
com.yahoo.vespa	vespa-feed-client	7.451.27		bf57cf254c773d6b987f4d871c324b698cad7972
com.yahoo.vespa	vespa-feed-client	7.452.11		c67a681fb14e88b50742b832d9b8bb56f24cedc9
com.yahoo.vespa	vespa-feed-client	7.455.43		ba3e560c69a1b33ec191c7213044dc8e1e6b8360
com.yahoo.vespa	vespa-feed-client	7.456.11		75a057c3ea6e86d8e1cc7edff615ed12ba6c10d5
com.yahoo.vespa	vespa-feed-client	7.457.52		7f9c39e048daba6f487f813f503876223b353bdc
com.yahoo.vespa	vespa-feed-client	7.458.20		282c8496f5206a011ceec42fdc70eb9d7f1bdb3f
com.yahoo.vespa	vespa-feed-client	7.460.23		8af6b12ca909fd2919d2388c669cd6bcff823261
com.yahoo.vespa	vespa-feed-client	7.462.20		099b15c4f207cc6ed9bc7fdc6f0ac492ac218f39
com.yahoo.vespa	vespa-feed-client	7.463.15		828c11ee9c2b47d1ffcea110011529ce1277ff62
com.yahoo.vespa	vespa-feed-client	7.464.41		70a26bb47592c85103e8e35b2cd98de8ba93afc0
com.yahoo.vespa	vespa-feed-client	7.465.17		7fc1b45c5c65c354c61a9f8a51d84927adc02b3d
com.yahoo.vespa	vespa-feed-client	7.466.3		35ca51e96cfca7350cc01776930376ab30c514d5
com.yahoo.vespa	vespa-feed-client	7.469.18		3a5708294fdfbf74e290ee688f63850b4ebd61f2
com.yahoo.vespa	vespa-feed-client	7.470.24		74705217cace32907ed92c0eae174510b6b4f1a8
com.yahoo.vespa	vespa-feed-client	7.472.1		d3eb6ddbba968ba4847d1da65ba76299d0f7dfe2
com.yahoo.vespa	vespa-feed-client	7.473.17		c9a473e8da6a77aa34c18deffe6b7732ecd04ff8
com.yahoo.vespa	vespa-feed-client	7.475.17		e6eedc837f510cf6a9d7e84943ac693fe025cbc4
com.yahoo.vespa	vespa-feed-client	7.476.1		e5c6d2b3b2926818140fa61441b0c50d84913d79
com.yahoo.vespa	vespa-feed-client	7.477.12		54febc1a0a18dcf9a5cd94bbbe01ba0738e27f1b
com.yahoo.vespa	vespa-feed-client	7.479.3		871a6bc85c4dd41df1f3b5b26c62419bfa463c84
com.yahoo.vespa	vespa-feed-client	7.480.66		56c136d7f27deff1c54df94ca9cf5df2f0ff083a
com.yahoo.vespa	vespa-feed-client	7.481.18		becbd56e64b59a2569662c339764f283c62b376c
com.yahoo.vespa	vespa-feed-client	7.482.13		6a7eecc18eaf57c279f7f9ed3ff1858a0e9b6c61
com.yahoo.vespa	vespa-feed-client	7.483.19		30ee7f72b626a64c035f1c32d7daf54b4596a3e8
com.yahoo.vespa	vespa-feed-client	7.484.47		62d9ff50f1e9244db515409451ecf31d533233ae
com.yahoo.vespa	vespa-feed-client	7.485.19		aae61f358b39462b93d06cf2c3bd4fd30a34441b
com.yahoo.vespa	vespa-feed-client	7.487.27		47c76927eaf134ba80d273c729d4895ebec84a33
com.yahoo.vespa	vespa-feed-client	7.488.67		64c99f7a3259c8f1820a92816b370e7b4203e410
com.yahoo.vespa	vespa-feed-client	7.489.25		35da709edc15e11703f05a05d569ec4f657c40b8
com.yahoo.vespa	vespa-feed-client	7.490.17		905e30935af8fdcb8a8bb1bc3d186d19c682fa0a
com.yahoo.vespa	vespa-feed-client	7.492.78		f7a8509e1b76e70a893647f82f20ac26ee32c230
com.yahoo.vespa	vespa-feed-client	7.493.25		0534b6a70ec224bde6bdf49aca8bbaae3ac76115
com.yahoo.vespa	vespa-feed-client	7.495.22		190ae3e5fc6106116480b80bae5aa86f2acc70aa
com.yahoo.vespa	vespa-feed-client	7.496.44		f3edde6818576a849ac85d38fad9729c4593dfb4
com.yahoo.vespa	vespa-feed-client	7.499.15		51758dd6c9dd4d05a439b9928a856fc09e39992c
com.yahoo.vespa	vespa-feed-client	7.500.40		8457a423d30846ed5d09235c7721d7ff79d1de66
com.yahoo.vespa	vespa-feed-client	7.501.17		714179cb4c26b74540c2f76c051a1099faff83ec
com.yahoo.vespa	vespa-feed-client	7.502.22		e9483031d0a51db2873cf5d8016d362a8ca25581
com.yahoo.vespa	vespa-feed-client	7.503.19		c8675705bc3324df3fb03c32b7d8a5aa6de50a2f
com.yahoo.vespa	vespa-feed-client	7.505.17		36fc38ede136d76e6a0be8ffea14acd5e62129bb
com.yahoo.vespa	vespa-feed-client	7.507.96		0c04951626c38167993cec6376f809dbb614484c
com.yahoo.vespa	vespa-feed-client	7.508.20		7b5d67f42b1f255203e2fd06fa4b8e9274ce59df
com.yahoo.vespa	vespa-feed-client	7.509.14		a2d54a036ab1ff112e9b84559dc776efe01c0faa
com.yahoo.vespa	vespa-feed-client	7.510.36		de94b9cf186147f3338deeb7a5d57825fab9e6ef
com.yahoo.vespa	vespa-feed-client	7.511.3		1f4ac9458aa8411b06a3898e15dfd465cc5986b8
com.yahoo.vespa	vespa-feed-client	7.512.7		9c1c661f163fba90f178d8712e7f6e0f68da7096
com.yahoo.vespa	vespa-feed-client	7.513.4		36f00c3970d0ef774a0ad37c2510298eb0d8e37f
com.yahoo.vespa	vespa-feed-client	7.514.59		0f672eb060aa98489e84c594ccace78fa7d8d4e4
com.yahoo.vespa	vespa-feed-client	7.515.19		6093ec7c51c8e28c42055716f1cbae7bd0c00507
com.yahoo.vespa	vespa-feed-client	7.517.18		63236abb50a24187dce150ff0a85093723f24435
com.yahoo.vespa	vespa-feed-client	7.518.53		13229a2aa7d82e828b4a6710817c57aab61be043
com.yahoo.vespa	vespa-feed-client	7.519.16		37eb5b754c5a0c0bd246e7798ae0745a307d9a82
com.yahoo.vespa	vespa-feed-client	7.520.3		2320edb46c27fd7e067d3de2a2f2b3a82f164bb1
com.yahoo.vespa	vespa-feed-client	7.522.16		39dc67b289329b35335518f499bbca9af4060f6b
com.yahoo.vespa	vespa-feed-client	7.523.17		c0d17309ad63678ef1d8385778585a6fb7df7434
com.yahoo.vespa	vespa-feed-client	7.524.43		865025daadf1b046d65edc79a54fc088dd2f2d9a
com.yahoo.vespa	vespa-feed-client	7.525.28		7c6ae21c29cd4a4e6890d64f39efbe61897d7228
com.yahoo.vespa	vespa-feed-client	7.526.8		af9948d881f8f8a45d431ac939f7e30eea7eef2c
com.yahoo.vespa	vespa-feed-client	7.527.20		b04db18335b401e711d3ef2a5f7de501f39e64a6
com.yahoo.vespa	vespa-feed-client	7.528.38		3ab5215220d728f26a3eba49f6b923937f1d87b0
com.yahoo.vespa	vespa-feed-client	7.529.2		e0879ad069c9c9f73c7d2f4e8b4e7d5dd655bb5e
com.yahoo.vespa	vespa-feed-client	7.531.17		7c42b441d156533ed748d3bb0d4843bd3d504e90
com.yahoo.vespa	vespa-feed-client	7.532.27		aafb68135808d1ca440d53efe0c3570e6f077510
com.yahoo.vespa	vespa-feed-client	7.533.16		b5df4671324947221e64e579a6f31ef0441419bf
com.yahoo.vespa	vespa-feed-client	7.534.29		cfed2e20f6a208d1785e9a18f9fb9b5e62d6f94b
com.yahoo.vespa	vespa-feed-client	7.536.19		038addbe01609ca22dd45fdeccae33d5129437f3
com.yahoo.vespa	vespa-feed-client	7.537.15		0fe5bfb0e0bf7040dfc8d0214abee723d6ca79e3
com.yahoo.vespa	vespa-feed-client	7.538.1		bf95400a70316753b90b8825153d72b2a75cf9eb
com.yahoo.vespa	vespa-feed-client	7.539.51		e9952ced66cd75bf37ec11bd240db778589f9fee
com.yahoo.vespa	vespa-feed-client	7.540.35		44b4210ab2fc52b0b1b75ab29c7aa922fc192148
com.yahoo.vespa	vespa-feed-client	7.541.24		5a62ddb429c7567f6a36ce3b48fa52573215be1d
com.yahoo.vespa	vespa-feed-client	7.542.42		6d07567b1ed17cc023bd58521a6d2d71ad98aa76
com.yahoo.vespa	vespa-feed-client	7.543.30		387c544145a9b926c42e3d65d2852c7ac85c6d4d
com.yahoo.vespa	vespa-feed-client	7.544.23		3b1dba3ab7084625a2bf2bd0bbc4cf613049341f
com.yahoo.vespa	vespa-feed-client	7.545.20		90dbea04ee517abbed90621235cb086331b30349
com.yahoo.vespa	vespa-feed-client	7.546.44		e7417ea4277b4bd60b82caf0bf147f193993a4a3
com.yahoo.vespa	vespa-feed-client	7.547.18		d8ddf3dd3e511c3d2e6764c323393dc814a5bdea
com.yahoo.vespa	vespa-feed-client	7.550.61		e1780ddc902ccc67d9a3b2e7d1fe7303bab3af5a
com.yahoo.vespa	vespa-feed-client	7.551.16		f4924652cbf3397620a45408fa5884e318a5542b
com.yahoo.vespa	vespa-feed-client	7.552.18		a2ec2d5b463ae27ef46dafded2f3b32cbd9a46bb
com.yahoo.vespa	vespa-feed-client	7.553.2		0bf793c9f49458835e650715a26579952ebb6fc9
com.yahoo.vespa	vespa-feed-client	7.555.50		f3cb682084c18a1a9c13cc495332fad1b10fd0e5
com.yahoo.vespa	vespa-feed-client	7.556.26		489fd0102c12f784de84c4f8bbef768d4ba71c7e
com.yahoo.vespa	vespa-feed-client	7.557.46		431a2eddc9427bbfc8a3d3e370fd1934415b0005
com.yahoo.vespa	vespa-feed-client	7.559.12		52f760eec93378d3386e3ab57583d437da17f9dc
com.yahoo.vespa	vespa-feed-client	7.561.60		f2b12645709d38e973b66a375a7a02225e3cdd11
com.yahoo.vespa	vespa-feed-client	7.563.7		fdb1f4ee1c50fb682551e7b7fed186a4611995a3
com.yahoo.vespa	vespa-feed-client	7.564.19		0c647c703b9d038113b8273eec9270d2e1f854fb
com.yahoo.vespa	vespa-feed-client	7.566.21		9f50c2efe22028d1db4bd6634ce0ac42160b1321
com.yahoo.vespa	vespa-feed-client	7.567.26		9fe64dbeb09fbba993c73f1f1c8cc165c735dbc3
com.yahoo.vespa	vespa-feed-client	7.569.71		e1cc4a6427c04e8127790d0054b988c49f7ff5f3
com.yahoo.vespa	vespa-feed-client	7.571.25		798cd62a72279658cfa1a91bcc8304708bfd4935
com.yahoo.vespa	vespa-feed-client	7.574.71		bca77483e4c8f043e5d5a78d82990f7b4ae29e23
com.yahoo.vespa	vespa-feed-client	7.575.35		425d24ea0ce2a890a2352c25da953923ee7a8f17
com.yahoo.vespa	vespa-feed-client	7.577.27		6a738f81af0d45106804ad6023b3408cc6410921
com.yahoo.vespa	vespa-feed-client	7.578.64		228d234e4386a43e9a3b0fd5ad08b6529787fe4f
com.yahoo.vespa	vespa-feed-client	7.579.27		00abd7925169b9d8d7dd5a3471b4229cd7f7e77c
com.yahoo.vespa	vespa-feed-client	7.580.54		b1c7cd199565e4da063cedfb579803b27903e414
com.yahoo.vespa	vespa-feed-client	7.581.33		eb86f9964b4911bb73a7159326078943f126cf55
com.yahoo.vespa	vespa-feed-client	7.585.20		f2b38fb6892f740eccea1dd71a032a0b8add6d7f
com.yahoo.vespa	vespa-feed-client	7.586.113		6b2daa291d5083610abd4ec9449c354accadc8d8
com.yahoo.vespa	vespa-feed-client	7.588.57		cb4675b24a849ff2bcfe9038213fdac2c285bbeb
com.yahoo.vespa	vespa-feed-client	7.589.25		7a091a8fc3de9a3f6e6cb712a43e490e34c38732
com.yahoo.vespa	vespa-feed-client	7.593.6		4a89a8842b91770ebc761a8d3f543b94c6278a16
com.yahoo.vespa	vespa-feed-client	7.594.36		0077b7c362c632d9b047cfb137403901a6938f5a
com.yahoo.vespa	vespa-feed-client	8.100.20		f28c6a7ad36e6639d46b5c5896e8e8cb230886ca
com.yahoo.vespa	vespa-feed-client	8.101.28		2494b583a2befce211fc02b4f2585537500503b9
com.yahoo.vespa	vespa-feed-client	8.102.12		05c1287e3a437b0f5e2145980d68681d851d1a7c
com.yahoo.vespa	vespa-feed-client	8.103.41		dd490eb1fe0dd3435c3b5e90704617ade193510c
com.yahoo.vespa	vespa-feed-client	8.104.21		b59536af0496aa89e42e8cffb13a1a007b3c1ef2
com.yahoo.vespa	vespa-feed-client	8.105.16		b4983682af7606cb58c9a0e7ee8146476ce60250
com.yahoo.vespa	vespa-feed-client	8.106.1		ac759f5a7c4ca7accaee548bee2746e09843f2be
com.yahoo.vespa	vespa-feed-client	8.108.22		6ea6caf47777a311d9a4d1b6f9d30fd0f9a322ae
com.yahoo.vespa	vespa-feed-client	8.109.47		758a592a7d58cf6e5bf8d8438d964cce57e87aca
com.yahoo.vespa	vespa-feed-client	8.11.15		f07a684d71a5048ac1ad9881420fe104698649b0
com.yahoo.vespa	vespa-feed-client	8.111.27		376715312c7024ac7f674129b5897601a0354f0f
com.yahoo.vespa	vespa-feed-client	8.113.20		cd6b06dc849b6fb8ad036d1a0c71c795b0ad8d50
com.yahoo.vespa	vespa-feed-client	8.115.24		f1ec3728b2addbf87940d5ec0135200c2f801e53
com.yahoo.vespa	vespa-feed-client	8.116.26		9af96ef423adbe31f6801dab813ec413c6bfd2c2
com.yahoo.vespa	vespa-feed-client	8.117.54		c8fbd8620e0975bf90aa643a9f4f9292a95a3af5
com.yahoo.vespa	vespa-feed-client	8.118.21		ba4d7f50e75e9604f6799dd72df8117f50403553
com.yahoo.vespa	vespa-feed-client	8.119.40		273c3c214a54fc57789316789a415f5015eef35d
com.yahoo.vespa	vespa-feed-client	8.12.48		2c2071f121b3c7ac2b96d66c28b3a6ea4905d9f7
com.yahoo.vespa	vespa-feed-client	8.120.11		f73f7f739a31d680eac1d5ccb8e2ef1324b511b5
com.yahoo.vespa	vespa-feed-client	8.121.38		2f85068eafe4cb4daf290596afc71b77327dd435
com.yahoo.vespa	vespa-feed-client	8.122.27		84487278520477151d905281b08c0b9648ff45df
com.yahoo.vespa	vespa-feed-client	8.125.29		ea767c2bb735227bb7a4d650762bcd21a0f23718
com.yahoo.vespa	vespa-feed-client	8.126.20		9a7774bcf4faa47081c9ad0f68f0e975426dc503
com.yahoo.vespa	vespa-feed-client	8.127.1		715c3257ea3a1b3a52db52bb4c20e8eea1803204
com.yahoo.vespa	vespa-feed-client	8.128.22		7b826b4cb87e962718a36a34bf2fb5e1e97ea2e5
com.yahoo.vespa	vespa-feed-client	8.129.8		fabe100bf85a979e4d07f78a8c3af50cfcd10e72
com.yahoo.vespa	vespa-feed-client	8.13.21		8ca2573b60ab677750aadfdda8c60b87f3d7d14f
com.yahoo.vespa	vespa-feed-client	8.130.48		6447e2388e37b985b5beeae43c827c5c38736ba3
com.yahoo.vespa	vespa-feed-client	8.131.17		98f1762b1ecc2c6f6f097c072c5f13a86823aa6a
com.yahoo.vespa	vespa-feed-client	8.132.43		b6e0986becf7d04584de8656459c5d1c5ae19b7a
com.yahoo.vespa	vespa-feed-client	8.133.49		7eee7f03d98e3f4de99f95c0588c1ee32c60ee0d
com.yahoo.vespa	vespa-feed-client	8.134.42		ac4937f6ae545853b45f4d65ed87c51c0ea92f9b
com.yahoo.vespa	vespa-feed-client	8.136.37		233e73a4da138117ad5268f067369fd5ef6ad174
com.yahoo.vespa	vespa-feed-client	8.137.25		0768778973bb0041d316eeaa9664674af04a8cf4
com.yahoo.vespa	vespa-feed-client	8.140.13		c3108550d7f20f9e3ed096cf95adbde8009c1751
com.yahoo.vespa	vespa-feed-client	8.141.29		52c358ce7e3b978208ceb887c7493fd49ccc6cb0
com.yahoo.vespa	vespa-feed-client	8.142.22		53f718774e033f243f83ab12e3762aec3c34c90e
com.yahoo.vespa	vespa-feed-client	8.143.4		b8f156be038a4a0419f5829fbfbac3c86410eecc
com.yahoo.vespa	vespa-feed-client	8.144.19		a7a87ff0f86a3e1693454872264141d586010bf5
com.yahoo.vespa	vespa-feed-client	8.145.27		5f19ece1ac97ca70df96218d4d7930e3872c80a3
com.yahoo.vespa	vespa-feed-client	8.146.12		eeaa5519a49d7e87df3bc1b9ac86b0fc1c88acc5
com.yahoo.vespa	vespa-feed-client	8.147.1		b51dd6c757eea0a1f17f57e38c132a5300b4bc94
com.yahoo.vespa	vespa-feed-client	8.148.14		6b99d72736382a2c5eee6c1979f874475850cfd8
com.yahoo.vespa	vespa-feed-client	8.149.36		4d0b12ad4aeebe4a04f26130aab0e3bb2a184753
com.yahoo.vespa	vespa-feed-client	8.15.63		8f3cdd6c1b2799b235c2e52808b80de9e7e13437
com.yahoo.vespa	vespa-feed-client	8.151.21		f47c1a14e893d26d53c022ebcd46dccdccda5edd
com.yahoo.vespa	vespa-feed-client	8.153.19		ebe8bf390b13785ce3a83b77a56402a88b179b4b
com.yahoo.vespa	vespa-feed-client	8.154.35		48b57dc4d732653e718e60f59877603deb414723
com.yahoo.vespa	vespa-feed-client	8.155.19		2723ff2cfd6f22dfe0d7c756b08b08cf1e6bfc5e
com.yahoo.vespa	vespa-feed-client	8.156.36		500fd3409b05d82385c92def10750f47f767fc8e
com.yahoo.vespa	vespa-feed-client	8.157.14		889da5622ba76fd31913b55ae507e2485480a019
com.yahoo.vespa	vespa-feed-client	8.158.10		335feb0232987358a8f53b496dc67372153e361b
com.yahoo.vespa	vespa-feed-client	8.159.53		32dd5c1f7cb74ad02983f2ef25bcf4226ec8feb8
com.yahoo.vespa	vespa-feed-client	8.16.20		a4f5cf8a774aab978bf04cc227da20e1d2f050f3
com.yahoo.vespa	vespa-feed-client	8.161.74		6d79515dbe9261d92613785848f25b1ea37723b1
com.yahoo.vespa	vespa-feed-client	8.162.29		04c5c71d4c31a73fd0044e5e0da5e4eab1c1f4fd
com.yahoo.vespa	vespa-feed-client	8.164.52		f5c45488e3703bf2991cdd4cde22d830ac3b89fe
com.yahoo.vespa	vespa-feed-client	8.165.119		ea6e3649b572794e555119c5654cfc36fd179490
com.yahoo.vespa	vespa-feed-client	8.167.17		4084d68a4c767a2f1fac69d4e3f92131c6807f30
com.yahoo.vespa	vespa-feed-client	8.168.43		6629ad99a3182c48c774592009ddd106306f5824
com.yahoo.vespa	vespa-feed-client	8.17.19		29c5dc7ef95640a466d57ab3df7dd08c94e0a2f1
com.yahoo.vespa	vespa-feed-client	8.170.18		97e2968b8c4b095caeb0383d0257fb767ff876bc
com.yahoo.vespa	vespa-feed-client	8.171.43		29ae657011683574b31a8bd7e50b79d3b7a4df65
com.yahoo.vespa	vespa-feed-client	8.172.18		28dc99cd5967e7f59caeb120955dc59c297358aa
com.yahoo.vespa	vespa-feed-client	8.173.24		2dc581a771e12e2650db0266f3450ad690fa0ab9
com.yahoo.vespa	vespa-feed-client	8.174.17		45e107eca7089191551e38b70e89870550d378bf
com.yahoo.vespa	vespa-feed-client	8.175.37		d1e1b5a06e09c9aaa85b951f47d69c83e56fc374
com.yahoo.vespa	vespa-feed-client	8.176.13		fbaf63f6d0d9ec5c3d4a9c1c2a9e5c5e195270ce
com.yahoo.vespa	vespa-feed-client	8.177.24		f5a07bc04b5d270301b6f9b5e38b5f72d4c671d3
com.yahoo.vespa	vespa-feed-client	8.178.16		515d42c325a221b10b57bae52b9221f647b7d55b
com.yahoo.vespa	vespa-feed-client	8.179.37		88f6c21da3ca14d063a22b1f8a2c1dada5732ed3
com.yahoo.vespa	vespa-feed-client	8.18.12		dc9dcba7b36d07f1ffbb3dc5e82b1cb890c72bd8
com.yahoo.vespa	vespa-feed-client	8.180.18		020fb3628e7d8765b54babf30e03ae3a611d502f
com.yahoo.vespa	vespa-feed-client	8.181.15		f6ae7a9570c74754f489bedf854af86dbd543d6a
com.yahoo.vespa	vespa-feed-client	8.183.1		3c4bd23d5ba0613ec2a544dbc808c78664592b9f
com.yahoo.vespa	vespa-feed-client	8.184.20		34c34ea6c0d798b4bae0c37a9d88d5448a41cb8c
com.yahoo.vespa	vespa-feed-client	8.185.14		9f3b180e805f465ece440e9c1825fcb6ba83cec8
com.yahoo.vespa	vespa-feed-client	8.186.15		0864b44d8f4a5b5f5e770f79fe1ed3532960e9ac
com.yahoo.vespa	vespa-feed-client	8.188.15		54fbb45b02468e0a74a60d0ef01d9cd9764c8493
com.yahoo.vespa	vespa-feed-client	8.189.22		81cc25e9c16f2d9ecf497e7b7d3b57aa3d93b5c7
com.yahoo.vespa	vespa-feed-client	8.19.24		d9ace2f03eaff12b9829d8281e0266cf33fbdb47
com.yahoo.vespa	vespa-feed-client	8.190.2		5c885af7aa9e733e12f1c64971d3748c9cd56859
com.yahoo.vespa	vespa-feed-client	8.191.40		97df4194600d7b70f1a957814be33f5b8bbef6d2
com.yahoo.vespa	vespa-feed-client	8.192.20		68e5896102578cdf2c5ef3a28192204cdb39dbe5
com.yahoo.vespa	vespa-feed-client	8.194.16		5674a85d82d3209c24d4de81669ceb3b808cd791
com.yahoo.vespa	vespa-feed-client	8.198.18		14269bb430b4b70a304f0445133cbeb852e46cce
com.yahoo.vespa	vespa-feed-client	8.20.14		e19d0353d945a5ad6eb1fed5bce7c25e22cd3d95
com.yahoo.vespa	vespa-feed-client	8.202.11		f7be8e25b8c5fce33d82d3261126a3988e080271
com.yahoo.vespa	vespa-feed-client	8.204.11		ea1a86f9cc526f0bb5d678063e4f55e04201a14d
com.yahoo.vespa	vespa-feed-client	8.205.14		19a4de385f8641f693d997f1b6d2e1b23f928dcf
com.yahoo.vespa	vespa-feed-client	8.207.18		09223a65cd03e0bd6c22e0251f00618dba3135db
com.yahoo.vespa	vespa-feed-client	8.208.14		24deb75b45b9951b5dc1f1bc3db697df5f0123bb
com.yahoo.vespa	vespa-feed-client	8.209.11		996e50a996e750f77b3162db6883f39ad41199ad
com.yahoo.vespa	vespa-feed-client	8.21.11		af6d0e59ecb1e6046b7e9da854050cb9812617b2
com.yahoo.vespa	vespa-feed-client	8.210.20		bb3b1fcfb8cb9f010399382b41e4a5eea4899ebc
com.yahoo.vespa	vespa-feed-client	8.211.15		cc209c7d5da7a2b65528623b8d907089ce210767
com.yahoo.vespa	vespa-feed-client	8.212.18		1d0a308bd44382a704116865012c4cb98b3bbf2f
com.yahoo.vespa	vespa-feed-client	8.213.13		788ee62bc7e3d6dcc505b004a5775b97c220a448
com.yahoo.vespa	vespa-feed-client	8.215.17		b3b671a0bd642621f100a32dd7346efd54a576a1
com.yahoo.vespa	vespa-feed-client	8.216.8		c0beb17fce25059c299d3f61f20fccb63a52cb51
com.yahoo.vespa	vespa-feed-client	8.217.46		31989b0d81bfcb2aa539c20f691b1953e480b59b
com.yahoo.vespa	vespa-feed-client	8.218.31		b02aa40e323abf4f97cfdeeb758db99e89075389
com.yahoo.vespa	vespa-feed-client	8.219.19		90941cbe61bf19604a8023d3d1a6f938cfa26bab
com.yahoo.vespa	vespa-feed-client	8.22.20		f25263e59e5651135c4456a1481576c33c4fdda8
com.yahoo.vespa	vespa-feed-client	8.220.105		eb7c88c7fee72d267f426e6121da50550051161d
com.yahoo.vespa	vespa-feed-client	8.221.29		e16e46dfcb731bdbd368f075affc35c1949f99c4
com.yahoo.vespa	vespa-feed-client	8.223.15		712a443be4e5d9e66879a5efc2f742fcd0ee918c
com.yahoo.vespa	vespa-feed-client	8.224.19		b284e428fa10516fd1a871b65d526c519feb3d75
com.yahoo.vespa	vespa-feed-client	8.226.19		835e806bdc6f02df2d221b01ba5588b90c59a636
com.yahoo.vespa	vespa-feed-client	8.227.41		c491a18338b7bf68ce56a0ec1e5291b12c0d7ad9
com.yahoo.vespa	vespa-feed-client	8.229.1		ab73f1f92ff31ea717d56ce6fc25d5dc662fae21
com.yahoo.vespa	vespa-feed-client	8.23.6		ce0ce9cddc1a0b8ff44d03429ecbe7e3813670bb
com.yahoo.vespa	vespa-feed-client	8.230.17		e9d8e30f1049148414ea7da854c1e681bc0b0d26
com.yahoo.vespa	vespa-feed-client	8.231.32		8586379ef5f48c081f4b4309aca7d3ba0f2f4bf8
com.yahoo.vespa	vespa-feed-client	8.232.19		34f86c8e08167436b053f012ef35d75f460ae646
com.yahoo.vespa	vespa-feed-client	8.237.19		bb9e0e952ff94437133ed69434d79b5ef155870b
com.yahoo.vespa	vespa-feed-client	8.238.22		9c6ebe891c1490ac4ea32c937122cb225a0b71c0
com.yahoo.vespa	vespa-feed-client	8.24.3		5647fd9cbbb44b0128d15e9996d2c917142e959b
com.yahoo.vespa	vespa-feed-client	8.240.5		e165a7a8cd7cf6943bed3da8e1777c6ed1bdc97c
com.yahoo.vespa	vespa-feed-client	8.241.13		780da5b1c7a764f79f4d7e641e4a3fd00ef27d08
com.yahoo.vespa	vespa-feed-client	8.242.38		4f32558f7abd673eafe8bbc3a9f7e3711bc5ffbf
com.yahoo.vespa	vespa-feed-client	8.243.29		012040f9f2effc727186427d4e659aaf89defd3c
com.yahoo.vespa	vespa-feed-client	8.244.20		d7ce53a145a3833ba28ac53cb58ba561290dea31
com.yahoo.vespa	vespa-feed-client	8.245.22		756b760f3081def3da7773b1628ef11ede4df996
com.yahoo.vespa	vespa-feed-client	8.246.38		aee875de7cae4f421a0aad69798647486459b0c0
com.yahoo.vespa	vespa-feed-client	8.247.19		74d5bb7870e90ddf649bc7f2118f2658ccec85c1
com.yahoo.vespa	vespa-feed-client	8.248.14		8d31b921128a91aa36258cf9e28d914fdb697fb9
com.yahoo.vespa	vespa-feed-client	8.249.12		35b8d562324e351dee32b0a958a97b69da2af35e
com.yahoo.vespa	vespa-feed-client	8.25.9		3304dc1e3c50840f6ed3401b1776e626bf5de558
com.yahoo.vespa	vespa-feed-client	8.250.43		fdc110fe14b19cb5d4d3fbcf94a4c25e72b07421
com.yahoo.vespa	vespa-feed-client	8.251.23		de2f92f9aa2a0f934de917278eef04b6ab12fd0b
