ai.chat2db.excel	easyexcel-plus-parent	0.0.1		N/A
de.agilecoders.wicket.webjars	wicket-webjars	0.4.5		7992597abe0db25fa33015b38a38dd8daee2f4d7
de.agilecoders.wicket.webjars	wicket-webjars	0.4.6		fabcf021780620e98a45e3be031e486456a82f84
de.agilecoders.wicket.webjars	wicket-webjars	0.4.7		e951504111fa8aa91f61ae56561c1aa5bf15740c
de.agilecoders.wicket.webjars	wicket-webjars	0.4.8		bd755d0d4f37a8b45443a3a8b0e0515ae2e82101
de.agilecoders.wicket.webjars	wicket-webjars	0.4.9		5cb57789ff2ec30c75f39679733d04f0d7205386
de.agilecoders.wicket.webjars	wicket-webjars	0.5.0		bdcb31f176097132de784f84b58fdef4ef9ee553
de.agilecoders.wicket.webjars	wicket-webjars	0.5.0-M2		6b05675785962e5e426fffa8c251f6b09b85bf99
de.agilecoders.wicket.webjars	wicket-webjars	0.5.1		3aa71ae19b19ff5805c93f5a40f083bf689b5256
de.agilecoders.wicket.webjars	wicket-webjars	0.5.2		538e4ecb29ff178ee3f856d5008175d48f9589ec
de.agilecoders.wicket.webjars	wicket-webjars	0.5.3		0eef8d005df01026ed4ad81d6f54ecad56a5a08a
de.agilecoders.wicket.webjars	wicket-webjars	0.5.4		48c220cec1826761e181afb24fef241f874f4e63
de.agilecoders.wicket.webjars	wicket-webjars	0.5.5		863371a3893937fa707ac281b0ca471e59a83ab2
de.agilecoders.wicket.webjars	wicket-webjars	0.5.6		35f896772f629e5f2db9f6194c6fbed8d885b9d2
de.agilecoders.wicket.webjars	wicket-webjars	0.5.7		b4d29de21273d6e1d865523a2fcac77e0350b921
de.agilecoders.wicket.webjars	wicket-webjars	2.0.0		01d79b02aca379551ca47c5ad21b8e33eaec3940
de.agilecoders.wicket.webjars	wicket-webjars	2.0.1		8602c5235016121f2804fb8199623fa5c24e3534
de.agilecoders.wicket.webjars	wicket-webjars	2.0.10		1485e3e97a574b341266a8ffaa1a1a6440cff909
de.agilecoders.wicket.webjars	wicket-webjars	2.0.11		29fc18134b7c49cf4009ca650ef2fbaa15e06da4
de.agilecoders.wicket.webjars	wicket-webjars	2.0.12		92b419e6a2f304560f5f274fd04c50c201325356
de.agilecoders.wicket.webjars	wicket-webjars	2.0.13		6f834f52154877298622abeb4cf9d25b07dcc218
de.agilecoders.wicket.webjars	wicket-webjars	2.0.14		af9037b724ebb67c96c4eb3586731e2f6190f9b6
de.agilecoders.wicket.webjars	wicket-webjars	2.0.15		f1da0421589337f21f60f4171959ba0582d01239
de.agilecoders.wicket.webjars	wicket-webjars	2.0.16		9e97a895422714f0743708e016cf50ccc0035a6e
de.agilecoders.wicket.webjars	wicket-webjars	2.0.17		53ec67927d5e6ce5c66a1efb3ce5abb0029a0e44
de.agilecoders.wicket.webjars	wicket-webjars	2.0.18		eb03a600bf366cba81e89bf3ac9f4e675a6474c3
de.agilecoders.wicket.webjars	wicket-webjars	2.0.19		cac9c60c89d795e9d26c9f0e703fc9b2521b1cc8
de.agilecoders.wicket.webjars	wicket-webjars	2.0.2		4baac8a7928b43b5e9405dcf215d1e5f7ddfbc8c
de.agilecoders.wicket.webjars	wicket-webjars	2.0.20		376c7219385aaf06040f3ca8432dedf3fdbbed81
de.agilecoders.wicket.webjars	wicket-webjars	2.0.3		4da9f40d50ee915759edaccca53e1eb314975a80
de.agilecoders.wicket.webjars	wicket-webjars	2.0.4		f3e8cf5a505677b9245735c6d27d56b79c232eb9
de.agilecoders.wicket.webjars	wicket-webjars	2.0.5		N/A
de.agilecoders.wicket.webjars	wicket-webjars	2.0.6		252b1e50a36170ad5a5eed379c40eb1f76f617bd
de.agilecoders.wicket.webjars	wicket-webjars	2.0.7		c9e643beba41ed958a66bcb66d4caa3cc5ba446b
de.agilecoders.wicket.webjars	wicket-webjars	2.0.8		b3307311e6d6cbe83e2892fdf2781c73366e58d6
de.agilecoders.wicket.webjars	wicket-webjars	3.0.0		bb0c539d47f4d5b7471ac73423c6e4fdf7de2fd2
de.agilecoders.wicket.webjars	wicket-webjars	3.0.0-M1		0df32e78ad9b12ce3b266d46c5c6347be87d7570
de.agilecoders.wicket.webjars	wicket-webjars	3.0.0-M2		8b381fe6b91590459fc4897085ceaa205d8ae75d
de.agilecoders.wicket.webjars	wicket-webjars	3.0.0-M3		19a95e62f03e9819bae16d9ee11b5651fbac46a8
de.agilecoders.wicket.webjars	wicket-webjars	3.0.0-M4		023a2aadd3b4536819e738c41342272c8e84e7b0
de.agilecoders.wicket.webjars	wicket-webjars	3.0.0-M5		b841b81270f87aae2a3e2e1c26d162c6c7388536
de.agilecoders.wicket.webjars	wicket-webjars	3.0.1		eedb4cfef0db14983774d7295df68709b0b49dad
de.agilecoders.wicket.webjars	wicket-webjars	3.0.2		2e584c25ea814174355b07198a53fb6519821105
de.agilecoders.wicket.webjars	wicket-webjars	3.0.3		d382c958b2d1e399e9e3e8119c5c4eff629f760b
de.agilecoders.wicket.webjars	wicket-webjars	3.0.4		dfa6e1c58a91ec65c407dd566d055a9824c8525f
de.agilecoders.wicket.webjars	wicket-webjars	3.0.6		f8062866496c9c35bf6e20c479ce5bc52127cde0
de.agilecoders.wicket.webjars	wicket-webjars	3.0.7		dde7a098659a2000dcaae7ec28bec5b86f5252c3
de.agilecoders.wicket.webjars	wicket-webjars	3.0.8		0b4f15029a24a75742d33b02b031181dd86c4a48
de.agilecoders.wicket.webjars	wicket-webjars	4.0.0		fe8ed421fff1c5815188aec7b952f69df636c3e5
de.agilecoders.wicket.webjars	wicket-webjars	4.0.1		254c613b10a6a657049141dcbfc8bc36899016ce
de.agilecoders.wicket.webjars	wicket-webjars	4.0.3		f765f44572d1bf9b6707e083efdacd57425c7310
de.agilecoders.wicket.webjars	wicket-webjars	4.0.4		7b12258cbd5ac2001a0af388f61ed8e2fb3cf565
de.agilecoders.wicket.webjars	wicket-webjars	4.0.5		983918ef598b81364277d407baf962ee06e744fc
de.agilecoders.wicket.webjars	wicket-webjars	4.0.6		a80cd30e5dd5d3f36e6677bba820f225422c5abe
de.agilecoders.wicket.webjars	wicket-webjars	4.0.8		a2b928d52a26e40737ddb8f83d1896d395b7541e
de.jvstvshd.vyreka	vyreka-paths-iossimulatorarm64	1.0.0		N/A
de.jvstvshd.vyreka	vyreka-paths-iossimulatorarm64	1.0.0	metadata	a6c7a0375cc88236ebfcf5fff5532dd1b1ae06c8
fr.davit	capturl-contextual_2.13	0.3.0		63fdc0a95d03ae669b547b6c52bd9b4a92eb6f8c
fr.janalyse	unittools_2.10	0.3.1		3bce338f6fdb61384d8c58cb0ac4dfe55c51bf19
fr.janalyse	unittools_2.10	0.3.2		2230873a5a6cb7227814f35a11c50de062b0e7d8
fr.janalyse	unittools_2.10	0.3.3		64adaecf134433387242e46aa33bf219f5872612
fr.janalyse	unittools_2.10	1.0.0		5edced372459330fdc49f306bffed29633565f33
fr.janalyse	unittools_2.10	1.0.1		55a1cf54c51287853348a0cdfd650c610f73dd9f
hr.ngs.templater	templater_2.10	2.6.0		19a1e6d69da1118455a09dfcd6897279b3ea9238
hr.ngs.templater	templater_2.10	2.7.0		cb743f87842987ba4044dd59bf5054fbfb15ede2
hr.ngs.templater	templater_2.10	2.7.1		4119f607db440f244cdfdb6dc9ddaec68f639510
hr.ngs.templater	templater_2.10	2.7.2		d18a4dbcc5b54fa5b16626406bdb726f2e1e6c33
hr.ngs.templater	templater_2.10	2.7.3		6a6f9ea3a182d0127b7340924a06647d52717f0f
hr.ngs.templater	templater_2.10	2.7.4		3a7decf83cb9b64adba1848e8882f6b12793e6e7
hr.ngs.templater	templater_2.10	2.7.5		52a84acf5f6a93dd087d549417e3ff04a1410ad7
hr.ngs.templater	templater_2.10	2.8.0		137ce74ea4f9ce80986300787424c85164929d6e
hr.ngs.templater	templater_2.10	2.8.1		485c663d6ce7cc54b2ebb6ce46aac3c8b2a29e04
hr.ngs.templater	templater_2.10	2.8.2		dee07153b29ee835613e64aeae2f35657633b8e5
hr.ngs.templater	templater_2.10	2.8.3		133194a6e34d82d09816caa9c777af21040c1a0b
hr.ngs.templater	templater_2.10	2.8.4		bfa218f5e28d04567168f57cd0bed08ad7158ecd
hr.ngs.templater	templater_2.10	2.9.0		2af8e092a9bd51224588292368beba9958e42cf6
hr.ngs.templater	templater_2.10	2.9.1		6e92ab1166ba90cc54dcecfdbe26cf735fb4e949
hr.ngs.templater	templater_2.10	2.9.2		a5de653da94623e4c1bd30f411e2527afd56c408
hr.ngs.templater	templater_2.10	2.9.3		28392a051ffda820fbc1e1e59a703fcf6b56b99b
hr.ngs.templater	templater_2.10	2.9.4		7b0c2debf28fa95ced6851f48cb3dd8a9d4c78f5
hr.ngs.templater	templater_2.10	2.9.5		787c14f095e93e877607865c5706ed5affcb6d5d
hr.ngs.templater	templater_2.10	2.9.6		fc47bd0c33fb5f39d6e5b8aaa018d0da2c20263c
io.bbim	imsdk	1.0.0		N/A
io.bbim	imsdk	1.0.0-alpha02		N/A
io.bbim	imsdk	1.0.0-alpha03		N/A
io.bbim	imsdk	1.0.0-alpha04		N/A
io.bbim	imsdk	1.0.0-alpha05		N/A
io.bbim	imsdk	1.0.1		N/A
io.bbim	imsdk	1.1.3		N/A
io.bbim	imsdk	1.1.4		N/A
io.bbim	imsdk	1.1.5		N/A
io.bbim	imsdk	1.1.6		N/A
io.bkbn	skelegro-docker	1.0.0		a92117bf95f6e0af0b7a5834410ba1a04413387c
io.bkbn	skelegro-docker	1.0.0-rc		2e8a90af8d95993368b14c35f0c3f62b1a6948a9
io.bkbn	skelegro-docker	1.0.2		a1c0910d5e950705fc9e59d166424f2c9cde731d
io.bkbn	skelegro-docker	1.1.2		5d5328792dfbcc25036998fad9dd95342bd2a79d
io.bkbn	skelegro-docker	1.1.3		b450393663303da821e7c7bd7d99acc3b40bf998
io.bkbn	skelegro-docker	1.1.4		e34926b9a7526999a70eb2e8963f66107c9f2ada
io.bkbn	skelegro-docker	1.2.0		68d5c673e117e14432d1ccc8306c9c08b2193947
io.bkbn	skelegro-docker	1.2.1		9912d198d9c75f32717dde5c3d29df1f0d4bb190
io.bkbn	skelegro-docker	1.2.2		9e38ce7f745f99f9212e7727f966bf960310f0c8
io.gitee.gaoxingliang	mac-address-detector-java	0.0.1		255047dd8d978b420601332e1f31152c97e2e859
io.github.ahmadaltayeh	authentication	1.0.0		505f700ecbf5c9f5a5b6a9b57c73f010c9d7abad
io.github.alexarchambault.tmp	scalajscli-1.13.0_2.13	1.1.4-sc1		b185d8b1b40c0431903929a4afde053708a1f893
io.github.alexarchambault.tmp	scalajscli-1.13.0_2.13	1.1.4-sc2		cbc747696b8238dcff590c44c6b987133e42d187
io.github.wjf510	kermit-test-tvosx64	2.0.0-RC4-1.6.21		N/A
io.github.wjf510	kermit-test-tvosx64	2.0.0-RC4-1.6.21	metadata	b73c8b080ea1192c15897b6053ef80002e8a60e8
io.github.wjf510	kermit-test-tvosx64	2.0.0.1-RC4-1.6.21		N/A
io.github.wjf510	kermit-test-tvosx64	2.0.0.1-RC4-1.6.21	metadata	e37c43c14f8ecf7bfa8480fe50d464b4d96c87d1
io.github.yuanrui-mdt-info	module_base_zagmatic	1.0.0		N/A
io.github.yuanrui-mdt-info	module_base_zagmatic	1.0.1		N/A
io.github.yuanrui-mdt-info	module_base_zagmatic	1.0.10		N/A
io.github.yuanrui-mdt-info	module_base_zagmatic	1.0.2		N/A
io.github.yuanrui-mdt-info	module_base_zagmatic	1.0.3		N/A
io.github.yuanrui-mdt-info	module_base_zagmatic	1.0.4		N/A
io.github.yuanrui-mdt-info	module_base_zagmatic	1.0.5		N/A
io.github.yuanrui-mdt-info	module_base_zagmatic	1.0.6		N/A
io.github.yuanrui-mdt-info	module_base_zagmatic	1.0.7		N/A
io.github.yuanrui-mdt-info	module_base_zagmatic	1.0.8		N/A
io.github.yuanrui-mdt-info	module_base_zagmatic	1.0.9		N/A
io.github.yuanrui-mdt-info	module_base_zagmatic	1.1.0		N/A
io.github.yuanrui-mdt-info	module_base_zagmatic	1.1.2		N/A
io.github.yuanrui-mdt-info	module_base_zagmatic	1.1.3		N/A
io.github.yuanrui-mdt-info	module_base_zagmatic	1.1.4		N/A
io.github.yuanrui-mdt-info	module_base_zagmatic	1.1.5		N/A
io.github.yuanrui-mdt-info	module_base_zagmatic	1.1.6		N/A
io.github.zhangqinhao	MoPermission	1.0.1		07eee24457790eb077541b55892532104c6a8a1b
io.github.zhangqinhao	MoPermission	1.0.2		N/A
io.github.zhangqinhao	MoPermission	1.0.3		N/A
io.github.zhangqinhao	MoPermission	1.0.5		N/A
io.github.zhangqinhao	MoPermission	1.0.6		N/A
io.github.zhangqinhao	MoPermission	1.0.7		N/A
io.github.zhangqinhao	MoPermission	1.0.8		N/A
io.github.zhangqinhao	MoPermission	1.0.9		N/A
io.laserdisc	log-effect-zio_2.13	0.10.0		4ec40078069a0bbbd9e3d6ad0ac7225765b1e4fc
io.laserdisc	log-effect-zio_2.13	0.10.1		d5374d0ccbc1853acdf8c3e4e630917263f6f6da
io.laserdisc	log-effect-zio_2.13	0.10.2		6d8f78cd9f3222a35ce533e7868367b05f634fd4
io.laserdisc	log-effect-zio_2.13	0.11.0		dea1bb175e02333005a7b22a329bcf8dc2f1fea9
io.laserdisc	log-effect-zio_2.13	0.11.1		80ac371dc9d0312cf30c865df26b45835264fd93
io.laserdisc	log-effect-zio_2.13	0.11.2		5db499aad0ef076b564cf42eb83c4c7b3140b834
io.laserdisc	log-effect-zio_2.13	0.11.3		6eae2edb85e4fdf456d7d06d5de13838ecd03dbb
io.laserdisc	log-effect-zio_2.13	0.12.0		a752ecc283e150edcc14e6dac5ca9c2510de5be2
io.laserdisc	log-effect-zio_2.13	0.12.1		50c4963dfe3f0c1087df4d65f75f949851f441fc
io.laserdisc	log-effect-zio_2.13	0.12.2		0e00bf1b5d6b148565bb215bb42617ab22ea410a
io.laserdisc	log-effect-zio_2.13	0.13.0		81317c5fd5d2b8072c9d123d03a53d6fbdc6aec6
io.laserdisc	log-effect-zio_2.13	0.13.1		0a8a4fd4f59f71441154ec330761fa80e851ca49
io.laserdisc	log-effect-zio_2.13	0.13.2		0a05030ac9a547ba7d5d0adc3d654199329559bc
io.laserdisc	log-effect-zio_2.13	0.14.1		da83c5d29e1bb254f7900f63ad48a5326525e462
io.laserdisc	log-effect-zio_2.13	0.15.0		723f4f7a4ca14ef1137e2ae555eee6fc176371d9
io.laserdisc	log-effect-zio_2.13	0.16.0		21c0eb029171dc66432ff5bf24d0abe894ce5c6e
io.laserdisc	log-effect-zio_2.13	0.16.1		168565e13513a3fcacc5d33ee7a80b01588f5653
io.laserdisc	log-effect-zio_2.13	0.16.2		9d1317b16c7e380343d28b83fb0e06ec55180aee
io.laserdisc	log-effect-zio_2.13	0.16.3		74f86c9cea4e0d4c98e3352d6e66e10cdc476b88
io.laserdisc	log-effect-zio_2.13	0.16.4		bd106ff989b4692c00bdd3b5b841cf604970de6c
io.laserdisc	log-effect-zio_2.13	0.17.0		19e878aa088e9305bb2e70190293bbac252266c0
io.laserdisc	log-effect-zio_2.13	0.19.0		802680ec6cd79cc6b371ee8d92cf51d20e6dfdcd
io.laserdisc	log-effect-zio_2.13	0.19.1		1d38d193434a81485fcca9f3597e96b0e1257f76
io.laserdisc	log-effect-zio_2.13	0.19.2		6b867b7db7b620524fbd084779cd7bed6c6a6085
io.laserdisc	log-effect-zio_2.13	0.19.3		fa048fd435c8fdb5f6261ab8eaa06bed9d5fbbce
io.laserdisc	log-effect-zio_2.13	0.19.4		d317a8dc4aa23099490c49e3205d6bace8fbd3e2
io.laserdisc	log-effect-zio_2.13	0.19.5		45377c242fe77bcd134c505f56f6ce25f521fbbf
io.laserdisc	log-effect-zio_2.13	0.19.6		336f5db694ec8049a417834fede8eaa1b4592f89
io.laserdisc	log-effect-zio_2.13	0.9.0		8604914141b5888c3c3f4061ccb34b8f14734378
io.nuls.ledger-module	ledger-utxo-rpc	0.9.11		N/A
io.pravega	pravega-keycloak-client	0.10.1		d8f4f43260992f76d7cf782397b6a01a9a9bcf45
io.pravega	pravega-keycloak-client	0.11.0		2a51a2ef3e16b74b6206c3060a1e18b45f901c37
io.pravega	pravega-keycloak-client	0.12.0		4728a84e29c18c7bdfeaaadbadb6bfbdb2a4fefc
io.pravega	pravega-keycloak-client	0.13.0		08f597a73abc0f15c2179363e1d389eb8e6255de
io.pravega	pravega-keycloak-client	0.8.0		7c032718328e3433ae360eacfb3e4e1a9d8e8c9a
io.pravega	pravega-keycloak-client	0.9.0		2bb9731654b095bbfbee21d3972df61d14fc3000
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.0.0.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.0.1.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.0.2.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.0.3.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.1.0.CR1		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.1.0.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.1.1.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.1.2.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.1.3.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.1.4.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.10.0.CR1		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.10.0.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.10.1.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.10.2.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.10.3.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.10.4.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.11.0.CR1		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.11.1.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.11.2.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.11.3.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.12.0.CR1		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.12.0.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.12.1.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.12.2.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.12.3.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.13.0.CR1		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.13.0.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.13.1.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.13.2.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.13.3.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.13.4.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.13.5.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.13.6.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.13.7.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.13.8.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.13.9.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.14.0.CR1		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.14.0.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.14.1.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.14.2.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.14.3.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.15.0.CR1		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.15.0.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.15.1.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.15.2.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.15.3.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.16.0.CR1		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.16.0.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.16.1.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.16.10.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.16.11.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.16.12.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.16.2.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.16.3.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.16.4.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.16.5.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.16.6.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.16.7.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.16.8.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.16.9.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.2.0.CR1		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.2.1.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.2.2.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.2.3.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.2.4.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.2.5.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.3.0.CR1		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.3.0.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.3.1.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.4.0.CR1		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.4.0.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.4.1.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.4.2.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.5.0.CR1		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.5.0.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.5.1.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.5.2.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.5.3.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.5.4.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.6.0.CR1		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.6.0.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.6.1.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.6.2.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.6.3.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.7.0.CR1		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.7.0.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.7.1.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.7.2.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.7.3.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.7.4.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.7.5.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.7.6.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.7.7.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.8.0.CR1		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.8.0.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.8.1.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.8.2.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.8.3.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.9.0.CR1		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.9.0.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.9.1.Final		N/A
io.quarkus.platform	quarkus-hazelcast-client-quarkus-platform-properties	2.9.2.Final		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.0.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.0.0	metadata	ee24d54772b96db443ce84714b405448c0fe07d1
it.unibo.collektive	dsl-tvossimulatorarm64	10.1.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.1.0	metadata	f17f947687e23543e9c9c989a50c4178722a8cd8
it.unibo.collektive	dsl-tvossimulatorarm64	10.1.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.1.1	metadata	76022065fb7cbe8e31d9b2dc35d4beaa1882fc29
it.unibo.collektive	dsl-tvossimulatorarm64	10.1.2		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.1.2	metadata	16004c74035e389bd0dca93a182d6042ea7f4636
it.unibo.collektive	dsl-tvossimulatorarm64	10.1.3		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.1.3	metadata	2ea9110dfe6a4412e001d259e8692599560aa0b4
it.unibo.collektive	dsl-tvossimulatorarm64	10.10.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.10.0	metadata	9b0ac7f036ddfe1e9600d0fa5135b83eac812c5b
it.unibo.collektive	dsl-tvossimulatorarm64	10.11.0		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.11.0	metadata	512b0fea556f17a057da8c3532c2c189e9c88260
it.unibo.collektive	dsl-tvossimulatorarm64	10.11.1		N/A
it.unibo.collektive	dsl-tvossimulatorarm64	10.11.1	metadata	3e0fd9642b76b626706dbd8d2ac6a4bd84e0d004
it.unibo.collektive	dsl-tvossimulatorarm64	10.2.0		N/A
