ai.dragonfly	democrossy-docs_3	0.1	-	e51011baa32489279c6447f687504f0c0f097ed9
org.igniterealtime.smack	smack-websocket-java11	4.5.0-alpha1	-	652e708a766b758c61d1f240a9dcc5b3bddc3c58
org.igniterealtime.smack	smack-websocket-java11	4.5.0-alpha1	4.5.0-alpha1-test-fixtures	9df7244260c9c49608793c966c9f35efb7b2b86d
org.igniterealtime.smack	smack-websocket-java11	4.5.0-alpha2	-	b76142856175cce30cac5e380523adf0bbe7d49e
org.igniterealtime.smack	smack-websocket-java11	4.5.0-alpha2	4.5.0-alpha2-test-fixtures	b6152ac17fea2860a1f64722b764a06579c0e9ae
org.igniterealtime.smack	smack-websocket-java11	4.5.0-alpha3	-	2f9a5caa8aa5f9a8e1c9a96cf7aff59a363dcf84
org.igniterealtime.smack	smack-websocket-java11	4.5.0-alpha3	4.5.0-alpha3-test-fixtures	f21a18e814ba2fe3011135a485d84d30248d793a
org.igniterealtime.smack	smack-websocket-java11	4.5.0-beta1	-	f6476f6c73a26ae74beaf048675bcd284243946f
org.igniterealtime.smack	smack-websocket-java11	4.5.0-beta1	4.5.0-beta1-test-fixtures	fa31df9ba1c4335ebd6d9c9f77cdc8ae2bf5f1a1
org.igniterealtime.smack	smack-websocket-java11	4.5.0-beta2	-	6f2cad891318080f6e2e4358dce5c4d59efd90af
org.igniterealtime.smack	smack-websocket-java11	4.5.0-beta2	4.5.0-beta2-test-fixtures	a5a9acd4133a4ade5fe9ab89a0ef5af7b4bc3c32
org.igniterealtime.smack	smack-websocket-java11	4.5.0-beta3	-	8b67c8e4d00a8698273fd98d2a9cdb411a0b18a7
org.igniterealtime.smack	smack-websocket-java11	4.5.0-beta3	4.5.0-beta3-test-fixtures	7ab03dc1cc0bf2c6bcfb3d3cde56d36bb700c696
org.igniterealtime.smack	smack-websocket-java11	4.5.0-beta4	-	b94370189b9d9b8b1766541882ba6690043657eb
org.igniterealtime.smack	smack-websocket-java11	4.5.0-beta4	4.5.0-beta4-test-fixtures	8b3bf129f7d35defc55f623dda9dde6f92beb86c
org.igniterealtime.smack	smack-websocket-java11	4.5.0-beta5	-	7751115c006e2bbcb4d785eef7b55e8c3be45e0b
org.igniterealtime.smack	smack-websocket-java11	4.5.0-beta5	4.5.0-beta5-test-fixtures	424702489847ded4e1a4e675455aeae4c748d08f
org.imixs.workflow	imixs-office-archetype	4.0.0	-	abce78258e8baec813d15445dc4af8be14252dde
org.imixs.workflow	imixs-office-archetype	4.0.1	-	d56f91c3e52ff2bf28775644e09386c7e1786d8c
org.imixs.workflow	imixs-office-archetype	4.0.2	-	b0cb521478012931fc05c5c0a83ea0250a6083e6
org.jamesii	samo	0.0.1	-	9f0bd1e6847371aea22b49b5f2901e5427afc50c
org.jamesii	samo	0.0.2	-	81d6d1e5469fd7e2cab35e15a960af20290b145d
org.jamesii	samo	0.0.3	-	d9a9c6c946b8d8ceb0e5ccd17e8b3c6c616b4e97
org.jdiscript	jdiscript	0.9.0	-	e5bea771d8d1814f4e6ab2c5427692acb6bf7665
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-client-watchosx64	0.2.1	0.2.1-metadata	4fd672f50701f62b27db8bf4749f19e4bf4ac7e5
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-client-watchosx64	0.2.2	0.2.2-metadata	e3fe0fabfe1cb10a3731484937c3dde96a95c573
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-client-watchosx64	0.2.3	0.2.3-metadata	13dd58ae03db2efd60ea223778dfe6c37f8f0ad2
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-client-watchosx64	0.2.4	0.2.4-metadata	0fa55f747029db2ed85d7a96dd6a4819d8fd675e
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-client-watchosx64	0.3.0	0.3.0-metadata	b321b54100da89508258ad86ad545f735efda3be
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-client-watchosx64	0.4.0	0.4.0-metadata	3d9016ef4792a281226987c36c0130ee83a87488
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-client-watchosx64	0.5.0	0.5.0-metadata	51f7fa2e39d1be441f13ef59a060da1c7831cf13
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-client-watchosx64	0.5.1	0.5.1-metadata	8caa9f4c143ab50158e8b092fa5ef4a4431c8dee
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-client-watchosx64	0.6.0	0.6.0-metadata	df311cdf8c78aaf58f6c319aab7eb07a0a211f4d
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-client-watchosx64	0.6.1	0.6.1-metadata	5bd31d9332193bea612d39fd971e952e7f7ba81c
org.jetbrains.kotlinx	kotlinx-rpc-krpc-ktor-client-watchosx64	0.6.2	0.6.2-metadata	82b725400e4265aabe63b1100745fd08d4a8f98e
org.jibx.schema.org.opentravel._2014A	org.jibx.schema.org.opentravel._2014A.golf	1.1.3	-	262b1aab5d328a52784b66b04bf0eceaeefd057d
org.jibx.schema.org.opentravel._2014A	org.jibx.schema.org.opentravel._2014A.golf	1.1.4	-	59daa89e32065384a0d7be4fa176cff7cf2aed11
org.jibx.schema.org.opentravel._2014A	org.jibx.schema.org.opentravel._2014A.golf	1.2.0	-	f36b3becb92cc0fa84b2c6a9b58ae359c04fb387
org.jibx.schema.org.opentravel._2014A	org.jibx.schema.org.opentravel._2014A.golf	1.2.1	-	7dd20469ba0b5805c92a1c97e6b3fd7e50508b45
org.jmmo	bean-proxy	1.0	-	ccd9e022b0b684eb5c376d818645af1b0b0f2a8a
org.jocl	jocl	0.1.4c	-	34203dc71598b5189a26188e527adc7d0c7390b7
org.jocl	jocl	0.1.4d	-	aeb7ed9a3c64485a36539b58712d5469afa84f81
org.jocl	jocl	0.1.5	-	91268f83cf8c5416cb3d6c3b545cff351f137557
org.jocl	jocl	0.1.6	-	896c917326a3663c3439868929115c96f6fc78f0
org.jocl	jocl	0.1.7	-	9f64a87d32416e03e0de781635107e82c2d1b968
org.jocl	jocl	0.1.8	-	72ce67864938dec98c11125d8451d2422aa68e12
org.jocl	jocl	0.1.9	-	cfd5cdc8e000913419d414c3d68f290e2c074a45
org.jocl	jocl	0.2.0-RC00	-	dd848b06ba33a3395c934546875966c22a615073
org.jocl	jocl	2.0.0	-	79c9e57adcea8bed6c8eeec9df964467d80105fe
org.jocl	jocl	2.0.1	-	9b61309d1fc8f6d0a0518b04d27f98a923236aa8
org.jocl	jocl	2.0.2	-	b30e4772c96a1705c02479702a2668bbb3b6cace
org.jocl	jocl	2.0.3	-	1376d2ab13fc736d89717283fb3fe3eeeff97337
org.jocl	jocl	2.0.4	-	92989c9545172cf3f0fec1f5c0905bb86961dd53
org.jocl	jocl	2.0.5	-	1718f599e8edc29a6d2a465ca43a963347a71669
org.jooby	jooby-micrometer	1.5.0	-	f7985859b0225dedd624eb7d2124e9d10d1d87c2
org.jooby	jooby-micrometer	1.5.1	-	e8d30776b9e1489022102deeb11fa4173eb7e059
org.jooby	jooby-micrometer	1.6.0	-	2f0586c28f896f92c794f4e49d119b26b3f0cc7e
org.jooby	jooby-micrometer	1.6.1	-	beaf6393df2e58a45eba50c2294d33ae82c03d5e
org.jooby	jooby-micrometer	1.6.2	-	5ab811fe74b2de6bf3a240ecfa07da466016d72f
org.jooby	jooby-micrometer	1.6.3	-	68fceb970ba446dfb6b77ff7f246152b2457925b
org.jooby	jooby-micrometer	1.6.4	-	a2d6068c517ae49773233ba49160f0ecee55e98b
org.jooby	jooby-micrometer	1.6.5	-	2d92bd02bc0c40b7b7f3e099e478bebd715d50cc
org.jooby	jooby-micrometer	1.6.6	-	0d0ea41272e1ed46d42505dbb3014d61a3f7e91b
org.jooby	jooby-micrometer	1.6.7	-	2b202bc59f6d6b3f0a689126c119e4a8ecafb52f
org.jooby	jooby-micrometer	1.6.8	-	b502d63666b4169e40c780dea0ed5f8b3c84e294
org.jooby	jooby-micrometer	1.6.9	-	986c8245aa083febc59dddd9e8a5dc69072b7da4
org.json4s	json4s-scalaz_2.12.0-M3	3.3.0	-	849ec5621afd6c266fdae147140d69a77fee1255
org.jupnp	org.jupnp	2.3.0	-	7c9e57445568bf851cebbe3c96733bda6e6a03db
org.jupnp	org.jupnp	2.4.0	-	abd7c28b2471bbc08ea4fb0d4e10aeff94ec992f
org.jupnp	org.jupnp	2.5.0	-	81d75e5fda8f810e66dc08b426da8ea9a4ede53b
org.jupnp	org.jupnp	2.5.1	-	810d3ee31545ca1dcf408a19970a51f95c6d799f
org.jupnp	org.jupnp	2.5.2	-	fd404d7c185e5e8d6b7efc04f71cdf6d4f3e7f97
org.jupnp	org.jupnp	2.6.0	-	096f21ecccc73c0f342b57af8b1da42bb4fbf148
org.jupnp	org.jupnp	2.6.1	-	00d527f6d8aac042b31b19c672bdb9c2acbe2134
org.jupnp	org.jupnp	2.7.0	-	6007c099788c55354461d828bf4080bc4b3c1d24
org.jupnp	org.jupnp	2.7.1	-	8682a7f6021f6ce63b0a6f303ba46372d309bf38
org.jupnp	org.jupnp	3.0.0	-	1059080eb983ba764622ed7efb2294c30b6f6c80
org.jupnp	org.jupnp	3.0.1	-	58dd8c6964dcf34a5d8a0e027555411e272a5303
org.jupnp	org.jupnp	3.0.2	-	d112cee5dd600470a8b26f5671db80bae3459d1a
org.jupnp	org.jupnp	3.0.3	-	7266afdffa00951e248a2298723522362c4c82fb
org.juzu	juzu-vertx	0.7.0	-	8f402b6cc0f0048cb8dc89bc3244177918c922a6
org.juzu	juzu-vertx	0.7.0-beta10	-	34d920fb5c3e12746aa5172c6ef7fc0d232e03e3
org.juzu	juzu-vertx	0.7.0-beta11	-	62482bee1f6d4e085b6ef9de45a510f044eee1cc
org.juzu	juzu-vertx	0.7.0-beta12	-	8b8cfd9d7ea8874c0f28d5d438ff875fb56c33a3
org.juzu	juzu-vertx	0.7.0-beta13	-	d9cb90853c75d30fc7b9f1986c60fbc9f45d5635
org.juzu	juzu-vertx	0.7.0-beta14	-	60b5b7cd7ea8cf9d0620a3456392d2f0a133a216
org.juzu	juzu-vertx	0.7.0-beta15	-	7659f6103771b54e2b6cad4d393dd332410f2903
org.juzu	juzu-vertx	0.7.0-beta16	-	22122628ab37f7524d955a7dde2a8ba0e5d8af7b
org.juzu	juzu-vertx	0.7.0-beta17	-	ed40cb05870b8a3ece872b4067c730271ee33889
org.juzu	juzu-vertx	0.7.0-beta18	-	243674fc4512351dd01db3d37053b3f302cc2d3d
org.juzu	juzu-vertx	0.7.0-beta19	-	120ac3286dfcbc398ef9d76912ae791d671f5f0a
org.juzu	juzu-vertx	0.7.0-beta2	-	b501909f8459e86dfdd41090bd42cab1f1ef4cdb
org.juzu	juzu-vertx	0.7.0-beta20	-	a04b1154d19bb450f9829ba66ef32a720f7e9ac0
org.juzu	juzu-vertx	0.7.0-beta21	-	f40c968016bdf7e3e0e69afa9ab7e4ef919262cc
org.juzu	juzu-vertx	0.7.0-beta22	-	532a8466573ee5afa35fc87159d07778b6c3549a
org.juzu	juzu-vertx	0.7.0-beta23	-	35524cb2e81d01e3c13b2100b5e0e1487270dd7e
org.juzu	juzu-vertx	0.7.0-beta24	-	bc60711126ac3feb33487b17b36a9e05199b8462
org.juzu	juzu-vertx	0.7.0-beta25	-	51c9f3e87555465a334a39f302ce8cbd9fe82c35
org.juzu	juzu-vertx	0.7.0-beta26	-	f3757ba022f99939dd67b78f744d1089a77cb5d1
org.juzu	juzu-vertx	0.7.0-beta3	-	db3b7c0dc144cdef01aa7b40eac3e5acb0ad5045
org.juzu	juzu-vertx	0.7.0-beta4	-	5f666622d1a09fc25c6f783129f1463156ff69b5
org.juzu	juzu-vertx	0.7.0-beta5	-	937b1e3e84aaee6d43fd51bb171038bb14590c27
org.juzu	juzu-vertx	0.7.0-beta6	-	b51044a789440d02375033e3d738064dd8a08035
org.juzu	juzu-vertx	0.7.0-beta7	-	94470d42d19175bfc7f05f36e316653b0de76813
org.juzu	juzu-vertx	0.7.0-beta8	-	2cc3d9fefc4f1d7cf1cb2cd6b73df0125b29972c
org.juzu	juzu-vertx	0.7.0-beta9	-	2870cb66412939aca71f768a4d975d3be5d99d06
org.juzu	juzu-vertx	0.7.0-cr1	-	acf46738c4dfd2757647e32d5dd3cdd1ddbefdbf
org.juzu	juzu-vertx	0.8.0-beta1	-	66b0fb7a983911da8ea3479bf06973349bc4517e
org.juzu	juzu-vertx	0.8.0-beta2	-	0110c07d8a2b479a842cd1e083270bdf11d65123
org.juzu	juzu-vertx	0.8.0-beta3	-	e6a7cb547853fe600a94ba3f8cdb6c0122e00042
org.juzu	juzu-vertx	0.8.0-beta4	-	7b14d755a6999e1cc23f5b78c931b82e6f9d682c
org.juzu	juzu-vertx	0.8.0-beta5	-	24b4b886ff21416a1cf2aabfc93742478a240a3f
org.juzu	juzu-vertx	0.8.0-beta6	-	c69ea4c6d38583d695a3220d841cb33e2b65dd7c
org.juzu	juzu-vertx	0.8.0-beta7	-	5b5d823dd64a3c868b9f9dd4da87732004330305
org.jvnet.hudson.main	hudson-gwt-icons-silk	2.1.0	-	30593303cfb2c5d5c8f95bb3400dc7731ccee7ff
org.jvnet.hudson.main	hudson-gwt-icons-silk	2.1.1	-	22f877fc0890694d2385d42f3bc8647363b53ac8
org.jvnet.hudson.main	hudson-gwt-icons-silk	2.1.2	-	5c4ae89264b98ceab30f36952ae7ea4e7ff66d23
org.kapunga	fallatol-ollama_native0.5_2.12	0.3.0	-	3816de2068337a2ae2d5086caea0cd752024dd23
org.kapunga	fallatol-ollama_native0.5_2.12	0.3.1	-	063ea274401a8e7228212fa67fc15f8c33a44a52
org.key-project	key.core.symbolic_execution	2.12.0	-	8c0fc7fa3412aed905f7ab5cc68f61d35267cee6
org.key-project	key.core.symbolic_execution	2.12.1	-	ee2f352252bef9286ab1650532f1ff57be58fd1e
org.key-project	key.core.symbolic_execution	2.12.2	-	2d1eed083c32044bed64feee525e6efcc03ad1ba
org.key-project	key.core.symbolic_execution	2.12.3	-	3bb0ee340ef466823d6737195fb4115937a77f75
org.kie.kogito	data-audit-common-service	10.0.0	-	5c483a64bddd7dcd074a61233d436bf37f0314e8
org.kie.kogito.examples	drools-quarkus-helloworld	0.5.1	-	a761552ec72da974cd17dbe1e5d6dae93e223542
org.kie.kogito.examples	drools-quarkus-helloworld	0.6.0	-	38987fd54387854c80cefb29c8920508d8620e7d
org.kie.kogito.examples	drools-quarkus-helloworld	0.6.1	-	558ecf27e7851ee7fe98d458466fb0d5a9b1e69b
org.kie.kogito.examples	drools-quarkus-helloworld	0.7.0	-	44114f3b63588321baeec5453a6b4bdb2e7ea71e
org.kie.kogito.examples	drools-quarkus-helloworld	0.7.1	-	a8bddab9e6c53aa79b7f7885b065da38a282eb25
org.kie.kogito.examples	drools-quarkus-helloworld	0.8.0	-	0782686761eb18369b37e0dcc4005e4a93b460e3
org.kie.kogito.examples	drools-quarkus-helloworld	0.8.1	-	cc4bce571d0415509165b1bae16b8721ce524b97
org.kie.kogito.examples	drools-quarkus-helloworld	0.9.0	-	5323321dbc15771edd6d252ded1818be555678eb
org.kodein.log	canard-tvosarm64	0.14.0	0.14.0-metadata	933aace18d2a1997b4724ce9f1c642ac1d50e733
org.kodein.log	canard-tvosarm64	0.15.0	0.15.0-metadata	18dd481e8fb925cdc24af9f8ff22231a8a85bf0b
org.kodein.log	canard-tvosarm64	0.16.0	0.16.0-metadata	4b2bdf80783e393ed4035f191eb9d05c9efe1aae
org.kodein.log	canard-tvosarm64	0.16.0-kotlin-1.7.20-RC	0.16.0-kotlin-1.7.20-RC-metadata	9214d4c2fe369631dc2a705104e325ba4cc27f78
org.kodein.log	canard-tvosarm64	0.17.0	0.17.0-metadata	6f4019e9d571d54b18bf6a2e3562bb83ebbbbd76
org.kodein.log	canard-tvosarm64	0.18.0	0.18.0-metadata	0dd402125e9a4e658071109adff7d998ff43686c
org.kodein.log	canard-tvosarm64	1.0.0	1.0.0-metadata	e58bb0442946fc369533237d2a2272e210f65177
org.kodein.log	canard-tvosarm64	1.0.1	1.0.1-metadata	f3013d0fc390cf8acb57681c4e47a599b5112ae6
org.kodein.log	canard-tvosarm64	1.1.0	1.1.0-metadata	e3e62f623acb30971e252f98e43c6fea80e59595
org.kodein.log	canard-tvosarm64	1.1.1	1.1.1-metadata	4c21270bcd3f382fbc068d9bb6d43294c38a084b
org.kodein.log	canard-tvosarm64	1.1.2	1.1.2-metadata	6b4eb72bca3a7d06ca266a6dc387839117d34e9a
org.kodein.log	canard-tvosarm64	1.2.0	1.2.0-metadata	c5f9a4522612c1493608a6671d2c85ddaf3ea22c
org.kodein.log	canard-tvosarm64	1.3.0	1.3.0-metadata	0b7ffc818ff384cf29aedcee727887d55440d754
org.kodein.type	kodein-type-tvossimulatorarm64	1.13.0	1.13.0-metadata	0a03f6534cc65306db5f9bbe380547e049115f5c
org.komapper	komapper-core	0.10.0	-	2e3e07b315dde6030a2e9f31d7160cdde3195442
org.komapper	komapper-core	0.11.0	-	809889a95f79e8a974900d95de8a1da0e7e6f994
org.komapper	komapper-core	0.12.0	-	be30fe7d004600c5e7f5e5c255d465c9c1f5732a
org.komapper	komapper-core	0.13.0	-	4702a33cf407a42713cee87e66eebe5eb9756716
org.komapper	komapper-core	0.14.0	-	f088cd49f8220933ac56e1c5deabd3c616e9bf55
org.komapper	komapper-core	0.15.0	-	8b5db8e5311cd6c6a8eeda1203f72049adffd9a5
org.komapper	komapper-core	0.15.1	-	bce7b1a71ba966dbdcc5a71342fd1b4cc5813992
org.komapper	komapper-core	0.15.2	-	6d8787bdfec2e782c1a14a28c23b47d9d8c0de6d
org.komapper	komapper-core	0.16.0	-	2870270131589893abd263bb1867c6ea24d982b7
org.komapper	komapper-core	0.17.0	-	6490c368061d7c5d3c44738703921bb427aa60c7
org.komapper	komapper-core	0.18.0	-	95ea54c9fc7a7383d42066ba0e56cfd79194cd30
org.komapper	komapper-core	0.19.0	-	cc033d0efc3f3db659c2867381c20aa2c284d398
org.komapper	komapper-core	0.2.0	-	7f0b22d82d5d71affd65357e8d601e6b78d9b4a7
org.komapper	komapper-core	0.2.2	-	94a9a04fe5ac8e4558f889c77fd65025d1f4876a
org.komapper	komapper-core	0.2.3	-	d053fed8e4b911c73aad181ac1beb3d0002edbe4
org.komapper	komapper-core	0.20.0	-	80d19f3d34c0477f29002e8a67aee562cd66a3bd
org.komapper	komapper-core	0.21.0	-	3036240969b27d13a67a4195a1521bea51ff0b36
org.komapper	komapper-core	0.22.0	-	911437ad52caef0924c2623f3c9bd2e20cf93b54
org.komapper	komapper-core	0.23.0	-	62d59a06213e089e19f378bf370282149512436c
org.komapper	komapper-core	0.24.0	-	66db50078a1d256c2a08588d3cc1a153775ad073
org.komapper	komapper-core	0.25.0	-	54dc9f73c077ce481a89dd108573b68e201f8dfb
org.komapper	komapper-core	0.26.0	-	b28fafde90a83f1a0af6d543b8ee6bd76ac82d4b
org.komapper	komapper-core	0.27.0	-	3f04c52143fb3ed2a60922e9cae654ad5b1930ee
org.komapper	komapper-core	0.28.0	-	c67b048013d90acb662bd2fcf9f9474e0b751554
org.komapper	komapper-core	0.29.0	-	cde81aaece7113bcc531fdb0f0792eb9792f179d
org.komapper	komapper-core	0.29.1	-	b08b0d8bfaae420c41e426be4e2444c5c7579a61
org.komapper	komapper-core	0.3.0	-	fb071b4b833558e5976214e21f36f80ab70929e3
org.komapper	komapper-core	0.30.0	-	864ee92386fd7e54e6487edddcdb4598f2c298e7
org.komapper	komapper-core	0.31.0	-	24e3272a90cc8ea3a8f26c716b32ed21ceed6349
org.komapper	komapper-core	0.32.0	-	b2eee13403a5f856628b23c1ee788c238f8dfdd5
org.komapper	komapper-core	0.33.0	-	be4a7911f187407edcdd6607fd0c754e87d5ccaa
org.komapper	komapper-core	0.4.0	-	35f1ea94378ab0f453a4837b0c779761facde70f
org.komapper	komapper-core	0.5.0	-	ea66ce782987f4962923969a10e0375efbcd0181
org.komapper	komapper-core	0.6.1	-	cdfc15d84d337ef6c741248ceafea6189d8d22cb
org.komapper	komapper-core	0.7.0	-	68b8a92920639df72c0eb5b7922397c1b930e8b2
org.komapper	komapper-core	0.8.0	-	6e115c051c071dd3117445ac7b9c070cede617e6
org.komapper	komapper-core	0.9.0	-	ebbfadb81046f139012c5b1e9068f0497b0272ba
org.komapper	komapper-core	1.0.0	-	f0f674342640636728ae3c91d1d17ac3b6707b4e
org.komapper	komapper-core	1.0.0-RC1	-	32546a6fd3243ee906654c4c1c977f30269df5cd
org.komapper	komapper-core	1.1.1	-	0701a7431f6718ce764f55b5c38c61444dbb833e
org.komapper	komapper-core	1.1.2	-	70382bdbbc3f363eddd28c0e3a3d0a4540490bf6
org.komapper	komapper-core	1.10.0	-	8c08d85ed5c0a4af7d1faeae0a4ba6d6e1162580
org.komapper	komapper-core	1.11.0	-	25a9deb9cb030be44b7a4818281f0ace988a6be4
org.komapper	komapper-core	1.12.0	-	56236a2789bd92eb99f5bfcea893ef82d6d8274e
org.komapper	komapper-core	1.12.1	-	866cb87f17a512cf243c938f1551aa21071e62bb
org.komapper	komapper-core	1.13.0	-	8f3c4647a75a7aa276b15fb4a587bc747bd91419
org.komapper	komapper-core	1.14.0	-	458cb39b73b0c32bfb127b372df08823278ba670
org.komapper	komapper-core	1.14.1	-	7b4c1ffb7f592e6279514ccf021262058026956f
org.komapper	komapper-core	1.15.0	-	1109c7c2edd50aec7c04a3d2c2d7fd917ae41e58
org.komapper	komapper-core	1.16.0	-	26e2d74bba08eda54cd685414cee895974646aa9
org.komapper	komapper-core	1.16.1	-	77d6518a855487b9abb129aafc641366c1033f63
org.komapper	komapper-core	1.17.0	-	90fb8f89a17dd456a95e41e94e69cb3e398aa638
org.komapper	komapper-core	1.17.1	-	1aa609b9e997661c81cb6cf75e48946afe71b37c
org.komapper	komapper-core	1.18.0	-	ab76efc29f2e66c5e8d803180a76efcf547bc1db
org.komapper	komapper-core	1.18.1	-	d7fdf1803e6b11bc8c171b919167ec7d7a1444af
org.komapper	komapper-core	1.2.0	-	e658fd0695d1dd003eca2664d08cea7922eddae9
org.komapper	komapper-core	1.3.0	-	567930b052b54429d2d49a77023684e0438c4de6
org.komapper	komapper-core	1.4.0	-	6436574d8cc08a39b05db3f785149c20efda28f3
org.komapper	komapper-core	1.5.0	-	37a0d637a592fcc47bfc9a80c1749c68d752397a
org.komapper	komapper-core	1.6.0	-	5af816cdc38d9be18ab18ad555c644455ee85cce
org.komapper	komapper-core	1.6.1	-	74a868f2fdd5d083f3feb1a9073f637b18d08fdb
org.komapper	komapper-core	1.7.0	-	afadc980faab2790eb787689e58490bb517fecd1
org.komapper	komapper-core	1.7.1	-	6c8e0cd68577b30afdfa81f3d523708128744d70
org.komapper	komapper-core	1.8.0	-	2ce52cf19022e3ec6d56269f28b666384fd52d91
org.komapper	komapper-core	1.9.0	-	654b1ff708f6059bbcd0981e858d741c01fbda37
org.komapper	komapper-core	2.0.0	-	88a67b5efe1c439dfffe9f4cff424c8266efa5ad
org.komapper	komapper-core	2.1.0	-	07a54e90e64ff98c83909487dd098f301e85b480
org.komapper	komapper-core	2.2.0	-	68388811e6adca102498c38fa1682d693d51c0bc
org.komapper	komapper-core	2.2.1	-	a73f36ff7513222fa2ecca14df29da7eb0199db1
org.komapper	komapper-core	2.2.2	-	3d553eab72e3a6c5a93f94b6b44ed36c9640ee61
org.komapper	komapper-core	3.0.0	-	8c02715d0f2f24315c568456c3d83bcfc7f462e1
org.komapper	komapper-core	3.1.0	-	d3dd72d9ac1f49e9c373b9f74600944854ffcbf6
org.komapper	komapper-core	4.0.0	-	62859793d1819d33b19c61adace34e2cc0b89cb9
org.komapper	komapper-core	5.0.0	-	04ade346ef95ad05c94d745e2756c3e58146174b
org.komapper	komapper-core	5.1.0	-	03855d3194d689f9243077b5ed78614cdb95ac07
org.komapper	komapper-core	5.2.0	-	8d7acc8edf54c746affb42b73ca16ada3cc10892
org.komapper	komapper-core	5.2.1	-	e4cdce869a5924234ce98b42e5fbd1de1dba59cb
org.komapper	komapper-core	RELEASE_VERSION	-	c546840e879799d94cc4853e067623764ffcacc0
org.komapper	komapper-core	v0.4.0	-	4b68844d743eb326a15176b3f354d5f9766d01b6
org.kotlincrypto.macs	hmac-md5-iossimulatorarm64	0.1.0	0.1.0-metadata	14e828134a8cae35d7096cb784d3eed7638cc459
org.kotlincrypto.macs	hmac-md5-iossimulatorarm64	0.1.1	0.1.1-metadata	44eb0115fa7efe16f49437d7719e9dd42cf7981d
org.kotlincrypto.macs	hmac-md5-iossimulatorarm64	0.2.0	0.2.0-metadata	d9809d1264013b7f22598ab16d5e930abfd2f1ea
org.kotlincrypto.macs	hmac-md5-iossimulatorarm64	0.2.1	0.2.1-metadata	0e22f3d3f55e78fea49f03ada24aa8f5fc6be178
org.kotlincrypto.macs	hmac-md5-iossimulatorarm64	0.2.3	0.2.3-metadata	34f2fa7bde5a45af584902771846b83ee181e6f7
org.kotlincrypto.macs	hmac-md5-iossimulatorarm64	0.2.4	0.2.4-metadata	300d048971a33e587123a84d09d5b07043f4b42e
org.kotlincrypto.macs	hmac-md5-iossimulatorarm64	0.2.5	0.2.5-metadata	1a6acd84453fed4513e5196f798039ee3336ea07
org.kotlincrypto.macs	hmac-md5-iossimulatorarm64	0.2.6	0.2.6-metadata	5917ffac02b60c3f5c2206860142a2e22287ca4d
org.kotlincrypto.macs	hmac-md5-iossimulatorarm64	0.2.7	0.2.7-metadata	40242c1022daecc162b5ae50a0671bdf5d5b06f7
org.kotlincrypto.macs	hmac-md5-iossimulatorarm64	0.3.0	0.3.0-metadata	57d72caea07994392bed9e633fb1da124db0d139
org.kotlincrypto.macs	hmac-md5-iossimulatorarm64	0.4.0	0.4.0-metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-md5-iossimulatorarm64	0.5.1	0.5.1-metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-md5-iossimulatorarm64	0.5.3	0.5.3-metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-md5-iossimulatorarm64	0.5.5	0.5.5-metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-md5-iossimulatorarm64	0.5.6	0.5.6-metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.ladsn	ladsn-commons-data-jpa	2.1.4	-	c9e6a767b3d3cbc0bb23a869cb7db392ef62b77d
org.ladsn	ladsn-commons-data-jpa	2.1.4.RELEASE	-	2d437cad3c771a3499cf88bfe978c2d67eaa064a
org.ladsn	ladsn-commons-data-jpa	2.1.5.RELEASE	-	55b0a17d173718ab95abc74ad255a5e95c0e58d3
org.ladsn	ladsn-commons-data-jpa	2.1.6.RELEASE	-	c9c53a33611bf81b8026bdbc536609b18c4ca3ad
org.ladsn	ladsn-commons-data-jpa	2.1.7.RELEASE	-	2d093dcef88afd5a17e309a15f7136a0150982cb
org.ladsn	ladsn-commons-data-jpa	2.1.8.RELEASE	-	f93e04653130ed6b00000dc6cbef1049fb54c770
org.ladsn	ladsn-tool-extra	4.1.15	-	f2901db92b087c2d80df182320df2346130a8bc2
org.laxture	sbp-adapter-2.5	2.7.14	-	9094aec4bb5276ea36f01c1b6dafbcd791deebc1
org.laxture	sbp-adapter-2.5	2.7.15	-	fe3347f9f41ec511d33a7d0d65cfb057703173b9
org.laxture	sbp-adapter-2.5	2.7.16	-	5a0cd9fdfd173b175250be19c3ad31870b5ad833
org.laxture	sbp-adapter-2.5	2.7.17	-	88ab483ea520ba4d49e6a4356fdbadd10644caf7
