ai.latta	core	1.0		6d8fdab0563e534b6373cc9eca3dba0dd5b6f4b1
com.google.apis	google-api-services-vision	v1-rev420-1.24.1		5fc7a13ac5f84318ec85d73efdb4c0789ae8931e
com.google.apis	google-api-services-vision	v1-rev420-1.25.0		4b8a6a54e6dd8077da16d7ece9cd1cff817e9cca
com.google.apis	google-api-services-vision	v1-rev421-1.18.0-rc		629458fc2566d287967719c7a6c7ee14fe80ab49
com.google.apis	google-api-services-vision	v1-rev421-1.22.0		251a82a190aae68c14f37645cb576776ab42eeb5
com.google.apis	google-api-services-vision	v1-rev421-1.23.0		f64709b79c8ed80e1e9b62826f368242b4162efb
com.google.apis	google-api-services-vision	v1-rev421-1.24.1		bd300a247e6e3452d2a7d96f8baee40f844cbb2d
com.google.apis	google-api-services-vision	v1-rev421-1.25.0		4e446b433253c78aed6bfff4a44442601ceb0e4e
com.google.apis	google-api-services-vision	v1-rev422-1.18.0-rc		d6640fc3eb0d450f80f1067834d01e9570a1bf60
com.google.apis	google-api-services-vision	v1-rev422-1.22.0		3495b053d413dbea26ab0b300b702f4a6b7efa4b
com.google.apis	google-api-services-vision	v1-rev422-1.23.0		53545d73dc960ecf1fb1d53e21f080b5d9cdf4e0
com.google.apis	google-api-services-vision	v1-rev422-1.24.1		0ffefbb528fb00212ca70d96712f8d6b39e236ba
com.google.apis	google-api-services-vision	v1-rev422-1.25.0		a30eab7f1da2596054fb20fa8859ddcc7572b9be
com.google.apis	google-api-services-vision	v1-rev423-1.18.0-rc		1ef6991461aee878fa2bbf7a314c3f9eb3078e6f
com.google.apis	google-api-services-vision	v1-rev423-1.22.0		f992d8ae74d813e56d8ead39657664f1441381d1
com.google.apis	google-api-services-vision	v1-rev423-1.23.0		aed20aed0cbc87c36baef29b4644fc6d3ddd292e
com.google.apis	google-api-services-vision	v1-rev423-1.24.1		d394658d3eb4dbec459486b4b8d34009b9b96e1e
com.google.apis	google-api-services-vision	v1-rev423-1.25.0		febada3cb4b271253f434741ac87c456d0f6b2bd
com.google.apis	google-api-services-vision	v1-rev424-1.18.0-rc		1800812f9007d98db11472bb1cbc1b8d77586578
com.google.apis	google-api-services-vision	v1-rev424-1.25.0		93b627568c4ddb8730b5e56e542203163b362146
com.google.apis	google-api-services-vision	v1-rev443-1.18.0-rc		aba8a63682944231a24fe8e74f014e0129ca0f94
com.google.apis	google-api-services-vision	v1-rev443-1.25.0		c386f1985b20c76f194afabbcf071a5bada22ffe
com.google.apis	google-api-services-vision	v1-rev444-1.18.0-rc		8860ee37b82f98dcc75641cea6027d9fd051c1f0
com.google.apis	google-api-services-vision	v1-rev444-1.25.0		29356b52f2ac63deb448da3af305bfe8ef5b4dbf
com.google.apis	google-api-services-vision	v1-rev445-1.18.0-rc		797f69a9c5a61dc098c1e81fd5f2292c09a66610
com.google.apis	google-api-services-vision	v1-rev445-1.25.0		efda36b9ff2a8d1de03b0fad803d2eef973c200d
com.google.apis	google-api-services-vision	v1-rev446-1.18.0-rc		e4cd34befc854e56c9f3866ed7aa3ef3f8b10c94
com.google.apis	google-api-services-vision	v1-rev446-1.25.0		4635f85051f8075b9a610aa002efa1b891aad1c5
com.google.apis	google-api-services-vision	v1-rev447-1.18.0-rc		8c8ca7dbd26264643d4e95b0fe5f9ec232b8f1e2
com.google.apis	google-api-services-vision	v1-rev447-1.25.0		b2b45f15e8dc259b9e3651c2e3bbc9b28a34ee92
com.google.apis	google-api-services-vision	v1-rev448-1.18.0-rc		21d3a896a5e2364e0e252c355a6a83873e207756
com.google.apis	google-api-services-vision	v1-rev448-1.25.0		616bdb37064c1be2e62669806e3a8f3a76acdc2d
com.google.apis	google-api-services-vision	v1-rev449-1.18.0-rc		0d4e445a38c95b7ed32a5b30a76bf1139ce4b4fa
com.google.apis	google-api-services-vision	v1-rev449-1.25.0		40cb4f3836356908c3e739ce02421188bb86a5a0
com.google.apis	google-api-services-vision	v1-rev450-1.18.0-rc		9e2462c1745b1b1935c1c99db9ba40f9dc2cfdb5
com.google.apis	google-api-services-vision	v1-rev450-1.25.0		68468bc35aa351f0d665452338fd21946b49fe7b
com.google.apis	google-api-services-vision	v1-rev451-1.18.0-rc		039a43253187c7d1375b8eabfadbe5287fb25f00
com.google.apis	google-api-services-vision	v1-rev451-1.25.0		6aaa9100a8887078fc6aa8a1e12869c965e1cbff
com.google.apis	google-api-services-vision	v1-rev5-1.18.0-rc		2de7b2fe730cec1b233c558014f50a11cc1efe6c
com.google.apis	google-api-services-vision	v1-rev5-1.19.1		331186db519edc2a3f70887f020b6f04ddb593cf
com.google.apis	google-api-services-vision	v1-rev5-1.20.0		3dca8120b1c24b383bae20150a5c6c9ece107bb1
com.google.apis	google-api-services-vision	v1-rev5-1.21.0		abfe3c84297601e533461329b73141d196b1f073
com.google.apis	google-api-services-vision	v1-rev6-1.18.0-rc		9205acf5efa0fe703928e96395b39cecd6a75b24
com.google.apis	google-api-services-vision	v1-rev6-1.19.1		ff28734ea6e4cdfad9508890cd8f3aace0900e33
com.google.apis	google-api-services-vision	v1-rev6-1.20.0		5178e61eb9fb7d3373ebe7006e106a67093ff9ae
com.google.apis	google-api-services-vision	v1-rev6-1.21.0		29adaddcb0c5949e84f960289e3ca52f141c6009
com.google.apis	google-api-services-vision	v1-rev7-1.18.0-rc		a738d60705d8648db5018a414b7789e7cc1b465a
com.google.apis	google-api-services-vision	v1-rev7-1.19.1		8ce542c09be54408f61d26ec5134fd32fec37498
com.google.apis	google-api-services-vision	v1-rev7-1.20.0		67d2749dcfd14f036befc82dcce7ccda9fed14da
com.google.apis	google-api-services-vision	v1-rev7-1.21.0		e45594e2886b4f4e3d591d2463e2ef2607d01962
com.google.apis	google-api-services-vision	v1-rev8-1.18.0-rc		b3746b3534b955aefbba6a5504e0dbeecd6eaf1d
com.google.apis	google-api-services-vision	v1-rev8-1.19.1		cd6d52cbb06fb440d7375985acbf6426563a1a0d
com.google.apis	google-api-services-vision	v1-rev8-1.20.0		2bcc432ac69e668697988fb510dc08766b3a1979
com.google.apis	google-api-services-vision	v1-rev8-1.21.0		679932e092d014da4b7d3b729d3607b5f4061b58
com.google.apis	google-api-services-vision	v1-rev9-1.18.0-rc		8f7e437a6808f4f31ca97176ea482daf61268224
com.google.apis	google-api-services-vision	v1-rev9-1.19.1		7331513de2209d48493e3e087e30d19b7ad0a367
com.google.apis	google-api-services-vision	v1-rev9-1.20.0		fa545f711f241b0a935dd671cda5d90591a5bcb9
com.google.apis	google-api-services-vision	v1-rev9-1.21.0		4c97233e79835d4b9e9cea5d64a2223f8567be96
com.google.apis	google-api-services-vision	v1p1beta1-rev1-1.18.0-rc		618423e03f5e34b0a18221a5c0c00ee851a5bf08
com.google.apis	google-api-services-vision	v1p1beta1-rev1-1.21.0		2a7748f4f910fa714f9b0f643d3e19133348980f
com.google.apis	google-api-services-vision	v1p1beta1-rev1-1.22.0		31b5f6008ff601dc50aed230e25e22a12cadbc0e
com.google.apis	google-api-services-vision	v1p1beta1-rev1-1.23.0		c1f767def3b1306fa7c690937cb3d20b35b2fed6
com.google.apis	google-api-services-vision	v1p1beta1-rev10-1.18.0-rc		dd9bc7dc3950b171cb850f3d1b579bc0a658b9df
com.google.apis	google-api-services-vision	v1p1beta1-rev10-1.21.0		eb6681bd39951fbcf102b383e0152c3582efef03
com.google.apis	google-api-services-vision	v1p1beta1-rev10-1.22.0		8f47aa9dd814da2c1369bb4a0eccb1ed604a54c0
com.google.apis	google-api-services-vision	v1p1beta1-rev10-1.23.0		388bd87365ee63dc1b66eda65f1368dcf1505bee
com.google.apis	google-api-services-vision	v1p1beta1-rev12-1.18.0-rc		f4aa7b58e5980382771eeb2843a293a005e236c2
com.google.apis	google-api-services-vision	v1p1beta1-rev12-1.21.0		694db28619081f408701a81c8d73aadd82ad0443
com.google.apis	google-api-services-vision	v1p1beta1-rev12-1.22.0		d058ec53ae4e5884442d5de188de10d799831e3a
com.google.apis	google-api-services-vision	v1p1beta1-rev12-1.23.0		e34da5babe82e882f4db37a58868ebdf7821edcd
com.google.apis	google-api-services-vision	v1p1beta1-rev13-1.18.0-rc		edaee65bf53e816910e1a090f1210339858085e4
com.google.apis	google-api-services-vision	v1p1beta1-rev13-1.21.0		2ea5b75415735df0a2722a44f15ecdcc33bbb8b7
com.google.apis	google-api-services-vision	v1p1beta1-rev13-1.22.0		643182cfa185272cdb546f28324f8cafa292cece
com.google.apis	google-api-services-vision	v1p1beta1-rev13-1.23.0		e90d27ee46c23e1d2dbb696ee1fa32ff8c0242c1
com.google.apis	google-api-services-vision	v1p1beta1-rev14-1.18.0-rc		39e0bbf0b38bbb0c135345058d6d26577c878340
com.google.apis	google-api-services-vision	v1p1beta1-rev14-1.21.0		58f76819c530bda16824e67e97cada6659efd49d
com.google.apis	google-api-services-vision	v1p1beta1-rev14-1.22.0		5b6c329340f6b9863fd18fe90fc923c7764b5fa2
com.google.apis	google-api-services-vision	v1p1beta1-rev14-1.23.0		d0e75b1edab7ec7cdfe3b05db679eaedbee4748e
com.google.apis	google-api-services-vision	v1p1beta1-rev15-1.18.0-rc		e0afb2b7a8368131e96dec602bab2b9a58962be5
com.google.apis	google-api-services-vision	v1p1beta1-rev15-1.21.0		68636ad3d512a6558e68d52eb88a84255c244066
com.google.apis	google-api-services-vision	v1p1beta1-rev15-1.22.0		f4691bf87b75fa6794c6f8b762a67c17464d375d
com.google.apis	google-api-services-vision	v1p1beta1-rev15-1.23.0		7892ec95cf9f17ff6b0890d64d74701ec798d16e
com.google.apis	google-api-services-vision	v1p1beta1-rev16-1.18.0-rc		94534f34dc274e6d789dffd355c7abef3ce4edad
com.google.apis	google-api-services-vision	v1p1beta1-rev16-1.21.0		40a8a0b42d0fe7b837ed9031eee6dc7e15679261
com.google.apis	google-api-services-vision	v1p1beta1-rev16-1.22.0		7a49e57522725d6d424d064011e6e5a98b43a13a
com.google.apis	google-api-services-vision	v1p1beta1-rev16-1.23.0		819a6fd24e0dea7f20ecc9e70ae0f328c3077122
com.google.apis	google-api-services-vision	v1p1beta1-rev18-1.18.0-rc		fd3b3da68eea17a7c63ea2d2ad1627cd5b109dd6
com.google.apis	google-api-services-vision	v1p1beta1-rev18-1.21.0		5ac43f85a4941d11faa81c77fa51e1c14daff436
com.google.apis	google-api-services-vision	v1p1beta1-rev18-1.22.0		1d07b1aaf003271b774e7e0e1851f90495ca2ffc
com.google.apis	google-api-services-vision	v1p1beta1-rev18-1.23.0		5367b99b9584a04f16e074d8386427a1a6cf0ed9
com.google.apis	google-api-services-vision	v1p1beta1-rev2-1.18.0-rc		c56b1398a6511e34049f212e3212cbeb69102933
com.google.apis	google-api-services-vision	v1p1beta1-rev2-1.21.0		5bc72f21a8898209649e5e5236f7a436a3064ee6
com.google.apis	google-api-services-vision	v1p1beta1-rev2-1.22.0		7661a47379e2332d88fd8d158f1d35414f5cecf1
com.google.apis	google-api-services-vision	v1p1beta1-rev2-1.23.0		2919c243a5c2d93a9f137d010e86f36ea98f34c5
com.google.apis	google-api-services-vision	v1p1beta1-rev20-1.18.0-rc		be3e0cc4208347415aa5f4570aa2c38d76c8afe8
com.google.apis	google-api-services-vision	v1p1beta1-rev20-1.21.0		b3eeb59433309718dc4fd4f8967c9ae66e232dae
com.google.apis	google-api-services-vision	v1p1beta1-rev20-1.22.0		a733de5f6e40a44c2ede6f2217b96c4e1a926ece
com.google.apis	google-api-services-vision	v1p1beta1-rev20-1.23.0		8ae3a23ac29cce6d34704f15d2bf31dd9d2145ee
com.google.apis	google-api-services-vision	v1p1beta1-rev20180928-1.26.0		12f2e2128a47ad4cc45d5be2c6d491ae7d6c78f5
com.google.apis	google-api-services-vision	v1p1beta1-rev20181031-1.26.0		070ea317b2c18da901784ea248061e8360111f52
com.google.apis	google-api-services-vision	v1p1beta1-rev20181031-1.27.0		3e5d9acb174f156fb6ea831cc727660c5578e983
com.google.apis	google-api-services-vision	v1p1beta1-rev20181112-1.26.0		b288cedf8ce0a081b7d8a3cff9aac92b121e79d9
com.google.apis	google-api-services-vision	v1p1beta1-rev20181112-1.27.0		03023114cbd59851e730cc76558623919a5e91c2
com.google.apis	google-api-services-vision	v1p1beta1-rev20190111-1.26.0		e5e80deea7c4c6ce75b6f217ccead9f2b43a2b3e
com.google.apis	google-api-services-vision	v1p1beta1-rev20190111-1.27.0		22b9f9dd92aede9845bd405be9633c4f88e81552
com.google.apis	google-api-services-vision	v1p1beta1-rev20190111-1.28.0		257d5f28a8a94fc0eeb412cda3acb6887cd15b2a
com.google.apis	google-api-services-vision	v1p1beta1-rev20190119-1.26.0		aa478576591b17354d54339871ea7b58b01e5df0
com.google.apis	google-api-services-vision	v1p1beta1-rev20190119-1.27.0		56a0411fd3dfa01723704c3132603cf9b9eeed3b
com.google.apis	google-api-services-vision	v1p1beta1-rev20190119-1.28.0		d28e1c49990ce1687e8f4343c6d23783911ec316
com.google.apis	google-api-services-vision	v1p1beta1-rev20190125-1.26.0		603f3cf25ff65e5d3af64d1efa3732c68696246a
com.google.apis	google-api-services-vision	v1p1beta1-rev20190125-1.27.0		ba4dc9d238589a155f1a7a697247eecf260131cf
com.google.apis	google-api-services-vision	v1p1beta1-rev20190125-1.28.0		6ef69eda9c01342d4f10d9fa16ab1fafc354cbe9
com.google.apis	google-api-services-vision	v1p1beta1-rev20190212-1.26.0		350b68d384279346cf66d58ca014ebfac89cc4ce
com.google.apis	google-api-services-vision	v1p1beta1-rev20190212-1.27.0		f05bf963a45dbf3a98bb9fe2c68a4cb71c6c1cac
com.google.apis	google-api-services-vision	v1p1beta1-rev20190212-1.28.0		6ac51c76236dd8cdfd7d85fae4584cb1f0923c2a
com.google.apis	google-api-services-vision	v1p1beta1-rev20190309-1.26.0		d27afdadabe19cf529af9ebff216dddcb7ac7066
com.google.apis	google-api-services-vision	v1p1beta1-rev20190309-1.27.0		58607e7f26932d4b411dcb1f6a7eac301a0f8774
com.google.apis	google-api-services-vision	v1p1beta1-rev20190309-1.28.0		c5f72b682b9ca5c3822207bf921e0358b4c3ddbe
com.google.apis	google-api-services-vision	v1p1beta1-rev20190412-1.26.0		703191a7d00b40cb01fca98747fa0287de2502dc
com.google.apis	google-api-services-vision	v1p1beta1-rev20190412-1.27.0		f17239e9849c4f37b2a32b113bd8ca5382653545
com.google.apis	google-api-services-vision	v1p1beta1-rev20190412-1.28.0		58f188a674aa59337be0cb83c56f866e7bd3b188
com.google.apis	google-api-services-vision	v1p1beta1-rev20190531-1.26.0		d8302d5f5d5cfbb348e6a179f202dd166692b7db
com.google.apis	google-api-services-vision	v1p1beta1-rev20190531-1.27.0		b8931889406394ca9070ed838ec0c45af44a1f56
com.google.apis	google-api-services-vision	v1p1beta1-rev20190531-1.28.0		8004d43a6fcd184a6f3ba177bd639086f9589dc6
com.google.apis	google-api-services-vision	v1p1beta1-rev20190531-1.29.2		7d19f948666a3eedb49602e5a8a02fa6159870d6
com.google.apis	google-api-services-vision	v1p1beta1-rev20190531-1.30.1		8b26763aee86f1ece6bf9e8b565549148adee7a0
com.google.apis	google-api-services-vision	v1p1beta1-rev20190704-1.28.0		ecab0e257edcc048e5bceef9a882a1ffb8cc2a62
com.google.apis	google-api-services-vision	v1p1beta1-rev20190704-1.29.2		6eea3f7c34b6929d282783ba5e06143151c5ccd3
com.google.apis	google-api-services-vision	v1p1beta1-rev20190704-1.30.1		6a9a5caa0bee11796a7f232fbabc770673abff95
com.google.apis	google-api-services-vision	v1p1beta1-rev20190718-1.28.0		3ab8b4702eb67c334dda54ba13de57947639811a
com.google.apis	google-api-services-vision	v1p1beta1-rev20190718-1.29.2		76b3155f0d8b769030d76e5e9c5f020f5a242dd7
com.google.apis	google-api-services-vision	v1p1beta1-rev20190718-1.30.1		ac4f3f2baed79c05f14de5bf9741bc21e72ccb67
com.google.apis	google-api-services-vision	v1p1beta1-rev20190809-1.28.0		4bffe2b0518c5f99cc726b5af4354db70f171bd4
com.google.apis	google-api-services-vision	v1p1beta1-rev20190809-1.29.2		931751ae3a4084f1f5f9515062d27e6597e6eee9
com.google.apis	google-api-services-vision	v1p1beta1-rev20190809-1.30.1		d409bf20ec89f35a6dc10882c2878b46d355d5ad
com.google.apis	google-api-services-vision	v1p1beta1-rev20190823-1.28.0		1e7944b430194e231d478312c1cdca07bb2dbc20
com.google.apis	google-api-services-vision	v1p1beta1-rev20190823-1.29.2		90964b3f9a903b9d7d96cdd283c0a61251623a35
com.google.apis	google-api-services-vision	v1p1beta1-rev20190823-1.30.1		44baf181d96205a15383a4f299f2072dd243a12c
com.google.apis	google-api-services-vision	v1p1beta1-rev20190907-1.28.0		920c36923df30a919e61d4b5e88c19ebfb4d809b
com.google.apis	google-api-services-vision	v1p1beta1-rev20190907-1.29.2		fb7ff9947c9f5975dcd8578b623f85b0f9e160d1
com.google.apis	google-api-services-vision	v1p1beta1-rev20190907-1.30.1		b94066f70c50779bd31fbdc57f800764a44924a2
com.google.apis	google-api-services-vision	v1p1beta1-rev20190913-1.28.0		9043c0e7c3cc97c137a4bce58f245f129e4d8057
com.google.apis	google-api-services-vision	v1p1beta1-rev20190913-1.29.2		1abc1e60fa62841c2aaf7f56e09dd298bffcc1dc
com.google.apis	google-api-services-vision	v1p1beta1-rev20190913-1.30.3		c7bbac56130f74ef7838de47aefbac34d8ffbb1e
com.google.apis	google-api-services-vision	v1p1beta1-rev20191105-1.28.0		2d81805fded9cec1d5a9ad16a1b870b14398997b
com.google.apis	google-api-services-vision	v1p1beta1-rev20191105-1.29.2		4b09104ee7e2e021f7f3e0e567e86b075cd2ff77
com.google.apis	google-api-services-vision	v1p1beta1-rev20191105-1.30.8		be11bc80bfe3a5f7f1aa28fabb6269efe463bbc9
com.google.apis	google-api-services-vision	v1p1beta1-rev20200229-1.30.8		344836f110252d5551323c7603c8dfb8c6324b9e
com.google.apis	google-api-services-vision	v1p1beta1-rev20200229-1.30.9		3bc9c289bd3646918b21bf8ce7e06fb592fde484
com.google.apis	google-api-services-vision	v1p1beta1-rev20200405-1.30.9		4646877f59ab78370683261dceec78717270b62e
com.google.apis	google-api-services-vision	v1p1beta1-rev20200612-1.30.10		3eb2c9c9add06fa17bbcee111138f747054901e4
com.google.apis	google-api-services-vision	v1p1beta1-rev20200612-1.30.9		d5ae0cb0230561593b16ab97169da60bc2b42432
com.google.apis	google-api-services-vision	v1p1beta1-rev20200710-1.30.10		1712cb4c95ce8d90ac8c54393043340be6ef4697
com.google.apis	google-api-services-vision	v1p1beta1-rev20200801-1.30.10		7ec0793de1ab10e3f4e79cb8638496f7601ed5b5
com.google.apis	google-api-services-vision	v1p1beta1-rev20200828-1.30.10		2db6b434ddb844404754d49c8721be8d0c20bb9f
com.google.apis	google-api-services-vision	v1p1beta1-rev20201023-1.30.10		f770f59855c52bd989abb95c75f8781eeacee1e8
com.google.apis	google-api-services-vision	v1p1beta1-rev20201023-1.31.0		59151d96e8c31fbf138d600c891e90b5124ea03e
com.google.apis	google-api-services-vision	v1p1beta1-rev20210209-1.31.0		940ee4b2c63d70f91ba6193df76cec484dd6b30f
com.google.apis	google-api-services-vision	v1p1beta1-rev20210317-1.31.0		c306c9d01f9120d1ec7ec36db30b478133377acd
com.google.apis	google-api-services-vision	v1p1beta1-rev20210402-1.31.0		e184e2ae60e188d5965bd7e482f005ee6158c52b
com.google.apis	google-api-services-vision	v1p1beta1-rev20210423-1.31.0		17729dffb595e31a028e65ac78fde1070427b842
com.google.apis	google-api-services-vision	v1p1beta1-rev20210423-1.31.5		4523316cffdac8b19a1a6c8440a4cfc8896d8158
com.google.apis	google-api-services-vision	v1p1beta1-rev20210423-1.32.1		317276dfe91134d066a7691e3523b28ee1dc5a3c
com.google.apis	google-api-services-vision	v1p1beta1-rev20210809-1.32.1		cfafd9e656904d161a4d27d183cf89a41c76c53f
com.google.apis	google-api-services-vision	v1p1beta1-rev20210809-2.0.0		d134adbbc866d8f030e559df8b4e3753f9ca2a5a
com.google.apis	google-api-services-vision	v1p1beta1-rev20220805-2.0.0		9eae439d0f4813065efb0bed8cecba556ab8f03d
com.google.apis	google-api-services-vision	v1p1beta1-rev20220915-2.0.0		044c134f561dfe97a002b547c5b24ebf32258c9d
com.google.apis	google-api-services-vision	v1p1beta1-rev20230407-2.0.0		de7fbd4816b1115c3014ac349aad9aa16f288a05
com.google.apis	google-api-services-vision	v1p1beta1-rev20230519-2.0.0		bd06337c12604f8dc88a23f46dbdcf96b8d475a1
com.google.apis	google-api-services-vision	v1p1beta1-rev20230608-2.0.0		8687a8e2ac0c19b26a003f636251ad15e4c0db57
com.google.apis	google-api-services-vision	v1p1beta1-rev20230804-2.0.0		01b561095aed537780b9231fdca79e8e705026f1
com.google.apis	google-api-services-vision	v1p1beta1-rev20230908-2.0.0		e8e5af43a91b04c76651b6201d549301875b11c1
com.google.apis	google-api-services-vision	v1p1beta1-rev20231206-2.0.0		497a195a5c723e927c2c0efe1a15adaf842d0f72
com.google.apis	google-api-services-vision	v1p1beta1-rev20231219-2.0.0		029a4dde5a8999477219a5e04db9fc7753a61fd8
com.google.apis	google-api-services-vision	v1p1beta1-rev20240823-2.0.0		e2b5b5c8e8056a5c55279e24307d977b5beba97d
com.google.apis	google-api-services-vision	v1p1beta1-rev21-1.18.0-rc		149f5e62a0881693a0afdf326dcc5505d381b5a7
com.google.apis	google-api-services-vision	v1p1beta1-rev21-1.21.0		f7efd131645ce2d7b208894c412c73f4eb8396b9
com.google.apis	google-api-services-vision	v1p1beta1-rev21-1.22.0		0ff9a140fba9b1caf572d73762e8c676752ec1d5
com.google.apis	google-api-services-vision	v1p1beta1-rev21-1.23.0		9c2950e0d2f54f7c1154a86ea5d6484f1e1baef7
com.google.apis	google-api-services-vision	v1p1beta1-rev22-1.18.0-rc		bd2eedbe8560ca327d9b241f420c205db44d0d16
com.google.apis	google-api-services-vision	v1p1beta1-rev22-1.21.0		0c150285288cbad28c7c13f6891640bf18529c5b
com.google.apis	google-api-services-vision	v1p1beta1-rev22-1.22.0		8478b1203d09a4972005d631bd445fcd53ef26f6
com.google.apis	google-api-services-vision	v1p1beta1-rev22-1.23.0		d5d72b658e667463a4f12261ba46d5f6cf161c7c
com.google.apis	google-api-services-vision	v1p1beta1-rev23-1.18.0-rc		2d3d755cbf285bd18d346b74bf0bc570315b2c0d
com.google.apis	google-api-services-vision	v1p1beta1-rev23-1.21.0		6baa7cb61b82876933b0d08b2fb2c922627341d9
