ai.latta	core	1.0		6d8fdab0563e534b6373cc9eca3dba0dd5b6f4b1
com.google.apis	google-api-services-vision	v1-rev35-1.21.0		3ba140beff988a19e4a66291f15a1af1fb73b0c2
com.google.apis	google-api-services-vision	v1-rev35-1.22.0		1fac0b9e948108dbaeb4a1a4153c9e3a5a16991c
com.google.apis	google-api-services-vision	v1-rev350-1.18.0-rc		2fb49475f8328f5b8aaa90f27e6db9cc1b4eaf9f
com.google.apis	google-api-services-vision	v1-rev350-1.20.0		5c2bf7e086aeca4199b8d8cc0bf62ec7dae1ba95
com.google.apis	google-api-services-vision	v1-rev350-1.21.0		c5c05e2c219e64826a03a66e1233b36e6d2a3719
com.google.apis	google-api-services-vision	v1-rev350-1.22.0		41795ba04df81748c60ce359f15f2b1d785a0854
com.google.apis	google-api-services-vision	v1-rev351-1.18.0-rc		77ba17e2836fe1d076a736b3b42572efc00e5095
com.google.apis	google-api-services-vision	v1-rev351-1.20.0		7d91613d4f96c2ae79cd99c25bcd683356eb8ba9
com.google.apis	google-api-services-vision	v1-rev351-1.21.0		f50e6dd4353e332dd91e8ee0ce380ad5f2ae98f6
com.google.apis	google-api-services-vision	v1-rev351-1.22.0		fb514fa2d2b96aa0356403230cc773f4762586c1
com.google.apis	google-api-services-vision	v1-rev352-1.18.0-rc		3554ab6833931463330d55942e1438eba369944f
com.google.apis	google-api-services-vision	v1-rev352-1.20.0		67cb252e56e869a1d734523b0abcf9a869e6c30c
com.google.apis	google-api-services-vision	v1-rev352-1.21.0		22059bf185028bdcaaabb950f9d07b1dc71bb660
com.google.apis	google-api-services-vision	v1-rev352-1.22.0		8e61be531381ad0e3522c392ec1726b92fb052e2
com.google.apis	google-api-services-vision	v1-rev353-1.18.0-rc		526b0a66dc0fbf97cf095ce1ecf10842314d4fc1
com.google.apis	google-api-services-vision	v1-rev353-1.20.0		0e78c512305e3fa29bff0289367d72f887fbe6f0
com.google.apis	google-api-services-vision	v1-rev353-1.21.0		702874d68e8dcc37c86a88a1e48e42d6dfd4b9e8
com.google.apis	google-api-services-vision	v1-rev353-1.22.0		fcbdaf1032ed91ce486998c6be0ecccc30087f5c
com.google.apis	google-api-services-vision	v1-rev354-1.18.0-rc		f7eb5a4ed0f43930ae8376767419502b31eff23d
com.google.apis	google-api-services-vision	v1-rev354-1.20.0		73ab3e62f45c51e826937d94a1ca377781f7693b
com.google.apis	google-api-services-vision	v1-rev354-1.21.0		c7291b51f705834427a1f8bc1a4a9ea219309b8c
com.google.apis	google-api-services-vision	v1-rev354-1.22.0		1e86ca9f06f9d94d97b78e5607367e71a370a8ee
com.google.apis	google-api-services-vision	v1-rev355-1.18.0-rc		327f8f4105e99ef8bc955e341866cc9e7d93957d
com.google.apis	google-api-services-vision	v1-rev355-1.20.0		1bd50312b17d297973c5846b898a389b4af4bc3e
com.google.apis	google-api-services-vision	v1-rev355-1.21.0		3673915747f92ff6805612767821f0a3c26d30b1
com.google.apis	google-api-services-vision	v1-rev355-1.22.0		0ba2903104c31efb9e1d089980eb22a070b9c5b0
com.google.apis	google-api-services-vision	v1-rev356-1.18.0-rc		ae9a0aa757d5a86936415bb0514414bbb230625d
com.google.apis	google-api-services-vision	v1-rev356-1.20.0		c71e0d35ae67b498ea01b996ba5bfbbfbbe9d64e
com.google.apis	google-api-services-vision	v1-rev356-1.21.0		6f74b09ee7155b6333a0ed36ae8f8fd50180fc87
com.google.apis	google-api-services-vision	v1-rev356-1.22.0		87976e0cb59dc0e10fd64a4d28df0899c6b73a4f
com.google.apis	google-api-services-vision	v1-rev357-1.18.0-rc		33f2201d4c9e9bbf0f5174018aa722199a6642cb
com.google.apis	google-api-services-vision	v1-rev357-1.20.0		012fec2ddda406eaad79235bc169b51ca514b454
com.google.apis	google-api-services-vision	v1-rev357-1.21.0		3bb22aa7b28990f106e91cf69411381ba1c94dd7
com.google.apis	google-api-services-vision	v1-rev357-1.22.0		5b1dddd789d98937da4fd53d45cad463e90e1f65
com.google.apis	google-api-services-vision	v1-rev358-1.18.0-rc		7fbe9be3f0741bfcd8666c9dfb92bfc1164d8b5c
com.google.apis	google-api-services-vision	v1-rev358-1.20.0		e88b76790820b02cf5a0416cf1115794550df783
com.google.apis	google-api-services-vision	v1-rev358-1.21.0		0a9c88516642c76fe6a070d77b0dffd5a0f21254
com.google.apis	google-api-services-vision	v1-rev358-1.22.0		170c425456c76a774f6ee8825b2fff43c252cfb0
com.google.apis	google-api-services-vision	v1-rev359-1.18.0-rc		1f62cd730aafe553ace77d6cf3b40e9a313e9083
com.google.apis	google-api-services-vision	v1-rev359-1.20.0		15422811cdd44178c867b01cb8fec3bd14bf2880
com.google.apis	google-api-services-vision	v1-rev359-1.21.0		63cbe77ac5d359f729a737f93dc1940f16457822
com.google.apis	google-api-services-vision	v1-rev359-1.22.0		fca3cbe047bf1fe30c8916b5c2498dd954300c3c
com.google.apis	google-api-services-vision	v1-rev36-1.18.0-rc		2b2a222a93b1a1d20cf220f3a3b75ccc4be20876
com.google.apis	google-api-services-vision	v1-rev36-1.20.0		e0c07b1c1a5e5d06417961ef59a73dbd36b452de
com.google.apis	google-api-services-vision	v1-rev36-1.21.0		806b9a9dbb674fa2e379a7d0adb144569ca2fb24
com.google.apis	google-api-services-vision	v1-rev36-1.22.0		f7ce2604607f9c6333d37d1575c8601604dd4a23
com.google.apis	google-api-services-vision	v1-rev360-1.18.0-rc		b3601aa08d719dfd03b4c8ef3029936d642fdd6c
com.google.apis	google-api-services-vision	v1-rev360-1.20.0		7c1f09d3ce631e13234be21c661ce12b2506dee2
com.google.apis	google-api-services-vision	v1-rev360-1.21.0		398fe32b27788d6c0c50527f064808c060e8ca42
com.google.apis	google-api-services-vision	v1-rev360-1.22.0		6d59159bb67a86764ad4b3497cdec2f0ebe3b4c7
com.google.apis	google-api-services-vision	v1-rev361-1.18.0-rc		973049fd2c9733ab0c4f53763c245297768d383a
com.google.apis	google-api-services-vision	v1-rev361-1.20.0		d68d10d4dc56eb4dbc1e42d5c42eb94fad25a94e
com.google.apis	google-api-services-vision	v1-rev361-1.21.0		1ce20aff3f9f3cc012878398431eefa78c9270bc
com.google.apis	google-api-services-vision	v1-rev361-1.22.0		961d61e7c6ddafd6822ba0647f3f16815485f0f4
com.google.apis	google-api-services-vision	v1-rev362-1.18.0-rc		25c72a553e405af6454b73f98144765157a2367c
com.google.apis	google-api-services-vision	v1-rev362-1.20.0		90dd6e7c40d8072931cb258199982eba76add09f
com.google.apis	google-api-services-vision	v1-rev362-1.21.0		c51f36b5d2ba155c8168fd9ec74be3f4cc828332
com.google.apis	google-api-services-vision	v1-rev362-1.22.0		b36f239ec843bba3505721c195079a64c99d3ae3
com.google.apis	google-api-services-vision	v1-rev362-1.23.0		3cf7b4fa5d3cfd3bf474768a1ef0e098a025c6cd
com.google.apis	google-api-services-vision	v1-rev363-1.18.0-rc		defc1e9acb57cc7b71399357a5002044418359fe
com.google.apis	google-api-services-vision	v1-rev363-1.21.0		d4c8d631afbe36ddb21249337417aa542167487d
com.google.apis	google-api-services-vision	v1-rev363-1.22.0		1f08feac48c2acc3dadf19b7e4edfd4d8e44105e
com.google.apis	google-api-services-vision	v1-rev363-1.23.0		888f9fb55668b406669ab08da21fc91e5f904a2b
com.google.apis	google-api-services-vision	v1-rev364-1.18.0-rc		eace1379a0d3df1bbf6bddcec495794fdc7511fb
com.google.apis	google-api-services-vision	v1-rev364-1.21.0		3733f4ffdf77bc537c199fdf7a425b45988b0353
com.google.apis	google-api-services-vision	v1-rev364-1.22.0		d3ab97e02617a9e772d09296678a78e60fdf21a4
com.google.apis	google-api-services-vision	v1-rev364-1.23.0		e031336f3c82b09fe5ca6a632da96ca9f78c7264
com.google.apis	google-api-services-vision	v1-rev365-1.18.0-rc		b9f92cb4c2a4ba435f00d265fb242e915c2b958c
com.google.apis	google-api-services-vision	v1-rev365-1.21.0		38406e7ff63f60c9029b915986de02adfc58abc2
com.google.apis	google-api-services-vision	v1-rev365-1.22.0		e813d260c6a63980e238da77cf16f028aff3f66d
com.google.apis	google-api-services-vision	v1-rev365-1.23.0		b6acb24cc04303af4f809a66dd1c1f460c5a11b6
com.google.apis	google-api-services-vision	v1-rev366-1.18.0-rc		0aa476d258a95d7c337b6ce4d8b528a8cf363a41
com.google.apis	google-api-services-vision	v1-rev366-1.21.0		01736ea095fe15dd9c684c2a6196ad7a8e27d05f
com.google.apis	google-api-services-vision	v1-rev366-1.22.0		193bf3336bd3b772c91e1b52c9643140aa303ec3
com.google.apis	google-api-services-vision	v1-rev366-1.23.0		bb1912413e789d97af4ab5a9a6b5c859449799f0
com.google.apis	google-api-services-vision	v1-rev367-1.18.0-rc		46bc6f130e3cff81929864dd2cb185be537f7946
com.google.apis	google-api-services-vision	v1-rev367-1.21.0		45c0866d31794d74e88cbaa5df9b2c2fd6ff960a
com.google.apis	google-api-services-vision	v1-rev367-1.22.0		b83f9442d62ee2057794bbece7e47030deb28db1
com.google.apis	google-api-services-vision	v1-rev367-1.23.0		9b4795f3e193c56577a979d962fe9af0bcb52c4d
com.google.apis	google-api-services-vision	v1-rev368-1.18.0-rc		be20045b82c03370e243a6e9acf5ceaba039d1f4
com.google.apis	google-api-services-vision	v1-rev368-1.21.0		0fa7924759cf6fe7a84bfce80da28b8fac8d9745
com.google.apis	google-api-services-vision	v1-rev368-1.22.0		6df2e1d06e16dad046318531a6c771eff0c4469f
com.google.apis	google-api-services-vision	v1-rev368-1.23.0		2532cb0ab9b5dde7ffb792ae4ac11bb4c6012b76
com.google.apis	google-api-services-vision	v1-rev369-1.18.0-rc		b847a77a63d132699801c28e06532a27cd62fd7b
com.google.apis	google-api-services-vision	v1-rev369-1.21.0		7d92b6e384a6ea3653d65830bc4e654bf939ca2e
com.google.apis	google-api-services-vision	v1-rev369-1.22.0		d1711062fbee62f7893586b8edcf9c202045738f
com.google.apis	google-api-services-vision	v1-rev369-1.23.0		992b948e324fcb026313eb5e87685525b2c51c2e
com.google.apis	google-api-services-vision	v1-rev370-1.18.0-rc		d06f99e9c8df169a048b06891dc995452e02a77d
com.google.apis	google-api-services-vision	v1-rev370-1.21.0		1ecb8e044f08aa54af62be7d90c6a7bfc37af033
com.google.apis	google-api-services-vision	v1-rev370-1.22.0		bf16445ae53cd92e287193f2a80304548d21f464
com.google.apis	google-api-services-vision	v1-rev370-1.23.0		39968f972ba3e73704623fb4b22b8e38759fca8e
com.google.apis	google-api-services-vision	v1-rev371-1.18.0-rc		8cf7727b38031c03f9a4b010fcc263568c142414
com.google.apis	google-api-services-vision	v1-rev371-1.21.0		b9ac91a880ab9cb44f6dd576633fab1b81d4db4c
com.google.apis	google-api-services-vision	v1-rev371-1.22.0		e272359ffef63791922220ed57f83124ae2d0dec
com.google.apis	google-api-services-vision	v1-rev371-1.23.0		7c1e5bbfd96292503a889340cdd064fb676771bf
com.google.apis	google-api-services-vision	v1-rev373-1.18.0-rc		9eeb43af125477f0c88b430614d39b575d14470b
com.google.apis	google-api-services-vision	v1-rev373-1.21.0		33e7719877b710bb901cc443f670efa63d5d7a73
com.google.apis	google-api-services-vision	v1-rev373-1.22.0		63a067a376d8f09247babbec2917bf2c16fbc441
com.google.apis	google-api-services-vision	v1-rev373-1.23.0		813ee4a7816000d68645b2c40540ff5e8aea8473
com.google.apis	google-api-services-vision	v1-rev374-1.18.0-rc		6bc4b590cbb9cfcbed010cc4c02e67e8408d53c7
com.google.apis	google-api-services-vision	v1-rev374-1.21.0		b8c572a9632d63c7a9fd835b7f866873e6da87db
com.google.apis	google-api-services-vision	v1-rev374-1.22.0		f8f2aeb6043edd72fe098e226a2953e74e874c14
com.google.apis	google-api-services-vision	v1-rev374-1.23.0		3c2b68b80c6074b0b98dc527056bcd4252f0282f
com.google.apis	google-api-services-vision	v1-rev376-1.18.0-rc		4bdf94bffabc32150aac3394ad1431defd3124f1
com.google.apis	google-api-services-vision	v1-rev376-1.21.0		07c6b4ec9461c249a66bbf50c55558da95d85815
com.google.apis	google-api-services-vision	v1-rev376-1.22.0		cc0508745dbe3dc6f30ab2429f3e659a3fd381fd
com.google.apis	google-api-services-vision	v1-rev376-1.23.0		575c4dc24f953b614ff13e82029d5ac1d3251b8c
com.google.apis	google-api-services-vision	v1-rev378-1.18.0-rc		db260a4f22e30b71eba5a8ec86d43c33cfdbe08b
com.google.apis	google-api-services-vision	v1-rev378-1.21.0		0172e1075efea2cc7dba2aecd9e149c9678c8201
com.google.apis	google-api-services-vision	v1-rev378-1.22.0		73c39f49eb0b2b48b4e4fe64bcd95824c14a4321
com.google.apis	google-api-services-vision	v1-rev378-1.23.0		89147f58246e3ef04c19139c99ec3b59755a642d
com.google.apis	google-api-services-vision	v1-rev379-1.18.0-rc		50c81856908f4a9936391c8c1b35b77e6087fcf2
com.google.apis	google-api-services-vision	v1-rev379-1.21.0		368b6c3c053d5f67d091c3354457b351ef727a28
com.google.apis	google-api-services-vision	v1-rev379-1.22.0		684d27beb975fdee59b101de5653523d31ef27db
com.google.apis	google-api-services-vision	v1-rev379-1.23.0		1151ba67e7c242e63b983ed5f0bdd418e41c64cf
com.google.apis	google-api-services-vision	v1-rev38-1.18.0-rc		cd9c66edfa946ffc3286bbcb92ea77f056cd9677
com.google.apis	google-api-services-vision	v1-rev380-1.18.0-rc		0d6fecd70701a2a0ad398a4fdbc38d3185b50798
com.google.apis	google-api-services-vision	v1-rev380-1.21.0		e6a65a71293e78a7192ef6c701dff1faa23bb1aa
com.google.apis	google-api-services-vision	v1-rev380-1.22.0		163a23840e01a85f7e8d4c8dfd4b0f3e6d16d864
com.google.apis	google-api-services-vision	v1-rev380-1.23.0		c497b4208372814fbf221d36c31c307d34f31618
com.google.apis	google-api-services-vision	v1-rev382-1.18.0-rc		a1c17fe836f01975fe8b05ed67cb69a9b8aac7bf
com.google.apis	google-api-services-vision	v1-rev382-1.21.0		1d7e6ff99bd02aed2b58dc539135146ccdd6ded5
com.google.apis	google-api-services-vision	v1-rev382-1.22.0		a3c281b781cd1db7f27cbe22a5d6ddfa295a0715
com.google.apis	google-api-services-vision	v1-rev382-1.23.0		1fe40738bbb72c36e9d2b22fb152b8a27586d2e1
com.google.apis	google-api-services-vision	v1-rev384-1.18.0-rc		f72c0cad7ed5cb4f059cf1391ce3613e58f98d73
com.google.apis	google-api-services-vision	v1-rev384-1.21.0		2fe816a3b30b579278fcb4565de8094ac313c63b
com.google.apis	google-api-services-vision	v1-rev384-1.22.0		77ca2dffe17596f3ca9277f1dae00c52fdf521f2
com.google.apis	google-api-services-vision	v1-rev384-1.23.0		4e31ae6a4262545b170b28cfeb06ae5e397cb9b1
com.google.apis	google-api-services-vision	v1-rev385-1.18.0-rc		af6c26ccaceb9a6a164d7a2a6a1a8ed49f4ca9b5
com.google.apis	google-api-services-vision	v1-rev385-1.21.0		fc886c0a500e2a9793d48798f92727d3efc5fee3
com.google.apis	google-api-services-vision	v1-rev385-1.22.0		873c891f086f28ef021865efff38713fecedc0eb
com.google.apis	google-api-services-vision	v1-rev385-1.23.0		56e6673894b18c1fa2813cb79cecee686fdd8e58
com.google.apis	google-api-services-vision	v1-rev386-1.18.0-rc		3d5e490ce9a497b89a731fe8f61143a385b9d06e
com.google.apis	google-api-services-vision	v1-rev386-1.21.0		835c455e026b8b451a48a5b13e9480d3342a79a6
com.google.apis	google-api-services-vision	v1-rev386-1.22.0		e2baeff789f55a7d5a2ab5a51d58a3cd2c4c3599
com.google.apis	google-api-services-vision	v1-rev386-1.23.0		3ad67543e326dc201601b36e064bccd43e251093
com.google.apis	google-api-services-vision	v1-rev387-1.18.0-rc		67502f01f316c3c8942147371b901852a6a5d622
com.google.apis	google-api-services-vision	v1-rev387-1.21.0		046d859aff98ab2c6097f986cf5042a9d4a04fc1
com.google.apis	google-api-services-vision	v1-rev387-1.22.0		ad964ada83978253151689bbaf7e540d42f3d5a6
com.google.apis	google-api-services-vision	v1-rev387-1.23.0		13440fbc922efb0b5974d904d0cefe69de8b0946
com.google.apis	google-api-services-vision	v1-rev388-1.18.0-rc		2a2c3888d99c408d7cb20d06a8807ef4aecb53ee
com.google.apis	google-api-services-vision	v1-rev388-1.22.0		645beb9aa3fc585139d7e9f29e367adecea0a0db
com.google.apis	google-api-services-vision	v1-rev388-1.23.0		df9a222b87461d3a1fc58c0b91ffbc28ee31fd6e
com.google.apis	google-api-services-vision	v1-rev388-1.24.1		fa0dfbc0f7bf2446e083afe9eca1e4ca12da6143
com.google.apis	google-api-services-vision	v1-rev389-1.18.0-rc		de66ce854697d6c81fc882db23b91bd97d8b8783
com.google.apis	google-api-services-vision	v1-rev389-1.22.0		a8fa49b4784ce87f4da23a85c52d36b954aaa32a
com.google.apis	google-api-services-vision	v1-rev389-1.23.0		98e5b42ce2b5c4c08ecc9385df9eba8465f9bcda
com.google.apis	google-api-services-vision	v1-rev389-1.24.1		921349497f909aee8db6860fbc0b768667ea66eb
com.google.apis	google-api-services-vision	v1-rev390-1.18.0-rc		5aead055a2e70615609f9d1b0b682beee0dd2fb7
com.google.apis	google-api-services-vision	v1-rev390-1.22.0		048c895bb08be1704604040d0f396fc59cbe7c22
com.google.apis	google-api-services-vision	v1-rev390-1.23.0		47f7a6148f1510c1da7fc9a185295209887cb48f
com.google.apis	google-api-services-vision	v1-rev390-1.24.1		5bccd25951a35fc6b32e67d926234ef0166f9842
com.google.apis	google-api-services-vision	v1-rev391-1.18.0-rc		9525b431d59881e86829eb7c24a40c1937c55ad0
com.google.apis	google-api-services-vision	v1-rev391-1.22.0		c855300bf07e9191d9c6adadb11968ac3d9e7fe2
com.google.apis	google-api-services-vision	v1-rev391-1.23.0		424263019275217daad980266ed6fdc5df32487e
com.google.apis	google-api-services-vision	v1-rev391-1.24.1		908fcc4b5b68bd0641a4a48efb3b301b960b87b3
com.google.apis	google-api-services-vision	v1-rev392-1.22.0		d2b0cf18051ecd46f17aa6bfd7267aeb476462c1
com.google.apis	google-api-services-vision	v1-rev392-1.23.0		66fe579d110cccf3202a7e7008f7d8a153d9349f
com.google.apis	google-api-services-vision	v1-rev392-1.24.1		89e45d3ac293dfd97952b9ac04d76431ffb5cff8
com.google.apis	google-api-services-vision	v1-rev392-1.25.0		30adc6365298eb71c79ca2b6389244f6cb095670
com.google.apis	google-api-services-vision	v1-rev393-1.18.0-rc		52a95440d7eddbbe6fd4a4ba84c88d96caf40381
com.google.apis	google-api-services-vision	v1-rev393-1.22.0		4fe32eb0347e8ab8a4832680edca83469f8214da
com.google.apis	google-api-services-vision	v1-rev393-1.23.0		f64724e14f2c81bf656c2bc459c412da8e6f5ae1
com.google.apis	google-api-services-vision	v1-rev393-1.24.1		791da84a3f670acbeac48cdd26cf114e52c391e7
com.google.apis	google-api-services-vision	v1-rev393-1.25.0		54894bb7c2a97fb205ec47cfd6b99e78f647ac62
com.google.apis	google-api-services-vision	v1-rev394-1.18.0-rc		8535c6d17f185a1f24d1a7c85385e21104c7e637
com.google.apis	google-api-services-vision	v1-rev394-1.22.0		72c2a17e441e9beedc89a742f4e134a796902942
com.google.apis	google-api-services-vision	v1-rev394-1.23.0		9a70286179e5f3038dbfdb5630b897d86d051dcb
com.google.apis	google-api-services-vision	v1-rev394-1.24.1		cfc00924bff070126e0cbae86cc808ec97b5a07c
com.google.apis	google-api-services-vision	v1-rev394-1.25.0		576b7835a45c727f5f2943dcd04413bef5786247
com.google.apis	google-api-services-vision	v1-rev395-1.18.0-rc		fbdcc151f0c64185133eb9cc77ce950c6cdd35f7
com.google.apis	google-api-services-vision	v1-rev395-1.22.0		d093b6d73c9437d89755717a4a99cb8587281e67
com.google.apis	google-api-services-vision	v1-rev395-1.23.0		554c50a9357b47f887eac0df5fd363341ee213b7
com.google.apis	google-api-services-vision	v1-rev395-1.24.1		a25a2f8828afcd92c56b5bbd896b5792996996e5
com.google.apis	google-api-services-vision	v1-rev395-1.25.0		3c123cfcc71f4c70fb79f60f23aebf1943aebab1
com.google.apis	google-api-services-vision	v1-rev396-1.18.0-rc		b10545283c353fadbdff6994df754bc59f42d110
com.google.apis	google-api-services-vision	v1-rev396-1.22.0		ea66da6483c134a689e92e9a8ae1aa9f9190d2da
com.google.apis	google-api-services-vision	v1-rev396-1.23.0		6a6996b9c5c2aad5678efd2fc5350873d62a6193
com.google.apis	google-api-services-vision	v1-rev396-1.24.1		43869f1c9267fc8ec28198330a7a007d97b912ed
com.google.apis	google-api-services-vision	v1-rev396-1.25.0		5f7c1109c98ba8e57dde591a2f5be6c6cd66c147
com.google.apis	google-api-services-vision	v1-rev397-1.18.0-rc		9f142ac2b9c5c81f0553891ccf64a81ab742e4ac
com.google.apis	google-api-services-vision	v1-rev397-1.22.0		7abf665a791b32bf374f038166754d474cf1adc8
com.google.apis	google-api-services-vision	v1-rev397-1.23.0		ed67202087b10945b217cbe27901db9a5cd19b77
com.google.apis	google-api-services-vision	v1-rev397-1.24.1		d90fbd32a92ed842536587537622a5f93412c6c2
com.google.apis	google-api-services-vision	v1-rev397-1.25.0		d3a7af20763cd0bddb05bf87dd6777cf8fa9dff8
com.google.apis	google-api-services-vision	v1-rev398-1.18.0-rc		30b20e48cdbf71884684956b9195d61cedf22b92
com.google.apis	google-api-services-vision	v1-rev398-1.22.0		07702e5c35550bff4f166b535b6698527a04b7ea
com.google.apis	google-api-services-vision	v1-rev398-1.23.0		290e894543f703a311a45cf36d718d3726a05a05
com.google.apis	google-api-services-vision	v1-rev398-1.24.1		54525ba407c7990728ea0a99d7193533636f849d
com.google.apis	google-api-services-vision	v1-rev398-1.25.0		5e27be25027c94c6d22f97d3e67b5fb6ed5f33c0
com.google.apis	google-api-services-vision	v1-rev399-1.18.0-rc		c98263d1a4318ae9112686ccfa90eac3d64c3d8d
com.google.apis	google-api-services-vision	v1-rev399-1.22.0		72a2b2cd39138c2f0dfff9e0bf2cd4925d54915c
com.google.apis	google-api-services-vision	v1-rev399-1.23.0		0d650ee680fae681b9c01695cbc1ee993ed3cc34
com.google.apis	google-api-services-vision	v1-rev399-1.24.1		18f55b6f6ec44a1ec45ea62bb1d94815353a75c7
com.google.apis	google-api-services-vision	v1-rev399-1.25.0		d49c7f81359ccb12178b75c7d98bcd3d6312406b
com.google.apis	google-api-services-vision	v1-rev4-1.18.0-rc		adf97030ee02dd6dbbcc9402f79ed44e2f627654
com.google.apis	google-api-services-vision	v1-rev4-1.19.1		a76dd7c9b13db40a83ce7240bb785ec5a19236ff
com.google.apis	google-api-services-vision	v1-rev4-1.20.0		ac953999dc5e6e6aac864d2b697e7fd735a444fa
com.google.apis	google-api-services-vision	v1-rev4-1.21.0		f9b727763d849b92fa261b80b58625bca04dd921
com.google.apis	google-api-services-vision	v1-rev400-1.18.0-rc		2103f42e5b39b86376931adc4beb4a2b84c9239e
com.google.apis	google-api-services-vision	v1-rev400-1.22.0		751cf20fdc30d5311c662a0e50b219674d141375
com.google.apis	google-api-services-vision	v1-rev400-1.23.0		49ca42a6b69a8983edd411439d6ccb15344e7141
com.google.apis	google-api-services-vision	v1-rev400-1.24.1		570499dce02721e257cece6f57cc4eb39dd2292c
com.google.apis	google-api-services-vision	v1-rev400-1.25.0		593504a43b805b26d64d09b9cf69f7f16a2ad60b
com.google.apis	google-api-services-vision	v1-rev403-1.18.0-rc		7d0187fe163bbd6bf260f68446a1776c2e954776
com.google.apis	google-api-services-vision	v1-rev403-1.22.0		6d9a1dc216e49a1acbd27eac0abd47e1fe13e1d1
com.google.apis	google-api-services-vision	v1-rev403-1.23.0		418c8b9beaa28e82b68a138d1f7649f6e8b2880e
com.google.apis	google-api-services-vision	v1-rev403-1.24.1		08cbeb5d4fc2dbe578d90b5c751c41bbf7cee55e
com.google.apis	google-api-services-vision	v1-rev403-1.25.0		29f649ecc68eba3e89f1c86f6aa1de66d931aa7a
com.google.apis	google-api-services-vision	v1-rev404-1.18.0-rc		9ee357888ddfdb6e4bcf528cd30a7a2df44461f3
com.google.apis	google-api-services-vision	v1-rev404-1.24.1		cded00035a10938993d5407c294232f5695d684c
com.google.apis	google-api-services-vision	v1-rev404-1.25.0		eba087b4094cd41348d7365bbf5295bee102cc8a
com.google.apis	google-api-services-vision	v1-rev41-1.18.0-rc		4a948284f59fc4b184d661147fa0cac6d92b49ec
com.google.apis	google-api-services-vision	v1-rev41-1.20.0		db83b2d185c7ef4f0975b32449cf06ea602e1a49
com.google.apis	google-api-services-vision	v1-rev41-1.21.0		7806ce67025a87b84b680f2a08dbb49b9e158a0e
com.google.apis	google-api-services-vision	v1-rev41-1.22.0		c851ee9f7099ccf77d9c886fa9c4fcc4597fa445
com.google.apis	google-api-services-vision	v1-rev415-1.18.0-rc		6ce8d478e33ac069557c4dd25cb15dd7abfef52a
com.google.apis	google-api-services-vision	v1-rev415-1.22.0		f4207be9d117a6fd3cc54d23cd6fefd93aa9f976
com.google.apis	google-api-services-vision	v1-rev415-1.23.0		6baa3ae025fe1dec135044923416f1b0ea9bfb4f
com.google.apis	google-api-services-vision	v1-rev415-1.24.1		12bb42bfdae49faaeb92ac3e278a3bacbe7078f2
com.google.apis	google-api-services-vision	v1-rev415-1.25.0		de48baf4c1a36840fc46de2672886c20641d1e4c
com.google.apis	google-api-services-vision	v1-rev416-1.18.0-rc		576ccd37e484f710a840c839c4c66b53e4599026
com.google.apis	google-api-services-vision	v1-rev416-1.22.0		ca1a365a7dfa7f682b0502672d6f6f425f404e90
com.google.apis	google-api-services-vision	v1-rev416-1.23.0		9211597ae745993f2bdd58abfe698a6444d78cfa
com.google.apis	google-api-services-vision	v1-rev416-1.24.1		ab5ab71cf4a1267784902b7f92c7def1e7de2397
com.google.apis	google-api-services-vision	v1-rev416-1.25.0		01c5377f380d1cfee2ba10048fc2213b9d0a966a
com.google.apis	google-api-services-vision	v1-rev417-1.18.0-rc		6566f2cbce7771b8de690bc0e5343b368a48f428
com.google.apis	google-api-services-vision	v1-rev417-1.22.0		f9b097d3448053399d5613033c63f5954ee45d44
com.google.apis	google-api-services-vision	v1-rev417-1.23.0		fcafe4729f10424035211b7dffee9df73897227e
com.google.apis	google-api-services-vision	v1-rev417-1.24.1		35fe4e788f88eb86cc49048c41e2870c92096c2d
com.google.apis	google-api-services-vision	v1-rev417-1.25.0		fd7e5d47086cf925f9f32dab46266ea596383981
com.google.apis	google-api-services-vision	v1-rev418-1.18.0-rc		9bad35161b8bbf1644e7ff32a4b2aca12be42644
com.google.apis	google-api-services-vision	v1-rev418-1.22.0		19acffb07698d2386a00dae33f51bab45f795293
com.google.apis	google-api-services-vision	v1-rev418-1.23.0		36dc8a76e4222939ed5b027a875ec84652b510bb
com.google.apis	google-api-services-vision	v1-rev418-1.24.1		c378619094ab3bf87a683a74e375a0b5d57d938b
com.google.apis	google-api-services-vision	v1-rev418-1.25.0		5bd20da50437110c555b29fc0b6562c81c6acada
com.google.apis	google-api-services-vision	v1-rev419-1.18.0-rc		213cd32f33a920250e26a76c36e28c9c50cc789a
com.google.apis	google-api-services-vision	v1-rev419-1.22.0		27454edb40db2f87a1523c7a1e82bfcedf30dab6
com.google.apis	google-api-services-vision	v1-rev419-1.23.0		4b1b5034e3a735174edac7bf8975ce6ab267e9f5
com.google.apis	google-api-services-vision	v1-rev419-1.24.1		7b6d3bbad8343945b6347a934718feddfb6b905e
com.google.apis	google-api-services-vision	v1-rev419-1.25.0		181b1895bba6acb9a04ee72ea44745936680a7f8
com.google.apis	google-api-services-vision	v1-rev420-1.18.0-rc		0fdc5023f5eba4395c7d80d2fa723bf90125369a
com.google.apis	google-api-services-vision	v1-rev420-1.22.0		6685a1a9089172ab87935c95836d7d7522d83a32
com.google.apis	google-api-services-vision	v1-rev420-1.23.0		0f74a471655b5dbf8a79ec7d37da9414f7432d16
