at.released.cassettes	cassettes-common-xdg-linuxarm64	0.1-alpha01		N/A
org.openjfx	javafx-web	15-ea+1	win	379442af24d8b9a4874e134cd63b976c381a42cd
org.openjfx	javafx-web	15-ea+2		96168ede2ad9db03ba72fbe345984b32d365d5e7
org.openjfx	javafx-web	15-ea+2	linux	20c50ef50f03c8ff8e187b4dfc0b5856aad6e0e2
org.openjfx	javafx-web	15-ea+2	mac	0c5de2ed2177b5eb4306a10fbbbee6ce47889049
org.openjfx	javafx-web	15-ea+2	win	7a1694a2fb4fc2fe661953752901db1e3f46f800
org.openjfx	javafx-web	15-ea+3		c7c70bea5e7395c44c0ff6825580034abb5f3899
org.openjfx	javafx-web	15-ea+3	linux	e60f6913f990b64733dde8f7af2a74987d145ae7
org.openjfx	javafx-web	15-ea+3	mac	00b9752a27a295d4fc460b42887c4f6e3700164a
org.openjfx	javafx-web	15-ea+3	win	1c8f559d11747cec198de98ac99b21fca28b4e79
org.openjfx	javafx-web	15-ea+4		8407438745bd5eb3659104e8b55e857b319dbe45
org.openjfx	javafx-web	15-ea+4	linux	a59a9ce0a976f6d0c5d991d1dd17421b240cbe8a
org.openjfx	javafx-web	15-ea+4	mac	c377424c711f05cf804c73ab9acb574cd432c724
org.openjfx	javafx-web	15-ea+4	win	38a1fbb2ae8d9834296739aed1e2688cf3eb8e8f
org.openjfx	javafx-web	15-ea+5		3d1769ec59ba4cfa5816a9479e66fc46acfe10d2
org.openjfx	javafx-web	15-ea+5	linux	5796ea8ec04faafae5603ecb4d5459c292b20753
org.openjfx	javafx-web	15-ea+5	mac	8f3fa9a50790472c1063ddeb60b464ed00e8cddd
org.openjfx	javafx-web	15-ea+5	win	8faec59797d914c7e83542a05642358e7a560098
org.openjfx	javafx-web	15-ea+6		d9bb02c54ee904ba7f2801216b96100670dd3ce6
org.openjfx	javafx-web	15-ea+6	linux	e88838890e77207e0955756b8922d87b250784a2
org.openjfx	javafx-web	15-ea+6	mac	3e9bd3b1d55411639730a056240596dbc3433cd3
org.openjfx	javafx-web	15-ea+6	win	7ee0c34b7da4365a06c4abf29c8fcce0df22dc03
org.openjfx	javafx-web	15-ea+7		7381869a4d243282c7d6836b07ddcb6d84523fae
org.openjfx	javafx-web	15-ea+7	linux	75a44e498a8f3aa017017ef1ee9c799d41917cd5
org.openjfx	javafx-web	15-ea+7	mac	60b3ce09ca1b40c2917b6d11c5549d62bd0da937
org.openjfx	javafx-web	15-ea+7	win	a5b16e9a753382290030ba8118d26153798ff58d
org.openjfx	javafx-web	15-ea+8		697b32b9c2eb70af76766e498bede7735c642ca8
org.openjfx	javafx-web	15-ea+8	linux	eee0708353d81ad4205edbe22e81543506dbdf09
org.openjfx	javafx-web	15-ea+8	mac	f4e78ac3e752344a65fe5a80e380ba0c8f8dda0d
org.openjfx	javafx-web	15-ea+8	win	13b01f13d8ca2b4681f3aa49d8efe439407afab1
org.openjfx	javafx-web	15.0.1		db8bc9801f2e0fcfbf95e6f1ee9f3f69a954003b
org.openjfx	javafx-web	15.0.1	linux	211583455284271f9dafce929a0051436bc35db2
org.openjfx	javafx-web	15.0.1	mac	588cc1415c506b4f98fa6fc82ce03b4a0b3cd2ce
org.openjfx	javafx-web	15.0.1	win	7a5542ec3867780d6f1a927a79c04a2d6116a385
org.openjfx	javafx-web	16		7a77639dd9dc493361acaca2810128292f96b3d2
org.openjfx	javafx-web	16	linux	522f626e1798a7d589d9b187ca5c74c5c2f8a0ee
org.openjfx	javafx-web	16	mac	32b0e13b649ea828e7d185187f178680cc04e564
org.openjfx	javafx-web	16	win	d2f80089a4ae1629a5ec14637abf4f6d70b96dab
org.openjfx	javafx-web	16-ea+1		b48a74a822d0693b238b1eaaea0c182761b7ea8e
org.openjfx	javafx-web	16-ea+1	linux	8249d23acb5c7b94f279d0060466ea3189b00527
org.openjfx	javafx-web	16-ea+1	mac	f0922d33c584e63102325f0f1ede131660e442c7
org.openjfx	javafx-web	16-ea+1	win	63302f01cb6b98dec4dca7778e2f3ef38daff7ef
org.openjfx	javafx-web	16-ea+2		7b6e72a93abe15ad5e20e79483a084dc6d2993f3
org.openjfx	javafx-web	16-ea+2	linux	feedfa41d237f6fedd9a9578e5471bd0a882861f
org.openjfx	javafx-web	16-ea+2	mac	bbd8b7fe0ae5dfcb9de12ec730cbfdcdabe385f6
org.openjfx	javafx-web	16-ea+2	win	234c01b80917e212c819e3ff6090443825484f21
org.openjfx	javafx-web	16-ea+3		6fdc7741177fba76fd4464f1672aa563404319b3
org.openjfx	javafx-web	16-ea+3	linux	3370308675c652346ede4085592ecc76c8d9f4c6
org.openjfx	javafx-web	16-ea+3	mac	823d86b8ebf18946c55e3e004422ef335f522cab
org.openjfx	javafx-web	16-ea+3	win	425a46a9c0d88a02fce285d7c5d8b2e79a5cca75
org.openjfx	javafx-web	16-ea+4		ae8dbabfd1c08b58ccf08c8d4f59c2b9e37026a5
org.openjfx	javafx-web	16-ea+4	linux	599e101a48751580a932afe0857efd6f86b28611
org.openjfx	javafx-web	16-ea+4	mac	6ce9aea552515aae4ec126cdc9118b9c0bdc0238
org.openjfx	javafx-web	16-ea+4	win	f187ef82f594e7d981ae717b4399c9468572707f
org.openjfx	javafx-web	16-ea+5		865e9fbacb5e766bf1db428ec05e53815adce9d2
org.openjfx	javafx-web	16-ea+5	linux	80312cbaa0730e636e1bd5089e32e7998ab19c02
org.openjfx	javafx-web	16-ea+5	mac	6dff3ced94c6049f3b002f52bb250ce02ac6e0b1
org.openjfx	javafx-web	16-ea+5	win	1fabbe0daa2b652b67a1453e8d08c6b2cc42dded
org.openjfx	javafx-web	16-ea+6		db9815bc35fdea3030c6d619ae3352fdb669abce
org.openjfx	javafx-web	16-ea+6	linux	e8820861fe4ee7014cc7d45216473243e95eb3b3
org.openjfx	javafx-web	16-ea+6	mac	48236bc7778b71729105a82b2364ae3370044621
org.openjfx	javafx-web	16-ea+6	win	db04789434c0390aa192e647042b4f947632c9f6
org.openjfx	javafx-web	16-ea+7		5bb00f5bd83f77a2bca4e08e9761c526fff8316f
org.openjfx	javafx-web	16-ea+7	linux	4aa42f5be456144e99aaa4bb020ea43d14a0d180
org.openjfx	javafx-web	16-ea+7	mac	f9edd420145dc0824cdf6f524fa81b87c03f546a
org.openjfx	javafx-web	16-ea+7	win	6459f4ef9b2a06b12f5479338a9a742fea12b208
org.openjfx	javafx-web	17		e0533d93e200a8cb44e5db998834b4f69f3149cf
org.openjfx	javafx-web	17	linux	bbd71beaf561b72f0d3eb6268d3114573b7799c3
org.openjfx	javafx-web	17	linux-aarch64	3cd86d9593e63ce7cbd5f9b5a09f8dcc0bbd7fdb
org.openjfx	javafx-web	17	linux-aarch64-monocle	904d87bf941c2f370c6549bd8160afd8b4cac649
org.openjfx	javafx-web	17	linux-arm32-monocle	48889c3fd3e67ffb19324bd5f51b61a86ee86c4a
org.openjfx	javafx-web	17	linux-monocle	d778d5bcf2d8c9b55427da59da27d33d6a2981ca
org.openjfx	javafx-web	17	mac	bf188c003e54ffb4cff6a9be7ce437fa269964fe
org.openjfx	javafx-web	17	mac-aarch64	a9408d443fa95cd3e2b1f170a3abeaace33d3af5
org.openjfx	javafx-web	17	mac-aarch64-monocle	26542db14fd8750c10db7a014a4bedb5a40e7467
org.openjfx	javafx-web	17	mac-monocle	aceaf1c0d708621e9d855a8c123d4531faba24d1
org.openjfx	javafx-web	17	win	be4a308dbcc947af2a9d9c42a72fd7f6d0ba77b9
org.openjfx	javafx-web	17	win-monocle	cad5a4a6332547cfa13d5f76aa2c6044594bff55
org.openjfx	javafx-web	17	win-x86	3d93e1801c720747d4551de26ef5869ff9eacabc
org.openjfx	javafx-web	17	win-x86-monocle	ba0a1722ba0185d05afe538431615a78d0d698eb
org.openjfx	javafx-web	17-ea+11		04b77c8a17b31da8e71aa3f57d86a7d318d31629
org.openjfx	javafx-web	17-ea+11	linux	f00622363bee136bc4afc4673cdd8a7fa3c37511
org.openjfx	javafx-web	17-ea+11	linux-aarch64	0075a3256734f32da9a198f21ae41337c07b04e2
org.openjfx	javafx-web	17-ea+11	linux-aarch64-monocle	f3d78933869e16fbd59a3acb776f1027612eb5c5
org.openjfx	javafx-web	17-ea+11	linux-monocle	f00622363bee136bc4afc4673cdd8a7fa3c37511
org.openjfx	javafx-web	17-ea+11	mac	1981763c51b567a4945d152aa4a420e770e6d350
org.openjfx	javafx-web	17-ea+11	mac-aarch64	4d26f6f2cb581794954471bd02af490f5f5d766a
org.openjfx	javafx-web	17-ea+11	mac-aarch64-monocle	8439ef61e309dbb69839e87c13c84112f69efb22
org.openjfx	javafx-web	17-ea+11	mac-monocle	d86997f8c2ae92825ae45c4416298734faf1686b
org.openjfx	javafx-web	17-ea+11	win	b00c8ba1feecc5ac841d7ee1fc04eabecf559fdb
org.openjfx	javafx-web	17-ea+11	win-monocle	b00c8ba1feecc5ac841d7ee1fc04eabecf559fdb
org.openjfx	javafx-web	17-ea+11	win-x86	c5eec701ed9ea63e99c65fdb475cdc3ff29afe67
org.openjfx	javafx-web	17-ea+11	win-x86-monocle	8c4b89e55e71ed925f5f170e09842ea6b1d7e358
org.openjfx	javafx-web	17-ea+12		fa2083ba9b942b7f4b4c14abbbb9521bebe1e2ac
org.openjfx	javafx-web	17-ea+12	linux	4fc9c5746dc9edb08a8db1454ac44e032b7a7df4
org.openjfx	javafx-web	17-ea+12	linux-aarch64	3e035976b5a9798c7cb722b8ee6e10bbe1999086
org.openjfx	javafx-web	17-ea+12	linux-aarch64-monocle	dd202abbc208d6e89a80273d9819a5f4234c5889
org.openjfx	javafx-web	17-ea+12	linux-monocle	341ec74d2917e8a73607248e99bf963bc05b3033
org.openjfx	javafx-web	17-ea+12	mac	c5e8547a833167febe35b126fed9daed0071a10b
org.openjfx	javafx-web	17-ea+12	mac-aarch64	eff6dafbdc47e1eeaad16ec8bce486f64bf4a678
org.openjfx	javafx-web	17-ea+12	mac-aarch64-monocle	5cbc10c04a95238196013b3cc3dfcb8ad38e4e09
org.openjfx	javafx-web	17-ea+12	mac-monocle	61d8d5e0c829747a05264251268cd2f07f3fab14
org.openjfx	javafx-web	17-ea+12	win	54e71800ec84b0ce285ca8752e3f6f4b6a465b16
org.openjfx	javafx-web	17-ea+12	win-monocle	120a623457cc0b98be283a152ca922ea58382c75
org.openjfx	javafx-web	17-ea+12	win-x86	0027230524eccc63da448978a52acc382dfd2182
org.openjfx	javafx-web	17-ea+12	win-x86-monocle	3780ebd436fc78cd01955612fdfb4923b9521344
org.openjfx	javafx-web	17-ea+13		5dbbb7aec9db8c00a34aa52f94570fe710b574f4
org.openjfx	javafx-web	17-ea+13	linux	32e9828b3435f3a5dc6980ab427cf6fd5528f1fb
org.openjfx	javafx-web	17-ea+13	linux-aarch64	2f0d88c6d65d626509c27fd655e430e392c72bef
org.openjfx	javafx-web	17-ea+13	linux-aarch64-monocle	0419119d3f64bc0c0deb6c13cd6adf1b31f9627e
org.openjfx	javafx-web	17-ea+13	linux-monocle	15334d0aaf74e40f7c3b8f2d57ac33a5f188b5d9
org.openjfx	javafx-web	17-ea+13	mac	1384b997ed31454dda3c508db0b3ae14d0d7be9f
org.openjfx	javafx-web	17-ea+13	mac-aarch64	1fc5f5152fac756c596b762cf98eaeccc6aa03b7
org.openjfx	javafx-web	17-ea+13	mac-aarch64-monocle	ae5814c1bd5d902be1243e337454f7a08db4c3eb
org.openjfx	javafx-web	17-ea+13	mac-monocle	7d8f7cbdc98eccd50510ba59fe931b0c209ce16d
org.openjfx	javafx-web	17-ea+13	win	a4ddbf1ef6cb75b9fc047a23232eb5db86b472bb
org.openjfx	javafx-web	17-ea+13	win-monocle	c002974ed5bc89cc1ea6f03b0dca37d5d03a899e
org.openjfx	javafx-web	17-ea+13	win-x86	9789d9f747b0febde5977a44f06b662d9305711b
org.openjfx	javafx-web	17-ea+13	win-x86-monocle	5593f3645ffe721b64d4bc0fce9f64f51f21668b
org.openjfx	javafx-web	17-ea+14		83544331bd194e947f38f0e1036c860eebac4623
org.openjfx	javafx-web	17-ea+14	linux	5df74cdfe68704852f2bf776e047468b20f5daaa
org.openjfx	javafx-web	17-ea+14	linux-aarch64	eecd093e5215aa4a094da7b3ef8477bf8b8e110e
org.openjfx	javafx-web	17-ea+14	linux-aarch64-monocle	1c52c73b4ab9bdeb8d41e5b04328326b315e6efd
org.openjfx	javafx-web	17-ea+14	linux-monocle	24cc155e3633b0f72cd366eac073ed3973fdea1f
org.openjfx	javafx-web	17-ea+14	mac	d442f2215b1e88a3557f89b24cc0a8ee0b13ba9d
org.openjfx	javafx-web	17-ea+14	mac-aarch64	19593583a3a3a1e3c94b2cea40aa2a504b89ea3a
org.openjfx	javafx-web	17-ea+14	mac-aarch64-monocle	553a53a235b6ff4278942b6f3e25dc7084441126
org.openjfx	javafx-web	17-ea+14	mac-monocle	1c124a6a03406c9c00c58fa29e3c1ee08a754890
org.openjfx	javafx-web	17-ea+14	win	bbc793417da30ef25e1fe069a3a0a58d24c880a5
org.openjfx	javafx-web	17-ea+14	win-monocle	47e1d1b763cd90d2497ee06c737e7b5ec5067f89
org.openjfx	javafx-web	17-ea+14	win-x86	ff6efe179fe1913da4e3b8a1a050b19cc9ac4a63
org.openjfx	javafx-web	17-ea+14	win-x86-monocle	1ae274fb19e4df101e5b1efa149265ede5419801
org.openjfx	javafx-web	17-ea+15		f958ab3bfdc9e7a8947f24c057c3f1f9e4144e73
org.openjfx	javafx-web	17-ea+15	linux	a64bb16f16d735c8218738d3de8dca3c603c00d2
org.openjfx	javafx-web	17-ea+15	linux-aarch64	75b7a8cd1785cef9edd77a75e40665aa754442a1
org.openjfx	javafx-web	17-ea+15	linux-aarch64-monocle	8173159a87e62e4b06b65d2a2135d8f7d69af6ca
org.openjfx	javafx-web	17-ea+15	linux-monocle	7027ea6d83a6f533a5d24765c15b27739b717f58
org.openjfx	javafx-web	17-ea+15	mac	3f2b98387ec2f2edd66bcb440c9e7c14581ed2f7
org.openjfx	javafx-web	17-ea+15	mac-aarch64	56cbe15b132b97491903fe76816e084dc616181c
org.openjfx	javafx-web	17-ea+15	mac-aarch64-monocle	e128959a80fb5191f79c78fca5a2b3d6f30856c4
org.openjfx	javafx-web	17-ea+15	mac-monocle	2638dd2a66065af1be1ec8e4aa71a9b48a9c38a9
org.openjfx	javafx-web	17-ea+15	win	d4ff0366602046631479adda3de12650972e268c
org.openjfx	javafx-web	17-ea+15	win-monocle	5a7a172c67ef66a341b5ab0cf1ea369ad3723a4a
org.openjfx	javafx-web	17-ea+15	win-x86	44d4926579a57ec32addba261fa10d1805e27578
org.openjfx	javafx-web	17-ea+15	win-x86-monocle	60850b111567ac56555ccd8c8cf89f96a68c1f4a
org.openjfx	javafx-web	17-ea+16		b4dc4b711dff35d42f05a4e65fe319bd6805ee98
org.openjfx	javafx-web	17-ea+16	linux	70f2e10aacaf1be2aeda10c35932eea87ce1a3f3
org.openjfx	javafx-web	17-ea+16	linux-aarch64	9ca03cb87b42ce72cbc73527680aecd7ce4f7d6c
org.openjfx	javafx-web	17-ea+16	mac	f4460825bf49beb27310b5ce1d74d432558d8b93
org.openjfx	javafx-web	17-ea+16	mac-aarch64	25bd5443985b29125b97e4360e24ec324711d379
org.openjfx	javafx-web	17-ea+16	win	fca020bcc928f172c6b2466b3ce44bcd4599c8fe
org.openjfx	javafx-web	17-ea+16	win-x86	ed16861735118456810ab3110cd1a972996c4492
org.openjfx	javafx-web	17-ea+17		5c80ba9333bb8d0963fdd756f4503dc103ffd287
org.openjfx	javafx-web	17-ea+17	linux	a502ea2af96bec4ccf8d1e4ff6d4bb03a691b6a9
org.openjfx	javafx-web	17-ea+17	linux-aarch64	af4b8952521a3552b74624d31e967fc17669101c
org.openjfx	javafx-web	17-ea+17	linux-aarch64-monocle	e39c71facb59e5f062fe2b8a393fefe1795be8d8
org.openjfx	javafx-web	17-ea+17	linux-monocle	d65cd6cecf48684afcadf83407bbf447fdd22f5d
org.openjfx	javafx-web	17-ea+17	mac	268c305b2d3041578cd8aa3dffb744553459d1ac
org.openjfx	javafx-web	17-ea+17	mac-aarch64	dd6cff3d0c6880b4249f5a286a5bcb4a135344ab
org.openjfx	javafx-web	17-ea+17	mac-aarch64-monocle	25530f7b6f89122dea718163709c041b3ce6496f
org.openjfx	javafx-web	17-ea+17	mac-monocle	62a6222a0b905d48897971515bb7719c555481af
org.openjfx	javafx-web	17-ea+17	win	c4ab5ee95133a7b52e3674e61a76fc6300809587
org.openjfx	javafx-web	17-ea+17	win-monocle	0fd2973d0abc5ef8b144ace8974913050179dc06
org.openjfx	javafx-web	17-ea+17	win-x86	6c894b0cda6e7f2ed825eb66aba9413b88fcc2f2
org.openjfx	javafx-web	17-ea+17	win-x86-monocle	de33de135cf8f9c22d938097bd8e8695e2552158
org.openjfx	javafx-web	17-ea+18		48cebdb31d8558d49612fa11c3f2daad3b07073d
org.openjfx	javafx-web	17-ea+18	linux	3d898da9c09ff7be4f87e43df4147e8cdfac62ca
org.openjfx	javafx-web	17-ea+18	linux-aarch64	0a664afea6270f545a0c8c326c8b36a6bbaf6726
org.openjfx	javafx-web	17-ea+18	linux-aarch64-monocle	898dc51433139ffda12b76171b9b9436e295e2d0
org.openjfx	javafx-web	17-ea+18	linux-arm32-monocle	fe013d90b2f7231c744a0c98ce251f9964602b3f
org.openjfx	javafx-web	17-ea+18	linux-monocle	d2b923f78d2093ddda5d61e4983451809bce107b
org.openjfx	javafx-web	17-ea+18	mac	84949d2be7910d07c94ce1d64a629ab2ba696262
org.openjfx	javafx-web	17-ea+18	mac-aarch64	0f26559abddf828bcdc4d1b86223a3246dce59af
org.openjfx	javafx-web	17-ea+18	mac-aarch64-monocle	904e348929d12571fd559bb8ce01c5519ddb8f34
org.openjfx	javafx-web	17-ea+18	mac-monocle	161c0f97e2a194cb28f017c004083a6889ce8e61
org.openjfx	javafx-web	17-ea+18	win	7484c44c94b28cd1ae1eff96257130b22a3d2fbc
org.openjfx	javafx-web	17-ea+18	win-monocle	271f33df31d96dd718f4124d451202682c3a66c7
org.openjfx	javafx-web	17-ea+18	win-x86	d88f525f02cb1d7ee4ecddaa7d41c0bddd8790f1
org.openjfx	javafx-web	17-ea+18	win-x86-monocle	6fe230690f3fd296429b7ceb4c44043ebe29ff6e
org.openjfx	javafx-web	17-ea+2		3be6dd66b0869b010b8aed9a414fcf1e5ba0a6bd
org.openjfx	javafx-web	17-ea+2	linux	cb7fcb713fb151e5c6931d596d6f9c8a7680c61a
org.openjfx	javafx-web	17-ea+2	mac	c965b072e620ee5ddcddd2d3cbf338cce054fbec
org.openjfx	javafx-web	17-ea+2	win	d0273640439650108ad9af484210838e7a58ba93
org.openjfx	javafx-web	17-ea+3		a955da869abd79e28c86d72fedc396bbaab1cc08
org.openjfx	javafx-web	17-ea+3	linux	dad2209299c7b643cd4eb00ee9ef78df1880fb8f
org.openjfx	javafx-web	17-ea+3	mac	25aa3d40124b2f9defe21a6fd9009a82d98ce33f
org.openjfx	javafx-web	17-ea+3	win	f9b6a3ff53475f4ebda93d3b62c5695046dd63f7
org.openjfx	javafx-web	17-ea+5		ddb7ffb9d50b8702279a1191d23780648f00af04
org.openjfx	javafx-web	17-ea+5	linux	85c375ee61cb865e307eeab8280c6e9c4bd8aff8
org.openjfx	javafx-web	17-ea+5	mac	01b5237287e60cb4595ee182f88d07d04da63774
org.openjfx	javafx-web	17-ea+5	win	5f484f76d44c04a76a04e0f19e382f5fb6fffdb1
org.openjfx	javafx-web	17-ea+6		6c452828d823ba541e1307b16143a620686da6b2
org.openjfx	javafx-web	17-ea+6	linux	2923f85877c9f9ec48acbffcefcf76f597d78a96
org.openjfx	javafx-web	17-ea+6	mac	c0e8b41880da0f1e4338405fa0f72d6093d1d064
org.openjfx	javafx-web	17-ea+6	win	cc616be15d721f47470ae3edf7b48f4c9c99bd61
org.openjfx	javafx-web	17-ea+7		abe1bc7c701d1031b81de8c0dad3b090c2cb2a62
org.openjfx	javafx-web	17-ea+7	linux	c597cbb6e7a1e94fca018faaa63515b782202a6f
org.openjfx	javafx-web	17-ea+7	mac	7ec103da9b8ec89fea44135791273b89e2a80b5e
org.openjfx	javafx-web	17-ea+7	win	4542e1dffbf4e84704edce67d33731b08f618a98
org.openjfx	javafx-web	17-ea+8		84617269c1ada757518c412b91239ef522fd5c41
org.openjfx	javafx-web	17-ea+8	linux	25ca57dab019ad9e977e1364a0771d1e935e25c6
org.openjfx	javafx-web	17-ea+8	mac	31e83a9c0df39973c21269219dc3994310858915
org.openjfx	javafx-web	17-ea+8	mac-aarch64	648d80ca404fa89ac7b48b376c6c7ba83ad983cc
org.openjfx	javafx-web	17-ea+8	win	114b1caf5d2a2badaea6fed416bdb53cc1759e3b
org.openjfx	javafx-web	17-ea+9		d5d5135494454c823bd581e138c55da46472db25
org.openjfx	javafx-web	17-ea+9	linux	16658e0674aaafa2f80e2534c81768c79699c4df
org.openjfx	javafx-web	17-ea+9	linux-aarch64	7bc6f91e949299d60a2f3a3ef762f4edc8f33b1c
org.openjfx	javafx-web	17-ea+9	linux-aarch64-monocle	980edf58f3b2b0a24317e9c9f1265e1df91c1783
org.openjfx	javafx-web	17-ea+9	linux-monocle	16658e0674aaafa2f80e2534c81768c79699c4df
org.openjfx	javafx-web	17-ea+9	mac	a84842677d181f829ba10f2fb4d9c02727ec7043
org.openjfx	javafx-web	17-ea+9	mac-aarch64	6302a8322862cc5dc10c410c98cb1ba5b0f3871c
org.openjfx	javafx-web	17-ea+9	mac-aarch64-monocle	4ea59eceb5f61984b98c9e127aadb54d7d992f0b
org.openjfx	javafx-web	17-ea+9	mac-monocle	52c5f2e8e35ea6b4d47bd0acc98c49a68b4ee1f7
org.openjfx	javafx-web	17-ea+9	win	39e909a057dfb30c769803c77b64ea50d3fb2b3c
org.openjfx	javafx-web	17-ea+9	win-monocle	39e909a057dfb30c769803c77b64ea50d3fb2b3c
org.openjfx	javafx-web	17-ea+9	win-x86	c240733beac15ec4ea83248e2e1f08078aac3dad
org.openjfx	javafx-web	17-ea+9	win-x86-monocle	26bc8f4e685a8998e0299b8ddcf4489e4bca539e
org.openjfx	javafx-web	17.0.0.1		88da7bd7ffba8a6207439c56264cf80a22a71347
org.openjfx	javafx-web	17.0.0.1	linux	d3ed5066b6bc09c8280c0661ecfadd6f667a2913
org.openjfx	javafx-web	17.0.0.1	linux-aarch64	e9b3d324d7117e473f1223ba7899d877ba9b0e25
org.openjfx	javafx-web	17.0.0.1	linux-aarch64-monocle	d177bd84cba2405f1b459bbaba63f224ef4387bb
org.openjfx	javafx-web	17.0.0.1	linux-arm32-monocle	73cb29b4de668e9d8cdcf43f879d9c8fa85e2cca
org.openjfx	javafx-web	17.0.0.1	linux-monocle	29412df84639783bbca0394f170ac8f402bad888
org.openjfx	javafx-web	17.0.0.1	mac	4c27fba63b9bb4d5ec16def2c970b17b805ec36f
org.openjfx	javafx-web	17.0.0.1	mac-aarch64	b2b046bffabb05835b88159347bdeb8447ded721
org.openjfx	javafx-web	17.0.0.1	mac-aarch64-monocle	92b9c364e62967e904e702f7ae30e49778a2e023
org.openjfx	javafx-web	17.0.0.1	mac-monocle	cdd8b0b7b5cf92d38ef3001b833b4489847d71b1
org.openjfx	javafx-web	17.0.0.1	win	2d9f0b5aa876da8fdb8e29dce9bdc58bd24d955d
org.openjfx	javafx-web	17.0.0.1	win-monocle	35180d13c54b66599ceab24eb050e9794ebf19f5
org.openjfx	javafx-web	17.0.0.1	win-x86	7f657a1fb35adbe65f325ac493b27a81719d196f
org.openjfx	javafx-web	17.0.0.1	win-x86-monocle	0b94ac8efb3d11de97a1875f48ac713f113a2143
org.openjfx	javafx-web	17.0.1		ee66527c55f26af463832736de9058ac419ae277
org.openjfx	javafx-web	17.0.1	linux	4bd8d9cc12aa83b640e4a1be612c5d5ebf5bbdc7
org.openjfx	javafx-web	17.0.1	linux-aarch64	5c59b8ed0a95ede9654f4d1b3bdb1de87543efb2
org.openjfx	javafx-web	17.0.1	linux-aarch64-monocle	9da80b250d33b624e71a98c0fe18d06181847c25
org.openjfx	javafx-web	17.0.1	linux-arm32-monocle	f6b370243cb3866aabaaf70a5a961d5f7c837d78
org.openjfx	javafx-web	17.0.1	linux-monocle	ebeae12c06c1d74be8d4e00b4a697c0afef85ad1
org.openjfx	javafx-web	17.0.1	mac	8f7940d87239d3bd3da7556eb337e6aeb16ddb54
org.openjfx	javafx-web	17.0.1	mac-aarch64	88d442feb5509646de9613efa9137b680d8f38fa
org.openjfx	javafx-web	17.0.1	mac-aarch64-monocle	9771e40f3a0eb601d16c80e4dae45be67ab7fc93
org.openjfx	javafx-web	17.0.1	mac-monocle	d0511d22a062fb43e6ddfd0caf8feb1d68a30251
org.openjfx	javafx-web	17.0.1	win	795e1aee36f4eb1c3d62500de29a3c0caa4f4960
org.openjfx	javafx-web	17.0.1	win-monocle	c6408885e181914399d8f5dd69e2ff05d66aa706
org.openjfx	javafx-web	17.0.1	win-x86	d7b246983e035655dfd8fb270fccef96f22f0a58
org.openjfx	javafx-web	17.0.1	win-x86-monocle	d1d8c7d7e418de5e58b37e177461ad6695d67c4c
org.openjfx	javafx-web	17.0.10		8278fc9f574fe34bbb3b00ef6285d941bb88f758
org.openjfx	javafx-web	17.0.10	linux	b2dd19572288de15daf2e573ff9d237863e3143e
org.openjfx	javafx-web	17.0.10	mac	640ee52692b753c431d123b14993a7fb972d7827
org.openjfx	javafx-web	17.0.10	mac-aarch64	babf20af787b61d576148384eb97697ffb5f2fe9
org.openjfx	javafx-web	17.0.10	win	f448705300476dd8211bb95549b65e13f7a4f369
org.openjfx	javafx-web	17.0.11		c394f022778e28e91e134a3c7ef2f68f70c610bb
org.openjfx	javafx-web	17.0.11	linux	7fcca9a033d77b96611f6c43fe5a4e65f8deb6e7
org.openjfx	javafx-web	17.0.11	mac	beaa1290cda43518a16653f1d79881603c745962
org.openjfx	javafx-web	17.0.11	mac-aarch64	cfccfea914736a5874b523180029aeb847b82ec0
org.openjfx	javafx-web	17.0.11	win	445ffcb9a3e1a72f95ae3d45757a31b81d99261f
org.openjfx	javafx-web	17.0.11-ea+1		cb13233d1bbaac863dd8d87ceb653ed754a6a18e
org.openjfx	javafx-web	17.0.11-ea+1	linux	2414dd111645c96478923d1560b37d80f06ac2ce
org.openjfx	javafx-web	17.0.11-ea+1	mac	c8fc47f763eface34177212f88de51f4c276eb46
org.openjfx	javafx-web	17.0.11-ea+1	mac-aarch64	cbc81721a647de0af85406ba393dd1903bd9561e
org.openjfx	javafx-web	17.0.11-ea+1	win	a26f60ab89ea8df536100e19fe1e749f86b4b862
org.openjfx	javafx-web	17.0.11-ea+2		d08991426692e968c3fd7d0e65956872a8b12149
org.openjfx	javafx-web	17.0.11-ea+2	linux	864a9f3821ff4239cb437c48efda7a3e627de0e9
org.openjfx	javafx-web	17.0.11-ea+2	mac	60b0bcf906d2803bc43711ade5a8a77a24719290
org.openjfx	javafx-web	17.0.11-ea+2	mac-aarch64	e956b44b51446c5edce3a82804481802509205e7
org.openjfx	javafx-web	17.0.11-ea+2	win	c17376ba6de399924645d5a23af64ec2c384b734
org.openjfx	javafx-web	17.0.12		ecc9051653e87c7cb08326e687a6318c5512904e
org.openjfx	javafx-web	17.0.12	linux	30752c6738458c18d355d60b903708e633b6b587
org.openjfx	javafx-web	17.0.12	mac	4aff6519f25d0476bfcb9525ec19095e09b7930b
org.openjfx	javafx-web	17.0.12	mac-aarch64	37d1747a35af777520e7ce38423ede10e2c67ad4
org.openjfx	javafx-web	17.0.12	win	69491f74a353b48d551911bf815b9e3250e7d94b
org.openjfx	javafx-web	17.0.12-ea+1		cabe5bef53a2d8a8561de73f86249ecbb95916f8
