au.com.agiledigital	agile-scrooge-generator_2.10	0.1		fec0af63fee0cae77ca1a0191750592e12e14b6b
com.guicedee.services	json	1.0.17.1-jre8		9443f6d2ab06bf185f9d6d52778d4eff3849e32c
com.guicedee.services	json	1.0.18.0		98aa2b249f330b0ad618434a51f3026ad2657622
com.guicedee.services	json	1.0.18.0-jre14		443851d20c774f585af32d0814f07113512c285c
com.guicedee.services	json	1.0.18.0-jre15		7d80705e2248ce026f236572ea96f005bea912cd
com.guicedee.services	json	1.0.18.0-jre8		a9d809f098cf9834d8e4e7c6ab938aa1608c25e5
com.guicedee.services	json	1.0.18.1		ee5b7299f2cd57da98704d12171eb42b0384931a
com.guicedee.services	json	1.0.18.1-jre14		2764c1e00a75d7c24631dfc82f416c4110a2634a
com.guicedee.services	json	1.0.18.1-jre15		699d0eb7ed84b2c3920a28ee0e1ea90110a44a45
com.guicedee.services	json	1.0.18.1-jre8		b14568343986c26b98d0f122737efb4fcdef89f7
com.guicedee.services	json	1.0.19.0		c7516f21fc45b0bb63600933fde8c466507c2aa0
com.guicedee.services	json	1.0.19.0-jre14		737604371bac398ce2696c58dba97ac8e76718c8
com.guicedee.services	json	1.0.19.0-jre15		16434941a40deae2163356526e6d6d8c888dac97
com.guicedee.services	json	1.0.19.1		e6b8a1c16b6f60585fc5f7a403f08fc7d2d53678
com.guicedee.services	json	1.0.19.1-jre12		2ed9fed2668b59fcad7cb9decc8c0762ebf84eba
com.guicedee.services	json	1.0.19.1-jre13		0aa1f0c84032c443402d1a20a272c5e8a9762a17
com.guicedee.services	json	1.0.19.1-jre14		f6fa37fc523076e59f7494b69c1823d4db66beef
com.guicedee.services	json	1.0.19.1-jre15		42b2c5c4f388d9e8e37a4bcd609e486cfd2382bc
com.guicedee.services	json	1.0.19.1-jre8		cbf11dfd8959ce428b843c9e0cdff60860d039b8
com.guicedee.services	json	1.0.19.10		d798246045b92214ec9bb866b8d928b80fc7a064
com.guicedee.services	json	1.0.19.10-jre12		d58bef40a92ebe7f169fb4d6c83a9a5614346f44
com.guicedee.services	json	1.0.19.10-jre14		fd2cea561328bb6cc3c517ae54cadfe1aa9a538e
com.guicedee.services	json	1.0.19.10-jre15		f7c4d0411e13d05c7bc0a3b8e01415df8e5d12c3
com.guicedee.services	json	1.0.19.10-jre8		e1fe76429c74277953e5b870ecfa5db98ba99ab1
com.guicedee.services	json	1.0.19.11		5bdce2b2b23eb338813578e30d4916b501e17fb8
com.guicedee.services	json	1.0.19.11-jre14		f6f98bbd59d6cbd9510238a65017bf23f2c651d3
com.guicedee.services	json	1.0.19.11-jre8		dd0ae4347e2c3061a8bc852baecda030e7c311db
com.guicedee.services	json	1.0.19.12-jre14		80b31f4f1aacb5abbbcfe65cab5f50013cd23719
com.guicedee.services	json	1.0.19.12-jre8		b89450e9e76a01b4460727b19577e914167e09d9
com.guicedee.services	json	1.0.19.13		b7bb56477dc370b4fa4758ea1410f9ed26613188
com.guicedee.services	json	1.0.19.13-jre14		5ab9e7aa7842f144f6ad52311fe71386fcd6718a
com.guicedee.services	json	1.0.19.13-jre15		35a55423a854af90f1e65fb71be060651df3e727
com.guicedee.services	json	1.0.19.13-jre8		096d2dcc3c20466f94f8449a29ee736340c5e38f
com.guicedee.services	json	1.0.19.2		92808eec60abe093ba9a812fd89bddab946cd35f
com.guicedee.services	json	1.0.19.2-jre13		d022554026d36b235e769f0dd064f4be6468af05
com.guicedee.services	json	1.0.19.2-jre14		22832274cf9c392159a6a86dfb2f3dbc94623efd
com.guicedee.services	json	1.0.19.2-jre15		8745ff2f5747e41255cea1a5c2b7878b71ce099c
com.guicedee.services	json	1.0.19.2-jre8		fa4dd0476953fc271b6f92b452e782eb60044f4c
com.guicedee.services	json	1.0.19.3		75cad71f43ed0ede4c2f83c02862074d7d30fda3
com.guicedee.services	json	1.0.19.3-jre13		2bfe95dce4a89be74a8c23aa2291da2a14050ad1
com.guicedee.services	json	1.0.19.3-jre14		4dd6fdbbe823520ff319e5e059a874979c7fa2d8
com.guicedee.services	json	1.0.19.3-jre15		5535a50f96f97f706fc09ad24a97012357c4b3e5
com.guicedee.services	json	1.0.19.3-jre8		9ead909144ddfde3abf61344823f9fcc2ccfc4f8
com.guicedee.services	json	1.0.19.4		5fe762f804ee6abb321c7ef728d9b98a5af0ce64
com.guicedee.services	json	1.0.19.4-jre14		38ce06fee922cf4f8e26cd66be58691dbf9ecde6
com.guicedee.services	json	1.0.19.4-jre15		717e4bf35261146cc450ed20629f657cde63aaaf
com.guicedee.services	json	1.0.19.4-jre8		cf50a6b784a3995187d4e643b4ff89cb7efe3661
com.guicedee.services	json	1.0.19.5		2ae43b47b6d58bb8b4bdd7409849028f0096fef7
com.guicedee.services	json	1.0.19.5-jre14		81c9cb194323ffbbfc3b211be99356e87e8dffc1
com.guicedee.services	json	1.0.19.5-jre15		9b025962c7bcc08dc897cffbcd8ccb05a625a6cd
com.guicedee.services	json	1.0.19.5-jre8		1aa86b82d67928b0fc0a7f23976fb85966083001
com.guicedee.services	json	1.0.19.6		ae8b1cf413b5fa732ced00f4d1974c6ae1ba1688
com.guicedee.services	json	1.0.19.6-jre14		6e4b8267f4cc38b452f2e403d3408d23db0fd39b
com.guicedee.services	json	1.0.19.6-jre8		ac233f86b6ad021368ea1ce244498f76eebd3a9e
com.guicedee.services	json	1.0.19.7-jre14		9d4f8c6edfda43d664b3e34059709f8468c82868
com.guicedee.services	json	1.0.19.7-jre8		7ea024c7834f59b9cc4445bdcb9b15b54dc1e167
com.guicedee.services	json	1.0.19.8-jre8		f7f9e3afee2008663db74607da4ce19c298b50a6
com.guicedee.services	json	1.0.19.9		1ad940a71b0391124e8e3431a8a444be0a59d997
com.guicedee.services	json	1.0.19.9-jre13		323db47915a95678d263d6966e5ded83d12557b7
com.guicedee.services	json	1.0.19.9-jre14		e87215ff4994045d7826a08210308f1f1963a845
com.guicedee.services	json	1.0.19.9-jre15		e9131c2149eaeb3b8a0bcef5f63076b9bf6c6e2f
com.guicedee.services	json	1.0.19.9-jre8		74b239e9d18d1ea948dc307ed6eb7e0d0197de61
com.guicedee.services	json	1.0.2.0		7d6ce7a44260bc61967695aea46f9caf7535a022
com.guicedee.services	json	1.0.2.0-jre12		63d4041aa228f4867f668645ceb4f75912fbfb47
com.guicedee.services	json	1.0.2.0-jre13		81e0d9d1fecb0958815338bcf033e1ada9b42920
com.guicedee.services	json	1.0.2.0-jre8		22b621b7cbcdf38a2c3bd631cd0b5c69e9311498
com.guicedee.services	json	1.0.2.1		5533041b818a3eb101ac630ff6b424906d2db312
com.guicedee.services	json	1.0.2.1-jre12		d4997bbacd274edceebd300b7621f7a3f5c997f0
com.guicedee.services	json	1.0.2.1-jre13		840002c04bdb61b42a5584a7643dcb10c52cbd8d
com.guicedee.services	json	1.0.2.10		a16bc7ed2f29b1ad3615583f11746fba2235f3bd
com.guicedee.services	json	1.0.2.10-jre12		639bd24740d1975706540ced01a09307703a09fb
com.guicedee.services	json	1.0.2.10-jre13		2b934ec234981339561f301515b3aeb491141d84
com.guicedee.services	json	1.0.2.11		fc26fc61dec08f5d1bf5b76712cb725510d66b47
com.guicedee.services	json	1.0.2.11-jre13		ae70a951ac830c5cc04ae0124360fbc58747b4be
com.guicedee.services	json	1.0.2.12		9346ec0110791b8e0b357a31cc4891197f7d17b6
com.guicedee.services	json	1.0.2.12-jre13		c2b7cee03935955b893c1de2d7b4805156264ac7
com.guicedee.services	json	1.0.2.13		7a6244fc286e37cf23ef8db0c1c1952f363047da
com.guicedee.services	json	1.0.2.13-jre13		c7d660ff2dc986d3f3a9688223249efba915220d
com.guicedee.services	json	1.0.2.14		c34a1fb737348cdbef8cac7c806889a15a9a0466
com.guicedee.services	json	1.0.2.14-jre13		d0d1d1862e64ddbab26dbea8b5863549fbac226c
com.guicedee.services	json	1.0.2.15		784b873090add78a92ed0a61efba113fa838938d
com.guicedee.services	json	1.0.2.15-jre13		1fde2694da0fc142b4dc639105446451e9a21992
com.guicedee.services	json	1.0.2.16-jre13		ff08b0b09ed1ffdb76b6b74c9f604a15267dd007
com.guicedee.services	json	1.0.2.17-jre13		b125d385a70bfb997397634aed95f6fae35ce31e
com.guicedee.services	json	1.0.2.18		18834a1c311769b13c5abf464a27914484547ec4
com.guicedee.services	json	1.0.2.18-jre12		7a20f3a49ed24e538419eeb63ae90b9ec9d8fdba
com.guicedee.services	json	1.0.2.18-jre13		7c3336ff5901134a16d45eafc25b264c17cf080b
com.guicedee.services	json	1.0.2.2		c392555418ba73830d280eb1b3c83d626b35db2f
com.guicedee.services	json	1.0.2.2-jre12		d0c876129297d5db3c43d6219ff7d4014b724eb0
com.guicedee.services	json	1.0.2.2-jre13		ac0ea7f0457ce608baab09c7f16a6e0ee7f39c7e
com.guicedee.services	json	1.0.2.2-jre8		360740e7af6931210cab5ed48be8e2ade60c7ff3
com.guicedee.services	json	1.0.2.3		5ef460fe7b31918ebbe78c0074da49badff488e2
com.guicedee.services	json	1.0.2.3-jre12		ffd96edd7b9561f6102e71af215f11e06b4e6601
com.guicedee.services	json	1.0.2.3-jre13		9a6580fe1cc16c6930856b272246862ebecf0a7e
com.guicedee.services	json	1.0.2.3-jre8		44ff27e4301a29598d7c6b8a7129fb505c9a20df
com.guicedee.services	json	1.0.2.4		3f9dbb4aa49de8b5aed7de7dec91dedc7458ea1e
com.guicedee.services	json	1.0.2.4-jre12		08fad13d6aa0f4d837dd24979d6d9bb7cdb80a5c
com.guicedee.services	json	1.0.2.4-jre13		763ea5b7fcfb72af0087212a8063c20f33217ac8
com.guicedee.services	json	1.0.2.6-jre13		42230013a58cd78257a82f5ea4c79425c374622b
com.guicedee.services	json	1.0.2.7-jre12		55a8600362bd0bfca13906b45f0d2f9a2aaff764
com.guicedee.services	json	1.0.2.7-jre13		59b85263ba8e6634d9bd84e4225fa092092fc934
com.guicedee.services	json	1.0.2.8		6dda1ac680916b1b0419563289e8b5787922b0e1
com.guicedee.services	json	1.0.2.8-jre12		ab7326bc2df74b7c0cb11d98b34d635f106a91dc
com.guicedee.services	json	1.0.2.8-jre13		fe5f1d98665bf6db870ca12d047802d2b01896ca
com.guicedee.services	json	1.0.2.9-jre12		232fd387cd3a4e8d22675da8103cbf65f8cf9fcf
com.guicedee.services	json	1.0.2.9-jre13		c92c034313453eeee4fcf6eb3591a7ea157de8c2
com.guicedee.services	json	1.0.20.0		8390c36c941c8cca8bb9108cecb5eb3d05f722cd
com.guicedee.services	json	1.0.20.0-jre14		0bc495b0707c73fef32218f7284f2ca1eb824581
com.guicedee.services	json	1.0.20.0-jre15		71d073f2c1d3f9a900b1db5e16a3dbb8b57c8b65
com.guicedee.services	json	1.0.20.0-jre8		490e4569aeb443cedeb09af5c07d4cd6810259e8
com.guicedee.services	json	1.0.20.1		e39ec62ef065bb4edc092848f4a600a34c4ceba6
com.guicedee.services	json	1.0.20.1-jre14		32247f98ea0214a98cebaacc606ac39974d1ece9
com.guicedee.services	json	1.0.20.1-jre15		2fe9a58ff1b65e649526980edf63e7c973f444ac
com.guicedee.services	json	1.0.20.1-jre8		1f1bcdd34e714a869794b1e9a4937301d5cc798b
com.guicedee.services	json	1.0.20.2		8429ad22841fcefcc68cfa185e00885ef25c5fa9
com.guicedee.services	json	1.0.20.2-jre14		2d8b0779491b14fe2b51d8013d88e9b81b6547d3
com.guicedee.services	json	1.0.20.2-jre15		e434fb2da1bba033f8fd720e531718df4606f5a4
com.guicedee.services	json	1.0.20.2-jre8		5cefceb4147a3a10cf9fa9686986e1246bceb146
com.guicedee.services	json	1.0.3.1-jre13		37e2724cb127568350e04a3d21805ca3938ba407
com.guicedee.services	json	1.0.3.2		54e96ab0b3f1485102d22fd067830afe24635286
com.guicedee.services	json	1.0.3.2-jre13		fdf843c3e40b7d8e81ea659e1a3f67b009faff4e
com.guicedee.services	json	1.0.3.3		6b0d4949f1ae1663f2c0e2d956453ad7150e6786
com.guicedee.services	json	1.0.3.3-jre12		d6c9f2a4fa2761c17151da36985eb64e1dea46ef
com.guicedee.services	json	1.0.3.3-jre13		1d1021bbc55a30788246136cba4c70a6994a952e
com.guicedee.services	json	1.0.4.1-jre13		9cc148d8f675b4052747ed94b56c286513bbb4ad
com.guicedee.services	json	1.0.4.2		5d5d3d99a4169cc896eeeb079391202a8efbc65e
com.guicedee.services	json	1.0.4.2-jre13		d7326e8e1ce886fae02e271610608313e5b85131
com.guicedee.services	json	1.0.4.3-jre13		c7a5bc16aae60ad54c33b6791824597c88e1236d
com.guicedee.services	json	1.0.4.4		95e0232c899b20488248f26504236dd669dc7774
com.guicedee.services	json	1.0.4.4-jre13		1b7fb96e771267b86dd84efc879876c7daac5acd
com.guicedee.services	json	1.0.5.0		f89f26c9a729aae067a91655131ebb3a9db24d74
com.guicedee.services	json	1.0.5.0-jre13		7d638cce878ed77c03a42d9f292712f624301923
com.guicedee.services	json	1.0.5.1		eb8087327f37e16929dc82b96f281bb028244f3d
com.guicedee.services	json	1.0.5.1-jre12		37a8eefd6219b673a6299518ae38faae7f0fe8cc
com.guicedee.services	json	1.0.5.1-jre13		4353d698b79539962151d244536595a8d7491b87
com.guicedee.services	json	1.0.5.2		43c1402fd34d49a05f16183823ae5def797e0131
com.guicedee.services	json	1.0.5.2-jre12		45315656d8f6182548a812eb5e0a7ab5558498bf
com.guicedee.services	json	1.0.5.2-jre13		26e76d7fefb34b5433c67199a66002e51f4def3c
com.guicedee.services	json	1.0.5.3		c3c051f7680b142c6e20da6fbbaeaa8e63f21a90
com.guicedee.services	json	1.0.5.3-jre12		018ce1918d1c69c6107e87fe73ec1f388c241615
com.guicedee.services	json	1.0.5.3-jre13		cf9bcb3f7f94b2410507373088836f99fea8cf70
com.guicedee.services	json	1.0.5.4-jre13		299d101270fa9e815b5389ef253a1e1c29e69f70
com.guicedee.services	json	1.0.5.4-jre14		71380a1b4e5dceedf2519f76481d2876d24fac9d
com.guicedee.services	json	1.0.5.5		83f3a31a5caf0feedef98f4f81bc72448dc5884a
com.guicedee.services	json	1.0.5.5-jre12		a6ee458064c09ef085bad0bc20b9cfa0fcb97767
com.guicedee.services	json	1.0.5.5-jre13		30dc31061620d4e9b6618a7e57f3060ae5faa3a1
com.guicedee.services	json	1.0.5.5-jre14		aedd2967084a6b6a7e48ec4fc6a47a1778de5074
com.guicedee.services	json	1.0.6.1		a5d3d5de61fa2aaeff57f0c4ce378e5c20aa8369
com.guicedee.services	json	1.0.6.1-jre12		d7a6d6bf0d637719e4ca2b410b10ccb62ebda117
com.guicedee.services	json	1.0.6.1-jre13		515e8d995fd5455025d02dc04c0685cb459e22b8
com.guicedee.services	json	1.0.6.1-jre14		0b53b2cde7d30b0e294fe8745d91a3523952faa2
com.guicedee.services	json	1.0.6.2		450e4a8466de9a51d96e2f8be54620e608314928
com.guicedee.services	json	1.0.6.2-jre12		cc6627a0bbaadcbaf47b20fb8be220dedcb92075
com.guicedee.services	json	1.0.6.2-jre13		87c5b867d06a2849efd8c494e4384b99ee1712fe
com.guicedee.services	json	1.0.6.2-jre14		e02618ee9089ffe9869fe8e686f67c13ee1feb95
com.guicedee.services	json	1.0.6.3		038b3b193ec41113d2d0a724bc9502bf28bc54f0
com.guicedee.services	json	1.0.6.3-jre12		64f0da244f07295ab50ccae547eb9b5e5a18be8f
com.guicedee.services	json	1.0.6.3-jre13		d887f897263829bfc1d3d712d15362c3f09b7d4e
com.guicedee.services	json	1.0.6.3-jre14		ac38c57cec9dc4598ba89571a16b6b9ef7d9327a
com.guicedee.services	json	1.0.6.4-jre14		ea3160912a9bb583855d9c88fbb4f0d6e181e64e
com.guicedee.services	json	1.0.6.5		de8b610855e21b93750096dbc30719b05f3b3b59
com.guicedee.services	json	1.0.6.5-jre12		2fd2b41065c74d7c899d72a9ef6c93d0cc96f3e6
com.guicedee.services	json	1.0.6.5-jre13		9b0037907769b005fba88c2e6a56d602d043ad6f
com.guicedee.services	json	1.0.6.5-jre14		6d6fdcda2da336ba60aabfa8c45fb3028b046f00
com.guicedee.services	json	1.0.6.7		11c3f791c93e448d7240bd874ca526e6b167ae6f
com.guicedee.services	json	1.0.6.7-jre14		12492a04be99c9e8e51e90dc15042be2f3249ebe
com.guicedee.services	json	1.0.7.0		a84168b4b8e4a68ae0d37d5d61767e5c147ffa9f
com.guicedee.services	json	1.0.7.0-jre12		46c20611b98049c689eb88d644e2f0af1dfd1b87
com.guicedee.services	json	1.0.7.0-jre13		6bd199230c5d044ec9767cc90cc405dd83cf04d1
com.guicedee.services	json	1.0.7.0-jre14		6843f94ec5ab15da22e8b96958d595677ef331e9
com.guicedee.services	json	1.0.7.1		3f3f29d5276d5fb71c1a8128756a540356d080ea
com.guicedee.services	json	1.0.7.1-jre13		c89984b96120aa46f3542e7089097acb88fb3d54
com.guicedee.services	json	1.0.7.1-jre14		9484d81dfe121b7ee3760c8e050d419cec8d61fe
com.guicedee.services	json	1.0.7.10		2907a8bd91e63c5a4764856b6e494a97b70a1808
com.guicedee.services	json	1.0.7.10-jre13		4e853b36395576429cdb5a82b0b73e579aa6a92f
com.guicedee.services	json	1.0.7.10-jre14		bb4b2c9485b7c2ee6d251f020ac6e0b931e5168e
com.guicedee.services	json	1.0.7.11		09e8b95e026745233a713bfe8a91ca2882bdd300
com.guicedee.services	json	1.0.7.11-jre14		10c1e5c274e1573872d93dc57d9bc638666e08b3
com.guicedee.services	json	1.0.7.12		b51e38e1c5f4182146465fe7104cd7a7b7742c80
com.guicedee.services	json	1.0.7.12-jre12		ed5b32c44288d243152f68f0a69410008311e7e3
com.guicedee.services	json	1.0.7.12-jre13		58ff469498d0cc8e6a8d83fb8005663b88acae1c
com.guicedee.services	json	1.0.7.12-jre14		c37bd34e5a969ed76433ca5fd3561a2980f9007d
com.guicedee.services	json	1.0.7.2-jre14		af69657855e2a6b2f9a4aaf2614e6c601349e3cd
com.guicedee.services	json	1.0.7.3		767df64da858b59995225e906c99375f3ca25f81
com.guicedee.services	json	1.0.7.3-jre13		356aa18b0a9bcc59b3aa9f9a788e10b2c8edc400
com.guicedee.services	json	1.0.7.3-jre14		a822f426aad481bf6b9c14992c06c076c15deeb1
com.guicedee.services	json	1.0.7.4		27551c7cae864f1fe5c180c8334b3d579d420381
com.guicedee.services	json	1.0.7.4-jre14		17f205bf607c5cd4e7dd4621dd1d354cb8337cc3
com.guicedee.services	json	1.0.7.5		2685a2579917c35f80ec077e01eaf73123464aee
com.guicedee.services	json	1.0.7.5-jre14		c34f46474f5db85cee9f755bfd07dca24d98c16e
com.guicedee.services	json	1.0.7.6		0dbf8acfa515b0f13ad7a41fe206fd3b9da9f126
com.guicedee.services	json	1.0.7.6-jre14		b0275df7b0c6ef7160329d8f3ba0b891147415ce
com.guicedee.services	json	1.0.7.9		c85f4d264d2dab2c2a7a08e428f6e5721f117dc6
com.guicedee.services	json	1.0.7.9-jre14		35401e39fad6919dbfe5aa6b5606658ff76883ae
com.guicedee.services	json	1.0.8.1		b3c68a549a5bc9f896089374056761a543c4c5d9
com.guicedee.services	json	1.0.8.1-jre14		cf63977010690adee5a5fedcd7e575e467e57d8e
com.guicedee.services	json	1.0.8.12		a1dcf72e88276711e0ddc4316c7b633634e10864
com.guicedee.services	json	1.0.8.12-jre12		fb2c32c3bcae63b66938ad970d113d3ab6098ed5
com.guicedee.services	json	1.0.8.12-jre14		9c959f23285aef2fe927f6032886d85e0fb603ca
com.guicedee.services	json	1.0.8.16		c0fa810e17807eb07ee9157ee8495cee7c6d4840
com.guicedee.services	json	1.0.8.16-jre14		1374b95153973df1b9eb1f0d8a4abc727ccda3d9
com.guicedee.services	json	1.0.8.18		30a442ab0b9047d1484550a023297862b28cc071
com.guicedee.services	json	1.0.8.18-jre14		49fca51002bb1651c726d44262d7aa9bc6b169c7
com.guicedee.services	json	1.0.8.2		f60488e95bc1a0137e9727ee487988b3e9214a13
com.guicedee.services	json	1.0.8.2-jre13		8ade43b0281e61fe888f0e0c91f30aa4296bb5cd
com.guicedee.services	json	1.0.8.2-jre14		b6da21c61267dde1a70aaa0724283ea8d10b3040
com.guicedee.services	json	1.0.8.3		b62580b986dec6f8e010a999d3b42b24558c8193
com.guicedee.services	json	1.0.8.3-jre13		4ce2935383ecff66bc99c093499847bfa32f1738
com.guicedee.services	json	1.0.8.3-jre14		f94273a56c9e8309157490cce4af49d10c1d1b0a
com.guicedee.services	json	1.0.8.4		a53a67aa83268e2fe72fa57a7cfff57fb4854065
com.guicedee.services	json	1.0.8.4-jre12		93fb9e7941e884cad78c3cdf2c690f51f7a462b8
com.guicedee.services	json	1.0.8.4-jre13		2875cec85608b31c905e2e9d5cdb64216e14a672
com.guicedee.services	json	1.0.8.4-jre14		0aa1e75b44b4da00f5bf8bbd8120302163702880
com.guicedee.services	json	1.0.8.5		573662643f1d79ef39c275c5a5f1447b276a2ae5
com.guicedee.services	json	1.0.8.5-jre12		71df44215897f6ad65a0c582fdcfa595a7ef84ec
com.guicedee.services	json	1.0.8.5-jre13		1cea50a9bc185bbced63bb3cc7f678b45ff145c6
com.guicedee.services	json	1.0.8.5-jre14		7122b0cd084ebfc7e5a78f0184f62d3ccf089b76
com.guicedee.services	json	1.0.8.6-jre14		94be91f191bbc73dd501c31f25ddcd516afa8502
com.guicedee.services	json	1.0.9.0		7b2d9d6f28fabe42e91c68baea24490119136113
com.guicedee.services	json	1.0.9.0-jre14		19dc68ccf2420b7d2c81a75101b2e4702d79a216
com.guicedee.services	json	1.0.9.1		8af120a72160e4e69980ca522dea9b4a83113f79
com.guicedee.services	json	1.0.9.1-jre14		036d9f5ecc99da98788f065a79d9719ddfa6da13
com.guicedee.services	json	1.0.9.10		194be4c68d9357b68aedd4c9b8e72103d555924b
com.guicedee.services	json	1.0.9.10-jre14		b944bd3dcf353430f846fe5039a46356c861a37f
com.guicedee.services	json	1.0.9.11		0734dfa2fda49bf634ca7bc6b1ba7dad9332896a
com.guicedee.services	json	1.0.9.11-jre14		3c743d228f01f0b1632f11ed56c4c10258da93bd
com.guicedee.services	json	1.0.9.13		affa6c77cb2c5f683897d666e6a1f7acd4c3df9a
com.guicedee.services	json	1.0.9.13-jre14		f276fea7cb5f767ae52b2b51ab12d3c74905f865
com.guicedee.services	json	1.0.9.14		3ef57b67b4414987851a58fa03bba35c395f8e1d
com.guicedee.services	json	1.0.9.14-jre14		2d1fc8997248f29ea88323668d406f2d038cd358
com.guicedee.services	json	1.0.9.2		cf95cc2e8ddca955a97fb5c7396276a0299b9f1b
com.guicedee.services	json	1.0.9.2-jre14		e8588c409f2d31c7cbf63df1bb7d3cc7c00c9a30
com.guicedee.services	json	1.0.9.3-jre14		dba2dce960f050c594c5a266ee8d8a64d08843df
com.guicedee.services	json	1.0.9.4-jre14		2a3908688244acac0fa0c466a4cf9df3de8b1d1a
com.guicedee.services	json	1.0.9.5-jre14		ff1cdc8d4d3e923c34e8ebc1d2ffae64fb7cde92
com.guicedee.services	json	1.0.9.7-jre14		60ccad4f18b6d3e8fdbbd44115a0dbf91fb84e60
com.guicedee.services	json	1.1.0.0-jre15		193df10d58875f1cb038227d3fcbb7792cc2ec34
com.guicedee.services	json	1.1.0.1		d26a4efbb72f8705da4b883a11d9a95062ac2900
com.guicedee.services	json	1.1.0.1-jre14		f4ae3e950660e03b32dc653dbbec5e9a561206ea
com.guicedee.services	json	1.1.0.1-jre15		deeef4d3ff7c1b8103003833e727b02ab19fa8f0
com.guicedee.services	json	1.1.0.2		c661a72d7f4a32bc7eef3c1c5c9888749433b3ff
com.guicedee.services	json	1.1.0.2-jre14		99f42fb47599db06e95bb9c403a57d3550d15353
com.guicedee.services	json	1.1.0.2-jre15		b623b8ee667adf41dbb7e2eada35d438a3f7163f
com.guicedee.services	json	1.1.0.3		4a372fd01d15a644f2ff4938fd44b6e8af52321d
com.guicedee.services	json	1.1.0.3-jre14		f95247219360526f85386ec9ef94956128008088
com.guicedee.services	json	1.1.0.3-jre15		580d47ddc22670e45d2a931fa93fa6055fc53236
com.guicedee.services	json	1.1.0.3-jre8		c5fea8224f30c61b26e1cd4f566e5b9bf8826168
com.guicedee.services	json	1.1.0.4-jre14		fc554f89c5fda96d59309f2d7967b982bec87473
com.guicedee.services	json	1.1.0.4-jre15		671bbdd541b8fa0f2cfcaf86d41a06726bf66b80
com.guicedee.services	json	1.1.0.4-jre8		306d274b3f67450a8907099935ca112d7766caca
com.guicedee.services	json	1.1.0.5-jre14		865d1e59193d956aedda70456887586d35cb42d1
com.guicedee.services	json	1.1.0.5-jre15		4dd55424910c9ed51bbbe261a6af99cf374d4b72
com.guicedee.services	json	1.1.0.6		7d8b2649c8715e6eba602970ffddf78ddb8a63f4
com.guicedee.services	json	1.1.0.6-jre14		a568743167c77c85942cbed3f19404b1e7cb3bb6
com.guicedee.services	json	1.1.0.6-jre15		f27741736b899609c9346f103591c955542b9d81
com.guicedee.services	json	1.1.0.7		3b1bf6742946d1fb0ae2858f13ba2d8547d316f5
com.guicedee.services	json	1.1.0.7-jre14		6d60739eb115726f5ddee39b9c1f58fe023e5634
com.guicedee.services	json	1.1.0.7-jre15		a360f053bdca6f71ed16a280430220afd009c890
com.guicedee.services	json	1.1.0.7-jre8		f583285e04f4c89d6e3494ed4b62f6e1483413e2
com.guicedee.services	json	1.1.0.8-SNAPSHOT-jre14		c740c62e43252abb22449258d220d03329b74242
com.guicedee.services	json	1.1.1.0		9438d1064ec5d458b2c0c4bcdb13c8f75914f876
com.guicedee.services	json	1.1.1.0-SNAPSHOT-jre14		89dcf94efb8bd0abeef9b3cece14ebdf80049567
com.guicedee.services	json	1.1.1.0-SNAPSHOT-jre15		03b820076e037d8416ae576a1adead907a964dc7
com.guicedee.services	json	1.1.1.0-SNAPSHOT-jre8		72b1b06b22b4fafbba550bf4067ca1e1f8fcbc3e
com.guicedee.services	json	1.1.1.0-jre14		64b7599dca3f80a944fb14dc50b9dc2944191642
com.guicedee.services	json	1.1.1.0-jre15		5fdd9404d671e5243652a85e5b2f85c0d8390761
com.guicedee.services	json	1.1.1.0-jre8		bba6e4d6c9198b830a16154f6e65e52c2cccd2fc
com.guicedee.services	json	1.1.1.1-SP1		31dd84e6d6548c4e2ecee5935c315055c072d90a
com.guicedee.services	json	1.1.1.1-jre14-SP1		33c7e54b1aaed62f859abe5a42f5cb447ee92125
com.guicedee.services	json	1.1.1.1-jre15-SP1		64c990f57740818018c96b2a4d0b37fe89e65f52
com.guicedee.services	json	1.1.1.2		f0a4b00541865446c280e914ea4bd11ee37cb0ba
com.guicedee.services	json	1.1.1.2-jre14		e34ef283a404c2f67a9cf811bf8665e5130a7181
com.guicedee.services	json	1.1.1.2-jre15		e0eed95dd7e5c7589d611e592cb2d0e586e8fc4e
com.guicedee.services	json	1.1.1.3		60cdd4dc2031621d6b73537ced2de191faff8d88
com.guicedee.services	json	1.1.1.3-jre14		c3c9d89df74b3997c1a985b0057023057a47e64d
com.guicedee.services	json	1.1.1.3-jre15		c498a4104872a619694468f45775d53205dc2636
com.guicedee.services	json	1.1.1.3-jre16		be72c79904b210d920bbd6865e1eb60d0a7934cc
com.guicedee.services	json	1.1.1.3-jre8		17de27990b630bfaca438da0793b825d9cd2d4f8
com.guicedee.services	json	1.1.1.4		3ccff086fd36b76ae08c778029794f4f0284d60b
com.guicedee.services	json	1.1.1.4-jre14		a726798ccce2f65603739709c9687527ce3f74b9
com.guicedee.services	json	1.1.1.4-jre15		92e631e74a048ed57f2e90016c8329ea8ed4085d
com.guicedee.services	json	1.1.1.4-jre16		12b6e19fa9371e95d815dd9a0166bf784ebd8b5c
com.guicedee.services	json	1.1.1.4-jre8		ed3529726f471d942cf25520083634aedfebcc3b
com.guicedee.services	json	1.1.1.5-jre15		a76c7ffec86340aa804e4eafe191f6e94818ad7c
