cc.rbbl.game-of-life	game-of-life-lib-native	0.2.7		N/A
org.spf4j	spf4j-asm	8.4.10		09b6f3711e1efb4cff953c586e9d3e01d9f4812d
org.spf4j	spf4j-asm	8.4.11		ca7ae2a4571056eaf670780bec79740f78724db7
org.spf4j	spf4j-asm	8.4.12		7dba0e5d77ec387cd4bf7b13df9384d6400c669e
org.spf4j	spf4j-asm	8.4.13		23f779c58e5bd219f0247e10fc3c949b549a8a63
org.spf4j	spf4j-asm	8.4.14		0972e568a108632d15f927429ca22ccee8df534a
org.spf4j	spf4j-asm	8.4.15		11872cdc3dede18f477a0d0fcb45fc1b93535a35
org.spf4j	spf4j-asm	8.4.16		bfa3487f6cba81396b16c301c825ef0ec7861896
org.spf4j	spf4j-asm	8.4.17		7d290542f3f75d250dac64b78272b111551c0e8c
org.spf4j	spf4j-asm	8.4.18		6630a582af090c28304ec432e924efc4d5ffdc22
org.spf4j	spf4j-asm	8.4.2		16a68333f849a5cb0ff48b43014256b949b9f710
org.spf4j	spf4j-asm	8.4.4		a42cc1c5671bc34d5e312afec2b2798ddd0b04f9
org.spf4j	spf4j-asm	8.4.6		cca7145bf5ca20d91d6a38d39f6c30c8ed4dfc21
org.spf4j	spf4j-asm	8.4.7		447475dc465bad1e5914983f85f53d7b5245686c
org.spf4j	spf4j-asm	8.4.9		d172765f042ac7a44b5ecbe945fa68dbec03e001
org.spf4j	spf4j-asm	8.5.0		cd5301cd3e055b686a387632f6e3e70c8ac591db
org.spf4j	spf4j-asm	8.5.1		4118f223ffdee815e46cd8b07a979fe6974e41b5
org.spf4j	spf4j-asm	8.5.10		741889ed1c6b1c3fc597192e0834400a5eba6813
org.spf4j	spf4j-asm	8.5.11		2f29b84bab4ca5dba45616740bcb39b657bfd431
org.spf4j	spf4j-asm	8.5.12		5c8af8f15ac7547b838b4527a644914870220c47
org.spf4j	spf4j-asm	8.5.13		2b8cf78718f26415cd9c93979a09a100b31183ea
org.spf4j	spf4j-asm	8.5.14		834e886b82ba92fdbaff466ce3f604f05d66d378
org.spf4j	spf4j-asm	8.5.15		2adfc7b8ca69c98bb76eb78a02248c0c83ec7b6f
org.spf4j	spf4j-asm	8.5.16		2c847eda7e7bac4f92b87e581196f5415d59d6ea
org.spf4j	spf4j-asm	8.5.17		42a072171574dc9e77226bbad379dee7d127dbfe
org.spf4j	spf4j-asm	8.5.18		1d1b3b5c67a137985afb6385600156f91901c676
org.spf4j	spf4j-asm	8.5.19		2b3d6fc855fa179d3fc42f098309aef83266d663
org.spf4j	spf4j-asm	8.5.2		3fef246444d43b9a76d610cfac0bee128de5098b
org.spf4j	spf4j-asm	8.5.20		29502ff17775c64d3e1b9f9630d39c15d94b23cc
org.spf4j	spf4j-asm	8.5.21		8bbc461668da59c2f14bdce616bc499bb047fdfc
org.spf4j	spf4j-asm	8.5.22		0ba9ee4dfc8859b5c3360b2e3b491526e1795a9c
org.spf4j	spf4j-asm	8.5.24		75be556e70069bcaa28219a7717ee0eb85684a37
org.spf4j	spf4j-asm	8.5.25		d8e81a002262c66e7763978dcfde14462a44ddb9
org.spf4j	spf4j-asm	8.5.3		64964751f9b97f31540b624d5b09f8154bf16563
org.spf4j	spf4j-asm	8.5.4		ec67cfe0516adc3bf26c0bd5047659c0a4f0971b
org.spf4j	spf4j-asm	8.5.5		05678c64c04565c9866a4e69396fe443967b9edc
org.spf4j	spf4j-asm	8.5.6		0b9af255b3558022492cdad9d2593bb66f3953fb
org.spf4j	spf4j-asm	8.5.7		1c57aac5a837fe97060c218bbb83895214f83f11
org.spf4j	spf4j-asm	8.5.8		ecb92e474f3a54e75c60f47039ea5cbd2c7e1de2
org.spf4j	spf4j-asm	8.5.9		3c38502f6679e579f4296bb6884e17b5f9815f1a
org.spf4j	spf4j-asm	8.6.0		883c43b802cc48dbbca3aa8d2845459d3e588164
org.spf4j	spf4j-asm	8.6.1		c8e3ef153f8b24824e3d2b78bb03f6a6b90d8bfc
org.spf4j	spf4j-asm	8.6.10		323bf8ef629c4eaef5982d5adb3a0450d3e501de
org.spf4j	spf4j-asm	8.6.11		4bd48424f2285901ac318b0d8fb604e07cd32c4b
org.spf4j	spf4j-asm	8.6.12		934e71c8d7222767352c19862855b9877cc9211d
org.spf4j	spf4j-asm	8.6.14		029233a63b487541370960f11528fb6a751aab5b
org.spf4j	spf4j-asm	8.6.15		ab4701cd30beed61e9c4aa0b88af547f5e1634ac
org.spf4j	spf4j-asm	8.6.16		7da7b13d900cd29dbf8ca368ffb0dd16b99c3101
org.spf4j	spf4j-asm	8.6.17		7f1c57d880a9d095e52faf0cd8b13fc959cafddd
org.spf4j	spf4j-asm	8.6.18		b145ec38a96d046893f4cd5e6b7c8ad6905408b8
org.spf4j	spf4j-asm	8.6.19		acc268a46b47a59841e5feab61b9cb43727b7f0e
org.spf4j	spf4j-asm	8.6.2		c6dd5d4763d18e7c354098b54c03e952ffacbf36
org.spf4j	spf4j-asm	8.6.20		6615a0c1d48ab25ac53cda8d36730b0adc65d22a
org.spf4j	spf4j-asm	8.6.22		f0e633663736e9131cc3e98a0d42c130ee69f072
org.spf4j	spf4j-asm	8.6.23		d9f16465ed89f90cbac5f14d5c5ab88f93218af7
org.spf4j	spf4j-asm	8.6.24		a82cb4332d0f45ef19ea9488c1df9820d1440c32
org.spf4j	spf4j-asm	8.6.25		77ed19a38453da9e55c17f06a9c2cf6ede620189
org.spf4j	spf4j-asm	8.6.26		401982409887bacf22a4148fde4d4e804da507a3
org.spf4j	spf4j-asm	8.6.27		be974e55e4316ef48114e2f7b143cf66a57cd458
org.spf4j	spf4j-asm	8.6.28		113b2df089c8f0ac35eb94b9f1ff6c029359f362
org.spf4j	spf4j-asm	8.6.29		1d3bedd9c59c06cf12c84fc5887e8c95e067bff1
org.spf4j	spf4j-asm	8.6.3		0bae408fe404740e3ef14de0c7248ddd9547a9db
org.spf4j	spf4j-asm	8.6.30		72f91d1f5c308fc91dc8eb70cbd9df998833e64a
org.spf4j	spf4j-asm	8.6.31		39b7eca81b37d9cebace9ae65f19e441e49d0f83
org.spf4j	spf4j-asm	8.6.32		2ad94e14668101a92a4abacdeac61129ccf89d9f
org.spf4j	spf4j-asm	8.6.33		fde4fc39f109d2dfd3834efc0b13907395e6846c
org.spf4j	spf4j-asm	8.6.34		7f86bda6c76e3e77a61a2cb88b32df77a6c0c1f7
org.spf4j	spf4j-asm	8.6.4		de3f2bb83483103c41236ec28813034a36d08c8d
org.spf4j	spf4j-asm	8.6.5		2ab782a1f3f5da1b44976e8d0e25b192eaac1815
org.spf4j	spf4j-asm	8.6.6		c04f62b7b7211bbd40d82c41d5d7fe3d87820194
org.spf4j	spf4j-asm	8.6.7		664779fdaa556376dde45fc994e68d822559e554
org.spf4j	spf4j-asm	8.6.8		310bea1de9fbe509911e3abd681e24d737e99054
org.spf4j	spf4j-asm	8.6.9		b78f8d6138159bb8d9ea6a5bf1e84653cdce14a4
org.spf4j	spf4j-asm	8.7.0		050104674af6df7d24db61f43426e856da5fa2fa
org.spf4j	spf4j-asm	8.7.1		c2e94b4bd9adc471939ac8da44f1b5bfb04de1a3
org.spf4j	spf4j-asm	8.7.2		ede9be8fcf04d12fb466e2f82a059a9d2c4a72e1
org.spf4j	spf4j-asm	8.7.3		4bd3ed4a2f9a815923cd26ba2bf0b6118cf0b2f2
org.spf4j	spf4j-asm	8.7.4		f83d4e1d1659134a07cc55d014b2b3ae66fe2317
org.spf4j	spf4j-asm	8.7.5		f9ed75356ed2e400e6fa2a4191041ce9af408b2c
org.spf4j	spf4j-asm	8.8.0		4ac39948d18e8490ae65a14cb9595c7ba5f68ef4
org.spf4j	spf4j-asm	8.8.1		03bbd156a618abfd3975df977c0a277d879c3195
org.spf4j	spf4j-asm	8.8.2		487bda74458f7d09407c76111c5b9dffdc41028b
org.spf4j	spf4j-asm	8.8.3		1083b0b147e1e09c30bc0350df3785b5bb8bb0bc
org.spf4j	spf4j-asm	8.8.4		1f8f0462402729910327cc56e09e346d484c6ed5
org.spf4j	spf4j-asm	8.8.5		28b4b4907f0de88214b5db216d8c3ea3b097ea0c
org.spf4j	spf4j-asm	8.9.0		52e0e4c057a407cafe11ba2d50785289d2e24de4
org.spf4j	spf4j-asm	8.9.1		fc16780a344876766fe1f2bae760724615e4236f
org.spf4j	spf4j-asm	8.9.2		6794719fb2a6b7e0b4474ddbb576abcb95f24f1c
org.spf4j	spf4j-asm	8.9.3		9365e8ef4cf5337bfd33ed8db7258e4ccd1f92fb
org.spf4j	spf4j-asm	8.9.4		d707846d4c730ce67b1d2e9aaacbb0db471c2d9d
org.spf4j	spf4j-asm	8.9.5		4fe6d5095c54e6825f645903128c08302ff785cc
org.spf4j	spf4j-asm	8.9.6		8098028285c33a1b1b661ac54f16d3ce52a4ae1c
org.spf4j	spf4j-asm	8.9.7		6933f3680d424c8da7ac246df7bad1a2007796b4
org.spf4j	spf4j-asm	8.9.8		4995876b9a02146367b7ba4e17b31b50108da562
org.spf4j	spf4j-asm	8.9.9		9d5c97657a0b0473814050b59271841a23015dfe
org.webjars.bower	angular-table	1.0.0		88287f81293224c0a12a2e1b330a2e17dcb86a8f
org.webjars.bower	jquery.alphanumeric	1.0.0		6a4a56a429ed8d99b7fda6e843297f4ed45c54ea
org.webjars.npm	array-range	1.0.1		4f1db2e667374853874a8faa8cc08bd5f9a38231
org.webjars.npm	femessage__excel-it	3.2.0		1b20aac6a5cf17da36de3aedef451ce986a74467
org.xeustechnologies	jtar	1.0.2		651ec43729e090344255afffde86e401ac4e3988
org.xeustechnologies	jtar	1.0.3		5d69f4f5570a6352c08d9e75328017995994f4ef
org.xeustechnologies	jtar	1.0.4		b6ff62805312c9384c2f4cc21a6367b74fd2bbd7
org.xeustechnologies	jtar	1.1		3852e8d03269dfdb3500175cb09fd7c47a6b4515
org.yakworks	boot-security-gorm	7.3.29		101a90b239c237a05941dbe50906ffe9227bc8b2
org.yakworks	boot-security-gorm	7.3.30		99130a1d96c8326594ec0838d272522a660fee12
org.yakworks	boot-security-gorm	7.3.31		771bd2cd325e407544ea5bf333db8157105b6c36
org.yakworks	boot-security-gorm	7.3.33		886c0b9726f51d3a0f2940d65127370e0d48ee38
org.yakworks	boot-security-gorm	7.3.34		9cb019e767d3cca5b49dee0f75bfad60d64e56f9
org.yakworks	boot-security-gorm	7.3.36		96319a1ab66cfcecfd7937643954a0177b1ed817
org.yakworks	boot-security-gorm	7.3.37		ab7e5628b458425c753492b0129ba97093285abc
org.yakworks	boot-security-gorm	7.3.38		ba0c36ff7e5ca51e7c50a8f7c5bca6b2e4c16b08
org.yakworks	boot-security-gorm	7.3.39		53934154c4dbd138047f40c91de4398b2cef987a
org.yakworks	boot-security-gorm	7.3.40		f3300cdab295904dc07b9345e5c18b9b60db11ac
org.yakworks	boot-security-gorm	7.3.42		3b480ac0c43d0b54d6157b11c7fb6ba91235ebfc
org.yakworks	boot-security-gorm	7.3.43		8398433b3606a8244500f99bd2e2295331097974
org.yakworks	boot-security-gorm	7.3.44		363eb0cae4f0a2eda55aa22238f4dee749ee645d
org.yakworks	boot-security-gorm	7.3.45		20fcadfd0819b34333e2f9cb79ea6eb23ff7f1d6
org.yakworks	boot-security-gorm	7.3.46		e33424b86b6ba5ba349431755098e8dfd3136a01
org.yakworks	boot-security-gorm	7.3.48		90d26da965d6bc62bd001e148479dce691d3dd1e
org.yakworks	boot-security-gorm	7.3.49		81bfe29ab7b90c4276cbc631faeecc1c90f8110a
org.yakworks	boot-security-gorm	7.3.50		66a18b3c75af3696f29d4b866c639198fe79b403
org.yakworks	boot-security-gorm	7.3.51		1dbf578869fe72a66d0a8e99926f668452bb9cd8
org.yakworks	boot-security-gorm	7.3.52		8bd1cb9acb1fa9b9e090722421b8ddeacdd1b6bd
org.yakworks	boot-security-gorm	7.3.53		fa41e313d04c8405a6e7ae1e6423a308fd12f29c
org.yakworks	boot-security-gorm	7.3.54		4bb43f79501c5e6dc205ab6ce7a15a7a3511c5a4
org.yakworks	boot-security-gorm	7.3.55		1a36f42a8d546810a177d03e1c097040601fdc66
org.yakworks	boot-security-gorm	7.3.56		53571ccfe2927410cdfb18de17eef8ef19fd6fd9
org.yakworks	boot-security-gorm	7.3.57		34648a767fc4e303bad11e0c2e352f2ed1e86380
org.yakworks	boot-security-gorm	7.3.58		180aa047e7881ae5af00b3a6ecf1eeb8e96dc659
org.yakworks	boot-security-gorm	7.3.59		83aca0bb7ba1e8cc94119d6bccfa3db476920f4e
org.yakworks	boot-security-gorm	7.3.60		2fef51f70b6576bdea0a4be2c59df387ea08dc86
org.yakworks	boot-security-gorm	7.3.61		dae6798f1b72cfc6583758ab045480e801a10dc6
org.yakworks	boot-security-gorm	7.3.62		dc93469640f51947f54e9cce35d09e73376a8129
org.yakworks	boot-security-gorm	7.3.63		918c801b006355072d3bc2e0e20457c26d08312c
org.yakworks	boot-security-gorm	7.3.64		e86b79d6a3db1c1d7cc4c00b5a729ce9694ff131
org.yakworks	boot-security-gorm	7.3.65		d00b38c7ea92dcce35bc3e4b865b506c5fd243aa
org.yakworks	boot-security-gorm	7.3.66		a44088ce16b32962896fbf57f2fe6c1f06298318
org.yakworks	boot-security-gorm	7.3.67		c56640d6d3d5b2be0d0fd1b56a1621b5222845cd
org.yakworks	boot-security-gorm	7.3.68		8f79e43d8d13887161824b3dce66b2c19fce948c
org.yakworks	boot-security-gorm	7.3.69		affe064525d4e75016102b3711535fc140455ee0
org.yakworks	boot-security-gorm	7.3.70		f84ef26a5a17aa85d50000e0ea602a3ab22a9768
org.yakworks	boot-security-gorm	7.3.71		06d5891c0dd7f1b4129391051f9fb32b21b95882
org.yakworks	boot-security-gorm	7.3.72		c50f52e41c92220c23043adbf66be633f3338f18
org.yakworks	boot-security-gorm	7.3.73		b8884a80a9247a678b3471d052c269135f2ec7ee
org.yakworks	boot-security-gorm	7.3.74		5e42aed252e0efe2f3c3f80c0d82a7cbd31eece8
org.yakworks	boot-security-gorm	7.3.76		5a5b4982361a7dded379a633916008bc20cbf380
org.yakworks	boot-security-gorm	7.3.77		c140adb9ac40387ec18e144901e0dd144e8015e5
org.yakworks	boot-security-gorm	7.3.78		82c7e58426b154afbcea86889be51c6edd1dd51d
org.yakworks	boot-security-gorm	7.3.78.1		7d063c4282d81a30a0cf9112152740558ecf17a8
org.yakworks	boot-security-gorm	7.3.79		7b4dc8197eba5088a802f23751335cde07e53ced
org.yakworks	boot-security-gorm	7.3.80		afc3d2bbce9aacde07743e847400128222ff7b10
org.yakworks	boot-security-gorm	7.3.81		ab7c2134a780ce3bc3fd3e41f9449b9ee8bb5335
org.yakworks	boot-security-gorm	7.3.82		35c339341deab7c80578ea98379d1c605170e21c
org.yakworks	boot-security-gorm	7.3.83		e306b89d940b4c97e21306dac72542e9e63dc470
org.yamcs	yamcs-core	0.29.3		1446b5a7a97fdbbc473379345f539f99d0062ad9
org.yamcs	yamcs-core	0.30.0		cd6c6d8b4480928e4c2e727943449595e27e4de4
org.yamcs	yamcs-core	3.0.0		80168b44bee8c4bbbbcd98b9f598b81a0754145e
org.yamcs	yamcs-core	3.1.0		5659ab5d92e8e799e0146880fa0375492d7a18f4
org.yamcs	yamcs-core	3.1.1		99293138b28899c09fdbda909ad40e4efdd31c74
org.yamcs	yamcs-core	3.1.2		0b6a4eac9cbf2576fb772c71b1ccb63e82426ab3
org.yamcs	yamcs-core	3.2.0		7db7133eb9301c9561329384cc7db0c663c4e235
org.yamcs	yamcs-core	3.2.1		4bfe36dd0cce55a8124f8acfef4e74baaaef46d7
org.yamcs	yamcs-core	3.2.2		6005365bb18d0d928d2086cd81accbdcebdc8765
org.yamcs	yamcs-core	3.3.0		0b615c0e12d1e7f1f161a5aa64b7efe37824fe38
org.yamcs	yamcs-core	3.3.1		b98f0ff39a5a44da5250c7b94f65c132dc0f5af6
org.yamcs	yamcs-core	3.4.0		338fdde850b83735e5157b6858d1df6a9a496c74
org.yamcs	yamcs-core	3.4.1		158514c4abac490403aff6699b5e3825cdfedfbd
org.yamcs	yamcs-core	3.4.11		6e38786377832378288801a3998b716ed7cee136
org.yamcs	yamcs-core	3.4.2		4b62549356b6d4f5fbb2e384cb76728ce5803bc2
org.yamcs	yamcs-core	3.4.3		133a573f9d7ff95ca6e3fdc23db508ea7b2f577f
org.yamcs	yamcs-core	3.4.4		dd2f1c905af2617ccb33b098e6dfaefa5aa55b5d
org.yamcs	yamcs-core	3.4.5		5255b22b5e12b1f37d76532023ef8615875f292e
org.yamcs	yamcs-core	3.4.6		ac5af7f5ef7e93d515e0d1a0d7c99f44e66e4389
org.yamcs	yamcs-core	3.4.8		ea00661126c7948bf2a8859bf52f992ecb8eb99d
org.yamcs	yamcs-core	4.0.0		f471b3fbe91809c0edd20842a7958525798ab338
org.yamcs	yamcs-core	4.0.1		e8cec1a0fefc3381bbd6183e5521b284c89b0a37
org.yamcs	yamcs-core	4.1.1		da01e0206093e1e16b2ed09153fd250e58b80854
org.yamcs	yamcs-core	4.1.2		352e51f11516b342cffe206ed26fd648b994612f
org.yamcs	yamcs-core	4.10.0		917223e92c00c8b5d62843b9e03922bc8e7e4540
org.yamcs	yamcs-core	4.10.1		28acd0be866664d2f5442d8c11d70f4d71e7b80b
org.yamcs	yamcs-core	4.10.2		4dbdba46ff644dae9bd8496996bbcfc9174cbb1d
org.yamcs	yamcs-core	4.10.3		3bff33596a68f0a6aab801d6c2be1469eed6b87f
org.yamcs	yamcs-core	4.10.4		0fbb18baf5e5e38088ea96e2679a9bf5f260adc1
org.yamcs	yamcs-core	4.10.5		272bf9e7df747ed3fac29b5ee8922851ff162b7d
org.yamcs	yamcs-core	4.10.6		6c03a7482497632b3e7daad25152980820a91d9f
org.yamcs	yamcs-core	4.10.7		663a1366ab3c67602d4434642642d5ab26eb13c9
org.yamcs	yamcs-core	4.10.8		351352852e74b93fc9ceaa82e0afc3a3bd2a05a0
org.yamcs	yamcs-core	4.10.9		15ea9b1df350b194b5c62e4dd8296a82ad19a766
org.yamcs	yamcs-core	4.2.0		b40858594dca297e09ea15e1a0b28c08417f69fa
org.yamcs	yamcs-core	4.2.1		2adbf4e82dab4366bec7d384705c0fa8a656a471
org.yamcs	yamcs-core	4.2.2		c20b973740a108ea65dde8579914a6be943df37a
org.yamcs	yamcs-core	4.3.0		273a71954e53ae287cc4b4baebfb83277457d05f
org.yamcs	yamcs-core	4.3.1		c2e9bf2f0050ceec5b12eb0798551350fa0c7e27
org.yamcs	yamcs-core	4.4.0		29455fa9265cdeb57bea28f59defbde9808f4eeb
org.yamcs	yamcs-core	4.4.1		6b0d207b590d6edae7fb4dd0485bf09d09a998ec
org.yamcs	yamcs-core	4.4.2		a5af9b52a4088996dde7584ac8697f6c75b9262b
org.yamcs	yamcs-core	4.5.0		260eec098de427466790ee3cbf6e2ea0da12731e
org.yamcs	yamcs-core	4.6.0		fb451649cd576cdc824e964f43ce3d76fc74b908
org.yamcs	yamcs-core	4.6.1		917bfcdca9fb89e03a80ff09ceb766cb81364c0a
org.yamcs	yamcs-core	4.6.2		87663ffbbc61f88e4b3b8917fea7c49e53c6867b
org.yamcs	yamcs-core	4.6.3		1029af9260624e950cd8ddadfb5a0d1f6c7dedaa
org.yamcs	yamcs-core	4.7		e3581b037a8c174857995f13c5d7d1d7d8ba6a4e
org.yamcs	yamcs-core	4.7.1		2bb48990cbf85db0fc0b2b0d86c9a12929837671
org.yamcs	yamcs-core	4.7.3		f3d2b29446d183c58b2c4600b90001388cedd8b0
org.yamcs	yamcs-core	4.8.0		b6f5eda019746f453a407d28008f49f08b46778f
org.yamcs	yamcs-core	4.8.1		d38da64151943700a6670c0e3eaf32ac8c15c92f
org.yamcs	yamcs-core	4.9.0		a64a26cd9523cf5a7f234c265f4a038a52f2d557
org.yamcs	yamcs-core	4.9.1		14ab554c389b98abf66434aefcc88209ce5ed066
org.yamcs	yamcs-core	4.9.2		4b3d76b302140097e17125124fbd217010226766
org.yamcs	yamcs-core	4.9.3		8011592d141cdc80358f2f8bb4653d72c142ed89
org.yamcs	yamcs-core	4.9.4		df2373b7489260c50dfb05aa2189250a7f2d5d7b
org.yamcs	yamcs-core	5.0.0		d9f9bc85d5907f8c98a1b192cbc5132fef2d2dfa
org.yamcs	yamcs-core	5.1.0		92e4be5ebcbf9362c01b393443189b902d416427
org.yamcs	yamcs-core	5.1.1		6aadab654ea6141401966e4bdc23e4d863e20348
org.yamcs	yamcs-core	5.1.2		c1bcd253517fee30c3f8fca462e25fc6db6aada2
org.yamcs	yamcs-core	5.1.3		a0e9be6fc60de0ea97807a3b3dc8f61ad4636ad0
org.yamcs	yamcs-core	5.1.4		f26ffa384dfba0ca47a6e98b2f456db0be81eb4e
org.yamcs	yamcs-core	5.10.0		fcdf3243fd0a7f75d2c5d6bb88a7fad1c8500c02
org.yamcs	yamcs-core	5.10.1		36b7fd873176bed7047a6501657c682d2c4bff1a
org.yamcs	yamcs-core	5.10.10		db65471329a1bd6acbda1f40bcfa64c21fc5cd26
org.yamcs	yamcs-core	5.10.11		90969983b704e31d9658e05fb4adfe4143181359
org.yamcs	yamcs-core	5.10.12		fc7859a72980dd50a30886da9d4e2cee1e13751f
org.yamcs	yamcs-core	5.10.2		2653dab40dc57bd391ba1d455796d283aeabe64c
org.yamcs	yamcs-core	5.10.3		1168f0db721fcba7e57563d96f88c01e907e529a
org.yamcs	yamcs-core	5.10.4		972e9a9478febc5342e4967829ced53ddbed72f9
org.yamcs	yamcs-core	5.10.5		c42e6d8552108134b9830de11be1e391afa401b0
org.yamcs	yamcs-core	5.10.6		0b8d2d4e4da5dbc9a79a8a6877f96f4926842f71
org.yamcs	yamcs-core	5.10.7		d6b39d42a22be078c914e66eab27c8cd098d0e37
org.yamcs	yamcs-core	5.10.8		4c61e3ef32d0b4a89de5666bcb6aa49fac221359
org.yamcs	yamcs-core	5.10.9		ffbc637b308e12e280f923ff440a7692d6c1c260
org.yamcs	yamcs-core	5.11.0		4ec2a159b70ef61736728942119646bf45aa0061
org.yamcs	yamcs-core	5.11.1		ed83ebcb5b93790907c041bbb48fa39ca0ae30d7
org.yamcs	yamcs-core	5.11.2		f6edcdb862b1c2c41547ca9f44c4777d564c90c7
org.yamcs	yamcs-core	5.11.3		c954c309253a17ee98ceb87887ed73924d3953fe
org.yamcs	yamcs-core	5.11.4		d2a0b7dfc3530b96ad3885bde5196fc070b1c3b0
org.yamcs	yamcs-core	5.11.5		b602f60f31bafc066a9a2f28d153ebc7ca1a24a7
org.yamcs	yamcs-core	5.11.6		f29764e74f8cf9849a36609e2b15cb1c50d1ed90
org.yamcs	yamcs-core	5.11.7		3cf969a756eb3a18304f6874c0c96e4a61fb9b36
org.yamcs	yamcs-core	5.11.8		333e1b7fc4135ffed10b3ebd0b893e46b690d2dc
org.yamcs	yamcs-core	5.2.0		00d0c1d34aa80ddc7d02f911d679dce0cc57c05e
org.yamcs	yamcs-core	5.2.1		d234277712e580421642defe3e48b014c808bea8
org.yamcs	yamcs-core	5.2.2		d03d058f878d6d15b742e548c6f0164081f7b05e
org.yamcs	yamcs-core	5.2.3		b1f81a94d28d54dbc5af23dd76430a5f45c51d37
org.yamcs	yamcs-core	5.2.4		89398e8bfb20b856fbdd5a422ea7e189e18768f9
org.yamcs	yamcs-core	5.2.5		0de5904b8e1a322ec6b0a54d31e913c5504bc717
org.yamcs	yamcs-core	5.2.6		16a27d1cc310b725c900a91f4071010c06098e06
org.yamcs	yamcs-core	5.3.0		61ba944b302032ba224eb7bc973edf7b1542e08e
org.yamcs	yamcs-core	5.3.1		d4bd6b857b64c2433ead6b062e2fdae0ea006a2a
org.yamcs	yamcs-core	5.3.2		8212bb2f9ba63e29a6d4317d133036a9aadd66a6
org.yamcs	yamcs-core	5.3.3		264e5d0e899a3a1b3a5742c10dda5b79fc39be70
org.yamcs	yamcs-core	5.3.4		08556bf6e83e5fa0831a98657bf1581ff93c359d
org.yamcs	yamcs-core	5.3.5		d7b7509ad599bafbfc618b491db7f15d54240a48
org.yamcs	yamcs-core	5.3.6		821e5034c91bb9fd4926d19f12bcd1e2b28cdace
org.yamcs	yamcs-core	5.4.0		2ac18fe67b0ad998515c0cc4c5aab6eb70edf541
org.yamcs	yamcs-core	5.4.1		ce2767735bb63fcaa003fa7e90032485e93c35eb
org.yamcs	yamcs-core	5.4.2		92737ff721e7749ded702f81cfd888c6d6dc0cad
org.yamcs	yamcs-core	5.4.3		4881de3bd90df494f1880ac4db7c47b88f81acde
org.yamcs	yamcs-core	5.4.4		14bfd49fe4eca37224a52c6bcca8005968f07568
org.yamcs	yamcs-core	5.4.5		5df153e458256abc7b6273fc8a504234e90a36e9
org.yamcs	yamcs-core	5.5.0		15f76b5e8e2d2a020239bab9654947f7b3e5f7a1
org.yamcs	yamcs-core	5.5.1		d8c3728c450ac698bee171fea687d5423cecca5c
org.yamcs	yamcs-core	5.5.2		6f5fe8fcf8e6499b1ca15fe54583f65ca9720021
org.yamcs	yamcs-core	5.5.3		8b42685e8362167c45797b7696ae159a065ab8b7
org.yamcs	yamcs-core	5.5.4		abe7b1c29b3570cd8eb06214b3108c3008dfd578
org.yamcs	yamcs-core	5.5.5		be26f05a61e03f5bc7ee13cc0f84b4ad46132539
org.yamcs	yamcs-core	5.5.6		e2478e92d15dc217f7b18545b4e3651492b9d4fc
org.yamcs	yamcs-core	5.5.7		721df3873d64033614073db3dd0f38f1445837ba
org.yamcs	yamcs-core	5.6.0		542ac14f8822501cefc1c864bad47582b7dd8111
org.yamcs	yamcs-core	5.6.1		23b51cf22fe66751f520ef418d93e530201ecd13
org.yamcs	yamcs-core	5.6.2		7ad93f6b46026e432f4f517b800f682f7e4a11f9
org.yamcs	yamcs-core	5.7.0		9f2715f40a5a205cc2f4659a2b5b81ffcadcdc22
org.yamcs	yamcs-core	5.7.1		7fa0686ed997f5e1765a3848761b9b4d67aca9d1
org.yamcs	yamcs-core	5.7.10		661831f92eedbd377a605ab9b484437a0943e821
org.yamcs	yamcs-core	5.7.11		f23500284f866485ae7cff768d2218eec69e0fba
org.yamcs	yamcs-core	5.7.12		3cd35502e12adeda0c89f228696ee73fdbdc2c78
org.yamcs	yamcs-core	5.7.13		85d55e559cd4918c99747aa66e4040ea871a0a36
org.yamcs	yamcs-core	5.7.2		0c257e990f8e29ec6a1a377a35fe70b4712d91e1
org.yamcs	yamcs-core	5.7.3		89f2f4f6fcb63f7962c1788dae78c4bd71912e4b
org.yamcs	yamcs-core	5.7.4		4e1b868e6465c376f64f7e1dca0e86577e5567ca
org.yamcs	yamcs-core	5.7.5		48709edb257f6b2b34c799c57800d52d3d9274b3
org.yamcs	yamcs-core	5.7.6		76c80fcb9ec6fdbe9ba66ed52602b0b548d2415a
org.yamcs	yamcs-core	5.7.7		f2999ac7a8c22ea98ec158363aebaf8f524c743d
org.yamcs	yamcs-core	5.7.8		0beaf0a26c780f3e35a2c0822053424bda4bad0e
org.yamcs	yamcs-core	5.7.9		1f85ed1f5037936478e5f7d0b7e6fc269267bab9
org.yamcs	yamcs-core	5.8.0		0f7b11bbd17804856a82578767e6b07f8da15221
org.yamcs	yamcs-core	5.8.1		f8af0aced54e86425ab77fb29491f7093168fc70
org.yamcs	yamcs-core	5.8.2		dd4be16c01ab417c94983d8674f8d71ace4f1731
org.yamcs	yamcs-core	5.8.3		84eb44b2e7ff347e3a857dcf4018815d1f89691c
org.yamcs	yamcs-core	5.8.4		2fa6c1a51e76fe342c3b7c17ec2ee76e07a9886d
org.yamcs	yamcs-core	5.8.5		dff73d7d1ef43b7933c843c080aebd480d01cc63
org.yamcs	yamcs-core	5.8.6		6139e5ffee2007b52e8e655a800c118ad33a585f
org.yamcs	yamcs-core	5.8.7		a82a2210786658f9ab2a1fb53f2daf200afa4f7a
