aspectwerkz	aspectwerkz-tutorial	TSS		N/A
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-31-80deef08		5365d56ee064e5c28b31bd6e87ddb02da74d8c41
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-32-96e851cb		1a901c3040d90be606fe6a7843cbf78633cc848c
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-33-94c5ce87		8c5da0a964f38b35a4d1b04a2601e50037ae86f7
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-34-2720f120		84fcc61c6d85496f2edda90d2771eb68c501146f
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-35-e445eb40		e4fc54fcd2d590abd17b4e00579cf799a53395cc
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-36-74c8477d		782d04030f9d820920b5f86b16c5f42d4797fac9
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-37-fc285279		305168066b35acf11fa870d675b9f0292e033ee9
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-38-96641965		df98128839b1121a88ea15a5125be2f7dc3d1a9f
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-39-ba724263		a9d12dd4ce14f7ebaf0cb03f6a85706b31bf68e0
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-4-cf2ff986		a916e35961fc22daba5bf37b58a3e65b84f64d6c
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-40-ab5f8a2a		7f5327a63f492f9cf9519707a2ea3cac8200453b
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-41-2dacc9ef		cabcab2a5f1182b2ddc216cf61c7769ee6a99a8e
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-42-55d908ea		d2db80e467119bbbc7484891a0b3d2934dfe3433
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-47-cab76b4c		95bfc59173bd0fa0cdb3fd20a300781d1472e863
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-48-8b1a5588		da6c52b8ccdbdfcf1c086ec42c608503a3f459e6
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-49-151446c5		e7a9d98274de539bff8522d05ac3f15fe359e6db
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-5-0af4d9e7		7d665c4b945bfc3cbf3cf94350fc47d38aff8d42
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-52-d2acc162		b0ff56db07c3ecf1c18b124d836bdbe77c37d011
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-53-084f7f4e		0de822ed9dd0a440a8939f4c3891a943a5426747
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-55-8ef21714		6e8b6856383750220f0be42a87e90e648573443d
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-56-1bcbe7f6		cb2fbc7819c9a88d47e1329c933750075457bfee
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-58-9ccdff7c		90940af9b242507a4743ce2f3d367a3dd13cdea5
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-59-cdeaa580		6f280b1d240533f2f2050a566c8a3e52d08de470
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-6-34034262		c89b371b7c4106f3d662915b439884674ac1b9ac
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-60-89836cd8		fdd04b0d968a4d7a5bd5516a0b83810cc915f44f
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-61-fcbebad5		320b427d5e9ef9d5c9dd4dd1069a016c5e164da1
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-62-e40dcc07		72c62e7f2f2f7590e6329bb57e0946f68aba96a3
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-63-18105caa		f861c79b686c7a06b85dad6571b6cc02594c24fe
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-65-d93dec88		71863caa78ca37863bd9a95384cce8f0098279c8
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-66-a7c0365c		b9dd526bd4a9ad179f98e302ca5b029cbe59dd21
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-67-b3fea31f		00ef65fd2f0e5cf2e51b3d9c53e0552413c226e9
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-68-50d39ec4		10ad055235bb19d4c7c45ddf6e461c2d9dc65241
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-69-8d1e4600		f318b98b95d9000c76193559efa8961244b8aee6
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-70-45c2ae79		ceb026ab8a5fbeedb36c28a925ff0e1b3e48ac43
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-71-1e75159e		bdb75587ea2ee70e5d4a7c197e68b54a11655ba0
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-72-21dc3ed9		640ea1da8fdfef99b4b0dd18fdf49e83951fa973
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-73-3e75635d		c8f216957f2da0ce2ef338ce73d376bbaa41d3c2
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-74-c58df82f		2dfb90eb52e02efe46a8a76d7ba2ba9c3f8d4a0d
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-75-95b58dcd		f07a9aea37cf9afda2a52aa1a9c9d7ca814a7e42
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-78-a38fbac7		295d013ebbd8c01f91c4a27ec0d6281977c8a682
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-79-25cb55d6		9b2dea33865813f79c0f9f7d45eda7df07858021
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-80-0c6cb10c		9b4d7bd8e63f8cae3df6f25356a0d44eedbf45ca
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-81-8d9ea548		cf73f80b3b311f7c29f3dbd2bce601ce633d8625
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-82-3e0b9472		178c98bdcacffb26d30bbe56edd98b305a8d310e
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-83-c70bfdfb		d1ae57b36995b3e738cc58c7e1c774fc52337cbe
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-84-0b53d8cc		c1610b8298e005cdf17e92f4b7d5cb03f6a8d6c5
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-85-16e85c7b		fb8e00057b68470ccfbdc7b955aecb67432727d5
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-87-0ba1ece4		e0f939cb069cc3ddae40e57fd34b5393eb97f0e3
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M0-92-0b2ae1a1		8a5cf3721f07c6127e8dc2ceeb4d70888fda76e3
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1		ac14cdfe62febf3b8cf1f3720cb268fcaac05206
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-1-345537ec		58478d74d4a4676defad645db3e16f3573927d22
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-10-105f9e32		c3355f4318852f020ba3665a52d670d613b4dc2b
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-11-950a5d3d		ea53c4d758490610e1e17b67082777f849e69cc0
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-12-983d136c		279f006084b9308d16b0abc29c8ce62ee642bd1b
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-13-139e5beb		120199f597a5243e5aedccb8be9a85b43605e372
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-14-dcee60fa		9dade039611a4947059d8d3ec305d3629dbbb02d
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-15-240bc71d		e55fb266017d7ecf1529b5386c8ef1a639b69c01
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-16-4d83c0b7		8ace4b796f3c694be376c366a08298bb3a3bceeb
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-17-2ee6a197		02b9d588444be7c6ed5923087818d17a4b72eba1
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-18-99efad1f		15e9be2b6774cb17e19d394e50db13e2416a5a00
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-19-a7973e17		f2425d0f723e44e3048f70b65b6c56b6d5a50980
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-2-7b5c3954		09daef235b542e03d27d34c40eaa108304716cff
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-20-497c01aa		0959a1a56e6ecc2495cd6c256fbaf77374b60932
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-21-3845491e		bbae44120ea50fdf42bdb2fcbd27ee768ded9dbc
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-22-d78a6cf1		6ad612d531b1a812644abcf7f6d0d0fac3d01ec1
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-23-e3c82421		7c9ced2c6543e15cdfcab239c656bf4b9dd09879
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-24-26133e66		cfa0c4b178ff45b3ce5d16f3f015ca9f8ad2473e
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-25-48eb976e		ee01818ca6b53d755313659d24e21e890cfcb504
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-26-cd78484b		cdd81770f1e1a42bc5849fbf7309b728d70074d2
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-27-a6d11ef7		526d68d022112db3e6872c0a8144cb2d8fdb59bb
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-28-910aa659		04826ef63d273ed3e8a99d9340d96876d30ad5ce
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-3-47512ee8		0e0428c8b85adade55b82d2736a227e0dc368b79
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-4-9b5bf77a		2bb7322b3d1eb90d6af07224d3670f71cf7e5275
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-7-43812d49		591d13c14a8b6cd47477a5f908f8395c18c49086
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-8-35694880		5539cd7cbbc4a165a627e1248c2ea1aab0831bb4
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M1-9-08f04d97		04c8817100523fbd2995538386bc4740978f081d
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M2		559f82026856559d15c2130ad937074aca4a69ed
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M2-1-3763a1d4		0a702c4566e0167a3f3c2763110f36f468565773
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M2-10-f6e2c001		a0c635c6dda6d8224bd15ec34e966feb578d08eb
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M2-11-713b6963		3480aa0518c17af1351652427d186526d1d06076
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M2-12-951bbc1e		ca2b92fa645187939146f681506d1d2ddfa624e6
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M2-13-23a8ef64		1fd440f28b5c0a6ce6965a98672eb9f3f6b5c969
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M2-14-23a07fdf		7d336191f232d139b90d6b4b95cc9b49e76c1d9d
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M2-15-9bed9700		4cee53b260e5dc0f093ea392038ad04e0986ec28
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M2-2-741e5dbb		d1c8a989733d8888dd5db634aca2e2654fdd007a
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M2-3-b5eb4787		4a5faeac1d010050182ffd83ed0a28754971a849
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M2-30-486378af		a2cc7a92a788bcb56b84771678ca8758b5b21bef
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M2-4-c3312916		bed90368ad77c333bb083dbc4b942a37feacbb31
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M2-5-1c823fef		4830731be887ad05542d0cc6970b4a1d75837d2f
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M2-6-38698450		c4e9aa00d6d23436e96a35973ac47e199b06eaf4
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M2-7-8f1180d4		3d3c7c5970d203a85c0fd4238d8e06b7a6e31259
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M2-8-ba4429a2		771564961abaaad99115cbd3691bad40b5eab819
com.lihaoyi	ammonite-repl_2.12.9	3.0.0-M2-9-88291dd8		29f556969b5a15313381dc4869ff56190fc06537
com.lihaoyi	ammonite-repl_2.12.9	3.0.1		cb891f0d370d5072e49240dd6c6eeb4467e40bf8
com.lihaoyi	ammonite-repl_2.12.9	3.0.2		809fbc187060da71c7ab36190d90d756c6c03509
com.lihaoyi	ammonite-repl_2.12.9	dev-0-5b8ba21		26b4709e62fa049194e02ba48278f5b903b9b229
com.lihaoyi	ammonite-repl_2.12.9	dev-0-c7a1191		40a6c3082947b7e4936458e283ffdca718896e1f
com.lumidion	sonatype-central-client-sttp-core_2.12	0.1.0		0d22c1c5b8793c1372076ead218166a47a089550
com.lumidion	sonatype-central-client-sttp-core_2.12	0.2.0		eb2185aa5dd8f9da38eab26e3e00ded60d3b89fa
com.lumidion	sonatype-central-client-sttp-core_2.12	0.3.0		726e64bf1f1dcc3fa089012aa649baf65f98bbdb
com.lumidion	sonatype-central-client-sttp-core_2.12	0.4.0		8e4f57db716a4b89c6860f592fdbbe4b70f5d7d1
com.lumidion	sonatype-central-client-sttp-core_2.12	0.5.0		a11d1300f44323dd6f48c16c43fd953226d2fdfc
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.12.0		d828b09be71b7b0a94131f9b7a7209c96b2de00c
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.12.1		8ad88eb517cabbd31ea68a392a2399f649df14be
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.12.2		027489ffc6883f4108a9d6a27c6bbd09b51d8e38
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.13.0		6a9876dca6dc6011652808b27665cda03541e9ac
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.13.1		981b4e9d549eb2d2a3d94003cd218f5d75e29e7e
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.13.10		8fde70a4b1b4c6c21f2aa90af91f8921b52afa85
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.13.11		97f2efa3965135117a94834c4428719c0f9d22a1
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.13.12		47760af20ce3c23a4c97e07ab90eb4e3283ae84a
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.13.13		a560b33bdda1f7f1079668096ba53215a18d9bbc
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.13.2		adc0c408a52caa03a9aa287f4329bb0573aa667c
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.13.3		bdd01d6c7afaf38dd9ce896ecc9bb482b13ed3b4
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.13.4		9e735d765abe173e939816d059e58139369e6777
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.13.5		33e1840f7d27886dc5c1957023fe416db1ec8f43
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.13.6		2f4bfb45743d31abda71701b442bb8f25db630e4
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.13.7		362ea842cc0397b301044508943873c5f0aa6301
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.13.8		390bdbd8ce09b0d04dbccc9866ddd6e8e11fed8f
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.13.9		99aabf675eb02289859025bb17fa54853e5211e5
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.14.0		4f282c78b3d284220ffa97e516831ef9df307dbe
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.15.0		49d01ae3cde0761263f0d83c4f40daac06a08d39
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.16.0		8913265c0112a520b92016b62c097a281cbf3250
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.16.1		f0b9636ed158af64f73b54df9dc81eb91481b6ac
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.16.2		50c74d21ce1f553f5ae070ba7bac19443c981940
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.16.3		b45ef2ed0538c086a7c35427b225c8b4574fedc8
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.16.4		aa7bb58962fa885f49703783b4c60878d12ed896
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.16.5		7f22d67c8eaaadef46246ef17505fcc7d9f7047f
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.16.6		539fb9e5646a323f1004cc2c2e8779e082275b35
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.16.7		8628b12eb6a7865ed355a9c1e53eb951a39626a7
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.17.0		f4f35f7eae38da9e913e4829ffa5e366b97587c3
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.18.0		6c1d3d320df66b777507583472b39d9aa8bd48ea
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	3.19.0		653333e9a70e69da4d72ddf87cdacec93e475d63
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.12.0		fa88b4340a1c5661e2e1d4307f9a5bc3d3e3ef6c
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.12.1		7115cc53385b83a28d1c56bee60fff79535a0a47
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.12.2		939258b4b1e0f8f2da13286a448d5e4a7effd9e5
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.13.0		f65296a3c74482191cec6895dbceb49d995eac2c
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.13.1		322d2a38c40502fc4b9c406b7ee5892f7b0c530f
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.13.10		2d25c42f92ddaf7e3bc65746bfc913d73cbc5aae
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.13.11		8aca861665b968201212e3a7b56719ebe41bf309
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.13.12		662e213ef7e2fcb52ae5f9407f06a9431dadc8d9
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.13.13		94e9c2661bad0264babc26f699d25e4e79540ac1
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.13.2		4395f315d9901a3053350e5fe044310eee5d9a5d
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.13.3		bef87992529714e1e344b77d4b837444789a9738
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.13.4		337d66f50600615a92754843c3e8c0054db24ca3
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.13.5		928847a7ee2c2d986dbb360b0631e8a615e6f143
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.13.6		5a4f78d6b63e9973fd211004f846fb8f87ddb95a
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.13.7		c7c366c552efb6a1a3099089c025fb2b3ddc59e0
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.13.8		692fb0ee70a76bd9791be32d2458be11bb57fc54
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.13.9		9b5c839dfe21dece88ca80e331f3500a7cca8ec8
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.14.0		323b5b56c185f781401330976085e7e58afc3a7e
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	4.15.0		2b80e8f17967dc08be9d0ff112de7639c30b2b5b
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	5.4.0		807fd630601a3b070cc5c7e188ec6460dd5346c8
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	5.4.1		073a5b4ad26ff0a89086eac7d55493d569d4de69
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	5.4.2		5a272ffa2a381bded3ce5b1754d95d6ed17685fe
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	5.5.0		1ea9ef2bf94a0c3e50990d13e2a5906711d5d419
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	5.5.1		cdf41f1ee70fdd0d89c1e9543b0e7362ef066434
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	5.5.10		0c12ccc836024ab023190f254d76bd573dc6691d
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	5.5.11		4019d6a7fea99555053c210615ab951e5a833218
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	5.5.12		eea2f1ee733cb7feb6a08f1ca38b57b54a0ee6ab
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	5.5.13		e647da90bc2986a07d6b16c72f7ae96815798372
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	5.5.2		1260d2e5e26f5d4dba00b7b2d80546df49733836
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	5.5.3		b592ee1c366c65c1c1a5d67f923651a434ca5ffb
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	5.5.4		8a754425c51d07ef105ebc27cb63e0f477a1a365
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	5.5.5		cd2564c56b74bce14c5abc98134bd86e81073675
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	5.5.6		e7e1605e74bd179fc24f71210c9886d7b43e6712
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	5.5.7		416cbb2ca7384eba0ab6098368b1304b8d10209e
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	5.5.8		f8897c0e393b3d216ae0c4c5f3233dcaf8d11d88
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	5.5.9		19dd7f7a1ac59ea3aa877ddbf4a79fe95e49bbbf
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	5.6.0		3ea9643cfadcbca6251578bb7df4db0429586fc1
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	6.0.0		ebd54b2bed75ccf15bd5890a21055cc3be29e1d5
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	6.0.1		f61b9d3b905b6dff25cb59bf055c6b474da6f946
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	6.0.2		d95eaef7bd7eaa116fb84b0ac3334b0bf270b616
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	6.0.3		0ab67624469f8f2349aeceb5c5b53ee1029c3c8d
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	6.0.4		c6bc9468785ad0a837e29bae61295b0054ff4e6f
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	6.0.5		b5e27e8d3a93ab367ed82a84dda7d0ee95eaf858
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	6.0.6		1c128000620babe768e0d9b303e4b5fb39bf92d1
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	6.0.7		242d3b5b48b33c7e3aeb5cb8ca9f6340e9a90c88
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	6.1.0		3d1dd00e8f3d43a6647c5169874a7c6c1c881084
com.nepxion	discovery-plugin-strategy-sentinel-starter-local	6.2.0		6c70893dd9fed93e01c35147897f60d27d899399
com.nokia	mesos-scala-framework_2.11	0.4.0		0e8d8a2d13688aa21d4ff95c476dc46326666da1
com.quhaodian	area_api	1.1.8		b756add7ac53849c291301763e644e2a99d7f9dd
com.quhaodian	area_api	1.6.0		399d406cb4a666071e1136e204fdc8bd2e1fce71
com.quhaodian	area_api	1.8.1		20a2274ed590c62f198d718d8d5199b3d0933cb1
com.remondis.cdc	pact-consumer-builder	0.0.1		bd14be90b8c0d508027b6e96c12fb4a984423ee3
com.remondis.cdc	pact-consumer-builder	0.0.2		21ba530dc49b3b92b5cdcff02eefedc29deafed4
com.remondis.cdc	pact-consumer-builder	0.0.3		90a91dac39163d715acd12451ee2c23d6be922ea
com.remondis.cdc	pact-consumer-builder	0.0.4		47078aeeb3fa78dcbaea29f645a07b4af1b430ba
com.remondis.cdc	pact-consumer-builder	0.1.0		0123d38b7e72e2353526e3ceea0ae5988f966dcd
com.remondis.cdc	pact-consumer-builder	0.1.1		cd0f4fb0db4608bf32a21c46a08d65e1fc4bebaa
com.remondis.cdc	pact-consumer-builder	0.1.2		e3c246ec974339658e8758b06641b726c5915ec9
com.remondis.cdc	pact-consumer-builder	0.1.3		107c8fc672e87292865cc80066c5d32cfd68c055
com.remondis.cdc	pact-consumer-builder	0.1.4		f708260444842ad565fbf868051a8d8cada67564
com.remondis.cdc	pact-consumer-builder	0.1.5		3537df50d442a9e3050cfb3f5c8e89e3876fdfaf
com.restfb	restfb	1.10.0		8f0c545843a41e11138713f89782bff540d4b01a
com.restfb	restfb	1.10.1		72b1b27ef1455f2c894e4bde4641bbd182a7e981
com.restfb	restfb	1.11.0		d5cd842cb08963e108966b31cb4e6b28dc16a919
com.restfb	restfb	1.12.0		48ec1ea0b88395a28ac55283b3dca0d135d46123
com.restfb	restfb	1.13.0		30cf3c09e0bebcc9ac98cd7d3bf608e35a10d8e4
com.restfb	restfb	1.14.0		f26971df4c58f139e4cd852fd30cd162e2c1ec3f
com.restfb	restfb	1.14.1		dd52cf65528e2c2a4fe550cb44b80538aaf164d9
com.restfb	restfb	1.15.0		6870aaca68308925cd5099b0eb981e130bd94753
com.restfb	restfb	1.16.0		75c804bd8534d89b95880791970360d41fab2103
com.restfb	restfb	1.17.0		99d6cf2adf9d581fcf4126f1441c0f29ec3da6fd
com.restfb	restfb	1.18.0		1e927f8e3e68fc855a3d647b0b3b6ef18784259b
com.restfb	restfb	1.18.1		9d4286b36a86fdf66003ed0c06a80bb7564f0ff6
com.restfb	restfb	1.19.0		480737a7027c940becd6325faa5e4e27eb23578c
com.restfb	restfb	1.20.0		c7b48022028cc718d69bd352ddc7b1184272b870
com.restfb	restfb	1.21.0		0f8e4b150fdeb2bbd3019e5a5334c868a8b23172
com.restfb	restfb	1.21.1		b114a80eedf48f34fac3ad145ba65b27b078fdb2
com.restfb	restfb	1.22.0		819baca6190411a70c61f2df894c8770f9d127f3
com.restfb	restfb	1.23.0		dad9d759555fd352d29f7240d3ad27b7e138e4b6
com.restfb	restfb	1.24.0		38e26e65a4b507300dcae1368f58d76c449960ac
com.restfb	restfb	1.25.0		e26c459a2d01914e9606a7aa4d5fd98c81964df0
com.restfb	restfb	1.26.0		a44bc332a37ee884799fce1c5e38f5637a47ceb2
com.restfb	restfb	1.27.0		8f8725bd606c2a9629f39d4b345e6b831cfca52e
com.restfb	restfb	1.28.0		0de9d21283137c35a4badbb51b7789cc2fd57021
com.restfb	restfb	1.29.0		b0355d96033ade7ef3da8d92a7331dda1d35a8d0
com.restfb	restfb	1.30.0		6bade9c7d5ac9eb9a79882257eccb4291103d676
com.restfb	restfb	1.31.0		700b25a869a69d8e703847ef9d986697fd1d88e1
com.restfb	restfb	1.32.0		098898381eb65a49b31cb9842200e2457b759a7f
com.restfb	restfb	1.33.0		2bfd5a7104ad6766340b1e7e2edfac9f2b855576
com.restfb	restfb	1.34.0		27bdac56eabedf80015469fa7da214e188a88be5
com.restfb	restfb	1.34.1		6bfbbbb1b726e3bd81fad2677249e4411bf67b0e
com.restfb	restfb	1.35.0		090d20eb6c80b5ec0806126157b6aa885900ffc1
com.restfb	restfb	1.36.0		433d4790e774d2892777987e2832d1900b75fa48
com.restfb	restfb	1.37.0		df63da1e39666679baddf24391eeb7e9fbf91fdd
com.restfb	restfb	1.38.0		46a643c7a94417864a698d373a873297eb85edb3
com.restfb	restfb	1.39.0		6bfc918a8dfd6b420971265cc46057faeb28bc8c
com.restfb	restfb	1.40.0		73eea37c57bce631efd1efaedd03cad0d1773efc
