axis2	soapmonitor	1.0		N/A
de.rub.nds.tlsattacker	Attacks	3.7.3		769da26082623249862b61bce8ae05e195041b04
de.rub.nds.tlsattacker	Attacks	3.8.0B		1236409b941e5fa8685cad5a8c250d6f86e4fc18
de.rub.nds.tlsattacker	Attacks	3.8.0B.1		1d86602ea5d253aa6e2ef550094133a565991fd8
hu.icellmobilsoft.coffee	coffee-grpc-client-extension	1.14.0		cbbcb2e8f0681fc72087232da910d9aed13e650d
hu.icellmobilsoft.coffee	coffee-grpc-client-extension	1.15.0		0994df869c3f115969f4b05db55b62dadc794516
hu.icellmobilsoft.coffee	coffee-grpc-client-extension	1.16.0		9e79a778855adac3a0f6ef71341189ef0a089ee7
hu.icellmobilsoft.coffee	coffee-grpc-client-extension	2.1.0		da0395ee386f5f555e8e31a07aba0951e22b01b8
hu.icellmobilsoft.coffee	coffee-grpc-client-extension	2.10.0		730181291aa574bcda56df2e5d98eceb92e43703
hu.icellmobilsoft.coffee	coffee-grpc-client-extension	2.2.0		6be979776428eda104e83f8b9a1038ee81f78c74
hu.icellmobilsoft.coffee	coffee-grpc-client-extension	2.3.0		8201a17692c2dad1e41365982b5e3dd47b12baa1
hu.icellmobilsoft.coffee	coffee-grpc-client-extension	2.4.0		1e995064c9a0c9f482e81ca428580f2ce333559a
hu.icellmobilsoft.coffee	coffee-grpc-client-extension	2.5.0		2828b0e1fcbe251f64b28eab2890523cea292486
hu.icellmobilsoft.coffee	coffee-grpc-client-extension	2.6.0		568149d9e2fe3ce0b08739272b078cd0c07c846b
hu.icellmobilsoft.coffee	coffee-grpc-client-extension	2.7.0		c5d193d22fd43a554950be92f70d7c701c211dce
hu.icellmobilsoft.coffee	coffee-grpc-client-extension	2.8.0		e0939c0e418b154b10f6d27c11947387a2686c07
hu.icellmobilsoft.coffee	coffee-grpc-client-extension	2.9.0		aa78f2bac2b9b6c08fc6cebfd3d750c5507bc36f
io.camunda	zeebe-transport	1.0.0		2ecf876fe2e17b37b8b8cebca3e1ae7a914be664
io.camunda	zeebe-transport	1.0.0-rc1		e5d9081ce34bdf9732bdf56e16707571771f78d2
io.camunda	zeebe-transport	1.0.0-rc2		09c369e927cde23cf2fdc732fb57789c7543a5b8
io.camunda	zeebe-transport	1.0.0-rc3		c067462e2d485a182add8ca1d1b86c5e4f1dae67
io.camunda	zeebe-transport	1.0.1		b60d811858956cd610a1600abd6cf2eaa7a11091
io.camunda	zeebe-transport	1.0.2		a041a6b27dda752fed1aafc5920ba622fc7a4546
io.camunda	zeebe-transport	1.0.4		b3079036f6725eae94d4d1a736c41190a0804999
io.camunda	zeebe-transport	1.0.5		46e34d51e80c9a61188c3853b21348cbda2a04c4
io.camunda	zeebe-transport	1.1.0		abbc3d3b894f4a2acc184ada52594e73cc1e4218
io.camunda	zeebe-transport	1.1.0-alpha1		af81278e17c9311749434d24de7ae0758247760c
io.camunda	zeebe-transport	1.1.1		3a9184a2698e2190c2f5ef43879b2824257ccef6
io.camunda	zeebe-transport	1.1.10		35ae2e7bc3512e5918cd1e716c0cae5bcd22e5d3
io.camunda	zeebe-transport	1.1.2		64910fff60ae05db30e976817bf3db0205991175
io.camunda	zeebe-transport	1.1.3		0a01811c1f0feb204fe5f182e6d3dcd68ba2ca3b
io.camunda	zeebe-transport	1.1.4		4c1c9eccf0e5ee6bafea6eab51b1d87268be6835
io.camunda	zeebe-transport	1.1.5		d72b979f757600a7ce4acf7afec1d278aa49e775
io.camunda	zeebe-transport	1.1.6		8fa5cbaa2ab65d285da566507bd9b05f729dfd17
io.camunda	zeebe-transport	1.1.7		3fac6ca2d29f65d2124f1135589a829fcab288fd
io.camunda	zeebe-transport	1.1.8		f2f8621e9459d69082b99385101c8bfd80e6a788
io.camunda	zeebe-transport	1.1.9		f54ff3ce0b0d497a05c8fb054493431976732c60
io.camunda	zeebe-transport	1.2.0		6e4e2d43829626b3655fadcbfa4b4eb7168f1c80
io.camunda	zeebe-transport	1.2.0-alpha1		cae9e72974886648e287216be585b980b1344f68
io.camunda	zeebe-transport	1.2.0-alpha2		01d454773ca1bc96b26885df8244f0f12220390c
io.camunda	zeebe-transport	1.2.1		20ff2ab5df8f033fc1ee72bf1c9665a9479b3a25
io.camunda	zeebe-transport	1.2.10		7072d855629501b68bb6ace240de3af65d0dea0a
io.camunda	zeebe-transport	1.2.11		1b034ba1a6185ab42d127abbad474dcd9380dc7c
io.camunda	zeebe-transport	1.2.12		fbd1af9f45c45a01771604ac82bd01b2c922df8c
io.camunda	zeebe-transport	1.2.2		1515c43025d47206b3e66620e581b47bec790a46
io.camunda	zeebe-transport	1.2.3		c2a732ab4d455f88189ab0b30b27ed5b5ad5fff8
io.camunda	zeebe-transport	1.2.4		5f3688988eacdb5121ca3a7192f03036861e49b6
io.camunda	zeebe-transport	1.2.5		6b69625e10bb1a0bc93a92c6e43da8e3280624f7
io.camunda	zeebe-transport	1.2.6		2930da0dfc23498e2ce8f46d2195df37bbe16b59
io.camunda	zeebe-transport	1.2.7		51e6b5cc3ced74526c9240df8d0304a46899ecea
io.camunda	zeebe-transport	1.2.8		a1557571d833c7e6edf93f3e7d4d9461bbcf3fa2
io.camunda	zeebe-transport	1.2.9		f74cc3307628d74a51347634259dc13b38643345
io.camunda	zeebe-transport	1.3.0		d0b1f9ac69b8e6133126b6e56727334a529baefb
io.camunda	zeebe-transport	1.3.0-alpha1		ec4fd54001482d61f4ac8fe28bb3b1af14b06b57
io.camunda	zeebe-transport	1.3.0-alpha2		15da499f2e7b984039c414fd1bb20341ab436fde
io.camunda	zeebe-transport	1.3.0-alpha3		a76d4f84fb813aad6ed358663d1741042292c49c
io.camunda	zeebe-transport	1.3.1		eea5f4808def1e959ff095f468592ceaafd700ce
io.camunda	zeebe-transport	1.3.10		15c94ace7a20af4fa880d7d52ecd4e8c676e36e4
io.camunda	zeebe-transport	1.3.11		bb65bb467de1bd25ed644767dbc4d16cd0f6ea2b
io.camunda	zeebe-transport	1.3.12		bb45822035cff0e7657f926e273ef6a4434e8216
io.camunda	zeebe-transport	1.3.13		78d2010d4ec46b02326f5b121e3e81942405b6a3
io.camunda	zeebe-transport	1.3.14		4e40cb111eb546593cedb0c643ca3d0475dd2bcf
io.camunda	zeebe-transport	1.3.2		e294975f3806e642a242f93d53fdb8093ce8ac71
io.camunda	zeebe-transport	1.3.3		900008054960fe5a4a8e03b1e2c02e5b00fcf075
io.camunda	zeebe-transport	1.3.4		fd324ef12b3db9a92ac86666fb0c782d326128c4
io.camunda	zeebe-transport	1.3.5		4a7dca4c70345ea0adb31a9049a6c281d6bf3089
io.camunda	zeebe-transport	1.3.6		4855418b470b568190ab994f51aafe41802be078
io.camunda	zeebe-transport	1.3.7		d3efca296ad0eabf51f2f9fcb6f4850f6688b2ae
io.camunda	zeebe-transport	1.3.8		3729557d306bd4353e8383790a679985a1d4e4b3
io.camunda	zeebe-transport	1.3.9		57c7c2d62474b6df2a6a07b2b3ea4584c4f785ee
io.camunda	zeebe-transport	1.4.0-alpha1		e07f3a8ab4a012f0e08dc1d096765e28f99b8b6f
io.camunda	zeebe-transport	1.4.0-alpha2		8894545d45fb70cbaa986638c7e4645b57c01303
io.camunda	zeebe-transport	8.0.0		2e366a04e48b8395cf782eb50ed7aadc5a4ecfd0
io.camunda	zeebe-transport	8.0.0-rc1		4287a42b6c6094374903b3967047714fda982b18
io.camunda	zeebe-transport	8.0.1		cefa8ad37a9430cb5f29cd2aa51563354713c9a2
io.camunda	zeebe-transport	8.0.10		d7d636127b4208996060606fa04ac6c7a472971b
io.camunda	zeebe-transport	8.0.11		0370f980a6722a8226aac28ee9707cf3e2e9ade2
io.camunda	zeebe-transport	8.0.12		4261dc04da5d697db0fd015bcc5608e6d28fef2b
io.camunda	zeebe-transport	8.0.13		bb7e203cd4979faf8aa0534f23babd5697c47240
io.camunda	zeebe-transport	8.0.14		2752c5c9072c9a94c95721ea87d774fd8138b4f4
io.camunda	zeebe-transport	8.0.15		8b5928ef44c0376c9f279551dd56359198d141c3
io.camunda	zeebe-transport	8.0.16		3bcb2a724cb0fc8b7a01e55a9d763bd9882171ff
io.camunda	zeebe-transport	8.0.17		0628bb3af82b422d6df5005a411b3bfa1a149bfa
io.camunda	zeebe-transport	8.0.18		b53ec9cc3ec504038242bd86182d5bffa87eb25b
io.camunda	zeebe-transport	8.0.19		a755af866ea405c96449862553478a06d0ef17ed
io.camunda	zeebe-transport	8.0.2		b4f374ae76ddd063865d11db1ae82841188ce7e1
io.camunda	zeebe-transport	8.0.20		3ad726cf3d9b45c2e5bd3e48c470ae9a96d1d349
io.camunda	zeebe-transport	8.0.21		7684f95de1ad800770eb51f18d38a0e10cf5cd5c
io.camunda	zeebe-transport	8.0.3		9b0b31549e2468667d117442e3b6e24a968b4d14
io.camunda	zeebe-transport	8.0.4		841c89d949c87efc7fb03e6a428c8d11ee8767bc
io.camunda	zeebe-transport	8.0.5		aa069bd3acb332e94d30f9bc3090061c599611b1
io.camunda	zeebe-transport	8.0.6		1c41e65c422dc9d1989a708a6b044ddf35845d54
io.camunda	zeebe-transport	8.0.7		615e7d46ffafdb54b4fb8001c46ede55c17eef7d
io.camunda	zeebe-transport	8.0.8		f7f00ce39f4101c88af9d5cbb4a052a4864a185a
io.camunda	zeebe-transport	8.0.9		7343185bc731d56338a32a90dbefeb9517d78f25
io.camunda	zeebe-transport	8.1.0		459e417ddcff0b1d9fd0ef2da2e72983c2def55e
io.camunda	zeebe-transport	8.1.0-alpha1		a632770b73c381c073a83e00bbac785a2744c41c
io.camunda	zeebe-transport	8.1.0-alpha2		f8c42dc43b93e3466965b21ba752763ef922b2f0
io.camunda	zeebe-transport	8.1.0-alpha3		487e45b362b1dd4b8b1e284c7217b517f8e0e996
io.camunda	zeebe-transport	8.1.0-alpha4		ab99c8d65585adf3231238dd54cd57af6ed3aa61
io.camunda	zeebe-transport	8.1.0-alpha5		5e3a9e7251a0b133a929c8ebda25d2002d39d2a8
io.camunda	zeebe-transport	8.1.0-rc		49ac5edc6742da2e76c7d598bf7783d879bea19f
io.camunda	zeebe-transport	8.1.0-rc1		981ec8775c56b54200df0de87d805fecd49465ad
io.camunda	zeebe-transport	8.1.0-rc2		cf679c13c08a41ff2da787924f7d2f4d0c2f345e
io.camunda	zeebe-transport	8.1.0-rc3		006eafe58a6f58c5c829fbf4910ca81817131b52
io.camunda	zeebe-transport	8.1.1		7a6c6ebda813e7cc3001cb837bde8145795d7ab5
io.camunda	zeebe-transport	8.1.10		1fb7f773f3cc4bb982e15e44518d05555974134c
io.camunda	zeebe-transport	8.1.11		d3e1dcaee6aa2a76a2247e192e4095a5117f5b9d
io.camunda	zeebe-transport	8.1.12		b2e02d175e06be6725f6b073c375d4fe81e2263b
io.camunda	zeebe-transport	8.1.13		e03b0ac9364b47391fb0e22dfe3eba0bd01025d4
io.camunda	zeebe-transport	8.1.14		27b090ff2ec33981bcb9861b3ee231f053f28e55
io.camunda	zeebe-transport	8.1.15		c6c530c78ba5a2b2e4d3abf59b64271de56c88c6
io.camunda	zeebe-transport	8.1.16		c72488d3911e0c969dc77e89295a55e6b6fc22d3
io.camunda	zeebe-transport	8.1.17		11e467d1c80d9b2f756941a83295db18a8d67aac
io.camunda	zeebe-transport	8.1.18		9adf42711f04a34293313eaeec32774975c16fdf
io.camunda	zeebe-transport	8.1.19		c8e2e24f81c6f266a7f911b9a0d92775f7230e94
io.camunda	zeebe-transport	8.1.2		d7c94055b5401bd95efb9720ce98bee67c410e7e
io.camunda	zeebe-transport	8.1.20		c51c6ad946738f58178e518740fed80a76a85873
io.camunda	zeebe-transport	8.1.21		920dbe027ef8bca94c67223aa6f846ecca7e7d03
io.camunda	zeebe-transport	8.1.22		8bc3c64aa46ab846a09bcc7c76d6bf070d560e21
io.camunda	zeebe-transport	8.1.23		23722af37b57ddbbfcdc67ae6eda703df35e4527
io.camunda	zeebe-transport	8.1.24		2f0e705a9fdb07a11f9fc7fe46b5ca9be0a2bf94
io.camunda	zeebe-transport	8.1.25		17e65281e446d8dd40dd86e5c49c9d0f67caa707
io.camunda	zeebe-transport	8.1.26		7de1d7fdaf3722bb34661f7938f777c19981dacb
io.camunda	zeebe-transport	8.1.27		bf1afb3e0251bc4b082280024788755870d02a33
io.camunda	zeebe-transport	8.1.3		35255cc19d2d27f97acff3d7f4d1fd316265f92b
io.camunda	zeebe-transport	8.1.4		8b44ee2397d8ddc115074743a49a61adebf45bec
io.camunda	zeebe-transport	8.1.5		723de5110ad88c17ce2a0bdb4379454a2a7a5d0f
io.camunda	zeebe-transport	8.1.6		e49c8077b7f45893a2ecb90694f9b746f8f97c19
io.camunda	zeebe-transport	8.1.7		a2d49410bd2d5a60e010c122f5f86a75d4f9b533
io.camunda	zeebe-transport	8.1.8		08cf4026602208904ff3558d1856504e5b6d395a
io.camunda	zeebe-transport	8.1.9		d0aa93b6c7b4a942e006dafeaec7f4cd7a9f8f88
io.camunda	zeebe-transport	8.2.0		b0f755846633d2982aa1360db068c02797323142
io.camunda	zeebe-transport	8.2.0-alpha1		a2d40c25b887221abba5af26db3ceb9bda58d637
io.camunda	zeebe-transport	8.2.0-alpha2		c57adb08ae7a737b0e475343bdd607c8ebb42cd9
io.camunda	zeebe-transport	8.2.0-alpha3		f8f123abfa66a11bc513853dc7f056e0c7e56ae3
io.camunda	zeebe-transport	8.2.0-alpha4		54542b0228e5350ae1ff2f943a86bf76c49c33b0
io.camunda	zeebe-transport	8.2.0-alpha5		c5b344d326ef29917fd3f22a8410cbac5bd0caff
io.camunda	zeebe-transport	8.2.0-rc1		17487edd0efb0c8b2c3e8d1c46a97428d5d4eae4
io.camunda	zeebe-transport	8.2.1		91c284e4722666f7d214ae2b3ce09701c2502f14
io.camunda	zeebe-transport	8.2.10		3640914a8e14afd813c01c84c47f9a21f92891e2
io.camunda	zeebe-transport	8.2.11		c5ca30c2954d51166e1fe5cd59c652facf9749fd
io.camunda	zeebe-transport	8.2.12		4d485fd69e7883687b7713878fd20b5fab7b4608
io.camunda	zeebe-transport	8.2.13		a2d66225eb6a645bd51f3a0cfb4df2527aa58987
io.camunda	zeebe-transport	8.2.14		a6c182e8eb08f725a3690b59f6fd37fce7fc04b5
io.camunda	zeebe-transport	8.2.15		8ce7c4aca8f9bcf7ed127136686648da0eb1037b
io.camunda	zeebe-transport	8.2.16		4737906042b83a2b7866976067379cad36ed144e
io.camunda	zeebe-transport	8.2.17		50c254028b3066ba3c4a515ccdb1382c654bb7df
io.camunda	zeebe-transport	8.2.18		b6d0cb6960d82d3f54e9cee3c6056b994b08181d
io.camunda	zeebe-transport	8.2.19		001517267ca8fb789a510f2dccf8a7b4a8c3664d
io.camunda	zeebe-transport	8.2.2		079d48c82aa36c05dbfda2ee515a1e3bc1dd7463
io.camunda	zeebe-transport	8.2.20		4761f1d319d352b9c8e7ff72b9fc8a11f67f2f8b
io.camunda	zeebe-transport	8.2.21		e249c2f00ebc01bec08a82daf87dd5ba0fb5df6a
io.camunda	zeebe-transport	8.2.22		9e7ad575b3d8b06a0840865c8e4ba05aafb65050
io.camunda	zeebe-transport	8.2.23		af9c101e3a96e13421c4ca460d4014996c42642c
io.camunda	zeebe-transport	8.2.24		8aceba33a07a3eb585f00ae124967e28289fb16f
io.camunda	zeebe-transport	8.2.25		17756654b0e334472003cc7aa315b31df1ed9c2c
io.camunda	zeebe-transport	8.2.26		5661058019fa275affb286583520ffbe428b64fc
io.camunda	zeebe-transport	8.2.27		d5904b67a9a28dc2ba85b263c0bbf1a645b47c40
io.camunda	zeebe-transport	8.2.28		2a93d2dcdee4aed0048c53006f93c4a93685d917
io.camunda	zeebe-transport	8.2.29		f6b4e6fdea46f8a7d71f776c58467776f278f501
io.camunda	zeebe-transport	8.2.3		9183365c7ecb0855008d25e02f011521d2c4394b
io.camunda	zeebe-transport	8.2.30		c3b1839ea01fca8e5e944dade85350b0cf368881
io.camunda	zeebe-transport	8.2.31		8d13792da247110f4c2c416cc837e4154b2cb8ea
io.camunda	zeebe-transport	8.2.32		9ff8223f4a8b6b423e679c00939adaf7035bf571
io.camunda	zeebe-transport	8.2.4		8c8a5be42a295542b6d9803d4d8f9725333820f3
io.camunda	zeebe-transport	8.2.5		923976f1f929f2d28b5ceded9cdbc2a1429dc2ca
io.camunda	zeebe-transport	8.2.6		625626e56803d8b798b6143e6930c6e0c8e78fa6
io.camunda	zeebe-transport	8.2.7		20c1caa281040a4a287f84918141bd94012887f7
io.camunda	zeebe-transport	8.2.8		3b4c7af1061b37600b7e0760b48fa4bf837a01cb
io.camunda	zeebe-transport	8.2.9		58b6ac0af2505dcb6cb45fff3a86563046fcfc57
io.camunda	zeebe-transport	8.3.0		b0ca354092fb9d41af5af2709b0912b62e1c3dcb
io.camunda	zeebe-transport	8.3.0-alpha1		fdf94b5771ba86f9c85929ce24d8ee4f067b203e
io.camunda	zeebe-transport	8.3.0-alpha2		017bd5e1aff1103227b333a532dd5733928b449b
io.camunda	zeebe-transport	8.3.0-alpha2.1		74e6e4546c22336a9498c0c6cf6aa11f30ea2f51
io.camunda	zeebe-transport	8.3.0-alpha2.2		adba0c3f1077f10aa646565438a451a9bf5915a9
io.camunda	zeebe-transport	8.3.0-alpha3		3a65a95fc2138cfda7e326c1a568c794891a368e
io.camunda	zeebe-transport	8.3.0-alpha4		5dfff22210f2a5d2fbb1599257a0d7995db5ba1a
io.camunda	zeebe-transport	8.3.0-alpha5		59e9f6be63692e2684dfb9266e0f351245516869
io.camunda	zeebe-transport	8.3.0-alpha6		e1d81bb434fea3adc5e07233a26c2677c6282edd
io.camunda	zeebe-transport	8.3.0-rc1		c9a4bc81a8a8482c4486268da0ab8cb409362d04
io.camunda	zeebe-transport	8.3.1		92edcfa1b74e97599953900e633f4ba602440718
io.camunda	zeebe-transport	8.3.10		00b732120cca3dc20c3af686a4e811c44ebee5ad
io.camunda	zeebe-transport	8.3.11		7b272a94e8ec83e3cc3d4b037de5b961e8fb8109
io.camunda	zeebe-transport	8.3.12		d3432e31bc7816d278d11a792f8ab9544c574a30
io.camunda	zeebe-transport	8.3.13		28f68e651810107a32fb823d925c2a340257893c
io.camunda	zeebe-transport	8.3.14		06cbe0bc04197940ee3973bfc71aa72163486149
io.camunda	zeebe-transport	8.3.15		37c38b8af78e31da3d7dda4fa65d0cb4e6de8d85
io.camunda	zeebe-transport	8.3.16		5e91ff8fae51e5dcd4bedea6377305570f1fdd45
io.camunda	zeebe-transport	8.3.17		3429c8ef9ba61a7c0c40e89bb8a028105c7b8dd8
io.camunda	zeebe-transport	8.3.18		a5dc875b66900dec2e198bbc1d7caff34051954d
io.camunda	zeebe-transport	8.3.19		4fcd387a285dbcab334f55020fdb264e27c83c0d
io.camunda	zeebe-transport	8.3.2		2646e4d551a83ce0f0b389d0abf92b9176c05885
io.camunda	zeebe-transport	8.3.20		b6d4fb3a208fb8077d6a2c8d9df990335e47a2f9
io.camunda	zeebe-transport	8.3.21		c959004cb49ec48bd97715eb029b2ad03a019dd8
io.camunda	zeebe-transport	8.3.22		b531a85fe341a3da09a760e82bc5176aa6810313
io.camunda	zeebe-transport	8.3.3		6b2e8624be8ef6151d73c3dc017d5ccacb005fca
io.camunda	zeebe-transport	8.3.4		06e0abe9a7a6d0c08e093b0a76a1beced71e7967
io.camunda	zeebe-transport	8.3.5		90e101dab8894a67b9babdc7ca65bccb457efd0c
io.camunda	zeebe-transport	8.3.6		51305d26814a86ddc2dff541a8a7c89743906df4
io.camunda	zeebe-transport	8.3.7		11fd4dddb7c69768f3acd24b94f3deba83400728
io.camunda	zeebe-transport	8.3.8		5e92931287c06a929c715bd6de42c5f91df4bb2f
io.camunda	zeebe-transport	8.3.9		21219b3dd30e81002e7b6a2284259803eef1b194
io.camunda	zeebe-transport	8.4.0		0f20f770d2fa448e302e604255633f88fee48bdb
io.camunda	zeebe-transport	8.4.0-alpha1		98bc28a9311e37d645db3132a0e079f3f2f1e77d
io.camunda	zeebe-transport	8.4.0-alpha2		58c31cc545d4f10c989920cbbe5ce0b0256d5daf
io.camunda	zeebe-transport	8.4.1		0ea662ced0000973ed1940215b6f36b336a43a04
io.camunda	zeebe-transport	8.4.10		3993756b6d7afe94b7459152d27a43bfb509bcd7
io.camunda	zeebe-transport	8.4.11		ce1d653143095d805fa0ec4a46de9f75a108954e
io.camunda	zeebe-transport	8.4.12		e0551f9143bedf37730fe8f27efc751d591b85bd
io.camunda	zeebe-transport	8.4.13		a30a2ed2351b1dbd8b20c72ec79624ed42d18909
io.camunda	zeebe-transport	8.4.14		a52277d49936fbebf4f4735d9fc6718d593d48da
io.camunda	zeebe-transport	8.4.15		8367fefd441ab333180c7c501a90a98bceb2d1bf
io.camunda	zeebe-transport	8.4.16		e6a742d847b77e21441160eef42a2b29664c379d
io.camunda	zeebe-transport	8.4.17		bfbeb685749c85abdc9fb6d577b94013cf6dc386
io.camunda	zeebe-transport	8.4.18		cba9c5de5a2d640441efb8b97da8cd5ba88f69b7
io.camunda	zeebe-transport	8.4.2		2d7e18d1b64619c596c9695ea91cb99ed502a716
io.camunda	zeebe-transport	8.4.3		a52c9bb4881d105ad47ff76d177ba4d315353102
io.camunda	zeebe-transport	8.4.4		80484ecf4e0890037d7d1798aee1cb4ad947a342
io.camunda	zeebe-transport	8.4.5		b15c07ae60f180017fda332131fbedabe6745a1e
io.camunda	zeebe-transport	8.4.6		553b4fff807e966ef42cee3fd09829fd8ba12f67
io.camunda	zeebe-transport	8.4.7		9221c096c52087af7fff9249bca65d42e1ac4776
io.camunda	zeebe-transport	8.4.8		3083e0bc714c045815dee671e99a162bf64a9a29
io.camunda	zeebe-transport	8.4.9		87867a4b631ec90c29d588b05a400aa9e6b11787
io.camunda	zeebe-transport	8.5.0		05e611e91e5f1ba0f3100a68e77f219a1de117ee
io.camunda	zeebe-transport	8.5.0-RC1		1b879286a8b8fb68d8e874c24478e156476db6f2
io.camunda	zeebe-transport	8.5.0-RC2		d85a4a792cbaeac60ffb19acbe4105351dfd65b2
io.camunda	zeebe-transport	8.5.0-alpha1		4783f9aa2a533c52ac6cfa4d0b47ea9e636be1aa
io.camunda	zeebe-transport	8.5.0-alpha2		beaaf05e7f7feb43cdbe8c87db76f9e32ccf4a51
io.camunda	zeebe-transport	8.5.1		33f02f713816c523bf74a959a3369b00e7d4297d
io.camunda	zeebe-transport	8.5.10		89378bbfe6c29934cefe2b272fb78a83e69b0b7f
io.camunda	zeebe-transport	8.5.11		3c4013087d00d17497cd22a7abdc129ea31ef945
io.camunda	zeebe-transport	8.5.12		06db039e7aa3bba28b18fdb5acd64410075d0313
io.camunda	zeebe-transport	8.5.13		61c0f279bacd019ac1869ba9fd1285e06ebd9da7
io.camunda	zeebe-transport	8.5.14		5d392d5b710116e80c3e4667df16c84783408414
io.camunda	zeebe-transport	8.5.15		705a56c819b6e9be97561cef7ca4452cdb679e7f
io.camunda	zeebe-transport	8.5.16		977f188543a0a23cbfe0841d4d40376fd449c14a
io.camunda	zeebe-transport	8.5.17		ae3c998087fd98c47c91b95987cb30faa2c32076
io.camunda	zeebe-transport	8.5.2		790e9d6ac526e14f5136c2156af620fc7d12ec2a
io.camunda	zeebe-transport	8.5.3		eddafa00967e41ae8ad0896a002b1350a5cf03c2
io.camunda	zeebe-transport	8.5.4		be9cf4077013a979261702040333c79d6feb6fd0
io.camunda	zeebe-transport	8.5.5		ed41b774316826792c96357c17169c94cc786727
io.camunda	zeebe-transport	8.5.6		5377b384a85e0a6d9722916d146c526f3dc7f961
io.camunda	zeebe-transport	8.5.7		b3408bfa57e7e9990744a0278919773a549aa39b
io.camunda	zeebe-transport	8.5.8		c4b7aea84109c981ac65d534acfe33a7dd8d5433
io.camunda	zeebe-transport	8.5.9		6f83ae728b9b36f2b4f4d43c902e9a480748f9ff
io.camunda	zeebe-transport	8.6.0		3e808e1d5a1b8a7b0923114628b7233565503541
io.camunda	zeebe-transport	8.6.0-alpha1		4b1107e7a584fb6969aaf32f8428ed5c8ad8de39
io.camunda	zeebe-transport	8.6.0-alpha1-rc1		21ac87f65965f1e6c1f3c2a30ec1edb3857a65f4
io.camunda	zeebe-transport	8.6.0-alpha1-rc2		dcf28ec50cd341b59d30602c0162ac8bede2d9a4
io.camunda	zeebe-transport	8.6.0-alpha1-rc3		676e9369d54157d20c40ece5bf42615256581153
io.camunda	zeebe-transport	8.6.0-alpha1-rc4		d4e7b7fbfbcc3e12e15a557cb1ad375d454593b8
io.camunda	zeebe-transport	8.6.0-alpha2		8a1318a2e074bd8472cbe182d8bec912ff901deb
io.camunda	zeebe-transport	8.6.0-alpha2-rc3		c6cea8adc43e2c4294eaa56c81de548d9dc6886b
io.camunda	zeebe-transport	8.6.0-alpha2-rc4		96414caac4ccb9c99391b7a79fb63a9d854b07bd
io.camunda	zeebe-transport	8.6.0-alpha3		4674001a041fb60c318476a105d2224e0438df18
io.camunda	zeebe-transport	8.6.0-alpha3-rc3		1d0404871aed8fab3e2c158bbc67ab88f9605da4
io.camunda	zeebe-transport	8.6.0-alpha4		66e2380bfbfc8e9cf537e1c4dc8509923120cf39
io.camunda	zeebe-transport	8.6.0-alpha4-rc1		0f1cfe18772b775a378221604be802152b67cbea
io.camunda	zeebe-transport	8.6.0-alpha4-rc2		1304d4413e1dc6df1f8617c7af11485f16e56cbf
io.camunda	zeebe-transport	8.6.0-alpha5		39ca1ab5768fa23e5fc1c80e7c5f1f4227dc6e31
io.camunda	zeebe-transport	8.6.0-alpha5-rc1		995180f7fb868248d454b38e65d439cf76922314
io.camunda	zeebe-transport	8.6.0-alpha5-rc2		355dd5bcda7709d2df50d5d0e44fb6154b60054e
io.camunda	zeebe-transport	8.6.0-rc1		ce47ba327fa27c038d219404fe45bf066944ec8d
io.camunda	zeebe-transport	8.6.0-rc2		6356a522f4db7a6212414b5c98db0b6612c01380
io.camunda	zeebe-transport	8.6.0-rc3		cbb76d82118a750a0553f877f242f3e05a3c06f5
io.camunda	zeebe-transport	8.6.1		ab7657f0351a8ebffccfb333726873585cf71794
io.camunda	zeebe-transport	8.6.10		fe6399bf77593822d1b1797005a3b373bdf2924e
io.camunda	zeebe-transport	8.6.11		8c7d2715bc2fe76f2f2aacd3f38617823cbc9d1a
io.camunda	zeebe-transport	8.6.11-rc1		77b5d79dfc2a9698a756ef4474ba0a56054d7ed4
io.camunda	zeebe-transport	8.6.12		a42d953bef39cf6f1433551c0884dbfd1aac7235
io.camunda	zeebe-transport	8.6.12-rc1		d50fa14fd528f63885ead94123237dbdc0966d70
io.camunda	zeebe-transport	8.6.13		2ffae67d84c2cb0e0a5bd86e2e4584081e08503f
io.camunda	zeebe-transport	8.6.14		170c2bcc4da70e35598ae4160c0ed00a546af650
io.camunda	zeebe-transport	8.6.14-rc1		315144a4a4ed1dcca2108500e650a25bff0c1e13
io.camunda	zeebe-transport	8.6.2		61fb72eea13e54be6f44bf75a0e9a8178b9726e2
io.camunda	zeebe-transport	8.6.3		54cc392def0f1b1457408a04c26b32d063ae0c97
io.camunda	zeebe-transport	8.6.4		114dcdf35c13c1306fc5aa2c3e0480c27dc3b254
io.camunda	zeebe-transport	8.6.5		6a4dc1775aac667d882b85e9695a97903baf3fb5
io.camunda	zeebe-transport	8.6.5-rc1		8956c099894bed894e4b734c5d5fce104897f555
io.camunda	zeebe-transport	8.6.6		e9a11171ee466e8ba2f4fbd3a76e3b1cc9c36fd2
io.camunda	zeebe-transport	8.6.7		5a25c83b9382869264df8e36e5e5e0a24bf839e8
io.camunda	zeebe-transport	8.6.7-rc1		86a34c642ecc0a57c6e631a8bbfa754aa272bb51
io.camunda	zeebe-transport	8.6.7-rc2		ca7895f6131232f6eb054ff6eaa7fea40242d748
