axis2	soapmonitor	1.0		N/A
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.1.9		afc63473d2d898ac9a248b98c048dec3fbd52601
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.2.0		e34361db7814b70d96db21cf9a00d27079fe0b4b
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.2.1		5fc833bb86e10e56be35a8f9749ebc4d2ffa8bc1
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.2.2		cbecea2fd0690640db4fe2578a1d19536734517a
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.2.7		f6d476e285915fdf553801b39c396e18f16e28dc
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.2.8		abdabb68c7d6fa79fbc50a9eaf97e385f30fa50b
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.2.9		ab986a586320d907afca573a99ae3a58fce759ca
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.3.0		ace5580a8796bbca34e8855a2de135b1cacb4e15
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.3.1		96edf0d6233f5c7f9c635387f0de207efe229ce3
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.3.2		feaa0d436658cf86c976ddc15265dbf0ba26a601
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.3.3		098079c68ddc5697115cee31f098935600fa5b64
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.3.31		e9be9338f8ab06dfd812a8a2c7c8cd8671a2838c
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.3.32		6f0a120e580dcf126bc2d9b23da83fc44fb5b25d
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.3.33		8d53c9ded7d97ebbd89342860a5b02f5752f738a
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.3.4		8dc429320969c9555acfc6a1e97d05e3832c96bc
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.3.40		80a8f631014e335ec683705cde8b58ca658dc744
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.3.41		9861cb59e007bdac022c40e32857cd44a528bd45
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.3.42		927e3a7fa40c3c4d8afe6f49403a0a2c739aeb47
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.3.43		8132eabd12afaa5e3f86a7ec9e1d2411c00ffa30
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.3.48		c3fd31646262ac80f323251bf556fb885eaf4de7
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.3.49		2c084479b584ee90c9765e414488d6d68700f54a
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.3.5		4ca40799611fdb323de8e57a8effd2902948b064
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.3.7		0859590eb9ae607c4c774b3b27e9cdaa262e3320
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.3.8		414aac6597fd7fa5c002cb4fbcbb53ab23d4d3dd
org.wso2.carbon.identity.user.api	org.wso2.carbon.identity.rest.api.user.totp.common	1.3.9		934a78acd2e943a1d6af6b5b7cf3bde2208449f9
ru.fix	jfix-zookeeper	1.0.10		e4a7e101146b0310d7909a6d1c950fa58fba75d4
ru.fix	jfix-zookeeper	1.0.11		446707f3ea16c18e9ef6826cb9d7f48f6372dbe5
ru.fix	jfix-zookeeper	1.0.12		5edeaad68f60b8cc5e02f662ce8735f4c7af1855
ru.fix	jfix-zookeeper	1.0.4		be70a773370464b215f27a9ae47a8f90a86891b7
ru.fix	jfix-zookeeper	1.0.7		23364ca7031dc7befd15ab8b81ef53a8d8013b50
ru.fix	jfix-zookeeper	1.0.8		c4478976d77d57491a587e8b42fd6897043185b1
ru.fix	jfix-zookeeper	1.1.0		43b9ae9d19ea54cbf2bcdcbb2424cd8afd223092
ru.fix	jfix-zookeeper	1.1.1		d54200c6620469105ba3b66c1eb5ad0e2b87c9cd
ru.fix	jfix-zookeeper	1.1.6		e9b4dbba50c92aa8570c9870145614d9e6bec4d2
ru.fix	jfix-zookeeper	1.1.7		3b949e6775c67d6bcf0df3dc625bf43bc0a0bb8b
ru.fix	jfix-zookeeper	1.2.2		5a0f1bc675b260de06ae6ed2dc5077a86d5d9c11
ru.ilb.jfunction	jfunction	1.2		N/A
ru.ilb.jfunction	jfunction	1.3		N/A
sh.almond	scala-kernel-api_2.13.13	0.14.0-RC15		8cadeaf99f6db9b4dba8844867552840fc04548a
sh.almond	scala-kernel-api_2.13.13	0.14.1		a426cb672c08b55038bc61da23d3a64643c5127b
tz.co.asoft	symphony-input-finance-iosarm64	3.0.7		N/A
tz.co.asoft	symphony-input-finance-iosarm64	3.0.7	metadata	3d1823453e0730352b2734fe87c9dbee4e36956d
uk.bot-by	slf4j-aws-lambda-core	1.0.0		41d6c66ddf81ebc38770b5cde97b64cc4ca087ad
uk.bot-by	slf4j-aws-lambda-core	1.0.1		d0f2cb23707deca7fe35b97d0b8299b074f7b3ec
uk.bot-by	slf4j-aws-lambda-core	1.0.2		098ea476f4b90c08eb423e5b07ebe7593af12bb2
uk.bot-by	slf4j-aws-lambda-core	1.1.0		c6135f96082d465b35771a7c33c2926d0054f586
uk.bot-by	slf4j-aws-lambda-core	1.2.0		140d55abab4f527b9c55ccb364ee2e8d35466a78
