au.net.causal.shoelaces	shoelaces-jersey-integration-tests-container	2.0		ec08796a4753077822fe0045bdf383fa433e13a5
com.blackbuild.convention.groovy	com.blackbuild.convention.groovy.gradle.plugin	2.0.0-rc.44		N/A
com.blackbuild.convention.groovy	com.blackbuild.convention.groovy.gradle.plugin	2.0.0-rc.45		N/A
com.blackbuild.convention.groovy	com.blackbuild.convention.groovy.gradle.plugin	2.0.0-rc.46		N/A
com.blackbuild.convention.groovy	com.blackbuild.convention.groovy.gradle.plugin	2.0.0-rc.47		N/A
com.blackbuild.convention.groovy	com.blackbuild.convention.groovy.gradle.plugin	2.0.0-rc.48		N/A
com.blackbuild.convention.groovy	com.blackbuild.convention.groovy.gradle.plugin	2.0.0-rc.49		N/A
com.blackbuild.convention.groovy	com.blackbuild.convention.groovy.gradle.plugin	2.0.0-rc.50		N/A
com.blackbuild.convention.groovy	com.blackbuild.convention.groovy.gradle.plugin	2.0.0-rc.51		N/A
com.blackbuild.convention.groovy	com.blackbuild.convention.groovy.gradle.plugin	2.0.0-rc.52		N/A
com.blackbuild.convention.groovy	com.blackbuild.convention.groovy.gradle.plugin	2.0.0-rc.53		N/A
com.blackbuild.convention.groovy	com.blackbuild.convention.groovy.gradle.plugin	2.0.0-rc.54		N/A
com.blackbuild.convention.groovy	com.blackbuild.convention.groovy.gradle.plugin	2.0.0-rc.55		N/A
com.blackbuild.convention.groovy	com.blackbuild.convention.groovy.gradle.plugin	2.0.0-rc.56		N/A
com.englishtown	vertx-mod-zookeeper	0.1.0		2d8609a2e9b170601297e807efa08608b1143553
com.github.brunotl	boost_container_hash	1.76.0		N/A
com.github.brunotl	boost_container_hash	1.78.0		N/A
com.github.brunotl	boost_container_hash	1.80.0		N/A
com.github.brunotl	boost_container_hash	1.81.0		N/A
com.github.jazzhow	command4j	2.0.0-RELEASE		de7fbe40fc46a7185071061d321979a3cee2661d
com.github.jkugiya	aws-v4-signer-scala_3	0.14		7f7607ead3cf3f747a54d1e88fba6e186729e7f5
com.indoorvivants	opaque-newtypes_sjs1_3	0.0.1		0e3e157c46d6941239bf28760c7da41a369ec5e3
com.indoorvivants	opaque-newtypes_sjs1_3	0.0.2		dfc9253a4fc798ef3fe80f9cb5d33cefc53eebe5
com.indoorvivants	opaque-newtypes_sjs1_3	0.1.0		abab6e65c7250d84b1bbac030d75fc5e469bf8ae
com.jamierf	persistenthashmap	1.0		b7320f9419e4ddc320210ab9039660205353e351
com.liferay	com.liferay.social.privatemessaging.web	1.0.0		43ad2fc1c065ba33a278a4ec44b8d40b11ac4f05
com.liferay	com.liferay.social.privatemessaging.web	1.0.1		7588f61f78d3370807418ceb10102ca01fbbb70e
com.liferay	com.liferay.social.privatemessaging.web	1.0.10		d10a75f7223affb0cab974e3bf95dbb3d28dd070
com.liferay	com.liferay.social.privatemessaging.web	1.0.11		219937956252ea3dbd36faee90d8e9aac819a37b
com.liferay	com.liferay.social.privatemessaging.web	1.0.12		d7e6e26d7e2e7f2638ebffffc04dc5d3a196ad1f
com.liferay	com.liferay.social.privatemessaging.web	1.0.13		3fcb59f44731d2492fca41fd3fac08b680ac728f
com.liferay	com.liferay.social.privatemessaging.web	1.0.14		9a94b84f8ecd5ecb8ba2c974c603882c99205179
com.liferay	com.liferay.social.privatemessaging.web	1.0.15		8f491ce4439d5852f9ad7f0ab44c0e35fddc1ed1
com.liferay	com.liferay.social.privatemessaging.web	1.0.16		d8be2467abd3d9bf40f8d060afe145bc16b79401
com.liferay	com.liferay.social.privatemessaging.web	1.0.17		af1d4c96ff2e643fa86d723219bda299d4d9950f
com.liferay	com.liferay.social.privatemessaging.web	1.0.18		c406e01629383e35bed26dd7af5a267de63b8216
com.liferay	com.liferay.social.privatemessaging.web	1.0.19		8caadaf37ace21b969a7bf9ce1819881d51bb019
com.liferay	com.liferay.social.privatemessaging.web	1.0.2		4f3726c58c98282524834516525b4a48db2177a7
com.liferay	com.liferay.social.privatemessaging.web	1.0.20		419d5ee4f0124feae531ebdc67d269ce9026db8d
com.liferay	com.liferay.social.privatemessaging.web	1.0.20	jspc	cf3ac1a0905e5f989fe4efe53a47d7526502a40e
com.liferay	com.liferay.social.privatemessaging.web	1.0.21		b1ef591365f3c5b823501f05307a64082115c5ed
com.liferay	com.liferay.social.privatemessaging.web	1.0.21	jspc	b375dbf0727d22585a681812aef56a6575c4fe6c
com.liferay	com.liferay.social.privatemessaging.web	1.0.22		2627db44d7664fd2a2e7a8ba7ef02252be0f8981
com.liferay	com.liferay.social.privatemessaging.web	1.0.22	jspc	279beee9981125e0017d564e59065bfe1cb066a2
com.liferay	com.liferay.social.privatemessaging.web	1.0.23		3e06f42785ac2f5b286ef88263bcabc1e00d57aa
com.liferay	com.liferay.social.privatemessaging.web	1.0.23	jspc	651b8b4bbe776b13f29cebe6b989325ba078a105
com.liferay	com.liferay.social.privatemessaging.web	1.0.24		3580c11e0126467d7dc29e69b81cd2c6796b594f
com.liferay	com.liferay.social.privatemessaging.web	1.0.24	jspc	77bdba52316dddb79b4a890750ca07335e1a1a50
com.liferay	com.liferay.social.privatemessaging.web	1.0.25		bf14ea0849be9312b4900576f8b7bff0bd63d25a
com.liferay	com.liferay.social.privatemessaging.web	1.0.25	jspc	28e82a7d15e033f5172af96390299bc26292cb04
com.liferay	com.liferay.social.privatemessaging.web	1.0.26		eae0a1350679dc8b34e7bd5e7d026897c18c7029
com.liferay	com.liferay.social.privatemessaging.web	1.0.26	jspc	819aaf31a4f8b767529aa93f238e2811da958fc1
com.liferay	com.liferay.social.privatemessaging.web	1.0.27		8f0f9f9b902a1286b40539a59135abc59eeabb53
com.liferay	com.liferay.social.privatemessaging.web	1.0.27	jspc	30d147ee8fbb8d4d7bfdb7273472b64a2683383a
com.liferay	com.liferay.social.privatemessaging.web	1.0.28		3eb72ccb54568a37dbbe87a6ad47cc5da9bd56f8
com.liferay	com.liferay.social.privatemessaging.web	1.0.28	jspc	0e6ff50d6ecc5c27f205c91c3c3507ab319350e7
com.liferay	com.liferay.social.privatemessaging.web	1.0.29		cac44365c8222df8ce3219cf1ce50605649330fe
com.liferay	com.liferay.social.privatemessaging.web	1.0.29	jspc	0f5f28a6b60071f840113723dcd49c99c6738686
com.liferay	com.liferay.social.privatemessaging.web	1.0.3		a931600b48d6d2a581482c69dc60afd033c7a458
com.liferay	com.liferay.social.privatemessaging.web	1.0.30		aec976b7b7de4d9f25a9de4c47c7066869537007
com.liferay	com.liferay.social.privatemessaging.web	1.0.30	jspc	405c5b50cdfd6d99cb16d19655a51f09c4356971
com.liferay	com.liferay.social.privatemessaging.web	1.0.31		cd45e281872b846f6067bdf3df81803ac3b0eb5a
com.liferay	com.liferay.social.privatemessaging.web	1.0.31	jspc	f634f0747af819002e3e060f7bf56ca7b32670ce
com.liferay	com.liferay.social.privatemessaging.web	1.0.32		516943ef2f1cea8ca86e0cc49e4f3f3ecb70453a
com.liferay	com.liferay.social.privatemessaging.web	1.0.32	jspc	3fe8b3b30d7440cf4f9da793cb1f40d0f0ec8932
com.liferay	com.liferay.social.privatemessaging.web	1.0.33		a343b59dfbc04cdeb58d0beb29456d59cd5c328d
com.liferay	com.liferay.social.privatemessaging.web	1.0.33	jspc	c1abe620954c7c38306122187c63e87d9709eb64
com.liferay	com.liferay.social.privatemessaging.web	1.0.34		71ed2e3963c234e730059bd390411072f30ad313
com.liferay	com.liferay.social.privatemessaging.web	1.0.34	jspc	3333f05b129e8e9957ce5a6c5ec4d02f20ac4996
com.liferay	com.liferay.social.privatemessaging.web	1.0.35		35d404416b89eb3aef6e298b60913c9960f3bd10
com.liferay	com.liferay.social.privatemessaging.web	1.0.35	jspc	5e9e342517352da79b5f78cf4ccd2293551de684
com.liferay	com.liferay.social.privatemessaging.web	1.0.36		da3567f23cde357fd27c5e1853b5bcdb4522d465
com.liferay	com.liferay.social.privatemessaging.web	1.0.36	jspc	17f01df5c1ac847d32bcd245bce56a3291f10fac
com.liferay	com.liferay.social.privatemessaging.web	1.0.37		47d6fae1df1ae70db42256aa1b1efa110d52c4cf
com.liferay	com.liferay.social.privatemessaging.web	1.0.37	jspc	c2eab77c195a23a2de471765d9454089f1939822
com.liferay	com.liferay.social.privatemessaging.web	1.0.38		2b7ce1c7b5770cc7f290e9d026085eb32136967f
com.liferay	com.liferay.social.privatemessaging.web	1.0.38	jspc	8cabd26bb20454c10399aa4dda4c25e5c2ab8819
com.liferay	com.liferay.social.privatemessaging.web	1.0.39		6f3e96e9fe9053547abd2f3a0633f59ce2572c05
com.liferay	com.liferay.social.privatemessaging.web	1.0.39	jspc	d31a05c1216d0ac3f8135f43e0f5d8ffedc1e2c3
com.liferay	com.liferay.social.privatemessaging.web	1.0.4		7083ef57bf533e4ba00a640dd35c50f9b94267c6
com.liferay	com.liferay.social.privatemessaging.web	1.0.40		58fcd7aeba5d93e3a72a967e0ce747107a724ffa
com.liferay	com.liferay.social.privatemessaging.web	1.0.40	jspc	3d9a1b916b0295472542a4412a525ed2fd4f41a1
com.liferay	com.liferay.social.privatemessaging.web	1.0.41		f7b4112566845315dd6b6a23b3316348f587b095
com.liferay	com.liferay.social.privatemessaging.web	1.0.41	jspc	1e0fb00583aa846421603afac798ed7822c017bd
com.liferay	com.liferay.social.privatemessaging.web	1.0.42		3cfac3727ddf4e370a372e1975d9fc9066cc91aa
com.liferay	com.liferay.social.privatemessaging.web	1.0.42	jspc	359f317ec172ec46b6c7441e62dabb748d23e299
com.liferay	com.liferay.social.privatemessaging.web	1.0.43		a37ee107b87a850f61c098899de3410546213b0f
com.liferay	com.liferay.social.privatemessaging.web	1.0.43	jspc	acd769db1eab879af4a72228ce764cf9bfaa7f9e
com.liferay	com.liferay.social.privatemessaging.web	1.0.44		ac404acd34d8c3ac469ecf866c82bcb9dba92ce2
com.liferay	com.liferay.social.privatemessaging.web	1.0.44	jspc	c08d97c25f5a12f1abed11a7b4e1f07cfbcf9478
com.liferay	com.liferay.social.privatemessaging.web	1.0.45		6d8dee11fd217970e5f4233636e0464ef709c108
com.liferay	com.liferay.social.privatemessaging.web	1.0.45	jspc	a53993bc16e4e02d29448ddb129f775a2b77f8d7
com.liferay	com.liferay.social.privatemessaging.web	1.0.46		af64d4a936cca653fb1a8e14b573be6380eb6433
com.liferay	com.liferay.social.privatemessaging.web	1.0.46	jspc	55414c8a95d32887f5a4575772ce74106593f8a8
com.liferay	com.liferay.social.privatemessaging.web	1.0.47		218d11787f165b0ecd15a22d85d172e6f17ee6e7
com.liferay	com.liferay.social.privatemessaging.web	1.0.47	jspc	2a5cf35814301add8f85a1abb67a88a693aa4e64
com.liferay	com.liferay.social.privatemessaging.web	1.0.48		89d9db9dd3cc21e64cd4ec941f4c8195f58e52c8
com.liferay	com.liferay.social.privatemessaging.web	1.0.48	jspc	bf635052eb2090ea8e703cc775281f3120c7f1c7
com.liferay	com.liferay.social.privatemessaging.web	1.0.49		4171a5099ce8c7b7233e91f361782e35e634b89f
com.liferay	com.liferay.social.privatemessaging.web	1.0.49	jspc	6745242cdb2c4988b1bee6672d65dfae71dc9bd3
com.liferay	com.liferay.social.privatemessaging.web	1.0.5		7c858cec46755dbfdc5db3883516078521c340fb
com.liferay	com.liferay.social.privatemessaging.web	1.0.50		fb0b3a69692d9a19f865b8f7025bc079a55e3712
com.liferay	com.liferay.social.privatemessaging.web	1.0.50	jspc	b6592cd13d4275335491fe76e5ce68990d28d8b4
com.liferay	com.liferay.social.privatemessaging.web	1.0.51		584588d787c1a94307b35509ecfeed53c2935ba0
com.liferay	com.liferay.social.privatemessaging.web	1.0.51	jspc	3c9ded324e444d20200d7c752cecc372dd7162bf
com.liferay	com.liferay.social.privatemessaging.web	1.0.52		6e74701630d2f1afe576f0c3d255a5778a295fa6
com.liferay	com.liferay.social.privatemessaging.web	1.0.52	jspc	9ff0e826102460e748af4ecef0ace3cdacca3af9
com.liferay	com.liferay.social.privatemessaging.web	1.0.53		7c778afa5fdae64bc0256d7786ece5c1c2dc121f
com.liferay	com.liferay.social.privatemessaging.web	1.0.53	jspc	b5dae59012710bd77cc1899a53aab8fa7e8e36b4
com.liferay	com.liferay.social.privatemessaging.web	1.0.54		70c23db7ac0e8d1dc2ed958692f36001b663990e
com.liferay	com.liferay.social.privatemessaging.web	1.0.54	jspc	0e0a0965dbf830131fe1073ca188337e040eaa24
com.liferay	com.liferay.social.privatemessaging.web	1.0.55		f36f7217235c66983ffb2a83f4ed19e79d46b051
com.liferay	com.liferay.social.privatemessaging.web	1.0.55	jspc	ffdac4fd8c2708fb23c656cd0cb8a0bee723ada0
com.liferay	com.liferay.social.privatemessaging.web	1.0.56		19336f51631cc1b6f7ca20c82da0d4d5c9854f35
com.liferay	com.liferay.social.privatemessaging.web	1.0.56	jspc	895e9ef2ea72d0dbc82ad18d28b7e7159e18cd3f
com.liferay	com.liferay.social.privatemessaging.web	1.0.57		4ecf81e1e70daa17cc2d6f631e1952e1f9a31218
com.liferay	com.liferay.social.privatemessaging.web	1.0.57	jspc	840555edc06806f7c76e2a7e3de4c64f96d57385
com.liferay	com.liferay.social.privatemessaging.web	1.0.58		f54ef3c8226813d614621588b39c61815bab8b83
com.liferay	com.liferay.social.privatemessaging.web	1.0.58	jspc	b18ef025d3ae31b592a2709e412eb5973d2ae4e1
com.liferay	com.liferay.social.privatemessaging.web	1.0.59		e8f13cd73362cd75b9c6bdcb1d43706f61e5e4b0
com.liferay	com.liferay.social.privatemessaging.web	1.0.59	jspc	de4b939350dafc1644464f389029bcfbb9c45a01
com.liferay	com.liferay.social.privatemessaging.web	1.0.6		b41f96390a5da71c0ddd5073602f0b09574efffd
com.liferay	com.liferay.social.privatemessaging.web	1.0.60		1ed2e96432bf1051476980a2669349ac57a7e8b5
com.liferay	com.liferay.social.privatemessaging.web	1.0.60	jspc	c96cbc70d663ea03c974f37400d365c9cbf9cf12
com.liferay	com.liferay.social.privatemessaging.web	1.0.61		ceb1da30687be905f143c34dcc00d9fd220db946
com.liferay	com.liferay.social.privatemessaging.web	1.0.61	jspc	34c48713a204aab9bc0a1d7ad9b7f0f5017ecba5
com.liferay	com.liferay.social.privatemessaging.web	1.0.62		1d4591d5757a33366cc03cd1184eacdc8b8b1c6b
com.liferay	com.liferay.social.privatemessaging.web	1.0.62	jspc	fd11f91b3a8902e5568fe3b512f4b06d7ccf34e0
com.liferay	com.liferay.social.privatemessaging.web	1.0.63		a209d800b8a1fa398e49080a9b4ba9dcaa22adbb
com.liferay	com.liferay.social.privatemessaging.web	1.0.63	jspc	2219d98d13bbb57c1311409939bf68c58d31128b
com.liferay	com.liferay.social.privatemessaging.web	1.0.64		64551738e39bdf9784c30579bf2fbcb039d3ac5b
com.liferay	com.liferay.social.privatemessaging.web	1.0.64	jspc	20d426d2c02be10f357cada433d465d82712831a
com.liferay	com.liferay.social.privatemessaging.web	1.0.65		9fb0f20cc40cd9e7780e95c13f4e222d9bbf48cf
com.liferay	com.liferay.social.privatemessaging.web	1.0.65	jspc	09ee97eac25ada797a6f865a17d033ae9d9452fb
com.liferay	com.liferay.social.privatemessaging.web	1.0.66		904c8be115164a933ede47ed6275774259719203
com.liferay	com.liferay.social.privatemessaging.web	1.0.66	jspc	abb7ecb6f09bf68100caf0426843390c1b6b503a
com.liferay	com.liferay.social.privatemessaging.web	1.0.67		fcbc2b8ae1d51c6844b27ff863986f34f1b65626
com.liferay	com.liferay.social.privatemessaging.web	1.0.67	jspc	a7b5c78f728650234845515fc28053b045b05c4b
com.liferay	com.liferay.social.privatemessaging.web	1.0.68		b722e4d607cb7ded0a5ef3b1970c56f2520a3ce0
com.liferay	com.liferay.social.privatemessaging.web	1.0.68	jspc	36ef64650d6eb4f1ec1db502923b3de319306a86
com.liferay	com.liferay.social.privatemessaging.web	1.0.69		fd5231ca751e642bf2a8f898b62228aa31cd39bf
com.liferay	com.liferay.social.privatemessaging.web	1.0.69	jspc	abf3ef223bdc054c90f021d8bcee15a6502803c9
com.liferay	com.liferay.social.privatemessaging.web	1.0.7		0290e8633e52af4c269ee1d5470154569004db46
com.liferay	com.liferay.social.privatemessaging.web	1.0.70		2ca0ba639d33d2f4c13cb36ee35d02da5b44a3e7
com.liferay	com.liferay.social.privatemessaging.web	1.0.70	jspc	5c72f5cb7cbf85dab48c820da3c2cdc12bea36fb
com.liferay	com.liferay.social.privatemessaging.web	1.0.71		643601a312e4187004484bca1bcd3c709554535c
com.liferay	com.liferay.social.privatemessaging.web	1.0.71	jspc	a37469811f00ca38de200bc93b04d1f68e07f0b2
com.liferay	com.liferay.social.privatemessaging.web	1.0.72		2d54e752012a7c94af6c19b10c2ba93e4199d810
com.liferay	com.liferay.social.privatemessaging.web	1.0.72	jspc	b3a84f42ac631dea56b9d91a167cfa2c4707a3c5
com.liferay	com.liferay.social.privatemessaging.web	1.0.73		4991a081f32602da0ec22f1d3a8a236186966fc4
com.liferay	com.liferay.social.privatemessaging.web	1.0.73	jspc	8b2ae4f972a8f03fc437d373ddb49f3706adbf3f
com.liferay	com.liferay.social.privatemessaging.web	1.0.74		bd72156f506591c89b04b6bb8b3e53c4c33a8c6c
com.liferay	com.liferay.social.privatemessaging.web	1.0.74	jspc	90276e1d3bcfc24fdddeeae7a7f0ceea7bdd7166
com.liferay	com.liferay.social.privatemessaging.web	1.0.8		4793d7d16eb12020ff45a9414ae0760399e447eb
com.liferay	com.liferay.social.privatemessaging.web	1.0.9		27e2f8d27bde9b7cc41d477b9d9423b3e153a29f
com.nortal.jroad	xtee-client-test	4.2.0		1d5d647d780b003f4f28478e9501bdc20aece47f
com.nortal.jroad	xtee-client-test	4.2.10		3bd965114c8db745b2bb0f3c277e7f4540917e06
com.nortal.jroad	xtee-client-test	4.2.11		b730240e09b4e8f2a0acfe5d2d70af58591476aa
com.nortal.jroad	xtee-client-test	4.2.2		52af1ed8ac6a17e640b50ddd0df87d17278a2ad2
com.nortal.jroad	xtee-client-test	4.2.5		3e57401e09f72960c6ed0997a14fe3714f8615bb
com.nortal.jroad	xtee-client-test	4.2.7		b3410a861415b74655310b9e0d4cfd3d30497788
com.nortal.jroad	xtee-client-test	4.2.8		092b2c9fd349251f1b956c07eb0afd0c5f8973be
com.nortal.jroad	xtee-client-test	4.2.9		6989e6b24a0371fc3344c4f1b67b9ca9ae202fdf
com.snowplowanalytics	scala-forex_2.13	2.0.0		70f91cea8182be6e75ac87de64b49fc1426ac96a
com.snowplowanalytics	scala-forex_2.13	2.0.0-M1		7f09577416b5c53a404153a229ac83788568d37e
com.snowplowanalytics	scala-forex_2.13	2.0.1-M2		41c02aefebda0905c59adfa4f679f9d576b82ab7
com.snowplowanalytics	scala-forex_2.13	3.0.0		4a4d65c86a0baaeccd099e3a4955eb85853d9256
com.soywiz	korlibs-exception-js	6.0.0-alpha1		N/A
com.soywiz	korlibs-exception-js	6.0.0-alpha2		N/A
com.soywiz	korlibs-serialization-json-android	6.0.0-alpha1		N/A
com.soywiz	korlibs-serialization-json-android	6.0.0-alpha2		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0	metadata	ad45f48d7d77a301a27f94fb1b19deaf48c09355
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-alpha-3		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-alpha-3	metadata	d53b6d78375b67fa18a04bfb16cea6c949887eac
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-alpha-4		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-alpha-4	metadata	afc0d8c81e50dc3a14ec9b487f29eca1f748cba1
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-alpha-6		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-alpha-6	metadata	07348370eec17dd66c82dd0ec61780f47cac1eb1
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-beta		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-beta	metadata	cf17f14db0646407d4578dedde60adefb1c12c15
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-beta2		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-beta2	metadata	712d96ae90a692e240eee13b293257d1353d92fd
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-beta3		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-beta3	metadata	a57664e0c078671dc292ddee410c4c6516067aea
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-rc		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-rc	metadata	332d6af5c6ccbd958f5288b84662e901a7208583
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-rc2		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-rc2	metadata	6b4bb07294f3b038a4b3a51e2a208856426cf129
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-rc3		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-rc3	metadata	39d6087cb38347a3b012a8b7162536f0ab9309fa
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-rc4		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-rc4	metadata	6b15f062a6e46ffd2b2bb9d8036880bb3d3bf033
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-rc5		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-rc5	metadata	55b3f0605a0f2915cf0735ecbd90750698be2afc
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-rc6		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.0-rc6	metadata	376ad2f9cfad47270d3dd30320e40079ecf0e76c
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.1		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.1	metadata	608b506a5af22ef9493da5e1fb1b45cf2bdf3c2c
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.10		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.10	metadata	37f2dcec5acad6fde620cdc187d219e318b4b8ca
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.2		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.2	metadata	d04a293c03372cb4b52679092553bd33746834ae
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.3		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.3	metadata	2ec4d8acb4c3a2c0aeddc56384f878fd0668094f
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.4-dev-1.9.20-2914		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.4-dev-1.9.20-2914	metadata	808e77ebf00610f8a8610724beb95571c634b294
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.5		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.5	metadata	15a2234c334d8d7bdca56d5b8fbff828f78b2957
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.6		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.6	metadata	4cabc34821fa120c3ee1c1464cac4d6f641e17f4
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.7		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.7	metadata	20a81c73ce526726f139b9f65e85dd3715cfa416
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.8		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.8	metadata	b7b60f00dbe25387e63b397ca2e3959016e88ac2
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.9		N/A
com.soywiz.korlibs.ktruth	ktruth-macosarm64	4.0.9	metadata	d17493478522763eee6160fc0e5b95b04b106a31
com.tikinou.oss	schedules-direct-core-api	1.7		f09c9423afa7345c43b6d270a3ebe4673686fa4e
com.tikinou.oss	schedules-direct-core-api	1.8		7f8b255c915c6334381afe42c59e795a8204b1ea
com.tikinou.oss	schedules-direct-core-api	1.9		b9e606dc6fa50ca9a80a4214573f8b2dfb0d1587
com.tikinou.oss	schedules-direct-core-api	2.0		4afde52ad20736e40f31ce1b303d8056e41b54c6
com.tikinou.oss	schedules-direct-core-api	2.1		20d24400de9fec54a1f84fb0bc9aeac79851cfdb
com.tikinou.oss	schedules-direct-core-api	2.2		043cdb2f9781820fbc041e2ef699086d8c82c2f8
com.tikinou.oss	schedules-direct-core-api	2.3		9a2d7e9c9a95e463be30bd5e6cd90dceadf3c158
com.zeoflow	flow-kit	1.0.0		N/A
com.zeoflow	flow-kit	1.0.1		N/A
com.zeoflow	flow-kit	1.1.0		N/A
com.zeoflow	flow-kit	1.1.1		N/A
com.zeoflow	flow-kit	1.2.0		N/A
com.zeoflow	flow-kit	1.2.1		N/A
com.zeoflow	flow-kit	1.2.2		N/A
com.zeoflow	flow-kit	1.3.0		N/A
com.zeoflow	flow-kit	1.4.0		N/A
com.zeoflow	flow-kit	1.4.1		N/A
com.zeoflow	flow-kit	1.5.0		N/A
com.zeoflow	flow-kit	1.5.1		N/A
com.zeoflow	flow-kit	1.5.2		N/A
com.zeoflow	flow-kit	1.6.0		N/A
com.zeoflow	flow-kit	1.6.1		N/A
com.zeoflow	flow-kit	1.6.2		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.10.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.10.0	metadata	d235374efbe7d7301be428a57b8ab0245e06ca07
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.10.1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.10.1	metadata	161dfbf08021ee3a13674e5b00e607300ee4264a
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.10.2		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.10.2	metadata	a292da2e67d1e4b7ff51f7f353990aab88490ad8
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.11.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.11.0	metadata	d28ae1d7bad077242f892ae3ffd990f5902ccedc
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.11.1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.11.1	metadata	cd4b8437179b5f5bd704bf23bff4fa59755bc4e2
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.12.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.12.0	metadata	6f122e09798aabadf9ac4e959bbec8c527f63197
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.13.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.13.0	metadata	f240fd6e0bd1917195b453886a929f8524d3cc3f
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.14.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.14.0	metadata	bbf51b54bb2ed915ff96784b5682ef10a11dec88
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.7.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.7.0	metadata	71334329abf6e56bf813e6d5797127d15822472a
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.8.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.8.0	metadata	f152e81818fb8259a4a0be2c7b36d33ab4b5dbe9
de.jensklingenberg.ktorfit	ktorfit-converters-call-iosarm64	1.8.1		N/A
