avalon	avalon-composition	1.0		d5ca3eccc560c3d94b18f3ab800df4c48f6a3709
io.github.jordond.voyager	voyager-navigator-js	1.0.0-rc06		N/A
io.github.xlopec	tea-navigation-iosarm64	1.0.0-alpha8		N/A
io.github.xlopec	tea-navigation-iosarm64	1.0.0-alpha8	metadata	2ff18c4eb38862f5b5bbe32a651adf9921b8c736
io.monix	monix-bio_sjs1_3	1.2.0		0100ffcaa540599a2389acdaddb5b8eb47967eca
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	21.0.0.12		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	22.0.0.1		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	22.0.0.10		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	22.0.0.11		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	22.0.0.12		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	22.0.0.13		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	22.0.0.2		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	22.0.0.3		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	22.0.0.4		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	22.0.0.5		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	22.0.0.6		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	22.0.0.7		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	22.0.0.8		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	22.0.0.9		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	23.0.0.1		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	23.0.0.10		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	23.0.0.11		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	23.0.0.12		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	23.0.0.2		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	23.0.0.3		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	23.0.0.4		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	23.0.0.5		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	23.0.0.6		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	23.0.0.7		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	23.0.0.8		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	23.0.0.9		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	24.0.0.1		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	24.0.0.10		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	24.0.0.11		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	24.0.0.12		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	24.0.0.2		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	24.0.0.3		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	24.0.0.4		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	24.0.0.5		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	24.0.0.6		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	24.0.0.7		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	24.0.0.8		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	24.0.0.9		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	25.0.0.1		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	25.0.0.2		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	25.0.0.3		N/A
io.openliberty.features	io.openliberty.cdi3.0-servlet5.0	25.0.0.4		N/A
io.scalecube	scalecube-transport-parent	2.3.0		N/A
io.scalecube	scalecube-transport-parent	2.3.1		N/A
io.scalecube	scalecube-transport-parent	2.4.1		N/A
io.scalecube	scalecube-transport-parent	2.4.10		N/A
io.scalecube	scalecube-transport-parent	2.4.10-RC1		N/A
io.scalecube	scalecube-transport-parent	2.4.10-RC11		N/A
io.scalecube	scalecube-transport-parent	2.4.10-RC2		N/A
io.scalecube	scalecube-transport-parent	2.4.10-RC5		N/A
io.scalecube	scalecube-transport-parent	2.4.10-RC6		N/A
io.scalecube	scalecube-transport-parent	2.4.10-RC7		N/A
io.scalecube	scalecube-transport-parent	2.4.10-RC8		N/A
io.scalecube	scalecube-transport-parent	2.4.10-RC9		N/A
io.scalecube	scalecube-transport-parent	2.4.11		N/A
io.scalecube	scalecube-transport-parent	2.4.11-RC2		N/A
io.scalecube	scalecube-transport-parent	2.4.2		N/A
io.scalecube	scalecube-transport-parent	2.4.3		N/A
io.scalecube	scalecube-transport-parent	2.4.5		N/A
io.scalecube	scalecube-transport-parent	2.4.8		N/A
io.scalecube	scalecube-transport-parent	2.4.9		N/A
io.scalecube	scalecube-transport-parent	2.5.0		N/A
io.scalecube	scalecube-transport-parent	2.5.0-RC2		N/A
io.scalecube	scalecube-transport-parent	2.5.0-RC3		N/A
io.scalecube	scalecube-transport-parent	2.5.0-RC5		N/A
io.scalecube	scalecube-transport-parent	2.5.0-RC6		N/A
io.scalecube	scalecube-transport-parent	2.6.0-RC1		N/A
io.scalecube	scalecube-transport-parent	2.6.0-RC2		N/A
io.scalecube	scalecube-transport-parent	2.6.0-RC3		N/A
io.scalecube	scalecube-transport-parent	2.6.0-RC4		N/A
io.scalecube	scalecube-transport-parent	2.6.0-RC5		N/A
io.scalecube	scalecube-transport-parent	2.6.0-RC6		N/A
io.scalecube	scalecube-transport-parent	2.6.0-RC7		N/A
io.scalecube	scalecube-transport-parent	2.6.10		N/A
io.scalecube	scalecube-transport-parent	2.6.11		N/A
io.scalecube	scalecube-transport-parent	2.6.12		N/A
io.scalecube	scalecube-transport-parent	2.6.13		N/A
io.scalecube	scalecube-transport-parent	2.6.14		N/A
io.scalecube	scalecube-transport-parent	2.6.15		N/A
io.scalecube	scalecube-transport-parent	2.6.16		N/A
io.scalecube	scalecube-transport-parent	2.6.17		N/A
io.scalecube	scalecube-transport-parent	2.6.18.RC10		N/A
io.scalecube	scalecube-transport-parent	2.6.18.RC11		N/A
io.scalecube	scalecube-transport-parent	2.6.18.RC12		N/A
io.scalecube	scalecube-transport-parent	2.6.18.rc		N/A
io.scalecube	scalecube-transport-parent	2.6.18.rc1		N/A
io.scalecube	scalecube-transport-parent	2.6.18.rc2		N/A
io.scalecube	scalecube-transport-parent	2.6.18.rc3		N/A
io.scalecube	scalecube-transport-parent	2.6.18.rc4		N/A
io.scalecube	scalecube-transport-parent	2.6.18.rc5		N/A
io.scalecube	scalecube-transport-parent	2.6.18.rc6		N/A
io.scalecube	scalecube-transport-parent	2.6.3-RC2		N/A
io.scalecube	scalecube-transport-parent	2.6.4		N/A
io.scalecube	scalecube-transport-parent	2.6.6		N/A
io.scalecube	scalecube-transport-parent	2.6.7		N/A
io.scalecube	scalecube-transport-parent	2.6.7.RC1		N/A
io.scalecube	scalecube-transport-parent	2.6.8		N/A
io.scalecube	scalecube-transport-parent	2.6.9		N/A
io.scalecube	scalecube-transport-parent	2.6.9-test-rc1		N/A
io.scalecube	scalecube-transport-parent	2.7.0		N/A
io.scalecube	scalecube-transport-parent	2.7.0.RC1		N/A
io.scalecube	scalecube-transport-parent	2.7.0.rc		N/A
io.scalecube	scalecube-transport-parent	2.7.1		N/A
io.stigg	stigg-api-client	0.0.6		fada952b84b69680159b611f7091292fc363f588
io.stigg	stigg-api-client	0.0.7		5f1cd4a953de3f464df86f8dd361cf2d94b2b709
io.stigg	stigg-api-client	0.0.8		743535acb1a16a348aa7b6ef8ffbe72ac4ff939e
io.stigg	stigg-api-client	0.0.9		577fe974c02c18b4df753346b3bfcd370788a1b3
io.stigg	stigg-api-client	0.698.0		f5e5571237177725cd7464c19d71c1211e3adabb
io.stigg	stigg-api-client	0.698.1		b730ecb09407d0e5c27e94d3a1415647f0a52572
io.stigg	stigg-api-client	0.699.0		6eaa452e8d981d2e00b86216d9f0daff5d5a3ab8
io.stigg	stigg-api-client	0.701.0		580c0cdde620b7e5788206e9d5d4f85f1ebb43fa
io.stigg	stigg-api-client	0.705.0		51e0c7834c30e4359c65e5e270078f40bc074b53
io.stigg	stigg-api-client	0.710.0		d0bec9c821780e7bd86858f828af94722077455a
io.stigg	stigg-api-client	0.712.0		9fceceb63351040ec264e1433200aba76bdf2be6
io.stigg	stigg-api-client	0.714.0		be4a236222ae315b2d15a261507b9c3fcb602c4b
io.stigg	stigg-api-client	0.715.4		517d9dcf585d92f3a93955093cd8994e619213c9
io.stigg	stigg-api-client	0.716.0		d72f1ed714caedd585285ec1fab4b6c02618c78e
io.stigg	stigg-api-client	0.719.0		2abe47b00c06bc925559c5f9c3adb4c0eb4c73b7
io.stigg	stigg-api-client	0.721.0		a3cb6fbbae6fcd771edd3c154b6eba3bd30f186c
io.stigg	stigg-api-client	0.722.0		d5ad623a6aa947b53b5e9e97864dd75353999778
io.stigg	stigg-api-client	0.723.0		fbb0ae9a68f4be4462a5cbffcd2257c8dca473d4
io.stigg	stigg-api-client	0.729.0		e309a3245097e1e693d73e839a2ec5fcf314c792
io.stigg	stigg-api-client	0.735.0		599899a909a49764d0888dbeee0758ad2eb20a33
io.stigg	stigg-api-client	0.747.0		2c1bf1bd3439d7b31d06e494e02ed7c4013ed41e
io.stigg	stigg-api-client	0.749.4		cebd8b014a475e3045e7fc7babaa68a832787d05
io.stigg	stigg-api-client	0.749.5		c6af2137e90d753e85ba8e029fd6a5b08786d4f2
io.stigg	stigg-api-client	0.749.6		76181e306f7aafac428ee2b001eca6ceb57b8ba4
io.stigg	stigg-api-client	1.0.0		e408fc85f4c050c4571ab4622dd31c5637b1ed29
io.stigg	stigg-api-client	1.10.0		07e0f3dd10728ec33b9a9708ace30d3bdebbe9d1
io.stigg	stigg-api-client	1.102.0		d704342f5d8a9833e94330f7441e755267c00f7f
io.stigg	stigg-api-client	1.103.0		deb5881878e7fd6fbbdb81aedf77e9dd948fdd26
io.stigg	stigg-api-client	1.11.0		2bda3ef58bfc5b109b722f8cf513636764e8dc98
io.stigg	stigg-api-client	1.11.1		650b2465b9bf0366fe5e6a089733d09058bc35aa
io.stigg	stigg-api-client	1.12.0		caef428b424f695dcce5a67c2b2c3716e805e692
io.stigg	stigg-api-client	1.139.2		a51cf169b292c0f0a436cc4b4760a2007132b9de
io.stigg	stigg-api-client	1.14.0		60e362a47c55e458dd1edb4427fb661d3c404801
io.stigg	stigg-api-client	1.141.0		a9415f7ee26ec5062590ba14d8ffffad83d640fa
io.stigg	stigg-api-client	1.142.0		8107f1aaee0d11ee6bf8fb79ea5e82357b80c71a
io.stigg	stigg-api-client	1.146.0		e3bc94ea3d75ed7031135e6fb3a0f9dc4520549d
io.stigg	stigg-api-client	1.147.0		0689f63ddcd35555e21c69c947a0ad3cdde909b8
io.stigg	stigg-api-client	1.148.0		c0cb118887f58fb01e13758508dd9d118e1a2009
io.stigg	stigg-api-client	1.15.0		20bc267dfabee75c01c7aa727053b79c8a9fd9d1
io.stigg	stigg-api-client	1.150.1		b2716a34a0510219efc7b2c411000c3265bd1f7b
io.stigg	stigg-api-client	1.151.0		7c32e8c3b559809ed815863ede7d8391b4518322
io.stigg	stigg-api-client	1.156.0		a57771daca73c4bf3334a0040e3f7e2227e81253
io.stigg	stigg-api-client	1.157.0		f5aa52b7a2c8c0ff64c32402fb7a14c3dd0c8262
io.stigg	stigg-api-client	1.158.0		784f2071b92017c1eb54bb38aff8fcbecc352bf4
io.stigg	stigg-api-client	1.16.0		ef47a25e7996e2a5bede637d5a4cc6342bb30411
io.stigg	stigg-api-client	1.160.1		75d510bfc056380d68c220d0108badf923fbf0a1
io.stigg	stigg-api-client	1.160.2		5b7ae4a1ed7de7390a6c7a46abcb82d20545ec2f
io.stigg	stigg-api-client	1.163.1		c14d2effb86ff6656beb97f07d95bce821b1342b
io.stigg	stigg-api-client	1.169.1		1bac4af64228397db4d46da4f630c1f27e16317a
io.stigg	stigg-api-client	1.170.1		ae4e46e89ea1555a507785cda378371443e2bf1e
io.stigg	stigg-api-client	1.172.0		bb9ea2d8d4811034aa9e696bb374b90422fc2746
io.stigg	stigg-api-client	1.172.1		ad7707e6381d5961ee3e50a5e7db6905c8cf5bcf
io.stigg	stigg-api-client	1.173.0		67c1f0a3022846d92ab244cfcb0460a00b9cf7ae
io.stigg	stigg-api-client	1.175.0		8374287d4907ce642282911a8b863e865630d1ad
io.stigg	stigg-api-client	1.176.0		3732ce3e00a98dbb353fb718dcb62ae9c5d9b16a
io.stigg	stigg-api-client	1.177.0		5fc18cfde0b4c4c15d790e3b81a66b2b83d21ca1
io.stigg	stigg-api-client	1.180.0		760c8432da1945d2d02e468a27a9f6293eba760e
io.stigg	stigg-api-client	1.181.0		90fc95666eb3c4c5e532ee34ebeb11c1d53efdff
io.stigg	stigg-api-client	1.181.1		f486452ba4b34912a4f8115365a5e750889a3e47
io.stigg	stigg-api-client	1.181.2		ecb9af9d23cc2bd725e72e84ed9fdf6a0d4a9ec8
io.stigg	stigg-api-client	1.182.1		9be446666cfe7daca46ea277768e1e6db81cbcc0
io.stigg	stigg-api-client	1.187.0		5f4ee13ef8ade731ab2163e71b38f4a89581f238
io.stigg	stigg-api-client	1.189.1		8de4a4e63f9293e7650f2b48e543af62fd77a574
io.stigg	stigg-api-client	1.189.3		9aaca33ad458e4b3baf57feb48c9bfcdcd31a65d
io.stigg	stigg-api-client	1.19.0		75b30fa314eedb6b6b8df8d6a69efce3b3178acf
io.stigg	stigg-api-client	1.190.3		9234824df48cd754856dab79e0e48017a3ae02ab
io.stigg	stigg-api-client	1.194.0		0f6c4554f6fb2f23683e90a4130c31d826c6157f
io.stigg	stigg-api-client	1.195.0		dc145fb78be735cf4909591df9e0200fb4f33610
io.stigg	stigg-api-client	1.198.0		4b3648f25c46f32697ac0e164bb3afca65f8bb13
io.stigg	stigg-api-client	1.199.0		9592890c30cf6969f340cbd1d73127dcbd98849d
io.stigg	stigg-api-client	1.2.0		8c26b392d3d6053457589892de3bd3c1fa470809
io.stigg	stigg-api-client	1.200.1		71d0ffc5a17fdb51d6c5817f0426771ecead8171
io.stigg	stigg-api-client	1.201.0		1a1e3ad38018e6054129ff5b2f5945dd77f85f54
io.stigg	stigg-api-client	1.205.0		e7e76c42549b85ca8c24cb57343c65d99bfff12b
io.stigg	stigg-api-client	1.208.0		254ce56499ad779fab65e817b5ac8c5d1d24a699
io.stigg	stigg-api-client	1.211.0		63f1673ae0e50d953ba5420c7d853606347dc20b
io.stigg	stigg-api-client	1.212.0		4e83fd2ee3de8f1feacbdda32bf52d5adb09db2b
io.stigg	stigg-api-client	1.214.2		397a89071c680f67c756c9d256a88402473d59de
io.stigg	stigg-api-client	1.214.3		e7d3dcd566cc6145a2ca7671d57d0b0dbc83f9f4
io.stigg	stigg-api-client	1.215.0		c977306c975baf050621b8208e23417c4666b3af
io.stigg	stigg-api-client	1.217.0		7bd7dfb83ffd6bc8c203091067e23812449b1de8
io.stigg	stigg-api-client	1.219.0		a8bb9427e65386ca57ec5987761d2ace1a7ce636
io.stigg	stigg-api-client	1.220.0		09ab40b793ff84c52f51882cd392cae74f3fc9e2
io.stigg	stigg-api-client	1.222.0		5cc938df0ed57a7f578d02f2e13828255a79c985
io.stigg	stigg-api-client	1.225.0		1f2852ff3635e9f8060e426084bd07135936453a
io.stigg	stigg-api-client	1.226.0		858cfb9792505fe384167af506955a534f08e5ab
io.stigg	stigg-api-client	1.236.0		2f22c4a04ec42945819b3a2208e20c0127725e9e
io.stigg	stigg-api-client	1.24.0		7c8d310ffc273b2783e37f3983e49a966933eb2f
io.stigg	stigg-api-client	1.26.0		5ff4353a24a5b21f0e2475066967ed7350baf569
io.stigg	stigg-api-client	1.28.0		b6a5fbb72b00c366f89084978c15ca5b971ee6d3
io.stigg	stigg-api-client	1.29.0		08ae58a5e79f01f0444d71a978ac5fd2b86c711a
io.stigg	stigg-api-client	1.30.0		ec0e1fd4fa84eb4de12927b35da84a409075e38f
io.stigg	stigg-api-client	1.32.1		e7c7e231f45dcfec861833f3127e45996740d71e
io.stigg	stigg-api-client	1.35.1		06c35c0df595928feb52f96ea2d196899a1caf60
io.stigg	stigg-api-client	1.37.1		222abcec4b0a7bf808d56d1c2be2f22ec61bbfe0
io.stigg	stigg-api-client	1.4.0		742eae1b55bc4c7a3c3e0550dac944146fb4c42b
io.stigg	stigg-api-client	1.40.0		1cca1bcdd557523651406c8355f52ed086952efb
io.stigg	stigg-api-client	1.40.2		c56559e230844c6d9b7540c1b3e42af1152569b3
io.stigg	stigg-api-client	1.40.9		8d03ed48dce172023dda471b3ac06fedaa1a7e4b
io.stigg	stigg-api-client	1.41.0		91439020e256c5b748266f9c667bbc1480e72a5e
io.stigg	stigg-api-client	1.46.0		d0b6aea8a8dfa6db25955fb7002d6b7acf892df6
io.stigg	stigg-api-client	1.48.0		a3850a6200951f76c3358334d5ea234aa6d525a9
io.stigg	stigg-api-client	1.48.2		42914cd267081e691e9da76e2c8775525bf03fe5
io.stigg	stigg-api-client	1.48.7		ea7e44b32b44d67244cc1de21debc64fa0fbdf85
io.stigg	stigg-api-client	1.50.0		984f6216839702bafdcfd27ad43c2d3af6548164
io.stigg	stigg-api-client	1.51.2		f872bcd062f23e1b5984edc6f8d06c2b61761c98
io.stigg	stigg-api-client	1.52.0		3050b36fa7cf1151deb309fff697ac48024d62fa
io.stigg	stigg-api-client	1.54.0		bdf9ecd849459dbdb4f1a676703bb0d8c47dd1c3
io.stigg	stigg-api-client	1.56.0		5600929724d9f17876719a2d09cb79518024738c
io.stigg	stigg-api-client	1.57.0		20061d91757c4a6e436f597b446077618bd271e7
io.stigg	stigg-api-client	1.58.2		7f8a41d5669b007db4df3bd8ade34929a5fd86c4
io.stigg	stigg-api-client	1.58.4		3723596994f615e793c6733272075469206001f0
io.stigg	stigg-api-client	1.59.0		1ef7d070770c758d526abafc376a8b0cf6d05aaa
io.stigg	stigg-api-client	1.68.0		dfd8fbbcc030faa5e7e5317e765258270442e85e
io.stigg	stigg-api-client	1.69.0		03fb04a6d302b6de1cd21af30cd5ab82910797cd
io.stigg	stigg-api-client	1.70.0		a2b56bfc7fce20c4d6630d75af17f563d9c0a12d
io.stigg	stigg-api-client	1.72.0		6640aac4c6dbd49382946f2e3d728f2c05708b04
io.stigg	stigg-api-client	1.73.0		d9fc316f487e77996c9e206bb4750f96d1e347f3
io.stigg	stigg-api-client	1.73.5		0bb3b6be668a04853ec857c10406ddadeb354185
io.stigg	stigg-api-client	1.73.6		3552ae6cca8e5c086d74053c5ffabe8535734967
io.stigg	stigg-api-client	1.74.1		fd8f91487d3686fab54ea52f31b985a15d70a8c5
io.stigg	stigg-api-client	1.75.0		4ffee7f191e0c771372145a12a10547f95fa118b
io.stigg	stigg-api-client	1.76.0		0d53995200b937040cebe231d443ca4d4ba515ad
io.stigg	stigg-api-client	1.77.3		e847a8199be8e7016f34baf639ff38bcd1687890
io.stigg	stigg-api-client	1.78.0		3bd75841fc672c82e88ef4ddc4a8de28b05fd6e3
io.stigg	stigg-api-client	1.79.0		f7dd168ac812ac2c1948b97adfa9857e62397b3b
io.stigg	stigg-api-client	1.80.1		a6753100922dbb808c27b723c6443b97922f7efc
io.stigg	stigg-api-client	1.81.0		249f1a4aa9393986cd50afa1b2d5dfe5b73e8a76
io.stigg	stigg-api-client	1.82.0		11485fb1569fb54482b28525ce3b99014d35c8e4
io.stigg	stigg-api-client	1.84.0		01d7f901ed9f303496e4227e28e04e0e9d9221f9
io.stigg	stigg-api-client	1.85.0		b6ad62f2652981eabf05ca7516c530c76c8ad00f
io.stigg	stigg-api-client	1.9.0		3393c891e4caa2857e3117241deb1f5cb2d6e903
io.stigg	stigg-api-client	2.0.0		b1189eb9559adfdf1f381bf76e1b758ad08233ea
io.stigg	stigg-api-client	2.100.0		85e0a1c0c2d62984cd99494ca4ad280a685085db
io.stigg	stigg-api-client	2.100.2		8d29d9afb97254c00c543e2691e7891eef2f13c2
io.stigg	stigg-api-client	2.101.0		933bb78c8d1305b0f0856f1c7c2ab7136feb12d7
io.stigg	stigg-api-client	2.122.0		9725e8665fa3ae7a7d28146e014d134ea92d0ce1
io.stigg	stigg-api-client	2.129.0		98360d630e4fabc321477cd12d275d6330bfc825
io.stigg	stigg-api-client	2.131.1		b88c4ccb928e24d50673ef70c2ed1a2ad38e76db
io.stigg	stigg-api-client	2.131.2		72741d2e3404a4cceef7c4f08f24718d1ba88b4b
io.stigg	stigg-api-client	2.141.0		555e54b52494565012b26847a1e3af76491509d0
io.stigg	stigg-api-client	2.15.0		ea2354757f343645da50280d207c32faa2236a8a
io.stigg	stigg-api-client	2.150.0		ae0918538db78d6530016cf76a3efaa8a6c9c26c
io.stigg	stigg-api-client	2.151.0		5fdfd02081e92481de72c989e9f575e44ec1a71e
io.stigg	stigg-api-client	2.157.1		65faa37fc41e459ec69535cac5eacf09cf19d664
io.stigg	stigg-api-client	2.16.0		0a3411ebb4d7aa40837ce0570f9e7092d74382bd
io.stigg	stigg-api-client	2.16.1		80c0c7df5c3f4378e95d9a35aec2ea10fa1f2279
io.stigg	stigg-api-client	2.162.0		e22db2dcb4c04013bad6d32e4d20c8dd7270fd68
io.stigg	stigg-api-client	2.163.0		dc2a9d092b703b6ee1bf157af8793c029e52d5cd
io.stigg	stigg-api-client	2.169.0		922e42d67288a984905ab4d92f5a1d4eb15def3d
io.stigg	stigg-api-client	2.17.3		c4b0079771d2438a728d0d85c51852806dcfabcc
io.stigg	stigg-api-client	2.17.4		5a09b5a2fe7ffc1578e66cc08cc7867401e85961
io.stigg	stigg-api-client	2.170.0		aecb340ad433ff69ab51ee29b3519f79b45d2984
io.stigg	stigg-api-client	2.175.4		eea27377bd2ce6f2479cbe462e0a910b22f1c696
io.stigg	stigg-api-client	2.179.0		b02b3292c7ca9498b552ca73311b682663be9ed7
io.stigg	stigg-api-client	2.183.0		244a67a0f279d5e5639e215c667c02df7e220975
io.stigg	stigg-api-client	2.184.0		a29d9e60b53a776526d0a47b0b0cd682958ea80a
io.stigg	stigg-api-client	2.188.0		0cc7097a5b2cb1285e64db793d52a3c6f0ed6953
io.stigg	stigg-api-client	2.19.0		2fecfece526fb598a5c5eb91644607a12d572564
io.stigg	stigg-api-client	2.192.0		af26bdab62c9392177c5e9d34361de5a60cd3603
io.stigg	stigg-api-client	2.194.7		b5ba58c028710b892078c20ed12b2faec6ac4273
io.stigg	stigg-api-client	2.196.0		f8beea45c8712a9eb68e763a2f9b40f845e743bb
io.stigg	stigg-api-client	2.198.0		de65cca42db4709588e178eccc79aff706625dcb
io.stigg	stigg-api-client	2.198.1		ffe1f8fcfe7e6d13d240fa69539e5515d237c4da
io.stigg	stigg-api-client	2.198.2		9e32e8ccb142cacd9da0be833c1f6026b3f66396
io.stigg	stigg-api-client	2.199.0		41475eaa9592ed503e75ee711108a62f960a8075
io.stigg	stigg-api-client	2.201.0		b40237837ad4390ba6b42ff21f4889496d4ec557
io.stigg	stigg-api-client	2.204.0		37e482305a82005a492a426a2d31b79be8b3fdd1
io.stigg	stigg-api-client	2.205.3		5e200ba47ee7b0174623da155d88ed7ccea576f9
io.stigg	stigg-api-client	2.205.6		fa7e68982c9f0ae826b46901bbec5b0e45454337
io.stigg	stigg-api-client	2.206.0		2bacdb057d9b8be502e1a10cb82e0cc6aa48a73a
io.stigg	stigg-api-client	2.207.0		a55fd4d5ecdfbb145f7de3b915d5c264978e9cd8
io.stigg	stigg-api-client	2.208.0		03b034985521aad099a9d89216fa2287b404b71c
io.stigg	stigg-api-client	2.209.0		feea65fc325d3db15beb90a4bd14b634ae3fafc5
io.stigg	stigg-api-client	2.212.3		2dbcbd02be4a58c6e493a14e88459f8e7e8916b9
io.stigg	stigg-api-client	2.212.4		f9924641114f1e894089411fb3e228f4c469e9b1
io.stigg	stigg-api-client	2.214.0		7a8f80ee63bd14d24cf17be51f7c063b381f955f
io.stigg	stigg-api-client	2.217.0		527e13363374febdb9f73cd24dd066748cc4aa25
io.stigg	stigg-api-client	2.22.0		d74935b217bf66d6f4f0fc1524104155f06fb076
io.stigg	stigg-api-client	2.222.0		2b34ed6f9c9698fc616740f672d6ecc8df5ff86a
io.stigg	stigg-api-client	2.227.0		03bec4ba7dcb55c1bc4cc4df8a56bcf7df791d59
io.stigg	stigg-api-client	2.233.0		00947d4d270b1b774ab22f853d74a60e2c59ffb3
io.stigg	stigg-api-client	2.234.0		1062644d5dba573b77a77c9437b76b1e22befb1e
io.stigg	stigg-api-client	2.235.0		25687747c5f0fcb172945440b20561c753e1b0bd
io.stigg	stigg-api-client	2.240.0		7f4a3e897d68e00be2520288b904d76b23ce880d
io.stigg	stigg-api-client	2.241.0		d5863073451e836360454c9f20962a46f243f5ba
io.stigg	stigg-api-client	2.248.0		033398bd5ef2cd91c8bec68ece732225bad208b0
io.stigg	stigg-api-client	2.25.0		1ab84006474baea0600669dda4d91c209e4f7d97
io.stigg	stigg-api-client	2.257.0		91d08e774ca3bb1b8c751ed601232d344980338e
io.stigg	stigg-api-client	2.274.2		3c391ff2a9415ad736393922013c95cdd50a7b0f
io.stigg	stigg-api-client	2.276.0		991d7e7f0cd6064e33c1cf5c5cb6893575f29758
io.stigg	stigg-api-client	2.283.0		76ec3aa0c57062b5e19a875232cf98e749aa4a6d
io.stigg	stigg-api-client	2.284.0		5e15fa814d35742ca56a6d89f344f24edcd6e259
io.stigg	stigg-api-client	2.287.0		54f31c875bd5ed9a121d60b4ff89f3c6fd5e79db
io.stigg	stigg-api-client	2.289.0		3a8dde711f996372107614fdfaea519eb4a730fe
io.stigg	stigg-api-client	2.293.0		eb6c5118958fd21dd76bcf8021ef0d0eaa2455cd
io.stigg	stigg-api-client	2.310.0		ee4ff97b7c0ae6b5de5d35eb15bc9ebe7a5ed795
io.stigg	stigg-api-client	2.314.2		f12c1716a18394d875fc4f27ac11b94be373373e
io.stigg	stigg-api-client	2.315.0		225391aa7447145defaf5516fe369f00b80874f3
io.stigg	stigg-api-client	2.315.1		2aa6aa8d1ca4288e5ea3521a23028120472b7c80
io.stigg	stigg-api-client	2.315.3		157b123f0f6d786d32f3e412531300a2d322fa1f
io.stigg	stigg-api-client	2.319.0		d26dedcee1c758d08b4a5bf1f726661ac7becba9
io.stigg	stigg-api-client	2.321.0		407ef73614d8ff254f6093df11eb9c35628832fe
io.stigg	stigg-api-client	2.323.0		b077c313b687b9565aa72434d11be042dc57f394
io.stigg	stigg-api-client	2.323.4		32f0a590afde51f56b9a0ad7e6fef09fe0ab9207
io.stigg	stigg-api-client	2.324.0		650f5d02b4285b084e10953cf0524fd367087142
io.stigg	stigg-api-client	2.325.3		cb6dbd0f2da03d5091079b3c58e0a58e663a1412
io.stigg	stigg-api-client	2.33.0		dcbbd09f0b98f16c7ea56016b56213cd66e4e4ca
io.stigg	stigg-api-client	2.331.0		82a9c852e849d4d3881a83741670c5cbf2af35bc
io.stigg	stigg-api-client	2.331.1		1bb62f04bccc126e9cbc311213bbe3640f221534
io.stigg	stigg-api-client	2.334.0		8039e237c4aece6e109234bbf7895a31de8b5fd4
io.stigg	stigg-api-client	2.336.0		717366a52af4922438c15ab7aa0b219712c1d741
io.stigg	stigg-api-client	2.341.0		5bf380a29dda0f763a5614c453208ecb5d9c58a9
io.stigg	stigg-api-client	2.349.0		bb9e4418389ac69b73069549143c0a718877c671
