avalon	avalon-composition	1.0		d5ca3eccc560c3d94b18f3ab800df4c48f6a3709
io.stigg	stigg-api-client	2.354.2		0c3e08b6b0feea51da905433811e10a65feb1f7a
io.stigg	stigg-api-client	2.359.0		444ee4c6b694678e32b4f1c5c7765505d404a481
io.stigg	stigg-api-client	2.361.0		4e8e299349479b9db808e6dacd65d9983f5e45a2
io.stigg	stigg-api-client	2.367.0		477043e48ddcdba7acb21dd8ec500f98d4baadcd
io.stigg	stigg-api-client	2.374.0		eac34a87b836a68c68a1a2a8363c4da4f9d660b0
io.stigg	stigg-api-client	2.379.1		c699a3a69914294f58165b815b7fe2bd71f47399
io.stigg	stigg-api-client	2.386.0		309d2517f599a2220103eb78ff43b8deec5b3a2b
io.stigg	stigg-api-client	2.390.0		3d3e85d06630b547da9e666b2cffb0005d64a9cf
io.stigg	stigg-api-client	2.49.0		13c0ddb60f7768ede83d697299dd1f0a01370b28
io.stigg	stigg-api-client	2.62.0		c1d69ab23d044d390bdfa4a99db44dacc888f87f
io.stigg	stigg-api-client	2.71.1		6bfa0ea614df19262c761f55458537337e781810
io.stigg	stigg-api-client	2.73.0		d0bfa64d068c01aea7d5515ed6eaf902d10b2385
io.stigg	stigg-api-client	2.76.0		e0f2bd4dbb3a2fceeb55562210d011afd1c23463
io.stigg	stigg-api-client	2.78.0		864f284fbf29ce77bcfe33048a6e8f67b5bea376
io.stigg	stigg-api-client	2.80.0		a818526f0387c6228d2f61df75fbb45f1e74f8f0
io.stigg	stigg-api-client	2.80.2		63c8a5ef7465f4c19973c0a577fbd3d09750439c
io.stigg	stigg-api-client	2.85.7		8b2385ae32da56c91b7517f0dafffcd44aac9eb7
io.stigg	stigg-api-client	2.86.0		c04e22a1a0e445a061fcd1ed883d2a0bc16770c9
io.stigg	stigg-api-client	2.99.0		844bf67847779086b58ecb4b82f0fecdc8c8099c
io.stigg	stigg-api-client	2.99.1		197c4abb5cf60e83c0f75c4d465ef63cb2381ce7
jakarta.nosql.tck.communication.driver	driver-tck-column	1.0.0-b2		ac4b8ac88b59df115c64ead1364acf90872742be
jakarta.nosql.tck.communication.driver	driver-tck-column	1.0.0-b3		b8dbb411ac36acb680a153be22e1c953e5906a79
jakarta.nosql.tck.communication.driver	driver-tck-column	1.0.0-b4		33348e2faa80f02c0db8f62c542c42f4a65ed604
jakarta.nosql.tck.communication.driver	driver-tck-column	1.0.0-b5		8605491587fe6916991342ae85dfbcdaf0aea177
net.liftweb	lift-record	0.10		195106cfbc713f4f59ccd3e02acfa728ee09d1fe
net.liftweb	lift-record	1.0		7959d012ae28d4a39e401af6fa095217de7dccff
net.liftweb	lift-record	1.0.1		2c5ae769ac77a06452d9c261e1d8f9db9cbdc33c
net.liftweb	lift-record	1.0.2		5180150f4b425ba2403caa799d2404bd03c7b104
net.liftweb	lift-record	1.0.3		534b10b2e155ea3fe97a5c43efee665b7a3c3919
net.liftweb	lift-record	1.1-M1		50ff840a01febb5b2d9f1cb5c31e458fb1698e5d
net.liftweb	lift-record	1.1-M3		39d4070bca884b161cf5388bbfb980b0fe12133b
net.liftweb	lift-record	1.1-M4		4bea3def5024cee790f587ad0088e747d2a8b854
net.liftweb	lift-record	1.1-M5		ac5bfd01608605fb3f0f41c559b1a03937094726
net.liftweb	lift-record	1.1-M6		6275c335238101d1a9e51646483c9a07c8be31bd
net.liftweb	lift-record	1.1-M7		8a88db2ed7eaacc35e7eb32d0b39d3660050c47e
net.liftweb	lift-record	1.1-M8		165bd293a8bff3842a97b24e25e6b824a5a80129
net.liftweb	lift-record	2.0		9fd836af20e28d1f0bede8704acc73dda021b1d2
net.liftweb	lift-record	2.0-M1		78cd67b9908ff9998a7e884d6bd0b645583c7809
net.liftweb	lift-record	2.0-M2		201b91ff3a2360cf749b55704d4adbb39164a7c9
net.liftweb	lift-record	2.0-M3		a70049287040bd3717c2f8c25e95fc4d63b190a0
net.liftweb	lift-record	2.0-M4		b43e7bb1e1cd02328eb3fc5baf75fa28a3d447e7
net.liftweb	lift-record	2.0-M5		f41c8cbedefff8df2ba66815bea57e8e798f05f3
net.liftweb	lift-record	2.0-RC1		3a452f1fcd0f2e914b0983b8cbc9583b5bf70c8c
net.liftweb	lift-record	2.0-RC2		3fdbc78a941a59e1444b587e7d2477382b0fbc01
no.dossier.libraries	error-handling-jvm	0.1.0		81472a8615b21056c7ec7dbbda3e489e455bf542
no.dossier.libraries	error-handling-jvm	0.1.1		c393477d27f3a37df044e28e1b46642d0cbd1767
no.dossier.libraries	error-handling-jvm	0.1.2		c393477d27f3a37df044e28e1b46642d0cbd1767
org.apache.openejb	tomee-plume-webapp	1.7.0		N/A
org.apache.openejb	tomee-plume-webapp	1.7.1		N/A
org.apache.openejb	tomee-plume-webapp	1.7.2		N/A
org.apache.openejb	tomee-plume-webapp	1.7.3		N/A
org.apache.openejb	tomee-plume-webapp	1.7.4		N/A
org.apache.openejb	tomee-plume-webapp	1.7.5		N/A
org.apache.portals.applications	apa-webcontent-war	1.0		N/A
org.apache.portals.applications	apa-webcontent-war	1.1		N/A
org.apache.portals.applications	apa-webcontent-war	1.2		N/A
org.apache.portals.applications	apa-webcontent-war	1.3		N/A
org.apache.seata	seata-config-zk	2.1.0		9a88e362e87228534660e0f296a4e984ffea29fe
org.apache.seata	seata-config-zk	2.2.0		031fc04d0904dff3053b408441f5b1858b964e9f
org.apache.seata	seata-config-zk	2.3.0		d386a14c7c7865e0fee77e03e8b68be18419292f
org.dkpro.statistics	dkpro-statistics-significance	2.1.0		90dd3d79df2024be3ff59de4e4fd83412830758b
org.dkpro.statistics	dkpro-statistics-significance	2.2.0		2e26b89465454d99a4a9874276856f0bbee3d791
org.dkpro.statistics	dkpro-statistics-significance	2.2.1		1dfc0ff148b6c342cfd9ea1c69ef1c43ddc64005
org.eclipse.digitaltwin.basyx	basyx.submodelrepository-tck	2.0.0-milestone-01		919b369c946c2964bc7309243c0b5784cee49035
org.eclipse.digitaltwin.basyx	basyx.submodelrepository-tck	2.0.0-milestone-02		3c6dc446a68f24697e02fbe012446852d9144453
org.eclipse.digitaltwin.basyx	basyx.submodelrepository-tck	2.0.0-milestone-03		a4d656edfe72a7368f962082a5d025678b4940d9
org.eclipse.digitaltwin.basyx	basyx.submodelrepository-tck	2.0.0-milestone-03.1		d4c35c20e1905e29eb0672d28b6656987cd61266
org.eclipse.digitaltwin.basyx	basyx.submodelrepository-tck	2.0.0-milestone-04		655a5c37ced4433764ed6872477f99c16f8013ec
org.eclipse.digitaltwin.basyx	basyx.submodelrepository-tck	2.0.0-milestone-05		ac4ca275f0cad08afb25b271d64b129b6d14a733
org.glassfish.admingui	console-common-full-plugin	3.0		f2acad77ae050421cbea5983a813a01ae49ebd97
org.glassfish.admingui	console-common-full-plugin	3.0-b56		8042803e2ced07e2a31920fdb4ba9e06a1c9460c
org.glassfish.admingui	console-common-full-plugin	3.0-b57		20d2fcb9a8df3e2a0cd9fb1ee0aab4cd358ef471
org.glassfish.admingui	console-common-full-plugin	3.0-b58		f09f82bbf2d7ab6c7f2a0f3175f478f0a3f7c1cf
org.glassfish.admingui	console-common-full-plugin	3.0-b59		74c7f7842252c4816187e823c6f2234bf341dcaf
org.glassfish.admingui	console-common-full-plugin	3.0-b60		58839a83920fb8d373ca7353948c705172ecfbe2
org.glassfish.admingui	console-common-full-plugin	3.0-b61		793b96b8850355cb57e27b78719aef0c82652507
org.glassfish.admingui	console-common-full-plugin	3.0-b62		53e44c34a7c25c7541501d4a89545d80d1f1d998
org.glassfish.admingui	console-common-full-plugin	3.0-b63		064974fb973dabcc1a4f459145df028e42ecd4d7
org.glassfish.admingui	console-common-full-plugin	3.0-b64		a27663488bc8512178a2e34987931846134c7a03
org.glassfish.admingui	console-common-full-plugin	3.0-b65		48973d747b26bfca907bef8b8b3e49ba84d31166
org.glassfish.admingui	console-common-full-plugin	3.0-b66		f81bc946cd7242d8cfc18b07e420baa121122b30
org.glassfish.admingui	console-common-full-plugin	3.0-b67		776ab75200b98c0f665a9f62ed6b6545b0e70cf5
org.glassfish.admingui	console-common-full-plugin	3.0-b68		b19f4632474971d77d527f8cbe7948fee0d317b9
org.glassfish.admingui	console-common-full-plugin	3.0-b69		6897427e07807a9a2dc4d60c36dbc2b2490ee96f
org.glassfish.admingui	console-common-full-plugin	3.0-b70		ab006b7068b7db1729b5aa1b7275af7c6278daef
org.glassfish.admingui	console-common-full-plugin	3.0-b71		45549b05c328c27245a91cd30b09fe8e362cb9a8
org.glassfish.admingui	console-common-full-plugin	3.0-b72		3b8d43815bbf71c2a37dc604865311ffeb8e0eea
org.glassfish.admingui	console-common-full-plugin	3.0-b73		0b1a09a7f4e0a31d59fc84e71ac60dfece61f70f
org.glassfish.admingui	console-common-full-plugin	3.0-b74		95774957e77176ce37c7caf296096de6c6946490
org.glassfish.admingui	console-common-full-plugin	3.0-b74a		2063f70cd0f77eede787a7a687aafa4afd88d90a
org.glassfish.admingui	console-common-full-plugin	3.0-b74b		877fe4c0e6a398ca93661c1f34c37f15ca6bb0fc
org.glassfish.admingui	console-common-full-plugin	3.0.1		310254e5d4573f5fb55639d7f3e33211162d7b62
org.glassfish.admingui	console-common-full-plugin	3.0.1-b01		dce0e3a71e6ed9ede412e78b3e58c31bb60310be
org.glassfish.admingui	console-common-full-plugin	3.0.1-b02		7d1ebcbd5ccf4268f8eb11a7b9cab08053d7a530
org.glassfish.admingui	console-common-full-plugin	3.0.1-b03		b236a078f4424d0db48eaaa7e62bb49084ebcc8f
org.glassfish.admingui	console-common-full-plugin	3.0.1-b04		e1cf7c9b80dc934660dc525e187526849acdaf4e
org.glassfish.admingui	console-common-full-plugin	3.0.1-b05		803b466d63e005801d8e3ffcbb6321b4fcecb6bf
org.glassfish.admingui	console-common-full-plugin	3.0.1-b06		968066416eae1b4b838a896fa75589cb26d510d7
org.glassfish.admingui	console-common-full-plugin	3.0.1-b07		a2b8e774ca325689f3b040aeda1437e3ae0ef023
org.glassfish.admingui	console-common-full-plugin	3.0.1-b08		0e733061dd9a725e6becdd3e3165f47f4ab4fe88
org.glassfish.admingui	console-common-full-plugin	3.0.1-b09		026b8b5e8af0ce7af43666f3e2fa52d18763c0d0
org.glassfish.admingui	console-common-full-plugin	3.0.1-b10		2d6f5a13dc1b02b5efcac88978532a36b20727cf
org.glassfish.admingui	console-common-full-plugin	3.0.1-b11		941591e0aaa657a85d8f713523fdd1415ee0c829
org.glassfish.admingui	console-common-full-plugin	3.0.1-b12		0875e0fe7b0fd6ee4c0b3f22859271dd787ea2fd
org.glassfish.admingui	console-common-full-plugin	3.0.1-b14		ff72354f96f853b8d6bfa731a8fdbc888dca3db4
org.glassfish.admingui	console-common-full-plugin	3.0.1-b15		f7059db0d960728a68326601edd96028e2bf5ade
org.glassfish.admingui	console-common-full-plugin	3.0.1-b16		2adbc4c67e621372303b810af9afa366f3428877
org.glassfish.admingui	console-common-full-plugin	3.0.1-b17		8428aa27eee3aa4833f1ed0399ff557b41e28b50
org.glassfish.admingui	console-common-full-plugin	3.0.1-b18		0ec1da0ff3cf59cb03db9f112d5fdfcf466504d5
org.glassfish.admingui	console-common-full-plugin	3.0.1-b19		170d0c8051fea21cdbd9e63333741b7c409376dc
org.glassfish.admingui	console-common-full-plugin	3.0.1-b20		b68c634e58eb12b2cb2fc7b87a7dc9d8b3647c1a
org.glassfish.admingui	console-common-full-plugin	3.1		3e572b1a3914fd2b529c344b3217a97b5e9ef920
org.glassfish.admingui	console-common-full-plugin	3.1-b01		0023d4e92b5e91b4b79d6c50c4702c17f25ac4e6
org.glassfish.admingui	console-common-full-plugin	3.1-b02		a3e8dee51d2b630266d1f34fbad4e59ad04959cc
org.glassfish.admingui	console-common-full-plugin	3.1-b03		131594efa0344eebdfa33b33843aaaced83434eb
org.glassfish.admingui	console-common-full-plugin	3.1-b04		8041895591b9c9fdd1e2bf79e8c32e7416986813
org.glassfish.admingui	console-common-full-plugin	3.1-b05		2a2cc9e4055e1f92074d9622de68fd4559555303
org.glassfish.admingui	console-common-full-plugin	3.1-b06		609dc104fad296b9d8f3ec79114acf8fe1582d26
org.glassfish.admingui	console-common-full-plugin	3.1-b07		20a89e9eeca793282cf720f4d0a3a41eb20e94c8
org.glassfish.admingui	console-common-full-plugin	3.1-b08		19c119f3f63d7c970cc138eac09688f7fe5192eb
org.glassfish.admingui	console-common-full-plugin	3.1-b09		5b12a1e961d955e47fa3a61500ccd98df0970795
org.glassfish.admingui	console-common-full-plugin	3.1-b10		eada9bb22526880890a019ea5c8a6799c4d0be9d
org.glassfish.admingui	console-common-full-plugin	3.1-b11		a9060651c0ce745104e7d5838c5356e0a0c2bf99
org.glassfish.admingui	console-common-full-plugin	3.1-b12		4e47ec69af8640f57e420277210b9ce1c2068e69
org.glassfish.admingui	console-common-full-plugin	3.1-b13		ee33c3fe2ae5519c68cda7cdbaf4db768c561390
org.glassfish.admingui	console-common-full-plugin	3.1-b14		9a2d799c54271e7cabbc5e4e103b08be1ba67e03
org.glassfish.admingui	console-common-full-plugin	3.1-b15		d43e3869f84831c24c8b4738367847d33135cb68
org.glassfish.admingui	console-common-full-plugin	3.1-b16		3bc90d0a7f46bb3ab484700074d4e68e79c8ff99
org.glassfish.admingui	console-common-full-plugin	3.1-b17		cd5528eb9fea7b4357d0837b8f99705576c856bf
org.glassfish.admingui	console-common-full-plugin	3.1-b18		8323f58b413299fa71f714adb584f7f0f162abaf
org.glassfish.admingui	console-common-full-plugin	3.1-b19		0acc37963acc75738106c75ca6703d9a920fadb3
org.glassfish.admingui	console-common-full-plugin	3.1-b20		097dd973352be298a49b08261fc452f5b91cb749
org.glassfish.admingui	console-common-full-plugin	3.1-b21		a41bb6dd4d9509e909f5c993688a61863178f8b3
org.glassfish.admingui	console-common-full-plugin	3.1-b22		a9972ceea230cb4dba7d4db82052139d69749fdc
org.glassfish.admingui	console-common-full-plugin	3.1-b23		f73e8f0052f677880fdc21883ab691e28b980f95
org.glassfish.admingui	console-common-full-plugin	3.1-b24		b5825032309059842829db44278b635110df4e20
org.glassfish.admingui	console-common-full-plugin	3.1-b25		76072d72cbd5413cac56efa775e6d5cedeb8ee96
org.glassfish.admingui	console-common-full-plugin	3.1-b26		00d1366c30d82b099c48657d77a10cfc4b0f47b6
org.glassfish.admingui	console-common-full-plugin	3.1-b27		56d2c5ad4d2276ec86ac9826de79b4c71528f139
org.glassfish.admingui	console-common-full-plugin	3.1-b28		0054eb1fd9d7b126287a3a6b5f7175ebe162e98a
org.glassfish.admingui	console-common-full-plugin	3.1-b30		fc774273827a6186236a405d8ec87b632442503f
org.glassfish.admingui	console-common-full-plugin	3.1-b31		a6b078fcde9255f92e62c5d5a778692d321fc3d6
org.glassfish.admingui	console-common-full-plugin	3.1-b32		2f0c3aa4234fa0841fc985e3af50d0600d063515
org.glassfish.admingui	console-common-full-plugin	3.1-b33		6a991c8f57279ecb96fa010574bbf3a1b07d4ec8
org.glassfish.admingui	console-common-full-plugin	3.1-b34		5f0fc8f9b621ab7b21837a542f71d740e7280f8b
org.glassfish.admingui	console-common-full-plugin	3.1-b35		1cc88c8567532757c91dc711c5426b6d286d39a2
org.glassfish.admingui	console-common-full-plugin	3.1-b36		3f603ce81f8078840efc3069dbb9949745417f73
org.glassfish.admingui	console-common-full-plugin	3.1-b37		f646a8454cb252d292c2388bec9a4c377223b239
org.glassfish.admingui	console-common-full-plugin	3.1-b38		f6e4e0035d81556d90ba13b0dc569c143f033b7b
org.glassfish.admingui	console-common-full-plugin	3.1-b39		629dbd09091d7f1706067c8dcae8eb6b9e69548b
org.glassfish.admingui	console-common-full-plugin	3.1-b40		e92cf915bdbd6ccc156c661fa5a03fd374c0eea1
org.glassfish.admingui	console-common-full-plugin	3.1-b41		633269bdad7fb448879b7ee2ac5bea75b7519721
org.glassfish.admingui	console-common-full-plugin	3.1.1		a7d663304bf6e89b8e669f1376c018be1d58c9d5
org.glassfish.admingui	console-common-full-plugin	3.1.1-b01		ead753b3069eb01c42cc1e9b4bfcbaa9e3094af3
org.glassfish.admingui	console-common-full-plugin	3.1.1-b02		bec0194bd59c18d33c575218805bdbdc6361e795
org.glassfish.admingui	console-common-full-plugin	3.1.1-b03		403912d9c55763b48f4ba6bab0ad4c6479134546
org.glassfish.admingui	console-common-full-plugin	3.1.1-b04		511e051733cf27a0d5a9b6cb3d090f39d6773b8e
org.glassfish.admingui	console-common-full-plugin	3.1.1-b05		21c23bb9eb40f7c31da9c0fbf82b5400b7295026
org.glassfish.admingui	console-common-full-plugin	3.1.1-b06		1b7898dc706448127a55f653248e2d502a3b52bc
org.glassfish.admingui	console-common-full-plugin	3.1.1-b07		1cbb3c3158fe43afe79a5523ff42f026216f5a4d
org.glassfish.admingui	console-common-full-plugin	3.1.1-b08		aa03940f303d76a2dd715f4a0777bfba63d92ebc
org.glassfish.admingui	console-common-full-plugin	3.1.1-b09		b67fedc000583a7e3e5955643cc76a1db1f19cb3
org.glassfish.admingui	console-common-full-plugin	3.1.1-b10		7ef9a0aae3fb66dc196e23e41f9103ff118d8676
org.glassfish.admingui	console-common-full-plugin	3.1.1-b11		76055c95da66a7fb7ee444ca70c7f4c092b0d829
org.glassfish.admingui	console-common-full-plugin	3.2-b01		2bf3f00625476e53a86dfb34766099c8b6318f02
org.glassfish.admingui	console-common-full-plugin	3.2-b02		7c1bc39fbbb35622d461f2064fd4571b0994011a
org.glassfish.admingui	console-common-full-plugin	3.2-b03		7e24ddafe6fc8a4ef89f16eaa9a0c89c0ccbf8d4
org.glassfish.admingui	console-common-full-plugin	3.2-b04		db9932d05d3af64d011e38f7a3a5d2edc1898b36
org.glassfish.admingui	console-common-full-plugin	3.2-b05		ae30dde9f0b2ec18535e04f419b248bcecf4af31
org.glassfish.admingui	console-common-full-plugin	3.2-b06		da53187901175521de5ad7d55b1624c6334493b2
org.openani.mediamp	mediamp-mpv-desktop	0.0.10		c41b1a05e4f648bd58b053fb96ffc801dc359489
org.openani.mediamp	mediamp-mpv-desktop	0.0.10	macos-aarch64	96a18720aec0cbaafcde369ec657a97cbcd8d63e
org.openani.mediamp	mediamp-mpv-desktop	0.0.10	macos-x64	3f5633c231039460460c1b97484ada120583ec11
org.openani.mediamp	mediamp-mpv-desktop	0.0.10	windows-x64	fab72a37008e41eb13ea15d78d76b854a8853a56
org.openani.mediamp	mediamp-mpv-desktop	0.0.11		0f542ac26daab42af7aba95e77157f3074c5a6a0
org.openani.mediamp	mediamp-mpv-desktop	0.0.11	macos-aarch64	4478cc753b8ecda9922c9c7ebb5380e0e74670fc
org.openani.mediamp	mediamp-mpv-desktop	0.0.11	macos-x64	c0ad1d2c169c731b247395300f0f737215fd5fcd
org.openani.mediamp	mediamp-mpv-desktop	0.0.11	windows-x64	3616921f0e4ed9fe7a256d47b7a839618c4545ab
org.openani.mediamp	mediamp-mpv-desktop	0.0.13		0f542ac26daab42af7aba95e77157f3074c5a6a0
org.openani.mediamp	mediamp-mpv-desktop	0.0.13	macos-aarch64	3f5cd1189274ccdf379aa10f0a5e9ae149f61fac
org.openani.mediamp	mediamp-mpv-desktop	0.0.13	macos-x64	5e71588e9291455c98c9eb7c612a0a5ed294e310
org.openani.mediamp	mediamp-mpv-desktop	0.0.13	windows-x64	064f04d2a08bbc47a41f601a7daeb97113ce9618
org.openani.mediamp	mediamp-mpv-desktop	0.0.14		0f542ac26daab42af7aba95e77157f3074c5a6a0
org.openani.mediamp	mediamp-mpv-desktop	0.0.14	macos-aarch64	e1c6142ae090f390d85bf78b1f18f8d64ddb96df
org.openani.mediamp	mediamp-mpv-desktop	0.0.14	macos-x64	4269cf94dd82e16c86039d1d655f51ca84ed23c0
org.openani.mediamp	mediamp-mpv-desktop	0.0.14	windows-x64	f79c56b05193c70ac2d69b7be4ad2c094288d612
org.openani.mediamp	mediamp-mpv-desktop	0.0.15		0f542ac26daab42af7aba95e77157f3074c5a6a0
org.openani.mediamp	mediamp-mpv-desktop	0.0.15	macos-aarch64	8359af17486ca6108183e0b7921d360ef880963e
org.openani.mediamp	mediamp-mpv-desktop	0.0.15	macos-x64	817abcd5733ce0c564feefd01598bccc39ae9f56
org.openani.mediamp	mediamp-mpv-desktop	0.0.15	windows-x64	9b735e71ab5f6ef0064c5532d9cad79bbe87cd98
org.openani.mediamp	mediamp-mpv-desktop	0.0.19		3f3406b3cb5bef79b1c534f1ca1f1c222cb84130
org.openani.mediamp	mediamp-mpv-desktop	0.0.19	macos-aarch64	bc82366ef2c1029e1db0978931bd504fa0596d68
org.openani.mediamp	mediamp-mpv-desktop	0.0.19	macos-x64	a36bd816951040b6b8187d13052ec1b7b86cccae
org.openani.mediamp	mediamp-mpv-desktop	0.0.19	windows-x64	3fb140dcb24c963ed2cfce956f7fe08c919f61f6
org.openani.mediamp	mediamp-mpv-desktop	0.0.21		0e1c5ace41df01d127e5e1e4dbdecd635543f848
org.openani.mediamp	mediamp-mpv-desktop	0.0.21	macos-aarch64	ccdfdf2a6b6f5a946ceb5d2b18dded6e30104243
org.openani.mediamp	mediamp-mpv-desktop	0.0.21	macos-x64	542a073807740d3a66a2d85ce16e5c8abaad8f80
org.openani.mediamp	mediamp-mpv-desktop	0.0.21	windows-x64	2b63bb6736206e9ee6d9f1cd0e5478c3cb8c4c37
org.openani.mediamp	mediamp-mpv-desktop	0.0.22		eefd7df12b636e67cdb801f2f2a443663f95f15e
org.openani.mediamp	mediamp-mpv-desktop	0.0.22	macos-aarch64	3f1cbffbb70466c1f7635ad9a77c229af621cd78
org.openani.mediamp	mediamp-mpv-desktop	0.0.22	macos-x64	a7b7c263eb6a12c6b576303b61380be23ebe396c
org.openani.mediamp	mediamp-mpv-desktop	0.0.22	windows-x64	8826be4888e0c94f0295bbc413237b7dabfefd6e
org.openani.mediamp	mediamp-mpv-desktop	0.0.23		9963c97d0a13c7c4864e61e39567d1b95f8ba26c
org.openani.mediamp	mediamp-mpv-desktop	0.0.23	macos-aarch64	91a22f2a61fddf3ae9c5dbf1d5c4df9f7fd08178
org.openani.mediamp	mediamp-mpv-desktop	0.0.23	macos-x64	540d6f302f51260515ad7cffc8999d03668796cc
org.openani.mediamp	mediamp-mpv-desktop	0.0.23	windows-x64	440a901674ef52d626b0b48311f2c7f5eb6ac876
org.openani.mediamp	mediamp-mpv-desktop	0.0.24		9963c97d0a13c7c4864e61e39567d1b95f8ba26c
org.openani.mediamp	mediamp-mpv-desktop	0.0.24	macos-aarch64	ff93307e67d8bcc5966057408b1a93080966cd9d
org.openani.mediamp	mediamp-mpv-desktop	0.0.24	macos-x64	78ba8cffc72b5fda2574d29528ee8e2c8e1f151b
org.openani.mediamp	mediamp-mpv-desktop	0.0.24	windows-x64	d0b63c027cd02e392d756e72e4aa4ac0458274e2
org.openani.mediamp	mediamp-mpv-desktop	0.0.25		9963c97d0a13c7c4864e61e39567d1b95f8ba26c
org.openani.mediamp	mediamp-mpv-desktop	0.0.25	macos-aarch64	b24e2f253132dfa1b93430350467b08131ab5371
org.openani.mediamp	mediamp-mpv-desktop	0.0.25	macos-x64	42ce3709605cd064b5fbc2c1d56c3096db5d4a9f
org.openani.mediamp	mediamp-mpv-desktop	0.0.25	windows-x64	1d2eb357c1c902e4801e698f996dad96d88feabd
org.openani.mediamp	mediamp-mpv-desktop	0.0.26		9963c97d0a13c7c4864e61e39567d1b95f8ba26c
org.openani.mediamp	mediamp-mpv-desktop	0.0.26	macos-aarch64	d45303587ac9f265f15b7275e23bde9aba27faaa
org.openani.mediamp	mediamp-mpv-desktop	0.0.26	macos-x64	556de00553a0a5734e7e52322d8ebf0581b949f8
org.openani.mediamp	mediamp-mpv-desktop	0.0.26	windows-x64	0a89da2c9f0a0a8cd53cebd40594c3c2fe9dd2ee
org.openani.mediamp	mediamp-mpv-desktop	0.0.9		c41b1a05e4f648bd58b053fb96ffc801dc359489
org.openani.mediamp	mediamp-mpv-desktop	0.0.9	macos-aarch64	a16c3589ec6532dbc844018a9f1558eb0904725b
org.openani.mediamp	mediamp-mpv-desktop	0.0.9	macos-x64	0b1b9c20939c23b35ec75b37a986113589534c7c
org.openani.mediamp	mediamp-mpv-desktop	0.0.9	windows-x64	94c6a81c85521404546ac6862e80d62e5696ef66
org.sakaiproject.velocity	sakai-velocity-util	12.0		a633a0d40b1a2bba9f70f5908097ef3cafaf16df
org.sakaiproject.velocity	sakai-velocity-util	12.1		0f81a7e152910be70a8ffc2be0bccd33391c7d15
org.sakaiproject.velocity	sakai-velocity-util	12.2		3677daad24ab85c8763d577b672dc0bec98acde8
org.sakaiproject.velocity	sakai-velocity-util	12.3		d421da1ce1b3e8103ffdad286df3651d99475f8d
org.sakaiproject.velocity	sakai-velocity-util	12.4		5c23f3a8ec7969744f29fbcc1bd7bbc99b7dd036
org.sakaiproject.velocity	sakai-velocity-util	12.5		ddc81f6eb574ac6cff60ebeaad959bc66606f832
org.sakaiproject.velocity	sakai-velocity-util	12.6		b74771d78bc50ab50bdd3ad89d99ad5c955db292
org.sakaiproject.velocity	sakai-velocity-util	12.7		6c16672cc26fb20b4c9c2aeb3cac4f505ae684d5
org.sakaiproject.velocity	sakai-velocity-util	19.0		ebe4721c092f632b69131e3f8ed9aeb1b94b913a
org.sakaiproject.velocity	sakai-velocity-util	19.1		d6fadba70601f4738d9dfe1f6288beda9ae875f5
org.sakaiproject.velocity	sakai-velocity-util	19.2		1ed50a22b629946fceeb15584843fd9986e842a0
org.sakaiproject.velocity	sakai-velocity-util	19.3		4b42322b6fb4ecb9b7c0a569467ae2e9db9eae9e
org.sakaiproject.velocity	sakai-velocity-util	19.4		7f581398fb843bc05060e07d55f42abcd6945a16
org.sakaiproject.velocity	sakai-velocity-util	19.5		b64444fd004f1aea4545f2c2a32b47f8a1ce820e
org.sakaiproject.velocity	sakai-velocity-util	19.6		7181c9f9ad07f9ef357086e771c5abfe19c83a8d
org.sakaiproject.velocity	sakai-velocity-util	20.0		b8a9607b9c478cc43532af4a6f477458a7c29be9
org.sakaiproject.velocity	sakai-velocity-util	20.1		85f36d0967435fdfa155f5fd8289cd8ea77413eb
