ca.gosyer	voyager-core-js	1.0.0-rc08		N/A
dev.zio	zio-aws-elasticsearch_2.13	6.20.78.1		1a1cec7f8a20adb2f7ede26b68df78689c0bc301
dev.zio	zio-aws-elasticsearch_2.13	6.20.78.2		051927b9092478c7ec48b91eef22111ecd160bc1
dev.zio	zio-aws-elasticsearch_2.13	6.20.78.3		f54acd81fef5151f0909608138210525f8c7c27a
dev.zio	zio-aws-elasticsearch_2.13	6.20.83.1		dfafdfb61b331b8ccb3dadb7ab253e7c0eee1afd
dev.zio	zio-aws-elasticsearch_2.13	6.20.83.2		a11b9c55a65809afb52879ea62227ba6c90c97fa
dev.zio	zio-aws-elasticsearch_2.13	6.20.97.2		4765552b5eef143091481533ae090c0e66983e48
dev.zio	zio-aws-elasticsearch_2.13	7.21.15.1		243486c19f73963cff87a08c34b211c393174c5c
dev.zio	zio-aws-elasticsearch_2.13	7.21.15.10		e833cbb73f2093f77533e09a90c4bd329af213b7
dev.zio	zio-aws-elasticsearch_2.13	7.21.15.11		d0d5cc98bbed71c765d88a01b7cb311950e0164e
dev.zio	zio-aws-elasticsearch_2.13	7.21.15.12		44909ab2fcd9cc459fbcb26d283e44d07498fb82
dev.zio	zio-aws-elasticsearch_2.13	7.21.15.13		ba07bb0f04915a441f4fd83ecd0426ace9be45c5
dev.zio	zio-aws-elasticsearch_2.13	7.21.15.15		da0a2cab3ca8772e1e7c9d4713c3d9b83346a97e
dev.zio	zio-aws-elasticsearch_2.13	7.21.15.2		1256280a73ff551cbf9f8e1befb055126c43dfd3
dev.zio	zio-aws-elasticsearch_2.13	7.21.15.3		7e9361b6e400f8303682bfe507dab7e6f77f36f9
dev.zio	zio-aws-elasticsearch_2.13	7.21.15.4		7bc8dc88439334bc8b7b3e8533810315311dd982
dev.zio	zio-aws-elasticsearch_2.13	7.21.15.5		cd4653593405f4c85d47e596e0695804c6f7edea
dev.zio	zio-aws-elasticsearch_2.13	7.21.15.7		23ceb90af6fa45f591293f3901d8971cb54d84a1
dev.zio	zio-aws-elasticsearch_2.13	7.21.15.8		96d764a82dccf2b3bc680588fed38f49a64542ad
dev.zio	zio-aws-elasticsearch_2.13	7.21.15.9		f087ee65782be8f8b7433b2b6635de9a93cc1f09
dev.zio	zio-aws-elasticsearch_2.13	7.28.24.2		c2e6e55f0c0f573324ffb52dc28c116317da6dc5
dev.zio	zio-aws-elasticsearch_2.13	7.28.26.1		92b5c65dbeabd387c9539053a5cffc0108667b25
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.1		0a3de56dd6b06737a2d7ccc51c9361da490ae2ee
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.10		62e8199bda33fff890fdd2f006a30f4eaae7141a
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.11		b1537ca5bea5ac74dea49114676d31aa06314c34
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.12		2dc407762552d03e6dae5677d28ca01ae6a7b6ab
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.13		a93f626810b9439b0a4b0278bbbb7720b1c8fe05
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.14		e6a84934a86757577d995d389ef399f2be4d1218
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.15		d3c76c51d5c134748ca4eb716451fbd2a1d217f0
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.16		9a1a4a7b87e41e1aa40e53bff291b54d1f109d7c
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.17		eabc1ffaf1a52408aa53c7852d9f78c44beba1fc
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.18		60345623fb778db803416ddf9c391ca82b443336
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.19		7f0493b5424c13923fc82b9d76279bb56c49a63f
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.2		c4638b92a60b31c47712bc3ea14ff8954b06ea8a
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.3		d8229842d59b1816e0b312cf871a32ce81623913
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.4		c6f6cae895a1ca12a8fef438438f1b406ea0140e
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.5		ff2c81c56f26ee69a0cade3dcb4c913359295a22
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.6		2ea0ac72f8c417dddc88ff6df1bcfb69a0d5acff
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.7		d74a15be04fad1337a8d6dd342841cee6c3630a6
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.8		94fea86af46bc20687df949fcf03db1482f315b9
dev.zio	zio-aws-elasticsearch_2.13	7.28.29.9		cd37cb89b1310a400b13dc98defb0356e94b882e
dev.zio	zio-aws-elasticsearch_2.13	7.30.15.1		3e39793753aa77386f1aabf1c7112f487f26a229
dev.zio	zio-aws-elasticsearch_2.13	7.30.15.2		165ef7d1a117e3f071b752fcf0d533ff5d3372c7
dev.zio	zio-aws-elasticsearch_2.13	7.30.16.1		59413f4288f18acc38b471b16cf785ada6693874
dev.zio	zio-aws-elasticsearch_2.13	7.30.16.2		128c068648e76fafc6dd5a701649d8ce5340b3b4
dev.zio	zio-aws-elasticsearch_2.13	7.30.16.3		21b5bf1214fc0cff58351f55f0b4de49ef586f6f
dev.zio	zio-aws-elasticsearch_2.13	7.30.16.4		ada50bba74b7deceb14f2f7b33989dcad0fda6f3
dev.zio	zio-aws-elasticsearch_2.13	7.30.20.1		76195cc9b02b1d226da0766da6eb40eb9df9b150
dev.zio	zio-aws-elasticsearch_2.13	7.30.22.1		ffeec76765ad3937bbd1b87b9e3e915b21b6b475
dev.zio	zio-aws-elasticsearch_2.13	7.30.22.2		ae0e90fb44943781c75fa17ccdc92fc2fa155e7e
dev.zio	zio-aws-elasticsearch_2.13	7.30.23.1		01763f8996fb6e6fd4de718a775ba0fce4247d3d
dev.zio	zio-aws-elasticsearch_2.13	7.30.24.1		fe350b38741bf9c1ec3fc429beca572eb36c2314
dev.zio	zio-aws-elasticsearch_2.13	7.30.24.2		e4f3a527235008b5f4517ec1e76f6142208c268b
dev.zio	zio-aws-elasticsearch_2.13	7.30.25.1		defd9adbbb1ff423fde6f8858c4dfaa48e574a73
dev.zio	zio-aws-elasticsearch_2.13	7.30.26.1		1848b752898815455a41888b1537b311a681b4d3
dev.zio	zio-aws-elasticsearch_2.13	7.30.27.1		66cb760f2d04d063bc135485ccb0e73b7d6cff06
dev.zio	zio-aws-elasticsearch_2.13	7.30.27.2		1b99f040bd672350d170d361353396a1c4c5bd00
dev.zio	zio-aws-elasticsearch_2.13	7.30.29.1		b7e55886df84c1e935bbe53a913d17454f09476e
dev.zio	zio-aws-elasticsearch_2.13	7.30.30.1		ecb6fabed596172cb8c14227d2650f255828ae5a
dev.zio	zio-aws-elasticsearch_2.13	7.30.31.1		6f8503ada5cf2e8c3caaf910795fa0bbbf14e331
dev.zio	zio-aws-elasticsearch_2.13	7.30.31.2		b914428ffed71cbc932e2f2e150d7cfaff808933
dev.zio	zio-aws-elasticsearch_2.13	7.30.32.1		a43bb061126a7fae68997c0f8c56344b6cdfbc88
dev.zio	zio-aws-elasticsearch_2.13	7.30.33.1		8edbc4666813556d6a39605c35141868f3990ffb
dev.zio	zio-aws-elasticsearch_2.13	7.30.34.1		cbfc4ea458ab1544a3b8ccc871433759617c556d
dev.zio	zio-aws-elasticsearch_2.13	7.30.34.2		8e06fd062cce732130aac0fccf427b5fb073a1f6
dev.zio	zio-aws-elasticsearch_2.13	7.30.35.1		e1ebcfcf420dd9aca8c144728e4a15c1f51d92aa
dev.zio	zio-aws-elasticsearch_2.13	7.30.36.1		c38f1fca0e9bcab499cb5119509a78569c730521
dev.zio	zio-aws-elasticsearch_2.13	7.30.37.1		ad6655bd791fa5df6388e3a54460452eec0f76a6
dev.zio	zio-aws-elasticsearch_2.13	7.30.38.1		0e5dc940f74ee5eeb7dc4be7ad17140002ada0a7
dev.zio	zio-aws-elasticsearch_2.13	7.30.38.2		24169281ffaad61e27be9917f4f6e4af6f7d15bb
dev.zio	zio-aws-elasticsearch_2.13	7.31.0.1		310d6bf05b539eaac4af233ee00ad6b719164aa1
dev.zio	zio-aws-elasticsearch_2.13	7.31.1.1		cd3bfd685a9cb6b86b001c0df749202dd22e1354
dev.zio	zio-aws-elasticsearch_2.13	7.31.1.3		4062cbf51ff32b3e9aabd06cca3de0ebb90d2797
dev.zio	zio-aws-elasticsearch_2.13	7.31.1.4		d2f310005d988320abe7c64e6425091968565a64
dev.zio	zio-aws-elasticsearch_2.13	7.31.1.5		b388f2b8d5edc98acd410a4099fc7094d22f44e8
dev.zio	zio-aws-elasticsearch_2.13	7.31.10.1		646b8220f0fb5803feb68840194cc881c74a864e
dev.zio	zio-aws-elasticsearch_2.13	7.31.11.1		27444f0cdca739c29d75cbdc330c7853b1e83c47
dev.zio	zio-aws-elasticsearch_2.13	7.31.13.1		0c2ae12cff4f69fcb66b433cbf6b49cdb5041954
dev.zio	zio-aws-elasticsearch_2.13	7.31.14.1		23e622fd8dbd8ab8d7e5b27b1a5a10da2dbff2f9
dev.zio	zio-aws-elasticsearch_2.13	7.31.15.1		333e4a6ab2ba2c0887d0d6baa995cb58dc513aab
dev.zio	zio-aws-elasticsearch_2.13	7.31.16.1		02a00205a6fa4275cf9f8f13e37d5b727e04df7b
dev.zio	zio-aws-elasticsearch_2.13	7.31.16.2		6de9f361622efa1079b7372da6694155cdc19fa3
dev.zio	zio-aws-elasticsearch_2.13	7.31.17.1		2a9aab4b6325787e058dc5500bc2978eee652498
dev.zio	zio-aws-elasticsearch_2.13	7.31.18.1		fbe1885b61e349206cd59d504c737b4fe34c3a40
dev.zio	zio-aws-elasticsearch_2.13	7.31.19.1		2f28711f8919f9fabc671c383466b90134ac89b6
dev.zio	zio-aws-elasticsearch_2.13	7.31.2.1		7a729b8332703515b7d8c3215b038f3085148c50
dev.zio	zio-aws-elasticsearch_2.13	7.31.20.1		b7359ac2e54007d9c001e3ef7799233e207f4809
dev.zio	zio-aws-elasticsearch_2.13	7.31.21.1		38aa1765d44a51d2f47b437fe4053c69a85e1502
dev.zio	zio-aws-elasticsearch_2.13	7.31.22.1		e17ab0f2c9d96baf5a464a615870c18ef3a289ea
dev.zio	zio-aws-elasticsearch_2.13	7.31.22.2		593f59d00e9da8100cc4420f587a8dcd6b169d5b
dev.zio	zio-aws-elasticsearch_2.13	7.31.24.1		815d8ad702732b793b8d0dd6097d3266a9b8f00d
dev.zio	zio-aws-elasticsearch_2.13	7.31.25.1		4191f3883246fd68ffc914bd18896e2ba9bacd75
dev.zio	zio-aws-elasticsearch_2.13	7.31.26.1		ceb1e344f97128c6f559eab794d348d69decc3fc
dev.zio	zio-aws-elasticsearch_2.13	7.31.26.2		806adf71a052ac0b28ffa8992e31d85d7988ed67
dev.zio	zio-aws-elasticsearch_2.13	7.31.27.1		b5c3a49aa924c7a25fce6d964cf8334a4ab0f4bb
dev.zio	zio-aws-elasticsearch_2.13	7.31.28.1		942ac7995e259ae3c1f14ec8fda923fef1d537b7
dev.zio	zio-aws-elasticsearch_2.13	7.31.3.1		63d72f1bca5af4d6cf5cbee37e0f447230389013
dev.zio	zio-aws-elasticsearch_2.13	7.31.30.1		c3fc1540b978a2b4cb71dd89d9ad3ac31790b43a
dev.zio	zio-aws-elasticsearch_2.13	7.31.4.1		dc637a8a54c442a810e95b97dfd1f76b3bf82eb9
dev.zio	zio-aws-elasticsearch_2.13	7.31.6.1		2e0c1d60207e10ee59d90b21a82ef8ab245c0b2a
dev.zio	zio-aws-elasticsearch_2.13	7.31.6.2		768c95ff90faf3ae17ebc2702412fe8997c07c14
dev.zio	zio-aws-elasticsearch_2.13	7.31.6.3		2b798aa6c004bedda866bc2d833ce83d1a114a44
dev.zio	zio-aws-elasticsearch_2.13	7.31.7.1		d12fdfbefd8de828e22413efaf2da7501d2d1ae4
dev.zio	zio-aws-elasticsearch_2.13	7.31.8.1		7f63c9de2169236a5bb9168eec370416e26cbd5e
dev.zio	zio-aws-elasticsearch_2.13	7.31.9.1		ff0cf90641ed39c30b3ab143555c2388344ba44b
dev.zt64.ryd-kt	core-tvosarm64	1.1.0		N/A
dev.zt64.ryd-kt	core-tvosarm64	1.1.0	metadata	f2804da68aecaee533cf51a49480ddc2f652cc38
dev.zt64.ryd-kt	core-tvosarm64	1.2.0		N/A
dev.zt64.ryd-kt	core-tvosarm64	1.2.0	metadata	b7a3be00ce9cce28c7defb53f7c0ac209564aa28
dev.zt64.ryd-kt	core-tvosarm64	1.3.0		N/A
dev.zt64.ryd-kt	core-tvosarm64	1.3.0	metadata	91dcf1be330fb43557d6f09658e907444c2ed165
dev.zt64.ryd-kt	core-tvosarm64	1.4.0		N/A
dev.zt64.ryd-kt	core-tvosarm64	1.4.0	metadata	c9f3f518aec4486fb4c8e30d7ef03921f60f78e6
eu.vendeli	ktgram-botctx-redis-jvm	7.0.0		52cfa5fb378207739676bce3bc6a18538ecb5c56
eu.vendeli	ktgram-botctx-redis-jvm	7.0.1		6c178910ca0dde947b0e407d42691c3d55090820
eu.vendeli	ktgram-botctx-redis-jvm	7.1.0		6c178910ca0dde947b0e407d42691c3d55090820
eu.vendeli	ktgram-botctx-redis-jvm	7.2.0		0a4a51a0e618c2c08338423aec20101470d31832
eu.vendeli	ktgram-botctx-redis-jvm	7.2.1		0a4a51a0e618c2c08338423aec20101470d31832
eu.vendeli	ktgram-botctx-redis-jvm	7.2.2		07bde2a5771e664036c9c584cc9e8c335412b87e
eu.vendeli	ktgram-botctx-redis-jvm	7.3.0		e30a4fb463c6bdbe5754cde37346d78920e7b33b
eu.vendeli	ktgram-botctx-redis-jvm	7.3.1		a2a543000ce2e39f041f680ae9e9c79c8454ed81
eu.vendeli	ktgram-botctx-redis-jvm	7.4.0		655afc1f8e5a9e87e17b212026598f7c3e3c81ec
eu.vendeli	ktgram-botctx-redis-jvm	7.4.1		655afc1f8e5a9e87e17b212026598f7c3e3c81ec
eu.vendeli	ktgram-botctx-redis-jvm	7.5.0		655afc1f8e5a9e87e17b212026598f7c3e3c81ec
eu.vendeli	ktgram-botctx-redis-jvm	7.6.0		697748ad13e32fbc207d0abb2b0eaa4f66268a06
eu.vendeli	ktgram-botctx-redis-jvm	7.6.1		697748ad13e32fbc207d0abb2b0eaa4f66268a06
eu.vendeli	ktgram-botctx-redis-jvm	7.6.2		697748ad13e32fbc207d0abb2b0eaa4f66268a06
eu.vendeli	ktgram-botctx-redis-jvm	7.7.0		697748ad13e32fbc207d0abb2b0eaa4f66268a06
eu.vendeli	ktgram-botctx-redis-jvm	7.7.1		697748ad13e32fbc207d0abb2b0eaa4f66268a06
eu.vendeli	ktgram-botctx-redis-jvm	7.8.0		697748ad13e32fbc207d0abb2b0eaa4f66268a06
eu.vendeli	ktgram-botctx-redis-jvm	7.9.0		e325a2d7432b98bc40fe8c783ec1ce2a56b44d1c
eu.vendeli	ktgram-botctx-redis-jvm	8.0.0		081ff8ee8161093c4172b2671418c6bcbad4407a
eu.vendeli	ktgram-botctx-redis-jvm	8.1.0		e66fa792da4200178b674c69364c88a9e128ded2
io.deepsense	deepsense-api_2.11	1.4.0		a4cdbadfc63e3f69c999954c1cd7028f744a8c9d
io.deepsense	deepsense-api_2.11	1.4.1		b881e9e560351c281e1139d0fb991d2c3ec3f500
io.deepsense	deepsense-api_2.11	1.4.1-Spark2.1.1		0a54ab1d6dff4c41f7c73744356cb9dcf5b57a66
io.gitee.litong	table-api	1.0.4		701d2b97314aca0ade45770a98ea8597b033c38b
io.gitee.litong	table-api	1.0.5		c54d1a2e392a6c20b716f832eb5a1edbc66ba4d8
io.gitee.litong	table-api	1.0.6		f28ac823cefa3fbd71b7ec662139d74345b3ef49
io.gitee.tamako520	all-api	1.0.0		e404d1e44c61f617c99947aad83c255933ee2548
io.gitee.tamako520	all-api	1.0.1		16adc86d3d224d3be82934ec9b62f87728c2157c
io.gitee.tamako520	all-api	1.1.1		30f4bb00bf700db15ba52542873df0b9e75cf0e8
io.gitee.tamako520	all-api	1.1.2		b396f59fe70ce54c2526128142a7a5b0694093ba
io.gitee.tamako520	all-api	1.1.3		bfb7ef898ebe94e8b746347ceeb02074666c6f1e
io.gitee.tamako520	all-api	1.1.3.1		a343022a40a88684ea58e7cef590fb4062192a87
io.gitee.tamako520	all-api	1.1.3.2-beta		05299e139e9bdde90bbee2ccd3b125c8fb711319
io.gitee.tamako520	all-api	1.1.3.3		8baf485008d5cdd1fed5cdb1446f9ad27227c528
io.gitee.tamako520	all-api	1.1.3.4		d8bd6731cdb40744d9656fa9621cd5e64304c5fb
io.gitee.tamako520	all-api	1.1.4		9bb0de22333b38b8fecc87524f72cbc4a0a1a39c
io.gitee.tamako520	all-api	1.1.5		bfeace6dd2e790fb5440dceb03eaef416a634f36
io.gitee.tamako520	all-api	1.1.5.1		1d3d03f3e8d6544e6822f6e6b723b80f2fd40298
io.gitee.tamako520	all-api	1.1.6		2a92614963144738018860dfbd32fa6336ef47db
io.gitee.tamako520	all-api	1.1.6.1		d660a7233705aa0d09cfa8d09b10fb324850410f
io.gitee.tamako520	all-api	1.1.6.2		bbd1fb4113ad61f910ff53c0a327f53a1f116e6b
io.gitee.tamako520	all-api	1.1.6.3		18e543ce0714e83c8d95617a74b3aa95d048b1d4
io.gitee.tamako520	all-api	1.1.6.4		be0985fcda77bcd4727d3a5e856946db49e1989f
io.gitee.tamako520	all-api	1.1.6.5		dd9ac2184eeb889aef1c95be8f24c958d987b65b
io.gitee.tamako520	all-api	1.1.6.6		4355721b6d85dabcee7b928445cbbc3ac84abc40
io.gitee.tamako520	all-api	1.1.6.7		7b93b3a0f0c3c05767161762264fa19549b4899d
io.gitee.tamako520	all-api	1.1.7		339687b5d935422e1528db6f26208bceb5bb5e6c
io.gitee.tamako520	all-api	1.2.0		86ab8b43c7d746db3e2cb45d7ac66a02ee6ccb6d
io.gitee.tamako520	all-api	1.2.1		698e76bf2c924fb560edbce2ef08d0738c031980
io.gitee.tamako520	all-api	1.2.10		fcb77e85a0b8c81847c1c252e8f24f26d4ecd17d
io.gitee.tamako520	all-api	1.2.2		a593761aabaa3e02d689f80119fe0a60cb908086
io.gitee.tamako520	all-api	1.2.2.1		69936f784327ae676ac04eca8e34aca8e7633f04
io.gitee.tamako520	all-api	1.2.3		73041a08910ca81226cc3ee24361ed8f4be791a0
io.gitee.tamako520	all-api	1.2.4		b16fbfdca4b178966f9a7b1df90893dbf36df717
io.gitee.tamako520	all-api	1.2.5		32dd170c8d38b64b52a0055ccf73c2d65ece893f
io.gitee.tamako520	all-api	1.2.6		ef26ef77d30e7d91356a343253a73b312a2c2b6b
io.gitee.tamako520	all-api	1.2.7		18f50552e5b3a2cc4708acd6e848fb6a69d370c1
io.gitee.tamako520	all-api	1.2.8		186ae489f81dddaebe59133b1b20fed737cd246d
io.gitee.tamako520	all-api	1.2.9		da13af9ab3b285c006109db5deb07fd528876701
io.github.cocomikes	activity-swipe-back	1.0.4		N/A
io.github.eatnuh	eatnuh-sample-lib	1.0		8f9465b97bdb00c4de9832c9f51bffaff23c7644
io.github.eatnuh	eatnuh-sample-lib	1.1		41d6c1650d1644994aae9f43ab3ffb075745186f
io.github.esafirm.circle	circle	0.1.0		2d9e58199063b445079cc87c36841d86994c4c78
io.github.felipebonezi	play-ground_2.13	1.4.0		636a5a41f9e9dde794ca68c7bea81fb88d6f37b9
io.github.fosstree	play-ebean_2.13.0-M5	1.0.1-P27		fab57911b5a8a3d74c215024fce39de25ece5aa5
io.github.fosstree	play-ebean_2.13.0-M5	1.0.1-P27	playdoc	2f6efa654089a9dadb94c72e1c52f04d4ac0694b
io.github.kevincianfarini.monarch	environment-variable-integration-linuxx64	0.1.0		N/A
io.github.kevincianfarini.monarch	environment-variable-integration-linuxx64	0.2.0		N/A
io.github.kevincianfarini.monarch	environment-variable-integration-linuxx64	0.2.1		N/A
io.github.kevincianfarini.monarch	environment-variable-integration-linuxx64	0.2.2		N/A
io.github.kevincianfarini.monarch	environment-variable-integration-linuxx64	0.2.3		N/A
io.github.nilshoffmann	maltcms-datastructures	2.0.0		4418b4a870e72d28036686e756dbbdf225f8ae4e
io.ktor	ktor-velocity	1.0.0		243d162fcb1f671f5e5c1f671ef9692464b7942e
io.ktor	ktor-velocity	1.0.0-rc		1c1cb5b72f4ec872d01ff4a908df5d301ea912b9
io.ktor	ktor-velocity	1.0.1		3790e8f593ccbb42f67939b58512f07be5ca70f1
io.ktor	ktor-velocity	1.1.0		6e281195e66f1fcfcfd8b6ee9b62791da15bb31e
io.ktor	ktor-velocity	1.1.1		17bd8e90aae0113810e64c109f4c9bff74f97c2f
io.ktor	ktor-velocity	1.1.2		002350912e20b6d6127ad9cf436dd1568f2ef3eb
io.ktor	ktor-velocity	1.1.3		d1b6be642908d74d1b035a99957f738833c4e35a
io.ktor	ktor-velocity	1.1.4		a3f148f02741fa733701ceb0610fa87530844905
io.ktor	ktor-velocity	1.2.0		fd8bed73015a98902e6b8534ada1b1cb869da404
io.ktor	ktor-velocity	1.2.0-rc		41d12c4c24279f050b49e167dcfcd0904204a913
io.ktor	ktor-velocity	1.2.0-rc2		a0c2e56891947c26de8f24eb516e70e19ac971c0
io.ktor	ktor-velocity	1.2.1		d8465c591fd113f5d43844a0b9247b5ac7dd9790
io.ktor	ktor-velocity	1.2.2		5b9a8e69a88a2f0187755c078ce6fa28575db2b4
io.ktor	ktor-velocity	1.2.3		a1cde88d65b32a1d6c891ff81849ce9502bdb1b4
io.ktor	ktor-velocity	1.2.3-rc		687350967e1ae1e3c354ea25262a1d69c22ec448
io.ktor	ktor-velocity	1.2.4		f46834c278268513ce750e11966c68b951e9afd5
io.ktor	ktor-velocity	1.2.5		7853399c252c11b1dd745e1ad365f7cdd55d5f9e
io.ktor	ktor-velocity	1.2.6		870b2847cd46da618195ae6c05ce55de8f44c45a
io.ktor	ktor-velocity	1.3.0		116139252c337cde951203798f7038626457862f
io.ktor	ktor-velocity	1.3.0-rc		7a67f117c76203b53262976d145dce6dded6affd
io.ktor	ktor-velocity	1.3.0-rc2		cdd732f60cb275f5e135121841bef9d1aafa71c9
io.ktor	ktor-velocity	1.3.1		82d33a06b4783681d10ab716d29a31b4703d2d85
io.ktor	ktor-velocity	1.3.2-1.4.0-rc		f729b0825ecbe3fda752c3238bc5c012efd37df5
io.ktor	ktor-velocity	1.4.0		21042cda31e2967e6753232f909f7b614c61f8cb
io.ktor	ktor-velocity	1.4.1		c40745f73e3b80bd4d26cf0aa3b7925331f90993
io.ktor	ktor-velocity	1.4.2		876257aaaf475858e753926e167e889a395377d3
io.ktor	ktor-velocity	1.4.3		1bcb0271653079c134230babd0fcc1afdb52d647
io.ktor	ktor-velocity	1.5.0		902d7915cfdecb4cc6a566933cf8630cdf887bfa
io.ktor	ktor-velocity	1.5.1		0534b9e81c97b356bcccb17523a4bf2afb97839c
io.ktor	ktor-velocity	1.5.2		0a67f46fa7b163ca56f569a3e1ff198d0dc6aa68
io.ktor	ktor-velocity	1.5.3		577b70292c29e12aaf1cb11e261c064ca83d927c
io.ktor	ktor-velocity	1.5.4		518605da56c746797e703146bb4af81525be7d32
io.ktor	ktor-velocity	1.6.0		24184ab1e88da0e83127ba0ce77f90292c43654f
io.ktor	ktor-velocity	1.6.1		28853c5d5e414c40370afaaa1663dac9d70736e5
io.ktor	ktor-velocity	1.6.2		275190ad539510bb63a2c0d582851ad52d11166f
io.ktor	ktor-velocity	1.6.3		25f0fbb7a6aa157be1a102c4bd7efee24987d41e
io.ktor	ktor-velocity	1.6.4		8c6d71d2404530c45165da9a1823ef8c08abbf46
io.ktor	ktor-velocity	1.6.5		241b91451a93145f4a57ef893aa5f04792d6cb46
io.ktor	ktor-velocity	1.6.6		805df61bc35d244fa4a85be6535d5cfcfa69683e
io.ktor	ktor-velocity	1.6.7		75c8b253c02a29808af83ebf997ac6e316264498
io.ktor	ktor-velocity	1.6.8		ea377cc6a9b3b8c2e55f5a758bef37d16d1c1df3
io.membrane-api	jmediator-spring-boot-starter	0.1.0		8f1399956ef78d217edd04e25b1a8bdd305c1f65
io.membrane-api	jmediator-spring-boot-starter	0.2.0		850e8fe6cb0612b930f74adb924fd7ced3efb868
io.membrane-api	jmediator-spring-boot-starter	0.2.1		6d8c53724938c99c187ac7815d938be752b40dec
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.0		3513a55745c76c0143cbed972bff6ee1002e22e2
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.0-M10		f665db429a71ee3eac38e52f1d398b493d2f5e04
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.0-M11		a3ab73843bf2dfbde84e8777330d6ee7d709beb6
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.0-M12		d4364c905e9c43bc65d41e6d966a93b15e4f64af
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.0-M13		097bdec6903649c32f00212e13c59633a93ee9cf
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.0-M14		7c56f0687ceb2ff7262032fe635e4caa1fc5c97b
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.0-M3		1fbabe04dcbcc70f622552bbb2d6272fde33d555
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.0-M4		7da05636a87cd31b7e52b1fae09d2fed1158264b
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.0-M5		2152b4a30507716b13636f4a3cee88bf07fe5c51
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.0-M6		2954a487fde558c1e624a1e97ae9416f7215597b
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.0-M7		40e1a1f07959451a30b3a017468fd077e4ced9fb
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.0-M8		5a1b68052463db1c88056ba20c6f7ce939d9e2bf
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.0-M9		31f378ca36ede3204757d4a5b39c659b9b033ad6
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.1		f50416d378b4e104c9d5b5bd39f320ae5e0043f7
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.2		682f803ce99684fb63d51b7418dbf3198735337e
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.3		2675d1299f2f2aebd2ec128bb3e34f80b9b7eab3
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.4		a2eb156321bd70a8f88b076698929558888f0001
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.5		16c442d30593e62616bc5fd4e584e840d3b23717
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.6		3965b2b68eaa69d04102232a587d096ad8c5f9f0
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.0.7		cf828d121412c484c47e63fbef2d7ab240ecc7a5
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.1.0		0e6b251f5aaf771a9a21341c9290443e3b0dc691
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.2.0		01e55fd9e51c1075881a59f0560c448646aa0f1a
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.3.0		38732ffe9d505fa8fcb37b25f7fac6eab4f7a89a
io.micronaut.oraclecloud	micronaut-oraclecloud-bmc-announcementsservice	3.4.0		aa69c36253ce08ed2213363e6494b8fe6108fcb4
