ae.teletronics	godfather	0.9		N/A
org.opendaylight.mdsal	common-agreggator	2.1.2		N/A
org.opendaylight.mdsal	common-agreggator	2.1.3		N/A
org.opendaylight.mdsal	common-agreggator	2.1.4		N/A
org.opendaylight.mdsal	common-agreggator	2.2.0		N/A
org.opendaylight.mdsal	common-agreggator	2.2.1		N/A
org.opendaylight.mdsal	common-agreggator	2.2.2		N/A
org.opendaylight.mdsal	common-agreggator	2.2.3		N/A
org.scala-steward	scala-steward-core_2.12	0.5.0		1e32f0c10e8dca5891811e59ecd98cf52ea5ded8
org.typelevel	cats-effect_sjs0.6_2.13.0-RC1	2.0.0-M1		c10d071d7f3a8ad68cf60642cf8a98f86978b957
org.typelevel	kittens_2.13.0-M5	1.2.1		f0e928f350b91aacbedf8a4f30b8c7ddcc24b977
org.webjars.bower	datatables.net-scroller-bs	1.4.1		30fa94e6715eda8702409b8c5d3575d034f6faf7
org.webjars.bower	datatables.net-scroller-bs	1.4.2		3840370b30a54ca05dc981d0db7232bcc53ffedb
org.webjars.bower	datatables.net-scroller-bs	1.4.3		2cf77d43e45a1ec8a05cea8e10b89ac569dcfdf4
org.webjars.bower	datatables.net-scroller-bs	1.5.1		81c6cb7e55d050966e55a5255d9a5d29039af077
org.webjars.bower	datatables.net-scroller-bs	2.0.2		58d05550a8603c51a5817d63ea99f6ab374a5a58
org.webjars.bowergithub.predixdesignsystem	px-box-design	1.0.0		70910f650bca3c3548ec2245220762d6fa1a907c
org.webjars.npm	pnotify	3.2.0		7626bea202b72a2fdfdf962bc151e2fe8d3f6fd7
org.webjars.npm	pnotify	3.2.1		b433494269d4fb1a8d4bbefbf052aa02f758e695
org.webjars.npm	pnotify	4.0.0		338a74dcc4a2d7bb2505802b8d5d7c71f3d38307
org.webjars.npm	pnotify	4.0.0-alpha.2		7a5e73ab936dcf037278f22d65fe063174359048
org.webjars.npm	pnotify	4.0.0-alpha.4		6eb18abf303a53adc68f41f1d4f82122cdc0228f
org.webjars.npm	pnotify	4.0.0-beta.1		9f9c787216b654fe628920727f160e9b5920e4c4
org.webjars.npm	pnotify	4.0.0-beta.2		a1e50f14aff6b788da2d99d7c9c6fd0c791ec461
org.webjars.npm	pnotify	5.1.2		96e02640c999d5407b3519c342248f21dff9bb67
org.webjars.npm	pnotify	5.2.0		4e6f086a6e1a2eb7caabd6d3017c1256379b68b2
org.webjars.npm	react-broadcast	0.1.2		f515517614c30bb3ade146c242ffb047b293e197
org.webjars.npm	through2	0.4.2		fa8a8ec525d30b4d71b51082b0fa1ee26d2a3555
org.webjars.npm	through2	0.5.1		c744c10a4f0d7f40e951e0c2a190816371d4aa6b
org.webjars.npm	through2	0.6.1		28f1712bf49ae484b00e488d0f74e9a616397580
org.webjars.npm	through2	0.6.3		23d364539ac88de4327ccce3a09cf6a95793fd0f
org.webjars.npm	through2	0.6.5		0ec6f09cb322cf62fccf9b0512eb31426d828c53
org.webjars.npm	through2	2.0.0		e94a0afa6850317235b54ab3a36fcb4cf19a71d3
org.webjars.npm	through2	2.0.1		a3e924104aecff9adcd298a5c6984ec6ebed52a4
org.webjars.npm	through2	2.0.3		331368c3a702e386a1e0005818ab6ca74f582b7e
org.webjars.npm	through2	2.0.5		b884dad3dafd834c159f175b17903d8fa2434956
org.webjars.npm	through2	3.0.0		955c06e69b8ddaa51bc87cf83685f1547b3e52da
org.webjars.npm	through2	3.0.1		47e40c915cf2c494841819785c7fd062b85f0c3d
org.webjars.npm	through2	3.0.2		cd6e032a4a99155fe98083f73c363588e97d2c01
org.webjars.npm	through2	4.0.2		b8f0c409f108f6fe6a4840ffdd2e6020e6c1597b
org.zalando	test-service-kit_2.12	6.0.0		3d7b9b520fdd5e2b0853b3c64bbc81b512655dbb
software.amazon.awssdk	xray	2.0.0-preview-1		94d35044e44aebba82f9b6fedab62c814973f300
software.amazon.awssdk	xray	2.0.0-preview-10		e75896cd1c81557e628eb349d53bf06932a16f36
software.amazon.awssdk	xray	2.0.0-preview-11		4e9b19addef53533321278c088543a943cb2b130
software.amazon.awssdk	xray	2.0.0-preview-12		a618ae237764ac69c4ca1a6086b85f23103b9439
software.amazon.awssdk	xray	2.0.0-preview-13		1259d1e7f6110bfe83e3214f0df4852fa4729b4a
software.amazon.awssdk	xray	2.0.0-preview-2		b84a01c07b9d491c237313f074453c23aa90381f
software.amazon.awssdk	xray	2.0.0-preview-3		3f7cf9dcaed6b9375a90dd1b25e38faa94292708
software.amazon.awssdk	xray	2.0.0-preview-4		e2486d2ccf592389895c1d0685db65cdd2d0814a
software.amazon.awssdk	xray	2.0.0-preview-5		871f84338fc75ebbe81b5ec5f6c7e264fdfb2fa0
software.amazon.awssdk	xray	2.0.0-preview-6		96816f28efed4a9dcd4fb5bf2114d12bae2b28f0
software.amazon.awssdk	xray	2.0.0-preview-7		4fd4f08f2c124a8bed90e9ecdb01d62c7e5ccbc2
software.amazon.awssdk	xray	2.0.0-preview-8		41e67f9d39412c5630e388967059a5e3b8094d04
software.amazon.awssdk	xray	2.0.0-preview-9		8bdd92776a99b1ddd922ddc9eace4639bf54e3ae
software.amazon.awssdk	xray	2.1.0		289c4c56d3ff3aa2703f00b63a7f8688916d1f5c
software.amazon.awssdk	xray	2.1.1		a1e2369950b863cc6eb25283595b61efa6d318cd
software.amazon.awssdk	xray	2.1.2		ad2065cdf7a274d50c15cef30e008b7a49d465da
software.amazon.awssdk	xray	2.1.3		2d58056bad359699d22136417203825626753c6d
software.amazon.awssdk	xray	2.1.4		ee7b5241e6cccc35906cba6774cfb9706f7e1aee
software.amazon.awssdk	xray	2.10.0		2d0b48ad204c377b5a8379e3ff1d91a4484acba7
software.amazon.awssdk	xray	2.10.1		34765b56a8c949444f3dc6198a66b3aeed8f78fa
software.amazon.awssdk	xray	2.10.10		6ff4bbdf0cc9e16d7615147138ff30c9939d5c80
software.amazon.awssdk	xray	2.10.11		2dac8422c324613230f7bd68ba85edc26dbdc57e
software.amazon.awssdk	xray	2.10.12		cd4a3a6d6326d5b6467149719d5b47d8c60f8fd8
software.amazon.awssdk	xray	2.10.13		d980c4d9c2bd63379ddc481e32d6dfca54599488
software.amazon.awssdk	xray	2.10.14		c487d4d52dcb1ee1903f3d54a9b8aacf78d4cdba
software.amazon.awssdk	xray	2.10.15		65c313aefd3a0831873fab75de49e2850e1ef31f
software.amazon.awssdk	xray	2.10.16		2849fcd3d67d27277af63954ab44476ddb4e51f3
software.amazon.awssdk	xray	2.10.17		e6904b5ae4abdf9190b3d65109da36d99b884bb3
software.amazon.awssdk	xray	2.10.18		40ccf493b18afd4760549a7113a235f9b5bc270f
software.amazon.awssdk	xray	2.10.19		6a108f0c1a6694950013c907dd2ded99a5fd872d
software.amazon.awssdk	xray	2.10.2		c374f8aa560f3e7359d63285a5c79bfe9eb72f98
software.amazon.awssdk	xray	2.10.20		88697db5a5d1869b9e838137f20d0349bf5f8f25
software.amazon.awssdk	xray	2.10.21		7c80ef8e0b14392a50fa8802aede8e38ebf3dae7
software.amazon.awssdk	xray	2.10.22		9585c8fec7c39a3bdfd7ddb61b3607429da8456a
software.amazon.awssdk	xray	2.10.23		d881bcf2d940a8ce4a1cb7ff44b6d8e56cbe5cea
software.amazon.awssdk	xray	2.10.24		87ef4990f9dde61477c54aa708ea7dba684a7faa
software.amazon.awssdk	xray	2.10.25		77cf7941175d0f99e519ed09f69867a27f49661a
software.amazon.awssdk	xray	2.10.26		0678f7a9990460589ee5284d59c2c09f7e039710
software.amazon.awssdk	xray	2.10.27		48afbcc44f48a693bd0c8d8b2c3534f089175e03
software.amazon.awssdk	xray	2.10.28		1588e484903daf77c3ada504063043ae9a689583
software.amazon.awssdk	xray	2.10.29		8f22904fb7146575bab13056b987c7372f234f8f
software.amazon.awssdk	xray	2.10.3		327175722744e57f6b8d5de3007f7579548d4496
software.amazon.awssdk	xray	2.10.30		f9a25f414c1518bbeaaadabf20d4f67b79a4e8b8
software.amazon.awssdk	xray	2.10.31		d2e885dccdcf64e265e951c6935a8985c10856db
software.amazon.awssdk	xray	2.10.32		3404d06af603231ec00d1cf2afb715c2575ed3ec
software.amazon.awssdk	xray	2.10.33		6bdd5439dc361772319638d3652d82f6e474b833
software.amazon.awssdk	xray	2.10.34		83d3cfcca3ee042d442e0b1ea050fdb2e6a53fd2
software.amazon.awssdk	xray	2.10.35		3f25cae2668515afceecb8bdaf6971f6614e3746
software.amazon.awssdk	xray	2.10.36		c84772a88bc2752cd0a2552873a8d77fdf76a239
software.amazon.awssdk	xray	2.10.37		0922f320025901f0facb5292b2096bf3c75b405d
software.amazon.awssdk	xray	2.10.38		e53871bca018c6b1c4b9a0f4a316121c2664c948
software.amazon.awssdk	xray	2.10.39		96e4624fa73a85f1be6beaa81c75bb93b8a17b2b
software.amazon.awssdk	xray	2.10.4		6034094ee7b0a6e2a7622dca8c77bbe253a5df5c
software.amazon.awssdk	xray	2.10.40		7e3fed85b1fa1ece43f0bb76175c2f269c41ba94
software.amazon.awssdk	xray	2.10.41		422dcde00d8fba753e48b3148f9442b762b7f946
software.amazon.awssdk	xray	2.10.42		a51bce5bf419c18b8361e377ef67d3e92dd8078f
software.amazon.awssdk	xray	2.10.43		2c78122820ed0a4cd6dad8dcc42c732b26a15d25
software.amazon.awssdk	xray	2.10.44		ceffc073de01318fd1b316df5cde2f05c0c25e5d
software.amazon.awssdk	xray	2.10.45		03f50a920df3e676e7a61cb59d612001c7a6366c
software.amazon.awssdk	xray	2.10.46		f1dfbcbc94e09a2a9457c5115088cca92c2ed1d5
software.amazon.awssdk	xray	2.10.47		b4d507debdfd19bee3b213075d7c09e0d3604fda
software.amazon.awssdk	xray	2.10.48		bb0e9e9771138ec7cf488ed972f636765ffe02fb
software.amazon.awssdk	xray	2.10.49		8f474036f9e48bce4f2724613e951a4cd7c7ca81
software.amazon.awssdk	xray	2.10.5		23d5efc88ad173bd45b1e66705942e20267cae7b
software.amazon.awssdk	xray	2.10.50		7706b17b148feab2d501adcee3cb308777806cde
software.amazon.awssdk	xray	2.10.51		e4b4a488f1a3b57cb410d2f656a11444f26bb699
software.amazon.awssdk	xray	2.10.52		c52063cd237e9876ce3d9427e4305a9081304858
software.amazon.awssdk	xray	2.10.53		4755a6eaebe084ba976459b0f29fee565a9f8955
software.amazon.awssdk	xray	2.10.54		4c1fdbd9d264a0580424f0e33908cde7edc982f5
software.amazon.awssdk	xray	2.10.55		c63689ca4853ba29241a0ec6a2270d15a33eeea3
software.amazon.awssdk	xray	2.10.56		bd462a6c2ac2fcade67026bf14a61e0640f23b32
software.amazon.awssdk	xray	2.10.57		d9d424b0a2e522d6ed29645ca5e2e18194eacd45
software.amazon.awssdk	xray	2.10.58		7a2dde176a94f38c5fa43d6cc5d2feff6d5b9026
software.amazon.awssdk	xray	2.10.59		2538ef8c3194c3bd4bd944d5cfe3ab68fc840492
software.amazon.awssdk	xray	2.10.6		5a95b937425b26d632663831d398f04d370485a1
software.amazon.awssdk	xray	2.10.60		235f3c65bb1e1b51810c72fcbc50727182f2b7e1
software.amazon.awssdk	xray	2.10.61		ab488c32b830312bf3a6fcb91d9c502fe4506aec
software.amazon.awssdk	xray	2.10.62		f1ec0255bd77b4a4eb21a013b7bc89976b1d73bc
software.amazon.awssdk	xray	2.10.63		eaad40fd39079351cc195c3fa7c21b302e87ba99
software.amazon.awssdk	xray	2.10.64		ca24210a1b548aff06cdd12a368a15eb39398c2d
software.amazon.awssdk	xray	2.10.65		20c0f0e3821c8239cde4b83c2c7b0bf34eefbc15
software.amazon.awssdk	xray	2.10.66		617cd0e305c21d14585a4af9b70aaba9269da1c7
software.amazon.awssdk	xray	2.10.67		0476dda635b7443ea02b10a936405cf3ac576981
software.amazon.awssdk	xray	2.10.68		4ce7e1ff055d8b742fa52c649e74502df72e7e63
software.amazon.awssdk	xray	2.10.69		add0e2796e21eec57f2e0e7519a2443316c8957b
software.amazon.awssdk	xray	2.10.7		1ed6e183303674b3cf02082381a3180cc99afac6
software.amazon.awssdk	xray	2.10.70		9e50a9937fbc7ebf5637784a01988b0f968e7732
software.amazon.awssdk	xray	2.10.71		42fefc937c4a53f17251b47715de155e63b25211
software.amazon.awssdk	xray	2.10.72		46b6c963bf08b4c3165d7a018ebb1c68f1af8d6b
software.amazon.awssdk	xray	2.10.73		e33a6d01d016c36086d8b0c6315e02b7fcbc6d12
software.amazon.awssdk	xray	2.10.74		95a6217b741510e0aef64e1c28c9344126950a31
software.amazon.awssdk	xray	2.10.75		c69908be74813a50b3d9ac3edfc465ea2b022236
software.amazon.awssdk	xray	2.10.76		942872a3a960fdad44d7b45d9977e5afee68b4af
software.amazon.awssdk	xray	2.10.77		f6ecbd54b2de718189323f04df14a1ad99323a78
software.amazon.awssdk	xray	2.10.78		8bc5ea6eda6c3680b3dc1b3e966db53076228bcf
software.amazon.awssdk	xray	2.10.79		15b5d833e9539d9a8e4200ff2ffc3c61f4c06b99
software.amazon.awssdk	xray	2.10.8		8623dcedf88c86b0dc1849ad2d5aca5c55bf8579
software.amazon.awssdk	xray	2.10.80		77215bf4a33f3d2fceb22a3f3af7e7fc81742ad4
software.amazon.awssdk	xray	2.10.81		3876c7f3586fdb9c3f49e22f8bb4353756ab9514
software.amazon.awssdk	xray	2.10.82		7ed1892ce565a477b9aa8f5558039e77556f545a
software.amazon.awssdk	xray	2.10.83		616d6cad39d40760a25c27c745e915a768dcfa98
software.amazon.awssdk	xray	2.10.84		e0da15c47847f93654719e7419abf0c528bdc8fa
software.amazon.awssdk	xray	2.10.85		eab636dc02c3d5d3a4aebccbfa134bf590f1c333
software.amazon.awssdk	xray	2.10.86		925e5f6b0a6bf8c2437561e37c637f30966c4ca1
software.amazon.awssdk	xray	2.10.87		001d3531eb762240dd9954720cb02cee443f958e
software.amazon.awssdk	xray	2.10.88		14196863d36a9f0c7f935ce99cdd7cf4a0b5b229
software.amazon.awssdk	xray	2.10.89		bc1b16c13c0f08044bc6e54243695f0a4af51e22
software.amazon.awssdk	xray	2.10.9		00638fc308aa28018cc7e6c20ffc99d37c6bfb7b
software.amazon.awssdk	xray	2.10.90		dcd2d38b0795340b34ed3b2191a1f3ef539f9e7c
software.amazon.awssdk	xray	2.10.91		e539feaeea0ef192eb5fad94059dad5ad7763a87
software.amazon.awssdk	xray	2.11.0		43a7b2a13ad0e4c2e2784ed08e0edf2479b4c0bd
software.amazon.awssdk	xray	2.11.1		17df76c839bf9cdc6fab40f9e527d544dd1a2862
software.amazon.awssdk	xray	2.11.10		910de99a7018e3e06738680d9605204fd385ba03
software.amazon.awssdk	xray	2.11.11		d5ca7db64814caed6d8a4455eb65f4740c356181
software.amazon.awssdk	xray	2.11.12		a417030fda302a355d2183ae8fe56d8ec8be76d8
software.amazon.awssdk	xray	2.11.13		2e4bc3d226bfed1b200f4b6d92ee0c8cee4718b5
software.amazon.awssdk	xray	2.11.14		b2537f52a543b5c39aa7e2ef221454ab72723a60
software.amazon.awssdk	xray	2.11.2		8dc9078155a235d90e7c2dc006072f671b95afb3
software.amazon.awssdk	xray	2.11.3		b1dd96c6ed7ecc0c0cc4d829436a2255ae298c04
software.amazon.awssdk	xray	2.11.4		61a799b931aab8cd5dc47e6e14937efe1c5ee1f8
software.amazon.awssdk	xray	2.11.5		9c191f5479f53e99bb9bb55135c74acf04c38e7f
software.amazon.awssdk	xray	2.11.6		8faf59f1937e4342e14d6040b09b26ca19e2fa74
software.amazon.awssdk	xray	2.11.7		729852791f544bea6ee2cf110e10a8f31f43200c
software.amazon.awssdk	xray	2.11.8		9fd0024ffe1bb2da4b56d426ebde2d98422748ab
software.amazon.awssdk	xray	2.11.9		121496962e40d0c9fea1dc1e171271937347adfb
software.amazon.awssdk	xray	2.12.0		6660e573de4329d7dd1b5e02ef85238b66ff79b3
software.amazon.awssdk	xray	2.13.0		411919516875fe3c635298bf400ce142011a0895
software.amazon.awssdk	xray	2.13.1		aae4aaa65822410c83335b83774e0a1924001df1
software.amazon.awssdk	xray	2.13.10		ecfc85b96e074c40a0f941ab98ca25ba8455eafd
software.amazon.awssdk	xray	2.13.11		5bb8dd962c0ce04bd6983081cdd6549d023450ec
software.amazon.awssdk	xray	2.13.12		f2c776158df21a4f4be2458c1f502653db1b6cfd
software.amazon.awssdk	xray	2.13.13		7c0ca8f2321a12485c2b7d3eb84c71cb73d2cd7d
software.amazon.awssdk	xray	2.13.14		11a645b4335f300953ffedd98e2593b0cdfc5fae
software.amazon.awssdk	xray	2.13.15		3da180e40e69a6b4de51cd8a8ec6da849c680857
software.amazon.awssdk	xray	2.13.16		1ed4dc70ec54603bba93cb7ad53b98f94ac89127
software.amazon.awssdk	xray	2.13.17		26c949332df710dd567a96ddc4263a8a0263b6ab
software.amazon.awssdk	xray	2.13.18		d4a56c31ec14a93ecd0d99ed3b3702c042fb3f42
software.amazon.awssdk	xray	2.13.19		2e983dfb11e01d3f1300403cf8fd85766da562b5
software.amazon.awssdk	xray	2.13.2		8b2f0cb2ba3794cbc4e48e9496e0edcf96070791
software.amazon.awssdk	xray	2.13.20		a43c8c4c378553e87404189e8a3f25afcbe95641
software.amazon.awssdk	xray	2.13.21		eb47c280f776dec43e7fb43f09e411697341ec14
software.amazon.awssdk	xray	2.13.22		a105a18b598beebd62e987027b582fbaa6f7622e
software.amazon.awssdk	xray	2.13.23		08b8ef6f4fba9ebdd16eb788baf9ddb415539a84
software.amazon.awssdk	xray	2.13.24		52604f923a49eed6967cb68b8a79cbee306c66d6
software.amazon.awssdk	xray	2.13.25		92f70cfd5d4bb855e65624a8da8272f2aa5db4bb
software.amazon.awssdk	xray	2.13.26		09051fc8670daec5157e9671881945ebf71446bd
software.amazon.awssdk	xray	2.13.27		5205f1273b00c5a4c3de30f91cda807865ba1116
software.amazon.awssdk	xray	2.13.28		88386e7a93101508bbb821a1a20a2698534d39fb
software.amazon.awssdk	xray	2.13.29		c2a1dafd600d2ed5a04125e56d88a6c7780db580
software.amazon.awssdk	xray	2.13.3		c88db4b368257b489bfc4378ed205bad29f5f4c2
software.amazon.awssdk	xray	2.13.30		f08e875ac112171578550a5f5da3c20336001099
software.amazon.awssdk	xray	2.13.31		3582adb1b86c8bfb529404de14c836a361ac7d06
software.amazon.awssdk	xray	2.13.32		e09fba7a4f225ca5e4c58e7f007d86101d93d642
software.amazon.awssdk	xray	2.13.33		06304dd35c9b18ed8cd14b768dfa4f41b3df1080
software.amazon.awssdk	xray	2.13.34		102122b22fe579e9658283ea1212adca1973f64a
software.amazon.awssdk	xray	2.13.35		9ecd3dfb8586eac4e4a150b3048e1324bd1d689e
software.amazon.awssdk	xray	2.13.36		4fb85ddf55aa06ac46782f303785e572543045a9
software.amazon.awssdk	xray	2.13.37		b533238ee3b5c542b218cb14d6941182a4d52f30
software.amazon.awssdk	xray	2.13.38		83600c8fd59db64bc125bbce166e7a5e192883c5
software.amazon.awssdk	xray	2.13.39		70380edd6db3ce1790733c061647d56e442ccfdc
software.amazon.awssdk	xray	2.13.4		40312cac05372b01c4e0284141dec46d4c5aa7ba
software.amazon.awssdk	xray	2.13.40		b1424b2e6338a842ebd630dbf4ac8e9de0b91b6d
software.amazon.awssdk	xray	2.13.41		2c88c30d7f75e647bc0305af8a71f03834ded3ff
software.amazon.awssdk	xray	2.13.42		e10bd93b12272c7d76bd3168284b1fc597ef5130
software.amazon.awssdk	xray	2.13.43		3e363ad0687489a0281c26f246c945f27b2d9f5d
software.amazon.awssdk	xray	2.13.44		d32a573d0a18ba97b2345d9bab3babe15378ab1d
software.amazon.awssdk	xray	2.13.45		ec3adb88a08a6219410164f1f072259a0b291aa8
software.amazon.awssdk	xray	2.13.46		749e1add24d1569286ef5982e5adcb58af9258d8
software.amazon.awssdk	xray	2.13.47		3e04b1bf44080283d693c85c313658b9c625519e
software.amazon.awssdk	xray	2.13.48		2cbf506da10e4dccba9bb4b1483cb39a69abf93e
software.amazon.awssdk	xray	2.13.49		6aa887c9a1ba76d8c5f9c6a3c6e3eabfb890a8ed
software.amazon.awssdk	xray	2.13.5		ef3ef4ac0ad426971e040dd16beaa72dca6f22a4
software.amazon.awssdk	xray	2.13.50		f48d81315da6aebdbc5e5603303ee07c8e839620
software.amazon.awssdk	xray	2.13.51		bad102a8852d64dbdb10d441b663a06705496ac6
software.amazon.awssdk	xray	2.13.52		40229d4397e21edf761e45207d5f9798a84ffff3
software.amazon.awssdk	xray	2.13.53		141ae26b842072661978151a48426b894fd8e809
software.amazon.awssdk	xray	2.13.54		e7e1039653e6132fc39f3e8d8fb1cf5918309e78
software.amazon.awssdk	xray	2.13.55		5457ac8e9f3a3a9ea332e9d8b67e53d52cec0d01
software.amazon.awssdk	xray	2.13.56		222c524e2575e6ec291622c002134462e6f8ab75
software.amazon.awssdk	xray	2.13.57		5288f6908226631a3a96af880013f75ecc7e95d4
software.amazon.awssdk	xray	2.13.58		642b49bae1af158d14af8a346e79ecbd7742dad0
software.amazon.awssdk	xray	2.13.59		04e03c70d9a2dbb93f3904c75ffd81261f76b8e8
software.amazon.awssdk	xray	2.13.6		6e0671d9214b9d7924ac066d147186a0352c968b
software.amazon.awssdk	xray	2.13.60		c47c45e9960caf5a5fc574fa501a3e36b7d833c1
software.amazon.awssdk	xray	2.13.61		1e5f1c20ea2246bccabd570cad312c456561b7b6
software.amazon.awssdk	xray	2.13.62		d6cd931d11733ad256d3c2481a90e83d1e7ca8f5
software.amazon.awssdk	xray	2.13.63		f630f273b388025d55cbf65f10ed9f18af2c7035
software.amazon.awssdk	xray	2.13.64		abbb0dabcf25937504a526bdae2471b6b842b30e
software.amazon.awssdk	xray	2.13.65		355df3abff39add873df2a67ab055184e0131232
software.amazon.awssdk	xray	2.13.66		8bcd9f0c8dac2cd7374f96a1fef4ad1bf50c1572
software.amazon.awssdk	xray	2.13.67		d31099a2bc8c3849a37888b3144733e793593638
software.amazon.awssdk	xray	2.13.68		009dee4fab18f7e2eea03861c65143e177167aaf
software.amazon.awssdk	xray	2.13.69		43b73ffe0daa9a7d6c4f60d47bf0d6fd96fa0c4a
software.amazon.awssdk	xray	2.13.7		0e67f8c54444e36376f783176753634f98c4ea32
software.amazon.awssdk	xray	2.13.70		f7adbd417675ad2e925fa4be7b8769e8b0748342
software.amazon.awssdk	xray	2.13.71		8d56167f8ed4d69817fe61baef6652272688c91b
software.amazon.awssdk	xray	2.13.72		072960c94abeb16e67900171b9353c464c64a5d3
software.amazon.awssdk	xray	2.13.73		35b4dc5a0b94d120a7dcfd8f4c3d58a0ec8ab711
software.amazon.awssdk	xray	2.13.74		5be8e70d02fa969487726f39da085fedb202725b
software.amazon.awssdk	xray	2.13.75		d9852d26c9ebc985db7564e53de0262698b33a46
software.amazon.awssdk	xray	2.13.76		204d1803337fe7e6c49125e5ab29e7f58afede66
software.amazon.awssdk	xray	2.13.8		d5d97ad9d9ace29dfdf95ebdcd101df26baf6ed3
software.amazon.awssdk	xray	2.13.9		300a7f5c700b87c8bdc7e67f1a906508b034f681
software.amazon.awssdk	xray	2.14.0		5c7dba7092a8ec6043c25d290d453d8cdd1b46f8
software.amazon.awssdk	xray	2.14.1		2d38436f0568cdb0a1858a10ca2e43d072e9ee19
software.amazon.awssdk	xray	2.14.10		7234800b407a1adef8c5ca72ce2b676799849f3b
software.amazon.awssdk	xray	2.14.11		855fccb1088177118b9900a1ecae6143cb20fb33
software.amazon.awssdk	xray	2.14.12		155b679cca4d3ce7d449eafa41b2f8c282e86e19
software.amazon.awssdk	xray	2.14.13		f59a33a092d1f56f46e4ef985f599529c875c483
software.amazon.awssdk	xray	2.14.14		ebcb5239773b531e8f486bdbd441d3ae1eb0cc85
software.amazon.awssdk	xray	2.14.15		3cf5c8507e900df9f6b5ed43ba0e6f50cd3de424
software.amazon.awssdk	xray	2.14.16		e79efeeae353f00189fb8f8d5cff2744739e03be
software.amazon.awssdk	xray	2.14.17		e853ed26740a750c9b129471ce01fc4f3bb82abb
software.amazon.awssdk	xray	2.14.18		42e59cb11e0518ab841bc5139b84edea5062769e
software.amazon.awssdk	xray	2.14.19		c186ae623d4ff7834242d6f60a8ed925b5e41726
software.amazon.awssdk	xray	2.14.2		d87bbbde3e348a8a4ce50e7d1f5b0dca1f986cc9
software.amazon.awssdk	xray	2.14.20		31f87e959a928dce72921bbf816245cfbb1c1172
software.amazon.awssdk	xray	2.14.21		d30970b06b0ef9acf7d7935311cf7797741af446
software.amazon.awssdk	xray	2.14.22		4cb6279b65ebb177f87f1070f79e81d13e67f2df
software.amazon.awssdk	xray	2.14.23		43502cc3d9aac8416c2579ac2cf1c20ba5485a29
software.amazon.awssdk	xray	2.14.24		dac0cd1a0cfb8ef511ef36ed6f847183b0f3384d
software.amazon.awssdk	xray	2.14.25		be5587fde2b5ae871e59b5ab919f1024ba12ae3f
software.amazon.awssdk	xray	2.14.26		5bf76429439b2cabcb4da85a82b09a93f41861ad
software.amazon.awssdk	xray	2.14.27		81d6a6ddb3269f3ef055e228533b85305b8cdea3
software.amazon.awssdk	xray	2.14.28		4d65c2540d103a3c0d0eaa523eeb984601427dfc
software.amazon.awssdk	xray	2.14.3		51e3956b04f99ccde81820a8bb9d3ddb91347532
software.amazon.awssdk	xray	2.14.4		00ec03db8b89dcf8e504afa15c2e8d6bb7875ed5
software.amazon.awssdk	xray	2.14.5		212effd679b8bd244f2de61d9db8d3b039ec6a87
software.amazon.awssdk	xray	2.14.6		cf7253bdf0d111ec60d79042bc19179fe18bc500
software.amazon.awssdk	xray	2.14.7		912f60dd4454e4c92d2cb4f663eefc5b954ce0cb
software.amazon.awssdk	xray	2.14.8		ccb6dc01d366d76db4a07ea2d3d6832344a17d61
software.amazon.awssdk	xray	2.14.9		e278a915d37ee822e107a44db54bd4fadb51feab
software.amazon.awssdk	xray	2.15.0		19576d0d6e775e50abf0a9e3c941a5481ed4a3a9
software.amazon.awssdk	xray	2.15.1		05a13825b9cc929cf8b0b414de6e6f32d702007d
software.amazon.awssdk	xray	2.15.10		aabb997a5ecb401251a40c4814a8af3898fd97dd
software.amazon.awssdk	xray	2.15.11		86f9f782368fa4c19eb087a9fba127a5d4515b24
software.amazon.awssdk	xray	2.15.12		5530953cd8a059143457d0a2d17d8572fde8c291
software.amazon.awssdk	xray	2.15.13		996ca38392bfc063adeb3233431ec1c8f4e91d07
software.amazon.awssdk	xray	2.15.14		dfabb270f67690d82fc44772b81b90e769337c0f
software.amazon.awssdk	xray	2.15.15		9a95cef67466b570fbb22a08d7be4b35a959d9fa
software.amazon.awssdk	xray	2.15.16		6532a062aa9e7afbfbcee38586d958f49f385789
software.amazon.awssdk	xray	2.15.17		b4fcd66589910bf87e00fd8386e17c72f652f66e
software.amazon.awssdk	xray	2.15.18		85d377e8d9e89a3332b664e26204871408c31946
software.amazon.awssdk	xray	2.15.19		a7c690dfe0d80cf28d703abf68715b814e06307e
software.amazon.awssdk	xray	2.15.2		04e0f81ae5cba4910ef746ab529d210763d647f0
software.amazon.awssdk	xray	2.15.20		ff64ca411597d10e2258a830801acf57aa796b28
software.amazon.awssdk	xray	2.15.21		bd8638ededebe94f87a960858aedc32d111c377c
software.amazon.awssdk	xray	2.15.22		6b2c4a6644ef3ff226f16c830a9fa13dad645993
software.amazon.awssdk	xray	2.15.23		e6dc546dc4f2ededb7d21b8e7dde11563de5c93a
software.amazon.awssdk	xray	2.15.24		bbe532f95ce2ed91d2b59e949986e2e2eb2e3a2e
software.amazon.awssdk	xray	2.15.25		19f0ce57c7d0df8b1cb5f362dd94b85fbf9f27e2
software.amazon.awssdk	xray	2.15.26		bac4c31202a0e9bcaa65687e5b097611c06bdd22
software.amazon.awssdk	xray	2.15.27		e82c34a0e3fe2acece6227a3040fa19359b69461
software.amazon.awssdk	xray	2.15.28		25401d78b5a24b1b4373aca7f37f85c9e07b6dd4
