co.luminositylabs.oss.ica	ica-web1	0.2.0		N/A
org.apache.kylin	kylin-storage-hbase	3.0.0-alpha2	coprocessor	d729d29c043dfe26f849769b0e33c71afaf77aa8
org.apache.kylin	kylin-storage-hbase	3.0.1		ccc0568c6e7956ec990fe6df116b5bf9cca68bb9
org.apache.kylin	kylin-storage-hbase	3.0.1	coprocessor	0ab7f2384fce2acaef3fd0e61165fb6e17b2120c
org.apache.kylin	kylin-storage-hbase	3.0.2		6a6d45141807c7ef0e9234296968ffc6f22b2a24
org.apache.kylin	kylin-storage-hbase	3.0.2	coprocessor	dfe5d1dd50c1e79eaf4e7f6bf859c4e8b5b4e647
org.apache.kylin	kylin-storage-hbase	3.1.0		b11c801819a97bec1ca191a64568196a3f3f0da1
org.apache.kylin	kylin-storage-hbase	3.1.0	coprocessor	941a9d9bbd58e1774e774630f97947219c2e4b13
org.apache.kylin	kylin-storage-hbase	3.1.1		476b4eb20e65e65c349d0fc0d2151c6d89eaac78
org.apache.kylin	kylin-storage-hbase	3.1.1	coprocessor	582362a758ab790e7fb5aa075b9cc58740d66ba1
org.apache.kylin	kylin-storage-hbase	3.1.2		234113388fdec6502d3afce572d53e623e8ce7e4
org.apache.kylin	kylin-storage-hbase	3.1.2	coprocessor	ca69943f14bff68e08753813783032d0c39bdbbd
org.apache.kylin	kylin-storage-hbase	3.1.3		bc50fbd327e15dd7c5c99d9e2e7c8b0776d20b68
org.apache.kylin	kylin-storage-hbase	3.1.3	coprocessor	f1e29b2ad00d7ffdd80b6e9d8be383b04354d6c8
org.apache.kyuubi	kyuubi-spark-connector-common_2.12	1.10.0		0c92f91c06d433f6a4b3854a5b7f6ce28c8641cf
org.apache.kyuubi	kyuubi-spark-connector-common_2.12	1.10.1		80a0feae1dd9846cf5077a3643e53dec3e6e4057
org.apache.kyuubi	kyuubi-spark-connector-common_2.12	1.6.0-incubating		51ec0fa46cc426ac65e7765cde4c4d336b1ed0db
org.apache.kyuubi	kyuubi-spark-connector-common_2.12	1.6.1-incubating		8c5c9e8ab5621730bac64f21aa54cf545582f6cc
org.apache.kyuubi	kyuubi-spark-connector-common_2.12	1.7.0		03162f949c7546f99f21eab5e5e8de6642837a54
org.apache.kyuubi	kyuubi-spark-connector-common_2.12	1.7.1		3ea292e392be3f1cd49c07b4355f25ccab9504fb
org.apache.kyuubi	kyuubi-spark-connector-common_2.12	1.7.2		e63473c5893fa50055348bf77d2224f637725662
org.apache.kyuubi	kyuubi-spark-connector-common_2.12	1.7.3		3a1066c05128186c097dab0dd8bdd3d40a7aa523
org.apache.kyuubi	kyuubi-spark-connector-common_2.12	1.7.4		5159813053d61f0b3e6a7e1df2db82772d66bdd7
org.apache.kyuubi	kyuubi-spark-connector-common_2.12	1.8.0		0980ecd51a83201ccbc2dd2bdb1c699c01e5f349
org.apache.kyuubi	kyuubi-spark-connector-common_2.12	1.8.1		f66ffac32eb90aac0205e9614f1425f95efb8a9f
org.apache.kyuubi	kyuubi-spark-connector-common_2.12	1.8.2		8f6f622776e2376e76d2e81223689623a6647973
org.apache.kyuubi	kyuubi-spark-connector-common_2.12	1.8.3		f8f4d2a06a9f136fe6875359a3f5c8cd8756b85d
org.apache.kyuubi	kyuubi-spark-connector-common_2.12	1.9.0		fc26dbc2bba297e43e7a002494adeda2fb1379da
org.apache.kyuubi	kyuubi-spark-connector-common_2.12	1.9.1		4880ae1e8dcbb426948333a5334239573db95890
org.apache.kyuubi	kyuubi-spark-connector-common_2.12	1.9.2		d36fa91e999306a0c3bfc9cdf59a8b9135b93c83
org.apache.kyuubi	kyuubi-spark-connector-common_2.12	1.9.3		ba2f5be73aede947456be31cf5e0ede1d39bf531
org.codehaus.sonar-plugins	sonar-thucydides-plugin	0.1		a3c08dc2e1c620cd392fce63de8f1a06a901cba4
org.connectopensource	DocumentRetrieveWebservices	4.0.1		815023f0b0f44239c0f406c36d2d3ad09e299529
org.connectopensource	DocumentRetrieveWebservices	4.0.2		db9ed2b9dc1a74b31acdd24d43d1cdef8212aa4b
org.connectopensource	DocumentRetrieveWebservices	4.0.3		5587c182248d57145580773ae0336c99bff5208d
org.connectopensource	DocumentRetrieveWebservices	4.0.4		18d156f06de32621709f902f1c339252112ac2be
org.connectopensource	DocumentRetrieveWebservices	4.0.5		607fa2a5a9fcbe19d4157ec2850458a8dcbfbaf8
org.connectopensource	DocumentRetrieveWebservices	4.0.6		2416e6a6b5a7ed5a5f04b86fde8b3d183b3ded49
org.connectopensource	DocumentRetrieveWebservices	4.0.7		7c0696efbe2c21db06d62e9538f2ef98a258ae7e
org.connectopensource	DocumentRetrieveWebservices	4.0.8		bd73acbb7148261f1adf7dd30c3aeb76cd315340
org.connectopensource	DocumentRetrieveWebservices	4.0.9		a4c4935b53315fc8d3ed9fdc620ee7488c7fe2f8
org.connectopensource	DocumentRetrieveWebservices	4.0.9A		9f0693cdbed491f31f654acb214b025d96c0a999
org.connectopensource	DocumentRetrieveWebservices	4.1.0		9e4a0b06a713d1a5d301b599914405a53826135d
org.connectopensource	DocumentRetrieveWebservices	4.2.0		89477185a76866b4412a2353779fc41e9f70b3b9
org.connectopensource	DocumentRetrieveWebservices	4.2.1		cd34e9eacac0582e4c74e8728ddc91450ced714f
org.connectopensource	DocumentRetrieveWebservices	4.3.0		c5d1ec6fbef79b082fa4eaa48d4668ac53052e0a
org.connectopensource	DocumentRetrieveWebservices	5.0.0		469947266daca664118c07493fdb54bdc8549206
org.connectopensource	DocumentRetrieveWebservices	5.1.0		3d4648313761c231fbceabf739c6dffb460417be
org.connectopensource	DocumentRetrieveWebservices	5.2.0		e967bc6a7e1d6b29a83e22e56a544f334a811187
org.connectopensource	DocumentRetrieveWebservices	5.3.0		db297fdfb8c279f1114bd4c1ec95fc9c94d5b0fa
org.danbrough.kotlinx	kotlinx-serialization-properties-watchosarm32	1.3.3		N/A
org.danbrough.kotlinx	kotlinx-serialization-properties-watchosarm32	1.3.3	metadata	00b74d8191201e663acfef62d5447140650c4f11
org.danbrough.kotlinx	kotlinx-serialization-properties-watchosarm32	1.3.3a		N/A
org.danbrough.kotlinx	kotlinx-serialization-properties-watchosarm32	1.3.3a	metadata	84b8d7f7f52138e77b38f5ce65807a9c059d49dc
org.danbrough.kotlinx	kotlinx-serialization-properties-watchosarm32	1.4.1		N/A
org.danbrough.kotlinx	kotlinx-serialization-properties-watchosarm32	1.4.1	metadata	58fe51497a5c15bd142cefe7829328ad52356af5
org.hobsoft.symmetry	symmetry-support-codec	0.1.1		cb1e8635bffbb71da1b603680600d912b58f73a5
org.hobsoft.symmetry	symmetry-support-codec	0.2.0		fcf9633144018ee8ca62638ca5b9e7e1727aaccf
org.jetbrains.kotlinx	atomicfu-native_debug_ios_arm64	0.11.0		N/A
org.jetbrains.kotlinx	atomicfu-native_debug_ios_arm64	0.11.1		N/A
org.jetbrains.kotlinx	atomicfu-native_debug_ios_arm64	0.11.1-native-mt		N/A
org.jetbrains.kotlinx	atomicfu-native_debug_ios_arm64	0.11.10		N/A
org.jetbrains.kotlinx	atomicfu-native_debug_ios_arm64	0.11.10-eap13		N/A
org.jetbrains.kotlinx	atomicfu-native_debug_ios_arm64	0.11.11		N/A
org.jetbrains.kotlinx	atomicfu-native_debug_ios_arm64	0.11.12		N/A
org.jetbrains.kotlinx	atomicfu-native_debug_ios_arm64	0.11.2		N/A
org.jetbrains.kotlinx	atomicfu-native_debug_ios_arm64	0.11.3		N/A
org.jetbrains.kotlinx	atomicfu-native_debug_ios_arm64	0.11.4		N/A
org.jetbrains.kotlinx	atomicfu-native_debug_ios_arm64	0.11.5		N/A
org.jetbrains.kotlinx	atomicfu-native_debug_ios_arm64	0.11.6		N/A
org.jetbrains.kotlinx	atomicfu-native_debug_ios_arm64	0.11.7		N/A
org.jetbrains.kotlinx	atomicfu-native_debug_ios_arm64	0.11.7-eap13		N/A
org.jetbrains.kotlinx	atomicfu-native_debug_ios_arm64	0.11.9		N/A
org.jetbrains.kotlinx	atomicfu-native_debug_ios_arm64	0.11.9-eap13		N/A
org.keycloak	keycloak-social-twitter	1.0-alpha-1		5a2bd0fd7bb9a8fb8bb51a2b9e8ff4d0df0cd1e6
org.keycloak	keycloak-social-twitter	1.0-alpha-1-12062013		109b60173e8ead3edd537ec3cbb29ff3ce8c8db5
org.keycloak	keycloak-social-twitter	1.0-alpha-2		368936dce838df501e330a3e5d52449b3eff9292
org.keycloak	keycloak-social-twitter	1.0-alpha-3		f112952e0c6da17abb76307ea18af7ef5c265e39
org.keycloak	keycloak-social-twitter	1.0-alpha-4		393530f0fbcf6c07304300d9736ad6468b97c87a
org.keycloak	keycloak-social-twitter	1.0-beta-1		274f37d83ce59f4e113065aece0676bed35fe159
org.keycloak	keycloak-social-twitter	1.0-beta-1-20150521		c8e3d6fe10cdead40c6db411720036eb16d68007
org.keycloak	keycloak-social-twitter	1.0-beta-1-20150523		62a9e31faad62b4e1928bbb6e8aeb30b26a5acb8
org.keycloak	keycloak-social-twitter	1.0-beta-2		13ae5d5862de52d86d3347c2ce3d6c2c348cd4b1
org.keycloak	keycloak-social-twitter	1.0-beta-3		072b97e51076f17287d0fcf62deca3cc323265b2
org.keycloak	keycloak-social-twitter	1.0-beta-4		c77af7a1fac07b8c19bcdaad25b00e0f5671cf62
org.keycloak	keycloak-social-twitter	1.0-final		29ccdca84aed94c0955e05d13d124f3812ae1ba8
org.keycloak	keycloak-social-twitter	1.0-rc-1		55b380a7bc1a718d21b5ce85dbbb8dc7ea896917
org.keycloak	keycloak-social-twitter	1.0-rc-2		d570cafedf541957f832dad52fc5020f5f89a87a
org.keycloak	keycloak-social-twitter	1.0.1.Final		a7f84cd2efe3c89bcd9a049fb0894fd0e9ff676b
org.keycloak	keycloak-social-twitter	1.0.2.Final		ba9601f22a946418204592ce8e33bf6eabde783c
org.keycloak	keycloak-social-twitter	1.0.3.Final		dd1aa0734f0b2da618dc2273457f47025962f245
org.keycloak	keycloak-social-twitter	1.0.4.Final		a301334094693f35a36957e49c18fd84d5a1ce7a
org.keycloak	keycloak-social-twitter	1.0.5.Final		1b86f9980e50762b6432b3afa73d848bf02e2e8b
org.keycloak	keycloak-social-twitter	1.1.0.Beta1		8c41e3a165f5f7f286cb863d351c0d518b5554a9
org.keycloak	keycloak-social-twitter	1.1.0.Beta2		ba5a8edf1dd509dff673456a7c61c8c6821daf4a
org.keycloak	keycloak-social-twitter	1.1.0.Final		ff858f9909096ffc696ec954ff3e8133bb4d8fcb
org.keycloak	keycloak-social-twitter	1.1.1.Final		245f8e89605fcdd0f5201864738832255f44b8cb
org.keycloak	keycloak-social-twitter	1.2.0.Beta1		f6854f8c66849a0156efccbd8a1f49a56fd20536
org.keycloak	keycloak-social-twitter	1.2.0.CR1		f544b076d4ecb80edd3bc7c88976e63cf978155d
org.keycloak	keycloak-social-twitter	1.2.0.Final		a93c75d29c611c2cca51f8c00e3794a5f45cbf83
org.keycloak	keycloak-social-twitter	1.3.0.Final		19f47fe4c27bbb50bf58ff446e70adffb0cf6795
org.keycloak	keycloak-social-twitter	1.3.1.Final		76e3b9a01f2b652c1f7ececdec6f6c31db68deac
org.keycloak	keycloak-social-twitter	1.4.0.Final		5392ce5689843c163e68bd85393025d7d4e2f00e
org.keycloak	keycloak-social-twitter	1.5.0-Final		6386f69d0a1c226967cbaca0cf161d627cbcdcd7
org.keycloak	keycloak-social-twitter	1.5.0.Final		fdadd692b99bb62058339f60fee0bdb9da31788c
org.keycloak	keycloak-social-twitter	1.5.1.Final		501bb3fbe7e41ae01bb90288b5d0845a65999ba1
org.keycloak	keycloak-social-twitter	1.6.0.Final		33f744d0b8dbc7648316c9f2df6b515346df1ae0
org.keycloak	keycloak-social-twitter	1.6.1.Final		83bfea69196e14465d8d23711c1088c3e3ba25e1
org.keycloak	keycloak-social-twitter	1.7.0.CR1		5cffb52aa9a55e332ca521e96d4aac5ac088be7c
org.keycloak	keycloak-social-twitter	1.7.0.Final		1a5657be0154e3e3e844f2afd1ea640e2647ef77
org.keycloak	keycloak-social-twitter	1.8.0.Alpha1		9014372dbd4ed45626054eb9416e9c09784547aa
org.keycloak	keycloak-social-twitter	1.8.0.CR1		9a5276b4cb517f6ac24f999ea7e802e79fcbd4fd
org.keycloak	keycloak-social-twitter	1.8.0.CR2		07b54c3aa060ed60bab4242b312641076225eeb1
org.keycloak	keycloak-social-twitter	1.8.0.CR3		f8a1a33fac6938992ca37bb8fefca6445aac97af
org.keycloak	keycloak-social-twitter	1.8.0.Final		3df33244395a53285278df25c290e9924b95f8d7
org.keycloak	keycloak-social-twitter	1.8.1.Final		13170e0c209ab43971a6de194a5c93bede1f7c5d
org.mobicents.servlet.sip	restcomm.core	1.0.0.CR1		N/A
org.mobicents.servlet.sip	restcomm.core	1.0.0.FINAL		N/A
org.nmdp.ngs	ngs-feature	1.4		46b238c3436cd0f6df18bb4c81a20ba846d159fc
org.nmdp.ngs	ngs-feature	1.4.1		ba75b4973dacbcc95b71bc473bf20648263c7f03
org.nmdp.ngs	ngs-feature	1.5		c1fdd665937a3d0098840aa2aa54ade1ab557d4e
org.nmdp.ngs	ngs-feature	1.6		64db6fcbf41072d369246b48f188486d590829c6
org.nmdp.ngs	ngs-feature	1.7		e88ec7b7926233995b8459cf50362a513d98cf5f
org.nmdp.ngs	ngs-feature	1.8		caa68c93ce9072b6cefbfc3c6346616603c2ae5e
org.nmdp.ngs	ngs-feature	1.8.1		a8ad801b24e2c04ff123816917c9733641c49628
org.nmdp.ngs	ngs-feature	1.8.2		f484c92294e9c0e624017a9cfa28989b1fc562b2
org.nmdp.ngs	ngs-feature	1.8.3		f94814027e8da169c367f835993aeb74c13edeb1
org.reploop	json2-web	0.20		54db4b46c5f64a3627f4a564cfc0c3eb546c1022
org.seasar.doma	doma-quarkus	0.1.0		b1f99434659df0564d93ffcf679933b8d097d64c
org.seasar.doma	doma-quarkus	0.2.0		d34ca58cfdfec99204fe7bcc0e2820be171c45cb
org.seasar.doma	doma-quarkus	0.3.0		ca3a96bee45be230a5ac2986dea52d540fd89b45
org.seasar.doma	doma-quarkus	0.4.0		bba0b2a50272fb19a4093f4ac5a1c249894bbbf3
org.seasar.doma	doma-quarkus	0.5.0		43fecfe7b4c408bf5af0a444accd9b8562904084
org.seasar.doma	doma-quarkus	1.0.0		415e3cdcb3047ba5d201fa2d827db97c65d45d1c
org.seasar.doma	doma-quarkus	1.0.1		e5cca1386335cf23037527a4eaf40427729826e0
org.seasar.doma	doma-quarkus	1.0.2		3686e3100c079e62388e9a308c567f3f180543ce
org.seasar.doma	doma-quarkus	1.0.3		daabdd71f8a618a0927f8f7ad34c52477f7317ae
org.seasar.doma	doma-quarkus	1.0.4		6c19863b39e61a269dd962371bfe23460fc927b8
org.seasar.doma	doma-quarkus	1.1.0		3c4a36401e8e558480ef858f8a9ee1dfc8abf5f6
site.lingyang	YIM4Uniapp	3.7.0		N/A
site.lingyang	YIM4Uniapp	3.7.1		N/A
tech.antibytes.kmock	kmock-watchosarm32	0.3.0-rc05		N/A
tech.antibytes.kmock	kmock-watchosarm32	0.3.0-rc05	metadata	d60b5415893f5f006a70284b7dd6069afca91472
tech.antibytes.kmock	kmock-watchosarm32	0.3.0-rc06		N/A
tech.antibytes.kmock	kmock-watchosarm32	0.3.0-rc06	metadata	cc5a29f5e991752eabbd881782340c16db6c6273
tech.antibytes.kmock	kmock-watchosarm32	0.3.0-rc07		N/A
tech.antibytes.kmock	kmock-watchosarm32	0.3.0-rc07	metadata	89d0e5c43ab488541602559a059dcf3b7c944d34
tech.antibytes.kmock	kmock-watchosarm32	0.3.0-rc08		N/A
tech.antibytes.kmock	kmock-watchosarm32	0.3.0-rc08	metadata	08f7935983cf6811de073fdd9316bc00b0ba7147
