ai.swim	swim-dynamic-api	3.10.0		ad9e2fc1120bb49e05be3d652f2c77b80addb33e
com.vaadin	vaadin-login-flow-parent	14.9.3		N/A
com.vaadin	vaadin-login-flow-parent	14.9.4		N/A
com.vaadin	vaadin-login-flow-parent	14.9.5		N/A
com.vaadin	vaadin-login-flow-parent	14.9.6		N/A
com.vaadin	vaadin-login-flow-parent	14.9.7		N/A
com.vaadin	vaadin-login-flow-parent	14.9.8		N/A
com.vaadin	vaadin-login-flow-parent	18.0.0		N/A
com.vaadin	vaadin-login-flow-parent	18.0.1		N/A
com.vaadin	vaadin-login-flow-parent	18.0.2		N/A
com.vaadin	vaadin-login-flow-parent	18.0.3		N/A
com.vaadin	vaadin-login-flow-parent	18.0.4		N/A
com.vaadin	vaadin-login-flow-parent	18.0.5		N/A
com.vaadin	vaadin-login-flow-parent	18.0.6		N/A
com.vaadin	vaadin-login-flow-parent	18.0.7		N/A
com.vaadin	vaadin-login-flow-parent	19.0.0		N/A
com.vaadin	vaadin-login-flow-parent	19.0.1		N/A
com.vaadin	vaadin-login-flow-parent	19.0.2		N/A
com.vaadin	vaadin-login-flow-parent	19.0.3		N/A
com.vaadin	vaadin-login-flow-parent	19.0.4		N/A
com.vaadin	vaadin-login-flow-parent	19.0.5		N/A
com.vaadin	vaadin-login-flow-parent	19.0.6		N/A
com.vaadin	vaadin-login-flow-parent	19.0.7		N/A
com.vaadin	vaadin-login-flow-parent	19.0.8		N/A
com.vaadin	vaadin-login-flow-parent	19.0.9		N/A
com.vaadin	vaadin-login-flow-parent	2.0.0		N/A
com.vaadin	vaadin-login-flow-parent	2.1.0		N/A
com.vaadin	vaadin-login-flow-parent	2.2.0		N/A
com.vaadin	vaadin-login-flow-parent	20.0.0		N/A
com.vaadin	vaadin-login-flow-parent	20.0.1		N/A
com.vaadin	vaadin-login-flow-parent	20.0.2		N/A
com.vaadin	vaadin-login-flow-parent	20.0.3		N/A
com.vaadin	vaadin-login-flow-parent	20.0.4		N/A
com.vaadin	vaadin-login-flow-parent	20.0.5		N/A
com.vaadin	vaadin-login-flow-parent	20.0.6		N/A
com.vaadin	vaadin-login-flow-parent	20.0.7		N/A
com.vaadin	vaadin-login-flow-parent	20.0.8		N/A
com.vaadin	vaadin-login-flow-parent	21.0.0		N/A
com.vaadin	vaadin-login-flow-parent	21.0.1		N/A
com.vaadin	vaadin-login-flow-parent	21.0.2		N/A
com.vaadin	vaadin-login-flow-parent	21.0.3		N/A
com.vaadin	vaadin-login-flow-parent	21.0.4		N/A
com.vaadin	vaadin-login-flow-parent	21.0.5		N/A
com.vaadin	vaadin-login-flow-parent	21.0.6		N/A
com.vaadin	vaadin-login-flow-parent	21.0.7		N/A
com.vaadin	vaadin-login-flow-parent	21.0.8		N/A
com.vaadin	vaadin-login-flow-parent	21.0.9		N/A
com.vaadin	vaadin-login-flow-parent	22.0.0		N/A
com.vaadin	vaadin-login-flow-parent	22.0.1		N/A
com.vaadin	vaadin-login-flow-parent	22.0.10		N/A
com.vaadin	vaadin-login-flow-parent	22.0.11		N/A
com.vaadin	vaadin-login-flow-parent	22.0.12		N/A
com.vaadin	vaadin-login-flow-parent	22.0.13		N/A
com.vaadin	vaadin-login-flow-parent	22.0.14		N/A
com.vaadin	vaadin-login-flow-parent	22.0.15		N/A
com.vaadin	vaadin-login-flow-parent	22.0.16		N/A
com.vaadin	vaadin-login-flow-parent	22.0.17		N/A
com.vaadin	vaadin-login-flow-parent	22.0.18		N/A
com.vaadin	vaadin-login-flow-parent	22.0.19		N/A
com.vaadin	vaadin-login-flow-parent	22.0.2		N/A
com.vaadin	vaadin-login-flow-parent	22.0.20		N/A
com.vaadin	vaadin-login-flow-parent	22.0.21		N/A
com.vaadin	vaadin-login-flow-parent	22.0.22		N/A
com.vaadin	vaadin-login-flow-parent	22.0.23		N/A
com.vaadin	vaadin-login-flow-parent	22.0.24		N/A
com.vaadin	vaadin-login-flow-parent	22.0.25		N/A
com.vaadin	vaadin-login-flow-parent	22.0.26		N/A
com.vaadin	vaadin-login-flow-parent	22.0.27		N/A
com.vaadin	vaadin-login-flow-parent	22.0.28		N/A
com.vaadin	vaadin-login-flow-parent	22.0.3		N/A
com.vaadin	vaadin-login-flow-parent	22.0.4		N/A
com.vaadin	vaadin-login-flow-parent	22.0.5		N/A
com.vaadin	vaadin-login-flow-parent	22.0.6		N/A
com.vaadin	vaadin-login-flow-parent	22.0.7		N/A
com.vaadin	vaadin-login-flow-parent	22.0.8		N/A
com.vaadin	vaadin-login-flow-parent	22.0.9		N/A
com.vaadin	vaadin-login-flow-parent	22.1.0		N/A
com.vaadin	vaadin-login-flow-parent	22.1.1		N/A
com.vaadin	vaadin-login-flow-parent	22.1.2		N/A
com.vaadin	vaadin-login-flow-parent	22.1.3		N/A
com.vaadin	vaadin-login-flow-parent	22.1.4		N/A
com.vaadin	vaadin-login-flow-parent	22.1.5		N/A
com.vaadin	vaadin-login-flow-parent	22.1.6		N/A
com.vaadin	vaadin-login-flow-parent	22.2.0		N/A
com.vaadin	vaadin-login-flow-parent	22.2.1		N/A
com.vaadin	vaadin-login-flow-parent	22.2.2		N/A
com.vaadin	vaadin-login-flow-parent	23.0.0		N/A
com.vaadin	vaadin-login-flow-parent	23.0.1		N/A
com.vaadin	vaadin-login-flow-parent	23.0.10		N/A
com.vaadin	vaadin-login-flow-parent	23.0.11		N/A
com.vaadin	vaadin-login-flow-parent	23.0.12		N/A
com.vaadin	vaadin-login-flow-parent	23.0.13		N/A
com.vaadin	vaadin-login-flow-parent	23.0.14		N/A
com.vaadin	vaadin-login-flow-parent	23.0.15		N/A
com.vaadin	vaadin-login-flow-parent	23.0.16		N/A
com.vaadin	vaadin-login-flow-parent	23.0.2		N/A
com.vaadin	vaadin-login-flow-parent	23.0.3		N/A
com.vaadin	vaadin-login-flow-parent	23.0.4		N/A
com.vaadin	vaadin-login-flow-parent	23.0.5		N/A
com.vaadin	vaadin-login-flow-parent	23.0.6		N/A
com.vaadin	vaadin-login-flow-parent	23.0.7		N/A
com.vaadin	vaadin-login-flow-parent	23.0.8		N/A
com.vaadin	vaadin-login-flow-parent	23.0.9		N/A
com.vaadin	vaadin-login-flow-parent	23.1.0		N/A
com.vaadin	vaadin-login-flow-parent	23.1.1		N/A
com.vaadin	vaadin-login-flow-parent	23.1.10		N/A
com.vaadin	vaadin-login-flow-parent	23.1.11		N/A
com.vaadin	vaadin-login-flow-parent	23.1.12		N/A
com.vaadin	vaadin-login-flow-parent	23.1.13		N/A
com.vaadin	vaadin-login-flow-parent	23.1.14		N/A
com.vaadin	vaadin-login-flow-parent	23.1.15		N/A
com.vaadin	vaadin-login-flow-parent	23.1.16		N/A
com.vaadin	vaadin-login-flow-parent	23.1.17		N/A
com.vaadin	vaadin-login-flow-parent	23.1.2		N/A
com.vaadin	vaadin-login-flow-parent	23.1.3		N/A
com.vaadin	vaadin-login-flow-parent	23.1.4		N/A
com.vaadin	vaadin-login-flow-parent	23.1.5		N/A
com.vaadin	vaadin-login-flow-parent	23.1.6		N/A
com.vaadin	vaadin-login-flow-parent	23.1.7		N/A
com.vaadin	vaadin-login-flow-parent	23.1.8		N/A
com.vaadin	vaadin-login-flow-parent	23.1.9		N/A
com.vaadin	vaadin-login-flow-parent	23.2.0		N/A
com.vaadin	vaadin-login-flow-parent	23.2.1		N/A
com.vaadin	vaadin-login-flow-parent	23.2.10		N/A
com.vaadin	vaadin-login-flow-parent	23.2.11		N/A
com.vaadin	vaadin-login-flow-parent	23.2.12		N/A
com.vaadin	vaadin-login-flow-parent	23.2.13		N/A
com.vaadin	vaadin-login-flow-parent	23.2.14		N/A
com.vaadin	vaadin-login-flow-parent	23.2.15		N/A
com.vaadin	vaadin-login-flow-parent	23.2.16		N/A
com.vaadin	vaadin-login-flow-parent	23.2.17		N/A
com.vaadin	vaadin-login-flow-parent	23.2.2		N/A
com.vaadin	vaadin-login-flow-parent	23.2.3		N/A
com.vaadin	vaadin-login-flow-parent	23.2.4		N/A
com.vaadin	vaadin-login-flow-parent	23.2.5		N/A
com.vaadin	vaadin-login-flow-parent	23.2.6		N/A
com.vaadin	vaadin-login-flow-parent	23.2.7		N/A
com.vaadin	vaadin-login-flow-parent	23.2.8		N/A
com.vaadin	vaadin-login-flow-parent	23.2.9		N/A
com.vaadin	vaadin-login-flow-parent	23.3.0		N/A
com.vaadin	vaadin-login-flow-parent	23.3.1		N/A
com.vaadin	vaadin-login-flow-parent	23.3.10		N/A
com.vaadin	vaadin-login-flow-parent	23.3.11		N/A
com.vaadin	vaadin-login-flow-parent	23.3.12		N/A
com.vaadin	vaadin-login-flow-parent	23.3.13		N/A
com.vaadin	vaadin-login-flow-parent	23.3.14		N/A
com.vaadin	vaadin-login-flow-parent	23.3.15		N/A
com.vaadin	vaadin-login-flow-parent	23.3.16		N/A
com.vaadin	vaadin-login-flow-parent	23.3.17		N/A
com.vaadin	vaadin-login-flow-parent	23.3.18		N/A
com.vaadin	vaadin-login-flow-parent	23.3.19		N/A
com.vaadin	vaadin-login-flow-parent	23.3.2		N/A
com.vaadin	vaadin-login-flow-parent	23.3.20		N/A
com.vaadin	vaadin-login-flow-parent	23.3.21		N/A
com.vaadin	vaadin-login-flow-parent	23.3.22		N/A
com.vaadin	vaadin-login-flow-parent	23.3.23		N/A
com.vaadin	vaadin-login-flow-parent	23.3.24		N/A
com.vaadin	vaadin-login-flow-parent	23.3.25		N/A
com.vaadin	vaadin-login-flow-parent	23.3.26		N/A
com.vaadin	vaadin-login-flow-parent	23.3.27		N/A
com.vaadin	vaadin-login-flow-parent	23.3.28		N/A
com.vaadin	vaadin-login-flow-parent	23.3.29		N/A
com.vaadin	vaadin-login-flow-parent	23.3.3		N/A
com.vaadin	vaadin-login-flow-parent	23.3.30		N/A
com.vaadin	vaadin-login-flow-parent	23.3.31		N/A
com.vaadin	vaadin-login-flow-parent	23.3.32		N/A
com.vaadin	vaadin-login-flow-parent	23.3.33		N/A
com.vaadin	vaadin-login-flow-parent	23.3.34		N/A
com.vaadin	vaadin-login-flow-parent	23.3.35		N/A
com.vaadin	vaadin-login-flow-parent	23.3.4		N/A
com.vaadin	vaadin-login-flow-parent	23.3.5		N/A
com.vaadin	vaadin-login-flow-parent	23.3.6		N/A
com.vaadin	vaadin-login-flow-parent	23.3.7		N/A
com.vaadin	vaadin-login-flow-parent	23.3.8		N/A
com.vaadin	vaadin-login-flow-parent	23.3.9		N/A
com.vaadin	vaadin-login-flow-parent	23.4.0		N/A
com.vaadin	vaadin-login-flow-parent	23.4.1		N/A
com.vaadin	vaadin-login-flow-parent	23.5.0		N/A
com.vaadin	vaadin-login-flow-parent	23.5.1		N/A
com.vaadin	vaadin-login-flow-parent	23.5.10		N/A
com.vaadin	vaadin-login-flow-parent	23.5.11		N/A
com.vaadin	vaadin-login-flow-parent	23.5.12		N/A
com.vaadin	vaadin-login-flow-parent	23.5.13		N/A
com.vaadin	vaadin-login-flow-parent	23.5.14		N/A
com.vaadin	vaadin-login-flow-parent	23.5.15		N/A
com.vaadin	vaadin-login-flow-parent	23.5.2		N/A
com.vaadin	vaadin-login-flow-parent	23.5.3		N/A
com.vaadin	vaadin-login-flow-parent	23.5.4		N/A
com.vaadin	vaadin-login-flow-parent	23.5.5		N/A
com.vaadin	vaadin-login-flow-parent	23.5.6		N/A
com.vaadin	vaadin-login-flow-parent	23.5.7		N/A
com.vaadin	vaadin-login-flow-parent	23.5.8		N/A
com.vaadin	vaadin-login-flow-parent	23.5.9		N/A
com.vaadin	vaadin-login-flow-parent	24.0.0		N/A
com.vaadin	vaadin-login-flow-parent	24.0.1		N/A
com.vaadin	vaadin-login-flow-parent	24.0.10		N/A
com.vaadin	vaadin-login-flow-parent	24.0.11		N/A
com.vaadin	vaadin-login-flow-parent	24.0.12		N/A
com.vaadin	vaadin-login-flow-parent	24.0.13		N/A
com.vaadin	vaadin-login-flow-parent	24.0.14		N/A
com.vaadin	vaadin-login-flow-parent	24.0.2		N/A
com.vaadin	vaadin-login-flow-parent	24.0.3		N/A
com.vaadin	vaadin-login-flow-parent	24.0.4		N/A
com.vaadin	vaadin-login-flow-parent	24.0.5		N/A
com.vaadin	vaadin-login-flow-parent	24.0.6		N/A
com.vaadin	vaadin-login-flow-parent	24.0.7		N/A
com.vaadin	vaadin-login-flow-parent	24.0.8		N/A
com.vaadin	vaadin-login-flow-parent	24.0.9		N/A
com.vaadin	vaadin-login-flow-parent	24.1.0		N/A
com.vaadin	vaadin-login-flow-parent	24.1.1		N/A
com.vaadin	vaadin-login-flow-parent	24.1.10		N/A
com.vaadin	vaadin-login-flow-parent	24.1.11		N/A
com.vaadin	vaadin-login-flow-parent	24.1.12		N/A
com.vaadin	vaadin-login-flow-parent	24.1.13		N/A
com.vaadin	vaadin-login-flow-parent	24.1.14		N/A
com.vaadin	vaadin-login-flow-parent	24.1.15		N/A
com.vaadin	vaadin-login-flow-parent	24.1.16		N/A
com.vaadin	vaadin-login-flow-parent	24.1.2		N/A
com.vaadin	vaadin-login-flow-parent	24.1.3		N/A
com.vaadin	vaadin-login-flow-parent	24.1.4		N/A
com.vaadin	vaadin-login-flow-parent	24.1.5		N/A
com.vaadin	vaadin-login-flow-parent	24.1.6		N/A
com.vaadin	vaadin-login-flow-parent	24.1.7		N/A
com.vaadin	vaadin-login-flow-parent	24.1.8		N/A
com.vaadin	vaadin-login-flow-parent	24.1.9		N/A
com.vaadin	vaadin-login-flow-parent	24.2.0		N/A
com.vaadin	vaadin-login-flow-parent	24.2.1		N/A
com.vaadin	vaadin-login-flow-parent	24.2.10		N/A
com.vaadin	vaadin-login-flow-parent	24.2.11		N/A
com.vaadin	vaadin-login-flow-parent	24.2.12		N/A
com.vaadin	vaadin-login-flow-parent	24.2.2		N/A
com.vaadin	vaadin-login-flow-parent	24.2.3		N/A
com.vaadin	vaadin-login-flow-parent	24.2.4		N/A
com.vaadin	vaadin-login-flow-parent	24.2.5		N/A
com.vaadin	vaadin-login-flow-parent	24.2.6		N/A
com.vaadin	vaadin-login-flow-parent	24.2.7		N/A
com.vaadin	vaadin-login-flow-parent	24.2.8		N/A
com.vaadin	vaadin-login-flow-parent	24.2.9		N/A
com.vaadin	vaadin-login-flow-parent	24.3.0		N/A
com.vaadin	vaadin-login-flow-parent	24.3.1		N/A
com.vaadin	vaadin-login-flow-parent	24.3.10		N/A
com.vaadin	vaadin-login-flow-parent	24.3.11		N/A
com.vaadin	vaadin-login-flow-parent	24.3.12		N/A
com.vaadin	vaadin-login-flow-parent	24.3.13		N/A
com.vaadin	vaadin-login-flow-parent	24.3.14		N/A
com.vaadin	vaadin-login-flow-parent	24.3.15		N/A
com.vaadin	vaadin-login-flow-parent	24.3.16		N/A
com.vaadin	vaadin-login-flow-parent	24.3.17		N/A
com.vaadin	vaadin-login-flow-parent	24.3.18		N/A
com.vaadin	vaadin-login-flow-parent	24.3.19		N/A
com.vaadin	vaadin-login-flow-parent	24.3.2		N/A
com.vaadin	vaadin-login-flow-parent	24.3.20		N/A
com.vaadin	vaadin-login-flow-parent	24.3.3		N/A
com.vaadin	vaadin-login-flow-parent	24.3.4		N/A
com.vaadin	vaadin-login-flow-parent	24.3.5		N/A
com.vaadin	vaadin-login-flow-parent	24.3.6		N/A
com.vaadin	vaadin-login-flow-parent	24.3.7		N/A
com.vaadin	vaadin-login-flow-parent	24.3.8		N/A
com.vaadin	vaadin-login-flow-parent	24.3.9		N/A
com.vaadin	vaadin-login-flow-parent	24.4.0		N/A
com.vaadin	vaadin-login-flow-parent	24.4.1		N/A
com.vaadin	vaadin-login-flow-parent	24.4.10		N/A
com.vaadin	vaadin-login-flow-parent	24.4.11		N/A
com.vaadin	vaadin-login-flow-parent	24.4.12		N/A
com.vaadin	vaadin-login-flow-parent	24.4.13		N/A
com.vaadin	vaadin-login-flow-parent	24.4.14		N/A
com.vaadin	vaadin-login-flow-parent	24.4.15		N/A
com.vaadin	vaadin-login-flow-parent	24.4.16		N/A
com.vaadin	vaadin-login-flow-parent	24.4.17		N/A
com.vaadin	vaadin-login-flow-parent	24.4.18		N/A
com.vaadin	vaadin-login-flow-parent	24.4.19		N/A
com.vaadin	vaadin-login-flow-parent	24.4.2		N/A
com.vaadin	vaadin-login-flow-parent	24.4.20		N/A
com.vaadin	vaadin-login-flow-parent	24.4.21		N/A
com.vaadin	vaadin-login-flow-parent	24.4.22		N/A
com.vaadin	vaadin-login-flow-parent	24.4.3		N/A
com.vaadin	vaadin-login-flow-parent	24.4.4		N/A
com.vaadin	vaadin-login-flow-parent	24.4.5		N/A
com.vaadin	vaadin-login-flow-parent	24.4.6		N/A
com.vaadin	vaadin-login-flow-parent	24.4.7		N/A
com.vaadin	vaadin-login-flow-parent	24.4.8		N/A
com.vaadin	vaadin-login-flow-parent	24.4.9		N/A
com.vaadin	vaadin-login-flow-parent	24.5.0		N/A
com.vaadin	vaadin-login-flow-parent	24.5.1		N/A
com.vaadin	vaadin-login-flow-parent	24.5.10		N/A
com.vaadin	vaadin-login-flow-parent	24.5.11		N/A
com.vaadin	vaadin-login-flow-parent	24.5.12		N/A
com.vaadin	vaadin-login-flow-parent	24.5.13		N/A
com.vaadin	vaadin-login-flow-parent	24.5.14		N/A
com.vaadin	vaadin-login-flow-parent	24.5.2		N/A
com.vaadin	vaadin-login-flow-parent	24.5.3		N/A
com.vaadin	vaadin-login-flow-parent	24.5.4		N/A
com.vaadin	vaadin-login-flow-parent	24.5.5		N/A
com.vaadin	vaadin-login-flow-parent	24.5.6		N/A
com.vaadin	vaadin-login-flow-parent	24.5.7		N/A
com.vaadin	vaadin-login-flow-parent	24.5.8		N/A
com.vaadin	vaadin-login-flow-parent	24.5.9		N/A
com.vaadin	vaadin-login-flow-parent	24.6.0		N/A
com.vaadin	vaadin-login-flow-parent	24.6.1		N/A
com.vaadin	vaadin-login-flow-parent	24.6.2		N/A
com.vaadin	vaadin-login-flow-parent	24.6.3		N/A
com.vaadin	vaadin-login-flow-parent	24.6.4		N/A
com.vaadin	vaadin-login-flow-parent	24.6.5		N/A
com.vaadin	vaadin-login-flow-parent	24.6.6		N/A
com.vaadin	vaadin-login-flow-parent	24.6.7		N/A
com.vaadin	vaadin-login-flow-parent	24.6.8		N/A
com.vaadin	vaadin-login-flow-parent	24.6.9		N/A
com.vaadin	vaadin-login-flow-parent	24.7.0		N/A
com.vaadin	vaadin-login-flow-parent	24.7.1		N/A
com.vaadin	vaadin-login-flow-parent	24.7.2		N/A
com.vaadin	vaadin-login-flow-parent	24.7.3		N/A
com.vaadin	vaadin-login-flow-parent	3.0.0		N/A
com.vaadin	vaadin-login-flow-parent	3.1.0		N/A
com.vaadin	vaadin-login-flow-parent	4.0.0		N/A
com.wada811.lifecycledispose	lifecycledispose3	4.0.0		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.0.0		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.0.0-M.4		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.0.0-M.5		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.0.0-RC.1		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.1.0		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.1.1		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.10.0		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.10.1		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.11.0		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.11.1		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.12.0		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.12.1		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.13.0		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.13.1		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.13.2		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.13.3		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.14.0		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.2.0		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.3.0		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.4.0		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.5.0		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.6.0		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.7.0		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.8.0		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.8.1		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.9.0		N/A
com.webcohesion.enunciate	enunciate-examples-cxf-full	2.9.1		N/A
com.worldpay.api.commons	worldpay-common-utils	0.0.10		99d7368cb53d68f2d88be72d030cf738752cfd2c
com.worldpay.api.commons	worldpay-common-utils	0.0.11		fe8ca3369b00a27399a29ae7c116da6f099bafe4
com.worldpay.api.commons	worldpay-common-utils	0.0.12		374a5519741256bee85ff3a53bb43bc1e189dfdd
com.worldpay.api.commons	worldpay-common-utils	0.0.13		892c92e88e8a97eb60189550360239c4f54713bb
com.worldpay.api.commons	worldpay-common-utils	0.0.14		fe4f615b4be2a84cdd1ff35aa29d6dfb85723dba
com.worldpay.api.commons	worldpay-common-utils	0.0.15		b575b5f38efd984bbd2584c3435797cae2cbe13c
com.worldpay.api.commons	worldpay-common-utils	0.0.16		1fd4fe053a950673239839fe0925111de22b2b3c
com.worldpay.api.commons	worldpay-common-utils	0.0.8		5e9a308ae23dec55b74df9bd7b411dbf1e713bc4
com.worldpay.api.commons	worldpay-common-utils	0.0.9		49ff33468eb75ff5bc2b0706287b2b2862667da9
com.worldpay.api.commons	worldpay-common-utils	0.1.0		fe748ae926f6692eecfbf43e95bc60aac41d22dc
com.worldpay.api.commons	worldpay-common-utils	0.1.1		41be1cfb62f304deafb99035139f79277ee8b002
com.worldpay.api.commons	worldpay-common-utils	0.2.0		fbcee3ce4210d80fef78fa0bcacd929d780a9243
com.worldpay.api.commons	worldpay-common-utils	0.3.0		46f8b652302faec5590a09fc3e424cc108ace67f
com.zeoflow	eyejet-annotation	1.0.0		ee48418e5a10eaa483d261960c9a8682d9750bd5
com.zeoflow	eyejet-annotation	1.0.1		f698cdeaf65aa2ba341a4e144a4e729490b2026a
com.zeoflow	eyejet-annotation	1.0.2		b4a25d2ceb05604969ca8c35c76a1bd3fac571b1
com.zeoflow	eyejet-annotation	1.0.3		2b22562345b28449f861e3d62b015bd2ae16dd91
de.jensklingenberg.ktorfit	ktorfit-lib-ktor-3.0.0-tvosx64	2.1.0		N/A
de.jensklingenberg.ktorfit	ktorfit-lib-ktor-3.0.0-tvosx64	2.1.0	metadata	730fb7a1a81fb1782e853e226482fa286992afa2
dev.icerock.moko	network-errors-android	0.14.0		N/A
dev.icerock.moko	network-errors-android	0.14.1		N/A
dev.icerock.moko	network-errors-android	0.14.2		N/A
dev.icerock.moko	network-errors-android	0.15.0		N/A
dev.icerock.moko	network-errors-android	0.15.1		N/A
dev.icerock.moko	network-errors-android	0.15.2		N/A
dev.icerock.moko	network-errors-android	0.16.0		N/A
dev.icerock.moko	network-errors-android	0.17.0		N/A
dev.icerock.moko	network-errors-android	0.18.0		N/A
dev.icerock.moko	network-errors-android	0.19.0		N/A
dev.icerock.moko	network-errors-android	0.20.0		N/A
dev.icerock.moko	network-errors-android	0.20.1		N/A
dev.icerock.moko	network-errors-android	0.21.0		N/A
dev.icerock.moko	network-errors-android	0.21.1		N/A
dev.icerock.moko	network-errors-android	0.21.2		N/A
dev.whyoleg.cryptography	cryptography-apple-macosarm64	0.1.0		N/A
dev.whyoleg.cryptography	cryptography-apple-macosarm64	0.1.0	metadata	3a9cf76d260b9b84ad22f99821c9b794363d5804
garden.ephemeral.math	komplex-tvossimulatorarm64	1.0.0		N/A
garden.ephemeral.math	komplex-tvossimulatorarm64	1.0.0	metadata	9433ad9cf9face8cb58005ec4023bf2c5825e0be
io.agora.rtc	full-basic	4.4.0		N/A
io.burkard	aws-cdk-scala-resiliencehub_2.12	0.4.0		119de0a6f44db572a76b46c8a343deca06018b53
io.burkard	aws-cdk-scala-resiliencehub_2.12	0.4.1		d59d16c135099b7f6f0f98f88808f68e89fdc18a
io.burkard	aws-cdk-scala-resiliencehub_2.12	0.5.0		925a61a5d61c8388c7dac3ea47efd40be218a535
io.github.a466350665	smart-stage-core	1.0.0		a525bad5ac0fbd3b3a974ecf4d1c88307b146149
io.github.cossme	grinder-swing-console	3.13		747cc1db50b5c50a867ae910cf2f6e8c68fd963c
io.github.cossme	grinder-swing-console	4.0.0		083a64e29f8693d51ec3ae1ff6af2ac7cf0b3871
io.github.dunpju	jgen	1.0.0		9fc5b70cd278d99e8bdbeda30cd7285b1349ae71
io.github.dunpju	jgen	1.0.1		58e682691f5e297048ae6fb510ebf717be53ab4a
io.github.dunpju	jgen	1.0.10		c1a3fac3a949280437249206b47686246b756b82
io.github.dunpju	jgen	1.0.11		acc12a32284be86aedb379da681aaf5a7cb2e1eb
io.github.dunpju	jgen	1.0.12		fc6294bee853e660c1ede3d6478bbbfd84a38c2d
io.github.dunpju	jgen	1.0.13		14f9b69fed730141388097e4002f71f12185e67e
io.github.dunpju	jgen	1.0.14		1be3c4e799f91e87c20e430f637a5a15e1c588e0
io.github.dunpju	jgen	1.0.15		eed7811d34ffa665f0cb856e156f1ad2e43d349c
io.github.dunpju	jgen	1.0.16		e3f4b3d35343bf6445cbe7b17ecf29e551a2624b
io.github.dunpju	jgen	1.0.17		129331b828c1f1afa1eee0147ae9c0ccacc96eaf
io.github.dunpju	jgen	1.0.18		62d0cf68f03444a9a81b6dc1295f158f9f63df14
io.github.dunpju	jgen	1.0.19		f20e9a8fcfdcc856c0be63b7f0b7fdf560666d50
io.github.dunpju	jgen	1.0.2		fa6990df1503099a8fc2f0b5db62d88cec0c23fa
io.github.dunpju	jgen	1.0.20		6d7d3097716cd7f301367236367fc140b12d2e7d
io.github.dunpju	jgen	1.0.21		ba9d7922111ac788e9d36da26c1dcb6459236204
io.github.dunpju	jgen	1.0.22		1fcb5599e95c1ae3b1b837e52de1f3440288893b
io.github.dunpju	jgen	1.0.23		40cf3e6a7cdc99b5292afa56343e67e4987be18d
io.github.dunpju	jgen	1.0.24		b89e2ea105e36fc8696a66ab9b2bdb8d4aa3db9c
io.github.dunpju	jgen	1.0.25		1028e3fa500aed71b09c2b189176c6545bef7ae7
io.github.dunpju	jgen	1.0.26		b9ccf057ddb8f33e5c9f525e0a82e9a0ad65ad4e
io.github.dunpju	jgen	1.0.27		edb9cb41aa1747ac86537b7849c7908031a602ec
io.github.dunpju	jgen	1.0.28		53af02baccc02c7b343005cdf7b033d5bdbd35e3
io.github.dunpju	jgen	1.0.29		742273f29bbbb89283c6a256721bf925fd2ba878
io.github.dunpju	jgen	1.0.3		8721ba23a07988e890a1c2c51502466f530d82f8
io.github.dunpju	jgen	1.0.30		616217d0a17d9692e18f66444827a4395edc2ebb
io.github.dunpju	jgen	1.0.31		8972594249835deb7cf69f8e011f8d7d2acab257
io.github.dunpju	jgen	1.0.32		aee8b5507dee4101cfa23c0cc525eaf5782e279d
io.github.dunpju	jgen	1.0.33		7ebdb67e68f9e94ec17c0486b9fa725b98232457
io.github.dunpju	jgen	1.0.34		444815dded1b53094bf193bd9996358878771745
io.github.dunpju	jgen	1.0.35		d99c46f92d3eb2616b3067f7d7abecac03ece418
io.github.dunpju	jgen	1.0.36		77b47c00012f1cde2aac12f9ceae058ab4e2d715
io.github.dunpju	jgen	1.0.37		34a08b83b71c54183a158d040df9bef4cc75a642
