ai.h2o	h2o-classic	2.8		844e987d59df4be9ec193feda0b2db105d2601dc
com.sksamuel.elastic4s	elastic4s-http_2.12	5.4.15		8c346bcdce2ceab259e1ce24ff81a59d0daf17db
com.sksamuel.elastic4s	elastic4s-http_2.12	5.4.16		c50f38995bb7cb26011b200687e54d1bf414aeec
com.sksamuel.elastic4s	elastic4s-http_2.12	5.4.17		ccf63267f9ab1306c71d7883a916bd8bddff0f35
com.sksamuel.elastic4s	elastic4s-http_2.12	5.4.2		c91205b8b2f60fcd9bf66022fe530fb70263bd81
com.sksamuel.elastic4s	elastic4s-http_2.12	5.4.3		d1a32f159c15189e2fc2f7f2947c85531cff9083
com.sksamuel.elastic4s	elastic4s-http_2.12	5.4.4		f03fa613c8a93c86502febe95b3ac78120f1941d
com.sksamuel.elastic4s	elastic4s-http_2.12	5.4.5		c6d57cc0889d06084c14f49f9fffb2152905fbaf
com.sksamuel.elastic4s	elastic4s-http_2.12	5.4.6		9c112120fe4a0b50b48772521c3d3277c0a5fd9b
com.sksamuel.elastic4s	elastic4s-http_2.12	5.4.7		4655f6ded223ecddc5bdb754db87196ca1c325c8
com.sksamuel.elastic4s	elastic4s-http_2.12	5.4.8		ccc6baa6492ada03531827d777b20f5b5a1e06a5
com.sksamuel.elastic4s	elastic4s-http_2.12	5.4.9		e116a4353ceba0844bf9ea6d062ad246919bd8d2
com.sksamuel.elastic4s	elastic4s-http_2.12	5.5.0		42c2b668faea905de992427688c7ebdcf87fd208
com.sksamuel.elastic4s	elastic4s-http_2.12	5.5.1		87eb3a0da23d0bad4cfc69e141528847d10d8c47
com.sksamuel.elastic4s	elastic4s-http_2.12	5.5.10		ec03d2354d54344e10d7fad0f322f6f07764a455
com.sksamuel.elastic4s	elastic4s-http_2.12	5.5.11		873ad6bd54e825031496b538b2b4cd8424b39474
com.sksamuel.elastic4s	elastic4s-http_2.12	5.5.2		4177aee5cb08215c4c43927bfb5d49a22d93a9aa
com.sksamuel.elastic4s	elastic4s-http_2.12	5.5.3		eb5b42cf63776fbe1c68c71552e8c0c2e29d3c21
com.sksamuel.elastic4s	elastic4s-http_2.12	5.5.4		c5654fb38278a1fb9f5b6cc7e8b9922f8b853106
com.sksamuel.elastic4s	elastic4s-http_2.12	5.5.5		6976466c91c9b8163c093fe56eea568c3f5af63e
com.sksamuel.elastic4s	elastic4s-http_2.12	5.5.6		a4cbdef89ad63ad7033864f615dd3ea875c2a5eb
com.sksamuel.elastic4s	elastic4s-http_2.12	5.5.7		5a28040b7ec2df29798aadb30aa43dcc2c826875
com.sksamuel.elastic4s	elastic4s-http_2.12	5.5.8		a1084be10b3e39fe29abb42e49a0e1a035391c25
com.sksamuel.elastic4s	elastic4s-http_2.12	5.5.9		882e66a112fe453611c2ceb147566f2de4852c9a
com.sksamuel.elastic4s	elastic4s-http_2.12	5.6.0		9552e3b134de5dbb62f18a210fff75faa35350b2
com.sksamuel.elastic4s	elastic4s-http_2.12	5.6.1		a0ab2455f7b91aba60439036892e3326dd7fc661
com.sksamuel.elastic4s	elastic4s-http_2.12	5.6.10		bf73d0af4e723601bc6b9603de079e33deddb051
com.sksamuel.elastic4s	elastic4s-http_2.12	5.6.11		f1e12fb792a6710c91a80482671b19b6e87a4877
com.sksamuel.elastic4s	elastic4s-http_2.12	5.6.2		a8200edad5b2c549465d5520631718bbfe227e17
com.sksamuel.elastic4s	elastic4s-http_2.12	5.6.3		546994ca8e2bd4b1aa5d0faf395a5f8f3458ddb3
com.sksamuel.elastic4s	elastic4s-http_2.12	5.6.4		8cff338a8afc0fa6aee27937bd681924fd655751
com.sksamuel.elastic4s	elastic4s-http_2.12	5.6.5		c9ed2238d465623a055c515437e93fb9cbff67ce
com.sksamuel.elastic4s	elastic4s-http_2.12	5.6.6		1cb597fff43420094959145d5de6020c5f8e0ab1
com.sksamuel.elastic4s	elastic4s-http_2.12	5.6.7		28f2eb168a70c03ecf24f3a81025981a4bf26efd
com.sksamuel.elastic4s	elastic4s-http_2.12	5.6.8		78d6cc3e9ed94117e1d67557040529cd793c88f2
com.sksamuel.elastic4s	elastic4s-http_2.12	5.6.9		3c7d89463d08b45150ecfb1803dffe0a6726836a
com.sksamuel.elastic4s	elastic4s-http_2.12	6.0.0		770a661eff28690a2bcc144e99a07f6047b34ddb
com.sksamuel.elastic4s	elastic4s-http_2.12	6.0.0-M1		dbfb5a3c6d3517a7c583886d60c15c343c60e616
com.sksamuel.elastic4s	elastic4s-http_2.12	6.0.0-M2		eee012a98cd496c849bca2c0bc32251fc9cb084a
com.sksamuel.elastic4s	elastic4s-http_2.12	6.0.0-M3		c027b3aec6576adfb2230bb5611e80ef3f0531eb
com.sksamuel.elastic4s	elastic4s-http_2.12	6.0.0-M4		7c685a2fa215c2d9e37af39efd3d3fc619bc0543
com.sksamuel.elastic4s	elastic4s-http_2.12	6.0.0-beta2		33ae36033c99935175e373fae43dd0088c0fb4a0
com.sksamuel.elastic4s	elastic4s-http_2.12	6.0.0-rc1		3832a62169c4d457197cf34457b1f1e10a4bec07
com.sksamuel.elastic4s	elastic4s-http_2.12	6.0.1		d38a199fb417ba407ab2f1ed5848bcf5a2b23012
com.sksamuel.elastic4s	elastic4s-http_2.12	6.0.2		1e31fbc804c8fd6869b3277550e39db179fa5303
com.sksamuel.elastic4s	elastic4s-http_2.12	6.0.3		05b4f0bb88878f310882d201d0eefeca9e3d2b27
com.sksamuel.elastic4s	elastic4s-http_2.12	6.0.4		ac9d59d5162d19fe430bfccda4f843f43e314fd8
com.sksamuel.elastic4s	elastic4s-http_2.12	6.1.0		d45dcdbf9d171782599167a920f0b3f1cf147a3d
com.sksamuel.elastic4s	elastic4s-http_2.12	6.1.1		15156496639afbcfbdafe432ec1b5a55d0986d68
com.sksamuel.elastic4s	elastic4s-http_2.12	6.1.2		be77a16526bf9abe77b944084f35df718f215e23
com.sksamuel.elastic4s	elastic4s-http_2.12	6.1.3		8c93485f19907d6bd9dfd8401e9e21d101788ae0
com.sksamuel.elastic4s	elastic4s-http_2.12	6.1.4		1547f4b832c754c6d4f37158913b97f60bfefaf4
com.sksamuel.elastic4s	elastic4s-http_2.12	6.2.1		9c0ac2a1b1adfbd3251c4da89d48503c5bff45bb
com.sksamuel.elastic4s	elastic4s-http_2.12	6.2.10		234ed0a61de9c09903390816ff8d29695924a60e
com.sksamuel.elastic4s	elastic4s-http_2.12	6.2.11		14697fbba13eaf5123bcbfd4a12696e3d8c0ce85
com.sksamuel.elastic4s	elastic4s-http_2.12	6.2.12		78e657d06de079492d91dfe20db7f87d98ac45d4
com.sksamuel.elastic4s	elastic4s-http_2.12	6.2.2		1ee6499f3c154691e408a1fcd5a542bde6fdd2a5
com.sksamuel.elastic4s	elastic4s-http_2.12	6.2.3		8887c1ccf00970db340c3014488e07cb19303fe7
com.sksamuel.elastic4s	elastic4s-http_2.12	6.2.4		f713404907b9cf30849b06dfe0a5d17428d616af
com.sksamuel.elastic4s	elastic4s-http_2.12	6.2.5		565526e04748511ba35eb101cf33d30774bca126
com.sksamuel.elastic4s	elastic4s-http_2.12	6.2.6		1113fafdd98e414ed854df00a3b704480331b5c6
com.sksamuel.elastic4s	elastic4s-http_2.12	6.2.7		7807eb09b733ac144a171f8ea5029af9e6db9951
com.sksamuel.elastic4s	elastic4s-http_2.12	6.2.8		74c2c285d649594cb00779059d62592cecf25256
com.sksamuel.elastic4s	elastic4s-http_2.12	6.2.9		1552291cacde6d8772a847e15b0076dfa428f2d8
com.sksamuel.elastic4s	elastic4s-http_2.12	6.3.0		7d19579592b8b3175d2f3b6e98c357d8d54a189a
com.sksamuel.elastic4s	elastic4s-http_2.12	6.3.1		d3fefdd903e41bf92808735d069d68c152703d10
com.sksamuel.elastic4s	elastic4s-http_2.12	6.3.10		5bddddcc0467c4d07fd78ca3966ef97f42d71a5d
com.sksamuel.elastic4s	elastic4s-http_2.12	6.3.2		848b73e6146fcbe95e8c678563aba0186a2a0e29
com.sksamuel.elastic4s	elastic4s-http_2.12	6.3.3		8e1d9e1738e5e95353a1d4a5517a947d23759c6f
com.sksamuel.elastic4s	elastic4s-http_2.12	6.3.4		15ad59f3b6fe95a18bbe433be7ec1adfc73c355a
com.sksamuel.elastic4s	elastic4s-http_2.12	6.3.5		7c0dea92ce260a7fbe7439aa34bb789f00407e91
com.sksamuel.elastic4s	elastic4s-http_2.12	6.3.6		c41488ec5ff05d9b8cf2deaac73c7e64daf1667d
com.sksamuel.elastic4s	elastic4s-http_2.12	6.3.7		a6f2968359011356489b53de36473b2a152df5ff
com.sksamuel.elastic4s	elastic4s-http_2.12	6.3.8		27c1b942398897a09bd4d7cc62fce2189a2d9d5a
com.sksamuel.elastic4s	elastic4s-http_2.12	6.3.9		83994a9a57b535aa613e1812d449ce5529c930a4
com.sksamuel.elastic4s	elastic4s-http_2.12	6.4.0		daba1d283d1027ece0fb69bbf28edcc310b88323
com.sksamuel.elastic4s	elastic4s-http_2.12	6.5.0		5475943aaea07f4439f0b2bcbf4aa8cecfda907a
com.sksamuel.elastic4s	elastic4s-http_2.12	6.5.1		6f539e0b3c5be75dc44ca234dca1419599308a41
com.sksamuel.elastic4s	elastic4s-http_2.12	6.5.2		1a3fc79983c44551f3cc9e26c14120186ed62431
com.sksamuel.elastic4s	elastic4s-http_2.12	6.5.3		4552a0dfe3a2d372ec4abaf8253a89f94c05a013
com.sksamuel.elastic4s	elastic4s-http_2.12	6.5.4		9b5bffa2bb3011d43b4241f95c9d792f3097a3ec
com.sksamuel.elastic4s	elastic4s-http_2.12	6.5.5		ded5f3a1500e857c736e8ef3f0659d10a0e5417d
com.sksamuel.elastic4s	elastic4s-http_2.12	6.5.7		e457bc7f742b3ebf4a96876da45161dea8038d7d
com.sksamuel.elastic4s	elastic4s-http_2.12	6.6.0		7c0225e928fe137d38d395a5a227b8fdf908e336
com.sksamuel.elastic4s	elastic4s-http_2.12	6.6.2		768cd74a6bac2a770664ab7c27961b9ec3b59b7e
com.sksamuel.elastic4s	elastic4s-http_2.12	6.6.3		77cc5410693edab890ecdce9c51c039d355874f2
com.sksamuel.elastic4s	elastic4s-http_2.12	6.6.4		b5d563d52e8c192ec0f94ba3a4261a39749bd248
com.sksamuel.elastic4s	elastic4s-http_2.12	6.7.0		ac668826f21d0d41336515bf1773fbf66356042a
com.sksamuel.elastic4s	elastic4s-http_2.12	6.7.1		5284a4d54c254fb0761ed66a75f96d661bdf887f
com.sksamuel.elastic4s	elastic4s-http_2.12	6.7.2		d8ae9f4094964bd456d935cb2244eddb4345f1ff
com.sksamuel.elastic4s	elastic4s-http_2.12	6.7.3		09ae804a138fc3276120171179250fb8877d1b32
com.sksamuel.elastic4s	elastic4s-http_2.12	6.7.4		440a5a67dceb1da7c8d41213f0d31e71fe90be04
com.sksamuel.elastic4s	elastic4s-http_2.12	6.7.5		1d76fc67284b0d52d312a9d63bafdc026cc0305e
com.sksamuel.elastic4s	elastic4s-http_2.12	6.7.6		5ad192c4806a925f50addcbd671773bd3e9a4bc4
com.sksamuel.elastic4s	elastic4s-http_2.12	6.7.7		533dee74e4cd4a609b811ab5243677ba80785e12
com.sksamuel.elastic4s	elastic4s-http_2.12	6.7.8		6fecb4db0b2ae978e5bf411a38e27ff1719cdcbf
com.taypo	microplot	1.0.0		5bfc246996cba1041c59cdf94c9e8c04a9d6739d
com.thoughtworks.binding	bindable_sjs1_2.13	2.0.0		920aa1660affd9dd6ec43651213cb2e8f0a7f6e1
com.thoughtworks.binding	bindable_sjs1_2.13	2.0.0+23-8d013e11		1751f7af13580e85d8075d954fd0f6b8f1d93241
com.thoughtworks.binding	bindable_sjs1_2.13	2.0.0+25-69db7051		40867d5873b85d049af065ec09f81d263f056ea3
com.thoughtworks.binding	bindable_sjs1_2.13	2.0.0+26-d32e5faf		5b9e7c720907ec621eecd8becdc2563a91692005
com.thoughtworks.binding	bindable_sjs1_2.13	2.0.0+27-958a5f08		58a94e746da27225ab9227d22d7cacb97eb3eda3
com.thoughtworks.binding	bindable_sjs1_2.13	2.0.0+28-6c277229		1be5ac451b71f82059d3ca89582278fa5e2bb595
com.thoughtworks.binding	bindable_sjs1_2.13	2.0.0+29-9569b61e		bdda1569d0c2502588c1ecb77ab68d866441ee0d
com.thoughtworks.binding	bindable_sjs1_2.13	2.0.0+30-9e0fff04		7c62b5fdca70b22f4b21b04cf0dc051438785618
com.thoughtworks.binding	bindable_sjs1_2.13	2.0.0+31-f6546022		ec1a2eb7fb6df4f3b55f5731bff47c54caff6e43
com.thoughtworks.binding	bindable_sjs1_2.13	2.0.0+32-0f69ca75		12f713a3d9c2630a3b913ba0ad44a34925799ebd
com.thoughtworks.binding	bindable_sjs1_2.13	2.0.0+33-5de8c8ac		3ec37ee1267c4bf2c8bf718c50355db7be0133fb
com.thoughtworks.binding	bindable_sjs1_2.13	2.0.0-M1		2d167294e99af1d3864d0de984c8c61f7fa4d993
com.thoughtworks.binding	bindable_sjs1_2.13	2.0.0-M1+10-3bd589db		6417546e19e79a7d22fc7be2cc381a0cf0f68b60
com.thoughtworks.binding	bindable_sjs1_2.13	2.0.0-M1+12-0f58432e		c0ced397783e5592229e0e2f8687bb2ecf886051
com.thoughtworks.binding	bindable_sjs1_2.13	2.0.0-M1+13-67a275b0		b91153b698f562c7379a00f7933e2bbb7a834c75
com.thoughtworks.binding	bindable_sjs1_2.13	2.0.0-M1+13-c05f33fe		f7eabf8f57168f2a1c2f3b78497904c13b404787
com.thoughtworks.binding	bindable_sjs1_2.13	2.0.0-M1+8-83555d96		a5db5432f0d2e3cb6f9002cee8979ead88e0a27b
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.0		ba7b29e4263059e827c5f2aa1d80a9f426b23e9b
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.1		636987ff92c5b13f1bd5d97277dc1e662db5a30f
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.1+4-9edb5972		872c8608f2744dd96be847b85a071232dc4c54dc
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.1+5-689afda0		ab7b4a92b0e0ab03611ed77648be8b4ce8456aca
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.1+6-fb0b4f3e		0b73687decd5388f52dd20b39b7feff898538296
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.1+8-defbb2ba		f8eb0ea264d38b61f299f3338a760b813acfcf3c
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.2		0f6f01bac7ab62ef04baea93255c4aa534f39e34
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3		3734658b4665ff408805fba96be55715ecd47a4d
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+1-89506508		ecb1a7e0746926e7aa16d18a902a2bf0835567a9
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+11-254a12c9		5001691c5714200859d8cc6bea6a2fd6c9422e94
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+12-50d9dc88		be7277abb390e7d5006aa4d0d7942a4653399d92
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+15-d7acad54		febf213d2d048b487a33c3fb4f5dae2c1724ca83
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+17-f55a94e9		64a2f34b93c6483ae159f1f01549a3177c81eeaa
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+19-dc103609		173b85709c098af24bf8642ae635f1f108d67099
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+2-0042844e		b5c988f50877baeae128183970598d74b4f3a4ad
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+20-b8488f7a		1b56e3e71e4053f9d27a61da4c5405c3acae538e
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+25-187170ff		f605bda92ae8db6fb80cdc63a9d7b9e575f64b2c
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+26-23840019		5f0838efea664b0999a17d53235a8a93b67228b7
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+27-7c158538		7bad4b0f23cfba541f1e7adf748f977c9db32869
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+28-79122d73		25d401ae867673c733fa284bbaa41ac5da985019
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+29-476c3dd1		a3c2df1276182dd66a4cc72a52c88971f6e499b1
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+3-f9b6eb7e		b8abd6f5ec681b533bf7aabc5a324fc853a74bf7
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+30-a4cb327c		380994eaf81932dc399d3844886a85d8f3dedc67
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+31-1ca2d3b3		8893dac386470985e6832e727f122113d2597861
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+36-f691f3b9		7356399b3ae289955e5450d4300820bc238daeb8
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+64-70a9807a		1e88a2b006d51e0cc2444fc34d041c5cc8dd1332
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+65-b16fac19		11f953b4e0215756a10721003f7ad3b0a35a465e
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+66-bf5f9d32		24e582c32e56a91936bfd4cbd215d2cde1a8e311
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+74-40790750		060f78129b96f08e56b2e33bf4a3c50cec47edd2
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+75-8b6118d2		fccdc096966f6fae3e6ddd8cc53e03d4f8abbf97
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+75-a18a9b3e		38d62c5b0655327c80581a866f01669fef9cb761
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+76-2b461e9c		9e1169893222525eeae737a8cb055a34c9599d9f
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+76-44eca958		3d61d27901843f528534126721061773400078bd
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+76-8ab4065d		d9436e13faf4b40635c37a1970c0778ca05420f0
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+77-339ea679		716aa4af9e548298e2fc45e9b82f0c8916dab5ec
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+77-9cddc8b5		c6a32b5afd3d380862b9310af4cacba84642f982
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+79-365b2d1a		1b83829dd2b52628fdf7fb73bc499051b5961396
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+80-9b5eceb5		298a3c5800e9af49f18073dd3d89ea501aef2e77
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+81-8ac54bf7		98c1604a11ca435ce3a35166c1ce4a16f67295f1
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+82-18eed2a6		7a386db064439982ded012966b9971dc7969015b
com.thoughtworks.binding	bindable_sjs1_2.13	2.1.3+87-8b4d12f0		fa0f44016c80b69bcde0ff3b1e29a2e07776e2f9
com.thoughtworks.binding	bindable_sjs1_2.13	2.2.0		535e3e70216e5fe26874cc8ca3788b3ba9c8324b
com.thoughtworks.binding	bindable_sjs1_2.13	3.0.0		4395922dc72ef24a0bd1f38abe923c4954f67d5a
com.thoughtworks.binding	bindable_sjs1_2.13	3.0.0+2-f838ff4e		9441be97debf360f29105dfacd046a80e6f4a4e4
com.thoughtworks.binding	bindable_sjs1_2.13	3.0.0+66-04982f93		58c4553c8021654dfa9bda9e2aedded57b64c1b7
com.thoughtworks.binding	bindable_sjs1_2.13	3.0.0+67-e349bc8e		9538dce99f0877d94c7f14f6760807396d431fbd
com.thoughtworks.binding	bindable_sjs1_2.13	3.0.0+69-b96c9feb		99ed16d6847b575da8b1e596e669661930f73437
com.thoughtworks.binding	bindable_sjs1_2.13	3.0.0+70-10018638		091c3ae2bd9fd1f2b5b0d0c6e46897c995d00701
com.thoughtworks.binding	bindable_sjs1_2.13	3.0.0+72-79813a3b		6e9e94ac1ff33d2c39f861ef4a070b8a36269173
com.thoughtworks.binding	bindable_sjs1_2.13	3.0.0+73-8174fc50		3185f13e0accd6d5927b2b4c2164893f5de0175a
com.thoughtworks.binding	bindable_sjs1_2.13	3.0.0+74-ec164087		e9ea1157ef742a7fa381153a805051f35836db6a
com.thoughtworks.binding	bindable_sjs1_2.13	3.0.0+75-6931a028		52d639615400405a3c201541958433f15b7b6df9
com.thoughtworks.binding	bindable_sjs1_2.13	3.0.0+76-d18ddd86		e0cedad0d173cf5921b6a256460e73f9af5ae915
com.umeng.umsdk	umneg-common	9.3.8		dd96787130f3d9b270dedc18f12f80bab2b1c040
cz.encircled	joiner-spring	0.1		c953b02e503a6d1ed500b6d356731b3915aa1880
cz.encircled	joiner-spring	0.2		7408b7c95e25889214918b5ad687128ea7a07929
cz.encircled	joiner-spring	0.2.1		c8d64567edb30297b650ddfd4d058fbe47f5aa6b
cz.encircled	joiner-spring	0.2.10		f6aaec16d2186c1972d6afc5a622c569cad1244f
cz.encircled	joiner-spring	0.2.11		7d9954c009d478dd34cb5a391b8af4c600f5fce0
cz.encircled	joiner-spring	0.2.12		b29eaf700b4bb0cdbfc5a861abcd2ef63316e9af
cz.encircled	joiner-spring	0.2.13		21e143660dfb1bcca8eef9b04f2946f89809011a
cz.encircled	joiner-spring	0.2.14		c6a4d8c0299982acb0cb0d1ea7ea5790388b61da
cz.encircled	joiner-spring	0.2.15		7de42c199204be09ccd2564a1c5feae3fd2b388c
cz.encircled	joiner-spring	0.2.16		d2271254b91488efe799a294f4c513e8ecc33cef
cz.encircled	joiner-spring	0.2.2		863d629630ed2a804a0abc83b1a6126246e28279
cz.encircled	joiner-spring	0.2.3		e9610c36206b9ff76a1aa6e786f51652a339255e
cz.encircled	joiner-spring	0.2.4		241eee36d889112be9ad193b7d53df1f5be1bcf0
cz.encircled	joiner-spring	0.2.6		842086ab50e6a64116aefb96c0ae5fef14d3f5c5
cz.encircled	joiner-spring	0.2.7		2819582a1c5edd25348dfa06d30216a8a038b80e
cz.encircled	joiner-spring	0.2.8		81752ccacc4705b75ab0dee313dc8b89351eedea
cz.encircled	joiner-spring	0.2.9		b5ed227583b892eca44221bb7aae1ec22458cc86
cz.encircled	joiner-spring	0.3.1		a431fa1cc12347871c33421b1138f7e3af452d47
cz.encircled	joiner-spring	0.3.10		62a10890f06c144ece217db18bc23f27a73be501
cz.encircled	joiner-spring	0.3.2		2af72741e0a008fdf86b24cbc08de0688fe9ff48
cz.encircled	joiner-spring	0.3.6		dad4e7f7c425ee8dcaee79960ef4cc8886e5e571
cz.encircled	joiner-spring	0.3.8		e518bf7f2dfa3d75f1d105a497f35f43b9d69995
cz.encircled	joiner-spring	0.3.9		f42cf64c947d6248aa755e8342d488bc206a00a4
cz.encircled	joiner-spring	0.4.1		bbf52fe2f81d5ff454e15d63db7d5117c2c0d829
cz.encircled	joiner-spring	0.4.3		8ea3206da548da22b72e5510db4e8119ef6416dd
cz.encircled	joiner-spring	0.4.4		2062c08006955df2178f6e75571898a14bbdd648
cz.encircled	joiner-spring	0.4.5		30edb1cf54fd95796155920c12c68b970ff01094
cz.encircled	joiner-spring	0.4.6		3392b6efe4f52aef941fc40d6328282c4aacfb3f
cz.encircled	joiner-spring	0.4.7		4cdb5c17659a42486aa9c6c54b2d73678ef9f43c
cz.encircled	joiner-spring	1.1		255cc49b006b8ed92910685789ce707a7e6483ce
cz.encircled	joiner-spring	1.12		30e7f55eea40dc00f2bc5b260ceb550320417217
cz.encircled	joiner-spring	1.13		d315d690b887647478fc42b82b42af4922a619c7
cz.encircled	joiner-spring	1.14		455cda6b1372f93843b9f46eb89e397f0ec14120
cz.encircled	joiner-spring	1.15		6d90d4288f5502de5ca8a7f57f408840e4d3eb77
cz.encircled	joiner-spring	1.16		54a1e7bf6a4b9106d10d1600f4022d1ff305713c
cz.encircled	joiner-spring	1.17		e339794c2ca0a5231421721726c4dc874aaec389
cz.encircled	joiner-spring	1.18		36fa55586d96f5562d9695610bbd5952e054f3ff
cz.encircled	joiner-spring	1.19		0415688a2a0ed92e1bf7f0472891cd4d3ce18580
cz.encircled	joiner-spring	1.2		b203ed2fa64e67fc1908c650bfbca099097f3b1e
cz.encircled	joiner-spring	1.20		a445693d11ce8f5f4fa80442bfa94615b03aaa8c
cz.encircled	joiner-spring	1.21		5f5f1ca86c217a4be1688336f4937aa0a630e3f6
cz.encircled	joiner-spring	1.22		542e2ec67fb90a393658bf8b76ad5f684934ae0e
cz.encircled	joiner-spring	1.5		27a26ddf8bde20c896f4001072311b6570879b30
cz.encircled	joiner-spring	1.6		245e43394b9602353e16e80e16b9c97504d65a47
de.dentrassi.camel.milo	camel-milo	0.1.0		4bc54b292d1a7d46538dc467ff2fb52ac3ad05c0
de.dentrassi.camel.milo	camel-milo	0.1.1		03554fce2d2dab0bf616b19ce0f2e15096025696
de.dentrassi.eclipse.neoscada.utils	org.eclipse.scada.utils.ecore.validation	0.3.0		b65901910887b3930dbf346d98bf3ad2e1dad68c
de.golfgl.gdxpushmessages	gdx-pushmessages-ios-apn	0.0.1		4f74e8ece3920551df2f385554ff3c7298841a0d
de.golfgl.gdxpushmessages	gdx-pushmessages-ios-apn	0.0.1	library	4f74e8ece3920551df2f385554ff3c7298841a0d
de.golfgl.gdxpushmessages	gdx-pushmessages-ios-apn	0.1.0		0b5e886b197aaad845a42a05c9655625fe8a0e85
de.golfgl.gdxpushmessages	gdx-pushmessages-ios-apn	0.1.0	library	0b5e886b197aaad845a42a05c9655625fe8a0e85
de.golfgl.gdxpushmessages	gdx-pushmessages-ios-apn	1.0.0		1258dc2223e0db205f8694ab2741b2fe96272f65
de.golfgl.gdxpushmessages	gdx-pushmessages-ios-apn	1.0.0	library	1258dc2223e0db205f8694ab2741b2fe96272f65
dev.galasa	dev.galasa.cicsts.ceda.manager	0.13.0		3a9bd180629bcf7629a3e5158883455b5a778c5c
dev.galasa	dev.galasa.cicsts.ceda.manager	0.14.0		835b4f87f8f9525eff74a348be02e035a25d20ca
dev.galasa	dev.galasa.cicsts.ceda.manager	0.15.0		53367fea142142e83321001e32d1044c3b78e67b
dev.galasa	dev.galasa.cicsts.ceda.manager	0.17.0		90dfec36d8389734febf6cb3e617c0c10d2e2100
dev.galasa	dev.galasa.cicsts.ceda.manager	0.21.0		2b3d169e22425057786d25ff45ff9e8713e45ff0
dev.galasa	dev.galasa.cicsts.ceda.manager	0.29.0		7ad41ce0eb0340d8395998ed1e36429b8f07a727
dev.galasa	dev.galasa.cicsts.ceda.manager	0.38.0		7d4bfe8d3f4feca657d0b17eefd5a2c1389ab295
dev.galasa	dev.galasa.cicsts.ceda.manager	0.39.0		69c35c3a9749104258b07c4418049af35c06c4e0
dev.galasa	dev.galasa.cicsts.ceda.manager	0.40.0		b454696144aa399e9b7aaff909110749ded96c32
fr.applicius	play-dok_2.10	1.0-play2.2		d7b5da39fddcaecc412a6ff22b43077a9078b204
fr.applicius	play-dok_2.10	1.0-play2.3		2b12d289cf9ac25b157ce10061ce2168795056a9
info.zhongpu	tleaf	0.1		941d5b2babddcc4d9641acfcebb71c1b99db8b61
info.zhongpu	tleaf	0.1.1		33c385f89e12699028dfccf45f0b3011ddcbcc66
info.zhongpu	tleaf	0.1.2		856b1494ed05d0970323039d0867f813b6205050
info.zhongpu	tleaf	0.1.3		80e8841307c5c6c4e0f9b3380fc3e6e6715b018c
io.github.agache41	quarkus-rest-contract	1.0.0		d7e62254cc7c22626369ea6769f7aa5e9825b081
io.github.crystal-processes	crp-bpm-sonarqube-plugin	0.0.4		c29c05e6be92a1181642a00c60c024dd4c4c786e
io.github.crystal-processes	crp-bpm-sonarqube-plugin	0.0.5		c741e92ca6a8c9c10cab3acf4572550db7302aef
io.github.crystal-processes	crp-bpm-sonarqube-plugin	0.0.6		8e802d4fe6c071865a69c739f6717e66770c8403
