aspectwerkz	aspectwerkz-nodeps-jdk14	2.0		823c730aabb6e15a283a128dea9c2ad51db7768a
com.icthh.xm.commons	xm-commons-security	1.2.4		cb9bb9a28545d11b8036a196bc983c87513fcd63
com.icthh.xm.commons	xm-commons-security	1.2.5		0ac359d45ecb475f6e3183d236232c3f75d5c931
com.icthh.xm.commons	xm-commons-security	1.2.6		5685248b0ba50a6099c0000b8a893e458dbc8510
com.icthh.xm.commons	xm-commons-security	1.2.7		149d12b2a8a7b0d07e4c49f1ddcc2727a0204df1
com.icthh.xm.commons	xm-commons-security	1.2.9		92681f1cf4eeb78b56f818081deed710fa3bf81a
com.icthh.xm.commons	xm-commons-security	2.0.0		8e73633ad6f4743840ea2c9d7013f675ca2bf40a
com.icthh.xm.commons	xm-commons-security	2.0.1		ba6a5b726ed4f8de983842d2762a20e6604760dc
com.icthh.xm.commons	xm-commons-security	2.0.10		4814e3cb354b5259af37ba9aae78e4182c725360
com.icthh.xm.commons	xm-commons-security	2.0.11		80b67e29342bd89c4d4fbd40ae90686874f1edb9
com.icthh.xm.commons	xm-commons-security	2.0.12		883629fc744f94582e1b7bd7a3568c689826ae3a
com.icthh.xm.commons	xm-commons-security	2.0.13		7482aef0648b6b1a883ab2f993a979149e4e667d
com.icthh.xm.commons	xm-commons-security	2.0.15		5e36c9a49fbb9135857ebc495ee9bc86213bd39d
com.icthh.xm.commons	xm-commons-security	2.0.16		d598bd30df3b9080dfd75536b4c4665b9ce179d5
com.icthh.xm.commons	xm-commons-security	2.0.17		75dfaffc2f6f66a1bb0fd685d171ec2e600f0801
com.icthh.xm.commons	xm-commons-security	2.0.18		aeaeaf4ecfc7063dacf5521894c74c3ece3df37b
com.icthh.xm.commons	xm-commons-security	2.0.19		ed543c02551459ff853168735bcc66272f9bb8c5
com.icthh.xm.commons	xm-commons-security	2.0.2		df3ef2fac88ad9d175476b6070771bdef826e5bc
com.icthh.xm.commons	xm-commons-security	2.0.20		f311c0ec1799ff177a7a45c5253e8852b8409e72
com.icthh.xm.commons	xm-commons-security	2.0.21		b3aef2d27dc4ae355287e99feedf04e1b7c02c39
com.icthh.xm.commons	xm-commons-security	2.0.22		7291491f44f435c584591650d36b8b4d117bcd1b
com.icthh.xm.commons	xm-commons-security	2.0.23		a89cc3ac59ecfb26b56371dcc0f20619e406aeb2
com.icthh.xm.commons	xm-commons-security	2.0.24		d7d0a0bcd9437ff7b13bb311dc9062b0a57f0df2
com.icthh.xm.commons	xm-commons-security	2.0.25		f6d68dbf3f70255e95750d9aa2bdac982aa803df
com.icthh.xm.commons	xm-commons-security	2.0.26		ce9521c2c4859ae6f718f6643a8928c250813215
com.icthh.xm.commons	xm-commons-security	2.0.27		fbd23f3020fdbded4f338c6187a0cb8982fa30a4
com.icthh.xm.commons	xm-commons-security	2.0.28		87adcb9750b182c549ec18a24a6c12a82f13246f
com.icthh.xm.commons	xm-commons-security	2.0.3		b6a64057e41f6428ff1e08d8213182a1b9b2e338
com.icthh.xm.commons	xm-commons-security	2.0.4		3a7b57b9062fc93149d6deebbf6b965274561af3
com.icthh.xm.commons	xm-commons-security	2.0.5		5702079924280e4ad2598cbc559862980c04f0cc
com.icthh.xm.commons	xm-commons-security	2.0.6		13c30d7f5cbcbd99fcd719203d2c0b0d5142757c
com.icthh.xm.commons	xm-commons-security	2.0.8		08b38fb8f039f37208c6d45ae78301302469f473
com.icthh.xm.commons	xm-commons-security	2.0.9		9a5b75620bc26eb6964a8508d0e05a200a14ce24
com.icthh.xm.commons	xm-commons-security	2.1.0		485955b5fd903d126cce0762c9e77b4fe498b652
com.icthh.xm.commons	xm-commons-security	2.1.1		18a06887c48b5f97f133a9fb1083561d7bb52419
com.icthh.xm.commons	xm-commons-security	2.1.10		a917581069767b1f0a0e5966b9e5cedb3320753d
com.icthh.xm.commons	xm-commons-security	2.1.12		00732b6a4eedd739330583ab40c15c3eb82512b9
com.icthh.xm.commons	xm-commons-security	2.1.13		c450dae77505ae82017cf5c1f40c8f0a3c450ebc
com.icthh.xm.commons	xm-commons-security	2.1.14		25f71be57d555b0a8d1cccf54670b91e1c9e7654
com.icthh.xm.commons	xm-commons-security	2.1.15		6cf299c8e5bbd813f22e432d22beb211f3211a99
com.icthh.xm.commons	xm-commons-security	2.1.16		a41f79d6aebedd47673e238e875ee0c03c8caa43
com.icthh.xm.commons	xm-commons-security	2.1.17		276af3791365fa165beccd61a4a8d5fb472216cb
com.icthh.xm.commons	xm-commons-security	2.1.18		8b390718309ca08afc341cd3f749ab24de7c8c93
com.icthh.xm.commons	xm-commons-security	2.1.19		f61d7de838b085f53b971aa634f04c043c5ec85b
com.icthh.xm.commons	xm-commons-security	2.1.2		07713a3aa501f735066cb87b192cd21e656843d5
com.icthh.xm.commons	xm-commons-security	2.1.20		969c6c5907cb77df83491594acf339ca85d5815b
com.icthh.xm.commons	xm-commons-security	2.1.21		5452c3f757e18f6d2f8ae27bcd992523c159bb95
com.icthh.xm.commons	xm-commons-security	2.1.22		a8b6ae7824ca13bbac98bf83885d29f573acc873
com.icthh.xm.commons	xm-commons-security	2.1.23		a692b8372b0f885666c787a57a079c106ce710f8
com.icthh.xm.commons	xm-commons-security	2.1.24		4dbbc0cf443aebd195f5484c50ab133a3ce9be88
com.icthh.xm.commons	xm-commons-security	2.1.25		ab4f0425040d519f16979d77ad1efa48493e31a5
com.icthh.xm.commons	xm-commons-security	2.1.27		ccd54817cfcb7864b47f478bc486953dcbb14ede
com.icthh.xm.commons	xm-commons-security	2.1.29		6646f9676a594168609f1cc1be730f3f031836b8
com.icthh.xm.commons	xm-commons-security	2.1.3		4658b36fd382d1dc93d3d86df62caedd48600d96
com.icthh.xm.commons	xm-commons-security	2.1.30		bdfe86a2f85225696abfd54f38aa1214f6a0a745
com.icthh.xm.commons	xm-commons-security	2.1.31		1be38a4cd7a6f7125a641c005c805c64aed64e26
com.icthh.xm.commons	xm-commons-security	2.1.32		5f0f1c7fcf6b75a4b47f7f73f18ed2644a7e9822
com.icthh.xm.commons	xm-commons-security	2.1.33		28fd0282aa970f1b89b884678f29258dc1752180
com.icthh.xm.commons	xm-commons-security	2.1.5		fd45f4cd897c054b96b42c38ad9666b5d9622434
com.icthh.xm.commons	xm-commons-security	2.1.6		9e483ba60227939ca8f8ee80b11b5636ec7f7c0d
com.icthh.xm.commons	xm-commons-security	2.1.9		c32158ed072965ee8a8bccadf3fb62024d72862f
com.icthh.xm.commons	xm-commons-security	2.2.0		c10ad4e930c522933f2f48802affa726b7cd7c0a
com.icthh.xm.commons	xm-commons-security	2.2.10		a99171b29a112c2e066879c914e56ecb1bbdd578
com.icthh.xm.commons	xm-commons-security	2.2.12		1abf40148722e6f13f53f6a250b17a5c419fc4e9
com.icthh.xm.commons	xm-commons-security	2.2.13		30f56b6c82de02fdfee7d33491dba9083d7f438e
com.icthh.xm.commons	xm-commons-security	2.2.14		789b2a2f256430bd8fb436d6b40dda0e326abe8f
com.icthh.xm.commons	xm-commons-security	2.2.15		01b3e551f09fe8d7fe9500352a070877e7f6da8b
com.icthh.xm.commons	xm-commons-security	2.2.17		ab058a1fe58fb4234899198ce9ce9d0f52616388
com.icthh.xm.commons	xm-commons-security	2.2.18		221555c5f10949f23dc1682e5118230ff003e713
com.icthh.xm.commons	xm-commons-security	2.2.19		061b63d3ac4818bab41a869906a00e3eedf87bf0
com.icthh.xm.commons	xm-commons-security	2.2.2		b8aabbdce730ce733d41169a2ea4b279a086dc0c
com.icthh.xm.commons	xm-commons-security	2.2.20		2a81912b4462e8d9ad2a5a1faf57d8efeb878fc4
com.icthh.xm.commons	xm-commons-security	2.2.21		664c0491ded30b213b0cc36f9ae54bdf058992d2
com.icthh.xm.commons	xm-commons-security	2.2.22		9dbbaec9eb8fc96bf18882b9e0f46e7877b853ac
com.icthh.xm.commons	xm-commons-security	2.2.23		2e05f7c9a5e20e8db95489370d853c4ae8242090
com.icthh.xm.commons	xm-commons-security	2.2.24		a34a014b9fa7f32c45f1b66317cc3c6b919dca94
com.icthh.xm.commons	xm-commons-security	2.2.25		8e3da189ffb10f258863c6bd6dfe066544bd3daf
com.icthh.xm.commons	xm-commons-security	2.2.26		0fbd1830e8421477b0f67614deb35c3d687d32ea
com.icthh.xm.commons	xm-commons-security	2.2.27		9e12ace501f10bdea8fb8b42a1b8b7d3ef2ef319
com.icthh.xm.commons	xm-commons-security	2.2.28		fdc3a459d6f6251ce3fb9ee849dac4ddbc1b7725
com.icthh.xm.commons	xm-commons-security	2.2.29		2b48b999ee0a17e360455be5674aa4fdff2fbcd1
com.icthh.xm.commons	xm-commons-security	2.2.30		6579b6e2a2235367b4b0fb52d843ebe5a4018d37
com.icthh.xm.commons	xm-commons-security	2.2.32		eb198bc0817b85a840c3f023b9a5fe3fde0e50d3
com.icthh.xm.commons	xm-commons-security	2.2.33		b9e67b3d3da5c0e202b28320d03a1e2736e95a9a
com.icthh.xm.commons	xm-commons-security	2.2.34		6f47fc4d8aa1fc8cca960d2ffb54b3a0cafbf1ae
com.icthh.xm.commons	xm-commons-security	2.2.35		8d97028d3e9ba311e4453c1c45da45590ab9400a
com.icthh.xm.commons	xm-commons-security	2.2.36		a4f9393e87254431d08e6a4fe7e4782915ba60e2
com.icthh.xm.commons	xm-commons-security	2.2.38		b9a4a851c2baf034727a8d94892c07095dd79592
com.icthh.xm.commons	xm-commons-security	2.2.4		93985d5e7058da54a9f7af424391458baaede479
com.icthh.xm.commons	xm-commons-security	2.2.40		74bed2a4680c5812c71f3950bb9fcaf1dbecd318
com.icthh.xm.commons	xm-commons-security	2.2.41		8341f96c03de3d9c0090ef08c700d4a4195c6921
com.icthh.xm.commons	xm-commons-security	2.2.42		e009b594b47e5f3d7c61dfb5aadb6cd8c0f82a52
com.icthh.xm.commons	xm-commons-security	2.2.43		ec26d98d68a9613c517246a426c5dbf2333bd797
com.icthh.xm.commons	xm-commons-security	2.2.45		e7e726bca70dd5879e51f8e7dc12740da95aa8cc
com.icthh.xm.commons	xm-commons-security	2.2.46		75baa5bd63a2052a273a9b54706df2dec7e283e2
com.icthh.xm.commons	xm-commons-security	2.2.48		2b08c71a6b518d6edd9741f7aa4ea84e78352712
com.icthh.xm.commons	xm-commons-security	2.2.49		c390ae9da98ab5aaa2d861161588553ba0c8baf8
com.icthh.xm.commons	xm-commons-security	2.2.5		ccfd918886bacd7dceca481aa2fd45de20900929
com.icthh.xm.commons	xm-commons-security	2.2.50		0d397788e783c0e9f10aa5e717dc9e03f09bd1e0
com.icthh.xm.commons	xm-commons-security	2.2.51		d1b9e2017e05a38109bd86bbcc5f99d2c3c6a95e
com.icthh.xm.commons	xm-commons-security	2.2.52		54b0e4c005f195697fd03876ef3b1aed61705505
com.icthh.xm.commons	xm-commons-security	2.2.53		59519cce87b74fcd82d0965f6fc14daf5ecd33a4
com.icthh.xm.commons	xm-commons-security	2.2.54		606122fd4861d0a15a5299bcb103b391fe4e24f8
com.icthh.xm.commons	xm-commons-security	2.2.55		f4290c6ac5d4193adbf4541a63578affac7cc884
com.icthh.xm.commons	xm-commons-security	2.2.6		c2895be3e175465d3df60c2f9ec5e4987d4dd320
com.icthh.xm.commons	xm-commons-security	2.2.7		bc11d7d8853feb2bb1c7c3add5ef2325683fe066
com.icthh.xm.commons	xm-commons-security	2.2.8		649c5017666488f492d5a951dcbf8a5a79e5fc7a
com.icthh.xm.commons	xm-commons-security	2.2.9		f71a3f23f6d1c9566d360dc2edf0ca668147e714
com.icthh.xm.commons	xm-commons-security	2.3.1		a3194694db8322f413033eb6427419e245c7c518
com.icthh.xm.commons	xm-commons-security	2.3.10		6e9ac1366fb9e47b040b36c45aefb6c1e343b3b9
com.icthh.xm.commons	xm-commons-security	2.3.11		91303086e8ced0550c6f93d130812a7290d7f528
com.icthh.xm.commons	xm-commons-security	2.3.13		ada53c4947f147faa68b1e1cf065352884209541
com.icthh.xm.commons	xm-commons-security	2.3.14		5fd26ba09d66a0c596d2e48d87476649f8c1e12c
com.icthh.xm.commons	xm-commons-security	2.3.15		05483e3563bc23dff6c51e9c995a9144311d13de
com.icthh.xm.commons	xm-commons-security	2.3.16		f350c46aa4cb78cf0a1dbb5c3c1b1fe0184c16cc
com.icthh.xm.commons	xm-commons-security	2.3.17		6ba60f4965c2e0e286771860cdff3329bef8eea1
com.icthh.xm.commons	xm-commons-security	2.3.18		43c7c7973cf835cdf9af93257c8617925eaf7e90
com.icthh.xm.commons	xm-commons-security	2.3.19		d0a0d7bc57078f9b87402ce8653cb8c697f4aee5
com.icthh.xm.commons	xm-commons-security	2.3.2		c7a139b19f10c71c4a69e0346695afae2dba9ba5
com.icthh.xm.commons	xm-commons-security	2.3.21		66debb039349908f13cebf01bac5105851c7f8f1
com.icthh.xm.commons	xm-commons-security	2.3.22		63d2a07055fd3880ffaa057e8b597fdc81b18b59
com.icthh.xm.commons	xm-commons-security	2.3.23		fc6e801351bc3c819ebfb0a1e2ae6b45f1620878
com.icthh.xm.commons	xm-commons-security	2.3.24		8c198f32497cae5d102b40ae54ca11548cbb6dd2
com.icthh.xm.commons	xm-commons-security	2.3.25		0eba191857ece00220e10ef2d95d12f563f6d703
com.icthh.xm.commons	xm-commons-security	2.3.26		4a12b337d5c447523fd4ac477cc1af9be1ad840f
com.icthh.xm.commons	xm-commons-security	2.3.27		833ddf2a0ab4d8e4a5ee7bd1885fc418f168916c
com.icthh.xm.commons	xm-commons-security	2.3.28		7f37cd6aa51ea4cb53e77d507d24cd0faa911945
com.icthh.xm.commons	xm-commons-security	2.3.29		11b1434018792d3d508dc2f43a3fc8df194299af
com.icthh.xm.commons	xm-commons-security	2.3.3		772063c81c9e14bac1eecbbbeb1d003af523e11d
com.icthh.xm.commons	xm-commons-security	2.3.30		df5cf60a0a8c47753b994fa85c8caa4f195b71e6
com.icthh.xm.commons	xm-commons-security	2.3.31		e3939d88ae32d01e35c1fbc41b3a6b227f95bf3e
com.icthh.xm.commons	xm-commons-security	2.3.32		501594204fa4a09031b2a4e8db597311e3396b75
com.icthh.xm.commons	xm-commons-security	2.3.33		a80ca945319633328af54cc34268e6b1e1e2c868
com.icthh.xm.commons	xm-commons-security	2.3.34		4672535578bc7cbfd55f1b40cec4ac0c054f9087
com.icthh.xm.commons	xm-commons-security	2.3.35		8557a61d510a65eb9a785e539bc2e8a9a40c4bf5
com.icthh.xm.commons	xm-commons-security	2.3.36		6f628b0fc22cea0f4de198f3f1f63a1d9a4e004c
com.icthh.xm.commons	xm-commons-security	2.3.37		a28a95b1b3e6188a55f649bfe60f4abe9917d32e
com.icthh.xm.commons	xm-commons-security	2.3.38		aa0feea09fb7c1a33ca8ca4401303abbacc97b0e
com.icthh.xm.commons	xm-commons-security	2.3.39		22c1ae4ecd17f0e0888d4b5833ac1456f2f00fae
com.icthh.xm.commons	xm-commons-security	2.3.4		aaabfe44b929b1966fb38d0ce47c82ac350cb806
com.icthh.xm.commons	xm-commons-security	2.3.5		6be17e36c72cbace4212ece43450e68aaf845a58
com.icthh.xm.commons	xm-commons-security	2.3.6		6618be8981ddfdfa1033cab68227ea1809730e16
com.icthh.xm.commons	xm-commons-security	2.3.7		1efee1f8b106b3d59a08a5abb455714b1054b5c1
com.icthh.xm.commons	xm-commons-security	2.3.8		8da808b898522e28df88debf30d5833a344cff83
com.icthh.xm.commons	xm-commons-security	2.3.9		97a7c5984e2d8cfec6768b6df66e6a36a9d81869
com.icthh.xm.commons	xm-commons-security	3.0.1		8c4ce9261a4830bd17fd32f41b334dc3d24a8abe
com.icthh.xm.commons	xm-commons-security	3.0.2		58c9bd16bbd79823161b9b32659439e763539d23
com.icthh.xm.commons	xm-commons-security	3.0.3		e1e9ed4ea3fbf094cf86360ce8644649d15d0904
com.icthh.xm.commons	xm-commons-security	3.0.4		46c54e26d271df77780a1d107dbb2d79f454998d
com.icthh.xm.commons	xm-commons-security	3.0.6		f97d6a2be756c6b77a53f1757c1f331749b88764
com.icthh.xm.commons	xm-commons-security	3.0.7		6e1f11ba08c52b844bff121241d274938893d958
com.icthh.xm.commons	xm-commons-security	3.0.9		5d923b9b72cf61808808acde5769a0d71824f854
com.icthh.xm.commons	xm-commons-security	3.1.0		93154511830df98fab55e120b2eeaf9949caeb6d
com.icthh.xm.commons	xm-commons-security	3.1.1		233f13acd09b6ed49879a31a34fbb8661894d164
com.icthh.xm.commons	xm-commons-security	3.1.10		67387c2ab963b327f3245c17a271ac505152e53c
com.icthh.xm.commons	xm-commons-security	3.1.2		3265a231f21c317c7aaae3c5d635e4ad44a4e30c
com.icthh.xm.commons	xm-commons-security	3.1.3		5b76e8ca4288bb980cd0dfa493b90a68584d7803
com.icthh.xm.commons	xm-commons-security	3.1.7		a1e158ac40dd47f0b71b3ff026f9f270a2ab2fae
com.icthh.xm.commons	xm-commons-security	3.1.8		2eb6551ba2235c54c92d7c1b8c855bec2bd81cc7
com.icthh.xm.commons	xm-commons-security	3.1.9		92dfa9b04b0e0a5fa5505bc7f2bdef4797848da0
com.icthh.xm.commons	xm-commons-security	3.2.0		0a20ceca4de04dd4788abdcc2e6f726b06950d34
com.icthh.xm.commons	xm-commons-security	3.2.1		13d89fb445acf5ed87841db15eb975ceda5125c4
com.icthh.xm.commons	xm-commons-security	3.2.13		95f500e6cf103dbf40836efb9122f2d468d1891e
com.icthh.xm.commons	xm-commons-security	3.2.14		3d770ae70a9f83bb097dd70637853527057d2ebb
com.icthh.xm.commons	xm-commons-security	3.2.15		5db5e54c63e086f66ea39433aa892f9e477458f3
com.icthh.xm.commons	xm-commons-security	3.2.16		8cdf1fd35c9ddb397e24e9cca7c2380373c84d69
com.icthh.xm.commons	xm-commons-security	3.2.17		7307b4101edc1b71d795543d7bba73b58da9a4ad
com.icthh.xm.commons	xm-commons-security	3.2.2		38ab90b68c25da10d7bc66b1974ad346365a03eb
com.icthh.xm.commons	xm-commons-security	3.2.3		59d32bc4c87c3d29906d199bb924e9bd0d182bd5
com.icthh.xm.commons	xm-commons-security	3.2.7		23ccf53aeb654686afb77fae13ba1c0ce7196b3e
com.icthh.xm.commons	xm-commons-security	4.0.10		75ae875e6137b99d9f15a7fb7c328fa7fcb98a6f
com.icthh.xm.commons	xm-commons-security	4.0.11		ff9d4f5484a4372230c76d3e9cae049c13f629a8
com.icthh.xm.commons	xm-commons-security	4.0.12		bb01603ba86f30a65c83f540b2c47cdc908d6ea2
com.icthh.xm.commons	xm-commons-security	4.0.14		083ac4937943dc98cc8830784f54c9649c75d088
com.icthh.xm.commons	xm-commons-security	4.0.16		c5e9b919842f2512d9c20c60a2b26f939fcf358e
com.icthh.xm.commons	xm-commons-security	4.0.17		b3dd6cdd7fe8e4a504839266f561c5f0e303f4d5
com.icthh.xm.commons	xm-commons-security	4.0.18		091815be82d090c5a31de299c547990d506a993b
com.icthh.xm.commons	xm-commons-security	4.0.20		9157c1e8a4b4afe6d5b91dea29a75a4b4d8fff3c
com.icthh.xm.commons	xm-commons-security	4.0.21		5e2b42758a474af0ea0388b1c4ae44f2182dc5bf
com.icthh.xm.commons	xm-commons-security	4.0.22		0592cdf28202d0e45c8df9ad2d87d2a226f6a980
com.icthh.xm.commons	xm-commons-security	4.0.23		0ce89a940118046121101c059b40c398e807cd71
com.icthh.xm.commons	xm-commons-security	4.0.24		b5ee6bf2aef854ee655db09fe03ac9bff26e9241
com.icthh.xm.commons	xm-commons-security	4.0.26		cd40ec9d129a3262ff61779e2d7f3bac3e0aabe4
com.icthh.xm.commons	xm-commons-security	4.0.27		38ebe3aca9ee164579a66cd4a275b08c535c565a
com.icthh.xm.commons	xm-commons-security	4.0.28		57dc90d31abf5618e98f705adde98f70c2460116
com.icthh.xm.commons	xm-commons-security	4.0.3		38a5be64691b565d0a6049833bb23100ef73165f
com.icthh.xm.commons	xm-commons-security	4.0.30		fc146f977dced73502c857a42b7bcce86a73d1d0
com.icthh.xm.commons	xm-commons-security	4.0.31		c5e5925c16b65ebb120f3f628d60d37b1299d091
com.icthh.xm.commons	xm-commons-security	4.0.32		56e7bc2421ad7fde9be3cbcf67ce4145da109b36
com.icthh.xm.commons	xm-commons-security	4.0.33		55c98880b5a3ed0b89e4ad29607bcd539d51e1e9
com.icthh.xm.commons	xm-commons-security	4.0.35		ceb81e132e32f41f21a584be373627deae74f2d6
com.icthh.xm.commons	xm-commons-security	4.0.36		db4e593b66247f9f9298a0316a96de9f307fe663
com.icthh.xm.commons	xm-commons-security	4.0.37		1373312b44707465582fee611d95790bfe00977e
com.icthh.xm.commons	xm-commons-security	4.0.38		a44ebfe376ff3d03ad9cadbb220bf5e5b925b894
com.icthh.xm.commons	xm-commons-security	4.0.39		5778a7538a621b6af7009596d5b0d58aa9285c1e
com.icthh.xm.commons	xm-commons-security	4.0.4		ed81f1b34fba91aebb564ec265ec79901dd50c63
com.icthh.xm.commons	xm-commons-security	4.0.6		b0e89c941b63a82464945269fdefb9dca3f06f40
com.icthh.xm.commons	xm-commons-security	4.0.9		b5784907800a47d5c2c394a81bebc4cd12ff624d
com.ikingtech.framework	sdk-pay-api	1.1.1		5e301e1fe2546cf11f74cc8301a1f7c40725806e
com.ikingtech.framework	sdk-pay-api	1.1.10		1506614befb5f8ac3036a3267ab4a381cf99604f
com.ikingtech.framework	sdk-pay-api	1.1.2		098da4aaab7fca2d2327d619ed558538d0c32bda
com.ikingtech.framework	sdk-pay-api	1.1.3		9c121039fc84cd7ade3890df102eebdc01b6cc05
com.ikingtech.framework	sdk-pay-api	1.1.4		25495e56b1e35952dfb2d87bb7fae666dd303376
com.ikingtech.framework	sdk-pay-api	1.1.5		2dca349ed54cb1b49cc52887b0d335014bad2086
com.ikingtech.framework	sdk-pay-api	1.1.6		fbbb6897418ac1031fd5605ccce0b6ed07565777
com.ikingtech.framework	sdk-pay-api	1.1.7		206f45a4233938d970bce1d802e92aeca43fb750
com.ikingtech.framework	sdk-pay-api	1.1.8		f50dc0f233ff721f860655a6d71939f63bd3e5d6
com.ikingtech.framework	sdk-pay-api	1.1.9		bc3424023a2eeb7b505b7618292f0263ca490ace
com.jamcracker.jifs	jit-core	1.0-BETA		ea678f09d8ea503e0ea4963b62c1bbcc51f1fda8
com.jamcracker.jifs	jit-core	1.0.1-BETA		16eec0d7f798d01d026837c2ab8b332ddf5b7f99
com.jamcracker.jifs	jit-core	1.2		ffa97ed98cd874fc8c3ca379ac98722af9771fe1
com.jtmcode	jtmcode_lib	1.0.1		f51b2658d11e830128cf3a760b98e5838c05b09e
com.klinkerapps	badged_imageview	1.0.0		N/A
com.klinkerapps	badged_imageview	1.0.1		N/A
com.klinkerapps	badged_imageview	1.0.2		N/A
com.klinkerapps	badged_imageview	1.0.4		N/A
com.klinkerapps	badged_imageview	1.0.5		N/A
com.magusdevops.avro4k	gradle-plugin	0.30.0.RC4		aa23460719f28b25c75cdc45a20a2e54b00252f5
com.magusdevops.avro4k	gradle-plugin	0.30.0RC3		955fd1548b3939078d64011db9f6c5ea2ebe2765
com.nbottarini	asimov-kotlin-extensions	1.0		044bfc6813de9902226af53c20e8f069c0f87d5b
com.nbottarini	asimov-kotlin-extensions	1.0.1		02c73fb99636a865f4d6b4b187ff1eb9007cc4eb
com.nbottarini	asimov-kotlin-extensions	1.0.2		9b13bb85b044db79491a4b7f1b6ff348167eb376
com.nrinaudo	kantan.codecs-refined-laws_sjs1_2.12	0.5.2		4e28a45059afe9d6df8c45079646de04d81449d3
com.nrinaudo	kantan.codecs-refined-laws_sjs1_2.12	0.5.3		d25fbf5aad2b4a7283ce86ad1acac10e80efdacc
com.nrinaudo	kantan.codecs-refined-laws_sjs1_2.12	0.6.0		f5da882230d48e44d0f00b86f0b2fc4be9344036
com.oliveryasuna	commons-spring	1.0.0		04d3d3d77f3c0118a8a25ad73000ab7b82fbe741
com.osinka.camel	camel-scala-extra_2.8.2	1.2.5		b0671b68b8ca768d27d43f55809c04b7c34fb29a
com.osinka.camel	camel-scala-extra_2.8.2	1.2.6		971b1742a33f35cf1acfc54dff7ca79d06957ddd
com.powersync	connector-supabase-macosx64	1.0.0		N/A
com.powersync	connector-supabase-macosx64	1.0.0	metadata	b41cf3da197f12b42c489f84f5e94647de4f8718
com.powersync	connector-supabase-macosx64	1.0.0-BETA29		N/A
com.powersync	connector-supabase-macosx64	1.0.0-BETA29	metadata	71dd47fb3362f0a85341ae52810977804edaee5a
com.powersync	connector-supabase-macosx64	1.0.0-BETA30		N/A
com.powersync	connector-supabase-macosx64	1.0.0-BETA30	metadata	954ecfcc893d9df3f49aef69765049bb7a6495b8
com.powersync	connector-supabase-macosx64	1.0.0-BETA31		N/A
com.powersync	connector-supabase-macosx64	1.0.0-BETA31	metadata	1244035b8564e20d4c572c3f5eb94172a9441d41
com.powersync	connector-supabase-macosx64	1.0.0-BETA32		N/A
com.powersync	connector-supabase-macosx64	1.0.0-BETA32	metadata	8b05ea1a7bc2c704bf973847d2dec945e5c10770
com.powersync	connector-supabase-macosx64	1.0.1		N/A
com.powersync	connector-supabase-macosx64	1.0.1	metadata	e6544c178c40cb6dc60793efe1eb0c8d886b6738
com.rackspace.cloud.api	wadl-tools	1.0.17		7378f563e84cd9c7e6b7c0253568b8c57c6cc4f2
com.rackspace.cloud.api	wadl-tools	1.0.18		bdf9dc39e35a20ed56f47e4dac0c36c800527f16
com.rackspace.cloud.api	wadl-tools	1.0.19		a0fef3b69ca3987594bd09143d093366921db613
com.rackspace.cloud.api	wadl-tools	1.0.20		3322e29e3bbba5f3f451b2d59a61f49eb7a818cf
com.rackspace.cloud.api	wadl-tools	1.0.21		7fc5c8210bfe31ba85a55f579aa0730c92b5a26c
com.rackspace.cloud.api	wadl-tools	1.0.22		1cf56b40a4a5d3729c0b283dab910984d6938146
com.rackspace.cloud.api	wadl-tools	1.0.23		3dcd2444cc892d158bdb2c7ad453a8c1c986e3c9
com.rackspace.cloud.api	wadl-tools	1.0.24		f495617fc22aa8a6933d4c8cfc47e9da0e2c8232
com.rackspace.cloud.api	wadl-tools	1.0.25		45bdbbebb329489b48d00f0fc786a9882441d316
com.rackspace.cloud.api	wadl-tools	1.0.26		7037ba384a89e6afaf81ab978e382dcfb5d02c51
com.rackspace.cloud.api	wadl-tools	1.0.27		f25ae80866bfb5c1194a55a0b44f4618351d4bc3
com.rackspace.cloud.api	wadl-tools	1.0.28		fb6f3637a7926ec72d2ca92b335450c6602c61e2
com.rackspace.cloud.api	wadl-tools	1.0.29		bfb57664cb1fd02ce45f363fc89536ade8584c95
com.skrstop.framework	components-starter-object-storage	1.2.1.20231221-RELEASE		43b236dec72f40ffab51c0c2e180250f7bc756a9
com.skrstop.framework	components-starter-object-storage	1.2.2.20240510-RELEASE		ff34abafe4ad5284f1d34ed6b6a6ed3049de93b8
com.skrstop.framework	components-starter-object-storage	1.3.1.20231221-RELEASE		4d2b69b68c988c126725f9ffbfbcb7741a199cf5
com.skrstop.framework	components-starter-object-storage	1.3.2.20240510-RELEASE		15e83f6f06292b59e02688fc172649f124f87cae
com.soywiz	korlibs-simple-watchosdevicearm64	6.0.0		N/A
com.soywiz	korlibs-simple-watchosdevicearm64	6.0.0	metadata	dbfcb1bcb7c9d5161489195f3ef4faf5d1028790
com.splendo.kaluga	test-utils-resources-js	0.5.0		N/A
com.splendo.kaluga	test-utils-resources-js	1.0.0		N/A
com.splendo.kaluga	test-utils-resources-js	1.1.0		N/A
com.splendo.kaluga	test-utils-resources-js	1.2.0		N/A
com.splendo.kaluga	test-utils-resources-js	1.2.1		N/A
com.splendo.kaluga	test-utils-resources-js	1.3.0		N/A
com.splendo.kaluga	test-utils-resources-js	1.3.1		N/A
com.splendo.kaluga	test-utils-resources-js	1.4.0		N/A
com.spotify	scio-elasticsearch8_2.12	0.11.10		9d27b5803abd55a40974458329d140c6d556aa60
