app.slyworks	navigator	1.0.0		N/A
com.tqdev.metrics	metrics-http	0.9.23		124eccd91e877c4dbffa7cad864e48f3692165a1
com.tqdev.metrics	metrics-http	0.9.24		730812f2118489aad07568b5b9fb79faa4ce9aac
com.tqdev.metrics	metrics-http	0.9.25		5867944219e356b05bae2feade807a7dc34e8aba
com.tqdev.metrics	metrics-http	0.9.26		38db3c291d0fe7aa26779549f5ff445023dbe931
com.twitter	chill-protobuf	0.10.0		60bf5db46f9256298d958693a3a754ce10370356
com.twitter	chill-protobuf	0.3.6		b21213d7fda4f7ad2749c87065424216c3d4e48c
com.twitter	chill-protobuf	0.3.6rc2		4fb9e4565ef43d547f9f2350152a0a6c5d084fe1
com.twitter	chill-protobuf	0.3.6rc3		db6977062015683cca89b3bbe4ebf39b6cc9aad5
com.twitter	chill-protobuf	0.4.0		9919aa148f2c70c8e045b7d6ae947cca7af30627
com.twitter	chill-protobuf	0.4.1		dd1723a31735bfdc5175495da382a68b223ce6e4
com.twitter	chill-protobuf	0.4.2		1edbbb724daf4e4c4c27f1c90bc4a35c1e71f093
com.twitter	chill-protobuf	0.5.0		a38a533be40b7ab118e26ebd4478326816eeb780
com.twitter	chill-protobuf	0.5.1		8df1ea49ac60f018f9848bcf637b2746eb154ff6
com.twitter	chill-protobuf	0.5.2		113047d44619aa79cbe7afe3081e77bfa10af6b3
com.twitter	chill-protobuf	0.6.0		f630bdc06a2c1a4aef87261e6e350f1d3ba3c5c9
com.twitter	chill-protobuf	0.7.0		ed934c0dddc44fb5591e6e12658fbcc4ee852b98
com.twitter	chill-protobuf	0.7.1		3213b2bb213edb66087d0326e0ac0b24e93b5488
com.twitter	chill-protobuf	0.7.2		dc4864a4f9c1d1a7ed544fe59db21efcb0ff24b6
com.twitter	chill-protobuf	0.7.3		6a77785abaf938495dd62ef9345170bf43cd20eb
com.twitter	chill-protobuf	0.7.4		02d279af1ebdcaecd3ac029908f4789a2fe8d1ca
com.twitter	chill-protobuf	0.7.5		2c3cbb4cdc8bff47fd0bfa87bec3b5bfe4733695
com.twitter	chill-protobuf	0.7.6		3938d9afd85d9a6927f76ab2cdc953a829f8f836
com.twitter	chill-protobuf	0.7.7		c53ee5adff209e40ad3e0564a22ec5fb2934d81c
com.twitter	chill-protobuf	0.8.0		ced6619adf8b74f7455769b43819abfc36651db4
com.twitter	chill-protobuf	0.8.1		ab69e86110e6a90bde0949f9b5546cb913710731
com.twitter	chill-protobuf	0.8.2		f6a1521ea1ed8f1c5f1dd36bf963bf7a78ae1cec
com.twitter	chill-protobuf	0.8.3		b3e6a6d4879601c73d2016760491a0fd307d90a0
com.twitter	chill-protobuf	0.8.4		1a96840964211356ae6c0036c676748815daad87
com.twitter	chill-protobuf	0.8.5		e39cab5caf69345a0cf9c2338a4c653cdf84a4fe
com.twitter	chill-protobuf	0.9.0		97de1eda8baebc3bb705330fc3c786683200cf3c
com.twitter	chill-protobuf	0.9.1		3a1664d291809eeccef849afdfadeccc0d267c84
com.twitter	chill-protobuf	0.9.2		a0a1a0cf431ddc79a74d9924bcbe661b13d53764
com.twitter	chill-protobuf	0.9.3		f30bb16b0138822634283df3002a94bfd4ade3fd
com.twitter	chill-protobuf	0.9.4		559baf30133d670b04829e17037507bb89836720
com.twitter	chill-protobuf	0.9.5		631e4c5707bc557b5d935d55dde102f87372f0af
com.walterjwhite.java.modules.browser.plugins.discover.modules	cli	0.0.17		4d182a983b3a2d18da7cfa16ced21ab4e83f2e7c
de.alpharogroup	phone-data-management-system	2.0.0		841969407f448aa9a0a27af581a93e8ea7cbe9a2
de.alpharogroup	phone-data-management-system	2.1.0		79945554e9dff1c66c3f81b14f14a358091c165c
de.alpharogroup	phone-data-management-system	2.2.0		1b57d12630f54585735b74946da9ea6c82191e54
de.alpharogroup	phone-data-management-system	3.0.0		943da8da9c5c5ae3550efa9c65a501ec612f0e86
de.alpharogroup	phone-data-management-system	3.0.1		8253e75c4a7203fae6c08c7d5455ec6ba2ae6934
de.alpharogroup	phone-data-management-system	3.11.0		N/A
de.alpharogroup	phone-data-management-system	3.6.0		N/A
de.tudarmstadt.ukp.dkpro.argumentation.preprocessing	de.tudarmstadt.ukp.dkpro.argumentation.preprocessing	0.0.2		205ba773918e6b9db5fed8c97338c6af7850532b
dev.galex.yamvil	runtime	0.0.1		833edd445634e95b7b64ebe2126b786fa82ae2c7
dev.galex.yamvil	runtime	0.0.2		dfbe3089e4ee2e9cf5dbc403bb60abbf71d8d180
dev.zio	zio-aws-codegurusecurity_2.12	7.21.15.1		075378b120a3f57fb77a706afe8a0e21c5360810
dev.zio	zio-aws-codegurusecurity_2.12	7.21.15.10		c4cc050a558e551a8657dafcb98ccc0dc4a48dec
dev.zio	zio-aws-codegurusecurity_2.12	7.21.15.11		fcdc256fb3c19f5689ccb6e28ad659a2bdc1f7b9
dev.zio	zio-aws-codegurusecurity_2.12	7.21.15.12		ff3ed887e30fda120ad159b298d0b4547aee1978
dev.zio	zio-aws-codegurusecurity_2.12	7.21.15.13		6fa76db9a36f9224ba3436c45569efb1a63a8464
dev.zio	zio-aws-codegurusecurity_2.12	7.21.15.15		340ae38f9d3e133d0a603dc7ac8e72bb51929e52
dev.zio	zio-aws-codegurusecurity_2.12	7.21.15.2		89f7941736e7386bdfa111cf3b2ecb57289ababe
dev.zio	zio-aws-codegurusecurity_2.12	7.21.15.3		582365a28cdf5da49cae4b12c02e2e027d5db620
dev.zio	zio-aws-codegurusecurity_2.12	7.21.15.4		6a7dc944b1a1297a8bbc9a7483e376e90a58245c
dev.zio	zio-aws-codegurusecurity_2.12	7.21.15.5		49e1fe55fe3314ad5f9a1d18b619d7c09a4872cd
dev.zio	zio-aws-codegurusecurity_2.12	7.21.15.7		25de451db81b5cc53cb66dda6153667612c30ee2
dev.zio	zio-aws-codegurusecurity_2.12	7.21.15.8		4000d4af156b5233936407051cbf59988b245dd3
dev.zio	zio-aws-codegurusecurity_2.12	7.21.15.9		9304b4f2ea594fc35fc0ddee920871d656a6e877
dev.zio	zio-aws-codegurusecurity_2.12	7.28.24.2		330750783e55de61df790b53fb427df1717c8887
dev.zio	zio-aws-codegurusecurity_2.12	7.28.26.1		afc1eb3272cde8631e62cba579b2a3c7356dc4b6
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.1		fb0138f563204e67f60e3df7122ca9b4da9f6378
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.10		5df42eb98ed8f4fa7b7441f596626b23a7430f05
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.11		a132fde4c4209bc82f32a117d0406f971a0ce254
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.12		2c2b03fe7de2beb0bf60851074dc2ce544c7b916
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.13		a7c59d8ecf5ec68eccbc35339ec02d68ef0a45a5
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.14		663033a50207caa4ebe90587bf2f3acdb5bc3efb
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.15		b20d32d7cd337eacf46ab7e48cc3ca842896b98c
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.16		9f66f92bac59323b29a5831398872c5fc19a1421
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.17		28daea000745622a826ecdaff8b2e843b2da2623
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.18		025657ab01b52498330f7c914f9b6daac388774a
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.19		fc9875e2b3e46462771526e9b6a0c0136cd554d3
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.2		f7611df765e1e64846c2f8efd1c5c9e8a14f30dd
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.3		ac8c8ca7cc6d2fa7dfa749477a847a2c80489f91
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.4		91542e0d6f33a1b62eea6825e1892d640e0ec3f6
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.5		1e9373789d32054f69cc3c815b84411205f3c6c5
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.6		320703336a2686c9dfea2765636b08e5596e0f90
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.7		da4064ef786422197726e224814281c89fdbe8ce
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.8		26d9aa2f2aeb668562c056a0fd7a85158d4758ae
dev.zio	zio-aws-codegurusecurity_2.12	7.28.29.9		a7ed6b9182f1978552d66f6ca13727c398eb1019
dev.zio	zio-aws-codegurusecurity_2.12	7.30.15.1		cb709e40d8d222b002e4ff641510d53f3916766f
dev.zio	zio-aws-codegurusecurity_2.12	7.30.15.2		7a24133c257e695707d2eb9f4cb5b3794a554c54
dev.zio	zio-aws-codegurusecurity_2.12	7.30.16.1		90d44648fc7af5871495f673956be79cb3b9919d
dev.zio	zio-aws-codegurusecurity_2.12	7.30.16.2		b7dac0a0733e29eb170b096fd8e158fea0412c3f
dev.zio	zio-aws-codegurusecurity_2.12	7.30.16.3		fd4f8487b6dfaef1796cacff53f2d30e8c0363b5
dev.zio	zio-aws-codegurusecurity_2.12	7.30.16.4		ae4305388422d822b73805945fa9ade3ec9863f4
dev.zio	zio-aws-codegurusecurity_2.12	7.30.20.1		932ceaa14bc0cddfe7c1fbfc479c4aad15043c18
dev.zio	zio-aws-codegurusecurity_2.12	7.30.22.1		d7e875e0542df46a669b146b5d6a4bba228c6132
dev.zio	zio-aws-codegurusecurity_2.12	7.30.22.2		a40a81c4f0ac5fbeab5b241cd2ec01a7d9c7bc14
dev.zio	zio-aws-codegurusecurity_2.12	7.30.23.1		8099da454f32172dde0ae74459891c0abfeaedab
dev.zio	zio-aws-codegurusecurity_2.12	7.30.24.1		ef58e6793ce592c9930f16f34f2f34d85b3a8b95
dev.zio	zio-aws-codegurusecurity_2.12	7.30.24.2		1dadd0565b6b717d388e173269626059d1a5c385
dev.zio	zio-aws-codegurusecurity_2.12	7.30.25.1		e77c045db3c5d8c2f93d553e2f5e135f02c7ff92
dev.zio	zio-aws-codegurusecurity_2.12	7.30.26.1		32971f0bfcc92b24ba636d7f6783ee0929740217
dev.zio	zio-aws-codegurusecurity_2.12	7.30.27.1		82c8bbb578339c2472db111a2a1c2a33f9c4cbb8
dev.zio	zio-aws-codegurusecurity_2.12	7.30.27.2		5406426974dc92d1effcd66d7b16e6d3a0772c97
dev.zio	zio-aws-codegurusecurity_2.12	7.30.29.1		3476de471b545e62b2003e9ce24a168cb98500bc
dev.zio	zio-aws-codegurusecurity_2.12	7.30.30.1		ab70959203b229858d7dbb161d13679a22c94f33
dev.zio	zio-aws-codegurusecurity_2.12	7.30.31.1		02410e18a164bf4d276b2920c29efe331c8bb60d
dev.zio	zio-aws-codegurusecurity_2.12	7.30.31.2		f8195903b25493c919687e6b6175ef3a52751879
dev.zio	zio-aws-codegurusecurity_2.12	7.30.32.1		5919a432cab846b61c973e37130d4e6a1fba7466
dev.zio	zio-aws-codegurusecurity_2.12	7.30.33.1		9f20ba3c6f9e1e05cebb12a53f64667cf411f03f
dev.zio	zio-aws-codegurusecurity_2.12	7.30.34.1		17726ea9916210aa868829e24ad9d61c4b2d0506
dev.zio	zio-aws-codegurusecurity_2.12	7.30.34.2		0fcfefc6f33d3bdceb10f097219e90d8d8ad0a0c
dev.zio	zio-aws-codegurusecurity_2.12	7.30.35.1		e1ab4e1e66769aa6c88eaf2c6f196ab228ff7b25
dev.zio	zio-aws-codegurusecurity_2.12	7.30.36.1		d46fa6e813772cec0ecf187173925ac25daae899
dev.zio	zio-aws-codegurusecurity_2.12	7.30.37.1		83c7d48ee7cd0f62dd1148f855c39805e1983144
dev.zio	zio-aws-codegurusecurity_2.12	7.30.38.1		01829256c9c99fe0e9950912ae04387a1940a88a
dev.zio	zio-aws-codegurusecurity_2.12	7.30.38.2		42a8adbeb72d0cd26273e3bffc86116b411462e2
dev.zio	zio-aws-codegurusecurity_2.12	7.31.0.1		208c7aad1081d2e54a4e493428b3901c23d618a0
dev.zio	zio-aws-codegurusecurity_2.12	7.31.1.1		6e18d15f3fe76d7c2c69a633490a88287909a5b8
dev.zio	zio-aws-codegurusecurity_2.12	7.31.1.3		3b706144e43fedcb0e9970a6997240fcfea1d0c0
dev.zio	zio-aws-codegurusecurity_2.12	7.31.1.4		2cdcbc9228fb481ed05e7e76dda133adea03f459
dev.zio	zio-aws-codegurusecurity_2.12	7.31.1.5		af00416f6d3352ef226b0456e719a1581c21ee36
dev.zio	zio-aws-codegurusecurity_2.12	7.31.10.1		94fb5522143d5ebdb071f75c9fd51dbdcc254bae
dev.zio	zio-aws-codegurusecurity_2.12	7.31.11.1		16f462630dc04263789cc0ef7bc2b78966fddb35
dev.zio	zio-aws-codegurusecurity_2.12	7.31.13.1		4077844b539c7c07ea8b57f37262a61189cdddd1
dev.zio	zio-aws-codegurusecurity_2.12	7.31.14.1		dbc2d8a20a32f97d4760be7c57bd292e7fc1dbe6
dev.zio	zio-aws-codegurusecurity_2.12	7.31.15.1		037fe7ddc093ea447987360b332c4cadea1f13ce
dev.zio	zio-aws-codegurusecurity_2.12	7.31.16.1		47c852bd2debc1af0284b221475016db8e9cbf4d
dev.zio	zio-aws-codegurusecurity_2.12	7.31.16.2		d2aa46f6326ab4cb6504f514766342b01d41497d
dev.zio	zio-aws-codegurusecurity_2.12	7.31.17.1		6e3dfef4e6139ec5632d8fd7ea49297fb36bef87
dev.zio	zio-aws-codegurusecurity_2.12	7.31.18.1		2eed6feefc209338f9296d51fc807a3663b0d568
dev.zio	zio-aws-codegurusecurity_2.12	7.31.19.1		f48ff7338a11801b1784f3deb46e854c9f07aa73
dev.zio	zio-aws-codegurusecurity_2.12	7.31.2.1		0ff5ab6f581dccafdb0db0a16f1ad207c1669c9b
dev.zio	zio-aws-codegurusecurity_2.12	7.31.20.1		45cd7a47f19dcaa33ba7bdf1be3ea279562be3f6
dev.zio	zio-aws-codegurusecurity_2.12	7.31.21.1		94aebc4d106fdfbd11537f3004c88efccbe8d6eb
dev.zio	zio-aws-codegurusecurity_2.12	7.31.22.1		418d675a28249d1ec4d29408acb224620dcef0a1
dev.zio	zio-aws-codegurusecurity_2.12	7.31.22.2		1db9bce740c116f3516d224204d2e4c71303a8c6
dev.zio	zio-aws-codegurusecurity_2.12	7.31.24.1		ff7bbaf817c3ac5081ec29bf0d7362d0117e7ed9
dev.zio	zio-aws-codegurusecurity_2.12	7.31.25.1		200f1427b143c49657df79da9d8c28d3d8bf7dd1
dev.zio	zio-aws-codegurusecurity_2.12	7.31.26.1		ace0d25e194371b12affab4fd1fde545073b137b
dev.zio	zio-aws-codegurusecurity_2.12	7.31.26.2		841e23c9c8ddb461abf343ba934608c9cefe18cd
dev.zio	zio-aws-codegurusecurity_2.12	7.31.27.1		ad2b8dae8c5f0bbee1d744866be0d0104e4dcc1b
dev.zio	zio-aws-codegurusecurity_2.12	7.31.28.1		51eccc71c768cf4c2ed0b95e3e1f80ca1798af13
dev.zio	zio-aws-codegurusecurity_2.12	7.31.3.1		7b48b46a2bc1a3b17f6df9cbc74d2468cbc0a5ed
dev.zio	zio-aws-codegurusecurity_2.12	7.31.30.1		e935975b0dd348f99d2083910c19d23a031f8e02
dev.zio	zio-aws-codegurusecurity_2.12	7.31.4.1		7a9acf26c5703897b4c95df08c266bb3eed80619
dev.zio	zio-aws-codegurusecurity_2.12	7.31.6.1		5e872ec6f7d30c20bf8e215db337bde9968e924f
dev.zio	zio-aws-codegurusecurity_2.12	7.31.6.2		fcd2b0353e9144e5f00601ef84d15d8336f7422e
dev.zio	zio-aws-codegurusecurity_2.12	7.31.6.3		5a99d9315ec8999497c678b3b8f0e59cfeb73968
dev.zio	zio-aws-codegurusecurity_2.12	7.31.7.1		a2e58c7857159077b2a3bf791ca46a80849df0dc
dev.zio	zio-aws-codegurusecurity_2.12	7.31.8.1		94caa9119166e8787d246480a01009815ca863a0
dev.zio	zio-aws-codegurusecurity_2.12	7.31.9.1		2290151a50d6fec1ea94e37e7d020a18eb3944bb
dev.zio	zio-aws-datapipeline_2.12	5.17.102.7		e8fda00cd3b41ad652db293e501c8cf8a9129f8a
dev.zio	zio-aws-datapipeline_2.12	5.17.102.8		cc866b087cab66768e95070e9e78407959added2
dev.zio	zio-aws-datapipeline_2.12	5.17.102.9		d2aaa0e2f4a2786e1dfd816e1fa19d5fd2f3c246
dev.zio	zio-aws-datapipeline_2.12	5.17.103.1		b0d4d7e5a308f0078f0822785841d6fcafb827e9
dev.zio	zio-aws-datapipeline_2.12	5.17.104.1		11c601cdfd11b244889c6c6e6ca34adb90d06177
dev.zio	zio-aws-datapipeline_2.12	5.17.104.10		56b8fa1dae7fce72fd7b99f56cc4f479675626c3
dev.zio	zio-aws-datapipeline_2.12	5.17.104.11		424b5bc9852800d7fb8f188d6d2aa8c5d6d490ed
dev.zio	zio-aws-datapipeline_2.12	5.17.104.12		2c40e64ab18a4d7bd64a615cedf4552662d25edd
dev.zio	zio-aws-datapipeline_2.12	5.17.104.13		9b651632d2147eb644431046174d6d85eeee73c6
dev.zio	zio-aws-datapipeline_2.12	5.17.104.2		ee320fe307ea21de7b7714363607b3df8f31021f
dev.zio	zio-aws-datapipeline_2.12	5.17.104.3		c0ab87202c6b5978ffb68d94dff5c20fdd9243cd
dev.zio	zio-aws-datapipeline_2.12	5.17.104.4		15cc7aaeb9de3a424816ef1ebfc86639a5a45243
dev.zio	zio-aws-datapipeline_2.12	5.17.104.5		0e4676cd953940bb6ef0dfb1b11a72f0121c82ff
dev.zio	zio-aws-datapipeline_2.12	5.17.104.7		e32dc4369aaa65685ed185dc2de679143309dba5
dev.zio	zio-aws-datapipeline_2.12	5.17.104.8		5c8d976126f4d33fca52fa9ebd216162ba957af0
dev.zio	zio-aws-datapipeline_2.12	5.17.104.9		d11773dc2ab8b5080f127488314bd258c3f3b98d
dev.zio	zio-aws-datapipeline_2.12	5.17.112.1		66f82a8c35fa12ed65a2c9f70c759ef4a70fa7e9
dev.zio	zio-aws-datapipeline_2.12	5.17.113.1		741d53be38c2edce6d385adeec6483f1775d6455
dev.zio	zio-aws-datapipeline_2.12	5.17.115.1		e890eb6f99ced301e0f83b83bbde35132ecd0671
dev.zio	zio-aws-datapipeline_2.12	5.17.116.1		ebfd53c7b9e768deb9d84f34d2c8c6a271cab34d
dev.zio	zio-aws-datapipeline_2.12	5.17.116.2		e6d1ff3e932296b466f5984fdfc26bd7aa3b0e31
dev.zio	zio-aws-datapipeline_2.12	5.17.121.2		a3ce221aecab2c246bd7d83535ab2a2833f790b6
dev.zio	zio-aws-datapipeline_2.12	5.17.121.3		0f66e1719672c18485c323759796d21c48aed770
dev.zio	zio-aws-datapipeline_2.12	5.17.122.1		d70b8810e3b3e7ba7071292ceecc4b7126d93b46
dev.zio	zio-aws-datapipeline_2.12	5.17.123.1		742ab4e7e03acb091eed81df8d4b3493b17ea265
dev.zio	zio-aws-datapipeline_2.12	5.17.123.2		7261d83aa95e9456b994acc7404d2093c3ff22f1
dev.zio	zio-aws-datapipeline_2.12	5.17.124.1		d1f8071371b5ca7f6097a01645236e4dc881a3bb
dev.zio	zio-aws-datapipeline_2.12	5.17.124.2		e9a79008281ebe8fdd16c5cb8c286a92480aaa03
dev.zio	zio-aws-datapipeline_2.12	5.17.124.3		1894f4f4c6e514cc95798c0955a270a8070bcd50
dev.zio	zio-aws-datapipeline_2.12	5.17.125.1		114d7b8b8cdfd3e412582ad92241eb1197833687
dev.zio	zio-aws-datapipeline_2.12	5.17.126.1		531186539eb0860a09a86a5c89d420c7b11e8ed6
dev.zio	zio-aws-datapipeline_2.12	5.17.126.2		df0ced3893ebbee1214b3f9e837c850b301b116f
dev.zio	zio-aws-datapipeline_2.12	5.17.127.1		b8e9b789f606f89e1d644367b5e55f6a74a31381
dev.zio	zio-aws-datapipeline_2.12	5.17.127.2		e8d0619efc10a1cae03f87857342e56f05b970d6
dev.zio	zio-aws-datapipeline_2.12	5.17.128.1		96143502bff4c8ba40b428fa0651ff079523766c
dev.zio	zio-aws-datapipeline_2.12	5.17.129.1		518f5d72ba5103f1847b15f5c1017bcaaff115c1
dev.zio	zio-aws-datapipeline_2.12	5.17.129.2		68b68a235bed9c47107eb231f1369c2d86b3a911
dev.zio	zio-aws-datapipeline_2.12	5.17.129.3		58348c5b95ec1f9b7f905799333d97f242e5e236
dev.zio	zio-aws-datapipeline_2.12	5.17.130.1		71326ed29b77e1fdd0d8bbdfb24e1ada7c60a85a
dev.zio	zio-aws-datapipeline_2.12	5.17.130.2		41e27b003f41e936dbcada06b2cebd5021672659
dev.zio	zio-aws-datapipeline_2.12	5.17.130.3		f91388dbfe5d4c9a4449c90a9429a0225c24a694
dev.zio	zio-aws-datapipeline_2.12	5.17.130.5		a10cff6ea2553b2db988438bd15eac10353618fb
dev.zio	zio-aws-datapipeline_2.12	5.17.130.6		b0131955981dbc1b4b69562246bad1a6afbe31c6
dev.zio	zio-aws-datapipeline_2.12	5.17.130.7		3f48407996baf17a7ab995c6a12406137075ae1c
dev.zio	zio-aws-datapipeline_2.12	5.17.130.8		4b621c2f0082193f923dee116cb08a91cac2b988
dev.zio	zio-aws-datapipeline_2.12	5.17.144.1		a2c10b190e8ef1cfe0ef20fd4b88f45bc8d84de4
dev.zio	zio-aws-datapipeline_2.12	5.17.145.1		82b6d6fcf6d6d517be7f8c4b6aa0d073a802e8cc
dev.zio	zio-aws-datapipeline_2.12	5.17.146.1		ea82c1f433fb534cee6e8d50c7a61df1edf99862
dev.zio	zio-aws-datapipeline_2.12	5.17.146.2		29a092c08206e3b280a164247bb70b438095259e
dev.zio	zio-aws-datapipeline_2.12	5.17.147.1		353d6cb262367c36c1d0d5d2cc315a23703d48a2
dev.zio	zio-aws-datapipeline_2.12	5.17.148.1		daa07a6fd30b04fd04cc529e8d1d7231d923546f
dev.zio	zio-aws-datapipeline_2.12	5.17.149.1		608b4005db2e760f77e067fe841d62229564e94e
dev.zio	zio-aws-datapipeline_2.12	5.17.150.1		0b7a9a1d27ba6ce57bfd661a16c9d19469c911f5
dev.zio	zio-aws-datapipeline_2.12	5.17.151.1		31ebd441d4dc1e6c2ce0f846cf7bcb02c229b733
dev.zio	zio-aws-datapipeline_2.12	5.17.151.2		2ec6b12962fd0e45b69b0444801027c88145089a
dev.zio	zio-aws-datapipeline_2.12	5.17.152.1		8d2b2328f25d3a6a97f2f2f83c95812d237b611f
dev.zio	zio-aws-datapipeline_2.12	5.17.153.1		a02fe56a9688654c102363dbc12f5b60da99cf84
dev.zio	zio-aws-datapipeline_2.12	5.17.153.2		af96cb6f9e57e9730ce98842757afe3998fe90d2
dev.zio	zio-aws-datapipeline_2.12	5.17.153.3		47e110073aa222745e8c5ca7758ba281988fa875
dev.zio	zio-aws-datapipeline_2.12	5.17.154.1		7a084cb5b3803b2f178e6d4b6f2dc5ac99675318
dev.zio	zio-aws-datapipeline_2.12	5.17.155.1		a509b2173d2502a67cf7e9ec300dbcfffde2ac17
dev.zio	zio-aws-datapipeline_2.12	5.17.155.2		d063f2aa1e958986038a03a06f9cc501adb1b9ec
dev.zio	zio-aws-datapipeline_2.12	5.17.157.1		8e56ccc34bdd409fc387ff514201c6e443345e5e
dev.zio	zio-aws-datapipeline_2.12	5.17.157.2		af55eab7560d8634f4f8553dd7365e6c3aaa43c5
dev.zio	zio-aws-datapipeline_2.12	5.17.158.1		9f74d461c1174bd7c4a5f45e5a401a8e965b0f96
dev.zio	zio-aws-datapipeline_2.12	5.17.158.2		7e46cb8c488fe3e39f6ddbea1220f04215628edb
dev.zio	zio-aws-datapipeline_2.12	5.17.158.3		2a65701d1511dd028685239c28a0b7ccecdc0ee8
dev.zio	zio-aws-datapipeline_2.12	5.17.158.4		b7fba40c2236d4c2ef66af5824acb20fb039bc0e
dev.zio	zio-aws-datapipeline_2.12	5.17.160.1		e84c064c5fc356211920971fef1c894bffe04d0a
dev.zio	zio-aws-datapipeline_2.12	5.17.161.1		13e66aeb175c007bc2eb0d9d731be8ea654f4b40
dev.zio	zio-aws-datapipeline_2.12	5.17.161.2		9fe19123e1370c6af7790a21e62ba995d9de2bdc
dev.zio	zio-aws-datapipeline_2.12	5.17.162.1		9244d1b3a7e630e2ab887fd614d12e6450ab4b25
dev.zio	zio-aws-datapipeline_2.12	5.17.162.2		17cb9708ca3a410260481393d9c39650d0cd5ae5
dev.zio	zio-aws-datapipeline_2.12	5.17.162.3		9374bffc78213bb551ff454a4bba73c9ce4b370b
dev.zio	zio-aws-datapipeline_2.12	5.17.163.1		d72b1c148fcb7f68fd90b4e09d223f808a7ca18a
dev.zio	zio-aws-datapipeline_2.12	5.17.164.1		055576b5c987ed6add26e0a7830cb26e92e7aa6b
dev.zio	zio-aws-datapipeline_2.12	5.17.166.1		570ec55b57d15d1c868a4db1ec98437403d2a637
dev.zio	zio-aws-datapipeline_2.12	5.17.166.2		acc68ec859a9da6152c61cf4163ab17bb1765a55
dev.zio	zio-aws-datapipeline_2.12	5.17.166.3		b923d099eee8f3cba0d08d1d54aa8f008a46abe1
dev.zio	zio-aws-datapipeline_2.12	5.17.167.1		cd07b6506715c146cef0813c623cae4fbcb91259
dev.zio	zio-aws-datapipeline_2.12	5.17.168.1		28d92f847a3c5bfe8bf1cf31fedac78744b60639
dev.zio	zio-aws-datapipeline_2.12	5.17.169.1		7536befa0739879e03c31a231106d16732e17e69
dev.zio	zio-aws-datapipeline_2.12	5.17.170.1		434948be2fa34bc2972f2a52283cc8fd18939c6a
dev.zio	zio-aws-datapipeline_2.12	5.17.171.1		d289965ec94596a9bb382f2942dc8a2a4f079cef
dev.zio	zio-aws-datapipeline_2.12	5.17.172.1		188e8f355c54351923b9c27d2dc7d30b68fa68c9
dev.zio	zio-aws-datapipeline_2.12	5.17.172.2		2a8d8c5f9574c5f0a49da92547ae0d3b9cb084e2
dev.zio	zio-aws-datapipeline_2.12	5.17.174.1		a02b57df0444b1fd3920a1fc1d73f6f28e924628
dev.zio	zio-aws-datapipeline_2.12	5.17.175.1		2c0dd6053f8f5521bcb40dcc37002a9f267f86a5
dev.zio	zio-aws-datapipeline_2.12	5.17.176.1		48e017fd8d4d11d6248b781c5705e72e48103bb5
dev.zio	zio-aws-datapipeline_2.12	5.17.176.2		5fb6921f177f23c07630931be1c4d5b407e6c2f6
dev.zio	zio-aws-datapipeline_2.12	5.17.177.1		df60f9c3f853fca3bb3f3eb5c22b03e80c05c9db
dev.zio	zio-aws-datapipeline_2.12	5.17.178.1		ec631473f9d8328108d67faf3ab65f70fe0cb8d9
dev.zio	zio-aws-datapipeline_2.12	5.17.181.1		9fc44fea84b5674bbc494badf971489167ae47ef
dev.zio	zio-aws-datapipeline_2.12	5.17.182.1		ef7f8421dbbbe834f545d47cbf1ec18f6f285ac7
dev.zio	zio-aws-datapipeline_2.12	5.17.183.1		4e5a36de2686bf2b02bedd2398f5524a89f8e1d0
dev.zio	zio-aws-datapipeline_2.12	5.17.184.1		6d40ef358fa350f81c4402c343db36498b27a365
dev.zio	zio-aws-datapipeline_2.12	5.17.186.1		dd33f15c328f9a4651b34ae1abf021d16628e87c
dev.zio	zio-aws-datapipeline_2.12	5.17.187.1		5521b03e420f3643761f085d45ea0ba9e7e30e9e
dev.zio	zio-aws-datapipeline_2.12	5.17.188.1		168f4d9c1020a1ba902d33780cf25f84ab0c4a80
dev.zio	zio-aws-datapipeline_2.12	5.17.190.1		f8aa157e6f519ac4d155864260374030e8f58347
dev.zio	zio-aws-datapipeline_2.12	5.17.190.2		51ea437c207794af16ccd6d6ad8d12fed72a07c8
dev.zio	zio-aws-datapipeline_2.12	5.17.191.2		d9ee171b2a4ab121ec2b7cbc7f4a84ca3a15bf8d
