au.net.causal.shoelaces	shoelaces-jersey-client-integration-tests	2.0		N/A
io.taig	taigless-registry-in-memory_2.13	0.11.1		358001d4289205e6cf5894ae19cf799f7ee87a87
io.taig	taigless-registry-in-memory_2.13	0.12.0		cff4fca658a6975f94f52942e00749a55ae0418c
io.taig	taigless-registry-in-memory_2.13	0.12.1		4337b1cc16d467076901d92349ee4522f09cfdd1
io.taig	taigless-registry-in-memory_2.13	0.12.10		c17b196ddcd71bab7bfb4523d2930dd2da261a1f
io.taig	taigless-registry-in-memory_2.13	0.12.2		07d02ae3884b578ae60ca03b8feb615ff66e7e70
io.taig	taigless-registry-in-memory_2.13	0.12.6		361bc6b23630949484b9c2d4d203e194e71c5e49
io.taig	taigless-registry-in-memory_2.13	0.12.8		4c9a47a860ee296e4cbcc55ad646fd44a341ca1a
io.taig	taigless-registry-in-memory_2.13	0.12.9		62b0f6148b1a9b8cfafb6e116232a863c5250d73
io.taig	taigless-registry-in-memory_2.13	0.13.0		72fcb38eefca01f7eeda82a3a740607b12873cc8
io.taig	taigless-registry-in-memory_2.13	0.13.1		0d61edba1d723401dcc3bfb6285e4819a8b192dd
io.taig	taigless-registry-in-memory_2.13	0.13.3		f593750346074847889b83c102a570b00df800e8
io.taig	taigless-registry-in-memory_2.13	0.13.5		1481f3838e7ce18c9e9fa4fdbe1e2dab5aab52c2
io.taig	taigless-registry-in-memory_2.13	0.13.6		27ff95801fd8f14858d6f6fb05072999b00b0692
io.taig	taigless-registry-in-memory_2.13	0.14.0		b8bf62c368f04c171231c9b9a5d663479e75989c
io.taig	taigless-registry-in-memory_2.13	0.14.2		8e69b1e43bf6e8a30fb0027210b4ee403dcf4a74
io.taig	taigless-registry-in-memory_2.13	0.14.3		ba24112754c6612830014d34d1c607afdb7555c0
io.taig	taigless-registry-in-memory_2.13	0.14.4		912b88ae09cfc394805613fcf3aa8ee3f726874b
io.taig	taigless-registry-in-memory_2.13	0.14.5		f5c5b60ff43c2f3a4116a8b228176ae355fe187d
io.taig	taigless-registry-in-memory_2.13	0.15.0		9b363e219889d04953f17ea55d9e159422243e59
io.taig	taigless-registry-in-memory_2.13	0.2.10		a5c58321299e67b429e509204de76857a66e00f9
io.taig	taigless-registry-in-memory_2.13	0.2.11		74c35b167f7a74eb9c3bfd279c57fd282e1b93c5
io.taig	taigless-registry-in-memory_2.13	0.2.12		f85c2de4400f0c88fde9747752e4b4a037bf60f7
io.taig	taigless-registry-in-memory_2.13	0.2.13		a9281b3f6d9ea9c58ab8342fbd9fb01875c3e5fe
io.taig	taigless-registry-in-memory_2.13	0.2.14		99aa3e84193c3ba906e5d2c7e1be5772a05e4019
io.taig	taigless-registry-in-memory_2.13	0.2.15		8d9d750ec47e36562a5bc36b28d37e2f57c69eee
io.taig	taigless-registry-in-memory_2.13	0.2.16		e1b1b275f5b793684271445cb37c38c17c311ac3
io.taig	taigless-registry-in-memory_2.13	0.2.18		9fe5ff4379fee4842870199eb9839368ade75ab3
io.taig	taigless-registry-in-memory_2.13	0.2.2		387cd04320dfbb7f324f1aae2d50af9f235bc957
io.taig	taigless-registry-in-memory_2.13	0.2.3		db8b656754473a9fbd42374086e0304a59dff739
io.taig	taigless-registry-in-memory_2.13	0.2.4		f96d21682540a7b34d2143fe8f30cec10e6cdc72
io.taig	taigless-registry-in-memory_2.13	0.2.5		eee687be40eb4c28436ce5e9692bda0705d247c9
io.taig	taigless-registry-in-memory_2.13	0.2.6		e5f17e024446020e60be23013ed420fcb606d6d4
io.taig	taigless-registry-in-memory_2.13	0.2.7		26b87a4599e6dac59506a4d978e010f41d916269
io.taig	taigless-registry-in-memory_2.13	0.2.8		e354feba5db190dcce2e3ae14b3d63ec5c321bc9
io.taig	taigless-registry-in-memory_2.13	0.2.9		9e0954aa722446e18f64407d81c447da5bf6ef8b
io.taig	taigless-registry-in-memory_2.13	0.3.0		cf6e1ad2752bca98bf2969a34682a127ba392c4d
io.taig	taigless-registry-in-memory_2.13	0.3.1		0a940393623300233d313445102ed69a8c371fd6
io.taig	taigless-registry-in-memory_2.13	0.3.2		b06923fa4c8215e8c48f20bdbaedc6a877f730d8
io.taig	taigless-registry-in-memory_2.13	0.3.3		5f43a6807c96c2975ac2325ad5e26a24b9db6929
io.taig	taigless-registry-in-memory_2.13	0.3.4		4c45c6c3c797e5064c5418ea9b31c67d7cc12585
io.taig	taigless-registry-in-memory_2.13	0.3.5		99082bd80834609894202faf622792da4944f8c5
io.taig	taigless-registry-in-memory_2.13	0.3.6		3500a20d8548bd23a35c10bfe825431a416b467f
io.taig	taigless-registry-in-memory_2.13	0.3.7		9b61b048de02e2fa0c2a48630eab78a164544910
io.taig	taigless-registry-in-memory_2.13	0.3.9		afbab4517ce323416b1009c5c58e780c4ad8c752
io.taig	taigless-registry-in-memory_2.13	0.4.1		ecd813218c955e578907b03b187e397795041489
io.taig	taigless-registry-in-memory_2.13	0.5.0		b765b4c5eec759dce8b407da18c52f9d527be1b5
io.taig	taigless-registry-in-memory_2.13	0.5.1		72c0430b8121638145195b28ad3cc879b2219668
io.taig	taigless-registry-in-memory_2.13	0.5.2		4736be817388896256c301d163fe7d53c9b0a20c
io.taig	taigless-registry-in-memory_2.13	0.5.3		f97d25b03e9f301e922cdfdd5940890a5d731f6e
io.taig	taigless-registry-in-memory_2.13	0.6.0		83856abb246d6992f4927b5f76855af2a6f1dfad
io.taig	taigless-registry-in-memory_2.13	0.6.1		6329fd3ea45acf716f9704d6a61710794ccf1610
io.taig	taigless-registry-in-memory_2.13	0.6.2		0f77a2306331e5ff3cdac1d73a785deeef7124e5
io.taig	taigless-registry-in-memory_2.13	0.6.3		583934767ca466c94ea0e02ff58b4d8520266a6c
io.taig	taigless-registry-in-memory_2.13	0.6.4		ecb6eabd308a054951a93cf052e1041eb94b1159
io.taig	taigless-registry-in-memory_2.13	0.7.0		1220110d34d7baf1665c110e5adcfd7ddb4f63d8
io.taig	taigless-registry-in-memory_2.13	0.8.0		5b19790ad686a055f269ab74424041ccc4346639
io.taig	taigless-registry-in-memory_2.13	0.8.1		9bc1583747c54662dba05be87d5c725b84f74fab
io.taig	taigless-registry-in-memory_2.13	0.8.2		e686e293708b8c894a23905bb5469272c5bfade8
io.taig	taigless-registry-in-memory_2.13	0.9.0		31ad773837297e08b10b123d259a8d46a423ae0b
io.taig	taigless-registry-in-memory_2.13	0.9.1		cde05c049b44a3f291554f226b49e881852d9eec
io.taig	taigless-registry-in-memory_2.13	0.9.2		655a3c37c70954c991d10ebc831d55f67adb62a7
io.taig	taigless-registry-in-memory_2.13	0.9.3		2c3c3fc1063ad6626729899118368b262f0e657f
it.czerwinski.android	xpresso-recyclerview	1.0		N/A
net.folivo	trixnity-serverserverapi-server	2.1.0		9f27b4f7e3b7594f11f8c928221a8a9f56d70112
net.folivo	trixnity-serverserverapi-server	2.1.1		5ddd443c132cf70a00d558a8b76e4dd8ae68d853
net.folivo	trixnity-serverserverapi-server	2.1.2		2856c051654a0beaf44486d45826755f3624cee9
net.folivo	trixnity-serverserverapi-server	2.1.3		12539c2f12c1e794772eb91f2fcf2a76cb759779
net.folivo	trixnity-serverserverapi-server	2.1.4		97b633f853e23c9f104eb4d7328bb7ed6308f137
net.folivo	trixnity-serverserverapi-server	2.2.0		15f08d2b639b05ccaa6bd3ba29b6bed5b2a5b0c1
net.folivo	trixnity-serverserverapi-server	2.2.1		3d4619f12667201eb1aef563cdb30cddde358a3b
net.folivo	trixnity-serverserverapi-server	2.2.2		70691461701ef115037633bc73e714ceb68c3a31
net.folivo	trixnity-serverserverapi-server	2.2.3		34e912222c2c4fa326fa8bc492dfc7c67c41d007
net.folivo	trixnity-serverserverapi-server	2.2.4		25c72d0ad6431c8d1664455224d49d1a7bcef057
net.folivo	trixnity-serverserverapi-server	2.3.0		729990d7cddf164c2c13d990e933fa7a984fd7a9
net.folivo	trixnity-serverserverapi-server	2.3.1		a7a2dc24ceee4b382c1d293573b6f6c878b80929
net.folivo	trixnity-serverserverapi-server	2.3.2		95574ae9fe0aff9f30bd388a1dff34da80658f96
net.folivo	trixnity-serverserverapi-server	2.3.3		25b02d32beb754cf9f2dcc00955fa9ea680390ab
net.folivo	trixnity-serverserverapi-server	2.3.4		43e59ad8e84be9069fd24c19c9fcf6a7fe449a05
net.folivo	trixnity-serverserverapi-server	2.3.5		45a04098e2bdc860c7f66dca789be389775c4c8e
net.folivo	trixnity-serverserverapi-server	2.3.6		215ce9a03a440c4b745351935d3e7d7431b3e5cf
net.folivo	trixnity-serverserverapi-server	2.3.7		2ce8a28b43b634cb9e1da37ea3e0c9589726c579
net.folivo	trixnity-serverserverapi-server	2.3.8		97a6157fceb351fad1d8549c8a1dcf371322b0fb
net.folivo	trixnity-serverserverapi-server	3.0.0		968a786ba84b106eb4c26b7ec1048322af5a4dd8
net.folivo	trixnity-serverserverapi-server	3.0.0-beta1		968a786ba84b106eb4c26b7ec1048322af5a4dd8
net.folivo	trixnity-serverserverapi-server	3.0.0-beta2		968a786ba84b106eb4c26b7ec1048322af5a4dd8
net.folivo	trixnity-serverserverapi-server	3.0.0-beta3		968a786ba84b106eb4c26b7ec1048322af5a4dd8
net.folivo	trixnity-serverserverapi-server	3.1.0		4179ce0dd1a5b82ea9ac526d276c83e70fc47b29
net.folivo	trixnity-serverserverapi-server	3.10.0		cd3d6d3cae7ef4b0413e333f07c89cee9c71088f
net.folivo	trixnity-serverserverapi-server	3.10.1		cd3d6d3cae7ef4b0413e333f07c89cee9c71088f
net.folivo	trixnity-serverserverapi-server	3.10.2		cd3d6d3cae7ef4b0413e333f07c89cee9c71088f
net.folivo	trixnity-serverserverapi-server	3.10.3		cd3d6d3cae7ef4b0413e333f07c89cee9c71088f
net.folivo	trixnity-serverserverapi-server	3.10.4		cd3d6d3cae7ef4b0413e333f07c89cee9c71088f
net.folivo	trixnity-serverserverapi-server	3.2.0		4179ce0dd1a5b82ea9ac526d276c83e70fc47b29
net.folivo	trixnity-serverserverapi-server	3.3.0		4179ce0dd1a5b82ea9ac526d276c83e70fc47b29
net.folivo	trixnity-serverserverapi-server	3.3.1		4179ce0dd1a5b82ea9ac526d276c83e70fc47b29
net.folivo	trixnity-serverserverapi-server	3.4.0		a58ba66fb967de80f19a3edeabcc273853928c12
net.folivo	trixnity-serverserverapi-server	3.4.1		a58ba66fb967de80f19a3edeabcc273853928c12
net.folivo	trixnity-serverserverapi-server	3.5.0		a58ba66fb967de80f19a3edeabcc273853928c12
net.folivo	trixnity-serverserverapi-server	3.5.1		a58ba66fb967de80f19a3edeabcc273853928c12
net.folivo	trixnity-serverserverapi-server	3.6.0		4d3e89a764230f6bb72d6c213ad02abf41a4f446
net.folivo	trixnity-serverserverapi-server	3.6.1		4d3e89a764230f6bb72d6c213ad02abf41a4f446
net.folivo	trixnity-serverserverapi-server	3.6.2		4d3e89a764230f6bb72d6c213ad02abf41a4f446
net.folivo	trixnity-serverserverapi-server	3.7.0		cd3d6d3cae7ef4b0413e333f07c89cee9c71088f
net.folivo	trixnity-serverserverapi-server	3.7.0-beta1		cd3d6d3cae7ef4b0413e333f07c89cee9c71088f
net.folivo	trixnity-serverserverapi-server	3.7.0-beta2		cd3d6d3cae7ef4b0413e333f07c89cee9c71088f
net.folivo	trixnity-serverserverapi-server	3.7.0-beta3		cd3d6d3cae7ef4b0413e333f07c89cee9c71088f
net.folivo	trixnity-serverserverapi-server	3.7.1		cd3d6d3cae7ef4b0413e333f07c89cee9c71088f
net.folivo	trixnity-serverserverapi-server	3.7.2		cd3d6d3cae7ef4b0413e333f07c89cee9c71088f
net.folivo	trixnity-serverserverapi-server	3.8.0		cd3d6d3cae7ef4b0413e333f07c89cee9c71088f
net.folivo	trixnity-serverserverapi-server	3.9.0		cd3d6d3cae7ef4b0413e333f07c89cee9c71088f
net.folivo	trixnity-serverserverapi-server	4.0.0		74108d0101006a5804c9b8e94c1998d2cdb985ac
net.folivo	trixnity-serverserverapi-server	4.0.0-RC1		74108d0101006a5804c9b8e94c1998d2cdb985ac
net.folivo	trixnity-serverserverapi-server	4.0.0-RC2		74108d0101006a5804c9b8e94c1998d2cdb985ac
net.folivo	trixnity-serverserverapi-server	4.0.0-beta1		cd3d6d3cae7ef4b0413e333f07c89cee9c71088f
net.folivo	trixnity-serverserverapi-server	4.0.1		f8900749ae27dfae2fa8927aa3ad82833540736e
net.folivo	trixnity-serverserverapi-server	4.1.0		f8900749ae27dfae2fa8927aa3ad82833540736e
net.folivo	trixnity-serverserverapi-server	4.1.1		f8900749ae27dfae2fa8927aa3ad82833540736e
net.folivo	trixnity-serverserverapi-server	4.10.0		86230cf1bec396a4bbd98449676e6cf32fe08314
net.folivo	trixnity-serverserverapi-server	4.11.0		86230cf1bec396a4bbd98449676e6cf32fe08314
net.folivo	trixnity-serverserverapi-server	4.11.1		86230cf1bec396a4bbd98449676e6cf32fe08314
net.folivo	trixnity-serverserverapi-server	4.11.2		86230cf1bec396a4bbd98449676e6cf32fe08314
net.folivo	trixnity-serverserverapi-server	4.12.0		3133455d4cd83427ef9a80f25a91477beac69883
net.folivo	trixnity-serverserverapi-server	4.12.1		ca2bb49665c6576fd10b90eac6565b04dc251320
net.folivo	trixnity-serverserverapi-server	4.12.2		ca2bb49665c6576fd10b90eac6565b04dc251320
net.folivo	trixnity-serverserverapi-server	4.12.3		ca2bb49665c6576fd10b90eac6565b04dc251320
net.folivo	trixnity-serverserverapi-server	4.13.0		ca2bb49665c6576fd10b90eac6565b04dc251320
net.folivo	trixnity-serverserverapi-server	4.13.1		ca2bb49665c6576fd10b90eac6565b04dc251320
net.folivo	trixnity-serverserverapi-server	4.13.2		ca2bb49665c6576fd10b90eac6565b04dc251320
net.folivo	trixnity-serverserverapi-server	4.13.3		ca2bb49665c6576fd10b90eac6565b04dc251320
net.folivo	trixnity-serverserverapi-server	4.13.4		ca2bb49665c6576fd10b90eac6565b04dc251320
net.folivo	trixnity-serverserverapi-server	4.13.5		ca2bb49665c6576fd10b90eac6565b04dc251320
net.folivo	trixnity-serverserverapi-server	4.14.0		ca2bb49665c6576fd10b90eac6565b04dc251320
net.folivo	trixnity-serverserverapi-server	4.14.1		ca2bb49665c6576fd10b90eac6565b04dc251320
net.folivo	trixnity-serverserverapi-server	4.14.2		1ee746813b5168f9ddedb6794c9a34f2c435d162
net.folivo	trixnity-serverserverapi-server	4.14.3		1ee746813b5168f9ddedb6794c9a34f2c435d162
net.folivo	trixnity-serverserverapi-server	4.14.4		1ee746813b5168f9ddedb6794c9a34f2c435d162
net.folivo	trixnity-serverserverapi-server	4.15.0		1ee746813b5168f9ddedb6794c9a34f2c435d162
net.folivo	trixnity-serverserverapi-server	4.15.1		1ee746813b5168f9ddedb6794c9a34f2c435d162
net.folivo	trixnity-serverserverapi-server	4.2.0		1b6ac8c7e6ea44420ff29dda1f7a3b8b2dd28f39
net.folivo	trixnity-serverserverapi-server	4.2.1		6b51b541c7abf367969f0e86b8fe96de3f1724d9
net.folivo	trixnity-serverserverapi-server	4.2.2		6b51b541c7abf367969f0e86b8fe96de3f1724d9
net.folivo	trixnity-serverserverapi-server	4.2.3		6b51b541c7abf367969f0e86b8fe96de3f1724d9
net.folivo	trixnity-serverserverapi-server	4.2.4		6b51b541c7abf367969f0e86b8fe96de3f1724d9
net.folivo	trixnity-serverserverapi-server	4.2.5		6b51b541c7abf367969f0e86b8fe96de3f1724d9
net.folivo	trixnity-serverserverapi-server	4.2.6		6b51b541c7abf367969f0e86b8fe96de3f1724d9
net.folivo	trixnity-serverserverapi-server	4.2.7		6a94b067ea6cbbc150419d3ac3ea5aaf615a490d
net.folivo	trixnity-serverserverapi-server	4.3.0		6a94b067ea6cbbc150419d3ac3ea5aaf615a490d
net.folivo	trixnity-serverserverapi-server	4.3.1		6a94b067ea6cbbc150419d3ac3ea5aaf615a490d
net.folivo	trixnity-serverserverapi-server	4.3.10		e2d7a76b56b8d9393a60a833681110a58395ffd0
net.folivo	trixnity-serverserverapi-server	4.3.11		e2d7a76b56b8d9393a60a833681110a58395ffd0
net.folivo	trixnity-serverserverapi-server	4.3.12		e2d7a76b56b8d9393a60a833681110a58395ffd0
net.folivo	trixnity-serverserverapi-server	4.3.2		6a94b067ea6cbbc150419d3ac3ea5aaf615a490d
net.folivo	trixnity-serverserverapi-server	4.3.3		6a94b067ea6cbbc150419d3ac3ea5aaf615a490d
net.folivo	trixnity-serverserverapi-server	4.3.4		6a94b067ea6cbbc150419d3ac3ea5aaf615a490d
net.folivo	trixnity-serverserverapi-server	4.3.5		6a94b067ea6cbbc150419d3ac3ea5aaf615a490d
net.folivo	trixnity-serverserverapi-server	4.3.6		6a94b067ea6cbbc150419d3ac3ea5aaf615a490d
net.folivo	trixnity-serverserverapi-server	4.3.7		6a94b067ea6cbbc150419d3ac3ea5aaf615a490d
net.folivo	trixnity-serverserverapi-server	4.3.8		6a94b067ea6cbbc150419d3ac3ea5aaf615a490d
net.folivo	trixnity-serverserverapi-server	4.3.9		6a94b067ea6cbbc150419d3ac3ea5aaf615a490d
net.folivo	trixnity-serverserverapi-server	4.4.0		e2d7a76b56b8d9393a60a833681110a58395ffd0
net.folivo	trixnity-serverserverapi-server	4.5.0		4e0734edb440ca7a144cbbd8a8b39b03e55e14ff
net.folivo	trixnity-serverserverapi-server	4.5.1		4e0734edb440ca7a144cbbd8a8b39b03e55e14ff
net.folivo	trixnity-serverserverapi-server	4.6.0		4e0734edb440ca7a144cbbd8a8b39b03e55e14ff
net.folivo	trixnity-serverserverapi-server	4.6.1		4e0734edb440ca7a144cbbd8a8b39b03e55e14ff
net.folivo	trixnity-serverserverapi-server	4.6.2		4e0734edb440ca7a144cbbd8a8b39b03e55e14ff
net.folivo	trixnity-serverserverapi-server	4.7.0		cfed969343d531f6540833a07a75d8f2da4e649c
net.folivo	trixnity-serverserverapi-server	4.7.1		cfed969343d531f6540833a07a75d8f2da4e649c
net.folivo	trixnity-serverserverapi-server	4.7.2		cfed969343d531f6540833a07a75d8f2da4e649c
net.folivo	trixnity-serverserverapi-server	4.7.3		cfed969343d531f6540833a07a75d8f2da4e649c
net.folivo	trixnity-serverserverapi-server	4.8.0		cfed969343d531f6540833a07a75d8f2da4e649c
net.folivo	trixnity-serverserverapi-server	4.8.1		cfed969343d531f6540833a07a75d8f2da4e649c
net.folivo	trixnity-serverserverapi-server	4.9.0		cfed969343d531f6540833a07a75d8f2da4e649c
net.folivo	trixnity-serverserverapi-server	4.9.1		cfed969343d531f6540833a07a75d8f2da4e649c
net.folivo	trixnity-serverserverapi-server	4.9.2		cfed969343d531f6540833a07a75d8f2da4e649c
net.java.dev.glazedlists	glazedlists_java16	1.10.0		3ad20e15e7ecf29440eb5c1d937238dca4a38874
net.kemitix.tiles	testing-tile	0.1.1		N/A
net.kemitix.tiles	testing-tile	0.2.0		N/A
net.kemitix.tiles	testing-tile	0.2.1		N/A
net.kemitix.tiles	testing-tile	0.3.0		N/A
net.liftmodules	lift-jquery-module_2-5_2.9.1-1	2.7		9e8ebe6b7fbc4ab9c0b09ff513d748cd7a7cdd09
net.thevpc.common	thevpc-common-mvn	1.1.1		4a9e3633d4d85bd6ce53b58f85e5c6840c5db8e2
net.wasdev.wlp.starters.test	provided-pom	0.0.1		N/A
net.wasdev.wlp.starters.test	provided-pom	0.0.2		N/A
net.wasdev.wlp.starters.test	provided-pom	0.0.3		N/A
net.wasdev.wlp.starters.test	provided-pom	0.0.4		N/A
net.wasdev.wlp.starters.test	provided-pom	0.0.5		N/A
net.wasdev.wlp.starters.test	provided-pom	0.0.6		N/A
net.wasdev.wlp.starters.test	provided-pom	0.1		N/A
org.apache.arrow.maven.plugins	arrow-maven-plugins	16.0.0		N/A
org.apache.arrow.maven.plugins	arrow-maven-plugins	16.1.0		N/A
org.apache.arrow.maven.plugins	arrow-maven-plugins	17.0.0		N/A
org.apache.brooklyn	brooklyn-rt-felix	0.10.0		2bee0fab0933c35581bc64123dd6c10cd8301c3d
org.apache.brooklyn	brooklyn-rt-felix	0.11.0		5a2fae1e1e04eb7a6d01ff18fcc0cad1ec65b5a2
org.apache.brooklyn	brooklyn-rt-felix	0.12.0		05be12fb8374e2efeea793934f90a5d434658556
org.apache.brooklyn	brooklyn-rt-felix	0.9.0		16bd555826a0db572249bbdeb19aa05aac61f1fc
org.apache.brooklyn	brooklyn-rt-felix	1.0.0		f04d0e2ac6b4173edef108dae8ea6d7b334c5ac8
org.apache.brooklyn	brooklyn-rt-felix	1.0.0-M1		949124868df1db586d93be628a1ee647cbef9afe
org.apache.brooklyn	brooklyn-rt-felix	1.1.0		45131ec620dace5cea0d671ae0d309ebadb19ff1
org.apache.kafka	hadoop-producer	0.8.0		29af349acc724a3b55adf8258d499bd6e589b5f7
org.apache.kylin	kylin-spark-metadata	4.0.0		6797326a85c86e82327ba40d4a9b429a12832f7d
org.apache.kylin	kylin-spark-metadata	4.0.0-alpha		010c40f08ecf2c191aaf5b9401a4ff3e5c73f8b2
org.apache.kylin	kylin-spark-metadata	4.0.0-beta		7c3655b9b00b4032b46d9d40b5f96012253a10ef
org.apache.kylin	kylin-spark-metadata	4.0.1		f849b78e99664bdf1231cad1366adb766e181c12
org.apache.kylin	kylin-spark-metadata	4.0.2		9ed1f188a4d80985b5337316337d63c230cebfc3
org.apache.kylin	kylin-spark-metadata	4.0.3		7289f9cbc5d606e47dba53f33af8b003a8a74cd9
org.apache.kylin	kylin-spark-metadata	4.0.4		e57966b2e746a4d16b873debb77fd62ea2da2558
org.apache.pekko	pekko-sbt-paradox_2.12_1.0	1.0.0		398eb56612ab1ae4cb32df2873da410ee28e5618
org.apache.pekko	pekko-sbt-paradox_2.12_1.0	1.0.1		b4d2b241275ebd5f4b37dd3272609d95171b949f
org.apache.spark	spark-examples_2.10	0.9.0-incubating		452e015376d6a7adbe9a52a549b7873b6210eb3d
org.apache.spark	spark-examples_2.10	0.9.1		730eb51141b9d2537d56b4400ac394dd4cc4d31d
org.apache.spark	spark-examples_2.10	0.9.2		13c3918aac2cf9817fce50a1c336405ea7d1c371
org.apache.spark	spark-examples_2.10	1.0.0		a3d7c4f0fdb5f6f491ab3ee8514d0a2461ac4c13
org.apache.spark	spark-examples_2.10	1.0.1		6faa317a56a4e55f08c13b1493648b74e6238f47
org.apache.spark	spark-examples_2.10	1.0.2		18c2257f3f1a7ad5096be3fef7eb6d4e6fdb8074
org.apache.spark	spark-examples_2.10	1.1.0		067a0a647f0c6ef100efcb08440bc9b76f3aa1fc
org.apache.spark	spark-examples_2.10	1.1.1		7246899ef45309171b25f618f98f7b43b819f431
org.cache2k	cache2k-jcache-parent	0.24-BETA		N/A
org.cache2k	cache2k-jcache-parent	0.25-BETA		N/A
org.cache2k	cache2k-jcache-parent	0.26-BETA		N/A
org.cometd.java	cometd-java-server-http-tests	8.0.0		0889a58a85d5c46d7ba2e08fd1bfadfe37f0b6b6
org.cometd.java	cometd-java-server-http-tests	8.0.0.beta0		74c05ed11d9e5696bbaa571b52a9fd52cccb87be
org.cometd.java	cometd-java-server-http-tests	8.0.0.beta1		5deb191da20a3dd39bc46472cc1eaa28671cfeeb
org.cometd.java	cometd-java-server-http-tests	8.0.0.beta2		238e50f706b1bdd7196392804065185e3f3574e8
org.cometd.java	cometd-java-server-http-tests	8.0.0.beta3		b35b43c33e124e04eb041e0c462c2a65d4e64f71
org.cometd.java	cometd-java-server-http-tests	8.0.1		050becda9f94ce867044c7799cd2111ae6720371
org.cometd.java	cometd-java-server-http-tests	8.0.2		50dbbc8b047eda3142aaa4d807e6cd5e1b5f3332
org.cometd.java	cometd-java-server-http-tests	8.0.3		d75a30cd645242ef3fe5d2ed79af1f40ff9e8f84
org.cometd.java	cometd-java-server-http-tests	8.0.4		ce3250ec97234593f389cbc5b1db65446c45fb76
org.cometd.java	cometd-java-server-http-tests	8.0.5		474d5709d81fab609053e522a7e77641b7c278b2
org.cometd.java	cometd-java-server-http-tests	8.0.6		b438fa484142fe9aefa6c8c29549c5b4c48807e9
org.cometd.java	cometd-java-server-http-tests	8.0.7		94da553b4a1d939fd758aa92e0f9bb9c646f2ec3
org.cricketmsf	cricket	1.5.53		d327fed5cc3855cc27cd2b7a2a06f854399f7fb6
org.cricketmsf	cricket	1.5.56		d28e681a2b0821d2a172dd0ab33883c8b6eb9808
org.cricketmsf	cricket	1.5.57		78fa85e983f9991fef35126b20ebe55177a066b5
org.cricketmsf	cricket	1.5.58		5a43205f693a9b17a0df574f3355ae8765ecc886
org.cricketmsf	cricket	1.5.59		b791c0658932b939365050e0bac2a65341b070c5
org.cricketmsf	cricket	1.6.1		30a2d9c58604d49a5d63b1a73deb087bc4e6ba49
org.cricketmsf	cricket	1.6.2		f89225e64e734b5893ad6bbfa1c20af636e6df04
org.cricketmsf	cricket	1.6.4		199fedd3be1c629fe474d7d1420f21c8b8bc8aed
org.cricketmsf	cricket	1.6.5		59240b9f00c0fa5bbe07667722322386b24e621c
org.cricketmsf	cricket	1.6.6		73136d2ace7e5d2b010f1010c03418ef0319e3d5
org.cricketmsf	cricket	2.0.0-rc36		5b76e9c6883f0c930a576602072db83abb3cee6e
org.cricketmsf	cricket	2.0.0-rc45		dae7d131dda1e0a5d22dbe43b9f5d55782ec68c2
org.cricketmsf	cricket	2.0.0-rc55		ca0e2fb7f1438bb688732e575618b525a2d82478
org.cricketmsf	cricket	2.0.0-rc56		2a032265c66f6e337680c426eb38176c2cd8268d
org.cricketmsf	cricket	2.0.0-rc59		56cb90891f1495028404838b7e8270f83949f381
org.cricketmsf	cricket	2.0.0-rc61		f964907c9a2b02220aaf7c8823f3d09192ce3677
org.cricketmsf	cricket	2.0.0-rc68		c03f5e0d1c431eafc73ab3515536cc9cbe66861d
org.eclipse.che.sample	plugin-json-parent	6.10.0		N/A
org.eclipse.che.sample	plugin-json-parent	6.11.0		N/A
org.eclipse.che.sample	plugin-json-parent	6.12.0		N/A
org.eclipse.che.sample	plugin-json-parent	6.13.0		N/A
org.eclipse.che.sample	plugin-json-parent	6.14.0		N/A
org.eclipse.che.sample	plugin-json-parent	6.15.0		N/A
org.eclipse.che.sample	plugin-json-parent	6.16.0		N/A
