au.net.causal.shoelaces	shoelaces-jersey-client-integration-tests	2.0		N/A
org.http4k	http4k-client-apache-async	5.8.3.0		a5425cfaaa3133f08ad1ca9d514667ee5ffeebb4
org.http4k	http4k-client-apache-async	5.8.4.0		fb98d6ff0870d3895c9cc27086afcb9969dffe17
org.http4k	http4k-client-apache-async	5.8.5.0		aba44680cb69584c41e354c851acec42865912d7
org.http4k	http4k-client-apache-async	5.8.5.1		635f0f3dd5fc9c90a778c1862cd0f24909d024d1
org.http4k	http4k-client-apache-async	5.8.6.0		55ff7bc444192eb079bef88210170aa37bb744f2
org.http4k	http4k-client-apache-async	5.9.0.0		65a46ae8e9f0a82ca4eb4b5576ba24f46f21412b
org.http4k	http4k-client-apache-async	6.0.0.0		229cff1707aa40fcb561a4902b4a2317433fa8b6
org.http4k	http4k-client-apache-async	6.0.1.0		d97c69febb4d82299e28852f37a4d77a72a28abe
org.http4k	http4k-client-apache-async	6.1.0.0		b61528fdb858ecbe61e3a72304be56786b885843
org.http4k	http4k-client-apache-async	6.1.0.1		aa599ebc786e7d446fd1e828385dbd51a10657fe
org.http4k	http4k-client-apache-async	6.2.0.0		52c0bec3684224282ca1ca7eb5c6daa2ed24c74a
org.http4k	http4k-client-apache-async	6.4.0.0		279abb6821d738b7b4259a14d3bc1c4be106b011
org.http4k	http4k-client-apache-async	6.4.1.0		54b5a92642c2a75daac83d5b83eb2217f4835019
org.http4k	http4k-client-apache-async	6.5.0.0		53c34dbd236113babc1cf5898968b8c3d7e28df8
org.http4k	http4k-client-apache-async	6.5.1.0		c1ff724d36985b14f40bf75b2afd7198b8dfe810
org.http4k	http4k-client-apache-async	6.5.2.0		bf8a91bee89e40031d273eced966893993bf27ec
org.http4k	http4k-client-apache-async	6.5.3.0		f6063741f62dbcb97a5ecd2cc051dbde03893afe
org.http4k	http4k-client-apache-async	6.5.4.0		5103bd30d273c8d22780dce43d58427165f291b2
org.http4k	http4k-client-apache-async	6.5.5.0		b66dc558b8d64baa105dbab8f801b407e1539b7a
org.http4k	http4k-client-apache-async	6.5.5.1		c4663bb3571f9b42587c86b28051cf80b4f5e1a9
org.http4k	http4k-client-apache-async	6.5.6.0		a16771f9e80c771a2513b5053e25b9d86b0e85fa
org.http4k	http4k-client-apache-async	6.5.6.1		18925cc960835255201d817fa9894b1127e185b5
org.http4k	http4k-client-apache-async	6.6.0.0		fba4ee3e9ab09af20e970ed8a6a52760b6466b18
org.http4k	http4k-client-apache-async	6.6.0.1		cd3fab156c67e949e36609fa408356571112afcf
org.http4k	http4k-client-apache-async	6.6.1.0		00df37f1c26b03cae85df9f48a0d7499c8c3098d
org.http4k	http4k-client-apache-async	6.7.0.0		d3ccc8e84d0db61cdec64735ba2da8bfe37fe756
org.http4k	http4k-client-apache-async	v6.3.0.0		ef2fe3845c3c92dc351598950671648385376384
org.http4k	http4k-client-apache-async	v6.4.1.0		e0b688a5f906bda4b9b418c908fc982d06d3d16f
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.2.0		90cc7f2293d01e77ea2b253d9a514d723a4dfd7e
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.2.1		bc4a87446f4dfae562405abe88dff785a04ef5a0
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.2.2		57d59aea1a279157bb1483785dbcb87c59782b2b
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.2.3		d4e365d5f0fd83bb3e1609cc92cda6e09b0d46bc
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.2.4		fa37cfcb7425b5ec206a9bdb64b8e6432031de77
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.2.5		706a2ccff355185b261ddfc2a5096d194dd4bef4
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.2.6		cddf01f377ff64e7b78d7c13e23b01797f1d8d7b
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.2.7		4bf26f231872ec526cb096ad66b68d1d6463932d
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.2.8		15b37c6b6ab6ffa974da3d21f8bf119741446b0b
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.2.9		718617cfc96546fb038ca61fb0d02187c3a157ce
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.3.0		052329268e4cb34d06cde00cbd6f263a868c695d
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.3.1		181302c25c78db1800a6dbdcb4b3c58ae37071df
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.3.2		8a4a9dbef164b8e56f430b8cf1a6432e910b0153
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.3.3		831c6ec37b4e1f8d89b0170ecfa1505a1878688a
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.3.4		28838c3e8f7a344cb41fb64609e0eb64aae3d003
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.3.5		6fdffd539f262f641c9fbcc38ef56baf915ab34a
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.3.6		91b35c92c52060370c2d65d0c5662703ebf55841
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.3.7		781b93a071e27974ab0212804f71d609d9f42b85
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.3.8		9cfe695329bc219f44a9558482aea711c7b68383
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.3.9		abb217f30c2c1a7268cbecde81ca40c3563ef027
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.4.0		84f3d177c25055ea7a4f8d2995aeeed57214c3ba
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.4.1		0fe44f15035508ec2cf0bec3cc17a48b2bfa928d
org.joinfaces	jsf-myfaces-richfaces-spring-boot-starter	2.4.2		087d71a5d69ef9db4da8a0bd58e158d1e5bd88e1
org.opendaylight.iotdm	features4-onem2moic	0.3.0-Carbon		N/A
org.opendaylight.iotdm	features4-onem2moic	0.3.1-Carbon		N/A
org.opendaylight.iotdm	features4-onem2moic	0.3.2-Carbon		N/A
org.opendaylight.iotdm	features4-onem2moic	0.3.3-Carbon		N/A
org.opendaylight.iotdm	features4-onem2moic	0.3.4-Carbon		N/A
org.opennms.alec	processor-api	1.0.0		61e046a01ddd6197d603c105cb035fcab6babf63
org.opennms.alec	processor-api	1.0.1		ff3e7e696ef1e279911a5b90b8f1c3887f3cb41c
org.opennms.alec	processor-api	1.1.1		7ee7a48eb1dea7e9d287a4173b209cca2874395b
org.opennms.alec	processor-api	2.0.0		9ccaca6d50664757b5712e37620175aca7344027
org.opennms.alec	processor-api	2.1.1-ALPHA		8b8a1b517bf72288604f106f6ad64b439cb7412b
org.opennms.alec	processor-api	2.1.2-ALPHA		7f6c29e6d10985198b7a4c6bf3c67a0d8e3537d2
org.opennms.alec	processor-api	3.0.1		4bf5ccb5b889d18298e40b3b7a73738b233a776a
org.opennms.alec	processor-api	3.0.2		20685685ccb3ab3b31dab891b1c11313697513af
org.opennms.alec	processor-api	3.0.3		09fe3c5d13197ff8d3ca69d7b09af4f531d449c0
org.scalatest	scalatest-propspec_native0.4_2.13	3.2.10		131eb9ca38bc480a175dd49222c03ace8ea99c6f
org.scalatest	scalatest-propspec_native0.4_2.13	3.2.11		da42af8238a7d6dc5afd57c17ca9d9d5eda8d1e7
org.scalatest	scalatest-propspec_native0.4_2.13	3.2.12		49e2ae032f9f463469a1e921d3844153640c9110
org.scalatest	scalatest-propspec_native0.4_2.13	3.2.12-RC1		01ad56e1100360b291356fbd587af489f43c733c
org.scalatest	scalatest-propspec_native0.4_2.13	3.2.12-RC2		3311dc855ef073cc24b84d9f16818e9ce496cf90
org.scalatest	scalatest-propspec_native0.4_2.13	3.2.13		2e1376b192247b619dfc9e9e5a8a9369dd7c2745
org.scalatest	scalatest-propspec_native0.4_2.13	3.2.14		e186bfcc050b3f04994d259eef59df0ec12947fc
org.scalatest	scalatest-propspec_native0.4_2.13	3.2.15		7b89196e3eef2c3628ca4ac16f1ce2f40b944bfd
org.scalatest	scalatest-propspec_native0.4_2.13	3.2.16		d31c00109d90afd10d248fa7d2b1ece16ebcb2e4
org.scalatest	scalatest-propspec_native0.4_2.13	3.2.17		dca484a02608f99a42373711e85093544ebaf599
org.scalatest	scalatest-propspec_native0.4_2.13	3.2.18		4fd1efa5ecfa1a23868dcbd5f537fb903935557f
org.scalatest	scalatest-propspec_native0.4_2.13	3.2.4		0a9cc786c1fc19f02ff3cc3f3388e76f45d425f4
org.scalatest	scalatest-propspec_native0.4_2.13	3.2.4-M1		16e311b9a11a5c13378789c85ab02d46d4e7820f
org.scalatest	scalatest-propspec_native0.4_2.13	3.2.5		138aa67c1bc803be5e9dbb06694be6dd6763dade
org.scalatest	scalatest-propspec_native0.4_2.13	3.2.6		4c36b059732b0e074ad042d1b0228f949c25fff9
org.scalatest	scalatest-propspec_native0.4_2.13	3.2.7		f31d85c6354e22e157f1b2c9a3c906fb3432b30f
org.scalatest	scalatest-propspec_native0.4_2.13	3.2.8		30b5ff8cc169d03db8649007e1a45db623d4e37b
org.scalatest	scalatest-propspec_native0.4_2.13	3.2.9		fb0d6f7d5c919f7ca062634310f2a1fca1d61535
org.scalatest	scalatest-propspec_native0.4_2.13	3.3.0-SNAP4		cf380250406e4a291dd197de952555f5c52ddc72
org.scalatest	scalatest-propspec_native0.4_2.13	3.3.0-alpha.1		8a1c562dbf3a7d0a5a6083c6b6f7f6a6831a8865
org.scalatra.scalate	scalate-pegdown_2.13.0-RC3	1.9.4-RC1		6ea8497b15d283b92260e14546e7d6c4fc29620c
org.webjars.bower	angular-jk-carousel	0.1.4		52b1646852c88bae2276f50eb27268d2c16f0789
org.webjars.bower	github-com-alvaro-prieto-colResizable	1.6		1947f3e1b713eae247fff0d2eb3878f6a53e7613
org.webjars.bower	jquery.ui.timepicker	0.3.3		c12140b6b7c78b207650a9c803b8b6042c855560
org.webjars.npm	run-parallel-limit	1.0.5		65142aecbd792567dacc3b5a36af1cc95335841e
org.webjars.npm	turf__square-grid	5.1.5		50e8a3b9ced4901c5840f7e06abbfd22f7777135
org.webjars.npm	turf__square-grid	6.2.0-alpha.2		3dca445b164d0e2efee10f30f862376ca7b525e2
org.webjars.npm	turf__square-grid	6.5.0		a7ad060c7e07fa2fc39160a4fd63f132aad5b5fa
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.10		7ceeffda7dc74fde7fab8835cc7c71ba41f73867
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.100		47654fc26073b663b9db75fa4d5aca62aa7ee2f2
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.101		bb7f384caf1b9b2641f52f1143d40aad7c8d4445
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.102		5e21be833a92a76f145fa8453b901f4ebcb647cc
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.103		74bcf11683afb194e8ccf5a4e7e430ab1279fd5a
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.104		383e2bb9edcaf6be88360c94ce3fc902aa0eb81a
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.105		6113fc58df6de412d30ee4e6076c8d36b77efdfe
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.106		ddbe3296d65ac6cd6cd37aeb871b17e46e288a19
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.107		50e23bceef1b06a2ac550fcefe3e696a47889f4a
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.108		303a14792c2e9dba07690e9f17e17a6fe643e83d
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.109		68f42bdb3d0035645a41797f2c96909e9884b1b8
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.11		38a85c3075411b81e8fcfd7b2df24527bed95ad4
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.110		dfdcd2b115e5c547e9c96db604158607f49d0a4a
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.111		01fd97cf83c40da3a4f78b5b64700ab7ba87482e
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.112		2aebead2e5e6eae24a0eef72bb1b022b7c280dac
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.113		771a91cf5d7c51c4d399d59faec289bc29b5cb6b
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.114		41c98cbd1004530b39d66abe9fbaf40807b69b8c
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.115		02c532849b1ad71c5d321a9fe004aa275ff0c7b1
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.116		ec6e86eba8be378245b23a5683ab8a930c53d9de
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.117		3a9bb2e00415061638c79df1024780560cb0781a
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.118		75a2e2185410c8bdb63f6a93efd714a91ae8f0d0
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.119		8594ffaaa21fced9ca6962267d2b17e39d800b42
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.12		eaf614f4767a6214ba383642afe1040fb87a9690
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.120		09938aa71b61ae43bcbd48686f02a6678088545a
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.121		83c7dba3efd1635e93303c3679983322b27c812e
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.122		21fd01676b860953c81d7236ba45d756d1c7cde3
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.123		b284e588152b8169b72981002d393cf1830dea22
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.124		ae49df23feb8c323f6793695c6578551a61c142b
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.125		83ba772208a79e092981cd50b5dd730862c80125
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.126		c1130951b604499b3dfae7391bd0b16c0c356d8b
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.127		75d6cd942f293fd6e81919e94654af845c045ad5
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.128		cf94bc0466ab0fa1cddf292bbca4ad5af9637d76
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.129		e0b0e35af66a700907ad9b82296168161ca9cd6e
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.13		5d6d8d16260132941184cfe1ca5719ebcccd2ca2
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.130		336def20aec2885e49229c0a9d2e581823b97e00
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.131		3a27a992a82ce076025fec883a4dde2660204513
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.132		3d1638e8b08ef6f7fb0f55b1a07331da9850c7eb
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.133		be277f2ec70fee19f212fceb7dafb6d33aa22f8d
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.134		615fa725a994b215fce9652dd202cc12cb3d4362
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.135		2a2e2d9ac5de05c3d1a4aebdf99956e65114725f
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.136		b8a0f7124123dac19fd69fe05786904bac922875
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.137		a78f703c8e234dadc3e5ab6b446d84a516d277df
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.138		f1b0ddd374bc2dbb926f029fa965159179156ce5
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.139		416c03d931707689e51f41fdb44a48220d06000d
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.14		614e37a3a11036a76df617624d865325063498f6
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.140		b4493499028a99793502c750882737dce5208d0c
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.141		87f88cb315fd21b382117ebc18c2e3d97934854f
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.142		9828a32f30f83c054462910e317fdf6cc3d59774
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.143		9deff67849320cb74833bf77efee99aa85d39865
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.144		74b774b74e61535964a70d4f755377b50c9a0a49
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.145		a4a8fa603e913f2f9b139b9c98b9d5204b676263
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.146		16faaefcf4ef655d5c17e6775ece289963383197
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.147		c2d416aa3c9dbab04d8de6288d985c021d985e8d
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.148		153a5efdd762e461a2d8bd11119ceb13f4a9d5c2
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.149		1b96129e60736ebccdefa3f78dfd8a471ce829c1
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.15		46e92afcce4313ac939d781ca34d49186c743200
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.150		7f191338e10ccef64989d4b66881d7b562e27646
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.151		8d96e7bc06bb99f322e4baabac6e7843c3c557a1
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.152		7c10918cbb693092ae37c72ffab72e92ebd60fd3
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.153		1c48e081026e6052dc383ac26c35b3796bcdab5c
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.154		c512ecc9053effc0847273551dc3ee101609f57d
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.155		70ef49fb3eb7d803098331a09d62a1b0a0fdd722
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.156		661cc446ae0bb9c6c2d6ab13a180c625beb0eecc
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.157		9c1eb3cc1b0a48ff59b0ae19672c9f822ae17ddb
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.158		b3e6c345cb3369644cc0e24932627c31325a18ae
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.159		b0124e4a0078a39349771b808f5478783f8a7a8c
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.16		6d6afbbff4955743ef6fd0bbe4c7e571cb8d6ab9
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.160		8b3b9628f16b8b436b34e4947240c79dcf775b34
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.161		ea954900d350d76c35560d921f19ddce5b238d3f
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.162		5d3ccb23fcb44259ddb64324e5430b7cb3243535
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.163		bcb838be2e7113839a839b23a877e905954bc5f4
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.164		0c09b7f9d5cfc45217682602deaeff4359be12e9
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.165		5900a020d229560af53a925d70c3229c44454528
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.166		e5d460c82bc4444c5be83269d0648c3076edf9e0
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.167		1ae21740161aa4c4183bb10b0d62e7bc4254a542
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.168		8369ce57bf42214f2ab2f0e6bd8b5afb63596cb9
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.169		63956332009e28f90fc5a3af2fe9800a97122987
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.17		00c188afd882f4374a8cbfe3dc92db9bfc7167c9
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.170		c80aef0f6356715626cca8efd685d933b7be7490
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.171		ce1e2c55e0d9dae1d352a0421480e0f2a7806024
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.172		f941e72fab352beabeff2e0407b9566a796b4a16
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.173		16ad803c92ee074ec117b1145b447a29f59f63c9
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.174		789f960b274afb2527d8d4b3bfe07c6366b1eee0
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.175		dda4e21772a0ce767213f662339ed8bad922c3b9
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.176		84a956ee19150feda548b0a4e0be657647a5c479
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.177		0805d1a3dd7e3a5748ab89236e8df2a03101e851
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.178		e92383b6174b717ea06811be315979d5086b3ed0
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.179		8ece2f0e39bdfa6a55f1e2dd31cec3ad5b111cba
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.18		1a60f62d98fd8c8b81f6e66494aa0c4dc0589aa6
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.180		6b5dd912a7a52dd4fbc0b871e68e22f29a795369
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.181		a75418fa1653c04ff70ebe440b12a1b0f70a4be1
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.182		9122b052c240bb458bc8714d0bdf9b86ccd4a1d4
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.183		2c692a2b06b1cf097c491ca888156f2647f02452
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.184		8ce6ed15717a4b76ec29848deb452e15c7e22abe
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.185		033b7d222a78410875e4ec26eb0f5d327ed2c7dc
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.186		f8a7d569d729e93d552c1d5298b2aadd00ead2d5
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.187		e11458cdc802159388a7cd9c136ed0d5ccaea2a2
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.188		e9928499fe0b5c03a4a5626fdb5242694b676653
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.189		018123c1f009f26aaf5cd2780557d0220180f177
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.19		808e3a531f6ba990c4e84095124f0a36ddd96787
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.190		a4761f7846d595c7ae8e1592f418d5d166e8cf0a
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.191		ae98ff0b6d71cb56454616923eec417a8b38274b
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.192		80e3158268d135bf317fe076cca1cef1e14cf4df
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.193		160a4bd0559262825da04a2998fa8df248f0f81c
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.194		6a29afa4c724e1061eca64c88cddc1ddd6d23796
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.195		ee794c88014a2a5d43707974ffe30d6466fb9fbb
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.196		5cbe5589162f46cc16406bf31324aed71ff74d8b
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.197		3febec8e3b7cb08da6cd9b778e0b23c1544fe4a3
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.198		aac00f72fb21a06b4c7befc9f55e5d24b2b83bb7
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.199		3d6b4fa43b841a07ed23f9d73a3072e1ade70123
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.20		76cdfb449ad3af8d2d42a90ec28358f02a710a14
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.200		50bf7f8d9f013c13aa3d269820887a64c0099961
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.201		5369422eb3d3132ac3caa9b59bed3c285e5ca99e
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.202		ed44010a171c9b8b327e7bf2970b597ef3819633
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.203		54f3fff3b2f3c7ac11f0b98f5c3faebd1a7cc6b0
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.204		40ac8518402ac07cc52f8582ee2a5a668deda185
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.205		b37cad4928d8ff1d17f8cd1e70fa252438cc5c44
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.206		3767919067137070b0aece387fc9e8d22fc24808
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.207		22e28e68cecc48473f1fde918ea0db0ce2276573
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.208		0d936f17077315651cb1c4043f90b19cdba22c2b
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.209		dcdbbbad2a5fc10b1b07f86bf2161326828d17d8
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.21		0428fdf80a8984cf85433ce0a9b9a833216604ff
org.wso2.carbon.identity.framework	org.wso2.carbon.identity.api.server.entitlement	5.20.210		5d22d73b75ac760f874d35c880933c891ad50963
