academy.alex	custommatcher	1.0		db8fadf4836f39012608b5fd3cfe09f275bd6cb5
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.0.2		f91c150ae4606f69075d9b7cb5dd3205e3b086fd
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.1.0		f0d9a29d93eede5bb780ed897de05212b24befa7
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.2.0		83924395546f8af4bd49fed25ca41f65fecaee08
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.2.1		b5e971381c9b1916d42e19e76560480850ec71aa
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.3.0		9264a39458d66b6a202ab904cd792dfbb46dc54f
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.3.2		5eabc85973db87205f9dde72be6d18122d1cd42a
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.3.3		66179e27aaa6d399f2fc2782cee95537aa6cf81b
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.4.0		d250ddf73f5f0aa9fbfbcfcb8fb7bcf7b5cc422b
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.4.1		df47cabeb82e5cceb33c47dd6c9eeacd3e8ac397
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.4.2		3d34154166c5234646f449a1c91ae8d079f35eb9
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.5.0		4f8b59ea968ec3cb90f247c022e67376244bc23c
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.5.1		79075d584f04edb4cdaac6448e05e4e72bf66207
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.5.2		af5edacd2faadf34f2d05c62ddaf4dde1abbf989
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.5.3		7174d3430c3a247af497522f20407b80c9c92d7d
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.5.4		b5129d350b5487737ab658c9af0a574cdfcaee0e
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.5.5		d51107e3e03b620628a1bec273cf7eb65fad9ed7
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.5.7		93f7c6f81a323a85382910c1372227eea6682852
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.6.0		8a046a5795fc333b07d608dd1039c243e587d178
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.6.1		3fb61498360129f2f036cec814a0f961eada4017
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.6.2		727929c1e359fc08882e5eb66cfd2f1f1ea825d0
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.6.3		e1fbd7e24a8baa0a61457781ce2c3d6dd2882610
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.6.5		d79a3f2c06c4cc2d1a8223c7c80d53e34a99a207
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.7.0		eb12e9e4b541c6314521caae5b9863f924dba8cf
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.7.1		83fb28057ee69a21e68d262aa89153568135bd64
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.7.2		bcec52e37d0dc94e36afcd3a2f04f45988ef7a3e
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.7.3		96220395d1ed8dd626e1791468ab5c69c1d10e8e
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.7.4		c3a6a77ddb2bcc413928c6499af3cacb78577820
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.7.6		ef92f8579d4b181da4d48c7f1ceedb9a51105801
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.7.7		17db5ae487197d0c5c2bd97c4e5322bb37ce7925
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.7.8		a7bcc18496d765ecbcb0b2a21237d589d0bab0dd
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	5.7.9		8bdbeee00038fe1548df0cd51acdbeb8ac7e2703
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.0.0		1a481f9406d62ed0a63910e1518e42f375f4e534
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.0.1		69ea43ca37c95d1fd84e91bc54be8bff86d48e9c
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.0.2		f7f7960540c33e0411a45dc252766cf2ca450f59
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.0.3		197e666e344b79ed3f9c8e601243a1cecfa5f978
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.0.4		baeb280d17fc1209238308196e89d1adfa09ea27
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.0.5		82ceea3eb2e4c198f2a408938c038767375cee94
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.1.0		41ed7f6e31f62e14a18b6428106e82a20fef3a48
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.1.1		20c6fdfebdd7540d229d968645acd595653d100a
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.1.2		86dde1459a064c32af19ed67903546c961f4aecd
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.1.3		7147a714dde22334b988dbd615a3097b8b849b62
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.10.0		186c2441ce4ec3b6619ad433f3f1eeba115d6c1b
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.10.1		ba88adb16d62570406fd5c6013880518c78b01f3
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.10.2		f3335863e6d4c994df2963ddaab9fdc6c01e99ac
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.10.3		5eb2848322c171658cd3318aefabcc0358f257f6
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.10.4		46ceb67fced62f2851cc79e614eaa43261dea21c
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.10.5		ff55bb391b3315b8ee59942a959eefe00a9bc2ee
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.2.0		07fc822cc39d8d5228d9f99401ded304e34c79a9
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.2.1		9375c9c76187d53d215ba362c248c765c62c40d4
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.2.2		21317bf30d4c04edf2c6e25178801b282fe062a6
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.2.3		3da59ade96ec52d58256528fd02bd4238947af97
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.2.4		5e3a99b67bae29b7be3757bd1c7f2666b8734d16
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.2.5		42f3fd3bc40165e627c2695816e261ab3506d48b
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.4.0		3798dc93352967545131ec2ca46d271c056bb742
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.4.1		55dfcc5bd9e2a7713d47344ff815ae7f5546f331
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.4.2		310dfdce876c1b97bcb9ef02ff89f60b191e6e2c
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.4.3		d31ded697615c84d02c7265f1e33375f03dc691b
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.4.4		0ab16fc337dcda728226ee103bf212706778a3ef
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.4.6		9b96d3fcd1c863f357fa1ee82618f48a8bdcc5b1
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.4.7		1792c3bba7e815c212e4b9a0c77354f1c7dc55fc
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.6.0		b2166d3928584b4f19ebd8334ec0e3709234cbc8
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.6.1		de7b659abb08ec2bb93972b536cfe0847a84a315
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.6.2		5cdf79187b15ab63b456730f1957f70d45b1e488
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.8.0		88d55ee67764c9e1dafc5a8f99fa3604ae988255
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.8.1		9aecce148249aaba675ba3b54cca525af46b3b3d
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.8.2		efe9d4a93ae2b4bd95ecb86923306de09bcc683b
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.8.3		0ae19a1d749d8fd628ec45690860038253ab5461
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.8.4		9498c8a8e11f84ff4f3eb56c0492ffa77d0180fb
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.8.5		ba9cdf58e27684e1596111a2e9f1ffc3d0addbe2
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.8.7		6df60f19ea5405fda37ef837a8c65fcf08268a95
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	6.8.8		59b5e671f59e3292a0ad0d9de94db7e2b6d3c9eb
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	7.0.0		2fe208386eb0ce347132e33a56d3ed5e4fcf7da1
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	7.0.1		6ed4598db89556722304076aec89736af0c5e4be
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	7.0.2		5b05e5ca0b23cd4b3373f4c5089d5e16504474af
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	7.0.3		bc87e3014722768a2efb048d15d29ffa743ae660
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	7.2.0		9441aa455b166c6a68f068efa1cd0f611bcd858e
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	7.2.1		047125c5cf9eb49e76e83e3be57dccb91de974d1
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	7.2.2		536d2235a0cec29e35682418fad8129ac58b2db0
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	7.2.3		5b001826aa530465723ab2bd2af4cdb91f5cf08c
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	7.4.0		51a6a6e5b79fe639fdef8135c2cc329884630791
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	7.4.2		8a1f818097b8b8072c6b4c8b2771a3b8d556b4fa
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	7.4.3		0f44701e0791ae231d4f4e13cf3515d6ca160586
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	7.4.4		a5eabacffbcf98403ab48ad954ea6029f1c9dd41
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	7.4.5		21caa3af340725e4838f78b44df4310d14885138
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	7.6.0		590fe2a378799e96467feba4b24a1a6b5bd21c46
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	7.6.1		2809a8d3f5442b3d10a69322049975fa2059d55a
ca.uhn.hapi.fhir	hapi-fhir-spring-boot-starter	8.0.0		00a90b32ada8ab47f27b003900534a26b05545c9
cn.benma666	myutils	0.2.0		1ac1f48bb1972a84f92dd8f61c2dbe4bc37b5daa
cn.benma666	myutils	0.2.1		703bd858a449cd967c66e55ed38ef61632f632f1
cn.benma666	myutils	0.2.2		ad3b1f46308363d37efbf8b63a032fc55da6b978
cn.benma666	myutils	0.2.3		aebfcb45f6ddf3816ecf8c8a8c063adab8e7062f
cn.benma666	myutils	0.2.4		d1db8d8b736006e5e9ed3e8b52b5a19cbeb3cd74
cn.benma666	myutils	0.2.5		29aa5b57fcb3ed8242d72c59a29e2ad443cb1a58
cn.home1	logback-example	0.0.8.OSS		4b8578a57b422ba744025bd29df04bd17473dadd
cn.home1	logback-example	0.0.9.OSS		6b0ff453f9e26a2c49527fc5b6d6c74edaa2c5f0
cn.home1	logback-example	0.1.1		8b91a7c50be9eb2b2c0912199927bf2d06b78fb1
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.0		c7caac75a07dbe1ab797423f31ae11029e54c605
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.1		86a99cb81124b7004dde7d65c9875adcf1de663a
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.10		1383d4507d358f3ff3088c371a4da169a603670a
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.11		20e3179d4ab1fea71b9b280091dcdf60d9371865
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.12		19d8130fbb3ccb5cb731907c88c99ec02589c800
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.13		90d0746f4d5fd31add3856086bc7ffa769d2fc49
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.14		d2d847d33795f3dc1a3925f454921665560d87c8
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.15		724e84fb879e0124afe7c9411705f4baee6dc28d
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.16		938c75c5bf7baca71c7bebc5ae7defb8453973d8
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.17		0d1affeb31ec9f429ce006e7ff9281949b49aed9
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.18		dc94227bbd084e931f4b80f0e3a686e7f3c2ef8f
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.19		e210a9617105d4f03557e83f9f4a87e5cd7dfdb4
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.2		59c6ef98eef289c430815e7c6812217824f09ae1
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.3		d78a66712660f5775860582f99763c5573317bf4
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.4		3b8d53fa07d718ae4c2e492e8d6ac0d03e6a1dda
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.5		ff882ed1b1c788b9c57a07ba3aa52c3a9fd6858e
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.6		03fedaeadf2966390d8167757d30d8bf80f332ef
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.7		81fc3cc16cccf7138960ae004a6b93ba90c97256
com.aliyun	aliyun-java-sdk-cloudphoto	1.1.8		f3bee863027bedbee9cdefe47fc8a1ca99d995db
com.clusterra	pmbok-reference	1.0.1.RELEASE		c9604f8807a21812d2707fccbac82f751854da78
com.clusterra	pmbok-reference	1.0.2.RELEASE		9f84dab8612e92f12319c9e6425e5ba9afd9fc2d
com.clusterra	pmbok-reference	1.0.4.RELEASE		9de054c89b15cf986312f71d4df87acad5fb1256
com.clusterra	pmbok-reference	1.0.5.RELEASE		80a4757c57514adaad09e6ac2e5b49accbad060a
com.componentcorp.xml.validation	base	0.2.3		83469eaf9833b380cbf513b10fea8fa5610262b0
com.componentcorp.xml.validation	base	0.9.0		8e615076ac8fd67a73039cca5b04283eeb45baed
com.componentcorp.xml.validation	base	0.9.1		c049fa102f528d66658212df1034923f0b4b6acc
com.componentcorp.xml.validation	base	0.9.2		5f8887fcc7b3cc3be6b99773feaa8c8163a28b39
com.componentcorp.xml.validation	base	0.9.3		776cd1ef1138431b84559fbcf44f6b1fcc45cd56
com.componentcorp.xml.validation	base	0.9.4		48431e30e0fae67f8a4d8924623cc85719c4dd62
com.enioka.jqm	jqm-test-pyl-hibapi	1.2.2		8d92f69f68d14412f5fb56109af3612ad26078ad
com.enioka.jqm	jqm-test-pyl-hibapi	1.3.1		07d784926a9a8ad5feb931a453220af5e3e123a8
com.enioka.jqm	jqm-test-pyl-hibapi	1.3.2		e83d858411fc5623246544c7311020bfccef213e
com.enioka.jqm	jqm-test-pyl-hibapi	1.3.3		dc7a2f121f464d5f26f50a9f606c17926490abc0
com.enioka.jqm	jqm-test-pyl-hibapi	1.3.4		4ac3999d116d98660fbb35b7edc0a7a885603b99
com.enioka.jqm	jqm-test-pyl-hibapi	1.3.5		f28cb3512df38084dc5ca86474073b09b8050dd8
com.enioka.jqm	jqm-test-pyl-hibapi	1.3.6		e18e72c887d5e310d422df69f7dad3a1a145daa3
com.enioka.jqm	jqm-test-pyl-hibapi	1.3.7		beeca1847fec4d93a4a63e09410afd3d17454290
com.enioka.jqm	jqm-test-pyl-hibapi	1.4.1		a6f9868c70fdf760ad60e20d1af202ecb127dea2
com.enioka.jqm	jqm-test-pyl-hibapi	1.4.2		a22200f13aa6969caa525885ef2bb0eb809c7669
com.enioka.jqm	jqm-test-pyl-hibapi	2.0.0		9c2c26e0bca76a04e45ddeabe917bc090475c40a
com.enioka.jqm	jqm-test-pyl-hibapi	2.1.0		d622b5ec512d4c5119b9015c03741f0a8cd5cc91
com.enioka.jqm	jqm-test-pyl-hibapi	2.2.0		a8a440f1de361a8dc92ed63fa99aae27552a7c0a
com.enioka.jqm	jqm-test-pyl-hibapi	2.2.1		87fd7563f9d88e7c1cdfce47cb63d77c0a65ce60
com.enioka.jqm	jqm-test-pyl-hibapi	2.2.2		d10b86c40b58fabd581202d264574ee73b0769ac
com.enioka.jqm	jqm-test-pyl-hibapi	2.2.3		983199c24ae83df0692def390c95779f4af6dc30
com.enioka.jqm	jqm-test-pyl-hibapi	2.2.4		d1e026fce1aa4c510e986d13ebc2eb017950b5b6
com.enioka.jqm	jqm-test-pyl-hibapi	2.2.5		ceaa336f327d98ec2db2521d7c45831ebf59f75b
com.enioka.jqm	jqm-test-pyl-hibapi	2.2.6		3b17db110e27f4e5f4d4b2e378700b3be87261f0
com.enioka.jqm	jqm-test-pyl-hibapi	2.2.7		3263ae7a9a0f46972a0d4fb4d80089a43bc95f28
com.enioka.jqm	jqm-test-pyl-hibapi	2.2.8		800bc1e65263a9427a4395d89cb5f45add3cb0d6
com.enioka.jqm	jqm-test-pyl-hibapi	2.2.9		5fa6e31ff33e96e158456302145aade685b5507a
com.enioka.jqm	jqm-test-pyl-hibapi	3.0.0		9f0af3125ad0b6810fbc33f8d789f2ac74d24fcc
com.gitee.taotaojs	generator	%23%7B%7D		331a69c44f372c78c2de9693351b471167f1a58e
com.gitee.taotaojs	generator	1.0.1		0257e5d3d29cbd8481f2b321cf5000344dc5c116
com.gitee.taotaojs	generator	1.0.2		178e36b594256819c2a68ca008cd051ff97b171b
com.github.houbb	function-switch-client	1.0.0		68efcc05a3a9ce1b6cceb3003f955cec08f6e890
com.github.nbbrd.sdmx-dl	sdmx-dl-util	3.0.0-beta.2		739356f9639ebf8a09edb1d4a010efb39a7fdae0
com.github.nbbrd.sdmx-dl	sdmx-dl-util	3.0.0-beta.3		574725a5cdcb385370df06a20fa68de4eb504d6a
com.github.rhyskeepence	core_2.10	1.0.24		24e957f8d136044efcebd0fcb68db984285fbac5
com.github.skydoves	orchestra-spinner	1.0.4		N/A
com.github.skydoves	orchestra-spinner	1.0.5		N/A
com.github.skydoves	orchestra-spinner	1.0.6		N/A
com.github.skydoves	orchestra-spinner	1.0.7		N/A
com.github.skydoves	orchestra-spinner	1.0.8		N/A
com.github.skydoves	orchestra-spinner	1.1.0		N/A
com.github.skydoves	orchestra-spinner	1.1.1		N/A
com.github.skydoves	orchestra-spinner	1.1.2		N/A
com.github.skydoves	orchestra-spinner	1.1.3		N/A
com.github.skydoves	orchestra-spinner	1.1.4		N/A
com.github.skydoves	orchestra-spinner	1.1.5		N/A
com.github.skydoves	orchestra-spinner	1.2.0		N/A
com.github.squirrelgrip	kotlin-extensions-protobuf	1.4.0		b77ac2e206776a0230888737dc339ce70d3ee2e9
com.github.squirrelgrip	kotlin-extensions-protobuf	1.5.0		9bd895baa81be9844b433b4e852e7cc22aab9800
com.github.squirrelgrip	kotlin-extensions-protobuf	1.5.1		6b0e57dbacafe4a5907e03ede7d0a8978aff30cf
com.github.squirrelgrip	kotlin-extensions-protobuf	1.5.2		fa6318edee4e1d63e984f7d28f01a8213626d88a
com.github.squirrelgrip	kotlin-extensions-protobuf	1.5.3		f3d2694ace4f6bc154e67b945a44ec323b2e9db0
com.github.squirrelgrip	kotlin-extensions-protobuf	1.5.5		8bbda900e65dec8af2cae4e9596e63ff9627d0e4
com.github.vhall.android.base	vhall-module-rtc	2.1.2		N/A
com.github.vhall.android.base	vhall-module-rtc	2.1.3		N/A
com.github.vhall.android.base	vhall-module-rtc	2.1.4		N/A
com.github.vhall.android.base	vhall-module-rtc	2.2.0		N/A
com.github.vhall.android.base	vhall-module-rtc	2.2.1		N/A
com.github.vhall.android.base	vhall-module-rtc	2.2.2		N/A
com.github.vhall.android.base	vhall-module-rtc	2.2.3		N/A
com.github.vhall.android.base	vhall-module-rtc	2.2.3.1		N/A
com.github.vhall.android.base	vhall-module-rtc	2.3.0		N/A
com.github.vhall.android.base	vhall-module-rtc	2.3.1		N/A
com.github.vhall.android.base	vhall-module-rtc	2.3.2		N/A
com.github.vhall.android.base	vhall-module-rtc	2.3.3		N/A
com.github.vhall.android.base	vhall-module-rtc	2.3.4		N/A
com.github.vhall.android.base	vhall-module-rtc	2.3.4.1		N/A
com.github.vhall.android.base	vhall-module-rtc	2.3.5		N/A
com.github.vhall.android.base	vhall-module-rtc	2.3.5.1		N/A
com.github.vhall.android.base	vhall-module-rtc	2.3.6		N/A
com.github.vhall.android.base	vhall-module-rtc	2.4.0		N/A
com.github.vhall.android.base	vhall-module-rtc	2.4.1		N/A
com.github.vhall.android.base	vhall-module-rtc	2.4.2		N/A
com.github.vhall.android.base	vhall-module-rtc	2.4.2.1		N/A
com.github.vhall.android.base	vhall-module-rtc	2.4.2.2		N/A
com.github.vhall.android.base	vhall-module-rtc	2.4.2.3		N/A
com.github.vhall.android.base	vhall-module-rtc	2.4.2.4		N/A
com.github.vhall.android.base	vhall-module-rtc	2.4.3		N/A
com.github.vhall.android.base	vhall-module-rtc	2.5.0		N/A
com.github.vhall.android.base	vhall-module-rtc	2.6.0		N/A
com.github.vhall.android.base	vhall-module-rtc	2.6.1		N/A
com.github.vhall.android.base	vhall-module-rtc	2.6.2		N/A
com.github.vhall.android.base	vhall-module-rtc	2.6.3		N/A
com.github.vhall.android.base	vhall-module-rtc	2.6.4		N/A
com.github.vhall.android.base	vhall-module-rtc	2.6.5		N/A
com.github.vhall.android.base	vhall-module-rtc	2.6.6		N/A
com.github.vhall.android.base	vhall-module-rtc	2.6.7		N/A
com.github.vhall.android.base	vhall-module-rtc	2.6.8		N/A
com.github.vhall.android.base	vhall-module-rtc	2.6.9		N/A
com.github.vhall.android.base	vhall-module-rtc	2.7.0		N/A
com.itextpdf.android	itext7-core-android	7.2.3		N/A
com.itextpdf.android	itext7-core-android	7.2.4		N/A
com.itextpdf.android	itext7-core-android	7.2.5		N/A
com.itextpdf.android	itext7-core-android	8.0.0		N/A
com.itextpdf.android	itext7-core-android	8.0.1		N/A
com.itextpdf.android	itext7-core-android	8.0.2		N/A
com.itextpdf.android	itext7-core-android	8.0.3		N/A
com.itextpdf.android	itext7-core-android	8.0.4		N/A
com.itextpdf.android	itext7-core-android	8.0.5		N/A
com.itextpdf.android	itext7-core-android	9.0.0		N/A
com.itextpdf.android	itext7-core-android	9.1.0		N/A
com.landawn	abacus-entity-manager	0.8		fc5a4df1140d671e91a89178a08232f62bcec0e7
com.landawn	abacus-entity-manager	0.8.1		f5793665ccac292f8ef8bc0815df48b00c5ce047
com.landawn	abacus-entity-manager	0.8.2		8aad3d53690745cd7b6bc6149883993e291cf55f
com.landawn	abacus-entity-manager	0.8.3		36de8c1965865d0a0f6f09d4d93852fd7867ccee
com.landawn	abacus-entity-manager	0.9		4a814f14f61aff3ce571dbc665eb61f08a3090f4
com.landawn	abacus-entity-manager	0.9.1		17f54a8c3a654def1612a3fa6db68db513e41065
com.landawn	abacus-entity-manager	0.9.2		62106d54e338c2fa8f6fc497fc16280a884a9235
com.landawn	abacus-entity-manager	0.9.3		ea6361aa041e0cc8bcec30a0ae36934ab0f8d217
com.landawn	abacus-entity-manager	0.9.4		24b6fc57b5bd870d2ca75c490efe159a8a3b5b58
com.landawn	abacus-entity-manager	0.9.5		b1d53952e64904ae3032618d23760b6d9882e9d1
com.landawn	abacus-entity-manager	0.9.6		4a5281e17c3feab1c5a3e4c7bc425ef51407f37a
com.landawn	abacus-entity-manager	0.9.7		548aaa508e6709402317a0d65416180de11f5612
com.landawn	abacus-entity-manager	1.10.0		391b2f2f5b195666dfea74da7705f5a6fdeb47b6
com.landawn	abacus-entity-manager	1.10.1		60c63a57568a2c4324079c20a749800c06bfefca
com.landawn	abacus-entity-manager	1.10.2		0dbd120bbbe867ff08b7bfba3b5d95672fd3e7e7
com.landawn	abacus-entity-manager	1.10.3		279c02bc964b386f3986105ff3f8dffd591b703d
com.landawn	abacus-entity-manager	1.9.0		9bd188b6efafc6e039b4ee4257c6781e9f293848
com.landawn	abacus-entity-manager	1.9.1		9ea5bf93bc20e75e1629ad2d10d99f914743e9b3
com.landawn	abacus-entity-manager	1.9.10		2463169121ec2c9274e2f5eb72f128bcbcde9ad9
com.landawn	abacus-entity-manager	1.9.2		98e5be26ddff935fa3fdf4169be1d98999462560
com.landawn	abacus-entity-manager	1.9.3		e840feaa9065b8271503d8c2b72704d66db2154f
com.landawn	abacus-entity-manager	1.9.4		24fa86664aa605ee3b6414c576e327432113d70b
com.landawn	abacus-entity-manager	1.9.5		53f393ca29cd7c49a1a98dc8058d42fb5673df17
com.landawn	abacus-entity-manager	1.9.6		fbb7fa9729b61bba586612b109846c92b9fcf6fc
com.landawn	abacus-entity-manager	1.9.7		7921587df6fc0a82e8947266ddb7fd7198f03e4e
com.landawn	abacus-entity-manager	1.9.8		a60d3204329c154963b0fe9cae0048af84f1b617
com.landawn	abacus-entity-manager	1.9.9		5150dec2ae9c3816fa3bff24a0f56226da74ba0c
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	0.0.12		0c99db68e27300c4db73c5eae77e80479967ff3b
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	0.1.0		8df0568f4f34d32493c38d0243cb559449edf20e
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.0.0		fc063a104af13ee1d3c549cbefd1b5d814f1a200
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.4.12		87565cc833f5ebaab3fb09fb118e658a5fd6aa1a
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.4.13		9ffbddba8838b4e87d9288bebcf8d1bedcc94ec5
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.4.13-a5bd71c7		cb6081a29f82214e61557c2b2c7b54f50ca00a88
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.4.14		54f780b2696c5381513916c54c74d28d242f68e9
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.4.15		d23144d234ae5784e1ac4bc6d7d351fc1a4a0ce9
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.5.1		b431390a12230823486e467ea29fc8aaa01f73fd
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.5.3		7a741182fd55f1b8da0fba8f2a839803dbdf2753
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.5.4		eeeb66f372eec658ce5767f08f4a1a3919aec597
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.5.5		f7b118fd5044b848c762273602e5c6bd9221f2fe
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.0		f92ecf3bf82031524ca1c98e3c3524b81f1e8b00
com.lightbend.lagom	lagom-javadsl-akka-discovery-service-locator_2.12	1.6.0-M2		f4f9d1f2a0bfc0769ec4fbff18d175cef3c16ae3
