at.a-sit	grapheme-clusters-mingwx64	0.0.1		N/A
io.ktor	ktor-resources-tvosarm64	2.1.0		22c8a4dcd880bde5e7f0f29f14f9951e89bcb865
io.ktor	ktor-resources-tvosarm64	2.1.0	metadata	e641d223751544255ff7877b28ae8b355972fceb
io.ktor	ktor-resources-tvosarm64	2.1.1		198c1337633a2413d6044462639c3dd1f3a0bb4e
io.ktor	ktor-resources-tvosarm64	2.1.1	metadata	6215e1a1f81f61735f77b628084890ace91a703a
io.ktor	ktor-resources-tvosarm64	2.1.2		5a69257dd37f361e5f030333bc7e5ff6684dd3ed
io.ktor	ktor-resources-tvosarm64	2.1.2	metadata	a1df6bb0b7d4b04e2f05a8ab8502dae370b30e68
io.ktor	ktor-resources-tvosarm64	2.1.3		8918baf0e54afef8c8b1fbf5951921e36a31079d
io.ktor	ktor-resources-tvosarm64	2.1.3	metadata	2e14acaea455144bdaeed1232735e2c4e59a4cbf
io.ktor	ktor-resources-tvosarm64	2.2.0		215188ccb6bcaced909b9fff89b746c0a7c024c9
io.ktor	ktor-resources-tvosarm64	2.2.0	metadata	0f2c5419c65b2843d664e15d4c3017a3d597dd27
io.ktor	ktor-resources-tvosarm64	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-resources-tvosarm64	2.2.1	metadata	1a9714b11d4ac66a824c7b89cdbd8b23231dcac3
io.ktor	ktor-resources-tvosarm64	2.2.2		c82ca70f9e20ca804254c5be0a3abee074f5f674
io.ktor	ktor-resources-tvosarm64	2.2.2	metadata	097872b5da29f60696dc5c334be985cdeae00232
io.ktor	ktor-resources-tvosarm64	2.2.3		a8259f42e361b7ecc4a74e432c4feafca4315926
io.ktor	ktor-resources-tvosarm64	2.2.3	metadata	b9aa3a06ee1256c2ffbf1e0ad80e9da443a6003d
io.ktor	ktor-resources-tvosarm64	2.2.4		829c53ad229c5bfa7090f4a4c232a1685e95b99c
io.ktor	ktor-resources-tvosarm64	2.2.4	metadata	e2ddb3eeeff78f53d41327e979f9a0a1d9b5005e
io.ktor	ktor-resources-tvosarm64	2.3.0		60831e5236c0b186a57645bba266b94cbcd8b2e7
io.ktor	ktor-resources-tvosarm64	2.3.0	metadata	40e4c706f9993701b72d5e091857186a122d2c05
io.ktor	ktor-resources-tvosarm64	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-resources-tvosarm64	2.3.1	metadata	6c3e9b6aa80264f0a982e3a05f1d886a65a579a6
io.ktor	ktor-resources-tvosarm64	2.3.10		11ccf6306f5b27cbee658d25083443b9c01b60c4
io.ktor	ktor-resources-tvosarm64	2.3.10	metadata	72d1dc6dc165b84617b9448181e543000cf237a8
io.ktor	ktor-resources-tvosarm64	2.3.11		9cfc9c915d3271a82237c297f2b2eae6b5ee93e0
io.ktor	ktor-resources-tvosarm64	2.3.11	metadata	c4d08e9582b0b9a9a50ff08f7971bfcd4eaf8a8c
io.ktor	ktor-resources-tvosarm64	2.3.12		3f637be20ded17016d9abb0230844c5541bbc5cb
io.ktor	ktor-resources-tvosarm64	2.3.12	metadata	7bfcf8ef09f457a2f13df19df717e2c15c07c47a
io.ktor	ktor-resources-tvosarm64	2.3.13		5cabb077e3c0548fd81612582394e449597828ad
io.ktor	ktor-resources-tvosarm64	2.3.13	metadata	c2cb17188924e13028321c2c626892c0a40447cb
io.ktor	ktor-resources-tvosarm64	2.3.2		618d24b1eccdf3d02a0f74e868fbaccc0b891c94
io.ktor	ktor-resources-tvosarm64	2.3.2	metadata	c6484a4c0f76eb01794dcd77b28efa0bfceecd04
io.ktor	ktor-resources-tvosarm64	2.3.3		addac3b5f50942cf4a2d24b8c7e1b2ba0d63125f
io.ktor	ktor-resources-tvosarm64	2.3.3	metadata	77d541d07f73e5b2b1a2347c67ca1a439b879057
io.ktor	ktor-resources-tvosarm64	2.3.4		8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-resources-tvosarm64	2.3.4	metadata	a6021a6ea87873645c7d46f5b3e92a7535443930
io.ktor	ktor-resources-tvosarm64	2.3.5		63c5503cc59218bc46a9825dd9b793538e341745
io.ktor	ktor-resources-tvosarm64	2.3.5	metadata	bc0d9094a9cbad7b1b3ee9aeb6eae7f6e2e73957
io.ktor	ktor-resources-tvosarm64	2.3.6		c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-resources-tvosarm64	2.3.6	metadata	1356979ee3280dba036002af8a8e09db18e4ad36
io.ktor	ktor-resources-tvosarm64	2.3.7		59e739c7bfda9df6ae4ce2b388ffb0533950165d
io.ktor	ktor-resources-tvosarm64	2.3.7	metadata	ec887b6eab2cd1fb2a2259de8d2c289674d948fe
io.ktor	ktor-resources-tvosarm64	2.3.8		014f2c9d5605548c193936d9812aa5090691f037
io.ktor	ktor-resources-tvosarm64	2.3.8	metadata	0bf4535dce8c6e6307a3161bec98a27924a55740
io.ktor	ktor-resources-tvosarm64	2.3.9		0326e7868a122d9de97c9d8bf277bca0048dd633
io.ktor	ktor-resources-tvosarm64	2.3.9	metadata	0e5a086a2331a216e54658888a20ae742918f0a2
io.ktor	ktor-resources-tvosarm64	3.0.0		e8707fab44324d184173039b010b2e1f3d6f2fba
io.ktor	ktor-resources-tvosarm64	3.0.0	metadata	a33ca518d942ee48cbbabf35d73bbd01faf84a4b
io.ktor	ktor-resources-tvosarm64	3.0.0-beta-1		ca02d0ec7d31c96ca772521922c92628160f0aeb
io.ktor	ktor-resources-tvosarm64	3.0.0-beta-1	metadata	c34b8380a1dd1b6cab93274afded476309ab9a6f
io.ktor	ktor-resources-tvosarm64	3.0.0-beta-2		3741596adc609f8cc51a063929e488aac70cbc4e
io.ktor	ktor-resources-tvosarm64	3.0.0-beta-2	metadata	48ef9f041ef8de3e9b3b49183c01cbeafe798fb1
io.ktor	ktor-resources-tvosarm64	3.0.0-rc-1		22a1cc64c04a8685ce36cca359c61a2b2cb77475
io.ktor	ktor-resources-tvosarm64	3.0.0-rc-1	metadata	b4f0fde11e14380e7dc4cf9dc16e819c7aeda60b
io.ktor	ktor-resources-tvosarm64	3.0.0-rc-2		c5a97c4d8340633aa2122f5b97b2de14ae0893da
io.ktor	ktor-resources-tvosarm64	3.0.0-rc-2	metadata	22f6979751d6305559fd88fddc19a5ae4c413f74
io.ktor	ktor-resources-tvosarm64	3.0.1		9d062a553e878816155215c3b986dac7dbda692f
io.ktor	ktor-resources-tvosarm64	3.0.1	metadata	4f0d07f36f17efc33248bce97e5b07bfa9c09a14
io.ktor	ktor-resources-tvosarm64	3.0.2		13d961bf34903a0f9d9c0b268690722e1c4a908c
io.ktor	ktor-resources-tvosarm64	3.0.2	metadata	4bcaa666de6a2fd7623661e33d6ceac387272479
io.ktor	ktor-resources-tvosarm64	3.0.3		78090417e879b83baec4c6f0b22ca6252514ce96
io.ktor	ktor-resources-tvosarm64	3.0.3	metadata	38f998c8bb539f66dc3ca4cc37d282f0fde1fc12
io.ktor	ktor-resources-tvosarm64	3.1.0		12ea04b007454786381d0097495f06012f24fe7d
io.ktor	ktor-resources-tvosarm64	3.1.0	metadata	1c8c0bd5454a255193f096cbca260d9bc70c93bc
io.ktor	ktor-resources-tvosarm64	3.1.1		0b5e406f01a0f29ddf85a6ecaf29765b882fd136
io.ktor	ktor-resources-tvosarm64	3.1.1	metadata	2352aee1142d2ec8cea535a2300c5c09273955d2
io.ktor	ktor-resources-tvosarm64	3.1.2		a4fd982cd1e084a4c1e088594e46b2b04873e092
io.ktor	ktor-resources-tvosarm64	3.1.2	metadata	c7f01f6ddf00b65016e4e5dbb02968160b4803bf
io.kvision	kvision-chart	4.0.0		eb2cea67338ce22e753451d64905bafca5166ec8
io.kvision	kvision-chart	4.1.0		9f5e1d9ce6ace5c944d60cedd8460848b60c3e0d
io.kvision	kvision-chart	4.1.1		f1775479493cf03c8d29a8f2a9510508bb79e0a8
io.kvision	kvision-chart	4.2.0		d8199ec70ea09558da14c111df071741536ccc4b
io.kvision	kvision-chart	4.2.1		7e3d32181dea0c050481809481d267d0346bbfbb
io.kvision	kvision-chart	4.2.2		a683392533d9957b9ce63c87eaf9c82cbb6b0582
io.kvision	kvision-chart	4.2.3		b6eb8cae3490326c4866eb1e77c1d78c37a32767
io.kvision	kvision-chart	4.3.0		1e63dc0a88e0d0280eee228403432471f9df0277
io.kvision	kvision-chart	4.4.0		22bf87e25317981757629a1bbaa1516e624bd96e
io.kvision	kvision-chart	4.5.0		220fa5d950842d4a0491535df0b52382ccec42c7
io.kvision	kvision-chart	4.5.1		3c07db4feeeb99109a487028423cfd32476ce4ae
io.kvision	kvision-chart	4.6.0		1a4a08d139ac15f9f083fd3ab0ebee6051c40c37
io.kvision	kvision-chart	4.7.0		2d407890fe6ad0770703bcfbe873ef130071ba81
io.kvision	kvision-chart	4.7.1		f17fe8b755d3229fc0c3d5466a15770cdd851a25
io.kvision	kvision-chart	4.8.0		a45804d28a080c66ac5a6c2238a91c67d01f42bc
io.kvision	kvision-chart	4.8.1		b83c877b4508d443795c712baf80991b0c0b2386
io.kvision	kvision-chart	4.8.2		3ce3b30dd38b091c8ca7410573c3693f96f0af82
io.kvision	kvision-chart	4.8.3		45863c9ef14a80bd4bc422a7bbf0ff0122324e29
io.kvision	kvision-chart	5.0.0		2f7d5b0a9b1ec098dd9a18334d942c19100a35ca
io.kvision	kvision-chart	5.0.0-RC1		ee8aa8f1844a7eb2330532570a755a81566c8aa5
io.kvision	kvision-chart	5.0.0-RC2		00108fb0a80dc0fd2f01a27bb63bd82e02358b30
io.kvision	kvision-chart	5.0.0-RC3		094bd48a90a8aee85505e37ac67b431ae6b2e1f1
io.kvision	kvision-chart	5.0.1		57e8256f43364183991da90a0c8e92ed6e8ad8bf
io.kvision	kvision-chart	5.1.0		2c5d0e68dbb56f216451740fbb0d00237f68bec9
io.kvision	kvision-chart	5.1.1		70e82d9b044d92807e2e4b84d777b46ff6ebff3d
io.kvision	kvision-chart	5.10.0		acc4849481e52780538b031509e49e4d28c06561
io.kvision	kvision-chart	5.10.1		dfd70714a9ce9c4a3f3ece8d55ecd2ec592932af
io.kvision	kvision-chart	5.11.0		e7b0d59482e880745cf96dbd96ea8cae57b8d9a1
io.kvision	kvision-chart	5.12.0		562bfb57a122117d3b1306c95ce30997f2c84bb8
io.kvision	kvision-chart	5.13.0		385650fd010f09fa8c96b53e2bcdc6cb5279b879
io.kvision	kvision-chart	5.13.1		4a5567e594a3365d12f9ae3fcc677569fbc05d74
io.kvision	kvision-chart	5.14.0		aa99e1fe34b08f238ee58f803e9c2a4020356a88
io.kvision	kvision-chart	5.15.0		1895fa240fb0dca88cfa6ffbdf77be07f6dd4979
io.kvision	kvision-chart	5.15.1		9b4f18836082d81261baeedfe2efaf00025df757
io.kvision	kvision-chart	5.15.2		c12234038b10d5110527681607986513b246a0cc
io.kvision	kvision-chart	5.15.3		35bab2add45fe26d598bcb7d9b70261ba6cff152
io.kvision	kvision-chart	5.16.0		14d69538f45a4f78df917567afec2779feb0cf2d
io.kvision	kvision-chart	5.16.1		56fc4fd6138b7172f69938574a0160ed9bb62abf
io.kvision	kvision-chart	5.16.2		7eb553545974613fea97b43ab85ad6528dc0702b
io.kvision	kvision-chart	5.17.0		444ef7fb6460f0901898637e5dfce14108fca425
io.kvision	kvision-chart	5.18.0		02929fc876706d92b9aba770eb483196b7639816
io.kvision	kvision-chart	5.18.1		ccfabe85bb301503206ffc8ec26b596b775882ed
io.kvision	kvision-chart	5.18.2		69326da1e74eaacff36d97ef2eff541a99306251
io.kvision	kvision-chart	5.2.0		243774de6b7d121d5a1cb55a0c659857df103bfa
io.kvision	kvision-chart	5.2.1		024081c8aa9a2519ed8b0d3a36af2101c69fa979
io.kvision	kvision-chart	5.3.0		7a5d16eeae9d0aad97cb292d301ca1c6c7b97bcd
io.kvision	kvision-chart	5.4.0		f4e0e1663e78214afe8b08d8d8163949faa8a47e
io.kvision	kvision-chart	5.4.1		00d1751b7a26fb3345323f7b2f732135c9bd0d16
io.kvision	kvision-chart	5.4.2		1d5dac2dbd45c2834f81a948a697ae5f37e141d7
io.kvision	kvision-chart	5.4.3		a6388be0af0c520bde3fc49a7343037cc356e033
io.kvision	kvision-chart	5.5.0		a0de40eaf7bc978934845561116dcab9be13bf3b
io.kvision	kvision-chart	5.5.1		7030745eda7ac9815846838b1f5a5db953bc0cea
io.kvision	kvision-chart	5.6.0		28733514bc86171da96f1f226dbfa70e5620d3ad
io.kvision	kvision-chart	5.6.1		5e73e695db585a13e5ccf2b081fc6746a3b8591f
io.kvision	kvision-chart	5.7.0		dbd23c1f6ac8ce1c0e4954256af312a666d49345
io.kvision	kvision-chart	5.7.1		0d29ee4782a2860628138886a5f028ed0308e3f2
io.kvision	kvision-chart	5.7.2		26c37469dfb6c44932a9524236a6aa93e29200cc
io.kvision	kvision-chart	5.8.0		4ce2b1e02288ec410fe625790ec95d06565ac8aa
io.kvision	kvision-chart	5.8.1		400d950db251118bd272cdc5d86c464e60ca4ae1
io.kvision	kvision-chart	5.8.2		e937de553ebd5cc42dbe72b372871a094523c314
io.kvision	kvision-chart	5.8.3		7a5ebd07bab05376a56b016d537b09a68d15cabe
io.kvision	kvision-chart	5.9.0		19e9d126e34bc898dc7634a98449fd97190220bb
io.kvision	kvision-chart	6.0.0		N/A
io.kvision	kvision-chart	6.0.0-Beta		N/A
io.kvision	kvision-chart	6.0.1		N/A
io.kvision	kvision-chart	6.0.2		N/A
io.kvision	kvision-chart	6.0.3		N/A
io.kvision	kvision-chart	6.0.4		N/A
io.kvision	kvision-chart	6.0.5		N/A
io.kvision	kvision-chart	6.0.6		N/A
io.kvision	kvision-chart	6.1.0		N/A
io.kvision	kvision-chart	6.1.1		N/A
io.kvision	kvision-chart	6.1.2		N/A
io.kvision	kvision-chart	6.2.0		N/A
io.kvision	kvision-chart	6.2.1		N/A
io.kvision	kvision-chart	6.2.2		N/A
io.kvision	kvision-chart	6.2.3		N/A
io.kvision	kvision-chart	6.3.0		N/A
io.kvision	kvision-chart	6.3.1		N/A
io.kvision	kvision-chart	6.3.2		N/A
io.kvision	kvision-chart	6.4.0		N/A
io.kvision	kvision-chart	6.5.0		N/A
io.kvision	kvision-chart	6.5.1		N/A
io.kvision	kvision-chart	6.5.2		N/A
io.kvision	kvision-chart	6.6.0		N/A
io.kvision	kvision-chart	7.0.0		5d761a7657caf62d1e845345c7a70880d9fae928
io.kvision	kvision-chart	7.0.1		5d761a7657caf62d1e845345c7a70880d9fae928
io.kvision	kvision-chart	7.1.0		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.kvision	kvision-chart	7.2.0		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.kvision	kvision-chart	7.3.0		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.kvision	kvision-chart	7.3.1		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.kvision	kvision-chart	7.4.0		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.kvision	kvision-chart	7.4.1		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.kvision	kvision-chart	7.4.2		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.kvision	kvision-chart	7.4.3		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.kvision	kvision-chart	7.4.4		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.kvision	kvision-chart	7.4.5		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.kvision	kvision-chart	7.5.0		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.kvision	kvision-chart	7.5.1		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.kvision	kvision-chart	8.0.0		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.kvision	kvision-chart	8.0.0-RC		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.kvision	kvision-chart	8.0.1		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.kvision	kvision-chart	8.1.0		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.kvision	kvision-chart	8.1.1		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.kvision	kvision-chart	8.2.0		b3b8bf147a210c2f0912cf8f759f1daa4e93153b
io.kvision	kvision-chart	9.0.0		4a2b0530c6748a26507ba65dad6b356852a4267b
io.kvision	kvision-chart	9.0.1		4a2b0530c6748a26507ba65dad6b356852a4267b
io.lighty.core	dependency-versions	10.0.0		N/A
io.lighty.core	dependency-versions	10.0.1		N/A
io.lighty.core	dependency-versions	10.1.0		N/A
io.lighty.core	dependency-versions	10.1.1		N/A
io.lighty.core	dependency-versions	10.2.0		N/A
io.lighty.core	dependency-versions	10.2.1		N/A
io.lighty.core	dependency-versions	10.3.0		N/A
io.lighty.core	dependency-versions	10.3.1		N/A
io.lighty.core	dependency-versions	11.0.0		N/A
io.lighty.core	dependency-versions	11.0.1		N/A
io.lighty.core	dependency-versions	11.1.0		N/A
io.lighty.core	dependency-versions	11.1.1		N/A
io.lighty.core	dependency-versions	11.2.0		N/A
io.lighty.core	dependency-versions	11.2.1		N/A
io.lighty.core	dependency-versions	11.2.2		N/A
io.lighty.core	dependency-versions	11.3.0		N/A
io.lighty.core	dependency-versions	11.3.1		N/A
io.lighty.core	dependency-versions	11.3.2		N/A
io.lighty.core	dependency-versions	11.4.0		N/A
io.lighty.core	dependency-versions	11.4.1		N/A
io.lighty.core	dependency-versions	12.0.0		N/A
io.lighty.core	dependency-versions	12.0.1		N/A
io.lighty.core	dependency-versions	12.1.0		N/A
io.lighty.core	dependency-versions	12.1.1		N/A
io.lighty.core	dependency-versions	12.2.0		N/A
io.lighty.core	dependency-versions	12.2.1		N/A
io.lighty.core	dependency-versions	12.2.2		N/A
io.lighty.core	dependency-versions	12.3.0		N/A
io.lighty.core	dependency-versions	13.0.0		N/A
io.lighty.core	dependency-versions	13.0.1		N/A
io.lighty.core	dependency-versions	13.1.0		N/A
io.lighty.core	dependency-versions	13.2.0		N/A
io.lighty.core	dependency-versions	13.2.1		N/A
io.lighty.core	dependency-versions	13.3.0		N/A
io.lighty.core	dependency-versions	13.4.0		N/A
io.lighty.core	dependency-versions	14.0.0		N/A
io.lighty.core	dependency-versions	14.1.0		N/A
io.lighty.core	dependency-versions	14.2.0		N/A
io.lighty.core	dependency-versions	14.2.1		N/A
io.lighty.core	dependency-versions	14.3.0		N/A
io.lighty.core	dependency-versions	14.4.0		N/A
io.lighty.core	dependency-versions	15.0.0		N/A
io.lighty.core	dependency-versions	15.1.0		N/A
io.lighty.core	dependency-versions	15.2.0		N/A
io.lighty.core	dependency-versions	15.3.0		N/A
io.lighty.core	dependency-versions	15.4.0		N/A
io.lighty.core	dependency-versions	16.0.0		N/A
io.lighty.core	dependency-versions	16.1.0		N/A
io.lighty.core	dependency-versions	16.1.1		N/A
io.lighty.core	dependency-versions	16.2.0		N/A
io.lighty.core	dependency-versions	16.3.0		N/A
io.lighty.core	dependency-versions	16.4.0		N/A
io.lighty.core	dependency-versions	17.0.0		N/A
io.lighty.core	dependency-versions	17.1.0		N/A
io.lighty.core	dependency-versions	17.2.0		N/A
io.lighty.core	dependency-versions	17.3.0		N/A
io.lighty.core	dependency-versions	17.4.0		N/A
io.lighty.core	dependency-versions	18.0.0		N/A
io.lighty.core	dependency-versions	18.1.0		N/A
io.lighty.core	dependency-versions	18.2.0		N/A
io.lighty.core	dependency-versions	18.3.0		N/A
io.lighty.core	dependency-versions	18.4.0		N/A
io.lighty.core	dependency-versions	19.0.0		N/A
io.lighty.core	dependency-versions	19.1.0		N/A
io.lighty.core	dependency-versions	19.2.0		N/A
io.lighty.core	dependency-versions	19.3.0		N/A
io.lighty.core	dependency-versions	19.4.0		N/A
io.lighty.core	dependency-versions	20.0.0		N/A
io.lighty.core	dependency-versions	20.1.0		N/A
io.lighty.core	dependency-versions	20.2.0		N/A
io.lighty.core	dependency-versions	20.3.0		N/A
io.lighty.core	dependency-versions	21.0.0		N/A
io.lighty.core	dependency-versions	21.1.0		N/A
io.lighty.core	dependency-versions	21.2.0		N/A
io.lighty.core	dependency-versions	8.4.1		N/A
io.lighty.core	dependency-versions	8.4.2		N/A
io.lighty.core	dependency-versions	8.4.3		N/A
io.lighty.core	dependency-versions	9.1.2		N/A
io.lighty.core	dependency-versions	9.1.3		N/A
io.lighty.core	dependency-versions	9.2.0		N/A
io.lighty.core	dependency-versions	9.2.1		N/A
io.lighty.core	dependency-versions	9.2.2		N/A
io.lighty.core	dependency-versions	9.2.3		N/A
io.lighty.core	dependency-versions	9.3.0		N/A
io.lighty.core	dependency-versions	9.3.1		N/A
io.lighty.core	dependency-versions	9.3.2		N/A
io.lighty.core	dependency-versions	9.3.3		N/A
io.qtjambi	qtjambi-qt3dextras-debuginfo-windows-x64	5.15.17		e7cb24ea884180cc232e68b822f4328ec4f62b2c
io.qtjambi	qtjambi-qt3dextras-debuginfo-windows-x64	5.15.18		cfaeb50599f4b617738c318ce00df4d9de9e7b8a
io.qtjambi	qtjambi-qt3dextras-debuginfo-windows-x64	5.15.20		a03d389a7dd6293b34a6165ccc08593562d05aa3
io.qtjambi	qtjambi-qt3dextras-debuginfo-windows-x64	5.15.23		b5948299e7b89cd8c54e4ef78363e86ebf5e9dbf
io.qtjambi	qtjambi-qt3dextras-debuginfo-windows-x64	6.5.3		00485a9e431d4ea1dcd0d2c24f151d485480eb9a
io.qtjambi	qtjambi-qt3dextras-debuginfo-windows-x64	6.5.4		c196e51d4e610e9eae9618334f789888b2eb34b1
io.qtjambi	qtjambi-qt3dextras-debuginfo-windows-x64	6.6.0		76e0fb0f9d36e59cedb02e6e9eef29f1231902d9
io.qtjambi	qtjambi-qt3dextras-debuginfo-windows-x64	6.6.1		b89e0b4487c395ffbeef69792677bcd7d2b7c463
io.qtjambi	qtjambi-qt3dextras-debuginfo-windows-x64	6.6.3		33998baf4532ade7a915bd4df72ee4f9bd37fbbf
io.qtjambi	qtjambi-qt3dextras-debuginfo-windows-x64	6.7.3		6b259ec554e4fed07906bcbf867e37d04eb36c5b
it.unibo.tuprolog	ide-plp	0.19.0-dev2h+f6956cce		ca2dbd02ad24478c9832263457834d9ccfe876c7
it.unibo.tuprolog	ide-plp	0.19.0-dev2h+f6956cce	redist	ce0681c136d22bea6060c699c82ae0fc918be926
it.unibo.tuprolog	ide-plp	0.20.0		8f8741de8f39a54db9166b987e68ff0d177a4e34
it.unibo.tuprolog	ide-plp	0.20.0	redist	881772f673380074120106a7afb6405e4a8549c9
it.unibo.tuprolog	ide-plp	0.20.1		eaaa36fc0afe1c6730ae5e6d7dd1b3fd432e8e41
it.unibo.tuprolog	ide-plp	0.20.1	redist	4130bb71cc4d3d6050e254c6c9fea8395c541526
it.unibo.tuprolog	ide-plp	0.20.2		a4096eaefb44ac4471cc941c721a8250fa035ef0
it.unibo.tuprolog	ide-plp	0.20.2	redist	f228c8f5ceab0c3bdfe7aa58891971f2994bedbd
it.unibo.tuprolog	ide-plp	0.20.2-dev07+51892bb0		23be9de5853edba5796d4f746188a71839c3aaae
it.unibo.tuprolog	ide-plp	0.20.2-dev07+51892bb0	redist	6ee5f2c937150da4213ba594712fd4950ce4fd34
it.unibo.tuprolog	ide-plp	0.20.3		ae0951ede1eb92d5333bc79e5a351dbb141e720e
it.unibo.tuprolog	ide-plp	0.20.3	redist	b6a910980a53b258007c3e56a87859ff0e70c41c
it.unibo.tuprolog	ide-plp	0.20.4		8c820067fc5af9c926277069b05f5e0cac476db1
it.unibo.tuprolog	ide-plp	0.20.4	redist	0583fd810a9795026ece5b634c2894fb29a05788
it.unibo.tuprolog	ide-plp	0.20.9		756790c19098a9ad5f7aa14e6e086f93a434acd9
it.unibo.tuprolog	ide-plp	0.20.9	redist	af61408608433855c3c3b2bf28e878feb07fe1a7
it.unibo.tuprolog	ide-plp	0.20.9-dev01+ada92962		7e19ecdf8949db06bdb2665d31be3c83d61459eb
it.unibo.tuprolog	ide-plp	0.20.9-dev01+ada92962	redist	50deb36218d7d2d699e1498a107ca4779f6d6c76
it.unibo.tuprolog	ide-plp	0.20.9-dev02+01edbfee		65da3363a7540011735b7456108933cace9efeaa
it.unibo.tuprolog	ide-plp	0.20.9-dev02+01edbfee	redist	edac7d6e30f3142cd405b92e075b0228e14aab89
it.unibo.tuprolog	ide-plp	0.20.9-dev03+3250bb16		62a197bfcab73172caab5c37e091a7b0b7dcbc36
it.unibo.tuprolog	ide-plp	0.20.9-dev03+3250bb16	redist	a8616d5817e38181543fb8b6466a7dc820eb4a7d
it.unibo.tuprolog	ide-plp	0.20.9-dev0a+8e9a240b		4b0efaf491cdfb59d9987f0584a0ab58b7a91472
it.unibo.tuprolog	ide-plp	0.20.9-dev0a+8e9a240b	redist	b956305085dcc947ba3709213e0a0c04c1117b8a
it.unibo.tuprolog	ide-plp	0.20.9-dev0c+bc6d9512		e51ba6d61ff4ab4ec7f2d2660bda6fab26dfcb38
it.unibo.tuprolog	ide-plp	0.20.9-dev0c+bc6d9512	redist	55e2a3ae0a3645a51685f95ca678920b2734f835
it.unibo.tuprolog	ide-plp	0.20.9-dev0g+63540268		3ecd3b34118f779ea4e318d387ccbfefdef855cb
it.unibo.tuprolog	ide-plp	0.20.9-dev0g+63540268	redist	751561fea22cc0b133261e726fcf3ce5b81ef51a
it.unibo.tuprolog	ide-plp	0.30.0		880320f36bab72cd72b6e8a710df57147f0e092d
it.unibo.tuprolog	ide-plp	0.30.0	redist	960d76f376a745beb8302349b2d979ed0de320e5
it.unibo.tuprolog	ide-plp	0.30.0-dev01+725eae35		206f99b491abbf6cae242856cb9d927835f50cf5
it.unibo.tuprolog	ide-plp	0.30.0-dev01+725eae35	redist	f05c996cb89ad0e1cd75a8479b864c69392f8aa4
it.unibo.tuprolog	ide-plp	0.30.1		f1a995932ddd9f8411a9ff8c9dcea348a3a6d06d
it.unibo.tuprolog	ide-plp	0.30.1	redist	1eb6e8119d7c6e23faa5841e952b129049c6cd42
it.unibo.tuprolog	ide-plp	0.30.2		3a866562c4d1f4c3f5bed9596dea71f9db9b62bd
it.unibo.tuprolog	ide-plp	0.30.2	redist	c17c93d28a2cc4d3a0c36bf628bbd175b29c1a94
it.unibo.tuprolog	ide-plp	0.30.2-dev08+5b060658		0107f85860fcc86e5c50cf5ca1b8b91536e8d99e
it.unibo.tuprolog	ide-plp	0.30.2-dev08+5b060658	redist	c8110255852b2dd912f959b7936fa36f4b1e81bc
it.unibo.tuprolog	ide-plp	0.30.2-dev0f+259d7b5b		99bad342fd197ea6cf6bfdac1838e7d9b09c7cf6
it.unibo.tuprolog	ide-plp	0.30.2-dev0f+259d7b5b	redist	9c4ac81c967a567492e0ec9874377334a3e435a3
it.unibo.tuprolog	ide-plp	0.30.3		68ab9c9da60091ef089d9883821b27cdff7f88d0
it.unibo.tuprolog	ide-plp	0.30.3	redist	d6a8115ad9e926c5a710bdcc1642e3739cabcd70
it.unibo.tuprolog	ide-plp	0.30.3-dev0a+69949374d		b097084683cd824410b49458d7f5ca866bdc917e
it.unibo.tuprolog	ide-plp	0.30.3-dev0a+69949374d	redist	733e341327e6c290e38a93ec9bdbd6f87dfda7cd
it.unibo.tuprolog	ide-plp	0.30.4		0e6bfc14db016c5124bc25d36ef24fc003e28175
it.unibo.tuprolog	ide-plp	0.30.4	redist	405b4e21be965c0fbab8609758380dcaeb50c04c
it.unibo.tuprolog	ide-plp	0.30.5		16f08c1f3796a4e256a23c41e6dede89c393bc8e
it.unibo.tuprolog	ide-plp	0.30.5	redist	0a909cf9f76ce3fb6bdbd5d78aea520790e50b1a
it.unibo.tuprolog	ide-plp	0.31.0		5a56881c8909e7f158647c6ed480bb55fda51fa8
