at.released.cassettes	cassettes-common-xdg-js	0.1-alpha01		N/A
org.apache.camel	camel-spring	2.21.4		c4d7e1cd508e2f5c1d9694c20381e35987925cd2
org.apache.camel	camel-spring	2.21.5		515e726def038a1b2ab86e02ed795ea968204863
org.apache.camel	camel-spring	2.22.0		2f6f6fbde4659a1278722491a42dc90aa3443a3d
org.apache.camel	camel-spring	2.22.1		1e4fc0963080831081f831c5174504e0492700fd
org.apache.camel	camel-spring	2.22.2		3d6c8460ba829164b0fcf8ebda3ee8d037c511aa
org.apache.camel	camel-spring	2.22.3		3805a606fe43e018a670423ec7053e1f3c998c38
org.apache.camel	camel-spring	2.22.4		cf7487a71b3085921b9c87977108aced4bf6d4fa
org.apache.camel	camel-spring	2.22.5		a137a794dfc09bdde428f803ccade9141d3ce4ef
org.apache.camel	camel-spring	2.23.0		feaf4fc184d8c92a8405db00b762abf3966a9eec
org.apache.camel	camel-spring	2.23.1		3826c8097cede3a3040d894f16e5d3003cf97d8b
org.apache.camel	camel-spring	2.23.2		50f98f9eb83a779c2e41b4af1e798e498f93f93c
org.apache.camel	camel-spring	2.23.3		6a5d7dbbb3e1dddf89b23657043f53e466ec23d2
org.apache.camel	camel-spring	2.23.4		4bb6674874395855b9a2c3012c8235aad1db88ee
org.apache.camel	camel-spring	2.24.0		7126af95890d0669bb87c531684acd5f1f85516b
org.apache.camel	camel-spring	2.24.1		3a00264806e51ead82ff830fdc1eb27f033cb8bd
org.apache.camel	camel-spring	2.24.2		160cd5423f681cd44de85934466d2de54ae59bed
org.apache.camel	camel-spring	2.24.3		b820983a21dd76ba1a3ba14ff836291221c306da
org.apache.camel	camel-spring	2.25.0		3056bd495947cb8abad00a1221db13e203988ea7
org.apache.camel	camel-spring	2.25.1		048ea8ae91d093d9625b8516b370ad201e545331
org.apache.camel	camel-spring	2.25.2		a6551f17961e1e6bbe5f9e230b938cfa94c82a89
org.apache.camel	camel-spring	2.25.3		5aff0f4f90c7a0cd8a708ce54f1e6982aae4a456
org.apache.camel	camel-spring	2.25.4		ab2215c5b7f0267468ba3b96a6afc41e2722cfcf
org.apache.camel	camel-spring	2.3.0		8ba97ac1333d12afe0a246b1f93588753ad98f88
org.apache.camel	camel-spring	2.4.0		ee1880d4cc7da7d3021a9b86018cf8d0625b2f89
org.apache.camel	camel-spring	2.5.0		2b4f9fe4cf8b77d1b1e500b8d0bf4bb8fef8da64
org.apache.camel	camel-spring	2.6.0		17c539da8ed56d57bcc98cd6d0b57f5ad3726d7d
org.apache.camel	camel-spring	2.7.0		85b3071cc091a3fffb318c2681ad79f5f6d9280f
org.apache.camel	camel-spring	2.7.1		6fe69449e9dd22483d6edc460f37ad564a1257ba
org.apache.camel	camel-spring	2.7.2		0ebb5e12dac5a9270972772b8b6096e04bb4b6d7
org.apache.camel	camel-spring	2.7.3		58589d4d022c7b9375746b7c2a602d65372e1d71
org.apache.camel	camel-spring	2.7.4		c712e761a17db8da99330ee5c986b7f47f1b73cf
org.apache.camel	camel-spring	2.7.5		fc1e4b4cf27ed7b7ae99fe43811920d0c3b10488
org.apache.camel	camel-spring	2.8.0		f030a302f0000f8a3fdbc44888073ee0b56b819e
org.apache.camel	camel-spring	2.8.1		fbad4f034d239c1babce710b74ed017b7b82aede
org.apache.camel	camel-spring	2.8.2		44426766d09ef7d9804e97f5089e88f4c48c432a
org.apache.camel	camel-spring	2.8.3		8b47ccd4e0f26d38141f26d5c70c52869576d7bb
org.apache.camel	camel-spring	2.8.4		d6cc44f36ff4278bea5bbefbe00692d72b56f155
org.apache.camel	camel-spring	2.8.5		10656419112fec83a907ca349ee5d4650e7560ea
org.apache.camel	camel-spring	2.8.6		cf8208f352ff0f843b4a9ec782702b410ec608cc
org.apache.camel	camel-spring	2.9.0		bf23e13dcb95a08165236a9d870e238460bdfedd
org.apache.camel	camel-spring	2.9.0-RC1		f6609a9ec99dbf3d81b2279a9abdebda04137790
org.apache.camel	camel-spring	2.9.1		9f9c0fe323a7624a4dcceb6e4c6f3c2664794c3e
org.apache.camel	camel-spring	2.9.2		377d7113bbdc0b2fbc33ff4bf875e3be89e96604
org.apache.camel	camel-spring	2.9.3		1fc422fb0c962dc1ef398fb109413e130c8136e5
org.apache.camel	camel-spring	2.9.4		5a3bb53c13820a3ad42bcddaa4095ca1077320e8
org.apache.camel	camel-spring	2.9.5		a15b3fb28a8fbaae70bf05b28ba51a44e291ce0a
org.apache.camel	camel-spring	2.9.6		d8ebb2b402dcf953c177fa4aef8ac878556de8d2
org.apache.camel	camel-spring	2.9.7		1ee5a150457f376176bf985fe0af6521453cb241
org.apache.camel	camel-spring	2.9.8		84363902755c08fd694af5027ce36ff97979872b
org.apache.camel	camel-spring	3.0.0		b878c8e2f9f8bdec21ff2607b87bdab00c7c20ce
org.apache.camel	camel-spring	3.0.0-M1		638b9ebb6f152247fec4e73a2d760f1e694dd3f4
org.apache.camel	camel-spring	3.0.0-M2		ed8a1729eee5172ef9e58a04d68957bb3d0b391f
org.apache.camel	camel-spring	3.0.0-M3		f951be220888b386f2df83c396b994f69cc3282d
org.apache.camel	camel-spring	3.0.0-M4		7a01db6d3cf4b7300192c319781554e4abbf68a2
org.apache.camel	camel-spring	3.0.0-RC1		2382bc3ee5ae4a9062889bc538eb3f5e87d288c5
org.apache.camel	camel-spring	3.0.0-RC2		b37b0ddd0536b48ebc3b16245db8f0067bc9b549
org.apache.camel	camel-spring	3.0.0-RC3		bc326f774d315c65a50f0345675914f9a69582ea
org.apache.camel	camel-spring	3.0.1		0ec9ad92f35dd53ba30e1ba895105109747a6e4a
org.apache.camel	camel-spring	3.1.0		c27ba85227a3497129909dd4f9a3bbc4f76c1b7b
org.apache.camel	camel-spring	3.10.0		61b63c25fbb0f1db2ed8a4c90497fd9ed01e2071
org.apache.camel	camel-spring	3.11.0		45dded8e44cced054b89ed3d66081f85efee206d
org.apache.camel	camel-spring	3.11.1		dabb8c8da00bf69cc7280b99d9c8ec34d8351804
org.apache.camel	camel-spring	3.11.2		941b9f5f997b53602abfc6ab0870c80f9dee9ee3
org.apache.camel	camel-spring	3.11.3		946c3a6beb9fdcbdbe20602d2e0d557e86d0314f
org.apache.camel	camel-spring	3.11.4		2c7c04f55e0d44036f9af7a34400b8d55d980ed6
org.apache.camel	camel-spring	3.11.5		371615c88760f8979c84ff1ef143fe4aba509716
org.apache.camel	camel-spring	3.11.6		8d61081973339d8fb23462d58490348238d102f2
org.apache.camel	camel-spring	3.11.7		5b307785cbb87f70537ec926c5fa4f2b6107889d
org.apache.camel	camel-spring	3.12.0		a353cab38da7e41a76bdd29c6c3c015c97772d7e
org.apache.camel	camel-spring	3.13.0		e5d177dda3f2eaca1900f3b128b19452abe7208a
org.apache.camel	camel-spring	3.14.0		cbda7f0f17445fda90cbed175208b0cd2ecc73a4
org.apache.camel	camel-spring	3.14.1		81218084a0cf370817695c9961663872a4e4f42c
org.apache.camel	camel-spring	3.14.10		ad3faced3632c86821d75cdb5e36b6d7f5e3bd87
org.apache.camel	camel-spring	3.14.2		9eb27a266d15acba2919a185f76312e4c9aad8ee
org.apache.camel	camel-spring	3.14.3		442e5f7e900f9e7c43f851eb0b1dae9527e9b0c2
org.apache.camel	camel-spring	3.14.4		4ce8fbfb13019ecee234850a4ca26bdd045beff3
org.apache.camel	camel-spring	3.14.5		ccfc12098358b735ea2797f2cdc339112bb43ed5
org.apache.camel	camel-spring	3.14.6		c0089ad1dde1c147f94c6931b686bf67b1c14260
org.apache.camel	camel-spring	3.14.7		09aab7907ac1d5883e29a6522856b2c288c19e50
org.apache.camel	camel-spring	3.14.8		7a9106eff836caccb4bb46269e4f3921831a71e1
org.apache.camel	camel-spring	3.14.9		b13599ca103eb3695613fdd05464449903b4681d
org.apache.camel	camel-spring	3.15.0		f2aac866e490fbbe2f58edb586e6264c2ab50d44
org.apache.camel	camel-spring	3.16.0		82eb9348158e0280b2cc90efc681d2850b7242e0
org.apache.camel	camel-spring	3.17.0		cf019b0906ed077c9eb65216edf278d8d5485730
org.apache.camel	camel-spring	3.18.0		f8ead1eedf3c1738facd0bdd5e2ec1f45d09d1d0
org.apache.camel	camel-spring	3.18.1		bb3177d37d1425c135d0589ea56012d68cc8e4e0
org.apache.camel	camel-spring	3.18.2		f52a19ae6c48ab46ec37bf04548f2375941badba
org.apache.camel	camel-spring	3.18.3		c34585111ae0d5340d490a71b9613a7a93e7b6b5
org.apache.camel	camel-spring	3.18.4		92677397ce3538199f11bd159c67d1115211b445
org.apache.camel	camel-spring	3.18.5		c826dbb33e389b8d67c5503b8e3f3a8f07eaf0f9
org.apache.camel	camel-spring	3.18.6		d1a9c37c2de82f3f6175913ea1c935ae389c20b6
org.apache.camel	camel-spring	3.18.7		6bca40c9dcf59bf3d2fd7cced76f2db7dafe02d9
org.apache.camel	camel-spring	3.18.8		f0b32fe858bbf0377a0dab6b5d91219bf37654e6
org.apache.camel	camel-spring	3.19.0		f6e68c967864cfd6392522c650398c3efbf074b8
org.apache.camel	camel-spring	3.2.0		e467c177ba8cec1221ef8a40fc43f062ad50792d
org.apache.camel	camel-spring	3.20.0		67bddecb0b61f13ec87d800c1ff0740232bc1e1b
org.apache.camel	camel-spring	3.20.1		8f6dad504e273449b57ae14b55503fc9b43ebefe
org.apache.camel	camel-spring	3.20.2		55cd8c938e7fc9be783269f5fa102cebfb1fd1ea
org.apache.camel	camel-spring	3.20.3		396987d4e182e1e03f896283be9a17cbe0153216
org.apache.camel	camel-spring	3.20.4		0006c5e269823a7499e6c61fa3f1dbbe26daf6c8
org.apache.camel	camel-spring	3.20.5		334de85d441dd425f279f39e4a49664fdece6aaa
org.apache.camel	camel-spring	3.20.6		b2684e9c2f423992b3024db6d694a782edaca555
org.apache.camel	camel-spring	3.20.7		128549b91b1861b58231e9bf49f0847607d218df
org.apache.camel	camel-spring	3.20.8		8da47036ffeff996b0451e7fabb67dc90015fbf4
org.apache.camel	camel-spring	3.20.9		53e86e961030774813d6b4aeda8ed9212c31cada
org.apache.camel	camel-spring	3.21.0		cdb917b4a71438d1e8463015c06eedb4327a2784
org.apache.camel	camel-spring	3.21.1		81767e317d52ce2a0c37ebcab92526ff84742103
org.apache.camel	camel-spring	3.21.2		8c3b2b4828a575a6bf0a16b1e202b533ddb03bf5
org.apache.camel	camel-spring	3.21.3		691e5ac2906c50c0a1de2165a8e4ac82de470722
org.apache.camel	camel-spring	3.21.4		9727e1a11fb17f715f6671c6b0b75d52bf76ddcd
org.apache.camel	camel-spring	3.21.5		21ba059292c0bd85dc8734d836456cf63a662f4a
org.apache.camel	camel-spring	3.22.0		a90902d86ce99e42a2a5f092cd20955ca2f55db2
org.apache.camel	camel-spring	3.22.1		b807825d861bb609752974f2000a7f8a25b9ffb2
org.apache.camel	camel-spring	3.22.2		ea3bedc122932bdb5b2c0eede9c104e994079f5c
org.apache.camel	camel-spring	3.22.3		495eee9fc8a09f6ff2ab6816309f2844858a9d79
org.apache.camel	camel-spring	3.22.4		505219e9c8bf5f29840a5664d5ce4c121d5c5465
org.apache.camel	camel-spring	3.3.0		248abef2091508993ac7ed5c7257cfa78289d7b9
org.apache.camel	camel-spring	3.4.0		d7fbcde5f7be64a75965819d3bd8c20c7e69b10f
org.apache.camel	camel-spring	3.4.1		a0ee1057a7b1f7692a9485072867f6c2f8a25d02
org.apache.camel	camel-spring	3.4.2		aa11376cb15138475b433a272f4ee37ac1261daa
org.apache.camel	camel-spring	3.4.3		8f129ae42faa7d9bf2a6ad5816ef53ac54960540
org.apache.camel	camel-spring	3.4.4		610c9de284456b46213f85bfcc662240ee88a40f
org.apache.camel	camel-spring	3.4.5		ed225a782c4e07f15a63a8bc5b1fd21a9d59b40d
org.apache.camel	camel-spring	3.4.6		9010e6732964deac8454717ce67bb57d5eed3984
org.apache.camel	camel-spring	3.5.0		0d7d0a06b69d1dabeb2889bcd880087c28ea2229
org.apache.camel	camel-spring	3.6.0		8c2284fcfb5bd2992e91ad31ff6b4814e5b50b0c
org.apache.camel	camel-spring	3.7.0		b7ec735f5664e896155b96ee07c6d38933e75204
org.apache.camel	camel-spring	3.7.1		47f246f31f851c577746368d02109502a9e1ab7a
org.apache.camel	camel-spring	3.7.2		4dd3a93abc4425c317bce8f8873bbb49158a94f7
org.apache.camel	camel-spring	3.7.3		d6edc6cc78c7582b76e2440d805bee0a56978804
org.apache.camel	camel-spring	3.7.4		ed2a428c0ad0700f6443fc4ce896459aa5be3178
org.apache.camel	camel-spring	3.7.5		85c36d0ab343bbb8ae793a93c96b1edc25e5d800
org.apache.camel	camel-spring	3.7.6		764e7065205ae03d137e626af0d24c82404a6dea
org.apache.camel	camel-spring	3.7.7		cedf8110429c380b497d02d9783790685ccc6af4
org.apache.camel	camel-spring	3.8.0		82b974e1ae37b8b948bd64a0e41f90ed9547ab64
org.apache.camel	camel-spring	3.9.0		56f3adcfc82b6c31a252fff5d1ecd2c85f16ac23
org.apache.camel	camel-spring	4.0.0		12b6cc7ed68c6486a6162ecc367b1f7cc61c6541
org.apache.camel	camel-spring	4.0.0-M1		0b9f2b7dfa95660f244f5e7cfa29bf080481b807
org.apache.camel	camel-spring	4.0.0-M2		63e84ffb910ed29d898e8eef47ce931f4bd8961e
org.apache.camel	camel-spring	4.0.0-M3		94770efa2cb38676124b93e439ab6742a8041882
org.apache.camel	camel-spring	4.0.0-RC1		46972120734e85df4eaa1649d522dcfaacdbca6f
org.apache.camel	camel-spring	4.0.0-RC2		c6aa9c4601693836a7c300bdd9d0cfd5cc292c88
org.apache.camel	camel-spring	4.0.1		50513062291462368903516b02a36ce4876fd619
org.apache.camel	camel-spring	4.0.2		2296fe22b1dec22e9c556415c0b1184f5b0b518d
org.apache.camel	camel-spring	4.0.3		08a0d3af668541ded4925805dca6fb28bb4139e4
org.apache.camel	camel-spring	4.0.4		4ec0e765bd0e6d88971f3729c502ed5efa0f84ca
org.apache.camel	camel-spring	4.0.5		b6256be49cbd5d9e6628febc20069137e535760c
org.apache.camel	camel-spring	4.0.6		f4fe5bea96caa298cc58bfeade27594680c81632
org.apache.camel	camel-spring	4.1.0		b724deed4ee4d8f9808c552434fa65a546d706b0
org.apache.camel	camel-spring	4.10.0		7fb6ae53a62ee4ef8e0fa4b3ad4dd53215da9c13
org.apache.camel	camel-spring	4.10.1		f78af320cf4972f1b22bcffb9b13824149f3b4f8
org.apache.camel	camel-spring	4.10.2		8a2aa0b676c6db05305a14e1dcf6888c39a47fc3
org.apache.camel	camel-spring	4.10.3		2711ab4c9919f131cda30d36f24a4a2601f5631a
org.apache.camel	camel-spring	4.10.4		aa3e76304a19b5c3cbbe6b091b003102209c3498
org.apache.camel	camel-spring	4.11.0		5e07459fd787da3df5f1194aba894cbeb8eef3ec
org.apache.camel	camel-spring	4.2.0		042a7762149fe21de656fec5050ce0aaa9ab79d5
org.apache.camel	camel-spring	4.3.0		69ab2b671c1925ebe2bfded728eecc5aeb7ac481
org.apache.camel	camel-spring	4.4.0		86163c8a21131ecdb43c0bf5ab686a7565a1775c
org.apache.camel	camel-spring	4.4.1		e64ae0e4dacac1f48c0d5e8abbdfec5a65f23b03
org.apache.camel	camel-spring	4.4.2		bf336b3f7a32b407300bb8ac9153e3137a378987
org.apache.camel	camel-spring	4.4.3		02591adc4e84173a4f58f975de3d0bc83c9e2699
org.apache.camel	camel-spring	4.4.4		16092088e1d767b803239717fe02d6d969a9b90e
org.apache.camel	camel-spring	4.4.5		dbb543cee17cf25d4531c0af5b2efe134eaf2d8b
org.apache.camel	camel-spring	4.5.0		6e48c0ab90fdd123910e84be3d077a6417135cab
org.apache.camel	camel-spring	4.6.0		a7a89a0ecec0d53c770042330577085abc9f5837
org.apache.camel	camel-spring	4.7.0		2f5855f2f44c245493a2b264683c51ed6854c284
org.apache.camel	camel-spring	4.8.0		bdc0ef457c2050596301fb747757016570c248e9
org.apache.camel	camel-spring	4.8.1		cb11380548365d8d5f48c86bf01449b39d7801a3
org.apache.camel	camel-spring	4.8.2		fd66100add2e4ad5127de19ca9fde72524d76447
org.apache.camel	camel-spring	4.8.3		eca5032901700cb1021e97196e1c1d0ee87325ce
org.apache.camel	camel-spring	4.8.4		2f4d277df8da96b6108eb747eeca3dc7ec0ea18d
org.apache.camel	camel-spring	4.8.5		7efa2b9f3714669b8778a780fbb2b32fd713ab28
org.apache.camel	camel-spring	4.8.6		33a301e25b3d5cced82d58aa9bd4ff67781c3b54
org.apache.camel	camel-spring	4.8.7		5e580e47c0b3e66f0579e06439788bd46ddc8389
org.apache.camel	camel-spring	4.9.0		c0b31da56d09f6805b0d41e90af478283eca9a7f
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	1.0.0		a4ba634e8245ca6b060f95dd2b602d1bf1d8485d
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	1.0.0-CR2		9246f2284fa7a03323dac7dda166b4b90d9d4feb
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	1.0.0-CR3		98b82ad068517019139dab8123ba0101ec09f674
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	1.0.0-M7		08c25bfc46c607d12b8a234d5a951e732d187ef2
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	1.0.1		80c4d4c384b5aca03cc7d9beeeebdfbc5773ea56
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	1.1.0		dc19ae678b6c8425efff8a6788f22c3655d91b50
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	1.2.0		a31c51422c00e4b8563f95a8d4b134cea6fd3717
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	1.3.0		8d1c1d2499917ca2060814950cd47bf62f87d86c
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	1.4.0		abef05a7e8601ff2ebfc5cd4ea4827062504871b
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	1.5.0		9581b36e67658bf764efd0ad519a529ddfba42e3
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	1.6.0		c66101134d57a10e0e6b725221f62246a088ca17
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	1.7.0		423bbc1328fcf023b2cc558c8c559e3c86b7e673
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	1.8.0		d3011d1f6c7c411ecc6c59e817f447c097474980
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	1.8.1		64a337a988dbba2c8d7605379215aad25c61da24
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.0.0		4924627697de64a27a6c5dbdfe3146bbb2d7c41a
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.0.0-M1		9b10afa657654d6fe6b7ba1b7c45704d1816dcfb
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.0.0-M2		d71b612af9a26959783815bf7cb21331bf743776
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.1.0		21dff8633becd026b8f15ebf21a34e4dfe65b04b
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.10.0		58110807a215f0bb4fd82b5bc398a695a97d356d
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.11.0		814f449c3e16b6798c51fae72a067dd41e0d2645
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.12.0		65a49ea1a0a92e52193b14cbf7625cb2680ca9cf
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.13.0		b29d04415bcba68b03b00afdaa3961806ef62ae1
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.13.1		7500dba0775df50b32cfd8e235f0ee8aa93cdcfd
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.13.2		da46374ebcc7bc051b33e8c61ecfdd7193a1c59b
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.13.3		bdf36e135bc9440554e1c3a392bb5a07954939b8
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.14.0		270136f64d8110c573d69f2f985ad9c90946ff56
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.15.0		33b10f155b5c248e96802dafe209c0e880896108
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.16.0		abfd323fc2daa1f0b06fdaae57f642c3b506162b
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.2.0		bdba5f60b9655f6089b06aa269eefce0e169599b
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.2.1		35cd89204ea9deda3aa7036038fc67ede185a60a
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.3.0		e700d4166515b2e9a91e9a3162e7997bb12c7166
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.4.0		9f549d2c36512974fcf9e4a89785b24359905a83
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.5.0		83300d129235fea9380bc4e05774848e48f5bae5
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.6.0		feaddcb16148ddd35f8f3d757ca479291bb8ca3b
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.7.0		f10cb8f6c27c2a87335925c8012a136cddce6d35
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.7.1		084a2d0887bdfedb601ae20c6f41932d417237a5
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.7.2		48e880acd2dd9631aada91e92252266434bbec26
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.8.0		c4942fa926c204af275691b30127d450d696d53c
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.8.0-M1		e5592c537dc22141d151fe7b46a00b953beafdce
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	2.9.0		508755438e5a54d3d0d755b445ceb2cb641a4481
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.0.0-M1		8c0d8d4b54a34ba15ae243d651572660a4c4d49a
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.0.0-M2		a7c9e11da13a47961ec4e7c30379a213301de1ee
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.0.0-RC1		7ede4ec94087e6ca52211ebaf406978763f62e47
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.0.0-RC2		7d43a219e0ee8a83e5b1f351c7b6da1f60f63aa3
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.10.0		5a805497cee59d0ba4d08e735f5f818802cdf677
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.11.0		e6223b3b4d4d94ef7bee7e1ed55c4880325eb549
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.12.0		cad6cf33b55d21c992a4f689aa7c52479a67811e
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.13.0		e41bc254180a1b7d630820a25684210494f41117
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.14.0		51dd68ac7132a5d33e9b5d7a3d9880d49a460ebd
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.15.0		b7f6f21235452634bad8f3e10b48328662410f17
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.15.1		759f7d5c78b2b0659c08a5b994d75d4a91a617b5
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.15.2		eec1d789417c947f728e173213115d23ad329f10
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.15.3		e420c95af724fc9ccc1fe198696d4c6571a7ea9e
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.16.0		94ee7415c0d3e59d461aa882cda682fc1e59958f
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.17.0		9186030c646566db8d760f822b0650bca154654c
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.18.0		881b4762a88984570ddc0c1caae9aa88eaa3c6ff
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.19.0		8434a397371421f306dd226e42899ab8228dbaf0
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.2.0		5064cbc517e1e4cd57fee14d87f6c9ac647c0600
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.2.1		1710e84f9b9954e56cc0306de2e2ef06e6179a53
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.2.2		3f5769e687116d2c3e0993d4d6afc2f8d4f0f832
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.2.3		92b84c6a4c1db41011f9c1ceb50d8f76cc4d56a9
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.20.0		25dab972575fdb8b194800ebc2f191d544c7dc9f
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.20.1		eb0ea6301118b2f126f1f883deeac8de55e7daef
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.22.0		2890b595fb9bc34c5c1929b14a35459851e6a385
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.4.0		7d5b4a2051422b0d435b8f590a855f1a6721ca41
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.5.0		75c27404ec192af3a5b02258e1f7f3546c294036
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.6.0		f08c299c874dedfd26a4a2a270b1a7c6a430b402
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.7.0		0a0af6909f0c31b00b3b4eb3b9860688aeaf4d5e
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.8.0		00d9c23cb11a36bab80c3cf4ad15cf690e344c9b
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.8.1		28483e2b574ee656bd8fa13a423380d04f733ae8
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.8.2		363f567fe062532c6e0c960665725f203a476357
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.8.3		7ad91c00e0dfcda9f34ccc3a3e8bc88ccd65feb3
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.8.4		680dc90eb73253a43efff5eab3b4a9c37cca78f4
org.apache.camel.quarkus	camel-quarkus-integration-test-influxdb	3.9.0		6f3fd9582b846538a176abc46686a289e5e7fa24
org.apache.camel.springboot	camel-snmp-starter	3.0.0		570cc64e6dcccc782912cb532a137fe82a3934e1
org.apache.camel.springboot	camel-snmp-starter	3.0.1		668332d935c2ddbe74b797c8a5defc0fa73e7bf1
org.apache.camel.springboot	camel-snmp-starter	3.1.0		a8a964ad1d06e97406e896b00fc89b29639af50b
org.apache.camel.springboot	camel-snmp-starter	3.10.0		c69cf6040dad481b71271018c1189f7c7db69a05
org.apache.camel.springboot	camel-snmp-starter	3.11.0		73827128dea604581579c36d8b4ac5f8f6ed9ac8
org.apache.camel.springboot	camel-snmp-starter	3.11.1		cc6dc01bd4c0e7630a90fb783e2520367a8496c7
org.apache.camel.springboot	camel-snmp-starter	3.11.2		69fac3083289423d4b84d88eb1042d91bbf4be74
org.apache.camel.springboot	camel-snmp-starter	3.11.3		61b9d6d850c2609a9028cce0b90fa9df7a322042
org.apache.camel.springboot	camel-snmp-starter	3.11.4		e700029903c26bbbdc2559f955409a610ca38a8e
org.apache.camel.springboot	camel-snmp-starter	3.11.5		cac0f0e909913cd561dec92b1b62ac6bcbd9d238
org.apache.camel.springboot	camel-snmp-starter	3.11.6		0e29ab2f747faa23ad4e08ff22dbe17ebe6a036a
org.apache.camel.springboot	camel-snmp-starter	3.11.7		ae2804f17b664331b71b7f1673e68fd0f7566440
org.apache.camel.springboot	camel-snmp-starter	3.12.0		9b679768444357ce3daae9eab20fe68187447012
org.apache.camel.springboot	camel-snmp-starter	3.13.0		1f43a0e55f2701de4da6a7c9a97138d9398ca6bc
org.apache.camel.springboot	camel-snmp-starter	3.14.0		7445ad5c332eaec52a7f4bac84c7b7f5780368da
