at.crea-doo.homer	decanter.feature	1.0.11		N/A
com.github.hadasbro	defargfunctions	1.0.2	onejar	1249fdf0af97b9fef365f011760db93d6a898a60
com.github.japgolly.univeq	univeq_sjs1_2.12	1.2.1		ae60786f4a3b4c27a8fc76ee12b2a3d96761fe04
com.github.japgolly.univeq	univeq_sjs1_2.12	1.3.0		c61b0e801577ea30529c974527f608a16a2ab7af
com.github.japgolly.univeq	univeq_sjs1_2.12	1.4.0		64e44f869d5da2a1f89ee8deae03e8c1ca093cef
com.github.japgolly.univeq	univeq_sjs1_2.12	1.4.0-RC1		69a087c2c0463e41b4daa1db189e5d1c12ec4387
com.github.japgolly.univeq	univeq_sjs1_2.12	1.4.0-RC2		df56e742d259edc235d60b9b6a1eca0be45db4c5
com.github.japgolly.univeq	univeq_sjs1_2.12	1.4.0-RC3		87c6a984c4448269642bc498f37d45f76385895c
com.github.japgolly.univeq	univeq_sjs1_2.12	1.4.0-RC4		d6054e7469ed4df5f9bc1495f04b6533bf33ea4b
com.github.paganini2008.springworld	fastjpa-spring-boot-starter	2.0-RC1		84c03db071db3650aaac48b01702d28f779c9c85
com.github.paganini2008.springworld	fastjpa-spring-boot-starter	2.0-RC4		d0e6e5a5fb2a3f9dcaed06e1e1d31b409f9b14b9
com.github.paganini2008.springworld	fastjpa-spring-boot-starter	2.0-RC5		981f89c07716cc441647ee987c79149cd2b340dc
com.github.paganini2008.springworld	fastjpa-spring-boot-starter	2.0.1		0d3624fdc6fd4543c4293829d5e13b5e7046cd57
com.github.paganini2008.springworld	fastjpa-spring-boot-starter	2.0.2		9590aff26dbe1dca4b12c880dd2167dc9e1b8392
com.github.paganini2008.springworld	fastjpa-spring-boot-starter	2.0.3		2f958aa87614e4d5c46258ce845a037f08892c53
com.github.simy4.stub	client-stub-junit4-integration	1.0.0-M1		a90ebfa749edfe428c184a46caaff3256821191d
com.github.simy4.stub	client-stub-junit4-integration	1.0.0-RC1		ccb450c6b2269ae366fad9d43f14e810bfc470df
com.github.thesmartenergy	sparql-generate-jena	0.10		396b4113ca587899b90fe92a8df931654eff45fb
com.github.thesmartenergy	sparql-generate-jena	0.9		1db932833cdcc1eb624fe6cef51a5f78efd1fb93
com.github.thesmartenergy	sparql-generate-jena	1.0		42c64f38b29649309be1643773a5cbf2e1f7b95e
com.github.thesmartenergy	sparql-generate-jena	1.1		cd535c864c6d2fdbdb6667bd3acd589316592d84
com.github.thesmartenergy	sparql-generate-jena	1.2		fbe6ac6efa946cb241e49433ee29c078e32dfde7
com.github.thesmartenergy	sparql-generate-jena	1.2.1		4ffa59769f846f42bd3104a58c22f68b0bdca981
com.github.thesmartenergy	sparql-generate-jena	1.2.2		547b00bbe0622e895b4fff3a8fb45ebdf2b94737
com.github.thesmartenergy	sparql-generate-jena	1.2.3		629023c03bd6d22b2b0c4cbe07b629dbcb83696d
com.github.thesmartenergy	sparql-generate-jena	1.3		16acdd3853bf5fbd3e63196ce1d7407b3f0e9cc9
com.google.apis	google-api-services-essentialcontacts	v1-rev20210421-1.31.0		2927e2cf4703207751b2affdc19fc8a081d08abb
com.google.apis	google-api-services-essentialcontacts	v1-rev20210421-1.31.5		be4633adf4ebda26259c2100a1f2a071d80c47d5
com.google.apis	google-api-services-essentialcontacts	v1-rev20210421-1.32.1		622bcb7e0b6f77e7db09f6d7cfa17e329d519e41
com.google.apis	google-api-services-essentialcontacts	v1-rev20210806-1.32.1		2ce742bf1424b1eb93dfecc7861bfbe3d6dae64a
com.google.apis	google-api-services-essentialcontacts	v1-rev20220317-1.32.1		e63b98dce8a69afe2f481996e6d93d39ab191b4b
com.google.apis	google-api-services-essentialcontacts	v1-rev20220317-2.0.0		b0176a6d349f28627a07c29bde26da61c4f1950d
com.google.apis	google-api-services-essentialcontacts	v1-rev20221031-2.0.0		5643ccc5766b863b6aa05d0e2cdc99845839244f
com.google.apis	google-api-services-essentialcontacts	v1-rev20230603-2.0.0		7b9eb636c3dbda286603ac4e4bdd5f50298d3442
com.google.apis	google-api-services-essentialcontacts	v1-rev20230622-2.0.0		c9d130cf023bb1ef481fe6f53de8615953bf76f6
com.google.apis	google-api-services-essentialcontacts	v1-rev20240707-2.0.0		1bd764e54b9fa7e4ea1c35df648952d8ec4a1fbe
com.google.closure	doclet	1.1.0		a7cf086784d9c69db90988736e78d16a78d9f62e
com.google.closure	doclet	1.2.0		50a9912d95432d47d37cae3acf179d3965f16adf
com.indoorvivants.cloudflare	worker-types_sjs1_3	3.3.0		407b2a71f51634bc57e93f30d51b8198187868ff
com.jerolba	parquet-record	0.0.1		db013ec2824e691ac885ff33bc01201f9d4c793a
com.jerolba	parquet-record	0.0.2		56ddfec5b8da4ba6343a2a9a5ebfc06a31a89189
com.jerolba	parquet-record	0.0.3		f3e99d33a978d8f3188e2a5fbe383c0d49bf0c96
com.jerolba	parquet-record	0.0.4		031cdf2271ec5a3e24b30c5b671ae926675f0061
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.10		03312d7b239afd79a5e8b65b2c21b4cce6614451
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.11		522155a77071c0db0c262ff4fa6e1abd99fb89ad
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.12		e38ee98b4ed0d5a27c24a2bf7cef60e99cfaf10c
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.13		56f77d27528bf27dae20a4a38671fe83d75a4030
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.14		c64ea44b2ccbdc1b3fe9c77b34a0e49be9187cac
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.15		5b2cb6234bed314146987481ce2c46bd0dd763c9
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.16		69c454dd85647dcac3a1e7022c05cead7c2cd0aa
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.17		b6f3580a207df584dfea8d30476a5c6ef3f8d2d1
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.18		fa8e8ee4385f5427a0b90802e37770641611d164
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.19		64c41727c69708068e70b06dbfda5c06b0d8cfd7
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.20		69cd57bde111106d56cb843f3ae284cb89e689d5
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.21		2989b781c9d4981e9980fbe6ed66e3c3286cded6
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.22		2de5b416d51373746d204d7736e3867b2ae985d5
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.23		b260b1a8c29c46160831e209f9c4c5d936d5e9a9
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.24		2c3e867554e7bca7092000031462a8bdee6556be
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.25		a5856db9162da086343d7f172f66e57acbbcdb0c
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.26		6229a95b16a916afab02fcb69386afa24bb32dbf
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.27		a23c7e5f8e21f75c7be4ed3a1a1adf29e448d3ad
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.28		4925fe2a45faaa110526a5d2ed922cdbef7f4aea
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.29		277f9f34dff675faf5621e2d9a313ea9a83d1b2d
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.30		e603557b0e98bfd6a4803d2d2d00378fa2a24e5f
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.31		3c232af7422d675f126ae3644c0fc7cbdea5ce12
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.32		9d04607c2c2888ed9890dd77209455db39220321
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.33		a0303c470466a290326d2fe28066ac797c8ee94c
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.34		62d46bf18125c7537d5c4c572c83ec6f77ceaace
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.35		1ca695e73f984133754ea38e52c2886ce86634f4
com.liferay	com.liferay.headless.commerce.punchout.impl	1.0.36		daf23ff1fd428dc7098c73ed347783f88179a9ed
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.1		ebc9b638ef1725d3b2639c524f2363fc9a061c90
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.10		f671bfe8a2ac0e128c18c5a6cb240efab960fc48
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.11		c5a4976f70d1ea1fe2c184f4235fdfd93d2683eb
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.12		e2ea87433b6d89d48725d7c4db533474010e8788
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.13		fcab3f65cdf280b5816860dabcf0c174e084010e
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.14		b9e0db2ce03c55e9d24b49a7150ff20d8cbb9444
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.15		7a859d4a648c63c19cf031e71db28857d3eac0a1
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.16		16272d3c6a66e01e403221ee1b6ae1973366f24d
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.17		8f4954769a34cb89de4ca97c57614fb8838184b3
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.18		2d3f4c54153fc27c53057beffbb741cb67d855f5
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.19		872dce2057d9d82880a68aef92adc18f271821ef
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.2		cbe57bcefbee261affa69b1710cca43086652034
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.20		dc5d2c187ca609b6543dd7a5d2b7f00b419f23d9
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.21		11e11684ba6fab630b1f823aabd0bfcc6bb3e485
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.22		8ea6799d691f2f793e0ac3ff36a052da9d26eae0
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.23		43d65512f1a48921f70b2199f689c1292571f185
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.24		ba4bdceb96e14bff7f26e49e6e00a88e15810952
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.25		7a6fbda386688eda48e37c9feffa58a80037e875
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.26		17af2a4edc44ec176f53c580c1a89f35f975cae2
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.27		8e4ece7bfedbe1424e96685868ee683173f343d9
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.28		815c208fe32f9b1d546e6d0220e75920545b0d12
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.29		74bbba8bcb51faffbad204ed22b39e8f559177ea
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.3		8e2b740ab0f265b72957352fd4ec3dfe5e8b3441
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.30		9837322ad39bdf66ac926545099812c53422d3b0
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.4		a6cb076a4734f86b4a6e6150db80d911837ed82a
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.5		bc11da9ab47f6079982ce7c6f41502232ba45bcb
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.6		d336a4615af36e5eb4d6ee3372ec41ebef5590a8
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.7		5125bb275fc3279f5143e1213cf14cfc3ec682b1
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.8		04256d4aaca7c970e004e04239438a4381b9208d
com.liferay	com.liferay.headless.commerce.punchout.impl	2.0.9		db88f1e394556ec5c7fc808a3ed385437534f678
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.10		e3750d6f55b1b01b1b8cf9682e2f809d1d805914
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.11		196139d90c9960c0b5df91e3fe496a8a644a5958
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.12		4ecc3d53dca86acbf49a190c23b08eece192921f
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.13		a67db23aee7512fc980b4421e24de7cd97726a64
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.14		d69ac0eb3a3dc75c8abcd5018e29b2965c7ebeda
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.15		a0124f109755aa7e279dc52baa342245f25b3ca6
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.16		7faccf61462b08b6f6e178fd3c57e3c55237a00f
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.17		7fb58611881c23e357c7c8ac037f3014087e2ac6
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.18		b17b1ac201b361242e2e8180f8083487727c8310
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.19		720f58a697611dd824003d678929bffdc54261e7
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.20		f6ced4cdcf05cd37dcba7b0d57dab70286ff960e
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.21		fdc5797bfc4daf8e4f84530d59d5269ecf192945
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.22		979252bdd403b4ddb85127394a612992ecb9c3d6
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.23		f7c2399dcb0d48a8896ecdcf6e8982617e2c0df9
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.24		9ac5df22249bda90102e13dd340fe627b7c8e7fe
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.25		5229c1a8ab38273f6b6d4fe528941cd6d6e1348b
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.26		18ffd741c3bde40ac1d374927704594de0eb1f0f
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.27		3b920f9923ca7333d3b043b0ee1bd8cf46639d2d
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.28		2c41d539c8d1015d6a8dbac57b187ba62778e5c0
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.29		d798431f0333861d879f6d432000358a71d4d1a5
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.30		8afa9d47912c7cd2812795fc9407d881ee025b82
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.31		36d0b3f0ce0c93a75aecf5cdf3836f8c6397a0b5
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.32		523657383df2cefca5230eafe499748743ef0efd
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.33		b96b2572b1254cf9db4ee77f7ef666e350504abe
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.34		e6c916eb0d00fb5769abd948f43a8075e5e24542
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.35		cb73667a72c856f1791b688d8f9d038e4f28b136
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.36		7f37dc29bbb33394dc7f7b7c77c52336cecb70e7
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.37		3cc1517162b8d59c18887691960091cf6e3d1a45
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.38		d9aec9ced32e5182b03344fbc1a9551efe19d365
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.39		6fb4461c6e1b8116eabb348b493ad98b38c4f197
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.40		ea0d78a65398b6c43fda99ab30669a080a37a6e0
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.41		8946a05fd4f049d30c85a9c5a352c678426bd7a2
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.42		b49fa81fb0cf2d40b2404157a287497b0fe36148
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.7		67f5d953728b095e60ab92ed29063d4eff34a1ba
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.8		9b0a2c649a99e85e88e123fe1209630406f711be
com.liferay	com.liferay.headless.commerce.punchout.impl	3.0.9		df81334aadf23358f2b4e761857f216e7bcb0985
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.0		f9d3c0a21437a363ee538f0815ab0045335cc89e
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.1		fd1997180bd601fb0423363374b4e8e544776726
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.10		97adb6b7ee81af2163c8dad0da743c599a059dd0
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.12		9c6263937538d3cd0d83566f2cbb7b11e06baefa
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.13		76edf5a90357efb095fd1d3444c913195a82527a
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.14		89163c53edc6209824564d3b0ef38fd6ca54033f
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.15		b07f691c99c1be2af3741b0ae1f5bd7592ed1e56
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.16		ecd64dbb9eceb25274ed624b38647c559c40e054
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.17		293cb8de3889b0a137c3401712b6e45ed3aee737
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.18		8df7e9b17f775ea599553b90027373c15febf301
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.19		d607c40c32d62ea9232cca801441086a05172b31
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.2		d88eb372e7d24ede1e381d66e0b999d21fb15bef
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.20		b50b60a07ee5ac3e9ea5ee02c6fb1bce2ff990de
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.21		5928dd5b9fd30eb28555d5a21ad44d98d16e4f07
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.22		f8513762e6545d38a4e10f4a846814312d0b63bd
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.23		83c76acb430b6f3bfbff37c5acd7d81e5c573ed2
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.24		7ca51f787f354ac4914a5cf1a30be437fbca228d
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.25		85433accb68806904b94d9a1b3b79b0604151b4b
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.26		bca8032968c947905304cd9919cf7668fdbed34a
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.27		25c863f88e0784bc9884e7cc486c62a0afa15467
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.28		e14d084053c7743cb226785bf90f2f9dc0c3c512
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.29		0e3cda2322870b2bb604bfd19bafb61fe78ad130
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.3		23f7cd83df3434596c29142e027e0013ff6cde02
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.30		7f0126913183a412b77fe0363860108c04b41bd7
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.31		43a7e9fde2dd402dec619b9b4c1db6fcbb6b7e4f
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.32		48f80caba683bc1ea6e98fed6c177ff824328117
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.33		c11875076bdba3f8ceba71a6c2c6286e63afda17
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.34		eb0d8c6c10540c37f873395bf10c0f12a1d93d5f
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.35		8a32a435effe0680d4f811abac22fa533e811afd
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.36		8c1ab69f20c2275d947ed5ac7578120eac0ad15d
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.37		1818c8bacef764bcc682c3c2547b32f8c0eb0e35
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.38		d1f1ca695db1ba08783bd226d34123906946ff14
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.39		39542b411aa0779a7e1854d92dd1e0a96c3294de
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.4		a0cc91727fa855a8ea344d0a88cf3b263b392bfe
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.40		9ac5678616677fc617b2d60d2668661ebad9fa8b
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.41		7b83a54503b62de703b1ced3e5bdb533653ea924
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.42		dd175550483e72a5b8214b943c00b3068f7ade6a
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.43		9950e11bb55bd32235bf79f3163f27d52672b27d
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.44		0c160220238256047bc0b7b3bbebe16cec2d53fb
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.45		9086da8b3e35837bda9d3b7ffdaa0f5855f6f8b5
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.46		39d5bb4c70614b5d6915690991a7f70d9398a992
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.47		b403f10099fd88f1bc09d3f7fc18a83eb7a5c7e0
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.48		2fe9dc88745f9263fbec4de621871b1d34ea7cc8
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.49		f8a4914f272c74df31345eb21878e9b1ec9d6fbb
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.5		98e07397275b7a8baef3a0f600436b7a589f9bca
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.50		0ad5e61cdbb32f8a31b8c5c313aa9d33d73d8bdc
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.51		9d320338cfbdfa125233e90b9abf07130ade495a
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.52		4dcd5e12f980061f8588003362e59b0f88c0650e
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.53		3c3e09c8bf5f85b35642a5582736b50c5ce33e32
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.54		e06c95473984a6c2ebc3d1bacb71556d919ff075
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.55		0093202935bd85c100d17b1df08cbd23f96d1b86
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.56		7d58d57b7c6ee9c0e05c5397eb625b35ceb71644
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.57		43324a44271b11d491ff772bcaeccf3e3290aa6d
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.58		8c171597791c9b66732b87fadf5e2880f0dc3dba
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.59		15dbe83a6ba4c1185f124c4b7bb15ba3ea0be426
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.6		fc9e1da2240a4663a8871f4a796b5bdbb46aa748
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.60		0c5f2f37423200047d1b97fcb667a0806197576c
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.7		6321b5985362da7ab14798f9a2b7219fba4e84ac
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.8		c5d8a9e3efb84c90271ba111d8e2a3f590960cc1
com.liferay	com.liferay.headless.commerce.punchout.impl	4.0.9		bd0f1eea290bc69c4d814b14f83b06457fa30218
com.louiscad.splitties	splitties-preferences-android	3.0.0		N/A
com.louiscad.splitties	splitties-preferences-android	3.0.0-beta02		N/A
com.louiscad.splitties	splitties-preferences-android	3.0.0-beta03		N/A
com.louiscad.splitties	splitties-preferences-android	3.0.0-beta04		N/A
com.louiscad.splitties	splitties-preferences-android	3.0.0-beta05		N/A
com.louiscad.splitties	splitties-preferences-android	3.0.0-beta06		N/A
com.louiscad.splitties	splitties-preferences-android	3.0.0-rc01		N/A
com.louiscad.splitties	splitties-preferences-android	3.0.0-rc02		N/A
com.louiscad.splitties	splitties-preferences-android	3.0.0-rc03		N/A
com.nivekaa	nivekaa-spring-boot-starter	0.0.2		381005dbb0e5b18a3402c505475c3340f06887dd
com.salesforce.servicelibs	reactor-grpc-retry-pre3.3.9	1.1.0		055f1aad98a9fee6425f7704db5c80b336fecc2c
com.salesforce.servicelibs	reactor-grpc-retry-pre3.3.9	1.2.0		d5a6d3c08e8946300fe5dea1c2c75c62a7687931
com.salesforce.servicelibs	reactor-grpc-retry-pre3.3.9	1.2.1		43e811cb253744d728d8c2135dc62fdcda4cd22b
com.salesforce.servicelibs	reactor-grpc-retry-pre3.3.9	1.2.2		339260338e179daaf6bbc3c0a2d414ca9b8703e1
com.salesforce.servicelibs	reactor-grpc-retry-pre3.3.9	1.2.3		092201f0af658005235452a222197753fe3bb6d0
com.salesforce.servicelibs	reactor-grpc-retry-pre3.3.9	1.2.4		bb1cea10f7d15b666bfd5d105a54d094e50db082
com.springernature	bandiera-client-scala_2.13	0.3.0		0af206d71b284ddd105857ab8e6f720bcaace304
com.springernature	bandiera-client-scala_2.13	0.3.1		d7c93a4107c17ebd64bf1c77f1025a5f3c7d743e
com.thoughtworks.sde	core_2.12.0-M3	1.0.0-alpha1		65eccfe2015ccb7aec9b5d7aa670195cd5a0dcf2
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.4.10		bafa2e7a1d7a168cd3bf36d67729004ea48a0b12
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.4.11		ecf461b95854a3feb636689caf59f36c4aa0fdeb
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.4.12		a37611b19d96493047cb8d2eaf6621438bc81503
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.4.13		d9cc6af029ae2d39747f5184c23f54b00cde93a0
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.4.14		4a44701f66acb07ea668cfd4d6c44f7684e226ff
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.4.4		3da67f54c37527df3aba8543e220f9b1cbb09197
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.4.5		f65ebac6b4c798919b1ffdcc03dcce4d7d5a9d7d
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.4.6		cb45ea2eccfe8c26013caaa8157cd39dd0fa7b18
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.4.7		09947448c5e830ac40c5fe1f6849303121539973
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.4.8		91f0de0be86c550dbb9e81c2a4eb5c1f37e422ee
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.4.9		2d59adb81b9e53efbbc6780444d844ade4abc1d2
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.5.0		d584a4d4aa161901dd103de03d4695919cd3139e
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.6.0		98fbbe0656105878e2d97680ba127fdc25ec4933
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.6.1		504c45c9c0f1eb14b9dc1c5379c0218b29a9bca9
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.7.0		7de860734f939dbea425ec678029e243b54bc155
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.8.0		c39880696302927fb1a948e158fcf366656e05b7
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.8.1		c95a8a9ff83176535c6141cecc88f58a9adcfa39
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.9.0		b3c654708887e1cd35aeef5b0f292b0723442cab
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.9.1		52a4e940a8262a9e7dc76d66f6bf448e7b27a84d
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.9.2		1cfb151811c017990c6c453ff3b96231e70b00e4
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.9.3		d8d101d3c1eca71b5f4f25166847cad467294b49
com.typesafe.conductr	akka23-conductr-bundle-lib_2.11	1.9.4		9683299d459d7c38c8754784cba14a865a856db9
com.wl4g	xcloud-component-core	2.0.0		9a266444be06481858131cffd72002acd1bb1c3d
dev.bombinating	xml-deserializer	1.0.1		93ba9f9c12cc5d3b1a4eb66584c26c4a57186ddf
