by.shostko	acollector-firebase-analytics	0.2.2		N/A
io.spinnaker.keel	keel-core	2025.0-1		c1854e078b8e92f5e9137b2e29e9bc9b14f293ff
io.spinnaker.keel	keel-core	2025.0.0		ca57494e58f3ec5c725014620f3aa47297f04889
io.spinnaker.keel	keel-core	main-5		b148d773665d7c470ad844333d139f13905dc657
io.spinnaker.keel	keel-core	main-6		d0a431a2a05d539a5344c9bb9fa32efab1a55e87
io.spinnaker.keel	keel-core	main-7		865225a0091def957b8a0f7cf5747307bda773ca
io.spinnaker.keel	keel-core	main-8		6eb522afcde989c98c7b1982c35f81fb8e5abaa9
io.xuxiaowei.nacos	nacos-console	3.0.0-ALPHA.2		b9b2b6ec750d0920a4e77f0bef3c0f1c07fdf2b5
me.ghui	global-retrofit-converter	1.0.1		e008b8df333fae720d3cfa1902941d78b83f64a2
me.ghui	global-retrofit-converter	1.0.2		8daa00e6986001d025604f3a815638689cbb8083
net.exoego	aws-sdk-scalajs-facade-timestreamquery_sjs1_2.12	0.32.0-v2.798.0		4c9221d19777c0155bc1f16fdaa04bb80089711e
net.exoego	aws-sdk-scalajs-facade-timestreamquery_sjs1_2.12	0.33.0-v2.892.0		89e8de0522e95f3adefa280243360c7ade5a7687
net.kuujo.catalyst	catalyst-transport	1.0.0-beta1		8c0931891f8735286a6001d5c4f4e55d016196bb
net.nan21.dnet	nan21.dnet.core.setup	1.0.2		N/A
net.nan21.dnet	nan21.dnet.core.setup	1.0.3		eafde8893e92e62faffe82cc912eaab087f083a0
net.nan21.dnet	nan21.dnet.core.setup	1.0.4		9da9bd384cd72c2bb84276ca11be2c62fa7b6d48
net.nan21.dnet	nan21.dnet.core.setup	1.0.5		bf6ffee50aa538d61eb27266030d93a41925fc66
net.nan21.dnet	nan21.dnet.core.setup	1.0.6		71ab7ede9b3039aef6f3a5eda8760cae158f3046
org.apache.camel.kafkaconnector	camel-ignite-queue-kafka-connector	0.1.0		5606444916ec6e3e72e48cfc703fd506d94d0cc3
org.apache.camel.kafkaconnector	camel-ignite-queue-kafka-connector	0.10.0		ee717fcf3cfc23fa281c47c9a08bdf95923bf7dd
org.apache.camel.kafkaconnector	camel-ignite-queue-kafka-connector	0.10.1		720f99d7696bf107aaddd609374325dd153a10de
org.apache.camel.kafkaconnector	camel-ignite-queue-kafka-connector	0.11.0		0828f3b96648936346ed7592032b97e64571d678
org.apache.camel.kafkaconnector	camel-ignite-queue-kafka-connector	0.11.5		cf7801536185291abd153e52173351cb3b575cf6
org.apache.camel.kafkaconnector	camel-ignite-queue-kafka-connector	0.2.0		6c38f059097391bf312a6da65e56e386184ca7c7
org.apache.camel.kafkaconnector	camel-ignite-queue-kafka-connector	0.3.0		b8c2f86a5d985b3d36c607c88482694665cb4733
org.apache.camel.kafkaconnector	camel-ignite-queue-kafka-connector	0.4.0		e1a4b3b454e04c3c0f6d4454900e72c6c7e7fd9d
org.apache.camel.kafkaconnector	camel-ignite-queue-kafka-connector	0.4.4		d8e9a8d40c5f0643ddca2a0349f45c74dc0ee27d
org.apache.camel.kafkaconnector	camel-ignite-queue-kafka-connector	0.5.0		cc9311f0994601e853346da83f001167059c4a88
org.apache.camel.kafkaconnector	camel-ignite-queue-kafka-connector	0.6.0		46fbe719eaea07fdb8e56c2f2a80c8e37be3c20e
org.apache.camel.kafkaconnector	camel-ignite-queue-kafka-connector	0.6.1		76d8daf4bb9e19790f73cee62bc76323c80425c1
org.apache.camel.kafkaconnector	camel-ignite-queue-kafka-connector	0.7.0		f16d48a1254b7aba7a04383e1b15b616644ece46
org.apache.camel.kafkaconnector	camel-ignite-queue-kafka-connector	0.7.1		1aa31cad266884ab8016ceaf61ee1de794de7831
org.apache.camel.kafkaconnector	camel-ignite-queue-kafka-connector	0.7.2		7cdf0d17b73911426a5247167adab0f997267330
org.apache.camel.kafkaconnector	camel-ignite-queue-kafka-connector	0.7.3		03a22bddc1ae179e26c6b55db85fe06509709d7e
org.apache.camel.kafkaconnector	camel-ignite-queue-kafka-connector	0.8.0		ee38f8d48d89a2ce5ea392d3bd643115868fe900
org.apache.camel.kafkaconnector	camel-ignite-queue-kafka-connector	0.9.0		f2d7c751d46c354351d45f41df7aa555af72bb97
org.apache.camel.quarkus	camel-quarkus-coap-deployment	1.1.0		e3891d7057814542bd48e0e35c483f097e77df67
org.apache.camel.quarkus	camel-quarkus-coap-deployment	1.2.0		1c5cf2040c5a287e96a965e16231eabd74c6bf99
org.apache.camel.quarkus	camel-quarkus-coap-deployment	1.3.0		c44beac38eb4746c8005ed010edae1dc5315aceb
org.apache.camel.quarkus	camel-quarkus-coap-deployment	1.4.0		506436d059328d40280958f026798e816a97b6c7
org.apache.camel.quarkus	camel-quarkus-coap-deployment	1.5.0		f947d8606ade27d3ba0000fa5e5a709a477eeee8
org.apache.camel.quarkus	camel-quarkus-coap-deployment	1.6.0		ccb9d4e72dca7d016dd1b5fb5140d41f634a5cf4
org.apache.camel.quarkus	camel-quarkus-coap-deployment	1.7.0		57a56329edab7e15081b12235d15ecd21d927726
org.apache.camel.quarkus	camel-quarkus-coap-deployment	1.8.0		eafbdaddbe9ee19af2b8466c43588e02850a3f01
org.apache.camel.quarkus	camel-quarkus-coap-deployment	1.8.1		6c55f8439ad9dc7c67a58c0f2fcb7c8c33389ba8
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.0.0		487f7a5fdc412c1b168469e7e9a57cf53d4e3bec
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.0.0-M1		a94b96a7f0e60965edfe2e5dfd85225b3693bcc0
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.0.0-M2		1393a31e6ce5e060ad1afab342a10f8d4380e5fc
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.1.0		3d756f6b8d09520c7465f26f92ddc7c068bfec42
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.10.0		7cbe00663dbfa12bc2155a3676646b4dd5dcc19b
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.11.0		327c0659d3d78f8ace1fefd814f7e7a83abdbb5c
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.12.0		537a98a778b135dd5ea65aca7186fa3927e5a070
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.13.0		074c45c72a0bbfc1e4bc1935f6955d5df5944e4a
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.13.1		f9ccf46e09e3b679355642922c8687b472ba5cab
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.13.2		340b3ae72bb4815cf19e8f04add60723ab522d65
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.13.3		62102cdd53ec807027de9f384ae20d5c23c0e8de
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.14.0		c67b52234165ef9c6215cd4e656b05f9cbe4303f
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.15.0		b6691c0f70dc58b983b701d0baae7191fef8cd86
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.16.0		f8d018dace1e331d3dd17ac7eee1e78aa54d31cb
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.2.0		88aacf83b11c284985b506e7e5e280c35f0b56b0
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.2.1		af8e8f9b97f83e9087169d673b47a22d27bf7a6c
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.3.0		de0b1c243b3f2a4ae9b08437a27d50eb63309f71
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.4.0		a33cb802878ed24e53ce4b51e8845fabe497aec8
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.5.0		f3d361ac2ecdc1d2244785907436c745f364f8ee
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.6.0		2156f9d0c860821cb47f99f26631a5117b9ad9a5
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.7.0		d95dc3bae082d9e3f92f41cc11e8de88ad9afd98
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.7.1		9802ae8fb7add02fd84565ed7c20895f02860f89
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.7.2		c58787a383caa02ef7a8459216f5405b7d8712dc
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.8.0		70fe0df9415ca6302d42bcba6b7e3f50e9c21427
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.8.0-M1		c4f3c88d86dbd351930a11e9caff2f2fe80d3152
org.apache.camel.quarkus	camel-quarkus-coap-deployment	2.9.0		275584c54a8c4cc20fc20491272b23675d4155de
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.0.0-M1		692390ecf388c8689fa1d6f6ee6c8d404c686082
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.0.0-M2		c3706dde987c9564a7e535ab1af916fbe671f2ab
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.0.0-RC1		3bc8681cd2921c749cb402b4763083b54d5cf70c
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.0.0-RC2		5a67d3a593d45c03644685766c5b695b318345f1
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.10.0		7adf1031bad6102c60c55934dae9647b86ffdc5f
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.11.0		3e0bef46041a350a39667ab825993dae8cc4e5e2
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.12.0		08342ed9c91811ef77a04993b623f8d433d56a93
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.13.0		a7cf065efa9703ce1c7fe49cb46717708f4a82cb
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.14.0		549dcfde68a674303e8436941fafbf66b2e1cced
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.15.0		0e03d593e812528ec6d103906bdb6b050afd7102
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.15.1		416e6805a0e0bfe0ebc8cf72d0b41380bfa15731
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.15.2		235ff15bad1cdeada08f1d4862d30b99e4001c5a
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.15.3		01e8a935b074051a5af98a7394eaa4cf0c0fe9a1
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.16.0		18f609548837efe9307bed4da2c33496e598b2b2
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.17.0		244c90795e1922695051633cfe13a37672d8fc31
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.18.0		211645a5a2f058a724e69d5d509efc23e43986f8
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.19.0		1589c0854d8687a3856376c4c01d7e643e162cf8
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.2.0		3f94e3342b961d6b23f58c1f4918163c11977042
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.2.1		8039d2b965f20a15ae022c76895bb9b16490fb18
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.2.2		d0c572bf7436ee26e50b48ddd7a9b3848b837e7b
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.2.3		8672c1bcf7569b3bf7c69a90ea5242ec9a1fce36
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.20.0		9efa586ccdd0a5f5f724eeb4590c2310a68ccec2
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.22.0		96904f1f5b7da087b05e3bd91d65694e8de66491
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.4.0		de0abcd6ce0f323fb4c47241643bf23a05f682e3
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.5.0		850d156c70294332211b560fd2155fc3c0bcde07
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.6.0		863177dab8d2b52ced709943e917561ad86c0680
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.7.0		7639722f6042c47a22b080c3ed075838b2ced1ed
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.8.0		85a7ca998844c447fbcfcbad1e9078727ae70435
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.8.1		bf17ac66ab427c1d8bb0dd65d2239e4218f4374a
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.8.2		61fca58ad84f9c63dd21cfc63446e84afc14eb4b
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.8.3		06f1ad57e62803e41e507e879c42ddf9ade41277
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.8.4		9a614e248aa15f20803c735edfc1f8723f3ada5a
org.apache.camel.quarkus	camel-quarkus-coap-deployment	3.9.0		950231bdb77c8a5f95bfb0c5544de40a22b38515
org.apache.provisionr	activiti-karaf-web-explorer	0.4.0-incubating		N/A
org.apache.solr	solr-hadoop-auth	9.0.0		0087541927c6d6c8746750e0dc69cea0da045740
org.apache.solr	solr-hadoop-auth	9.1.0		7ccaa62e9cab4cfe28842972ee69b2a1e142a01e
org.apache.solr	solr-hadoop-auth	9.1.1		32a7d9c1a6830d8c21207eca501c0881e536279a
org.apache.solr	solr-hadoop-auth	9.2.0		9ba90b6ca20851c795c17076e0500d93cdeae935
org.apache.solr	solr-hadoop-auth	9.2.1		b189d55fa32a0c9fea019da69999bc448b72fce2
org.apache.solr	solr-hadoop-auth	9.3.0		2791f2b7bd2cc2d4368018a04e02126cec3d8c9e
org.apache.solr	solr-hadoop-auth	9.4.0		08c95d49983dd59398d91349f872577d71a830ad
org.apache.solr	solr-hadoop-auth	9.4.1		ec1fb994b11b88b3fcac84d4d0d396459b148dea
org.apache.solr	solr-hadoop-auth	9.5.0		1319af97676a701fb5ba5cdf54747a4557b66098
org.apache.solr	solr-hadoop-auth	9.6.0		0e2836de0f2d1427c605613d12e53c3fd8893ff8
org.apache.solr	solr-hadoop-auth	9.6.1		2c67432f8e99a1da384b1e3332a17c3996afa8eb
org.apache.solr	solr-hadoop-auth	9.7.0		2251022fb02ec3333b6dfd346069e4b14553be61
org.apache.solr	solr-hadoop-auth	9.8.0		049380101cf6a385f7fa960070f1fd9d0e65cb9b
org.apache.solr	solr-hadoop-auth	9.8.1		a8028e05657e7377b01e9af16ded1895ecb932dd
org.arquillian.ape	arquillian-ape-rest-postman	2.0.0-alpha.1		06b80e3bf3a6a2d090179873f32cf58b66b90249
org.arquillian.ape	arquillian-ape-rest-postman	2.0.0-alpha.2		edbdab3b14356b04b08d9db061a411775ca03dea
org.arquillian.ape	arquillian-ape-rest-postman	2.0.0-alpha.3		40f10117667f54f48a0dbfb87a16c78ba031ae8c
org.arquillian.ape	arquillian-ape-rest-postman	2.0.0-alpha.4		081efb0d4b4a7570b6b065abe52e8987d459808a
org.arquillian.ape	arquillian-ape-rest-postman	2.0.0-alpha.5		fb7a7123dda1d58ab208391845ed9530b42fafb0
org.arquillian.ape	arquillian-ape-rest-postman	2.0.0-alpha.6		3dac684240e448fa81236616131fd75335d47f85
org.arquillian.ape	arquillian-ape-rest-postman	2.0.0-alpha.7		7f7e59d82648e4aef733383b9134fc5637a19570
org.atmosphere.samples	atmosphere-twitter-live-feed	0.6.2		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.6.3		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.6.4		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.6.5		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.7		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.7.1		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.7.2		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.8.0		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.8.0-RC1		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.8.0-RC2		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.8.0-RC3		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.8.1		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.8.2		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.8.3		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.8.4		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.8.5		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.8.6		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.8.7		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.9		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.9.0.RC1		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.9.0.RC2		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.9.0.RC3		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.9.0.alpha.v20120301		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.9.1		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.9.2		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.9.3		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.9.4		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.9.5		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.9.6		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	0.9.7		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.0		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.0.RC1		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.0.beta1		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.0.beta2		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.0.beta2a		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.0.beta3		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.0.beta4		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.0.beta5		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.1		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.10		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.11		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.12		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.13		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.14		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.15		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.16		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.17		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.18		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.19		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.2		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.3		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.4		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.5		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.6		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.7		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.8		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.0.9		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.1.0.RC1		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.1.0.RC2		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.1.0.RC3		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.1.0.RC4		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.1.0.beta1		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.1.0.beta2		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	1.1.0.beta3		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.0.0.RC1		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.0.0.RC2		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.0.0.RC3		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.0.0.RC4		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.3.0		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.3.0-RC5		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.3.0-RC6		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.3.1		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.3.2		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.3.3		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.3.4		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.3.5		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.4.0		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.4.0-RC1		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.4.1		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.4.18		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.4.19		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.4.2		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.4.20		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.4.26		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.4.27		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.4.28		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.4.4		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.4.5		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.4.6		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.4.8		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.5.13		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.5.3		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.5.4		N/A
org.atmosphere.samples	atmosphere-twitter-live-feed	2.6.4		N/A
org.eclipse.dirigible	dirigible-components-view-repository	10.6.38		24bba9b09525fec713f65dca8b85a4061d129d7c
org.eclipse.dirigible	dirigible-components-view-repository	10.6.39		dfafe87e432cdfbd4168af1841563d0599ae3220
org.eclipse.dirigible	dirigible-components-view-repository	10.6.41		47997f5ad40131e6ac51e1871643c42190ea63f3
org.eclipse.dirigible	dirigible-components-view-repository	10.6.42		6213a511fe466d7db6cab3ffd6e54a5c7820dd8f
org.eclipse.dirigible	dirigible-components-view-repository	10.6.43		9f81bd85a06d931cbbda28dc2bf200db37be5e64
org.eclipse.dirigible	dirigible-components-view-repository	10.6.44		38e5cb1c28e20a31e4c577505e4ea4dce22771fe
org.flowable	flowable-app-rest	6.0.0		N/A
org.flowable	flowable-app-rest	6.0.0.RC1		N/A
org.flowable	flowable-app-rest	6.0.1		N/A
org.flowable	flowable-app-rest	6.1.0		N/A
org.flowable	flowable-app-rest	6.1.1		N/A
org.flowable	flowable-app-rest	6.1.2		N/A
org.flowable	flowable-app-rest	6.2.0		N/A
org.flowable	flowable-app-rest	6.2.1		N/A
org.flowable	flowable-app-rest	6.3.0		N/A
org.flowable	flowable-app-rest	6.3.1		N/A
org.flowable	flowable-app-rest	6.4.0		N/A
org.flowable	flowable-app-rest	6.4.1		N/A
org.flowable	flowable-app-rest	6.4.2		N/A
org.flowable	flowable-app-rest	6.5.0		N/A
org.flowable	flowable-app-rest	6.6.0		N/A
org.flowable	flowable-app-rest	6.7.0		N/A
org.flowable	flowable-app-rest	6.7.1		N/A
org.flowable	flowable-app-rest	6.7.2		N/A
org.flowable	flowable-app-rest	6.8.0		N/A
org.flowable	flowable-app-rest	6.8.1		N/A
org.flowable	flowable-app-rest	7.0.0		N/A
org.flowable	flowable-app-rest	7.0.0.M1		N/A
org.flowable	flowable-app-rest	7.0.0.M2		N/A
org.flowable	flowable-app-rest	7.0.1		N/A
org.flowable	flowable-app-rest	7.1.0		N/A
org.fluentcodes.projects.elasticobjects	elastic-objects	0.1.0		55291006a67b961db33dc1a8c951f39835c3f9ff
org.fluentcodes.projects.elasticobjects	elastic-objects	0.1.1		f841ea33d4e2f694291188d60ca2071681b3dab2
org.fluentcodes.projects.elasticobjects	elastic-objects	0.1.2		7b094127676a96295f22a6dc3f5ef6cd457cdc04
org.fluentcodes.projects.elasticobjects	elastic-objects	0.2.0		95c928af0e2a70d128040e74a1d70a0099acff35
org.fluentcodes.projects.elasticobjects	elastic-objects	0.2.1		d73aa7ba177784ebdb29f15a39dcc4218874ce86
org.fluentcodes.projects.elasticobjects	elastic-objects	0.3.0		6587c7fa4d94393dab0e598ada70752836b3a77c
org.fluentcodes.projects.elasticobjects	elastic-objects	0.4.0		494640d7f52d49daca3aec5ef0fad5a525dfd8cb
org.fluentcodes.projects.elasticobjects	elastic-objects	0.5.0		f3833bcd9ac369da0992e9d64247c97cc62c69ed
org.fluentcodes.projects.elasticobjects	elastic-objects	0.6.0		deb38041a9b41afec8d07402557e18e72b378c77
org.fluentcodes.projects.elasticobjects	elastic-objects	0.8.0		a266841bf29744cb0868eea61c2bce9a3559bdc7
org.fluentcodes.projects.elasticobjects	elastic-objects	0.8.1		177df52739c961ac307abfcb1fdee6d6704cc4c8
org.fluentcodes.projects.elasticobjects	elastic-objects	0.9.1		fd4b879f43efe0bfae2c76332e9a8e6eac093f8e
org.fluentcodes.projects.elasticobjects	elastic-objects	0.9.2		19d01679ef08a593bf9165d65a4596d649ff8b25
org.fluentcodes.projects.elasticobjects	elastic-objects	0.9.3		a387fd9afddac4662dcdb52575dde9f42f760276
org.fluentcodes.projects.elasticobjects	elastic-objects	0.9.4		659ca481554a1b39d9a5949f7f85a390ded7c159
org.fluentcodes.projects.elasticobjects	elastic-objects	0.9.5		175564a35fc64720ac9fe9eeb73a1a289a1ac46f
org.litote.kmongo	kmongo-id-jackson	3.10.0		cbc4e3f6548bc3c54cf78f6bc751a992db6a0894
org.litote.kmongo	kmongo-id-jackson	3.10.1		37e84613884aa445718083219dd7f30f0eee04d3
org.litote.kmongo	kmongo-id-jackson	3.10.2		e8fb10dd7051b18ff1f7899039bbcc5b6592374c
org.litote.kmongo	kmongo-id-jackson	3.11.0		660f7fcbdf729c237f1fffc130ceabb04d643eb6
org.litote.kmongo	kmongo-id-jackson	3.11.1		a05fcf3dd72ae3313708ab2dbee7cbcc665e88f1
org.litote.kmongo	kmongo-id-jackson	3.11.2		ea587cef31bcf2fd7ef903275c25d9c0a190498f
org.litote.kmongo	kmongo-id-jackson	3.12.0		0606cb4ba05b254c94d94ebf35f5db3094523762
org.litote.kmongo	kmongo-id-jackson	3.12.1		29eae4f6c22245c3795c85d4986814adb041ac95
org.litote.kmongo	kmongo-id-jackson	3.12.2		bbad02d41c82862f23a6efea25ed6c8c79b0bd8f
org.litote.kmongo	kmongo-id-jackson	3.5.1		0e26ff932fb95a708825da8effb2473fec86ca81
org.litote.kmongo	kmongo-id-jackson	3.6.0		8098c552347f05925fc370c4088e3d29197bf8ec
org.litote.kmongo	kmongo-id-jackson	3.6.1		9159a0c5c6c6595031d062c597ae841f014f7161
org.litote.kmongo	kmongo-id-jackson	3.6.2		ce1b1f6dd209f54523c6c4cd5a89939a0edf489a
org.litote.kmongo	kmongo-id-jackson	3.6.3		91c145acdb04670df967a5b1c0b7bc4a4b1f5eae
org.litote.kmongo	kmongo-id-jackson	3.7.0		86b93c41c42ddf75bda95bf194501fdbfc3a06a3
org.litote.kmongo	kmongo-id-jackson	3.7.0-rc0		03259b9c0db67c7ad7da27439345159892c72d5f
org.litote.kmongo	kmongo-id-jackson	3.8.0		df2456c60e490c81928fe8b724b3c9d9b44c56c2
org.litote.kmongo	kmongo-id-jackson	3.8.1		cd0fff7f3a126e0afde12327bef4b0c9e7add6b1
org.litote.kmongo	kmongo-id-jackson	3.8.2		e74fa6d2f89e056fb1d9c6fd9b66d5c58182a211
