at.released.tempfolder	tempfolder-sync-linuxarm64	0.1		N/A
io.quarkus	quarkus-openshift-client-deployment	3.17.3		2dd98f3d3531b7e76563d730e0f2614359bf2923
io.quarkus	quarkus-openshift-client-deployment	3.17.4		6e42e3577699d6f27a1540d57333cc0b7f6caa98
io.quarkus	quarkus-openshift-client-deployment	3.17.5		ba5f9c5f54a5d2e250e9b4cca6e4f78938e1d9b7
io.quarkus	quarkus-openshift-client-deployment	3.17.6		10fccb972bd1c218ba821a1a44a3cc512c7af195
io.quarkus	quarkus-openshift-client-deployment	3.17.7		5721811d7e54c35ae8a819699de76df3e6860d8d
io.quarkus	quarkus-openshift-client-deployment	3.17.8		88ab138381faae93e77503d81ccbea8e1fd10eb1
io.quarkus	quarkus-openshift-client-deployment	3.18.0		a7057c838be7f5f880ea395204fb24b65ecd2801
io.quarkus	quarkus-openshift-client-deployment	3.18.0.CR1		756f3eba4db0c8f3fd167e41e7ca9c4a3e61d6d8
io.quarkus	quarkus-openshift-client-deployment	3.18.1		f1abb8fe0e1194027d9f64dc426def0bfbb0a408
io.quarkus	quarkus-openshift-client-deployment	3.18.2		dc3643cb484872dd39ecdd97a65fc6114ca55933
io.quarkus	quarkus-openshift-client-deployment	3.18.3		8f4ae0fe8fb58cf252cc5dd5e883497b37d72433
io.quarkus	quarkus-openshift-client-deployment	3.18.4		49704b1b3b10f9f51f43517dbc822cc8bc743af4
io.quarkus	quarkus-openshift-client-deployment	3.19.0		2abfbff428135c88e076ce1b96d4fa299e88aa93
io.quarkus	quarkus-openshift-client-deployment	3.19.0.CR1		0ef852265c244e74ed94ab9c9b3f0d30ebd6acf1
io.quarkus	quarkus-openshift-client-deployment	3.19.1		3f06f9d08f48b6a5973680a21d0b5abf3a28c176
io.quarkus	quarkus-openshift-client-deployment	3.19.2		604e0c270bbe3ba5e078b4c869ec327fb5a50293
io.quarkus	quarkus-openshift-client-deployment	3.19.3		41a2a53802dc56fda9a339929526e3b8e3d916f0
io.quarkus	quarkus-openshift-client-deployment	3.19.4		9600e35915511915ba2a3ed50f6f53e6062a75c3
io.quarkus	quarkus-openshift-client-deployment	3.2.0.CR1		a270ce3c59f1150fe23042eb3cb91c1151f64f85
io.quarkus	quarkus-openshift-client-deployment	3.2.0.Final		6f220be9da96f5d38e732b67e70c777cdb426587
io.quarkus	quarkus-openshift-client-deployment	3.2.1.Final		6fa2a153d6d8249f042e992312fbd76321acc572
io.quarkus	quarkus-openshift-client-deployment	3.2.10.Final		9a45523ee3266b29121b53fe0de28e5526e5fa8f
io.quarkus	quarkus-openshift-client-deployment	3.2.11.Final		55f19fbce0c0a1a89edf2884512b63340e45b463
io.quarkus	quarkus-openshift-client-deployment	3.2.12.Final		9898826ce00bc7adb0716444f5d6ef8e9cb28a94
io.quarkus	quarkus-openshift-client-deployment	3.2.2.Final		37d1083882b716c816c5d126508eef224dec5016
io.quarkus	quarkus-openshift-client-deployment	3.2.3.Final		75d6363b6a072ce535d75ea2bfa252be8c1c148c
io.quarkus	quarkus-openshift-client-deployment	3.2.4.Final		49dbf8b54295da7ada8f5b454007a3ef210e9a64
io.quarkus	quarkus-openshift-client-deployment	3.2.5.Final		ca1533003ffd63f4d227254885517ae9ec7f308d
io.quarkus	quarkus-openshift-client-deployment	3.2.6.Final		683e58137df1f7c145100daab9482716d1eebefa
io.quarkus	quarkus-openshift-client-deployment	3.2.7.Final		1bb8e797bf99eb4fb43e0576b4f7252c9567d981
io.quarkus	quarkus-openshift-client-deployment	3.2.8.Final		bb426b26ef9f8c5c4c1ea2df34efa02ff6ed69e6
io.quarkus	quarkus-openshift-client-deployment	3.2.9.Final		da8ba8deb6ec8233c60861b60b78c3b89c9b1bc1
io.quarkus	quarkus-openshift-client-deployment	3.20.0		917dbff84dfae69b45eb2978b52c9b9b0eb66149
io.quarkus	quarkus-openshift-client-deployment	3.20.0.CR1		4e50aa1e4932fa5dacdcdfa97cd7c2ae0decb00e
io.quarkus	quarkus-openshift-client-deployment	3.20.1		ecdccf839897f060413dde9f1d12a25b866f9cce
io.quarkus	quarkus-openshift-client-deployment	3.21.0		129376b584ce1ab8d1e1e6e5afd5767966647f23
io.quarkus	quarkus-openshift-client-deployment	3.21.0.CR1		1d99d43314d011538f0c3d8b192988d06ee3a4e5
io.quarkus	quarkus-openshift-client-deployment	3.21.1		d041aefddc622381be3ed6f1c0ac6cc0b5072089
io.quarkus	quarkus-openshift-client-deployment	3.21.2		ce7ef372bc10e5787098ff2a20b8b4fb61071f94
io.quarkus	quarkus-openshift-client-deployment	3.21.3		923d955cec018d78d86abcfdd2232ac5afaf21e9
io.quarkus	quarkus-openshift-client-deployment	3.21.4		113d70805d7419861baf08ec7adff508305b3ebc
io.quarkus	quarkus-openshift-client-deployment	3.22.0		a39e3f95ac01d4dbfe9ef19ea545dbc5d1e8b21e
io.quarkus	quarkus-openshift-client-deployment	3.22.0.CR1		96491606825ef37b207552ff026ae645f0971606
io.quarkus	quarkus-openshift-client-deployment	3.22.1		fa4fff3eae51e9b1a71a902ce49e3024a66adad5
io.quarkus	quarkus-openshift-client-deployment	3.22.2		3c8875e53bfce8935304d7f2d64b779b89c6d6b3
io.quarkus	quarkus-openshift-client-deployment	3.22.3		419e087499db8f72039faa173fcc2f852dace23b
io.quarkus	quarkus-openshift-client-deployment	3.23.0.CR1		ec94aaa2fd35f123dc5cf60aaa449e154c293a0b
io.quarkus	quarkus-openshift-client-deployment	3.3.0		c68c73043644d34154776c73e938d95bbf4dcc60
io.quarkus	quarkus-openshift-client-deployment	3.3.0.CR1		f331c7a6b4263ab0fc8cd279c95dd4796ea1e827
io.quarkus	quarkus-openshift-client-deployment	3.3.1		8460bcadb16ae7e831a6af96bbfaef08659a2a3c
io.quarkus	quarkus-openshift-client-deployment	3.3.2		073d6e06c7249e9ce1ae20ba426b355c223ea419
io.quarkus	quarkus-openshift-client-deployment	3.3.3		42b09f3e946af71d50d6db64bc1d0f877a3e9b83
io.quarkus	quarkus-openshift-client-deployment	3.4.0		9a6fe99589b4abeafdb583498687770f26f45a85
io.quarkus	quarkus-openshift-client-deployment	3.4.0.CR1		5053840222c4aaf31647ef64c61e05a7c92ae7ea
io.quarkus	quarkus-openshift-client-deployment	3.4.1		2b5bc596981d2219cc25336070ee501be571b778
io.quarkus	quarkus-openshift-client-deployment	3.4.2		d6de477fae6b7650f07ebae9c20c646f4ed5e27d
io.quarkus	quarkus-openshift-client-deployment	3.4.3		43d8cf7df8b597acf976dd998f0e40939dedb567
io.quarkus	quarkus-openshift-client-deployment	3.5.0		aa126e77e345718a6b4dd98c59c332774f2cdc6a
io.quarkus	quarkus-openshift-client-deployment	3.5.0.CR1		02025762682f721fcd2b01812fa944e653e4e045
io.quarkus	quarkus-openshift-client-deployment	3.5.1		252d9f2860b957014c9b8034e67042d8fb83fbb8
io.quarkus	quarkus-openshift-client-deployment	3.5.2		be5a6613cabd92afa8268e72110e0d8b4854ed2b
io.quarkus	quarkus-openshift-client-deployment	3.5.3		640d2d502cfa60f551dc77d544b4e86e1d8c7a9b
io.quarkus	quarkus-openshift-client-deployment	3.6.0		7d130e607b4db4c228bab2685a2917cf5815b629
io.quarkus	quarkus-openshift-client-deployment	3.6.0.CR1		1faf52278d1ab45886d0825173269cf05be85820
io.quarkus	quarkus-openshift-client-deployment	3.6.1		3d9b4aa3886af49bc850d0b85aa1cf83ebc2c695
io.quarkus	quarkus-openshift-client-deployment	3.6.2		11b85ecaefcae1dfd106dec99f673ae274f4675e
io.quarkus	quarkus-openshift-client-deployment	3.6.3		e9109e8ba592bc173a8828eb6db232b77202af55
io.quarkus	quarkus-openshift-client-deployment	3.6.4		80564939578405fb8a8d1468c8da85d460a62fee
io.quarkus	quarkus-openshift-client-deployment	3.6.5		0f66c7be9bafd2c4dcc160565b897d80c3fea498
io.quarkus	quarkus-openshift-client-deployment	3.6.6		af1bb259657fe71381bb7b20f068ab918daf4d64
io.quarkus	quarkus-openshift-client-deployment	3.6.7		93dd9bc7bee48414974bcd82961d570efb08928f
io.quarkus	quarkus-openshift-client-deployment	3.6.8		cadeb1565bc1083e64aeda2eb1140636d9bfaef3
io.quarkus	quarkus-openshift-client-deployment	3.6.9		fa8a5fff199d9d4ba3b955b055112b0028d2956e
io.quarkus	quarkus-openshift-client-deployment	3.7.0		6fddca2c92d01a517529be9d2593056f8350571f
io.quarkus	quarkus-openshift-client-deployment	3.7.0.CR1		1838a24648af45455cc550fa92911936900fb53a
io.quarkus	quarkus-openshift-client-deployment	3.7.1		4d435fba339c68e348d80e5181c208b6a79a19de
io.quarkus	quarkus-openshift-client-deployment	3.7.2		7aa618d021e08a0a4d04e83d2cdc6bc1a598f75f
io.quarkus	quarkus-openshift-client-deployment	3.7.3		9fd7a60ef51f5c9c312c54ff26c8ebde80fbbe5b
io.quarkus	quarkus-openshift-client-deployment	3.7.4		0bac1931d90cec95cfa03e229ea0fe948aab41dd
io.quarkus	quarkus-openshift-client-deployment	3.8.0		cf89dcc945a47c0ddfa260b2a4a6309a4fc03428
io.quarkus	quarkus-openshift-client-deployment	3.8.0.CR1		0341e7474cd08433698a833725a7e5ea768dab86
io.quarkus	quarkus-openshift-client-deployment	3.8.1		d3bd34e3c10114e1a3d26a7aeab41587f1811fc9
io.quarkus	quarkus-openshift-client-deployment	3.8.2		7095b5c13b84f3c83d87227a9ccdb96aea76be57
io.quarkus	quarkus-openshift-client-deployment	3.8.3		f1989ee84acf22ff007195822153a1de2a054e18
io.quarkus	quarkus-openshift-client-deployment	3.8.4		9019be5bf0831ac6e30fd32fed5781c737b0efe9
io.quarkus	quarkus-openshift-client-deployment	3.8.5		4ebc6032d9b606a08681cf763bd67f76bce45102
io.quarkus	quarkus-openshift-client-deployment	3.8.6		da765bbf2bb13d6ac2856c1b5bcd33261e21ce47
io.quarkus	quarkus-openshift-client-deployment	3.8.6.1		0bb7c9a77a6f8e27554b4018716d33785e4e2692
io.quarkus	quarkus-openshift-client-deployment	3.9.0		74d0c36d1634a3b40ae63d97f6b059ba20559fbf
io.quarkus	quarkus-openshift-client-deployment	3.9.0.CR1		b6ea304879762bd7af6e4dfe6002736fedbca071
io.quarkus	quarkus-openshift-client-deployment	3.9.0.CR2		b528a914aa7dad62942a15bcb436d92d907c9001
io.quarkus	quarkus-openshift-client-deployment	3.9.1		bf15951b1eb3373d4ac444edabc1fb0159f58604
io.quarkus	quarkus-openshift-client-deployment	3.9.2		091cac1eb7817801216502232c40589626deb4ef
io.quarkus	quarkus-openshift-client-deployment	3.9.3		a917966a6cc80597afaf8ace0e5387baad50d823
io.quarkus	quarkus-openshift-client-deployment	3.9.4		f9861d28581abc1c9b5b72803427d6a57c9f5129
io.quarkus	quarkus-openshift-client-deployment	3.9.5		7a2637da6f641dddd3247e77dc830706a08572b0
io.taig	scala-pygments-graalvm-python_3	0.0.10		409eeb345d97a8df532fa76a0ee03dacda6d69b8
io.taig	scala-pygments-graalvm-python_3	0.0.11		ace984fefd2ad00332bbc94c2edd6ca9a1b284c5
io.taig	scala-pygments-graalvm-python_3	0.0.13		1735b0cd8f53ffb41c71e86f75d61308687a0956
io.taig	scala-pygments-graalvm-python_3	0.0.14		6d58e896dcff106a87f9ee8ec60b28ecb1e3f407
io.taig	scala-pygments-graalvm-python_3	0.0.15		415c23b7ecd03f9e8c291f7881dbece2f237684e
io.taig	scala-pygments-graalvm-python_3	0.0.3		823e581f445221157954469a40c52ed2337cd39c
io.taig	scala-pygments-graalvm-python_3	0.0.4		01e1d5cb84fe552337a04aff361f0e1db3429ca2
io.taig	scala-pygments-graalvm-python_3	0.0.5		bd99b12eaf929a8be132131557e94910fd813b58
io.taig	scala-pygments-graalvm-python_3	0.0.6		dd400bc0bfaa11e961d97a5b3971d35212a2d25c
io.taig	scala-pygments-graalvm-python_3	0.0.7		0e1462492a410cbff51edfdc051b15ed6b0aef3c
io.taig	scala-pygments-graalvm-python_3	0.0.8		a7022a535ae7bd873f5967aaabf0dad895780fa6
love.forte.kron	kron-linux	0.0.1		N/A
love.forte.kron	kron-linux	0.0.2		N/A
me.vican.jorge	dijon_sjs1_2.13	0.5.0		7cb6f553784a8d70896bd0fc8c817faa10b7add1
me.vican.jorge	dijon_sjs1_2.13	0.5.0+18-46bbb74d		7f9e7acdc673c5085155d6fd71b8b64e60311c1f
me.vican.jorge	dijon_sjs1_2.13	0.6.0		4f0cc3f3ce02b0f200bdee46b2a2a607162c3f84
org.apache.cxf.fediz.systests	systests-tomcat7	1.1.0		b3eb8b54da911a559bd0c922eb6f94d3d43e70b1
org.apache.cxf.fediz.systests	systests-tomcat7	1.1.1		e28136a86b714ef422cb000428a78767b0d09292
org.apache.cxf.fediz.systests	systests-tomcat7	1.1.2		c2fc76e349793157a5f1c3b36adceccaf503b797
org.apache.cxf.fediz.systests	systests-tomcat7	1.1.3		5d45e0f46917020dea46fdade4f0d1d360935e3c
org.apache.doris	flink-doris-connector-1.13_2.12	1.0.3		9b2479beac9722b74f94da22b4f0ed20c94a4a7e
org.apache.shale	shale-dialog-scxml	1.0.4		5dc2b44fa4070bedf55f5015c35d97778e789826
org.apache.shale	shale-dialog-scxml	1.0.5		9828c1aab83e2cb69aeabb8573c98e93ef8fc347
org.apereo.cas	cas-server-support-soap-authentication	6.0.0		7a09ce3752dfc371f48619173f8edac1323c22fd
org.apereo.cas	cas-server-support-soap-authentication	6.0.0	resources	e2664a5f8df77c36b4dff034929f43b4d1b1385b
org.apereo.cas	cas-server-support-soap-authentication	6.0.0-RC4		e4a17e79f94677c4272ccd285e8d392abf567cab
org.apereo.cas	cas-server-support-soap-authentication	6.0.0-RC4	resources	b3635e2a4edf81dc4f1a8e9bd4ea45661fd6ed52
org.apereo.cas	cas-server-support-soap-authentication	6.0.1		c7f31878692a5c926dd8d9c9fb62246ac83e29f2
org.apereo.cas	cas-server-support-soap-authentication	6.0.1	resources	f11d27c29bc8f335ed97692f5b6ed8a72daf9b73
org.apereo.cas	cas-server-support-soap-authentication	6.0.2		9919dd379d94418a4743f5b344bfe836dfde2703
org.apereo.cas	cas-server-support-soap-authentication	6.0.2	resources	5e4e179385333cb8ae3e047d9a56101d899786e8
org.apereo.cas	cas-server-support-soap-authentication	6.0.3		9c7ad607930af35bb381849cd6a0ce78c6e67d44
org.apereo.cas	cas-server-support-soap-authentication	6.0.3	resources	78ed0f7e600267b238fefcec95f7a59f7e8e2b7c
org.apereo.cas	cas-server-support-soap-authentication	6.0.4		2ac31f55e272a9fbaf3c905e5c4881dbac2bc273
org.apereo.cas	cas-server-support-soap-authentication	6.0.4	resources	84c402923f69ae8a7c0e042813b28c9454608be6
org.apereo.cas	cas-server-support-soap-authentication	6.0.5		18700f3b97ed7795cb25ff370743f9e36bc8f0de
org.apereo.cas	cas-server-support-soap-authentication	6.0.5	resources	8fcd724f4b5b7551339d2a3ddb9b259746afe266
org.apereo.cas	cas-server-support-soap-authentication	6.0.5.1		8706932fcf683028e383b6215485d5c90b72844f
org.apereo.cas	cas-server-support-soap-authentication	6.0.5.1	resources	c60a524a75094783ee0a28e051e6aac55a3660fc
org.apereo.cas	cas-server-support-soap-authentication	6.0.6		ddfe1557c7128900045a827df4f93d18447c05ea
org.apereo.cas	cas-server-support-soap-authentication	6.0.6	resources	223fd0814942e4c4f629b35d3b7311e508601098
org.apereo.cas	cas-server-support-soap-authentication	6.0.7		16609aeaf0b0ef221751986ec9fd3383bf278170
org.apereo.cas	cas-server-support-soap-authentication	6.0.7	resources	b98317afcc87baf0018b9b853354b05db9932513
org.apereo.cas	cas-server-support-soap-authentication	6.0.8		8ca12e926fb1977d5e3cf4705f02ec10a02d3646
org.apereo.cas	cas-server-support-soap-authentication	6.0.8	resources	6b94012e750873d2ef3953e29639b14bdce6eb62
org.apereo.cas	cas-server-support-soap-authentication	6.0.8.1		b2538edee66db78362c0ccb1b4f43ed2bab19378
org.apereo.cas	cas-server-support-soap-authentication	6.0.8.1	resources	17b0097c9c8a62b8eaaa7611bd4f1f9c1038b5eb
org.apereo.cas	cas-server-support-soap-authentication	6.1.0		5e90aca57c4d995ac788e3cab7576d052765465d
org.apereo.cas	cas-server-support-soap-authentication	6.1.0	resources	36519299c00fcf929ddd508f288dae08afeaf5a6
org.apereo.cas	cas-server-support-soap-authentication	6.1.0-RC1		c46de595e9144e515f01b9b4141075e57735f322
org.apereo.cas	cas-server-support-soap-authentication	6.1.0-RC1	resources	e52d2bf130aec16fe0b83ceb67f060be3b77f8ec
org.apereo.cas	cas-server-support-soap-authentication	6.1.0-RC2		d38df827d8277d97342a23a6746b99bc71067d82
org.apereo.cas	cas-server-support-soap-authentication	6.1.0-RC2	resources	ef6df3b12aba529961bc7da1b0c8fc3e6529b9ae
org.apereo.cas	cas-server-support-soap-authentication	6.1.0-RC3		bebe273224759aca88f4fea73a094b5697e2ab4b
org.apereo.cas	cas-server-support-soap-authentication	6.1.0-RC3	resources	82eb5daa4bcd37813f0fd0d65fb11335e0b4e041
org.apereo.cas	cas-server-support-soap-authentication	6.1.0-RC4		1d4c810035f10b4b7939d89436e4868775e86e63
org.apereo.cas	cas-server-support-soap-authentication	6.1.0-RC4	resources	ec99f6b47770b114586c83661a6c4fa208b2b4d5
org.apereo.cas	cas-server-support-soap-authentication	6.1.0-RC5		391c4c3e122cdee274eac0dfb038a3a015a1d479
org.apereo.cas	cas-server-support-soap-authentication	6.1.0-RC5	resources	10b4150398b2c886d4c008ce9f587c90214af0ad
org.apereo.cas	cas-server-support-soap-authentication	6.1.0-RC6		f498ad2d57b339334e8917af906e5904d0de0b77
org.apereo.cas	cas-server-support-soap-authentication	6.1.0-RC6	resources	ed116d519e0a985431b2c49604c3c251ca426946
org.apereo.cas	cas-server-support-soap-authentication	6.1.1		36a675def8ca3ce53bc9a09588947951e4a2eebb
org.apereo.cas	cas-server-support-soap-authentication	6.1.1	resources	367ffdfa43f6d1c5bca3ed20a157180c6a28677a
org.apereo.cas	cas-server-support-soap-authentication	6.1.2		0c63aa0e8d3c4a7823389eb5bef97a6419586572
org.apereo.cas	cas-server-support-soap-authentication	6.1.2	resources	ef581c100989633354c1b77250305b6ab8e29eb0
org.apereo.cas	cas-server-support-soap-authentication	6.1.3		d3dd7441c0f8ff610661c5bbf409121ecb7cf2c3
org.apereo.cas	cas-server-support-soap-authentication	6.1.3	resources	dcc9100a1910a80a4df0a77bf1ec7f1d9f224237
org.apereo.cas	cas-server-support-soap-authentication	6.1.4		9f64941b49b23b002b994d21d42856f2a50f7d8a
org.apereo.cas	cas-server-support-soap-authentication	6.1.4	resources	b3b1c3e76bc9cad52e813064b99a0ef242ba76bb
org.apereo.cas	cas-server-support-soap-authentication	6.1.5		79764105790daf7d7d9a014475b6a7525750e8f9
org.apereo.cas	cas-server-support-soap-authentication	6.1.5	resources	d501625f6d40585ab038ba08a4c91c812be6a4b4
org.apereo.cas	cas-server-support-soap-authentication	6.1.6		156d3d2eefffbecf77fa570e012eece7e3b6094a
org.apereo.cas	cas-server-support-soap-authentication	6.1.6	resources	6014b0efc4cfbc39afe78ff2149902e38847ce5b
org.apereo.cas	cas-server-support-soap-authentication	6.1.7		d9eb0d36b38b95226f920c50d8b496ccd4d0c480
org.apereo.cas	cas-server-support-soap-authentication	6.1.7	resources	823a64dc3088773bce6a13cda4e9fbd18526e09c
org.apereo.cas	cas-server-support-soap-authentication	6.1.7.1		8bbbd79904b72168213b506f3847f4c1542a11e1
org.apereo.cas	cas-server-support-soap-authentication	6.1.7.1	resources	c30e54dfc56d4d5eff2f1d7ed873f49767926b8d
org.apereo.cas	cas-server-support-soap-authentication	6.1.7.2		26f4dd8465c6094312ef6eec0cd9c799c078a9cc
org.apereo.cas	cas-server-support-soap-authentication	6.1.7.2	resources	3856020de6df6b7c07d3c3005e492c924914c12e
org.apereo.cas	cas-server-support-soap-authentication	6.2.0		f138cfae5009f5927415838640bf2984b2988801
org.apereo.cas	cas-server-support-soap-authentication	6.2.0	resources	17b79f6e07ac4ee50f8f38508304fee4f6baa4f0
org.apereo.cas	cas-server-support-soap-authentication	6.2.0-RC1		be1bc55f88916924bc1b42a572a44049f2f11f2d
org.apereo.cas	cas-server-support-soap-authentication	6.2.0-RC1	resources	78f03cab1769234a047d791644d802d8f67a2737
org.apereo.cas	cas-server-support-soap-authentication	6.2.0-RC2		742a65a726b26f4000142d100dd8674d7857807c
org.apereo.cas	cas-server-support-soap-authentication	6.2.0-RC2	resources	c0c37e1191a178250708620a2873dd7507528652
org.apereo.cas	cas-server-support-soap-authentication	6.2.0-RC3		8c283af3d6777d3b759ba62e1a1a55ebc425dfca
org.apereo.cas	cas-server-support-soap-authentication	6.2.0-RC3	resources	ee9f25cc05af18642a2f1adaf80d97ecdaa4b3b2
org.apereo.cas	cas-server-support-soap-authentication	6.2.0-RC4		cec8e5bb17a45a58bbe473f629d7babf6bffd88f
org.apereo.cas	cas-server-support-soap-authentication	6.2.0-RC4	resources	591ccda3332a16895ac05a67abe89994ada0f4cc
org.apereo.cas	cas-server-support-soap-authentication	6.2.0-RC5		a209840d7c5263f7543ae648ce9db9e7a2eef0c1
org.apereo.cas	cas-server-support-soap-authentication	6.2.0-RC5	resources	8c9739ed526c0d648755cef60d24a11104d99d59
org.apereo.cas	cas-server-support-soap-authentication	6.2.1		944b5a1dd7750da02f07bdedba6a6d1c3e30821f
org.apereo.cas	cas-server-support-soap-authentication	6.2.1	resources	d910c01f475de032bb318bc3380cf5f6e2eb0a6b
org.apereo.cas	cas-server-support-soap-authentication	6.2.2		b7c44f860b240a585de3c5f68dd0f775eba40857
org.apereo.cas	cas-server-support-soap-authentication	6.2.2	resources	6e21f674db2dc4f9670c55264f5f61d5068bb11d
org.apereo.cas	cas-server-support-soap-authentication	6.2.3		d0ae256e239fa942096fbba813f93a51176f2621
org.apereo.cas	cas-server-support-soap-authentication	6.2.3	resources	920a84e3d7b9880ed59eb5d46ee7ca9fe9f642b5
org.apereo.cas	cas-server-support-soap-authentication	6.2.4		e1337a003ffbfafb0768f3182d1f7d8af59f89df
org.apereo.cas	cas-server-support-soap-authentication	6.2.4	resources	095a16aadc96b8d258283efae154558dff2dadb9
org.apereo.cas	cas-server-support-soap-authentication	6.2.5		3314b73007985828cbcd3d9f0fc1a63645249ced
org.apereo.cas	cas-server-support-soap-authentication	6.2.5	resources	05da2d883ecf63aa608a5712ff18854eb5c3a8bb
org.apereo.cas	cas-server-support-soap-authentication	6.2.6		46e6a92089280c560b80ed08d064de022fb4bce1
org.apereo.cas	cas-server-support-soap-authentication	6.2.6	resources	5d382e84dba350c22b68e64f8b2dc8666535a931
org.apereo.cas	cas-server-support-soap-authentication	6.2.7		37ee6f41beef93f40622cf34294b4cb0bde58c8b
org.apereo.cas	cas-server-support-soap-authentication	6.2.7	resources	e76f5e11b90f7c7acf202038fea53c9a4965f27d
org.apereo.cas	cas-server-support-soap-authentication	6.2.8		35a725cc0d8d49a186eb15d12c8f821a352ca4de
org.apereo.cas	cas-server-support-soap-authentication	6.2.8	resources	1822ddb1eda3faa5859233853ce56f11db6f69ac
org.apereo.cas	cas-server-support-soap-authentication	6.3.0		54218fbb6c41654e50c15efae272139e5c2c3b22
org.apereo.cas	cas-server-support-soap-authentication	6.3.0	resources	da7ad670744c71d634a6c5dbadb9633d60c22ac8
org.apereo.cas	cas-server-support-soap-authentication	6.3.0-RC1		c2b3ad26b0c45473ff66e7b4e2d9c6ed973c7217
org.apereo.cas	cas-server-support-soap-authentication	6.3.0-RC1	resources	82bca6e59a0b0b42740ecfc4845e55039de6a094
org.apereo.cas	cas-server-support-soap-authentication	6.3.0-RC2		16cf2cbbb48c68c9bcd750f224f2adf5dbf302ad
org.apereo.cas	cas-server-support-soap-authentication	6.3.0-RC2	resources	ddf9bfe501b21398f80f8526d6f9ba5f2505d934
org.apereo.cas	cas-server-support-soap-authentication	6.3.0-RC3		f006bd9af64291c7a248e5dbaab969728fd38d4b
org.apereo.cas	cas-server-support-soap-authentication	6.3.0-RC3	resources	a4c8ccff493d2eab585fec7b556a1790bf09d95e
org.apereo.cas	cas-server-support-soap-authentication	6.3.0-RC4		ce62041470c9190d14f8e4d2c235d3e08489317e
org.apereo.cas	cas-server-support-soap-authentication	6.3.0-RC4	resources	e0af5dbba3c00ae6c933fc706e476b44a9da2bb9
org.apereo.cas	cas-server-support-soap-authentication	6.3.0-RC5		2843f6cc108f69e0a444331b3a84ca03af1dfe29
org.apereo.cas	cas-server-support-soap-authentication	6.3.0-RC5	resources	9c9c5b39386b8f6021288117f191e48ac420c34a
org.apereo.cas	cas-server-support-soap-authentication	6.3.1		c31c047692dcc8889f9e757f58c93d0381f6458a
org.apereo.cas	cas-server-support-soap-authentication	6.3.1	resources	b48dd827b76ab6be179f2199c331aaa336132fac
org.apereo.cas	cas-server-support-soap-authentication	6.3.2		256067ce827cf72ef057c5a02a8843d9358272bf
org.apereo.cas	cas-server-support-soap-authentication	6.3.2	resources	ec2cfd00768d11688a44b020876db1ceee88e8d5
org.apereo.cas	cas-server-support-soap-authentication	6.3.3		8332b46836dfc12a278e8dd08aed7a292f2313e1
org.apereo.cas	cas-server-support-soap-authentication	6.3.3	resources	d8ea8b998487f1903db5ea0a1db78563a35b639c
org.apereo.cas	cas-server-support-soap-authentication	6.3.4		30cd4a42a27cd94b370ca4fcfe3b46dbb8a25781
org.apereo.cas	cas-server-support-soap-authentication	6.3.4	resources	492eab0e1b32d9cff19ea6e33e08bca8f44899ee
org.apereo.cas	cas-server-support-soap-authentication	6.3.5		f52af235bb347456d399716cf8519735982a8b44
org.apereo.cas	cas-server-support-soap-authentication	6.3.5	resources	3a7339475f344e39de48f66a484c1ed90a2a0e37
org.apereo.cas	cas-server-support-soap-authentication	6.3.6		d0a7e50d8706724c9d11cebb94c0fdfdec67cf8c
org.apereo.cas	cas-server-support-soap-authentication	6.3.6	resources	7c72c8877bdb46d2dfe8fc94acd497bf1953d56d
org.apereo.cas	cas-server-support-soap-authentication	6.3.7		c1e89919af5285e5fda660ab0b5251008ccf2923
org.apereo.cas	cas-server-support-soap-authentication	6.3.7	resources	3d0812c2d9a38747fd79283c72d1637f94706061
org.apereo.cas	cas-server-support-soap-authentication	6.3.7.1		1cec3c9f3e6979f732d674fe905cc8f81bc74e56
org.apereo.cas	cas-server-support-soap-authentication	6.3.7.1	resources	dee5385db97958b3142889d57d873326a48dbb4a
org.apereo.cas	cas-server-support-soap-authentication	6.3.7.2		7878aea842bd80f6cb51c5370f3059c912ff05b4
org.apereo.cas	cas-server-support-soap-authentication	6.3.7.2	resources	fc65e956141fd02c3a1487b754c714affc95d4dc
org.apereo.cas	cas-server-support-soap-authentication	6.3.7.3		6e59972e3e945177129299c18160a724513d3440
org.apereo.cas	cas-server-support-soap-authentication	6.3.7.3	resources	82806d37cfbc7b891d01efe906abdf1e9ec97498
org.apereo.cas	cas-server-support-soap-authentication	6.3.7.4		8c0cf3f67f0015ac3da0df8b5bc120ff0641fad0
org.apereo.cas	cas-server-support-soap-authentication	6.3.7.4	resources	2321a14f3eb533f2cf03e6e0bbe0636b00ea5a8e
org.apereo.cas	cas-server-support-soap-authentication	6.4.0		324ce209dce4a3150c1cb3430c17ddacb8f7da6e
org.apereo.cas	cas-server-support-soap-authentication	6.4.0	resources	794b6a3eaa0e947fd51cf6da2ec0692536110c5d
org.apereo.cas	cas-server-support-soap-authentication	6.4.0-RC1		5e217453ff919d6c04e6176c468409d652a5d5de
org.apereo.cas	cas-server-support-soap-authentication	6.4.0-RC1	resources	100e3e2114460bcba2bd9dcc46040901b16b05cc
org.apereo.cas	cas-server-support-soap-authentication	6.4.0-RC2		73207de80f7722108c3f2f914bd1e5d4cdf8b263
