at.released.tempfolder	tempfolder-sync-linuxarm64	0.1		N/A
com.wcinformatics.tt	tt-rest-client	1.2.0		1f05e07b7a27d994753d4c0cd31a199b08f5347b
com.wepay	wepay-v3-java-sdk	0.0.1		fdf9c7d4160d926c866964ae964c9ec8c65304cc
com.xiaoguikeji.framework	admin	1.0.0		de519a599ad2f728f4a0e4209f10094e8706d907
com.yuvimasory	labeled-tostring_2.8.1	0.5.0		44ff0a685ea63b1d398feb68dbe83e3c85198c37
de.chandre.admin-tools	admin-tools-core-security	1.0.1		e08abc2f9fd8e6f0e3768d8abccb3a3e9d53c92f
de.chandre.admin-tools	admin-tools-core-security	1.1.0		d3c0e1cb58a3f71d2f2e890f240aaffa67718ea1
de.chandre.admin-tools	admin-tools-core-security	1.1.1		60d44935b745641279356d4226c2c9f2c8b5c4e2
de.chandre.admin-tools	admin-tools-core-security	1.1.2		6056539b2c7ac9b22d4823dd6b5eb2b1b310e86f
de.chandre.admin-tools	admin-tools-core-security	1.1.3		f7fd915dbb111eceafdb0d47f00892ae95b49e95
de.chandre.admin-tools	admin-tools-core-security	1.1.4		f0e8adbf5fe6b87499838eda756cdd5869d43efe
de.chandre.admin-tools	admin-tools-core-security	1.1.5		4888441490b55e36701a704d79fcbe53ad0a1fb9
de.chandre.admin-tools	admin-tools-core-security	1.1.6		c35ce8d56b4bd73dc4d5c49149c5edf5c3f68d50
de.chandre.admin-tools	admin-tools-core-security	1.1.6.1		2d96b181d26b7c814d83f793982cf35646501fd3
de.chandre.admin-tools	admin-tools-core-security	1.1.6.2		f2691c6791fe02740e15442939072810a256fa96
de.chandre.admin-tools	admin-tools-core-security	1.1.6.3		8b0fefd41e822468849cc132a360a72f1f036e59
de.chandre.admin-tools	admin-tools-core-security	1.1.6.4		b6aee605c1fa02fc7579e1f14a3ef95ccc9ed451
de.chandre.admin-tools	admin-tools-core-security	1.1.6.5		e0dd09ef4ca525fc59c3d70201104cf9345a34dc
de.chandre.admin-tools	admin-tools-core-security	1.1.7		384e9f09fc26d17b3d9cda51c57b221be742f2a9
de.chandre.admin-tools	admin-tools-core-security	1.1.7.1		244f019503a08447ba0b0c5310a453461c53dfec
de.chandre.admin-tools	admin-tools-core-security	1.1.7.2		a238ba3d01e442725119c7a2a157d9921874bd16
de.chandre.admin-tools	admin-tools-core-security	1.1.7.3		2da46b88bbe47812009aba5d8465112be33b996e
dev.petuska	klip-core-linuxarm64	0.2.1		N/A
dev.petuska	klip-core-linuxarm64	0.2.2		N/A
dev.petuska	klip-core-linuxarm64	0.3.0		N/A
dev.petuska	klip-core-linuxarm64	0.4.0		N/A
dev.petuska	klip-core-linuxarm64	0.4.1		N/A
dev.tclement.fonticons	font-fa-regular-wasm-js	1.4.0		N/A
dev.tclement.fonticons	font-fa-regular-wasm-js	1.4.1		N/A
edu.amherst.acdc	acrepo-services-jsonld	1.0.1		1ade61056ba379803e62b81f7786eecd00f6ae5d
edu.amherst.acdc	acrepo-services-jsonld	1.0.2		79cd3cd1df631bdb205a4d389cfb39c151fcaee4
edu.amherst.acdc	acrepo-services-jsonld	1.0.3		2993bd8de9a78487e0d489915a4304a150f03ab0
edu.amherst.acdc	acrepo-services-jsonld	1.0.4		4510eda3e644255fd551cb27979eb791d38f31a7
edu.amherst.acdc	acrepo-services-jsonld	1.0.5		1478b94f33ecd82e5dad20e1c530741c6374d1d1
edu.amherst.acdc	acrepo-services-jsonld	1.0.6		a39ee541bcd4b0a54456889b7f915f26e07ff96c
edu.amherst.acdc	acrepo-services-jsonld	1.0.7		23b6ff817c29872a4e1ab3a9e6610c1fd66ad977
eu.maveniverse.maven.plugins	njord	0.1.0		ad5a28f4046f3d4a8c2cf02e1e7b049c83634374
eu.maveniverse.maven.plugins	njord	0.1.1		8210b4e9796c5e9b2ed4c5bb8c43bebec1d723bb
eu.maveniverse.maven.plugins	njord	0.1.2		1b064aa0fe578edd7aee100ff5d986707d35a907
eu.maveniverse.maven.plugins	njord	0.2.0		4ab352b2c162f3e7b7f081805716a22f3ff3464d
eu.maveniverse.maven.plugins	njord	0.3.0		866f1d4c9424a29d757e8c2ec985cef65198a6c3
eu.maveniverse.maven.plugins	njord	0.3.1		9532dcb2a06228f1dbb164b20336179b31c3607c
eu.maveniverse.maven.plugins	njord	0.3.2		3fd299728eeee4641697f353c3cb14b425bf494c
eu.maveniverse.maven.plugins	njord	0.3.3		5bc831ea0b101c401ce90ae8ca6baa4f4a0ed683
eu.maveniverse.maven.plugins	njord	0.4.0		f74d2cb4938b0060c21bbc5d44572e1894649f40
eu.maveniverse.maven.plugins	njord	0.4.1		c8d1f0d54f50cd2907570577a536d9a2f44f196e
eu.maveniverse.maven.plugins	njord	0.4.2		cbf130ee8f375ea8df423bc08d3cd6267b95f0f6
eu.maveniverse.maven.plugins	njord	0.5.0		af3e26ec27d7d6057f55b0d82b838562df6dbc3b
eu.maveniverse.maven.plugins	njord	0.5.1		e59e30d26db65a755bf7e47f78510968d2fcea9e
eu.maveniverse.maven.plugins	njord	0.5.2		019a4cfc11df21a3b29ce1faedf86055c6f03bd8
info.cukes	java-webbit-websockets-selenium	1.0.0.RC16		b0e75528b53038beb5f4b19109c59f3eaec90146
info.cukes	java-webbit-websockets-selenium	1.0.0.RC20		c8200378bbd0eed64bd0bedb468a2ab890b9f63e
info.cukes	java-webbit-websockets-selenium	1.0.0.RC23		02ebe412bc693d1d34c9270fc8af48976d4939ba
info.cukes	java-webbit-websockets-selenium	1.2.3		4a14495fd26867d0fd941c301a3e5734c6667345
io.exoquery	terpal-sql-jdbc	1.0.0.PL-1.0.0		28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.exoquery	terpal-sql-jdbc	1.0.0.PL-1.1.0		28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.exoquery	terpal-sql-jdbc	1.8.21-0.2.0		11c151bfb5047729e52bcb5c0fcfb2c909f366c5
io.exoquery	terpal-sql-jdbc	1.8.21-0.3.0		09008e9fba1cb1ea68d060d6a4f7a3037cc32c78
io.exoquery	terpal-sql-jdbc	1.9.0-0.2.0		43c8e7dd16c5e22a744b37b6d6fa3d753c099282
io.exoquery	terpal-sql-jdbc	1.9.0-0.3.0		33246997bb39d43c6e9f9029969a54f32c80e5b9
io.exoquery	terpal-sql-jdbc	1.9.10-0.2.0		b67c76427dc3b95ad982cdcdf4eb8b0c4042fa85
io.exoquery	terpal-sql-jdbc	1.9.10-0.3.0		db4ea5c554445b69cbe74b7cc78e965b3e104ab4
io.exoquery	terpal-sql-jdbc	1.9.20-0.2.0		2b1bb973903d4a85ab0e619f6488a62b5b8180bc
io.exoquery	terpal-sql-jdbc	1.9.20-0.3.0		ff10c67aecc57a4bb31b3ea82975bbc2ad8f04d0
io.exoquery	terpal-sql-jdbc	1.9.21-0.2.0		9566b7ba5bc527215a84f9c3fc83609055f00c01
io.exoquery	terpal-sql-jdbc	1.9.21-0.3.0		60641ae0bac90b386382b4b5e1d68897d8c954ac
io.exoquery	terpal-sql-jdbc	1.9.22-0.2.0		6b0ee3b28cc4a9491b539136e3205bd61def8128
io.exoquery	terpal-sql-jdbc	1.9.22-0.3.0		561e9f73105b865c9afb79efc925b52a7541a2cf
io.exoquery	terpal-sql-jdbc	2.0.0-0.2.0		9390efc2fe4f7e40a9c5c0dfef267cf96f47704e
io.exoquery	terpal-sql-jdbc	2.0.0-0.3.0		d3f80829b2fd5f82becc34b977d58a98adfb1ca8
io.exoquery	terpal-sql-jdbc	2.0.0-0.3.1		0c1edf2bb253ea0180b1e617790fd269ce103310
io.exoquery	terpal-sql-jdbc	2.0.0.PL-1.2.0		28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.exoquery	terpal-sql-jdbc	2.0.0.PL-2.0.0		28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.exoquery	terpal-sql-jdbc	2.0.0.PL-3.0.0		28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.exoquery	terpal-sql-jdbc	2.0.0.PL-3.1.0		28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.exoquery	terpal-sql-jdbc	2.0.0.PL-3.2.0		28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.exoquery	terpal-sql-jdbc	2.0.0.PL-3.2.1		28cbbd267e2cdbea0a637d71db8f57b788a419c0
io.getkyo	kyo-llm-macros_sjs1_2.13	0.6.7		e8c18a7dd0363749122cbb6d455886f5ea2aa8d2
io.getkyo	kyo-llm-macros_sjs1_2.13	0.6.8		0fe2a1168957c7c2ef35bb291062e728feae007a
io.getkyo	kyo-llm-macros_sjs1_2.13	0.7.0		c0a51c4cc90ce1d15b810b4ac58faaf6fd135ae6
io.getkyo	kyo-llm-macros_sjs1_2.13	0.7.1		fdd59bc0b0eb8581e2e086617f2fdb1bb2f2139f
io.getkyo	kyo-llm-macros_sjs1_2.13	0.7.2		f5dd542afcb1ecf379833e07c0c42c3e3f8e0b92
io.getkyo	kyo-llm-macros_sjs1_2.13	0.7.3		33eae96b17d16453db3079335590925e3004b882
io.getkyo	kyo-llm-macros_sjs1_2.13	0.7.4		76e99560424d2e0197bca82e28d5e56e40c4dbd3
io.getkyo	kyo-llm-macros_sjs1_2.13	0.7.5		ba2e329903b9e08b2bc56b6ae3df8c04a45d9b38
io.getkyo	kyo-llm-macros_sjs1_2.13	0.7.6		c958219859541bfc4f757624b4a092fb1661ddd1
io.getkyo	kyo-llm-macros_sjs1_2.13	0.7.7		1b02f7427d71002643d600663cffe08c9d55ce8f
io.getkyo	kyo-llm-macros_sjs1_2.13	0.7.8		7d37fa006e3756c770788991c9d888c0ffab428b
io.getkyo	kyo-llm-macros_sjs1_2.13	0.7.9		18acf97f0299065517982373922f3ff040f4cb22
io.getkyo	kyo-llm-macros_sjs1_2.13	0.8.0		2444668c9397bc85baa609069098d89eb6aaf33f
io.getkyo	kyo-llm-macros_sjs1_2.13	0.8.2		c1717b6a6d751b7036e7216e4dee5dfb2ca51e01
io.getkyo	kyo-llm-macros_sjs1_2.13	0.8.3		491ac66dc73d65a2ca6803f4c2f31e4af87fc066
io.getkyo	kyo-llm-macros_sjs1_2.13	0.8.4		33a54f34afc90a91c3e61ba06a7f48ac43b7f1fa
io.getkyo	kyo-llm-macros_sjs1_2.13	0.8.5		3125c469bc35eba418098d9c3db42bae05349a8c
io.github.dunwu	dunwu-common-generator	0.5.0		5797c68deea1219498ba8f047f4e9140082b29d1
io.github.dunwu	dunwu-common-generator	0.5.2		9d10cef87702b5b79ce08f3f83828bae5d760a98
io.github.dunwu	dunwu-common-generator	0.5.3		4b113c2bb47a56b6e9b2bc7d6fd6759a73ab3503
io.github.dunwu	dunwu-common-generator	0.5.4		4b47deb58ff89e163f756dcdd8265be44d9ca48e
io.github.dunwu	dunwu-common-generator	0.5.5		306590a2ea6419b32843f0ae742fb20c25355df7
io.github.dunwu	dunwu-common-generator	0.5.6		9822f3d0c0fca5bc4e0b273d5b18129f89722c1c
io.github.dunwu	dunwu-common-generator	0.5.7		7d0a7e77fb842d219de20c23c40b78ea87d8b0a5
io.github.fuquanming	fqm-dynamic-module-spring	1.0.0		a825afc2d64dcb4c76ccb79dfac23283a168d550
io.github.fuquanming	fqm-dynamic-module-spring	1.0.1		9409d3f9137ccb9b6a7060c105206f394b678ec7
io.github.fuquanming	fqm-dynamic-module-spring	1.0.2		d64cb305e7a49d67968ef32e952cb719aadfcc2f
io.github.jmseb3	hellogin-core-iossimulatorarm64	1.0.0		N/A
io.github.jmseb3	hellogin-core-iossimulatorarm64	1.0.0	metadata	d1f42276bfe353f3e222c0b38e6097441e2642c4
io.github.jmseb3	hellogin-core-iossimulatorarm64	1.0.1		N/A
io.github.jmseb3	hellogin-core-iossimulatorarm64	1.0.1	metadata	5f4f1217c2f5d1f61dec9944d638254af6f76a8a
io.github.jmseb3	hellogin-core-iossimulatorarm64	1.1.0		N/A
io.github.jmseb3	hellogin-core-iossimulatorarm64	1.1.0	metadata	c8906e166a26aed7838b5bcb59c466f999b9283a
io.github.rqrjc	winter-runtime	1.0.1		N/A
io.github.rqrjc	winter-runtime	1.1.1		N/A
io.github.rqrjc	winter-runtime	1.1.11		N/A
io.github.rqrjc	winter-runtime	1.1.12		N/A
io.github.rqrjc	winter-runtime	1.1.13		N/A
io.github.rqrjc	winter-runtime	1.1.14		N/A
io.github.rqrjc	winter-runtime	1.1.15		N/A
io.github.rqrjc	winter-runtime	1.1.16		N/A
io.github.rqrjc	winter-runtime	1.1.17		N/A
io.github.rqrjc	winter-runtime	1.1.18		N/A
io.github.rqrjc	winter-runtime	1.1.3		N/A
io.github.rqrjc	winter-runtime	1.1.4		N/A
io.github.rqrjc	winter-runtime	1.1.5		N/A
io.github.rqrjc	winter-runtime	1.1.6		N/A
io.github.rqrjc	winter-runtime	1.1.7		N/A
io.github.rqrjc	winter-runtime	1.1.8		N/A
io.github.rqrjc	winter-runtime	1.1.9		N/A
io.github.vigoo	zio-aws-acm_3	3.16.100.1		85737a98026de0a32fb79d255baa9bc8f9849872
io.github.vigoo	zio-aws-acm_3	3.16.101.1		13ab0cde3a145a42367a96509f939637c315d592
io.github.vigoo	zio-aws-acm_3	3.16.102.1		1c34b4190a0652c35b0f5a13bc08202263e01ed1
io.github.vigoo	zio-aws-acm_3	3.16.102.2		128e44a493ad89b3fc2e35f17453c0e654e841b7
io.github.vigoo	zio-aws-acm_3	3.16.104.1		2e13082a697337ea47d2260fd81f75322a68acd7
io.github.vigoo	zio-aws-acm_3	3.16.78.4		9e9360929c117778a3c292a90b8fb4b9d03d9e7e
io.github.vigoo	zio-aws-acm_3	3.16.78.5		ac6435b03b801e0e9fbc7410c8546401747535a3
io.github.vigoo	zio-aws-acm_3	3.16.78.6		1b561e0697be28274541785a9b09e864313d15c0
io.github.vigoo	zio-aws-acm_3	3.16.79.1		55bcf293187add882b12460cd00dff2ad9002ba4
io.github.vigoo	zio-aws-acm_3	3.16.79.2		96dbdc2cc6ba9fa08081f3f042810b9a9939b09e
io.github.vigoo	zio-aws-acm_3	3.16.79.3		d59a6c030517d281830876d7e86a58ce241f8329
io.github.vigoo	zio-aws-acm_3	3.16.87.1		0c4653a115d4704f9f31bd3d62f2808ac6843bd5
io.github.vigoo	zio-aws-acm_3	3.16.88.1		a3e1cad08fc3887e833d95ef1ab810d5bd99b840
io.github.vigoo	zio-aws-acm_3	3.16.89.1		b58a7ec0336b53b48891ff7a7b39a5280bf0b54f
io.github.vigoo	zio-aws-acm_3	3.16.90.1		089ccd3d26cf19fae9b5775ceea379ca70adaf34
io.github.vigoo	zio-aws-acm_3	3.16.91.1		e339be7ad3855232873c3dd8902acc5785b0a845
io.github.vigoo	zio-aws-acm_3	3.16.92.1		d94c43353bfe4891486106528be4af90a1dda949
io.github.vigoo	zio-aws-acm_3	3.16.92.2		829810711966519e95c9c0c373e3264e8268a33b
io.github.vigoo	zio-aws-acm_3	3.16.94.1		7b0c871b9d0bba585f842dc20a83e7471cf8881a
io.github.vigoo	zio-aws-acm_3	3.16.95.1		e5064a4b542ca3610ec185682958202a5957ab4e
io.github.vigoo	zio-aws-acm_3	3.16.95.2		47e96d94a4b934db09983d9852d93c54c76c16cc
io.github.vigoo	zio-aws-acm_3	3.16.96.1		1934e037fea32c3f7acb5bd6e4127c97165f4692
io.github.vigoo	zio-aws-acm_3	3.16.97.1		2c3158c690d4fea0b8cb0532753945f67e0168af
io.github.vigoo	zio-aws-acm_3	3.16.97.2		2221013be6dd7e83a8a6d62c7c101eddea2d8863
io.github.vigoo	zio-aws-acm_3	3.16.97.3		125e9d1893332f075d8a33b5d30a9554a61e1065
io.github.vigoo	zio-aws-acm_3	3.16.99.1		eb010b602addfd6dc4d5e32bf22b88fb93ded028
io.github.vigoo	zio-aws-acm_3	3.17.1.1		0e7e696db026c60031a90947444d443599f1c7e9
io.github.vigoo	zio-aws-acm_3	3.17.100.1		6f32d93dd3a9da56cd2c944700d08025a104f5fe
io.github.vigoo	zio-aws-acm_3	3.17.100.3		8ede6179468c164baf41fdb85c1293c8d9a2874e
io.github.vigoo	zio-aws-acm_3	3.17.101.1		595f8813d158c3c30642404334789286ec6061b4
io.github.vigoo	zio-aws-acm_3	3.17.102.4		1cec4c170ab0335e6cd488601104f4cde10b7b02
io.github.vigoo	zio-aws-acm_3	3.17.102.5		ae1d67d9615c5a667913fe93d5a807fd4ec41c53
io.github.vigoo	zio-aws-acm_3	3.17.102.6		5e3488d7e25061a8f573f66c570b7d3c4e5db500
io.github.vigoo	zio-aws-acm_3	3.17.103.1		3576f8bac1908ecd1f570cbd4d370d21b86bfeef
io.github.vigoo	zio-aws-acm_3	3.17.104.1		e0b5ccad5337c5ab6fb0328c882a120101b92cbc
io.github.vigoo	zio-aws-acm_3	3.17.104.2		0c6079efaca01c346404c8c22b92b838cd0fb9f3
io.github.vigoo	zio-aws-acm_3	3.17.104.3		80d48f4c7bdacf13f567fd9f68d171a94f9cb6b7
io.github.vigoo	zio-aws-acm_3	3.17.104.4		e2c7d7e7f70d4bf039830ff31e8bfe0076dfab90
io.github.vigoo	zio-aws-acm_3	3.17.104.5		803123561df838c7b4548d5a3c026733ee5c95b9
io.github.vigoo	zio-aws-acm_3	3.17.104.7		e15ea359be32f235a932842028678f3f70106ac5
io.github.vigoo	zio-aws-acm_3	3.17.11.1		d6bb7d9b4fe1ed0a9da32f38dd220cd3499ab9be
io.github.vigoo	zio-aws-acm_3	3.17.12.1		b65762e8996dbbaf57f9614560506c36727237f3
io.github.vigoo	zio-aws-acm_3	3.17.12.2		edbf4d3bd2119c652f3e7d386da99d6a637480eb
io.github.vigoo	zio-aws-acm_3	3.17.12.3		d4a36d58f729a3c4d1d49d0f973a42568a6f9c1f
io.github.vigoo	zio-aws-acm_3	3.17.19.1		8b8d2abe89597911eb40d44ac38e8ad53e27600f
io.github.vigoo	zio-aws-acm_3	3.17.2.1		14b93d80b1bebcac0ae4da2acab3255e09ee77e3
io.github.vigoo	zio-aws-acm_3	3.17.20.1		753b3bdd227b7ae2e06c7cece732e500289be2f9
io.github.vigoo	zio-aws-acm_3	3.17.21.1		3250271e8e2ebb2800d9ba5033d5e9ea5a005d4c
io.github.vigoo	zio-aws-acm_3	3.17.21.2		53d2d39fdccbeca5c1fa85a33dca5134483b408a
io.github.vigoo	zio-aws-acm_3	3.17.22.1		cc728640e453e5b3ad30102a68a0c59b5b9c3d66
io.github.vigoo	zio-aws-acm_3	3.17.23.1		2014c61b93f58f0d69a805c6b584f61aa02fe2a9
io.github.vigoo	zio-aws-acm_3	3.17.24.1		08acdcfb1dc27bd52e9b7c69d33db84ce013e43b
io.github.vigoo	zio-aws-acm_3	3.17.24.2		7af4868c1fac88b41f087bd0d7dc73339ea692c0
io.github.vigoo	zio-aws-acm_3	3.17.25.1		e45b8e5e57539fc1116d290aeb767dc264d321a8
io.github.vigoo	zio-aws-acm_3	3.17.26.1		e94638dd79af93cde22ad4c1e97ee2c11eb48b6c
io.github.vigoo	zio-aws-acm_3	3.17.26.2		7f99192ce1fe537abbad41b3c996033e5e0c9b1e
io.github.vigoo	zio-aws-acm_3	3.17.27.1		0da35e045945d7a8591b4ff71172059fdd813fd9
io.github.vigoo	zio-aws-acm_3	3.17.27.2		437fe54f442dcfa6c9248c63927e9f8af6bcd22d
io.github.vigoo	zio-aws-acm_3	3.17.29.1		c255e1dac906182510369ee0cfde3b2b1fd89244
io.github.vigoo	zio-aws-acm_3	3.17.30.1		d4a4a5df179daf58e398786c3e10ee6cc74fb57e
io.github.vigoo	zio-aws-acm_3	3.17.31.1		3c7347ce8fe16dbefbc78ddfe397db5e51e97208
io.github.vigoo	zio-aws-acm_3	3.17.31.2		ea9f2b94a57746bc9a1d56b56bdb3f2deb9bd284
io.github.vigoo	zio-aws-acm_3	3.17.33.1		dce131db1ee386804ec54de0e1c26f9deb7589b8
io.github.vigoo	zio-aws-acm_3	3.17.34.1		3004f3d52a15b29359598bb21b8987bf0ad780ab
io.github.vigoo	zio-aws-acm_3	3.17.35.1		b37d107f41b0b0c550ea550d645fc4b5710917ec
io.github.vigoo	zio-aws-acm_3	3.17.36.1		e259f2a4d9861c1e97b790a32d88ea5c26f1467b
io.github.vigoo	zio-aws-acm_3	3.17.37.1		3493f28b4c90a4c045e396f27be7867e1b3f9c7c
io.github.vigoo	zio-aws-acm_3	3.17.38.1		3e818538e7676fddb00cf718873050f0aa6a5857
io.github.vigoo	zio-aws-acm_3	3.17.39.1		1b8d4d8361b1738f9bfa4463c1f4339022f198e4
io.github.vigoo	zio-aws-acm_3	3.17.40.1		5b79b6fa14c89335e71bbd67b04574c2708c9b35
io.github.vigoo	zio-aws-acm_3	3.17.41.1		9af036da883e28305f64bd0bd95c3aeb1d2689cc
io.github.vigoo	zio-aws-acm_3	3.17.41.2		d21eb5cefb32c0646fae0d27edf79f8ab0ae8ae4
io.github.vigoo	zio-aws-acm_3	3.17.42.1		10d43db9ed3957b7ceab4fe817e52e737111353b
io.github.vigoo	zio-aws-acm_3	3.17.42.2		f76848184abe60ad69b39a57b8c64ed2f8c399e7
io.github.vigoo	zio-aws-acm_3	3.17.42.3		796a405967329f29a904d679c379196795024518
io.github.vigoo	zio-aws-acm_3	3.17.42.4		2676d0521a9dd883f75c1914c1dad8173a21cd86
io.github.vigoo	zio-aws-acm_3	3.17.42.5		20d852198301e3d2db389a0284c9b9b42206761f
io.github.vigoo	zio-aws-acm_3	3.17.42.6		7fb12918713cbe134f632094432d48e9790a2e6e
io.github.vigoo	zio-aws-acm_3	3.17.42.7		4768af593446ab9903a711365b3accd99cbc094c
io.github.vigoo	zio-aws-acm_3	3.17.42.8		420d321be501cf8ffa4cf66304e1dc2a4dfd88bd
io.github.vigoo	zio-aws-acm_3	3.17.42.9		6e771077c94d35245448e1ea59d70ad24c9fdf03
io.github.vigoo	zio-aws-acm_3	3.17.5.1		912f35965a85f739982b8479ecb44998afc4022e
io.github.vigoo	zio-aws-acm_3	3.17.56.1		bbd345224dc17bbefc7d23fb512bc4146c84916a
io.github.vigoo	zio-aws-acm_3	3.17.57.1		78264120df3484682314f1cce4090f7be8a01c5f
io.github.vigoo	zio-aws-acm_3	3.17.57.2		8ffb9f67c34a64cfdcf7aa6f329ad0a3cec9b612
io.github.vigoo	zio-aws-acm_3	3.17.58.1		e92182dfae697b86a833f404bfd224699c14a5d8
io.github.vigoo	zio-aws-acm_3	3.17.59.1		46269b894a80c569dfd648b5eca012f2b968ef0e
io.github.vigoo	zio-aws-acm_3	3.17.61.1		3d3403f46ede05d9e061f3def56c4f73ef7d6e96
io.github.vigoo	zio-aws-acm_3	3.17.61.2		5281e315743184aff1ba101b5c3560cfdde3bc43
io.github.vigoo	zio-aws-acm_3	3.17.62.1		91fac3b22341d7af3ee9adc0e0cd2a87b9c59b5c
io.github.vigoo	zio-aws-acm_3	3.17.63.1		becf1e086b80f719b248987c7eb549a03eae9031
io.github.vigoo	zio-aws-acm_3	3.17.63.2		ee5c1aa9beae07cc57e5f1cb189c5f564daa4aa8
io.github.vigoo	zio-aws-acm_3	3.17.64.1		df74ef4629d22260cfdeaecf8c3309ac136076d2
io.github.vigoo	zio-aws-acm_3	3.17.65.1		9eaa6259b909e60230db26d1106c31ffa1c4945f
io.github.vigoo	zio-aws-acm_3	3.17.68.1		3b786223c9f78b3e05f3068aa00267dcff6949eb
io.github.vigoo	zio-aws-acm_3	3.17.70.1		b4128d91904e43ce80ec66bf91cc2b66133d22ab
io.github.vigoo	zio-aws-acm_3	3.17.71.1		4f2aaa6fbefb95c0ae6c310543a2606d432eb89b
io.github.vigoo	zio-aws-acm_3	3.17.71.2		9925afac9ebe399b925011561a6f370e939a13b9
io.github.vigoo	zio-aws-acm_3	3.17.71.3		81400cba8e9cc03bd6dba6375514a64a75b155c2
io.github.vigoo	zio-aws-acm_3	3.17.74.1		e8eaaacaf84be3f6df380ec067ca93e94a6c265e
io.github.vigoo	zio-aws-acm_3	3.17.75.1		656ec7e95840c3b4fceacaa70ecfc158cde239cc
io.github.vigoo	zio-aws-acm_3	3.17.76.1		89687cf31249561b34e8204dbf9e127f2c777222
io.github.vigoo	zio-aws-acm_3	3.17.77.1		bbc7cb43a0b2db42d7683e74ea1c2f67ae877220
io.github.vigoo	zio-aws-acm_3	3.17.78.1		a5d37b9fe5022c218264df05b3cbf8b8aaf4995a
io.github.vigoo	zio-aws-acm_3	3.17.79.1		332aa9ece71f9c9d0b63ae648944b0550056b840
io.github.vigoo	zio-aws-acm_3	3.17.8.1		0443881ea692fe92caf883656d5f009e7ae24f57
io.github.vigoo	zio-aws-acm_3	3.17.8.2		ace02f43c494c6d6679a0c12a24967482a23492d
io.github.vigoo	zio-aws-acm_3	3.17.8.3		1256103c77c4cb9e214e2b859e6d6b8dc06d6a76
io.github.vigoo	zio-aws-acm_3	3.17.8.4		b716533333feb8fed5012f04908513355ca318c4
io.github.vigoo	zio-aws-acm_3	3.17.8.5		c39505e8ea4a9cb59e471c95c08ff180746e35a4
io.github.vigoo	zio-aws-acm_3	3.17.80.1		16330accd6be8a11ff2628732cd394dad4c34bdc
io.github.vigoo	zio-aws-acm_3	3.17.81.1		07cb0b6b867d5903724079812ce683d26ab8b197
io.github.vigoo	zio-aws-acm_3	3.17.87.2		b06e320a00a835113e1f97f1e2dd34a54190b629
io.github.vigoo	zio-aws-acm_3	3.17.88.1		dd63362dc7aa347e857698eb30dcf9a3651a2c35
io.github.vigoo	zio-aws-acm_3	3.17.9.1		0cc5dcc9f7ed761cd25def9615da0055fc15bad7
io.github.vigoo	zio-aws-acm_3	3.17.90.1		7f925efc86453429607ca02069cb6070b456bf7e
io.github.vigoo	zio-aws-acm_3	3.17.94.1		c87e962f2f8e2b58e84293493e1da83cd5e6252e
io.github.vigoo	zio-aws-acm_3	3.17.94.2		702045fb5125036246edf1aa429d338637d4edec
io.github.vigoo	zio-aws-acm_3	3.17.97.1		6c3e903974e174b6255d6f0ea259c131b3e9c784
io.github.vigoo	zio-aws-acm_3	3.17.98.1		291ef578e8d1a06fd7e626cb61962acc827564d2
io.github.vigoo	zio-aws-acm_3	3.17.99.1		75d4815e9a2386c6d7c12b2e7991cfac78595ed9
io.github.vigoo	zio-aws-acm_3	4.0.2		c60affb70bff6ad27bb95d9da445934ca8406bbb
io.github.vigoo	zio-aws-acm_3	4.0.4		e97240141269e85f363798d39db09d9714947f03
io.github.vigoo	zio-aws-acm_3	4.0.5		4fda3faa09db060d7a80b84097e6d9d907d04813
io.github.vigoo	zio-aws-acm_3	4.17.104.1		2909eb946ffb52dd8d4541b1b17e82bd882a43ca
io.github.vigoo	zio-aws-acm_3	4.17.104.2		cce393fa292dc4fd95425595553cea7d78976676
io.github.vigoo	zio-aws-acm_3	4.17.280.4		a4054b64630ad897fbc8ff110d5acaf66e11b886
io.github.xpc1024	easy-es-parent	0.9.1		N/A
io.github.xpc1024	easy-es-parent	0.9.10		N/A
io.github.xpc1024	easy-es-parent	0.9.11		N/A
io.github.xpc1024	easy-es-parent	0.9.12		N/A
io.github.xpc1024	easy-es-parent	0.9.13		N/A
io.github.xpc1024	easy-es-parent	0.9.14		N/A
io.github.xpc1024	easy-es-parent	0.9.15		N/A
io.github.xpc1024	easy-es-parent	0.9.16		N/A
io.github.xpc1024	easy-es-parent	0.9.2		N/A
io.github.xpc1024	easy-es-parent	0.9.20		N/A
io.github.xpc1024	easy-es-parent	0.9.3		N/A
io.github.xpc1024	easy-es-parent	0.9.4		N/A
io.github.xpc1024	easy-es-parent	0.9.5		N/A
io.github.xpc1024	easy-es-parent	0.9.6		N/A
io.github.xpc1024	easy-es-parent	0.9.7		N/A
io.github.xpc1024	easy-es-parent	0.9.8		N/A
io.gravitee.node	gravitee-node-management	1.0.0		5e9bc84b20f3f52e0508aacfe330e7c3989070a9
