app.starzero.navbuilder	navbuilder	1.0.0		N/A
org.opendaylight.bgpcep	bgp-openconfig-state	0.16.1		3474854f486499f8b21e5409d3a15f1fbdb97d46
org.opendaylight.bgpcep	bgp-openconfig-state	0.16.10		3a842687a4a82a333635cee4dfde806f08eeefa5
org.opendaylight.bgpcep	bgp-openconfig-state	0.16.11		a475c6d92ea59335d311c970c7c9024be4c5b3e8
org.opendaylight.bgpcep	bgp-openconfig-state	0.16.12		d499f89bd3ec9e6919fe2b489a40f801592cfd80
org.opendaylight.bgpcep	bgp-openconfig-state	0.16.13		15ecc5d0fb4a92614c8a06e3b2e8254ee1130856
org.opendaylight.bgpcep	bgp-openconfig-state	0.16.14		d1cd237d64d3fc1c9b620e002cc9d2d08cd8ba7e
org.opendaylight.bgpcep	bgp-openconfig-state	0.16.15		18a616c4f6850d6800cbea92fd208dbdd78f5dcc
org.opendaylight.bgpcep	bgp-openconfig-state	0.16.16		96180ddd727a82488a9cac3bd31e496ba08d116e
org.opendaylight.bgpcep	bgp-openconfig-state	0.16.2		3c3f947ab3b4c02a49adf83d13221fe1ea9e948b
org.opendaylight.bgpcep	bgp-openconfig-state	0.16.3		fd0a07a2292b5ea5ccb1e5d0b09584c2f4a65b95
org.opendaylight.bgpcep	bgp-openconfig-state	0.16.4		2056f0afefc12c6d7475a5bcdf1d9fd43384d480
org.opendaylight.bgpcep	bgp-openconfig-state	0.16.5		83f3b14ae9c951977e9ddf12e0c6439164cd50c0
org.opendaylight.bgpcep	bgp-openconfig-state	0.16.6		15357e2028d1f301ab55f3dfdd8011174fe188b8
org.opendaylight.bgpcep	bgp-openconfig-state	0.16.7		defceeece22ef3fc3355291363186b84e22fe8f3
org.opendaylight.bgpcep	bgp-openconfig-state	0.16.8		22989505a9225fe0a12bd176e50e4cd20b90aeec
org.opendaylight.bgpcep	bgp-openconfig-state	0.16.9		c2c6b60c227ac8472b9c449b21a1ea85a78bffd8
org.opendaylight.bgpcep	bgp-openconfig-state	0.17.0		42a09dbd50739b5587d7571824b8c193373f62b6
org.opendaylight.bgpcep	bgp-openconfig-state	0.17.1		96c08f685f93223f9045dbfdd0e548778a44abe2
org.opendaylight.bgpcep	bgp-openconfig-state	0.17.10		7887f40afc4f6beb0cfa53e78bf5b75cec443121
org.opendaylight.bgpcep	bgp-openconfig-state	0.17.2		375c5b6936d85205d33396eca452fcb7a7b3ec8d
org.opendaylight.bgpcep	bgp-openconfig-state	0.17.3		a010c49103f415c1b545bd9a110ea213433781e5
org.opendaylight.bgpcep	bgp-openconfig-state	0.17.4		20c69de6f8ed10cd126b8cd7ae89aee36d8223c7
org.opendaylight.bgpcep	bgp-openconfig-state	0.17.5		86e0ec081715bad5003e79eeaf02436e872c2dd4
org.opendaylight.bgpcep	bgp-openconfig-state	0.17.6		93639d902877d53f4175ce1128eea2d36f91f99e
org.opendaylight.bgpcep	bgp-openconfig-state	0.17.7		13ba82301b4b09bedbaf64df90b47db55c0fca13
org.opendaylight.bgpcep	bgp-openconfig-state	0.17.8		a4585647dd588343ae94af2205bfa2eba457ef3b
org.opendaylight.bgpcep	bgp-openconfig-state	0.17.9		f8d3c9b5cb5681227f6253b25e4d1e49d9f4a619
org.opendaylight.bgpcep	bgp-openconfig-state	0.18.0		ed2b1ff34e9df21d7772ce4667ddac13ebbe7a7c
org.opendaylight.bgpcep	bgp-openconfig-state	0.18.1		fa8e8f92517979dab89eacb74514395007e31782
org.opendaylight.bgpcep	bgp-openconfig-state	0.18.2		b7c68a84b7696049e6444526123dd7ee1c8162c7
org.opendaylight.bgpcep	bgp-openconfig-state	0.18.3		be0324335e54fec4823eb3dc316c39cf84240225
org.opendaylight.bgpcep	bgp-openconfig-state	0.18.4		1ea6671175c4300caf3f0ae6b0a6551bdf0d8303
org.opendaylight.bgpcep	bgp-openconfig-state	0.18.5		da6ac4b4e3388a938847cdc6c8b87f13dcdb0c54
org.opendaylight.bgpcep	bgp-openconfig-state	0.18.6		47e9ee68519913bbacd9f9d9d2b0d60c533f55b1
org.opendaylight.bgpcep	bgp-openconfig-state	0.18.7		3ef245c763fc26224c7c16f0ad66b9bd40f74b42
org.opendaylight.bgpcep	bgp-openconfig-state	0.18.8		170cc11aae87a936b6d73e7fbd3e020b1ba001fb
org.opendaylight.bgpcep	bgp-openconfig-state	0.18.9		e4231d13b9d8f9bd6355e27be507af1e96941a74
org.opendaylight.bgpcep	bgp-openconfig-state	0.19.0		68489ec844f008812819b549e7c2cbf9658a60ad
org.opendaylight.bgpcep	bgp-openconfig-state	0.19.1		1a64d1561d6723568696578752d58125f49c3a0b
org.opendaylight.bgpcep	bgp-openconfig-state	0.19.2		392f82f6fe1d4b3b04d827d09fe155c99358be27
org.opendaylight.bgpcep	bgp-openconfig-state	0.19.3		eee5fce5b7141cada30cf91ee2d313d6314424b5
org.opendaylight.bgpcep	bgp-openconfig-state	0.19.4		27cc5caa3bd06512dc58eea78d5cf35822fcafc3
org.opendaylight.bgpcep	bgp-openconfig-state	0.19.5		e345fef38db58884f62080b7e5986ae5d96b8a7e
org.opendaylight.bgpcep	bgp-openconfig-state	0.19.6		a5b0b8d17095d676edf849c65d70289fbaf35e0f
org.opendaylight.bgpcep	bgp-openconfig-state	0.19.7		b6a06b4d3b44ea1bfc6ca6d1f295cf673afce79c
org.opendaylight.bgpcep	bgp-openconfig-state	0.19.8		2834d018d35d32e37300a7f70403b31b451de65c
org.opendaylight.bgpcep	bgp-openconfig-state	0.19.9		6f91496177bd148fd532d527e1baeb0f71137f27
org.opendaylight.bgpcep	bgp-openconfig-state	0.20.0		92e854c1efb1fa212441d72b313995a2ab953199
org.opendaylight.bgpcep	bgp-openconfig-state	0.20.1		7b2f2251e90a283eb10349ce61df21abdedc7a46
org.opendaylight.bgpcep	bgp-openconfig-state	0.20.2		9352c11f1cc0882f6c72a94d10824402d4b3a615
org.opendaylight.bgpcep	bgp-openconfig-state	0.20.3		f407293609b43d28c728a54ac0e37256cb3756f8
org.opendaylight.bgpcep	bgp-openconfig-state	0.20.4		1083ba4bddf66be5793a18f1fc9151a7f15a32f2
org.opendaylight.bgpcep	bgp-openconfig-state	0.20.5		0cf5d14a35fb2a2516f538111ebb263e8ef26f0e
org.opendaylight.bgpcep	bgp-openconfig-state	0.20.6		3df8ad5dfae0cc62a5f7f0c7a8dbb0127f5db553
org.opendaylight.bgpcep	bgp-openconfig-state	0.20.7		ea980d9ace0fc7774de23f6bcfe726f6a87046ce
org.opendaylight.bgpcep	bgp-openconfig-state	0.20.8		35a874a4dc9666013249776ad34f6853550c21ef
org.opendaylight.bgpcep	bgp-openconfig-state	0.20.9		df9eb024550af6a3b42bf92e622a5bfe26c16b8a
org.opendaylight.bgpcep	bgp-openconfig-state	0.21.0		484de7aaefbafb01a140a2ae470fc51f6a8631d7
org.opendaylight.bgpcep	bgp-openconfig-state	0.21.1		1338f6dab338238693d2421397ea11f0b43cc418
org.opendaylight.bgpcep	bgp-openconfig-state	0.21.10		59e9e4b02480c3d731a429036dda927daa89c775
org.opendaylight.bgpcep	bgp-openconfig-state	0.21.11		25e98e5336946abc4795c5111f16723229b68b64
org.opendaylight.bgpcep	bgp-openconfig-state	0.21.2		31da08cc8f70ef84d21b9e60388f7ad8b83b1b12
org.opendaylight.bgpcep	bgp-openconfig-state	0.21.3		c4ae20035cec4c86085fd545cc52102415cda94d
org.opendaylight.bgpcep	bgp-openconfig-state	0.21.4		b2916ff562f3945177be7148a51da848fe0e2635
org.opendaylight.bgpcep	bgp-openconfig-state	0.21.5		4169444558f987d4b24b74ba4e1e810f513020eb
org.opendaylight.bgpcep	bgp-openconfig-state	0.21.6		0614fc38002af2d60b2f79474194a794307315eb
org.opendaylight.bgpcep	bgp-openconfig-state	0.21.7		95c0a51855c33f8cda4c164b6fc02c4519246639
org.opendaylight.bgpcep	bgp-openconfig-state	0.21.8		7fa1a7c798abd1f1e493ca514a7d7eed0d89b5b8
org.opendaylight.bgpcep	bgp-openconfig-state	0.21.9		ce4752d932cecde9e83000c8bbd727e129190a16
org.opendaylight.bgpcep	bgp-openconfig-state	0.22.0		2e27645c76733033e9db803c5578eb2d2c374124
org.opendaylight.bgpcep	bgp-openconfig-state	0.22.1		40bbface89f89be5801d4e83a9eb365f2d9150d7
org.opendaylight.bgpcep	bgp-openconfig-state	0.22.10		87c57d2c8718c69aa2cea59486b3be0c5d987ebc
org.opendaylight.bgpcep	bgp-openconfig-state	0.22.2		5ee597e41c2b1514da5ab8fc533ed6e9fb230f11
org.opendaylight.bgpcep	bgp-openconfig-state	0.22.3		435af24092fc6d3e5b9234a709c9171c7539b8d7
org.opendaylight.bgpcep	bgp-openconfig-state	0.22.4		61bafe777795bf8486129e0dd3ba247975c1da34
org.opendaylight.bgpcep	bgp-openconfig-state	0.22.5		dc00e536c049ecbdac12766362aed352d7bc78f6
org.opendaylight.bgpcep	bgp-openconfig-state	0.22.6		05e15f84edde5fa8422df5f93ec6939a12c6350e
org.opendaylight.bgpcep	bgp-openconfig-state	0.22.7		1236c2ef771a728d3d01e6dfa91474b163e12617
org.opendaylight.bgpcep	bgp-openconfig-state	0.22.8		765d667aba4e94f00b341891875c0fef8167b66b
org.opendaylight.bgpcep	bgp-openconfig-state	0.22.9		260b3ce7cc2eb36af748030f73e9b18ab99fe7d9
org.opendaylight.bgpcep	bgp-openconfig-state	0.7.0-Carbon		bad6f4b286581e8416e4f51232ab68f525e38e20
org.opendaylight.bgpcep	bgp-openconfig-state	0.7.1-Carbon		d2f76e2a83ec9d7adaee4e8e6fe1985c2c307be6
org.opendaylight.bgpcep	bgp-openconfig-state	0.7.2-Carbon		6e1d330823f0411821fd12162f04d306bf64db5e
org.opendaylight.bgpcep	bgp-openconfig-state	0.7.3-Carbon		657fcb09eee1e7b5750c7d77d52bad311233a33a
org.opendaylight.bgpcep	bgp-openconfig-state	0.7.4-Carbon		7f7dc277e170419d9b3bd6adaaff9babd466cbc0
org.opendaylight.bgpcep	bgp-openconfig-state	0.8.0		72d5471459332a9bda08c87cb520878e47e32039
org.opendaylight.bgpcep	bgp-openconfig-state	0.8.1		db7798907b836bd86d215038a50dd0aae7ccd825
org.opendaylight.bgpcep	bgp-openconfig-state	0.8.2		f4837fed5c6d76abb795586265b6dea3aa13081d
org.opendaylight.bgpcep	bgp-openconfig-state	0.8.3		0c74d574a334e43386bb4541e135eb1ed6c00254
org.opendaylight.bgpcep	bgp-openconfig-state	0.9.0		7b26c23c484f88f0a4ba2e34dbd75c6a1a1ffcf2
org.opendaylight.bgpcep	bgp-openconfig-state	0.9.1		26f84243a821b3694cafbfe09975aa64c946b278
org.opendaylight.bgpcep	bgp-openconfig-state	0.9.2		a4a82b47b3f666c20f7616169e5f7290532a2692
org.opendaylight.bgpcep	bgp-openconfig-state	0.9.3		6a262bd2b27739e5051c32a7b8e62d1ef93d852c
org.opendaylight.bgpcep	bgp-openconfig-state	0.9.4		e8e282ac2783373f359924c5b181b28c4d749da4
org.ow2.frascati.tinfi	frascati-tinfi-comp-service	2.7		666ce516904192cf0ab56723061f3111a4353d2d
org.typelevel	algebra_sjs0.6_2.12	0.6.0		3c7085cce1ed6e4a2b315e37a1151f55bb25a5ef
org.typelevel	algebra_sjs0.6_2.12	0.7.0		78a793b2bc6c5dc90a4d87c78609405fde237a5c
org.typelevel	algebra_sjs0.6_2.12	1.0.0		e7630baa6c2e980e71f24ab08f2716ff6473c5d6
org.typelevel	algebra_sjs0.6_2.12	1.0.1		ce62bac6d6ed856b7e261b91db2e46d7b1f2d795
org.typelevel	algebra_sjs0.6_2.12	2.0.0		963164f6c113c2e4ac1cc357a7c79e03f329d230
org.typelevel	algebra_sjs0.6_2.12	2.0.0-M1		ee037339e859aec164db9617f03baea6d697a464
org.typelevel	algebra_sjs0.6_2.12	2.0.0-M2		540695b021c061a16d87ab04c22fff5873cbbfff
org.typelevel	algebra_sjs0.6_2.12	2.0.1		e7558be4a98e5f0e5ff2b4f5e610c73f305b4610
org.webjars.npm	intersperse	1.0.0		0287d102e0d866b0de7e3821f8134951ad98ec32
ru.yoomoney.sdk.core-api	core-api-android-sdk	1.1.2		N/A
ru.yoomoney.sdk.core-api	core-api-android-sdk	1.2.2		N/A
ru.yoomoney.sdk.core-api	core-api-android-sdk	1.2.3		N/A
ru.yoomoney.sdk.core-api	core-api-android-sdk	1.2.4		N/A
ru.yoomoney.sdk.core-api	core-api-android-sdk	1.2.5		N/A
ru.yoomoney.sdk.core-api	core-api-android-sdk	1.3.0		N/A
ru.yoomoney.sdk.core-api	core-api-android-sdk	1.3.1		N/A
ru.yoomoney.sdk.core-api	core-api-android-sdk	1.3.2		N/A
