by.shostko	mock-data-source	0.2.1		N/A
io.dropwizard.metrics5	metrics-legacy-adapter-healthchecks	5.0.0-rc9		0699bd04b6e04dfeecf702a6ae11ed9bcb725251
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-100-c0b4ab		56062ff8442f8ee9a62005cf3020169715b19c79
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-101-a8fc0c		1234ea471e1f4aa5a458c5184cb5cb20796ade91
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-102-603485		6bb83a848698dee9cb188afee1b132b9eb868273
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-103-a2e4b9		1b73b12935edba573eb6bdddf03010526161cc6a
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-107-cb7328		246b38e02ceb6ac0f9732bda713a2ee72508682c
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-108-721e87		347d97830e09f88bfe4f19d2650438dd8569b807
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-109-dd51ff		61ac98c6362743463360ed082804b30a47198b34
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-41-7a9754		8c6ee52a3b73dc2d59912796aed49cf9502aeb01
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-44-885bdf		1ae1268f262da20067aedcd0aba8a611e07f6292
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-55-a6b65a		a6001ffe12a9f65daf22466e6ddd3210a6f66032
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-58-5b73e9		155702374a7826d4ed060f0b5577c6af9029092a
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-59-ff28b2		861150a203d3fcb9c1dd3e0b185f901e4d01c217
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-62-67caea		5709f446513965e70a777140d65857f0b838bc9f
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-63-d2b7f7		69ab433cb36811f7e6adc64d3602671de3271718
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-64-11f282		7f46dc1ad1ce9b0b51c3b60a05ab939d7b319767
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-65-49e940		9e9f0e61f64cd32055d1ae3e1c23fddc07cba5df
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-66-20fa89		80854329d1f1f03d6d165f1335723eeb0d1d4571
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-68-5732fa		39758f3e26e950abeeb9700d2e05085f498e601b
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-70-51469f		ef32340410bf8f03d38875827b0d0b5da9ccf588
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-71-a6652a		9878a3e131bc6aad660c0b067dd86acb344ec83f
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-73-69c4d9		a2a08e9797ff7af7801a31bf89cef6250773faf0
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-77-06b1a6		c48f990b40e420d85eee14acb1c987bd659638b7
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-79-723cdc		f8fb30c667b5eed157a8729e83449e9ff1714aad
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-81-8cbe84		ae628c4ab683854c3ac2b33a5b439bffa30b1418
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-82-9cfcdd		ca1172b2ed2bd421ce8482b1c014330f1df7f7e2
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-83-9cf634		ae069d57c20685b0b4c0f1e40b2f62a69a6fccd0
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-84-f852c6		7c16df0d45205a48ae199de8ea7de0b5743b8ea0
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-85-b2b41f		42c775cb7c774868c167a8d4b696ce9619fef474
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-86-0a8c08		570a3a9326c0c259b100d45a3ad606ae4d53223a
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-87-8063ff		cd2516ba0043d8808fb02a132a8e890f02c49240
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-88-f9ba3d		8ba6838bc23989608861378db5b88becf8d2411c
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-89-4d990c		2fe783e71aa7a4ae658507bd185c6ee68e488115
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-90-081432		199d4e93884b781e2836e845ac1b6b12497633cb
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-91-325d6e		6f9cd072b9032d01f6357f01ec16f80c838e7780
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-92-ed94d5		102097fc8e687dac830d385d18a5aa890825b054
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-93-f2b1c3		1b767134dcd520ede4a4045891f1b6c2880608a0
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-94-0d264e		0eba0f2ff374907a77fc2a8fcd1dd4eb9d0ce887
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-96-030fe8		5c8ecb11f224c5d4605c2ea0dbc8653727abc73d
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-97-1ef41f		889c3b13991ed7cfecce80d1c429f7eb983ec9ec
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-98-2b94c1		afafc6d1bbd02ff8734b7638c4163bf243672de3
io.get-coursier.jvm.indices	index-linux-musl-amd64	0.0.4-99-dfe738		dfbb3d023e9a79266620616326361de1dd967753
io.github.completable-tuples	completable-tuples	1.0.0		f68b2dc2e584ac9ea9e26c43e82382f2ab68d260
io.github.dugtestorg	test11	1.0.0		ba8d6608a5c4a179c8513c968c49ba7419ddafbe
io.github.kevincianfarini.cardiologist	cardiologist-tvosarm64	0.1.0		N/A
io.github.kevincianfarini.cardiologist	cardiologist-tvosarm64	0.1.0	metadata	30734d50b24e3b6817eca776c51c30e40ef7c6ca
io.github.kevincianfarini.cardiologist	cardiologist-tvosarm64	0.2.0		N/A
io.github.kevincianfarini.cardiologist	cardiologist-tvosarm64	0.2.0	metadata	d467377e5c1b558fed75679ea0936928be46ffdf
io.github.kevincianfarini.cardiologist	cardiologist-tvosarm64	0.2.1		N/A
io.github.kevincianfarini.cardiologist	cardiologist-tvosarm64	0.2.1	metadata	eeb08b16249aba66e93ad09ce66aaff5492e8e5f
io.github.kevincianfarini.cardiologist	cardiologist-tvosarm64	0.2.2		N/A
io.github.kevincianfarini.cardiologist	cardiologist-tvosarm64	0.2.2	metadata	bb1d8ecde9f7100cf0cc2adfd806ac64e431c5a8
io.github.kevincianfarini.cardiologist	cardiologist-tvosarm64	0.3.0		N/A
io.github.kevincianfarini.cardiologist	cardiologist-tvosarm64	0.3.0	metadata	34e0a370711d9a85d8b53894f8acb9ac63c721d3
io.github.kevincianfarini.cardiologist	cardiologist-tvosarm64	0.3.1		N/A
io.github.kevincianfarini.cardiologist	cardiologist-tvosarm64	0.3.1	metadata	3fef58d1cc1e83a0368455e1f9278b4ced3a2391
io.github.lyxnx.compose.pine	pine-ratingindicators-desktop	1.0.2		c6f2fc08308baa5176d6987fa913eb99a01c1622
io.github.lyxnx.compose.pine	pine-ratingindicators-desktop	1.0.3		c6f2fc08308baa5176d6987fa913eb99a01c1622
io.github.matteobertozzi	easer-insights-aws-cloudwatch	0.1.1		c6ea2cc444c46f0db461c13fe1201d6cc5e89279
io.github.matteobertozzi	easer-insights-aws-cloudwatch	0.1.2		7320de9d41e8bc4fb26ec16209966350b14c97d2
io.github.matteobertozzi	easer-insights-aws-cloudwatch	0.1.5		bd4f317bc1d4a92ab61661501fb3f389e56624c9
io.github.matteobertozzi	easer-insights-aws-cloudwatch	1.0.0		669f7b2186c125936d2ac842b5fb67e09420aa15
io.github.matteobertozzi	easer-insights-aws-cloudwatch	1.0.1		dd4df0363e0b6f68bebb661a830437ff6faba2f3
io.github.matteobertozzi	easer-insights-aws-cloudwatch	1.0.2		be729050f964a1b3bdd5df74c3a5ef6a3e1724c9
io.github.matteobertozzi	easer-insights-aws-cloudwatch	1.0.3		22e379850b1fbda75835ac06e6a84faeead686b5
io.github.matteobertozzi	easer-insights-aws-cloudwatch	1.0.4		3e53c16574bd90bf66af46169d37dfa2f02a9a26
io.github.matteobertozzi	easer-insights-aws-cloudwatch	1.0.5		e69695c454245c18b1a71434917189fdbf6baf98
io.github.matteobertozzi	easer-insights-aws-cloudwatch	1.0.6		c36aac0e136550dd64cf988b2d0448a00be86a1b
io.github.panpf.tools4a	tools4a-device	1.0.0		N/A
io.github.panpf.tools4a	tools4a-device	1.0.0-rc03		N/A
io.github.vigoo	zio-aws-greengrassv2_3	3.16.100.1		548be84145c3794a51053cefaf1ce0867805d8b8
io.github.vigoo	zio-aws-greengrassv2_3	3.16.101.1		9880c44a01373ed13a2e9b807e4af99effe60d49
io.github.vigoo	zio-aws-greengrassv2_3	3.16.102.1		e546746aa43cc449868c44d540a872e4cf6fd494
io.github.vigoo	zio-aws-greengrassv2_3	3.16.102.2		8590ddc516bff61e29da2a0367a58030fced5dc4
io.github.vigoo	zio-aws-greengrassv2_3	3.16.104.1		861fe731de9c6e2a6e97afd80586de3ecb675d20
io.github.vigoo	zio-aws-greengrassv2_3	3.16.78.4		5ea450c76d5961308043ec1c8d3ca30bd57034c2
io.github.vigoo	zio-aws-greengrassv2_3	3.16.78.5		40ce6a8ccbff401a6aad6b1bf8b666477bbd6894
io.github.vigoo	zio-aws-greengrassv2_3	3.16.78.6		3d2d281b80929f32afcb4cd2d3efbb949ed91a90
io.github.vigoo	zio-aws-greengrassv2_3	3.16.79.1		cb16c6b8a48c119b9df62efd603134814043a025
io.github.vigoo	zio-aws-greengrassv2_3	3.16.79.2		b8ca620cb493c5a5126f253bec3760ed95103dc7
io.github.vigoo	zio-aws-greengrassv2_3	3.16.79.3		80f8f59b8c8b4b3a7202dd176f9641da439bc63f
io.github.vigoo	zio-aws-greengrassv2_3	3.16.87.1		7a366494a722d4357a97081018125b2515396e82
io.github.vigoo	zio-aws-greengrassv2_3	3.16.88.1		798f34c5e27cc052325b2f199624227295e73b82
io.github.vigoo	zio-aws-greengrassv2_3	3.16.89.1		15ae10c6994d5ff03a20bf2d314cf6b1e77ca7b7
io.github.vigoo	zio-aws-greengrassv2_3	3.16.90.1		8682b9e40fcdc5fbd436abd2c3f3d7176c8467c2
io.github.vigoo	zio-aws-greengrassv2_3	3.16.91.1		a3fdf17e784d9fae28e2af8fb3f2e21cd5282b33
io.github.vigoo	zio-aws-greengrassv2_3	3.16.92.1		a389f947ad3580b3e83bbc54d74054517d4d51f9
io.github.vigoo	zio-aws-greengrassv2_3	3.16.92.2		63e2134df20297a0212b92f24c8299a8eb588f3a
io.github.vigoo	zio-aws-greengrassv2_3	3.16.94.1		7c127bcd4a9d2da84aa07947505ef16877e8bf5d
io.github.vigoo	zio-aws-greengrassv2_3	3.16.95.1		bb7913b70b527d9ae5218c133c035a29f162f74f
io.github.vigoo	zio-aws-greengrassv2_3	3.16.95.2		531331a4d286504d02ccec9653e55b15c12e35fc
io.github.vigoo	zio-aws-greengrassv2_3	3.16.96.1		fd3d831e5cf84b5928a35b12d95b612c35936d49
io.github.vigoo	zio-aws-greengrassv2_3	3.16.97.1		eff1315b48bdab089eb1c21a0bb2397b8615619d
io.github.vigoo	zio-aws-greengrassv2_3	3.16.97.2		2614bd19d879f3cdb0e1b39a6764caefad23e4a0
io.github.vigoo	zio-aws-greengrassv2_3	3.16.97.3		3ac1391374f464bebb7e854e578fe802248de418
io.github.vigoo	zio-aws-greengrassv2_3	3.16.99.1		83d8f97de7e8c283cd5fe18ae38873e6da480c28
io.github.vigoo	zio-aws-greengrassv2_3	3.17.1.1		66dbcdb166b669b9fbdc60d72fdd32356524ccd6
io.github.vigoo	zio-aws-greengrassv2_3	3.17.100.1		2d97818b00e0f484783ef26b94fb4b57e56fdce2
io.github.vigoo	zio-aws-greengrassv2_3	3.17.100.3		4a7e7d6aefdf8ef06079874d1c9b29ff56c137f2
io.github.vigoo	zio-aws-greengrassv2_3	3.17.101.1		10be2fe908f7ad94bb96a156eab9d907b145682a
io.github.vigoo	zio-aws-greengrassv2_3	3.17.102.4		ec359354fa836f38c7c6a6af5189e1095dcca9f6
io.github.vigoo	zio-aws-greengrassv2_3	3.17.102.5		7436179469e0df82e445a7e6af4f332788da577f
io.github.vigoo	zio-aws-greengrassv2_3	3.17.102.6		c31ac1a8dfa34af74dbf4db6ac225820ffefe722
io.github.vigoo	zio-aws-greengrassv2_3	3.17.103.1		2a18824af97b09a4e056b8a808f03bdfffb83eb7
io.github.vigoo	zio-aws-greengrassv2_3	3.17.104.1		a9b65188278b0c0d08de6c4f1d3c1520c2c5d29b
io.github.vigoo	zio-aws-greengrassv2_3	3.17.104.2		43194c61ce718709637b983bde5ca3c6e398b394
io.github.vigoo	zio-aws-greengrassv2_3	3.17.104.3		b4c8794fe29e9a9c9fb576c924eac975b57c422e
io.github.vigoo	zio-aws-greengrassv2_3	3.17.104.4		166cd35d391d7905936a96829f8fd407548c9e07
io.github.vigoo	zio-aws-greengrassv2_3	3.17.104.5		ba1af30d106612295cfe0af69f2be738ff7617f2
io.github.vigoo	zio-aws-greengrassv2_3	3.17.104.7		772599c92a84759edb6c25cfd251a35ae17dde31
io.github.vigoo	zio-aws-greengrassv2_3	3.17.11.1		509dc2032076a31906f585cab02a5f6a6a2e8863
io.github.vigoo	zio-aws-greengrassv2_3	3.17.12.1		d49115bd3ae2914be70a21c76e3d59d723894052
io.github.vigoo	zio-aws-greengrassv2_3	3.17.12.2		343cf3d80d27f7ee8e84c7560149d7f42b96687a
io.github.vigoo	zio-aws-greengrassv2_3	3.17.12.3		bcc82bf25bb3a42fb2f36cd36e482720e6576435
io.github.vigoo	zio-aws-greengrassv2_3	3.17.19.1		6942933749e873840002dbb9380eaabbd63434c0
io.github.vigoo	zio-aws-greengrassv2_3	3.17.2.1		83fa04d1b6e7d4b1e6dca370fd816eada57e894d
io.github.vigoo	zio-aws-greengrassv2_3	3.17.20.1		cd3c46625500557e8a4a5bfceeb998e5898d272c
io.github.vigoo	zio-aws-greengrassv2_3	3.17.21.1		d318ecdff442cc6035d008b699102e8b8cb2e5d9
io.github.vigoo	zio-aws-greengrassv2_3	3.17.21.2		2883ab76cb46285c7379c9944efec828c7fca010
io.github.vigoo	zio-aws-greengrassv2_3	3.17.22.1		e1293559dbb03ef8828e08b717778f1c2fa571f2
io.github.vigoo	zio-aws-greengrassv2_3	3.17.23.1		a065af523abb402b8239bd0696234bf8e9ba9a6d
io.github.vigoo	zio-aws-greengrassv2_3	3.17.24.1		657ccaf1ecdc8d90f6ca3803f8c27f792ad24340
io.github.vigoo	zio-aws-greengrassv2_3	3.17.24.2		cadfb524a9cb1c8b3dc1ed8a7416f4dc93b9cae9
io.github.vigoo	zio-aws-greengrassv2_3	3.17.25.1		39fe04fb4d75aea57eb9a502b29576a78cd98993
io.github.vigoo	zio-aws-greengrassv2_3	3.17.26.1		46bad92d357e58c36ab6f58270bd823d96c7145f
io.github.vigoo	zio-aws-greengrassv2_3	3.17.26.2		3e089a5e8cac71214103c0ad0cc2d976e8962de2
io.github.vigoo	zio-aws-greengrassv2_3	3.17.27.1		8ed519efabfb81887190820f121f888bb602a5e6
io.github.vigoo	zio-aws-greengrassv2_3	3.17.27.2		8e79b811179b2939f20f3c718bd49cfe2920a6b3
io.github.vigoo	zio-aws-greengrassv2_3	3.17.29.1		2769492ff425aa86364113524e22566e99deebf0
io.github.vigoo	zio-aws-greengrassv2_3	3.17.30.1		8de3f534379a3da8ac0fb6698f0208f64388b90f
io.github.vigoo	zio-aws-greengrassv2_3	3.17.31.1		7fca8b82154a7545e07cee807aff53d823166516
io.github.vigoo	zio-aws-greengrassv2_3	3.17.31.2		72f0b7e04249a148e9f82b69803c11ee4f4eefa2
io.github.vigoo	zio-aws-greengrassv2_3	3.17.33.1		09986922bf15af7ed30a8d33681b5a4ea62bc832
io.github.vigoo	zio-aws-greengrassv2_3	3.17.34.1		1dc19a6dea827b7bae6d08bdb1b310fd62648c3d
io.github.vigoo	zio-aws-greengrassv2_3	3.17.35.1		158a1b3bbda0fdc7dcbc73f9bea405cb08af68ca
io.github.vigoo	zio-aws-greengrassv2_3	3.17.36.1		b1b63365d09898f6017fa1fc5d9e97f3f4378702
io.github.vigoo	zio-aws-greengrassv2_3	3.17.37.1		39e79ef962c62bd14621bbb8cdedffc2afde015c
io.github.vigoo	zio-aws-greengrassv2_3	3.17.38.1		e6e00d3a8b0ee99befd82eedf4150dbd742b9e34
io.github.vigoo	zio-aws-greengrassv2_3	3.17.39.1		c566d7123e28d13ecb13f21515c949857b74e85a
io.github.vigoo	zio-aws-greengrassv2_3	3.17.40.1		a14bc3830cac3e547608ed06cf67c555d47b5b64
io.github.vigoo	zio-aws-greengrassv2_3	3.17.41.1		8863073a15f7eebe5aa4d55466e06f7b2de927d8
io.github.vigoo	zio-aws-greengrassv2_3	3.17.41.2		0d84be6582748c2cbaf6d6a48eabb8891de13f71
io.github.vigoo	zio-aws-greengrassv2_3	3.17.42.1		65969ce3e864e02b33e5389c43844d0bd98ec82f
io.github.vigoo	zio-aws-greengrassv2_3	3.17.42.2		8bb2a83ee7784e16c998416d2b78f7dcb348076b
io.github.vigoo	zio-aws-greengrassv2_3	3.17.42.3		5ecc89a289fe686cc8dd7331e42bd3fbca297476
io.github.vigoo	zio-aws-greengrassv2_3	3.17.42.4		e4e4dcd5b4b883f42f10cff0d068f9de6692fd47
io.github.vigoo	zio-aws-greengrassv2_3	3.17.42.5		05ce9736db30eb89dbffc762876e1931ebd3571b
io.github.vigoo	zio-aws-greengrassv2_3	3.17.42.6		275b02693565147ef1dd884e681db6970803665b
io.github.vigoo	zio-aws-greengrassv2_3	3.17.42.7		585e8a3781f058338152a41a5ffc0224bc8ddaf7
io.github.vigoo	zio-aws-greengrassv2_3	3.17.42.8		bc73f31fb01665c4e1b4806d6335f28753af793d
io.github.vigoo	zio-aws-greengrassv2_3	3.17.42.9		323214f95288d8fd258f24ea49249ae8b3f3f40b
io.github.vigoo	zio-aws-greengrassv2_3	3.17.5.1		302db897e8f2f8625cc4409818a16d57c8b7a685
io.github.vigoo	zio-aws-greengrassv2_3	3.17.56.1		431e414357228b6f692931bcd2d8562a382a3f87
io.github.vigoo	zio-aws-greengrassv2_3	3.17.57.1		95cccbf0f22126a186c8f25c01a7950f8db989ab
io.github.vigoo	zio-aws-greengrassv2_3	3.17.57.2		d25c96e5f17877c1714dd3b8a6ffd304228ff1c2
io.github.vigoo	zio-aws-greengrassv2_3	3.17.58.1		9e691ab13ba536ff95ab057d588da36603ae4ef2
io.github.vigoo	zio-aws-greengrassv2_3	3.17.59.1		f549015403253dc7de2991e7b46779cde7223c62
io.github.vigoo	zio-aws-greengrassv2_3	3.17.61.1		c40d4d54816638c5d3c08b786aae4fe59779423f
io.github.vigoo	zio-aws-greengrassv2_3	3.17.61.2		05dd8a6c4d86d898f3fd5a808e905866b44a3fcb
io.github.vigoo	zio-aws-greengrassv2_3	3.17.62.1		bab1003c80c4ffe9d60a9a0aff911a476d6ffb5a
io.github.vigoo	zio-aws-greengrassv2_3	3.17.63.1		91344376cf06a061d4744345c1a444f683da9487
io.github.vigoo	zio-aws-greengrassv2_3	3.17.63.2		d87f5e169124baca5f311d7527761d562fb710e1
io.github.vigoo	zio-aws-greengrassv2_3	3.17.64.1		b1400ec9f8353bae566ee93d01bfa2e8ee47f82f
io.github.vigoo	zio-aws-greengrassv2_3	3.17.65.1		8aa3c15014d35a6dcebefd41da4b23408eb8d55a
io.github.vigoo	zio-aws-greengrassv2_3	3.17.68.1		620aa4b485a2c2a652e4bd22cc9d7238b64c9fcc
io.github.vigoo	zio-aws-greengrassv2_3	3.17.70.1		9b64e15a906888e57a82f3011d6da3c5df454211
io.github.vigoo	zio-aws-greengrassv2_3	3.17.71.1		b502a88bd50650d97723a47019b1acf2f63ad546
io.github.vigoo	zio-aws-greengrassv2_3	3.17.71.2		8d131749bbb0610e57365924287905ccce7c4143
io.github.vigoo	zio-aws-greengrassv2_3	3.17.71.3		7b73df9f4fd4893d54560f5a08a7edaadadbaafe
io.github.vigoo	zio-aws-greengrassv2_3	3.17.74.1		3301f2ab234ad4e7225ad723b7e65cd96e959851
io.github.vigoo	zio-aws-greengrassv2_3	3.17.75.1		0d5912929920cec0eff8abc63a102da7b6804dc9
io.github.vigoo	zio-aws-greengrassv2_3	3.17.76.1		4ca48d09b60550cf07b709ab1ad19ee5c80cc717
io.github.vigoo	zio-aws-greengrassv2_3	3.17.77.1		947900029af893f0ff2f911c58d1bbca7c9f00ae
io.github.vigoo	zio-aws-greengrassv2_3	3.17.78.1		61536a8eb9fe3bf5c05f1e0041ba562df1a1c52a
io.github.vigoo	zio-aws-greengrassv2_3	3.17.79.1		4527fc00f2172abbfc5c255147b9498c7a3bdc62
io.github.vigoo	zio-aws-greengrassv2_3	3.17.8.1		562ac609707ccc6c0df97bb6c0d7c537ec7fcfbd
io.github.vigoo	zio-aws-greengrassv2_3	3.17.8.2		d7c5972fd1674f58bb999f756725d9daaa54d37d
io.github.vigoo	zio-aws-greengrassv2_3	3.17.8.3		db120d0cfb5a6b8218ead3f35183bf08be1d0a90
io.github.vigoo	zio-aws-greengrassv2_3	3.17.8.4		4f7b2e376fcc23cc808b204d4a2891bafae2c499
io.github.vigoo	zio-aws-greengrassv2_3	3.17.8.5		857e2f3776956bf6e61e1008e649571f2ef13342
io.github.vigoo	zio-aws-greengrassv2_3	3.17.80.1		f9d19325cee59126230240ad84b3137c58b4ab37
io.github.vigoo	zio-aws-greengrassv2_3	3.17.81.1		f58e870ff119b757153815d6fe46c19ef2f11988
io.github.vigoo	zio-aws-greengrassv2_3	3.17.87.2		0b4fe581214fcd8cafb7c5dee52839585dfe2764
io.github.vigoo	zio-aws-greengrassv2_3	3.17.88.1		8f7eaca0c7d5b685a9453d1f4913b9c4f47495ab
io.github.vigoo	zio-aws-greengrassv2_3	3.17.9.1		1c6c853eb7e5070b6e441805013a37a95c70c820
io.github.vigoo	zio-aws-greengrassv2_3	3.17.90.1		9f26e9903e1074a4a517b7fcc65419975ef9ba93
io.github.vigoo	zio-aws-greengrassv2_3	3.17.94.1		d1b20e76e7461793b1e9a3d014f7763ddeff9b3b
io.github.vigoo	zio-aws-greengrassv2_3	3.17.94.2		fd5c72f8c84442313c1df6d0f140e63ef2ad155a
io.github.vigoo	zio-aws-greengrassv2_3	3.17.97.1		05d5926c57c7e71149ccd6dd515fd421527cc8c3
io.github.vigoo	zio-aws-greengrassv2_3	3.17.98.1		876027e74ed2d7e431845de4a366ba3346eb0882
io.github.vigoo	zio-aws-greengrassv2_3	3.17.99.1		beb0a520fc8ee13597358d2e6e665ae6f263d1e2
io.github.vigoo	zio-aws-greengrassv2_3	4.0.2		bd73c4b5a49f38b0a0e2980ad38aa9f68d7881cc
io.github.vigoo	zio-aws-greengrassv2_3	4.0.4		abeca3e818cc2f5c959158a6b265eac5fa8b9c5b
io.github.vigoo	zio-aws-greengrassv2_3	4.0.5		06daf9f4ef2affa32e3a5c0224d00d8191c76e31
io.github.vigoo	zio-aws-greengrassv2_3	4.17.104.1		3377dfbc059f5b76ed3e714818e97a8b08c05b70
io.github.vigoo	zio-aws-greengrassv2_3	4.17.104.2		914c7cb0492a9b0f1642277fb34335208b3bb8af
io.github.vigoo	zio-aws-greengrassv2_3	4.17.280.4		88ab8c1b92ee5dd6061e6bfbc4491fe84fb5a2a4
io.insert-koin	koin-core-viewmodel-android	4.1.0-Beta8		N/A
io.komune.f2	f2-dsl-cqrs	0.17.0		28107316118368fe00988b536bc2808e272b1474
io.komune.f2	f2-dsl-cqrs	0.18.0		91cd30c520ed2a1894074cf9e0d129188eca4c58
io.komune.f2	f2-dsl-cqrs	0.18.0.beta.1		d698471ddde1e95f634939eaa057c6e3c88e85c6
io.komune.f2	f2-dsl-cqrs	0.19.0		334ee1a5b149a50b7f5f6e02eddc9085258066e7
io.komune.f2	f2-dsl-cqrs	0.19.0.beta.1		bd5024e65aa01ebba96b71a8a6ca600951d68a2c
io.komune.f2	f2-dsl-cqrs	0.20.0		2e57e6bfbd9c230f10280543de7b552bd795e537
io.komune.f2	f2-dsl-cqrs	0.21.0		2409340e234631e68a1dc8e6793854e78ae97ec8
io.komune.f2	f2-dsl-cqrs	0.22.0		ddf2431e2028fb22b4347af728073e7e4711c053
io.komune.f2	f2-dsl-cqrs	0.23.0		fca4baf67ca7c88d55b540432f9e73514eaad5e8
io.synthesized	tdk-tc	1.0		2705dcad3afde86000643d355c0e3b652568cc93
io.synthesized	tdk-tc	1.01		7d897925a5e9de96cdf7906aaf93a6b0dad85614
io.synthesized	tdk-tc	1.02		72dbf5ee3ff6f513e3a4760bbf62c3e89e0eb2ce
io.synthesized	tdk-tc	1.03		8e1862e1c734c333a10e48f64285654310df29a7
io.synthesized	tdk-tc	1.04		d190639f161deda5266622a90af13c49b4ba18eb
io.synthesized	tdk-tc	1.05		ef94bfa6c1c9e3224384be4cdfaf873de48e2233
io.thorntail	mongo-config-api	1.3.0		da4452cc886d9acb7535f79790e4583546c2fcdf
io.thorntail	mongo-config-api	1.3.1		d26320e3325b8a2a781128e0a391577d8dacb96e
io.thorntail	mongo-config-api	1.3.2		9854c59a870b32481733039382acd5c20816fff5
io.thorntail	mongo-config-api	1.5.0		5fa4475cb02c23a0df312b7d55534d62ca11f6a3
io.thorntail	mongo-config-api	1.6.0		89612981a473610298ee07de2a69b7d2cdc26c47
io.thorntail	mongo-config-api	1.6.1		b95cc75515aedfe13fbd8e1bb88eb1dc73a4bf99
io.thorntail	mongo-config-api	1.6.2		4819b21c2e64d30abc11ceace153780469c17b28
io.thorntail	mongo-config-api	1.6.3		6ea19a493b27f5dac7dc9e33897484c58478f64b
io.thorntail	mongo-config-api	1.6.4		e52a267df2795535ce76e2b9abcd4697240c98d7
io.thorntail	mongo-config-api	1.7.0		81a628bd1062791497b73d0b4f50b1417114a547
io.thorntail	mongo-config-api	1.8.0		fddd3ca8e0158fb991a96b0f447fce05edf307a3
io.thorntail	mongo-config-api	1.9.0		b9cd2ee5e8a548add96233324e1db9a89745a030
io.thorntail	mongo-config-api	2.7.0		6d4558003cbd17141e662c5bca451307c56296cf
is.codion	codion-dbms-h2database	0.17.17		e42ccd00c4587737048fb1de984db02b47a22be5
is.codion	codion-dbms-h2database	0.17.18		7294a8a89d028417c61224147cbd8d840f357587
is.codion	codion-dbms-h2database	0.17.19		f4c45c83c9714f8dfaf10c28d997b14dc71b184e
is.codion	codion-dbms-h2database	0.17.20		2bf0f6483111769d307d7d055d3d311499cc6a56
is.codion	codion-dbms-h2database	0.17.21		7c2bda488ee949562d868cefad14b8b560796cf6
is.codion	codion-dbms-h2database	0.17.22		1cb67a3f7b6700fdedf5bced42772e4b4e070c4f
is.codion	codion-dbms-h2database	0.17.23		7fa14465b5fe3261d1d06a9bc48859b67a39c9f0
is.codion	codion-dbms-h2database	0.17.24		e7da0c6573a9d63599948b39306a655f0b785cda
is.codion	codion-dbms-h2database	0.17.25		0a524900bf741f74a96223597c13eb86532b260c
is.codion	codion-dbms-h2database	0.17.26		2c9e9ab667431563e1ad7cf91a3cf44b20ba9fa5
is.codion	codion-dbms-h2database	0.17.27		d4345d5dd0ba17fc7f08ddc38b8ec728bcef2817
ml.combust.mleap	mleap-xgboost-java_2.11	0.10.0		59e54ac08b5ee7db32aad5c02562c87e7c928053
ml.combust.mleap	mleap-xgboost-java_2.11	0.10.1		b818cb6c8f4535db15e81b67f642c8bb62d76da6
