be.cyberelf.nanoxml	nanoxml	2.2.3		bf8beecd9eadd51f1a2534fc58baa0a3eabcb48e
org.apache.camel	camel-jcache-starter	3.0.0-M1		a8c03ed71a3ae68cf91b2d381a3ac73c0ad845db
org.apache.camel	camel-jcache-starter	3.0.0-M2		3354e208c01fe14c6eb347a16de633f38529ddd9
org.apache.camel	camel-jcache-starter	3.0.0-M3		e37ae2d843f62ebb3abb29ef16c23e7a531cb373
org.apache.camel	camel-jcache-starter	3.0.0-M4		436d170e5342d763f1788bb65e4ee0e10cc85931
org.apache.camel	camel-jcache-starter	3.0.0-RC1		6d58a383042461a60600a8b4120c0e610cd9b6e0
org.apache.camel	camel-jcache-starter	3.0.0-RC2		9a96c63121bba6705ebe11a08e2c952eb4a48d69
org.apache.camel	camel-jcache-starter	3.0.0-RC3		6922942383a90d2fe4c1c9997da127b7cd95a9ab
org.apache.camel.kafkaconnector	camel-flink-kafka-connector	0.1.0		cd699a84ec8f635301b3b6060850f39d369f1927
org.apache.camel.kafkaconnector	camel-flink-kafka-connector	0.10.0		20751d82258c11986fb371cf9b06e8c6b1fb5d44
org.apache.camel.kafkaconnector	camel-flink-kafka-connector	0.10.1		afca765d5f55a72157e70e9fdc1541143dab951e
org.apache.camel.kafkaconnector	camel-flink-kafka-connector	0.11.0		c8fb8f7d6f4528e68faff5dab1b6363fddfce16e
org.apache.camel.kafkaconnector	camel-flink-kafka-connector	0.11.5		53f9a7a942b4c996ce598cf7b53fb098af90c445
org.apache.camel.kafkaconnector	camel-flink-kafka-connector	0.2.0		b70314338a8ef356e41b5cd2c9f59ec308ba3262
org.apache.camel.kafkaconnector	camel-flink-kafka-connector	0.3.0		2158b6e5f240f3db9a07ec627b8972bcb9f8586c
org.apache.camel.kafkaconnector	camel-flink-kafka-connector	0.4.0		1355b7f7f399a884c5bee7ef8a64404a3f81b911
org.apache.camel.kafkaconnector	camel-flink-kafka-connector	0.4.4		b953dd47160501b0a8e51f7c200d610aff5f898e
org.apache.camel.kafkaconnector	camel-flink-kafka-connector	0.5.0		4dbf921443950f9279927f53fcb8b963a40edf23
org.apache.camel.kafkaconnector	camel-flink-kafka-connector	0.6.0		a21590cfb8f5bcecd082c6805933845d9762c47f
org.apache.camel.kafkaconnector	camel-flink-kafka-connector	0.6.1		35d6834946f67726f1c7d841462c6441e0da9f80
org.apache.camel.kafkaconnector	camel-flink-kafka-connector	0.7.0		7560371562631fb1149ab6c1de1edb6aee771255
org.apache.camel.kafkaconnector	camel-flink-kafka-connector	0.7.1		192cf6a2f7ca92f2a8c7287da6f58de827941429
org.apache.camel.kafkaconnector	camel-flink-kafka-connector	0.7.2		770d5c5ea6ab696fc518363fff9a309d7a3fec80
org.apache.camel.kafkaconnector	camel-flink-kafka-connector	0.7.3		d26e868641ec3a733fcf5d8dbb32187ada26e13c
org.apache.camel.kafkaconnector	camel-flink-kafka-connector	0.8.0		d81d6e325a92e3bc971078d978c1df5c1362d485
org.apache.camel.kafkaconnector	camel-flink-kafka-connector	0.9.0		a60c46c5d50d386dc8ff99618f2adc567c2e7ea2
org.apache.felix	org.apache.felix.ipojo.handler.temporal	0.8.1		5d77673b2d09589b913699da5e48e9edefd8d2cc
org.apache.felix	org.apache.felix.ipojo.handler.temporal	1.0.0		42a577a5f1ec9e684e085674b453b01ea1ad00da
org.apache.felix	org.apache.felix.ipojo.handler.temporal	1.2.0		a732c015bc3ba32ceebb4da089c63ace36d08a0d
org.apache.felix	org.apache.felix.ipojo.handler.temporal	1.4.0		1e08e15d0ca755ab868772b973889dba70b3086c
org.apache.felix	org.apache.felix.ipojo.handler.temporal	1.6.0		7816cb53d0b3d3c6c76d3d1dc36e858c8395bc5e
org.apache.nifi	nifi-framework-kubernetes-bundle	2.0.0		N/A
org.apache.nifi	nifi-framework-kubernetes-bundle	2.0.0-M1		N/A
org.apache.nifi	nifi-framework-kubernetes-bundle	2.0.0-M2		N/A
org.apache.nifi	nifi-framework-kubernetes-bundle	2.0.0-M3		N/A
org.apache.nifi	nifi-framework-kubernetes-bundle	2.0.0-M4		N/A
org.apache.nifi	nifi-framework-kubernetes-bundle	2.1.0		N/A
org.apache.nifi	nifi-framework-kubernetes-bundle	2.2.0		N/A
org.apache.nifi	nifi-framework-kubernetes-bundle	2.3.0		N/A
org.apache.nifi	nifi-framework-kubernetes-bundle	2.4.0		N/A
org.apache.nifi	nifi-runtime-manifest-core	1.16.0		13ac7e69bccb60f9202d31bd30e4da050ded3086
org.apache.nifi	nifi-runtime-manifest-core	1.16.1		56f0c90b76c9198dcac9d1044048774a24499191
org.apache.nifi	nifi-runtime-manifest-core	1.16.2		166ff80981850610bdd3a77cf5043a652c4601d6
org.apache.nifi	nifi-runtime-manifest-core	1.16.3		60aa5dee397e7b8287de3db83f0a2bb54d5fe217
org.apache.nifi	nifi-runtime-manifest-core	1.17.0		32360910e33b46dd9648d3f6d149c3efa7064241
org.apache.nifi	nifi-runtime-manifest-core	1.18.0		f734a55e565bce13992b4388083438af5b9771b2
org.apache.nifi	nifi-runtime-manifest-core	1.19.0		8105b8f96d4518a186256673f7ae5c3bf6712abd
org.apache.nifi	nifi-runtime-manifest-core	1.19.1		5614e58bf3a6166fd6ceeac4ec602fa1555103e1
org.apache.nifi	nifi-runtime-manifest-core	1.20.0		7f80c5b66d9a45aa605daa349173edc62861d8fb
org.apache.nifi	nifi-runtime-manifest-core	1.21.0		e9c535b00025fa4363fc96447cb18fadccc959f0
org.apache.nifi	nifi-runtime-manifest-core	1.22.0		4acb9e2f14fb45a51d1dd2019b7e0abf5eee27c4
org.apache.nifi	nifi-runtime-manifest-core	1.23.0		b2c81fae72adc9ba7b0bbf626e21a417b32f6216
org.apache.nifi	nifi-runtime-manifest-core	1.23.1		131a30fddb371903ac1b37e667cd3dc46d939380
org.apache.nifi	nifi-runtime-manifest-core	1.23.2		aabb6c917ee79dc59d1c0cb3e082bedeb741d8e6
org.apache.nifi	nifi-runtime-manifest-core	1.24.0		76517977032325395e232ffee096695ecaf98d2d
org.apache.nifi	nifi-runtime-manifest-core	1.25.0		618a809a7a0ee4b42d545a5000507c6775fdfc8a
org.apache.nifi	nifi-runtime-manifest-core	1.26.0		630d52b937d9c279bb15c4fc5161c0346cf61200
org.apache.nifi	nifi-runtime-manifest-core	1.27.0		0c76e1f3e5e62c355fc84d223e9d85e0ec9f1b27
org.apache.nifi	nifi-runtime-manifest-core	1.28.0		fd4aff25202f8e2cd2520e9bf44bfb395291fa67
org.apache.nifi	nifi-runtime-manifest-core	1.28.1		824fd29e9b094b88c186c892a3126e3dd357b5fb
org.apache.nifi	nifi-runtime-manifest-core	2.0.0		36e7ce118e0f0bf906d23403d53dc7419b70b45d
org.apache.nifi	nifi-runtime-manifest-core	2.0.0-M1		e80d98ff58f9880bd0b9bc45381ea2d6593141ee
org.apache.nifi	nifi-runtime-manifest-core	2.0.0-M2		959a4b9dd5e33c8de3334c4a154eee404b164ddb
org.apache.nifi	nifi-runtime-manifest-core	2.0.0-M3		ef61ea2379eda3728852093dec4fbbeffc5b3a51
org.apache.nifi	nifi-runtime-manifest-core	2.0.0-M4		f9e33f7dba3043dca686c0574a0685e41475518e
org.apache.nifi	nifi-runtime-manifest-core	2.1.0		f8a661a70882f5d35debe23e30f0f5670338c4e3
org.apache.nifi	nifi-runtime-manifest-core	2.2.0		15aa97bc04aafb292e27011976c87efbb70e71c9
org.apache.nifi	nifi-runtime-manifest-core	2.3.0		bedc97d1059149f9a1b9ce70dfec459b5ca61d4e
org.apache.nifi	nifi-runtime-manifest-core	2.4.0		b46d8ceb508b5514d0d9342450f5be27ed38595f
org.apache.shardingsphere	shardingsphere-governance-core-registry	5.0.0-alpha		c726b9eec7ba7225433b70097a26639f5cea5150
org.apache.streams.examples	streams-example-twitter-history-elasticsearch	0.6.0		68269bd59d27fef03738f3b18a243fbc38795e83
org.apache.streams.examples	streams-example-twitter-history-elasticsearch	0.6.1		37ff2b512a30d9556dc5c1f4d65fe17e74f5d4b2
org.bedework.evreg	bw-event-registration-web-common	5.0.5		N/A
org.chenile	cucumber-mqtt-utils	1.2.6		814478ed1e99de81d3da1d50c88436c81383ed29
org.chenile	cucumber-mqtt-utils	1.2.7		56c040d42d962d037c4d5053f0d8c1ef36c1755d
org.chenile	cucumber-mqtt-utils	1.2.8		3932add70e6d93d051018f0d7a55234cd655fb04
org.chenile	cucumber-mqtt-utils	1.3.1		f2afda2ce9dc620879289c2464d94afb057363dc
org.chenile	cucumber-mqtt-utils	1.3.2		b9220f1192ed967829a08e124607f7d73afedce2
org.chenile	cucumber-mqtt-utils	1.3.3		70fce5cca44d5dd0ae725689aca732059a105372
org.chenile	cucumber-mqtt-utils	1.3.4		757b9039815fcaaada7049844c28867ac51efdbb
org.chenile	cucumber-mqtt-utils	1.3.5		53ee972608090e2dbe8f6ddc035f8bc189a27927
org.chenile	cucumber-mqtt-utils	1.3.6		e76e4799fb35a911af6b0e7398a941e1df33f397
org.chenile	cucumber-mqtt-utils	1.3.7		7e8d72bddb87a78be9fbee77aab0e28e8d0ea696
org.chenile	cucumber-mqtt-utils	1.3.8		54601a9f2419e0c26ce78c2ede8b3ec7bf932e9d
org.chenile	cucumber-mqtt-utils	1.4.1		250dbf9e7dbfc3de7fbe16c4d590473fd2f249b1
org.chenile	cucumber-mqtt-utils	1.4.2		c9dfba8f9b611ca7f8bc37d25a06b075c4dda025
org.chenile	cucumber-mqtt-utils	2.0.1		5f5426db7e3f746634f4e6542a14c0d668caeb60
org.chenile	cucumber-mqtt-utils	2.0.18		3dcd863cbe235eda9f0de67b0897aa2c7e5a2ed2
org.chenile	cucumber-mqtt-utils	2.0.3		ac46b9a18050ac55fc6767a96172d9c3ed2fb80e
org.chipsalliance	chisel-plugin_2.13.13	5.2.0		4f179d22000739cde19ab6832530e5780476ffce
org.chipsalliance	chisel-plugin_2.13.13	5.3.0		cdfbfadd1535537a8b1290728da222c500f99d42
org.chipsalliance	chisel-plugin_2.13.13	6.1.0		cf6724a6b90d63aa88660615557ec0d13c8b6e79
org.chipsalliance	chisel-plugin_2.13.13	6.2.0		26fe0a46b34413d4a94d40794a4f440483a684d6
org.chipsalliance	chisel-plugin_2.13.13	6.3.0		086809d45ee36e8b403778b5aed779a06ce057b6
org.chipsalliance	chisel-plugin_2.13.13	6.4.0		21137df6a4391d8ffe2e668f00f5b85c1d68628d
org.chipsalliance	chisel-plugin_2.13.13	6.5.0		eb0032e9ccdaf70fe439a162cdf0d2214c6c93d7
org.chipsalliance	chisel-plugin_2.13.13	6.6.0		109379042236e78c24e265d345be2b0b2b25f226
org.chipsalliance	chisel-plugin_2.13.13	6.7.0		fb8e19cebdab8a6e52fe1fe57cb7235b3eaa29c9
org.chipsalliance	chisel-plugin_2.13.13	7.0.0-M1		57f90c3efa917989ebaf63f71cc01768519be767
org.chipsalliance	chisel-plugin_2.13.13	7.0.0-M2		c4152d48271a7fb71a89256b656ee558275aa850
org.chipsalliance	chisel-plugin_2.13.13	7.0.0-RC1		f5765e370410f4ca50d4a8fad03504047fbba418
org.cloudhoist	chiba	0.1.0		4983058fbe10239011d42db4e81e12ec37c23341
org.cloudhoist	chiba	0.1.1		e2a934f1ed0a48199ad1dba0a4d8f953d84a1209
org.codehaus.griffon.plugins	griffon-lookandfeel-core	2.0.0		1dd4280e961d6f04046f3ed8f1d0f4542c8b5c9f
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	1.7		526dd2b7fc56877d1299d7b19f85b9d5bfa98c6e
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	2.0		13e9ec82c1948dfa5ab75e054a6301924831a14c
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	2.1		7090ea078cd8a89a24e06790a5bec0039bf6fdca
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	2.1.1		5ef772185bb100e9f9c59ccd6af67a0417f2665b
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	2.2		70df4eb1fd121d3bf5fd1bb571755803dea92ab0
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	3.0		d02b7608b63eef1c7688bd4505ca8138c1132345
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	3.1		f4d50120219a838b973348543e81519b7039d01e
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	3.2		bcdffc90d1753ff081a5e94fb5bfdd6f32771754
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	3.3		1d4f020a1c775191d124450d64c355ccb8d70ac3
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	3.4		874733b368ed6d56a494e7e3fdfba1e25dc3e320
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	4.0		593ce0bb8c95789f3671900fc35b4a595f7c4e1e
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	4.0-M1		048c3c03814f340417b00f3455fc49d7d603d21e
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	4.0-M2		88b44f9561bb34298d3c6fbcc7e294b9e2c2463e
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	4.0-M3		066ce427f83827f176fea4011d08d6ee3e033ab3
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	4.0-M4		1bf6fa4e5ca51df48a0606ae76a35a4fbb700c57
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	4.0-M5		d7667f9edb291c5cd44c565826e079774da24eec
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	4.0-M6		e22b7ebded459c95f22c1a4cc5217cf0383fd2e7
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	4.0-RC1		3a2bdba10bd2a08f7cf6120d288fe2c5f3a970ee
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	4.0-RC2		b3e52db3a98ba3454ba03bc6470fac15c5b52936
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	4.0-RC3		0db5194e938f15cfa9342f9e7372a15fc1d9c618
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	4.0-RC4		862d192da20b9032ce6dfd68e0223d704bce55cf
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	4.1		f758c5da08abf8346d20ef08401676a7fd432b12
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	4.2		6f81592fcb4d2253a2d6932c50499a93f352be30
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	5.0.0		730afb3e52253729bbd1589df4e7f862c6189fea
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	5.0.0-M1		a6d4a30515af36d856f2179ca90d47d007b1d49d
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	5.0.0-M2		3e6edbeaaf497f3a885d4a01be58e13562566cb9
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	5.0.0-M3		3c2712540eca5a6a577e79ba19ca74e18ae311fd
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	5.0.1		706bce2544f90747c3b81438046047cb25e24ad0
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	5.1.0		2545d65cf70d29ceb68ecbde72bf6f5043c6d54a
org.codehaus.httpcache4j.resolvers	resolvers-httpcomponents-httpclient	5.1.1		7462a8a5afd8e8f4b19c3820b63dafb932e78e49
org.digidoc4j.dss	dss-crl-parser	5.11.1.d4j.1		fe345b522f16d5ce65280dc182b5642d74936afe
org.digidoc4j.dss	dss-crl-parser	5.2.d4j.1		92a2557b46cc5c61b6856f06bd97c1d4121447f6
org.digidoc4j.dss	dss-crl-parser	5.2.d4j.2		685d83250f8cd019dca69f8ca2ac05826be53924
org.digidoc4j.dss	dss-crl-parser	5.2.d4j.3		a209c2e45746d2c5c77f609055a8847dfff27ca4
org.digidoc4j.dss	dss-crl-parser	5.2.d4j.4		f3809961c26b35d49e8a226d338e3ea22ed0f7a3
org.digidoc4j.dss	dss-crl-parser	5.4.d4j.1		dac234e2b7605715842a5f5186ab42120471987d
org.digidoc4j.dss	dss-crl-parser	5.5.d4j.1		835c10698fe174afece62c762dadbbaec2e89881
org.digidoc4j.dss	dss-crl-parser	5.7.d4j.1		08e79317832fb6697d07208d3caa808d17c7bbc1
org.digidoc4j.dss	dss-crl-parser	5.7.d4j.2		61172ad90f85457806e8f298cc6cb82fe651715f
org.digidoc4j.dss	dss-crl-parser	5.8.d4j.1		fde78fd71b58117c0363e0c91ff47e94b3c64ac5
org.digidoc4j.dss	dss-crl-parser	5.9.d4j.1		5718845ebb7b389c3a705dd36a45b8cdffaa5cb2
org.digidoc4j.dss	dss-crl-parser	6.0.1.d4j.1		eb9f98aff954a857182046add0906c8cabf2a52a
org.digidoc4j.dss	dss-crl-parser	6.0.d4j.1		601052ef308761bbbf94042685cdd3c76730726e
org.digidoc4j.dss	dss-crl-parser	6.0.d4j.2		cb6ef9a8c0fd4e7704865d9cc92357a92885ff25
org.dspace.xmlui.concurrent	concurrent	1.3.4		b1953753ceeecd8e37c54c672a03e16e55809f1c
org.floggy	site-skin	0.0.2		a3a465e2b72c8de8fff4ee230d51899cac3c7ed7
org.fusesource.bai	sample-spring-bai	7.1.0.fuse-047		388a4124208df028a40b818e49fe6bf68d9872c9
org.fusesource.bai	sample-spring-bai	7.2.0.redhat-024		de494eb2ecb295b65c3c3e43a53410468009fa85
org.hglteam	remote-config-core	1.0.2		228ce168be62c1b959a70b5cb7b6ebafbbc14022
org.hglteam	remote-config-core	1.0.3		16929c6f1c2555567b9105e81542e99aa280c44c
org.hglteam	remote-config-core	1.0.4		91959274c2b0e4f45e1b88aa444531f3c478f2dd
org.hglteam	remote-config-core	1.0.5		4a46aa18a5f475ce6093eeb280fc7c198d81ade0
org.jgrapes	org.jgrapes.osgi.portlets.services	0.9.11		8cbae4f62017fa4e5d18dc80b1fa695bb1d943af
org.jgrapes	org.jgrapes.osgi.portlets.services	0.9.12		e4d07d7f75a3bb1a7d80d6b6f389215bfe8391bf
org.jgrapes	org.jgrapes.osgi.portlets.services	0.9.15		8e3e0cdad694e545bbd6b20f9384b22d5dcbd798
org.jgrapes	org.jgrapes.osgi.portlets.services	0.9.16		f27c309d08259450d1c8e71e4792593f6e19e22f
org.jgrapes	org.jgrapes.osgi.portlets.services	0.9.17		bd10d254cc345ba998f0a12db3c3ed686f7d87d6
org.jgrapes	org.jgrapes.osgi.portlets.services	0.9.18		4784b693531704a864aa3e62963606052b38d6c8
org.jgrapes	org.jgrapes.osgi.portlets.services	0.9.19		d864ff62d8e017ff24c1d0ac36e59c74e5ed1663
org.jgrapes	org.jgrapes.osgi.portlets.services	0.9.2.ga		99a36f1fab037b779ff461ea01dc43e8664074ab
org.jgrapes	org.jgrapes.osgi.portlets.services	0.9.20		74f286b0740c11625d1de606ccf2a4a2fdd0c27f
org.jgrapes	org.jgrapes.osgi.portlets.services	0.9.21		ee5c4688650483b991bc37ab005fe185701de33e
org.jgrapes	org.jgrapes.osgi.portlets.services	0.9.22		26068478ecba6775ad630abffb9f2c3f1ee29f47
org.jgrapes	org.jgrapes.osgi.portlets.services	0.9.24		046f99e722bf0aeda2d9e28614c003ead6e0c77b
org.jgrapes	org.jgrapes.osgi.portlets.services	0.9.25		dc8c9d90f9a679757f7766f841f53ffb903aec94
org.jgrapes	org.jgrapes.osgi.portlets.services	0.9.26		30fd884e25980445b4c69284fa820b6d47bc640d
org.jgrapes	org.jgrapes.osgi.portlets.services	0.9.3.ga		2820a976679f457253a06d7186b1a9c21c267ab8
org.jgrapes	org.jgrapes.osgi.portlets.services	0.9.4.ga		cf510d6af50a89349bfba382c605d9ac694508e3
org.jgrapes	org.jgrapes.osgi.portlets.services	0.9.6		c91bfe6ee2c94a2c287ac67a8b101ff561c3bb6c
org.jgrapes	org.jgrapes.osgi.portlets.services	0.9.8		dae1ca19bcc64661dc6e495b656511e0108d9c96
org.kodein.memory	kodein-memory-crypto-metadata	0.9.0		71abbb982125b517f37c1b6d9532e4d28f49260e
org.libj	sql	0.4.5		7499f8c1e61d560437aadaf2f992d2881111c539
org.libj	sql	0.4.6		8003866489e19f3b9de53a8907d34fa7afe4e7ea
org.libj	sql	0.4.7		0b398a2a0c44a83f4df876eb697702bafe599b9f
org.libj	sql	0.4.8		e34bd3551e884b5eebf60da92ccc3f822a88a25a
org.libj	sql	0.4.9		4c63dc5c44d851d5a09fb7fd1700c5ae7456d580
org.locationtech.geomesa	geomesa-accumulo-spark-runtime-accumulo2_2.11	3.0.0		6ca22718d6dc260477805f75c88e062c99f5e66f
org.locationtech.geomesa	geomesa-accumulo-spark-runtime-accumulo2_2.11	3.0.1		702729c4e8a314b856c85b19d4a53500a28f85c9
org.locationtech.geomesa	geomesa-accumulo-spark-runtime-accumulo2_2.11	3.1.0		5ef5f53b6324dab305e7893ed39ab8ca53226eb2
org.locationtech.geomesa	geomesa-accumulo-spark-runtime-accumulo2_2.11	3.1.1		25ab32e2a87f2f3dda60582e31e8a6a7a6a487c5
org.locationtech.geomesa	geomesa-accumulo-spark-runtime-accumulo2_2.11	3.1.2		059767ef0f423d8e8886397f06f8f61176ebe9b3
org.locationtech.geomesa	geomesa-accumulo-spark-runtime-accumulo2_2.11	3.2.0		161603fb91c350a200260874d9efb7b523cad162
org.locationtech.geomesa	geomesa-accumulo-spark-runtime-accumulo2_2.11	3.2.1		d796d61d143f584b90ae9eac494094a95936aafc
org.locationtech.geomesa	geomesa-accumulo-spark-runtime-accumulo2_2.11	3.2.2		c183bc60f1e8f5699cbec28665717cb752f7f5e1
org.locationtech.geomesa	geomesa-accumulo-spark-runtime-accumulo2_2.11	3.2.3		9398394f2ef7082cde3dab3dffb63e197b735f8b
org.locationtech.geomesa	geomesa-accumulo-spark-runtime-accumulo2_2.11	3.3.0		d65453cf486b29553b654e98a0fd9b0f398b1e79
org.locationtech.geomesa	geomesa-accumulo-spark-runtime-accumulo2_2.11	3.4.0		0c8d5e13d0ad1427109201c65b63c218febf480f
org.locationtech.geomesa	geomesa-accumulo-spark-runtime-accumulo2_2.11	3.4.1		2e6d5eae2d5820776b9c0dd8a9845eebcb6c50a1
org.locationtech.geomesa	geomesa-accumulo-spark-runtime-accumulo2_2.11	3.5.0		fda15ebbb206fdf6e163331e48fd9de8cc4193f1
org.locationtech.geomesa	geomesa-accumulo-spark-runtime-accumulo2_2.11	3.5.1		a47a55a63f35294deed048eabe2b5084ef7ef851
org.locationtech.geomesa	geomesa-accumulo-spark-runtime-accumulo2_2.11	3.5.2		41eb3c21a5f06e3c4cbbbc238464e126df101c27
org.metawidget.modules.jsp	metawidget-displaytag	1.15		e017f9ffda80ed3d0a9fb82e279018a65bce5e41
org.metawidget.modules.jsp	metawidget-displaytag	1.20		6a3117822910bb67d25abef8dcc90d7656a5a805
org.metawidget.modules.jsp	metawidget-displaytag	1.25		80ce5d570b31eb6f6a6d533be40f7adaa4ce3c91
org.metawidget.modules.jsp	metawidget-displaytag	1.30		000385129a4e21d031be401c89b707b06945aa4d
org.metawidget.modules.jsp	metawidget-displaytag	1.35		495a1d08639e961a6881fa6643a4d5fc5e81e12d
org.metawidget.modules.jsp	metawidget-displaytag	1.35.Beta1		7bb785f1dca2298bdadd36a490a483ba5fef272b
org.metawidget.modules.jsp	metawidget-displaytag	2.0		c725181f7292f6a709f85d6d4736dfcdc04c276b
org.metawidget.modules.jsp	metawidget-displaytag	2.1		1b10024be0311616a3fc439c6709915539a20794
org.metawidget.modules.jsp	metawidget-displaytag	2.2		d7fddb8206f1850b3d59c595f7448bd1aebcad64
org.metawidget.modules.jsp	metawidget-displaytag	2.2.Beta1		2c02c3c38ddd803a0af5f737c2b9effedad4fe17
org.metawidget.modules.jsp	metawidget-displaytag	2.3		c61afbd79c528ffe5f108bba32a5dfa391dbace7
org.metawidget.modules.jsp	metawidget-displaytag	2.4		182e586764f12264e65299168726bc662547942c
org.metawidget.modules.jsp	metawidget-displaytag	2.5		ed976da64ccf8a28bce6435545de2e59c35d232e
org.metawidget.modules.jsp	metawidget-displaytag	3.0		6ab06b228cf50d1b28e0aa1a614bfe083f1d2931
org.metawidget.modules.jsp	metawidget-displaytag	3.1		2688bea3ec443d42636934d68454403346939acf
org.metawidget.modules.jsp	metawidget-displaytag	3.2		a0fcca47f59c32aa0469e5caaeb4398212dc341a
org.metawidget.modules.jsp	metawidget-displaytag	3.3		040618a1503995eb0fd7d7549be9d3a2be253c5e
org.metawidget.modules.jsp	metawidget-displaytag	3.4		48e40efe3f7e0c86245960614d91fa1fe98002dd
org.metawidget.modules.jsp	metawidget-displaytag	3.5		86e728660d9dd290061f0757f1c0d4924936c1d8
org.metawidget.modules.jsp	metawidget-displaytag	3.6		28b743779d2cdf4246e8b9ede57b9fcd5ae90d63
org.metawidget.modules.jsp	metawidget-displaytag	3.7		f846c07c7a7d743d5ae4e30db59ed0fb7609543a
org.metawidget.modules.jsp	metawidget-displaytag	3.8		c7d87b23c88c19453adb23853228f61f3869b966
org.metawidget.modules.jsp	metawidget-displaytag	3.9		ced83177fb57ac7ee21a2acd51d454126c60d956
org.metawidget.modules.jsp	metawidget-displaytag	4.0		202271045f4695bb08a84dc65484fddf0ca0d44a
org.metawidget.modules.jsp	metawidget-displaytag	4.1		870e65bec6ef8c24f98872e3e5371879a40da876
org.metawidget.modules.jsp	metawidget-displaytag	4.2		fc5fe2d1a28cfa031c6de88a58643c59f0bd3945
org.mvnpm	available-typed-arrays	1.0.5		589c0804c46160bab7cc898c1802c06d6576f4f7
org.mvnpm	available-typed-arrays	1.0.6		122a7effdb0560ecbe711695b1407cfdc4045e39
org.mvnpm	available-typed-arrays	1.0.7		95388cd5d773b45560a39676dd94e3fc0cafa8a7
org.mvnpm	babel-plugin-member-expression-literals	1.0.1		36be5b30199127fd426ef9eafdc7610e90315ccd
org.odpi.egeria	data-designer-server	5.2		1b3ab8aa268c45002645a902dfba7060b3193bc3
org.odpi.egeria	data-designer-server	5.2.1		c19ecd7824d18ca25e4f94be854276adf7e91d7f
org.overturetool.ide.features	org.overture.ide.features.rcp	2.3.8		56efda11ed96f181cd4191aa8fd235a4b92d1cbd
org.overturetool.ide.features	org.overture.ide.features.rcp	2.4.0		709178e22aadf78a028f01fbae8b9c256cd77161
org.overturetool.ide.features	org.overture.ide.features.rcp	2.4.2		b959ce1c652eee500d3588f024cb469156b96480
org.overturetool.ide.features	org.overture.ide.features.rcp	2.4.4		4fea8b63908ae2c882875fee6f4532e45bfb1c0d
org.overturetool.ide.features	org.overture.ide.features.rcp	2.4.6		568990fac078c98ad68af21811ea4499877ec22c
org.overturetool.ide.features	org.overture.ide.features.rcp	2.4.8		413bc0f33d1ddbfe1f1f28b4305eec08b47d1a12
org.overturetool.ide.features	org.overture.ide.features.rcp	2.5.0		a958b2c22be32b17f3c5ea3e33301e77f5c0c1a0
org.overturetool.ide.features	org.overture.ide.features.rcp	2.5.2		abca1357fe3ba2249376c852241936c48c38ca9a
org.overturetool.ide.features	org.overture.ide.features.rcp	2.5.4		3ac25a3b35139c1a730cbd504e347d91788f673c
org.overturetool.ide.features	org.overture.ide.features.rcp	2.5.6		2ecc2fc8ac025b8e8ccfcf0bdc4b26ebb95f3d91
org.overturetool.ide.features	org.overture.ide.features.rcp	2.6.0		d827aff93a60be4e9da28b10149d8c5668e8fe75
org.overturetool.ide.features	org.overture.ide.features.rcp	2.6.2		2e672ece0c4ac8308c06814370f8fa7ddc4512b3
org.overturetool.ide.features	org.overture.ide.features.rcp	2.6.4		8ae83943f916f9abc8015156fe8da24c7eb14e64
