be.cyberelf.nanoxml	nanoxml	2.2.3		bf8beecd9eadd51f1a2534fc58baa0a3eabcb48e
com.juul.kable	kable-log-engine-khronicle-iosarm64	0.36.0	metadata	4bacaeda55f1772faf7e2045f563ed9509a422eb
com.juul.kable	kable-log-engine-khronicle-iosarm64	0.36.1		N/A
com.juul.kable	kable-log-engine-khronicle-iosarm64	0.36.1	metadata	41e2750dde68bcc4addf77d4f5de201329697a64
com.juul.kable	kable-log-engine-khronicle-iosarm64	0.37.0		N/A
com.juul.kable	kable-log-engine-khronicle-iosarm64	0.37.0	metadata	730a8f7fa64fb962a4e8da628f223936cf1cf53e
com.juul.kable	kable-log-engine-khronicle-iosarm64	0.37.1		N/A
com.juul.kable	kable-log-engine-khronicle-iosarm64	0.37.1	metadata	5b5dca828b5e829b95062fdf6117023451435b85
com.lihaoyi	ammonite-interp-api_2.12.18	2.5.11		35cc4ecb110b50ad9eccaa9c1757207bfe1dc792
com.lihaoyi	ammonite-interp-api_2.12.18	2.5.8-1-837c3adb		dcd31074d78d295834ce13f4306127822c595e26
com.lihaoyi	ammonite-interp-api_2.12.18	2.5.8-2-159ff8f6		e4033044212409bbf82fb22ef370968d98ce8eff
com.lihaoyi	ammonite-interp-api_2.12.18	2.5.9		1990e7636b090616e28a7f8d52fe85675196817d
com.lihaoyi	ammonite-interp-api_2.12.18	2.5.9-1-6321610a		8b3f27511ae6cc21aa9f715bfef6fe1b8add7237
com.lihaoyi	ammonite-interp-api_2.12.18	2.5.9-2-7633e640		6e77f5b1071bed97519e26e78a7d9cd1bb32160f
com.lihaoyi	ammonite-interp-api_2.12.18	2.5.9-3-feb1f0c6		f86bef4df4ee1cc4bfa43e5f1015416deabd7c0f
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0		2805f6c3cdb83a7ffe76706ae98ca55aa9efcaf3
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-2-6342755f		f3b20c8121c32d0563402f1196153a99bd1af766
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-29-9e3ddc8e		bfc02fa1987d213640785db4692d6484a085dbf5
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-30-1634c52a		00d1483e7ea95c1bea0c12fdbe1e0d0d2baf5ca1
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-31-80deef08		e30a3565c5b101929bb82ff9a1c7b856894d87b2
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-32-96e851cb		96624bcdb64d45686fec452d3e94f0fcbef8d966
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-33-94c5ce87		b80ddd73f576e03a52962d8e7e773835d19e601a
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-34-2720f120		8a474917d84fd4009111907e422772fe0acaf308
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-35-e445eb40		0500e2d822c1dd26dd476971238df9645a2a21d1
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-36-74c8477d		9693aee73c10233f4ca6ea1534e34ff8f5823a97
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-37-fc285279		a6f7e389e6eeb260de69fa0ee98f7a40def7fcd7
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-38-96641965		a0ebb90988342a95cec9289fb0611b53a1a04d25
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-39-ba724263		70063173c52d5260d16b46709e0f50b0acf07273
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-40-ab5f8a2a		4c670302b1cec2d241986b0df66141d02a941341
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-41-2dacc9ef		5f2d34b46514f6b092f35ad6841411905ac1c19f
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-42-55d908ea		2d488e717de9eec582a662752dcf6355aa5aa5ce
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-47-cab76b4c		7a98a548de6dbea52d5c7c8dc107e58ab299bbb4
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-48-8b1a5588		93fbe9da947d074329eb959174d51b5b6df597b7
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-49-151446c5		a62023125c6192abb6bd651fb228b91d8299b1ef
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-52-d2acc162		c29540ef1fca1d0a1f82755cc706571c62b2abd1
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-53-084f7f4e		cebd7682ccbf974541441578009cb8087c557b22
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-55-8ef21714		249d404b28bae81e300e83deece5c0c0b1a35a8e
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-56-1bcbe7f6		2e206ce0de83e15545d2e284554c233107a22fe4
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-58-9ccdff7c		92e66e918f9d4bee593f34092a83953dfb35571f
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-59-cdeaa580		524495b2762fdd88d9989c8d053677579f06d22b
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-60-89836cd8		1dbab141e6ac52d473cfff91dc36ec504113603b
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-61-fcbebad5		86accccfc089faa513d813c17871b63f904eafa7
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-62-e40dcc07		b20e4e23fbe42f386b1a4902f7838590b58d1a7a
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-63-18105caa		44733484543d88a938f2440380b1aadb18b79ca1
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-65-d93dec88		0da63236163bf99fd0567af80d999a17d91ce096
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-66-a7c0365c		af082be0c9abc1f4503c17d1ca70796713fbe660
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-67-b3fea31f		669e3d47d7454dbcf7a5b7e03e60f7f61e734d3a
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-68-50d39ec4		3430b5f1785fb0dbfbc02acfcf94bea6bc67be78
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-69-8d1e4600		fc220fb60405bb3735087fa4a3d82e602202241b
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-70-45c2ae79		86431b5a3f461ee67c625891e44633253f1c3c7e
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-71-1e75159e		0e07420830980cbb72a998aee22c33eee5f25445
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-72-21dc3ed9		1591caec330f7ca93d1dbdbcd029ee3cd78cfc15
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-73-3e75635d		9c69f8393d56e0f35f855376c3d30940709f7f92
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-74-c58df82f		83200837d87a824d4b69e339b63e1cd051ea20da
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-75-95b58dcd		9ed5552a12969a3dc52bef4dbb7f4685eb01c91e
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-78-a38fbac7		34edffa19b32f0f75a4df6bee6b48b0603e05bf5
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-79-25cb55d6		ae975edc078727d5616e363458363b6794732981
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-80-0c6cb10c		3a714b8b8844571224807dbd44f1c413d7c42073
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-81-8d9ea548		94af4ca12e7856b4b46bbaca0654c376ce79a07c
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-82-3e0b9472		e596442009315c57e12787050f371988975cb808
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-83-c70bfdfb		d25035d8662323f900d2c41110d6329850569ee3
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-85-16e85c7b		18cac86d8cfcde6c6e98966568ca15f00772a462
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-87-0ba1ece4		132dc92ca7e4cc518339bc9e1d809ec6b76d1237
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M0-92-0b2ae1a1		a300bab651c2b92794a0feb8eed83c1acad61ec9
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1		fcdc1d7df17e7e7719b7904f58f0a6760a5b56e1
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-1-345537ec		1acf11d8bd4adb27ae5b721d52c49c3001449f29
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-10-105f9e32		d51e8c1f68a6e42054f886bd7e696d1c3248968e
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-11-950a5d3d		4d5eeec1603c9718c174f01e2e4e6376a815f103
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-12-983d136c		e88076032b888454ac7f31d42b9c3636f93167d0
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-13-139e5beb		d95361e5fa2f5b5d624094688905c5a1fee04264
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-14-dcee60fa		77b9524ba82c90e1e26f876643c81a4c057e1e62
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-15-240bc71d		6b88e8db74f949c47a860de2c039243db12675c8
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-16-4d83c0b7		e902d4fb9285c976cb12e8babfbf1d8c384396e7
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-17-2ee6a197		b5358a382e0e1ace44bf843f75b4457aeaf85be3
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-18-99efad1f		e947f9a355c59d3f8510565ac788ed19759506b0
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-19-a7973e17		14587722f8c48c1afd807c9370b12dab0fc34921
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-2-7b5c3954		d295c14ac87fe6b3aa62431dda5ac3ea8da7f02f
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-20-497c01aa		40900346b467c97ff6df8342de29398bca21d34f
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-21-3845491e		df36afb1ad55981bf2a3e9dc4efeb59fe8376804
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-22-d78a6cf1		ccc32039e32ddb386ab107877d26d1b8ca52aa67
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-23-e3c82421		bab43a2a7f41b78c232096e7ac60dc93ab3844bb
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-24-26133e66		841d25fdcca0edcfaba9d6362e3235da95d08f66
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-25-48eb976e		bf3e0c099acbce4efe9a7b82c0c1de56e19bdb48
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-26-cd78484b		0e7405b7e7834ae95effa4b871e6ec2a08ba90be
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-27-a6d11ef7		ecc0cc588eae20097de516ac1609a5350810f195
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-28-910aa659		21a58b3b7777752e6bbce66813f65bee7f78c726
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-3-47512ee8		2ccf221d830d988e2a475c91f2c05f22b658429a
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-4-9b5bf77a		2d8716db86436817b225fca7c3572b99ac1063b3
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-7-43812d49		d99d82e9a497fd1682c35571673d75f2a6a14676
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-8-35694880		decc826596d57d28e827208985bc55c223d54ff6
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M1-9-08f04d97		3fc7d15eba4b4a33cbee15e0d2b2f01c04ec04a4
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M2		d919c1bd8e5de7bc47ad10a3b06a6b592d0980dc
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M2-1-3763a1d4		0df41ae1838fc26be4b0b0cb57b0b2223faa868d
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M2-10-f6e2c001		b318087e7a01fa3302806305023e302c52990f68
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M2-11-713b6963		4341d7df43a73e4a66500204230e4132f195ef69
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M2-12-951bbc1e		23c4a19755bacd3c4767a4c093f6cd2404bf892f
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M2-13-23a8ef64		0b491b138345811837b792410cc46928425edab9
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M2-14-23a07fdf		aff7d5991298baeef29a6951365a87cde6eaa3ff
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M2-15-9bed9700		3d77224fd8f1c5fccb2765636b06b52f06aeb6ad
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M2-2-741e5dbb		04ff2da7d50d9d31a582f5195575aad28a8e128c
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M2-3-b5eb4787		494d4f3bf3354e0e546637bf80b4b4351a55d469
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M2-30-486378af		1528ed8835cc4ace03852a846bac342cd0eaf15a
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M2-4-c3312916		8a470229d329a39e0b2a83df3ca92c55957c83ca
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M2-5-1c823fef		7abf9abd4836aba3a63d085375a2a86318c6e614
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M2-6-38698450		dd2ae0e6a156afcfbdb4f0e64c1fdff732ed4527
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M2-7-8f1180d4		19e5f567145be82e25e2d881eda20388de20c3ec
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M2-8-ba4429a2		1ad91d3e7ac5f85922fb38112c60b712983b9d94
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.0-M2-9-88291dd8		036a30ec1f354e2b36dc4662df165ef5429b6b20
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.1		9df04c63f007179aa016432bb2d6ffaada8c68e8
com.lihaoyi	ammonite-interp-api_2.12.18	3.0.2		e64e0b19a948b66bb246899db6aed07a1bc5537a
com.lihaoyi	ammonite-interp-api_2.12.18	dev-0-5b8ba21		b607b4ebd10e11e47fe86b711c8acdf46c1c63a1
com.lihaoyi	ammonite-interp-api_2.12.18	dev-0-c7a1191		4b05609aab0d36fdb3607117c0e8dd5801dd59e0
com.markatta	futiles_2.13	2.0.1		9613c781567cd5613838b6095ce1ca0f6ea2ab91
com.markatta	futiles_2.13	2.0.2		6cc1cd220f23ec5f5c4b75a07778f75fe79692b5
com.naspat	wx-tools-common	0.0.6		8bce358e5ff32aa471529836e4b7e9060b67cfaf
com.naspat	wx-tools-common	0.0.7		05ad54401a5a52f17884798fa954cb1166144507
com.naspat	wx-tools-common	0.0.8		c713d4e2248e7a74bde387fd6e70577d9680daeb
com.naspat	wx-tools-common	0.0.9		3a5d63a003ca70055d0ac0cd5945c00af7d9c5f4
com.naspat	wx-tools-common	0.1.0		1dd3a12b43bb8b44a36745b2dd48c6519909b245
com.naspat	wx-tools-common	0.1.1		85558365702fe42c33fa748939827b9f67c2c40d
com.optum.admiral	admiral-cli	6.0.0		e7e0ebda4a9440883ffbb52936a49b10a2607446
com.optum.admiral	admiral-cli	6.0.0	jar-with-dependencies	d062eae6a61738a7ffe1a7f507bf7431062f5a2e
com.peertopark.spring	commons	1.0.0		2a29733929ce86b80078aacada900d040d604cb9
com.peertopark.spring	commons	1.0.1		2cf587ba457119483c0f36745b16a4280c90b3ac
com.peertopark.spring	commons	1.0.2		0d42647da133d3b9b7f724e51f4e1c5a7ba83911
com.peertopark.spring	commons	1.0.3		6bdcf5dc02f4251c237bf67b170656722f5b422f
com.peertopark.spring	commons	1.0.4		a9c953be088112e64f4f190278e6eccbe80076c3
com.peertopark.spring	commons	1.1.0		d00285e2fdaffff441933010d033b9f2b2d20b28
com.peertopark.spring	commons	1.1.1		adb3644c728f175124597af815decbc2f0aaa883
com.peertopark.spring	commons	1.1.2		8eba8e654768c21a9e26bb508d5d862fd58d834a
com.peertopark.spring	commons	1.1.3		7ff87fa34cdd771df34020cf4ef3e8fb289d9159
com.peertopark.spring	commons	1.1.4		90dfc94012c64f8386a0cd8bc286401d58800ba7
com.peertopark.spring	commons	1.1.5		dab39cab91fa1b2fbc9fd3164790a566c4f76866
com.russhwolf	multiplatform-settings-androidnativearm64	0.6		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	0.6-1.4-M2		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	0.6-1.4-M3		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	0.6-1.4.0-rc		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	0.6.1		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	0.6.2		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	0.6.3		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	0.7		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	0.7.1		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	0.7.2		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	0.7.3		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	0.7.4		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	0.7.5		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	0.7.6		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	0.7.7		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	0.8		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	0.8.1		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	0.9		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	1.0.0		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	1.0.0-RC		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	1.0.0-alpha01		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	1.1.0		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	1.1.1		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	1.2.0		N/A
com.russhwolf	multiplatform-settings-androidnativearm64	1.3.0		N/A
com.soil-kt.soil	form-iossimulatorarm64	1.0.0-alpha01		N/A
com.soil-kt.soil	form-iossimulatorarm64	1.0.0-alpha01	metadata	0bba601acedeabc0b53bff0e81a3e43af8cf84e9
com.soil-kt.soil	form-iossimulatorarm64	1.0.0-alpha07		N/A
com.soil-kt.soil	form-iossimulatorarm64	1.0.0-alpha07	metadata	33d7a9ebc7fd2dedb836a09636f1407d66a25a08
com.soil-kt.soil	form-iossimulatorarm64	1.0.0-alpha08		N/A
com.soil-kt.soil	form-iossimulatorarm64	1.0.0-alpha08	metadata	ed7932b28fcecb5a419d052a4784ff3d64ce268c
com.soil-kt.soil	form-iossimulatorarm64	1.0.0-alpha09		N/A
com.soil-kt.soil	form-iossimulatorarm64	1.0.0-alpha09	metadata	94c54de7037cfb997aa7da01d97b29cfde906e7a
com.soil-kt.soil	form-iossimulatorarm64	1.0.0-alpha10		N/A
com.soil-kt.soil	form-iossimulatorarm64	1.0.0-alpha10	metadata	213a82a1f7cb04d0181bb5b61a1285396f58e031
com.sonsure	sonsure-matrix-tiles	1.0.0		N/A
com.talk2object.plum	plum-integration	0.0.4		d7940efb213632c0910e57af94a717891c559eab
com.talk2object.plum	plum-integration	0.1.14		b0e863a16e2dd5899e7b4c49baa8e70ed911c6a5
com.talk2object.plum	plum-integration	0.1.15		4e5cc3317bf0668e2b9e9b3d5e16a8141f30959a
com.talk2object.plum	plum-integration	0.1.16		f80ed92a57777505431e1c2d587e20849f0f2dce
com.talk2object.plum	plum-integration	0.1.21		6a0797bc1bfecf80871c7815bccccb603aa2d751
com.talk2object.plum	plum-integration	0.1.22		b8263917e8035e56c560b513fdb3f47a1206dd1a
com.talk2object.plum	plum-integration	0.1.9		47979dc7cf95cb96d6610308a60dfa7f88ea2d2c
com.tencent.bk.devops.ci.common	api-common-webhook	1.13.0		f36785ae7d18c7b966d0d631b1580d6c1bbdfb6a
com.tencent.bk.devops.ci.common	api-common-webhook	1.13.0-rc.2		4a9cab560f01088ec0b63435c096b2b61f41cc64
com.tencent.bk.devops.ci.common	api-common-webhook	1.14.0-rc.1		68974f561151129b685a7912d1f2dfa9e0b556bd
com.tencent.bk.devops.ci.common	api-common-webhook	1.7.23-RELEASE		f9a8a1682d5d9fc210a05fe689063cd44dd703d7
com.tencent.bk.devops.ci.common	api-common-webhook	1.7.24-RELEASE		5490383c8388c8c11da1777ac3955ff50563c80d
com.tencent.bk.devops.ci.common	api-common-webhook	1.7.26-RELEASE		2667cccc9d3a5b4054b298894e88a9ca2a643985
com.tencent.bk.devops.ci.common	api-common-webhook	1.7.31-RELEASE		c59d740159e4330fd386bb1e9fcd7aab99861e40
com.tencent.bk.devops.ci.common	api-common-webhook	1.7.35-RELEASE		e68b67e7842b1fe1438f25048827aa1b0333655e
com.tencent.bk.devops.ci.common	api-common-webhook	1.7.36-RELEASE		dcbc7610777e11af432db87ce15cd648883ec0ab
com.tencent.bk.devops.ci.common	api-common-webhook	1.7.37-RELEASE		678d46b36a3676590c76e11b93a1e82efb182d75
com.tencent.bk.devops.ci.common	api-common-webhook	1.7.40-RELEASE		df8819099fc4e8f5f55e43d8285d0edc61ecdbc4
com.tencent.bk.devops.ci.common	api-common-webhook	1.7.43-RELEASE		de7c4294706ed66693cae68e72d885c2f2caa383
com.tencent.bk.devops.ci.common	api-common-webhook	1.8.0-RC.2-RELEASE		67cb3b83536fb0f7e2b220dcd52061a4ade51180
com.tencent.bk.devops.ci.common	api-common-webhook	1.8.0-RC.3-RELEASE		5a545d0e821192cd3bf22b3dc4ddaf55adb46a5d
com.tencent.bk.devops.ci.common	api-common-webhook	1.8.0-RELEASE		06279d51c609ea269d1b8106971408512e6319f5
com.tencent.bk.devops.ci.common	api-common-webhook	1.8.0-alpha.1-RELEASE		e6c316af75e0fe74c52e7cadb88f33e6407b6ee3
com.tencent.bk.devops.ci.common	api-common-webhook	1.8.0-alpha.26-RELEASE		ce282859959cfff17d60cd0639270039925316e7
com.tencent.bk.devops.ci.common	api-common-webhook	1.8.1-RELEASE		22abf233e6a71926353a48e87aac8e2fd1befb1f
com.tencent.bk.devops.ci.common	api-common-webhook	1.9.1-RELEASE		27066bd6b506c2fe6b91644d84d61ed05e084ce1
com.tencent.bk.devops.ci.common	api-common-webhook	1.9.16-RC.1-RELEASE		402fda0686a5871c1cb9401961f34bd826cf3cd2
com.tencent.bk.devops.ci.common	api-common-webhook	1.9.2-RELEASE		cd7e161cb2b39da24368f476653940187a883e02
com.tencent.bk.devops.ci.common	api-common-webhook	1.9.7-RC.1-RELEASE		a964108a6a79964ddd9eb68e08ceb6e9977f5b41
com.tencent.bk.devops.ci.common	api-common-webhook	2.0.0-beta.31		4d54eb0eb0e03f6a46c4bf07c72273d5b9b42fa3
com.tencent.bk.devops.ci.common	api-common-webhook	2.0.0-beta.32		0756791dbcdfb0d5b174a5d6d0fcd91e3897f6f8
com.tencent.bk.devops.ci.common	api-common-webhook	2.1.0		b2d3b5d65705e49dcec926450f6ca7d63a7ddd5c
com.tencent.bk.devops.ci.common	api-common-webhook	2.1.0-rc.2		a53c0056d2f143e32098b3fdfb6ad8c8dd5b7582
com.tencent.bk.devops.ci.common	api-common-webhook	2.1.3		226f301fb7efd3a25f1b961d2c5493c65ffe9370
com.tencent.bk.devops.ci.common	api-common-webhook	3.0.0		282bb974a7b0a26667dc72048607f33e84e7c1f1
com.tencent.bk.devops.ci.common	api-common-webhook	3.0.0-rc.1		9fb3751d8791eb7f0750ac6b577a0038783128ba
com.tencent.bk.devops.ci.common	api-common-webhook	3.0.12		e9c687093246c67c6bfcd2a0c7845726a9424756
com.tencent.bk.devops.ci.common	api-common-webhook	3.0.13		6fe656df527132ad05af1ef2b7ff941cb40a4828
com.tencent.bk.devops.ci.common	api-common-webhook	3.1.0		8b0a66a5f15de89fddbabf5d17e636125063d801
com.tencent.bk.devops.ci.common	api-common-webhook	3.1.0-rc.3		59309467ca8f71ab0967b38807d04427f1d75362
com.tencent.bk.devops.ci.common	api-common-webhook	3.1.0-rc.4		45915f699492161641e1c4533c499e345b99fcbf
com.tencent.bk.devops.ci.common	api-common-webhook	3.1.0-rc.5		29f2ab0c6b5cfedabb1c87bbf29a0f31b02b4cde
com.tencent.bk.devops.ci.common	api-common-webhook	3.1.0-rc.6		257b60c918a1ce852ec28a7cd9aa1863a3114c08
com.tencent.bk.devops.ci.common	api-common-webhook	3.2.0		acb668269df3ee8ae271e6d67fb13963edae9d36
com.tencent.bk.devops.ci.common	api-common-webhook	3.2.0-rc.1		5e136e6faa313faef09350efad5573350f19a474
com.tencent.bk.devops.ci.common	api-common-webhook	3.2.0-rc.2		e4f99a4d99477bb9dc25c9cb8b86dc2ba5d09134
com.tencent.bk.devops.ci.common	api-common-webhook	3.2.0-rc.4		edfda01f0e57491bf84d891c6450a1d0c846ca99
com.tencent.bk.devops.ci.common	api-common-webhook	4.0.0-rc.1		d8bdbe6d0019b622e500f478c41fcab5aef52f26
com.tumblr	jumblr	0.0.10		8f844d6927e772eff5806191a6957e8b2db1b1db
com.tumblr	jumblr	0.0.10	jar-with-dependencies	e59b5b2a076d45f73b9a571bdf896c7a5cf0cf47
com.tumblr	jumblr	0.0.11		cc28f45f445b021389290bfadac0f8f8299f4371
com.tumblr	jumblr	0.0.11	jar-with-dependencies	dfed393755806a417f5320fdc1bf2e8e09032aab
com.tumblr	jumblr	0.0.13		4ad8871077ed10dcaea179f9702f3e40cd91bc09
com.tumblr	jumblr	0.0.13	jar-with-dependencies	2b9f19b2186d60da06a03bda4a739486b06be254
com.tumblr	jumblr	0.0.6		25613867de0ada9b1293382ef7ab91218680d62f
com.tumblr	jumblr	0.0.8		4b288d4a688dd662f4b38450d86dce00f7bcef8c
com.tumblr	jumblr	0.0.8	jar-with-dependencies	7a03eca9cb1b5b65831362fb8a5d20c4505b7fbb
com.twilio	twilio-verify-passkeys-android	0.1.0		N/A
com.twilio	twilio-verify-passkeys-android	0.1.0	javaDoc	53cb841938dcff9ace6b03d10c3df662429bd0b9
com.twilio	twilio-verify-passkeys-android	0.1.1		N/A
com.twilio	twilio-verify-passkeys-android	0.1.1	javaDoc	9f19bb6a9479384f682939e44580c7e2dc9d1aaa
com.twilio	twilio-verify-passkeys-android	0.2.0		N/A
com.twilio	twilio-verify-passkeys-android	0.2.0	javaDoc	7af38071a93ec8c1b914f5b80d78e7db7470cafb
com.twilio	twilio-verify-passkeys-android	0.3.0		N/A
com.twilio	twilio-verify-passkeys-android	0.3.0	javaDoc	7b80bb1485c641b53ac5ef4fcd6564b8a4dfa02b
com.vonchange.common	spring-data-mybatis-mini	1.0		0c74bef60dcf8d50eb5c5ffab97f5ec82e36f77e
com.vonchange.common	spring-data-mybatis-mini	1.1		f360a74db5084b47f509ffd8207dd463328e9976
com.vonchange.common	spring-data-mybatis-mini	1.2		7abec74cfa70150221b5cba96ccdea1d26c48925
com.vonchange.common	spring-data-mybatis-mini	1.3		c7dbb254697d96ae413bdc21f3054e5c537009ad
com.vonchange.common	spring-data-mybatis-mini	1.5		3d8aaa54ab5d0dc24f585f55c44a85c85610b54b
