at.released.cassettes	cassettes-common-xdg-linuxx64	0.1-alpha01		N/A
io.codearte.accurest	accurest-gradle-plugin	1.1.0-M4		9d645db7d9f3196e312444b2395df06c1b894c2b
io.codearte.accurest	accurest-gradle-plugin	1.1.0-M5		45103855af12a1142fefddad5a48de96eb83e750
io.codearte.accurest	accurest-gradle-plugin	1.1.0-M6		7c77f796504e01dad39db109bd14dea6d72267bc
io.codearte.accurest	accurest-gradle-plugin	1.1.0-M7		5dbced11561d17bf0f4adc218a31fbaf30a933ef
io.codearte.accurest	accurest-gradle-plugin	1.1.0-M8		e74ca5269b01d8008f073e6bfd805a465957eaab
io.codearte.accurest	accurest-gradle-plugin	1.1.1		87c2ea10cefc66ed4a1bdd93945e8f0ffbbe9138
io.get-coursier	coursier-cache_2.13	2.0.0		5f74842d43a68f3711c6552a391c32d988986f00
io.get-coursier	coursier-cache_2.13	2.0.0-RC2		33dfb3182ed72fccbf39a5b18c7de203fa1856f8
io.get-coursier	coursier-cache_2.13	2.0.0-RC2-1		35a35ce6fea10b84d06619f77a75d7bcd07f44d3
io.get-coursier	coursier-cache_2.13	2.0.0-RC2-2		e4df10828bf55425e400e32f5f8e0b25cf039b50
io.get-coursier	coursier-cache_2.13	2.0.0-RC2-3		b3b734d6ef03b2788b6992ed7e85f0a3a4960840
io.get-coursier	coursier-cache_2.13	2.0.0-RC2-4		dcb1f7bdb530d0d54f4b03d58bfeb9c86cc9598d
io.get-coursier	coursier-cache_2.13	2.0.0-RC2-5		004b6a378bbd17e1f0f3ecde75cb91ed37c83696
io.get-coursier	coursier-cache_2.13	2.0.0-RC2-6		754f6d3aee617394a4ed9733f7b157855abf807c
io.get-coursier	coursier-cache_2.13	2.0.0-RC3		42e5095a9686bb4b0f902c47739ccf712b29147e
io.get-coursier	coursier-cache_2.13	2.0.0-RC3-1		d74ad07906219f8041152bc5e65b3a9d1417f619
io.get-coursier	coursier-cache_2.13	2.0.0-RC3-2		de12609b45fa95a6c88888879eb616d18ac9af8c
io.get-coursier	coursier-cache_2.13	2.0.0-RC3-3		042ca0ceda269be249532d7a4f65a7d5df1b0cff
io.get-coursier	coursier-cache_2.13	2.0.0-RC3-4		2d6af5b91fe6ca9244d8dda3733993cbab8897d6
io.get-coursier	coursier-cache_2.13	2.0.0-RC4		6cb759f6d08e36aeddc5bdc9c445f0a025bc1ec2
io.get-coursier	coursier-cache_2.13	2.0.0-RC4-1		a9d203e88c7964f6c8cb0e0a30caea27e25ecd10
io.get-coursier	coursier-cache_2.13	2.0.0-RC5		7aa9bc038c55331f8dad6283b345e8946e199636
io.get-coursier	coursier-cache_2.13	2.0.0-RC5-1		01e4b09727916badec5e5967840986583b404296
io.get-coursier	coursier-cache_2.13	2.0.0-RC5-2		57a3717dbbb65dd72ae2d0140ebb7a9bc7feaba3
io.get-coursier	coursier-cache_2.13	2.0.0-RC5-3		1de48f7fd85167160a4f054ea7e533eee0d9411a
io.get-coursier	coursier-cache_2.13	2.0.0-RC5-4		d29e0c2c91b953f644470705ebf96372f08e66a5
io.get-coursier	coursier-cache_2.13	2.0.0-RC5-5		e051c0edaf2ac50e88c6d6dd875dfe3401ab7d9c
io.get-coursier	coursier-cache_2.13	2.0.0-RC5-6		7c09b890d03309b266c75746ac770c57c8e8c6f3
io.get-coursier	coursier-cache_2.13	2.0.0-RC6		02ac3d04a04b1f924c7908cb78a95fc6a82fb0d0
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-1		8be66d308596bcf912fc39e0d5d5cf7618d90f20
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-10		dcb81529fc495e3baa27ea1aef33cf6963b35c84
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-11		a4590b54b2ef54c1e3568f9137c61b0b9ca24f29
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-12		a39003da5ed98554aa82a0c33da7c31de4f923b2
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-13		161409125bb6395dfdca519eb95998da2e482040
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-14		cd6c863df920c4d66a613451cb7aa0da5cd765b7
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-15		a283291ff2ddf064756c326b7fd258fe7295f03a
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-16		a020aef19718ad8637c64f7f20d2831c65e0a896
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-17		bf644f6520c6eb17342ccb1e8fe82921730bec3f
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-18		b3d2115a57529a9c421e14072d3cd633d088e6b1
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-19		04f449235289b6ca20720dee34842901ada1daf4
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-2		e562f1c1e85b66ab63119fb1461ef376c4f99d25
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-20		07493d2fe0a52f2e04535da65616863f78b4a2b3
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-21		e9031b8d8cd96f3e547e684952e11c7bd615e78b
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-22		832d8dcdd3d7a84c32e40e90dd25204b0f231873
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-23		6f3729415f8c40d7610d77c136cf6e1c00ffa9ce
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-24		4fe60e0d60f8d78f6f09e89835fa54ef542f54f7
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-25		9126704d63153f69407872e1fa86eb7a9f6fdbb5
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-26		b69500e0ccc3159ae7300d4bb4be215a3890bb15
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-27		5921f6ed266fe5cfa5ed05d7aa3e8e5f9cbf90cc
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-3		ba530c47cc36c7db44f2fc7b81ca37419231a4c5
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-4		5630acd678ccf0bf4def80886bb1822eacbbfdf2
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-5		774bb755072108eca84929ab152dcdf86e1ef940
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-6		70a5685f85090771bfd17253f2d2265291023c74
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-7		2c3e32044463b722f9e0981ad691c147120baa65
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-8		6732ae701f384ca9b41d2c65ce7a58591d88ae52
io.get-coursier	coursier-cache_2.13	2.0.0-RC6-9		c72d293c50ff5c4a79823433a547ae25a5a99e9c
io.get-coursier	coursier-cache_2.13	2.0.1		053bf5048508d617c873f87367e9f20767dd3d94
io.get-coursier	coursier-cache_2.13	2.0.10		3c6bab09688a7bc95d6609f5e575cc7aad718c24
io.get-coursier	coursier-cache_2.13	2.0.11		89366bffdfc0f45ceb83312efedda0df1e5d3b96
io.get-coursier	coursier-cache_2.13	2.0.12		92069cd8b1b1d625f27820842251a67dfd492c04
io.get-coursier	coursier-cache_2.13	2.0.13		3407aac96123f0e2182fb91a7c916bb52f33c94d
io.get-coursier	coursier-cache_2.13	2.0.14		1fc277e3ccde557f0559325eabc0cd696d66308b
io.get-coursier	coursier-cache_2.13	2.0.15		dd58141b2b4179d4e2e1c135bb6172c480b49499
io.get-coursier	coursier-cache_2.13	2.0.16		757688e995cd28fa9287fcb7e7aa88c255a2bd52
io.get-coursier	coursier-cache_2.13	2.0.16+69-g69cab05e6		e6d4b37b83a936b9d5b4a18b39dfd2af01e5c5ae
io.get-coursier	coursier-cache_2.13	2.0.16+73-gddc6d9cc9		0ab099f1684b17efcff8f5df0653fb0983264e9c
io.get-coursier	coursier-cache_2.13	2.0.16-156-g18556160e		dc0bff6824aa5d1327e9b0590f1862926c86d790
io.get-coursier	coursier-cache_2.13	2.0.16-157-gcef6b2330		decd37b2cd09327565fe6f5181f2dd3c25bf6d49
io.get-coursier	coursier-cache_2.13	2.0.16-158-gbdc8669f9		7cc4a271337a5098261fc0b690bdbc7c9686d993
io.get-coursier	coursier-cache_2.13	2.0.16-161-g8a1b8eae5		19898badf369d1e14fa79dc1a15461a6c7c8361d
io.get-coursier	coursier-cache_2.13	2.0.16-169-g194ebc55c		33fddff5532e5d58a3487f731fd90fffdf91bd7e
io.get-coursier	coursier-cache_2.13	2.0.16-200-ge888c6dea		1cb0e586f97b29287748728846fe5d446190c7ba
io.get-coursier	coursier-cache_2.13	2.0.2		b1b8e111ce6da6fb7e961c76c49abb3d3b194c33
io.get-coursier	coursier-cache_2.13	2.0.3		1d0e9e970ae3bc6bfe1a01c31171cccea07cb005
io.get-coursier	coursier-cache_2.13	2.0.4		07fa094879af3b2fe96e512871f07ef861d38dee
io.get-coursier	coursier-cache_2.13	2.0.5		b6fe0eb9030c6d186fad4bf10f3e8a7fe044b766
io.get-coursier	coursier-cache_2.13	2.0.6		c370b97a9f60660b7cb3bde55dee8c03d34d7430
io.get-coursier	coursier-cache_2.13	2.0.7		c809cb20f01e0d51574dc91b218871bbac6e9273
io.get-coursier	coursier-cache_2.13	2.0.8		9d93256fb75da42c10b4b0c13c2c7e26705ee447
io.get-coursier	coursier-cache_2.13	2.0.9		829ac52e67db0dc5add92ad13ae0a3becdf470f5
io.get-coursier	coursier-cache_2.13	2.1.0		dfbba645622c33420af855eb6cc3978283910d19
io.get-coursier	coursier-cache_2.13	2.1.0-M1		47251ec50e8138cd390649d1e5a370f1161ba53b
io.get-coursier	coursier-cache_2.13	2.1.0-M1-1		326aa5bfd2a16882ecac2a7b1ab9be8c2814a90d
io.get-coursier	coursier-cache_2.13	2.1.0-M2		e2ee1f120cac03824b9658e44647bd3e81e31208
io.get-coursier	coursier-cache_2.13	2.1.0-M2-1		2644dd076c46c54f1e5ca20b6581ce94d9dc8862
io.get-coursier	coursier-cache_2.13	2.1.0-M2-19-g5a34ba7c1		c6f77174ec712f0580c1543ff87298319007f2d7
io.get-coursier	coursier-cache_2.13	2.1.0-M3		57afce14770878f18a3fed2fee13abbba4850684
io.get-coursier	coursier-cache_2.13	2.1.0-M3-1		75c63d7cdb3f532e998d8c8ae1eb492a7299b49c
io.get-coursier	coursier-cache_2.13	2.1.0-M4		c3bb8aca17e6272b73bb93a6734fde65f92f56d4
io.get-coursier	coursier-cache_2.13	2.1.0-M4-1		ef7d597ff1281cdb3ba11b3577d84c2a6ab7f355
io.get-coursier	coursier-cache_2.13	2.1.0-M5		ba94f967a93977b98be4d83fb301ebc868a1e2ce
io.get-coursier	coursier-cache_2.13	2.1.0-M5-1-gc8a0a64bd		e3e6bfbd1c553075f62459a64be746828dcfcf6c
io.get-coursier	coursier-cache_2.13	2.1.0-M5-18-gfebf9838c		7e1fcc1e2812ba4f1b50b14f2fec28e4e3c937c7
io.get-coursier	coursier-cache_2.13	2.1.0-M5-24-g678b31710		774e1fa9dd72505af39a0032453ad45581bd627c
io.get-coursier	coursier-cache_2.13	2.1.0-M5-5-g2cb552ea9		6e35f5ff06cf4cccedc92d67d885d2140221f732
io.get-coursier	coursier-cache_2.13	2.1.0-M6		94bdb3f3eba5438f6303a726ef04f2a158be4a64
io.get-coursier	coursier-cache_2.13	2.1.0-M6-26-gcec901e9a		40ce8103ca597e8cc7b6d340dea2a1826fb39652
io.get-coursier	coursier-cache_2.13	2.1.0-M6-28-gbad85693f		fbdeb761a5eda049074aaf63ff6b6a9f097145ba
io.get-coursier	coursier-cache_2.13	2.1.0-M6-44-gc47ecec07		8f489255ac7efd62f33dd7061a02660dac68c57c
io.get-coursier	coursier-cache_2.13	2.1.0-M6-49-gff26f8e39		4e23b0338fca1ecab5eb54318221caec145304c6
io.get-coursier	coursier-cache_2.13	2.1.0-M6-53-gb4f448130		1e98ae328700644574576b3f7c9cc0fdb04d9855
io.get-coursier	coursier-cache_2.13	2.1.0-M7		d6f1cef85e74251d9c61016b6bfa1de2176bc938
io.get-coursier	coursier-cache_2.13	2.1.0-M7-18-g67daad6a9		3c632a1d10de25410f1fc0030573bd233c91db2f
io.get-coursier	coursier-cache_2.13	2.1.0-M7-34-gf519b50a3		5f33af1528468a057418c2551cf698a5230f0a0e
io.get-coursier	coursier-cache_2.13	2.1.0-M7-39-gb8f3d7532		2375671d82bb4a6480636917b9750ad9756c8eba
io.get-coursier	coursier-cache_2.13	2.1.0-RC1		51a3631da7829effd388055958b4609d97f01e0a
io.get-coursier	coursier-cache_2.13	2.1.0-RC2		2696e7e80eda888fde1a9c1c3fff3df22f22132d
io.get-coursier	coursier-cache_2.13	2.1.0-RC3		82d4d9a2cd9b045138febc196a9a44c718613794
io.get-coursier	coursier-cache_2.13	2.1.0-RC3-1		7bf39ae98aa7f6454966f86a92e5a89905e2c3e2
io.get-coursier	coursier-cache_2.13	2.1.0-RC4		e04c3326a265d9b870a1d31b014e22cda72404bb
io.get-coursier	coursier-cache_2.13	2.1.0-RC5		137bc1b6db660b558f8588f23d994565b681aa9b
io.get-coursier	coursier-cache_2.13	2.1.0-RC6		3a0f6d4d93d792ced01f16f6c00ddf2270c4bbdf
io.get-coursier	coursier-cache_2.13	2.1.1		c33bf698569af77cd64fc223d741989b6b4c57c0
io.get-coursier	coursier-cache_2.13	2.1.10		0500281d374482c6e5ab8840ca6b5fc2dfa70caf
io.get-coursier	coursier-cache_2.13	2.1.11		b68914c94208d35bf896971cad1ab7dccf4b63d3
io.get-coursier	coursier-cache_2.13	2.1.12		ea04b138dcab89094bf0c990519506f3eba0a5a6
io.get-coursier	coursier-cache_2.13	2.1.13		b44c98735b32e2a71e83b67b880328559fc2a4b0
io.get-coursier	coursier-cache_2.13	2.1.14		e588c54166ab153cea1555e0b45361b3896c63be
io.get-coursier	coursier-cache_2.13	2.1.15		ba879d9ca370436958e205bf0d4504c21799b63b
io.get-coursier	coursier-cache_2.13	2.1.16		c7b376467235e431f8ba99911a29edb58fb8e182
io.get-coursier	coursier-cache_2.13	2.1.17		cfb539f158d5c558d76619f78453177f9a8e51cb
io.get-coursier	coursier-cache_2.13	2.1.18		b6f2ea7c6bb38dc3d9257a5eb9f3ca85dfbf4fc5
io.get-coursier	coursier-cache_2.13	2.1.19		595a1dfb0410b60ae70e549ff79f7cc80264c860
io.get-coursier	coursier-cache_2.13	2.1.2		cb3b5357571ca8bd7dccc13bfe63433625c5d0b5
io.get-coursier	coursier-cache_2.13	2.1.20		f5860ef541ebac50a9891777faff24e8c910de9b
io.get-coursier	coursier-cache_2.13	2.1.21		82cdcd5506f89ca9da16d2d05f0a2a5d098c2a96
io.get-coursier	coursier-cache_2.13	2.1.22		4bf3cfc44535ab97a1f301d09dcc70035e9e3733
io.get-coursier	coursier-cache_2.13	2.1.23		d0045e3b1897977e57a2c30b7f6ca27da3b6b985
io.get-coursier	coursier-cache_2.13	2.1.24		63a86fcb009a74a07c02a0b7b02b9709e44ebf8a
io.get-coursier	coursier-cache_2.13	2.1.25-M1		c2508428a2a401d848ce028a4aef8b0cbc432012
io.get-coursier	coursier-cache_2.13	2.1.25-M10		c08871fe0c15c31fe071f487309b0b83b78d3084
io.get-coursier	coursier-cache_2.13	2.1.25-M11		766fcbe83758078254a6bb8a2eadab18279d986e
io.get-coursier	coursier-cache_2.13	2.1.25-M12		ae050d779b3f6da1c7dc7e7d83438c99e075afcb
io.get-coursier	coursier-cache_2.13	2.1.25-M2		201ab7708373f5a9f8dce261fcee027c6ad1c437
io.get-coursier	coursier-cache_2.13	2.1.25-M3		170b3fe7359fa55ba97d9f55cb73d7403daf1a29
io.get-coursier	coursier-cache_2.13	2.1.25-M4		a18fb558f9dbaea2652a9476a3952bb970796a0f
io.get-coursier	coursier-cache_2.13	2.1.25-M5		b54a8316c9aeb0768e53ade3e5eb18fa7a5bc334
io.get-coursier	coursier-cache_2.13	2.1.25-M6		47e7351493ea53e3f5cf20e2e83cb00c9676419b
io.get-coursier	coursier-cache_2.13	2.1.25-M7		d01395a1410f7cd5c26baad4e89095f12b1c8d76
io.get-coursier	coursier-cache_2.13	2.1.25-M8		cbc3ce0fbc411759dfa0b8f449f44d70315ec0de
io.get-coursier	coursier-cache_2.13	2.1.25-M9		fe23432d4b04d0954887444e85ad51ed48eee2e4
io.get-coursier	coursier-cache_2.13	2.1.3		3832310c03a3c4fdc051610f36292060c8807d2e
io.get-coursier	coursier-cache_2.13	2.1.4		37c6e5f2b96080811a68937b852eebf0ba44ff88
io.get-coursier	coursier-cache_2.13	2.1.5		ff727eddd616e4273b9973d1cd6f58c247f266d3
io.get-coursier	coursier-cache_2.13	2.1.6		63151cf4735dc64840bd656a94854d39d5e8d7e3
io.get-coursier	coursier-cache_2.13	2.1.7		6978dfea2c714c6cd67de4b268e8c09fb45fc5f0
io.get-coursier	coursier-cache_2.13	2.1.8		9f1b598720dcee024b41e711861cfd104eaaa405
io.get-coursier	coursier-cache_2.13	2.1.9		e884227dfdea599a0dfbe50913ef9ca38e006508
io.github.brandeis-cosi-103a	atg-api	1.0.0		e0db79be8d9da6eb5acfeb7faac6fbede900da54
io.github.brandeis-cosi-103a	atg-api	1.0.1		1f155b0cec8b4c230ba7c9b695e455e869de4c90
io.github.brandeis-cosi-103a	atg-api	1.0.2		f193ea799717d7a24f2282bee053a6618eca7153
io.github.brandeis-cosi-103a	atg-api	1.0.3		f3de96cb3e2eed4f304f48d547a4d64a505a5490
io.github.brandeis-cosi-103a	atg-api	1.1.1		0440c4da24c3d62d9a146ecc6a896c0488fffaa7
io.github.brandeis-cosi-103a	atg-api	1.1.2		98edd62fb1b5d932842cbdbb9c1befb386876376
io.github.brandeis-cosi-103a	atg-api	1.1.3		bc3227908684f9779afa7cdafeb5699087933034
io.github.brandeis-cosi-103a	atg-api	1.2.0		bacd35f55344cab0c62fdcc742c56d6ea716c3f7
io.github.brandeis-cosi-103a	atg-api	1.2.1		f78591346e0084a8761178fb0b0992e6163c5a7d
io.github.brandeis-cosi-103a	atg-api	1.3.0		2683311f457d8d44eec710b7e98e08a642da7837
io.github.brandeis-cosi-103a	atg-api	1.4.0		2b36523c23e3b53037ceda5586c78ab3f7ee211f
io.github.brandeis-cosi-103a	atg-api	1.4.1		33c634593b2b465795c4b62a6fe2da9bc66c42f7
io.github.brandeis-cosi-103a	atg-api	2.0.0		8daef2e512ae67cdfe17a4a8615401d558937f69
io.github.brandeis-cosi-103a	atg-api	2.0.1		bdd2f7867fe945d97eac3b554405d2a9467897b2
io.github.brandeis-cosi-103a	atg-api	2.2.0		bdf7d0a63b46a333c7f6268dcf64de8bda9606de
io.github.brandeis-cosi-103a	atg-api	2.2.1		9e05a31dc1207346f9528243dd7e4b34bfc697a9
io.github.brandeis-cosi-103a	atg-api	2.3.0		5bd8f3d402ee083b092f97bc426e1e70dfaa07fa
io.github.brandeis-cosi-103a	atg-api	2.4.0		83888883409ac9dbda8bb32cdc31ec1dc3031918
io.github.brandeis-cosi-103a	atg-api	2.4.1		a30e50239b763f854fc2dcf71ca4ea653879c5d6
io.github.brandeis-cosi-103a	atg-api	2.4.2		cf79ce8e7c67780b0885b7398e0fc0d2f1270143
io.github.brandeis-cosi-103a	atg-api	v1.1.3		344dd533e931f160d082273f39e0f077ad86c3fb
io.github.brandeis-cosi-103a	atg-api	v2.0.1		d5acfc0d889fa43121e3223dac97ccad2592de6e
io.github.oleksandrbalan	tagcloud-iosx64	1.1.0		N/A
io.github.oleksandrbalan	tagcloud-iosx64	1.1.0	metadata	e3dda3ca6cd2a1edc121272ad0c6445ed2afa61d
io.github.zhwstfsa	test	0.0.1		92ff544fa60556bb0fa28793e8521f78582c7d41
io.github.zhwstfsa	test	0.0.2		ce3c65b1a7814dc09cd20eb30d0432e354fe0fc5
io.hetu.core	hetu-hbase	1.0.1		171decf1b76475683a81d86019130970ff2a1f69
io.hetu.core	hetu-hbase	1.1.0		5b1d14520401fdc298f7b728eb042671b2bfceed
io.hetu.core	hetu-hbase	1.2.0		1e99609c36364ccd9912d66b8b663be8dea29b26
io.hetu.core	hetu-hbase	1.3.0		cad2ca5a2a0918a657bb221ef9eb692641899ec4
io.hetu.core	hetu-hbase	1.4.0		2d3f45e421dee484745438cf4bcfc953155e74bb
io.hetu.core	hetu-hbase	1.4.1		f0dd8f0e4a7845406bd9d8a34ac4938e8897e6d7
io.hetu.core	hetu-hbase	1.5.0		d78c933cdf649d6e93a7ac9f7dab3f9e9417fe5e
io.hetu.core	hetu-hbase	1.6.0		6aa9ea179455d90d89063046f2469047a64f755f
io.hetu.core	hetu-hbase	1.6.1		c231f3fb1deefef07af92b70dc50e7994fa6db40
io.hetu.core	hetu-hbase	1.7.0		ca049acae371c55a4951a971dcc0b63df94cc9ac
io.hetu.core	hetu-hbase	1.8.0		a7987c69d9e47ad39525c68cbd830f1e955a75fa
io.hetu.core	hetu-hbase	1.9.0		8e974a15bdb4288defc2674b1bc6d8f332ec52af
io.kotest.extensions	kotest-extensions-koin-watchosx64	1.2.0		N/A
io.kotest.extensions	kotest-extensions-koin-watchosx64	1.2.0	metadata	de6a05149e1a5a705eb306b04abfccc3509e609c
io.kotest.extensions	kotest-extensions-koin-watchosx64	1.3.0		N/A
io.kotest.extensions	kotest-extensions-koin-watchosx64	1.3.0	metadata	9fe740aeda25de912941953450b694b53216e97f
io.ktor	ktor-server-cors-androidnativex86	3.0.0		dacde2f68c95295dac1b0a870735a6804eb7a84b
io.ktor	ktor-server-cors-androidnativex86	3.0.2		057370c1020f2d25214d09c107f7b04123ea41cf
io.ktor	ktor-server-cors-androidnativex86	3.0.3		236087ee15f55d590c390e85d9d16ac87fedbeca
io.ktor	ktor-server-cors-androidnativex86	3.1.0		9c7456da174d38dc8cfa227d13bfbbe79543366f
io.ktor	ktor-server-cors-androidnativex86	3.1.1		fede44b0f1487dd925915b259a422d3750f6e495
io.ktor	ktor-server-cors-androidnativex86	3.1.2		172e44830bfeb3f400ad7e966c8eaff6a24e4c3b
io.megl	zio-elasticsearch-ccr_2.13	2.0.0		b0e1d0082a97339041a33419b225d729daa71dee
io.megl	zio-elasticsearch-ccr_2.13	2.0.1		7099a012904f7cd785a0aa22ece70e79ba04cb0c
io.megl	zio-elasticsearch-ccr_2.13	2.0.2		ab57d6c6046bbe856f4ed42166aab297c994a50b
io.megl	zio-elasticsearch-ccr_2.13	2.0.4		82745c8b01b403ab06f592260abaf7fbfbd143ff
io.microlam	microlam-aws-lambda-pipeline	0.5.1		9611db173a3a59d28e047b353e9690b41c6f6f5a
io.microlam	microlam-aws-lambda-pipeline	0.5.2		30cce471d30f272d32d5ad9d342c94c27889fe23
io.microlam	microlam-aws-lambda-pipeline	0.5.3		6345d53b7198cdfb004b30105723db466ecef7a3
io.microlam	microlam-aws-lambda-pipeline	0.6.1		777d3ea27b494dc5b5d49cb599a84460ac0749ba
io.microlam	microlam-aws-lambda-pipeline	0.6.4		e6675019cfd4394e57cfb36b6c9b142e9eff1793
io.polygenesis.metamodels	polygenesis-metamodel-app-flutter	0.0.1		e4bfec19c65937d9317c53df9f8b3641f83d47cb
io.polygenesis.metamodels	polygenesis-metamodel-app-flutter	0.0.2		1ca63aa7fe9495a26fd969cd367a374c565ce207
io.polygenesis.metamodels	polygenesis-metamodel-app-flutter	0.0.3		13eb44a9c4a96438bd93217115045792089a21d0
io.privy	kmp-analytics-public-jvm	0.0.1		63fa287b30c7850c15c794712e3a0627e3cafc74
io.privy	kmp-analytics-public-jvm	0.0.2		63fa287b30c7850c15c794712e3a0627e3cafc74
io.privy	kmp-analytics-public-jvm	0.0.3		63fa287b30c7850c15c794712e3a0627e3cafc74
io.privy	kmp-analytics-public-jvm	0.0.4		63fa287b30c7850c15c794712e3a0627e3cafc74
io.privy	kmp-analytics-public-jvm	0.0.5		63fa287b30c7850c15c794712e3a0627e3cafc74
io.privy	kmp-analytics-public-jvm	0.0.6		63fa287b30c7850c15c794712e3a0627e3cafc74
io.privy	kmp-analytics-public-jvm	0.0.7		63fa287b30c7850c15c794712e3a0627e3cafc74
io.privy	kmp-analytics-public-jvm	0.0.8		63fa287b30c7850c15c794712e3a0627e3cafc74
io.privy	kmp-analytics-public-jvm	0.0.9-beta1		63fa287b30c7850c15c794712e3a0627e3cafc74
io.privy	kmp-analytics-public-jvm	0.0.9-beta2		63fa287b30c7850c15c794712e3a0627e3cafc74
io.smallrye.reactive	smallrye-reactive-streams-operators-1.0	1.0.6		dab15989e3caab1fa5783fcea541eaa475abccf4
io.taig	taigless-scheduler_sjs1_3	0.12.10		1a5cb45b4088a69e0a0ee4a894c66a169bd7312b
io.taig	taigless-scheduler_sjs1_3	0.12.2		8e8ba62fba0e607b3061e2dfd10258dbe82aef21
io.taig	taigless-scheduler_sjs1_3	0.12.6		98c9ada35cce061b30597aa22d7a03aeaa2bfb2f
io.taig	taigless-scheduler_sjs1_3	0.12.8		11d3218d8bb6593f4f8e988179d8d08f01e35dc6
io.taig	taigless-scheduler_sjs1_3	0.12.9		b975ff56aae7b2a55fea6c0dbb25b9fd01269cc5
io.taig	taigless-scheduler_sjs1_3	0.13.0		d50cd9d958c133880de4707af033fbb17c944a6a
io.taig	taigless-scheduler_sjs1_3	0.13.1		610cb857570d856ed06dfec7905731132e0c3d15
io.taig	taigless-scheduler_sjs1_3	0.13.3		17d510fbfb3192d58b750238efdff0171996abc1
io.taig	taigless-scheduler_sjs1_3	0.13.5		fd0d1128bd0a56501c9913bcb082217dd0d0e767
io.taig	taigless-scheduler_sjs1_3	0.13.6		934372a4884698be54ad63532213ce5d7ba345b7
io.taig	taigless-scheduler_sjs1_3	0.14.0		6f9c6363cd3430802faa1b49b6551fea4236d1bd
io.taig	taigless-scheduler_sjs1_3	0.14.2		a44b4eeaa7b832895e50bfe62ea93a9a0188d60f
io.taig	taigless-scheduler_sjs1_3	0.14.3		81b731f781ce09f1093b86f4aa5592851704dcb6
io.taig	taigless-scheduler_sjs1_3	0.14.4		3d6d31096edb2adb46a4be18c71cf5036b0ba09f
io.taig	taigless-scheduler_sjs1_3	0.14.5		b0a277c3e447381d87ac1057cdf62d9f040c6823
io.taig	taigless-scheduler_sjs1_3	0.15.0		8f1aa63c7c87af30651802950f3f8b9bde0fc1da
io.tracksure	kmp-sdk-iossimulatorarm64	0.0.1		N/A
io.tracksure	kmp-sdk-iossimulatorarm64	0.0.1	metadata	6e0fafd2a550e1cf75f6ed649ebc1120b567b901
io.tracksure	kmp-sdk-iossimulatorarm64	0.0.2-alpha		N/A
io.tracksure	kmp-sdk-iossimulatorarm64	0.0.2-alpha	metadata	7ccdf0308e1329ef65d24533b4ed41c0b1d46196
io.tracksure	kmp-sdk-iossimulatorarm64	0.0.3-alpha		N/A
io.tracksure	kmp-sdk-iossimulatorarm64	0.0.3-alpha	metadata	723a437d0369bb78504fbbcfc270a2e9dc13ff0c
io.tracksure	kmp-sdk-iossimulatorarm64	0.0.4-alpha		N/A
io.tracksure	kmp-sdk-iossimulatorarm64	0.0.4-alpha	metadata	cc334674309e27e13bab201d1101789b648ae564
io.tracksure	kmp-sdk-iossimulatorarm64	0.0.5-alpha		N/A
io.tracksure	kmp-sdk-iossimulatorarm64	0.0.5-alpha	metadata	791e83bd669d1a5535eb3228aa61007425362f72
io.tracksure	kmp-sdk-iossimulatorarm64	0.0.7-alpha		N/A
io.tracksure	kmp-sdk-iossimulatorarm64	0.0.7-alpha	metadata	5cc2b8a43550d413bb2a6dd3bc91350f130b3ad2
io.tracksure	kmp-sdk-iossimulatorarm64	0.0.8-alpha		N/A
io.tracksure	kmp-sdk-iossimulatorarm64	0.0.8-alpha	metadata	836acfc6ecfc82a0bc9aa882c8415892ab1fb31d
net.jstgo.repo	template-engine	0.1.0		5ef7fee2b876ea30230c25cfcf133be8b8871a51
net.minidev	db	1.0.7		3d556766c3f83692eb4cbf7079182017ce2d4b33
org.andromda.repositories	andromda-repository-mdr	3.2		c70961d05155a051a47f33db39c61b049e33a8e1
