app.softwork.serviceloader	runtime-wasm-js	0.0.15		N/A
io.github.pme123	camundala-simulation_3	1.15.9		5222cd7739b572f5d5cfab303c8d64aa575222ff
io.github.pme123	camundala-simulation_3	1.16.0		6c91cbbc0d6472771a90e38204cec33dab9807fd
io.github.pme123	camundala-simulation_3	1.17.0		71576a666c6f44b12b9bcd0492028b5445ce78bc
io.github.pme123	camundala-simulation_3	1.18.0		23e6c50b19df220bc6336b7200311406163defaa
io.github.pme123	camundala-simulation_3	1.18.1		f0f245986cd49ab8daa94ea83a0b0bb6c5ac0116
io.github.pme123	camundala-simulation_3	1.19.0		ee7b30563e18195a7f2a7841cf10149c9575c845
io.github.pme123	camundala-simulation_3	1.19.1		298b8d38d26fe3146d004ce8c1cf8bbf06b8e01c
io.github.pme123	camundala-simulation_3	1.20.0		2ed4522a41781a3982ae9a30e42be4ced956684e
io.github.pme123	camundala-simulation_3	1.20.1		fcc51fe8d5cf2fa1170154559975fae1576447b2
io.github.pme123	camundala-simulation_3	1.21.0		eead7702e0b465adf8d7f4ec5adc57a2fa2e82ae
io.github.pme123	camundala-simulation_3	1.21.10		4e97374d084c5f754de3a2f1be70af9e8773b9b1
io.github.pme123	camundala-simulation_3	1.21.11		c7f0b68d1e4cec396434d98785b9242dc4ab28ce
io.github.pme123	camundala-simulation_3	1.21.9		ad6b007693bdf5e7c9a7683960366bcc5e1b3e3e
io.github.pme123	camundala-simulation_3	1.22.0		77d95979f2f24ec1bb07f83ac2655e5bfd7095c0
io.github.pme123	camundala-simulation_3	1.22.1		f0064035697a22afb8066c2fc50177f66771f87e
io.github.pme123	camundala-simulation_3	1.22.2		95983e41a4144f481a1f0f2b7871ca382e5d657b
io.github.pme123	camundala-simulation_3	1.22.3		341c8a8d837bb760681aa38a0b8dfe8f7999ad6a
io.github.pme123	camundala-simulation_3	1.22.4		538370bda6e8cbe7a06c30b179fb9f5f9a3fb9d3
io.github.pme123	camundala-simulation_3	1.23.0		450c228ee7abe7ce23ab366ecd0785be8fd1b58f
io.github.pme123	camundala-simulation_3	1.23.1		ec42e7b6f47e34497a2f38ae3ce65365d47ce9bb
io.github.pme123	camundala-simulation_3	1.24.0		a72ae676e53dc046a61a113689243540e54e289e
io.github.pme123	camundala-simulation_3	1.24.1		3a852723e880fe0e5ed8b511544d51119d0692d3
io.github.pme123	camundala-simulation_3	1.25.0		7046863f3701dffe3a68151e1f13421fcb10517e
io.github.pme123	camundala-simulation_3	1.25.1		093c09a0f5c20f3aaf0ff8adfaeda80a72379654
io.github.pme123	camundala-simulation_3	1.25.2		fa2205fb158ac31d28530a0b902c9ffbad6a679e
io.github.pme123	camundala-simulation_3	1.25.3		27738f261a94afb0744b5bacbfd4da72148594e1
io.github.pme123	camundala-simulation_3	1.25.4		4bc5d725326c8eb911ace7421c120702a3b00b9c
io.github.pme123	camundala-simulation_3	1.25.5		ec73cc3c735ca7d186aec2efb3afa0914372e080
io.github.pme123	camundala-simulation_3	1.26.0		99d4acdaa10f9fe595a5541e26d5adfa8a11bc20
io.github.pme123	camundala-simulation_3	1.26.1		6ba23200bdad3dd52134b92c4a1ec1e9aa016a88
io.github.pme123	camundala-simulation_3	1.26.2		27867d7408fcc811d07ce1bd81ab44bd1760e538
io.github.pme123	camundala-simulation_3	1.27.0		0cbcec39dc6587b4d7c4a1edb1bd0b5dd847cbc2
io.github.pme123	camundala-simulation_3	1.27.1		99108cd60c01ddc7f2bbb276a06a72e7d71fb893
io.github.pme123	camundala-simulation_3	1.28.0		1d98a79394fce3c0a3d8bc5f7bccda5e745800bd
io.github.pme123	camundala-simulation_3	1.28.1		0b948141fc591c2034d8879fdc39c85f6c4d331c
io.github.pme123	camundala-simulation_3	1.28.2		87135c3128a24753f9439c1a8c0faca2da05a2da
io.github.pme123	camundala-simulation_3	1.28.3		55d55102747d695ce04a22628c94cedaf17e96af
io.github.pme123	camundala-simulation_3	1.28.4		b7aaaf8b5e4ec2f09d3af341d7a13c7ea88c0fe3
io.github.pme123	camundala-simulation_3	1.28.5		bec9d878b5501805b9ca91771f7cff8ef1836e3e
io.github.pme123	camundala-simulation_3	1.28.6		e067196c82581174cdae043fdc7cf19b687c31c3
io.github.pme123	camundala-simulation_3	1.28.7		365db99b3c9bd651dee2fcf1ae0d91c919fd3ab4
io.github.pme123	camundala-simulation_3	1.28.8		ae96ef7939263862157435e128c700b0d5134967
io.github.pme123	camundala-simulation_3	1.29.0		7398c2084a8eeb598bed0d2419837d5e3835ce16
io.github.pme123	camundala-simulation_3	1.29.1		54a4116ff164262ce00a83ed5f1cb81c9a5b2a40
io.github.pme123	camundala-simulation_3	1.29.10		8db44b30725d11b1e0795a0f41829fed32425f41
io.github.pme123	camundala-simulation_3	1.29.11		303960f7333619285c42ac95a17a7c35e017f1a4
io.github.pme123	camundala-simulation_3	1.29.12		0106898cba998ab679526d45dfe0f71c5d996b4d
io.github.pme123	camundala-simulation_3	1.29.13		b0a8f861627fafb906357f92c0a96983cf5bfefd
io.github.pme123	camundala-simulation_3	1.29.14		3484c17864e5c7d78ce528103ead5c5999cd8718
io.github.pme123	camundala-simulation_3	1.29.15		e10b1ef64374a1941c7dae57866d3eee726337d0
io.github.pme123	camundala-simulation_3	1.29.16		5fd928d7122c58f29feb96a1f655e50098281213
io.github.pme123	camundala-simulation_3	1.29.18		6582c6ce9a209b4789d4a62728d1f0ba93a2b62b
io.github.pme123	camundala-simulation_3	1.29.19		6a942262b6a87d97f06bae58edcb2cb041e2fc03
io.github.pme123	camundala-simulation_3	1.29.2		ded440410b04f18ce8e033fe3c06f0283bf89bb5
io.github.pme123	camundala-simulation_3	1.29.20		1e62ad1367aeef278a73c851365b56f1e13443c8
io.github.pme123	camundala-simulation_3	1.29.21		cf045bf0eec76c3455e0e3a760b9c5384e480091
io.github.pme123	camundala-simulation_3	1.29.22		e2fa79d3f5b61678bfb6bdb546465f14091df696
io.github.pme123	camundala-simulation_3	1.29.23		175ef99f64a81863f88ef7e778ab3a6829d898e8
io.github.pme123	camundala-simulation_3	1.29.24		3922005b43459234c3866947da920429bd17c4da
io.github.pme123	camundala-simulation_3	1.29.25		d3066f920a2a02dfe24cdb8e3d2083e428014a04
io.github.pme123	camundala-simulation_3	1.29.26		d1c3d7820d361c89b164e64b84dc16072bd3bb31
io.github.pme123	camundala-simulation_3	1.29.27		c74bb52e5d14d8bde6c1a5c00abcc00bcc0ff8e5
io.github.pme123	camundala-simulation_3	1.29.28		dd0c65149a1484f1ac90d15e8b940bec0a625c0b
io.github.pme123	camundala-simulation_3	1.29.29		f69295aae2ae4c10e365b5be64a9642af039c75b
io.github.pme123	camundala-simulation_3	1.29.3		fba6d0a256dbdbb0a21caa860f3919e93d123e4f
io.github.pme123	camundala-simulation_3	1.29.4		669218827100877eaa3141436b9e5030e344f742
io.github.pme123	camundala-simulation_3	1.29.5		c90c3ac13bbc157cbb4e9cb2ca08f9aba7d7750d
io.github.pme123	camundala-simulation_3	1.29.6		880021c1dd5336a1d67dbb547be47df48499a6df
io.github.pme123	camundala-simulation_3	1.29.7		80ee0c7fed3abd8470e8c5ff777f0890298398a0
io.github.pme123	camundala-simulation_3	1.29.8		e14e4032d4510ad8abd0cfbd764c0d4f087acc5e
io.github.pme123	camundala-simulation_3	1.29.9		9d4c1e55b877b08a9a80f214d7b01503e977d18a
io.github.pme123	camundala-simulation_3	1.30.0		4dcfe769156e8a45d92ad7839636f40817ee2e72
io.github.pme123	camundala-simulation_3	1.30.1		f13c2de20f8dd36c49d69d2424780d4d596a396e
io.github.pme123	camundala-simulation_3	1.30.10		b9dc8eb5a012a15499e1210232fbaae97d390200
io.github.pme123	camundala-simulation_3	1.30.11		62d5ab42da643e97b21d7786b5089d50fa1f32b2
io.github.pme123	camundala-simulation_3	1.30.12		883f63ea32bc53e2c6db017c15ed531adb139c28
io.github.pme123	camundala-simulation_3	1.30.13		109931923e2e53046ca7b1639ba71b366b43a8ce
io.github.pme123	camundala-simulation_3	1.30.14		32742c373ca9d2014ed013f2fca5d33034b73291
io.github.pme123	camundala-simulation_3	1.30.15		c798bbaef8f9eadfe028e58b4db21ed9b0ec84ae
io.github.pme123	camundala-simulation_3	1.30.16		442e670c093a78e881b0c15d201286bb964e658f
io.github.pme123	camundala-simulation_3	1.30.17		ee1ada90df6fff83b911842281b6da4d9be2f1db
io.github.pme123	camundala-simulation_3	1.30.18		2408c257d1ee4d8dd081c990b51241c5b7f2b6d6
io.github.pme123	camundala-simulation_3	1.30.19		c8ee5581afa84e5d8d47930534efb0f2424b388c
io.github.pme123	camundala-simulation_3	1.30.2		82448e97fb608eafbb6b73cd8ce3694ae7020a86
io.github.pme123	camundala-simulation_3	1.30.20		b199fb4f102988e0936e480cd787381242d354d9
io.github.pme123	camundala-simulation_3	1.30.21		1f02a222781cc81ca6f4cf4dec6449b5aefd7fa6
io.github.pme123	camundala-simulation_3	1.30.22		19e9b0c4aacc81c550c9728e5a94325cb3d8a0e5
io.github.pme123	camundala-simulation_3	1.30.23		b7693ce56bf0afe5211ccab57e9e1f8df1d75bbc
io.github.pme123	camundala-simulation_3	1.30.24		9110c8651bb9c457f169cbec889d523173dd8028
io.github.pme123	camundala-simulation_3	1.30.25		395184e99fec82a3feb8d9f7779e57490e5fd5a2
io.github.pme123	camundala-simulation_3	1.30.26		5b525d20e7a58b3cd10baf5312f0b1888213f0fb
io.github.pme123	camundala-simulation_3	1.30.27		e9c60c502bfde086dc27ade86bb1a76e0cf2058e
io.github.pme123	camundala-simulation_3	1.30.28		96f627c7a87d023148713ea201f95c75bdb22e78
io.github.pme123	camundala-simulation_3	1.30.29		2163e0babdddac59decd9d060acc01e4231c21d7
io.github.pme123	camundala-simulation_3	1.30.3		3c8db942a120cab10e343e5241595710c7e6d1c2
io.github.pme123	camundala-simulation_3	1.30.30		bec59f9cef196e385954c773ca38aa743e695af7
io.github.pme123	camundala-simulation_3	1.30.31		8b997b359789834495f59017b033559b4ccf77ce
io.github.pme123	camundala-simulation_3	1.30.33		762ec046a53bcd891ba444465af4a403bf46ce19
io.github.pme123	camundala-simulation_3	1.30.34		669ed9cb09755eda720ebfbe7cfdbd797870da7a
io.github.pme123	camundala-simulation_3	1.30.35		45b19d216b0598d38c0d1b078b446b0dceefce34
io.github.pme123	camundala-simulation_3	1.30.36		453662ddb39c5bf1444ac83ae7375199d45048f9
io.github.pme123	camundala-simulation_3	1.30.37		011911731ea26514e9903e950772b313b91227a4
io.github.pme123	camundala-simulation_3	1.30.39		d80d65a23ef5045ebebc158015542ea3505330f1
io.github.pme123	camundala-simulation_3	1.30.4		62caa5b9032d12304d05046b0fde2eff34ff5843
io.github.pme123	camundala-simulation_3	1.30.40		be1a9498810d6d82c311db1c46e0ed812fe7f6a9
io.github.pme123	camundala-simulation_3	1.30.41		167ee7f147b80a6b8b4e8a8544f5b8f13c18b544
io.github.pme123	camundala-simulation_3	1.30.42		b19916573a2841aa097e409dcac68ddfb9d8c26a
io.github.pme123	camundala-simulation_3	1.30.45		00f8b6504dec7fd5775af39afb999b9f75621466
io.github.pme123	camundala-simulation_3	1.30.46		b559d797151e9649288a10e7b83befe61aefd254
io.github.pme123	camundala-simulation_3	1.30.5		f7d51d379a58d4a1eab391e7f23be5eacc95c719
io.github.pme123	camundala-simulation_3	1.30.6		1faeee8aed220e3e592a0c76876f36e5d9ac7f11
io.github.pme123	camundala-simulation_3	1.30.7		a997f143d504764d86fb9952d180c50e764ff334
io.github.pme123	camundala-simulation_3	1.30.9		81aadeff7053bd53069bc569735d89a1033c30bb
io.github.taptappub	reaction	0.9.10		836b06351cc030961b11a937d4a7bb165dfdfe95
io.github.taptappub	reaction	1.0.0		6f08a6e8a2da0dd9293e23c6f796c5170d58a5eb
io.github.taptappub	reaction	1.0.1		3d469c8969a8e3ce5992eac4cf826dac685100d9
io.github.taptappub	reaction	1.0.2		8df6dbc60b89af6a1cd23fc63f86ab36d968dc0f
io.github.taptappub	reaction	1.0.3		8f50f98c3566eb46d7a290a3368eca19677680b7
io.github.taptappub	reaction	1.0.4		f4fecad75b382dac66b15c24bf6896a155bef8fe
io.github.taptappub	reaction	1.0.5		6336df00fdd37e8b31e306801f438f4919707da4
io.graphenee	gx-i18n-vaadin	0.1.0		76a7ef21422a94a4330d0dbfc6fae6586e786097
io.graphenee	gx-i18n-vaadin	0.1.1		9ce574a736dc364cda2e5b02cadba2055c2e780a
io.graphenee	gx-i18n-vaadin	1.0.0		6869bb58cec6522ded321bd4760a745f706106f5
io.graphenee	gx-i18n-vaadin	1.0.1		ded58c7539a548a954d81b7b59810614d5550001
io.kvision	kvision-chart2	5.10.0		184eced3462ea168de5998fd04b87b1bbc5604c6
io.kvision	kvision-chart2	5.10.1		99dc5b43c7d340cee881a53bedeea9ed1572a438
io.kvision	kvision-chart2	5.11.0		97f3ef185e93e38fdf6f44ebc0f6994fbbe42a43
io.kvision	kvision-chart2	5.12.0		9ae6fc9299eacf42a803459e19e05ccf6bdacac3
io.kvision	kvision-chart2	5.13.0		7870e0e960916312cdb43a2bb243136a174f9dbe
io.kvision	kvision-chart2	5.13.1		072f2407add95ff17bc5f750917216b4664fad99
io.kvision	kvision-chart2	5.14.0		22a31a1a83775bc6f99fbbd1d9eb8cbbd02f19d9
io.kvision	kvision-chart2	5.15.0		d4def6ecd2455b6766506cb0a5d12d2881195e5f
io.kvision	kvision-chart2	5.15.1		83eaf338dde432374f4cce6fbde76ed3f36f2614
io.kvision	kvision-chart2	5.15.2		57d37d8c21ae5a5b36a462a35c72590b627e41c1
io.kvision	kvision-chart2	5.15.3		395fa79657f3e4577a4b87e3701b8397722fa67d
io.kvision	kvision-chart2	5.16.0		3cefb3295101b33de0090f37203e02734d9a8611
io.kvision	kvision-chart2	5.16.1		cbd47d03d86396d29710177acbbcc477a773a69d
io.kvision	kvision-chart2	5.16.2		ff9e688263f4bc49577f85a047d578c3a1ebbf60
io.kvision	kvision-chart2	5.17.0		d2ca2e8ad29cc341bcab14279cf20c171c2443a5
io.kvision	kvision-chart2	5.18.0		ac3df66cb020616c0824c2e1b263bbc9c92ba43e
io.kvision	kvision-chart2	5.18.1		fb08eba2ba659b1a297f1781517cef52ddf64eb1
io.kvision	kvision-chart2	5.18.2		82d132fef846b4f56df865fd7cdc6c220f9e7d55
io.kvision	kvision-chart2	5.6.0		bb8ba16dce3c0e29b2f82154f655ab80d3335934
io.kvision	kvision-chart2	5.6.1		955e8bf7c3784f9c3008dceb0d0a2551d28719eb
io.kvision	kvision-chart2	5.7.0		3dda2ef85b0f24d301a3954f6cf9cdcf2abcdc81
io.kvision	kvision-chart2	5.7.1		a31de08212936b5f33480d3b7680b20c88b4cce7
io.kvision	kvision-chart2	5.7.2		49760f8592035c602ec0e0ec570e319c0ee23747
io.kvision	kvision-chart2	5.8.0		ca79a9f9ab5732f4dc1bfed529b54552ff95310b
io.kvision	kvision-chart2	5.8.1		d4bdce99ee1a4ea050c0d445b5ab2aaa1a000b8d
io.kvision	kvision-chart2	5.8.2		6e5846f272a46e9d916191cd1c78d278e1d08d0d
io.kvision	kvision-chart2	5.8.3		e8fbea946993094ebab5a6cb8b6b560f474e0451
io.kvision	kvision-chart2	5.9.0		942e757171f125adc73cbbbbf9a5a276523c56ab
io.peekandpoke.funktor	all-js	0.86.0		N/A
io.peekandpoke.funktor	all-js	0.87.0		N/A
io.peekandpoke.funktor	all-js	0.88.1		N/A
io.peekandpoke.funktor	all-js	0.88.10		N/A
io.peekandpoke.funktor	all-js	0.88.2		N/A
io.peekandpoke.funktor	all-js	0.88.5		N/A
io.peekandpoke.funktor	all-js	0.88.6		N/A
io.peekandpoke.funktor	all-js	0.88.9		N/A
net.forestany.forestj.net.sftp	fJ-net-sftp	1.0.0		ac0b5d713d1e3a48317c03aba0d73e590f863353
net.hamnaberg	dataclass-scalafix_2.13	0.1.0		a0792c9378de585bbb0b39f8914d9168a535a1d5
net.hamnaberg	dataclass-scalafix_2.13	0.1.0-M1		c43bff1dee7462714518a24f17e1ddc59975ef9a
net.hamnaberg	dataclass-scalafix_2.13	0.1.0-M2		ffc620d1aaf8bea33ca949ad1885f3b547f340c2
net.hamnaberg	dataclass-scalafix_2.13	0.1.0-M3		feb20b37b0eebe18165f91ed213007763cf4513c
net.hamnaberg	dataclass-scalafix_2.13	0.2.0		bcc2ab4f82515bd8d582a6a86f83e5671ce778f2
net.liftmodules	fobo-kineticjs_3.0_2.11	1.4		263cca19fa4926c05dc40b90eb8cad1a5adcc5b3
net.liftmodules	fobo-kineticjs_3.0_2.11	1.5		5b1649afda17e15e7ed2ffcc0e82ea5e6569dd7e
net.liftmodules	fobo-kineticjs_3.0_2.11	1.5.1		9399ac9386f2c14ef02e58aee82a898b593c1c15
net.liftmodules	fobo-kineticjs_3.0_2.11	1.6		2268b289f91b0259cf16773491d01fab4bf924a4
net.liftmodules	fobo-kineticjs_3.0_2.11	1.7		f082cc1a26fa4f5bf0da01e9b033f78f284f3f24
net.pearx.kpastebin	kpastebin-iosarm64	1.0.0		N/A
net.unit8.maven.plugins	staticweave-nopu-maven-plugin	0.1.0		d5be591ef97feb611cbf477ac37355f3dc5f9e1c
no.nav.helse	dusseldorf-ktor-client	1.1.3.159f4fa		08c73cabdd2cf2fc7dc9931abb137b3cf7f55618
no.nav.helse	dusseldorf-ktor-client	1.1.3.2d0b51a		d4870c12160561cab281b97cddcc114d6818b1cd
no.nav.helse	dusseldorf-ktor-client	1.1.3.525b270		717d834bed4d413f12934d9ce18ae8e4cab4d6a0
no.nav.helse	dusseldorf-ktor-client	1.1.3.6f9d527		70176dafd7b547b56536c05b5da65290695be059
no.nav.helse	dusseldorf-ktor-client	1.1.3.79c8b78		7dab7d03293294e5cf90a6f2010361c411e8f768
no.nav.helse	dusseldorf-ktor-client	1.1.3.80bc085		260ba676ae19097d576e89d2ce2ca4f540aef8ab
no.nav.helse	dusseldorf-ktor-client	1.1.3.8f419db		2f933a8c8bc72771770e60faaf97eb10eefe468c
no.nav.helse	dusseldorf-ktor-client	1.1.3.919885d		87d56794e225dc3d0d42fac2afc05d3c8b0a105e
no.nav.helse	dusseldorf-ktor-client	1.1.3.9879314		67d1ee1f1e4d3ccc38119917117c5abb0ec1562e
no.nav.helse	dusseldorf-ktor-client	1.1.3.9a0939d		74069d1b5499ea2eef90b73e409d92406c20cb3e
no.nav.helse	dusseldorf-ktor-client	1.1.3.a31075d		0fa2a395ca672a35321e5309ebe2e6eccc4eea6f
no.nav.helse	dusseldorf-ktor-client	1.1.3.ab74601		92af7fd636072c525c256acb617a9b09e14ffbce
no.nav.helse	dusseldorf-ktor-client	1.1.3.b3c43ab		efe0a61a7bc85f26bd8cebb6a30afd0d77ef1258
no.nav.helse	dusseldorf-ktor-client	1.1.4.667475d		12290723509bf875e6d99df847a2b465e2d3f671
no.nav.helse	dusseldorf-ktor-client	1.1.5.2daa394		5357cdcf50bb69a04d7472ddd5f730fc78c9b822
no.nav.helse	dusseldorf-ktor-client	1.1.5.8e08bec		35ca9dbfff7a27baa3189469bef1dcdc49be3925
no.nav.helse	dusseldorf-ktor-client	1.1.5.d95f903		80f7ef31d2f95348312f50c8a36736745d5797a0
no.nav.helse	dusseldorf-ktor-client	1.1.5.df85431		6e990dac857a2432b1e4a3b94cd809ff822e603f
no.nav.helse	dusseldorf-ktor-client	1.2.0.5e7a0f3		b9326a06b6a688630a16094b9393f2c78e46f36c
no.nav.helse	dusseldorf-ktor-client	1.2.1.26ae0ac		dda9ac1dc2a964f3262687282728c9e17aa2d0ae
no.nav.helse	dusseldorf-ktor-client	1.2.1.3a5adcc		fdf7be1543556b1ec0f6430c1925fe7e5d64cd9c
no.nav.helse	dusseldorf-ktor-client	1.2.1.65ce328		d0c6bbd249ed844846021d961ac1154dddba650f
no.nav.helse	dusseldorf-ktor-client	1.2.1.7cbc5fc		3dac8a344b13f8846b916d8a4c3c4e2eba9ab07b
no.nav.helse	dusseldorf-ktor-client	1.2.1.7e2de6f		a1615567844499dd2e2ee87e92a4308c2fc7cb5c
no.nav.helse	dusseldorf-ktor-client	1.2.1.8edfbd2		993455f88ab493151e49a60fb6772738af21ac53
no.nav.helse	dusseldorf-ktor-client	1.2.1.9caf265		7f44ca363dc63e7acde9e4646346411c3776e59f
no.nav.helse	dusseldorf-ktor-client	1.2.1.d8bbb4b		39e9c8e4bfb19fb9377148400363b895d2e0db34
no.nav.helse	dusseldorf-ktor-client	1.2.1.dbfcccb		1b1c937e2b1ea67e168a8bcd5278b9f3b760deb5
no.nav.helse	dusseldorf-ktor-client	1.2.1.f107aa7		b76f8116dd068debb40b80ab468a939dda67f9d0
no.nav.helse	dusseldorf-ktor-client	1.2.2.66322b2		f48b353b72acb543fa3f15eeb0ee3012f1ba2389
no.nav.helse	dusseldorf-ktor-client	1.2.2.8f413ad		2e3edcdfaf5b79ec8b2dceea8027a6a381f2e00e
no.nav.helse	dusseldorf-ktor-client	1.2.2.a0b6647		2161d0f9ce4d756777c1a39d39feec445ac6fe0b
no.nav.helse	dusseldorf-ktor-client	1.2.2.a2901ac		4afc7289b95fc71768945ab466fb42f0c91c3b57
no.nav.helse	dusseldorf-ktor-client	1.2.2.ee47851		12769564c8a225cbcfa557590776b9899e8e051e
no.nav.helse	dusseldorf-ktor-client	1.2.2.fb2a0af		81641df91476143d28ab994d73654abbdc6b1bf5
no.nav.helse	dusseldorf-ktor-client	1.2.3.5379667		8a8b9c94c2af4139f53d76377f40e2821d55e1df
no.nav.helse	dusseldorf-ktor-client	1.2.3.664b246		230fda7993ab472cc31cdf6bb96cc1e9a2f1d957
no.nav.helse	dusseldorf-ktor-client	1.2.3.b45ba92		e78ce855a89b4246eade2c52dd580d67b38ec4ca
no.nav.helse	dusseldorf-ktor-client	1.2.3.c240eba		4decbb12ed6d04a707008fbb1ff625db4fb4d4e3
no.nav.helse	dusseldorf-ktor-client	1.2.3.ec226d3		7e8d31221dfa8a2296c9c3f6a984291093bcc555
no.nav.helse	dusseldorf-ktor-client	1.2.4.97e227b		fe2b30ebdf712e94b4f7c39539ccd6e83adbd97a
no.nav.helse	dusseldorf-ktor-client	1.2.4.ea423d4		2bc0649635efa7af73358c5d9aba4c5ce9def251
no.nav.helse	dusseldorf-ktor-client	1.2.5.4fa349a		fb3dd02405d782a20596844909472364243a10fd
no.nav.helse	dusseldorf-ktor-client	1.2.5.b695602		78537f665a4c12400089c994a1a1371203414d8a
org.apache.batchee	batchee-ee6	0.2-incubating		f95e007b86584043a12cf886c28db9d567db35c9
org.apache.batchee	batchee-ee6	0.3-incubating		19232e258a21cefbb65aceab5e950520e63bf6ef
org.apache.batchee	batchee-ee6	0.4-incubating		fc46ed5aa36245f612fa6695ddc2bfc3f59704ac
org.apache.batchee	batchee-ee6	0.5-incubating		c2272e5b703ad9bf6aed9fc442e64e945f1ac465
org.apache.batchee	batchee-ee6	0.6		5df05e8e8fdf94cfecb508c4b7cf878e924f97f0
org.apache.batchee	batchee-ee6	1.0.0		a2e4694e265e9d43725a44dd49ddafa615c159d3
org.apache.batchee	batchee-ee6	1.0.1		de2a1f1e8c8a0b810b78ca2b8b071b22f6ddc6bd
org.apache.batchee	batchee-ee6	1.0.2		bb1fb410a8c2ea8797cd63118bc00dcbea68108e
org.apache.batchee	batchee-ee6	1.0.3		d5b911816d2b68c94c3cd3c501a77fbc6298b5d8
org.apache.batchee	batchee-ee6	1.0.4		f94af8e57b87c43c009ef105d67741e0ea7d3fc2
org.apache.camel	camel-scr	2.15.0		03bf4ad4cfc1af09c8a80f8e2f8d611174be1787
org.apache.camel	camel-scr	2.15.1		c8d91c231781007c77deb38a88318b3c04366c1c
org.apache.camel	camel-scr	2.15.2		84580eeec2a88e3b3d9c29e88707f45e2bb0dcc0
org.apache.camel	camel-scr	2.15.3		958fedc569415551946b95add367ef1e29b269fe
org.apache.camel	camel-scr	2.15.4		bf82b4c7fcc308ee2dc9e6497d64cc6bebfbf510
org.apache.camel	camel-scr	2.15.5		42d43cec7e819c8e2b4b7ec55923e5d815c1f457
org.apache.camel	camel-scr	2.15.6		3bc095201ff25922551343309457900f63a965c3
org.apache.camel	camel-scr	2.16.0		c0beb302c158da5f2443111b9f6f49dac323d06a
org.apache.camel	camel-scr	2.16.1		1f5f79f242b6562ab8b9634ec9c36524bd6113ab
org.apache.camel	camel-scr	2.16.2		926d82a01c18783c65e034ade747ae840727964e
org.apache.camel	camel-scr	2.16.3		b711bf1d8521dc959ff07ed243e2b62aa0b90957
org.apache.camel	camel-scr	2.16.4		550d510e5a3490541663c5a58ad9125f9623ab12
org.apache.camel	camel-scr	2.16.5		2c76a8dd046b2159dc802aac761a1f057496a617
org.apache.camel	camel-scr	2.17.0		eaa8203090cb83896b6b7d4410b48f05f507ac90
org.apache.camel	camel-scr	2.17.1		1ea96cdb3a0a5b5178d5251ec5c0cc0ca351f00a
org.apache.camel	camel-scr	2.17.2		30cfa06d12d257807e01cf6aea5783f2de004d2b
org.apache.camel	camel-scr	2.17.3		516fe241ccf8b321d3231a239316570e21f29ba3
org.apache.camel	camel-scr	2.17.4		6d6c936ac6ac9dfe65f83020a1c8ed6bf0873c0a
org.apache.camel	camel-scr	2.17.5		047b6814da7ff69dc688c7483b16b171f3eb66dd
org.apache.camel	camel-scr	2.17.6		09534f67f3f22d925b8e7b385b38ec477cbd554f
org.apache.camel	camel-scr	2.17.7		cb86b8aa6a169db42309d3d3d199e4479b9b29e2
org.apache.camel	camel-scr	2.18.0		6776d42e17717ad8866130b56bfbfbd32dc2c24b
org.apache.camel	camel-scr	2.18.1		4967642055b5bf01bb8a128e399829ad50dcc7c7
org.apache.camel	camel-scr	2.18.2		00fbf152bd0918388372057c8c39b57892d936d3
org.apache.camel	camel-scr	2.18.3		1c7f406fa174c185e4f3e70cec4e93348e90c798
org.apache.camel	camel-scr	2.18.4		4723da7babf99e79acb1409bcf3ce87b6099bc11
org.apache.camel	camel-scr	2.18.5		1d8688b4a3612c968c65e553bf3977e608a27127
org.apache.camel	camel-scr	2.19.0		3d5c73b055f7f5b9c5ab22a9343d29a155af1cff
org.apache.camel	camel-scr	2.19.1		6daf5daa581ce4c421fd12c95190ef14905a7946
org.apache.camel	camel-scr	2.19.2		f7f944e7fb6a5ad32d7bc888861756b157ec157d
org.apache.camel	camel-scr	2.19.3		f7c339053e14d4aced2b04d9aa67b6fa9c46e8df
org.apache.camel	camel-scr	2.19.4		cb25051587618de00af51dc5d3eef772c49c40a6
org.apache.camel	camel-scr	2.19.5		e43e91cd56d735abbff61659d3aa77cd9648f1fd
org.apache.camel	camel-scr	2.20.0		830e343eacacf608ae0c1f6d0d60c41e0c647e4d
org.apache.camel	camel-scr	2.20.1		dfe445a414e5c53bf223bc1c7b46fb100c6885f2
org.apache.camel	camel-scr	2.20.2		4da06f54933148e8c3a01b3b4b0b23e4e53300e1
org.apache.camel	camel-scr	2.20.3		1cdaf94654c3630938827dcc181fcdc547eceec6
org.apache.camel	camel-scr	2.20.4		90f664d6e0cf8ccd791ec393a247edeedded7d45
org.apache.camel	camel-scr	2.21.0		b6e4abfc90f11bbcd5c5d925f8ae1a39e6ccf862
org.apache.camel	camel-scr	2.21.1		b771ea137fc6a204d38e5f39a575bafcef07739c
org.apache.camel	camel-scr	2.21.2		5d6ad4c4c0a8388dbf036e563cf6552f87d428d2
org.apache.camel	camel-scr	2.21.3		33fcc1bd4fcd346f8faac41e570debc4b3de0e09
org.apache.camel	camel-scr	2.21.4		de8f746a0ca34b750e4e465729070592ec8c7e91
org.apache.camel	camel-scr	2.21.5		af989d89117042be639ad7ee5a9afd2d11a2bae6
org.apache.camel	camel-scr	2.22.0		f63871e1d6cce4205d9b67e0641990f5cf0ad7bc
