be.atbash.ee.security.octopus.opinionated	jsf	0.6		N/A
io.github.vigoo	zio-aws-glue_2.13	3.17.104.3		f8e1442071531248cc82a63e510ac8e812790ec9
io.github.vigoo	zio-aws-glue_2.13	3.17.104.4		b3a13d82e5c4c97c4a6c106383c40acdad6762a3
io.github.vigoo	zio-aws-glue_2.13	3.17.104.5		426845fd6c888d135dd8b81b43a9305f8770dda4
io.github.vigoo	zio-aws-glue_2.13	3.17.104.7		de106529f801d5b7167678da8abf401f64c7e757
io.github.vigoo	zio-aws-glue_2.13	3.17.11.1		a98138c6258b04767a987dc5dbe314780336efb3
io.github.vigoo	zio-aws-glue_2.13	3.17.12.1		e4a6674da12a1f7c5f1b751a923ec27d242ccd7a
io.github.vigoo	zio-aws-glue_2.13	3.17.12.2		57ec9adb28218290c67b3c18ba06aa582520efcc
io.github.vigoo	zio-aws-glue_2.13	3.17.12.3		8d8754ab28f7f7a82e684090995dc675cd122264
io.github.vigoo	zio-aws-glue_2.13	3.17.19.1		64fbfb2105d7230ca8b11fb4ad36fde96059e31b
io.github.vigoo	zio-aws-glue_2.13	3.17.2.1		1da7d0580122faa8bd091552813d9cf51123f850
io.github.vigoo	zio-aws-glue_2.13	3.17.20.1		29b511bf67bbd32ca2c3a7f2edb2b7adde9ebe51
io.github.vigoo	zio-aws-glue_2.13	3.17.21.1		f3cefc806413050e0d68b8e71ac6beadf8e877f8
io.github.vigoo	zio-aws-glue_2.13	3.17.21.2		550e8d05e15276b458ca0e4ebc7650b12a8eeb5c
io.github.vigoo	zio-aws-glue_2.13	3.17.22.1		36a7fcaeb68c9856090ea9be8a8d2bf90843f707
io.github.vigoo	zio-aws-glue_2.13	3.17.23.1		fc1a3ac52a9f45fa15a516bf85e35b2e1f0958fd
io.github.vigoo	zio-aws-glue_2.13	3.17.24.1		c38feba0f96e23c4ada4ef13c206ee99302a477a
io.github.vigoo	zio-aws-glue_2.13	3.17.24.2		d180b47a723950c0619f512e39ff6f26f50d0058
io.github.vigoo	zio-aws-glue_2.13	3.17.25.1		b49e3679cfe24e26437377e598457add807d9d27
io.github.vigoo	zio-aws-glue_2.13	3.17.26.1		8173460b72f28e124584201cbd475bd5ace22f12
io.github.vigoo	zio-aws-glue_2.13	3.17.26.2		5432cdb6c2a55b12fac6489f14d8980999c36f13
io.github.vigoo	zio-aws-glue_2.13	3.17.27.1		724c6c4c06b20dabbc4ad18a1fd0131dc1929d19
io.github.vigoo	zio-aws-glue_2.13	3.17.27.2		594c24070d279eae55fc7a48cb637d1bc630307e
io.github.vigoo	zio-aws-glue_2.13	3.17.29.1		3771d18facda57eb560216d91aa45ac6192a9352
io.github.vigoo	zio-aws-glue_2.13	3.17.30.1		08faa5ada805678094086e6281f0ec487f1c9e35
io.github.vigoo	zio-aws-glue_2.13	3.17.31.1		6148f3412097c719e5ef02be02a59a16ba1b15a4
io.github.vigoo	zio-aws-glue_2.13	3.17.31.2		86a6bdda87f809f5a04963db78dd37821646f012
io.github.vigoo	zio-aws-glue_2.13	3.17.33.1		5b24d44ba793bc923db8d72bf90dae88905888d6
io.github.vigoo	zio-aws-glue_2.13	3.17.34.1		b491228f5581bb8c9dd1d8d7fae4ae170a949ad7
io.github.vigoo	zio-aws-glue_2.13	3.17.35.1		b626ef25b2da2a35ae534ab4b0f314ec6880ecfc
io.github.vigoo	zio-aws-glue_2.13	3.17.36.1		bda8c40c070db31940825f34223b0b23a3b81392
io.github.vigoo	zio-aws-glue_2.13	3.17.37.1		6c76346972abf047156e57a33b4b4fddaa37b655
io.github.vigoo	zio-aws-glue_2.13	3.17.38.1		77d121110b19ecfe4f6967c30c0282e0d33db9e7
io.github.vigoo	zio-aws-glue_2.13	3.17.39.1		e5f19b88ccfe9e121950ba0943e0e3e153fa8dfd
io.github.vigoo	zio-aws-glue_2.13	3.17.40.1		f03c8480a3ad4a42f6affa4f81296ca953a0967d
io.github.vigoo	zio-aws-glue_2.13	3.17.41.1		b1e42355eeb7b511770fb65338ebe479d115c9db
io.github.vigoo	zio-aws-glue_2.13	3.17.41.2		7d9fa1c643084382bbe7199eae85f907844fc417
io.github.vigoo	zio-aws-glue_2.13	3.17.42.1		8949b98ebdec6f82e23e365a7347457b14b92dc4
io.github.vigoo	zio-aws-glue_2.13	3.17.42.2		34f5d7fc842554927443dbc88b544c792efd343f
io.github.vigoo	zio-aws-glue_2.13	3.17.42.3		29a16077aae2fc7747665dc50172ee898bf92477
io.github.vigoo	zio-aws-glue_2.13	3.17.42.4		d7c8a59fb2efb67d2df0140a71c0a7a09bcefb1f
io.github.vigoo	zio-aws-glue_2.13	3.17.42.5		77ea509e536a0dd7d96192a0f07e9ebed0298f75
io.github.vigoo	zio-aws-glue_2.13	3.17.42.6		75d95edcebd3b294097562d09defa6a2ccb7e6cc
io.github.vigoo	zio-aws-glue_2.13	3.17.42.7		1559b1f8e129798bf56d5d9d7277154b0bdd1968
io.github.vigoo	zio-aws-glue_2.13	3.17.42.8		f3e577339e2fd88fcdd0bd82b4607f0ad3ec5522
io.github.vigoo	zio-aws-glue_2.13	3.17.42.9		f1b5d0c0b1424c3a87bef2fa2e33df206c9b1bef
io.github.vigoo	zio-aws-glue_2.13	3.17.5.1		7b2e89f3e60db24f30465421cca1ba33a01ded76
io.github.vigoo	zio-aws-glue_2.13	3.17.56.1		bdc149fcc88c7728b7d8a4ca3c855adf5c4c2ede
io.github.vigoo	zio-aws-glue_2.13	3.17.57.1		cc817ae8e867259453894b9ec53264d575688a30
io.github.vigoo	zio-aws-glue_2.13	3.17.57.2		5e12c8c1fc78ebd945c1d87c7ab20c8723881604
io.github.vigoo	zio-aws-glue_2.13	3.17.58.1		2b34302499ea7cf69698790ac606a54e9fce6c9b
io.github.vigoo	zio-aws-glue_2.13	3.17.59.1		8efebbef551ef7c9a737ee277ed6750b5847fde6
io.github.vigoo	zio-aws-glue_2.13	3.17.61.1		2c92204c243eefc0a9fc3205b2cfc9e6dfdbfd48
io.github.vigoo	zio-aws-glue_2.13	3.17.61.2		9f2b22616c276c72640e587d8ca2d37be764981e
io.github.vigoo	zio-aws-glue_2.13	3.17.62.1		ee0bd5b123cd0afae45bb1af0cbcad3ec44f5799
io.github.vigoo	zio-aws-glue_2.13	3.17.63.1		7bf213953d5a9a6ac62499085d3817c3b6931393
io.github.vigoo	zio-aws-glue_2.13	3.17.63.2		4f56f88879726eb6e49ed60fddd0d601a6727d7d
io.github.vigoo	zio-aws-glue_2.13	3.17.64.1		705cd0ee338fd147b1644b36309a9cd6b8d3f3aa
io.github.vigoo	zio-aws-glue_2.13	3.17.65.1		84c0793ac9401909d4990a27228e194522d065c6
io.github.vigoo	zio-aws-glue_2.13	3.17.68.1		42a77806ec97fc6b232a357934fbf667c6f61fdc
io.github.vigoo	zio-aws-glue_2.13	3.17.70.1		923686ad769c861423004e449774e11d81dd72e6
io.github.vigoo	zio-aws-glue_2.13	3.17.71.1		f4f8a14298235ef847ccd683d40ceaff528e760a
io.github.vigoo	zio-aws-glue_2.13	3.17.71.2		9119ebe8da62e45f9f0bfc24c2290a04a8e498b0
io.github.vigoo	zio-aws-glue_2.13	3.17.71.3		6ef2c18c84db0940560caa1dc514a3fa76aa8c0c
io.github.vigoo	zio-aws-glue_2.13	3.17.74.1		6c0ee694b52e6317a34da48550f3a46b0ac51f84
io.github.vigoo	zio-aws-glue_2.13	3.17.75.1		5b4e48099eb14cdf3935643486732047b96713e3
io.github.vigoo	zio-aws-glue_2.13	3.17.76.1		a1687408d8dc681488c762b801f2f9464b9b6b01
io.github.vigoo	zio-aws-glue_2.13	3.17.77.1		3be4a916d52dfedc75933c649c543a32aa228816
io.github.vigoo	zio-aws-glue_2.13	3.17.78.1		19e2faa6514ce6dce6534f6ac906a7f47cf86d78
io.github.vigoo	zio-aws-glue_2.13	3.17.79.1		915575d8bb81295799776a70e82b3c5221dc7966
io.github.vigoo	zio-aws-glue_2.13	3.17.8.1		a73c4cf429ee5ab1e6f6c028a6cd3d591900281f
io.github.vigoo	zio-aws-glue_2.13	3.17.8.2		90f84b76cbbed3b262533558375e070ef6b15f1c
io.github.vigoo	zio-aws-glue_2.13	3.17.8.3		6baff490919a2079d24a9c8edbf30e091281d683
io.github.vigoo	zio-aws-glue_2.13	3.17.8.4		106cb11a362d929fd7ffb81618719a53e53119d0
io.github.vigoo	zio-aws-glue_2.13	3.17.8.5		4f5bca6c6f4a07eae83597ba9591d47cfdff10d5
io.github.vigoo	zio-aws-glue_2.13	3.17.80.1		d4abeaaeab6f846da839066f85c99d9ac1ec84c5
io.github.vigoo	zio-aws-glue_2.13	3.17.81.1		cc7898ffac37d3449d0260f9f0d2c02b3cfddc2f
io.github.vigoo	zio-aws-glue_2.13	3.17.87.2		8550c11e75de69d07148ca871d51b57d72395d42
io.github.vigoo	zio-aws-glue_2.13	3.17.88.1		66469cb02567207fd7c8b2cb45a0a7c028f442fb
io.github.vigoo	zio-aws-glue_2.13	3.17.9.1		7437115113d9ff9dc784d51e95ee823958801eb8
io.github.vigoo	zio-aws-glue_2.13	3.17.90.1		b031cb9e43714abe7364bcb56dd0ce1467355e22
io.github.vigoo	zio-aws-glue_2.13	3.17.94.1		6758ada1558986ffb9c28a806f6b2de60691059d
io.github.vigoo	zio-aws-glue_2.13	3.17.94.2		dce07d0aba6da7ef6155d2b11bdc79eec2f8fc89
io.github.vigoo	zio-aws-glue_2.13	3.17.97.1		bee0b490e783fe344707ac62bc62ff9332cc9a3e
io.github.vigoo	zio-aws-glue_2.13	3.17.98.1		31d2ecb6765a0038c44fb5179b8ae4b067ee42a9
io.github.vigoo	zio-aws-glue_2.13	3.17.99.1		6c21ac4df3aab6219fdeb1ce4b75e484ee4c47f6
io.github.vigoo	zio-aws-glue_2.13	4.0.2		41cd03b7ea17a4a7f86ff95bc0f6b1994c95aae2
io.github.vigoo	zio-aws-glue_2.13	4.0.4		18616ffb14ed82f6b1cbc2af8edc6c3ac51dd133
io.github.vigoo	zio-aws-glue_2.13	4.0.5		f9d2775a63a8142a391033bd9fa434e06c174b7b
io.github.vigoo	zio-aws-glue_2.13	4.17.104.1		4c21af6d3eda33eea41549c3b15ea6ae1af10676
io.github.vigoo	zio-aws-glue_2.13	4.17.104.2		dbd6c25cc7647681bd578280bf9b6b57e71cb272
io.github.vigoo	zio-aws-glue_2.13	4.17.280.4		868de7e99bb56f0f29aa626ee7bcc34a2c523bc2
io.github.xezzon	geom-spring-boot-starter	0.1.1		ed0b7db180c119cc9fda5fb629d900985973f418
io.github.xezzon	geom-spring-boot-starter	0.2.0		3555b1846b389f031991a970ce37bfd0cb5560aa
io.github.xezzon	geom-spring-boot-starter	0.2.1		f06742eb730dc60209ac9db089b916a513aa2104
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.0.0		8100a3e331f2f3eccb53c680fc13c7aaa79dbc55
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.0.0-M1		d8711891530063c90ed63f14f57192f96a9a281a
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.0.0-M2		a38f2ac2f6bac4888a935bbcb7931b03d07ecba0
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.0.0-RC1		e81982e9600a8b3c1f1ab348a171a5cd623619f1
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.0.0-RC2		bcf9d3b96a308774d99e713b4a6aa8b05273d1ce
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.0.1		3f919ee2cde6205f468e3dd1ea7679ac12b9ced6
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.0.10		9d2024b8924f2f470d925d7ec5ec1e251b8918a7
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.0.11		f97fa502686cab435d910e18605911e9d2e6d8f4
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.0.12		bfb9289f218c1107cd2d72bcca31166f14610a4b
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.0.2		a3ae47cb110c9b7992d4f7c3205bc800a943576f
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.0.3		c25664dd7d6f53cadfbd0c16819c5a2a1b9bae07
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.0.4		2700163a103a0354606260697e49c74282cf3c17
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.0.5		0c0c7a753bd2fe2819636780a508fa8f61561309
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.0.6		e3e8777de1a7978196b874ab62de76af98404dc1
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.0.7		3b851be799e41df40ec0164384da923577c9e55a
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.0.8		8cd6773487253db4f9eedb86163460978b0ca5e5
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.0.9		e862a8e64657c8d3ec97610d0e3b2d47a838db70
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.1.0		7f2b2397ebe89f2845692ef9bb73c94ada895d2c
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.1.1		cac63643ea703b9d1d1abc0ba256c34de3b4cafb
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.1.2		907c45cd26b94f574a9593855438d0580b175e51
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.1.3		d088e1b0bebaeee9afecc342a19a94f6c631079f
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.1.4		c49797f750b5ea5a8cf0b26e87fd73ea79f07acd
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.1.5		1b622f6baec9d3a0a452228062cc6aab4008cc0e
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.1.6		dc04229a273613564555b9a71034a12c5e28446c
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.1.7		6775b740eabc00a0c58f83e60f7e11a48e7de66b
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.2.0		7b1b9e5d54b9305081eea827cdd20e86057fea5a
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.2.1		9279d6a211db1b33829ab68ac865c652a6bb41fe
io.helidon.common.processor	helidon-common-processor-helidon-copyright	4.2.2		2e6a393376259c1b18cff56c8d0d3e950d933654
io.jstach	jstachio-spring	0.10.0		c1e406106f1ab3db5700b25835c2f3fe21dd3cb4
io.jstach	jstachio-spring	0.10.1		d7ee08678d7f5ed49e8dd34191f1d8f942339e96
io.jstach	jstachio-spring	0.11.0		be96ec11179aa571bda1924152c379d6e8f3460a
io.jstach	jstachio-spring	0.11.1		49c799f65b6a27439e3de6721a99fba73ff29680
io.jstach	jstachio-spring	0.12.0		38b9ff90969ab4d9b85346dd7273889cfa34eb7b
io.jstach	jstachio-spring	0.13.0		24709414f7b027cb215845792fdd2aba00081738
io.jstach	jstachio-spring	0.14.0		70f0ab5cd7d3d9207c6cd6183429d9248b10d799
io.jstach	jstachio-spring	0.15.0		e00271711f0d5e761c8412f5bb7c8faf6beda4a3
io.jstach	jstachio-spring	0.16.0		508a742f7a736b8354c747eb204935a07d257663
io.jstach	jstachio-spring	0.17.0		33331113512404c39f4630fc3ef96a6208037ddc
io.jstach	jstachio-spring	0.18.0		60205bb3e859b69a547a6178c48902ec6ae55b62
io.jstach	jstachio-spring	0.19.0		4d8c9c986047e95d1e33c91d299f2e672a6dd5b8
io.jstach	jstachio-spring	0.8.0		c46ecc656a604ec4d9861ba1c2c7f35f7f505131
io.jstach	jstachio-spring	0.8.1		853c53b7d6aa96bfb86dd903fdcd6cc7541c1deb
io.jstach	jstachio-spring	0.9.0		81d90f9cfaa6eecc2919e7ef7970f40cff3c647f
io.jstach	jstachio-spring	0.9.1		012238a495923b00b8b47931f3d7a93a650dab4c
io.jstach	jstachio-spring	0.9.2		f955bb7de9e18fc0665f04a924cec43835625e0e
io.jstach	jstachio-spring	0.9.3		ec8663035101e53e71d88b80cd96da1d1ac16c6f
io.jstach	jstachio-spring	1.0.0		97a793578e2f7a5ac6841739612bb8269607c594
io.jstach	jstachio-spring	1.0.1		b944d0a8c34ecd1136e420db5be8668a3b9c0c64
io.jstach	jstachio-spring	1.1.0		bf5ecddb81cb1a6aacf7908a7ae31f96782d38ed
io.jstach	jstachio-spring	1.1.1		f30d7ea730d52f214e81da9815c0e2942768d135
io.jstach	jstachio-spring	1.2.0		342a7ce16334d812203ffae4cc9501bb3284ffc9
io.jstach	jstachio-spring	1.2.1		d6d9bfdfe9642ff264959ac318d4f292449bb0e0
io.jstach	jstachio-spring	1.3.0		c68a3bc4535639d684674ec0ff5a818de0400d39
io.jstach	jstachio-spring	1.3.1		c6fb58f9f88d417dddfa4b1980c6f3ab9b8c2166
io.jstach	jstachio-spring	1.3.2		ab08fcab127485727f7d0a537a6b0c18fbad8f99
io.jstach	jstachio-spring	1.3.3		ca4d826b3079b4ac7d381a3389fe1140c0af545a
io.jstach	jstachio-spring	1.3.4		2a4f810c13ddc06454e875f40720287e4cab6bfe
io.jstach	jstachio-spring	1.3.5		47fd8f6a64ddf4309119889c26003833b8beba2a
io.jstach	jstachio-spring	1.3.6		342c8ea7e7ce400cd10d763d1770a5d8dcafc7d7
io.jstach	jstachio-spring	1.3.7		f17535b7df3dc89226c4b5d6423673dfdc5c2e56
io.scalajs.npm	angular-bundle_sjs0.6_2.12	0.3.0.7		3358f93e7783298030ea000af693b8ec039197af
io.scalajs.npm	angular-bundle_sjs0.6_2.12	0.4.0		de031fc81e5969a098070e6e72fb21994225202d
io.scalajs.npm	angular-bundle_sjs0.6_2.12	0.4.0-pre1		147d58857703cf1f31475bf95ebdcdc0d84ac5b3
io.scalajs.npm	angular-bundle_sjs0.6_2.12	0.4.0-pre2		a7a613ecc25e8d5e6e1c80e36ded844d3ceda719
io.scalajs.npm	angular-bundle_sjs0.6_2.12	0.4.0-pre3		e5b5a26c5526da7ad186f93aea5e15bf2e543168
io.scalajs.npm	angular-bundle_sjs0.6_2.12	0.4.0-pre4		6cc940700a920c290a1880e10e4a9f21445fa48d
io.scalajs.npm	angular-bundle_sjs0.6_2.12	0.4.0-pre5		c6875f94a4213e345c2d70a6fc7631cc9b90dae4
io.scalajs.npm	angular-bundle_sjs0.6_2.12	0.4.1		9484d2aff45716dce9a6921a14db52cb8cabf0c4
io.scalajs.npm	angular-bundle_sjs0.6_2.12	0.4.2		96c0efae3b807ca68800d51e5843876220b9c432
io.scalajs.npm	angular-bundle_sjs0.6_2.12	1.6.3-1		77be69fae94981117bb70117cbc68dcd6e01251e
io.telereso.kmp.sqldelight	coroutines-extensions-macosarm64	2.1.0-wasm-no-op.4		N/A
io.telereso.kmp.sqldelight	coroutines-extensions-macosarm64	2.1.0-wasm-no-op.4	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.virtdata	virtdata-lib-basics	1.2.10		cd8a0b2e3735a9624d100bc2d8ca3b41f46a2d73
io.virtdata	virtdata-lib-basics	1.2.11		b3e79f472f09f450af9d517f178174cc357ff72c
io.virtdata	virtdata-lib-basics	1.2.12		3aea204a212d5ff11ba3ac0e7a64cff18e342767
io.virtdata	virtdata-lib-basics	1.2.13		b0a2d773600824c768a8309e2402db06b9737580
io.virtdata	virtdata-lib-basics	1.2.14		a173303807cefba467d9ff6852e3d7cab5181617
io.virtdata	virtdata-lib-basics	1.2.15		b54f6ed23b9fc86f0122eda1754a91df97c0671b
io.virtdata	virtdata-lib-basics	1.2.16		c572c680148b920eba7b769a5927adec687793c8
io.virtdata	virtdata-lib-basics	1.2.17		f4b7201ef2331d6e44268363af392763c4880aea
io.virtdata	virtdata-lib-basics	1.2.18		d9979f044f2971ee7375c159b9fcb85ce4b3d061
io.virtdata	virtdata-lib-basics	1.2.19		e3ffa313346f913a4cfa73068bd4490ecf4ddb83
io.virtdata	virtdata-lib-basics	1.2.2		7cb3a4f87ecb2ce988532c04e9726ec04bd8175a
io.virtdata	virtdata-lib-basics	1.2.20		947794518a014f183953cc0365913221d9613a42
io.virtdata	virtdata-lib-basics	1.2.22		76cda7c5d5d75d6453f80584195c4ee6a5cef298
io.virtdata	virtdata-lib-basics	1.2.23		76cc33ef8d23768698f26bf4f352b8eb0fbc93d9
io.virtdata	virtdata-lib-basics	1.2.24		cfceed5cdd8703d4b6ca9475fc86aec3443d54b6
io.virtdata	virtdata-lib-basics	1.2.25		5789c23c7699d03e2d6e3bba405a3891ca2a4026
io.virtdata	virtdata-lib-basics	1.2.26		226940b3974179b550b8a78bc5ffdc8a2c72636b
io.virtdata	virtdata-lib-basics	1.2.27		5def41ad626e1bfa602dd12de39ee5a8477716c1
io.virtdata	virtdata-lib-basics	1.2.28		efcf5d262b33ddca074d7df2c616838416ff5cd7
io.virtdata	virtdata-lib-basics	1.2.29		5340aacbb3058dd628d6a96243a73ec6c9a0fd7d
io.virtdata	virtdata-lib-basics	1.2.3		0b04eb9d0f56bab5d39a90c944b010db231fd1f3
io.virtdata	virtdata-lib-basics	1.2.30		428cc6cb15796ac94a9474ba266b4e9ad6307e91
io.virtdata	virtdata-lib-basics	1.2.31		7755948595dc3e40e955c81d9f7c6ead6d561e5c
io.virtdata	virtdata-lib-basics	1.2.32		96b5969386c9b19d428f4a40b8e3f501c97d1b0a
io.virtdata	virtdata-lib-basics	1.2.33		93660e9f0a5f23405702bc83d05417bdeae55978
io.virtdata	virtdata-lib-basics	1.2.34		2c6e40110b62c5b0d894687d09ba01db2399d421
io.virtdata	virtdata-lib-basics	1.2.35		700eb1fe2371ddbf65b61cb03900be02c8c4a1f2
io.virtdata	virtdata-lib-basics	1.2.36		6fd61d3feb1c51609672fc7d7bd7929f3755fdbf
io.virtdata	virtdata-lib-basics	1.2.37		ffe9c7dad86a75b66f84c4eee59954c825934656
io.virtdata	virtdata-lib-basics	1.2.38		d5c9ca4c646a41adfd00956d8d863c5dc18544d4
io.virtdata	virtdata-lib-basics	1.2.4		95ef587711f02b0316d20bf1b3f6cf4d90cee397
io.virtdata	virtdata-lib-basics	1.2.7		761ab5b1c6bd7e6bdedb9c83b874eee76d111345
io.virtdata	virtdata-lib-basics	1.2.9		033f3c53ae0685516203f951d4db033a3c1c44c2
io.virtdata	virtdata-lib-basics	2.11.03		2d575898ceb419fa5302fbd293797a1b3474be9e
io.virtdata	virtdata-lib-basics	2.11.04		f017608657b690a7a52d8ae028c46dd4e43dc627
io.virtdata	virtdata-lib-basics	2.11.05		cbb32a042c3762bec15e2afb4b960048b00786f4
io.virtdata	virtdata-lib-basics	2.11.06		9419b9ce5974048b2beac2e0892ded0f29668823
io.virtdata	virtdata-lib-basics	2.11.07		9df829e224ed9819880750c20476ab0acee1e769
io.virtdata	virtdata-lib-basics	2.11.08		511e46cc7a59637c93a6ea76541e421f5264784e
io.virtdata	virtdata-lib-basics	2.11.09		acc7fb19e4a215353346e4918bae3fba0701fac7
io.virtdata	virtdata-lib-basics	2.11.10		44e2dafad53d415f2590fe01c4a23389a8764626
io.virtdata	virtdata-lib-basics	2.11.11		dc8c11c76ddf5b88b5cecf89a8d219fc338ac9a0
io.virtdata	virtdata-lib-basics	2.11.12		55ad944e2b7dd629a97a682f041fff50e3808fca
io.virtdata	virtdata-lib-basics	2.11.13		298a079f04a5c7304f80b7882aefcf13f715d0b3
io.virtdata	virtdata-lib-basics	2.11.14		4d73ccff00fba593298bcbbb88da184b80660a17
io.virtdata	virtdata-lib-basics	2.11.15		74fea312d8b01a91928e1320d3cb309b99dfa55c
io.virtdata	virtdata-lib-basics	2.11.16		1a800d451c862c84c9a1029335a1e3e6cd0be4df
io.virtdata	virtdata-lib-basics	2.11.17		90d6f155919f13408710ae80a12c57e83f933fc0
io.virtdata	virtdata-lib-basics	2.11.18		72d5e059ad897ced50880984c82c38cba68e2979
io.virtdata	virtdata-lib-basics	2.11.19		b57845679dd016995e44dd3c9c85a92987dd9600
io.virtdata	virtdata-lib-basics	2.11.20		5fa38462e506a8f3a0d54e61da2d4bbfea24096d
io.virtdata	virtdata-lib-basics	2.11.21		727fa4c521764aafe0c7da4b812a6ef8c69d0bd4
io.virtdata	virtdata-lib-basics	2.11.22		3ea164578a5202ce2a311d79110745231cdcc4ba
io.virtdata	virtdata-lib-basics	2.11.23		9cc3f06bd16eb1f1acf152336cd3fc982fb34e13
io.virtdata	virtdata-lib-basics	2.11.24		98e2350ee8920475d1a2384fbac1663f051150a9
io.virtdata	virtdata-lib-basics	2.11.25		4aebd64844a7585a0aad1eec0ce0df7e515b0638
io.virtdata	virtdata-lib-basics	2.11.27		7f373edee0a5d64fd458b4817a69161f1652bd2d
io.virtdata	virtdata-lib-basics	2.11.28		57f4cafb8b3dc1bc4b8e9d89038c6caa327b0bbb
io.virtdata	virtdata-lib-basics	2.11.29		81a71019fe7935decce2d6ec675fb5c240cbdd58
io.virtdata	virtdata-lib-basics	2.11.30		bf847768db9cd212dbec8d6a58986e20229e3a66
io.virtdata	virtdata-lib-basics	2.11.31		ce2ff6990af36550984e7cb57b325dd14fca8fd1
io.virtdata	virtdata-lib-basics	2.11.32		8c8b1a477dfc60997727ca1f3e5bab14417860c1
io.virtdata	virtdata-lib-basics	2.11.33		d82e92e4093219d52ddc54a0b460feb9640c9de8
io.virtdata	virtdata-lib-basics	2.11.34		785394eb14c34593a8d902e24bca7a13335aed4b
io.virtdata	virtdata-lib-basics	2.11.35		187388d4fd55233950fe22dd616f854d180dc5d4
io.virtdata	virtdata-lib-basics	2.11.36		6773916bd88e5b799b2b41043dc13f1ffb3ede20
io.virtdata	virtdata-lib-basics	2.11.37		272b56e86ea26e0dd59682760ec07902f83898ec
io.virtdata	virtdata-lib-basics	2.11.38		29e0fff50cc38e37bed1e1ed14a038af65e5ba4e
io.virtdata	virtdata-lib-basics	2.11.39		ea847b8a144136d1942318214c52ca099ddbdcc9
io.virtdata	virtdata-lib-basics	2.11.40		720cf927c9a3da205550560d3ee4af62f134b5a7
io.virtdata	virtdata-lib-basics	2.11.41		81036dc4c4b83bed16752325642115f98149eb56
io.virtdata	virtdata-lib-basics	2.11.42		2dac387aa506d60ee40ea0f482f2943cebf478e6
io.virtdata	virtdata-lib-basics	2.11.43		d08813c48aab17a0d0ba0502ab613385bdbacfaa
io.virtdata	virtdata-lib-basics	2.11.45		c3a859d2b4ee70edee41c79f2cfbf11438ba7978
io.virtdata	virtdata-lib-basics	2.11.46		78ff54163e622ff80802e1a334deb7697700420b
io.virtdata	virtdata-lib-basics	2.11.47		1954a092ef4b99de5909657483e570abb0fceb6a
io.virtdata	virtdata-lib-basics	2.12.01		6712d53eceea269e301564e595dc81e9774144d1
io.virtdata	virtdata-lib-basics	2.12.02		9cb65f7b0193ed112c4192f1d7e5ecb4aab875b7
io.virtdata	virtdata-lib-basics	2.12.03		feb433c8f6316fa54199d518a7f82f7ee8ba08f9
io.virtdata	virtdata-lib-basics	2.12.05		fcb320c33a8785edf4a0a3848031e2bb52a9b745
io.virtdata	virtdata-lib-basics	2.12.06		d8dfea78c4b182d9b40cd359444c4ec888645372
io.virtdata	virtdata-lib-basics	2.12.07		7807f9c8b5f8b57082fa0ee79a2bfd1090d0d6aa
io.virtdata	virtdata-lib-basics	2.12.08		ff0dcc2ccff5076cc5fa36ca3ee05a3cab0f31f2
io.virtdata	virtdata-lib-basics	2.12.09		f4515219f67ef763c5773c1d29a3ee60dea28065
io.virtdata	virtdata-lib-basics	2.12.1		b4c265308eebdce769bb3b81a324373dd5b7ea8d
io.virtdata	virtdata-lib-basics	2.12.10		71ef689a2cd8219e575afaeb732a863f107df783
io.virtdata	virtdata-lib-basics	2.12.11		4f7855c972fcaa6fb7f2fd823d7ed3c5be9ac7dd
io.virtdata	virtdata-lib-basics	2.12.12		cc7bd1fc6305251179c164599ab4fe2739b33a25
io.virtdata	virtdata-lib-basics	2.12.14		1620db2a2b9bdfd0664632b9ece9d2b66db8d336
