be.fluid-it.tools.rundeck.plugins	rundeck-httppost-plugin	0.1-1		bd8d9a41cc6010cb114c640033da02c3951c8fdd
com.netflix.evcache	evcache-client	5.12.1		20e22c7d2c058e097e132890fdedbaa049dbbcb1
com.netflix.evcache	evcache-client	5.12.10		f95da5e02be54023c13937dd188bc1d26111dfb9
com.netflix.evcache	evcache-client	5.12.11		ddd96427d027c413377d6c8aec54d93611d87e82
com.netflix.evcache	evcache-client	5.12.12		02addd91fde30a9babab4c6b1a44f1a70c5a8420
com.netflix.evcache	evcache-client	5.12.14		8e14f8721c679a3a425e4f989a54ffe35d6ebeaa
com.netflix.evcache	evcache-client	5.12.15		3bebf210f55457b73c012ff1995ed2747686da85
com.netflix.evcache	evcache-client	5.12.16		65edca9e02384e7253866de796019c790c4315be
com.netflix.evcache	evcache-client	5.12.17		54e2fcfc3b06f44e321c1f8f8c4554252943b4a3
com.netflix.evcache	evcache-client	5.12.18		6926aa1941182c4f8d80db252689fbd64256a097
com.netflix.evcache	evcache-client	5.12.19		08e81f467e5d3b7dfc0c78af4e26d1ae04cabbd0
com.netflix.evcache	evcache-client	5.12.20		7e3a9cb21c5e53d61e61d9e1d10a1df530d8d77e
com.netflix.evcache	evcache-client	5.12.21		2d1d935696ff0ed50dc8d9a07ac3f9588ca41536
com.netflix.evcache	evcache-client	5.12.22		786c7911557df70425bc9ac65650cbb5031dd684
com.netflix.evcache	evcache-client	5.12.23		dbc70fc76383a9202b38063f352a0728f92462ba
com.netflix.evcache	evcache-client	5.12.24		98f2e807d2d7ea5f468f06ee93441672d1f63601
com.netflix.evcache	evcache-client	5.12.25		c5f9f27b23807b0a4d75fda5b219e23b8874bcdc
com.netflix.evcache	evcache-client	5.12.26		6d29fe67ac2cacc3e7a6709c8b0a735ee3188538
com.netflix.evcache	evcache-client	5.12.27		6a1eef14a7ec66b3716b3ae884655bf381d51d8d
com.netflix.evcache	evcache-client	5.12.28		3cfac937fb8406a6b70392bcf3cc8d5d50a4172b
com.netflix.evcache	evcache-client	5.12.3		ec39b4801ce75f11db3859d2c9050dde866eab28
com.netflix.evcache	evcache-client	5.12.4		bfcfe980b43a2a4f6192b5796525adc2478466fd
com.netflix.evcache	evcache-client	5.12.5		190b0fca6dc7094aeb83c1a96a3a7fa4d8b5570d
com.netflix.evcache	evcache-client	5.12.6		948aa7fa2adf42562c8b00c09c696a287a8deaa4
com.netflix.evcache	evcache-client	5.12.7		fce5d918f625ad4b9ede4a8c143346dfd9f5a2b5
com.netflix.evcache	evcache-client	5.12.8		c7302f95357e0fd030b1a9a01120944fb59f0740
com.netflix.evcache	evcache-client	5.12.9		52e3a8ddb901106fdc7a72781fe63740793d52a6
com.netflix.evcache	evcache-client	5.13.1-rc.1		47b8cf27c2feac881516301e759bcd992eb5a296
com.netflix.evcache	evcache-client	5.13.2-rc.1		950c591c3fbda18a7c9420771674f82507d05319
com.netflix.evcache	evcache-client	5.13.3-rc.1		00edcd0b5faffe6b92a0fa9644c66d4378e77a16
com.netflix.evcache	evcache-client	5.13.4-rc.1		8492bd144b227661ca23c65bc72a563b2c7e8445
com.netflix.evcache	evcache-client	5.13.5-rc.1		7dd74302eb12462e0bb58039d43261ce03f0561e
com.netflix.evcache	evcache-client	5.13.6-rc.1		5cf1595d56a1f269145790a41cbae79771360139
com.netflix.evcache	evcache-client	5.13.7-rc.1		6c6e73538e9ee094a51ea5961b15802d23fda5dc
com.netflix.evcache	evcache-client	5.13.8-rc.1		56335907aef47dbf8ae1bf9e2f7e6ee987601a77
com.netflix.evcache	evcache-client	5.14.0		1701e2dd0a9b57a0707bb7e240e8aa95f9f5fc08
com.netflix.evcache	evcache-client	5.14.1-rc.1		7d84500f8309d6e8787c1e7485a5288b77388bc9
com.netflix.evcache	evcache-client	5.14.3		dbae355f57f81593d372b70dc884d4cc78ea15fe
com.netflix.evcache	evcache-client	5.14.4		35402fafe8a1b3945a127631a73a29d6cf9dddf6
com.netflix.evcache	evcache-client	5.14.5-rc.1		4b6fd28da35b5ceff42a91652677577a17962995
com.netflix.evcache	evcache-client	5.14.6		7c2c250a9f71712e26942957b49b01abef2dd435
com.netflix.evcache	evcache-client	5.14.7-rc.1		f8dd36636a5278eb1251f78ea119effe842ae2e2
com.netflix.evcache	evcache-client	5.15.1		247d79a3f5f1a9f02bc72952b1bd3e7e301acc0e
com.netflix.evcache	evcache-client	5.15.10		93691805e666f39ddc3e2a68431eb0096d0e82a8
com.netflix.evcache	evcache-client	5.15.11		1ead1bd21dffee3031e40efc6e85fdad0a95c921
com.netflix.evcache	evcache-client	5.15.12		7a26b22c6be11a0e2baced7fef9e460095cf3180
com.netflix.evcache	evcache-client	5.15.13		ec96f53ee34b6b0472b31c57dbda06e7dcdd97ce
com.netflix.evcache	evcache-client	5.15.14		0a385e46a71043b4cea2a66cfff56ed8f4b984c8
com.netflix.evcache	evcache-client	5.15.15		b06d2e7efc216b12d2a11cba048b1e33e607e7fa
com.netflix.evcache	evcache-client	5.15.2		b36866c273624460b136b6efcf6e334f2377b849
com.netflix.evcache	evcache-client	5.15.3		1b41fe7e5313778cf1e1a9de40b6f7759ed18338
com.netflix.evcache	evcache-client	5.15.4		f0cc6a5cba3f69ee7d288871b176928eb7bee893
com.netflix.evcache	evcache-client	5.15.5		4b72a51f362fb224b4dd3a63b9daa5695ab26c89
com.netflix.evcache	evcache-client	5.15.6		ccc3f2b6abe9b5ea4a7182ea6c86dcfbd3b89fd6
com.netflix.evcache	evcache-client	5.15.7		1a6c89574abffd7a2868237d553b756946bb1845
com.netflix.evcache	evcache-client	5.15.8		2417aa4c2a1b693ffc457cf769c55ed2216ff227
com.netflix.evcache	evcache-client	5.15.9		242c3de4effe4bf4cd360398de09eaa6b2009407
com.netflix.evcache	evcache-client	5.16.1		a6a4c65efa74798a8cd32eea088d642675dbb55b
com.netflix.evcache	evcache-client	5.16.2		7653a0ea4a61015c6eaa85b04297ceac8b072ad2
com.netflix.evcache	evcache-client	5.17.1		55266999e2e41343531b729e2f28857a3d575b0d
com.netflix.evcache	evcache-client	5.18.10		2e3d2d7d8630a465161411e7c582d043bcd44be5
com.netflix.evcache	evcache-client	5.18.11		5fbebf01dec51446e0027e1e3338787cd4dfd75b
com.netflix.evcache	evcache-client	5.18.13		0785d9c54c6918365647808e0832d74c47e205b0
com.netflix.evcache	evcache-client	5.18.14		794b99c019d63cdd06c43ec8f26a9d192ee4d63b
com.netflix.evcache	evcache-client	5.18.15		e7d0bf958560515203c0d3898f0dc9715c1884e4
com.netflix.evcache	evcache-client	5.18.17		7f5061ff5d7bcedcb86e06b76356fd5a713338fb
com.netflix.evcache	evcache-client	5.18.19		1510c226464c149e1ab1e7727c18b4abd780c0af
com.netflix.evcache	evcache-client	5.18.19-rc.3		d4225a102d6da01d2a3ebecabe4bcacbcd207a03
com.netflix.evcache	evcache-client	5.18.2-rc.1		9c4f9e12a7b20d95395765f7c6756330489d0859
com.netflix.evcache	evcache-client	5.18.2-rc.2		a8fbf8c5922a8358f57d09fd608854f5f0079ce2
com.netflix.evcache	evcache-client	5.18.2-rc.4		0ac98763395be972051f7d9b3a573cd75c6feb07
com.netflix.evcache	evcache-client	5.18.20		acdc094f42c734f6be8aeb7b5ea3b08c8fe34b4e
com.netflix.evcache	evcache-client	5.18.21		bb49d7a896f56f5bd750a63a40c93d6505420b14
com.netflix.evcache	evcache-client	5.18.21-rc.1		baa052fee56c4b7ef402a4fbbf9331e87be9c0e3
com.netflix.evcache	evcache-client	5.18.22		be9f4cee56254e55b6bccb25064fb8470acdb1a1
com.netflix.evcache	evcache-client	5.18.23		bb38dbb61e997d466a88c2a29d5f919d6ed5a232
com.netflix.evcache	evcache-client	5.18.24		ddc8d37883b248bcdee6e3000de8a1b766ca5a88
com.netflix.evcache	evcache-client	5.18.25		5dead45ea1f9f326704267780d61274a89821dd8
com.netflix.evcache	evcache-client	5.18.26		c2e27d073989d614d69592d124978f8f25f7a73f
com.netflix.evcache	evcache-client	5.18.27-rc.10		91e6c527d537644b5e046b9358c42303fc63e2c7
com.netflix.evcache	evcache-client	5.18.27-rc.11		de6f89f57bac8460c9dd53dc31e264a5f5645a79
com.netflix.evcache	evcache-client	5.18.27-rc.12		828b4410028fbf5b5bf44eea16c0953c5fd76c1e
com.netflix.evcache	evcache-client	5.18.27-rc.13		5b2fc0abcc24a3576f2b3b4ebae166c31bc7a33b
com.netflix.evcache	evcache-client	5.18.27-rc.14		15243defa66a16d96d2e5e7ea3f348a589f3c4b3
com.netflix.evcache	evcache-client	5.18.27-rc.2		66a0109fbdafa1498c795ab35f7dee3b5f9bda06
com.netflix.evcache	evcache-client	5.18.27-rc.4		077a1fb68a5548fbafcb95823b24de9a461d8cf3
com.netflix.evcache	evcache-client	5.18.27-rc.5		2f9c96bedb53fb96eec88f0dc811355755c588b8
com.netflix.evcache	evcache-client	5.18.27-rc.6		40785e0f70660e386e585467cb88b44de921f817
com.netflix.evcache	evcache-client	5.18.27-rc.7		6f02fa704affb1b8859c6aba274617027e772dd7
com.netflix.evcache	evcache-client	5.18.27-rc.8		1d6a38cf60f8d94d9ddd9381a4f1e621ebaaf7c1
com.netflix.evcache	evcache-client	5.18.27-rc.9		fe4dc997dcdacb97c7a6541763298e6d5154c47b
com.netflix.evcache	evcache-client	5.18.3-rc.1		7a7c9a07c9a8a0600d6d25d04df2f7d71d519205
com.netflix.evcache	evcache-client	5.18.4		0cd3a6005a9c8b330a69132942fe34a4e08ff407
com.netflix.evcache	evcache-client	5.18.5		21f6265306a8fb64e72e07e81e3bb5510ddc6e9c
com.netflix.evcache	evcache-client	5.18.6		289db079052104d9a39ff73258aa04189cce7a6e
com.netflix.evcache	evcache-client	5.18.7		96e6bac066df57d4a500bdbb401e07b98c79f9e5
com.netflix.evcache	evcache-client	5.18.8		a6fdb0b4baad8e8b6bd94a2cee50198523c64a0c
com.netflix.evcache	evcache-client	5.18.9		f2e9e6546612fccbb70b2db0db98f8fb744b4292
com.netflix.evcache	evcache-client	5.19.0		64a73860d4abf40a8bfad150fbccb1622e86a061
com.netflix.evcache	evcache-client	5.19.1-rc.1		8f8212e1024f24715514b1e671038bf75373cc94
com.netflix.evcache	evcache-client	5.2.0		65545d7a68b34ac76f51e57cb292b2ab2a57f79d
com.netflix.evcache	evcache-client	5.20.0		aee7e67148f23b37e176e4010e41dfe85a633ee5
com.netflix.evcache	evcache-client	5.21.0		15df9791109682c8df1fe025b3b3ae310dc43bf4
com.netflix.evcache	evcache-client	5.22.0		9ab7ad15de26c06dd02193c45d757caad7a2a090
com.netflix.evcache	evcache-client	5.23.0		339111a667cdbeb5a807acaa1629dbb0ec93f745
com.netflix.evcache	evcache-client	5.23.0-rc.1		cc3ced25fc2551e44b7171fad57f046ceb706dd9
com.netflix.evcache	evcache-client	5.23.0-rc.2		783ef63c2eaa439085c98e560fed477707a64eea
com.netflix.evcache	evcache-client	5.23.0-rc.3		06a2933cb26111604e35af1af8130937361674db
com.netflix.evcache	evcache-client	5.23.0-rc.5		c59e8d783af6500850d7f78a28b0a28b3cebce3f
com.netflix.evcache	evcache-client	5.23.0-rc.6		be65475dbe5b84a2c3cd01332a5b0062051d9aa8
com.netflix.evcache	evcache-client	5.23.0-rc.7		7da273a4c7446ee1de464ba5c514d09c73b14fb2
com.netflix.evcache	evcache-client	5.24.0		124d34db1b05cb973f961c323018760b86d50e2e
com.netflix.evcache	evcache-client	5.24.0-rc.1		794afb49c8d48b1d2f840b007548882bdbc825b8
com.netflix.evcache	evcache-client	5.24.0-rc.2		665d04ea282b59c34e0bc65cc0124602838527e7
com.netflix.evcache	evcache-client	5.24.0-rc.3		a14d4a5c3f841ec4dcf77f5e8b03707fbbc1e4ef
com.netflix.evcache	evcache-client	5.24.0-rc.4		8ae0b46c949c47fceb90d78d1412efa7787510dd
com.netflix.evcache	evcache-client	5.24.0-rc.5		8120d061f77a4453cbe3053f311ee059f8ccd5fa
com.netflix.evcache	evcache-client	5.24.0-rc.6		6a7bef61275b4293fd27461cdce3721d1d2fca35
com.netflix.evcache	evcache-client	5.24.0-rc.7		99d328b9803703a791cf8cff933eaec919bf595e
com.netflix.evcache	evcache-client	5.24.0-rc.8		fe34ec49ae0a5efe2ff11d7f0a38a37a384c8206
com.netflix.evcache	evcache-client	5.3.0		3fad484d527e32b48363081f43f7b2f608cee0e3
com.netflix.evcache	evcache-client	5.5.0		44634ef0413946406cbf60f276b2ad8f90995f85
com.netflix.evcache	evcache-client	5.6.0		bd6afcea7bb775dc4327f86ffbe2a8587a17fabb
com.netflix.evcache	evcache-client	5.7.0		5e036a124458d04ba9b351a1402210fc7d23615c
com.netflix.evcache	evcache-client	5.8.0		181341b7fc341d0b0448458289e1ef00c9e27d2f
com.netflix.evcache	evcache-client	5.9.0		9cdc57c271cad5f21adc6cc2aa6447bd01d380fb
com.niubaite.boot	ad-front	1.1.6-2024		ce543be158ad5ded79189037b69aac8f40545e7e
com.niubaite.boot	ad-front	1.1.7-2024		d0a0dab856b808dd8d96df5e4ead81ed4f2a2750
com.niubaite.boot	ad-front	1.1.8-2024		86871a1af72c1e1fe819a31eda7f9e26a3d704df
com.niubaite.boot	ad-front	1.1.9-2024		4f134c9765f5f1730e8d5d6286efeaa6449028d1
com.scalapenos	stamina-json_2.11	0.1.1		714fd6a86276fe18da7f69faf37029aec4fc2e8b
com.scalapenos	stamina-json_2.11	0.1.2		d11f228576c4e4eb3facb4a853dfc97bda63b8a9
com.scalapenos	stamina-json_2.11	0.1.3		f5b5efb5e47eb3273930310a706f6ac181ef3717
com.scalapenos	stamina-json_2.11	0.1.4		b54fc8ffa72ffa1181322e7b965b0ec1d7d0228c
com.scalapenos	stamina-json_2.11	0.1.5		e7457a3b909deb61619368d82862e9b15a583464
com.scalapenos	stamina-json_2.11	0.1.6		e10aaadfcc780484c9b00e2c96b1a804998f2207
com.suchtool	router4j-common	1.0.0		N/A
com.suchtool	router4j-common	1.0.1		N/A
com.suchtool	router4j-common	1.0.2		N/A
com.trueaccord.scalapb	protobuf-runtime-scala_sjs0.6_2.12.0-M2	0.1.2		5ae4bcf222fbf00504eed949a8f19654a3863d3d
com.trueaccord.scalapb	protobuf-runtime-scala_sjs0.6_2.12.0-M2	0.1.3		916a2bef166d7826401aba079945181916abdf98
com.trueaccord.scalapb	protobuf-runtime-scala_sjs0.6_2.12.0-M2	0.1.4		ef5f3aaf3bc64fb7a01538543b7bab3e53732c01
com.trueaccord.scalapb	protobuf-runtime-scala_sjs0.6_2.12.0-M2	0.1.5		9db480523565e77af983584edf38b99361458581
com.trueaccord.scalapb	protobuf-runtime-scala_sjs0.6_2.12.0-M2	0.1.6		24c053a6013140e376d30b7d25899eba6b313daf
com.weicoder.extend	jackson-extend	3.3.8		42dee07bbbc271efeb2149c035cef90dda214ee7
de.sciss	desktop_3.0.0-RC1	0.11.3		N/A
dev.icerock.moko	biometry-compose-iossimulatorarm64	0.3.0		N/A
dev.icerock.moko	biometry-compose-iossimulatorarm64	0.3.0	metadata	95b219ee5ef0c6fd65339c6089c5faf73f686370
dev.icerock.moko	biometry-compose-iossimulatorarm64	0.4.0		N/A
dev.icerock.moko	biometry-compose-iossimulatorarm64	0.4.0	metadata	035a28eea0da646eb9d02de2d3d6b41fc4b2d106
dev.lydtech	component-test-framework	1.0.0		086a21c4e64821b93a5f25094d082df7e140605a
dev.lydtech	component-test-framework	1.0.1		6301f3eca72bd1643344d1146df4a66363058347
dev.lydtech	component-test-framework	1.0.2		f7158ad2bdc32efff4861f7ed22882b855956134
dev.lydtech	component-test-framework	1.1.0		d9b982815f38a6d3262d79a549645de5ebee95eb
dev.lydtech	component-test-framework	1.10.0		bf23cfcc5518c96a27a0e7cdad14da32c7742618
dev.lydtech	component-test-framework	1.11.0		2c5ce1b10f379c11fdf38179880248d8f98914bb
dev.lydtech	component-test-framework	1.2.0		747d009dbc7a9358793b7340a08b8991295ad3dc
dev.lydtech	component-test-framework	1.3.0		69365390c6912dee64039f401bd72d7127508b8b
dev.lydtech	component-test-framework	1.4.0		cfb4b8712e97b1efe0c0e817f808a5996ba9c0cf
dev.lydtech	component-test-framework	1.5.0		4a73dbd3926f1133435ee8d78c74ef1dbbe32e01
dev.lydtech	component-test-framework	1.6.0		8b6a8f7eae3e2de27d30b84cdcf40098b4023550
dev.lydtech	component-test-framework	1.7.0		2645139feedae5af4a8581aee78c32df3f2b0e33
dev.lydtech	component-test-framework	1.7.1		e245aac1ab1eeee9f64ec85a8809a55f5105b1bc
dev.lydtech	component-test-framework	1.8.0		539e75733c194cbe9a88a69aa763ff80b78b80ac
dev.lydtech	component-test-framework	1.9.0		52c89fd1e9562eff272d9488e18cd92dcc5fd4cc
dev.lydtech	component-test-framework	2.0.0		24fd91cd1310ef2d76eb392097633f11adab36a3
dev.lydtech	component-test-framework	2.1.0		9c5b62cb19f0d30ff1a45fb50525f9e2be7b5bf9
dev.lydtech	component-test-framework	2.1.1		bd5294fd6778bbaacc42af0e349a744854de9969
dev.lydtech	component-test-framework	2.10.0		1abfd7972911aa33787dc6747f5fb86decc6856e
dev.lydtech	component-test-framework	2.10.1		3d191110640aa30b8b01fa6f1cafc052d369d273
dev.lydtech	component-test-framework	2.11.0		18bf54a5efe44775791929aa9edb15c82e4fef3a
dev.lydtech	component-test-framework	2.11.1		b2aabb74558df3fb8a2620074facb29d8b3990f3
dev.lydtech	component-test-framework	2.11.2		0b5e0d1285d9661bf59fb637a4e42526b964c8b1
dev.lydtech	component-test-framework	2.11.3		ab678a214c3b7ef4ff7405ee10b907b60953a3af
dev.lydtech	component-test-framework	2.12.0		28403a52808c6588a5f0311c2cf285e5b4e3b779
dev.lydtech	component-test-framework	2.13.0		de76123a1a9e07132637acde11c1e2343212f7e8
dev.lydtech	component-test-framework	2.13.1		49ed841bb881b913f2298aa774f1668c493a36b4
dev.lydtech	component-test-framework	2.13.2		f03bfe4b7b78553c4dc9de90098c99541889dc0c
dev.lydtech	component-test-framework	2.2.0		c7962afc2a160e1993a77a299cf1958436d453d7
dev.lydtech	component-test-framework	2.2.1		9975a0304a8756fc22c34cf6929955524721b39a
dev.lydtech	component-test-framework	2.3.0		25f44fb11e2c93b58b0858ee783bb9db57e3f0f5
dev.lydtech	component-test-framework	2.4.0		e45c3ab2405f42734ddf29b9ae5e9a8ba1abb7a1
dev.lydtech	component-test-framework	2.4.1		68aea3adedec43f5d57ce13bb3fb78c7d0eae34c
dev.lydtech	component-test-framework	2.5.0		dceacf26727852c3b4fab9b929f29e80ffe9d875
dev.lydtech	component-test-framework	2.5.1		c71766dee6a6bb49e0dad777488eee476aa40757
dev.lydtech	component-test-framework	2.6.0		b84a877ca870293fe48f2ec6d2f7d5b1264e0956
dev.lydtech	component-test-framework	2.7.0		946531a725482c30206936fad05cbb8cb870066a
dev.lydtech	component-test-framework	2.8.0		a0fa79d53954a04c7c93fe5879523cd2dd4cdbe7
dev.lydtech	component-test-framework	2.8.1		938f919057a775bc4212de19baf38e685eee3e89
dev.lydtech	component-test-framework	2.9.0		6df9b008df8db0b65602781affe2d6bd97207ba6
dev.lydtech	component-test-framework	2.9.1		fa8784c3d79087ffcde767f995d2789cdeb35074
dev.lydtech	component-test-framework	2.9.14		754d6095890dd8c3d12a77f8a1c12245274ff96a
dev.lydtech	component-test-framework	2.9.15		fa7450b5dc15197f72e497933640c492b5300332
dev.lydtech	component-test-framework	2.9.16		46299583af35a10cff2537c09ae73cd929f3045f
dev.lydtech	component-test-framework	2.9.17		5cdc74b66a8baf6a71dde8e5b43cac38f84ffaa8
dev.lydtech	component-test-framework	2.9.18		da7075fc46df99a2752b7a6693dc6ec73958135c
dev.lydtech	component-test-framework	2.9.19		f20414197ed1dc60bb4e2a8f32d2236aed191d63
dev.lydtech	component-test-framework	2.9.20		8d107914240605633b5dd57ac1c27c43e1603fd0
dev.lydtech	component-test-framework	2.9.21		fa20aa11a8ce8185eed40b0da665f737e87fce9a
dev.lydtech	component-test-framework	3.0.0		46f8e0566e44c43b685f60370c2c46404823479c
dev.lydtech	component-test-framework	3.0.19		217d9e9cc9e58257ca52c972567e9e98c3f6df78
dev.lydtech	component-test-framework	3.0.21		f517b02259cebb3806617e2013c7f53f962f3ace
dev.lydtech	component-test-framework	3.0.22		e3fef0e256b6420891fc622a3145892771f81931
dev.lydtech	component-test-framework	3.1.0		d7d9f4e29d4c6314388e5f2af3912e75c4956b9c
dev.lydtech	component-test-framework	3.2.0		c146e6891c501d22aae47403eb9578295eaed006
dev.lydtech	component-test-framework	3.3.0		8e155e1db21e280d7f3db091873be385118a35e0
dev.lydtech	component-test-framework	3.3.1		78fedd25f224b88ef701600611b8948f06c15808
dev.lydtech	component-test-framework	3.3.5		6477725d76347a0519d867eb84b9280f2d791999
dev.lydtech	component-test-framework	3.4.0		5142c7796a52ecae1555e3e2d1fb427e26a54abf
dev.lydtech	component-test-framework	3.4.1		d44ad80e7fab179a3396b1b198645680f09a51c5
dev.lydtech	component-test-framework	3.4.2		1b314b9ff8645abbbbc417b3f5e204ca45005a68
dev.lydtech	component-test-framework	3.4.3		c78663eb07c3a51366a0e88b15a3c10c96981938
dev.lydtech	component-test-framework	3.5.0		734589a35a5156a86f60102ff324d2928c8c850c
dev.lydtech	component-test-framework	3.5.1		49ce18335e4ced1a5ace6d1ef75211fdf735ba06
dev.lydtech	component-test-framework	3.6.0		bdaadef243d1301ef6dcdaa2c343b7be933b3d36
dev.lydtech	component-test-framework	3.6.1		a01e7859dffbe9c0804ab231470467cdf1b25ca5
dev.lydtech	component-test-framework	3.6.2		e0b5cfb52c21acfa7625c491c83602e2ca9b3911
dev.lydtech	component-test-framework	3.7.0		1e323ae63c2fceeadf36f8df67381aaba4a57d3a
dev.lydtech	component-test-framework	3.7.2		fe9b917e7c087e9ab4f824c6f6e6781c9dce3c02
dev.lydtech	component-test-framework	3.7.3		9e0253c6ff99000829c8e8813c1bafa422402b94
dev.lydtech	component-test-framework	3.7.4		acc8933ca26be2e3ffbd40ccd072825f3648069f
dev.lydtech	component-test-framework	3.7.5		9e0d36ee1b314cb1037bf913e762ff74d491226b
dev.lydtech	component-test-framework	3.8.0		e148b91b034afc1c7380a42a581459ac1e9f9c16
dev.lydtech	component-test-framework	3.9.0		f81d44a39cc6b2f1ade83cca7eac38a7272f3499
dev.lydtech	component-test-framework	3.9.1		caa5d4ca0982ae9a67c333c4c91036e3a0140976
dev.lydtech	component-test-framework	3.9.2		55bde512c93dd945b982f44d7c8ef4f640f240d4
edu.byu.hbll.maven	microprofile-parent	2.0.0		N/A
eu.codlab	kotlin-permissions-notifications-linuxx64	1.17.0-alpha1		N/A
hu.blackbelt.osgi.utils	osgi-impl	1.0.1		1dccd9424fa92439ec10a7982aa2d8a1a183b902
hu.blackbelt.osgi.utils	osgi-impl	1.0.10		db87353cb9178e71c0c375cafb383e0347441126
hu.blackbelt.osgi.utils	osgi-impl	1.0.11		31a00e864440a72106837824e973aaf520378078
hu.blackbelt.osgi.utils	osgi-impl	1.0.12		2d2aa6e49de6a523c7cd05cf83dd914fe580d223
hu.blackbelt.osgi.utils	osgi-impl	1.0.2		ba12c02ad174d1fcad5a0c65e6ef8ac3ea9299ee
hu.blackbelt.osgi.utils	osgi-impl	1.0.3		aacb2a62f1cd6364fcb4466950ccb1c591ff83a2
hu.blackbelt.osgi.utils	osgi-impl	1.0.4		4204698bf2dc2514f607f7a1c3a844d310add741
hu.blackbelt.osgi.utils	osgi-impl	1.0.5		a82ff9fc6d14243114e385c2482c1159b6261ad4
hu.blackbelt.osgi.utils	osgi-impl	1.0.6		6a58d55e2f2c59856255092f221b16cb0af290ee
hu.blackbelt.osgi.utils	osgi-impl	1.0.7		90fb5a4e94a0c737017689392ad3281da466adbf
hu.blackbelt.osgi.utils	osgi-impl	1.0.8		e2cce1aea41d5583df209df0308c42fa11bd1866
hu.blackbelt.osgi.utils	osgi-impl	1.0.9		75d334d09f36f1a1685fc1d6339bd53408869b7c
hu.blackbelt.osgi.utils	osgi-impl	1.1.0		f5671bb24efedbec633fdaf3d543726baf42976f
io.arrow-kt	arrow-fx-stm-iosarm32	0.13.3		N/A
io.arrow-kt	arrow-fx-stm-iosarm32	0.13.3	metadata	6add1312077c36a6c7290f939dbfce7302b90116
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.0		N/A
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.0	metadata	f38617917bd1eb313156906a028582a908f233e1
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.1		N/A
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.1	metadata	2b59cbeb95da3053fd1ca6cc9de321cb9e684e3a
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.2-alpha.21		N/A
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.2-alpha.21	metadata	c2ba210118befe2a94b8e1c3ea36f8f32448cab2
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.2-alpha.22		N/A
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.2-alpha.22	metadata	bdaf4034adb6fa4e5a93aedf4f49013f5dd5914c
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.2-alpha.25		N/A
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.2-alpha.25	metadata	f7ca57f6d56fe1378050fcb6fc356b70cdf8f174
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.2-alpha.26		N/A
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.2-alpha.26	metadata	56418b72cba3b1ca8da4ef52f807e20ebc53b50a
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.2-alpha.27		N/A
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.2-alpha.27	metadata	24521f991bbf98df0dd8420a80607636b0d81750
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.2-alpha.28		N/A
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.2-alpha.28	metadata	78c1122586080703284916e0116a77300189377d
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.2-alpha.42		N/A
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.2-alpha.42	metadata	1bd61dcd79a3433bc4feefaec43a010becba2b5e
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.2-alpha.43		N/A
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.2-alpha.43	metadata	8ec15c9d674fa278f2b7a15388787a3782463f3c
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.3-alpha.1		N/A
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.3-alpha.1	metadata	6792ad1edfebe39c31ccbc4541e4db7b1abc64b0
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.3-alpha.11		N/A
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.3-alpha.11	metadata	d5a928345e7b89ede92585087735213ac9ead573
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.3-alpha.12		N/A
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.3-alpha.12	metadata	5d14089bccb2dcdb05c3181a36db6f0a0187289c
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.3-alpha.13		N/A
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.3-alpha.13	metadata	ab5bbd32f68d7e626a755d80b6afb55a63b5a120
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.3-alpha.14		N/A
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.3-alpha.14	metadata	138aafa1e85ea3db5a07a898463f73ddf46ee0f1
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.3-alpha.15		N/A
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.3-alpha.15	metadata	bfffceed20ba00d732f354909edc6883bddee172
io.arrow-kt	arrow-fx-stm-iosarm32	1.0.3-alpha.16		N/A
