at.released.weh	filesystem-mingwx64	0.1-alpha01		N/A
com.netflix.nebula	gradle-resolution-rules-plugin	11.4.1		cad88381abe5a4e30bf7f21104eeb136fabfe72d
com.netflix.nebula	gradle-resolution-rules-plugin	11.5.0		d09a5272764555e014c83878732b7b3ad96bd6a6
com.netflix.nebula	gradle-resolution-rules-plugin	2.0.0		30a28072e4c32cae9878457912e05cd100671ad8
com.netflix.nebula	gradle-resolution-rules-plugin	2.1.0		35bb4347afd82075a1f7cd8a264ff98863c3f45e
com.netflix.nebula	gradle-resolution-rules-plugin	2.2.0		b75a7d048cfa447de673bff422aeff45953c3cf9
com.netflix.nebula	gradle-resolution-rules-plugin	2.3.0		4be642c61c3e8c703852a162a357e870aa9aa3d4
com.netflix.nebula	gradle-resolution-rules-plugin	2.3.1		d68f4545681ad8cd627104c7974324e26cb5c5d3
com.netflix.nebula	gradle-resolution-rules-plugin	2.3.2		1a4dbecf589b0399ee29d3fcbf6326cb04c7ab63
com.netflix.nebula	gradle-resolution-rules-plugin	2.3.3		6d3fd961984a690c7e24babce79d8ccd548601e0
com.netflix.nebula	gradle-resolution-rules-plugin	2.4.0		b90f3f5b6d43094a5a8c5c2ebf11d7ab9028827b
com.netflix.nebula	gradle-resolution-rules-plugin	2.4.1		b542823c206587d05b3d025b6e1555299c847395
com.netflix.nebula	gradle-resolution-rules-plugin	2.4.2		baa5c4807007dd6cfc4502ed2f5ce58da9ef504e
com.netflix.nebula	gradle-resolution-rules-plugin	2.4.3		24ae029b01cdbde006d2a5cb3ec7f26f970e0ccc
com.netflix.nebula	gradle-resolution-rules-plugin	2.4.4		931df2143cb06b0e59d1e76d08664fe56ed34b03
com.netflix.nebula	gradle-resolution-rules-plugin	2.5.0		d17c7ec56fb368e32e131c84bd466384740768f4
com.netflix.nebula	gradle-resolution-rules-plugin	2.5.1		fb6f02b186107153dee2cc44fe2af2d8af5f59eb
com.netflix.nebula	gradle-resolution-rules-plugin	2.5.10		e9b4b2c62797a00c58dcde5ba2b0dd8cb0a2c5a9
com.netflix.nebula	gradle-resolution-rules-plugin	2.5.11		78c207911051a2fd67d1069963f1d55bff987cb2
com.netflix.nebula	gradle-resolution-rules-plugin	2.5.2		522e851e77a57bea0ba50f255aa9ba27d174681f
com.netflix.nebula	gradle-resolution-rules-plugin	2.5.3		05ec6543a3cf0a5dea14be8056029e1985ccabbb
com.netflix.nebula	gradle-resolution-rules-plugin	2.5.4		2140478430249cc3d69d3784c0cd601c7c3b5ab9
com.netflix.nebula	gradle-resolution-rules-plugin	2.5.5		8921585d31ee6e59886491c68438c5f720dce6f7
com.netflix.nebula	gradle-resolution-rules-plugin	2.5.6		f358c33ebedeb83a34f2e368991ece3e823af348
com.netflix.nebula	gradle-resolution-rules-plugin	2.5.7		da35316e9a5c855013bc21f337e2f41631ba11bd
com.netflix.nebula	gradle-resolution-rules-plugin	2.5.8		b413ac33f1c8a0e7026ca06761168cd0a014f19e
com.netflix.nebula	gradle-resolution-rules-plugin	2.5.9		6cad46aa88015a1de28468fa0b14d09b5e014b20
com.netflix.nebula	gradle-resolution-rules-plugin	3.0.0		cb37371cc155d8b45e7c97f87e2aeb1cdd0be5b0
com.netflix.nebula	gradle-resolution-rules-plugin	3.0.1		6af8e2de861d122041d81ded00061b470562267e
com.netflix.nebula	gradle-resolution-rules-plugin	3.0.2		4a3339db795177d789ac6069f94b2d899b497f3a
com.netflix.nebula	gradle-resolution-rules-plugin	3.0.3		14b3ef98a5560c82a85e03f79b1e09b456ef9ada
com.netflix.nebula	gradle-resolution-rules-plugin	4.0.0		b9101dd7a5912df23c40f777bbe3551f24c5deed
com.netflix.nebula	gradle-resolution-rules-plugin	5.0.0		492b995bdeee768f1ea91447c3568d0d9391388b
com.netflix.nebula	gradle-resolution-rules-plugin	5.0.1		54d09e0dc22be50faeb0d94bd1f339ed8f5f9049
com.netflix.nebula	gradle-resolution-rules-plugin	5.0.2		28562d24ec9df9f9420fca8a19f4bcb0efd34801
com.netflix.nebula	gradle-resolution-rules-plugin	5.0.3		ba925187e35cbd881a327b24887d011544560682
com.netflix.nebula	gradle-resolution-rules-plugin	5.1.0		81d443e5a322e1e2550127238503054ef393c669
com.netflix.nebula	gradle-resolution-rules-plugin	5.1.1		715d2e142dd8712c752a5ab89c39e0f200fa086e
com.netflix.nebula	gradle-resolution-rules-plugin	5.2.0		67a7bedefe0b783189cd3f2da55ea025a7fb1792
com.netflix.nebula	gradle-resolution-rules-plugin	5.2.1		73e4ff384b240e02666f77ef9633657683f6bc40
com.netflix.nebula	gradle-resolution-rules-plugin	5.2.2		8bba970b15f29bf6db6da7b58ad0ab013d1b38bc
com.netflix.nebula	gradle-resolution-rules-plugin	6.0.1		ae5961250fe97d583a99434ddf9598695c6757f1
com.netflix.nebula	gradle-resolution-rules-plugin	6.0.2		8a4fdff414eec7d9b66bc225f0a6fff7c11c2566
com.netflix.nebula	gradle-resolution-rules-plugin	6.0.3		bb6a5dd2cb20f435280f9782d25ee9ba1664a936
com.netflix.nebula	gradle-resolution-rules-plugin	6.0.4		b69eb480332fab160642c96da727b29c23440832
com.netflix.nebula	gradle-resolution-rules-plugin	6.0.5		ef476d2fbe58082ee4558eb6114232cda48eaabd
com.netflix.nebula	gradle-resolution-rules-plugin	7.0.0		dea8dc30aa3eeea2fd041b8e905a5af7a6f24ef1
com.netflix.nebula	gradle-resolution-rules-plugin	7.0.1		7f3def0c03b06bc2df7ddae5f5a20966af119949
com.netflix.nebula	gradle-resolution-rules-plugin	7.0.10		bb60aba0038b2a10460ed174cdadd93c78a8ac36
com.netflix.nebula	gradle-resolution-rules-plugin	7.0.12		cfa3b472aaf79fe3441b515152b546a3f48dc0ec
com.netflix.nebula	gradle-resolution-rules-plugin	7.0.13		04248dde4aa96f665267df20016ccc725ae97244
com.netflix.nebula	gradle-resolution-rules-plugin	7.0.14		f6726fe3067af582e610aae0b6107a10c255f21a
com.netflix.nebula	gradle-resolution-rules-plugin	7.0.2		2e09e747d48e59e9091062c201ed10dde6a156d9
com.netflix.nebula	gradle-resolution-rules-plugin	7.0.4		f69341cfd1a0191c20fa2f6d259396bc91ddb1bd
com.netflix.nebula	gradle-resolution-rules-plugin	7.0.5		2e0dbf31568d4b934caba86d2b37cd3754243b9d
com.netflix.nebula	gradle-resolution-rules-plugin	7.0.6		21cb3702463f13922003ffb42d12c18ab47adb27
com.netflix.nebula	gradle-resolution-rules-plugin	7.0.7		34bc37422699fa1bb4fcd875665fe7409e50abf0
com.netflix.nebula	gradle-resolution-rules-plugin	7.0.8		544c41dc02c0491652cf7351b499a50e7889ce89
com.netflix.nebula	gradle-resolution-rules-plugin	7.0.9		8cb84576224e3f1e15f17126d51fc4a5acfc70c4
com.netflix.nebula	gradle-resolution-rules-plugin	7.2.0		e1e1c527622a550b4d4af467a40b296ae229abf4
com.netflix.nebula	gradle-resolution-rules-plugin	7.2.1		31125506e2ff4a6ed764630a167af92f8af0b945
com.netflix.nebula	gradle-resolution-rules-plugin	7.2.2		6399403f6b7517c2da7f4ff4949f0ecf66833a79
com.netflix.nebula	gradle-resolution-rules-plugin	7.2.3		a43b7aef2b0017648068fdf9ccb13dcc0c5e9929
com.netflix.nebula	gradle-resolution-rules-plugin	7.2.4		8b975c9db76c521d2e525bb3f8a561ba54bd8138
com.netflix.nebula	gradle-resolution-rules-plugin	7.2.5		198c07d5a233476b60b59d2315a319f5166d0165
com.netflix.nebula	gradle-resolution-rules-plugin	7.3.0		510a0c83be1b7d3337cc12f80f3b15f2e5d667f0
com.netflix.nebula	gradle-resolution-rules-plugin	7.4.0		e6e98f17f9be47428df7f250d400f665a3f118fc
com.netflix.nebula	gradle-resolution-rules-plugin	7.4.1		643461a1fe5b83b68bd47d007c799f1b063fe742
com.netflix.nebula	gradle-resolution-rules-plugin	7.5.0		e9443bdb45d9e9581b4d258926817b3981b3bee9
com.netflix.nebula	gradle-resolution-rules-plugin	7.6.0		d9ef50ec3dc10f584ae93ebd080db88d477c6dcb
com.netflix.nebula	gradle-resolution-rules-plugin	7.7.0		f001c67d17527c1f93f2026e61c6cfe5b5b7fa28
com.netflix.nebula	gradle-resolution-rules-plugin	7.7.0-rc.2		ee95cc69e74341e0e46373b4c1d220ea4d25aa5c
com.netflix.nebula	gradle-resolution-rules-plugin	7.7.1		a4e8bb7e3b5b78f327885988c994eb48e3ed7671
com.netflix.nebula	gradle-resolution-rules-plugin	7.7.2		91ed6dd98bf5e4a85a59fd25101d9519359377f4
com.netflix.nebula	gradle-resolution-rules-plugin	7.7.4		435ae2d63feda7b28211561753ad263301c14bc1
com.netflix.nebula	gradle-resolution-rules-plugin	7.7.5		399fb464211649350d516566024a56c2306aec59
com.netflix.nebula	gradle-resolution-rules-plugin	7.7.6		c59e22eb23d0e424f4af3317f70a7a2a3ab76e38
com.netflix.nebula	gradle-resolution-rules-plugin	7.7.7		21a43c6317eadec6c2e1cddc635ef96157c7e828
com.netflix.nebula	gradle-resolution-rules-plugin	7.8.0		9091ae6a047c97578deb3d773c62b995dd437571
com.netflix.nebula	gradle-resolution-rules-plugin	7.8.1		b53d990d06dc1616905ae7b42ac0242b5cb8a887
com.netflix.nebula	gradle-resolution-rules-plugin	7.8.2		9490896890ea58ff4b1b60738f87c68d94da2b2c
com.netflix.nebula	gradle-resolution-rules-plugin	7.8.3		e044514e42c072ae02a7b9eab37c6bfd2b25ddb6
com.netflix.nebula	gradle-resolution-rules-plugin	7.8.5		776dc6d377f4941efd10de5668e4e876df3c85e7
com.netflix.nebula	gradle-resolution-rules-plugin	7.8.6		5c7f754c94e50eba20996594f1a2d4dfc15bb3c0
com.netflix.nebula	gradle-resolution-rules-plugin	7.8.7		150faebcc06a2f7b047dafb119aa51dea3cdc153
com.netflix.nebula	gradle-resolution-rules-plugin	7.8.8		090413b73c761fa77dc6eb129b8046adcef8875d
com.netflix.nebula	gradle-resolution-rules-plugin	7.8.9		bf9f6bd799a8b48a17c90abf35278fab1b339c59
com.netflix.nebula	gradle-resolution-rules-plugin	8.0.0		b012cd9e3fc96c9335f3b248b04cbed2afe4fbdf
com.netflix.nebula	gradle-resolution-rules-plugin	9.0.0		02ff0c4652ed14a225ea09c8f8bb23b6b1c03cb3
com.networknt	slf4j-logback	2.0.23		de8f99e35e2401c55ce5369062ac027291abb051
com.networknt	slf4j-logback	2.0.24		33996d5897ac5fd0ebb482f413b46a7ac2755112
com.networknt	slf4j-logback	2.0.25		4a46dabb3dfc5daf8836352b2ec1cb0f7a78cdb5
com.networknt	slf4j-logback	2.0.26		cca05f3d2505830413e3e109141bafcadf5faec1
com.networknt	slf4j-logback	2.0.27		be3c4f5f4f0eb68b631eeda7222d7a983950a32c
com.networknt	slf4j-logback	2.0.28		bb3cab15aa5fecd62d21460cf0d4b69f625e01f6
com.networknt	slf4j-logback	2.0.29		ef62ccec4e7c7eb42f235aa617bdd13d3066ce56
com.networknt	slf4j-logback	2.0.30		03c3418900fb891acb177712be6901257988a848
com.networknt	slf4j-logback	2.0.31		3928e458f1b01362565b4c764f25f6c222d848ba
com.networknt	slf4j-logback	2.0.32		2b6f259cb26f9fc2d4265a55300f9f57871e2176
com.networknt	slf4j-logback	2.1.0		7513bcaaef69b2d7483feb27a0ca7cf36b7a36fe
com.networknt	slf4j-logback	2.1.1		aa8efdf85e142c4e00e6a703674fecec34c13dd4
com.networknt	slf4j-logback	2.1.10		56b00c3a62b680f8f0e322397771f0e9f248bcd0
com.networknt	slf4j-logback	2.1.11		e5667ef6f518ff28b22428dd976b81ec06b90c81
com.networknt	slf4j-logback	2.1.12		4159e72e1f300eccddad2167311ae90286ab1d8a
com.networknt	slf4j-logback	2.1.15		17166573fe9fdbf3ef7c2729635648a69257d8b5
com.networknt	slf4j-logback	2.1.16		1d448df1a4a531bcc8a675008a278c39df177a0f
com.networknt	slf4j-logback	2.1.18		e0072daad8a535e50be6cd8c68bbaeeab03310da
com.networknt	slf4j-logback	2.1.19		1028414ba171e3db41ed754be2aa19e997cadc0b
com.networknt	slf4j-logback	2.1.2		ff5cbae1e12b55f6934816c1a409887616de5507
com.networknt	slf4j-logback	2.1.20		0a325e761beefd326028469fd8bd8db5d6c62bda
com.networknt	slf4j-logback	2.1.22		b48373bc6a90ab14a962594d4d10b5ad99a097af
com.networknt	slf4j-logback	2.1.23		8c9d5a76139cdf6a2efecc97362e6376a62362ed
com.networknt	slf4j-logback	2.1.24		1724e3c87571a2074ca483469f284c83577799cc
com.networknt	slf4j-logback	2.1.25		60c5a4725881372237b20815b0749c9e6e46a2ed
com.networknt	slf4j-logback	2.1.26		336a0d43ea96043877b1ba2c548e564fe5bd1a84
com.networknt	slf4j-logback	2.1.27		83b060bf01c271f48cf8ddaad8173fd65ce088c7
com.networknt	slf4j-logback	2.1.28		b4a5f8d5dca7d93db30bc073f2420030e4053ca1
com.networknt	slf4j-logback	2.1.29		797475ddb44850b32685ca5e3a5120f288b1f178
com.networknt	slf4j-logback	2.1.3		bf35274507c46b6fb0c33d8365e3db942b1e71fb
com.networknt	slf4j-logback	2.1.30		0f3eac85d62eb7a5a61207b074ee5ff5667dd45e
com.networknt	slf4j-logback	2.1.31		053ff5fbc406d76cc1cf5c1a8415d925c869d272
com.networknt	slf4j-logback	2.1.32		f532f2e7df7311565aac9bf6fb1a539c9cce96d0
com.networknt	slf4j-logback	2.1.33		9bed0c070b6eb3aac06a49fb178a12cfbbd7040b
com.networknt	slf4j-logback	2.1.34		2e6c9b3df24f204d35ef4835ff36fcac738d9d89
com.networknt	slf4j-logback	2.1.35		4c7a261a67607306c8ef7a33b92d9dea2f1e9f2e
com.networknt	slf4j-logback	2.1.36		44a65f3cc79198827bbbe5a36bf896111ba90405
com.networknt	slf4j-logback	2.1.37		7f5bf14e9d89f6068778ba2a6671ff9207f01449
com.networknt	slf4j-logback	2.1.38		de9fe989c31cbf804248842af47339f278743601
com.networknt	slf4j-logback	2.1.4		3a16c76730d9ed007bdef440cd873f17468e4465
com.networknt	slf4j-logback	2.1.5		3eb4de4dd9960fc6fd5a9815f6b5b3150ac04e6b
com.networknt	slf4j-logback	2.1.6		1d810b7ee19786251350e68fea8cc925243a4ecf
com.networknt	slf4j-logback	2.1.7		6813fa51a6e77706627a7e8b5d914d89b15de9ec
com.networknt	slf4j-logback	2.1.8		00b04b2fa13df046712e0a3fc0209276adebd3e7
com.networknt	slf4j-logback	2.1.9		7fcdf92678aa9a25f9bcb015f66a7b7f0c4d146b
com.networknt	slf4j-logback	2.2.0		084a67b28035ead79917058dfd4f2723171a1636
com.networknt	slf4j-logback	2.2.1		632bdebe4333e8412db03b3ba579500bcd53d8f4
com.oglowo	scala-phonenumber_2.10	0.1		68a17486648a593d8a15e4cd17e629e52da90602
com.oglowo	scala-phonenumber_2.10	0.2		a2083b2cc0dfa24f4c27db290ef01ba684c2a6a3
com.oglowo	scala-phonenumber_2.10	0.3		a2543d157275d1f467a317402e9d7babfdb6d9e8
com.sixthsenseapp.superpom	sixthsenseapp-superpom	1.0.2		N/A
com.sixthsenseapp.superpom	sixthsenseapp-superpom	1.0.4		N/A
com.sixthsenseapp.superpom	sixthsenseapp-superpom	1.0.5		N/A
com.soywiz	korlibs-memory-macosarm64	5.5.0-alpha1		N/A
com.soywiz	korlibs-memory-macosarm64	5.5.0-alpha1	metadata	a91d8d54de4a376421e578163c6f5200c0998030
com.soywiz	korlibs-memory-macosarm64	5.5.0-alpha2		N/A
com.soywiz	korlibs-memory-macosarm64	5.5.0-alpha2	metadata	2949ec3e0b17dfe2ed96f35ad63e9135978a5e67
com.soywiz	korlibs-memory-macosarm64	5.5.0-alpha3		N/A
com.soywiz	korlibs-memory-macosarm64	5.5.0-alpha3	metadata	4667fa1b1eec21756bbd3ad2bc56624f6ee4a13a
com.soywiz	korlibs-memory-macosarm64	6.0.0		N/A
com.soywiz	korlibs-memory-macosarm64	6.0.0	metadata	ee40b9f932fe4cfdca6d7ac49fd73e1dd4f99cf9
com.soywiz	korlibs-memory-macosarm64	6.0.0-alpha1		N/A
com.soywiz	korlibs-memory-macosarm64	6.0.0-alpha1	metadata	0bf9ce6a3c07ed572d6963b344a66b3a4ad9704a
com.soywiz	korlibs-memory-macosarm64	6.0.0-alpha2		N/A
com.soywiz	korlibs-memory-macosarm64	6.0.0-alpha2	metadata	8dea3b65e66afd718f493f986797251043edd20d
com.soywiz	korlibs-memory-macosarm64	6.0.0-alpha3		N/A
com.soywiz	korlibs-memory-macosarm64	6.0.0-alpha3	metadata	45041fe33617ac1666a3af694a48b5164c1a1c68
com.soywiz	korlibs-memory-macosarm64	6.0.0-alpha4		N/A
com.soywiz	korlibs-memory-macosarm64	6.0.0-alpha4	metadata	141302ab7597f192b6680ca6268e86b75eb70ab1
com.soywiz	korlibs-memory-macosarm64	6.0.0-alpha5		N/A
com.soywiz	korlibs-memory-macosarm64	6.0.0-alpha5	metadata	8da5c718a0ea0fe3f4c1e69022747e08f2f9633b
com.soywiz	korlibs-memory-macosarm64	6.0.0-alpha6		N/A
com.soywiz	korlibs-memory-macosarm64	6.0.0-alpha6	metadata	fe48d661475717267d31e66f4e9056f3093a5a37
com.soywiz	korlibs-memory-macosarm64	6.0.0-alpha7		N/A
com.soywiz	korlibs-memory-macosarm64	6.0.0-alpha7	metadata	2f5579e237504cca8b685ab5bc2b700331d8104c
com.soywiz	korlibs-memory-macosarm64	6.0.0-alpha8		N/A
com.soywiz	korlibs-memory-macosarm64	6.0.0-alpha8	metadata	68b75999250e092db6eab3f8d90b104a2fb5f1f7
com.soywiz	korlibs-memory-macosarm64	6.0.0-alpha9		N/A
com.soywiz	korlibs-memory-macosarm64	6.0.0-alpha9	metadata	5489afb6b72a0d666a113769f42d005b5e6cf426
com.spark-engine	plan-model	0.11.0		b20844e32a225f2718b9dfd8546831f50cee811c
com.spark-engine	plan-model	0.11.1		647b2e3ef2f4d83f010caf366892ccb247995eb6
com.spark-engine	plan-model	0.12.0		34606f7084921a9c1e74869796e68a221c436ab2
com.spark-engine	plan-model	0.13.0		7224480c0390d7348664efd7a3c93d943f7a30cf
com.spark-engine	plan-model	0.14.0		344ebaa660fcefed3c4461f44afdbc7a95d22731
com.spark-engine	plan-model	0.14.1		bde99b2db7a9e02973ddf6b55839dc6f4407bf2c
com.spark-engine	plan-model	0.14.2		9fde180be1004359fdf549e3cf9008bec5045e43
com.spark-engine	plan-model	0.8.1		8aace531d84a0c2ba5eff3cee8ed54fc4a7e2e4d
com.spark-engine	plan-model	0.8.2		4e45a29b61c75b81b2330e27cd7534d6a3220717
com.spark-engine	plan-model	0.9.0		5e5de7a0ce6e107bee9dcf06519343d73e8ae8fd
com.tunjid.mutator	coroutines	0.0.0-alpha01		99038f6a0f2bd4feb9d67da2bcce2db9f5ba064d
com.tunjid.mutator	coroutines	0.0.0-alpha02		21626c9c0b40bcca7d5cb937d07c916c0d4daa67
com.tunjid.mutator	coroutines	0.0.0-alpha03		f61b0f67fe139345626753b27d3717ffde29b7c6
com.tunjid.mutator	coroutines	0.0.1		f8c450d480d979ae16f5bd81e7253ec29f7f6c42
com.tunjid.mutator	coroutines	0.0.2		fd2b2b6918181e539d589fd0ef1cf5b815b2e11a
com.tunjid.mutator	coroutines	0.0.3		7bb198d25b26df759f046e3e097a94d16a182015
com.tunjid.mutator	coroutines	0.0.4		8bcd92f5e2670b2e1df5e3eb14c4d50a3c5d4210
com.tunjid.mutator	coroutines	0.0.5		1dfc0d3733d1195098b3d1919ce02649cd556542
com.tunjid.mutator	coroutines	0.0.6		b92692df00efd90394fba37414f071e9b77a55b1
com.tunjid.mutator	coroutines	0.0.7		1f06d7f295c540dfeff9f6f3de4284539e8f34e5
com.tunjid.mutator	coroutines	0.0.8		656872c02bc91f85ec25f07b8b7f3627f3344109
com.tunjid.mutator	coroutines	0.0.9		159bee4424ee2df264bb85f2188cca186b1a30fc
com.tunjid.mutator	coroutines	1.0.0		e893e219a357c336cdcfba2efdcd8c7f55c6912d
com.tunjid.mutator	coroutines	1.1.0		382ed8da60947c2dcb93a1e42da221b31cb6b329
com.wesleyhome.jpa	equals-hashcode-processor	1.0.0		fefcb0b74a4f9412e3f0bff94527b2e3c2d5312f
com.wesleyhome.jpa	equals-hashcode-processor	1.0.1		9a34787e030f555e0be588c625eb6b7714eb6898
com.wesleyhome.jpa	equals-hashcode-processor	1.0.2		fd26d8a238ecdc1fbf863d0742060b9f383ff7e3
com.yandex.pay	xplat-yandex-pay	0.1.0		N/A
com.yandex.pay	xplat-yandex-pay	0.1.1		N/A
com.yandex.pay	xplat-yandex-pay	0.1.10		N/A
com.yandex.pay	xplat-yandex-pay	0.1.2		N/A
com.yandex.pay	xplat-yandex-pay	0.1.3		N/A
com.yandex.pay	xplat-yandex-pay	0.1.4		N/A
com.yandex.pay	xplat-yandex-pay	0.1.5		N/A
com.yandex.pay	xplat-yandex-pay	0.1.6		N/A
com.yandex.pay	xplat-yandex-pay	0.1.7		N/A
com.yandex.pay	xplat-yandex-pay	0.1.8		N/A
com.yandex.pay	xplat-yandex-pay	0.1.9		N/A
de.dfki.cos.basys.common	shared-plugin-settings	0.2.0		N/A
de.dfki.cos.basys.common	shared-plugin-settings	0.2.1		N/A
de.dfki.cos.basys.common	shared-plugin-settings	0.2.3		N/A
de.dfki.cos.basys.common	shared-plugin-settings	0.2.4		N/A
de.dfki.cos.basys.common	shared-plugin-settings	0.2.6		N/A
de.sciss	equal_0.27	0.1.5		fd6f203a0a673c74b5500c83e5fff23a3bc17a0f
de.sciss	equal_0.27	0.1.6		11787c2c909aa9d3f45e4a871cd785b94ad1e70a
dev.opensavvy.spine	spine-shared-jvm	0.2.0		486598f6969fede6ce92a493208dec90cd5c0a6f
dev.tiebe	magisterapi-nativex64	1.3.4		N/A
directory	apacheds-core	0.9		0922bdc2a633d36f8233adb297b175758a632f75
directory	apacheds-core	0.9.1		82c691195ad94929ba0ce0b1310d04f775f79460
directory	apacheds-core	0.9.2		a3739ee3c91c0dff76a2800a8d1d24f9dc0c9cf6
directory	apacheds-core	0.9.3		cf6b4dd1ade3df0415e42f6ed5b17dab459a9dae
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.3.19		fbe4d2a48abc7f9ff9d815430c18318deebba69d
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.3.20		ca2f4879e32843362061dbd772f5e2363cc815ce
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.3.21		a5c4748d43565b658482b5b9032f7bd2945c8e32
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.3.22		a9106f0d80b92aba4406df64c86f3eb7c91eb163
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.3.23		4f241fbb04404f04196693d181efb15ca78d0cc6
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.3.24		3c871156daa62743a91f3520cd7862cdd32cc15a
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.3.26		fea1c05f5a6144e0fc8cef477011aed6fae95891
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.3.28		08950aadc8e1995bf73e9c98ae51c63876ff2b01
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.3.29		412df6a53e6418d52e38d3b58149c9dc6234e527
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.3.30		6ac27bb1bf3280dc2e53ef4c1cee1c2cec8c4a0a
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.3.32		922ec09b260a3c237aeedbf5877dd5ecd251f2ae
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.3.33		62d33ea4352cf6b041e74f97bb525d96d7ba63cd
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.4.0		ff6a8c33b7dd7015ab017921945360acf03c1f6d
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.4.1		124b72f408a87a16434899cf1ee6c8a5a70a6dd1
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.4.10		b40ec84567c3160a1b9778fd239c53b77e9a7f29
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.4.11		1a334453f476d722a123da504b01a727f17cd6a1
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.4.12		13bebb5cf0114557cf841c453c67652198859c49
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.4.13		9fac4b4f0f5b412f2a72050dd5735b870775e02e
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.4.14		c0f694807d707dba1b244a61bd9a450b4c71b789
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.4.15		babe89bdd724ee45ea9b1f5a59cb66150ea38051
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.4.16		51b986dcc257bdff7ab69d477b39004b29f31ec2
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.4.2		56007eccb302d7b7eb3b4cf74f6f066e62c69302
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.4.3		a71bfeffc39d27ff7eb5b781dd0592a3620b60dd
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.4.4		d815ee2d20977300740ef5fee87cf00942a23c47
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.4.5		be47b754621cb0288bab5686d51ab605b9b4c01d
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.4.6		5147ac94f431dc51fbd187352eb28a8002911f6f
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.4.7		e2bec39674f2dd73a2493a6f76719cd59fcc58af
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.4.8		31a357d811e8746c9bd106d78d9eca88e60f6f4f
io.americanexpress.synapse	sample-service-reactive-mssql-book	0.4.9		867f0df411c8a7f82d8c4b9c02661b3192883f6f
io.argonaut	argonaut-cats_2.12	6.2		7eb3055123aa15b5bc32ba5c6a59beb41cbff6b0
io.argonaut	argonaut-cats_2.12	6.2-RC1		2b5034ae37fb0a1dc90aa82b77e5522485d099df
io.argonaut	argonaut-cats_2.12	6.2-RC2		0fccf91a95f65bae1ea9fa4a55af0ab3ab626ab3
