ch.nexsol-tech.spring	spring-build	1.0.0		N/A
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.30.29.1		2803d187a00bd9a5f38316e8abea2e26faf169be
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.30.30.1		d104a8a6eb2fb1e53bef99f72217f8bcd203679c
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.30.31.1		ee334eaf75adffa9e8bedfad7505969fa13fb24b
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.30.31.2		220656f2b451844b3dce64e9c5c61ec18407ce3b
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.30.32.1		bdd9ea532ee07148ae7fc44327360cf568bfe1b4
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.30.33.1		f4f025ebeb64627e4d396c1bc78361d8ded723b5
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.30.34.1		d5cfd9e023d205913e5a27c4458d928b9d55b2d2
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.30.34.2		0869cbbee8dc3f8ba9ea6013d444016af296e973
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.30.35.1		70a79851d4bc47e5677ff32032d791bdb92b663d
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.30.36.1		b61dd902e7ed9d683f5464b7299894a80a8b53d2
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.30.37.1		00fd1509aeb02a773241135081d982a6a221a8b2
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.30.38.1		cec309284d189d799ce08f4c6ca0811bd0ec498d
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.30.38.2		ab04aea7c87314afbd710a9e62cf699dac7b3f1f
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.0.1		8896aa9c3cbc8ccf8c6914fef22e40a377c3447b
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.1.1		685bd2292b92f52e0880e8f488141a26eef1e556
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.1.3		1c6b001a1c872feb06ef3d3e7410f51d58309b74
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.1.4		ab41ad2f8ac130e02357f02b9b77d088dabb03b4
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.1.5		9ec9f10aa0e8762d2ca023c62496abfb4f5a6072
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.10.1		05ba369caf2354fafc436e9353f5b161e8a89153
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.11.1		1cef12f350ece1e17f8ed1dcadd15da46bfe2a65
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.13.1		66f75f5595c81856f599171bab89cb691ad3b135
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.14.1		a4ec561436eabf8fc8c3a8a91f03af088e04fb93
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.15.1		70b5978a9843be2bfe384f0be37311d671d63757
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.16.1		cee1120e50806c0c61aaec1f51b2a30330d8a406
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.16.2		90d02548006335291587937fb3b1ce6df226f867
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.17.1		8fe7607d6b1d0c4d5f1b2389cf9a350f2be56b4e
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.18.1		895ff937960b0c7603732b5070cd442be54e037c
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.19.1		c8adbc399f7022839702299696fc9607d5d2ec37
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.2.1		3053499f118c4319b86cfe00a17241f42ccf8135
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.20.1		12b33af34f16c838d5729ff4e35edf8302e8b031
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.21.1		a60a578004126d1ad79f31e15bf6f5c7c954d58c
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.22.1		35bcc9fd5cc300fb16fffe05de198ff361dc5d3a
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.22.2		45cc033ac37c8afa07e7bec7574b3abb58b8de4e
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.24.1		e22eed6232e455bbebf83c0cdb4c623d9f3c5f74
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.25.1		5cc83a8a5f743cbf159133db9fec7957c77f0a4b
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.26.1		e69206ef970dcac627068d1379298eb57f5317bd
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.26.2		95af53eba8cf10d06c909ea6e1e7ade5237c24a4
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.27.1		31b2c45d8096bb5da6d816ccbb87e61b65016460
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.28.1		17179d4e408d2bd79def0b71df4a5d8be97d38e5
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.3.1		ed2ebe6b5b9bedbf5008cf0a4153026eec077f1a
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.30.1		d607f3805c24f0e3ed59805780db1f089062bf19
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.4.1		d1f5db8ee11113bc8f6b57b4d0d0165d2ec88523
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.6.1		4789694a053fd650af3f2dd870c19eb5a1f9212d
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.6.2		58234e1ad6c6f197b8eae980c30ed5080ad38193
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.6.3		17e68edfb0974e846aae7048bfdda306b1810566
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.7.1		f1d6c1492a43c9b0e343bdcd95065dcd3a341874
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.8.1		bdbb746349c2c7065c20ec1d7aef525c589932c3
dev.zio	zio-aws-cognitoidentityprovider_2.12	7.31.9.1		f9e3bdd9e36e75bdb46d924d67a2c10611c7f953
fr.cenotelie.commons	commons-utils	1.0.0		f462bbdbdc661da3b1b7825dcaa6b151b9435d7a
fr.cenotelie.commons	commons-utils	2.0.0		936739754d69972b967858b16c294b94696c1118
fr.cenotelie.commons	commons-utils	2.0.1		d97440e80abf8cdcc621d00a1d172bd39c6926bb
fr.cenotelie.commons	commons-utils	2.1.0		fb7f90c631e3f74abe9a6948eb5f1adc0dd41473
fr.cenotelie.commons	commons-utils	2.1.1		dfb48cc6f6b39dae457977dfc5d8073678017d62
fr.cenotelie.commons	commons-utils	2.2.0		65cb2dc88a35df9ddeecf9705d8afdc1f5933906
fr.cenotelie.commons	commons-utils	2.2.1		6ab73ff04328f2025b2fa130f539aab42e6ff3a4
fun.fengwk.auto-validation	auto-validation-processor	0.0.10		07150120389b927c1ef5f0410ca452a7e7c9e7ee
fun.fengwk.auto-validation	auto-validation-processor	0.0.11		9478c68326a7e90c1275c1bd0d0633b75b6dc94a
fun.fengwk.auto-validation	auto-validation-processor	0.0.12		7e3c902e2647a62de007b0d64732fad32695919d
fun.fengwk.auto-validation	auto-validation-processor	0.0.13		eac0c660236a0bb71352dafcec766c467f5b0f9c
fun.fengwk.auto-validation	auto-validation-processor	0.0.8		9ffceb002e5baedaf7f0e7340473235b127cb8da
fun.fengwk.auto-validation	auto-validation-processor	0.0.9		85cd2de98a12b3be57def54c206e9e310c1cca27
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.1.0		112326499e58eb2d6143801739b4fe67e932d0f5
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.1.0-M15		a1c397cebfd2338e242f102493814613578cedca
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.1.0-M16		178fe3dee86c388ee27923e235ce595f05078ba5
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.1.0-M17		c5584ca49aef69cd7a8e48e94e82ef6a7923bae0
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.1.0-M18		044ad431fbd880183b5064618f73b313fd4990f7
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.1.0-M19		a2d07615f89bc74132ce76df88fc9e91923e0360
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.1.0-M20		f6f5a027ebfa71f5d932e18b74566bda9edef86d
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.1.0-M21		70050f6b4ad40077751205b1a23b906efccc5cd0
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.1.0-M22		fc7fbf9f0f4329368edde95d7eaddd2481a17503
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.1.0-M23		a0bdb8c96054c70e2b62a2ad293bbb45415967c6
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.1.0-M24		6c4ff8f9481ebaf9cf9cfe2fd73456e8ebefef0d
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.1.0-M25		81519601b48470318116696ae037df0f1f74fe21
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.1.0-M26		20f31265f304347db21739fcb865b16db00fa83f
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.1.0-M27		cc18e01d9e68ef781c3daee82e64cd1af4d4a9fe
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.2.0		b33aed7cdb53b5a56713fa0e999f1127d058d9e1
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.2.1		35efbffcb550e8826b0962d7852c0d0aca8f4b2b
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.2.10		cf5047c6b0cd0598ecacbca1b0538b25a3fe8ecd
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.2.11		373372e66e4a085ffbb0f93cb6964bd5ef4ce694
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.2.12		6cc340a0b0f096500540f1a8ef51f9ba54f66a6c
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.2.13		f31350d3782f33dcbddd3bc034c39fb93e495a38
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.2.14		4c5bde06216633947fe15017818051bda6e60ed0
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.2.15		bdf5af4e8ff278621e452c822de886528f9dd5f5
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.2.16		8b6e852dbbf9611422d847667f6f74792a2cf9ac
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.2.17		6aeea7758df5b1c4a99037e7245a67b2d832c9ef
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.2.2		f4f681b8c889130657fd04bd5bcbc84794f22a44
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.2.3		5bcca525d8e498ef5f1ec76b9e5c274575889260
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.2.4		c0859be6edfc1082d04f112b60605340daa1be95
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.2.5		42252b9293432b6125e765091e6585f350ec5d26
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.2.6		2631b119c7e36e41142c281996a840bc750e47a0
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.2.7		650454260de746ed73fc07748c448712fc4929d7
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.2.8		42aaa1b0b4a946be7819f3c31e53b73e296d0cd4
io.7mind.izumi	distage-extension-plugins_sjs1_2.13	1.2.9		093171eb5a2c26e1d3e202f744be02aad1ac8a83
io.divide	server	0.5.2		57a07f7ccd8b9d26d8c85ea5b50eb8e588bd259e
io.github.1c-syntax	bsl-parser	0.23.3		a4b6fb23eba79fadd18eaf81a1b38b2f7c579002
io.github.1c-syntax	bsl-parser	0.24.0		d2d4bc9a9baa73b97bc99944e91e79b50ad53838
io.github.1c-syntax	bsl-parser	0.25.0		1a14bd492b1763afce4e67a248efed311a8950c6
io.github.1c-syntax	bsl-parser	0.26.0		8b1fa963956f762a08ce0765f207d6340e80e13b
io.github.1c-syntax	bsl-parser	0.26.0-rc.1		f93d58c4580559d8da5ca3516384df9b3560975e
io.github.beyondeye	kbloc-bottom-sheet-navigator-android	0.10.0		N/A
io.github.beyondeye	kbloc-bottom-sheet-navigator-android	0.10.1		N/A
io.github.beyondeye	kbloc-bottom-sheet-navigator-android	0.10.2		N/A
io.github.beyondeye	kbloc-bottom-sheet-navigator-android	0.11.0		N/A
io.github.beyondeye	kbloc-bottom-sheet-navigator-android	0.12.0		N/A
io.github.beyondeye	kbloc-bottom-sheet-navigator-android	0.13.0		N/A
io.github.dzh	dimit-redis	0.0.1		b2c41eb089e2b91bcc820a85d5b908300c9aa0d4
io.github.dzh	dimit-redis	0.0.2		f5d498c327cf2c3d2c5c469914868dfb1752465b
io.github.edmondantes	simple-kotlinx-serialization-utils-js	0.1.1		N/A
io.github.edmondantes	simple-kotlinx-serialization-utils-js	0.1.2		N/A
io.github.edmondantes	simple-kotlinx-serialization-utils-js	0.2.0		N/A
io.github.edmondantes	simple-kotlinx-serialization-utils-js	0.3.0		N/A
io.github.edmondantes	simple-kotlinx-serialization-utils-js	0.4.0		N/A
io.github.edmondantes	simple-kotlinx-serialization-utils-js	0.5.0		N/A
io.github.edmondantes	simple-kotlinx-serialization-utils-js	0.6.0		N/A
io.github.edmondantes	simple-kotlinx-serialization-utils-js	0.6.1		N/A
io.github.edmondantes	simple-kotlinx-serialization-utils-js	0.6.2		N/A
io.github.edmondantes	simple-kotlinx-serialization-utils-js	0.7.0		N/A
io.github.edmondantes	simple-kotlinx-serialization-utils-js	0.7.1		N/A
io.github.edmondantes	simple-kotlinx-serialization-utils-js	0.8.0		N/A
io.github.edmondantes	simple-kotlinx-serialization-utils-js	0.8.1		N/A
io.github.edmondantes	simple-kotlinx-serialization-utils-js	1.0.0		N/A
io.github.luochangcheng	ccboot-starter-auth	1.1		62bd6fe7cf8d6e9f9ede8d3b524d67d403ed7888
io.github.luochangcheng	ccboot-starter-auth	1.2		d5123006cb0eebdf6d594dd746480f077773320c
io.github.luochangcheng	ccboot-starter-auth	1.3		0d3ac09e6f68fbde508b740bf2f891c651f82a07
io.github.luochangcheng	ccboot-starter-auth	1.4		7f2f801de4cfaf9af06b3d7d356866fed64b27b5
io.github.railian.data	data-result-safe-collections-tvosarm64	0.3.0-alpha05		N/A
io.github.railian.data	data-result-safe-collections-tvosarm64	0.3.0-alpha05	metadata	1029b03a842a049c9ea55d22ca1270661711656f
io.github.sokybot.mydoggy	mydoggy-plaf	1.5.1		b4422cd1f6e6d2be3995f8896e1c20c0ead7f3c8
io.igia	igia-hipaa-audit-autoconfig	0.3.0		1d8eee77ef26085b3c4632b68ed976035517b1ed
io.igia	igia-hipaa-audit-autoconfig	0.3.2		dbcff3cf94ffc7c28a65dd258ec650493d31e8d9
io.igia	igia-hipaa-audit-autoconfig	0.3.3		5d48af683811b15e5d3733a430ebf3bcb3f3df16
io.kinoplan	scalajs-react-material-ui-lab_sjs0.6_2.13	0.1.0		8bd26e15b4c07d4ca0896fa51e17d1f8809dfc78
io.kinoplan	scalajs-react-material-ui-lab_sjs0.6_2.13	0.2.0		81acdf50c9f4c3fa7239ad34cbd1f72bbbb8afed
io.kinoplan	scalajs-react-material-ui-lab_sjs0.6_2.13	0.2.1		256d8b71bf2a3aa1a0a7eb94807336de54088405
io.leopard.boot	leopard-boot-role	0.9.20		01ab376495bb9570578428d1a2fe277575d5475b
io.socket	socket.io-server	1.0.0		bfb7d479fcdee554b5ebe321fc644b1faf4ac4e9
io.socket	socket.io-server	1.0.1		24b8567d489b976ab479bc83db4f8dccfd840aaa
io.socket	socket.io-server	1.0.2		18c14784c66ca14965552b8df9cd94359a777fa5
io.socket	socket.io-server	1.0.3		226e4ff0eb5aa618d6c5b16bb9e1b904b83c1224
io.socket	socket.io-server	3.0.0		83e7c0af884fb21d15dcb08b9a3dc670f74e8f07
io.socket	socket.io-server	3.0.1		f78ceab6e5ebc711aa4b919999be3fbdbf4e5c05
io.socket	socket.io-server	3.0.2		921ab1a524ca101945cc33e64dbdc6807b62418c
io.socket	socket.io-server	4.0.0		2c862f262806c695dcb89bc9e564a8b228204ff5
io.socket	socket.io-server	4.0.1		2c70bb8502781097453191afcb97b986bdb66bbc
io.socket	socket.io-server	4.1.0		08b395a2c79cca7d4e5b9b4b23425a76fe2dbfc0
io.socket	socket.io-server	4.1.1		4565d397c2c9497d553ff8e2e1a544bfa46ba962
io.socket	socket.io-server	4.1.2		963a4bbaf1153fa6cb5c5017785f6d940114efa8
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.0-ALPHA-1		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.0-ALPHA-10		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.0-ALPHA-13		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.0-ALPHA-14		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.0-ALPHA-15		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.0-ALPHA-16		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.0-ALPHA-17		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.0-ALPHA-18		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.0-ALPHA-2		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.0-ALPHA-3		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.0-ALPHA-4		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.0-ALPHA-5		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.0-ALPHA-6		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.0-ALPHA-7		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.0-ALPHA-8		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.0-ALPHA-9		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-1		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-11		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-12		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-13		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-14		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-16		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-17		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-18		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-19		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-2		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-20		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-21		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-22		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-23		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-24		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-25		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-26		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-27		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-28		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-29		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-3		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-30		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-31		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-32		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-33		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-34		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-35		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-36		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-37		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-38		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-39		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-4		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-40		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-41		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-42		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-43		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-44		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-45		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-46		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-47		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-5		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-6		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-7		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-8		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.1-ALPHA-9		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.2-ALPHA-10		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.2-ALPHA-11		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.2-ALPHA-2		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.2-ALPHA-3		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.2-ALPHA-4		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.2-ALPHA-5		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.2-ALPHA-6		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.2-ALPHA-7		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.2-ALPHA-8		N/A
it.tidalwave.northernwind	it-tidalwave-northernwind-modules	1.2-ALPHA-9		N/A
it.unibo.apice.scafiteam	scafi-renderer-3d_2.13	v0.3.3		efb117bcfcbc614a029ac17dcab4f63cc5f5751e
net.soundvibe	funk4j	1.0.0		4802e40bf403f5c4c54a15f38406d9945ccdffd0
net.soundvibe	funk4j	1.1.0		1a6d2e251aab178885aaa844ddf357a6378ba2e0
net.stickycode.resource	sticky-resource-coercion	3.3		7190810ea6c1366334969d2b4fa48c1698dfb343
one.xingyi	cddexamples_2.12	0.5		ee50760672dc0ee1b2a30ef652053d841bd79a33
one.xingyi	cddexamples_2.12	0.5.10		e92cacc54cfae5ccfd3673d885304ad82c848444
one.xingyi	cddexamples_2.12	0.5.11		a5c511edc3500671eb043daed104086cfce5ebb7
one.xingyi	cddexamples_2.12	0.5.2		a4127c37c8a892a9b7a8f4a525218b1dae6b60bb
one.xingyi	cddexamples_2.12	0.5.3		15e13ad3298042ff6fa50611275e45b2f49637dd
one.xingyi	cddexamples_2.12	0.5.4		180351eeeda47a6968df1ffb13d50824ad132dd2
one.xingyi	cddexamples_2.12	0.5.5		c1e0b36c8aadfb5c74e3c6b84fc71e0826180ab8
one.xingyi	cddexamples_2.12	0.5.6		cc24efea041c5c1d79338bac8cdf6ba4fe1683ca
one.xingyi	cddexamples_2.12	0.5.8		f58d7d2b68f26ad5176b68e4d9a23f9569aa276c
one.xingyi	cddexamples_2.12	0.6.1		150492acc4e9a7464387ea15387e2418fca25188
one.xingyi	cddexamples_2.12	0.6.4		bb237f9230e13aa6d06391c7c4b9190f68114af9
one.xingyi	cddexamples_2.12	0.6.5		e19e7084f7cbfa311fc6755a7bcddc79c52821d8
one.xingyi	cddexamples_2.12	0.6.7		e110dba896dd0e67de7dc87b4cea71b1330aba3d
one.xingyi	cddexamples_2.12	0.7.0		181848816e94d57f7f9687f3ff7fe279e1675967
one.xingyi	cddexamples_2.12	0.7.2		268b62740622b32c4d815552f6fc09e22674fe05
one.xingyi	cddexamples_2.12	0.7.3		fdfacc25b282a8922f13407543d55e0f73db1126
one.xingyi	cddexamples_2.12	0.7.4		2c24365124eac8d23bc71024d968bba95c003976
one.xingyi	cddexamples_2.12	0.7.5		bb307310a61fbbbacd0bdf847edb912a39e386a0
one.xingyi	cddexamples_2.12	0.7.6		6060c7587640cac42cf9eaa762b09e7d750a2798
org.anarres.graphviz	graphviz-parser	1.0.0		44a4ca92e7995939583ef361206dc7327cd1b3ef
org.anarres.graphviz	graphviz-parser	1.0.1		e6a661670e9f0e8060f8d962daac000ec0fa4b51
org.anarres.graphviz	graphviz-parser	1.0.10		12bd450159ba91b9485e4d8bfd9e2eed286f67bb
org.anarres.graphviz	graphviz-parser	1.0.11		ad3655e83601500695c377bd022c8ce9a04454b7
org.anarres.graphviz	graphviz-parser	1.0.12		5fca3090a2e58803b5c34b2882a16550e57321be
org.anarres.graphviz	graphviz-parser	1.0.2		4a3ff2dd59fa5dd0f7c19a95329210e8683b6427
org.anarres.graphviz	graphviz-parser	1.0.3		8ba0510e33b62736ac0a43dec8f22e34065bcfd7
org.anarres.graphviz	graphviz-parser	1.0.4		648391922da900b5d26b37de055f27a13a881ec5
org.anarres.graphviz	graphviz-parser	1.0.5		e3df250460d7ccdeec96188e482d7a200ca25608
org.anarres.graphviz	graphviz-parser	1.0.6		863fb1feb8271fbe0907e74957c68441e3a923ef
org.anarres.graphviz	graphviz-parser	1.0.7		837d87af31f07deef47985033a6c4e2f00ec8de6
org.anarres.graphviz	graphviz-parser	1.0.8		656a4a57241accf447eb764036dbf218f5db3b1c
org.anarres.graphviz	graphviz-parser	1.0.9		54fca5248b297a9209213e6a83440db2dca96fad
org.apache.beam	beam-sdks-java-io-amqp	2.1.0		5e2fe15159286e83553e458d9438a771392ec39b
org.apache.beam	beam-sdks-java-io-amqp	2.10.0		5fe146ae4707b9a3c5a956487e2c3509f3025af4
org.apache.beam	beam-sdks-java-io-amqp	2.11.0		676c2e0fe75dc7f7798cb2df45c0c5990e0e25e2
org.apache.beam	beam-sdks-java-io-amqp	2.12.0		8cda79727c5de01d3820fd90370e2634721c2aac
org.apache.beam	beam-sdks-java-io-amqp	2.13.0		993629af38c5e755fde03a1c96f095d219e0b52c
org.apache.beam	beam-sdks-java-io-amqp	2.14.0		3b4baaf21f0c25de26726a400fa3bcb7b472d6a3
org.apache.beam	beam-sdks-java-io-amqp	2.15.0		29283d0a7b96e6700ac9268b868e02afc862b680
org.apache.beam	beam-sdks-java-io-amqp	2.16.0		a6410b5c666b75c3d3e1ab6f3a706317bbc3e40f
org.apache.beam	beam-sdks-java-io-amqp	2.17.0		c02623fad0609fc4d356c9731a5ac7eb25ab7cc6
org.apache.beam	beam-sdks-java-io-amqp	2.18.0		4e8d752e217380bded67c006c2fec62a9d06a103
org.apache.beam	beam-sdks-java-io-amqp	2.19.0		84a51d3d4012bcbe359ca841e9dc667ad49a7eeb
org.apache.beam	beam-sdks-java-io-amqp	2.2.0		f58a155d6a0c5b3ef3dd853f9117069ad4dda779
