at.asitplus.crypto	provider-versionCatalog	0.1.0-PRE		N/A
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	5.15.20		fb600edf0f1a3b584cf39c4a890b343630af1d5b
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	5.15.7		0530e30c0dee4b00190a571ef15f13955ca0d8bc
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	5.15.8		a235f06e990dc6cd95eef2ddbb200a7917fa3d93
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	5.15.9		eea0b37bb21cad9ab9a83c3dfa6cb4b97599e38d
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.2.10		2434803ef1e387f983de1c57a567943607f63677
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.2.11		443fc3fa41a65359af9ba561b6d40cb9cda0ade0
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.2.12		151386bf6bb17127c0033dae54275e90d7a106f7
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.2.5		b1449f4da03539132d81de5f1b1ecdfc176f222d
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.2.6		aca8421a8e2d6304246a0801bf1b11a5e5671d62
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.2.7		be1cc09e5daf5c61c8c1143b1932f8a60004dfa8
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.2.8		1d462867864d28d79e5894f9950fff7f36362f06
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.2.9		d19336e2ae6e581bf48a46a357b78a7d2cfa9a33
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.3.2		ee5159a4901e32734c6785fadd7c20f41d74095c
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.3.3		2583242a4d20d7b877dee2590cd9c496e7e3edf8
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.3.4		2e7e5a912ac9f14b37e9373b4208e964e55d7a67
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.3.5		ef9b0e2350811131e1a3e02fd436a0e36651782b
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.4.0		ec7537b98bb9ba5c80d4d44def0b13e7123b8c4c
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.4.1		42392a437c19b6c78d097ae80efebdd001ec30ed
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.4.2		04ffaf017d8e461c590c3a8094959eb2e85a0f6f
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.4.3		81026cb9e8ab5be87fa56bb937daf3949ca0b07a
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.4.4		509889ede34aec3c5b1e350fc408251363307f34
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.5.0		3bf7afe0e38ca3304b5bfea4535f9892fc8b6d56
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.5.1		b27a8ee7f02f39f63c35a64397760a1cbfd73aa9
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.5.2		d7ece33e231f82dfa5539043f5939ddaa59bbc21
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.5.3		227d4cbd2a303c205d90f4a0b422ded44261e8c6
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.5.4		562b4da4d348bed8b78f856a8aa26275550abcc3
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.6.0		b1978c3f830225753fc0cd8b00ffc8d658aa9419
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.6.1		83dfad3bf4c7c8e848f068a70481fbd3ab9dd9af
io.qtjambi	qtjambi-qt3dquickextras-native-android-arm	6.6.3		d889cd8529629b147072a3a931d9b553c0f3c473
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202110192205		4ff62ba056ebd7468af3ebb2c593c286a7013c62
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202110202205		57513fb16637cd3c642a06b2ea550950b08c4753
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202110212205		d90b1cfa9be90f6fa8aad0ff4ec7f03589dc2b85
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202110222206		84e29e4b26331f3d70abe7f2eeff68afce122ebc
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202110232205		167d0a51c9e61a9a0631b49a61bdab6ff9a0aac1
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202110242205		518759f7c839ed4c7fe706296fa4323df6861dc7
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202110252206		00099ac4bf6119e3ea289b2c1785e230b4e88f85
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202110262205		2c73699f35c3d38c95618481991def3a633b4520
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202110272205		7f40b16f66975b6c37ba34bbac00baaa3b256ee9
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202110282205		9c8c08a1cf9d46c265d40c5ba3ccf00c93570285
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202110292205		0cb791b0c150d75ade015a18fa12a1398cfdf947
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202110302205		bfc628e0bbeebfca2e88a12fccbdf95420f1723f
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202110312205		578e813cc7275435309cf8050c2654d809f0da7c
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111012205		6d34d32425e023b82a58ebb13b9713d8169ea9d9
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111022205		83897120f634c853284367f94ea2a4b50f58622f
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111042205		67475d9b30812254e517116f0b29a8d5a379c1bf
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111052205		543a5db8a484bb528870c745246850cdad8bf9d5
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111062205		528b7fb3102f3e924b022335e122a1d8da6364f2
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111072205		3b561f38d5b43ac89026307b190d86069b69b6e2
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111082207		be9bd5917dcaea6a6045a725a0a3933647ad4c5e
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111092206		18d1e578eb4833260371015c3cf4ffa0aa1060fb
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111102205		11e99c39bfb076caefe76c9204cd74d687d9eee8
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111112205		3772800c01aa7b5c880a4006d59f65188ef0fb85
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111122205		1920d95c40ff8fe7ee33ad839fd7e4a90e29bb3b
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111132206		cb5a9cc70d2be355f47721c634973f32987fa768
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111142205		c5d43d12b2a37e434f05415a612e1605b0680c36
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111152210		3fe2106ecb40e038087d3f923f537eeafa19d176
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111162205		63c13fdf767776b48ac6227bf547ccd68242f9ff
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111172205		e937dcdb5ada3c7b6a5c171c6ebc62029af5e8b2
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111182205		263518cbe8a4465a08a20efa05f8197999f6e7ab
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111192205		cb3739c324df1595a2fe99cd752820e45195c650
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111202206		7d920843d4b46c91d9139261b2ace190e773c7cb
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-20211121082026		47fa7e8a4128d473eff08c0863c35c904982f84b
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202111212205		606e314ddc177afd4774a9405783d4ea3ec0e958
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112052205		683806f3173f3f78607f49dbb73c45b329331d22
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112062205		a4b9c8fb47d28b5a08df2e2df3f2d031defa565e
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112072205		bc58ebf6b98bb763909f2377e08f71d2045c0a10
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112082205		bc6bc3d247eac64e319c24ab206370a610e430ef
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112102205		b9f1bbc73dbe0310b81419520c55f560ab439cc8
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112112205		b5f201fa15aad92ad90b9f86542f91e6de3a17bd
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112122205		77eed1b426ba12f5387b21276b669a00a67fcbeb
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112132205		af5d83ef9917b0f1a3bf9fc6634af46baf9ac9e2
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-2021121511380612		54257f1eea86ba9d955082eab75d5185536fae23
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112202205		60e9bd26e592b58a6e3bca16315ca0312cbae2e6
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112212205		00010a23cd22d40edc7fa4c6107e9f99c6f3ac7d
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112232205		2fdb47625c160016bbea335995ac258dee5473a7
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112242205		8d1e8f3c8dbd73f8e260c20bf43dd572b6c2d403
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112252206		b8d4ce130ee3b15159ffaec401766e484ecbcce4
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112262205		6dd384766e9dca6018cf68cfefe32e40c7cfd364
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112272205		9b47af7007e5686d6da36c75aa610a90732f39ac
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112282205		a75d4d1a075799bb783fd7895d84045d4dcaaa94
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112292205		1f2c557b42bf45d92867bb8be3753307e0aebee9
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112302205		c1c075221222216bf1c1de68ba5e222ab28ade7b
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202112312205		68cdb3b1f783c97f56b0644d2559e0cd9a704b5f
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201012205		5c6a9189776f3b1048f611bef234534bd98163af
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201022205		72c9c6d8c9c24adff3ac1e66cfbc02d7adcacfc8
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201032205		e9b66bf3575f1b679ffea8d558138cbf83e44391
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201042205		0b86595dcc1657ae194440f00dafee9dcc8c4fa3
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201052205		c48f088dee093d7a81a8de2b436e93a05bc51422
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201062205		82dd54162a28bb532a3d33c397100e21db56d63b
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201072205		d597d9651612cf7307b0e63f71142661e9551893
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201082207		4871d6dc6728a1738c0b4f8841bea72267241c4b
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-20220109005955		e16677e372afd28f7fe12598fdf9dcc162b5c86c
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201092205		a8b55b84873f4e9f9326127a9b0f2941e7adc0af
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201102205		c0f339c403e586393422c0385d5e4bb0634afff1
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201112206		dac66f30d695cbaeb63ee530e5ec144090b4ff33
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201122205		9c0b334b35ce45aa83e5ec342729267522d631da
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201132205		d189606ebd9ce9bfdd325a196341215a9e9cf677
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201142205		99a6917e955dfcb63b938508e1884cf34ee3c9f3
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201152205		a9706d5d8a6142ebe4f73312c68c804af1155462
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-20220116133338		f0cd0a0bd55ee397a7ebfbd95620426a31892060
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201162205		1fad6acf65ab2afcf3df4cc83245814a2e068c53
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201242206		d220e8ac83ed00ed8be62e18ea6797ebe3b80d59
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201252205		dff28e4a2ed7c7e3f31d8cc28ea48c2325e4909f
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201262205		b5b46dbd4eefc3a8fc89181b66a4f7cd08b6e995
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201272205		7e1277e2af51c5990f0a34eb9a098b45a37a1e72
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201292205		89a8bc7c710b98ae00ee6d82fc7494a7c6a2ea56
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201302205		c675e10078eac59e471f793de70a3e4073c76211
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202201312205		0e7306695a25c2cbaadee77c6f34adaecf2ca6fd
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202012205		8c4f2ca8e79b7566a099ec00e626c0ffa45520cb
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202022205		24db24c48291fe7267f9bf1f8077c9e4d5cf134a
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202032205		29fa7c673a8ebd751377980b2490884138aff476
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202042205		fa9ac5ac7d01747271fa65950a94b96f0b435d91
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202052205		158b12120bb776854362e3073530e200ac7ccfff
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202062205		6a1250be84e7a073d274d1a3d5c68a329f8aa5c1
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202072210		7bcfbf497fb62713643c10c008652801c006ec5d
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202082210		ebebc7d510731084f7355570a91c61d60c609610
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202092205		daa530d39cc52be7a400378ffd9cbee09daa380c
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202102205		628c4700b7bc48106d91fbe32a5b762ef90df361
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202112205		d8661ceac4c2596803002e4361741302539df0a4
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202122206		31397c0ecb0c55010ba69aef409945d222da9c21
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202132205		d330de68c76dc57f9bf0a5ddf8d9b6bd9b8f1c14
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202142206		7db3897c998b6f7609bd8856792fd56e9aafe5bf
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202152205		6cd1227381e3a689896ccd2e23faffc14668caa3
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202162205		25b32fc9fcf38406a8b118bcabaa845eef818d40
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202172207		ff3145b02c08d4aae8d63b4fd84c87ee35302e5d
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202182205		1849159cce117639c2a01348e5c868424986c0de
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202192205		3c785ec5c47b2963b139b6ca9e6304078592b17d
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202202205		77690f64763a2eed88d5811c60ce7c92c1795e1e
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202212205		7dff500394773f5c780fbddbca639494b45cef7f
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202222205		8d69e58f572727556d5f210b011afc5bb8d02d79
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202232205		9cc8c6eef4034849e90b52f3a544720f42aabd0f
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202242206		3bb8b01e72ea940b11f9a2bb8cb78c5b0953efd1
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202252205		273aac2aa6b3befee5dfc112f526b58f67cf4d38
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202262205		0c1ee4e1104991546ee8cae88657b858d0e32d2b
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202272205		27f3dcb8736f567bd10d115631c6fe4f23432b59
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202202282205		b2400d0584e8b83c571ef4dbc2c02ed5f19b934a
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203012206		44b4044fd196dcc5917e9b46da11f97a9bcc5c12
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203022205		3f92bde70fdf1ad8151b8ae4edfe895ab912ad51
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203032207		cc0bc21a8c71c6fa5d01a383a0c56c6ec4247aa3
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203042205		270351412fe97b3c1b6b45a97ec2a0ce338ecae4
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203052206		bd7810a7b2b1d660a01f3e00ac4780efda59052b
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203062209		6eb4955fda17a7e5d4ee0412f16a5ec0216e5b2b
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203072207		429e42932c74fa8b0622763a6611a9c6080b5b88
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203082205		a664b12b62fa8d9470411d8bc6652aa35f357a80
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203092205		f9f06efc46fcaf5d050c6d73c99bc9fe37e8185e
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203102207		02b1cc000b48994eaad0affa1352c5af681e55fe
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203112205		f37cdc66d91c0fe0e10aff0080ea12806c4ec7a7
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203122207		6e29d94613cd87ac6cb072a3600d806896294c7d
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203132207		569afdc19c432fab6047c89319ecf63ffce5e608
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203142206		b0e212e679674ab54e0eb4afa1235daf723f4594
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203152206		4ecc25cc2c1073911167c76649fb1e9bc16184fc
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203162206		55fdfb0e5563068004d6d886b79e40ff54632750
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203172206		b4c6e5a1ccbf1ccace250c8d54f25e21b7cd7861
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203182205		c47b0f1bf674d3a7b2afd315fc36a24a04766720
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203192205		e8293381593b1eaeb175d455d668b390135c2114
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203202207		10f1a5f5777e3c461bd7909172854163c3f6c55f
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203212206		5312f9dc57cfd9c5af759b396289fabbe53d8ab0
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203222205		34c85b0c1a140d8cf72fdd785925a6e148225ed2
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203232206		6ad400b9aa85f1595b85c7821eacba32eb352a3e
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203242206		7de0d109cb7114b4ff2f609c2a3894508d090065
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203252205		5883c891722675fd3d7b0b8191f0b6812034ea31
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203262205		322a7f8f65916537e4479666f1268af480667d68
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203272206		32ef367ec5cdea6b133e57ec01079fef7d63439a
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203282206		b4c6309368e16a69d714a197d2631504c60769de
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203302205		4b500e47358a45c557744995c19305fb33986301
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202203312206		5a13dc8772346d6629f773df11c90f4de3df1cfb
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202204012205		b4d5bbae9e0de5b17f8ea0560f61fbfb4ec9ab32
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202204022205		39172b3f3bed46ccbe80238392b4a060680eb638
io.streamnative	pulsar-io-debezium-oracle	2.10.0-rc-202204032205		4526608c131b4413da661aafbfd81caf289325b6
io.streamnative	pulsar-io-debezium-oracle	2.10.0.0		738183a035e6cae7a646f1229688531ac816df66
io.streamnative	pulsar-io-debezium-oracle	2.10.0.0-rc-1		35a7d81a040f285c86c8b17b5e4865d8b8d23b08
io.streamnative	pulsar-io-debezium-oracle	2.10.0.0-rc10		8ef8bc81d8bd4ce3bec9201811a2671e8ab6b6d8
io.streamnative	pulsar-io-debezium-oracle	2.10.0.0-rc11		60ae85a7b8d4553c1cb6b3b3306a75e8dd868f1c
io.streamnative	pulsar-io-debezium-oracle	2.10.0.0-rc12		376ff9a150df367b24b47aa9cb4b274da2f69858
io.streamnative	pulsar-io-debezium-oracle	2.10.0.0-rc13		c1a5eaf89e9b820c6741298f70def62245049ebc
io.streamnative	pulsar-io-debezium-oracle	2.10.0.0-rc2		918743e7743ebe0a03962cdd458a85336b1c5631
io.streamnative	pulsar-io-debezium-oracle	2.10.0.0-rc3		b6ab5c004333f1d425ef6ce744e5bc9983270c96
io.streamnative	pulsar-io-debezium-oracle	2.10.0.0-rc4		22f2b57f0a454853a5e7eec85569f5a758c05d05
io.streamnative	pulsar-io-debezium-oracle	2.10.0.0-rc5		244a3decf7923421f4754afa5c38702b9820b4b8
io.streamnative	pulsar-io-debezium-oracle	2.10.0.0-rc6		f58ec9ec308871951ef9cfb866ab83a156c0cd5d
io.streamnative	pulsar-io-debezium-oracle	2.10.0.0-rc7		4e589560356a40e88de59d4c2df708bcae90a0a7
io.streamnative	pulsar-io-debezium-oracle	2.10.0.0-rc8		013f18a57499369ba66c9505997f701a280b6a72
io.streamnative	pulsar-io-debezium-oracle	2.10.0.0-rc9		ae07525086a819d66f17cc461858563026944acf
io.streamnative	pulsar-io-debezium-oracle	2.10.0.1		400f996ac577a390a5a7da73e78e69da209dd6a3
io.streamnative	pulsar-io-debezium-oracle	2.10.0.2		dcd07bb6841a768f01922f20196b0d3770cf339a
io.streamnative	pulsar-io-debezium-oracle	2.10.0.3		fab838a5bbf2da89d40d94f596d49f0e13b4b3dc
io.streamnative	pulsar-io-debezium-oracle	2.10.0.4		aba89c609fdb9b60131a22952ee0967860f7aedf
io.streamnative	pulsar-io-debezium-oracle	2.10.0.5		2875179f579a12a2480b2a3ddba9f7d159929910
io.streamnative	pulsar-io-debezium-oracle	2.10.0.6		e1f6c009767d95fb4c00f369d0f633ab261185e9
io.streamnative	pulsar-io-debezium-oracle	2.10.0.7		278e9e8d94456ff210acde04f0fa199e97e18afc
io.streamnative	pulsar-io-debezium-oracle	2.10.1.1		8f7feb23863c31d72f56e8297ee7adc66a85fb0f
io.streamnative	pulsar-io-debezium-oracle	2.10.1.10		50beef41576ac8a73e185463f8c1e4271dfbf443
io.streamnative	pulsar-io-debezium-oracle	2.10.1.10-rc-arrowstreet		a0bc8e2c33064aa7383b2d6ed7d946cb56594a74
io.streamnative	pulsar-io-debezium-oracle	2.10.1.11		38065a13d28b5ef68978b3b34badd2d2bf5d2bc1
io.streamnative	pulsar-io-debezium-oracle	2.10.1.11-rc-iterable		97cd1ee70b6c1875fcb75a845385a72d242c3db2
io.streamnative	pulsar-io-debezium-oracle	2.10.1.2		4292f7eea1f152029e43ad6da331f28ccb21e1f5
io.streamnative	pulsar-io-debezium-oracle	2.10.1.3		158c1bdd77d0a5a95dbb8d3a3ae1db3e3a0e3b78
io.streamnative	pulsar-io-debezium-oracle	2.10.1.4		198cd35dc08b1bff11008a47f674fcc03d3f9dd2
io.streamnative	pulsar-io-debezium-oracle	2.10.1.5		75ebfdf970f35f25d10836a3acae8d547844ed0b
io.streamnative	pulsar-io-debezium-oracle	2.10.1.6		df3cb9c9fbc14ea27f09c289f31c532b7dd16874
io.streamnative	pulsar-io-debezium-oracle	2.10.1.7		ed24dba95993714f45bde28385d7cf0273b02073
io.streamnative	pulsar-io-debezium-oracle	2.10.1.8		49853dae18377d663dd169486069806d3a24c228
io.streamnative	pulsar-io-debezium-oracle	2.10.1.9		5d1a6896853c5ed269e0941637cbcce12400757c
io.streamnative	pulsar-io-debezium-oracle	2.10.1.99-rc0803		1afabf8853f7ae325cc985873c297337973c2756
io.streamnative	pulsar-io-debezium-oracle	2.10.2.1		182cd606976d454f9d89ccd02a9f0a17b8da222d
io.streamnative	pulsar-io-debezium-oracle	2.10.2.2		8a91ae91fb7b93c688339f9d9bd4c476f273e406
io.streamnative	pulsar-io-debezium-oracle	2.10.2.3		ef8f8070bd79c8a6052d247a92e143fbb39e6999
io.streamnative	pulsar-io-debezium-oracle	2.10.2.4		af90ae91ca648808a24bfe29e8718829142ca41e
io.streamnative	pulsar-io-debezium-oracle	2.10.3.1		6083aae4798034353cdbe41f3fd2d5cc6a5602da
io.streamnative	pulsar-io-debezium-oracle	2.10.3.2		46dd54bdd76ff5fa5d15837c1ac2dfd8ad8bcf24
io.streamnative	pulsar-io-debezium-oracle	2.10.3.3		fd376de69c90394bfc9024a7ec01fb48f99b35d2
io.streamnative	pulsar-io-debezium-oracle	2.10.3.4		99d19d669b03c6da6e6d2984085f0261fdca0033
io.streamnative	pulsar-io-debezium-oracle	2.10.3.4-rc-20230301		d155a0e48501937cf922871e0d9fdfbe875dd2f4
io.streamnative	pulsar-io-debezium-oracle	2.10.3.5		b75ba2dfa4afb7c2f625e6e12191befe259ec905
io.streamnative	pulsar-io-debezium-oracle	2.10.3.5-lego		d6935ea54cb65f1aba37aef0dbaad9b20e344402
io.streamnative	pulsar-io-debezium-oracle	2.10.3.6		39feb4154039543a97d471ddd840ec61d4f28aad
io.streamnative	pulsar-io-debezium-oracle	2.10.3.7		49a246564ff1961a2bb1c295c6b368def8008e15
io.streamnative	pulsar-io-debezium-oracle	2.10.4.1		0cfc88731f1707f7d7300fd166c9a62a7cdeb8aa
io.streamnative	pulsar-io-debezium-oracle	2.10.4.2		6584a70405bd3f68fbd35092fc2bd8a6fe69baa6
io.streamnative	pulsar-io-debezium-oracle	2.10.4.2-5ce22c		52ec0925f7e7e7f2bde5ef48fe881c672da80545
io.streamnative	pulsar-io-debezium-oracle	2.10.4.3		1b25a0ac2fdc0a59a7e0d0f6247e68bdaaf7bbc8
io.streamnative	pulsar-io-debezium-oracle	2.10.4.3-5ce22c		dd9a274a7e98524754f6fc5e0659f87498fc4ae4
io.streamnative	pulsar-io-debezium-oracle	2.10.4.3-attentive		37cb1f0ee638c592dd99ecdd3d45854c492bbbdd
