be.siteware	excelprocessor	1.0.4		2a3c7a0e14237cf2b6bc72709766b1eca60c5052
io.github.itzephir	result-tvossimulatorarm64	1.0.0	metadata	9344f35c1526ab2f0d8d88635bd5d47fcdb90d9e
io.github.robwin	assertj-diff	0.1.0		6465cd20f1618941414d91c1c4bcf2f38cee147a
io.github.robwin	assertj-diff	0.1.1		7674f789bb57d1b70cbdcff87420fb957c9d0bd9
io.github.taikonaut3	virtue-registry-zookeeper	0.0.1-alpha		d661bdca6184b64dd8dc86f75be49296cfcfadd8
io.github.taikonaut3	virtue-registry-zookeeper	0.0.2-alpha		52a466f2be95637c8fd694ae2fb35fcf17a0aa32
io.github.taikonaut3	virtue-registry-zookeeper	0.0.3-alpha		2a317751918b1c07f4ec343282926bb858b70a86
io.github.taikonaut3	virtue-registry-zookeeper	0.0.4-alpha		99ad1c95eaded0a10fdaef17f42a34b5de9fd162
io.github.taikonaut3	virtue-registry-zookeeper	0.0.5-alpha		5be41fac3399938e6ec9303266ba7ee1500aa830
io.github.taikonaut3	virtue-registry-zookeeper	0.0.6-alpha		e003dbbcb9936dfbfc9cdf67606aeadad3bcb296
io.github.taikonaut3	virtue-registry-zookeeper	0.0.7-alpha		ca2f4f41e30a4ddf415aec0d249bba796d9ac767
io.github.taikonaut3	virtue-registry-zookeeper	1.0.0-alpha		abce4d33398b66d3fc5173fcc1cbc9b1fd304e37
io.github.xch168	float-window	0.0.1		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.0.1		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.0.1-alpha-6		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.0.1-beta-1		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.0.1-beta-2		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.0.2		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.1.0		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.1.1		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.1.2		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.1.3		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.1.4		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.1.5		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.1.6		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.2.0		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.2.0-beta-1		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.2.1		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.2.2		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.2.4		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.2.4-rc1		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.2.4-rc2		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.3.0		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.3.2		N/A
io.insert-koin	koin-core-linuxarm32hfp	3.3.3		N/A
io.monkeypatch.kaval	kaval-coroutine-jvm	0.5.0		7bb97974c42c4e2ad369cbc763ef2723c39340e1
io.monkeypatch.kaval	kaval-coroutine-jvm	0.5.1		4b26e3c8a96f43d3430f31d377504c4d8c0b2340
io.regadas	scio-cats_2.13	0.1.2		53d2128fcdffe2ed1d2e95cd7a83a15c57d1ec60
io.regadas	scio-cats_2.13	0.1.3		538fcab81dd6b2285bab4e11899eee3a268ae93b
io.rhiot	rhiot-cloudplatform-encoding-camel	0.1.4		5c6e2a9fbde02c4fda4d08d98f8e7e512c766e88
io.scalajs	complete-platform-bundle_sjs0.6_2.12	0.3.0.0-RC2		1236e403a1cdadd05d232cd34246a1e79c320b45
io.scalajs	complete-platform-bundle_sjs0.6_2.12	0.3.0.0-RC3		6bcff60a6a532c8fc277a2bda9c17926bb657876
io.scalajs	complete-platform-bundle_sjs0.6_2.12	0.3.0.1		89e1808c5f6e1d08a864558fefc00eceeb180d32
io.scalajs	complete-platform-bundle_sjs0.6_2.12	0.3.0.3		a2234276e2913fcb3a4e5c38b4135825270e05de
io.segment.analytics.android	quantcast	1.3.0		179b3efb724a844cb5a54d1081b55dc4e37a259d
io.segment.analytics.android	quantcast	1.3.1		N/A
io.typecraft	command-bukkit	0.1.0		f172c4d0a1e4d4883c8169bb4babbb770c139af4
io.typecraft	command-bukkit	0.1.0	all	8bdb43fbcc1d6f2bf09c8a24eab5c189f76ba7fd
io.typecraft	command-bukkit	0.1.1		5c4c4f3eb3a2f470abee750a0e7b8b53a69cdc37
io.typecraft	command-bukkit	0.1.1	all	ffe37d94dc615d58ef671cdcd717e9129ba9ca6f
io.typecraft	command-bukkit	0.2.0		b5a921d29acd48630c718313767a81247423c8a8
io.typecraft	command-bukkit	0.2.0	all	069afe1be61ac75114f95c15b12b6aa662237763
io.typecraft	command-bukkit	0.2.1		4d66d30cef29278ee5da6f863a3985d7c4705d5a
io.typecraft	command-bukkit	0.2.1	all	e8889b5abe221bff40f683c6a7ac8f50406a5643
io.typecraft	command-bukkit	0.4.0		7faf14e4dde1587f65538f303b94f3fdca696bac
io.typecraft	command-bukkit	0.4.0	all	765924252efa128d39c049cbb56c155dc0ba3d68
io.typecraft	command-bukkit	0.7.0		f37d55a1beae6beb17c4cf3fb7f7df08e549773a
io.typecraft	command-bukkit	0.7.0	all	29216aa81a7135534bd6a041066e7f413f8e204f
io.typecraft	command-bukkit	0.8.0		7f08d29538a18ff8664dc27a925a51c39627a032
io.typecraft	command-bukkit	0.8.0	all	771691dac4145e758799fdbe92b59509a21a8863
io.typecraft	command-bukkit	1.0.0		454d4aed483c212addd55b888ab7a7aded038c27
io.typecraft	command-bukkit	1.0.0	all	fa470b5723c54d610d48a7acb8b0a1cc7466a765
io.typecraft	command-bukkit	1.1.0		abfc6d91c67cb75c084f9fa9e3da90a7aaa6538e
io.typecraft	command-bukkit	1.1.0	all	95b592231ebab1d494aae78290697e8a820aec7e
kr.bydelta	koalanlp-twitter_2.10	1.0		8e0dfb9d8c23a7813873fcae3a1d5b106dce0b42
kr.bydelta	koalanlp-twitter_2.10	1.0.1		b5d3c9eef2c155424bd42441bf5c7dc73df03ea1
kr.bydelta	koalanlp-twitter_2.10	1.0.2		8e775010a5508207b11e8603860442f36da9291c
kr.bydelta	koalanlp-twitter_2.10	1.0.4		7a4151eb3bdf8b2e6bef91c5f1e24b36b031e92c
kr.bydelta	koalanlp-twitter_2.10	1.2.0		de036a94d8b4ca1e8f8617e9d88248f70d300343
kr.bydelta	koalanlp-twitter_2.10	1.2.1		5fc0f313bfc4ed5dfb59fd7d4f04fba19339a7f9
kr.bydelta	koalanlp-twitter_2.10	1.2.2		5e62dbc26c2ad19ab7946a5064a6ede075319a5d
kr.bydelta	koalanlp-twitter_2.10	1.3.0		5bf233422e1975de7d4147c5c0f9ac827e4931e8
kr.bydelta	koalanlp-twitter_2.10	1.3.3		c04869be4b5e5aa9663e7806e9a982ef83a79d2a
kr.bydelta	koalanlp-twitter_2.10	1.4.0		28250e25e12493abd528b420700c4c6fad4798d6
kr.bydelta	koalanlp-twitter_2.10	1.4.1		17fba892be79b6a7a3ee0100ef7e3e5b39c2822e
kr.bydelta	koalanlp-twitter_2.10	1.5.1		5eca029d712b26c690dd92ac421fb981b6458396
net.adamcin.bnd	net.adamcin.bnd.vendor	0.1.0		4a16b6764ca3114adc5e8e06e5ead1fe0ca157af
net.adamcin.bnd	net.adamcin.bnd.vendor	0.3.0		a1a3d51cbd99876c2096e16778e9199a968de164
net.smartcosmos	smartcosmos-build-tools	3.0.0		6bc6ed4ddd9ca762a9fe70dca57175fb3d606eb6
net.smartcosmos	smartcosmos-build-tools	3.1.2		11d1e6360e552291bf8d4908776aac3e0b36e386
one.xingyi	json	1.0		0cd9b13960635a11f276eb535f599d0fe6dad4fa
one.xingyi	json	1.1		3cd067f22cc574ed082601df3365a4467580ef7e
org.apache.camel.springboot	camel-spring-boot	3.1.0		40e22b087ad84b2b8e48169cae9922d6c5baf2c8
org.apache.camel.springboot	camel-spring-boot	3.10.0		c7728c4cd621d8f26fba6b0d9fbd0e991f5f789d
org.apache.camel.springboot	camel-spring-boot	3.11.0		35680541104da8c11c53381a6e156d0568635dc0
org.apache.camel.springboot	camel-spring-boot	3.11.1		dc002b4a00c364b4193f2609cf3871b52b4a58fc
org.apache.camel.springboot	camel-spring-boot	3.11.2		2c1584d36dad7312f9596e987c7c7fe19a3854d9
org.apache.camel.springboot	camel-spring-boot	3.11.3		2afc7c85a9798b6c52a3573d72adeb1d18681565
org.apache.camel.springboot	camel-spring-boot	3.11.4		4a8182ca64c419350742b9e4bc2817eded5859d9
org.apache.camel.springboot	camel-spring-boot	3.11.5		eee1979db2b3aedd1a737e9168528ad5467021be
org.apache.camel.springboot	camel-spring-boot	3.11.6		952c2084d8cde4d1008f27962d83e14f43f9574c
org.apache.camel.springboot	camel-spring-boot	3.11.7		2a927f1846d925eeb645bdc28c90ceb7f209d212
org.apache.camel.springboot	camel-spring-boot	3.12.0		a86b17f5f036d8e61e29e17b0a6eedc27d50d4a2
org.apache.camel.springboot	camel-spring-boot	3.13.0		9fd10aa200a701d0155a904075582904d1b222fd
org.apache.camel.springboot	camel-spring-boot	3.14.0		c20fc4d3c73440f9c0e1302dccc8d55b02765084
org.apache.camel.springboot	camel-spring-boot	3.14.1		0104b1008d49b5761c9afbf6a8e79807638aa45c
org.apache.camel.springboot	camel-spring-boot	3.14.10		90c9a0dd029f3a326fcb7437a4326cd0471ee0ff
org.apache.camel.springboot	camel-spring-boot	3.14.2		a1af64e58b19a668a1b88f3b28fd66a646e15e53
org.apache.camel.springboot	camel-spring-boot	3.14.3		153e0760193afa8196f1e694b8365611c94128b4
org.apache.camel.springboot	camel-spring-boot	3.14.4		3b0087479b7f5a474a2cc97ce9ee5199a0fe7c73
org.apache.camel.springboot	camel-spring-boot	3.14.5		a6b56c954d5fadd7d95517b3937392c1e2dc820a
org.apache.camel.springboot	camel-spring-boot	3.14.6		70e9d748de99f4329fe2fe40145845eee0f0daed
org.apache.camel.springboot	camel-spring-boot	3.14.7		3fab039830fef19ab1ec1231ca5692185318b480
org.apache.camel.springboot	camel-spring-boot	3.14.8		62cff761f44ae8be5f1339afa02f646b2db188b0
org.apache.camel.springboot	camel-spring-boot	3.14.9		5f2deccfdd37660ce78c96e2e3caf3cb0e4e15f4
org.apache.camel.springboot	camel-spring-boot	3.15.0		d1824e72dbcfed837427cfe67ad76f71fc3502be
org.apache.camel.springboot	camel-spring-boot	3.16.0		bc8bf6d9bbf415597c569fd122641098d0c0e3a6
org.apache.camel.springboot	camel-spring-boot	3.17.0		ea56f61b95d78eadef8ad6bea01fdb0f8fb2d24e
org.apache.camel.springboot	camel-spring-boot	3.18.0		dd67ad1afba715a11c21c30f7836b18689d760a1
org.apache.camel.springboot	camel-spring-boot	3.18.1		5b33e4bd6a5c1e5950b006ff1f9f1a1c63317d72
org.apache.camel.springboot	camel-spring-boot	3.18.2		8ff592013ce36ee51912f583db11d0122e3481c4
org.apache.camel.springboot	camel-spring-boot	3.18.3		421b24f8ffbeaeebeb9e359c54802b29e4cd7bd5
org.apache.camel.springboot	camel-spring-boot	3.18.4		a048610fcb8370f5ccf871b9009f7c09ca0c8827
org.apache.camel.springboot	camel-spring-boot	3.18.5		01f99e330f3501b702061153f8f306249b998932
org.apache.camel.springboot	camel-spring-boot	3.18.6		fb08e5a5ff1c92a5fff04ff3dcab3e4072a183a7
org.apache.camel.springboot	camel-spring-boot	3.18.7		5180ddd35bacf436a7eba2ced0e8817293939131
org.apache.camel.springboot	camel-spring-boot	3.18.8		70441bb178056b22a4a57461dd538706806f960c
org.apache.camel.springboot	camel-spring-boot	3.19.0		49668390e3a39b04e5b2438781e8d959763bb525
org.apache.camel.springboot	camel-spring-boot	3.2.0		4eaa91d9ef25d6f2bb6f52217e996a8e6149b0a3
org.apache.camel.springboot	camel-spring-boot	3.20.0		a8b0530a2b557d852592628f73f668c9c13607a2
org.apache.camel.springboot	camel-spring-boot	3.20.1		10661c86877c73feeadddba73cba19021498830d
org.apache.camel.springboot	camel-spring-boot	3.20.2		2ca4c9da40b9211cd01096fceb501ae17d1f6676
org.apache.camel.springboot	camel-spring-boot	3.20.3		2ed29275a489ac285aaf267e69b915166f2e9bfc
org.apache.camel.springboot	camel-spring-boot	3.20.4		9d970c3241ed2dfdc7e202482f594a22cfb584f2
org.apache.camel.springboot	camel-spring-boot	3.20.5		5d50e567cc88f2c00d4cbdaf55ae46dbae3de94f
org.apache.camel.springboot	camel-spring-boot	3.20.6		c54208caf895f6a6b166711795c783ab5ec510b4
org.apache.camel.springboot	camel-spring-boot	3.20.7		4bc379db8b8e4f7006ba618d482db6336c062eb8
org.apache.camel.springboot	camel-spring-boot	3.20.8		b350de456e3b736277238acee16f001c2c28a565
org.apache.camel.springboot	camel-spring-boot	3.20.9		02619645d7895e13c5d104fd7d645f4cafdc7fdc
org.apache.camel.springboot	camel-spring-boot	3.21.0		312396412d417280bab5cdfbf1c2aee693fd08e2
org.apache.camel.springboot	camel-spring-boot	3.21.1		4bb970da75183003cfb4c5ff8aad602ba9d352fc
org.apache.camel.springboot	camel-spring-boot	3.21.2		faacef85e81987697c0073d4e8010d783b6241db
org.apache.camel.springboot	camel-spring-boot	3.21.3		76229983e6dfb1253b5203f09da739e72ef19e93
org.apache.camel.springboot	camel-spring-boot	3.21.4		4937f06502cc534a0ceb63ffa9834acd5ab05ec3
org.apache.camel.springboot	camel-spring-boot	3.21.5		2228c6138520897d79545ef7dddcc42179d2fcb9
org.apache.camel.springboot	camel-spring-boot	3.22.0		d22dbc41d731915d5005904339afd7d4e73ae7ab
org.apache.camel.springboot	camel-spring-boot	3.22.1		5d3dd8b3e0bb7aa8bab481c1d0c61ae60f1b0132
org.apache.camel.springboot	camel-spring-boot	3.22.2		756b39a28b6fa511cb92e1921eae57d9e33c1153
org.apache.camel.springboot	camel-spring-boot	3.22.3		386000e30b26d894423ec0643f41dad610d4b8f3
org.apache.camel.springboot	camel-spring-boot	3.22.4		d4a1621093746935f93d6a30dcdc5f7dded33ea2
org.apache.camel.springboot	camel-spring-boot	3.3.0		1db5c6a41f287f15f2d0acd4d1362536a2ca88f7
org.apache.camel.springboot	camel-spring-boot	3.4.0		3bd750ead97e872ac3e57a1c925061bf2ef6ca6b
org.apache.camel.springboot	camel-spring-boot	3.4.1		6e2c1b51fed22fdb773fa3f310f3278044f180e7
org.apache.camel.springboot	camel-spring-boot	3.4.2		f04bb3d2ab487c432be8856405e6507a24dc53a2
org.apache.camel.springboot	camel-spring-boot	3.4.3		70eb256314a43b078b5cb7ffba724befa4af579d
org.apache.camel.springboot	camel-spring-boot	3.4.4		97d893bed0f64cef7887118b027f3369eedeefcb
org.apache.camel.springboot	camel-spring-boot	3.4.5		e764d88352b4bd7a5b2b59b9b0d5fabb8d569f36
org.apache.camel.springboot	camel-spring-boot	3.4.6		c29474fe27c5a2526e3bbf7bfa8191832848e44f
org.apache.camel.springboot	camel-spring-boot	3.5.0		c9b72a572989fa8da97f575c2ae8c93d3b9bf6f7
org.apache.camel.springboot	camel-spring-boot	3.6.0		bd38c5dbea0a886a5e6c5a68b845ea74b6c79842
org.apache.camel.springboot	camel-spring-boot	3.7.0		fcdef3bde257d4fc09b463384c737c244ae268c3
org.apache.camel.springboot	camel-spring-boot	3.7.1		57983175927a8c4582f0cf356a6e632d34a9f553
org.apache.camel.springboot	camel-spring-boot	3.7.2		bb599f3009c189629aa9d08476768b5236dfee90
org.apache.camel.springboot	camel-spring-boot	3.7.3		43b181f98090ed790b2bf79d4b7e3811096a896e
org.apache.camel.springboot	camel-spring-boot	3.7.4		d9e82b559affaed6ba63e1b4a3dffc7de190c043
org.apache.camel.springboot	camel-spring-boot	3.7.5		bdcbfaa2cc5771d9c551ea5cc889a820bfcbe7c1
org.apache.camel.springboot	camel-spring-boot	3.7.6		288853fad9f9cf3dc610981b85bc634e6afb9af5
org.apache.camel.springboot	camel-spring-boot	3.7.7		9f4eb7a99865d29338bcfedd044d61c9e2acfb72
org.apache.camel.springboot	camel-spring-boot	3.8.0		27cbcf11268878bf2bb89e541fa5d85c0a724811
org.apache.camel.springboot	camel-spring-boot	3.9.0		7e62a836105024d74f97e2dac01e0a7c2834bdfa
org.apache.camel.springboot	camel-spring-boot	4.0.0		4c026fc84bf014cbe90a1b61335f420b8d0a077c
org.apache.camel.springboot	camel-spring-boot	4.0.0-M1		fc41999787e148b73075038a62e2dd34dc7efb93
org.apache.camel.springboot	camel-spring-boot	4.0.0-M2		1b62d62f1d702f8648112db33a6f0795e58eb931
org.apache.camel.springboot	camel-spring-boot	4.0.0-M3		e8c5a08fce7673d64291d6818d44a2cf8ae3d119
org.apache.camel.springboot	camel-spring-boot	4.0.0-RC1		ff85d0429f8ec70efdfde2f800202954b671c1fe
org.apache.camel.springboot	camel-spring-boot	4.0.0-RC2		b8ce0050c1ab6713bf0e435e39269c522f5a6828
org.apache.camel.springboot	camel-spring-boot	4.0.1		b21b34a4c73e11af0e3e0c1fc17e171dcd48437b
org.apache.camel.springboot	camel-spring-boot	4.0.2		3228d9ceb9056610de69bbbdb57d3cad867000d2
org.apache.camel.springboot	camel-spring-boot	4.0.3		5ed73d7ef43996afdc54cf5cbd4cdaa012bbb72d
org.apache.camel.springboot	camel-spring-boot	4.0.4		874274e1a26eb481e8db9ebd9a29960b41bc0053
org.apache.camel.springboot	camel-spring-boot	4.0.5		3c87c3010401e18e9db59d60be2e229dbb3acbdb
org.apache.camel.springboot	camel-spring-boot	4.0.6		4cc04e7e18850e67897013c5230a8929742fc6b1
org.apache.camel.springboot	camel-spring-boot	4.1.0		75634d098666c76c468d5444a5ce53bddb755355
org.apache.camel.springboot	camel-spring-boot	4.10.0		bfd41faede669733344a8e60cc295741c77061fd
org.apache.camel.springboot	camel-spring-boot	4.10.1		68317fd2b2e43735f4455fc01375db46485c0b0a
org.apache.camel.springboot	camel-spring-boot	4.10.2		32ac62828f721b2fceccf34f340545ef9438b47d
org.apache.camel.springboot	camel-spring-boot	4.10.3		a9a4876b4ce93ff250a1bb7250bf5bbf8697c26d
org.apache.camel.springboot	camel-spring-boot	4.10.4		72cfbcbb8846bf8c85f04fa889b106591850c357
org.apache.camel.springboot	camel-spring-boot	4.11.0		e98e581aae190de13831c2addc972b1c28459cb6
org.apache.camel.springboot	camel-spring-boot	4.2.0		f06850b843575ca62503a79b03a7454d8babbd76
org.apache.camel.springboot	camel-spring-boot	4.3.0		45f13041a2a987435fc307abad4e6e6f65f5deca
org.apache.camel.springboot	camel-spring-boot	4.4.0		60f4e7dc5a8556413b1f5beaf515337d725b4b29
org.apache.camel.springboot	camel-spring-boot	4.4.1		3f991b5355f4af2f440523e1ebb77959b731cc40
org.apache.camel.springboot	camel-spring-boot	4.4.2		b7fc3d7db883c7397942a609db012024e126ee4e
org.apache.camel.springboot	camel-spring-boot	4.4.3		303dcf1dc0f7542280e9473474a62bc60d8eca11
org.apache.camel.springboot	camel-spring-boot	4.4.4		ea699b6e7f2fbae9dd2e5a17182ded26da33b99c
org.apache.camel.springboot	camel-spring-boot	4.4.5		af7401b6508ff7b60e7122dd42335876cde052ad
org.apache.camel.springboot	camel-spring-boot	4.5.0		d53e722da80096a32ee54620df844ea454ba7e09
org.apache.camel.springboot	camel-spring-boot	4.6.0		8e2d58ba35d26c3d4a42aeab116a69182a0671da
org.apache.camel.springboot	camel-spring-boot	4.7.0		0a7a09846ca94b4d2e8d9c776b75aae0bd7d6bc0
org.apache.camel.springboot	camel-spring-boot	4.8.0		3844fc16897399b93b4dee4b01c6c5f6b213cbcb
org.apache.camel.springboot	camel-spring-boot	4.8.1		7ed8d856d9f769d7b3f115eb817d36e13a50a228
org.apache.camel.springboot	camel-spring-boot	4.8.2		7112727610acd163ed32f3f87fb44e8d620ae645
org.apache.camel.springboot	camel-spring-boot	4.8.3		a53ffa7b3d0f3a9df20bddd99850fe000fbb3654
org.apache.camel.springboot	camel-spring-boot	4.8.4		f80f8b87e405d09724f9230221088f22a5ddf314
org.apache.camel.springboot	camel-spring-boot	4.8.5		5305019a13e6fa5e488a53eef07d545be1289bec
org.apache.camel.springboot	camel-spring-boot	4.8.6		d1cdfbf078f4b57d27bff18551091c7b5d0b1bbe
org.apache.camel.springboot	camel-spring-boot	4.8.7		c5f95e65c509683d512d96d51bd28e9bfa9a7b47
org.apache.camel.springboot	camel-spring-boot	4.9.0		f0f1bf7d1a16547f12f4691f1d392bce79ad228e
org.apache.karaf.examples	karaf-servlet-example-features	4.2.1		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.2.10		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.2.11		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.2.12		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.2.13		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.2.14		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.2.15		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.2.16		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.2.2		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.2.3		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.2.4		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.2.5		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.2.6		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.2.7		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.2.8		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.2.9		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.3.0		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.3.0.RC1		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.3.1		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.3.10		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.3.2		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.3.3		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.3.4		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.3.5		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.3.6		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.3.7		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.3.8		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.3.9		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.4.0		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.4.1		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.4.2		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.4.3		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.4.4		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.4.5		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.4.6		N/A
org.apache.karaf.examples	karaf-servlet-example-features	4.4.7		N/A
org.apache.maven.mercury	mercury-transport-api	1.0-alpha-5		23a125e0b0676ff42dfa644d11aace4f04932eea
org.apache.maven.mercury	mercury-transport-api	1.0-alpha-6		e6a72692a3f44ffbdccf5b390dcb015f08fa554b
org.apache.maven.mercury	mercury-transport-api	1.0.0-alpha-2		43d9c24082d3ee917e8bc3dfecfa14960b3b3114
org.apache.maven.mercury	mercury-transport-api	1.0.0-alpha-4		286bb00a8d5f26d05d6349111ad96d1b1c434912
org.apache.nifi	nifi-geohash-processors	1.16.0		a29a80be5353a2fe9c51621d2719dd4bc3c6c04a
org.apache.nifi	nifi-geohash-processors	1.16.1		a467c63e4976a65d80637e6b345920ed1cacabe1
org.apache.nifi	nifi-geohash-processors	1.16.2		22f2599f399d27d03092b7b671453a7c1273ddf9
org.apache.nifi	nifi-geohash-processors	1.16.3		d6116f2acfaca2be12aff4db01f5026f7f4221c7
org.apache.nifi	nifi-geohash-processors	1.17.0		6b8f23c18821d1d9d508cc53e32fdcd409c9dbd6
org.apache.nifi	nifi-geohash-processors	1.18.0		ca7b31787e02d8ab0d3ded1d6e770ac8f702d5d2
org.apache.nifi	nifi-geohash-processors	1.19.0		2274e9c6adbbb0d08141f13f72a4ede1f300a84e
org.apache.nifi	nifi-geohash-processors	1.19.1		d3d2bcf5c2e50ed662d4ba653c2071ca9d669387
org.apache.nifi	nifi-geohash-processors	1.20.0		1a959d8c9fa65c4888882664932494d6ccc01304
org.apache.nifi	nifi-geohash-processors	1.21.0		0d58d6a694c572ac8b960498a5cfa06b6655815e
org.apache.nifi	nifi-geohash-processors	1.22.0		2a2ee2c5f30082d9ed4f48e025ec9ed73fd90749
org.apache.nifi	nifi-geohash-processors	1.23.0		92fa5e8bd2d63e426e73b7262b74600aa65712bc
org.apache.nifi	nifi-geohash-processors	1.23.1		6f5c5ce190d880644992f0e4d117a27235426e2d
org.apache.nifi	nifi-geohash-processors	1.23.2		a7f8c6a0b816088b51c7c7b3f5075bad63bb4cd0
org.apache.nifi	nifi-geohash-processors	1.24.0		7259ff180fda503cd1792255ceec107c56d321f8
org.apache.nifi	nifi-geohash-processors	1.25.0		b611e9cdf4ac33fd8d5df4da86d1f5ea1ae4c400
org.apache.nifi	nifi-geohash-processors	1.26.0		d63fc5b981c80f3b5d4d0ea7e7ef3a552407c9e0
org.apache.nifi	nifi-geohash-processors	1.27.0		bf4ada19b0f9226705496d14f17180cdcfe6b3a8
org.apache.nifi	nifi-geohash-processors	1.28.0		7e5c41d6d0561714563bda19e86f812d90d7e79a
org.apache.nifi	nifi-geohash-processors	1.28.1		dadd1fd9dd6a1ccd32aab32cd31af9e5809b2497
org.apache.nifi	nifi-geohash-processors	2.0.0		216ff8b351fa619465e41eb86e6c6dd91a6c8066
org.apache.nifi	nifi-geohash-processors	2.0.0-M1		d7a56e9451ba49c7adf67f9bcc36ddff1f449a66
org.apache.nifi	nifi-geohash-processors	2.0.0-M2		d1e81ba4ef1bb92e01dd61dc1eeb502d5d080133
org.apache.nifi	nifi-geohash-processors	2.0.0-M3		485e20158ea51d6ecf15ebe84a1ea0bec9786c87
org.apache.nifi	nifi-geohash-processors	2.0.0-M4		fef880bcd27055ec5cf9eb2d452dd5480ba29c95
org.apache.nifi	nifi-geohash-processors	2.1.0		a0cf1540f6247320cd8544d2d80d8fba4ec0a934
org.apache.nifi	nifi-geohash-processors	2.2.0		a6ce44bc56c5e296a2e8a59da76cd424d623271b
org.apache.nifi	nifi-geohash-processors	2.3.0		785a3b0560bf66f735df9da48e81a9e4a9d0848e
org.apache.nifi	nifi-geohash-processors	2.4.0		cae550861347e2e05e80e3383cc8109914ae4509
org.boofcv	applications	0.22		393ba6c36caea315ab0c3185c0ddf93d2aca8ea5
org.boofcv	applications	0.23		06e9cbb7b4c2834cf6ef95cf5f544b6e0356fe9f
org.boofcv	applications	0.24		bb5bb97e3b2908e0b932bbf9f2e41030626e799d
org.boofcv	applications	0.24.1		0b8de5edd0050dc35fc810eb9c3a9b1d2e936ab3
org.boofcv	applications	0.25		a1e6599439d4c0ddf6f71dac8dfa58b3d1e59aad
org.boofcv	applications	0.26		2ccbe904a8e0a39714e466ddf4653b0e00502972
org.boofcv	applications	0.27		04e9733b26b7735d3b8490b86e419ce76e082e6e
org.boofcv	applications	0.28		0750e018a7f6916778dca42b0c66a04d04fae121
org.boofcv	applications	0.29		4d59e8587c7756759ff677a9891f5ab260e8d9ea
org.boofcv	applications	0.30		5d41083826802df799a021217ddce8bbf58eff4f
org.boofcv	applications	0.31		1052f0e77572579b8ebaf67a7b6a70c175472958
org.boofcv	applications	0.32		ecd023cac81351ad888c1002c9c976e3ea2e9317
org.boofcv	applications	0.33		2ade7771023f470b52e3e2e6703479068fea6db2
org.boofcv	applications	0.33.1		fff367b5d6634b3527794b89da6d013f9cda8c13
