app.cash.treehouse	treehouse-display-jvm	0.1.0		03d4cc0a7140f3c2ad16a5aac64e281a4d3ec0b7
com.liferay	com.liferay.trash.service	2.0.49	wsdd	531d75df0ffbde7b91a98ce38cc7f41ecf8e8669
com.liferay	com.liferay.trash.service	2.0.5		cc2393653fd3f532d9b158e5c48eb0cd1fd5356b
com.liferay	com.liferay.trash.service	2.0.5	wsdd	ede4e05a18f6587fbcbca044e9db0c05875e57d3
com.liferay	com.liferay.trash.service	2.0.50		548a51293df290b3effc9647b4566b82237acbb4
com.liferay	com.liferay.trash.service	2.0.50	wsdd	ea397acb65d5d6ec762b9dd9eccc60bca6095fd4
com.liferay	com.liferay.trash.service	2.0.51		099007fe53a0a60b52928905fa317e6964c4508c
com.liferay	com.liferay.trash.service	2.0.51	wsdd	792c40dd91b80e225de090b128fb7d6282a57cc9
com.liferay	com.liferay.trash.service	2.0.6		acdde33a2fd5bf1fce47df5b1a0011e058693a0e
com.liferay	com.liferay.trash.service	2.0.6	wsdd	5280f2d27e75754288a1c56f7e131230f9e0133b
com.liferay	com.liferay.trash.service	2.0.7		a127f8ea7bea0424e60a4b34d04a434d37d86507
com.liferay	com.liferay.trash.service	2.0.7	wsdd	ec9df32aabc41bba866e38942f30cef22ba7a848
com.liferay	com.liferay.trash.service	2.0.8		47eb1e01cb47492ec3c0f46c102c3b18aab30f2b
com.liferay	com.liferay.trash.service	2.0.8	wsdd	cdf47345afa45e0f9c629b2ea72dc4e40ecd6d1e
com.liferay	com.liferay.trash.service	2.0.9		303a1bbffc226e22e602fab87bb31a435ed66671
com.liferay	com.liferay.trash.service	2.0.9	wsdd	00c57661f10b64ee5847d5fabf1d8b0019ddfff4
com.liferay	com.liferay.trash.service	3.0.0		83f42774485c7948ff9ab4e22da1f2740218e200
com.liferay	com.liferay.trash.service	3.0.0	wsdd	0a7e44f6d5753cdcffdfeac6bb887752bfc15049
com.liferay	com.liferay.trash.service	3.0.1		22e0f18ea010e0d1bdfec569d02433e84041090a
com.liferay	com.liferay.trash.service	3.0.1	wsdd	f3c8c74688b7b7cff3eb85f49500b9e316082906
com.liferay	com.liferay.trash.service	3.0.10		4ffaf06525ad5abccacf7dea924286431321ec7a
com.liferay	com.liferay.trash.service	3.0.10	wsdd	0bc9d7d9b5e0477ab73eb1a17fde6c6ba6722101
com.liferay	com.liferay.trash.service	3.0.11		051067244a2bf0df2e7be4f7355dee6a913fae16
com.liferay	com.liferay.trash.service	3.0.11	wsdd	8878ffc0e1c67cfa88eee14d357de986e8c872d4
com.liferay	com.liferay.trash.service	3.0.12		2c1df6df00b6398e5bba4456d27d9db5acd324e7
com.liferay	com.liferay.trash.service	3.0.12	wsdd	1e5e42a2b1b8e6909421f61964830da983f52685
com.liferay	com.liferay.trash.service	3.0.13		343d2a01701e847f18b13fb8803799f17873186c
com.liferay	com.liferay.trash.service	3.0.13	wsdd	f0de43b3d1fe0e9506263405c87801ad4f193cbd
com.liferay	com.liferay.trash.service	3.0.14		61db4cb9cbc380e4c24788ace74caeb02084427d
com.liferay	com.liferay.trash.service	3.0.14	wsdd	a46348c082ebe63a21b8e07d9c28efaf566382ac
com.liferay	com.liferay.trash.service	3.0.15		bd3667dada39f9461d2eb54cb2ce927e50247f6f
com.liferay	com.liferay.trash.service	3.0.15	wsdd	049ade6c0b5a24934565b4174b394b282b9188f4
com.liferay	com.liferay.trash.service	3.0.16		ec08163d5b0f2ca10c7f92dbb09e5202bbe9db54
com.liferay	com.liferay.trash.service	3.0.16	wsdd	bff5336316bd23ed460014163f2c19e632e036cc
com.liferay	com.liferay.trash.service	3.0.17		b433f6525e1459970cc74ae2a112915c21ed4e29
com.liferay	com.liferay.trash.service	3.0.17	wsdd	798ea2a19ab2fbed59c4a079af3ecfca501721d0
com.liferay	com.liferay.trash.service	3.0.18		b99b4ee4c07d6c7a3088ed89c82a2000d09b706d
com.liferay	com.liferay.trash.service	3.0.18	wsdd	d041365c91b9753c8d34ab0cdd8097b9b540ebfe
com.liferay	com.liferay.trash.service	3.0.19		486856e2f565e906691d7c630c176c3f93f2bf72
com.liferay	com.liferay.trash.service	3.0.19	wsdd	1ad8d85e56bb9a8da4de5270c3fe27c7bb1ea2eb
com.liferay	com.liferay.trash.service	3.0.2		a8677001a5a81d3545220000bac9c2de328c7f13
com.liferay	com.liferay.trash.service	3.0.2	wsdd	702beb3c53b7e25a4e042706ac456c9ea8036729
com.liferay	com.liferay.trash.service	3.0.20		07130f93b162c5fad22736bea18d8e84875c22c4
com.liferay	com.liferay.trash.service	3.0.20	wsdd	6d0bc92d9d6ace1d0a128575443835adacb63b7e
com.liferay	com.liferay.trash.service	3.0.21		dd310920dd054a2a0bb716f6b56475fd28af0afd
com.liferay	com.liferay.trash.service	3.0.21	wsdd	42b15954eddfdea42a12de129aa3c3dcba6dcb74
com.liferay	com.liferay.trash.service	3.0.22		c70521999e90e3bea519e14bf7d4d9644899334c
com.liferay	com.liferay.trash.service	3.0.22	wsdd	cdc692b2b854c587d692f352352acd61c28f7b4b
com.liferay	com.liferay.trash.service	3.0.23		757b7988bdc3926e2c4c970de601c9e67a0b9992
com.liferay	com.liferay.trash.service	3.0.23	wsdd	2dce22c731953de921169524b0665f04c0fe4f95
com.liferay	com.liferay.trash.service	3.0.24		a3e5acffd298a3d8b125a522672855ef3b1ffeea
com.liferay	com.liferay.trash.service	3.0.24	wsdd	54a353cc206f62daa5b2d3e02ef38931eeec2e8c
com.liferay	com.liferay.trash.service	3.0.25		8983f9dcc745217fa4eacead9b3e2d028d967204
com.liferay	com.liferay.trash.service	3.0.25	wsdd	730892ff112b127f0691e8dd0d5c7dc4930a2657
com.liferay	com.liferay.trash.service	3.0.26		4ad250b1630c761f64121bd4e35d9a823286866a
com.liferay	com.liferay.trash.service	3.0.26	wsdd	ade96b1ccffdde86bc9bb8d46e75c2530644a9e8
com.liferay	com.liferay.trash.service	3.0.27		e146f137e8148506259a9a19c2abe5855dd6b2fd
com.liferay	com.liferay.trash.service	3.0.27	wsdd	1b8e20950808c68207572d59672e684a7692336f
com.liferay	com.liferay.trash.service	3.0.28		111f60ad745f2110c0a236b4c66b9eaf26de4d6a
com.liferay	com.liferay.trash.service	3.0.28	wsdd	9fa7523be8ea39868216a894eff9ed0eb1ac4bc4
com.liferay	com.liferay.trash.service	3.0.29		61fe565dc65434c6c63de9144b834e2b196ee7ba
com.liferay	com.liferay.trash.service	3.0.29	wsdd	26540854728ea046d9b1a8337fdb2f04c4ca0d43
com.liferay	com.liferay.trash.service	3.0.3		8313caf9a2fdc95e2e7b37cb0085726c3a17e8cd
com.liferay	com.liferay.trash.service	3.0.3	wsdd	26ce140514e9fcea583bd133446a74111cd96034
com.liferay	com.liferay.trash.service	3.0.30		4961db249e5ab73cf56cb325751f7dadcfcdcf87
com.liferay	com.liferay.trash.service	3.0.30	wsdd	0cad0f646cfe0286e150ec28b41846f8b2cae268
com.liferay	com.liferay.trash.service	3.0.31		c37c914de70581ae228a1b875255fbc72ffbdd0e
com.liferay	com.liferay.trash.service	3.0.31	wsdd	39311be69744e3356764ddfb6c13887b2d284c88
com.liferay	com.liferay.trash.service	3.0.32		faf5a464e21ba05e3a878816d523695ab6735781
com.liferay	com.liferay.trash.service	3.0.32	wsdd	ad13b4644794349b9723aae618351f7dd883929a
com.liferay	com.liferay.trash.service	3.0.33		c89e0d473907ff1399c323299b2fee8a8cc6b6dc
com.liferay	com.liferay.trash.service	3.0.33	wsdd	b536d6114f84354f49c97b7df2fd828579fc1e2a
com.liferay	com.liferay.trash.service	3.0.34		e94ba5548ebe6e783d7776de31363b80ccee695b
com.liferay	com.liferay.trash.service	3.0.34	wsdd	1b2fad1fe0845e1766c75198ae982cb6dfbbb573
com.liferay	com.liferay.trash.service	3.0.35		5a295167745a61fa598c4742ddd207d0aade095b
com.liferay	com.liferay.trash.service	3.0.35	wsdd	8399e4dd452fd1c05c5ece1190e79e04d7812700
com.liferay	com.liferay.trash.service	3.0.36		e172f860c5668abdfdba40ec82c802f2d76aa806
com.liferay	com.liferay.trash.service	3.0.36	wsdd	fe45025037f7ff045a7d3f7f0d7cf0153cd6af32
com.liferay	com.liferay.trash.service	3.0.37		7329d5e635a9f49f1d850df59bb43c2b6165e5df
com.liferay	com.liferay.trash.service	3.0.37	wsdd	14fdcb6d527d007774388d333f20f6d3a75caba1
com.liferay	com.liferay.trash.service	3.0.38		218d28830f7ed159678a7192bc241069cb4a119c
com.liferay	com.liferay.trash.service	3.0.38	wsdd	1af6b6ab512bb33b0d1061bdd4f99eccab562ecc
com.liferay	com.liferay.trash.service	3.0.39		c40ff5b7c35d95ab13a33d43abd04f3f2600dd64
com.liferay	com.liferay.trash.service	3.0.39	wsdd	509c9694143bd5b8ca004454e557ecfdfe1c3604
com.liferay	com.liferay.trash.service	3.0.4		b7dbd0d3bc6e63c78af5c227bf0db69d9c15c69d
com.liferay	com.liferay.trash.service	3.0.4	wsdd	c6eac616656eeb74dff26ac6b5fdfd2b18f4c136
com.liferay	com.liferay.trash.service	3.0.40		92069e62a13272c93306d5035dab1c3b70e9c5bb
com.liferay	com.liferay.trash.service	3.0.40	wsdd	5bd5666d5f20f9e098e73c1652fb08c05468227c
com.liferay	com.liferay.trash.service	3.0.41		a7b86174b0933bcf9221a3dbcb67062a05688393
com.liferay	com.liferay.trash.service	3.0.41	wsdd	2f2199e0c798b9b69f64862e31b9693ceb4eca20
com.liferay	com.liferay.trash.service	3.0.42		729d4a25a084770f11078400919131bddc88b633
com.liferay	com.liferay.trash.service	3.0.42	wsdd	1e83bf21d5a2ccaa88db8bfa71b80fc07abb076e
com.liferay	com.liferay.trash.service	3.0.43		cacc7ab61e6fa449e5b8b588415006aaa3ff20ce
com.liferay	com.liferay.trash.service	3.0.43	wsdd	a35ede4aa45f2bb205c871d6f3b8fdd0adb691a2
com.liferay	com.liferay.trash.service	3.0.5		3d8ecc2ef0c60537f41307171bec0f1ca048dc5e
com.liferay	com.liferay.trash.service	3.0.5	wsdd	3d91dc7002fff51a6a450a8d86b48a13c7d2eb63
com.liferay	com.liferay.trash.service	3.0.6		ab667c89126ebebfa0ce855e46fbcd68eaebad17
com.liferay	com.liferay.trash.service	3.0.6	wsdd	2e0fd031a56948842f475be69fd269ca4c40d84e
com.liferay	com.liferay.trash.service	3.0.7		5beae56c4ee5f28447935562d4791c9f268b7e4b
com.liferay	com.liferay.trash.service	3.0.7	wsdd	374ffec642c8b00b61561eb6670a3bf378f41d69
com.liferay	com.liferay.trash.service	3.0.8		b2253e268212183e936fe03227fabf7f03431721
com.liferay	com.liferay.trash.service	3.0.8	wsdd	c3761861409986d4c23db0014ffac4008117e494
com.liferay	com.liferay.trash.service	3.0.9		05ac1f5452faeaac7ee3386709ced7c9618d77d8
com.liferay	com.liferay.trash.service	3.0.9	wsdd	cdebf4c6531ce362657256d91222b6e24e9c140b
com.liferay	com.liferay.trash.service	4.0.0		76ef5f804c68403f7a233213afafe235711d49f4
com.liferay	com.liferay.trash.service	4.0.0	wsdd	9e5adab9185d38d9ebec3de8f2be063184500f72
com.liferay	com.liferay.trash.service	4.0.1		e987eb4c00f7f73e58f00512b9e464e08a994056
com.liferay	com.liferay.trash.service	4.0.1	wsdd	57c8b08e2af8d410d92cea294af4e9306a0f6f78
com.liferay	com.liferay.trash.service	4.0.10		6e8676d6326bcfe4bdd4ae84eee409a4147e7eca
com.liferay	com.liferay.trash.service	4.0.10	wsdd	20340e35ed378eade2a1a3a8ad6b286e991975c0
com.liferay	com.liferay.trash.service	4.0.11		e8595b49c942d0ab569d5457d00760fa0f1824aa
com.liferay	com.liferay.trash.service	4.0.11	wsdd	ddacafe96c1d53ffd2679d3718e0abc5dd16ba27
com.liferay	com.liferay.trash.service	4.0.12		d72ba34e3c275a4faa39c4ea2902baf603ff7fa3
com.liferay	com.liferay.trash.service	4.0.12	wsdd	60057a9e602522485814f77875a5070117787c32
com.liferay	com.liferay.trash.service	4.0.13		f5f53f6249948204d2109326ab33134bd90e60fc
com.liferay	com.liferay.trash.service	4.0.13	wsdd	65fe0f2d7ad909f75777da13d7819e834d3ec241
com.liferay	com.liferay.trash.service	4.0.14		0085afb0985ed3fce66e8670d435291521d8b68a
com.liferay	com.liferay.trash.service	4.0.14	wsdd	ae61f84301cdd0a7f84a971428942acdf883b572
com.liferay	com.liferay.trash.service	4.0.15		aff55740ace1ecf50e9e18abab0e7e7aa292baeb
com.liferay	com.liferay.trash.service	4.0.15	wsdd	6eb644944fc6e45c6a1cc7f7092a4c366679f2fe
com.liferay	com.liferay.trash.service	4.0.16		df82a9862b3ff26e3fd8e0183d63c6e23a4149b5
com.liferay	com.liferay.trash.service	4.0.16	wsdd	cc839abf10ff9691223485ddc524e268a58228b4
com.liferay	com.liferay.trash.service	4.0.17		a7413df1048639aa8f53ef42a54d5259477c63b7
com.liferay	com.liferay.trash.service	4.0.17	wsdd	16ca05d7514856e90db4e58510ffb0732c7fb4c0
com.liferay	com.liferay.trash.service	4.0.18		2bbaf6bcdcd2f8a1b16ae3472d35068d186acdf4
com.liferay	com.liferay.trash.service	4.0.18	wsdd	178ab5983dd59b6f161668b651e0f8077700d871
com.liferay	com.liferay.trash.service	4.0.19		411342d422d985be1f9dd82c81f285896a4c435f
com.liferay	com.liferay.trash.service	4.0.19	wsdd	dffa32dcbd5a91e0937ffe30bb5a3d11f4b81fcc
com.liferay	com.liferay.trash.service	4.0.2		6d3136f3aae819a081e1c30e23ba989725ff6603
com.liferay	com.liferay.trash.service	4.0.2	wsdd	460dcd786ceed84fb8b502604d37dfb284b49ea6
com.liferay	com.liferay.trash.service	4.0.20		4e6c7f4645324a5174e113c00f14637db6b965ad
com.liferay	com.liferay.trash.service	4.0.20	wsdd	0c90d2210db137f1d1d4af15317e227181bcce9b
com.liferay	com.liferay.trash.service	4.0.21		037f477e7fdae8376ac996f631a3b9aef72d8f05
com.liferay	com.liferay.trash.service	4.0.21	wsdd	9e572200e9265b4c7fa0b730e0ce8024d3c732a8
com.liferay	com.liferay.trash.service	4.0.22		53932fbdd42e20a5a6fc517e27b68fa31c5caf17
com.liferay	com.liferay.trash.service	4.0.22	wsdd	a0c832ee966d2604083616e6597fce72f6edbf0b
com.liferay	com.liferay.trash.service	4.0.23		7e6179ddb28daeffd706d6b011e13dfad004588f
com.liferay	com.liferay.trash.service	4.0.23	wsdd	bef3b9e4ca76a2ea313a05e72f9dfd8b7552bbc7
com.liferay	com.liferay.trash.service	4.0.24		f0595714b324c42d40ef220e9a2e1a74a2582ec3
com.liferay	com.liferay.trash.service	4.0.24	wsdd	04819812f8c2523079c7d47048835e81f4eb02fe
com.liferay	com.liferay.trash.service	4.0.25		edb99d1b176160f03a2e3aebaa0ff3731cf25f99
com.liferay	com.liferay.trash.service	4.0.25	wsdd	affb90e06cbe54d21c4973080c8f24a865b77a93
com.liferay	com.liferay.trash.service	4.0.26		de01535eddd9bee231959086fc1ef5c1aa366f84
com.liferay	com.liferay.trash.service	4.0.26	wsdd	a3dc8754df60c5a60b80b6af7a5bc58431b0b929
com.liferay	com.liferay.trash.service	4.0.27		87d697b3f0cecdcc18761af2eb62b6e8ebb70d04
com.liferay	com.liferay.trash.service	4.0.27	wsdd	c0f02049612b1ca0ad64a9f293591fdde230646e
com.liferay	com.liferay.trash.service	4.0.28		4ffaaf6041f311cf2ad3ec81abab7e8ccf798976
com.liferay	com.liferay.trash.service	4.0.28	wsdd	9328a53e99d52f576e33c8a14d666a1e3d63e884
com.liferay	com.liferay.trash.service	4.0.29		2a926d99cd0d010e8ad5b4ec3a21455d5c9aab6d
com.liferay	com.liferay.trash.service	4.0.29	wsdd	ce84150a894d52b2fbaf038b92c837ef5b7772da
com.liferay	com.liferay.trash.service	4.0.3		8a2c3eff085cf872ff33166cdd6a3878e023f23c
com.liferay	com.liferay.trash.service	4.0.3	wsdd	4470ebf64a1b2e72bb8358fd9bc9911cc772870b
com.liferay	com.liferay.trash.service	4.0.30		bdc8568908186c0bfbeb55ad83d8985ece9b8ea7
com.liferay	com.liferay.trash.service	4.0.30	wsdd	e64fecb46da760cecb6521aa4130ec3c5cde74cc
com.liferay	com.liferay.trash.service	4.0.31		d55f9af8952cc4b4c1a6ccf2d19b42054beb2c26
com.liferay	com.liferay.trash.service	4.0.31	wsdd	bbb9227186a8ee4ca30f473373bd051236a3c398
com.liferay	com.liferay.trash.service	4.0.32		b86978ec9bf6ff674c5f9c353ceca51eac95c680
com.liferay	com.liferay.trash.service	4.0.32	wsdd	901133d789f8fb0d792b9b1349e16b10ffbfc18a
com.liferay	com.liferay.trash.service	4.0.33		092c7df5fa42bb172c498d8a45479a7a3fe8369b
com.liferay	com.liferay.trash.service	4.0.33	wsdd	eef1260c14a0f54e13c5c50b8c33baf04ddf49f4
com.liferay	com.liferay.trash.service	4.0.34		d67c0e8f119432440fabedfba6d81c8ddf595db8
com.liferay	com.liferay.trash.service	4.0.34	wsdd	292a54f6fe2549872b1baf40d92b2dfda13b3e03
com.liferay	com.liferay.trash.service	4.0.35		a2bff9cac3bd32e0799edf04e55f0a11b9e971dd
com.liferay	com.liferay.trash.service	4.0.35	wsdd	a387cdb0ae5d98c0aa071c3eb0322107a26d52f5
com.liferay	com.liferay.trash.service	4.0.36		854961c70774f57cd115f309ddaad0e87c6df445
com.liferay	com.liferay.trash.service	4.0.36	wsdd	533e07800c283d73788d580ea8b17a2ce11bb9d8
com.liferay	com.liferay.trash.service	4.0.37		8f1c51e9916e3775ab5fbecf49f65818c7e030f7
com.liferay	com.liferay.trash.service	4.0.37	wsdd	8f397b9513473709ddc04b07a28a0ac60d3c44f1
com.liferay	com.liferay.trash.service	4.0.38		619289fbb708bb7861b9e87519a37520199c711a
com.liferay	com.liferay.trash.service	4.0.38	wsdd	c4fff9e42e4a51d3897fa2ed3afeddeb423bf1b4
com.liferay	com.liferay.trash.service	4.0.39		cb70e26a9815b7ed7698b6ab4c465d569569fc29
com.liferay	com.liferay.trash.service	4.0.39	wsdd	4c0c48ee0dfd26e3481bf2bdd1f4f3a2dfc043e6
com.liferay	com.liferay.trash.service	4.0.4		ca26d0d5be2c80876e685d0e90f0b3f6cb13e493
com.liferay	com.liferay.trash.service	4.0.4	wsdd	f56b618b2a9fd9ca1b722b00a5145bc357c32312
com.liferay	com.liferay.trash.service	4.0.40		00b604aacf1f857a99cd6470db113b9a85226198
com.liferay	com.liferay.trash.service	4.0.40	wsdd	30862e15abe028e7245ea1ba9f9de01b11df2aad
com.liferay	com.liferay.trash.service	4.0.41		d7c59bedb4be97ec84102709cd3ad2d922a0edb5
com.liferay	com.liferay.trash.service	4.0.41	wsdd	95a7c969787b0944ba4bbfc447a8d4f3eb5973f5
com.liferay	com.liferay.trash.service	4.0.42		0785edf567ad2c47690b579e2216700ebb44a842
com.liferay	com.liferay.trash.service	4.0.42	wsdd	faf6d86a5fed6bf62e462b179ed09bf452fb82c4
com.liferay	com.liferay.trash.service	4.0.43		89e7c64a70091af0abe751f884201520a78d33a7
com.liferay	com.liferay.trash.service	4.0.43	wsdd	ea2272a8bddacf236b4482fa36540f07c1deabfa
com.liferay	com.liferay.trash.service	4.0.5		592ab1f271f9781476aa198befd211da1e7df406
com.liferay	com.liferay.trash.service	4.0.5	wsdd	d64b8224359097e4ea830aaa48fa6d525400b4b7
com.liferay	com.liferay.trash.service	4.0.6		edf7d22f69b586107e7602b1fc472933c40b3eee
com.liferay	com.liferay.trash.service	4.0.6	wsdd	1763c2e7626f2bccb648e956b9a72dfcfde2e693
com.liferay	com.liferay.trash.service	4.0.7		94807edeba9f8c8b22fce2354dbc8a8a85a6e808
com.liferay	com.liferay.trash.service	4.0.7	wsdd	4eb1e52bd2d309ee6f31ff89e9a1a2fb7dbcf784
com.liferay	com.liferay.trash.service	4.0.8		a5f16ae7c641099cdd089a78424ed713baf036f0
com.liferay	com.liferay.trash.service	4.0.8	wsdd	e1c4a6e593521891b4b90bb91c8d10080a6b3261
com.liferay	com.liferay.trash.service	4.0.9		1b0fdb288f39555a318c4c6d2ee37a0428a1d9dc
com.liferay	com.liferay.trash.service	4.0.9	wsdd	b5a415e5f499dc6762673ce45a306c000737558b
com.liferay	com.liferay.trash.service	5.0.0		b72c7bef0a3f80a675004c0f847411d34a05dfd6
com.liferay	com.liferay.trash.service	5.0.0	wsdd	293a811e7810b2944d36f9504d5c7b3976e07557
com.liferay	com.liferay.trash.service	5.0.1		7fca604813f1ad2d4b812920b72465342a16caae
com.liferay	com.liferay.trash.service	5.0.1	wsdd	6a13e50d446f73b29788fc4977a74bce9a48e446
com.liferay	com.liferay.trash.service	5.0.10		bf3152a16c234d0b0e408258ad8df7f2a83428c9
com.liferay	com.liferay.trash.service	5.0.10	wsdd	1e8bee914fb9a1d09dd169194b478ae9daf75560
com.liferay	com.liferay.trash.service	5.0.11		bd80fd8811adc4132dc2019bacbc1d61edcaf428
com.liferay	com.liferay.trash.service	5.0.11	wsdd	f2edd060ffc80f5a4233966e693bc611f68051a0
com.liferay	com.liferay.trash.service	5.0.12		1c762187ca0bb1916132e1ba1fa717d4d85e95d4
com.liferay	com.liferay.trash.service	5.0.12	wsdd	cbad86a231c97bcd8c4ede3f2f500452ff9db08d
com.liferay	com.liferay.trash.service	5.0.13		05b35f6d94b4cfac9d4bd618aa29fad4b18e3e53
com.liferay	com.liferay.trash.service	5.0.13	wsdd	6e3de3dbff625c2d3388293e1c4aa27deb5305d6
com.liferay	com.liferay.trash.service	5.0.14		a2f9a4a60888cfc9f5066e4379e5aa4820475947
com.liferay	com.liferay.trash.service	5.0.14	wsdd	fd3b2adac0ea63f05bcbe8dd010a632d33de8b84
com.liferay	com.liferay.trash.service	5.0.15		3408ceee3c5e2e3f729845f2cc603938dfd70abd
com.liferay	com.liferay.trash.service	5.0.15	wsdd	0e4f4d228674bd6e5e340438a4f0c50dc229bdc0
com.liferay	com.liferay.trash.service	5.0.16		7b1cc4e1ae9cf5cf88c8bf5fa3ba34bf317490c8
com.liferay	com.liferay.trash.service	5.0.17		df73bce44cb8ba05a59f2572f2076664f6bb2072
com.liferay	com.liferay.trash.service	5.0.18		ef911cce042aea1c4677654169a4955f1aec7a3a
com.liferay	com.liferay.trash.service	5.0.19		f7da7cbf7b949e9548523cb09bb1856939b858e8
com.liferay	com.liferay.trash.service	5.0.2		a029aac82814e10161a2cb7c92b0117d9944178e
com.liferay	com.liferay.trash.service	5.0.2	wsdd	1e2636d48efce38b8f4fcd696a0c7bfa252d7077
com.liferay	com.liferay.trash.service	5.0.20		6a286bff2316f92d0c38d0c8a9edd738af29698d
com.liferay	com.liferay.trash.service	5.0.21		54e26d24b6666905c9f1a4f81630c76c657d4630
com.liferay	com.liferay.trash.service	5.0.22		d4ed39aaed8b76bdbd90335c2bee0534629ae636
com.liferay	com.liferay.trash.service	5.0.23		c77d381894811c65b2d5a7e8480f70a7a05b9d29
com.liferay	com.liferay.trash.service	5.0.24		27a70a0fd3402ca933b396b34eb6bb1577893947
com.liferay	com.liferay.trash.service	5.0.25		b33f63db22079b56efdfa71ff035a7684bfd0c67
com.liferay	com.liferay.trash.service	5.0.26		e66ddd64a3e670042a4cc396777e90c9ec82d58a
com.liferay	com.liferay.trash.service	5.0.27		86942e6eecf81c7b0a525dd420b72cfa8fb54d15
com.liferay	com.liferay.trash.service	5.0.28		e29fb146fd452378e9fe9bd3d354a0737a576817
com.liferay	com.liferay.trash.service	5.0.29		20ef236f4194d1c8e34bf7074ab1656cc5e96150
com.liferay	com.liferay.trash.service	5.0.3		52726b8c2cf86c48419bb85bb56cd4a908c2a643
com.liferay	com.liferay.trash.service	5.0.3	wsdd	24d03cb2a7023dfe01d6a52803707040e319913c
com.liferay	com.liferay.trash.service	5.0.30		bcc99156e4de04d2531226d7d2ee789d9331f2d3
com.liferay	com.liferay.trash.service	5.0.31		cbee5c8d153911db194c01f045254d0343b46832
com.liferay	com.liferay.trash.service	5.0.32		c9aa55f9476cbd2fc1907de017692a82c436283b
com.liferay	com.liferay.trash.service	5.0.33		1f1e72242535eec07fb3ff42d3c8467d0ef79cab
com.liferay	com.liferay.trash.service	5.0.34		1f9d171df2d98741635dbbea2dc8370d0ace9d93
com.liferay	com.liferay.trash.service	5.0.35		e058a87861ecd5ad76341e672bc576b1cb93bc18
com.liferay	com.liferay.trash.service	5.0.36		759bfdd0b750d6f44417ea8a3052287307eac7a0
com.liferay	com.liferay.trash.service	5.0.37		70d0aa90008f0f7afe2c4ddd1d7cac5ee9dec41a
com.liferay	com.liferay.trash.service	5.0.38		5b7275a2ec0ae3f394868ee1e175a15feb888be0
com.liferay	com.liferay.trash.service	5.0.39		407c7198e59986b01c0a11261d8e49ee95f5d87b
com.liferay	com.liferay.trash.service	5.0.4		7a39acdcf71b9bad8a83998fbbdd0963b79d11c3
com.liferay	com.liferay.trash.service	5.0.4	wsdd	6663540a562753e5848095de9a9ee941d3b111bf
com.liferay	com.liferay.trash.service	5.0.40		af267969664959acb79ae008977b03e0a88d6ba7
com.liferay	com.liferay.trash.service	5.0.41		6059e859ce9eef075f0e00dbf51e2561bcc54156
com.liferay	com.liferay.trash.service	5.0.42		877f5b3d151c8ab1a4517bdae5ebef38ef416912
com.liferay	com.liferay.trash.service	5.0.43		38e8f3b4feafb2966f745c9419ca27f48a02be13
com.liferay	com.liferay.trash.service	5.0.44		20cb82ddd6bbbb0a600aaacca1e0526d6824ac58
com.liferay	com.liferay.trash.service	5.0.45		070fc783832251492c4f4c34c7457ae49f579a70
com.liferay	com.liferay.trash.service	5.0.5		eaa94863708f7753af601cd1e94c7529c4520a0a
com.liferay	com.liferay.trash.service	5.0.5	wsdd	64afc363e5ffb44270b0301132454eea1565fb3f
com.liferay	com.liferay.trash.service	5.0.6		51ce189beebab8bcd5b7f9726ac571fcf129d5ce
com.liferay	com.liferay.trash.service	5.0.6	wsdd	9910f2ead2180173210284a56fbb25d0e1e87204
com.liferay	com.liferay.trash.service	5.0.7		8ce406d7736979973ffde7a3c1f2273e0fa40237
com.liferay	com.liferay.trash.service	5.0.7	wsdd	d1762f89406dbd1a05a579e37a91d7a0d6209448
com.liferay	com.liferay.trash.service	5.0.8		f8d0c753532bc73df9b2ad77feb15680c27ed0e3
com.liferay	com.liferay.trash.service	5.0.8	wsdd	1c9dbe0a991e52d81f241ac327b3d866f10f4fd0
com.liferay	com.liferay.trash.service	5.0.9		2e7a7d17918acfa7cc717882a67ebba83f244448
com.liferay	com.liferay.trash.service	5.0.9	wsdd	5203f6fd48a8519ccb7063b28c9b0bc22042881d
com.mparticle	smartype-mparticle-iosx64	1.2.0		N/A
com.mparticle	smartype-mparticle-iosx64	1.2.1		N/A
com.mparticle	smartype-mparticle-iosx64	1.2.2		N/A
com.mparticle	smartype-mparticle-iosx64	1.2.3		N/A
com.mparticle	smartype-mparticle-iosx64	1.2.4		N/A
com.mparticle	smartype-mparticle-iosx64	1.3		N/A
com.mparticle	smartype-mparticle-iosx64	1.4.0		N/A
com.mparticle	smartype-mparticle-iosx64	1.5.0		N/A
com.mparticle	smartype-mparticle-iosx64	1.5.0	metadata	987167067e2ddafa37c9d0edc8a967b412df4d82
com.mparticle	smartype-mparticle-iosx64	1.6.0		N/A
com.mparticle	smartype-mparticle-iosx64	1.6.0	metadata	d7bd223ec39d71ac2888da8be1de1877ae3e0f17
com.mparticle	smartype-mparticle-iosx64	1.6.1		N/A
com.mparticle	smartype-mparticle-iosx64	1.6.1	metadata	1f2a55937bf72b35574d6d6e435fc1be7011939e
com.mparticle	smartype-mparticle-iosx64	1.6.2		N/A
com.mparticle	smartype-mparticle-iosx64	1.6.2	metadata	dab2e7cb076e17b3c5377f5bac1a8dd86f9a8713
com.mparticle	smartype-mparticle-iosx64	1.7.1		N/A
