build.buf	build.buf.gradle.plugin	0.10.0		N/A
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.218.1		23c3d17a9ad7ce54f0e9d14cacf8d957ccad9ea5
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.224.2		8a970876467b154c30d001155a6151352f329ada
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.224.3		a00fad98a32690efe7b312bcdd0b1077512f8979
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.224.4		accb6101e40316fc90430aaaf3cbfbeb6c36b2eb
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.225.1		7224455ca7076b878de0359f7597165c4ec49b70
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.225.2		1bd43f50d9191b25cf8a2a1e2ad0f91c63411cca
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.233.1		4f189aa4be72ae24217b6e21b53158d2e0f1b671
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.234.1		cff2ee897d61f47d0cfb33a6954c7f1116348301
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.239.1		a840bb0e00620643369ede1df8649cc8699dd93a
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.239.4		ae9f32058fc165a92cbf2233c10708698ea03f16
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.252.1		d4fe258d42a5d519c7ed0dd93d52bda4ca034c91
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.257.1		b974740edb40cfe969a5e06f953258a406d730e2
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.265.1		083c9821198c3f9f38e7bf72dd8fca7f7cab4418
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.267.1		c1c5745562125ee9b79db57b53f4608b03366ed6
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.267.4		de743a53f0347d09f77a8b5f42a7005931ff0be9
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.267.6		bae9cbbe64e3b25f7968bf05f1d132a7bd24f82b
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.267.7		4eb59466084cb6bebfe8519f7a53e866179c1da8
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.269.1		5686970368fd9b46a5900b49585d729bf502bb3b
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.271.1		18a2c8af9c175cf23597a30dd69d4e5ed281650d
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.280.1		6457ba41b0660d574b1a0392d12bcb71049e0022
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.1		9aa9d029593c991e201c021a4d8ea5d8f9216c55
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.10		8827a7abed570d976c137e617b9ac169159fa3b1
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.11		d07491c45be38466ac970e42636bbd65be8eac65
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.12		f1aec1a45de32ffabe54413f65e39cb8ba0c534a
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.13		90b616be49fbd52e22668b91b19cb2a5deed7e27
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.14		42033c4693299d13c305dee7a87e2c99c7702208
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.15		d1ab3fbd4ef55f00ccb8e32d0c4043b3a1345779
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.16		747947465c25afe4df474cee16d5c35b27523db8
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.17		16925549a383af740f592993b7184dd35af6f31c
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.18		21c5649fbfd2c4abe10c691b44f812da3a2d2acb
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.19		6abc80273e505f5ab9ecd84d6f47ea97ea5f9a1d
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.2		e1358580c0255c6442f0e936220066f640fcc682
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.20		019321b792fe0da90dcc500677b83dae0206cfdd
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.22		954b72be72e797aa0e51858d9d7d01074a840143
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.3		6e707fbeb7a770898499d964f319b97aa5de9195
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.4		178683cca01e30a27e436cfba372351dbde5f71c
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.5		6bc5ffcf19b2830f9afa0a2d7c2eab4177a574bf
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.6		02c9b4bed1e6e2b329e05fbd2ab90e2ab3dbeee7
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.8		0a9cf56cf83a514cbd0dd8c8949dbaaf69b48b1b
dev.zio	zio-aws-cloudwatchevents_2.13	5.17.295.9		6499256522bdcfcb1b68a83dbd05814e2e4d74a0
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.12.1		bca2575a037fa27fd59b1c5acf170cc408e6b5d2
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.17.1		69594ad8711eb3ad12156a08d50b591fa681e92c
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.17.2		1ad38bba28c309ab2c16e9021b3ef5533ed39f9d
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.26.1		14a04356fe3b376cef6d6c8169072b725b68644d
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.31.1		3f62d4db701559b0255d14c9de2cb83bffa71dc7
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.31.2		20bc7f179623d5091e7fd8c7b398553abbbd71c2
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.31.3		7a5c893da6eb6aa58dbbca50543d1e4f5cec419c
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.31.4		2d0b3410d045a2f20ade04aebb867f1987f4d991
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.31.5		30bf12a4dbb85cb7fbe6158a7b21666f6a101d5d
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.33.1		a831bdd666d098ae031eb2c42ecc259fad800f33
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.33.2		c20f0ee2c353c0f48a6f7ccc1cfa00f39ef65af4
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.7.1		3f230720b64f968705739daf492168ef858a5b79
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.7.2		14d329b4ff6e99d7e9b71e449a5dc921c3f3a03e
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.7.3		f7336f8ac6fbee04d2d91af401e0e79e4115ba44
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.7.4		3f6b928e96e26f8c7848a45f463a3f3b807141d0
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.7.5		547dcbcfb616bf91ae8963fd6066241386099f2c
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.7.6		7eb4585096efec8e3b0b2b8629130364e56bd57e
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.8.1		7294c6b80b07c257a23461752cb029394c8ccb9a
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.8.2		c9f85999a380d33e1c50a5076d2afbea3d682713
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.8.3		df2cb2fe491076d0cd6bade69c786347f221b60a
dev.zio	zio-aws-cloudwatchevents_2.13	5.19.8.4		83bcee6167a83fd413d6dc4ff8d18c01c903b67c
dev.zio	zio-aws-cloudwatchevents_2.13	5.20.17.1		f0e813da73cc1ac4d334a0bd6bc42ed26d43d4cb
dev.zio	zio-aws-cloudwatchevents_2.13	5.20.17.2		9c6fe612c7e9bb42cf14fcdde97ae40ac819df23
dev.zio	zio-aws-cloudwatchevents_2.13	5.20.22.1		6510d42788526a23eee8132336194820f464b751
dev.zio	zio-aws-cloudwatchevents_2.13	5.20.22.2		4f1c1809eeb48b78ee4198197c285ef0b15319ca
dev.zio	zio-aws-cloudwatchevents_2.13	5.20.22.3		c626d6094a20ec092b1992b881c0797c56fddbf4
dev.zio	zio-aws-cloudwatchevents_2.13	5.20.32.1		1c240635d4d0d9c63b1b2821835ab0f38619831a
dev.zio	zio-aws-cloudwatchevents_2.13	5.20.32.2		00ed9daeb5cf2be277464f086138a3c009179393
dev.zio	zio-aws-cloudwatchevents_2.13	5.20.37.1		4e3b9934b714ee58340bade52b6cd1a371aa1d5f
dev.zio	zio-aws-cloudwatchevents_2.13	5.20.42.1		42754c6ff1dba47632f46a9965aebc48de122a25
dev.zio	zio-aws-cloudwatchevents_2.13	5.20.7.1		6416b687ec87d56cd7160f0ee237e245e7ed1949
dev.zio	zio-aws-cloudwatchevents_2.13	5.20.7.2		fd27d8700cfb70741fbe3f2785b03f7bb916be02
dev.zio	zio-aws-cloudwatchevents_2.13	5.20.7.3		4ef458aa9a938ceb8f22d783cb949d7f9aeed308
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.103.1		1255d807ae1266870de7b006c96fc10a7809b73a
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.103.2		a5465fd46ec4b3a1adb0bbf6fe0b4aa97a6f8b18
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.115.1		5705f4799eb28023f8568a7901ce08db15eb05d3
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.115.2		34638de0f9cfbdab28afc0e8a45857cb97033a7d
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.120.1		16f293c3662449c2c8840768c7cb26c7ce97ee25
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.149.1		ae3683a4dbb72a6ddbc5a1690efc85f4caf73955
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.149.2		f39f9ee1964a1ed866e780169787f4c6256f56dc
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.162.1		d7b6ea860245fde2e24748a569390946f9a72177
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.162.2		ac7398d72b23c6f609cd4282064059a412cba0ce
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.42.1		c2e1e822701e3a1f7842c7057774fb554da72815
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.42.2		d976990dd76bcc5357ab803f2d1958e827d05958
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.47.1		9d03164f6a77e7f5d36413b79fc662e1182b9d78
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.56.2		ad1d1b11dd4b76983700d0a7ac8b0b12be707dc0
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.58.1		3bdb9de8ca558cbb28b5e751858c9f71b0e7f23e
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.58.2		4e51e70a7f3a7751c60006f3f1b51a97bbb412b7
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.58.3		a03bb6064731e01b9cdf3f63eff7dc408a3de220
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.61.1		c3ecdc0ba12fceab39d2a15f67570f4e869ff980
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.69.1		73a4a536b5c4a158bb4bf5985e73202a15108056
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.69.2		eb964ac911fb30de7119d27907e4c6cb88e67411
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.74.1		7072241b73b0de3817f965b45c6eed7b578c9076
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.74.2		0e8ce6f45f61c42d04ca0b790032e9b698eabdf3
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.78.1		6cbb76c03b3b4d664c89ee01162a5da447a3f42a
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.78.2		14fb0f8901455248af7fbd6030f1ae285ac73274
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.78.3		3988d2db2f16b732868fbfa634868b3bc76b07a2
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.83.1		eb0c1398a83da937c66d9b3751c39eb5274f4076
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.83.2		9157eae261d5a7ae634867ffa45117fd347918b6
dev.zio	zio-aws-cloudwatchevents_2.13	6.20.97.2		1a8cf633e350774429d3bd17441ff9d209c6233b
dev.zio	zio-aws-cloudwatchevents_2.13	7.21.15.1		d2aacea8fbd258d237004abc679c1cef94534586
dev.zio	zio-aws-cloudwatchevents_2.13	7.21.15.10		5ee5d1c48a502b86b07e011caf4bb35cadcbe960
dev.zio	zio-aws-cloudwatchevents_2.13	7.21.15.11		e04dc86faa23a8ad353bcb87144b6027fde8137c
dev.zio	zio-aws-cloudwatchevents_2.13	7.21.15.12		a4decbae87f93e31a886ff2bfa3f2a98aacd5261
dev.zio	zio-aws-cloudwatchevents_2.13	7.21.15.13		12a916e2d3ce8d9f967bf0180a633dccbd3d2ca3
dev.zio	zio-aws-cloudwatchevents_2.13	7.21.15.15		7bfa5a48fbe0cd7db15e7e9e2db758c3ab734901
dev.zio	zio-aws-cloudwatchevents_2.13	7.21.15.2		665bfc426cb36093812b560eb04c6a46c49dae6b
dev.zio	zio-aws-cloudwatchevents_2.13	7.21.15.3		902bf19afb79b5e9de6988d87e538a93a902c781
dev.zio	zio-aws-cloudwatchevents_2.13	7.21.15.4		beddee124429ef1fff3840693bdfcf606cb51fc1
dev.zio	zio-aws-cloudwatchevents_2.13	7.21.15.5		d0b462652b915dc726822dbf6abf0d287c295468
dev.zio	zio-aws-cloudwatchevents_2.13	7.21.15.7		91966ab250f8d7db26aa9f055b23fbddbd00be03
dev.zio	zio-aws-cloudwatchevents_2.13	7.21.15.8		da2021381fe83c595d03423a96692f7c5d35f402
dev.zio	zio-aws-cloudwatchevents_2.13	7.21.15.9		1a978413e01a24e5e1eae506a0971c708c3afa58
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.24.2		4ae381f5e369abe9159a154c57ba5086d7136444
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.26.1		5f1b8340a79bde35a0c6bc522d56cc9d4bce4aa6
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.1		9832f9ddff830dee770be0f4b056fdfe0efffbaf
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.10		832ad46f2574313210cad17eb6bf2f84fcc8f993
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.11		d935dcc42d69e1a0323924c8e8af66bca74a3ed5
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.12		20db66a0160c16b4de3dd4cb12cf23824d8972a4
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.13		bed2f0d85a450932da5333d3cff9c58c22cd55e1
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.14		d64389444a605ed670a9786afc8fd24f865f9d3e
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.15		1827fec104b6b89d0a0b82b3e6a0a57d96a8d292
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.16		ee55375fa0c7b0a3fcbca9aea110d420520bdfbe
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.17		53748314b09480d3f6e5cf30b1202429c6334740
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.18		2ebaa101f985470887920397bc160f9dd82015a9
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.19		ba54e622bf1d122780ffd87b42d20120907ef7a0
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.2		c96e9231b5706fb5af3ba1100b1061bacc61b132
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.3		33fc69fef48bc158216115bb8c3567ac95e92685
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.4		cd9310be80e55916d22b8888f5b1b2aabc8a152b
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.5		cb0ac99dadc9165bf11f456e44a61a079b133331
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.6		ace488476cbb08b01885d293ea7eb24b99421066
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.7		54a3297b794ad4517042c24be8a64cb5da7a79ac
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.8		96ea863a4e95e79f6f68bd9a9daff062ab081051
dev.zio	zio-aws-cloudwatchevents_2.13	7.28.29.9		22fd91a6e3f9aeeb7778fde52548f59d487da630
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.15.1		57f97cf1f84fadc591a12221a0ff2c42da5ddf0b
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.15.2		573f2a8887efa5efc4e34a2343c8fdebae374970
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.16.1		7da67a9b5f03168c8c3228303e28d122d9019b2f
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.16.2		ddf193b8fd4590225309dae1aaceb6c30da6b83b
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.16.3		3bc1434f1f560a1bf51f12e78e10fa7825c548e5
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.16.4		7edf08c8640b3749352b66e47f82d069b42b7c22
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.20.1		dbb72d367a1a174aa5f9dc0d67fba8c1ee28fb29
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.22.1		384a807cec8e973d52ee9e7ee9b316f804743e00
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.22.2		0b866e8e35ea25301fb797272171cae066a6ead4
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.23.1		df14f3bb408b08f4592f524a538019d1359ebcb3
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.24.1		9dd29a7cfb10b4ce5341ebac27bfd79292b0be27
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.24.2		0de68f11bbce0938bd2e304de955612972fbe281
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.25.1		44bf87363f3a2438043d8dd9b7a71f58d9309751
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.26.1		4280cbbab2301d87bbb33d0c1ff735e59e4dad30
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.27.1		fb8c07ea598d0a059f86a26c3985aad935ced852
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.27.2		c283f716572d64979ba74a296a55d605277cb563
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.29.1		e04d1b6a675660babd99eff9625531415f1d4c25
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.30.1		e69a5d49ef1e32e3dac1de0b93a7d41c250a3d91
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.31.1		f7c058bf9f8433643663dc68ec0a2007965712c5
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.31.2		149a1125c2138a1b64978dac6589418c0986e700
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.32.1		aaa712e3beab0a50f16af015876552842e5abd05
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.33.1		54e28e7be071cb3557eda631c9f8614ea4bae7a8
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.34.1		7c23eb6a5eb3a36d81276944e6245c2e3c17e6e8
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.34.2		d19b86c6b10f2b28f808924d07b267ce4b42dbb1
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.35.1		500b2950465fdf97cec8fd9bd97f8f9b0f567341
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.36.1		67f643fdf0f02dda031f4add8d26dd4b55f30d9c
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.37.1		1f2b0797e958e9069097c7904e088fcbf62d9b5a
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.38.1		7cb5770c1d553ddb0e1d0410521ee4e23eaf8644
dev.zio	zio-aws-cloudwatchevents_2.13	7.30.38.2		e3c7901f8fff4ce594dc102470f208dbb8bf192c
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.0.1		46f9db5a8f1a8300b97e8be0fd097a89c29ca81f
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.1.1		25df2099f58e321a148361269be984ad1d3f0b48
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.1.3		85d1a2f5c2274c2fc95fab418cffc8c6b2e5a579
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.1.4		34e9f5cf7133f0c4e6e41c42efb17baf69b35a1f
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.1.5		8900e5557a42498cee76e7d959dbd5395ebca1e7
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.10.1		a6a9178edcf430df98321e80fb62236c24baeaf0
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.11.1		27b21e3853f1e2be294609ce8d511b46573534ea
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.13.1		ea591667d2a18e3acb7558be711b4d0365541ef9
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.14.1		284a01dedb774ab5e29e3d1763c97f11faf9212f
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.15.1		6323723a0de3da33a0be1f3224d50061c398e179
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.16.1		be9a632eacccbf707fec27c003bffd2e2bb0d0ba
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.16.2		c7e966352fc9a35e95b2e2c4e65af90688e904d9
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.17.1		99370683710e7523494c1382f22eb6ea68928111
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.18.1		f70b67b4a428a45c72cda88f75f077d3d6149f53
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.19.1		f7177fd35e1d25c8501c71e58a8b9a03904a3732
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.2.1		9a11f8d5ed832e729978b796918fec2229817f1c
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.20.1		ab92d34f6577d2f35e9aaa1a9a7e50acedf3b1c7
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.21.1		bf4b58058c2d607865989324a2712c125b65df55
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.22.1		b1fc589edbd3db4ff6bfbc31fd71f6feaebee276
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.22.2		89a3c71e6cd6c122df1f1206b974f55ddfdc1946
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.24.1		d1ced431effbdac9f502e61b4e7b3b29e9f73a05
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.25.1		f49dd732489092c989d80232f77fbb46a091ea6b
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.26.1		178a6955238e76d1aad51e748148523518322ff7
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.26.2		7301096eaff67f775d307189bd9d76c0a450b6b4
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.27.1		26c98645a9e210abcbec0c3a1885ec1023fd4daa
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.28.1		88b8610cd63993abd79acc641b9c7e2b6b767e32
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.3.1		53a237489914b285709c9b362e95617266223e7c
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.30.1		599426ff740faf90bfa348510cd5530b47f35552
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.30.2		656fcc22f21d229e1da5e8f6f98e018014c04668
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.4.1		39f08d4ef259d1e5b321323310dfd30778b9f464
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.6.1		a221d0afc551f8289121153d20a2fb76a0e8acea
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.6.2		c0398509b4971ab86af2cf58fac8dabf8536fcaf
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.6.3		c032721ea7057bd862ab56381eba4553bd3aac3c
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.7.1		b589a7d84cd4e9e288b6c7af2a3c969d1b821a50
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.8.1		d9b3e38daf43c0079319e5833448fe1c86a18e6a
dev.zio	zio-aws-cloudwatchevents_2.13	7.31.9.1		c178539b005f911a08781da7f14e1d94d9b6cc74
edu.cornell.weill.reciter	reciter-pubmed-model	2.0.1		e114744725b9395666b9912056b7f0aebb75b88c
edu.cornell.weill.reciter	reciter-pubmed-model	2.0.2		1c1bc83d150c5c4a6e9d8749dd64e33753bb82f5
edu.cornell.weill.reciter	reciter-pubmed-model	2.0.3		f0fa0ad946ec05012bb10f6351c2f05ee75585a2
edu.stanford.protege	webprotege-gh-integration	1.0.0		af8d477b7b8ce318d997a0b3ca3793bbe6455121
edu.stanford.protege	webprotege-gh-integration	1.0.1		41b6e5630effb71ac56db302bf9f048eabcd6a04
fun.mike	memo-alpha	0.0.1		8492f952da4f39947bac55eb96c970b6124213f4
fun.mike	memo-alpha	0.0.2		ae5b62550307bd659e2700291176178613013fa4
fun.mike	memo-alpha	0.0.3		4ff0e953fcb8fc8bb0b118269ad460b7fe10fb6c
fun.mike	memo-alpha	0.0.4		e35c8ff7c517be6083ee91136eded8f1ebda9502
fun.mike	memo-alpha	0.0.5		bf1faa5d50c3529f58da4c8d23b535d80c7792d0
in.hocg	boot-dependencies	1.0.1		N/A
in.hocg	boot-dependencies	1.0.21		N/A
in.hocg	boot-dependencies	1.0.22		N/A
io.arrow-kt	arrow-match-watchossimulatorarm64	2.0.0-alpha.4		N/A
io.arrow-kt	arrow-match-watchossimulatorarm64	2.0.0-alpha.4	metadata	d11f51d6b510d3412c42d17b89a0f8e7cc2fd2f7
io.ashdavies.auto	auto-no-op	1.4.3		73f36601bff9f7190ae0087baee160d3331e9460
io.dialob	dialob-springdoc	2.1.10		bd02e993e2f6d2a0f36024d6d61c7b234981f307
io.dialob	dialob-springdoc	2.1.11		444cd8d741366cabf01538a7f1e2303429731d65
io.dialob	dialob-springdoc	2.1.12		b273c5567e595092727c12385431df372c5966ca
io.dialob	dialob-springdoc	2.1.13		ebfa2be47c50eebc07a23e7f332e9221a3131e7d
io.dialob	dialob-springdoc	2.1.14		a9467d50013cee035590098701b2be4b8fee46ed
io.dialob	dialob-springdoc	2.1.15		cbc5492c4531517a056bb01a7b8b4ed835b3de60
io.dialob	dialob-springdoc	2.1.16		b96c7493d914294328a4d0da43eee1dfef6432ce
io.dialob	dialob-springdoc	2.1.17		6f344db48a3a7a045a293c35cc2642e1efd1e2b5
io.dialob	dialob-springdoc	2.1.18		dc9f5ea1f8bcd570d6a118d1aefcdcaaa73e44b9
io.dialob	dialob-springdoc	2.1.19		100a5d9f94702b7c40494cc3a134923b2167b12b
io.dialob	dialob-springdoc	2.1.2		99908637640506089d4d930b0f618c1a29059c39
io.dialob	dialob-springdoc	2.1.20		a4918c84dd63a94f231699e4a6701668890b858d
io.dialob	dialob-springdoc	2.1.21		b3bb5dae17296e3eb9c02b1568f82d31420c611f
io.dialob	dialob-springdoc	2.1.22		28e9866a2bd993f10978fbf59950278b586aeeb7
io.dialob	dialob-springdoc	2.1.23		329b6a2bbf46a3418aed032b012d67b1d5f060dd
io.dialob	dialob-springdoc	2.1.24		574ff7de43e7e19f5c6bb331ec7ebd4c7b69a86d
io.dialob	dialob-springdoc	2.1.25		8ab9acca3eed2b5f9c1b150a31485806141da1e7
io.dialob	dialob-springdoc	2.1.3		649dd577f71d914ee2134abff5d012e14ff00231
io.dialob	dialob-springdoc	2.1.4		9cc224c348acef4e0775a9e50382e0292bb2e1b5
io.dialob	dialob-springdoc	2.1.5		a5131e938ae51690755cd4ccef80e1e2c72071a1
io.dialob	dialob-springdoc	2.1.6		01a9c11a82ac2fa609e911b2c6b18db2459e7ce5
io.dialob	dialob-springdoc	2.1.7		a82d447212f724b7f868e6153b4b1dc36de850f6
io.dialob	dialob-springdoc	2.1.8		1c1e02225072aa7371c1edbb66fb3b1a4b67fc1c
io.dialob	dialob-springdoc	2.1.9		ac926885c87b719c83158d4b61244285644c4cca
io.dialob	dialob-springdoc	2.2.2		9ba0d5c5a63cf7d7bfcc7307769fd0f30ad8d31c
