app.mustats.apolostudio	color-picker-compose	0.0.0		f7f4a4d6827d3d12f71e7146fea8c57f22cf171e
dev.zio	zio-aws-docdb_3	7.31.6.2		d960711fe3aac93a799591e74900cfde0294855d
dev.zio	zio-aws-docdb_3	7.31.6.3		ea74c0ba11145c404f66a43e1ee8e3b0d8f30710
dev.zio	zio-aws-docdb_3	7.31.7.1		e939164fafc61f79ffb23915cb805c3ea82f2a9b
dev.zio	zio-aws-docdb_3	7.31.8.1		84840482ec75f7a31f03f63aac8fa9b83b8e7966
dev.zio	zio-aws-docdb_3	7.31.9.1		6567e128816d21617d878014b962d8d05fc16c26
gov.nasa.pds	registry-api	0.5.0		N/A
gov.nasa.pds	registry-api	0.5.1		N/A
gov.nasa.pds	registry-api	1.0.0		N/A
gov.nasa.pds	registry-api	1.0.1		N/A
gov.nasa.pds	registry-api	1.0.2		N/A
gov.nasa.pds	registry-api	1.1.0		N/A
gov.nasa.pds	registry-api	1.1.10		N/A
gov.nasa.pds	registry-api	1.1.11		N/A
gov.nasa.pds	registry-api	1.1.12		N/A
gov.nasa.pds	registry-api	1.1.8		N/A
gov.nasa.pds	registry-api	1.1.9		N/A
gov.nasa.pds	registry-api	1.2.0		N/A
gov.nasa.pds	registry-api	1.3.0		N/A
gov.nasa.pds	registry-api	1.3.1		N/A
gov.nasa.pds	registry-api	1.4.0		N/A
gov.nasa.pds	registry-api	1.4.1		N/A
gov.nasa.pds	registry-api	1.5.0		N/A
gov.nasa.pds	registry-api	4.5.6		N/A
io.bitbucket.supportomateinc	restcomm-connect.mgcp	9.0.0		fd96a6659bae781ea95c97ccb56b7d1dd348ecb2
io.get-coursier.jniutils	windows-jni-utils-lmcoursier	0.2.0		c0965ad66cb83102f9b701504e86ce9a06862ff3
io.get-coursier.jniutils	windows-jni-utils-lmcoursier	0.2.1		aea86ade6265a74b09628ee595cb187023d1d3d8
io.get-coursier.jniutils	windows-jni-utils-lmcoursier	0.2.2		a70e81112cf9f1c0f0082f43b251dd0e74fa9ee5
io.get-coursier.jniutils	windows-jni-utils-lmcoursier	0.2.3		0464c2990f6b5d7943b4bfef6b182757c5b1e878
io.get-coursier.jniutils	windows-jni-utils-lmcoursier	0.2.4		66a651604345768046bd936c2474f5c2cdda3ec1
io.get-coursier.jniutils	windows-jni-utils-lmcoursier	0.2.5		b97515992122e0a74f9ee5f00ad80779f1762e98
io.get-coursier.jniutils	windows-jni-utils-lmcoursier	0.3.0		85229b530af93beff0b3680302ec438ea7e71c1d
io.get-coursier.jniutils	windows-jni-utils-lmcoursier	0.3.1		15ce53af7b5615280a7731a9127cdcc752f203fb
io.get-coursier.jniutils	windows-jni-utils-lmcoursier	0.3.2		23468078f6db597c359d9994f932bee80e418ef2
io.get-coursier.jniutils	windows-jni-utils-lmcoursier	0.3.3		5edb500944a5cdbb0d1418994e656c450171ca9f
io.github.crac.io.micronaut	micronaut-runtime-osx	1.3.7		3e576287eaa5216afb405e717cf5945714aa651c
io.github.francis200214	biz-security	1.5.1		58e30e7b4a2ce75d1c12ce5df4b17d87909619a8
io.github.francis200214	biz-security	1.5.2		636317234ac910e861494b7a98bb4c4eec358e0a
io.github.hanpijun-buhanpi	baidu-sdk-spring-boot-starter-parent	1.0		N/A
io.github.hanpijun-buhanpi	baidu-sdk-spring-boot-starter-parent	2.0		N/A
io.github.hanpijun-buhanpi	baidu-sdk-spring-boot-starter-parent	2.1		N/A
io.github.hanpijun-buhanpi	baidu-sdk-spring-boot-starter-parent	2.2		N/A
io.github.hanpijun-buhanpi	baidu-sdk-spring-boot-starter-parent	2.2.1		N/A
io.github.jean-velarde.multiplatform	services-kmp-jinex-poc-iosarm64	0.0.3		N/A
io.github.jean-velarde.multiplatform	services-kmp-jinex-poc-iosarm64	0.0.3	metadata	f60ae8eb9c1970c2698bd539e6e8103fc9ba6713
io.github.jean-velarde.multiplatform	services-kmp-jinex-poc-iosarm64	0.0.4		N/A
io.github.jean-velarde.multiplatform	services-kmp-jinex-poc-iosarm64	0.0.4	metadata	9ecbbfa363c03c76592f904dabbfe7a6281d7fd3
io.github.jean-velarde.multiplatform	services-kmp-jinex-poc-iosarm64	0.0.5		N/A
io.github.jean-velarde.multiplatform	services-kmp-jinex-poc-iosarm64	0.0.5	metadata	f9fe2abd8237e406cd32d81b70e052116486f277
io.github.jean-velarde.multiplatform	services-kmp-jinex-poc-iosarm64	0.0.6		N/A
io.github.jean-velarde.multiplatform	services-kmp-jinex-poc-iosarm64	0.0.6	metadata	57312d4c2ffaf9e2f96c499a4041bf7d8b9fd6c8
io.github.kanglong1023	m3u8-catcher	1.0		b6ff492d29f0eb225d2e138726ef6c7244c30497
io.github.kanglong1023	m3u8-catcher	1.0.0		82e6df0f939ef190e08281d1c02a8d3cddfd8d86
io.github.mflisar	kotpreferences-compose-jvm	0.6.0-alpha01		334fab8fe56a0514f2eed2dcf4f2b51a7a2dba4c
io.github.mflisar.composepreferences	screen-date	1.0.0		4558761ca63419a637e4cd32b6dd0cedba313c1f
io.github.mflisar.composepreferences	screen-date	1.0.0-test03		99125cdf2275e898762a80f0230d3dd0d5fcbc78
io.github.mflisar.composepreferences	screen-date	1.0.0-test05		99125cdf2275e898762a80f0230d3dd0d5fcbc78
io.github.mflisar.composepreferences	screen-date	1.0.0-test06		99125cdf2275e898762a80f0230d3dd0d5fcbc78
io.github.mflisar.composepreferences	screen-date	1.0.0-test07		f37dd0cc9d0353821637f033bb015c524afeb2e0
io.github.mflisar.composepreferences	screen-date	1.0.0-test08		5f8a9667cd9783d88e46f3e75f7278b756437d5d
io.github.mflisar.composepreferences	screen-date	1.0.0-test09		5f8a9667cd9783d88e46f3e75f7278b756437d5d
io.github.mflisar.composepreferences	screen-date	1.0.0-test10		5f8a9667cd9783d88e46f3e75f7278b756437d5d
io.github.mflisar.composepreferences	screen-date	1.1.0		4558761ca63419a637e4cd32b6dd0cedba313c1f
io.github.mflisar.composepreferences	screen-date	1.1.1		4558761ca63419a637e4cd32b6dd0cedba313c1f
io.github.mflisar.composepreferences	screen-date	1.1.2-alpha03		4558761ca63419a637e4cd32b6dd0cedba313c1f
io.github.mflisar.composepreferences	screen-date	1.1.2-alpha05		4558761ca63419a637e4cd32b6dd0cedba313c1f
io.github.mflisar.composepreferences	screen-date	1.1.2-alpha06		4558761ca63419a637e4cd32b6dd0cedba313c1f
io.github.railian.data	data-result-collections-tvossimulatorarm64	0.3.0-alpha04		N/A
io.github.railian.data	data-result-collections-tvossimulatorarm64	0.3.0-alpha04	metadata	3c2bd9cd0a73a4331207e938dd834381286ab7bc
io.github.railian.data	data-result-collections-tvossimulatorarm64	0.3.0-alpha05		N/A
io.github.railian.data	data-result-collections-tvossimulatorarm64	0.3.0-alpha05	metadata	db2cd647a4cd7e2d6e9d54a9b6b43b26453123f1
io.github.railian.data	data-result-collections-tvossimulatorarm64	0.3.0-alpha06		N/A
io.github.railian.data	data-result-collections-tvossimulatorarm64	0.3.0-alpha06	metadata	c6033b564dd5682510eefc4ceec15f9f6eee1d73
io.github.serpro69	kotlin-faker-japmedia	2.0.0-rc.1		83d8efa4097d31a57347aa3d1b4f7d64614d2613
io.github.serpro69	kotlin-faker-japmedia	2.0.0-rc.2		cab535fff6d8d8b83dd5d165c7544264abbcdb1b
io.github.serpro69	kotlin-faker-japmedia	2.0.0-rc.3		fae1f9bdf05880e8e2813bc2c599186507bda0a5
io.github.serpro69	kotlin-faker-japmedia	2.0.0-rc.4		7a0f3b979eb658138cbbd25ccc6a526e20f63e73
io.github.serpro69	kotlin-faker-japmedia	2.0.0-rc.7		13b017d2e015d8ee0660daad4918f859d89d2637
io.github.serpro69	kotlin-faker-japmedia	2.0.0-rc.8		f15af442f7a7be6fa910c977b81e5fc2b1144096
io.github.serpro69	kotlin-faker-japmedia	2.0.0-rc.9		44c6a40e2daef3dbe227348c47f7cfd91e9c6198
io.github.vigoo	prox_2.12	0.1		57361696ef82198db226015451e1fb2d94e22c9d
io.github.vigoo	prox_2.12	0.1.1		cafcc849490e70ee65ae6d4dccfb7c6877960d31
io.github.vigoo	prox_2.12	0.2.0		dd7548ab74bf688831aa8d1f7b13abefac56f411
io.github.vigoo	prox_2.12	0.2.1		cc50e8646c05618cc4d5085dc0cbad535776b719
io.github.vigoo	prox_2.12	0.3		b985fa055156e6d63cbcc25b908d3f1e84f80266
io.github.vigoo	prox_2.12	0.4.0		9b7478b2e3d70e9f772551b2cad770d34cdaf8c5
io.github.vigoo	prox_2.12	0.5.0		c5eb29e4cd8484d329f1927f11f8f613a9b59a21
io.github.vigoo	prox_2.12	0.5.1		87a4fc788b3df805b2579ff643fd387b3218e4ab
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.16.3		3839c95665754eccf770afe840dca27eaa1829ea
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.16.5		efeaab1839448b089ce3c94329776792cc684ac5
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.16.7		306f57ab6869b32a06bd43920afeefedafb1386a
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.16.8		ffb01551925ce60ee67bfb6baed24ec4ad863712
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.19.1		1e1bc5fd43f9fdc90a2f4e88db0ec0a596ad6217
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.19.10		5f9132faf3ba8b36481eaac096778295adeae887
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.19.11		4bfb06bd93a977ebf061fdbc49b0885a847b75bd
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.19.2		41ae860c9b4febcbc2cb7ff9c4dfb1bd1836904c
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.19.3		ae3a0db26cf17de69d81170e7b31b6f54d77833b
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.19.6		f19231f650e8851007a2bc052472d2a4bc8604d0
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.19.7		6056393d9df87e57c3ca7fb2bc229ce4de818a5b
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.19.8		696ae702b988aaf86822fa6f435958bbccd1d939
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.19.9		dbc8234d9fb4ce819a1e1423e1e299a44c047a0f
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.31.3		69a2faa0b3b96c578ffe5bd34f1f4710842ccf86
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.32.1		85ec5f0ef0bf043f652db248f967affa5996f9f6
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.32.2		dd834539e9bb44aef39c6275628dbe3cc8bea25b
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.33.2		4bdf4b7b5ee39708e2a0f9dfe7cda957b6b182c2
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.33.3		5473e9380b45c86755f3fe5b20de122296de2469
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.33.4		1fd8e38555ad2f64453f6899969cd00b77ea543d
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.34.1		6206b58ef9f2b1a8c793e3d04af97891667cc72d
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.34.2		cc9257ff0a867a1025c439720c1bb9166cb1ae51
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.34.3		c80839723db93869ed74aaafcf150ee92081fafc
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.35.1		1c95abc2f7efa10b4d51f28c9ea72e2b2b3ba65a
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.35.2		e76b6382bb226c9ea7cf7367d227bccccbb37a81
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.35.3		0826f5d8cde7ec24bbd2a91771d9b5dc681aafd3
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.35.4		2d815c49c5009273380ff4168e268a2f4ed4f6cb
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.35.5		7fa1ee5dac78574e45be559a968007651434b3b3
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.38.1		22eea31febfae9363a63990b28bebe2fbfbfc1f2
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.40.1		1a189a23103bbacc5dd802b44ed697e1ddf9f495
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.40.2		7a0c4267fcea67f95d729aff072b181fe68ed970
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.40.3		8a6347e48af3759f7f275a644994569e2ef1d23f
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.42.1		767e1ee62d37e85c01c87e92896b4a85b8a8cc32
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.42.12		f24947c8bac2347410b05fab6fcaa73042f78914
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.42.2		cac6b17c256ed9b3ea2eec5d11d1bdf0ea4678f1
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.42.3		49b76262ec4101fb36b35d46c0f23eb2ad0f9b93
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.45.1		fffd31636cdca55fe3c7d0866699547c422d0c99
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.45.2		0934b7bde68cac722acb77e64361b6e118b44751
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.45.3		90fde7da8d279d95d54c86a9428b13fc623a97cd
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.48.1		00b72607195eca8827c668cfee98570d504acf4a
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.48.2		33274ba17d24aa06c987623f846a7a8d564ecc48
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.49.1		c39df7e2e136832c9302ab51d679ced9f0f64f0b
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.49.2		5b40b8dbdf04bdca0bf134a53582ceff67d9f608
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.50.2		60169ceadcce48fc842a494d4b4c3601cbeafdfd
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.51.1		ae7bedb5b19779663b55606695e03c8b12d29692
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.51.2		fa21a28d30c4fe79afac193445ed86fe666573cf
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.53.1		a93dacf31d52a10b00b1ed94b25ef370992849e9
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.53.2		f83afd8a91a9559d6b1b43358679f39f5f2a08fd
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.53.3		cd6fa13b63d39d1ffdc7ff88763827eb2de2d25d
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.57.1		cad2cb7b65c8f09cd3ee985eabe9a8ff83e1980b
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.58.1		e26f7fe9d29361f7d4c4f4e414d55a87c49130a4
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.60.1		f42067714d615a7f0b7c0fe087ccc913fd7d7ded
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.61.1		ca08e68d2e91d83e22b2878ebb346fe98b537764
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.63.1		4e160c64f07f8cd4fc3c4d4c70ff37e9f852ac0a
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.65.2		2ff17e716bdcfaca07abe96106135d65f5addc36
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.65.3		715df687f9b27af210ad255b9bd61879bd8b4c00
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.66.2		51e59953481a0f25ea82d1db629db337f5412276
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.66.3		ce8cbf6dc73d7e2ad6b872e205849925e0d52e09
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.67.1		7cdd64358779c097c2eb4cd3f73eb69a744d65d2
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.68.2		a736d3a90625fc6ee6a1af740073194f590269f7
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.68.3		b12e273329769903ff2a4327a5eb3762178a78a6
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.69.1		462fe878590905348d82eb48b238cbfc579e4eec
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.69.2		d96003295294d00ae244344a2001cba630a3e458
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.69.3		3d96eb8b18f98fe15a9bf2b57ee387d74c488807
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.70.1		48a206e49d45822b6b53a8ea37c170e083aca7bc
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.71.1		b9d085392fea3121460731e2445036d9a6e73ea6
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.71.2		ef4a6781c6f89756da5d7cccc8da96546d1c2e5e
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.71.3		8db11df617f1c84bcd8802fcf5c37bd3d78f66a4
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.73.1		c1544bf3d858d82464aa4cf74d8db45416e036fb
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.73.2		86bbc96a86a684145bf220747a0eaaeda447e9f5
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.73.3		d521e058be67764155b7ef0a490418f85a526c55
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.73.4		e84e53794ccf7e0b21dd6b4a835765b57fab164f
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.74.1		eb02123cd048a1b99522ee9648f9fa16b241f979
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.74.2		54e7273ccc40bcdce4bdcd22aa3a876e3d743872
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.77.1		0ee50c9dc0879022c7a7a3996254f80a5ab1a451
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.77.2		20994cbd243731c9fe5cc549f4390df3c5323c91
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.79.1		f0e750246a66cc368cff890fea276974fdc55c9b
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.80.1		cadf974e0656592837c835bc8fa071b63f82701d
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.80.2		56f35d05b356a410a282800b29505a4a7ae4be58
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.81.1		b39c689a9ec5ace338e0c3c690707573ec236602
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.81.2		df095b4065c0a6a4c44382748f5a06fa61f39f8f
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.82.1		122134cda44da0b1f898a9693d5b5c6aa314eb5b
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.82.2		9509713eadfa1974201d3a42a5aba0286f1f8ac6
io.github.vigoo	zio-aws-timestreamquery_2.13	3.15.82.3		0d02f0f6e9d613a9aff363b0fd067c8bdc7aadaf
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.0.1		971c7fab57a9d517d70d432f1bca7759edbfaf2d
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.0.2		96e7bbfbeb7a5df6aff6fb470401574c46968818
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.1.1		18e1db65113ad4f40cd278f8abaefa6bd0eb1462
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.1.2		8eb7d0deec7469916e79d2f8e45e7d4a72e3b98d
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.100.1		bd3aac24bcbc1bc584965adf5705a6bea7e6501e
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.101.1		7418fae8d37c97e35f97f1b6f14f125bc8b201ec
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.102.1		9fb6a2c96d4a71548b81a3825fcabe20bd0d2049
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.102.2		4c28017c56a1e2b2a8f019ebbb5539f799ad66d2
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.104.1		a52e2ff06641cce469c6397ed103d4cf863156e7
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.13.1		2e9ccdcf8217605bb6354ef11a824ab4010041f3
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.13.2		c4f56b6bb35edd8835427a73fa6cc7894ed107fe
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.14.1		aee2fca99b0b0f3b5842d8db5a40a8b18262965a
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.14.2		5e010c2f16f4580ddcf00877c7e4ee6abd40e01b
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.16.1		01c0ebaaf011c1da482c7fb305af558fe84fda40
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.17.1		cd32f7fbef093c2d97709dde299d8d417dc1f612
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.17.2		02a72c0c1a8de3a1cd478d8970ecb042d327683a
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.18.1		ba49ed22d4fb87c6e04b9bcfe404e65840016c55
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.18.2		ad83c61b5b23b729a89f6b67cefc042459577c02
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.18.3		3cd19516708a22bc6b1954ee87c73132001909b2
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.20.2		0b1b6f6afe37826db867300eab63824619874f60
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.20.3		00c3bf1af9ef59d7beff1ec337c3766d67e48441
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.20.4		ec0c94afc3ccf14fa3f0a2a1bcebd8bffc4180c0
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.20.5		a9e48f7283daa7cea5f62ef21be2e46c03f370e2
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.20.6		c095b235c7e5e922400ee11a222e4f42e03a8d08
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.20.7		b2dc29176474b2bd1e7c4f36a049790a92df63f4
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.3.1		d1c589d6c4f69b817b6892c14aad86a5ec66689e
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.3.2		55e4969e554c939f6cace24bf80bc76d1205c298
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.34.1		ec240101cb2e8765bbe30af5ba1614c48ba898ca
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.34.2		16a8860891a014848f017f120df71fce21b912f1
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.35.1		a1f7988f40d0035494b4b9b131003a25c3362a9c
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.36.1		a45a96194152759c8a0845390b3e3af7e12eb2ed
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.36.2		946254f35c8d70d596e10f087809f0ff71b9f0cc
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.37.1		e3b2d092a9572a9cdd04805f6b4a8f252cfb91a6
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.37.2		08b33762c7ac8117090846abc05088b6e2c89635
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.38.1		0befba8501aaebf7324ecee1bf0d3d91c4584bac
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.39.1		61dfc1783c8e16f0fb44761af56f1e47144d6b89
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.39.2		8be4b3da0ad02eb15d21fc30e9229dc9c9a29cf3
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.4.1		54a4b223d4c1fd7b9ddcd62bc47ff3dcbb6d1ef1
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.4.2		e74db95e49ca62b77edd74a44fb76fb0c2fa103e
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.40.1		ff532d4383333185c3dd050d32491ffcb59b7cea
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.42.1		25946a5706b16013995788355a3e7320eab8ab1d
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.43.1		84127af73dbd7742dec4cb8061a51e6137a2e480
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.43.2		07423bf98d7ccfb5e72a67802d96e3d21037a90b
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.44.1		3cecfc6c0ee3181c6e8a1f9458967be3489df697
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.44.3		b6497b268e697c1aaa0dc79ffcf65f2bac91179b
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.45.1		719389317da3c168d7316ef9739825f3c04ea044
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.46.1		293f3da6e15e2ea931b9e3c5e18603f6eaf0d3ca
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.46.2		6ff465575f1c409ef8177739679ed11f11704d28
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.47.1		266136e8f97245ed04b1310f26e208d6c22183d9
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.47.2		ad7f9171e91c181a1fbf9eca5d860d3e22ef0031
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.48.1		ef340139158bf22d9b2bdd6c9f5524abf36573d7
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.5.1		3203ee6c838a4eb5646c5de3cb2fb2978d32f935
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.5.2		098d178c74084b99cccddb200552ae1acfc85bd3
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.50.1		f64de2122a78cdff8c8029ea6dd665d2215b5a95
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.51.1		f2a9683402ead48a36eb020c46fd33188a294e59
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.52.1		bef6f0b56a0d2b9a7f14d5d6cb0d2cc7ec23de7e
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.54.1		1d3ab23f8bfb199380343a47e98c655984931d17
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.57.1		a60fcca97027db251dfd6930746f72ba99829f4f
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.57.2		088b314f6bf06551d2d4b0bd55c09a4215a54e16
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.59.1		bc76eb180d86b249d8476024ed6f1efdb1d2b106
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.6.1		9cf277544b49ef39a4bf5668b86feb843952a0b2
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.60.1		fa2bb4ee321c964221041b21a1a224c31a4fe538
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.60.2		be674cf46bcb994c259890906dac4a36c4fc4eb2
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.61.1		61170c767094daf328fbee5279583d411253b1fc
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.61.2		86c66e904d10f767d7d3267c6a2f93c2a51b2def
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.62.1		e178ccd3f0f723540772a4fcc3103c039b30c4af
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.62.2		9450b9ee18776d5681a0cd30648e1933d3fd6b20
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.62.3		f080e16e1a2a12f174b475c3ce3b48f62f4a0452
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.66.1		aabf7974b71dd3feac36d1b0671aae028b3d5995
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.68.1		9dc4fd48a99972156fdc83e1e3eed9d36295a256
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.69.1		6829f5161e266c1f7a2c4b51383328c2434617c2
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.69.3		9833a71257b9ce850b9295b49f85bb596ea0354e
io.github.vigoo	zio-aws-timestreamquery_2.13	3.16.7.1		3644813cc562b1e0da25fae1546cdb6e505c4d4d
