biz.netcentric.cq.tools.aemmjml	aemmjml-components	0.1.0		N/A
com.guicedee.persistence	guiced-persistence	1.2.0.1-jre15		252789fe5408513e835da73ccdd49dfb197da3ee
com.guicedee.persistence	guiced-persistence	1.2.0.1-jre16		a7b6a5b9905d1602f21ff355a8a1eb7bcfcff15c
com.guicedee.persistence	guiced-persistence	1.2.0.2-jre16		2749d3376fd53480e34ea12efd627886f8033a6b
com.guicedee.persistence	guiced-persistence	1.2.0.3-jre17-rc1		352cd0f21cfb96e5fb68d7880e885dbba1748ea4
com.guicedee.persistence	guiced-persistence	1.2.1.1-jre17		6a904576d36edc1dcb2b1a10934bbc445585e4af
com.guicedee.persistence	guiced-persistence	1.2.1.2-jre17		91f9ab9e1785de8857e2a2574bebabdb03ae782e
com.guicedee.persistence	guiced-persistence	1.2.2.1		a35b7291e9d6ef434afafcb0e9f9e6b2e5e7a4bc
com.guicedee.persistence	guiced-persistence	1.2.2.1-jre17		f612f879db913ea1a6bd663ae183aaf25f3c0421
com.guicedee.persistence	guiced-persistence	62		c3e030a54418a81200bdeb08ca2afb2dbe7a8c51
com.helger	phoss-smp-backend-mongodb	5.2.0		91688d9797e016037b59eced8026218a10c3b52d
com.helger	phoss-smp-backend-mongodb	5.2.1		cfa4e613ee8ee6db513e3277dd9538a895666c05
com.helger	phoss-smp-backend-mongodb	5.2.2		46fc670584ac52bc2b5e4314b48fd49ad956f71e
com.helger	phoss-smp-backend-mongodb	5.2.3		485e38217376883a369e22366be79d134ffba5aa
com.helger	phoss-smp-backend-mongodb	5.2.4		ec3956c6e5f3ce6d204afe9c1b28e04200917a2e
com.helger	phoss-smp-backend-mongodb	5.2.5		4cc66d3a0b287ed940bb42baed14ba87cbe9eabd
com.helger	phoss-smp-backend-mongodb	5.2.6		d0f1338a6f80093acde024d71099668158967032
com.helger	phoss-smp-backend-mongodb	5.3.0		875b72bd51b334657f5b2ee4fbe7a919e9b463b1
com.helger	phoss-smp-backend-mongodb	5.3.0-RC1		fce5bb4fa838e7d8ee413e28c553da2d397351cd
com.helger	phoss-smp-backend-mongodb	5.3.0-RC2		69961173addc2442d418b7a9461e9359267b69b5
com.helger	phoss-smp-backend-mongodb	5.3.0-RC3		7e60a588892d7931d0812a21cab6e8e2a5deae7c
com.helger	phoss-smp-backend-mongodb	5.3.0-RC4		b162249741179013176ef77b51085136b49f12d8
com.helger	phoss-smp-backend-mongodb	5.3.0-RC5		190e53c3f5c3717a4f98a7cf575f469c50e0a0ae
com.helger	phoss-smp-backend-mongodb	5.3.0-RC6		9902656aed05c591947a65516d51918d9b1d53d3
com.helger	phoss-smp-backend-mongodb	5.3.1		ab523cd612f376bf3d060283f825d60c1b1dd5a7
com.helger	phoss-smp-backend-mongodb	5.3.2		51685347a89139a11b73631c8572f2a0cb5f0b3a
com.helger	phoss-smp-backend-mongodb	5.3.3		c6650c1aa03e7ae95a66dd0c54223b9540fd03b7
com.helger	phoss-smp-backend-mongodb	5.4.0		c7494552beaa368020fe48157c9f52de78c36990
com.helger	phoss-smp-backend-mongodb	5.4.1		b3a283d3f6a93b52f5f47c5fe075de9b1229f257
com.helger	phoss-smp-backend-mongodb	5.4.2		8c5b53ca54437d37f0b393bd176f89ce15a472df
com.helger	phoss-smp-backend-mongodb	5.4.3		521808623a2707a1be8c27d234ec91c37db2f2a4
com.helger	phoss-smp-backend-mongodb	5.4.4		62c4615cde1c0ab1f673c1d7cfde1fd629e5aff3
com.helger	phoss-smp-backend-mongodb	5.4.5		2b080753ca4246fd43881bf9a906a00d67a2f3a5
com.helger	phoss-smp-backend-mongodb	5.5.0		e08403a8dcca9e741a51c9cd460fda6d902aebb3
com.helger	phoss-smp-backend-mongodb	5.5.1		20921e04260f5e90f29b9081a5887cc451473234
com.helger	phoss-smp-backend-mongodb	5.5.2		d57b90f2905cfbc01816d65c12651e82fd9e0fbb
com.helger	phoss-smp-backend-mongodb	5.5.3		43fce9f267c6e148dcbea70361e56e8b678404f7
com.helger	phoss-smp-backend-mongodb	5.5.4		75fefee2155ac5303ccf04bd7699a9adf5082d70
com.helger	phoss-smp-backend-mongodb	5.6.0		1eed99640539277fdaf3bf3053fea0bea1e14b38
com.helger	phoss-smp-backend-mongodb	5.6.1		63bac55b5d841216adf5624dc6fff03f46a93456
com.helger	phoss-smp-backend-mongodb	5.6.2		7e701f15b259a048e0f61e9b26e0176a0b38390a
com.helger	phoss-smp-backend-mongodb	5.7.0		c904dc307095fb4c76f50597466b23ea199230e9
com.helger	phoss-smp-backend-mongodb	5.7.1		6da36ebe34d8940e9b1035b57cbd12fb89c6a510
com.helger	phoss-smp-backend-mongodb	6.0.0		c798b6ff41b9e9874b8076530c8bb94417d6127d
com.helger	phoss-smp-backend-mongodb	6.0.0-rc1		a2100823106d12d2dcb943386496011900cc82f4
com.helger	phoss-smp-backend-mongodb	6.0.1		fd40f00c82f1b09bf7ba3d9f3b92029ed4306524
com.helger	phoss-smp-backend-mongodb	6.0.2		db421369f0842634e03212af22115b1fb235b6ad
com.helger	phoss-smp-backend-mongodb	6.0.3		348a97dd03a7e1f8984066741cd5bec3250c6363
com.helger	phoss-smp-backend-mongodb	6.0.4		bde363157ebfa5a60360cb66ecbc15b7a340b1a0
com.helger	phoss-smp-backend-mongodb	6.0.5		a79da5834259a2a49fe30b0fa594b38cab0b43f2
com.helger	phoss-smp-backend-mongodb	6.0.6		c886198d4587af1c694913da7a60dd165a9644d1
com.helger	phoss-smp-backend-mongodb	6.0.7		f7c7cdb24e6022b7f0109853556fe660def1c9dc
com.helger	phoss-smp-backend-mongodb	7.0.0		742dc066c22d62ab97ebc8af870866e293081076
com.helger	phoss-smp-backend-mongodb	7.0.0-rc1		12c8c01b5b9e353814d5ad7b893cc8f316079ab8
com.helger	phoss-smp-backend-mongodb	7.0.1		d20bddb55ffdb235e58e406567630497cb27ffa6
com.helger	phoss-smp-backend-mongodb	7.0.2		fe66e8c55ba911fe9606353ce00d8e4c1187058a
com.helger	phoss-smp-backend-mongodb	7.0.3		b677f08bcbd59ee7f05a5a23b74e876207c2e404
com.helger	phoss-smp-backend-mongodb	7.1.0		55e89a655764e3d3787d40b87b667ea1bc93bb5e
com.helger	phoss-smp-backend-mongodb	7.1.1		8f8e500236229f9bb7ddc0197f478cd894a698bb
com.helger	phoss-smp-backend-mongodb	7.1.2		73e3d8a8f090f0a1ed7ed12bfe4284aa7b9fe165
com.helger	phoss-smp-backend-mongodb	7.1.3		e9facad4009b257c9e4b8583034896bf774c2f2b
com.helger	phoss-smp-backend-mongodb	7.1.4		b0ed9a0451f1e8493d3cc2c63d3e3ac5d2196a2d
com.helger	phoss-smp-backend-mongodb	7.1.5		a7a9869558d830071f46ce57d9575f9565c5ce09
com.helger	phoss-smp-backend-mongodb	7.1.6		cb8f03baf6bb9d76c99e45b60d53a64a7cbc5e5e
com.helger	phoss-smp-backend-mongodb	7.1.7		e05ba7ba83ea4c1b45204239e7c6231859919720
com.helger	phoss-smp-backend-mongodb	7.2.1		fb41a1ca5187ae4c9f4f051a53470707fa7dc0ea
com.helger	phoss-smp-backend-mongodb	7.2.2		ece4f54f2b45f61ad38bbfd134e1431e0446baf6
com.hyperwallet.android	ui-sdk	1.0.0-beta01		N/A
com.hyperwallet.android	ui-sdk	1.0.0-beta02		N/A
com.io7m.waxmill	com.io7m.waxmill.realize	0.0.1		a109eaa786922c370a8a532c71a9fd9011fb9b05
com.io7m.waxmill	com.io7m.waxmill.realize	0.0.11		ff4d93e168cea859e75dfd7f075dbfaf823ce032
com.io7m.waxmill	com.io7m.waxmill.realize	0.0.12		3c2a4ffdd75810d83381bbb317e52e62daec9934
com.io7m.waxmill	com.io7m.waxmill.realize	0.0.2		908288c21d104f64640de112ec7fa3f1f6bbdd56
com.io7m.waxmill	com.io7m.waxmill.realize	0.0.3		dcdd990baf89a51e0e6631bea3044d662a4012ba
com.io7m.waxmill	com.io7m.waxmill.realize	0.0.5		0da4d49cbc2cf418c3f11db998e5213ed4ffce1c
com.io7m.waxmill	com.io7m.waxmill.realize	0.0.6		bfebe0a020448cad63fb37985ca4247c7ea1d2fb
com.liferay.faces.demos	jsf2-cdi-portlet	3.1.2-ga3		N/A
com.liferay.faces.demos	jsf2-cdi-portlet	3.1.3-ga4		N/A
com.liferay.faces.demos	jsf2-cdi-portlet	3.1.4-ga5		N/A
com.liferay.faces.demos	jsf2-cdi-portlet	3.1.5-ga6		N/A
com.liferay.faces.demos	jsf2-cdi-portlet	3.2.4-ga5		N/A
com.liferay.faces.demos	jsf2-cdi-portlet	3.2.5-ga6		N/A
com.liferay.faces.demos	jsf2-cdi-portlet	4.2.5-ga6		N/A
com.lightspark	wallet-sdk-android	0.1.0		N/A
com.lightspark	wallet-sdk-android	0.1.1		N/A
com.lightspark	wallet-sdk-android	0.1.2		N/A
com.lightspark	wallet-sdk-android	0.2.0		N/A
com.lightspark	wallet-sdk-android	0.3.0		N/A
com.lihaoyi	ammonite-ops_2.13	1.6.8		392d899076482c11a22eabd482ab8dea18820dd7
com.lihaoyi	ammonite-ops_2.13	1.6.8-1-c7a656e		0315fd3da232409c2eae67a3839e8d14bd329393
com.lihaoyi	ammonite-ops_2.13	1.6.8-2-0a2abd6		d816d8f9e425d91f4b824f875c00dbffcfa8e80c
com.lihaoyi	ammonite-ops_2.13	1.6.8-21-9ada29c		674feefa2a2a266c8d29f4c3f9be2ae19c49ce29
com.lihaoyi	ammonite-ops_2.13	1.6.8-22-909e21a		ea2d01bc448aa40d19574dee6131d004f6117d30
com.lihaoyi	ammonite-ops_2.13	1.6.8-24-9a4ffa5		bee571d8cb610562434d73d7d842220fcd235ebc
com.lihaoyi	ammonite-ops_2.13	1.6.8-3-3634218		c75c3d560197252f5dd1ce10a951fc188c4228e2
com.lihaoyi	ammonite-ops_2.13	1.6.8-4-5ce9eee		75fdede5859ea9e511cb9e9995d0a84eabf2c850
com.lihaoyi	ammonite-ops_2.13	1.6.8-6-357baca		8a01fd1b307e624a0f2be90c46d9b11af571ec04
com.lihaoyi	ammonite-ops_2.13	1.6.8-6-451a3b9		2e2d6d19bf94e4b0e05b9acba812236cc1a2d86c
com.lihaoyi	ammonite-ops_2.13	1.6.9		fa77498e3783dd12e94be616c84143e56690186f
com.lihaoyi	ammonite-ops_2.13	1.6.9-11-ce25d7a		d73c06cbbaa14a6d0fe26ce9571daba0e15f853e
com.lihaoyi	ammonite-ops_2.13	1.6.9-15-6720d42		5e9286d4e046e66b6f971fdc9c35a88ea8c10aba
com.lihaoyi	ammonite-ops_2.13	1.6.9-18-a50caad		c435160a38b4dcc20ec4f9b4c2e5c74e6a178e22
com.lihaoyi	ammonite-ops_2.13	1.6.9-19-827dffe		3ec6eab667e7226787865c96d525cf3f28cabfda
com.lihaoyi	ammonite-ops_2.13	1.6.9-3-480a38b		7a6e45daa3a241efd4d1e83b5cf8106e57270187
com.lihaoyi	ammonite-ops_2.13	1.6.9-6-644e20f		a9e9485141682af1636a723407e9ee2dbacc2525
com.lihaoyi	ammonite-ops_2.13	1.6.9-7-c6bd148		cf0136175ba94df3afed5b333644665e7920cbd1
com.lihaoyi	ammonite-ops_2.13	1.6.9-8-2a27ffe		216c3c588f0469dcde539f8044e6622fd7fa5e98
com.lihaoyi	ammonite-ops_2.13	1.7.0-2-a89e6c8		cf63b1a9eb876f1bb4a72a7cb030f353b7166df4
com.lihaoyi	ammonite-ops_2.13	1.7.1		71903a0ce3123461de01454ca886901f63f93d6d
com.lihaoyi	ammonite-ops_2.13	1.7.1-1-5a4b391		f8c930c4ba833a35d0165b68a9555a3dc54c5761
com.lihaoyi	ammonite-ops_2.13	1.7.3-3-b95f921		9941832bcc004bc4ee22781772f600395e439d1d
com.lihaoyi	ammonite-ops_2.13	1.7.4		5d8a1a8d50d26d7bcdb002bbbb17d03b213e429d
com.lihaoyi	ammonite-ops_2.13	1.7.4-0-cdefbd9		2a13f31271c50758f30edf7e03164413cb567ef0
com.lihaoyi	ammonite-ops_2.13	1.7.4-1-71e4df4		5570d1ace0802f72cbaf2f47e1a78928b30c2c68
com.lihaoyi	ammonite-ops_2.13	1.7.4-9-8cd5435		2a813e2d82adc0a0771d8479204fcc32821892da
com.lihaoyi	ammonite-ops_2.13	1.8.0		eedb5a6122279d898a22d42bb8bf23e674e52a34
com.lihaoyi	ammonite-ops_2.13	1.8.0-0-c901b3c		5cb23e5de6ae00bc3eaa014a1d2869aa8d07ba0d
com.lihaoyi	ammonite-ops_2.13	1.8.0-1-13a2913		19389bd18cfa01aafeed9138a12ae400ce61f705
com.lihaoyi	ammonite-ops_2.13	1.8.1		fab97448f8bd33ed2cdfb81085703c4e1f74cd64
com.lihaoyi	ammonite-ops_2.13	1.8.1-0-8ec3279		7b9b49ef855e266324cf3fa432169937543c0b8b
com.lihaoyi	ammonite-ops_2.13	1.8.1-1-fe66234		aa7dadf15935a5da5a06c70494a442451d56e5ca
com.lihaoyi	ammonite-ops_2.13	1.8.2		76bece2889432670168b7e00cdcfa63badfa2e40
com.lihaoyi	ammonite-ops_2.13	1.8.2-1-2290191		8a1a245db6712f561b8c04d9da1754ddca7297b2
com.lihaoyi	ammonite-ops_2.13	1.9.0-0-0aad8e0		98d3f66e4abf61f850d150a80bba98d8eaa6e2b8
com.lihaoyi	ammonite-ops_2.13	1.9.1		e111da83bba400e67a41a62e17eb173ceb024369
com.lihaoyi	ammonite-ops_2.13	1.9.1-0-a5f2f1a		e3bb5e74c2116e1b90b7bced1108f67857c55d09
com.lihaoyi	ammonite-ops_2.13	1.9.2		4da52c44b7a448636a1ee00476fadfb3ba0663ff
com.lihaoyi	ammonite-ops_2.13	1.9.2-3-89a1787		eab2e339261ca345d237af03d737e88571efd7f2
com.lihaoyi	ammonite-ops_2.13	1.9.3		5149b57073374ae676cce4f83f5107e21c3c87b7
com.lihaoyi	ammonite-ops_2.13	1.9.3-0-26435e2		5a8fd3744ff6b71580e12c1ecf321e4d81909b04
com.lihaoyi	ammonite-ops_2.13	1.9.4		4fc76b6a0b38c8136d7f0caf8c14e08dbc535899
com.lihaoyi	ammonite-ops_2.13	1.9.5		10b247687b14d53b81cffd5657ed0f4a77060974
com.lihaoyi	ammonite-ops_2.13	1.9.6		4a47d1460dc1d7ab691bde2fcb42ec469e268a9a
com.lihaoyi	ammonite-ops_2.13	1.9.8		445b94c34bd71ace4746903030d7669fdbab68f8
com.lihaoyi	ammonite-ops_2.13	1.9.9		21732c8785774cac47b5fa683abaa987f9cc38cb
com.lihaoyi	ammonite-ops_2.13	1.9.9-0-36b41da		a2a46d6b412656031be620247f4d5da8a7481d77
com.lihaoyi	ammonite-ops_2.13	2.0.0		38e60883afb93a599abc4656b7300b01d5f6514a
com.lihaoyi	ammonite-ops_2.13	2.0.1		b8c3e2a9c4cc7356d5c4dd31c423d80918ba67ca
com.lihaoyi	ammonite-ops_2.13	2.0.2		aabc4f0c4e963e8b44261ff6db30334c8e49645c
com.lihaoyi	ammonite-ops_2.13	2.0.2-0-11a4c54		c46a8255daa7b99cf8e3abe18fab7835de9fa2c5
com.lihaoyi	ammonite-ops_2.13	2.0.3		edec2775d0135d41156962d3acd45f4da747cfae
com.lihaoyi	ammonite-ops_2.13	2.0.4		7394a9bdaaf84d7921298e4b0c4e2d21e3fb98a4
com.lihaoyi	ammonite-ops_2.13	2.0.4-30-6ce2cf8		9dac2d0e7af4cd4ba890d965024518ff8aae4433
com.lihaoyi	ammonite-ops_2.13	2.0.4-52-1d5868d		ccae5221925e11633a351e25d3ef4cde29d53697
com.lihaoyi	ammonite-ops_2.13	2.0.4-52-dcbdde8		08047bbeb4d355f782429989908c808e922f6980
com.lihaoyi	ammonite-ops_2.13	2.0.4-53-d8b22aa		73f15102ab54306361d91a22cbe1d25c2aaad7b0
com.lihaoyi	ammonite-ops_2.13	2.0.4-54-d723a93		97ecaf6332231db08002e1e59947970b73aa7025
com.lihaoyi	ammonite-ops_2.13	2.1.0		d15f90dbe6a912235fba36e93c2a907aee5f3a2e
com.lihaoyi	ammonite-ops_2.13	2.1.0-1-817a5ef		b275a9510ea08ed958f0caf322d31935f47a69b2
com.lihaoyi	ammonite-ops_2.13	2.1.1		d78de0b2d6a2bc4fbd69727534720642d871470f
com.lihaoyi	ammonite-ops_2.13	2.1.1-0-0a4a17c		0d616a364594e8c80a3621f25eded931812215d2
com.lihaoyi	ammonite-ops_2.13	2.1.1-14-4f2a1b2		e0178705a62486c7c39d234b859ac621df545909
com.lihaoyi	ammonite-ops_2.13	2.1.1-14-8056ec7		f076533ea36e420b0f91bdeb238808b38ff33990
com.lihaoyi	ammonite-ops_2.13	2.1.1-2-91d0807		db4a994ad7a4c802de0c87cfb9799e9b0b6325a7
com.lihaoyi	ammonite-ops_2.13	2.1.1-9-d58f8c7		129742c0222fea4616c8a801306782a2b65cf7f7
com.lihaoyi	ammonite-ops_2.13	2.1.2		fe863611a991513ec783cf53b43121f74636c39e
com.lihaoyi	ammonite-ops_2.13	2.1.2-1-92cab34		90fcf02595f2f708228ec6fe824f5d21c64c42b9
com.lihaoyi	ammonite-ops_2.13	2.1.2-15-b0b582a		752dc2b5c2edee7cdc3b9e95b31197de36b83694
com.lihaoyi	ammonite-ops_2.13	2.1.2-18-2be8fff		ea6b98d53baa1d39e20c9bc9a715fddf4318af39
com.lihaoyi	ammonite-ops_2.13	2.1.4		e7707616905604a8e5cbe28b767da7a0b9357856
com.lihaoyi	ammonite-ops_2.13	2.1.4-11-307f3d8		57d0f7c44d4ce1691cea89345ddf9abaa5cf0e69
com.lihaoyi	ammonite-ops_2.13	2.1.4-12-f697522		64255db311b1e1fb203fb9ba7948884d1527ff2e
com.lihaoyi	ammonite-ops_2.13	2.1.4-13-fb16e4e		970dccd016ab45b574f4379c31399ff4d3c1f635
com.lihaoyi	ammonite-ops_2.13	2.1.4-2-ef9b0a0		84fa9c65ded2e999be3ddad4a114ac31016dc0b9
com.lihaoyi	ammonite-ops_2.13	2.1.4-3-8bceab5		84aba6650fc9c299a0c88f4cb8c20dc492f6982f
com.lihaoyi	ammonite-ops_2.13	2.1.4-5-e45edfd		5b19d21caaf304a276d692ddab2b19eb0c5f7418
com.lihaoyi	ammonite-ops_2.13	2.1.4-6-2179b35		4ff2313c38a28c3090de3872177353c5733e8c7d
com.lihaoyi	ammonite-ops_2.13	2.1.4-7-d1e71b9		bc556e0d8f489efbfd0d8b74daeba511bf71850d
com.lihaoyi	ammonite-ops_2.13	2.1.4-8-5d0c097		e9e7595cb36c12b6b656e3b162412dd4da2cb2f5
com.lihaoyi	ammonite-ops_2.13	2.2.0		4d147f1ae0749991d927e306c7b1344720d4ef5f
com.lihaoyi	ammonite-ops_2.13	2.2.0-0-fe5ed67		7d3da0c0c02aec9916c3278cdaf6f48dd98b8653
com.lihaoyi	ammonite-ops_2.13	2.2.0-1-56b4d41		a57c9b19eb272f99f795f4bfd1122d9f2fa36044
com.lihaoyi	ammonite-ops_2.13	2.2.0-25-6e75eb47		c791e7dcba69c2865c6645bc62df7fe42950fb5b
com.lihaoyi	ammonite-ops_2.13	2.2.0-26-61ee0965		1db9937bc539685a6cf6ccf64ce55d2b412c6e63
com.lihaoyi	ammonite-ops_2.13	2.2.0-4-4bd225e		e32dd98ec71993fcd27e685c0257666487a8fe64
com.lihaoyi	ammonite-ops_2.13	2.2.0-5-0833981		59abf01f88729f6ffba514cb6488bc5b9e55b7df
com.lihaoyi	ammonite-ops_2.13	2.2.0-6-ed7f361		071637798055062b2c2ac94c5d043bf5c498cf1d
com.lihaoyi	ammonite-ops_2.13	2.3.0-0-4ad95c76		cbb8359ea028f93192ef0784ec651136982713ab
com.lihaoyi	ammonite-ops_2.13	2.3.0-1-cfcb3657		271f2b4c6ed2495be39298fe71dfbf13277c68d1
com.lihaoyi	ammonite-ops_2.13	2.3.0-3-f90c7228		434dc8ae20538d925088014537732fd0921a1aa3
com.lihaoyi	ammonite-ops_2.13	2.3.4-0-16c2d353		e7f43c668f9ff181d1720039fc7a83333170fb02
com.lihaoyi	ammonite-ops_2.13	2.3.5		40661baedc6f047ee15fa7521df547734bcff044
com.lihaoyi	ammonite-ops_2.13	2.3.5-0-8aad3f98		960fd5d47b6b3763efdc5b4347ac7f9947e7ace4
com.lihaoyi	ammonite-ops_2.13	2.3.7		078823856573b624d345ac61c9dfdd44c28e8567
com.lihaoyi	ammonite-ops_2.13	2.3.8		c31709cfc270722705f172e77ee0d1e018805b29
com.lihaoyi	ammonite-ops_2.13	2.3.8-1-d5beecc8		85254fb8ce03b582eb8b412f4c5c2e642eabe3ca
com.lihaoyi	ammonite-ops_2.13	2.3.8-122-9be39deb		4a973138811734775214ea9bf8afac49315d7dcf
com.lihaoyi	ammonite-ops_2.13	2.3.8-123-0b9a8c9b		ef66fd0deba494f69656672c3e98d9325b6fa2ae
com.lihaoyi	ammonite-ops_2.13	2.3.8-124-2da846d2		0bd8c033e5228ccbfda24b1f3cfac6cb0f80c1fc
com.lihaoyi	ammonite-ops_2.13	2.3.8-125-f6bb1cf9		d49c044aaa5d51036c8d014fd442061dd42a3677
com.lihaoyi	ammonite-ops_2.13	2.3.8-2-376ee9d4		21a861fcc3b2729425db635ce979307283aae96d
com.lihaoyi	ammonite-ops_2.13	2.3.8-3-05aed517		683f28b75980b912001e37da8d5a35145d6d7aea
com.lihaoyi	ammonite-ops_2.13	2.3.8-32-64308dc3		e84d2edf5690673ea69e4c2a0dc63f61f7a6a220
com.lihaoyi	ammonite-ops_2.13	2.3.8-36-1cce53f3		095fea39eba730eb471c036f454226f46c6fdfcf
com.lihaoyi	ammonite-ops_2.13	2.3.8-4-88785969		ba7b4286431ca5bfbe85896a6e4083e7cbeb35a0
com.lihaoyi	ammonite-ops_2.13	2.3.8-45-eddbb1d0		3a42dea203cee1c17745ca000be3f86f12f2d29e
com.lihaoyi	ammonite-ops_2.13	2.3.8-46-37b110d0		dc6326c2b6ad6a0e11ceb3b927553a0484b94c0d
com.lihaoyi	ammonite-ops_2.13	2.3.8-47-7e8c5dd3		dcc2b78f317f3771025c4ac776b4c0e26efaa9b0
com.lihaoyi	ammonite-ops_2.13	2.3.8-48-0bbddb00		ec5ecb8757657b3e29603315506fc73f3f83f978
com.lihaoyi	ammonite-ops_2.13	2.3.8-49-e4ea72f0		630400425e3bfa56753166c6487f483f812676ff
com.lihaoyi	ammonite-ops_2.13	2.3.8-50-82ec1c0d		1dcc179df9bbb596d595d824d76010bd2ac231db
com.lihaoyi	ammonite-ops_2.13	2.3.8-51-15226f5b		23b99e0a981757f74704f31e24271768a2f6b948
com.lihaoyi	ammonite-ops_2.13	2.3.8-53-e23fe029		f2c0f51f3d5bc2632865a57f65fd17ec5b1503f8
com.lihaoyi	ammonite-ops_2.13	2.3.8-54-a1dec1cf		cf89d09935def1df270e1fc93454627f0e181e28
com.lihaoyi	ammonite-ops_2.13	2.3.8-55-27ccb6e0		1dbfb92575b7c980b976b0976c3a7d369f1b3e08
com.lihaoyi	ammonite-ops_2.13	2.3.8-56-2be2b739		a3f45dd14f130d908f0c524f600a9595496f55ce
com.lihaoyi	ammonite-ops_2.13	2.3.8-58-aa8b2ab1		3c65f00bc7e08a77e63a78e7e4d9c1183b24d039
com.lihaoyi	ammonite-ops_2.13	2.3.8-60-38e6564b		799516579e167005398bcf226c0531565f6cb668
com.lihaoyi	ammonite-ops_2.13	2.3.8-65-0f0d597f		5873ef07659fda339580287a2a65185d8564af56
com.lihaoyi	ammonite-ops_2.13	2.3.8-66-89f23e7f		6d44baf7a401eb9df5a06170447a56aa3f566c55
com.lihaoyi	ammonite-ops_2.13	2.3.8-67-4b6c67db		2adbebfa1fab0b4cb7060c4339f086be3228ef59
com.lihaoyi	ammonite-ops_2.13	2.4.0		60e65babab451d1fe1efb92a1b4b08d2cf5c0d05
com.lihaoyi	ammonite-ops_2.13	2.4.0-10-40f87721		84d808f44b3d318e1f5a1a606e77a265ab6dca19
com.lihaoyi	ammonite-ops_2.13	2.4.0-11-5b9ff5e7		2333802f28e0eeb0c68be45d24b48dc32de3b6a1
com.lihaoyi	ammonite-ops_2.13	2.4.0-12-69f45b4b		dc0d0b895d1ef9cf54aa55ba26427e28ea7e59f7
com.lihaoyi	ammonite-ops_2.13	2.4.0-13-6ffcb9ff		fd07b212f7836a874c2d9b9b8b54f3a14a442c72
com.lihaoyi	ammonite-ops_2.13	2.4.0-14-4824b429		9b4bb2496576f4fb90cec33e2db488cd2f222338
com.lihaoyi	ammonite-ops_2.13	2.4.0-17-6dbd7856		f583134c3c9d13cf7870d6ecaa329c0f9dbd554d
com.lihaoyi	ammonite-ops_2.13	2.4.0-18-12c9e33e		75dea96648c86601c1fe433913bb83cc16ed6a7c
com.lihaoyi	ammonite-ops_2.13	2.4.0-19-f4790b61		6b6a90f7c3bf009fd50621b556d406b90286f944
com.lihaoyi	ammonite-ops_2.13	2.4.0-20-f3d8171f		fae78544ae1f4a2b9a2f0959582be95061211a93
com.lihaoyi	ammonite-ops_2.13	2.4.0-22-a70409dc		37865d2c9b5899187e60e2aedb35d2b32a6b8933
com.lihaoyi	ammonite-ops_2.13	2.4.0-23-76673f7f		11e74ac2ba1d0d4b6c7f4e3cce143d1c402afad9
com.lihaoyi	ammonite-ops_2.13	2.4.0-24-b4a313e0		d0e75605566ffabe7b5a528700a2ea1b8888c3ef
com.lihaoyi	ammonite-ops_2.13	2.4.0-27-65476446		d3d37ac12fd85bf5dc8b3bfa54fef9c716cdab72
com.lihaoyi	ammonite-ops_2.13	2.4.0-28-60dca3cf		ca38e26d3ba7b9a2412af3e4eb0e6e846b71c2f7
com.lihaoyi	ammonite-ops_2.13	2.4.0-29-d9c16e33		9da89e8706aa10249284e6558ef4cfb09f2fd86b
com.lihaoyi	ammonite-ops_2.13	2.4.0-30-5fe6da56		ffbb4471e4bd8307787b70439a31a6f0eaa294cb
com.lihaoyi	ammonite-ops_2.13	2.4.0-31-ba6214b1		56f3a1991d3d3c60e2494e1c8362b7fe82be7d39
com.lihaoyi	ammonite-ops_2.13	2.4.0-5-534c9436		293c500f928ed5bf98b490162837b0f498a54a54
com.lihaoyi	ammonite-ops_2.13	2.4.0-6-426d8ae5		1736201684895d9f80ab21fda563318d66af29ef
com.lihaoyi	ammonite-ops_2.13	2.4.0-9-0017ff97		4f0bb08a37c6101899b1e0af12cd4645a9837410
com.lihaoyi	ammonite-ops_2.13	2.4.1		ebb9484c04b3b0c629d081d559b0fdd6b8c9d6fa
com.lihaoyi	ammonite-ops_2.13	2.4.1-1-230b38e9		c2eb003c11ce7beb4a6525a87199fb3c92147dc7
com.lihaoyi	ammonite-ops_2.13	2.4.1-2-63e98591		c5a2870d5f56b27174f9f784011f05a1f1f2d20b
com.linkedin.dagli	objectio-tuple	14.0.0-beta1		9285a1f2af0d8b7e37ddd7f120cb3bbdbe795bf8
com.linkedin.dagli	objectio-tuple	14.0.0-beta2		7bb339a375410ad119f0a0fbbaca561f7b92b06a
com.linkedin.dagli	objectio-tuple	15.0.0-beta3		d28129236b731222fec9cf8062f37e2cf08c62af
com.linkedin.dagli	objectio-tuple	15.0.0-beta4		e8ada975bcd23f4c9610cddb24524e7497313b85
com.linkedin.dagli	objectio-tuple	15.0.0-beta5		2b2e8c8de74be698fa7f6d02e4737a0541260517
com.linkedin.dagli	objectio-tuple	15.0.0-beta6		8bcbc556ab04132baf061354aea8c3faf804bba2
com.linkedin.dagli	objectio-tuple	15.0.0-beta7		0c3c2852ab930298066107206a7c1370241350e5
com.linkedin.dagli	objectio-tuple	15.0.0-beta8		3632444c7882e5777d1aa6c5288adb04645f5dd2
com.linkedin.dagli	objectio-tuple	15.0.0-beta9		d0aefd0f30c764fda474becf7be4e9d7a765c0c4
