au.net.causal.shoelaces	shoelaces-apphome-integration-tests-standalone	2.0		N/A
software.amazon.awssdk	apigateway	2.10.30		44b981ae67fc61ea32c15269abf5ef57e29ccc29
software.amazon.awssdk	apigateway	2.10.31		d0854902625dcb2c67308a4d0ccad8dba26114d8
software.amazon.awssdk	apigateway	2.10.32		32627c1a103b5dfacbb3763f88de5986a91c6260
software.amazon.awssdk	apigateway	2.10.33		507a9e9379fc5b1efb1b8fc1218eff431dd1acd1
software.amazon.awssdk	apigateway	2.10.34		db7fbd31b2ab58e7c960be3e92547dfae6b58db6
software.amazon.awssdk	apigateway	2.10.35		bab5e96b0faacdf3e7af7f039436576e2bb493d8
software.amazon.awssdk	apigateway	2.10.36		c0d347a1ca80ac5f2fc6600132a48a8e2b1dde50
software.amazon.awssdk	apigateway	2.10.37		dac2da836cf5883cea6d581bc8515e0696ccac63
software.amazon.awssdk	apigateway	2.10.38		2db204fda546f21a6915895bd52ea644fb38dad5
software.amazon.awssdk	apigateway	2.10.39		357c37f7ea2873757025b8960600e18a2f99b793
software.amazon.awssdk	apigateway	2.10.4		b2b13c3ba1e125bb8f7d7c0b2dc79b97099fba4d
software.amazon.awssdk	apigateway	2.10.40		cf3230922b79bc6c25bd6efcf309ab266f5bb4d6
software.amazon.awssdk	apigateway	2.10.41		46a70bbc5f57580fc04ac17289f0376aaf1fe4f1
software.amazon.awssdk	apigateway	2.10.42		115179362034b64dcba1676874bf0a8ed139dd71
software.amazon.awssdk	apigateway	2.10.43		0f9b408e773c11408875c71bbfe6647339d889b1
software.amazon.awssdk	apigateway	2.10.44		2a62639834576bbab9487e1ae0ceceee434e2078
software.amazon.awssdk	apigateway	2.10.45		093f995d317bad9ed63d1ee0881cd47a14097251
software.amazon.awssdk	apigateway	2.10.46		03bc7ddc29417d6c4802e301414cbc4278d6b9b5
software.amazon.awssdk	apigateway	2.10.47		b131d62b57c349cb21d628ee26e6a1ef5828c60f
software.amazon.awssdk	apigateway	2.10.48		c2fd902b7196b23553516cdac5a2c23a41a30930
software.amazon.awssdk	apigateway	2.10.49		706527bd148262407d9399577770f56c49cea803
software.amazon.awssdk	apigateway	2.10.5		ba39e5fd705017dfb9f592f230bbf13b3b318295
software.amazon.awssdk	apigateway	2.10.50		bb16932d30e8ed6f7636e6491bb2dc6e238bda5a
software.amazon.awssdk	apigateway	2.10.51		f1b2fbc59b4d4c28cfe1330fcfa9fd76c38c4e4d
software.amazon.awssdk	apigateway	2.10.52		6c35ac8b067506b5036a625d7e97e0763bf32407
software.amazon.awssdk	apigateway	2.10.53		5940c386948116fca3d7958c8342bf700b62c9f1
software.amazon.awssdk	apigateway	2.10.54		ccd6625438c898fadddb165dedc2ce60b5ce7c5c
software.amazon.awssdk	apigateway	2.10.55		ffa411b520c4f677afebc5cda55e268e55c814ff
software.amazon.awssdk	apigateway	2.10.56		b8c06a47bd3aaa2a39a7b783f109894b621dd93e
software.amazon.awssdk	apigateway	2.10.57		9530620cd35458dac90c696fabe0ebfa2748379c
software.amazon.awssdk	apigateway	2.10.58		f8c33b436814cf44665a7c5c6af0c7f64a98dd3a
software.amazon.awssdk	apigateway	2.10.59		eedb8f56855159dfc3001d8890117537d22c29fa
software.amazon.awssdk	apigateway	2.10.6		f4dd55bbf90f5c6d92ac48d3b8af6295362362e0
software.amazon.awssdk	apigateway	2.10.60		1dc087f73277703532298da6ca4be0570b4887ea
software.amazon.awssdk	apigateway	2.10.61		3e9f2d757c71007cec41df1f0f2e7734b8baa6b0
software.amazon.awssdk	apigateway	2.10.62		0255231b5acdf6326e73b97ebd2e08d99886f636
software.amazon.awssdk	apigateway	2.10.63		10d41847ef370127e62f95557a97a2481c67fe4e
software.amazon.awssdk	apigateway	2.10.64		c48714d77d5e4069afa0b54e236e67717cc54631
software.amazon.awssdk	apigateway	2.10.65		539e5dfa990e5aeb28e23f363ac2669fd188c45b
software.amazon.awssdk	apigateway	2.10.66		6bf86cfed8a223c71465d9af09a4a675b13ae788
software.amazon.awssdk	apigateway	2.10.67		b09a1db651b8de53d02397613c2226eed78f29e2
software.amazon.awssdk	apigateway	2.10.68		e78447cd43d9fe31364075f1e37fd61cad966adf
software.amazon.awssdk	apigateway	2.10.69		a155a023d1acfd588392bbf278eb9a8a6c5a8e7b
software.amazon.awssdk	apigateway	2.10.7		6a4a95f5e73818db552b3b64ee4fa00c3f435e53
software.amazon.awssdk	apigateway	2.10.70		2b4ed5aadfeb1f2e964c68f45800fec57fa51287
software.amazon.awssdk	apigateway	2.10.71		5fe792ca2a01b2e6ed57f469ec4c0565aeba3fb7
software.amazon.awssdk	apigateway	2.10.72		973ff6c53fa217833d9f36a85419fe241eca1498
software.amazon.awssdk	apigateway	2.10.73		44cd96b7ac9f2718df4942d4fed0f6006003ab2d
software.amazon.awssdk	apigateway	2.10.74		a344562993fff9c157ebfa33ba00a01b27d0fdda
software.amazon.awssdk	apigateway	2.10.75		9b71cfcddc36ed2df9430c8d8b75df983889eb0a
software.amazon.awssdk	apigateway	2.10.76		94a54d16154395fe5b0dc8aeb8f53e62ea054896
software.amazon.awssdk	apigateway	2.10.77		2fd329d133beb82f551d57febf5813911e2d78f0
software.amazon.awssdk	apigateway	2.10.78		924fac8db7ed2ef66b20def506521ae20d324e4c
software.amazon.awssdk	apigateway	2.10.79		409e6c3f66e42d88b356ff71e78538c0064317ef
software.amazon.awssdk	apigateway	2.10.8		501b0eed1016fed6e4716553cd8ecf4395baf246
software.amazon.awssdk	apigateway	2.10.80		ac463f530999bcbbb5eb46c61516b7876727e811
software.amazon.awssdk	apigateway	2.10.81		ab45adfdb514f74aa6e242bd11e265128358e5bf
software.amazon.awssdk	apigateway	2.10.82		8c0177d616d7e887056da22470c4f9a2e63b7a79
software.amazon.awssdk	apigateway	2.10.83		34c66c2d1e03b623f0e0ee49597b1719150823b4
software.amazon.awssdk	apigateway	2.10.84		9f2f935413d1a0df42292908d2954879d0e53c8d
software.amazon.awssdk	apigateway	2.10.85		3a65204a1d05fd095b3da1ad557ffad56cfd04c5
software.amazon.awssdk	apigateway	2.10.86		ef20b57086b2c93f77d43214db25b8c5ce8d9747
software.amazon.awssdk	apigateway	2.10.87		460fe8bc3ccc972121005fb5eeb3983c82aba5a2
software.amazon.awssdk	apigateway	2.10.88		4e745a19355f0221428f302d274121ed1c651293
software.amazon.awssdk	apigateway	2.10.89		268051f56a4fee42650bf161690a2e115513aba9
software.amazon.awssdk	apigateway	2.10.9		c6f4bb84f213d3cf21f29dab1cdd7e512ddf9696
software.amazon.awssdk	apigateway	2.10.90		ead8b4d97c94698ffb77a2cde50189576b2399bf
software.amazon.awssdk	apigateway	2.10.91		b94f66c87cc0da6981e3f3057f0fb16af64be729
software.amazon.awssdk	apigateway	2.11.0		3c5c7424a0de1cfc0490835877a2966215b8c524
software.amazon.awssdk	apigateway	2.11.1		a568ecb3cc81c93a399c6747b30ed5e90201d046
software.amazon.awssdk	apigateway	2.11.10		cde5a21952af385783ba8847f96862c91bd024d2
software.amazon.awssdk	apigateway	2.11.11		14781a23d1445a8e7c43bfa1ee309e7150c92884
software.amazon.awssdk	apigateway	2.11.12		e00dce97f2fb1ea0bf6a2d5390e62648042820ca
software.amazon.awssdk	apigateway	2.11.13		a706d46abcc3b6bfacbdc5584278697a669db4e9
software.amazon.awssdk	apigateway	2.11.14		fdc69b7426e3eb33d957a40cc98b0f5922be07bd
software.amazon.awssdk	apigateway	2.11.2		1dd49520b134012aa3645a51ec8d84b93e72bbf2
software.amazon.awssdk	apigateway	2.11.3		80fe475a71137dea5b3245f051f3e5e967cab863
software.amazon.awssdk	apigateway	2.11.4		87e36456657e0626d96b4d12bbd3905bc3e38ce6
software.amazon.awssdk	apigateway	2.11.5		8f863eb592a9718916562ba12dfc0724bfc7666f
software.amazon.awssdk	apigateway	2.11.6		a2748592c4677fad5c9e29468de6b1ee168a86c3
software.amazon.awssdk	apigateway	2.11.7		fed9289a48e4c6007ce30c5c8686f4fb55cb4a93
software.amazon.awssdk	apigateway	2.11.8		2bfc0c61c1d3ba4760d8d2747ca7e7385d322ffc
software.amazon.awssdk	apigateway	2.11.9		6369d76c27fcc1cecec553f5aa324926b511b154
software.amazon.awssdk	apigateway	2.12.0		d167d98c27dc90f664d5b2dc136ca598d61e261a
software.amazon.awssdk	apigateway	2.13.0		f5800984311e62fad878a310fd8f555eb3d207d7
software.amazon.awssdk	apigateway	2.13.1		09aa1970616e87d825617918fdf59cf865e8e5bf
software.amazon.awssdk	apigateway	2.13.10		f0bfeff0b58ecff869a22fb24c687f505682ff44
software.amazon.awssdk	apigateway	2.13.11		aa40d97595ff7da3b0e7ea41d5ce555c5c84d8ff
software.amazon.awssdk	apigateway	2.13.12		e9c2279653fdbe69c30d0ea3f1d8ef8b1fd89298
software.amazon.awssdk	apigateway	2.13.13		867928e2718e206a434c72072125e9029d675516
software.amazon.awssdk	apigateway	2.13.14		504e02bd17a09563159fe1f582d89b969f57d9de
software.amazon.awssdk	apigateway	2.13.15		8f507553661fef5a53075c6460ba80f3a1754dd4
software.amazon.awssdk	apigateway	2.13.16		7d2a7e977923a303df512f8c5256f990971b8ae0
software.amazon.awssdk	apigateway	2.13.17		5652ecec393656fc11ccfe96e4c316e6dce4f788
software.amazon.awssdk	apigateway	2.13.18		f111a196c558fddaa73ec2d96ae8c6ea84d2119e
software.amazon.awssdk	apigateway	2.13.19		9c51bb8cb323f52c9617b11918c2eb467ae611d4
software.amazon.awssdk	apigateway	2.13.2		10991058652098a7cc8aae4528928894b4d97068
software.amazon.awssdk	apigateway	2.13.20		83da239e3e11a6d10cb0c03259bf4929ad5be6c4
software.amazon.awssdk	apigateway	2.13.21		6905efdaca00ce2588b9261c1880002a5d14555e
software.amazon.awssdk	apigateway	2.13.22		5f27862d395db8359be1be05db16df6240bc0d02
software.amazon.awssdk	apigateway	2.13.23		8ec809de331da7baf74ec24355f2efc7146f6f1f
software.amazon.awssdk	apigateway	2.13.24		01baeba3460a43f4fe4017cd902a4ff7db5594c5
software.amazon.awssdk	apigateway	2.13.25		429ea4f689a81a75a4c4151612a7a2ce390deaa7
software.amazon.awssdk	apigateway	2.13.26		76bf1a08619f104964a0e2d05eae19e266381411
software.amazon.awssdk	apigateway	2.13.27		9ec8688eae5bdfa1bce938b145b2a2ce83cc9cd8
software.amazon.awssdk	apigateway	2.13.28		163073cb64a4a2c48c911a4a0d71eb80cf8f7ddc
software.amazon.awssdk	apigateway	2.13.29		1a7ecb5aa3802929ad80c5d4ef1a6d917ab5db99
software.amazon.awssdk	apigateway	2.13.3		df8968d2529f09bb7654ecda1b29e377ccd8b9ba
software.amazon.awssdk	apigateway	2.13.30		a4f0278f022866cfbd66f8b3064f63574a66f75d
software.amazon.awssdk	apigateway	2.13.31		727a0ead4879368dc4def4a2352a54706dfba0fd
software.amazon.awssdk	apigateway	2.13.32		d966ea1dd427de5a7998c49ad80a09ee2c51b832
software.amazon.awssdk	apigateway	2.13.33		366be29ae0190bf26152aa9b8e29a771a925c082
software.amazon.awssdk	apigateway	2.13.34		b4a6d52df7074a8d9b1df3f51d241105348fc2cc
software.amazon.awssdk	apigateway	2.13.35		9fc02d62efef11e86b6474b86c64ad0e829def04
software.amazon.awssdk	apigateway	2.13.36		240777ac492f08a85b4c44c3645f38dcb5be282f
software.amazon.awssdk	apigateway	2.13.37		1a6749e23586cfa3ee1a384fe47a6c7e9133f8b1
software.amazon.awssdk	apigateway	2.13.38		d0e893c7299ac1cbd269f0ddee4caefee19478ec
software.amazon.awssdk	apigateway	2.13.39		46fc840a4ff7c905e4bfc6c2a9531444e0a54a36
software.amazon.awssdk	apigateway	2.13.4		78e931d16634229532fc87192cde739b9a7fc653
software.amazon.awssdk	apigateway	2.13.40		4f1cb21ac4a8d894bd4cb688daf9c3a04254cc1b
software.amazon.awssdk	apigateway	2.13.41		d4ff1e6e66cd365b495420af6d1ad25df44b672f
software.amazon.awssdk	apigateway	2.13.42		fbc2aca8ed7fdc937694a7fe8faf89496b7e0036
software.amazon.awssdk	apigateway	2.13.43		133f0bb905c94e8d978135af1a0a12d948fadd19
software.amazon.awssdk	apigateway	2.13.44		354f1657c7e6a2fa2217ea6b637e0b8dd854a591
software.amazon.awssdk	apigateway	2.13.45		eab68e103043f05702553a4f93ba336293566344
software.amazon.awssdk	apigateway	2.13.46		a416c3b153e1d05538dd6a6fdf0bc7860d56083f
software.amazon.awssdk	apigateway	2.13.47		968deae1d830e318d6b437e7d73b9e2e319726a7
software.amazon.awssdk	apigateway	2.13.48		a3a380eb906820b3b5b313a261e9993989579e8d
software.amazon.awssdk	apigateway	2.13.49		638829057f7f162b917bada218d87d402788f038
software.amazon.awssdk	apigateway	2.13.5		39a5c8af804d166ba193dda30e73b5f2f64198f9
software.amazon.awssdk	apigateway	2.13.50		87dde7299222da82b2a0f7c6c9115a57a1f8240f
software.amazon.awssdk	apigateway	2.13.51		f0c7416f433d44db5a6417be218d83434ff9fca9
software.amazon.awssdk	apigateway	2.13.52		fd40d62aebd2e2778e05fafcf393653e0152924f
software.amazon.awssdk	apigateway	2.13.53		2f62c0cb6d7ea2b6a264e2f40156fcdd947e2d3f
software.amazon.awssdk	apigateway	2.13.54		7848c9750fb119525e942b9d32d72a9074cc4669
software.amazon.awssdk	apigateway	2.13.55		efa243083c53175612014ed165778513c6f81fa9
software.amazon.awssdk	apigateway	2.13.56		b4a76f2d6af0cc218461ad409e6a93e57668e24b
software.amazon.awssdk	apigateway	2.13.57		77f630c791535133e4888750ce7b2ec115ed6f64
software.amazon.awssdk	apigateway	2.13.58		febddd8b677410a7ae563e9cb8e1a3bddebfde01
software.amazon.awssdk	apigateway	2.13.59		f72d7fe5b111d865d5e6febdeba0ec9b9eeac12d
software.amazon.awssdk	apigateway	2.13.6		7907d909f59583655f865fe16f1392f5a426d512
software.amazon.awssdk	apigateway	2.13.60		a38540a46c0747bef0fabbe04ccfb348f17e394c
software.amazon.awssdk	apigateway	2.13.61		1f5a6fb4cae52fb61953099be7563448a669d8a5
software.amazon.awssdk	apigateway	2.13.62		2f2c4d3783819d55c435156d581861921bad3c25
software.amazon.awssdk	apigateway	2.13.63		cf8a9b3425fb457782e8aa3172c978b7cc352c24
software.amazon.awssdk	apigateway	2.13.64		18528bbc34262d178c81a7a02364b6000599489c
software.amazon.awssdk	apigateway	2.13.65		baaf7560a8a679801aae0b90544cfbf8ffbb389c
software.amazon.awssdk	apigateway	2.13.66		a58588decc575c7609625c7c46556a43faf298cd
software.amazon.awssdk	apigateway	2.13.67		efa632bb00cbb149526e1aef70ba00542be75ec1
software.amazon.awssdk	apigateway	2.13.68		595a63b8d3d43c95671c37d2b2f6af0bee788213
software.amazon.awssdk	apigateway	2.13.69		e9181362ad9634e74096b6fbf585f8af6a4a71ad
software.amazon.awssdk	apigateway	2.13.7		90c1beb9244b1aef5764f99a6a80f63182a8b881
software.amazon.awssdk	apigateway	2.13.70		2c4c10af2283b7f997b76baa01dcff2ae241418e
software.amazon.awssdk	apigateway	2.13.71		4d51fbd7ac8f16481cdcfb3c301f8762d2d63935
software.amazon.awssdk	apigateway	2.13.72		d31cc912c291df4554b54d13bd765994121ef3ae
software.amazon.awssdk	apigateway	2.13.73		7764e7f5ec2d9447de6b9992628e00ac65062307
software.amazon.awssdk	apigateway	2.13.74		23f366bb92d44be82aec0af2f0dc765189cbfb2c
software.amazon.awssdk	apigateway	2.13.75		e307cf75c1093a6232b5c2e954649f14369a82c9
software.amazon.awssdk	apigateway	2.13.76		bce99775ec50fc407f77f5ca4333ee421840b105
software.amazon.awssdk	apigateway	2.13.8		628b19151327377979a6b6a30bdef6652f590a00
software.amazon.awssdk	apigateway	2.13.9		ee3fbe8e7cb0c26d1413fdde5b3a56e2cb0be2d8
software.amazon.awssdk	apigateway	2.14.0		eed50bee567730fc1119d443ec7a1dfe3c9faa5f
software.amazon.awssdk	apigateway	2.14.1		533c7f5734936eed2ffe49efe2a6573e1288b467
software.amazon.awssdk	apigateway	2.14.10		8ec4b391fa9222c4af18cda2dd3dfc38fcc3e6d9
software.amazon.awssdk	apigateway	2.14.11		aa21c18021840d2f5f67bc6413ca42621cb59a5c
software.amazon.awssdk	apigateway	2.14.12		d3630b3134e1f093aa887e802f51140c94a4cc76
software.amazon.awssdk	apigateway	2.14.13		2f13f4e5208f0e4c80cf5fa835b78cdfc4ed5b51
software.amazon.awssdk	apigateway	2.14.14		dcb617714463e624e4f33ff1a2c800a93b488fc0
software.amazon.awssdk	apigateway	2.14.15		daba92590c45df9b0e8d01489228ce6df43b4588
software.amazon.awssdk	apigateway	2.14.16		aae785e4d5a20514738ec910b8ef95a15df592b9
software.amazon.awssdk	apigateway	2.14.17		377124330bdcf2499ae0a9f7588bfb35197c5de6
software.amazon.awssdk	apigateway	2.14.18		8509f1a286f66fe2edf2a8ea8415f9e82bab6cec
software.amazon.awssdk	apigateway	2.14.19		7ec82301ae19e5bd16af394c9f89fd94a866e341
software.amazon.awssdk	apigateway	2.14.2		7a0e96dbe1da352757d5edf04b84297546dc1166
software.amazon.awssdk	apigateway	2.14.20		b5989d303889b501e812974007f7971edf0efdc1
software.amazon.awssdk	apigateway	2.14.21		0765404d02a12ccf673054a0e24b941a542372fe
software.amazon.awssdk	apigateway	2.14.22		b6db1d22e9e8241d96330bccc41fad1fe92f5ab5
software.amazon.awssdk	apigateway	2.14.23		415690a3c4e801f9ac235610f145f587625676db
software.amazon.awssdk	apigateway	2.14.24		e9c3520ee4485d6838b702b9ab9966e3ec151a49
software.amazon.awssdk	apigateway	2.14.25		932b2b015fc70fac8bdd62f4c379d9d72a85e8b8
software.amazon.awssdk	apigateway	2.14.26		080719e6a6a734d1ae28c7e7b8088d06b05ee45e
software.amazon.awssdk	apigateway	2.14.27		9cd9570d97bee11c62bad450f8462211893e15a8
software.amazon.awssdk	apigateway	2.14.28		187d7ef576feb4fdf3e2a5bd2c77a143048c2863
software.amazon.awssdk	apigateway	2.14.3		054312069fa235d4080d2ad61ef93dd700fa8dfc
software.amazon.awssdk	apigateway	2.14.4		aa4527e9f139e0d83cd5bdb86a660be6f8090cfd
software.amazon.awssdk	apigateway	2.14.5		3062c9a1175eeee1d8a1944e615074f59660f523
software.amazon.awssdk	apigateway	2.14.6		39e97dd8378d46aa55cab119d22994ae7e4acdcd
software.amazon.awssdk	apigateway	2.14.7		16a98efd6ed28b4232c0ceef178ea962f62fca16
software.amazon.awssdk	apigateway	2.14.8		7834e8bf3bea74ea8d70f6f2dace478e62c309d4
software.amazon.awssdk	apigateway	2.14.9		c04450641dee5e8a59e8698222d071d31f66fa9b
software.amazon.awssdk	apigateway	2.15.0		fdfdd9a887420874b2207f3d2b829937e51dac4b
software.amazon.awssdk	apigateway	2.15.1		5adc7282728989f37cb22f90d3424a9be63b1232
software.amazon.awssdk	apigateway	2.15.10		2fe32dfb88f145269cbbbaacf666b4a61e3dd628
software.amazon.awssdk	apigateway	2.15.11		cd120bb09a5d8f111251ea2497b4c37409d13bae
software.amazon.awssdk	apigateway	2.15.12		abdd37fa7f564f6dc925e4cc0f9c18416fd34236
software.amazon.awssdk	apigateway	2.15.13		e33a0c9c8e33880cf6da9a41f2e9c4a5b5a5c4bb
software.amazon.awssdk	apigateway	2.15.14		9b00ba2d47ed73002e50b8c4d958ae80d856c93c
software.amazon.awssdk	apigateway	2.15.15		c1ff237084cee07b5daa57aee82d0f43c67cc56c
software.amazon.awssdk	apigateway	2.15.16		be3e162f8dcaa29cb2c6ac47e6a21cdc12110559
software.amazon.awssdk	apigateway	2.15.17		d1149b02eba3fb5af42d19b2fd3dda1e4effa77e
software.amazon.awssdk	apigateway	2.15.18		2db85f9e3ea11db16348b6d2c485ed05143eca23
software.amazon.awssdk	apigateway	2.15.19		adfde9d8a47432de7db01bc14216e895c1e40d99
software.amazon.awssdk	apigateway	2.15.2		405dd1b050caa21922906e33311a0280a8c45050
software.amazon.awssdk	apigateway	2.15.20		426a29fcfc3a30fa2b005ef90ad9d1663727d846
software.amazon.awssdk	apigateway	2.15.21		b8c816b747a8914439d662cc02ab86aa2afb68bb
software.amazon.awssdk	apigateway	2.15.22		cf991135cb7afbfc658dfbfbf055767b7ec8be7d
software.amazon.awssdk	apigateway	2.15.23		4a89d3100d4f3833ac46d95d76632fbdc08ad67b
software.amazon.awssdk	apigateway	2.15.24		09b97aad028585e4936b8572b3aed59334ac393f
software.amazon.awssdk	apigateway	2.15.25		68c2b93a62adb74092339732030ecb055f743c07
software.amazon.awssdk	apigateway	2.15.26		cec163e64a287c06dd76d9ad56c4a3c7e5dc108d
software.amazon.awssdk	apigateway	2.15.27		936b7aba2f1e02a85b77fba709162aa3f0462b52
software.amazon.awssdk	apigateway	2.15.28		94a5875557e530add838c47c42a8d77f8d4051cc
software.amazon.awssdk	apigateway	2.15.29		7d75d7771345c2a9c3b9c2ba25d1f3ea0cf475c5
software.amazon.awssdk	apigateway	2.15.3		e767acbce571f62711f6b00c91af608160680418
software.amazon.awssdk	apigateway	2.15.30		01622b89e23c9c50b9356846a9fb7a0732087ca9
software.amazon.awssdk	apigateway	2.15.31		567cb910e7196165c84766540d4ab1f47df8f0c5
software.amazon.awssdk	apigateway	2.15.32		f57a5f05520afec36b62ec120c8a2356b6e537bc
software.amazon.awssdk	apigateway	2.15.33		2ef3ac1637032c86923ae24ff2db54d5330f6e7c
software.amazon.awssdk	apigateway	2.15.34		4830ae91b594e336be6ce7609bffe500dd435560
software.amazon.awssdk	apigateway	2.15.35		e81a74c1386eaa3e0b0317681c45f35b411335cc
software.amazon.awssdk	apigateway	2.15.36		2df66d6f99ac3bb8089c7eab27a2f0546330c023
software.amazon.awssdk	apigateway	2.15.37		07ace7d906036bf9ec76630f45feaf027067e3ab
software.amazon.awssdk	apigateway	2.15.38		50fc2a0a22933332bda0abf0d53c76208ffc21ed
software.amazon.awssdk	apigateway	2.15.39		6ed51dea168ee9eb720df4e4244f12edc9829af3
software.amazon.awssdk	apigateway	2.15.4		a592f90ca0da54bebb12e4c78912cdfdbc46071b
software.amazon.awssdk	apigateway	2.15.40		c30c5a96e24b23fb703b4e934552f52b12d67a99
software.amazon.awssdk	apigateway	2.15.41		96f1b31740d58b926a72aa50b9bda592d8ae65d6
software.amazon.awssdk	apigateway	2.15.42		a3610bd56a2bc855b28ff70237a3569b00189401
software.amazon.awssdk	apigateway	2.15.43		a599272f8ac0b031b83ea9a726df543356e33008
software.amazon.awssdk	apigateway	2.15.44		6919caa4984ee192ec311d9c1039773df7877fca
software.amazon.awssdk	apigateway	2.15.45		fd19da960f429d08d5a3eb2b39b92913569e4fb5
software.amazon.awssdk	apigateway	2.15.46		4bb95e5e91f969d57a15adad2b23187ed6385968
software.amazon.awssdk	apigateway	2.15.47		d96bad91fba1294307b183aac507cc9e09142a16
software.amazon.awssdk	apigateway	2.15.48		739a02189b67ae8c301a4e4085626b128c7292dd
software.amazon.awssdk	apigateway	2.15.49		bb8ca868dd263e80ed02cd64b4bcf17f24579827
software.amazon.awssdk	apigateway	2.15.5		ff9540d09e4dbf4cae5d119a655658cfe18bf3f7
software.amazon.awssdk	apigateway	2.15.50		263e71f4d82d30003302578fde498f488acc603c
software.amazon.awssdk	apigateway	2.15.51		8ac457e388dcee9e63a680ea8b42db9af300afa4
software.amazon.awssdk	apigateway	2.15.52		716d7f8c268c98be04558debf49525fddb7700bf
software.amazon.awssdk	apigateway	2.15.53		b0e72790a50eed79314ac0a5516c17c3e4f68612
software.amazon.awssdk	apigateway	2.15.54		7629529e05a8895772042c02c1a63e145b763a7a
software.amazon.awssdk	apigateway	2.15.55		ca14a92544c04abe1c75aa3c20fde3b36a912398
software.amazon.awssdk	apigateway	2.15.56		7069c2408761194521d7517d3aeeb185e90ce117
software.amazon.awssdk	apigateway	2.15.57		f6f43d4a9dbd439138b4ef81013686f2c9748934
software.amazon.awssdk	apigateway	2.15.58		d702bd23b92be3d66b9f91bfa7cc1cd594a13271
software.amazon.awssdk	apigateway	2.15.59		1ec897daf0cdd167defe849362837f46b72cdbfb
software.amazon.awssdk	apigateway	2.15.6		66c9fb9fcd65559f17b4a6af21cca8251f6e7715
software.amazon.awssdk	apigateway	2.15.60		4c439a7657eaf203d375f1b23bb3b97446c3c4c5
software.amazon.awssdk	apigateway	2.15.61		b212d2b71a73a4e485a00b1253656486db6c3c27
software.amazon.awssdk	apigateway	2.15.62		93ed12b1f8425571c6f06d09192acd28a579fd79
software.amazon.awssdk	apigateway	2.15.63		33b3cae301c55f267e8c95f42f821c01abb55570
software.amazon.awssdk	apigateway	2.15.64		1be46a0f1f954633151ec60a6e36979d8d953b4e
software.amazon.awssdk	apigateway	2.15.65		4a6741b3b37be9b2eb8ca88786fc5ee8c5e9b560
software.amazon.awssdk	apigateway	2.15.66		0d8fd6339324e7b2655a8afba2882b0f965a2255
software.amazon.awssdk	apigateway	2.15.67		de1f8c0f28e232f03cb19b8a3fd12382ec70c51b
software.amazon.awssdk	apigateway	2.15.68		0d09f753a52d47279274610478f975cb54bcf5c6
software.amazon.awssdk	apigateway	2.15.69		c674d8712f82473be0505d20b06564401b7e7fa7
software.amazon.awssdk	apigateway	2.15.7		f4ba554299963a93b01047a828fb27f1e330122b
software.amazon.awssdk	apigateway	2.15.70		daa2798d3ba604d28b9186fe6306376a94a8cf71
software.amazon.awssdk	apigateway	2.15.71		21639e779ee7c2b972a03f361ac7b06b36d8feff
software.amazon.awssdk	apigateway	2.15.72		c9c0c395020d64e47fa2a479e7630b2fbab675b1
software.amazon.awssdk	apigateway	2.15.73		70e4f0dafe1c8d0258fcc80bc0ecf51c8046bb43
software.amazon.awssdk	apigateway	2.15.74		cee21d9917aa3e6291c96b8971bc0927722e3803
software.amazon.awssdk	apigateway	2.15.75		f14b65187e3c3ea2f261daedff0d20c65658d081
software.amazon.awssdk	apigateway	2.15.76		96e921acb63fcd1b8d982bb4ece4ae8b0883cf17
software.amazon.awssdk	apigateway	2.15.77		e19f0008156da96ed71d038c81c515b53726bd24
software.amazon.awssdk	apigateway	2.15.78		272b17480c7ac62626b90cb35bfaa77cd225211f
software.amazon.awssdk	apigateway	2.15.79		aaa5f145c618929aa0a2a29c8740e085a550d329
software.amazon.awssdk	apigateway	2.15.8		4500c0ac3ac7d1a1d2720cd63ad3e19ca489a2fc
software.amazon.awssdk	apigateway	2.15.80		b02b7f75fccd6f812591b15c0b946a8edacb53b9
software.amazon.awssdk	apigateway	2.15.81		9b84ab668b87a9fb61cf31e8c83b1889d5d5bec7
software.amazon.awssdk	apigateway	2.15.82		96b84d56375ab0dc976da95f64077ba57a1e9c9d
software.amazon.awssdk	apigateway	2.15.9		5a7daa545d9e6d1b2477f42042f1f21b4f197574
software.amazon.awssdk	apigateway	2.16.0		769b8956e0e18ce5e021c0645a8e6f46ea70f65c
software.amazon.awssdk	apigateway	2.16.1		b9b57691503a7726db52bd739ea2e044020effa7
software.amazon.awssdk	apigateway	2.16.10		e469372a2e84238b40b4d44c8e92434188accc59
software.amazon.awssdk	apigateway	2.16.100		0097464076580b2e62ea68b48ba0a2cefbb2e30b
software.amazon.awssdk	apigateway	2.16.101		25203ffb9a765725f76f7e65b60839ecd25c40e2
software.amazon.awssdk	apigateway	2.16.102		cffee586eb0f0762fcd9b6e89908263f7d8ea30b
software.amazon.awssdk	apigateway	2.16.103		8eb62aa57045a64c57bf667207a4746577db334e
software.amazon.awssdk	apigateway	2.16.104		8c05ef7b4d839f546bed5fc07d43c4ad1d82db37
software.amazon.awssdk	apigateway	2.16.11		12884d8d3b532288745b9cd04a3b27a728d3e7c1
software.amazon.awssdk	apigateway	2.16.12		fbf82a4eadec35c1c5188bf3f5b5b641876e6933
software.amazon.awssdk	apigateway	2.16.13		31c77c5f0163b99d18bc2e90fa72c88612722a8e
