ai.whylabs	whylogs-java-spark_2.11	0.1.1		a5cfca2b31bcb49c2e033c6666a81d6d535a014b
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.0		1ae9616f24cc84438d3210cb965a0d7c1b0fffdd
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.0-M1		593f2f4ea041544e912fc84f287012d78b9a5223
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.0-M10		5dbdcb615ee5c5f110d1d902058375bbc85d5dd0
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.0-M11		3f21dfb5eb8cd42042908eb0a707737ad0931d1b
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.0-M12		a58e6502b6b0646436dddc167d43bdb3c7cb4a05
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.0-M13		79558e3547acd84d0436fc3e7f73056a497a48bc
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.0-M14		037939aa7f288d86a8949b34a90e0aa78c1d597c
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.0-M15		ac8ed6461b9cd7b77bacabe210d1bd9c0e01846f
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.0-M16		92d1496f904dc7146eb36907b9a46ed96dc6f9ba
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.0-M2		ac72a9873b0c76848c3044e0f30fc41cea62c0ad
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.0-M3		46c206cda09a4e17dc23517060be98a6652f64fa
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.0-M4		b8c14e2999e661537dfd33e64e6408a846f10376
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.0-M5		84c37e0adeb2544bf6709c0ac9865976fa410469
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.0-M7		f40e068f6604db2169f08cda5271a06f70433722
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.0-M8		f27c617f20505f759c397c4c03d57b6e6300f18f
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.0-M9		bb8939736db971bced0c6fc4c7e8206416273c4c
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.1		2be2489320e6a2b5a607976c3c2cd0d3f6b55925
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.3		409cad52d418fcc54d1d40de30d4922e9d13c9e5
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.19.4		ecd73e94624c4ef33daeffe241be8377ae2ef2d3
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.20.0		a4f5977fe3c784066cea6203887d2c23d028e6f7
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.20.0-M10		c861378ed09c4c630e510a6911a3122297826655
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.20.0-M2		31635efe73c0c62c038ec066e407bfc7c04d36b5
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.20.0-M3		99c3af616a467b3d5a02dc0f5416076c42ae6f7b
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.20.0-M4		e35fbc1c230a788df62a0115380f292fa9ef058c
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.20.0-M5		74d07e554189ac10a8847c294c7b416838ee6ea3
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.20.0-M6		96287a7fc6601a8591c7e53dddb1c6d9c95f8cef
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.20.0-M7		b90a4f960259e39c6fd08b6aa8982bf432816607
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.20.0-M8		dee27bfa3cc46d631bf1817eeafab414a2a5f16e
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.20.0-M9		5fda5658af23822b89d54a97d0672ad237ad6ac3
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.20.1		5810b8e78779b109de0699be9f828b97d1380691
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	0.20.2		b0a844c69bdfd783d1e39d219b31663b5f75245e
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.0		63feeccb31a86f42d5743c7d8615b6074c9c62ad
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.0-M1		2eaf2da89b4058b6e4485587a303b2f13291da3e
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.0-M2		4476a2e6461367ebcf9142eddb21967c242b9cc0
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.0-M3		3bdda5ac5b89d39851cc9017a8a95388cbee1e23
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.0-M4		7962c647f58c9c1cca74699ab16430adb179a0de
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.0-M5		a8acb172e990f5c9ddda4a600b501f10cb83ef95
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.0-M6		489cd0cb751fae403844dbd528a0d78d51b7451f
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.0-M7		cf3eb4a64c05b02fd31cbd9ea968b0290168c685
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.0-M8		ef8b8895702751d6403749e425abdf8f56b5d5c0
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.0-M9		aa58a7bcaae8485a4a483633711c1f15ba44fb63
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.0-RC1		da2d897ad3a655274f63d4aea49e9193b1963123
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.0-RC2		56cce2316b6abc0733067cac4d82f4bb369e4459
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.0-RC3		1289e561f0409602a740491b760a57e6178b6c73
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.1		31cad9378a30c49835023f8ab4cd948085ff2daa
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.2		2f991fbcf689400adf33a23325c1d1dabaf19f31
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.3		4ec77977f329b86397aa8d24adad46ae887838f2
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.4		b9c855d276e8001863f7da79a06dcd9ab2b27a77
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.5		787859ac2ec49f54823a5a20fffad2fce712ce62
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.0.6		a85e5e36cf961bbad0b63b22371891885f873b24
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.1.0		a3b79dd0a58499000e95a0ac7511119a6a3f1441
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.1.1		58034ac58085cb024785ddd05631290b8d8ae9da
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.1.2		ddaf5c0411f2e64f2e0e33ace23c120055ed89e8
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.1.3		b23caaa493249b25603edcda3a62cbfb7d697d2e
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.1.4		b24779aa8a59ec589daf20e820eaa2e5c5fd5e3e
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.10.0		7737b50cb98dbc1994c450387952e8ca14d40f65
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.10.10		f6c9932f8e891b2a7c3b65effb7a76dc761dc140
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.10.11		80af766a3bb2b5eeff2b13adbaa02105d91b5f34
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.10.12		ea1aeff30dc87e79a3b68bca5de7451c2ffded39
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.10.13		7df2db90e5e3ec80afa6eac5f9ae6f161fbd1a54
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.10.14		d57f38038ac418038cc6909e4d833dc8df857a92
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.10.15		11d61c85865d40b00f9b9bd63bb38cd9e84d69b4
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.10.3		dd1dd664aa2a89965743ff9f2a54132057d3f21b
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.10.4		1032242ccfa0a958b9cc9aabb35cde0f1f842138
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.10.5		26bfe49e1fe84596bfa99b72d5c336b1afa78f10
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.10.6		4a3a28a8b688264ad6b921d7f5016ccb3ba095d4
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.10.7		03a821e4193e7314a306086357f475e38c28638d
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.10.8		92052be11def3ebef8e74811a8c3bfc0e407c8d0
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.10.9		8d6e9d341355b2071343924109b9943106aadfb7
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.0		f621cfe4c9763f0185bf3f7de0b13a536aab14b1
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.1		58d2bc5bcc4e468b31da033b2b3fc18de94a47fa
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.10		9ee61290e4b7a5d46490f6c29d443543674f68f2
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.11		4ecaab028dc9f723da2fb9f2c36e6a6a00f1afde
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.12		695282ebe2cd1eb7ff815c78668cad9c5c08a502
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.13		6443fa90ff2dd709f934775b9e7943eff8e5fd00
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.14		bf7158645f10e495d9568d199e94b89347027203
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.15		7f3dce4315a568fc9c543431fbb2a8434d46f84e
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.16		d53f15efca88f6eda122ee3092dedfb231ab20d7
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.17		ae0fa1543e46f78fde5049c84158f1a8fe0d2ce5
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.18		ce2b160e3a4288654fb19166cc357d0ad7e3384d
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.19		251e5e44723daff7e42f9e6f9e38e48cb4894920
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.2		4e54ba7ef6d26e28978cf63e419defa7ce456002
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.20		dcd5f6c5ed68dbaf2f95e08ae05adc9e93686b4f
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.21		c48ec8195b40ee114f9195bd05dde7a5a9adc2a5
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.22		8d5cf1b5af54cc576d8cd9c42b7489041c1f73ce
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.23		7af27765e24f2c11d674ac752fba8676aa229f62
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.24		fee0e1e94bfe507610662f6d5e00b234526201e1
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.25		b707e4ae29728e9026759af9aa9773669c59aa00
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.3		b87a70c99df2f4a26b57d4e4814d365d66a4a39c
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.4		4903191d355be14cb454a8bd381c1c44c192fe6c
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.5		b7a4425a5da54b3b78ad34158f4f8560a4f162ff
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.6		e7a23009d6628232a7cfbba19a67e98efba26070
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.7		3d3f91c933536f5a073bfa73cce880403b2da6e3
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.8		8995c9e0d3df8426a10c557c6ac2fd936f824d70
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.11.9		f983e26308c55f045f5c6120a29147bb274b9500
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.2.0		c915c2cff9a0221f5e1b8f8df5ca5a38b76d7d07
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.2.1		2db485f69b9791d76782bd41d4fb43c3d6d0fd03
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.2.10		c7d15d4d48177146a99aeb9007fe24064c63127d
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.2.11		f556c061826a6901a0969a41b2686e19c80dcbc0
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.2.12		6b1dfb7b820c51a048cca19a9c41976195266998
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.2.13		00900bd6e8c64df35d779a06f038174df3fd913e
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.2.2		c11c2de7cf6641d5b2383735a564d61493d3acbd
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.2.3		bc8e996a586153cca81c84caaed713e6d56d1462
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.2.4		813a48a1f17ac8befa4748aeeb70f92108fbec36
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.2.5		0a6ef006a78ee4f301ebcb52a6b4655445b57645
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.2.6		913e6c52332e1cdeeb728a0ebd807634ad493346
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.2.7		30dbc33b38582690b602be912b41e45d3ab7dcd9
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.2.8		d4048e146c0ff6cb965f9f373e9d3b4a75392f0a
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.2.9		2cd1c4fe96981106bda4f6d7b1654edad6420cf4
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.3.0		67e3880e277866170a3ad1c4e3ec30adc465cc5c
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.4.0		570fa2a1aa4d550f0fcab62b500a71f93c3254a9
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.5.0		a910d0ec160efbf33285eab5ca7a3d44a3e64fb2
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.5.1		08594c3d139aa97f7e4dd28c18f622c0a0b1655e
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.5.4		3046c1d523fad56215fb197345e300f83519277c
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.5.5		4ee0a4aa9ae677ee6269169dee1d4c2553d70b44
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.6.0		5c6ce6f9f33f114d6be118d6df01b118bf1dbc35
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.6.1		028255e546acdfe9733c45d426a3163647fc5b4a
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.6.2		7ddd7bc0c3666e99b3c96f90511b86fa2c18e221
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.6.3		1a1a2263de8635a140da45f32aeb0782abc4f1c2
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.6.4		d385401b167fc808e43215cf01674165095a99da
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.7.0		e66d7bf54d4aeccfeddd5e125dc1b052fbfcbc76
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.7.1		4299906d906439924f8402860ba41b820acca053
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.7.2		dd6e99479f9d19e4f4caa384e1dcd1cbda8db0eb
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.7.3		ed55699da2e8c05cd7da1484de91716c9bea4591
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.7.4		bbe26cf4226302abbf553871f543fccf391fd513
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.7.5		eb43073cff0f8b8393f78f518e815a2aa011655f
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.7.6		bcfc100592586dcee0829f7b91202a1583080e91
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.8.0		e529d0dbe2bd4501bd83868e8c5fd0e6cc75acbd
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.8.1		89bf966241f1292965b41b866fcefc4290c97e2f
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.8.2		71b2f9df6bee41de0525777be9c92da40658de2f
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.8.3		6319c2b41bfa78540aaf7563ffc85f9e68800230
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.8.4		cd4e598ab1539e2dd6ea29d19ba24879f9a707c3
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.8.5		07e8fd14029cc4b7eaff2c1d3a79a81397aef993
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.9.0		395926a98e12e583e3a6ee0999a363479e877726
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.9.1		6c67e239b48ecf52e4bff400b9191c1a24744b4b
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.9.10		e59973c2569723e56e2240ed8b3692642c23d460
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.9.11		d0f8cb1e241f5f30dd99d4f1c97428e51cbcc32f
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.9.2		4a4d7ba77d99453f7dd11c0135d40e5ca34cf804
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.9.3		6929fcb8b7ab08bc09d87eebf987ba388cfdfd1d
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.9.4		7d82f71cf82b8b041058b8be80e7ec8e9a675abf
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.9.5		42a85dfebb03ccc7e04afbc4ef62e80bf4242e71
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.9.6		641bd6fc4f3cd6f580ac30ba1a1fe211c3d4cf74
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.9.7		04308e2907a300493cd553df489660195ae8cd77
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.9.8		cb9080e8ed357f0291f177bb3c913348fbbab45f
com.softwaremill.sttp.tapir	tapir-aws-terraform_2.13	1.9.9		f630edfba3a3c002d3f49e627487ceb5fb9c956a
com.sparkutils	kogito-4-spark_14.3.dbr_3.5_2.12	0.0.1-RC1		0c0f26e5d44c68cffac2dbf5d24e8aa7d2bfe7ca
com.sparkutils	kogito-4-spark_14.3.dbr_3.5_2.12	0.0.1-RC2		d50bb998c35d57de9c9a94cbf139bb229aee285d
com.sparkutils	kogito-4-spark_14.3.dbr_3.5_2.12	0.0.1-RC3		3511cc0d3f739ca625372aa47e7a7f11bc9f601a
com.sparkutils	kogito-4-spark_14.3.dbr_3.5_2.12	0.0.1-RC3.1		ec5f9a45957a0b69095c90e4aa44f6c33e5b5b46
com.sparkutils	kogito-4-spark_14.3.dbr_3.5_2.12	0.0.1-RC4		43884ec33fc918091d45b6e1cf71f68621eff0e8
com.sparkutils	kogito-4-spark_14.3.dbr_3.5_2.12	0.0.1-RC5		db642408a39cc390d758f9789d0d747375a6d3c6
com.sparkutils	kogito-4-spark_14.3.dbr_3.5_2.12	0.0.1-RC6		f00a382b6d1e935fcfe6116d48ee72c4316a7e62
com.sparkutils	kogito-4-spark_14.3.dbr_3.5_2.12	0.0.1-RC7		3c374910f403f2f1a8ab90e5053116405f17757d
com.sun.portal.portletcontainer	portletwarupdater	2.0-m2		0f6c4fa94557c8c4b94e3bff317b398c9793b579
com.sun.portal.portletcontainer	portletwarupdater	2.0-m3		7462337e7ec254bd71e70a182bbf7a178cbfc86e
com.sun.portal.portletcontainer	portletwarupdater	2.0-m4		cc4f90a4dea77594b6fa1afa441ef71254d6b55b
com.talenteca	olon-json_3	6.0.0-RC1		7f563350df0db1a65aa255d90b46d51462237c3e
com.thesamet.scalapb	scalapb-validate-codegen_3	0.3.2		dfb3b070a791e23c3da8d3782dddb6e4e7f7bb37
com.thesamet.scalapb	scalapb-validate-codegen_3	0.3.3		7fea7cd6902b93ea36efd2d07238d532976da62e
com.thesamet.scalapb	scalapb-validate-codegen_3	0.3.4		b58a63c851d496c46170f78331f61bbab44084fe
com.thesamet.scalapb	scalapb-validate-codegen_3	0.3.5		e039ab05a572716a39cb11f68f4ab4fa7a0365b0
com.thesamet.scalapb	scalapb-validate-codegen_3	0.3.6		a1ad398b6e4c24b9c948b881bbbe4e9b7d025cb2
com.yazantarifi	websockets-iosarm64	0.0-alpha		N/A
com.yazantarifi	websockets-iosarm64	0.0-alpha	metadata	ba3419316807277d42aadcaf7b592c8872e0a1cb
com.yazantarifi	websockets-iosarm64	0.1-alpha		N/A
com.yazantarifi	websockets-iosarm64	0.1-alpha	metadata	53a22ce58215962d3f30c0650b08c2434218cd17
com.yazantarifi	websockets-iosarm64	0.10-alpha		N/A
com.yazantarifi	websockets-iosarm64	0.10-alpha	metadata	c18b71e36aa3948e7af6675d82ee953c265f636f
com.yazantarifi	websockets-iosarm64	0.11-alpha		N/A
com.yazantarifi	websockets-iosarm64	0.11-alpha	metadata	819dc7cebe268c7a4abd626b264e3107b0951040
com.yazantarifi	websockets-iosarm64	0.12-alpha		N/A
com.yazantarifi	websockets-iosarm64	0.12-alpha	metadata	c25c5fb971a7af1a29d1001a6c80cdecdcddd94b
com.yazantarifi	websockets-iosarm64	0.13-alpha		N/A
com.yazantarifi	websockets-iosarm64	0.13-alpha	metadata	8c65189cce5cfe88b70408ab14834dbc85acc7c5
com.yazantarifi	websockets-iosarm64	0.2-alpha		N/A
com.yazantarifi	websockets-iosarm64	0.2-alpha	metadata	2f17db4c88ba5f62919a350f9abc58a20a564081
com.yazantarifi	websockets-iosarm64	0.3-alpha		N/A
com.yazantarifi	websockets-iosarm64	0.3-alpha	metadata	73b33e6e12aa6397da4b644073a554ff254f6b91
com.yazantarifi	websockets-iosarm64	0.4-alpha		N/A
com.yazantarifi	websockets-iosarm64	0.4-alpha	metadata	6f92829ca96a0de1f0c3b86425950eb309bb75a6
com.yazantarifi	websockets-iosarm64	0.5-alpha		N/A
com.yazantarifi	websockets-iosarm64	0.5-alpha	metadata	cc2044503e68ffb41721293f3b1c2ac7704516e0
com.yazantarifi	websockets-iosarm64	0.6-alpha		N/A
com.yazantarifi	websockets-iosarm64	0.6-alpha	metadata	8a111a6bfec0d23d67ec56a18b171d3afefd8c4f
com.yazantarifi	websockets-iosarm64	0.7-alpha		N/A
com.yazantarifi	websockets-iosarm64	0.7-alpha	metadata	3b6350b82424b862bb1d220bbeecbfc88fa88b5f
com.yazantarifi	websockets-iosarm64	0.8-alpha		N/A
com.yazantarifi	websockets-iosarm64	0.8-alpha	metadata	1ab48e2488d8cb1c197a5fa7ab344ef9b2635bf3
com.yazantarifi	websockets-iosarm64	0.9-alpha		N/A
com.yazantarifi	websockets-iosarm64	0.9-alpha	metadata	96fd1ebc5cfba1aec58c1fce0fc0fd64bc4b255f
com.yodo1.plugin.4399mob	4399mob-csj-ad	5.7.0.5		N/A
de.halfbit	csv-native	0.2		N/A
de.halfbit	csv-native	0.2	metadata	f3d7e1c62099cf2353bcf15482948a2a3444584e
de.halfbit	csv-native	0.3		N/A
de.halfbit	csv-native	0.3	metadata	962a3dac20f31353fa78ae04d4b3ad62c16447e8
de.halfbit	csv-native	0.4		N/A
de.halfbit	csv-native	0.4	metadata	86ac814a81f510f1fefc6ebb2d41a0314399b771
de.inoxio	spring-cloudwatch-metrics	0.1.0		79ae081c7e37aaea4178ef34a4c0704b3f4ccb05
de.inoxio	spring-cloudwatch-metrics	1.0.0		bc76f06f03850522b490e8620115722bb633d4c8
de.inoxio	spring-cloudwatch-metrics	1.0.1		49618357361d19c36a0cbdd8fc4adecb9fe75e2e
de.inoxio	spring-cloudwatch-metrics	1.0.2		0adc0da5d08bd888f6e5b4d5e58874ccd9a7ce2a
de.inoxio	spring-cloudwatch-metrics	1.0.3		9474d3c663b0c022b9a7090d48edbbc9023b2937
de.inoxio	spring-cloudwatch-metrics	1.0.4		5265d768dd2796f8cc0b186437a6c8596eb5ff19
de.inoxio	spring-cloudwatch-metrics	1.0.5		58bdad41675408a57afbf7ce16f014b745e39727
de.inoxio	spring-cloudwatch-metrics	1.1.0		9609c55e6111833315a6535d0b8fd051a27b6804
de.inoxio	spring-cloudwatch-metrics	1.2.0		f3ef28d078f97ca87100bc694bb7ea09b68d5af3
de.inoxio	spring-cloudwatch-metrics	2.0.0		N/A
de.inoxio	spring-cloudwatch-metrics	2.0.0	plain	14f85671b2ad6f2177f70954f3e2230f0d413b4d
de.inoxio	spring-cloudwatch-metrics	2.0.1		N/A
de.inoxio	spring-cloudwatch-metrics	2.0.1	plain	2c832328ae40bca95698c36f04d270163d5819b1
de.mhus.lib	lib-annotations	7.0.0		420f00887edbfa39589ee33fc4b1adab5650519c
de.mhus.lib	lib-annotations	7.1.0		c8935b20c5e0dfa36ce13c16bded369fa2502fd6
de.mhus.lib	lib-annotations	7.2.0		ccb296cd76af5e4b23fcc9a80515c324e5262776
de.mhus.lib	lib-annotations	7.3.0		1dac97ffec2fec02e27acded48d9e6273c95d033
de.mhus.lib	lib-annotations	7.7.0		d1ae9c7fc036c689c726993eca4dfe5f6cc41399
de.mhus.lib	lib-annotations	7.8.0		7519e16d9005899abb37a3a5bdf5e80688378f31
de.mhus.lib	lib-annotations	7.9.0		60e05b737aeddeccc94a2bb6459293fee4b8a074
de.monticore	monticore-grammar	4.5.3		a2cb24931e4a9f13513e6c2cbdd0f9f2ec966506
de.monticore	monticore-grammar	4.5.3	grammars	74d40a948c8c034b2db1da8d6608ba9fefe1a8c5
de.teragam	jfxshader	1.3.0		8d4c6440baf47459c984eb39a68bc6feb4d4535d
de.teragam	jfxshader	1.3.1		94dcf0b613238dbece29f20ac3e5e219f472fa11
dev.zio	zio-aws-qconnect_2.12	7.28.24.2		a6075ac5cff6d7fb84721a110fb6ed44d2b96125
dev.zio	zio-aws-qconnect_2.12	7.28.26.1		72c75fe2fb2082548f40427ba740757c3f0194a0
dev.zio	zio-aws-qconnect_2.12	7.28.29.1		dd72de99e9ff905cc38f871cfc17738dfc7abeb8
dev.zio	zio-aws-qconnect_2.12	7.28.29.10		11683f9d92c29f36e89db450cd64d40c8ad8e67f
dev.zio	zio-aws-qconnect_2.12	7.28.29.11		bc0ebd86dd54289b8c2fe7dc9573e6907df35a32
dev.zio	zio-aws-qconnect_2.12	7.28.29.12		400e3c7bbf2f489cf7a9fd494e219a1912a05358
dev.zio	zio-aws-qconnect_2.12	7.28.29.13		5793bfdc833095a846a4370b7592e707a3d32ae4
dev.zio	zio-aws-qconnect_2.12	7.28.29.14		d696ad0cf0b6c781ecbbb4df6301ed188e0eab41
dev.zio	zio-aws-qconnect_2.12	7.28.29.15		fb9b55910c46ea3dcf0a82844c24ef14207ba62b
dev.zio	zio-aws-qconnect_2.12	7.28.29.16		18308c9d95cb8a5c51f0175cceeb4d076c5e16d0
dev.zio	zio-aws-qconnect_2.12	7.28.29.17		5029d0c785ee5d3ba6916b0c7cf3b53bb68e716e
dev.zio	zio-aws-qconnect_2.12	7.28.29.18		f30b770bb20c241bc0fcd144a094813aafa6b699
