be.yildiz-games	module-compression	1.0.0		86121283bbf7d7b708b1b27e4dbac8df18b42398
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.26.2		51911d15cbe24f1c1c2fa8e4fdce56de33293440
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.27.1		955fc9fa48990b67f18a34c2df15225a1b0fe295
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.27.2		6cd52b0dc25b87723e25e702fd37b0eea1f72acd
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.29.1		f8eb984a839e12b5eaf0e396dc8057814508f3c0
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.30.1		b811d949f1d2dcc6e687e5570edf040379d17267
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.31.1		ba5a4dfe8be6dcdccf78a0c71609d78a2b89c3a5
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.31.2		5c91a8a6c0b20bf7b7449de4b14817fb489575ed
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.33.1		511ba62269851234821fe76ad84aca084282d9b5
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.34.1		257d1cf4565d28a8b13129e718be60819237f924
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.35.1		d2f62317642ccbdd497917b57668bb7973471121
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.36.1		2c7115ac79fe3b73e9580538ba7856096f1bf752
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.37.1		755252f53c37e8596a3fc07b8d4cdf050bef612a
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.38.1		9d9a071fce31a454e70477eaeb0b486a3c996cd1
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.39.1		9580bb2f2925d8dbdd74ade47765ea383e0f794d
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.40.1		4fcc15ef123e945549737e155dc286cf44b03f34
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.41.1		afbb49e219332399dc2a9db7bd86f266863e804d
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.41.2		69a519f9d52eb04dda9c7bc64007283d522eb439
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.42.1		57f94aa4d87a6a2315d666bd963616a6f3dffd03
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.42.2		a8871d87f34e757fcb1ec2c92578b151fc5256e6
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.42.3		dfd742e11ce28fd68a63b8022ff6f1272b076a78
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.42.4		4e9241283472c73e1f59852f88f89930f5fac1f3
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.42.5		0a751858af7030f137967002fb528e027834498c
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.42.6		86357b794d5f083cc69a81e17d9601b05d73e8b2
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.42.7		d59f0a4625db3b03e20827480b53b92e301f2a9a
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.42.8		88a140ceda92176fcfca410a01d44e6c6528e1d8
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.42.9		4bfc4f0b606c8fff2fa13ffc4c81f79a0cd1e2ce
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.5.1		467b8dfbf05f0ced69754c86fb43c7ab973c6735
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.56.1		851257740277141ff0cdcdc54e21e08ad9e52c5c
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.57.1		68519fa5762ccc612e659ef0b3811d3c784dfe88
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.57.2		d6cbf743b75cdb1a593032d2e59a1749f3112317
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.58.1		497f8c5d45baadd2671129a62d8e3001b9619d36
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.59.1		e0cf0093936a472b30345ce029923e878d7707b5
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.61.1		c5c60e87a2364d64f14c436e7532d1ffbc7b1f45
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.61.2		b2a950831ff6eacb6ff139b39ea20a3515df1f8c
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.62.1		19bad8619a0eb822ee2fd1fad6e4da0a0799ce1a
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.63.1		c3357df022ca5e0d98f019a23a44c6a418905fa3
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.63.2		63ab72a155612a45f3a4d6c31535cf9939b80e76
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.64.1		0eb3e772bc80d612876c0b76a64dbc23f133f809
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.65.1		15d5654789a4c6376c94c1d5198ba0178299d352
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.68.1		5287676ca7e8946340796da114e3e8c7804fad24
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.70.1		a63b0ec32f165621f5b68066b202222233f46880
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.71.1		7fc87bda1e6f7f49e4aa8f9fcafb563ff24c74a7
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.71.2		89a6c8a73db682622e49d774c87f8191bb06c0cf
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.71.3		ac2c1404d148f82fcf4fd97519c6fbeba64fa846
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.74.1		d31d83d5cfac245ab87a225d17726640a5918bfa
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.75.1		c2e33fc36560c3bf5fed93e7c5a4f5930e150b0c
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.76.1		ea74c37d76332a9993130a1dec49fd16c58681a4
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.77.1		92523e4dd2a9317c6dd8caf816a85eeaa6552556
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.78.1		6356c5025ccfff6525af5c3e2be5e02ae9412f94
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.79.1		b86aabd5b5d752b186dce0277c4fa9a8256cc186
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.8.1		a0510207579a936e682239c0fa017466917cfe1a
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.8.2		fa6d07a42fc24bdc4ada9710b0f8a09c1ca4e6e5
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.8.3		8d909c3b3b7c43b8a9e60d8127c89199ffcc6bb9
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.8.4		cbcc60c41d74e60d63bbc099ea19cfb2bd9a26bc
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.8.5		ac638c49487a575c37450bacf2bd3125fb2c4268
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.80.1		6bdc9cbd074c8d9f503ca720ae561f5e703f6175
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.81.1		feee86362a02edeb0ddb699c0750b320e1bc36ad
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.87.2		c860c260fea673fae10d85dd70be4a1572b4e81f
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.88.1		66554a9c6632eb77276d6a06c6be5306c7fdb35a
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.9.1		c1ba0024e0ca5088019f51ae8f4a12acfcdfd231
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.90.1		0201b16809811c314ae2d71a7fe9e4cbbb4db915
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.94.1		e141247aa3254e74b87342b1cc3b0532ebfb8716
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.94.2		0906a6bd20fbd34c1d76e3a9edb3b4b63b5c3bf6
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.97.1		9caa7073236953daae11f3e4994e7bb91f09a9b7
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.98.1		8acf55e0ff5719d847956903390b6bc67bef4928
io.github.vigoo	zio-aws-cognitosync_2.13	3.17.99.1		1d3ef31f1dfcdf0a132179275f88825d3761613e
io.github.vigoo	zio-aws-cognitosync_2.13	4.0.2		c9cd7f3a6f1fb5e40359eae5ae24858dc83c4516
io.github.vigoo	zio-aws-cognitosync_2.13	4.0.4		a029062b4e666bb1d024acdcc008af6f31d27b27
io.github.vigoo	zio-aws-cognitosync_2.13	4.0.5		fc24fb58ed1d2d1a44994b91c67c358bea025bda
io.github.vigoo	zio-aws-cognitosync_2.13	4.17.104.1		ca776b1d9e154dc8d8e3bb767a7980f3387646da
io.github.vigoo	zio-aws-cognitosync_2.13	4.17.104.2		51aa7bdca3262189c87ad714e588bb1786a9158c
io.github.vigoo	zio-aws-cognitosync_2.13	4.17.280.4		a8f4ce5e56af5924143ebb6ccd36309e2fff6bd6
io.github.vigoo	zio-aws-supportapp_2.13	4.17.280.4		19cfbb910ac4c21065a14f52cd9b71281805d918
io.gravitee.am.certificate	gravitee-am-certificate-api	1.2.0		ea03a05e8d88e73dbe7da407e395e62fcbf72825
io.gravitee.am.certificate	gravitee-am-certificate-api	1.2.1		1a11168d6b8c0073645f344d0607be16f1a1b3ab
io.gravitee.am.certificate	gravitee-am-certificate-api	1.3.0		8cc2984474c7391aa985c0adc541520831a90345
io.gravitee.am.certificate	gravitee-am-certificate-api	1.3.1		959f3dbce517889db310c7970f75400029536507
io.gravitee.am.certificate	gravitee-am-certificate-api	1.4.0		7dadc26deea78d09060cefa97924ab35fb4fdee1
io.gravitee.am.certificate	gravitee-am-certificate-api	1.4.1		98a5bda5d18d3e56534b17e0e74db6de42bb481b
io.gravitee.am.certificate	gravitee-am-certificate-api	1.4.2		ba9c08be07c5014b444825bd03c4ddc11006e13b
io.gravitee.am.certificate	gravitee-am-certificate-api	1.5.0		5c94862be77614b996dbcbba2f788b50edb00c31
io.gravitee.am.certificate	gravitee-am-certificate-api	1.5.1		f9c446d1b651696f58ac25ff8ec2c6590f5d97ea
io.gravitee.am.certificate	gravitee-am-certificate-api	1.5.2		3bc1ec4106dcdcab098c32622d1943ed25e5d827
io.gravitee.am.certificate	gravitee-am-certificate-api	1.5.3		08a13a9f23e80544a28836ceea21f6320d14c064
io.gravitee.am.certificate	gravitee-am-certificate-api	1.6.0		bde4810fb4a41b97cb9337ad75f6e78f0af67f5b
io.gravitee.am.certificate	gravitee-am-certificate-api	1.6.1		da1535b1d488af7c21eac74e8700d78e3907ff27
io.gravitee.am.certificate	gravitee-am-certificate-api	1.6.2		1eea8ba60f5607e0425080d0667ae87b783184db
io.gravitee.am.certificate	gravitee-am-certificate-api	1.6.3		cb88ef9604d36fc901454551ec8c4136986b8d6f
io.gravitee.am.certificate	gravitee-am-certificate-api	1.6.4		2c3f20960d36933997085703ad2f9d38b01a4881
io.gravitee.am.certificate	gravitee-am-certificate-api	2.0.0		1a988ce825801047e9cc18d1e2fb5fc58ed66e7e
io.gravitee.am.certificate	gravitee-am-certificate-api	2.0.1		226ef185f245eaf3c7535e7e6f65a662a25438d3
io.gravitee.am.certificate	gravitee-am-certificate-api	2.0.2		b6026134dea03686d635bcf0e9ab7cbb365fbba2
io.gravitee.am.certificate	gravitee-am-certificate-api	2.0.3		bedbc6f2ed6bfe477c407fdaa3adca49c81efcf9
io.gravitee.am.certificate	gravitee-am-certificate-api	2.0.4		14f4ab2cdde4d6d47ab5620b8c8089ddb63ad395
io.gravitee.am.certificate	gravitee-am-certificate-api	2.0.5		f9d2a255d68ef661f0677b5cfa25d7c2c4007f30
io.gravitee.am.certificate	gravitee-am-certificate-api	2.1.0		662cb950b2e146ed731b1b933c30a4c659cee417
io.gravitee.am.certificate	gravitee-am-certificate-api	2.1.1		ae6c0b296be2db35085e21f16615831f3a709a5c
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.0		88f648ccd1cb40fe9de628e6eea709ff2b8a20cb
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.1		33408ed97e533b596c98813be9c3191a29aa41f1
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.10		809ef89fd7756bd954a0a97eeda445aa480cc15a
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.11		474cd41bf783ccd2bb3d00b4b4f92531e1fc1545
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.12		a42f4dba45859e65183a0d9c850da2be822b4b07
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.13		86b4a8009756c850b45533e674c19ade3a2b7d33
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.14		4ed6a7d2fc742df12ede5976122d1793ed714b8b
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.15		77a6d8a32f11baf81b34b6a04852d045a4b15ca6
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.16		08019bf533d744aee6ea72d810054793eb06c854
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.17		242f43a5f88edd458e88b76467a1976835d59a39
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.18		b74d3222979a6f4c3ed35f90ea4da88833aabab7
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.19		4bce601f1e3a14ecca9aa3737f2e326fec82bd94
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.2		06c982cc07e8b17b6036dc5aae938161af654b96
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.20		c378e8a522774630e1cb152c134453151c5cb12b
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.21		2c05ef63a94124a82f4d6c142b964781f77d751a
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.3		f201ec2e71735b5cf3bddd80063c7b9e53b7541d
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.4		15b670b9c32a7d0e0150f748ac9b5b08e43b054c
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.5		2205136f8b7b4dce7a1de31e08adeb58eb893496
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.6		cfef6ee1f9af240a5b953ce5f385f23caccfaca7
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.7		d75e418bca52b612727df022e42f0b789787cbaf
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.8		4e30008c23712f800d51194c2493c9d5d3c23d1c
io.gravitee.am.certificate	gravitee-am-certificate-api	2.10.9		2866b2f082cb78a9a460c8aa1ba6cbbae4707619
io.gravitee.am.certificate	gravitee-am-certificate-api	2.2.0		e094992d5193c89f2bc9b1bbeb82ff8ca30f264a
io.gravitee.am.certificate	gravitee-am-certificate-api	2.3.0		fd872a7d2a5d3802a9ff1f08ccf8fa5412c6667a
io.gravitee.am.certificate	gravitee-am-certificate-api	2.4.0		eb696224c4caed1a0025ac9b3bc0b1a61eae67e5
io.gravitee.am.certificate	gravitee-am-certificate-api	2.5.0		325ac83932de01ffb40f736da0fbe9a4160fb1c9
io.gravitee.am.certificate	gravitee-am-certificate-api	2.6.0		220e0e6ac46f085ef7e5bb9c80c96070fcaa31fa
io.gravitee.am.certificate	gravitee-am-certificate-api	2.7.0		f18fa01a6721a2ce232871d92165544b51942662
io.gravitee.am.certificate	gravitee-am-certificate-api	2.7.1		6e780aae3c61d41ccf5630aa962ba461a29eb57c
io.gravitee.am.certificate	gravitee-am-certificate-api	2.8.0		be9840b4b387ee64c5abf12bee91a5022d43dc5c
io.gravitee.am.certificate	gravitee-am-certificate-api	2.8.1		96083d358dd75739c9dc0b490bcb1fb202ecaca8
io.gravitee.am.certificate	gravitee-am-certificate-api	2.8.2		e636c63455f1dcf1debab465856507999725b954
io.gravitee.am.certificate	gravitee-am-certificate-api	2.8.3		88731981f0dcdc502217f2aecf7fe786b0625452
io.gravitee.am.certificate	gravitee-am-certificate-api	2.8.4		8260f3201c880a3a6ec09316e3602b48743ff902
io.gravitee.am.certificate	gravitee-am-certificate-api	2.8.5		c0abc71285c7d907188056b5c578be9f45d4ce95
io.gravitee.am.certificate	gravitee-am-certificate-api	2.8.6		76eaff0398ed0cf8797a0e84c0a76a77c3091c6b
io.gravitee.am.certificate	gravitee-am-certificate-api	2.9.0		4861c077c54ca442b8e1f6d61bcfa0850f1c520d
io.gravitee.am.certificate	gravitee-am-certificate-api	2.9.1		79510b54f15967e51d75edf86580be3a2d62d9d7
io.gravitee.am.certificate	gravitee-am-certificate-api	2.9.2		2d3a44ff8ff2a771a3acceff75630aef2f243dd0
io.gravitee.am.certificate	gravitee-am-certificate-api	2.9.3		9f40a7525d897cab6f08a292c805199b1d3c7d71
io.gravitee.am.certificate	gravitee-am-certificate-api	3.0.0		6e622b14341f43e563860782ac6226c24426ea04
io.gravitee.am.certificate	gravitee-am-certificate-api	3.0.1		76f821cb0a749c0b52146fdd342fc6a18c15dd93
io.gravitee.am.certificate	gravitee-am-certificate-api	3.0.10		f1ac55109676b3dc9a885532b1c3f17f22954fb8
io.gravitee.am.certificate	gravitee-am-certificate-api	3.0.11		42d58c3ef352b7e47adb0340062c75ab9ff0feba
io.gravitee.am.certificate	gravitee-am-certificate-api	3.0.2		efa2f953408e3699b9031151481d0ae9d60825b1
io.gravitee.am.certificate	gravitee-am-certificate-api	3.0.3		61fd69ebe101384267264769fdd88355466f1deb
io.gravitee.am.certificate	gravitee-am-certificate-api	3.0.4		bc1845bcc72a9c4f16dc0381f0327054a790c2c9
io.gravitee.am.certificate	gravitee-am-certificate-api	3.0.5		a6f61a3ec6949d0b8974a0e4881fd7acbfcfc695
io.gravitee.am.certificate	gravitee-am-certificate-api	3.0.6		8eaf2125d532614a752e5d27ec5911b65d966620
io.gravitee.am.certificate	gravitee-am-certificate-api	3.0.7		193e104e43361523a9e3fd17d78cf2198a9107cd
io.gravitee.am.certificate	gravitee-am-certificate-api	3.0.8		5c798a620bbdcd322be181ebc4c4900e67ff19cc
io.gravitee.am.certificate	gravitee-am-certificate-api	3.0.9		a280dc26eb1d5033747fbec791a69f5f928d88b4
io.gravitee.am.certificate	gravitee-am-certificate-api	3.1.0		7fb1066727d5abd75ff4fd5f9bae849283a3bf48
io.gravitee.am.certificate	gravitee-am-certificate-api	3.1.1		3f8452c39f86d9a1b03aec16ea77e60f26ffe967
io.gravitee.am.certificate	gravitee-am-certificate-api	3.1.2		4a4a9bddc8d7e2e881d5a1da134799448ab2bcd6
io.gravitee.am.certificate	gravitee-am-certificate-api	3.1.3		9cdd71e1b2eb8d24da12dc1a906d0665ea978fdf
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.0		14cc0bde5a368063db25cfa73c0049663c2d5046
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.1		250653efecb684f5dd9338443d7ba0b4f8e87932
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.10		566f180c1cf2930f3a3eada22dd11e5c350dedca
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.11		f973123762d2fee3b9ccacd53a5af4696152e942
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.12		455426a709947383a8704577c52884e66f96a2d9
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.13		e4afa383fd1b97a160dced7e2ca3ece3764e8720
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.14		bdf4448425d6f30a7a9deeaac6463d6531c807f3
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.15		0ee1fec54b625d5416e42c51abc5b9dcc3b87fd1
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.16		4cb767bebcb96c3bec802e8f4fd71408aba39332
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.17		5736e6519478b2ee0aea9e9945d3ec60b9bcd77b
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.18		6ff15bded1d04f31f8bdd14d79e22356848eb15a
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.19		3d055ff4c9495611e5d835420083349b1c53587a
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.2		d83f1ee580d7850ec70083cc88c1360a1f41e20b
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.3		b54b2da178a7dba3c44197cefde1d9e1f5afdcf0
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.4		a73752549c9380d94e562bfbfef64b76c2379194
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.5		946144b0f86b4b86b0a85601229c418463dbba71
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.6		9789b33c0a370cd3588e9bf857e7445d924a0ae2
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.7		3761f963f6d2d18b01ca7f78fefe99f8f8777030
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.8		5b1bb1c708e7e0aa475442027226a430743ccb02
io.gravitee.am.certificate	gravitee-am-certificate-api	3.10.9		02789c1bc06544346252b038c8ba9f6d9f06d51e
io.gravitee.am.certificate	gravitee-am-certificate-api	3.11.0		1ba62f0126d83952aaa61d2cce796c08527ae440
io.gravitee.am.certificate	gravitee-am-certificate-api	3.11.1		d578953f4aac31bd77216f29e5457e50744b8cfa
io.gravitee.am.certificate	gravitee-am-certificate-api	3.11.2		8d53b5d99ff07cad9911ead5dc409ee091cc19f8
io.gravitee.am.certificate	gravitee-am-certificate-api	3.12.0		27e4349fa9d4c9e9ba1c3c090458804c4b0e1aa7
io.gravitee.am.certificate	gravitee-am-certificate-api	3.12.1		129aa60de1491d98227f2109d677c0629243de98
io.gravitee.am.certificate	gravitee-am-certificate-api	3.12.2		9c20265800f10d8c33419d5c27a6b52cdfa25df7
io.gravitee.am.certificate	gravitee-am-certificate-api	3.12.3		08e023bc1442108c90dca594d882e547952413d1
io.gravitee.am.certificate	gravitee-am-certificate-api	3.12.4		a12a8375cd0bb80497d5f7d93bc1ce844411bd12
io.gravitee.am.certificate	gravitee-am-certificate-api	3.12.5		9cadaeea92fef797314e981d95ed7b03002debd9
io.gravitee.am.certificate	gravitee-am-certificate-api	3.12.6		b7faa8f521ecfe84a412f1413703a7e8cd2db292
io.gravitee.am.certificate	gravitee-am-certificate-api	3.13.0		2c53a69c388cb93c37750c064093ab054e00fd98
io.gravitee.am.certificate	gravitee-am-certificate-api	3.13.1		43a551aaeef40a7b3adfa1a056838acc156e7ed9
io.gravitee.am.certificate	gravitee-am-certificate-api	3.13.2		94cdf5720634d3615de4d51ff9fb70c572ddef96
io.gravitee.am.certificate	gravitee-am-certificate-api	3.13.3		8c048ff63bf580d52b56eaaeab4bb7f901830b22
io.gravitee.am.certificate	gravitee-am-certificate-api	3.13.4		4f67ad28ad3544b5daba07b94e21a2a3a649bcbc
io.gravitee.am.certificate	gravitee-am-certificate-api	3.14.0		885db9474878838e51018ac53d06324b0e915711
io.gravitee.am.certificate	gravitee-am-certificate-api	3.14.1		777d92555cfff6385d0a24e6d7997c18b1fe5bcd
io.gravitee.am.certificate	gravitee-am-certificate-api	3.14.2		f91a8c2aa8bae4359e9d344213eeb36f97ed207f
io.gravitee.am.certificate	gravitee-am-certificate-api	3.14.3		a9f1a82887fc001d93d76d222d32b541079a137c
io.gravitee.am.certificate	gravitee-am-certificate-api	3.14.4		4bc35602867427b58d5fbaea4e41059beda0f3a4
io.gravitee.am.certificate	gravitee-am-certificate-api	3.14.5		ec1e2e59c309933f5ad026b68e5c0e1f312a3210
io.gravitee.am.certificate	gravitee-am-certificate-api	3.14.6		64a31e077fce214188acb7d0ecfa7162b1f56236
io.gravitee.am.certificate	gravitee-am-certificate-api	3.14.7		b677bd508741d7828b91452baa322d5cb88a87d2
io.gravitee.am.certificate	gravitee-am-certificate-api	3.15.0		e3e76c61db565c337bcd85852026ab30c3da5654
io.gravitee.am.certificate	gravitee-am-certificate-api	3.15.1		209b28e0f1f0ce56c143df6e048af6173703387a
io.gravitee.am.certificate	gravitee-am-certificate-api	3.15.10		89c12888d65f00ade2f693f4166db4f5fd683367
io.gravitee.am.certificate	gravitee-am-certificate-api	3.15.11		150e5f62287c3c7abe3dfda84a275d79bcdaaf9c
io.gravitee.am.certificate	gravitee-am-certificate-api	3.15.12		ed4d84e6576cb99eac3b3450c89372a4f50741f0
io.gravitee.am.certificate	gravitee-am-certificate-api	3.15.13		e46b7b4ad5fbc3bb7883e16051a1b6c36a74fa11
io.gravitee.am.certificate	gravitee-am-certificate-api	3.15.14		00a7b6b223512f2945c0e56c1917369375821768
io.gravitee.am.certificate	gravitee-am-certificate-api	3.15.15		eb085eb00058a87e0b8e8f51507dac62844b31f8
io.gravitee.am.certificate	gravitee-am-certificate-api	3.15.16		310ec6c88bb54856fe55900673b36e081529579d
io.gravitee.am.certificate	gravitee-am-certificate-api	3.15.17		a63fd2da56f6c7aefe813c13eecf7fd076967bd1
io.gravitee.am.certificate	gravitee-am-certificate-api	3.15.2		48659ff8453eb28ea94050bb91e275445e97f6b4
io.gravitee.am.certificate	gravitee-am-certificate-api	3.15.3		436ee129ff9eb4b138d427f8193c020b05468c18
io.gravitee.am.certificate	gravitee-am-certificate-api	3.15.4		b23fd46b6c89d0a9252c2539ee510c79631c9583
io.gravitee.am.certificate	gravitee-am-certificate-api	3.15.5		c49e78f933b052b3d3cbdf7a546ad457538794fe
io.gravitee.am.certificate	gravitee-am-certificate-api	3.15.6		5ba85b1a7d53c2c200702cef73a365a93afca91e
io.gravitee.am.certificate	gravitee-am-certificate-api	3.15.7		7af741c963d93c955d7d62dba2b5aaf12b840908
io.gravitee.am.certificate	gravitee-am-certificate-api	3.15.8		8f892a3921b49e48ce3fadc4f694f8cfec7a0766
io.gravitee.am.certificate	gravitee-am-certificate-api	3.15.9		3431e20b019472f4c3813af7bef81c8c2649051e
io.gravitee.am.certificate	gravitee-am-certificate-api	3.16.0		d5d641be13a67bf25b08e7052de50dfb48cd42a3
io.gravitee.am.certificate	gravitee-am-certificate-api	3.16.1		04d4239bf33ee27db0484958e13603f49c7aff0b
io.gravitee.am.certificate	gravitee-am-certificate-api	3.16.2		abe699ae13b17d9e16484f662c0b575f53cb707a
io.gravitee.am.certificate	gravitee-am-certificate-api	3.17.0		bfd1669339cff7d76c4f0956fb3a3554ced6ae35
io.gravitee.am.certificate	gravitee-am-certificate-api	3.17.1		c55c2f7b21c896757daf164be07087575d93a0fc
io.gravitee.am.certificate	gravitee-am-certificate-api	3.17.2		39b409e68b5550c0879feff061729d7277b7f28a
io.gravitee.am.certificate	gravitee-am-certificate-api	3.17.3		713983712c320e852fb8af4644167a5573fe2795
io.gravitee.am.certificate	gravitee-am-certificate-api	3.17.4		6c4f704b57005d0f0b4d3f3d8e5d6bbbc17969d3
io.gravitee.am.certificate	gravitee-am-certificate-api	3.17.5		a4c41e6c2fb162ad6bc22bd197750629b4878ede
io.gravitee.am.certificate	gravitee-am-certificate-api	3.18.0		b14c9181146b1fc18d18b7879e016e9321a249e8
io.gravitee.am.certificate	gravitee-am-certificate-api	3.18.0-RC1		5ecf3d60a30d2877b0873671b456381f4619eaf1
io.gravitee.am.certificate	gravitee-am-certificate-api	3.18.0-RC2		193745835db7e429a1d273c9ec0fe506354d3241
io.gravitee.am.certificate	gravitee-am-certificate-api	3.18.1		55ea98010a519b95154e922d20a3d227b492ecb2
io.gravitee.am.certificate	gravitee-am-certificate-api	3.18.10		5e61de3ecd50c70ab034cffea68069241b686d1b
io.gravitee.am.certificate	gravitee-am-certificate-api	3.18.11		c253f7612089b1af5791c7b781631e1b95cc3c84
io.gravitee.am.certificate	gravitee-am-certificate-api	3.18.12		b30e24c08c140191e7a177bbcd96b3cde556c8b4
io.gravitee.am.certificate	gravitee-am-certificate-api	3.18.13		91b772f588d827c70d24be88e0b11fdcc66ea71c
io.gravitee.am.certificate	gravitee-am-certificate-api	3.18.14		36ba47f66bb3d7d65591401e77882c9dbaf40d03
io.gravitee.am.certificate	gravitee-am-certificate-api	3.18.15		117db091e877d141151951b2d12e96cc8c8cc178
io.gravitee.am.certificate	gravitee-am-certificate-api	3.18.16		965c8845baf2aaeddf7f8b4b66641935d529b2d1
