cn.timeface.widget	drawabletextview	1.0.0		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.0.6		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.0.8		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.0.9		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.1.0-m1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.1.0-m2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.1.0-m3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.1.0-m4		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.1.0-m5		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.1.0-release		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.1.2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.1.3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.1.4		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.2.0-m1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.2.0-m2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.2.0-m3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.2.0-release		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.2.1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.2.2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.2.3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.2.4		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.2.5		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.2.6		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.2.7		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.2.8		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.2.9		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.3.0-m1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.3.0-release		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.3.1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.3.2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.3.3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.3.4		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.3.5		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.3.6		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.3.7		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	3.3.8		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.0.0-m1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.0.0-m2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.0.0-m3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.0.0-m4		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.0.0-release		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.0.1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.0.2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.0.3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.0.4		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.0.5		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.0.6		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.0.7		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.0-m1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.0-m2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.0-m3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.0-m4		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.0-release		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.10		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.11		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.12		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.13		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.14		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.15		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.16		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.17		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.4		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.5		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.6		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.7		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.8		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.1.9		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.2.0-m1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.2.0-m2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.2.0-m3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.2.0-release		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.2.1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.2.10		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.2.11		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.2.12		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.2.2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.2.3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.2.4		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.2.5		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.2.6		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.2.7		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.2.8		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	4.2.9		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.0.0-m1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.0.0-m2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.0.0-m3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.0.0-m4		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.0.0-m5		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.0.0-release		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.0.1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.0.10		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.0.2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.0.3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.0.4		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.0.5		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.0.6		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.0.7		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.0.8		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.0.9		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.1.0-m1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.1.0-m2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.1.0-m3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.1.0-m4		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.1.0-release		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.1.1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.1.10		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.1.11		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.1.2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.1.3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.1.4		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.1.5		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.1.6		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.1.7		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.1.8		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.1.9		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.2.0-m1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.2.0-m2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.2.0-m3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.2.0-release		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.2.1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.2.10		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.2.11		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.2.2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.2.3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.2.4		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.2.5		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.2.6		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.2.7		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.2.8		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	5.2.9		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	6.0.0-m1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	6.0.0-m2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	6.0.0-m3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	6.0.0-m4		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	6.0.0-m5		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	6.0.0-release		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	6.0.1		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	6.0.10		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	6.0.2		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	6.0.3		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	6.0.4		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	6.0.5		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	6.0.6		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	6.0.7		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	6.0.8		N/A
org.datanucleus	datanucleus-accessplatform-jdo-rdbms	6.0.9		N/A
org.datasyslab	geospark-sql_2.1	1.0.1		78e44ace21b45536107169bc5f2ba83b833e7fa0
org.datasyslab	geospark-sql_2.1	1.1.0		853bceca3b76b6caab07d236982c094e4dc63ab1
org.datasyslab	geospark-sql_2.1	1.1.1		fb038dbf531d8d7858ce2c3c5e6945f5083e2e67
org.datasyslab	geospark-sql_2.1	1.1.2		1cbb72316e63e3a0554b517e2c949ce9d39315a3
org.datasyslab	geospark-sql_2.1	1.1.3		6a525de7714076cdec85e775f59f54f92f2930ab
org.datasyslab	geospark-sql_2.1	1.2.0		f2036b7b6c3e9fdc7e57c4cc10f00967b9c3a477
org.datasyslab	geospark-sql_2.1	1.3.0		334c47695c158e203697742501b412634f2cf765
org.datasyslab	geospark-sql_2.1	1.3.1		87da5bdbf161e0fd4977bfc856b458513d6a0f4e
org.elasticsearch.plugin	cloud-gce	2.0.0		0176df24824d76a2842fedf72c1b4864e3706c12
org.elasticsearch.plugin	cloud-gce	2.0.0-beta1		b2aa80eb3762475a50956fd21c1738d443c04585
org.elasticsearch.plugin	cloud-gce	2.0.0-beta2		31d0c779d546117b667d5bea53a25bf94bcd9385
org.elasticsearch.plugin	cloud-gce	2.0.0-rc1		00163cf082929fd5d074ed7e10faaf6eb5dd494e
org.elasticsearch.plugin	cloud-gce	2.0.1		c673a85727b13c6098b67cfd692c25bdf1513f1f
org.elasticsearch.plugin	cloud-gce	2.0.2		e846cee703888034c74cac3b5f6228de8f6a3e55
org.elasticsearch.plugin	cloud-gce	2.1.0		8453d40657b9266c0dd0ee5b1a0dde2a16242110
org.elasticsearch.plugin	cloud-gce	2.1.1		ad1142a4db283eb45cd299dd563da1652fc0ae05
org.elasticsearch.plugin	cloud-gce	2.1.2		6d6ecf633f01a671343e364d8ee4d38367eb68fb
org.elasticsearch.plugin	cloud-gce	2.2.0		bc84dd61f5aa7cf53fe9ee119537bcef9f3031aa
org.elasticsearch.plugin	cloud-gce	2.2.1		666cb9d6b68654d03fd3f008010eaece6f895e8e
org.elasticsearch.plugin	cloud-gce	2.2.2		35945c8f6ca29e42e2fb9d380dc182f985f8380c
org.elasticsearch.plugin	cloud-gce	2.3.0		368c2bca654daad338dcaaac1c254e23b805d251
org.elasticsearch.plugin	cloud-gce	2.3.1		135c64e31d3ff2dfebe35baca936653b2762887e
org.elasticsearch.plugin	cloud-gce	2.3.2		af4593200103bc1db4d1cd8be8292db87bb10d8f
org.elasticsearch.plugin	cloud-gce	2.3.3		b74f0beea3a82c70eb4ef0a62548929a3a4daa0c
org.elasticsearch.plugin	cloud-gce	2.3.4		b9517a5c4708ddb9c4ae4a8fdf1aa988eca308f0
org.elasticsearch.plugin	cloud-gce	2.3.5		6c8208f1f5bd9fde4e825c45f547e6da15cab48f
org.elasticsearch.plugin	cloud-gce	2.4.0		065a221ac5df4f223441dbe11e765e127416ef15
org.elasticsearch.plugin	cloud-gce	2.4.1		28066cb750cd9d179ebce2402705b216935d669e
org.elasticsearch.plugin	cloud-gce	2.4.2		3da98e96c87517a1ae586fa1723a956e5e74ca25
org.elasticsearch.plugin	cloud-gce	2.4.3		8c97a9cda3d0dd062b712c5ce1a67765ec95c3b4
org.elasticsearch.plugin	cloud-gce	2.4.4		b61b23a2a6d438bf5f27fe2463084b4240476b9c
org.elasticsearch.plugin	cloud-gce	2.4.5		2b76982c2d18bda8d88faf8ad28fa4db1bde761c
org.elasticsearch.plugin	cloud-gce	2.4.6		ff79d394baebf3cd0df3774018b8f5c32c4d3c8b
org.flyte	flytekit-java	0.3.10		87bc040e4344d6ba04c3a6af75647f233fa1a950
org.flyte	flytekit-java	0.3.11		ea7b66a8efb16768b8633619922d5f9a64b84e19
org.flyte	flytekit-java	0.3.12		465addf0555f1420db6a2054193386acf37d8445
org.flyte	flytekit-java	0.3.13		a0a1f814a51ee7d632677a6d4aa6534816497c76
org.flyte	flytekit-java	0.3.15		5a4e779e749d3f9b49aa1c6114033e8f501cde73
org.flyte	flytekit-java	0.3.16		c30bbb2f17cdb11926e0ad5a29755c01e11ac82e
org.flyte	flytekit-java	0.3.17		15b57c8512234213c3cf6ac6fe24a53fa86a4c6a
org.flyte	flytekit-java	0.3.18		780518623f43e1251d570e836c64a89e9d80625a
org.flyte	flytekit-java	0.3.19		489d013736610abab00d5cd4cfb7954eb12ec138
org.flyte	flytekit-java	0.3.20		50ceef0718f40436d4453d3206bc046d1809974b
org.flyte	flytekit-java	0.3.21		2511f48586ae222c3968d4753f6076c41cfda11b
org.flyte	flytekit-java	0.3.22		1b8ff48abd145ec8d03c2ac6960e8a6d34c3bbd6
org.flyte	flytekit-java	0.3.23		c87ab3fe3e5d5452a6db5651b990b72740b99f18
org.flyte	flytekit-java	0.3.24		0de3b3c526599580f219c16178f812822d21c20c
org.flyte	flytekit-java	0.3.25		d971630923dd557dd43d0c07d30a9a9803a9dd40
org.flyte	flytekit-java	0.3.26		fb37730a38f5f365226cda090cc538ca9d6dcbd5
org.flyte	flytekit-java	0.3.27		95374cf9360dcdff7141613e3c86ecc24fabb8c7
org.flyte	flytekit-java	0.3.28		1a2d02fe46b96cfb99cd9f809f7defaa2832d2da
org.flyte	flytekit-java	0.3.29		37b9313d0b2bbecde75f4fc9c0c3993b90d6a85a
org.flyte	flytekit-java	0.3.31		66d9d6ec1013e7dbfbb24e9444efa05791c2a9f7
org.flyte	flytekit-java	0.4.0		b0a0aac4d84bf605060662709cbe56ff3aa620fd
org.flyte	flytekit-java	0.4.1		3b145a65e1c8db634ca54bdda6fc858ec8c5578f
org.flyte	flytekit-java	0.4.11		cb856a9b9a94fc694e88e491faf69cd38e1d1a18
org.flyte	flytekit-java	0.4.12		1b7b73c77ac1a0f7d86d072c2007bcdb2ac5cee1
org.flyte	flytekit-java	0.4.13		c053d74eba7f0d9ead134e6033eeb2a690b5009c
org.flyte	flytekit-java	0.4.14		13ef60ddc07e7ecf766f6941f397bd5828c1fa31
org.flyte	flytekit-java	0.4.15		27b298786e0d00100d73ee4c1f45ce747fd46b14
org.flyte	flytekit-java	0.4.16		bb5218854656b856f1cd2415655dcfd12691a72f
org.flyte	flytekit-java	0.4.17		3e96bf50900ef154ba390125a94decf5aa161b04
org.flyte	flytekit-java	0.4.18		aff7724e40828986c7b8c74cd572a924007ead8d
org.flyte	flytekit-java	0.4.19		502d1d24ff16951cd1514a9aaa10a9f1528ad61e
org.flyte	flytekit-java	0.4.2		d2c5816f1a0e4920bd15d26d62f3ea6a9ade030b
org.flyte	flytekit-java	0.4.20		564deb9d8c6923e0a33e3d53fe22412f2f4781c3
org.flyte	flytekit-java	0.4.21		dcd8e10682f5afc36a5005f92b43605e8eed628c
org.flyte	flytekit-java	0.4.22		f1b8e7c13a8e39dfd965443ece2d74a96fac2833
org.flyte	flytekit-java	0.4.23		19796c22fca7855e0a2e3553393e0cbb4fde3a48
org.flyte	flytekit-java	0.4.24		ad05d5ee6153dfa49fbd02e9494af950ecae98fd
org.flyte	flytekit-java	0.4.25		17675930198bec0213c9969772fb2807cd8efe2f
org.flyte	flytekit-java	0.4.26		ec217b0fbfe86d8ec608f90694d8e5f74daf4aae
org.flyte	flytekit-java	0.4.27		e5a53512651c3630adf19a27c28f00811f6f61cc
org.flyte	flytekit-java	0.4.28		5a28f7fe762783a80dd84d8f2b16287feec4bca6
org.flyte	flytekit-java	0.4.29		1fcd8ae2d7451ddd07633371c5f017a80ed8b874
org.flyte	flytekit-java	0.4.3		0b24c893fd643c8fd830997e658d959c3a45bca7
org.flyte	flytekit-java	0.4.30		ca939011f53b282020b7c4eaba6d972b4eb0cb7e
org.flyte	flytekit-java	0.4.31		f3f2fd93687825571d7a2127d5bc3884c2ae4d12
org.flyte	flytekit-java	0.4.35		f875af4b35a8065f56fed634a377e52a5cd40739
org.flyte	flytekit-java	0.4.37		0cf8daf95452fc952883f00c2a6f7c246379a9be
org.flyte	flytekit-java	0.4.38		7a839d7970a6d2f5d0bb878e0c8a685a26bf293c
org.flyte	flytekit-java	0.4.39		3c9c7db9e3b2e37f398be90c1d0565343c63bb18
org.flyte	flytekit-java	0.4.4		65c632e858a0baabe5def37b58dfc32b3b5ae74a
org.flyte	flytekit-java	0.4.40		32006e92b1bf0b57e6a44c2f696b292cf2e36def
org.flyte	flytekit-java	0.4.5		0e70d764212b3b35ab297872e16b5ccc6b2b2a72
org.flyte	flytekit-java	0.4.53		7ffe4721e8c8c32757d69cb4f5c0ed268ed4cc4b
org.flyte	flytekit-java	0.4.54		b98fb729a9620fa1bcdbb98ffd30cb0480202692
org.flyte	flytekit-java	0.4.55		a932ae1725226eb74f33ae280d5a05d9f43697f8
org.flyte	flytekit-java	0.4.56		687845570344e66a19677b61372acaf87a4d455d
org.flyte	flytekit-java	0.4.58		143d351280e42da46d6dc7b27ff8aadc5f048d6f
org.flyte	flytekit-java	0.4.59		9bd3d023f61403fac544230174713f0491eee5e6
org.flyte	flytekit-java	0.4.6		1c62eb6599421e6ae9282a11260fb2ce11802d7f
org.flyte	flytekit-java	0.4.60		062cefa0110e2ec8612712c452edd917ee542be4
org.flyte	flytekit-java	0.4.61		0b71fcceea93091cdcc808f79a322518601d47d1
org.gephi	desktop-project	0.10.0		2d06012b02b2571c2c924dd88a2d831fde4c40db
org.gephi	desktop-project	0.10.1		13a08612d3488507629b6e281ebe1279195304f0
org.gephi	desktop-project	0.9.0		ee34bdb3ce03277599f6f80394d9b374cad26f13
org.gephi	desktop-project	0.9.1		dd27a009b1de5259dd3f6bf2e486213304257d99
org.gephi	desktop-project	0.9.2		5d91864b19eea8a8d9549bd6880ea6bd612f776e
org.gephi	desktop-project	0.9.3		44c2512d6e5bad467284628998b3e6f1c52ff51c
org.gephi	desktop-project	0.9.4		e250f72be212e3d522b55a1381f4c3891856fb4c
org.gephi	desktop-project	0.9.5		af567adf8a89c7c10745b21c17abfb1a18ccece2
org.gephi	desktop-project	0.9.6		46103ad08ccfdbe5ae2583be2834d78f9bf1fc69
org.gephi	desktop-project	0.9.7		93584510ce938841a0d80c376acbc881f04671cb
org.jibx.schema.org.opentravel._2010B	org.jibx.schema.org.opentravel._2010B.travelitinerary	1.0.0		1ede34b157b90f9f0eb14ce84eee3e53a7474723
org.jibx.schema.org.opentravel._2010B	org.jibx.schema.org.opentravel._2010B.travelitinerary	1.0.4		bc082cc647fdca42d10ce06a4ad2caf458de61be
org.jibx.schema.org.opentravel._2010B	org.jibx.schema.org.opentravel._2010B.travelitinerary	1.0.6		0340a3820d01d05c29d1485412db4e24b8311efd
org.jibx.schema.org.opentravel._2010B	org.jibx.schema.org.opentravel._2010B.travelitinerary	1.0.9		8de40f8a35253358db442e479b17d93823873026
org.jibx.schema.org.opentravel._2010B	org.jibx.schema.org.opentravel._2010B.travelitinerary	1.1.0		d4cf2465f586ebd7eaaca1f1ccd144ff60b6f7b2
org.jibx.schema.org.opentravel._2010B	org.jibx.schema.org.opentravel._2010B.travelitinerary	1.1.4		299327f725ccb53063ba6bfaebeab25a89fe75ce
org.jibx.schema.org.opentravel._2010B	org.jibx.schema.org.opentravel._2010B.travelitinerary	1.2.0		2d4b1bf15480c11736fb31bb7c5a4c87167cea10
org.jibx.schema.org.opentravel._2010B	org.jibx.schema.org.opentravel._2010B.travelitinerary	1.2.1		95228d83a1a2fe7f8a29f412b836773c71f90676
org.juhewu	juhewu-data-annotation	1.0.0		e0cb77be699825bde49450671e230c6d207f91c1
org.juhewu	juhewu-data-annotation	1.0.0-SNAPSHOTS		2428d952077f0eeabc84167876f523077a6136c0
org.julienrf	play-json-derived-codecs_sjs1_2.13	10.0.0		6e97da1786e242f30efef252c2717e4a42aaf65a
org.julienrf	play-json-derived-codecs_sjs1_2.13	10.0.1		bf0fca2c1ba0c98ef2f1c28ff9ed435053ffdae4
org.julienrf	play-json-derived-codecs_sjs1_2.13	10.0.2		d1a076c8e2b07aebbbf6afdd2d820a5aae2428a9
org.julienrf	play-json-derived-codecs_sjs1_2.13	10.1.0		13db93d776d26ccd2694c0ec21af2caddf8919c7
org.julienrf	play-json-derived-codecs_sjs1_2.13	11.0.0		f26844a619045e718d40ee22c85e3f91498e6508
org.julienrf	play-json-derived-codecs_sjs1_2.13	8.0.0		52045950af3aad64e845dfaf7aee50ce36645413
org.julienrf	play-json-derived-codecs_sjs1_2.13	9.0.0		e81edbdc335c94cddce9b04d226a17c60f191abc
org.jupyter-scala	scio_2.11	0.4.0		cc68bcc0f7ac7e23289e7add2d67e5cd419efa4b
org.jupyter-scala	scio_2.11	0.4.0-RC1		ce1a3ce7ee7c0b14c5bec571403aed3ab1d0401a
org.jupyter-scala	scio_2.11	0.4.0-RC2		1c408a648eaa9e319f104e28ba2cc72c969b81c0
org.jupyter-scala	scio_2.11	0.4.0-RC3		61cabf357809c5b59164507c5c33c67aad19dba8
org.jupyter-scala	scio_2.11	0.4.0-RC4		b68902bd8ac41ae16874b05d3c4a8a2ce598863d
org.jupyter-scala	scio_2.11	0.4.0-RC5		04e87de1ea6639571cbee0d0d09b3dec3fe97518
org.jupyter-scala	scio_2.11	0.4.0-RC6		b8d61256d0411c2e81fd1e58e29152704654a7a5
org.jupyter-scala	scio_2.11	0.4.1		ac3af02ae76afa0e16447b3152303758116b02cc
org.jupyter-scala	scio_2.11	0.4.2		3637621a05fb4037dd39b77b4e201be71ba96b32
org.kie	kie-osgi-servlet3-compatibility	7.60.0.Final		310e776c49d43afcc14d6cb01d0c7f9d4f074698
org.kie	kie-osgi-servlet3-compatibility	7.61.0.Final		5dfa0661dfa1049fbf49f677230080db8057db90
org.kie	kie-osgi-servlet3-compatibility	7.62.0.Final		536d193cb49ab13d322cb7a5a9de8ee172b6021d
org.kie	kie-osgi-servlet3-compatibility	7.63.0.Final		691b363491ddd089ccaaad7fd7cd52de38b2c226
org.kie	kie-osgi-servlet3-compatibility	7.64.0.Final		c3ed3ff35d128e087d7081cc834596adc68b12ab
org.kie	kie-osgi-servlet3-compatibility	7.65.0.Final		7cc1c9f656666f8363a496a384d711875868219e
org.kie	kie-osgi-servlet3-compatibility	7.66.0.Final		64bafa4c26ec00c885c4dda9395d7cb6bd9fccdc
org.kie	kie-osgi-servlet3-compatibility	7.67.0.Final		39d98988fe88e4509d02bb79590109550b63035d
org.kie	kie-osgi-servlet3-compatibility	7.68.0.Final		873770062c10fbae9f31ef9aed3d1e6796c15378
org.kie	kie-osgi-servlet3-compatibility	7.69.0.Final		393cc3d3ac859bb5faef0336f51598cc15ab3db2
org.kie	kie-osgi-servlet3-compatibility	7.70.0.Final		16d241c4712bc0ba9ecef2851cde4edbe11a3e47
org.kie	kie-osgi-servlet3-compatibility	7.71.0.Final		a134c0c5eae76587deb72d5f4353f9b1954b4d99
org.kie	kie-osgi-servlet3-compatibility	7.72.0.Final		b44b42954cc083ce2268c5ed52c7e6935eaeb4bf
org.kie	kie-osgi-servlet3-compatibility	7.73.0.Final		07b84a87793ad9498a6850389a2fc7b64cfef5c3
org.kie	kie-osgi-servlet3-compatibility	7.74.0.Final		2e0c8826439e10ce1833aca4ef11ddc19476badc
org.kie	kie-osgi-servlet3-compatibility	7.74.1.Final		41aca328e71dbf866642fa2772998f60886eb878
org.kie.remote	kie-remote-rest-api	6.2.0.Beta2		9a42b8b352d1f2de585e3b1f96299f01f3d017e9
org.kie.remote	kie-remote-rest-api	6.2.0.Beta3		745680925b2cb68d1b2ff7f8e2225c4cb5ad6dc8
org.kie.remote	kie-remote-rest-api	6.2.0.CR1		72daa71ec857b7eb0c608a3597c4043632a1e02b
org.kie.remote	kie-remote-rest-api	6.2.0.CR2		7aaa1d7b69085a27ef3d13737762c410b0edf768
org.kie.remote	kie-remote-rest-api	6.2.0.CR3		5e6f065e18e15d9be392dda6e44a7fd5ed281198
org.kie.remote	kie-remote-rest-api	6.2.0.CR4		e429b7b8a67b2c5b2931b7ba6785d517bdcd4df7
org.kie.remote	kie-remote-rest-api	6.2.0.Final		e913745ad7377550ade3d0d843b8af3de54581ed
