au.com.dius	pact-provider-jvm_2.10	1.0		9a90e289bdd4826975724335663b61e99c4089bd
org.infinispan	infinispan-spring4-common	9.2.3.Final		8651e9a4eb1896e3c917c2e053c0506fa4632320
org.infinispan	infinispan-spring4-common	9.2.4.Final		c6671dfa1247bd01222be9c589c685c6551a6b48
org.infinispan	infinispan-spring4-common	9.2.5.Final		bea457f9fb0c75cb59a4f1c24baef9a3ac773018
org.infinispan	infinispan-spring4-common	9.3.0.Alpha1		6ecb99e0ec9b1e0f1fb5c0df64272bc4a141f154
org.infinispan	infinispan-spring4-common	9.3.0.Beta1		867fef3d26c4ae191b30b9b8a5445e1f8a769f94
org.infinispan	infinispan-spring4-common	9.3.0.CR1		48d97d5d65631960ef156656fcc3f34149bd55c3
org.infinispan	infinispan-spring4-common	9.3.0.Final		8e944cebb58971bc51dc6adaafd462c924dc5f1d
org.infinispan	infinispan-spring4-common	9.3.1.Final		20844ce07a72474bd365d0c4371a14e38db5921e
org.infinispan	infinispan-spring4-common	9.3.2.Final		0c19d038df7d0f118472f7e1a29a5c049346a1cb
org.infinispan	infinispan-spring4-common	9.3.3.Final		1108d546f9bee858911841469b6dda0768269853
org.infinispan	infinispan-spring4-common	9.3.4.Final		6120bfed695a5ab937257dab81aa298153237f7c
org.infinispan	infinispan-spring4-common	9.3.5.Final		ca2c7ea61c92356e415163202aa6b327161bcaa5
org.infinispan	infinispan-spring4-common	9.3.6.Final		0b1db7c311884a5e4670be39987907e71acc7b03
org.infinispan	infinispan-spring4-common	9.3.8.Final		ef1fdb7aaa5ef86455969c6893ac7173242d9c31
org.infinispan	infinispan-spring4-common	9.3.9.Final		9828f1bb172276dc629237ee98852ca38a3b6892
org.infinispan	infinispan-spring4-common	9.4.0.Alpha1		317bd8abbb6887f292f3e36256012f1ba72872f0
org.infinispan	infinispan-spring4-common	9.4.0.Beta1		81cfcdc3852d82975d4db029907327f708bd539b
org.infinispan	infinispan-spring4-common	9.4.0.CR1		b9cea60b79e2d3958cae75a4bc2a94e162dc51f2
org.infinispan	infinispan-spring4-common	9.4.0.CR2		21aa7ae716186945bec8863bfcdaf669c18e3cc2
org.infinispan	infinispan-spring4-common	9.4.0.CR3		4f9f901bf3d9b64ae17bded4f411e559987cfcb9
org.infinispan	infinispan-spring4-common	9.4.0.Final		0c01fdad97ecad5ee61b72b9be380bb229d10ef6
org.infinispan	infinispan-spring4-common	9.4.1.Final		041878630294f3a542324f00f2b0795ecb816c3d
org.infinispan	infinispan-spring4-common	9.4.10.Final		c1aa7e20211ca72e5d9e391026e56cf19a8024ee
org.infinispan	infinispan-spring4-common	9.4.11.Final		fe0d00d402a64952656d1f69e2f75c0359203027
org.infinispan	infinispan-spring4-common	9.4.12.Final		e63f1c13f7c34e013a33291c9fd468f47335b24b
org.infinispan	infinispan-spring4-common	9.4.13.Final		2bca1dc56e39a7aea26a95abc5dd4583153d8537
org.infinispan	infinispan-spring4-common	9.4.14.Final		00aea6cc96a35783139dea902ed002e477f9c97f
org.infinispan	infinispan-spring4-common	9.4.15.Final		b318f0a0a8ed2d1c08b04d3e22d77bb05ebe68fc
org.infinispan	infinispan-spring4-common	9.4.16.Final		c6d5bb47185380b4661345c9290a42a3809b379d
org.infinispan	infinispan-spring4-common	9.4.17.Final		3314097ec815d9739a3827af12a9d7ecf9b13980
org.infinispan	infinispan-spring4-common	9.4.18.Final		857d9d5f39abf0f9af07c756866852bb65841a94
org.infinispan	infinispan-spring4-common	9.4.19.Final		38e2384f9c82e6332108e023dcfca58f87a5c4aa
org.infinispan	infinispan-spring4-common	9.4.2.Final		f0eb9716c806e424a07fee9bc0e646749989c776
org.infinispan	infinispan-spring4-common	9.4.20.Final		e10d991aa90b944237ffe2142e1222df81da052e
org.infinispan	infinispan-spring4-common	9.4.21.Final		6a74f018d0794b1c0f5520e7d61a9ddaad959dca
org.infinispan	infinispan-spring4-common	9.4.22.Final		979543baa26cff620ed8cdb19551f42e0ce859f7
org.infinispan	infinispan-spring4-common	9.4.23.Final		1ca73beb83510e1c793d508d99ac77c0743ddcb6
org.infinispan	infinispan-spring4-common	9.4.24.Final		2fec2e7fdf6adb1c07ba287f9f04178c6dd9ae6c
org.infinispan	infinispan-spring4-common	9.4.3.Final		14c5c0cedd2395461d2265ecea09c8c9fd8181af
org.infinispan	infinispan-spring4-common	9.4.4.Final		00c09920eb9dabd5685b2dd6c3997990e861d192
org.infinispan	infinispan-spring4-common	9.4.5.Final		c85c5fe367006e2cb0a3b32f26a99bf4fb6b6a35
org.infinispan	infinispan-spring4-common	9.4.6.Final		34b40108c440107e38828ae43690eb7be7bd1942
org.infinispan	infinispan-spring4-common	9.4.7.Final		145dc65d9e9bc2e21d167d8c65f3daf8235e9a05
org.infinispan	infinispan-spring4-common	9.4.8.Final		da446873ef6361e9c239d92618d874bd1abff99e
org.infinispan	infinispan-spring4-common	9.4.9.Final		4256fafec132a1e250017d8665d536d1eb0008e0
org.jscala	jscala-annots_2.11.0-M7	0.3		f01c40d5bbc38d22ad4e84116b0ac7b85022130b
org.julienrf	endpoints-algebra_2.13.0-M5	0.9.0		5c9d811307ad0963b48036af623191c27195cb28
org.kompars.ktor-plugins	base-layout-jvm	0.3.0		bbd63ae5d5d7bbdece31ca414ef6d31343e9e346
org.kompars.ktor-plugins	base-layout-jvm	0.4.0		bbd63ae5d5d7bbdece31ca414ef6d31343e9e346
org.kompars.ktor-plugins	base-layout-jvm	0.5.0		bbd63ae5d5d7bbdece31ca414ef6d31343e9e346
org.kompars.ktor-plugins	base-layout-jvm	0.6.0		bbd63ae5d5d7bbdece31ca414ef6d31343e9e346
org.kompars.ktor-plugins	base-layout-jvm	0.7.0		bbd63ae5d5d7bbdece31ca414ef6d31343e9e346
org.kompars.ktor-plugins	base-layout-jvm	0.7.1		3961ff4e7324d727dfbede142a1c6766b281b99a
org.kompars.ktor-plugins	base-layout-jvm	0.8.0		c2068e336333bac84af21bddbcebe65d55f8fc6e
org.kompars.ktor-plugins	base-layout-jvm	0.9.0		6df11b0f469344f806d126bed1e0cc941b54a982
org.no-hope	springapp	0.1.2		b14b28287877cb718685510a91756f28fef8c0c0
org.no-hope	springapp	0.1.3		9a5deadb5a82b49c39a6a0ebe5145c14263276c5
org.no-hope	springapp	0.1.4		9a611315a3933ac7a4a62561e7c905716194ae3f
org.no-hope	springapp	0.1.5		bf91e7c62748a21a8916751098ba0f06f5efc583
org.no-hope	springapp	0.1.7		dbf9b5fc47cb82901ecdc5eaafc6aac67c407004
org.no-hope	springapp	0.1.8		f6b5518375a4ae6197dd507a3c285283f64a134e
org.no-hope	springapp	0.2.0		18876a9f69847c577040727b9863596332cc00dc
org.no-hope	springapp	0.2.2		5b4e652a10de4d6213b59fe6e330395c00a05fe0
org.no-hope	springapp	0.2.3		0d62e9ac8604323e480144af6901987872bd8b37
org.opendaylight.lispflowmapping	mappingservice-parent	1.0.0		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.0.1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.1.0		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.1.1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.1.10		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.1.10.1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.1.11-Helium		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.1.12-Helium-SR1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.1.12-Helium-SR1.1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.1.13-Helium-SR2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.1.14-Helium-SR3		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.1.15-Helium-SR4		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.1.2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.1.3		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.1.4		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.1.5		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.1.6		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.1.7		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.1.8		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.1.9		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.10.0		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.10.1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.10.2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.10.3		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.10.4		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.11.0		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.11.1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.11.2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.11.3		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.12.0		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.12.1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.12.2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.12.3		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.12.4		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.13.0		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.13.2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.13.3		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.13.4		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.13.5		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.14.1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.14.2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.14.3		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.15.0		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.15.1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.15.2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.15.3		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.16.0		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.16.1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.16.2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.16.3		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.17.0		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.17.1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.17.2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.17.3		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.18.0		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.18.1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.18.2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.18.3		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.19.0		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.19.1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.19.2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.19.3		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.2.0-Lithium		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.2.1-Lithium-SR1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.2.2-Lithium-SR2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.2.3-Lithium-SR3		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.2.4-Lithium-SR4		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.20.0		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.20.1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.20.2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.3.0-Beryllium		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.3.1-Beryllium-SR1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.3.2-Beryllium-SR2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.3.3-Beryllium-SR3		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.3.4-Beryllium-SR4		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.4.0-Boron		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.4.1-Boron-SR1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.4.2-Boron-SR2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.4.3-Boron-SR3		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.4.4-Boron-SR4		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.5.0-Carbon		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.5.1-Carbon		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.5.2-Carbon		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.5.3-Carbon		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.5.4-Carbon		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.6.0		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.6.1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.6.2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.6.3		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.7.0		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.7.1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.7.2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.7.3		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.7.4		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.8.0		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.8.1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.8.2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.8.3		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.9.0		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.9.1		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.9.2		N/A
org.opendaylight.lispflowmapping	mappingservice-parent	1.9.3		N/A
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	1.0.0		b2fbbbd24a601e5d3754df96d54d3681cea660b3
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	1.0.1		f6969e1cdf02372bb2308bd42ca2c3bb858a0fd3
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	1.0.10		d551238be879cc9ab7988e55f224546d36e78aa8
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	1.0.11		0d5bf36c33dd44f6a91de69b9fc0f6a0de93b4c2
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	1.0.12		f7b06b0b55b2b9b78babfbc9f1f03fdbb306b835
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	1.0.13		1644fc14832ae6b3656056a0c70423889be051f7
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	1.0.14		6e237ed340f507e711ed515f393ec381eb617297
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	1.0.15		d2d0f4ed50c9b1c280c30f9afc3bb68f06615fd7
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	1.0.16		174bf825943fb600775ac06620473af8edaedac0
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	1.0.17		ded9994aadfa410ad61ece6ee50a008823751adf
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	1.0.2		0ea2b474ca77b6af891feca7a3c54266f437fef1
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	1.0.3		326812637e982a7f5ceb54ac1b49ff2707560114
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	1.0.4		43fc0dc5135330a244a761e1469dc50d1bbf75ff
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	1.0.5		0d1690ce021346a75fa008469bfd3b9fe169951b
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	1.0.6		bc599d6fd850e2ba5446a268263acbec5b5eb6d4
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	1.0.7		1dc08606be92535217d01c21fda0ec1f0c77a99c
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	1.0.8		7375f111c4309f23b5ae003386bbb9289243e450
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	1.0.9		c54f09e3559f6a24ff5ee1bdc510ad3c71543ce0
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	10.0.0		ee23eca9cb63fea1e2f430f4448102f93105053a
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	10.0.1		610ade2ec399175530e7af4d572a9b675646d01a
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	10.0.2		a8b9fb10794b2d27b1fa4c70810f6994515e0881
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	10.0.3		2817a019827b85b69b50cd57b586184064ef6c44
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	10.0.4		d7c33731eca010d89e0e16fd962b51bad6ea1f8b
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	10.0.5		a08d69309f70b2eecff1730967c147c761bee3d9
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	10.0.6		c1765ced5e558d81d3a474f52890d3a8acde8b3a
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	10.0.7		f47f939decfea7a0dfe5f58d8ba1938180e64c21
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	10.0.8		d9b3d1d747a38b1c9008f03cdef5e31100dcb05f
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	10.0.9		64fbb750c26bd6e4c902160bb76223b0e11a75bb
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	11.0.0		6c07c05d63457143b48e1147567643221532cfb7
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	11.0.1		96dd641ac0b9954582c37bcbf27defd1138b8406
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	11.0.10		b2c7e9e120ae485a87769f4d6e429766d0db16aa
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	11.0.11		a27c774d879d6c53b5cab0efe79d378dac1061cd
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	11.0.12		0a754b95481e7e626a6d4a343ecc58dd87bf1efc
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	11.0.13		6adc452efa6210c3887d78851869a72d8338a27e
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	11.0.14		7f62f97fc1c34d5edd305a17b5bff737a202c8f5
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	11.0.15		678adbf9fa20b0d15a209c31d8515a0b0400c7e4
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	11.0.16		2e7dea7bb923cb647862657d1a1907866b3de0eb
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	11.0.2		e69bd0f073f2dfa9f0a7463af7745a6dccbc8b11
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	11.0.3		cad95e18600fba6dbe1c7835c3485b8c00dfc17d
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	11.0.4		ec4c738fbae7efed72e2ac51a5cd376594905aaa
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	11.0.5		04242c79d3a7eda36548c214e48d0b86ed9fa150
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	11.0.6		22bd4457e63c138111aa4ba101cf14182b1607bf
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	11.0.7		91b6bfe9cf0154b1a85109ae5c7b30408652fe68
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	11.0.8		c1a81d642b2bf16e0c6dd1ddad4e4b52812a9266
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	11.0.9		dcdee8831ac0aeb760cadd12ffa8ea7282c551ee
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	12.0.0		6c14dc79577b98e8a7ef472183337735fb49ce2f
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	12.0.1		3d12b271e2f740bbe991aaff210a0269b7baddc9
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	12.0.2		4cda82a74ca6f2bb1acd9385da8575364a9fd634
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	12.0.3		e3aef2fb80410ccd8d67ee1e7ff558452b6256f6
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	12.0.4		65834d1659e566abc47af3602e650fd71d41bfb3
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	12.0.5		98c98cddb077e451854a5c8c74cc8cce99587795
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	12.0.6		559c8eb48dd7d7b381947b2d43342e43f657f891
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	12.0.7		2fd645e70b762d5c6bb4ab893ec9e1fc16832b9b
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	12.0.8		28775ee7172e4529467f0d20c7c47dc2dcc940fd
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	13.0.0		c8a588ebf3bd99a07b735ba9c5c0a35e68572315
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	13.0.1		cd58641b811846324210da0c72ce8d017cd9a133
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	13.0.2		0b6f75480a603f340a87286508de3f388851a34b
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	13.0.3		eeb7b1ddee6be923cbc595a17ca518d5ddc514fd
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	13.0.4		5d01f01011532d1cecebecdee5aa4f8aeb87011b
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	13.0.5		be06ae1465dd3b5936fc745be97090d9fd0afa63
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	13.0.6		94b48cfcae8bc23e3ac3c718a80931d0a35eb00b
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	13.0.7		25fe03e4d6a44315a332f282b2fc6bab750b08b1
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	13.0.8		1be5e04752b9ceacc4483c0d54ffd11645d514a5
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	14.0.0		b2219823c93dbf675c24ffe8dd977285e1dd8dfb
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	14.0.1		20029a755b30201ab4082c6ab94e2031b546d530
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	14.0.10		0e690f9cb822ac66e91b84d320b085ce6bc510ac
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	14.0.11		1c75429e4b79d6fedd7b0486287647eb88c65aae
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	14.0.12		e7ad16986d1327e70a0c5e5ba00a2c804142cb9f
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	14.0.2		673e580287eb5c342d04d0b3e59eb3d2f9466724
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	14.0.3		fa066b7adcbb061571063762de8e8cdcfa55badb
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	14.0.4		181eccad6216152c008259098c49e0068a07deb7
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	14.0.6		556e3686e6c65764786ea2c83e51a16f6434d1f3
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	14.0.8		017b44bd987156a9c61e212285179117b5da6acc
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	14.0.9		5bd9e82d26289b7750d940d35960c1df0fe8697f
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	6.0.0		4b358fda999b5f23980ae5ccd531bd1114c77190
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	6.0.1		2fc771083a0e4a00241b0776f7fa518051cf2cbf
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	6.0.10		77cdfaaa104362a60b74252466f03384d15f2009
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	6.0.11		de0fd55960e4a35bee263bca9025814707799294
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	6.0.12		0e9ba03755e6f9f4afe877a37dcde1f7704756b8
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	6.0.2		da1cb6f172dfa06557947a631b07b5a519bd2030
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	6.0.3		0201ffee90fbcb5c213b9943f6a8ae8ff0604892
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	6.0.4		a58d8ed037804889bc4c7dbd97ad2209fa8fff78
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	6.0.5		ef22bb18006ff6b82432a338db0e2b87147f01ac
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	6.0.6		c820910254b1806d590ac18ac0e2e633867785c5
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	6.0.7		58641509dbbaecb2fa5d8065212dcac44e8c2224
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	6.0.8		102146c2d54498493e7b082d16533b9c813835ac
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	6.0.9		444edcc4b558b982d9cfb2bed71de6d4b5d81fc1
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	7.0.0		550fb29b8530127f0ab71987d3caba76c5264bec
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	7.0.1		6440859e30471fd73cf009a719f81880704cea27
org.opendaylight.mdsal.binding.model.ietf	rfc8542-ietf-dc-fabric-topology	7.0.10		97992dc8b0af87ece2145356c4c40b3fccf9dd81
