cn.detachment	core	1.0.8-RELEASE		3c6e6459decb01a32edd61fab82f9419d085b927
org.xwiki.commons	xwiki-commons-logging-logback	11.3.1		c38462d96bacbd5e0365f1c6a958f9b644c48de8
org.xwiki.commons	xwiki-commons-logging-logback	11.3.2		02228d4fb6682eee5ac7da785e9d8067d3dea859
org.xwiki.commons	xwiki-commons-logging-logback	11.3.3		2eed9e5d2f815f995ebc350bf27bb62c5372730e
org.xwiki.commons	xwiki-commons-logging-logback	11.3.4		4a1b40693b1b8332656ad61189ce81938e4521e9
org.xwiki.commons	xwiki-commons-logging-logback	11.3.5		be97fd793b418302b870a2268405009e05db96fb
org.xwiki.commons	xwiki-commons-logging-logback	11.3.6		34b6d308b3a5ae64b384457125319af78fc0e381
org.xwiki.commons	xwiki-commons-logging-logback	11.3.7		c9f025bbe51d5e5d3b7a04c2931c4da51e933663
org.xwiki.commons	xwiki-commons-logging-logback	11.4		f38156f99175766e9cc87a6a1129d960edd996ec
org.xwiki.commons	xwiki-commons-logging-logback	11.4-rc-1		3b3339eeb253cdd342f1368103b19b5543501e8c
org.xwiki.commons	xwiki-commons-logging-logback	11.5		8c325e3bb4fdf0b75bd27ce0d34e48dd4f3ba165
org.xwiki.commons	xwiki-commons-logging-logback	11.5-rc-1		a24e6b867a3a7018f6fbdd06b26a5181614c760e
org.xwiki.commons	xwiki-commons-logging-logback	11.6		c3496f490e67742484b5bd9902f293453ba630f1
org.xwiki.commons	xwiki-commons-logging-logback	11.6-rc-1		90897c8ad2dc4f05ef33ff411c082777cd17eee4
org.xwiki.commons	xwiki-commons-logging-logback	11.6.1		7fc202b5f5816381c877234c467b3036c866f9fd
org.xwiki.commons	xwiki-commons-logging-logback	11.7		059d94b8b4a6b5732f3e496399c00747eb59fd3d
org.xwiki.commons	xwiki-commons-logging-logback	11.7-rc-1		d1ff3a26c7cc0416b1b5e58036e8228fa8461d8f
org.xwiki.commons	xwiki-commons-logging-logback	11.8		1d3935b460097848a9edce463f9bb78e8c1678ce
org.xwiki.commons	xwiki-commons-logging-logback	11.8-rc-1		3028a9613ab1f38e136cdef5fbb65166dc8d4267
org.xwiki.commons	xwiki-commons-logging-logback	11.8.1		eb9351513776edfe0ad517945be53080758f0d3a
org.xwiki.commons	xwiki-commons-logging-logback	11.9		f64c22ff25776b472eadd424fe935bdece5ef001
org.xwiki.commons	xwiki-commons-logging-logback	12.0		2354494ac35dfe4933088180fb34c6370beeabc3
org.xwiki.commons	xwiki-commons-logging-logback	12.0-rc-1		5e064259e8d00e31066e1e5cd9954aa1bddde859
org.xwiki.commons	xwiki-commons-logging-logback	12.1		8924e6f5cfa77af7f835ceed9539e8011a545119
org.xwiki.commons	xwiki-commons-logging-logback	12.1-rc-1		8e05db27b79d4589cd9fd8a2e278d8de9a6ace84
org.xwiki.commons	xwiki-commons-logging-logback	12.10		adaf4d6488eee81b8832ef2a87a0e7c61ac187f6
org.xwiki.commons	xwiki-commons-logging-logback	12.10.1		c58fd6daaf5207c73ec18c87bcd53f916a787308
org.xwiki.commons	xwiki-commons-logging-logback	12.10.10		4839d611771d61661012ec2b771eedbb5009f587
org.xwiki.commons	xwiki-commons-logging-logback	12.10.11		6f4814bb5d8e6a89b777af65d5a50b5ede451e66
org.xwiki.commons	xwiki-commons-logging-logback	12.10.2		c4864a073dfe5be69d40ff25625237615be7ae84
org.xwiki.commons	xwiki-commons-logging-logback	12.10.3		e7b6b7b92af887a921dde9765ca054f505c31159
org.xwiki.commons	xwiki-commons-logging-logback	12.10.4		e0d30cae11f0a9256528be1b624bfc23a3e9ef3c
org.xwiki.commons	xwiki-commons-logging-logback	12.10.5		60e3d6443d92a98523599c636592fcdb99ea35b4
org.xwiki.commons	xwiki-commons-logging-logback	12.10.6		8775c57ee0aeea12f635e185e53460edc752479a
org.xwiki.commons	xwiki-commons-logging-logback	12.10.7		97f8d69abe57005d91dec051c94bd371234bdd70
org.xwiki.commons	xwiki-commons-logging-logback	12.10.8		b9891152aa77a50c171b4ea511b9cf7a4b6e302c
org.xwiki.commons	xwiki-commons-logging-logback	12.10.9		73357c6eb16085e937ffac948d86396bb3957a35
org.xwiki.commons	xwiki-commons-logging-logback	12.2		c75d07b8ade4440b8088cfab21b2adfd1c001cc0
org.xwiki.commons	xwiki-commons-logging-logback	12.2.1		3f630d04dca4f03385cdeed3bd3088d1bcdacd5b
org.xwiki.commons	xwiki-commons-logging-logback	12.3		56f6c844e13de5d49be090ed1a9e77f768a1fcb8
org.xwiki.commons	xwiki-commons-logging-logback	12.3-rc-1		970424f6e8d1ff446fcf29139f58e9c394ec8411
org.xwiki.commons	xwiki-commons-logging-logback	12.4		5bf6939d3c4324541e11fe4c224f084d8ed45b8d
org.xwiki.commons	xwiki-commons-logging-logback	12.4-rc-1		3bb61eeb24d6a3cee9a7577e2aa803c8b3d75a76
org.xwiki.commons	xwiki-commons-logging-logback	12.5		ac4f8fde07ac69efadea69da9d514ef827cadd7c
org.xwiki.commons	xwiki-commons-logging-logback	12.5-rc-1		4f86ef519db15d308e64b948258c1e5bf447b475
org.xwiki.commons	xwiki-commons-logging-logback	12.5.1		6cb3c02744f3d8fae777739fc2f13f2a95959b39
org.xwiki.commons	xwiki-commons-logging-logback	12.6		c0b278a14b09bd6988f5c7175342df274e1dde4f
org.xwiki.commons	xwiki-commons-logging-logback	12.6.1		c185a60d2fbec78c53931bb358eb9e3460fdf0fc
org.xwiki.commons	xwiki-commons-logging-logback	12.6.2		62a540002d1b254d29a014e304af68850061422a
org.xwiki.commons	xwiki-commons-logging-logback	12.6.3		d8e79d9de466ae80bd20cee2c4a252f3a6b70add
org.xwiki.commons	xwiki-commons-logging-logback	12.6.4		2e378c9301e5777f7f1f37ba67b67a7daf51675c
org.xwiki.commons	xwiki-commons-logging-logback	12.6.5		69e79a978fca0e20c2bfc6d8753b91141be0679a
org.xwiki.commons	xwiki-commons-logging-logback	12.6.6		ad7722865932a2be37550f8f714228a4bb4844d9
org.xwiki.commons	xwiki-commons-logging-logback	12.6.7		05f5122f1b5dca7047247100981495ad8ba64a31
org.xwiki.commons	xwiki-commons-logging-logback	12.6.8		1d67dd7b7528676be5d194b0b26530acf76a0ff0
org.xwiki.commons	xwiki-commons-logging-logback	12.7		13a389989de44e93e16d36062562b13f4558ff81
org.xwiki.commons	xwiki-commons-logging-logback	12.7-rc-1		89b02a2d2591c52e181eb35ceee57acb5304ed83
org.xwiki.commons	xwiki-commons-logging-logback	12.7.1		5339c72c3cfe2e2e01cab39c7810350fe768a77b
org.xwiki.commons	xwiki-commons-logging-logback	12.8		bb6089439deef834cc4c4b4b8c1e972615085607
org.xwiki.commons	xwiki-commons-logging-logback	12.8-rc-1		c9c7cd22fd7e57b56a80203e93850a172f6d54c7
org.xwiki.commons	xwiki-commons-logging-logback	12.9		982b400ed8849f5a8f55e16b7e63576bbf411c3a
org.xwiki.commons	xwiki-commons-logging-logback	12.9-rc-1		0e1e6735c0b2f5425fc57940e6158ef88c8fbf80
org.xwiki.commons	xwiki-commons-logging-logback	13.0		26dcd6594c0568fab2fea9fa7f75f97e1a1da29e
org.xwiki.commons	xwiki-commons-logging-logback	13.1		c1386e236cc21f5df2ac36c3b78338138555f853
org.xwiki.commons	xwiki-commons-logging-logback	13.1-rc-1		c6a6eff1e0c0190ad63b21e4e948e5c9a4ebc536
org.xwiki.commons	xwiki-commons-logging-logback	13.10		db0e2a8164745b2034a0418e5c0f6edecaffa5f7
org.xwiki.commons	xwiki-commons-logging-logback	13.10-rc-1		e33ee035fc990ecd625595d0b5b5e8dc5ef4f03f
org.xwiki.commons	xwiki-commons-logging-logback	13.10.1		dd4556cd98b4dcd7334a7448a19208a0a08db0c6
org.xwiki.commons	xwiki-commons-logging-logback	13.10.10		2326477a1302cf97d45788ba76980ec526ef6742
org.xwiki.commons	xwiki-commons-logging-logback	13.10.11		f616000e0537eb44eb171fd5c264b748d6206a9b
org.xwiki.commons	xwiki-commons-logging-logback	13.10.2		97fcedfd15fa44f85b47e69497ced9badf49118e
org.xwiki.commons	xwiki-commons-logging-logback	13.10.3		c3e20bed24bcd8663f3efb8697c77b3b8a15ad15
org.xwiki.commons	xwiki-commons-logging-logback	13.10.4		ee544d360fd1327a536e913fcf363ac9bddc206f
org.xwiki.commons	xwiki-commons-logging-logback	13.10.5		a4150bee2f191d0b12cb1e87c78aaf69e01d42c5
org.xwiki.commons	xwiki-commons-logging-logback	13.10.6		8c66f7898372764651cd741781826f5f2bbdeef2
org.xwiki.commons	xwiki-commons-logging-logback	13.10.7		869caded409beeae757c2c2293cf20b2fe2ad691
org.xwiki.commons	xwiki-commons-logging-logback	13.10.8		4ecbd8dcdcec31b1c173d6d6d90cd53ae74f8869
org.xwiki.commons	xwiki-commons-logging-logback	13.10.9		29f012e19252ff6a48ad87bb94fe2133c800606c
org.xwiki.commons	xwiki-commons-logging-logback	13.2		3a35b44e0700f9c4a46ca13c11ca4663d6073f62
org.xwiki.commons	xwiki-commons-logging-logback	13.2-rc-1		9563c00a92a2e1b2026f98601f014295f1351a57
org.xwiki.commons	xwiki-commons-logging-logback	13.3		5ce38326ad409017a1402b7dfedc4ed0854f46f1
org.xwiki.commons	xwiki-commons-logging-logback	13.3-rc-1		5e1b31cf6962157de497776e4863835aaea79c95
org.xwiki.commons	xwiki-commons-logging-logback	13.4		22ef627b0c2bd0398b6b9d82883511bc31a43904
org.xwiki.commons	xwiki-commons-logging-logback	13.4-rc-1		fab76b042c6b0ab741be9c12095e480030ce2a47
org.xwiki.commons	xwiki-commons-logging-logback	13.4.1		35367bc2005b55b5779c5cc376a91a803b3962a4
org.xwiki.commons	xwiki-commons-logging-logback	13.4.2		2dd2931eec33a04877b74287cbfb4e2093bc430d
org.xwiki.commons	xwiki-commons-logging-logback	13.4.3		4be526e232e34f0ec30bc9ace140aac1ff3bfc85
org.xwiki.commons	xwiki-commons-logging-logback	13.4.4		fec0623cd8df69527c3852e6ee2f1154f431f610
org.xwiki.commons	xwiki-commons-logging-logback	13.4.5		24e4dabfc77bc08936a1e3b0788355b308cbfc06
org.xwiki.commons	xwiki-commons-logging-logback	13.4.6		3e4934fcc5e1be87795c084da347a8bf43fb9eeb
org.xwiki.commons	xwiki-commons-logging-logback	13.4.7		d23aa9ba062806142aebcf8d46ae76b491e93ea1
org.xwiki.commons	xwiki-commons-logging-logback	13.5		b9903c45cfe2d9e5781d6e6d3006a6c16dc6e8c0
org.xwiki.commons	xwiki-commons-logging-logback	13.5-rc-1		1f88e3aab89c4ab55945904da473faacfcc23621
org.xwiki.commons	xwiki-commons-logging-logback	13.6		86a12e49c9f8701c07027b1895e1d0ec397b9121
org.xwiki.commons	xwiki-commons-logging-logback	13.6-rc-1		24f862d03fee67b8467771b7845ef804d33532db
org.xwiki.commons	xwiki-commons-logging-logback	13.7		fa967c74634702bc3f7507256076cb42b4f5d8dc
org.xwiki.commons	xwiki-commons-logging-logback	13.7-rc-1		99cfe30830fd924b379d54ea74882817972418cd
org.xwiki.commons	xwiki-commons-logging-logback	13.8		5906091b38d7338eece89bd1284b459f1d6de5f7
org.xwiki.commons	xwiki-commons-logging-logback	13.8-rc-1		dcab9ce62cf90cd69960f6798c8877c73859983f
org.xwiki.commons	xwiki-commons-logging-logback	13.9		a4230dbfe2af7be9e82677c2434982ffd493466f
org.xwiki.commons	xwiki-commons-logging-logback	13.9-rc-1		c34ecb2bb62d186258085fd0fd8135c21c1c8ad6
org.xwiki.commons	xwiki-commons-logging-logback	14.0		8b5600f127b54849545945b19e0b9c82f9ea71a3
org.xwiki.commons	xwiki-commons-logging-logback	14.0-rc-1		956417cf96713c6f65ad8e69a0d8463a774f934f
org.xwiki.commons	xwiki-commons-logging-logback	14.1		4b45c88e81301c8530f5b47ba1664bda8ec85afd
org.xwiki.commons	xwiki-commons-logging-logback	14.1-rc-1		96bcdcc63f0daa002fb15b260989ffa9d023803b
org.xwiki.commons	xwiki-commons-logging-logback	14.10		60ba875bf8f4c4577984aae5fd5e8b8d1c8b9d8a
org.xwiki.commons	xwiki-commons-logging-logback	14.10.1		b8fa164a205b94f5cf6449f0d521090d3fe3a311
org.xwiki.commons	xwiki-commons-logging-logback	14.10.10		9b1482763a2d1300d0a6e50fdf8eaab74d31b1dc
org.xwiki.commons	xwiki-commons-logging-logback	14.10.11		406001b37eb2cab8ad58f12c99ff8772f21d3866
org.xwiki.commons	xwiki-commons-logging-logback	14.10.12		83d31c8c47825d6fddc3196f2ff922be124c974a
org.xwiki.commons	xwiki-commons-logging-logback	14.10.13		a0897e3ab2805e04c94c0613869ad8839707ed1c
org.xwiki.commons	xwiki-commons-logging-logback	14.10.14		689e8fed2608a91bc37dbe36a1cd7ef5e3343e4b
org.xwiki.commons	xwiki-commons-logging-logback	14.10.15		075ac4a6c334a722cacb9872003f9a6f774da518
org.xwiki.commons	xwiki-commons-logging-logback	14.10.16		d9668b5ace0b0446fa66ce7ec28ee4856c6039b8
org.xwiki.commons	xwiki-commons-logging-logback	14.10.17		cbd44fc75c8e2ee88bcf89d0f00ad9f6b4f5f392
org.xwiki.commons	xwiki-commons-logging-logback	14.10.18		735c8295c485812e04fe1c7c61ae04440bba3363
org.xwiki.commons	xwiki-commons-logging-logback	14.10.19		9f391efe4d5bba9396feefd174aaa1a2e2c65985
org.xwiki.commons	xwiki-commons-logging-logback	14.10.2		6686dec2cdac260de7e0693c5dbd18cd7e5f013a
org.xwiki.commons	xwiki-commons-logging-logback	14.10.20		26aa79cc3dd541b6576e89d93452fc3715bd88d8
org.xwiki.commons	xwiki-commons-logging-logback	14.10.21		6dfc5bab313e81013c6d7667df148c7251fd30d2
org.xwiki.commons	xwiki-commons-logging-logback	14.10.3		acd5176121a758b28eb82fa239b7437786f5a66c
org.xwiki.commons	xwiki-commons-logging-logback	14.10.4		d08939d5e703dbe5e89e0aaffd9b2b649d28bd06
org.xwiki.commons	xwiki-commons-logging-logback	14.10.5		154b560a91034cc281f1df8be1fa3d96959c0844
org.xwiki.commons	xwiki-commons-logging-logback	14.10.6		d2efa52dac93ad1b503317697344bf29c72b8ad4
org.xwiki.commons	xwiki-commons-logging-logback	14.10.7		ef0ce8c526a2d3934663a485fabeb71f74c83115
org.xwiki.commons	xwiki-commons-logging-logback	14.10.8		da3ce973df11312bd90c7d174c9e35b3044a2051
org.xwiki.commons	xwiki-commons-logging-logback	14.10.9		e48c6f4e6c3dd4ea298e659e91bba6349936eda0
org.xwiki.commons	xwiki-commons-logging-logback	14.2		81a3a04d363854ecd07794ec8bc2b21083e7fcde
org.xwiki.commons	xwiki-commons-logging-logback	14.2-rc-1		24db36b40c4524cff2574efca2e979ecdee33d8c
org.xwiki.commons	xwiki-commons-logging-logback	14.2.1		b7904c0cd999725b59bee50b9b3b827e9b4af30a
org.xwiki.commons	xwiki-commons-logging-logback	14.3		97774e2be4a0b865d0fc0b9d2e96671f11f6fc61
org.xwiki.commons	xwiki-commons-logging-logback	14.3-rc-1		e9bd79d59f15881ab775d28f6d93814c9f3e963c
org.xwiki.commons	xwiki-commons-logging-logback	14.3.1		1099447bd9170957a056d4edffed8ac8d8818884
org.xwiki.commons	xwiki-commons-logging-logback	14.4		1cf57f5dde978a39b4ccb57104551de1af60011b
org.xwiki.commons	xwiki-commons-logging-logback	14.4-rc-1		68205d57a7b7d7c6010fbf2d4ce40d39ed69d4ae
org.xwiki.commons	xwiki-commons-logging-logback	14.4.1		e2530fd40b8d1dd64da1f29c651fc5959c803b6a
org.xwiki.commons	xwiki-commons-logging-logback	14.4.2		7ff8dd249d476817505c1e9d8d933ee96dc8309f
org.xwiki.commons	xwiki-commons-logging-logback	14.4.3		79f46e1ac9f713a89e11c20a03a0e7a0940f18d9
org.xwiki.commons	xwiki-commons-logging-logback	14.4.4		e7fffb30824bed22dfc713d7665a053ae4d57ce6
org.xwiki.commons	xwiki-commons-logging-logback	14.4.5		2629e14965655a3aadf40048688731a1a1bc16cd
org.xwiki.commons	xwiki-commons-logging-logback	14.4.6		4a0e302db134a988a9486f27aa489566322e2b9c
org.xwiki.commons	xwiki-commons-logging-logback	14.4.7		5389485e3379c72244c94dffae6b96b5e2f89a9b
org.xwiki.commons	xwiki-commons-logging-logback	14.4.8		d64fba3469ec1119c2790b42cea9fa641b22fd9b
org.xwiki.commons	xwiki-commons-logging-logback	14.5		9d29317d099eb10f92721f9fe87b59989457fbfd
org.xwiki.commons	xwiki-commons-logging-logback	14.6		d48b31399ec806d7de4079d801dda3c89b36d4f2
org.xwiki.commons	xwiki-commons-logging-logback	14.6-rc-1		f7d3822a31c0fa7b263e3859d6faa11d15e25399
org.xwiki.commons	xwiki-commons-logging-logback	14.7		a89e02028b53e766167afbcf2fa3c2738460b9cc
org.xwiki.commons	xwiki-commons-logging-logback	14.7-rc-1		1884119ed94eef1be8c5daeb3ba08450ac90afc8
org.xwiki.commons	xwiki-commons-logging-logback	14.8		3e35f017539b4bc557c4996ad4126445a6c017a6
org.xwiki.commons	xwiki-commons-logging-logback	14.8-rc-1		d9a0e7230c1670dc509d0f4170a2003a2c33971f
org.xwiki.commons	xwiki-commons-logging-logback	14.9		b2ebfd4ac7016dc0cb90fcc5680ea373a351048f
org.xwiki.commons	xwiki-commons-logging-logback	14.9-rc-1		2ea8c4db11d0e7b93f81e1304cbf27502d090a7f
org.xwiki.commons	xwiki-commons-logging-logback	15.0		ad6e063c16acef5de31450c27c733b13a152df76
org.xwiki.commons	xwiki-commons-logging-logback	15.0-rc-1		327b5ccdfcedc6b52845abbc4e767fa824b49c25
org.xwiki.commons	xwiki-commons-logging-logback	15.1		e189e3cc9ad0a8dc7e59803cbcf5c65f9a5551cc
org.xwiki.commons	xwiki-commons-logging-logback	15.1-rc-1		7805d9e9fc14fd5d230f63756c6d8114c7c942b1
org.xwiki.commons	xwiki-commons-logging-logback	15.10		d865665f7ae9bd4439cb77bf600a7fcdee1166b0
org.xwiki.commons	xwiki-commons-logging-logback	15.10-rc-1		72a255107cd350c59f686cd92ca1979b58a90aba
org.xwiki.commons	xwiki-commons-logging-logback	15.10.1		a13173c9d695b1ee15c9636c2c8fead1777e8fd8
org.xwiki.commons	xwiki-commons-logging-logback	15.10.10		735eb41c04d8cf64434f8198c6acf7348d0ff0ea
org.xwiki.commons	xwiki-commons-logging-logback	15.10.11		206cce9a87faee92efa2c40406751196592575fa
org.xwiki.commons	xwiki-commons-logging-logback	15.10.12		7a68c34a2ee2a9be6ab2d0c605450ed48cce7b78
org.xwiki.commons	xwiki-commons-logging-logback	15.10.13		8427ab6ae66fe4c9ee861baaa35be98ddcda7135
org.xwiki.commons	xwiki-commons-logging-logback	15.10.14		88cb028c961c4705da5660da3c37c0ef2e5434e8
org.xwiki.commons	xwiki-commons-logging-logback	15.10.15		75088a86a5fcd89bbd727fdd89501f14fd946537
org.xwiki.commons	xwiki-commons-logging-logback	15.10.16		e987fb9f2dfa3560dbb52114f3ca4b142c7e5565
org.xwiki.commons	xwiki-commons-logging-logback	15.10.2		2ef83fd4be5b0b3284de7deec314d453b1feea8a
org.xwiki.commons	xwiki-commons-logging-logback	15.10.3		20ad4d6151a8c140c88556be051956c2f6aae0c0
org.xwiki.commons	xwiki-commons-logging-logback	15.10.4		c72c3ee12160f430af9d208290360ff7f056410a
org.xwiki.commons	xwiki-commons-logging-logback	15.10.5		ed119744baecd88e427aefba81ab0979dd7e4e01
org.xwiki.commons	xwiki-commons-logging-logback	15.10.6		b948ab509c529ec5a133b31d68ba4d3ae07ee1e0
org.xwiki.commons	xwiki-commons-logging-logback	15.10.7		62faa649a5e2f905254d906031fc1dd847666fdd
org.xwiki.commons	xwiki-commons-logging-logback	15.10.8		01392275c75854796cd781ade0004aa29c9322e4
org.xwiki.commons	xwiki-commons-logging-logback	15.10.9		2f76c8316444972645655268b0246f89c28d909d
org.xwiki.commons	xwiki-commons-logging-logback	15.2		46cc686ea66d626de2c23373868dd6d862408716
org.xwiki.commons	xwiki-commons-logging-logback	15.2-rc-1		ea1bb4e0bb30d50d34278bdf6b1702d528e047c6
org.xwiki.commons	xwiki-commons-logging-logback	15.3		3e257a3a25586de8d8facb275570bde5dfd10d0f
org.xwiki.commons	xwiki-commons-logging-logback	15.3-rc-1		ea6b3cea513e7fba9f889408a2b6d36ff76b4eb3
org.xwiki.commons	xwiki-commons-logging-logback	15.4		0d522c5aa56ee98064a3b402e6450b88366c5486
org.xwiki.commons	xwiki-commons-logging-logback	15.4-rc-1		22f9a5f7c6ca2427366b5feb7c342eea964e9164
org.xwiki.commons	xwiki-commons-logging-logback	15.5		4a0b29ccf982d1e4477aae618a99bd8b0ddde008
org.xwiki.commons	xwiki-commons-logging-logback	15.5-rc-1		532cb069bc4299fa02ef5f3dd16c9113704f7885
org.xwiki.commons	xwiki-commons-logging-logback	15.5.1		c3eed4d1dec00c851cb35854ba8a757754363b33
org.xwiki.commons	xwiki-commons-logging-logback	15.5.2		17edd8fd042a1b4a51299508623741ba8b914e0a
org.xwiki.commons	xwiki-commons-logging-logback	15.5.3		8e961d10f4cd83e996f0cb40b363f244bc4801e9
org.xwiki.commons	xwiki-commons-logging-logback	15.5.4		d8bc780cde19014a1cd14161dc769718f9a45053
org.xwiki.commons	xwiki-commons-logging-logback	15.5.5		b28023fe79d89d51541f8896035513de5e7747f1
org.xwiki.commons	xwiki-commons-logging-logback	15.6		93a49fd60aa3aacb6304e328131eb4f135f06b3c
org.xwiki.commons	xwiki-commons-logging-logback	15.6-rc-1		2833f05f5e11dd26aa17f4806375f1ea35dff164
org.xwiki.commons	xwiki-commons-logging-logback	15.7		900faf52c0511b45f8a91cdb43b105e094a50d85
org.xwiki.commons	xwiki-commons-logging-logback	15.7-rc-1		9aedc45799d19359bfa8a01f23aac32e6299b8f0
org.xwiki.commons	xwiki-commons-logging-logback	15.8		d7afec9d3cec7b21d73d41c02c3167214ed164d1
org.xwiki.commons	xwiki-commons-logging-logback	15.8-rc-1		d2142605584aeaa28d3a375fb747c36b467ea97d
org.xwiki.commons	xwiki-commons-logging-logback	15.9		607df13a84c54e28d27e46ea31397ceecd886f5c
org.xwiki.commons	xwiki-commons-logging-logback	15.9-rc-1		a21c979dd1c489460f459b77b22b2f052d4d1bed
org.xwiki.commons	xwiki-commons-logging-logback	16.0.0		b92bb97fb01076c45df245d91cfd0b79d9fdd78d
org.xwiki.commons	xwiki-commons-logging-logback	16.0.0-rc-1		2a6ab02b812f7d3f803d4f5e1efcea564d766a0f
org.xwiki.commons	xwiki-commons-logging-logback	16.1.0		a8880ebd2052c66d87e7e5f2b3413465cffd8acf
org.xwiki.commons	xwiki-commons-logging-logback	16.1.0-rc-1		ce99bc411e06788ce6e624c0bdc44dd8841f802e
org.xwiki.commons	xwiki-commons-logging-logback	16.10.0		0c49e9e1cfeb7228d037b1b0286c9a1ecb19ce50
org.xwiki.commons	xwiki-commons-logging-logback	16.10.0-rc-1		8daadb77e90802eea54ee4cfc4547efdf488852f
org.xwiki.commons	xwiki-commons-logging-logback	16.10.1		91cb4365e1dda99d3cfd6be454fa92baeae31dfa
org.xwiki.commons	xwiki-commons-logging-logback	16.10.2		2f4ea2252efd48cf75b3fde14b6ef65878f627ef
org.xwiki.commons	xwiki-commons-logging-logback	16.10.3		48971882b756ed59008a8fd0b06a9cf514f2a95b
org.xwiki.commons	xwiki-commons-logging-logback	16.10.4		80023cf85b400f27717642fef667a3fe35866bef
org.xwiki.commons	xwiki-commons-logging-logback	16.10.5		1397eaeb1938b617902d749d1ff3d22e941aeec7
org.xwiki.commons	xwiki-commons-logging-logback	16.10.6		2ae87b81d9830ab3fa34e36bc81458164c79cea4
org.xwiki.commons	xwiki-commons-logging-logback	16.2.0		2e45b99d5755e4b2690b3c72d508d43a271e3493
org.xwiki.commons	xwiki-commons-logging-logback	16.2.0-rc-1		aaac9279e7831749fae75d5de5726ee6964ce540
org.xwiki.commons	xwiki-commons-logging-logback	16.3.0		b264e9b6639df330f7bdb3d6e86953b33017b4ae
org.xwiki.commons	xwiki-commons-logging-logback	16.3.0-rc-1		5f282ef1b58adef40422ed1964205dc9393b4f0a
org.xwiki.commons	xwiki-commons-logging-logback	16.3.1		9bcb525e01a94fe4c627c640dcd63044194c5184
org.xwiki.commons	xwiki-commons-logging-logback	16.4.0		05e5d026af526c840357a9bd0f650bc59dbb4a3a
org.xwiki.commons	xwiki-commons-logging-logback	16.4.0-rc-1		d4c423db31bb91b927a689ecdce2d66c8d35c45f
org.xwiki.commons	xwiki-commons-logging-logback	16.4.1		56880fd4b95a23b1e2a952ea8a1858395762fd08
org.xwiki.commons	xwiki-commons-logging-logback	16.4.2		fea31f20cbd3ac566824f530916f4300b16f496f
org.xwiki.commons	xwiki-commons-logging-logback	16.4.3		b2400ba0bc2db21b76b86e222f47f058a2e548f3
org.xwiki.commons	xwiki-commons-logging-logback	16.4.4		a786634e09ed5deb68e99b069e44b94ed32aff51
org.xwiki.commons	xwiki-commons-logging-logback	16.4.5		5ba6b7e5dd922adea48d5e04eb89998b66170cd8
org.xwiki.commons	xwiki-commons-logging-logback	16.4.6		c39d080dba0111f4a873a0c3fee6c2a693332f15
org.xwiki.commons	xwiki-commons-logging-logback	16.4.7		499c80c54051c6e537331b1392c1415ae4cb7a1f
org.xwiki.commons	xwiki-commons-logging-logback	16.5.0		32c2aa6cccaefeba643e835d8be5947ba7e57428
org.xwiki.commons	xwiki-commons-logging-logback	16.5.0-rc-1		2172a25fd3036a3cf823cbb627e1d7b5f08973b3
org.xwiki.commons	xwiki-commons-logging-logback	16.6.0		7be2c3ce9e69aa2af0b1d6710579dc917bcd449c
org.xwiki.commons	xwiki-commons-logging-logback	16.6.0-rc-1		7f09be20cb101341b1f9f78bace25ebc74f5f3a7
org.xwiki.commons	xwiki-commons-logging-logback	16.7.0		b3197a04e9efa8d5b5322597655e82f80989aa67
org.xwiki.commons	xwiki-commons-logging-logback	16.7.1		e058640e5bd106280a022b0e254225d4d825a1b5
org.xwiki.commons	xwiki-commons-logging-logback	16.8.0		26e722c8bf3be1096f1a813fd541bc6857802026
org.xwiki.commons	xwiki-commons-logging-logback	16.8.0-rc-1		09b87ed1d28e6ba5826926fe82564171e1b3ae20
org.xwiki.commons	xwiki-commons-logging-logback	16.9.0		c17458ec7f39680fef6001dc47700680a01c8578
org.xwiki.commons	xwiki-commons-logging-logback	16.9.0-rc-1		8b046fd1fff276ecc919e6f000e25b452b8c993e
org.xwiki.commons	xwiki-commons-logging-logback	17.0.0		5a06cbf2b84abf63218d7ef359bb88f5488bc65f
org.xwiki.commons	xwiki-commons-logging-logback	17.0.0-rc-1		4e6edf718f002db850f996bca7ff3c0d24fd7d2b
org.xwiki.commons	xwiki-commons-logging-logback	17.1.0		639e876bfbdd47c56eef1b0451800ca689349f38
org.xwiki.commons	xwiki-commons-logging-logback	17.1.0-rc-1		81b64334dc30d9ab2d15c5400f19941faeaf9c7d
org.xwiki.commons	xwiki-commons-logging-logback	17.2.0		89b3b0e3f11c0032ad974ec394498345eb71e900
org.xwiki.commons	xwiki-commons-logging-logback	17.2.0-rc-1		58765afc37cdccf9023743b183cbf9a2d91632ec
org.xwiki.commons	xwiki-commons-logging-logback	17.2.1		a67eea1969cc55135ef752bcae38b3be8cae4ca9
org.xwiki.commons	xwiki-commons-logging-logback	17.2.2		1350c67c62e8cf98f80a46abe20a7e93929eae5a
org.xwiki.commons	xwiki-commons-logging-logback	17.3.0		8d6dab589220da766c43fa2527218ef962b52feb
org.xwiki.commons	xwiki-commons-logging-logback	17.3.0-rc-1		e1358554e0977e5caa511b06d7ec28133a7af6c1
org.xwiki.commons	xwiki-commons-logging-logback	3.2		be67497b170ebb60df43298d9c764bc21a61d21b
