at.released.cassettes	cassettes-playhead-js	0.1-alpha01		N/A
maven	maven-jxr-plugin	1.4.2		50697943e0a10f862c269ec3ee573cdcc4e64ceb
maven	maven-jxr-plugin	1.4.3		70f72f5b929b0bd9f8006bd921d2aecf6c250a3a
maven	maven-jxr-plugin	1.5		40dedbb4a9dace3521672b669357fe3881b95409
me.benoitguigal	twitter_2.10	1.0		08ba8f8f9332c44336b80694760b1e4ab9bff4b5
me.lucko	shadow-bukkit	1.0		43a46c9c3857bdf5d7ea93dce5a2f600f3541e41
me.lucko	shadow-bukkit	1.1		55aaaddce98a28c8034e25b85cd5816753b5bf90
me.lucko	shadow-bukkit	1.18		5dbec259a55753d8032f1cd44e43f89f47fcecea
me.lucko	shadow-bukkit	1.18.2		65fd6e872cb94c586d855ee4e663647a867f154f
me.lucko	shadow-bukkit	1.19.2		2e48d407ec25f9f35ee74544d3ebdf0676cac210
me.lucko	shadow-bukkit	1.19.3		bd296400337349fbdc15ad0c9399d600a768de9e
me.lucko	shadow-bukkit	1.19.4		51a2bfd1e4db2cc9cd7404769ef38d745d284095
me.lucko	shadow-bukkit	1.2		70e558fd622a626c20a878bb81e33a933ca68252
me.lucko	shadow-bukkit	1.20.1		bcc3c95198ae278dc852cc8747f7d58cebc784d1
me.lucko	shadow-bukkit	1.3		3af58cde9c31ca68470f3eb5d86b0cb45845240c
me.lucko	shadow-bukkit	1.4		96ee564db178ffa88c94c5a60557bfe79b04760d
me.lucko	shadow-bukkit	1.5		52023e42cdac53125d58b6ecebb7b549e4a01f66
me.lucko	shadow-bukkit	1.6		5b20ebfe44afa2b4056e80ee8ca30b2444c4281b
me.lucko	shadow-bukkit	1.7		ed63eabc150edf49b2c1f8d3fdae48bbb5249a78
net.liftmodules	omniauth_2.5_2.9.1	0.11		8b2907a232b6cab153ba408fcef27c3be0dfef88
net.liftmodules	omniauth_2.5_2.9.1	0.12		9bfb73f72be7ef0c2babe507454f5c2bd57c88ed
net.liftmodules	omniauth_2.5_2.9.1	0.13		8177fb385ad825a166b1549607f906205aaec815
net.liftmodules	omniauth_2.5_2.9.1	0.14		f4756dafd28f8f4ef1017baf61ef3c684dfe8bc3
net.liftmodules	omniauth_2.5_2.9.1	0.15		0dde1f1ac0c46a81d550b2661eca80b3b6f52379
net.liftmodules	omniauth_2.5_2.9.1	0.16		aa053bbf419b642a6bd5712abde8b3a801a562b9
net.liftmodules	omniauth_2.5_2.9.1	0.17		1b1339d7ee47c7962a9cd1c6fc6524502eb29f99
net.liftmodules	omniauth_2.5_2.9.1	0.7		d99c5ad1285b88db250b218bb9ea07e6b1e1b8b7
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	1.0.0		21e93c993b464cc7b4b10933f44584d695b36862
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	1.0.0-CR2		939165a51c38017274aaee0e8e9e64a6897e169b
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	1.0.0-CR3		7aa5ded5c8fb6271e392214e28a82cd55d089c5e
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	1.0.0-M6		3ba1af05a00dc75959e84c6640f7806e0ae8f9a1
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	1.0.0-M7		08dee01e84f81729c60db68956904e6d45bc2dfc
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	1.0.1		67552553c55307f2cdb990147e2535739c578d79
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	1.1.0		83c26d33faf31d5a9dca4a7029b00bf113b141eb
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	1.2.0		7ef265ac699ffeafbdb84b63847e3d04c7c31547
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	1.3.0		191beeb3d04685ca38514bfc43dffd52e4f421fe
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	1.4.0		70f39541bc626c76b10aa7065739b062b1b44c8d
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	1.5.0		5a2771972603b66b6ca8bc51331f12529f2fb877
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	1.6.0		aad3e05f7a62e3b8f5fd38e85753cafde697af03
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	1.7.0		31b0c84bd220f9a460c9f2eecb1a494003051a1a
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	1.8.0		bcfcebdb4f2604040d45f794bbe7b4a25a0d3abd
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	1.8.1		f610f42e479305cc54bceef74fac9fa58be57d4d
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.0.0		b96d6f7e8c69b39d35d189904b48999dd9ea7587
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.0.0-M1		54a9ea8293b30ad8275529de2318663599e9cd3f
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.0.0-M2		360536f3ed36254f8e2ae28bed8a30b387c515b2
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.1.0		4ee368a06f5d0bb573633ef20edb24d454490fb7
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.10.0		4af0d94e6ffaabc849f48c7fc9f436ac042dbe76
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.11.0		fe7324dd7c4e40f8092173ef3a5dbcae000bf27b
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.12.0		8d5b8aa455fb67c5c5ecb1f10055be1e24733025
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.13.0		85093177fc3caf5ec968716b9478369f822bec77
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.13.1		305f98d85c0a9dc0d79ca626508aa292048b5d83
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.13.2		5d2805cd64a4312c064f4e2c07a8de91f98bcd29
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.13.3		a993bfda3237d0f2e79275395159ec2e699bcd1c
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.14.0		1657b3b8c304890708340f8f58a408a959503a01
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.15.0		47c1e1882fdf310cfc698d516a2d83428f5918de
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.16.0		d061493fe7cd77915a66077361f079aec734ff6b
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.2.0		25c192c4658945526ac38eb4b2a12021a6c6dce0
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.2.1		3a4504ab1bf66240be33368ded29d07bc2685e9c
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.3.0		0223ea2bef18026be57758bcf1cb29ec59a246a5
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.4.0		edd103e6d8651c47a1a3a44d6df0cbd43c8ba3df
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.5.0		28d203b3808c9e649a075204be4824f232cc11d4
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.6.0		e1dc032ba2b6e72df67c1c7844a398e0bcce8889
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.7.0		3a3ab0d2d9ea636ac3e779ba64357de6e8d8e806
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.7.1		ab173a85af2858ac605b8ab96f67e42169d6312f
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.7.2		e304644f247d6fcb5ce9d36215e389cf48b2c3b7
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.8.0		8a78d56b7ba8eb21da011b9557cba7974debcd30
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.8.0-M1		e84140248bc7f1386883fe450562747a547509a3
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	2.9.0		b1e6f68159c3cad4980452d91e2829966ad38b77
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.0.0-M1		f0a3929343d06091b4e3488a782bbbe553a38ac0
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.0.0-M2		96df80aa567edc6d46a14e228239bc8baa172677
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.0.0-RC1		d0664303e2e41c7ef6a2f082f26afeb8f306b411
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.0.0-RC2		548e7baf9c86eb51e56206cc51112fcf21a2ac02
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.10.0		8bc4b8d6d5805a837fe0ce4901d27cf2be8f98cb
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.11.0		d460426899411a14e41c3e5482de1b7bea7f6800
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.12.0		e6d69e448e8f1b7e599ecebc602a2a0a91dc282d
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.13.0		25204f571f9ba0f4007134b9299b61bc0b94f0ad
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.14.0		bf421fb43d437591b3d752cef05cc2b5ff5f1597
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.15.0		ba823adebd9c08c5e13f60e91078ac4fa7ab2993
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.15.1		eceb82356b4114e7f3656b228e639165aaea768d
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.15.2		4011ce49fda9b73f69c341d14532d1e826865b14
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.15.3		7be54e5c78d0c4a553d2736020c134df9de89272
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.16.0		13e40d054206489241291e2f2424156603e17a1e
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.17.0		0ad8588492b5b6f4336b9a19a2c57d6afc60160a
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.18.0		6d3f9c63bb8149d144e16515cdc7f0344c5eb650
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.19.0		9f471b04f090ed35673b6451645d264f9c7a2a26
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.2.0		b6766a8d176dd7da433fd2925c0a55368e07ac96
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.2.1		2543eff0d65aba3eb0760fc839c8c222bb67c01c
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.2.2		73d94b3b7dad5fa63e6163e0e6387e644f777749
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.2.3		17ffd1ff7afdfeb7d452818329ea6ece0e80187a
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.20.0		b4bfe9d81f32987b485cff14c4b3690a67513f0d
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.22.0		4b2db57bf391d36c59456da91472cfd05752cdb2
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.4.0		8eb71775d39d76647f57ad60d94663ce3a2b19ee
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.5.0		4fbd481feaf61fd87ca76061ee8d23bc8cc7cea7
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.6.0		c655b361d40939338895bbdabd2dbfede82b783b
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.7.0		4fcd3f1c038064a14a48eafc8a41346f79ed43a3
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.8.0		634df9de5c2a78cab881643f70cdf08b2a1c5849
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.8.1		6e6687d0d073f314fdc079de28d00b7643ade0dd
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.8.2		180fb47f3f427af8bb0f4d02510305ceebe5cdd6
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.8.3		6b528403914db4979c0bfdecabf6c32545e4bdd7
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.8.4		dba3017906a7987321927bf79e8be67a2e979215
org.apache.camel.quarkus	camel-quarkus-kudu-deployment	3.9.0		19d342d96215baee9a40834a1bcacb702cc0bd6b
org.apache.shardingsphere	shardingsphere-mask-distsql-handler	5.3.1		ef35d125a8b1256583adf3f86d5967e9ca7ebcd6
org.apache.shardingsphere	shardingsphere-mask-distsql-handler	5.3.2		5f665d14df18829f2720f183e10b02001c1dfb1a
org.apache.shardingsphere	shardingsphere-mask-distsql-handler	5.4.0		51279e810fe60be7f87f9264137a32e6d015dc09
org.apache.shardingsphere	shardingsphere-mask-distsql-handler	5.4.1		4431cdd98115c31dfe9888e7a7bafff43299f595
org.apache.shardingsphere	shardingsphere-mask-distsql-handler	5.5.0		2e23b5a6597d8f2b7a75216c445d5fee4999b9d5
org.apache.shardingsphere	shardingsphere-mask-distsql-handler	5.5.1		521f204e069a160f5ab04f0cd6a72c1bb0fba130
org.apache.shardingsphere	shardingsphere-mask-distsql-handler	5.5.2		5fc8a4b0784c7b4501646f9102e37eb6ba0867fa
org.eclipse.digitaltwin.basyx	basyx.aasregistry-client-native	2.0.0-milestone-02		f4ce8728baf339492cdb329ce7821b7c52590e35
org.eclipse.digitaltwin.basyx	basyx.aasregistry-client-native	2.0.0-milestone-03		9aa22abeccff2da591c4e45b8d0c05efe9299f66
org.eclipse.digitaltwin.basyx	basyx.aasregistry-client-native	2.0.0-milestone-03.1		3e750952641f2b26fa5b0d1a2cf72c14e2c36f47
org.eclipse.digitaltwin.basyx	basyx.aasregistry-client-native	2.0.0-milestone-04		7289afbc76658ebd1aceb032a9bde0ec90362b61
org.eclipse.digitaltwin.basyx	basyx.aasregistry-client-native	2.0.0-milestone-05		01cf35f8ff70bd3fe0a432bbf1b7b359e8e375ff
org.eclipse.vorto	org.eclipse.vorto.codegen.ditto	0.10.0.M2		ac013993ee5c736c5685b4e1af893b1d8475315f
org.eclipse.vorto	org.eclipse.vorto.codegen.ditto	0.10.0.M3		5dbbce64311945449e2583d14a386eeeb92d1179
org.eclipse.vorto	org.eclipse.vorto.codegen.ditto	0.10.0.M4		499707d252735113615848120b0d4453312496c2
org.eclipse.vorto	org.eclipse.vorto.codegen.ditto	0.10.0.M5		28de643f78c3ef1f025f01705eddefbe9ab05363
org.eclipse.vorto	org.eclipse.vorto.codegen.ditto	0.10.0.M6		0f235f0a99bcde222c0cce988170bb97eeb5991b
org.eclipse.vorto	org.eclipse.vorto.codegen.ditto	0.10.0.M7		b1d9fdfc730dc5c9c0e867d59a10ecefa1627fad
org.eobjects.metamodel	MetaModel-hbase	5.3.4		13bf92f8ef842910b46fc1438ab820893b7bfe3b
org.eobjects.metamodel	MetaModel-hbase	5.3.5		650647575f0840f86bf509fea4902eb5e23c6edd
org.eobjects.metamodel	MetaModel-hbase	5.3.6		9e5afa8396364103d802bb81ebbcaf01d0335225
org.glassfish.main.appclient.server	server	3.1.2		N/A
org.glassfish.main.appclient.server	server	3.1.2.2		N/A
org.julienrf	endpoints-scalaj-client_2.11	0.10.0		f4b8b15af692ca9a866614a64e50dfa41692da23
org.julienrf	endpoints-scalaj-client_2.11	0.10.1		af29b7dde6242e3fef66f6ecc381ef2ff542f1f2
org.julienrf	endpoints-scalaj-client_2.11	0.3.0		2df6cb680535460f77a4c0c3d114772663cefee9
org.julienrf	endpoints-scalaj-client_2.11	0.4.0		b921694cbf6a1080f176a5b5c6452fbeea2f057c
org.julienrf	endpoints-scalaj-client_2.11	0.5.0		d6315a63008617d361ec00c4c4bc68bcaafc276b
org.julienrf	endpoints-scalaj-client_2.11	0.6.0		4919e5b258d7b7719e9f243d74325c2b8e5cc511
org.julienrf	endpoints-scalaj-client_2.11	0.7.0		9f0bcc15a0b0e416e05a265efc3a58b11ac6d356
org.julienrf	endpoints-scalaj-client_2.11	0.8.0		f314afba5e6168ed6fd92687ca23f4d3d78c9c9a
org.julienrf	endpoints-scalaj-client_2.11	0.9.0		320f6bfa825bb07d8701e20e3d8743abff414455
org.kodein.di	kodein-di-erased-native_kodein_di_erased_native_android_arm64	5.0.1		N/A
org.kodein.di	kodein-di-erased-native_kodein_di_erased_native_android_arm64	5.1.0		N/A
org.kodein.di	kodein-di-erased-native_kodein_di_erased_native_android_arm64	5.1.1		N/A
org.kodein.di	kodein-di-erased-native_kodein_di_erased_native_android_arm64	5.2.0		N/A
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE100		588a73455bd8c1f337eef0d8b39978892eed60d0
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE110		06d5cb8106cbbacfbd3382f0927455083c5cb4f3
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE111		9b5b273df1af4af39c04ea41987674bfac3d1ef9
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE112		623490840131bfb0779acc1d93d1ec0fc2df0819
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE113		2406db6be5ce9162685b34ac00ba8973a382d505
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE120		d4c307d3a9f707c6ec3b392d4262079b7e7207a1
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE120-1		c979bff2fbc72d70a6f4578484d4b6176c72a51f
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE120-u1		2f227b939503fa2cb1bb9eb98a40d88e275e78ff
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE121		2a03644566560602694c80e08a4c7e2a1a03bd95
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE122		4689cd627e1190e68cdd379249170c9911ca3ce9
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE123		18b066c679737c6d7a3b8946e051342e2bb8e95b
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE124		946df5f81f25879e4dfd28f147665ba12f95a4a5
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE125		83255e5043131b45406b9dd27a150d6c89dbe714
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE126		94d1bfa6c234cdfd22ba5725f938a720396e01c1
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE130		2e8d3ecefa6c095dca425e4ab16ae4061dcd4423
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE140		92979caa58fe63ef2e90985e78dd238c7797553b
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE150		86b24c22c4b5fcfac4e0c698a9f8fbc4d9c5227d
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE160		ffb20f37bd077ac65ce1e76b4805a1b1e2eaf888
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE170		26d2939ae47902aa63202ed4daef633680fe6b45
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE180		391076542156b8bcd604cef83701fd4cc5ba432c
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE190		d5c02f88df0bbe093329c08be754914fdc94b8ce
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE200		98b1bc7e1400131791f52f61b98cd0a139def968
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE210		5df5c31d72100f057142a06f1ee3c460b67f8483
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE220		dca471418ddfe8323f5ea74529990b5aef255cda
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE230		a79c233a32d7cce7f066949c4c1a847d3716c415
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE240		76c6469080c34196ad43c9217b7218196f44ed9c
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE250		bf4fa66de0a697fa07ccb5c78a3ba750f3d5fef4
org.netbeans.modules	org-netbeans-modules-mylyn-util	RELEASE90		1909894958b6810d57c07fa596d747806b1cd6f5
org.opensearch	opensearch-plugin-cli	1.0.0		0bf31f971083111a5cb466ed72cf72058b28ce09
org.opensearch	opensearch-plugin-cli	1.1.0		30e67574d424f4fef5f8620560ab7af04feb2aa7
org.opensearch	opensearch-plugin-cli	1.2.0		fd59b9d1f72d70876a60f2dfa59d7092191bc77f
org.opensearch	opensearch-plugin-cli	1.2.1		e31c5b9b6f2ed3140d1e48578bc1d77c984dddbc
org.opensearch	opensearch-plugin-cli	1.2.2		5a18992618c0caa0ac9aace4582c65c12a26522b
org.opensearch	opensearch-plugin-cli	1.2.3		83b2112e7af1fb2f6e1a80f10e0fefcc5917ec8b
org.opensearch	opensearch-plugin-cli	1.2.4		2875d24cf80cd8e7445c24fc2cf60451b5b19f63
org.opensearch	opensearch-plugin-cli	1.3.0		1d69d1648e42a689fb2b3205e0345ac72ef4b877
org.opensearch	opensearch-plugin-cli	1.3.1		348efaca373ae2c5dcf6d4f087d51758d22ea950
org.opensearch	opensearch-plugin-cli	1.3.10		1b1dc4d26f99d72c4f8dfa9dc37b25c3595c1b53
org.opensearch	opensearch-plugin-cli	1.3.11		34e3b8e6e60401c8d304d3cbd613e7aa8eca43e0
org.opensearch	opensearch-plugin-cli	1.3.12		4f12d686bdb9604c1882e59ee76372a00da00429
org.opensearch	opensearch-plugin-cli	1.3.13		397e503e207fdd0212a26937d4b8de8689cf2677
org.opensearch	opensearch-plugin-cli	1.3.14		b34f200c0b4afe5884b5750b1e504a8533b78c9a
org.opensearch	opensearch-plugin-cli	1.3.15		cacc4b373d8bd9c23256a60a108c98a860d96386
org.opensearch	opensearch-plugin-cli	1.3.16		f8862e40792c25a5bd2f40439a0af23423612410
org.opensearch	opensearch-plugin-cli	1.3.17		58365cb0ee8d75d550d8d2acafebce89fd2a797e
org.opensearch	opensearch-plugin-cli	1.3.18		2d3b3e5bf038f15f7c91f95ac81fe3bb3177d33d
org.opensearch	opensearch-plugin-cli	1.3.19		f534752ae24107b3b922c7a13f46193da9cbdb9c
org.opensearch	opensearch-plugin-cli	1.3.2		e1a3244c006e27a235e00aea2f5a4c3c7118af4d
org.opensearch	opensearch-plugin-cli	1.3.20		cd50da947402014dc34e339db959b134cc290f6a
org.opensearch	opensearch-plugin-cli	1.3.3		4ea6150bae907c7808857e874293ce60e895e019
org.opensearch	opensearch-plugin-cli	1.3.4		97c8fdbf6cd6983fca49d34371bbcbfd1791ebc9
org.opensearch	opensearch-plugin-cli	1.3.5		e191457cdfb1d71d712437b7740b9388ed75d1b5
org.opensearch	opensearch-plugin-cli	1.3.6		8b8b6d07efc34669de5237fe33fbcca50884d957
org.opensearch	opensearch-plugin-cli	1.3.7		db178ace6a0c046fa0303e3694a56f4eebfc4f59
org.opensearch	opensearch-plugin-cli	1.3.8		7173bdbd12f07fd5d3bafc35992475a866b98cc1
org.opensearch	opensearch-plugin-cli	1.3.9		9ec351ad04f58e53eed846d3fe295915902bba94
org.opensearch	opensearch-plugin-cli	2.0.0		3a3934b869890b4c1db1243a20f2915ed755a866
org.opensearch	opensearch-plugin-cli	2.0.0-rc1		07777230f88aafef8f11fa09c4f8afec6c3469e8
org.opensearch	opensearch-plugin-cli	2.0.1		5a7bc19e12b0a0341caf53daaffc75dad75eacec
org.opensearch	opensearch-plugin-cli	2.1.0		53c52051278f152e7f073209172ad87c90e3d556
org.opensearch	opensearch-plugin-cli	2.10.0		2c884453daf642cb1dc9b9255ee420bdba1d17fb
org.opensearch	opensearch-plugin-cli	2.11.0		c95a85fbdce76c5e946cb00b44f0d6da37c7595d
org.opensearch	opensearch-plugin-cli	2.11.1		5fad22da97d4cdc0c81abab5e6ea7fb43cc8dc80
org.opensearch	opensearch-plugin-cli	2.12.0		d54a9aca7158253fef00adb74004085612134e7e
org.opensearch	opensearch-plugin-cli	2.13.0		029c73f6fed8c114bb755ee8f2113ee26bdd77a8
org.opensearch	opensearch-plugin-cli	2.14.0		6ad2cdafc059b591d3c6d2922a225808d51449d8
org.opensearch	opensearch-plugin-cli	2.15.0		89de78a5b55f1273861b24cead54d910939258d7
org.opensearch	opensearch-plugin-cli	2.16.0		3cc742dce8b526b3df21318bd80cf00198f49d63
org.opensearch	opensearch-plugin-cli	2.17.0		0af6222fca80badf8fb7003a30fb435e93511854
org.opensearch	opensearch-plugin-cli	2.17.1		27d3550a360218a5a6f67fadbe10fcc7830c2f84
org.opensearch	opensearch-plugin-cli	2.18.0		1adcb51965ebecf8bfc53e00b759d6033ecdcab3
org.opensearch	opensearch-plugin-cli	2.19.0		11fe7d0555200f0e12afe138c28d38964356a5fc
org.opensearch	opensearch-plugin-cli	2.19.1		825cde0dea87a1cd307530bde3290268212c8327
org.opensearch	opensearch-plugin-cli	2.19.2		54b9d3de44d25cf1d305bdb5a5fc4288f68311a6
org.opensearch	opensearch-plugin-cli	2.2.0		759b7feea367b9bd4b83dd353d9c713b0eb96c2d
org.opensearch	opensearch-plugin-cli	2.2.1		f368bb2a3eab5597705b93b3820838d7de76f0b9
org.opensearch	opensearch-plugin-cli	2.3.0		cb438a3f6256f0ba442a21985f7a6075bbd530a0
org.opensearch	opensearch-plugin-cli	2.4.0		a15b82a8077aaa6c354e9c35c6c6718f10d5ea44
org.opensearch	opensearch-plugin-cli	2.4.1		00e8e3b8ff8a6a832166273829f325efea68f400
org.opensearch	opensearch-plugin-cli	2.5.0		2224a680ba2f69ee4fb89139820f5f11039810d3
org.opensearch	opensearch-plugin-cli	2.6.0		01eed0e97b7adb7760dd893eb3c39ac5d2464c5b
org.opensearch	opensearch-plugin-cli	2.7.0		af00c1728a80369c1720ea40d0013bcd9225151f
org.opensearch	opensearch-plugin-cli	2.8.0		48b961ad4490329a800ece4a35c7cfe71e12388e
org.opensearch	opensearch-plugin-cli	2.9.0		d5c82cf3e2f4f52cc2ed48cdbfe939ed87b5f31d
org.opensearch	opensearch-plugin-cli	3.0.0-alpha1		8b674e19a5fc19f60bf5e5ce1f15711c0f1dd0b2
org.opensearch	opensearch-plugin-cli	3.0.0-beta1		3709c11fdbcaeb292e82c9a6079aa158151d5d62
org.ow2.authzforce	authzforce-ce-commons-pdp-ext-model	3.3.0		7a162841a2eb75f4644ee17c01a12b23d983f6d3
org.ow2.authzforce	authzforce-ce-commons-pdp-ext-model	3.3.1		99c6973c2cee658de5ff3ade7fd1af485ee913e6
org.ow2.authzforce	authzforce-ce-commons-pdp-ext-model	3.3.2		429c660b1c63112c8684e5792248c6418f1a713d
org.ow2.orchestra	orchestra-integration-tests	4.3.0		N/A
org.ow2.orchestra	orchestra-integration-tests	4.4.0		N/A
org.ow2.orchestra	orchestra-integration-tests	4.4.1		N/A
org.ow2.orchestra	orchestra-integration-tests	4.4.2		N/A
org.ow2.orchestra	orchestra-integration-tests	4.5.0		N/A
org.ow2.orchestra	orchestra-integration-tests	4.6.0		N/A
org.ow2.orchestra	orchestra-integration-tests	4.6.1		N/A
org.ow2.orchestra	orchestra-integration-tests	4.6.2		N/A
org.ow2.orchestra	orchestra-integration-tests	4.7.0		N/A
org.ow2.orchestra	orchestra-integration-tests	4.7.1		N/A
org.ow2.orchestra	orchestra-integration-tests	4.8.0		N/A
org.ow2.orchestra	orchestra-integration-tests	4.9.0		N/A
org.ow2.orchestra	orchestra-integration-tests	4.9.0-M1		N/A
org.ow2.orchestra	orchestra-integration-tests	4.9.0-M2		N/A
org.ow2.orchestra	orchestra-integration-tests	4.9.0-M3		N/A
org.ow2.orchestra	orchestra-integration-tests	4.9.0-M4		N/A
org.ow2.orchestra	orchestra-integration-tests	4.9.0-M5		N/A
org.ow2.orchestra	orchestra-integration-tests	4.9.1		N/A
org.praxislive.ide	praxislive-components	6.0.0		9dd46b6ce45c6a74cc469d6e38305f936fa0de72
org.praxislive.ide	praxislive-components	6.0.0-beta1		590812bf6961a5efe691f1494bcaeb734256b1a7
org.praxislive.ide	praxislive-components	6.0.0-beta2		26bca567c1fd108342e0178276dce3aa2cc00a7d
org.praxislive.ide	praxislive-components	6.1.0		8a7240ac5807412a7a3409c663c55f41d8aab6d5
org.praxislive.ide	praxislive-components	6.2.0		17535200c7856347f5852179cf07059caf5e1e4b
org.springframework.boot	spring-boot-starter-data-solr	1.1.0.RELEASE		27521c13fdc94b0f8a421fb3ede8dc142ba018f0
org.springframework.boot	spring-boot-starter-data-solr	1.1.1.RELEASE		609631afd2571915f44b77cf5c7226a33c445cc0
