africa.shuwari	version-zio-prelude_sjs1_3	0.5.0		c08cb3092be6d3c41ffc4a9f2581e65914147137
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.24.1		6c0e976eb3f690c7aa07bd32b3d7bf830c4ee8e0
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.24.2		ef35789fcedbeb92e0787cf58fbb88033843a6dc
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.24.3		7d008b7b54bdcfb237646eb70142789b7e2ffb02
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.25.0		fe49dbfd349d86cc4112dcab5bf0b6053500e580
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.25.1		68d3683785b4fefd12bfd9a4af8adb9bbc545224
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.25.2		c7043b2f0940043d41228376f4d8a9d78bc6ad7b
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.25.3		53c1185457426425654e7c1ea26893f7d0a60653
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.26.0		1190b376b1038344ff778f8c62703feb1893b465
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.26.1		e6e2ff0ff68e7e3e7fa05656419f40649ebc5ea3
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.26.2		9a8710ec05d0606645330c1b5f0837b363936df6
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.26.3		2b134dabaa4d048f60733c0503d1f07b771460eb
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.26.4		6b9c3862290d9ee4b31dbb2423a09d941066d4e7
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.27.0		b1bc1b798e5283fa6e312ec00871c9b17c152284
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.27.1		39a0d9399268da4bbddac683517f1bec96a73ba0
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.27.2		fd9985809e0df50973f8b8ba0e9b769e4b251d3a
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.27.3		c674b35e4fd9ed8754f37aa48b708c3fc46244fa
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.28.0		710a76bce24db10651f292f092b168aee43ae705
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.28.1		c6cd8398947374b9e9b981c6d5efae531553a625
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.28.2		6d0d053b2477cfc4aeffaee53df3d8afa6802b28
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.28.3		bd39859e8c8383409d37015a6c5f234a4fda45c2
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.28.4		a232f84e479d2e9f5983b77e31eeb23f2f2bd566
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.29.0		eb8eb4c7ba90187decc8d525b1935027de14237f
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.29.1		118c9aa1fe231dd66320dba3328ea79be7c55622
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.29.2		5dee418ab42e3486360bdf916b871a7dd6a79cf5
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.29.3		0d1a31a1c1efdb8674705f0c3d71c6f914194a8c
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.29.4		d19aae49a871bd9827eb30f894b8d70113437a05
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.3.0		a34ba7cf32227d0f3c05a96821948de5db212cbd
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.30.0		f4ce032481b0639dfdbc6d34b036bfbad14a6e93
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.30.1		c05d00f99d00f3602fba032b78c82d2e2a41e65f
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.30.2		459d122125493ec62ef8da47a62826e2369fb5c2
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.30.3		357667eff2125bf4249d8f283ee7ca4565218ce4
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.30.4		d98a8107eb155b96a6dff59d4eb04871fa6b50d2
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.31.0		67f0645ed98668f61534f575fc46e67ada37ad79
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.31.1		155e5b61af5bf859d7cc7fd035a6206d47935b97
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.31.2		dadfddb5aa72d803b24afe1ff2fd7411882f52ce
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.31.3		780b5a7e5e6366d16799bc200dabc0c8e0eeb66c
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.32.0		ef0b307592657bda07cee84fc6218733c5d37427
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.32.1		e34968893481f81ec21dedb1a98199731920c023
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.32.2		1db8e6ec2df4056c22e3232fe9e4f02a2f271deb
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.32.3		4842b2f70c885631df687fef93561f5232423ea4
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.32.4		fdcafe2823be25a4656c88f83c248d958983f907
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.32.5		dfbe35b1b5e1f0b0a2ba44f34bb9f3bd44547afb
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.4.0		25e71f74b711f498b647ec5c261152e79a358785
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.5.0		f3edab1b263cf31c35facd7336d3096f52fdc792
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.6.0		6a231d484baaf73ca287dbc516036147fb455bb8
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.7.0		e5e9b1bf236874de38cdee55755aae979eff016a
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.7.1		b1c0e0a8156c14cbd84e67a104e0426b0e3605e9
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.7.2		5f73c765e1f78d0758fbdf36a811076ed0a517a6
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.8.0		a39d543c4e0e1413361632cb3b082bc21974f33a
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.9.0		29f2a80d50259bd2ac86662dae9209b13181defe
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.9.1		615a25e4fdacd883a273783e59fe36da160ca9f4
com.linecorp.armeria	armeria-spring-boot2-webflux-autoconfigure	1.9.2		e8abd9f0efa359e851057172240b2e2c55c9c75a
com.phonepe.drove	drove	1.29		N/A
com.phonepe.drove	drove	1.30		N/A
com.phonepe.drove	drove	1.31		N/A
com.schemaapp	schemaapp.ui.apps.structure	1.3		N/A
com.schemaapp	schemaapp.ui.apps.structure	1.3.1		N/A
com.schemaapp	schemaapp.ui.apps.structure	1.3.2		N/A
com.schemaapp	schemaapp.ui.apps.structure	1.3.4		N/A
com.schemaapp	schemaapp.ui.apps.structure	1.3.5		N/A
com.schemaapp	schemaapp.ui.apps.structure	1.3.6		N/A
com.schemaapp	schemaapp.ui.apps.structure	1.4		N/A
com.schemaapp	schemaapp.ui.apps.structure	1.4.1		N/A
com.schemaapp	schemaapp.ui.apps.structure	1.4.4		N/A
com.schemaapp	schemaapp.ui.apps.structure	1.4.5		N/A
com.schemaapp	schemaapp.ui.apps.structure	1.4.6		N/A
com.schemaapp	schemaapp.ui.apps.structure	1.4.7		N/A
com.schemaapp	schemaapp.ui.apps.structure	2.0.0		N/A
com.schemaapp	schemaapp.ui.apps.structure	2.0.1		N/A
com.schemaapp	schemaapp.ui.apps.structure	2.0.2		N/A
com.schemaapp	schemaapp.ui.apps.structure	2.0.3		N/A
com.schemaapp	schemaapp.ui.apps.structure	2.0.4		N/A
com.sshtools	maverick-zip	3.0.0-FINAL		0169816839d56787ae6775230d0333fb96964043
com.sshtools	maverick-zip	3.0.0-RC1		d8abc6b720d0f44b55e81522b315b9b2abf7f7d8
com.sshtools	maverick-zip	3.0.0-RC2		85e5b367d536c233407e35d1d55f6aabdfd402ce
com.sshtools	maverick-zip	3.0.0-RC3		6f8f139244acfecfa60db8b8070500cadd7a1f4f
com.sshtools	maverick-zip	3.0.0-RC4		71a8bd51bcfaae978b8ba8828b0bd8b4be4c9068
com.sshtools	maverick-zip	3.0.0-RC5		db95fc59c5be979f19b6cb0d111789f979c1e4b6
com.sshtools	maverick-zip	3.0.0-RC6		8f92d7919f055245a9a3e4402d1455d00bd48e05
com.sshtools	maverick-zip	3.0.0-RC7		cec5521017a02bc7efdaa63a4f8297f538263bb3
com.sshtools	maverick-zip	3.0.0-RC8		540036800bd5a47dc786e985709938b293394be1
com.sshtools	maverick-zip	3.0.1-FINAL		678f854aa6407e471a516321e5edbfffbeaa3ff0
com.sshtools	maverick-zip	3.0.10		858adb3fb52f9e0a35a7a8d28ec2d3ef9fd44ddb
com.sshtools	maverick-zip	3.0.11		4ea57cb1f78e42ef1b242ce18c51a6bb40f2b12b
com.sshtools	maverick-zip	3.0.2-FINAL		cf7710389d4f8a2c0b666917f7342f2f4f27d75c
com.sshtools	maverick-zip	3.0.3-FINAL		e8dad533d73f5fad4b1d8f38adbd9f5f66a4ff78
com.sshtools	maverick-zip	3.0.4-FINAL		99f4d92cb43492ff31fb72db366c6c488323ad83
com.sshtools	maverick-zip	3.0.5		3907339f5d2202e8900d5c539bfe29a0f465fd45
com.sshtools	maverick-zip	3.0.5-FINAL		49022032e7a62daa07760d1d0f9f017bd5ebcecf
com.sshtools	maverick-zip	3.0.6		89869bb9f6afdf9a89f8df42a6ba058fe2e40959
com.sshtools	maverick-zip	3.0.7		20db3edc129943dbeff44e544138acaba4fe2d50
com.sshtools	maverick-zip	3.0.8		ec00b42b174f57ead74ff5b6a928128927def39c
com.sshtools	maverick-zip	3.0.9		4c840edb96046b8f3a1656d6ec86d077fde14a87
com.walmartlabs.ollie	ollie-parent	0.0.11		N/A
com.walmartlabs.ollie	ollie-parent	0.0.12		N/A
com.walmartlabs.ollie	ollie-parent	0.0.13		N/A
com.walmartlabs.ollie	ollie-parent	0.0.14		N/A
com.walmartlabs.ollie	ollie-parent	0.0.15		N/A
com.walmartlabs.ollie	ollie-parent	0.0.16		N/A
com.walmartlabs.ollie	ollie-parent	0.0.17		N/A
com.walmartlabs.ollie	ollie-parent	0.0.18		N/A
com.walmartlabs.ollie	ollie-parent	0.0.19		N/A
com.walmartlabs.ollie	ollie-parent	0.0.20		N/A
com.walmartlabs.ollie	ollie-parent	0.0.21		N/A
com.walmartlabs.ollie	ollie-parent	0.0.24		N/A
com.walmartlabs.ollie	ollie-parent	0.0.25		N/A
com.walmartlabs.ollie	ollie-parent	0.0.26		N/A
com.walmartlabs.ollie	ollie-parent	0.0.27		N/A
com.walmartlabs.ollie	ollie-parent	0.0.28		N/A
com.walmartlabs.ollie	ollie-parent	0.0.29		N/A
com.walmartlabs.ollie	ollie-parent	0.0.30		N/A
com.walmartlabs.ollie	ollie-parent	0.0.31		N/A
com.walmartlabs.ollie	ollie-parent	0.0.32		N/A
com.walmartlabs.ollie	ollie-parent	0.0.33		N/A
com.walmartlabs.ollie	ollie-parent	0.0.34		N/A
com.walmartlabs.ollie	ollie-parent	0.0.35		N/A
com.walmartlabs.ollie	ollie-parent	0.0.36		N/A
com.walmartlabs.ollie	ollie-parent	0.0.37		N/A
de.javagl	viewer-glyphs	0.1.0		c17211f0722661074bdff26db267f9fee64176da
de.javagl	viewer-glyphs	0.1.1		7b0313fa3ad8157efeaa8bfd50d80a7d057de61f
de.javagl	viewer-glyphs	0.1.2		e391cc04216cbb29c13ec7561f1243a41ab73fab
de.javagl	viewer-glyphs	0.1.3		8e0260035074d0a67a4fb436ef483d2467840138
de.micromata.mgc	de.micromata.mgc.jpa.spring	3.0.9		540a48d67db59d939c32a3e3289ba6ccf1ec89d7
de.micromata.mgc	de.micromata.mgc.jpa.spring	3.1.0		4d48bddb622a0f0c2731cc0d648c48f4bcfdb574
de.micromata.mgc	de.micromata.mgc.jpa.spring	3.1.1		930d69e5095e7cffc5ad0003171ae997ad0fbd2d
de.micromata.mgc	de.micromata.mgc.jpa.spring	3.1.2		633b3d1832dfda0f198c97c826861f0d05d1e285
de.micromata.mgc	de.micromata.mgc.jpa.spring	3.1.3		7a430d5d666ab0d21ce7aa9f7727631aaf076b8f
de.rhauswald.security.idor	parent	1.0		N/A
dev.androidbroadcast.navstate	navstate-core-watchosarm32	0.1		N/A
dev.androidbroadcast.navstate	navstate-core-watchosarm32	0.1	metadata	59ae1dd99a0c2747528ccac2c279cd7c60521feb
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.10.0		17674823ffd66d9c1d49a0cc0f5d29c97ae685ec
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.11.0		5ab397576c84a7a80c856a0a53031967179fbf08
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.11.1		df090281cdeb47ee14b2a43be2739ec8a7830ac6
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.12.0		a20d4dd67ce039eb63e5d826b4f253019ff839a9
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.12.1		b55836bd11ecb5200f9aba6d5aacfa9fbebb96f8
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.13.0		9f415b2f6b6b682d1ddb4de0ee11efad0248c83a
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.13.1		ac54c97246ef44ecaf47922c5fd3b7d638ae5a2c
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.14.0		9b800c36eed97595773d1b16812082f5a9c41a3c
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.15.0		5e05f27bc1bfd1050b20c01f8ca128a94449b171
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.15.1		472db35afa8433f554459757e71fdbe2f38fbbb5
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.15.2		061b9642322a52463bafa7128ad34b88d6766c30
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.15.3		b0a7fcea26b47d302c24fb38569479a4921a9154
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.16.0		b49aea95cd80dea53243dbf41d1f090883a9c8ee
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.16.1		d1ab1753fd5322ecad33d34dce4653aff2c84afe
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.16.2		c5218e7a7eac901cf96ecfff4f258ad022f9e7c0
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.16.3		f499c8751af6ce2976304bbbaef4cdf13a11bf27
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.16.4		a793d3ecdf72f35836d402981d8437b50656db6a
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.17.0		3143989d439b5ee56cd792d28c531888ef538451
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.18.0		c1727872c04923bbfd7144ed3fca9d9d1c51217b
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.19.0		fc66033e8990e54fa663273e8fc1a23e0386e9fd
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.20.0		00741dde2f08ed16ee40ddb38e130cd74db90217
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.20.1		9a0adc703254f7c9907bcc90c4836d2e7b637a14
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.20.2		6297cd2c2ce64713832eb4e2bd4ca5d908e78834
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.20.3		061551c29e5501e0529324e29e8bfbc8fbbe21ce
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.21.0		d4d1327d06b6fd61de86e7b4e28ebc104b87faba
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.22.0		da7378f43ded7ad4887e813bc6f415a6cb805604
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.23.0		a725963bf0c682a1a748583ebf8811ee96aa71eb
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.3.0		ddbf94e9865cfe398ea567a6e454bfbdc5afc0fa
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.4.0		d90eba1fc42917e59962e2774683dcc160d9a538
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.5.0		4bb3f404174c42e8f7b5e679f3bbda13daed6d07
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.5.1		706ed7420bdca7587002dc95f6ce95ef6f6b3891
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.5.2		01bcf528ae5df019314c9290027cdf5987294baa
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.6.0		7d73876e67d20dbb487c8b9b9383ef4e023ec52c
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.7.0		161e721e89d27ba49580de00bd53033a7a320c47
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.8.0		9876de244e4fdb2df2b5c13bb911c58725a73767
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.8.1		a3a216265ac29f7b9a4fd47c07b19ea7649776e7
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.8.2		9d5f1d692b7e001f407bb7c24c2e5e9b85da3447
dev.hnaderi	scala-k8s-scalacheck_sjs1_2.12	0.9.0		30f66d4a32dc0a0f637ee5d6f64198b1d74005ea
dev.jordond.stateholder	extensions-voyager-android	2.0.0-alpha01		N/A
dev.jordond.stateholder	extensions-voyager-android	2.0.0-alpha02		N/A
dev.jordond.stateholder	extensions-voyager-android	2.0.0-alpha03		N/A
dev.jordond.stateholder	extensions-voyager-android	2.0.0-rc01		N/A
dev.opensavvy.prepared	suite-linuxarm64	1.5.0		N/A
dev.opensavvy.prepared	suite-linuxarm64	1.5.0-rc.1		N/A
dev.opensavvy.prepared	suite-linuxarm64	1.5.1		N/A
dev.opensavvy.prepared	suite-linuxarm64	1.5.2		N/A
dev.opensavvy.prepared	suite-linuxarm64	2.0.0		N/A
dev.opensavvy.prepared	suite-linuxarm64	2.0.0-alpha.1		N/A
dev.opensavvy.prepared	suite-linuxarm64	2.0.0-alpha.2		N/A
dev.opensavvy.prepared	suite-linuxarm64	2.0.0-rc.1		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.10		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.10	metadata	73e9212fda0290f337465de8d3ad06e5b456fc45
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.11		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.11	metadata	571c8dc79368514a58548969c11d971cc1cfc47e
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.12		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.12	metadata	00eda5208fa7b38e1250be8c3dda007a7939de55
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.13		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.13	metadata	4e82abb6085eb7fb973a1e57b613d9ba593aad5a
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.14		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.14	metadata	cfbc5783f78db8586f6521cb32e4d6874ac7f2fd
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.15		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.15	metadata	430d9bf22c7991dca691cc6b076ff91961ed1e11
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.16		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.16	metadata	78a7580ba2b34c7c11e6d0740ee79a4cbe37f9c4
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.17		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.17	metadata	de03c21411ef50fb1ad64cf2445ee654c46c5769
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.18		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.18	metadata	cb7662a6ca0e62d90245e6b0d1d10c1604e50a26
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.19		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.19	metadata	1b670050fb237cb88174aa43cd6e35c279826837
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.2		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.2	metadata	8572fec0c92a245b37f9064831f8083b39894725
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.20		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.20	metadata	24a10e28668358366c884dd59d48dcc65c7daffb
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.21		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.21	metadata	248f54f6eafbfe53b90c9c1ac9d415e4248beea5
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.3		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.3	metadata	ed8f2574acdb8913bce898bd22f97c3eef8c9951
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.4		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.4	metadata	5b0ac1f0ee19df6aea6fc1282bfc9898f9a5585b
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.5		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.5	metadata	af98cd0c09f6e7b331ac95dcc15411579f6cff8b
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.6		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.6	metadata	16b6a417edce605443ba033cab0c84256af146c1
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.7		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.7	metadata	65fc0ef38de1b48b29668475de5f3255e69f04bb
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.8		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	0.0.8	metadata	29e75c43a51021c6d55901bd7105aeb5b0dca113
dev.programadorthi.routing	resources-tvossimulatorarm64	2.0.0-alpha01		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	2.0.0-alpha01	metadata	ecb016a07da3db6a3cba776bd828db5a64205a21
dev.programadorthi.routing	resources-tvossimulatorarm64	2.0.0-alpha02		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	2.0.0-alpha02	metadata	3bfb2a2933cdeb2d000f2b5192187f3b09d7ef80
dev.programadorthi.routing	resources-tvossimulatorarm64	2.0.0-alpha03		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	2.0.0-alpha03	metadata	fde31557bc31efccd4ecabf0ec47ca2b3ee951c2
dev.programadorthi.routing	resources-tvossimulatorarm64	v0.0.1		N/A
dev.programadorthi.routing	resources-tvossimulatorarm64	v0.0.1	metadata	3bd7d0b126dd6a0a7ca26dfb77f12b430d537b2b
digital.nedra.commons.starter	ndr-starters	1.0		N/A
digital.nedra.commons.starter	ndr-starters	1.1.1		N/A
digital.nedra.commons.starter	ndr-starters	1.1.2		N/A
digital.nedra.commons.starter	ndr-starters	1.2.0		N/A
digital.nedra.commons.starter	ndr-starters	1.2.1		N/A
digital.nedra.commons.starter	ndr-starters	1.2.2		N/A
digital.nedra.commons.starter	ndr-starters	1.2.3		N/A
digital.nedra.commons.starter	ndr-starters	1.2.4		N/A
digital.nedra.commons.starter	ndr-starters	1.2.5		N/A
digital.nedra.commons.starter	ndr-starters	1.2.6		N/A
digital.nedra.commons.starter	ndr-starters	2.0.0		N/A
digital.nedra.commons.starter	ndr-starters	2.0.2		N/A
digital.nedra.commons.starter	ndr-starters	2.0.3		N/A
digital.nedra.commons.starter	ndr-starters	2.0.4		N/A
edu.psu.swe.libraries	jms-reactive-client	0.1		3b551d314090cfaeea1f0ab7ccc0d7fd277f745c
edu.psu.swe.libraries	jms-reactive-client	0.10		fe25b70cf75c77beac19ed73a6d62fccd41ef5a3
edu.psu.swe.libraries	jms-reactive-client	0.11		9152da12a61abdf0737b4c99d3992b567bd631f7
edu.psu.swe.libraries	jms-reactive-client	0.12		6917ebcedc04a8dc484299f572e182c833c6625f
edu.psu.swe.libraries	jms-reactive-client	0.13		9abf42235fbfe116833d5b82079a67663aaeb06c
edu.psu.swe.libraries	jms-reactive-client	0.14		af8fd1eaaba168a46b0a764a67b2a4ecb1c4a1b9
edu.psu.swe.libraries	jms-reactive-client	0.15		556df1d9b4080e5a9d90a4f95589e14a22e1a10f
edu.psu.swe.libraries	jms-reactive-client	0.16		830bc1a146f8803f0116483c952bbd9a292c1d23
edu.psu.swe.libraries	jms-reactive-client	0.16.1		04e888b8066fb884870b1f43c775e34e619fc050
edu.psu.swe.libraries	jms-reactive-client	0.16.10		aafddd8c3e3083ef154255a2dc3d80d1a87aeef9
edu.psu.swe.libraries	jms-reactive-client	0.16.11		1889620a69ee01066e9bec5f1b8aaba0327fb60a
edu.psu.swe.libraries	jms-reactive-client	0.16.12		b67a20fb9ce1bb5b65b4955373183c91616ce943
edu.psu.swe.libraries	jms-reactive-client	0.16.14		657a3cfb216fea9a48b11787a598f5ec99b3618e
edu.psu.swe.libraries	jms-reactive-client	0.16.18		16a5644b0d6fdd266797b7ab07cc81556e1144eb
edu.psu.swe.libraries	jms-reactive-client	0.16.2		a4a7446d26dd55278d198412c515d8c6524c7c13
edu.psu.swe.libraries	jms-reactive-client	0.16.20		7970aa31b4d73a43a9a4469438b48e329acd30cf
edu.psu.swe.libraries	jms-reactive-client	0.16.21		20591f8c8794238292a9a4395f82430dd5759927
edu.psu.swe.libraries	jms-reactive-client	0.16.22		87a6cb200c9d08837f30141dd6daaaad5e627247
edu.psu.swe.libraries	jms-reactive-client	0.16.23		cbf4455953baf37554ab2c2012de630dbb741085
edu.psu.swe.libraries	jms-reactive-client	0.16.24		3fe6768d7539b0a71fe3414e1b343ceaa51e2678
edu.psu.swe.libraries	jms-reactive-client	0.16.3		291f9a56e8e9e58f087431751f27215d06fa20c1
edu.psu.swe.libraries	jms-reactive-client	0.16.4		2b9e6c31f506dc585301524507d6d891ef27e5d9
edu.psu.swe.libraries	jms-reactive-client	0.16.8		9b092bc0c24ec373170bbe104460dbbb3278c721
edu.psu.swe.libraries	jms-reactive-client	0.2		a8305d615ef754c97870202a2293423090c07fc8
edu.psu.swe.libraries	jms-reactive-client	0.3		80747d2a2eb589490969fa7f57ba529022e71226
edu.psu.swe.libraries	jms-reactive-client	0.4		72c614b48fbe47de1ad2612f8e72d25fdd1500c2
edu.psu.swe.libraries	jms-reactive-client	0.5		1c614aa8f790b466bcc653dbfdacfe84d2353fa5
edu.psu.swe.libraries	jms-reactive-client	0.6		0c223c6147174c42b7265c1e572a192b454d28ba
edu.psu.swe.libraries	jms-reactive-client	0.7		f72a313fc3cc20696e4dc559046a381efc555891
edu.psu.swe.libraries	jms-reactive-client	0.8		852f703d66fa390b18ad254a8bdb1cd637fe2a44
edu.psu.swe.libraries	jms-reactive-client	0.9		43ee1b8e87a97604f9e10891ef317c8c84c627f8
eu.majortanya	kotlin-natural-sort	1.0-alpha01		bc3855649a822200c8e8fa05bebea9e7199b53c0
eu.majortanya	kotlin-natural-sort	1.0-alpha02		d1dc2a3e3a7a604395479b075ee1a7c988b606f1
